-0.0114851+0.062486j -0.0122905+0.0470342j -0.0461912+0.0290419j -0.00480175-0.00411292j 0.00031544+0.0162958j -0.00995785-0.0114167j -0.00421169+0.000743089j 0.0240968+0.00947399j 0.0218585-0.00516748j -0.0418391-0.00970221j -0.0397581-0.0108956j 0.0278943+0.0150082j 0.0381599+0.0414692j 0.0132449+0.0164348j 0.00193204-0.00327795j -0.0199262-0.0177936j 0.00190858+0.00969617j 0.00550627-0.0206408j -0.00816738-0.0245013j 0.00795944+0.0193058j 0.0291705+0.0109931j 0.00918717+0.0199118j 0.031983-0.00720144j -0.0129056+0.000299438j 0.000407162+0.0186555j -0.0055071+0.0113342j -0.00875437+0.0175306j 2.07628e-05+0.0148135j -0.000502775+0.0309623j -0.0116903-0.00609717j 0.0134542-0.0255192j -0.0397697+0.0328936j 0.00368204+0.00623375j 0.00320586+0.00842209j 0.0173884+0.00989196j -0.0397623-0.0188416j -0.02304+0.0417668j -0.054976+0.0258558j 0.0532701+0.0495426j -0.0243965-0.130463j 0.004237-0.00245504j -0.00971069-0.0218257j 0.0120868+0.0811255j -0.0275334+0.0032671j 0.0226148-0.0475021j 0.00727267+0.00829334j 0.0501658-0.0360528j -0.017257+0.0219789j 0.0302191-0.0223049j -0.0512618-0.0114346j 0.0069311-0.0624897j 0.0151767+0.00216874j 0.0324535-0.00852717j -0.0221435-0.0143735j 0.0166774-0.00651623j -0.0288842-0.00229426j 0.0121687-0.00534781j -0.021126+0.0533131j -0.01318+0.0149538j 0.0885068+0.0893582j 0.108099-0.0423443j -0.000835387+0.0322987j 0.0126863-0.0227428j 0.00579786-0.00869698j 0.00382489-0.0100655j -0.0103744+0.0279518j 0.0231526+0.0927674j 0.1525+0.00973782j 0.0920775-0.187173j -0.113903+0.101162j 
0.0233998+0.0535212j -0.00176658-0.0473371j 0.00266257-0.0367479j -0.00626583+0.00273221j 0.0156711+0.054416j -0.015145-0.00807323j 0.0267333-0.0789872j -0.0260391+0.00817807j -0.0381108-0.0623564j -0.011906+0.00928412j -0.00272641+0.137094j -0.0528059-0.0425475j -0.0899175+0.0792107j -0.113014-0.0491635j 0.0151647+0.00456836j -0.0493354+0.0799615j -0.113034+0.0373851j -0.0140818-0.00737965j -0.00740772-0.0819798j 0.00665362+0.0375533j 0.0392714-0.0601302j -0.0509315-0.0967665j 0.0778684+0.0491118j 0.146536-0.0334607j -0.0417897+0.0425971j 0.0951756+0.0234116j -0.0945165+0.0518186j 0.03515-0.0305474j -0.0398647+0.000716814j -0.0556231-0.0636529j -0.0390692+0.0667822j 0.0911613+0.0898616j 0.0550475+0.0928602j -0.0429052+0.0558183j -0.032154+0.104202j -0.0732654-0.0620834j 0.11779+0.0553427j 0.00531804+0.035985j -0.0151148-0.0327352j 0.0121512-0.0702613j 0.0554283-0.132346j -0.0337656+0.00387761j 0.0774738-0.0539852j 0.0473099+0.0651091j -0.018114+0.00741455j -0.0835112-0.0963819j -0.0263113+0.0253105j -0.0486528+0.0356649j 0.030245-0.0184761j 0.0670856-0.0171294j 0.0468134-0.0280441j -0.00741419+0.0123525j -0.0746723+0.0167878j 0.0945175+0.0554764j -0.191473-0.0399017j 0.0285756+0.037899j 0.0228718-0.0745485j 0.0396231-0.0712815j 0.0701345+0.0579563j 0.00129192+0.0218553j -0.129771+0.00713619j 0.0303995-0.0190615j -0.00368346-0.077944j 0.0120818-0.00150515j -0.0248879+0.0744663j 0.0182595+0.138285j -0.0701423+0.0434662j -0.0293039+0.00593612j 0.0219764+0.0226362j 0.115772-0.154875j 
-0.0333873-0.0361111j 0.00284323+0.0131608j -0.0283985-0.0125363j 0.0381248+0.0123193j 0.00889355+0.00801158j 0.0195684+0.0141469j 0.0711855+0.0105268j 0.0737579+0.0553961j -0.0582606-0.0510022j 0.00710122-0.0830223j -0.044903+0.0407879j -0.00634122+0.00797077j -0.00570386+0.0650657j 0.00151868-0.0708559j 0.00675493+0.081015j -0.0203785+0.0285776j -0.0286368-0.0338819j -0.0984771-0.0154507j 0.00640834+0.0652284j 0.00230788-0.00966901j 0.128675+0.0326564j -0.00665787-0.0826428j -0.0407573+0.0343279j 0.0886673+0.0360899j -0.0835504-0.081194j 0.190772+0.0259323j -0.0407822+0.0408161j 0.00506437+0.0275224j -0.0452282-0.102657j -0.0726209-0.0447516j 0.0706389+0.0276378j -0.031305+0.05745j -0.0217792-0.0693229j 0.0282293-0.0383101j -0.114011-0.107085j 0.0193839-0.0442524j 0.035063-0.0172905j -0.0405767-0.108264j -0.087557+0.0331955j 0.0880733+0.0321461j -0.0744579+0.0406804j -0.0207278+0.0486704j 0.0218796-0.0512448j 0.00369724-0.0271454j 0.00178478+0.00688985j -0.123919-0.00597176j -0.0286362-0.0224527j 0.0199563+0.026591j 0.0980217-0.0109234j 0.0156869+0.094772j 0.157946-0.145162j 0.0691449-0.0164678j -0.0647845+0.00464529j -0.0260764-0.0390271j 0.0207819+0.134602j 0.100663-0.15082j 0.0474417+0.026943j 0.0346603-0.074153j 0.0825896-0.0277563j -0.0661904+0.000259874j 0.0272676+0.104563j -0.0362713+0.0986225j -0.0557241-0.0506632j -0.00791047+0.0537553j -0.100997-0.0245969j -0.0371922+0.0420252j 0.156286-0.0558828j -0.0380401-0.0763234j -0.134903+0.102014j 0.00542749+0.102187j 
0.031273+0.060826j -0.0189115+0.00395286j 0.00866984+0.0336965j -0.0241202+0.00666699j -0.0435436+0.0167107j 0.000968954+0.0012862j -0.00722257-0.026453j 0.0285642+0.0530435j 0.0522026-0.0409347j -0.0579915-0.0175401j 0.000918866+0.0634675j -0.00831073+0.0638095j -0.00907542+0.00228191j -0.038354-0.00604415j -0.0122307-0.0555513j -0.0428692+0.0641908j -0.0533045+0.0546472j 0.00743676+0.0409555j -0.0257706-0.0180643j 0.000615816+0.0117013j 0.0113429-0.061612j 0.0146803-0.071557j -0.020245-0.0281821j 0.0541383-0.0606886j 0.0883046-0.0763901j 0.029697+0.062789j 0.0114405+0.123638j -0.0828531+0.0197765j 0.0457842-0.0837712j 0.0484361+0.00305411j -0.0299676-0.000814692j -0.0401001+0.113458j -0.0297365+0.0508977j 0.0428627+0.087273j 0.0347178-0.124649j -0.0141114-0.0432661j 0.00118695+0.0820004j 0.078588+0.036532j 0.0058117+0.0152291j 0.0588195-0.0103929j 9.99486e-05+0.0338125j -0.0730374-0.0165302j 0.00274286-0.0106659j 0.0514933-0.037754j 0.0152742-0.00311293j -0.0222033-0.0541465j 0.0163589+0.0366454j -0.0431379-0.0132075j -0.107785-0.00284988j 0.0272695+0.00396617j 0.0629266+0.00577227j 0.0244057+0.0162291j 0.00611386+0.0470721j 0.0315619-0.00188333j -0.0897114-0.0363896j -0.0844988+0.0443404j -0.0430041+0.0924828j -0.0271356+0.0940195j 0.0338495+0.181001j -0.0247487+0.0223422j -0.0271939-0.0862119j -0.0495984-0.119127j -0.115667+0.123329j -0.00936796+0.0256186j -0.00425698-0.0373068j 0.0280835+0.0937266j 0.0182979+0.0294481j -0.0409276+0.0251047j 0.0300636-0.035439j 0.00158986-0.0310456j 
0.017286+0.04478j 0.0233904-0.0204191j -0.000434864-0.0299122j -0.0536529+0.00685464j -0.0620203+0.0522183j -0.0906463-0.0200515j -0.0217963+0.0890186j 0.0753782-0.0578479j 0.101341-0.00191369j -0.0324516+0.0430228j -0.0256013+0.0293502j 0.00815618-0.076489j 0.0479296+0.0109283j 0.00956015-0.0205898j -0.096324-0.0697822j -0.134597-0.0487617j -0.0357198-0.026273j -0.0413945+0.0927214j -0.0245975-0.0516252j 0.00832738-0.0356174j -0.0206058+0.00915488j -0.0165363+0.0580307j -0.0790282-0.0877489j 0.040259+0.0242842j -0.0741901+0.021374j 0.154509-0.00668099j 0.0300265-0.0779799j -0.0795116+0.0138731j 0.0668745+0.065232j 0.0371148+0.00696884j 0.0395458-0.0213072j 0.0955728+0.0346564j 0.0498598+0.03797j 0.0250778-0.0420235j 0.015853+0.0891005j 0.0453802-0.122231j -0.0630985-0.00939882j 0.00599674-0.0318156j -0.0936648+0.167213j -0.0588347-0.156375j -0.00303161-0.0235757j 0.00222555-0.0403732j 0.0352215+0.0607097j 0.0953404+0.022251j 0.0203731-0.0114755j -0.0585144-0.0502427j 0.0524495-0.0839746j -0.125633+0.0772211j -0.220516+0.0473523j 0.014248+0.0889678j 0.0325464-0.120205j -0.0405624-0.0497547j -0.0401559-0.089908j -0.100345-0.0764462j -0.117354-0.0454317j 0.0500732-0.0560882j -0.0389484-0.0104983j 0.00876087+0.0529216j -0.0927464+0.0958635j -0.0582297+0.0805337j 0.0176795+0.0241242j -0.0700933+0.00300631j 0.0304452+0.0624212j -0.0911613+0.0248581j 0.0646049+0.111324j -0.000121557-0.00536522j 0.0263037+0.0182474j 0.0341447+0.0490724j 0.0138238-0.0645732j -0.0388772-0.0301624j 
0.0134638+0.02508j -0.00069292-0.00957172j 0.00875811+0.00259481j 0.041867+0.0497112j 0.0439344+0.0458416j 0.065056+0.014563j 0.12677-0.0251365j -0.0734346+0.0200952j -0.0239937-0.111207j 0.0360094-0.0713838j 0.0143371+0.0799777j 0.0425181+0.0125385j 0.0555861-0.0279182j -0.00713701-0.0154191j 0.003808-0.012991j -0.00545693-0.0715535j 0.0217877-0.0200371j 0.00899487-0.192171j 0.0346545-0.0238605j 0.0847107+0.186111j -0.0173617-0.0707762j 0.0429327+0.0166241j -0.0832976+0.0590655j 0.0515289-0.163352j -0.0954691-0.0359375j 0.114745+0.181017j -0.00744984+0.200673j -0.033273-0.0380505j 0.0353839-0.0206266j -0.138919+0.0698212j 0.0853036+0.0500825j -0.03884+0.13329j -0.0364487-0.165173j 0.0645367+0.119168j -0.0487969-0.0967247j -0.0111095+0.15469j -0.0269154+0.112811j -0.0441577-0.0242708j -0.0731816+0.00432675j -0.025238-0.145777j -0.000484476-0.0521396j 0.0266211+0.0443243j -0.0191588+0.0462263j 0.0276129-0.0634408j 0.0538812-0.115552j 0.0990314-0.0680497j -0.0683151+0.0659076j -0.0865711-0.0537165j 0.017141-0.0254692j 0.00758581-0.036518j -0.0316498-0.0132217j 0.120867+0.0562595j -0.0268666+0.0889441j 0.105062-0.0537619j 0.0926185-0.0296927j 0.00428281+0.0400263j -0.018821-0.110381j -0.0697563-0.0836179j 0.0216017+0.0787018j -0.0472293+0.0225075j -0.00117649+0.000228736j 0.00465881-0.00785312j -0.0270222+0.0835928j 0.012888+0.0305973j 0.00340024-0.0408121j -0.0214785+0.0299004j 0.0217504+0.00253868j -0.0108957-0.00423915j 0.0235703-0.027427j 0.00303088-0.0234329j 
0.0203881+0.024697j 0.0196116+0.0537371j -0.045822-0.0257169j 0.064862+0.0120279j 0.0132704+0.0107723j 0.00735435+0.0298672j 0.0386418+0.00692042j -0.00454081+0.0829851j -0.0266754+0.0109231j -0.0489283-0.0254571j 0.0383182+0.00101122j -0.0294624-0.0341677j 0.0202881+0.0174855j -0.0600045+0.0669584j 0.0678756+0.0422568j -0.0119354+0.0345783j 0.00684534-0.0647687j 0.0812186+0.0453209j 0.0514164-0.0137656j -0.0189851+0.0314614j 0.066201-0.0342267j 0.0142034+0.0228679j 0.0670418+0.00221753j -0.0209774-0.0122224j 0.00151975+0.0479497j -0.0427178-0.0359206j -0.0477331+0.0425046j 0.0366538-0.0359447j 0.096269-0.0022122j -0.026129+0.00543664j -0.00155436+0.0358128j -0.0584038+0.0330259j 0.0174518-0.0090857j -0.0392903-0.0224923j -0.0390767+0.0617105j -0.161247-0.0173434j 0.0128623-0.0650346j -0.0821032-0.0619024j -0.0620637-0.0308352j 0.0198779+0.0283302j 0.0700968-0.0544386j -0.0247676-0.014019j -0.0101494-0.0105632j -0.060297+0.0147559j 0.0399965+0.0201157j 0.0759905+0.0649621j 0.107211-0.0193031j -0.0169439+0.00592464j -0.0684173-0.0363193j -0.0401021-0.0673195j -0.0462471-0.0595855j -0.00992655+0.0409324j 0.00165451+0.0188061j -0.00887785+0.0502988j 0.0946444+0.0590301j -0.07134+0.039523j -0.00484995-0.0311697j -0.025237+0.00716454j -0.00477398+0.00172778j 0.0299204-0.0125997j -0.012108+0.0365545j 0.0129574+0.0772486j 0.00353237-0.0163664j 0.0374372-0.027812j -0.0153547+0.057598j 0.000211972-0.0345691j 0.0358959+0.0698633j 0.00140162+0.0218424j -0.0323208-0.00523285j -0.0661603+0.0694119j 
0.020719+0.00386111j -0.00672836+0.0068309j -0.0322855+0.00182581j -0.0366833-0.0115616j 0.0532519+0.0830271j -0.0260547+0.0396598j -0.052065+0.06456j -0.0466321-0.0695359j 0.0127636-0.103699j 0.0820842+0.0243245j -0.100034-0.0730126j 0.0532473+0.00459558j -0.0115342-0.0516432j 0.0542376+0.0551067j 0.00233239+0.0349625j -0.0700508-0.024361j -0.00805755-0.0370387j 0.0514958-0.0836051j -0.0740484+0.0422783j 0.0973165+0.0132436j -0.0276161-0.0965996j -0.0274852+0.0200353j 0.0173493-0.0152003j -0.00125019-0.113167j -0.12477+0.0725388j 0.144489+0.0278603j -0.103252+0.124149j -0.0279135-0.0292451j -0.0946433+0.146831j -0.0186043-0.0229648j 0.0467673-0.0437952j -0.0198173-0.0226491j 0.157996-0.0207521j -0.0675802+0.142785j -0.00319629+0.0600562j 0.0785244+0.0337857j 0.0178224+0.11082j 0.02439+0.0582713j -0.0592876+0.0821693j 0.0404005-0.0192243j -0.113783+0.0215276j -0.0096823+0.0146494j -0.0421455+0.0458832j -0.0268165+0.00254101j 0.0150282-0.00708582j -0.00229733+0.018561j -0.0419131+0.00812057j 0.0982005-0.0344896j 0.20331-0.0189785j -0.0447866-0.0829815j 0.0739019-0.0283881j -0.0442749+0.0214383j 0.0901437-0.0894569j -0.0703119+0.135555j 0.0482486+0.0940677j -0.0403912-0.0661854j 0.00526635-0.0723186j 0.00403672+0.00633386j -0.01583-0.0143871j -0.0219882+0.0888786j 0.00557001-0.0610423j 0.0130804+0.0164092j 0.0645144-0.102968j 0.016169+0.0425332j -0.00535122-0.0842899j 0.0388921+0.073003j 0.028481+0.00306712j 0.0663782+0.0832331j 0.0380736-0.0616345j -0.0446027+0.0280058j 
0.0218609+0.0245101j 0.0370373+0.0126379j 0.068124+0.0583442j -0.000285739+0.0470307j -0.0734177-0.058858j 0.0705978-0.00390211j -0.0685205+0.00349016j -0.0652453+0.118834j 0.0501116+0.158594j -0.00503957+0.0601867j -0.0484622-0.0994501j 0.0362515+0.1424j -0.0866373-0.0824353j -0.122148+0.00329258j 0.0754181-0.112321j -0.103746-0.0894786j -0.0368232-0.0459531j -0.0889533-0.0381847j -0.104152-0.0333442j -0.0381373+0.0820862j 0.0227679+0.0766626j -0.0265826+0.0250635j -0.202548+0.0295864j 0.0690502-0.0208427j -0.0566552+0.0298651j 0.138257+0.0406188j -0.0788083+0.0468577j 0.0767404+0.0603861j 0.0192789-0.0499943j -0.058174+0.167681j 0.0930212-0.0617158j -0.0533952-0.155861j 0.0804634-0.107525j -0.0614015+0.100413j 0.0906646-0.0144393j 0.00311637+0.0269031j 0.00879963+0.0427208j 0.0503337+0.0499368j 0.0532618-0.0411299j -0.0236235+0.0960697j -0.0450565-0.00718531j -0.100934-0.0297823j 0.00179686-0.0406135j -0.0246155-0.0904532j 0.0216715-0.0689517j -0.103465-0.173421j 0.0549993+0.00914783j 0.128071-0.0572609j 0.132208+0.0464021j 0.10251+0.125495j -0.0976801+0.0404312j 0.0672673-0.114559j -0.014139+0.0202212j -0.0249183+0.0542497j 0.0532065-0.00461155j -0.0140384+0.0214805j -0.00719779+0.111865j 0.00465127-0.0385635j 0.0284203-0.0043371j 0.0163221-0.00244888j -0.0111668+0.00251941j 0.0151478-0.00274878j -0.0437519-0.0956039j -0.0471315+0.0399416j -0.110505-0.0568521j -0.0183888-0.0474092j -0.0240178+0.0186571j -0.0246001+0.0455676j 0.00738402+0.000897216j 0.00951912-0.00941264j 
0.0215154+0.0302117j 0.0333401+0.0781502j 0.0293584+0.012626j 0.0409486-0.021564j -0.0145362-0.0743163j 0.117449+0.017905j -0.0182-0.00282576j 0.0667915-0.0207271j 0.0041514-0.00328203j 0.0712446+0.0185323j 0.0866021+0.00276588j 0.102421+0.0093577j 0.0514391-0.0676524j -0.0773282+0.0342852j -0.0776184-0.0691241j -0.006746-0.0275094j -0.121441+0.000685129j -0.0176467+0.0161734j -0.0513557+0.0300987j -0.184005-0.0354444j -0.0440527+0.0322168j -0.0434988+0.117168j -0.105593+0.0415945j 0.00128455-0.00701038j 0.0750959-0.0109457j 0.0418173-0.0367648j -0.0641025+0.0384777j -0.0309507-0.114336j 0.0332672-0.0327167j 0.0789153-0.0127318j -0.018855-0.0924159j 0.0145842-0.0212459j 0.048642-0.0642204j -0.0400127-0.0145767j 0.0119364+0.0462847j -0.0692143+0.000745139j -0.162423-0.0274729j 0.0857201-0.0679838j 0.0339673+0.00688883j -0.0184929+0.0653989j 0.150976+0.06046j -0.0269323+0.00432475j -0.0333064-0.083588j -0.0288425-0.148685j -0.0212615+0.00789008j -0.0216457+0.166423j -0.0471468-0.0402302j -0.0260676+0.00091025j -0.226378-0.0399071j 0.055633-0.0479893j 0.0115615-0.0299825j -0.0413716+0.0370829j -0.0297284-0.0692296j -0.0217563+0.0911987j 0.0512605+0.0282541j -0.109196-0.0249436j 0.0184881-0.0831901j 0.0670022-0.0794023j 0.0205702-0.0600248j 0.0361799-0.0170653j -0.0565785+0.0390974j 0.0596916+0.00760708j -0.0172692+0.142678j -0.0251833+0.00835077j 0.0301712+0.0256698j 0.0513857+0.0182408j 0.0225844+0.027746j 0.00686425+0.0235147j -0.0103031+0.0131169j 0.0115863+0.0307527j 
0.0391787+0.05672j -0.048009+0.028875j 0.0675714+0.02417j 0.0818175-0.0258731j -0.00165811-0.0247338j 0.0390729-0.0283103j -0.0375861-0.129907j 0.0829415-0.0767239j 0.102084-0.0415388j 0.0994295+0.158791j 0.00594477-0.00759318j 0.0479837+0.0157644j -0.0370897+0.0918725j -0.0115738-0.0669774j -0.0783856-0.0609721j 0.0692913-0.0850881j 0.00565148+0.0151987j -0.121379+0.0106413j -0.103476-0.136072j -0.0528247+0.0830035j -0.0408442+0.106024j -0.0228092-0.139115j 0.0648202-0.00631951j -0.0826997+0.0861447j -0.00962651-0.0566234j -0.0592204-0.0828505j -0.107761-0.0373885j 0.0488103-0.0393502j -0.093921+0.0171444j -0.0273142-0.0761428j -0.0792481-0.0438875j -0.0509733+0.0158314j -0.0412635-0.0666369j 0.0342307-0.0350906j 0.024913+0.0565021j 0.0355471+0.0306544j 0.0343319-0.034574j 0.0886239-0.0265998j 0.0119392-0.0405806j -0.0178279-0.129548j 0.028337+0.0213755j -0.0737901-0.059509j 0.105473-0.0101603j -0.00902989-0.0219198j 0.00305376-0.0242444j 0.0197815-0.10343j 0.091888+0.022529j -0.017047+0.0304698j -0.0401215+0.0229282j -0.000416459-0.0305202j -0.0376794-0.0874192j 0.0451978+0.0434164j -0.0467286+0.0315453j 0.0622028+0.0551938j 0.075686-0.0424574j 0.0178188+0.0930401j 0.0232689-0.0746856j -0.00678633-0.00765034j -0.0265891+0.0222267j -0.0452389+0.150071j 0.0448494-0.10839j 0.0690915+0.0163605j -0.073945-0.0095599j 0.0403591+0.0172211j -0.0345484+0.00920335j -0.00925487-0.0441533j -0.027838+0.00302712j 0.00747857-0.0057066j 0.0345775+0.00240645j 0.0280951-0.0212606j 
-0.0517858+0.00898604j 0.00410699-0.0473057j 0.00140444-0.0192375j -0.0299179+0.0165427j 0.0233719-0.0189816j 0.0316233+0.035624j 0.00208445+0.0288395j 0.0632233+0.0555846j -0.0531746-0.0539698j -0.0668392-0.0269941j -0.00162908+0.1627j 0.0368207+0.0445938j -0.0207872+0.00927173j -0.176261-0.042792j -0.0231138-0.0688068j 0.0107032+0.0383072j 0.0559296+0.0724523j 0.0696729+0.0365688j -0.0378585-0.063047j -0.0615201+0.0193125j 0.0623213-0.0778591j -0.0122556+0.0572562j -0.074147+0.123835j 0.0902606-0.0270267j 0.0148631+0.0275452j -0.016721-0.0163819j -0.0157102+0.0210103j 0.026955+4.62725e-05j -0.00201493-0.110483j -0.0690167-0.0197411j -0.00524724+0.099345j -0.0640038+0.0405045j -0.0123959-0.0192908j -0.0158591+0.0254027j -0.0137571-0.0224126j -0.0782293-0.0489782j 0.027422-0.027216j -0.0289458+0.0957494j 0.0889226+0.0448828j -0.00494045-0.045029j 0.045746-0.0542038j -0.0784432+0.0544478j 0.09117+0.0670237j 0.1015+0.00186574j -0.0278379+0.0199894j -0.0381701+0.109012j 0.0293036-0.111872j -0.0757162-0.00844016j 0.0171508-0.0417982j -0.0121418+0.0514874j 0.00944155-0.0463294j 0.062617+0.00238441j -0.018103+0.0296042j 0.0277244+0.0915013j -0.0438826-0.022963j 0.0514612-0.00590113j -0.00174647-0.00998874j -0.0178424-0.0106044j 0.0113147+0.0480376j 0.0529259+0.000546222j -0.0181517-0.0363864j 0.0067776-0.0764538j -0.0284846+0.0248908j -0.0445758+0.0148584j -0.0292336-0.00191784j 0.0136003+0.0019443j 0.0234859+0.0112008j 0.0201807+0.00872385j 0.0359576-0.00424404j 0.0391165-0.0329958j 
-0.0501739+0.00957515j -0.0928505-0.130532j -0.0103706+0.0315563j -0.115991+0.0300809j -0.0447675+0.0662797j -0.0121887-0.005982j -0.0224089+0.0678701j -0.0186346-0.0670588j -0.0340705-0.0109993j -0.0624508-0.0672019j -0.104602-0.0340214j 0.0351359-0.014659j 0.0322061+0.0392131j 0.0991522-0.0112461j 0.0327772-0.0164585j 0.00453339-0.00603397j 0.0349436+0.0439151j 0.0320256+0.00108519j 0.0512013+0.05728j -0.0291965-0.0102103j 0.0132584-0.0156399j -0.0319767-0.0782392j 0.0217748-0.119552j 0.0271975+0.0414259j -0.078978-0.0423317j -0.0671014-0.0851058j 0.0981929-0.0446362j 0.0172269-0.00484236j -0.019555+0.0272748j -0.0455845-0.0716135j 0.023013-0.0446954j 0.0122734+0.00836035j -0.0726572+0.0234872j 0.0395398+0.0826452j 0.0418283-0.0630296j 0.0320892+0.0889095j 0.00247402+0.0719733j 0.0689601+0.0378584j 0.0928993+0.0351305j 0.014733+0.00290826j -0.0996383+0.0339105j 0.0128148-0.0171248j 0.044351-0.0320957j 0.0197642-0.0226263j 0.0468994-0.0272367j 0.0216331+0.0744785j 0.0220434-0.0934165j 0.0793161+0.0769947j 0.0796541+0.0245307j -0.0470907+0.0767508j 0.0463313+0.0257135j -0.011336-0.00709727j -0.030583+0.0115801j 0.0289107-0.0255401j 0.0141027-0.000717903j 0.01267+0.0293782j -0.0600711+0.00631825j -0.0642079-0.0111695j 0.0437016+0.0576242j 0.0205867-0.00305253j -0.0752799-0.00299899j -0.0305943-0.0790947j -0.0385314-0.0537238j 0.0470319-0.0143762j -0.0553751+0.0334751j 0.0120106-0.0405702j -0.00909107-0.0515027j 0.0675241+0.0514447j 0.036731-0.0653863j 0.045965-0.0497794j 
-0.115267-0.106307j -0.0436094-0.118034j 0.0381374-0.00058081j -0.0275238-0.0438886j 0.0188128-0.0119125j 0.114133+0.0431779j -0.0438804+0.0354647j -0.0441138-0.101897j -0.0257616-0.0549832j 0.0772463+0.027068j -0.0552272+0.0313318j 0.046125+0.0455603j 0.00517347-0.00375538j 0.0113815+0.00558634j -0.0299942-0.110563j 0.0438522-0.0371232j 0.0987167+0.052828j 0.0705967+0.046929j -0.0484715-0.0476906j 0.0116717-0.0142026j -0.0471597-0.0914457j 0.0242251-0.0154206j -0.0671846+0.0725574j 0.00676283+0.00878305j -0.0387425-0.0354751j -0.14807-0.0301803j 0.0767239-0.0463145j 0.0979226-0.00746708j -0.146744+0.0197901j -0.0737148+0.0498996j 0.0244076+0.08446j 0.0594008-0.0823649j -0.040513-0.0377458j 0.050956-0.0700587j 0.00143302-0.0240251j 0.10036-0.0156486j -0.112301+0.0349344j 0.0626732+0.0305333j 0.0691222+0.0465528j 0.042502+0.0292133j -0.0678316+0.0063885j -0.0573054+0.0371784j 0.0492045-0.0131131j 0.0361178-0.0817065j -0.0513232+0.0633262j 0.0522001+0.162681j -0.0374144-0.0531716j 0.0150438+0.0342377j 0.140539+0.0281639j -0.0104888+0.0417261j 0.014308+0.056288j 0.044275-0.0481173j 0.00460899+0.0048798j -0.023392+0.00252722j -0.0630015-0.0383484j -0.00715523-0.0146733j -0.0451278-0.0133195j -0.0243742+0.00903748j 0.0218939-0.0345751j -0.0597721-0.0282384j -0.0321949-0.017875j -0.0188847-0.0906391j -0.0218567-0.0173235j 0.0136101+0.0445756j -0.0101535-0.0174185j 0.0495967-0.0234379j 0.0291009-0.0485372j -0.0452689-0.0190515j -0.0446433+0.0836094j 0.0338317+0.00218509j 
-0.0219475-0.140178j 0.170346+0.102825j 0.0269934-0.0303698j 0.00273962+0.0191466j -0.00179721+0.000265488j -0.0157267-0.0726428j 0.0709437-0.0784897j 0.0475405+0.133628j -0.0960035-0.0415686j 0.0303862-0.0628708j 0.122172+0.10628j -0.00650664+0.0446341j -0.106549-0.194468j -0.159896-0.0907122j -0.1007-0.0702233j 0.0186258-0.018387j 0.07804+0.111509j 0.122333-0.0563833j -0.101749-0.102128j -0.0753342+0.000940849j 0.00138382+0.0677485j 0.0487133-0.00339916j -0.0610553+0.116415j 0.0490279-0.162537j -0.0330538+0.15326j 0.0403682+0.0498941j -0.0662366-0.0852422j -0.0395242-0.128286j -0.0325601-0.0530637j -0.0296546+0.0260876j -0.00139211+0.0139861j -0.0247052-0.00229245j -0.0470963+0.103808j -0.0021339-0.0465032j -0.00159282+0.054117j -0.0182496+0.0133183j 0.0464173+0.0549256j 0.00181198-0.100554j 0.00234679+0.00906374j 0.0314664+0.0438869j 0.0633318+0.0290469j 0.126995-0.0358057j 0.120598+0.0463942j -0.0854281+0.0581697j 0.0380948+0.0560459j -0.0571433-0.0421849j -0.0414189+0.00947698j -0.00730113-0.00409934j 0.0229787-0.0890076j -0.0226688-0.0411402j -0.00807364+0.0439997j 0.00907389-0.00777919j -0.0614329-0.0125494j 0.00665927-0.0586441j 0.0315374-0.00880752j 0.0823019-0.0730716j -0.0224227-0.01386j -0.0314977-0.0407j -0.0346946-0.00326932j -0.034226+0.0154955j -0.0968384+0.0393216j -0.0399939+0.00809631j 0.0611891+0.0571112j 0.00117276+0.0628333j 0.0657439+0.00986667j -0.054026-0.0421472j -0.00376966-0.0533773j 0.0454877-0.0362772j -0.0361287+0.0473527j 0.0368548+0.041406j 
