-0.0114851+0.062486j -0.0122905+0.0470342j -0.0461912+0.0290419j -0.00480175-0.00411292j 0.00031544+0.0162958j -0.00995785-0.0114167j -0.00421169+0.000743089j 0.0240968+0.00947399j 0.0218585-0.00516748j -0.0418391-0.00970221j -0.0397581-0.0108956j 0.0278943+0.0150082j 0.0381599+0.0414692j 0.0132449+0.0164348j 0.00193204-0.00327795j -0.0199262-0.0177936j 0.00190858+0.00969617j 0.00550627-0.0206408j -0.00816738-0.0245013j 0.00795944+0.0193058j 0.0291705+0.0109931j 0.00918717+0.0199118j 0.031983-0.00720144j -0.0129056+0.000299438j 0.000407162+0.0186555j -0.0055071+0.0113342j -0.00875437+0.0175306j 2.07628e-05+0.0148135j -0.000502775+0.0309623j -0.0116903-0.00609717j 0.0134542-0.0255192j -0.0397697+0.0328936j 0.00368204+0.00623375j 0.00320586+0.00842209j 0.0173884+0.00989196j -0.0397623-0.0188416j -0.02304+0.0417668j -0.054976+0.0258558j 0.0532701+0.0495426j -0.0243965-0.130463j 0.004237-0.00245504j -0.00971069-0.0218257j 0.0120868+0.0811255j -0.0275334+0.0032671j 0.0226148-0.0475021j 0.00727267+0.00829334j 0.0501658-0.0360528j -0.017257+0.0219789j 0.0302191-0.0223049j -0.0512618-0.0114346j 0.0069311-0.0624897j 0.0151767+0.00216874j 0.0324535-0.00852717j -0.0221435-0.0143735j 0.0166774-0.00651623j -0.0288842-0.00229426j 0.0121687-0.00534781j -0.021126+0.0533131j -0.01318+0.0149538j 0.0885068+0.0893582j 0.108099-0.0423443j -0.000835387+0.0322987j 0.0126863-0.0227428j 0.00579786-0.00869698j 0.00382489-0.0100655j -0.0103744+0.0279518j 0.0231526+0.0927674j 0.1525+0.00973782j 0.0920775-0.187173j -0.113903+0.101162j 
-0.031747-0.0971414j 0.0198143-0.010938j 0.0439378-0.00529044j -0.018245-0.0325317j -0.053903-0.0111759j -0.03016-0.00966365j 0.00410038+0.0660112j -0.0473939+0.00327251j 0.0668432+0.0934995j 0.01653-0.051306j -0.019822-0.0192045j -0.00685691+0.0449712j 0.062858+0.0535967j 0.141973+0.0212682j 0.0240414+0.121448j 0.0690857-0.0273548j -0.0127092+0.00674058j -0.0054214+0.0271591j -0.0772571+0.0760299j 0.0200789-0.0505867j -0.0788918-0.0239056j 0.0300874+0.0749236j -0.0235765-0.0287019j 0.021097+0.0343875j -0.00210886+0.0461513j -0.0117652+0.0233146j 0.0344055+0.0605335j -0.0886315-0.0392058j -0.00569508-0.0431855j -0.0491826+0.00815064j -0.017928-0.0037527j -0.0143343+0.00223174j -0.0854513-0.030713j -0.0800375-0.0269632j 0.0343013+0.00444423j 0.027798-0.00739565j 0.0264786-0.0473287j 0.0807941+0.0134091j -0.0472272-0.0099132j 0.00337095-0.0279838j 0.0840684-0.0170916j 0.0188042+0.0223897j -0.0452838+0.0702889j -0.0345426+0.0322554j 0.00756077+0.0129863j -0.0511695-0.00979749j -0.0768678-0.0361313j -0.0776565-0.0231315j 0.0457126-0.0602406j -0.0335571-0.0554564j 0.0714668-0.078702j 0.0152125-0.0344789j -0.0380931+0.00092235j 0.0440652-0.0150073j -0.0385841-0.0295389j 0.0388995-0.00288053j 0.0597041+0.0655694j 0.0343793-0.0315362j 0.0563324-0.0270285j -0.0559523-0.0466695j 0.00908385+0.0204363j 0.00850485-0.0605013j -0.0379968-0.0391456j -0.030084+0.154616j 0.0523841+0.0464141j 0.0912388-0.0217337j 0.0282008-0.0624914j -0.0245465-0.0268289j -0.000540245+0.0742386j -0.0325148-0.00675846j 
0.0475091+0.0299142j 0.0977037+0.0848936j -0.044782-0.0289168j -0.0366476-0.0143191j 0.00631565-0.022165j -0.0166604-0.0949535j 0.0505804+0.0785092j 0.0506196+0.110498j 0.0512798-0.0644216j 0.0442893+0.0654153j -0.0233436+0.00881298j 0.0619705-0.108639j -0.119363+0.00410623j -0.0646198-0.0113342j -0.0897178-0.0777559j -0.0029441+0.000239184j 0.06043-0.00242552j 0.148797+0.0145641j 0.0149976+0.00345755j -0.0695297-0.0267192j 0.0353364-0.0618427j 0.0391954-0.0359513j 0.0339347+0.00542426j -0.0729454+0.0587382j -0.0211678-0.0314622j 0.00442418-0.073573j 0.000632534+0.000720045j -0.0148411+0.0473362j 0.0208421+0.0410199j 0.0481506-0.0320636j -0.0208383+0.0393795j 0.0298703-0.0353585j 0.0882946-0.0483544j 0.0683256+0.0834507j 0.0323931-0.0408488j -0.0584899+0.0061654j 0.00931208+0.0360733j 0.0157703+0.0150098j 0.10816+0.0331841j 0.101139+0.0400587j -0.141546+0.0368585j 0.121503-0.0033519j -0.022598+0.057302j 0.130422+0.0403324j 0.0694929+0.0539732j 0.0188441+0.0353336j 0.112042+0.0593889j 0.0144611-0.0689801j 0.0108358+0.0289606j 0.0120986+0.114758j -0.0883581+0.0011108j -0.0590731-0.0865475j -0.0509725+0.013969j -0.011987-0.0207588j 0.00115397+0.0498204j -0.101502-0.0168321j -0.0551726-0.0258363j 0.00240902+0.0405553j -0.00666357-0.0924357j 0.0222418+0.00328404j -0.00739611+0.022139j -0.0327368-0.0288169j -0.00177118-0.0123131j 0.0496132-0.105484j 0.0194034-0.0940265j 0.132527+0.00687602j 0.0149951+0.00545372j -0.0082922+0.0419891j 0.0499086-0.0434516j 0.054831+0.0108141j 
-0.120511-0.148665j 0.049522-0.0498084j -0.0682279+0.0020467j -0.111193-0.0863275j -0.0813742+0.0478678j -0.0643536-0.058859j -0.0544131+0.0257512j 0.0712071+0.0592347j -0.0887629-0.0751663j 0.0592225+0.0573181j 0.0676627+0.00524745j -0.117806+0.00949927j -0.0531348-0.0281127j 0.088448-0.0868589j 0.0145584-0.115273j 0.0636595+0.0715714j -0.0528049+0.132421j -0.0793891+0.053866j 0.00128666-0.00131301j -0.0597018-0.121489j -0.069801+0.0566127j 0.0410076+0.0229713j 0.0681246-0.0301597j 0.0432634+0.0507242j 0.0871258-0.00700323j 0.0539487+0.0398124j -0.0812576+0.0123597j -0.0559174-0.097019j -0.007711+0.00637832j 0.0080416+0.0842072j -0.0321269-0.0144675j 0.0283647+0.00144013j -0.00762272+0.0708277j 0.084928+0.0563522j 0.0185962-0.0589252j -0.0251194+0.0480501j -0.00433415+0.0168271j -0.0473949+0.0563934j 0.00293107-0.0708814j 0.0205393-0.00356606j 0.00149967-0.00238316j -0.0914048+0.323432j -0.117059+0.0471953j 0.0542757-0.00952399j 0.0548754+0.0950819j 0.0353736+0.0573565j 0.127677+0.127233j 0.0217384-0.0428991j 0.029015-0.0353841j 0.0561863-0.0721367j -0.00320475-0.059045j 0.0325966+0.00128468j 0.0534941-0.0387262j -0.00621841-0.0149897j 0.0728659+0.00877681j -0.00428667+0.0191194j -0.00697154+0.0406571j 0.0392+0.0436415j -0.0515708+0.0649626j 0.0253801+0.0590971j 0.00999408-0.0185286j -0.0804698-0.0585651j 0.0448009-0.0404934j -0.0732833-0.0113075j -0.0384053-0.0615306j -0.0387194+0.0299176j -0.046479+0.0272389j -0.0257965-0.0675464j 0.00734483-0.0206341j -0.0529058-0.00219058j 
-0.0302647-0.040162j 0.00313936-0.0641739j -0.0408768-0.0555476j 0.0855569+0.0550783j -0.0224971+0.0430166j 0.047174-0.0188978j 0.0464673+0.0292763j 0.015917+0.0156778j 0.0570731-0.0790267j 0.0221202+0.105184j -0.0220745-0.0152925j -0.0226717-0.00831248j -0.0316884-0.0427484j 0.0171377+0.0224299j 0.0459838-0.0984708j -0.0355527-0.0144622j 0.105543+0.0522484j 0.042279+0.0495121j 0.0177187-0.160309j 0.0352425+0.093174j -0.00902269+0.0185192j 0.0311119-0.0875435j 0.0312367+0.0357853j -0.0614961-0.0272753j -0.0556116-0.00665551j 0.0280488-0.0245836j -0.019328+0.00195639j 0.0384066-0.0599961j -0.0431691+0.0990138j -0.0104789+0.082331j -0.0172144+0.0358679j 0.0403067-0.00882465j -0.0204281+0.0491977j -0.0487168+0.00399217j 0.0201883-0.0865852j 0.053832+0.00958662j -0.0608524+0.00916238j 0.103306-0.0515607j -0.0188689+0.0348629j 0.00785585+0.00599009j -0.00995927+0.0205978j -0.0470224-0.0754137j 0.040156+0.0557575j 0.0432247+0.090417j 0.0349588+0.0637393j 0.0237347+0.0170594j 0.0201057+0.0517325j 0.0116289-0.0112426j -0.0587161+0.0668365j -0.0543181-0.0818762j -0.0553913+0.0311944j -0.0723646-0.0337034j 0.0274147-0.044033j -0.0313898-0.0261877j 0.0318963+0.00489724j -0.0176372-0.0119288j -0.00914583+0.0244021j 0.079321+0.0990492j -0.0169279+0.0115106j 0.0181546+0.0180289j -0.126564+0.0459425j -0.0324319-0.0190024j 0.0377473-0.0253275j 0.0473493+0.0096844j -0.0755133+0.027432j 0.0384225+0.00768406j -0.0194703+0.0381009j 0.0332616-0.000407051j -0.0295214+0.0159316j -0.0200909+0.0293901j 
-0.0679303-0.0424541j 0.000859311-0.028474j 0.0359043-0.047051j -0.0201136-0.024027j -0.0125317+0.0636979j -0.0840765-0.0152886j -0.0222175+0.137946j -0.0121885+0.00339479j 0.0428379+0.0789555j -0.0230493+0.0186336j -0.0159672-0.00568756j 0.0339578-0.161056j 0.0240805+0.0910289j 0.119774-0.0368139j -0.0399959+0.0526942j 0.0135777+0.00374658j 0.00587306-0.04848j 0.00527213+0.00947733j 0.00859202+0.0123666j 0.0519513-0.0576831j -0.0153448+0.0394298j -0.0113443+0.0684362j 0.0100854+0.00879167j -0.0314103+0.0164468j 0.0146198+0.039174j 0.0133654+0.0194202j -0.0268007+0.0143577j -0.0613818+0.021524j -0.0084881-0.0179745j -0.0466592+0.0578546j 0.0292962-0.00762917j -0.0309054-0.0480359j 0.00273833-0.054977j -0.00642407+0.0153705j 0.035808+0.0156637j -0.0349629+0.00867527j 0.0378769-0.0595283j -0.0092751+0.0964638j -0.062091-0.0186214j -0.0462403+0.0124336j 0.0677545-0.0734833j -0.0231004+0.0230906j 2.49574e-05+0.140566j -0.0322211-0.061134j 0.00197834+0.00356703j -0.0206149-0.00282602j -0.0618874+0.01221j -0.0343483+0.0181891j -0.00987356-0.0296347j 0.0725864-0.0115527j 0.0369263-0.0838299j 0.0159499-0.018485j -0.00229543+0.0431424j -0.00658983-0.00123736j -0.0288748-0.00902931j -0.117756+0.0302927j 0.0673869+0.00456199j -0.0288559-0.0127015j 0.0676537-0.00933914j -0.00252165-0.0819239j 0.0129963+0.0152876j 0.0490604+0.0353203j 0.0163277-0.0218005j -0.0285696+0.000437212j -0.0145914-0.00704165j -0.00367914-0.021955j -0.00187692-0.0651152j 0.0281039+0.0295513j -0.0264167+0.0467061j -0.0342808+0.0226429j 
0.0625425+0.10103j -0.0726176+0.00715172j 0.011467+0.0504998j -0.00660216+0.0110474j 0.0407986-0.0354882j -0.0252116+0.0465786j -0.063539-0.0620171j 0.0173701-0.0859866j 0.0114717+0.0229624j -0.00680355-0.0190264j -0.0311341+0.0735257j 0.0150883+0.0357227j -0.00244532+0.0161263j 0.0435124+0.0177959j -0.0394222+0.0599991j 0.0198164+0.0765082j -0.0421569-0.0203512j 0.0156383+0.00224574j 0.0710452+0.0153536j 0.0154724-0.0374936j 0.0478782-0.0545006j -0.0642669-0.0292834j -0.0478477+0.00566863j 0.0192699-0.0507758j 0.0332695+0.0538288j -0.0557748-0.0338696j 0.00863748-0.0363947j 0.0142229-0.00784771j 0.0240183+0.0179378j -0.00824946-0.0155999j -0.0394159+0.0573318j -0.0316436-0.0304561j 0.0367059+0.0504888j 0.0384199-0.00944865j 0.0129685-0.0169685j 0.00629527+0.0311626j 0.0438919-0.0838385j -0.12495+0.0415145j -0.0260398+0.0351156j 0.0238473-0.00434608j -0.0790817+0.00465932j 0.00960713+0.01634j -0.0104676-0.00964371j 0.0299402+0.0807333j -0.0390191-0.0292996j -0.0014402+0.00614312j -0.0166518-0.015662j 0.0434316-0.0240313j 0.0108182-0.00169331j 0.00637808+0.0402272j 0.00656104+0.044703j 0.0673948+0.0321795j 0.00347331-0.0173053j 0.0213025+0.00477931j -0.0423348+0.0181031j 0.0375098-0.0462547j -0.00847586-0.0508698j -0.0293777-0.0377816j 0.0164953+0.010535j -0.0185974-0.0257978j 0.0579303-0.0160435j 0.0135884+0.0340524j 0.00051126+0.0187267j 0.00637731-0.00279625j 0.0082982+0.0197136j -0.134616-0.000686492j 0.0150951-0.010924j -0.0313397+0.0014213j 0.00440476-0.00914427j 0.0600781-0.0187196j 
-0.0624271-0.082947j 0.0459822-0.0265163j -0.0189055-0.0685531j 0.0513954-0.0256834j 0.0615119+0.0425276j -0.00472797+0.10876j 0.0195749+0.0502573j -0.0508894+0.0085462j 0.0282361-0.0293212j 0.0098089+0.0588767j -0.0330663-0.0360133j -0.026719+0.0375775j 0.0141175+0.0568775j -0.0178197+0.027886j 0.0254928-0.0405273j -0.014624-0.058281j 0.0670937-0.113454j -0.0289815+0.0218033j 0.00743641-0.0200355j 0.0672559+0.0103712j 0.0388863+0.0199776j 0.0341914+0.0398039j -0.0284613+0.0109517j -0.0760143-0.0214642j 0.0324412-0.0240879j -0.0366803-0.0131999j -0.0141686+0.0228532j 0.00403963+0.0390294j -0.0236729-0.0117445j -0.0328955+0.00613213j -0.0148949-0.0273923j -0.0182328+0.0164818j 0.0211395-0.00449146j -0.0250707+0.0589021j 0.0587397-0.043601j 0.0312463+0.0037545j -0.0162389-0.0874804j 0.048668+0.0177564j -0.0493166+0.0356523j -0.0529059-0.000222666j 0.0689352-0.0556327j -0.0528439-0.0334932j 0.0550304+0.0234481j 0.0496243+0.0230086j 0.0148245-0.0653335j -0.0417108-0.02869j -0.0374031-0.0210233j 0.0150185-0.00802299j -0.0323607-0.0341607j -0.0401735-0.0630898j 0.0132252+0.0180753j 0.00834241+0.0261974j 0.0517294-0.0193205j 0.0210706+0.00825918j 0.0440204-0.0133243j -0.00921961-0.016358j 0.0512433-0.0118089j 0.00563106+0.0116385j 0.0250989+0.0542451j -0.00238654-0.00026979j -0.0186075-0.0390449j 0.0138504-0.0184854j -0.0378999-0.0127204j -0.0078916-0.000126261j 0.0425621-0.00820147j -0.0708731+0.00190238j -0.0125537+0.0270753j -0.00127764-0.0307385j 0.00646469+0.00855616j -0.0910679+0.0217759j 
-0.0624949+0.0166341j 0.00675901-0.0496054j -0.0316509-0.074449j 0.0455911+0.044194j -0.0265619-0.0373945j 0.0500922+0.0606006j 0.0488922+0.0675654j -0.0681665+0.0956142j 0.0229093+0.00668209j -0.0836063-0.0196441j 0.0183449+0.0996861j -0.0190216-0.0579521j 0.00507054+0.0379598j -0.0323874+0.0523716j -0.0251486+0.0573522j -0.00991804+0.0227372j 0.0743754-0.120053j 0.00731367+0.0156207j 0.0056485+0.0465311j 0.0391949-0.0200384j 0.0252556-0.0289431j -0.00903296+0.0515905j 0.0801585+0.00209647j -0.0546347+0.023762j 0.0370155-0.0631808j 0.00233113-0.0269412j 0.000924188-0.0120078j 0.0241731+0.020409j 0.123257-0.0357461j -0.000589557-0.026095j 0.00666699-0.0287859j -0.0535405+0.000759283j 0.028215-0.0955256j -0.0258307-0.0210977j -0.0429545-0.0236959j -0.0347971+0.00204986j -0.00751482-0.0125214j -0.0544844+0.0548862j 0.048027-0.0336916j -0.038206-0.047412j 0.0488834-0.00425785j 0.00563266+0.00516613j -0.0378565+0.0148536j 0.0475969+0.0526709j 0.0308447-0.0168592j -0.00133781-0.0246765j 0.0148677-0.0383451j 0.0148264+0.0328107j -0.0524745+0.0344578j 0.00982209+0.00669378j -0.0326942+0.00770027j 0.0134212-0.0188552j -0.0571183-0.0163568j -0.00882408+0.000420755j 0.00195153+1.67373e-05j 0.0465632-0.0245266j 0.0165482-0.00139381j 0.0206554-0.0195064j -0.0236398-0.0639165j 0.0545433+0.000948431j 0.05702-0.0280069j 0.0460952-0.00356985j 0.0327781-0.0196537j 0.034906-0.0108921j -0.0576478-0.0182398j 0.0166133+0.009591j -0.0014114+0.00428473j 0.0287086+0.00934956j 0.00853144-0.00419455j -0.0220276-0.0163456j 
-0.0583128-0.0225716j -0.0394195-0.0296273j -0.0210156-0.00159599j 0.0135077-0.0196693j -0.00311498+0.0763861j -0.0302083-0.0184847j -0.0436296-0.0108922j 0.0120777-0.065313j -0.0232573-0.0187482j 0.0591728+0.0797225j 0.00580676-0.0486619j -0.00192547-0.0874897j -0.0230421+0.0375715j -0.000131975-0.0592588j 0.0150215-0.0376123j 0.0440265+0.00960433j 0.0428424+0.0187846j 0.0294709-0.0385382j -0.00301773-0.0140158j -0.0162002-0.00687884j 0.0795204+0.0569337j 0.018085-0.0164836j 0.0642194+0.0795735j -0.0306173+0.0177325j 0.0461905+0.0336474j -0.0141385+0.0256195j -0.0211607-0.0397277j 0.0153849+0.0354788j -0.0276148-0.0347027j 0.0321079+0.0126769j 0.0369113-0.0327846j -0.00506649+0.014233j -0.000362373-0.00507651j 0.0204863+0.0338306j -0.0248761-0.0219261j -0.020245+0.0182341j -0.0431976-0.0316307j 0.0363931-0.0290786j -0.0190925+0.0421279j -0.0149342-0.0265019j -0.0236749-0.00491434j -0.0465229+0.0113304j 0.110323+0.0685979j 0.0423301-0.0275818j -0.0271421+0.00632099j 0.00316155+0.0148919j 0.0341337+0.0598575j 0.0111686-0.0258849j 0.00685077-0.0100987j 0.0159762-0.00622259j -0.0344342-0.0224639j -0.00514017+0.0134761j -0.0275323-0.017041j 0.00433905-0.013663j 0.0495669+0.0125145j -0.0361412+0.00949146j 0.0296184-0.0444713j 0.00244208+0.0151223j -0.0276023-0.0330172j 0.0313082+0.0190634j -0.0866596+0.028248j 0.0546572+0.108171j -0.00743141-0.0190171j -0.029707+0.0204731j 0.0281599-0.00850572j -0.0636811-0.00056392j -0.0134817-0.00235834j 0.0664552+0.0220326j -0.0284395+0.00800145j 0.0187156+0.0290949j 
-0.0860591+0.094197j -0.229341-0.194289j 0.0506917+0.0215345j 0.0616051+0.181272j -0.0995759+0.00195213j 0.030762-0.00106254j -0.029573-0.0910506j 0.0309141-0.011419j 0.0843219-0.0576604j -0.114614+0.0333998j -0.0215404+0.121337j 0.0387135-0.0192251j -0.0101521-0.0655123j 0.176972-0.0323365j 0.0604556+0.0681057j 0.078579+0.151503j 0.0889526+0.191883j 0.0505192+0.0268901j -0.0791949-0.0320965j 0.107369+0.0236498j -0.0255418+0.0150316j -0.0235967-0.10589j 0.000908784+0.0185096j -0.00606657-0.0711739j 0.0567734+0.0803224j -0.00930187+0.0057326j -0.0104543-0.0155928j 0.00344326-0.090447j 0.0773348+0.0141845j 0.0168447+0.0580564j -0.0352777+0.040978j -0.0403326-0.012266j 0.0300118-0.0509124j -0.0548828-0.116476j 0.0233117-0.031166j -0.0311394+0.0193305j -0.0291979-0.0104118j -0.0909027-0.0205112j -0.0257896+0.00325507j -0.0259206+0.0130397j 0.0566574+0.0285222j -0.0498404-0.0391738j -0.0770682+0.0964979j -0.116047+0.0675584j 0.00728575+0.00800755j 0.0331084-0.00434269j -0.0238383+0.0323932j -0.00229975+0.00496824j 0.0150724-0.0167591j -0.000385768-0.0781259j -0.0110441-0.0165203j 0.0178802+0.0023864j -0.110183-0.0513618j -0.0499236-0.0137966j 0.00675538+0.0121232j -0.000522245-0.0235687j 0.0883943-0.0300667j -0.00077924+0.0288369j 0.0216971-0.054531j 0.0515942-0.0120738j 0.0900239-0.0261778j 0.00668357+0.0425361j -0.0145724+0.00513893j -0.0133629+0.0497092j -0.00585174+0.0348292j 0.00582538+0.00977832j 0.0217594-0.0197296j 0.0472975+0.0259212j -0.0645117+0.000135791j 0.00531234-0.00818894j 
0.0654126+0.00318465j 0.0572963+0.0962945j -0.00744648+0.018953j -0.0292446-0.0346219j 0.0261179-0.0233767j -0.0207487-0.0216524j 0.0176394+0.0108406j 0.0128375-0.0274873j -0.00427743+0.0142108j 0.00853696-0.0429605j 0.00577193+0.00957554j -0.0374396-0.0150629j 0.0428913+0.00322458j -0.0263786+0.0255975j -0.0594018+0.0427215j 0.0195005-0.00704285j -0.0200885-0.0195003j 0.0200273+0.0188277j 0.0324799+0.0239517j 0.0162755-0.0191127j 0.00383334-0.0337665j 0.0355103+0.00482726j 0.0189736+0.016232j 0.0375884+0.00753387j -0.0320772-0.0314197j 0.0128507-0.00711995j 0.0255793+0.00178055j -0.00378573+0.0104583j -0.0403433+0.0198611j 0.016574-0.0160251j -0.00557209+0.049973j -0.0106119+0.031824j -0.0386504+0.0218207j -0.00969724+0.019054j -0.031227+0.0120532j -0.00936826+0.000289988j 0.0228262-0.0090364j -0.0162179+0.0102983j 0.0157812-6.58885e-05j 0.019009-0.0371865j -0.00319125+0.0044377j 0.0389149-0.0051998j -0.0252725+0.0329484j 0.0430034+0.0204756j 0.0377009+0.00855059j 0.0050082+0.018216j 0.00666156+0.0212375j -0.0457625+0.00794138j 0.0186928-0.00138641j -0.015662+0.00883253j 0.011575-0.0275893j -0.00459769-0.00414284j 0.0437251+0.026994j 0.0292869+0.0109103j -0.0101715+0.00601111j 0.0132058+0.0133472j -0.0120906+0.0225313j 0.00753017-0.00846564j 0.0164236+0.00547717j -0.00518759-0.0310877j 0.0336951+0.0234714j -0.00854891-0.008357j 0.00958391+0.0114672j -0.00900213-0.0185467j 0.00295737-0.00957133j 0.0272445-0.00667076j 0.0315531+0.00169305j -0.0261566-0.0219716j 0.0412761-0.00582229j -0.00363018+0.0153547j 
0.127057+0.0651276j 0.00277808+0.0986618j 0.0120623+0.058558j -0.0214969-0.0128327j 0.00979779-0.0487286j 0.0169199-0.0545516j 0.00775861-0.0158762j 0.0327334-0.0451447j 0.0193912+0.0367269j -0.0261278-0.0246214j -0.00890902+0.02465j -0.0143264+0.0368602j 0.0122503+0.0044976j 0.0289506+0.0321846j -0.0490436+0.0518004j 0.00920521+0.0336422j -0.0953226+0.0533849j -0.00324087-0.00392706j 0.0609162-0.00717773j -0.0224628+0.0273404j -0.0540085+0.0237247j 0.0389508-0.038837j -0.0220926+0.0259463j 0.0397329+0.0148307j -0.0546311-0.0109377j 0.0169571-0.0039645j 0.0165482-0.0501955j -0.0134273-0.00603567j -0.0311117+0.0525837j 0.0309922-0.0168334j -0.0479514+0.0104684j -0.0389909+0.00522326j -0.0483534+0.0244623j -0.0185207+0.00864433j 0.0306065-0.0124677j 0.00732247-0.013886j 0.0389315-0.00220519j -0.00956778+0.00855113j -0.000418475+0.0199171j 0.0412679-0.0368899j -0.0274567-0.000499332j 0.0409839+0.0115527j -0.0347818-0.00695187j 0.0244908+0.0348412j -0.0173423+0.0130215j -0.0170357-0.00463922j -0.00800879-0.000918419j -0.0130929+0.00465582j -0.00203764-0.00732979j 0.00561036+0.0122983j 0.0484349+0.00291854j 0.0101596-0.0190872j 0.0229639+0.0383702j 0.0136208+0.0113547j -0.0616623+0.0154588j 0.00858517+0.0179567j -0.00895284+0.0374435j -0.023859+0.00197691j 0.0510361+0.0334759j -0.051171-0.0229154j 0.0736935+0.0216298j -0.0400432-0.0305643j 0.00741717+0.00717698j -0.0119401-0.011064j 0.00114314+0.00612975j -0.035916-0.0177424j 0.0577433+0.0114774j -0.0618353-0.0464705j 0.0191525-0.0150159j -0.00169955+0.0265219j 
0.0592992+0.0288737j 0.00389872+0.0379669j -0.0131202+0.0103489j -0.0295834-0.0248616j 0.0234795-0.0379845j -0.0211363-0.0169707j -0.00464204-0.00308556j -0.0219597+0.0118889j 0.0187665+0.0428764j -0.049083-0.0684564j -0.0156904+0.0424169j 0.0065452-0.0135852j 0.0289333+0.0145568j 0.0130931+0.0142935j -0.0675983+0.0435901j -0.00130587+0.0160515j -0.040558-0.0103648j 0.00940614+0.0268226j 0.0282386-0.0138519j 0.00925297-0.00934869j -0.0225714-0.0122712j 0.004655-0.00865424j -0.00977821+9.97742e-06j -0.0144963-0.0190615j -0.00942779-0.0380058j -0.0188467+0.019756j 0.0180366-0.013183j -0.054893+0.0207545j 0.0239991+0.00959663j 0.0410805-0.0231302j 0.0197955-0.0192221j -0.000163844+0.000191036j -0.0467283+0.0325286j -0.0337085+0.0148053j 0.00957943-0.0178274j 0.00808025+0.00275275j 0.052709-0.00727323j -0.00369134+0.041798j -0.0169592+0.0172772j 0.0261703-0.0262712j -0.0423307+0.0231042j 0.0462897-0.0116814j -0.0141277+0.0160694j 0.0357453+0.0301738j -0.0116666+0.00921611j -0.0213672-0.0273406j -0.0393589-0.00460486j -0.00715889-0.0139264j -0.000184993-0.0094604j 0.00222406+0.0115921j 0.0330316+0.0194854j 0.0251185+0.0222229j -0.0105735+0.0194656j 0.0153192-0.0222228j -0.0346494+0.0307503j -5.31862e-05-0.00758075j 0.0122551+0.00143134j -0.00491566-0.0150535j 0.0261551+0.0194159j -0.0332508-0.026387j 0.037271-0.00406288j -0.0122104-0.0257532j -0.0121519+0.0116444j -0.0214576+0.00976698j 0.0278668+0.0181931j 0.00463429+0.00263415j 0.0330523-0.000426766j -0.0314397-0.013105j 0.0198866+0.00294492j 0.000658105+0.00453197j 
0.0730431+0.0083047j 0.040835+0.0560115j -0.0122439+0.0127138j 0.0178122-0.0194113j 0.0358967-0.0351961j 0.0250178-0.0192056j 0.0124641-0.0208873j 0.021467+0.000586612j 0.0070641-0.00701025j 0.0236024-0.00225545j 0.0122208-0.0142009j -0.0179165+0.0519988j -0.0174012-0.00675339j -0.010092+0.0197066j -0.00115247-0.00698184j -0.0101562-0.00955178j -0.0626011+0.0164971j -0.0391478-0.021831j 0.058349-0.023872j -0.0257364+0.0266052j -0.0327127+0.0436254j 0.0509006+0.00391648j -0.0509915+0.0259986j -0.00628456-0.00363385j 0.00127002-0.0160108j -0.027888+0.0107878j 0.00631538+0.010312j 0.0130385-0.0367273j 0.0171504+0.0275592j 0.00840772+0.0294277j -0.018616+0.0168247j 0.0118417+0.000253766j -0.0122126+0.040735j -0.0161506-0.00334703j 0.04469-0.0189873j 0.020615-0.01127j 0.0133345-0.0272281j 0.0148559-0.0149968j -0.035814+0.0307771j 0.00947382-0.030922j -0.0283302-0.00489846j 0.0366368-0.0256185j -0.0103356-0.0147975j 0.0423918+0.040541j -0.00798535+0.052363j 0.0252178+0.0279618j 0.00453296+0.0177219j -0.0104372-0.0196058j -0.0118629-0.00386492j -0.0386094-0.0138769j 0.0537441+0.0222505j 0.00104834+0.0114345j 0.0468486+0.00788933j 0.00967685+0.00187025j -0.0437998+0.0294637j 0.00597729-0.0178371j -0.0531102+0.00901175j 0.00909387+0.00165095j -0.0164042+0.039837j -0.0403386-0.00599394j 0.0123019+0.0192399j -0.0124357-0.0203817j 0.00187639-0.00370737j -0.00133989+0.00666758j 0.00060814-0.00286839j -0.00506611+0.0157303j 0.0360346+0.0421807j -0.0509038-0.042161j -0.00278336+0.0169021j -0.0135511+0.0221392j 
