-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
0.00502034-0.00963347j -0.000800848+0.000254663j -0.00195411+0.00559565j -0.00227217+0.0116454j 0.000218552-0.000666929j -0.000956318+0.00418288j -0.00310355-0.000133954j 0.00150156+0.00798305j 0.000710521+0.00128659j 0.00228629+0.0020875j -0.00337833-0.00018357j -0.00183735-0.00125259j 0.00124735-0.00235307j -0.002562+0.0011734j -0.00107633+0.00272081j 0.00111642-0.00137164j -0.00167725-0.000213231j -0.00514154+0.00344356j -0.000398814-0.00146087j 0.00269328+0.00397186j -0.00120499-0.00257213j -0.00686155-0.000119703j 0.000680015+0.00289802j 0.00302677-0.00754917j -0.0061767+0.00479563j 0.004145-0.000669627j 0.000590937-0.000529166j 0.000150937-0.00487191j 0.00332131-0.00683512j 0.00206537+0.00368573j 0.00237447+0.00157529j -0.00333699+0.0047921j -0.00187599+0.00557216j -0.0040616+3.79364e-06j -0.000511767+0.0037177j -0.000556659+0.0044332j -0.00325747+0.00203726j 0.00374495-0.00631251j -0.000457057-0.000762957j -0.000545595+0.000998149j 0.000754552-0.000204317j 0.00286902-0.00697474j -0.000186488+0.00326059j 0.000604344+0.000333706j 0.000134205+0.000701325j 0.00441297-0.00230504j -0.00110945+0.00576872j -0.00488821+0.0015186j 0.0022691-0.00258659j 0.000886857+0.00128781j 0.00424521-0.00340221j 0.00695367+0.00506235j -0.00678142-0.000929365j -0.00470994+0.000653414j 0.00415106+0.00393119j 0.00547326-0.00683484j 
-0.000996717+0.0050909j -0.00135932+0.00645786j 0.0013407+0.00360537j -0.000770123+0.000159558j -0.00151697+0.00245775j 9.377e-05+0.00334173j 0.00125685+0.00351881j 0.000462726+0.00619548j -0.000181446-0.0028183j 0.000496177+0.00153831j 0.00189462-0.00574931j -0.000548072+0.0031769j -0.000570603-0.000236254j -0.000165399+0.0029741j -0.000297753-0.0010892j -0.000603978+0.000700702j 0.00051249-0.000871413j 0.000738443-0.000977334j 0.00073098-0.00289811j -0.00050794+0.0095076j -0.00281429+0.00929528j -0.00309133+0.00297056j -0.0024145+0.00157615j 0.000974188+0.0072448j -0.000703082-0.00918725j -0.0023906-0.00647406j -0.000508132-0.00125154j -0.00555057-0.00411294j -0.00562061+0.000229194j -4.87115e-05-0.0017756j -0.00181556+0.000643339j -0.00379134+0.0138984j -0.00414081+0.00108356j 0.0037482+0.00264729j -0.00303978+0.00431112j 0.0014891+0.00342863j -0.00556669+0.00217552j -0.00150179+0.00412786j -0.00224957-0.0018363j 0.00134713+0.00587631j -0.00221459-0.00485424j -0.00342598+3.08498e-05j 0.00274005+0.00226927j -0.00208068-0.00674608j 0.00500234-0.00182293j 0.00274974+0.00045172j -0.00253242+0.00594445j 0.00610975-0.0013653j 0.00411407-0.000481786j 0.00151777+0.000126678j -0.00378759+0.000435053j -0.00560699+0.00757822j -0.00403264+0.00407051j -0.00226965+0.00205746j -0.0048748+0.00631934j 0.00214613+0.00256247j 
-0.00426072+0.00230882j 0.00017757-0.00366134j 0.000712323+0.000746209j 0.00356123-0.00308346j 0.000308131-0.00242992j 0.00438961+0.000760062j 0.000508337-0.0006958j 0.00505487-0.00341566j 0.00015574-2.3924e-05j -0.000989609-0.00321664j 0.00113372+0.000506935j -0.000385241+0.00069394j -0.00368891-0.00108086j 0.00527237-0.00135108j 0.00365375-0.00167655j -0.00108888-0.000520833j 0.000885725-0.00220665j 0.00211814+0.000574358j -0.000992268+0.00179536j 0.00613685-0.00114794j 4.64604e-05+0.00116136j 0.00293778-0.000796836j 0.0041775+0.0060989j -0.00272627+0.00417271j -0.00125812-0.00576159j -0.00334055-0.000631213j -0.000523951+0.00348668j -0.00208731+0.00460702j -0.00242371+0.00621259j 0.000410871-0.000913284j -0.00180295+0.00189561j 0.00553647+0.00269449j 0.00135044+0.00154961j 0.00984697-0.002269j -0.00151298+0.00108851j 0.000470906-0.00631406j -0.0042018+0.000123267j 0.00232624+0.00621683j -0.00110588+0.000976355j -0.000844726-0.000368904j -0.00465925-0.00243349j -0.00234861+0.00274293j 0.00602128+0.000614454j -0.00479366+0.000907207j 0.000876268-0.00115474j -0.00678426+0.00238088j 0.00021775-0.00201339j 0.00836656-0.00325567j -0.000765359-0.00645885j -0.00210139+0.00248402j -0.00499667+0.0062569j -0.00138519+0.00297495j 0.000659373+0.00297745j -0.0015542+0.00384564j 0.000539449-0.000127807j -0.00827894+0.00251679j 
-0.00629724+0.00332855j 0.001172+0.00545068j 0.0050568-0.0031291j 0.00373092-0.00209979j -0.000812812+0.00384368j 0.00218163+0.000340694j 0.0023976+0.00222039j 0.0041499+5.24077e-05j 0.000449425-0.00218511j 0.0012122+0.000822743j 0.00366993-0.00194782j -0.000524493+0.00357856j -0.00245812+0.000751795j 0.000829395+0.00361522j 0.00157197-0.000527019j -0.00170243-0.000709676j 0.00163465+0.000789593j 0.00216769+0.000947494j 0.00298347-0.00443655j -0.00506994-0.00535455j -0.0109542+0.00391153j 0.000648165+0.00724907j -0.000387801-0.0114987j -0.0061666-0.000650788j 0.00453445+0.00463077j 0.00488845-0.00562554j -0.000162863-0.00453196j -0.00207648-0.00661139j -0.00652551-0.00784546j 0.00406641-0.00458444j 0.00556909-0.00297035j -0.00107208+0.00158852j 0.00320662-0.00450116j -0.00725009-0.00161739j 0.00176268+0.00131364j 0.00454398+0.00523939j 0.000550012+0.00656052j -0.00992852-0.00347626j -0.00212668+0.00163422j 0.000400119-0.00173248j 0.00324225+0.000830895j -0.00895769-0.00140031j 0.00236572-6.89249e-05j 0.00235585-0.00416987j 0.00864042+0.000196341j 0.0070365-0.00430598j 0.00452216+0.00231452j -0.00596798+0.00201259j -0.00319382+0.000362085j 0.00311032-0.004834j -0.00142583-0.00403469j 0.00420776-0.00601086j -0.00221254+0.00467467j 0.00449569+0.00103986j -0.0062729+0.00159469j -0.00405078-0.00764435j 
-0.00744253+2.44547e-05j 0.00254575+0.000752507j 0.0090712+0.00197716j 0.00960877-0.00159378j -0.0027644-0.00137966j 0.005619+0.00100979j -0.000551748+0.000818989j 0.00736397-0.00350278j 0.000919984-0.0011406j 0.00214416-0.00239678j 0.000839972+0.00376014j -0.002176+0.000239114j -0.000796312-8.36073e-05j -0.000556545+0.000760947j 0.00211751-4.31544e-05j -0.000567229-0.000761165j -0.00138364+0.00350272j 0.00266067+0.00104716j -0.00431135+7.4445e-05j 0.00355574+0.00107991j 0.0018576+0.00365778j -0.00308911+0.00290687j 0.000988308+0.00386137j -0.00686985-0.00108813j 0.00444523-0.000690949j -0.0016453-0.00232376j -6.02838e-05+0.000991294j -0.00482725+0.00168358j -0.00572201+0.00315302j 0.00129127+0.000753113j 0.000346954-0.00222137j 0.00386399+0.0020906j 0.00758407+0.00261809j 0.000685994+0.00948528j 0.0061515-0.00177772j 0.00423815+0.00316845j 0.00417694-0.00333761j -0.00589834-0.00497974j -0.000329076-0.00259327j 9.01517e-05-0.00173971j 0.000218294-0.00604386j -0.00415853-0.00645993j 0.00247453+0.0025067j 0.00222931-0.00173824j -0.000448718-0.00175255j -0.00376911-0.008769j 0.00237468+0.00204838j 0.00416829+0.0106181j -0.00211933-0.00446617j -0.000909569-0.000567718j -0.00207731-0.0074989j 0.001759-0.00774458j 0.000884272+0.0105686j -0.00280637+0.0111827j -0.00131314-0.0065352j -0.00226648-0.0109466j 
0.0102201-0.000202413j 0.00334882-0.0023322j 0.000530445-0.00165738j -0.00440472+0.00211554j 0.00105138-0.000892474j 0.00662451-0.00291825j 0.00362194-0.0044671j 0.00452813-0.00464485j -0.00241152+0.000381678j -0.00031849-0.00158463j -0.0066022-0.00281522j 0.00526669-0.00110063j -0.0012351+0.00112595j 0.00521649-0.00301272j -0.000335774-0.00121382j -0.000560084+0.00377297j 0.000354145-0.00347694j 0.00147659+0.000264487j -0.00737785-0.00291045j 0.00506971+0.00355259j 0.00765187+0.00743084j 0.0022643+0.00120176j -0.00852442+0.000869939j 0.00562734+0.00301219j -0.00841503+0.00175346j -0.00691908-0.00391328j -0.00392396-6.22749e-05j -0.010157+0.00497043j -0.00587674+0.00622027j -0.00442284-0.00346287j 0.00248379-0.0044358j 0.0104646+0.000195501j -0.0033225+0.00134512j -0.00949323+0.00380524j 0.00473026+0.00103892j 0.00306036-0.00558388j 0.00614655+0.00935123j 0.00405417+0.00344919j -0.000541938+0.00495944j 0.00833457-0.00251744j -0.00495212+0.00173329j 0.000652738+0.00878084j -0.00041179-0.00660271j -0.00934668+0.00359618j 0.00276472-0.0146832j 0.00105344-0.00929645j 0.00373948+0.00347954j -0.00527336-0.00135174j 0.00200511-0.00427516j 4.99812e-08-0.00331946j 0.000135026+0.00457021j 0.00555872+0.0056895j 0.00282231+0.0109986j -0.00574664+0.00154156j 0.00406402+0.0142956j -0.00242516-0.000937165j 
0.00271011-0.00200034j 0.00428457-0.00335499j -0.00339246+6.38729e-05j 0.0012523+0.00100516j 0.00512288-0.0035767j 0.000366194+0.00267462j 0.001359-0.002352j 0.00189815+0.000497496j 0.000132494+8.62324e-05j 0.00362517-0.00182928j -0.00388793-0.00106822j 0.00350091-0.00050322j 0.00336977-0.00302327j -0.000626186+0.00291488j -0.000852799+0.00156792j 0.00103752-0.00115634j 0.00330851-0.00251858j -0.000918393+0.000552419j -0.00343222-0.00272373j -0.00836787+0.00684201j -0.0026206+0.00453568j 0.00218754-0.000920777j -0.0132161+0.00323712j -0.00346922+0.00170079j 0.00679736-0.00343625j 0.000644775-0.00778885j -0.00468815+0.00125067j -0.00390786-0.00391442j -0.00683079-0.00210101j -0.00317386-0.000831125j -0.00200833-0.0055385j -0.00359908+0.00129498j -0.00462861-0.00474176j -0.00367563+0.011476j 0.00101124-0.00570849j 0.00449638-0.00540061j 0.0113837-0.00868138j -0.00656012+0.00968219j 0.00390764+0.00144091j -0.00330233-0.00114991j 0.00421018-0.00762168j 0.00133688+0.00200967j -0.0024571+0.00518457j -0.00144907-0.00462904j 0.00244496-0.0043821j -0.000741787-0.0119782j 0.000748887-0.00495638j 0.000358096+0.0138645j 0.000743002+0.00402189j -0.00174751-0.00668985j -0.0045079-0.00755124j -0.00740495-0.00872339j -0.00398051+0.000288391j -0.00391069-0.0105j -0.000143952+0.00186229j -0.00321287-0.00561236j 
-0.000552012-0.00330629j 0.00248064+0.00320761j 0.00312103-0.0014592j 0.00190011+0.00161012j 0.00027225+0.00294482j -0.00227824-0.000647693j 0.00360449+0.00228512j 0.00212845+0.00216247j 0.000498575+0.000940242j 0.000978783-0.00111574j -0.0007969+0.00280132j -0.00062534-0.00108365j -0.00135099-0.0033931j 0.00027714+0.00544726j 0.00136863+0.00519293j 0.00152934-0.000109162j 0.00129594+0.000957913j -0.00323525-0.00459728j -0.00227226+0.00445434j 0.00983993+0.00413557j 0.0014527-0.00242679j -0.00110509+0.00508608j 0.00164748+0.00606128j 0.000973597-0.00187436j 0.00282436+0.00373176j 0.000482276+0.00276539j -0.00401601+6.14838e-05j 0.00209129+0.00725024j 0.00188898+0.000669961j 0.00314925+0.00155274j -0.000898129-0.00368699j -0.00226315+0.00296616j 0.00165036+0.000462645j 0.00717288+0.0125018j 0.00026952-0.00476567j 0.00286582-0.00107484j 0.00197411-0.00511211j -0.00268477+0.00295017j -0.000129872+0.00326528j 0.00803708-0.00462591j 0.000426122-0.000140288j 0.000849848+0.000943984j -0.00393618+0.00530016j 0.000277911-0.000817311j -0.00454318-0.00342024j -0.00384663-0.00574511j 0.00241394+0.00194002j 0.0020871+0.00517829j 0.00845545-0.00436532j 0.000555881-0.00497897j -0.00456846-0.000650154j 0.00409741+0.000702201j 0.0013279+0.00359322j -0.00258435+0.00148654j 0.00176163-0.000240322j 0.00452335-0.00684445j 
0.000408482-0.00167098j -0.00420104+0.000206056j -0.000258619-0.00172589j -0.00166935+0.00152852j -0.00341067+0.00326159j -0.000673944-0.00507314j -0.00302585+0.00525789j -0.00372017-0.00130422j -0.000287975+0.00122247j -0.00154433-0.00134452j -0.000691958-0.00156903j -0.0012271+0.00281749j 0.00043821-0.001259j -0.00188263+0.000656982j -0.00282476-0.00203325j -0.00115268+0.000223981j 0.00202033-8.44798e-05j 0.00262105-0.00307834j -0.00305124+0.00366373j 0.000707362+0.00466684j 0.00242768-0.0023862j -0.00438569-0.000418371j 0.00435573+0.00435253j -0.000213492+0.00200029j -0.00344676+0.00596833j -0.004797+0.00106964j 0.00140795-0.00151442j -0.00230765+0.00356467j 0.00390335+0.000760984j 0.000675136+0.00274341j -0.00150901+0.00157401j -0.0019933-0.0060151j -0.00122497-0.00320018j 0.000759065+0.00153573j -0.00128604+0.000933016j -0.00242098+0.000988431j -0.00195551-0.00116605j 0.00147132-0.00206539j -0.00196302+0.00167064j 0.00111849+0.0044058j -0.00731661+0.00246073j -0.00297947-0.00129126j -0.00112804-0.00330776j -0.00319562+0.000458158j -0.00094393-0.000890555j -0.00515388+0.00243258j -0.00272939+0.00248483j 0.00468176-0.00298923j -0.00232571+0.00311347j 0.00592852+0.00296447j -0.00468852-0.00277575j -0.00310975+0.0052265j 0.00423456-0.00109246j 0.00461674+0.00459682j 0.00048853+0.00157215j -0.00153542+0.00420529j 
0.000942696-0.00107643j 0.000604202-0.00261893j -0.00288956+0.000671884j 7.10828e-05+0.000532891j 0.00162403-0.00190323j -0.0013755-0.00177106j -0.0026644+0.00314626j -0.00114353-0.000790987j 0.00180554+0.00132068j 0.00209698-0.000808049j -0.000480737-0.00467614j -0.000754347+0.00449163j 0.00318926-0.00189144j -0.00153223+0.000961866j -0.000545875-0.00495316j 0.000993446-0.00388459j 0.00366536-0.00451521j -0.000725765-0.00058155j -0.00316619-0.0016508j -0.00701827+0.000576234j -0.00345688-0.00125904j -0.000312499-0.00496177j -0.00511907+0.00348099j -0.00463403+0.0032703j 0.00351427+0.000750251j 0.00165181-0.005208j -0.0024723+0.00103892j -0.00132887-0.00392893j 0.000262499-0.0031799j -0.000685677-1.68929e-05j -0.00121899+0.000866931j -0.00418913-0.00406019j -0.00374671-0.00800689j -0.00189648-0.000759847j -0.00155227+0.00147333j -0.00218454-0.00458691j 0.00726803-0.00122748j -0.00104317+0.0051336j 0.00216293+0.00394007j -0.00241609-4.73947e-05j -0.000880535-0.00325593j 0.00134296-0.000494312j -0.00316246+0.00253131j -0.00156453-0.00400014j 0.000993585+0.00101694j -0.00127255-0.00408034j -0.00291783-0.0030599j -0.00171343+0.00524932j -0.00629046-0.00113606j 0.00594637-0.00045802j -0.00163452-0.00683409j -0.00384905-0.00676043j -0.00197352-0.00212677j -0.000604654-0.00446638j 0.0019655-0.00149069j -0.000769013+0.000711559j 
-0.00132173-0.00119386j -0.00237138-0.00231831j 0.000956014-0.000937297j 0.0012285-0.000947088j -0.00206035+3.26733e-05j 0.000482689-0.00406254j 0.00055583+0.00507418j 0.00050416-0.00382143j 0.0018114+0.00157657j -0.000214872-0.0026899j -0.00221566-0.00140396j 0.00100838+0.00389345j -0.00210482-0.00303231j 0.0014274+0.00029338j -0.00262277-0.00304442j -0.00189157-0.00143391j 0.000381623-0.0049271j 0.00130621-0.00278544j -0.00350463+0.00402017j 0.00236503+0.00125151j -0.0032648-0.00254553j -0.00520475-0.00191337j 0.00277025+0.00269115j -1.8978e-05+0.00472944j 0.000922348+0.00525506j -0.00277246+0.00063732j -0.000413913+0.000625714j -0.00336596+0.00369255j -0.00157739-0.000148681j 0.00170441+0.000662846j 0.0027511+0.00256555j -0.00329273-0.00756108j -0.00475041-0.00285167j -0.00392616-0.00239163j 0.00144029+0.00268098j -0.00351685-0.00122192j 0.000242518-0.000370542j 0.000813589-0.000646004j 0.0019159+0.00356437j 0.00366766-0.000856812j -0.00564424+0.00523747j -0.00400027+0.00183713j -0.00034451-0.00114888j -0.00419659+0.00366671j 0.00336049-0.00217418j -0.00298916-0.000265996j -0.000714913+0.00237911j 6.10172e-05-0.00258802j -0.00350439+0.00046874j 0.00737043-0.00378177j -0.00688618-2.35665e-05j 0.000963068+0.00223898j -0.000193156+0.00214069j 0.000247649+0.00190771j 0.000440311-0.00173932j -0.00177783+6.63515e-05j 
0.00279318+0.00207304j 0.0010306+0.000841846j 0.00169244-0.00273149j -0.0022933-0.000918844j -0.00161337+0.0027697j 0.00286063-0.00282262j -0.00342645+0.00290164j 0.000249152-0.00107774j -0.00184454+0.00131858j 0.00223539-0.00140524j 0.00159988-0.00198764j -0.00383419+0.0011635j 0.00359911-0.00105635j -0.00369955+0.00298457j 0.00113877+0.000914831j 0.00367805+0.00250413j 0.00674949+0.00361824j 0.00582219-0.00670685j -0.00416351-0.00231597j -0.00254942+0.00699109j 0.00380746-0.000950227j 0.000174231-0.0009587j -0.00610893+0.00198043j -0.00244671+9.78399e-05j -0.00525992+0.00298912j 0.0012315-0.000526476j -0.00145701-0.00456036j -0.00493882+0.00265296j 0.00533028+0.000895335j 0.00171459+0.00284422j 0.00120943-0.00142452j 0.00277873-0.00615186j 0.00859472-0.00814215j -0.00149797+0.00755879j 0.000274304-0.00377659j 0.0070999-0.00273886j 0.00216675-0.000406132j -0.00789221+0.00495097j -0.00845002+0.00460378j 0.00368498+0.00674638j -0.00342898-0.00559544j -0.00368419-0.000844515j -0.00295094-0.00366688j 0.00146655-0.00768866j 0.00205396-0.00347171j 0.0019854-0.00579819j -0.00173353-0.00371014j -0.000353426+0.00212846j 0.00508268-0.000509547j 0.00599105+0.0058651j -0.00296522-0.00873253j -0.0010717+0.00195211j 0.000284665-0.000625142j 0.00436914-0.00134527j -0.00304368+0.00463142j -0.000920615+1.62784e-05j 
0.000894299-0.00217434j 0.00602996-0.00216748j 0.00225607+0.000135085j 0.00227451+0.000588175j 0.00300531-0.00202763j 0.00199415+0.00102734j -3.66143e-05+0.00151774j 0.00511115+0.000213134j 0.00245739+0.00100601j 0.00224991-0.000641335j 0.0036149-0.00330821j -0.00483551+0.00260536j -0.000558351-0.00139753j 0.00315199+0.00398177j 0.00945977-0.00289645j 0.00405823-0.00273724j 0.00914103-0.00267818j -0.00781742+0.00529933j 0.000948894-0.002431j 0.0109616-0.00761349j 0.00284908-0.00635528j 0.00654553-0.00328799j 0.00189577-0.000744804j -0.00413484+0.000171547j 0.00116148-0.00150392j 0.00595171-0.00273004j -0.00350618+0.00180184j 0.003416-0.00531914j 0.0039824-0.00564758j 0.0049303-0.00159239j -0.00489939+0.00635584j 0.0088819+0.00145803j 0.00338811-0.00578539j 0.0146213-0.00915379j -0.00789261+0.00366622j 0.00127016-0.00573264j -0.0024587+0.00292616j 0.00264846+0.00348003j -0.00131032+0.00430105j 0.00732527-0.00566599j -0.00620039-0.00245579j 0.00125643-0.0034796j -0.000468036+0.0044165j -0.00215041-0.00577271j -0.00339257+0.00559746j -0.00191459-0.000278834j 0.00033771-0.000278059j 0.00147482-0.0037983j 0.0012153-0.0154948j 0.00504232+0.00249271j -0.00163864-0.00289915j 0.00380454-0.00109341j -0.00101021+0.00176741j -0.00441693+0.00113959j 0.00242089+0.00055019j 0.00152164-0.00764045j 
0.00156034+0.00183932j 0.00101004+0.000238354j 0.000418285+0.00134222j -0.00107288-0.000580925j 0.000471324-0.00132738j 0.00211255+0.00354238j 0.00288463+0.00130935j 0.0031624+0.00283537j 0.000111405-0.000675495j 0.00228969+0.00153774j -0.00174728-0.00459457j 0.00225895+0.00401929j 0.00158098+0.00111361j 0.00181863-4.83524e-05j -0.00097554-0.00228521j -0.00096527-0.00127513j -0.000122295-0.00189706j 0.00514927+0.00654191j -0.000491627-0.00573288j -0.00450528-0.00547927j -0.00528274-0.000927685j -0.00254667-0.00298597j -0.00297902-0.00996642j 0.00155283+0.000123817j -0.00605372-0.00097915j 0.00393726-0.00318893j 0.000115607-0.00242431j -0.00293148-0.00778797j -0.000826972-0.00677212j 0.00017143-0.00407469j 0.00809759+0.00431712j 0.00494682-7.84822e-05j 0.00147481-0.0011724j -0.0121605-0.0148004j 0.00513895+0.00746473j 0.00166644+0.00301504j 0.00314357+0.0105257j -0.00130632-0.00494828j -0.00277547+0.00106412j 0.00287909+0.000634403j 0.000756331+0.00293853j -0.00291458-0.00105056j 0.00141501-0.00159697j -0.00186333-0.00210938j 0.00973214+0.00567027j 0.0101303+0.00160146j 0.000211877+0.00202873j -0.00840608-0.00551563j -0.00331474-0.0015219j 0.0056676-0.000868165j 0.00273565-6.94739e-05j 0.00325129+0.000943037j -0.00645162-0.00122837j 0.000957515-0.00289307j -0.00409255+0.000123583j 0.00405255-0.00202431j 
0.00614363+0.00311368j 0.00306363+0.00103291j -0.00296603-0.00378371j -0.00266345-0.000220088j 0.00722848+0.00376521j -0.00162848+0.00114808j 0.00434533-0.00103279j -0.000902255-0.0009488j 0.000757289+0.0011923j -0.000188069+0.00117877j 0.00414133-0.00328673j 0.00209289+0.00351081j 0.00114952-0.00107252j -0.00144683+0.00261333j 0.00391621+0.000694709j 0.00241929-0.00231756j 0.00442533+0.000653597j -0.0107789-0.00557337j 0.000793942+0.00290887j 0.00910661-0.000166109j 0.00200935-5.84651e-05j 0.00592143+0.00456057j 0.00102533-0.00171406j -0.000332671-0.000292442j 0.00291062-0.00199143j 0.00382788+0.000857506j -0.00437553-0.00142785j 0.0112061+0.00142014j 0.00377264-0.00257285j 0.00248962-0.00328598j -0.00293093-0.00323837j -0.00304393+0.00251209j -0.00237105-0.00981928j 0.00984873+9.7396e-05j -0.00225034-0.00556866j 0.007415-0.00439081j -0.003885+0.00337488j -0.00208846+0.00765219j -0.00041445+0.00498015j 0.00597732-0.00150944j -0.000300117-0.000795485j -0.00514733+0.00770999j -0.00159898-0.00152982j -0.00257019-0.00428422j -0.000434949-0.00017352j -0.000478696-0.00293541j -0.000910229+0.00175493j 0.00500727-0.0028538j 0.00299714-0.00588202j 0.00172103-0.00221926j -0.00300199+0.00411921j 0.00323243-0.00058377j -0.000222224-0.003379j 0.00824093-0.00816432j -0.00566843+0.00734257j -0.0011165-0.00238047j 
0.00120653-0.000384824j 0.0023628-0.000443544j 0.000832495+1.77196e-06j -0.00066848+0.00105621j -0.00168317+4.89611e-05j 0.0038232-0.000989152j -0.00796808+0.000350229j 0.00245752-0.0019705j -0.00281904+0.00251642j 0.00229984+0.00122475j 0.00635567-0.00114197j -0.00598623+0.00156973j 0.00735216-0.0029182j -0.000641377-0.000266653j 0.00220149-0.00215711j -0.000348238-0.00246891j -0.00251309+0.00619727j 0.00057408-0.00198839j -0.00357165-0.00223288j -0.00305385+0.00173666j 0.00171371+1.35341e-05j 0.00270424-0.00119258j -0.00280255+0.00158161j -0.0065777-0.00186283j -0.00729604+0.00272921j -0.00261674+0.00302909j 0.000682314-0.00199556j 0.00534806-0.00516466j -0.00778926+0.0043634j -0.00436225+0.00426528j -0.00251846-0.000805296j 0.0041033-0.00637446j 0.00383357-0.00588633j 0.00207022-0.00111158j -0.00082353-0.0044408j 0.00151376-0.00169534j -0.00149958+0.0038219j 0.000706689-0.0051508j -0.000394529-0.00240587j 0.00014607+0.00567345j -0.000146745-0.0103916j -0.00203313+0.00229019j -0.00173857-0.0071222j -0.00249148+0.000628246j 0.00148508+0.00534559j 0.00175401-0.00786965j -0.00248348+0.00464357j 0.0028379+0.0005273j 0.000308438-0.00228593j 0.000697103+0.011919j 0.0050244-0.0080995j -0.000972618-0.00113969j 0.000183617+0.00105347j -0.00157426+0.00149896j 0.00109123+0.00149312j 0.000457253-0.000762499j 
-0.00244513-0.00321921j 0.000785263-0.00145945j 0.00249251+0.000886184j 0.00121333+0.00102274j -0.00374642-0.00191175j 0.0024835+0.000989824j -0.00240968+0.000384804j 0.00302941+0.000863995j -0.000777201-0.000391652j 0.00119363-0.00125999j 0.00152813+0.000458787j -0.00365681-0.000159826j -0.000180905-0.00263007j 0.00403301+0.00145471j 0.00141893-0.00167523j -0.00127902-0.00161367j -0.00161358-0.000457864j 0.00281884+0.00468646j -0.00167027-0.00115446j 0.00064941-0.00072324j -0.000909332-0.00166781j -0.000663688-0.00214361j 0.00188763+0.00439204j -0.00187458-0.000370475j -0.00419538-0.000782506j -0.00178297-0.00192929j 0.00184685+0.00176728j -0.00218046-0.00386791j -0.00321455+0.000799315j 0.000192549+0.0016418j -0.000494283+0.00332599j 0.00545254-0.000338279j 0.00227607+0.00145942j 0.00350395-0.00258303j -0.00246087+0.00162656j -0.00356121-0.000398849j -0.00349428-0.00253555j 0.003996-0.00266025j -0.000767101-0.00296615j 0.000537996-0.00108446j -0.00417632-0.00384205j 0.000620087-0.00396769j 0.00263822+0.00169304j -0.00234181-0.000744601j 0.000275249+0.0039019j -0.00176187-0.00157298j -0.00113907+0.00172456j 0.00270177+0.000697529j 0.00153051-0.00341434j -0.000972838+0.00345809j -0.00104474-0.00343615j -0.00235276+0.00211007j -0.000310424+0.00299226j -0.00682173+0.00578925j 0.00132414-0.00199301j 0.000376696-0.0040356j 
0.00228696+0.00158137j 0.00142205-0.00342222j -0.00156891-0.00122822j -0.000579201-0.00371462j 0.00126165-0.00409748j 0.00282959-0.000504913j -0.00285123+0.00245751j -0.000685942-0.000561064j 0.000475499+0.00150976j 0.00208702+0.000183223j 0.000895048-0.0056673j 0.00242079+0.000585543j -0.00211668-0.00279517j 0.000968949+0.00196944j -0.00373199+0.00178131j -0.00703153+0.00333191j 0.00054449+0.00653442j -0.00490445+0.00984576j 0.00430961-0.000761186j -0.000691995-0.00109792j 0.000545963+0.00280952j 0.00149735-0.00275384j 0.003455-0.00492578j -0.0021761+0.00859383j -0.00190778-0.00787316j 0.00153662+0.00639601j 0.00357863-0.0015434j -0.000395147-0.0131043j -0.000713349+0.0106333j 0.000834768+0.00428265j -0.00177828+0.00374012j -0.00186368+0.00825568j -0.0044912+0.00600863j 0.000632098-0.00508986j -0.00406558-0.00170061j 0.000458327-0.000749856j -0.00163988+0.00123085j -0.00144931-0.00048079j -0.00172162-0.00751374j -0.00200554+0.00391241j -0.00575568-0.00590513j 0.00315081+0.00609488j -0.00074575+6.1642e-05j 0.00128644+0.00480648j 0.00329343-0.00089385j -0.00389193+0.000749569j 0.0044326+0.0034396j 0.00487067-0.00422926j 0.00173666+0.00403206j 0.000724767+0.0029002j -0.0025073-0.00150266j -0.00670827-0.000870462j -0.00116438+0.000633369j -0.00182522-0.00446717j -0.00471915+0.0018329j -0.00392849-0.00212529j 
