-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
0.0032653-0.00250202j -0.00440426-0.00126062j -0.00570474+0.00193311j 0.00159516+0.000209679j 0.00198443-0.00283585j 0.00241609-0.00305846j -0.00293579-0.00131093j 0.00297291-0.00168441j -0.00323713+0.00069456j 0.000765769-0.00041102j -0.00223953-0.00422279j -0.000970185+0.000537254j -0.00382602+0.00191114j 0.00335405-0.00554209j 0.00253281+0.00109903j -0.00259438+0.000794143j -0.00149611+0.000268094j -0.00638604-0.00222516j 0.00148295+0.00900303j 0.000614593+0.00390117j 0.00647434+0.00296948j -0.00240402+0.000296094j -0.00305022-0.000894393j 0.00393708+0.00214347j 0.00456951-0.00282853j -0.00630351+0.000194255j -0.00324508-0.000846545j 0.00952592-0.00493578j -0.00321826-0.000488659j 0.00807728+0.00251986j -0.000276089+0.00497315j -0.00148725+0.00021188j 0.0117953-0.00145219j -0.0106012-0.00201259j -0.00651787+0.00508865j 0.00528693+0.00544973j -0.000513412-0.00223775j 0.00402141-0.00259982j 0.000635104-0.00798639j -0.00169201-0.0032121j 0.00119362+0.00362451j -0.00322321-0.000402532j -0.000225923-0.00357967j -0.00930623+0.00170132j 0.000480495-0.00741137j 0.00152766+0.00144771j 0.00411367+0.00179517j -0.0100279+0.0036975j 0.00593988+0.00357512j -0.00267573-0.000926592j -0.000319282-0.000377229j 0.000659498-0.00557482j -0.000198527+0.00294113j -0.00059895+0.00192377j 0.000912182-0.00501068j 0.0031699+0.00241518j 
-0.00175682+0.00365684j 0.00130018+0.000705415j 0.00284087-0.00247491j -0.000781251+0.00103578j -0.0017375+0.00403677j 0.000892918+0.00248867j 0.00238635-3.67441e-05j -0.00174712+0.00348024j -0.00242519+0.00108681j -0.0011447+0.00319927j -0.00158886+0.00386932j 0.00237707-0.000507043j -0.00103955-0.000152959j -0.00194796+0.000753088j 0.00473993-0.00381834j -0.000541209-0.00136721j 0.00117726-0.0015811j 9.72113e-05+0.000649733j 0.0019343-0.00411807j -0.00059252+0.00171387j 0.00198472-0.000467259j 0.00154712+0.00290334j 0.00116738+0.00422585j 8.71777e-05-0.00219314j -0.000261047-0.00317325j 0.00280135+0.0111729j 0.000984857+0.00792813j -9.47824e-05-0.000177655j -0.00100066+0.0062721j 0.00703788-0.00530695j 9.56838e-05+0.00126505j 0.00330512+0.00237116j -0.000372613-0.0051753j -0.00192387+0.00678887j 0.000614869+0.00353398j -0.00315032-0.00218244j 0.00229122-0.00105579j 0.00113387-0.00746443j 0.00695884+0.000600142j 0.000695846+0.000717789j -0.00400491-0.000836415j 0.00431422+0.00133075j 0.00036138-0.00153915j 0.00313041+0.00536117j -0.000154694-0.00159422j -0.00147845-0.00193742j 0.00231554-0.0022394j 0.00368823+0.00801408j 0.00137951+0.00154186j 3.63317e-05+0.00336252j 0.00216397-0.000362103j -0.000946435-0.00116146j -0.00351592-0.000533536j -0.00143445+0.000534627j -0.000505738-0.000483667j 0.000206996+0.000104722j 
-0.00147826+0.00152394j -0.00412417+0.000515797j -0.00258235+0.000537522j -0.000682777+0.00120855j -0.00286401+0.00215666j -0.0040444+0.00269488j -0.0054396+0.00253461j -3.77479e-05+0.00135338j -0.00108649+0.00155574j 0.0047465+0.000369829j -0.00309594-0.000313244j -0.00107677+0.00296159j 0.00123028-6.03146e-05j -0.00689081+2.58676e-05j 0.00283868-0.00187204j -0.00349232+0.00170231j 0.00415236+0.00116503j -0.00185418+0.000217367j -0.000287953+0.000428799j -0.00112607+0.00223928j 0.00310497-0.00552822j -0.00621598+0.00643806j 0.000687261-0.000442912j 0.000520736+0.000376447j -0.00782743-0.00193015j -0.00217288+0.0062321j -0.00424134+0.0066072j 0.000956764+6.68228e-05j -0.00418529+0.00385064j 0.00263986+3.79769e-05j -0.00689692+0.00117792j 0.000700846+0.00568575j 0.00422066-0.00643596j -0.00909512-0.00100091j -0.00267389+0.00708403j -0.000547387-0.00211148j -0.000411512-0.00231j -0.000305672+0.00289431j 0.000434105+0.00300019j 0.000567741-0.00643336j -6.15867e-06+0.00190556j 0.00116155+0.000456142j 0.00316542+0.00308441j -0.00203169+0.0112784j -0.00157607-0.00116673j -0.000349146+0.000820685j 0.00496606-0.005529j 0.00192581-0.000314577j -0.000410123-0.0047524j 0.000148042-0.00329073j 0.000352357+0.000351606j 0.000660994+0.00250704j -0.00260753-0.00210726j -0.000104139+0.00155879j -0.00201717-0.00449064j -0.000396333-0.000444159j 
0.000570748-0.00149717j -0.00111069+0.00198935j -0.0031031+0.0020561j 0.00294252+0.000285864j 0.00487567-0.00125366j -0.00375868-0.000403031j -0.00128872+0.000284358j 0.00103385+0.00118558j 0.00197498+0.00143857j 0.00433427-0.000650958j 0.00329368+0.00138265j -0.00238547-0.00199913j 0.00210184+0.00175505j -0.00314819+0.00262643j -0.00709693-0.00137786j 0.00321494+0.00076979j -0.000548159-0.0010944j 0.00365805+0.00477356j -0.0128362+0.00135713j 0.00144954+0.000798802j -0.00588145+0.00128522j -0.00154815+0.00290822j -0.00644152+0.00345943j -0.00307321+0.0018589j 0.00163434-0.00502573j 0.00420533+0.00422538j -0.00508041+0.0066062j -0.000760663+0.00126054j 0.00812127+0.00403021j -0.00574585-0.0041657j -0.00304449-0.00142263j -0.000478866+0.00143414j -0.000145845+0.00477501j 0.00388709+0.0059867j -0.00116136+0.0067605j -0.00196862+0.00197943j -0.00441691+0.00100336j 0.00255318-0.0130326j -0.00648179-0.00127771j 0.00377397+0.00384742j -0.00536682+0.0081177j -0.00630844+0.00797683j 0.00487854-0.0103966j 0.0044041+0.00851897j -0.00294339-0.00875632j 0.00413992-0.00405349j 0.00205399+0.0102692j 0.00470757-0.00539611j 0.00242726+0.0060822j -7.18235e-05-0.00891816j 2.06597e-05+0.000557341j 0.000990116+0.000978067j 0.00106802+0.00263086j 0.000160846-0.00364824j 0.000318362+0.000750824j 0.000535074-0.000806427j 
-0.00327427+0.000641702j 0.00312879+0.000820245j 0.00506133-0.000747364j 0.000192601-0.000867323j -0.0022187+0.00204278j -0.00268837-0.00193492j 0.000179529-0.000614574j -0.00199794-0.00181275j -0.00161432+0.00163943j -0.00234128+6.1474e-05j -0.000314497+0.00247205j 0.000760099-0.00371028j 0.00175428-0.000946869j -0.00471889+0.000739398j -0.00186276-0.00644706j -0.000806086+0.00537666j -0.00431657-0.00125094j -0.000473497+0.00631028j 0.00719956-0.001855j 0.00096733+0.0083786j 0.00805657-0.00961788j 0.00428158+0.00111613j 0.00271257+0.00310823j -4.40166e-07-0.00194479j -0.000320468-0.00157386j -0.000953885+0.0040699j -0.000273082-0.00156903j -0.00450003-0.00868086j -0.00484383+0.00844423j 0.0013003-0.0103509j 0.00853549-9.09381e-05j 0.000538835-0.000659431j -0.000541951-0.0129979j 0.0046702+0.00743333j 0.00258236+0.0115366j 0.00240522-0.00103065j -0.00183836-0.00089795j -0.00333576+0.00332308j -0.00597022-0.0119171j -0.00261974+0.00825822j 0.00589027-0.00233738j 0.000279151-0.000558488j -0.0061105+0.000235334j 0.00432865+0.00350568j -0.00954506-0.00876423j 0.00299243-0.00655728j -0.00111093-0.00281994j -0.00189906+0.00591704j 0.00720136+5.2289e-05j -0.000510977+0.00513617j -0.000976612-0.00231606j 0.000559508+0.00391062j 0.00387357+0.000320942j -0.000569195+0.00156073j 0.000762176+0.00168452j -0.000427186-0.00386524j 
0.00252761-0.00136227j -0.00261761-0.00202487j -0.00425386-0.00303438j 0.00122162+0.0028207j 0.00369176+0.00391902j 0.00202031-0.00108388j -0.000790533-0.000154782j 0.000276463-0.000939969j -0.000766767-0.00211385j -0.000405824-0.00455249j 0.000290131+0.00332474j -0.00069941+0.000476853j -0.00342776+0.00391774j 0.00325133+0.00159725j -0.00204073-0.00314415j 0.00302077+0.00131551j -0.00166167-0.0057205j -0.00158619+0.0031698j -0.00209108-0.00519975j 0.00293817+0.000385222j -0.00168145+0.0110752j 0.00676977+0.00240516j -0.00155207-0.00431027j -0.000725931-0.000316101j 0.000504855+0.000475311j 0.00305547-0.00192873j 0.00200987-0.00328294j 0.000549798-0.000761973j 0.00420236+0.000497701j 0.000422758-0.00892553j -0.00141862+0.0127304j -0.000971721-0.00855017j -0.0030618+0.00291064j -0.00253528-0.00106303j -0.00132813-0.00374753j -0.00200539-0.00171603j -0.00368305-0.00426502j 0.000896476-0.00612524j 2.33212e-05-0.00546096j 0.00213233+0.00589198j 0.00117595+0.00337503j 0.000709879-0.00654119j -0.00201324-0.0073614j 0.0023352-0.00479608j 0.00195038-0.00124069j -0.000610367-0.00586452j 0.000709907+0.00313246j -0.00145189-0.000273669j 0.00158593+0.00340866j -0.00375206-0.000854283j 0.000232038-0.000953816j 0.00576027-0.00253175j 0.00137489+0.00399566j -0.000974011+0.00312154j 0.00345881-0.00111611j -0.00121695+0.00240918j 
5.22695e-05-0.00375047j 1.31226e-05-0.000767826j 0.00183048-0.000232902j -0.00265285+0.00161744j -0.0066234+0.00248481j -0.00370777-0.00116966j -0.00561234+0.0019114j -0.00218053-0.00328347j 0.0023958-0.00212514j 0.00235732-0.00207165j 0.000358348+0.00284467j -0.0034744+0.00335922j -0.000781907+0.00158369j -0.00102071-0.00155533j -0.00259185-0.00194096j -0.00713699+0.00329095j 0.00422036+0.00158559j -0.00449734+0.00458453j 0.00270706-0.00770344j -0.000191855-0.00166495j 0.00480596+0.00211022j 0.00049436+0.0040197j 0.00812217-0.00297749j -0.00456343-0.0010562j -0.00569228-0.00382204j 0.00206482-0.00208783j -0.000378366-0.00808254j 0.00182967+0.00177599j -0.00572031+0.000163995j 0.00471815-0.00908915j -0.00877542+0.00130929j -0.00110137-0.000964927j 0.0064396-0.00567467j -0.00433391-0.00165271j -0.00705629+0.000544731j -0.00301209-0.00578021j -0.000293688-0.00564869j -0.00833195+0.00607202j 0.00188261-0.000527448j 0.00894347+0.00103603j -0.000724104-0.00266425j 0.00179848-0.00394858j 0.000348469+0.00510161j -0.00113977+0.00549742j 0.00411171-2.9948e-05j -0.000560772-0.00492823j 0.00350587-0.0108055j 0.00203009-0.00187694j 0.00185081-0.00406702j -0.000336349-0.00485076j -0.000191911-0.00241811j 0.00142768+0.00512192j 0.00150545-0.00476533j 0.000644047-0.000582076j 0.00177566+0.00104573j 0.000267889+6.47718e-05j 
-0.00235938+0.000207636j 0.00193689+0.0015973j 0.00359471-0.000283807j -0.000725544+0.000603755j -0.00111966+0.00249756j -0.00372527+0.00135492j 0.00204275+0.00131355j -0.000576775+0.00156757j 0.000252182-0.000932734j -0.001148+0.000710837j -0.000485697+0.00266402j 0.000234781+0.00341366j 0.00461074+0.00508979j -0.0042032-0.000725421j -0.00144618+0.00135081j 0.00133912-0.00428305j -0.0012112+0.00331051j -0.00144233+0.000891749j 0.00593797-0.00580156j -0.000275897-0.00322841j 0.000441293+0.00353088j -0.00433122-0.00242699j -0.00183855+0.00120287j 0.000219252-0.00217418j -0.000641666-0.00111595j -0.00260773+0.000754252j -0.00242192+0.00516709j -0.0102959-0.000775043j -0.00119904-0.000199266j -0.00507673-0.00267227j 0.0092421+0.00271663j -0.00186026-0.000699974j -0.00315956-0.00307107j 0.00763914+0.00289447j 0.00185626-0.00390865j -0.000470199-0.00736221j 0.00223687-0.00190303j -0.00287055-0.00097787j -0.0051438+0.00899651j -0.00109861+0.00267812j 0.00616778-0.00407133j -0.00217679+0.00132244j -0.00497814+0.00507179j -0.000965875+0.0023915j 0.00415193+0.00736935j 0.00143566+0.00396044j -0.000436489+0.00372189j 0.00983253+0.00334995j -0.00135161-0.00401001j 0.000917798+0.00345499j 0.00145847+0.00237575j -0.00351568+0.00398886j -0.00156516-0.00144644j 0.00140808-0.00104682j -0.00259178+0.000258887j 0.00284124-0.00310446j 
0.00405026-0.000359414j -0.000771862+0.00232005j -0.000908544+0.0019068j 0.000633746+0.000573259j 0.00303622-0.000226233j 0.00229203-0.0011863j -0.000249931+0.00117255j 0.00377779+0.00109074j 0.00114848+0.00161455j 0.00618122+0.000626556j 0.00227957-0.000221267j -0.00061541-0.00222908j -0.00270279-0.00111387j 0.000124099+0.00237626j -0.00529467-0.00181201j -0.00276083+0.0022535j 0.000837581-0.00090174j 0.000405416-0.00232522j -0.00375321+0.00570936j 0.00163894-0.000319367j 0.00115986-0.00553193j 0.00493768+0.000174053j 0.00631554-0.00144934j -0.000416989-0.00107121j -0.00846346+0.00234197j 0.0146889-0.00382271j 0.00667463-0.00283975j 0.00572663+0.000346343j 0.00654621-0.00315286j -0.00210449-0.00455995j -0.00830968+0.00114714j 0.00359994+0.00170513j -0.000711974-0.00143424j 6.98859e-05+0.00356442j 0.00242796+0.000686345j 0.00335888+0.00402295j -0.00306391+0.000717709j -0.0115076+0.00331951j 0.00298631-0.00694925j 0.00130174-0.00539315j -0.00269056+0.0065577j 0.00407893-0.00668585j 0.00173521-0.00146328j 0.00610731-0.00122296j 0.000201087-0.000801939j -0.00119858+0.00685471j -0.00325628-0.009064j 0.00492591-0.00771855j 0.000848453-0.00262245j 0.00346466-0.000499226j -6.97317e-05-0.00182787j -0.00252807+0.00340733j -0.000988511+0.0022972j 0.00232912+0.000649611j -0.00290045+0.000708825j 0.0033383+0.0016878j 
0.00445682-0.00213146j 0.000727578-0.00175829j 0.00172165-0.00129004j -0.00150725+0.00132721j 0.00020376+0.00253001j 0.0029411+0.000772228j -0.00100217+0.00323165j -3.46134e-05-0.00105046j 0.00458897-0.00309527j -0.00051375-0.00134605j -0.00024835-0.00135198j 0.00192483-0.000855147j -0.000647911-0.00132742j 0.0023753+0.00206465j -0.00466974+0.00275198j 0.00142088+0.00486052j -7.84611e-05+0.00628066j -0.000866598+0.00362036j 0.00178185-0.00179848j 0.00723787-0.00382382j -0.00625341-0.00132757j 0.00165015+0.00556244j -0.00209712+0.00241525j -0.000443464+0.00416902j 0.00591856-0.00423285j -0.00259504+0.00662981j 0.00687677-0.00844591j -0.000615303+0.00647605j 0.00398972+0.0059527j -0.00315889+0.00866918j 0.00144232-0.0142563j 0.00212315-0.00226364j -0.00622631-0.00531331j 0.00162482-0.00436461j 0.00770372-0.00107665j -0.00147751+0.00285509j 0.00119728-0.00804489j 0.00873006-0.00401377j -0.000382755+0.00199066j -0.000690716+0.00356725j -0.00378916-0.0115789j -0.00156289+0.00197326j 0.00786583+0.00526474j 0.00593678+0.00476928j 0.00310112+0.00490365j 0.0035893+0.00604758j -0.00475263+0.000457597j 0.000223057+0.00127617j -0.00207467+0.00216507j -0.00175063+0.000353928j 0.00122629+0.000540944j 0.00184814+0.000642716j -0.00110612+0.0010656j 0.00127754+0.000735731j 0.000505643+0.00214615j 0.00161514+0.00228082j 
-0.000214669+0.00222788j 0.0023426-0.00064354j 0.00411515-0.0022687j -0.00379561-0.000692017j -0.00299256+0.00137906j -0.00133097+0.00185875j 0.0023015-0.00134125j -0.00497877+0.00200244j 0.00258661-0.0021442j 8.67052e-05-0.000653753j 0.0039276+0.00332213j -0.00173787-0.00138478j -0.00397967+0.00433772j 0.000658476+0.00106251j -0.00355267+0.00231893j 0.00140606-0.000206281j 0.00177991+0.00116019j 0.00361488-0.00386372j -0.00577575+0.00212467j -0.00117598-0.00293928j -0.00834977+0.000433513j -0.00133146-0.00228045j -0.00113421-0.000175213j -0.00507883+0.00106561j 0.00360139+0.00418499j 0.00381043-0.00436514j -0.00653399+0.0069081j 0.00376113+0.000840685j 0.00145037-0.0003832j -0.000312425-0.00490357j -0.00852334+0.00930629j 0.00716527+0.00416669j -0.00123923-0.0032722j -0.00240236+0.00429207j -0.00134498+0.00664984j -0.00720729-0.00378077j 0.00669537+0.00406969j 0.00609475-0.00309257j 0.000622484-0.000654546j 0.00528746-0.000754691j -0.00814514+0.00782664j -0.00813774-0.00391521j 0.00460915-0.00683364j 0.00300645+0.00398624j 0.000436845-0.000497061j -0.000835089+0.000347326j -0.00396344+0.00258474j -0.00107224-0.00165824j -0.00502439+0.00625475j 0.000197673-0.00668186j 0.00171295+0.00123417j 0.000806747-0.000367764j -4.23604e-06-0.00646817j 0.0014654-0.00274367j 0.000981447+0.0024744j -0.00135416+0.00176322j 
-6.04548e-05-0.000464226j 0.000318338-0.000499681j -0.00162249-0.000276482j -0.00105363-7.59096e-05j -0.00152481-0.000319773j -0.00142616-0.00167743j -0.000470914-0.00142644j -0.00193037-0.00209537j -0.000555686+0.00214499j -0.0021133+0.00186672j 0.00780931-0.0049183j -0.00146846+0.00215571j 0.00417362-0.00820359j 0.00294154-0.00227713j 0.00333093-0.00394747j -0.00261736+0.00130708j 0.00348251-0.00626895j -0.00149709+0.00676496j -0.00863774-0.00248351j -0.00700031+0.0027138j 0.00330826-0.000216411j -0.000471379+0.00493048j -0.00100363-0.00494425j -0.00200481+0.00159092j 0.00432529-0.00241785j -0.00497154+0.000349138j 0.00251052-0.00627413j 3.84864e-05+0.00223502j -0.00227112-0.000378245j -0.00573674+0.00385257j 0.00352657-0.0100956j -0.00199815-0.00298171j 0.00585256+0.0158641j 0.00172904-0.00536169j -0.00389915-0.00838969j -0.00578606+0.00950316j -0.00292825-0.00518013j 0.00184731+0.00352579j 0.00245092+0.00143722j 0.0087275-0.000789617j -0.00418185-0.00354613j 0.000256734+0.00977235j 0.00381226+0.00183774j -0.00410304-0.00692617j 0.000845456-0.00332609j -0.00561593-0.00582481j 0.001276+0.00217957j -0.00352696-0.00666258j -0.00233675+0.00361665j 0.000987887-0.00419771j -0.0016835-0.00324806j -0.000891358-0.00245253j 0.00133212-0.00366347j 1.42743e-05-0.00208721j 0.00141671+0.000535717j -0.00193043+0.000770866j 
-0.000541847-0.00124289j 0.000259472-0.00303814j -0.00112544-0.00219252j -0.00104069-0.00215034j -0.00177598-0.00498268j -0.000242402+0.00216416j -0.000225623-7.94989e-05j -0.000520395-0.000163845j 0.00130803-0.00358529j -0.000465208-0.00325513j -0.00412645-0.00450817j -0.00185967+0.00103311j -0.00190851+8.1107e-06j 0.00355728+0.00196185j 0.0040946+0.00891854j 0.00230596-0.00186248j 0.00288379+0.00478272j 0.00117798-0.00161966j 0.0048867-0.00224554j 0.00190155-0.0029531j -0.00419+0.00359148j -0.0013482-0.00520838j 0.00164636+0.00197205j 0.000209959+0.00344737j -0.00223562-0.00736859j 0.000105428-0.00970395j -0.0022306-0.00868757j 0.000128168-0.000201735j 9.26142e-05-0.00483427j 0.00124587+0.00528443j -0.00717903-0.00545026j -0.00136764-0.00564517j -0.00473463-0.00281185j 0.00321031-0.000889686j 0.000419451-0.00244016j 0.00363506-0.000508595j -0.00220881+0.0113326j -0.00168024-0.0064465j -0.00483819+0.00161376j 0.00120289-0.0032593j -0.00277928+0.00372322j -0.000115118+0.00329994j -0.00508987-0.00654418j 0.000303805-0.00789685j -0.0064478+0.00843358j -0.00453052-0.0152002j 0.00347196+0.000358213j 0.000819655+0.0099498j 0.00611333-0.0005055j -0.00401063-0.00443506j -0.00768482-0.00478619j -0.00632962-0.00553439j -0.000844769+0.00172511j -0.00601963-0.00291855j -0.0020456-0.000590862j -0.00411261-0.00466598j 
0.00085771-0.0011026j -0.000117931-0.00089108j -0.0013327+0.00015117j 0.0014705+0.000678557j 0.00203737-0.00100484j -0.00161894+0.0013471j -0.00165576-0.00182147j 0.00178474-1.74007e-05j 0.000895687-0.000990469j 0.00197819-0.00184186j 0.00101632-0.00200639j 0.00394562-0.000626064j -0.000343205+0.00436527j -0.000927876-0.000530893j -0.00423346+0.00215056j -0.00557142+0.00290085j -0.00574268+0.00675598j -0.000132378+0.0019814j -0.0045954-0.000143957j -0.00180928+0.00172144j 0.0108693-0.00295419j -0.00391582-0.00119277j -0.000919081+0.00461508j -0.00611495+0.00334151j -0.000704166-9.39943e-05j -0.00108549-0.00402559j 0.00101475-0.00353484j 0.00334658+0.00686202j -0.00375348+0.000369497j -0.00669138+0.00615228j 0.00298937-0.00343177j -0.00459719+0.00595486j 0.00484541-0.0144955j -0.00124837-0.00536762j -0.0102536+0.00903447j -0.00556463-0.00168888j 0.000691378+0.000177881j -0.00378239+0.00504332j 0.00505332-0.00470641j 0.00106972-0.00281556j -0.00314683-0.00225688j -0.00441161-0.0101599j 1.36335e-05+0.00384985j -0.00241338+0.00845742j 0.00418446-0.00655238j 0.00189319+0.0067514j 0.00263764-0.00358882j 0.00145797-0.00519945j 0.000312864+0.00218864j 0.00134249-0.00152984j 0.0011106-0.00142504j -0.00020395+0.00238688j 0.000233781+0.00107587j -8.16274e-05-0.000298033j 0.00167417+3.26929e-05j 0.000974494+0.00046677j 
-0.00154672-0.00107436j -0.000128545+0.000308574j 0.00145591+0.00036442j -0.00170945+0.000880945j -0.00452986+0.0014451j -0.0031945-0.0029629j -0.000291311+8.16691e-05j -0.00016477+0.000334069j -0.000615535+0.000277355j 0.00134093+0.000456967j -0.00463703+0.00285033j -0.00593332-0.00141847j -0.00197695+0.000742712j -0.00205302-0.00322569j 0.0019885-0.00499627j 0.00202628-0.000348426j 0.00184809-0.00166436j -0.00269687-0.00206033j 0.00955295+0.00298385j -0.000400996-0.000690829j -0.00616154+0.00184449j -0.0023952+0.00309508j 0.00374422+0.000681632j 0.00451975-0.00340317j -0.00144818-0.00288899j -0.000619272+0.00483265j -0.00666032+0.000157086j -0.00220847-0.0065877j -0.000945047-0.00134791j 0.0106116-0.00107719j -0.00966037+0.00228681j 0.00296029+0.000341842j 0.00388355+0.00267606j 0.00013983-0.00173705j 0.00450466-0.00398597j 0.00729116-0.0048914j 0.00493943-0.00506952j -0.000514938-0.00116928j -0.00588228+0.00161547j -0.0038599+0.00567846j 0.00321485+0.00277762j 0.00569096+0.00219455j -0.000916432-0.000232453j -0.00092264+0.0016099j -0.0036235+0.00342949j 0.00563627+0.00286714j 5.12062e-05+0.00452269j 0.000155591+0.00317389j 0.00278177-0.00343137j 0.000951672+0.00109195j 0.0015776+0.00466528j 0.00113539+0.00533107j 0.00190718-0.00229887j 0.000689394+0.00135858j 0.00275938-0.000483985j 0.0024251+0.000670221j 
0.000593695+3.04864e-05j 0.00115452+0.000148022j 0.00295826-0.00108843j -0.00193363+0.000300719j -0.00103706+0.00162154j 0.00154029-7.27959e-05j 0.00127408+0.00158216j -0.000675867+0.0012892j 0.0016517-0.000453412j 0.00329386+0.000931874j 0.000414443+0.0020741j -0.000657167-0.00159644j -0.00144193-0.000246801j -0.0008854+0.000760922j -0.00255064-4.04039e-05j -0.00155927-0.000334858j 0.00387944+2.48359e-05j 0.00209843-0.00164586j 0.000451689+0.00015804j 0.00366329-0.00351428j -0.00524789-0.000327232j 0.00358958+0.000296216j 0.00606803-8.94639e-05j 0.00195291-0.00280885j -0.00467627-0.0028093j 0.0112061+0.00144666j 0.00327487-0.00128206j 0.00120626-0.00156589j 0.00607294-0.00167585j 0.0029306-0.00587795j -0.00730796-0.00114022j 0.00466809-0.00224228j -0.00554682+0.00139383j 0.00380497+0.004286j 0.00475984-0.0011018j 0.00159586+0.000752046j 0.000116748+0.00133167j -0.00665224-0.00471677j 0.00124574-0.000855495j 0.00178249-0.00159719j -0.00351135+0.00333166j 0.00442575+0.00186183j 0.000528724-0.00178486j 0.00612099-1.10732e-05j -4.17097e-05+0.00265767j -0.00178287-0.000256755j -0.0019276-0.00490417j 0.00695967+0.000247061j 0.00167904-0.00273408j 0.00201599+0.000545005j -0.00109675-0.0016835j -0.0035966+0.00359603j -0.000896206-0.000487636j 0.000201497+0.000100049j -0.00232683+0.00169189j 0.00129253-0.00148427j 
