0.0314332-6.59195e-17j -0.07118+0.00158489j 0.0335103-0.00126055j 0.0340246-0.00118719j -0.0248631+0.00143176j 0.0299676+0.00209503j 0.0140927-0.000755151j 0.0048295+0.00136597j -0.0309489-0.000135992j 0.0158318-0.00190981j -0.0666376+0.000441564j -0.0225404+0.00592773j 0.276346-0.00259865j 0.105097-0.00850392j 0.00646615+0.000315466j 0.104037+0.00599483j 0.120358-0.000916607j 0.00217394-0.000337635j -0.0372644+0.00265906j 0.0185871+0.000323806j -0.0398248+0.00198044j 0.0102769+0.000727303j -0.023725+0.00137444j 0.0168231-0.00299699j -0.0129399+0.00342796j -0.0148057-0.000222715j -0.0859263+0.00060954j 0.0138345+0.000340216j -0.00516728-0.00142929j 0.0131432-0.000656725j 0.00945766+0.00051008j 0.0103211+0.00268239j 0.035875-0.00285842j 0.0397006-0.00201839j 0.00198772+0.00229221j -0.0156434+0.00256772j -0.0962176-0.00112846j -0.027608-0.00220619j 0.0992646-0.00233302j -0.0636953+0.00720839j -0.0678595+0.00208695j 0.0149989+0.00451788j 0.110713+0.00991801j -0.0899908+0.0210254j -0.0507988-0.00132046j -0.120247-0.00245624j 0.0189494+0.00344513j -0.000772003+0.000138516j -0.0449264-0.00283683j 0.00362459+2.56811e-06j -0.00875234-0.00107868j 0.00445589-0.00090437j 0.00863769-3.81911e-05j 0.0153516-0.00316732j 0.0337744-0.00750118j -0.0172556+0.00226146j -0.00128475-0.0054624j 0.00302471-0.00249595j -0.0167284+0.00593851j -0.0386926-0.000277489j 0.026056+0.00194823j -0.0215494+0.00952474j 0.00850019-0.00510702j 0.00914716-0.00861029j -0.0017279+0.00114268j -0.000270526-0.00149818j 0.013857-0.00194572j 0.0344063+0.00765473j -0.0345583-0.00231113j 
-0.0225404-0.00592773j 0.126845-0.00311574j -0.370319-0.000873338j -0.0258732+0.00124033j -0.0314972-0.00291469j -0.154099+0.000507404j -0.291633-0.000119798j -0.144377-0.00174789j 0.212129+0.00127076j -0.12003-0.000159268j 0.0946997+0.000831185j 0.520644+1.40337e-14j -0.200614+0.0028389j -0.209957+0.000401286j -0.109518+0.000786909j 0.00110121-0.00770355j -0.0777148+0.00024752j 0.0779389+0.000675285j -0.0645496-0.00463166j 0.0183303+0.00217789j 0.0802412-0.00911076j -0.0929782-0.00154297j 0.0262832+0.00285983j -0.0532025+0.00262383j 0.0451797-0.00692527j -0.0656391+0.00108413j 0.00754022-0.00118814j -0.021193+0.000515414j -0.029083+0.00147584j -0.017166+0.000631187j -0.0103012+0.00105551j -0.00614302-0.00149071j -0.00472248+0.00624561j -0.0371874+0.00502354j 0.0548205-0.00575216j 0.0605116-0.00290506j 0.0718771-0.00388605j 0.0497151+0.00792104j -0.0216405-0.00242417j 0.144793+0.00123124j 0.0178015+0.001037j -0.0549569+0.00426402j 0.032069+0.00287061j -0.0345785+0.00081779j -0.0783157+0.00520198j -0.0010923-0.00720546j -0.0448751-0.00594782j -0.00330129+0.00375233j -0.0244757+0.00203875j 0.0097616-0.00159543j 0.00655429-0.00198097j 0.0157747+0.000274113j -0.00515722+0.00125287j -0.0193617-0.00035428j 0.0141611+0.00118203j -0.00750133+0.00326797j -0.0128263+0.00218291j 0.0059905-0.00178378j 0.0148749+1.6276e-05j 0.0364958-0.00022677j -0.0179175-0.00360132j -0.00324767+0.00582015j 0.035199-0.00140415j -0.0104547+0.0113712j -0.00375338-0.00113305j 0.00407535+0.000652217j 0.0133221+0.00509519j 0.0224539-0.00227004j -0.0443126-0.000859363j 
0.276346+0.00259865j 0.088093+0.0100172j 0.0392643+0.00649307j -0.36234-0.000546998j -0.183038+0.000501899j -0.239391-0.00356615j -0.320596-0.00198736j -0.140662+0.00232794j 0.338479-0.00453468j -0.15107+0.00189897j -0.139189-0.000291572j -0.200614-0.0028389j 0.209463-4.31263e-15j 0.14966+0.00239145j 0.116653-0.0133964j -0.121101+0.00417099j 0.132357-0.00608724j 0.126033-0.0027515j -0.0496232-0.0035178j 0.0857848+0.00271871j -0.0331083+0.00212555j -0.0241545-0.00264154j 0.0605512-0.00134764j -0.108862-0.000933247j -0.0186471+0.00350863j 0.0130287-0.000957242j -0.0539453-0.00139803j -0.100491+0.00528073j 0.013818+0.00170087j -0.00670055-0.00023702j -0.107201+0.00109202j 0.0637958+0.00312094j -0.0633843+0.00125811j -0.0214857+0.00580489j -0.067005-0.00469581j 0.0154357-0.00453668j -0.0650452+0.00224223j 0.0112743-0.000829327j 0.0604216+0.0047499j -0.060591+5.75558e-06j -0.0257143-0.00122246j 0.00421856-0.00382331j -0.0375765-0.00466118j 0.0548676-0.000113089j -0.0739058-0.00144745j 0.00417618+0.00260122j -0.0272501+0.0077306j 0.00708877-0.00755536j -0.0695964-6.47496e-05j 0.0128909+0.00327917j -0.0132065+0.00247469j 0.000478613+0.00143075j 0.00687559-0.00278136j 0.0128567-0.00553543j -0.00826162-0.00389531j -0.0148958+0.00123958j -0.025785+0.00196905j -0.0252702-0.00103251j -0.0132012-0.00138367j -0.0080527+0.00286594j -0.0138987-0.00368869j 0.00766858-0.00484037j -0.0203923-0.00258716j 0.0118657+0.00132023j -0.00188959-0.000320613j 0.00230816+0.000112725j 0.0128494+0.000579393j 0.0140591+0.00450092j 0.0147274+0.00196344j 
0.105097+0.00850392j -0.31381-0.0010887j -0.52553-0.00907343j 0.283392-0.00554358j -0.0753841+0.00116344j -0.341283+0.00719658j -0.0508594+0.00167563j -0.039969+0.00340366j -0.057942-0.000869579j 0.24898-0.00226137j -0.034804+0.000265261j -0.209957-0.000401286j 0.14966-0.00239145j 0.0166439-9.24824e-16j -0.352045+0.00265368j 0.0878062+0.00519517j 0.0189302+0.000845339j 0.104942-0.000725315j -0.0019331+0.00198317j -0.0192925-0.00815422j -0.0544235-0.00459491j 0.0442465-0.00494484j -0.107521+0.00265914j -0.0832432-0.00240922j -0.0517964-0.00320701j -0.0380011-0.00307904j -0.0192193-0.00141778j -0.0307999+0.0006567j -0.0321109-0.00216698j -0.0190393-0.00199007j -0.0183937+0.00236328j -0.014161-0.000771438j 0.0143814-0.00453981j -0.025944-0.00148554j -0.108134+0.00235373j -0.0426986+0.00032376j -0.0933584+0.00199741j -0.036108+0.00135408j -0.00279918+0.000787358j -0.0810255-0.0036023j -0.0117706+0.00409715j 0.00290033-0.00394751j -0.0276557-0.0019477j -0.0376919+0.00166365j -0.00786493-0.00311126j -0.0200442+0.00239426j 0.0714955+0.00574808j 0.00637257+0.00811595j 0.0269115-0.0016831j 0.0075243-0.00104239j -0.00332829-0.00452548j -0.000462593+0.0014002j 0.0185692-0.000271848j 0.0133159-0.00278296j -0.0133615+0.000472334j -0.0185045+0.00329125j -0.00332988+0.00159898j 0.00373569+0.000729626j -0.00875553+0.00176838j -0.0311686+0.000906419j -0.00175825-0.000440978j 0.00638023-0.00197934j -0.0192907+0.000603964j 0.0151665-0.00585604j 0.0071975+0.000160277j -0.0025809+0.00193229j -0.00178231-0.00286712j -0.00780121+0.00210608j 0.0197206+0.000697053j 
0.00646615-0.000315466j 0.0140961-0.00464263j 0.094127+0.00220546j -0.0165103+0.00375637j -0.0973418-0.00326671j 0.0275622+0.00295116j -0.0136069+0.00187699j -0.0392272-0.00280171j 0.129801+0.00111326j 0.0482659+0.00374673j 0.143734-0.00296143j -0.109518-0.000786909j 0.116653+0.0133964j -0.352045-0.00265368j 0.069308+1.99732e-15j 0.0931353+0.00836265j 0.0600199-0.00121754j -0.00547966-0.000222163j 0.00956529+0.000521239j 0.00694906+0.00244492j 0.0164765-0.00114644j -0.0139918-0.00156936j -0.0144908-0.00525757j 0.00552333-0.00289937j 0.0181469+0.00237059j 0.0177556-0.00124871j -0.0461838-0.00243498j -0.0103779+0.0030549j -0.0136808-0.000601027j 0.0112951-0.000735247j 0.00180321+0.00362619j -0.0611455-7.32186e-05j 0.0412006-0.000167569j 0.02107+0.00526456j -0.0469208+0.00508218j -0.0447496+0.00394143j 0.0310786-0.00147157j -0.0398945-0.00139464j -0.0531634+0.00627619j 0.0346229-0.00335207j -0.138579-0.00177765j 0.0650763-0.00958243j 0.128757-0.00287132j 0.174124-4.13597e-05j -0.00316611+0.00282781j -0.0557691-0.0100647j 0.00289263-0.0011951j -0.00310835+0.00129523j -0.0200717+0.00338068j -0.00669407-0.00283336j -0.00294102-0.000940102j -0.0193932-0.00246292j 0.00955582+0.00320269j 0.0150911+0.00146531j -0.071262-0.00147212j 0.020652-0.00102472j 0.0195627-0.0021146j -0.00457697+0.000789023j -0.00553107+0.00422985j -0.0338083-0.00112444j -0.00840261+0.00350808j 0.0319994+0.002349j 0.0528502-0.00314983j 0.0726706+0.0046947j -0.00718084-0.00138032j -0.00146721+0.0017947j -0.029495+0.00897705j 0.00655056-0.0044139j 0.0253332+0.0089987j 
0.104037-0.00599483j 0.0945967+0.0054252j -0.0774759-0.000665294j -0.333098-0.00486314j 0.0447419-0.00310391j -0.181758+0.00114095j 0.0482787+0.00394984j -0.0836885-0.00347905j 0.100633+0.00319505j 0.135238+0.000108394j 0.157612+0.0024744j 0.00110121+0.00770355j -0.121101-0.00417099j 0.0878062-0.00519517j 0.0931353-0.00836265j -0.15743-5.32994e-15j -0.0595543-0.0104777j 0.0804611+0.00156196j 0.0655321-0.00717189j 0.0611565-0.000877661j -0.0203323+0.00437389j 0.026104-0.00150742j 0.0243737-0.00242311j -0.0458811+0.00171977j 0.0160838+0.00300178j -0.036615-0.000969872j 0.0113082+9.79052e-05j 0.0824145+0.000607567j -0.0118751+0.00178759j -0.0279626+0.00124124j 0.0137006-0.00330835j -0.0057397+0.00108825j 0.0524053+0.00121672j -0.0241217-0.000778368j -0.00493381+0.00288595j -0.0263511+0.00114749j 0.0531543+0.000156467j 0.0343602-0.00343928j -0.109318-0.00142453j -0.0668312+0.00784726j -0.072976+0.00547357j -0.0393468+0.00321135j -0.144039+0.00234255j 0.0576584+0.00740746j 0.171263-0.00496768j 0.0785127-0.000461908j 0.0416833-0.00923938j 0.0023697+0.00435091j 0.0415065-0.00131349j -0.00478465-0.00235295j 0.00237834-0.0027482j -0.00560325-0.00202406j 0.00178715+0.00356419j -0.0190936+0.00531208j -0.0567727+0.00430149j 0.0186067-0.001863j -0.00108977+0.00134497j 0.00373343+9.21309e-05j 0.0193475-0.00212236j 0.00832001-0.00162393j 0.00462154+0.00160046j 0.00107251-0.00578604j -0.0319391+0.0100546j -0.0444992-0.00514123j 0.0103111+0.000751554j -0.0103969-0.00400708j -0.069551-0.00981814j -0.00921828-0.0110683j 0.0199551-0.00836016j 
0.120358+0.000916607j 0.0115316+0.00700728j 0.0932844+0.00244488j -0.0245448+0.00372079j 0.170972-0.00177144j -0.0567556-0.000841572j -0.183619+0.00112653j 0.054975-0.00266605j -0.0268838+0.000832063j -0.00408578+0.00233604j 0.0538983-0.000235924j -0.0777148-0.00024752j 0.132357+0.00608724j 0.0189302-0.000845339j 0.0600199+0.00121754j -0.0595543+0.0104777j 0.0351842-1.87524e-15j 0.0232851+0.000478174j -0.0346104-0.0024221j -0.0316017-0.00178053j 0.0369581+0.00509572j -0.0326957+0.000698442j 0.0744972-0.000500689j 0.0551531+0.000651465j 0.0303825+0.00588193j -0.0601149-0.00256022j -0.1139+0.00286429j -0.0264895+0.00345039j -0.0188271-0.000224987j 0.000127258+0.000316545j -0.00677385+0.0013898j -0.0528146+0.00490852j 0.0293797+0.00180515j 0.0185466+0.00140785j 0.0122508+0.00320276j -0.0667309+0.00153599j -0.107222-0.00169749j -0.12812+0.00276841j -0.0628186+0.00461097j 0.0699971-0.00173567j 0.125847+0.00259927j -0.0821847+0.00266296j -0.000445638-0.00510821j -0.241245+0.000964687j -0.0233204+0.0042149j -0.0411065+0.00643951j 0.0283704-0.00627321j -0.00921744+0.00253107j -0.0553788+0.00245287j 0.0257939-0.00233256j -0.00346702-0.000539082j 0.0147979-0.000674757j -0.0185858+0.000512602j -0.0223303-0.00229816j 0.0696475-0.00273016j -0.0030617+0.00202444j 0.0114642-0.0038082j 0.0336444-0.00364292j 0.0242438+0.00397033j 0.000572713+0.00398991j 0.0205839-0.00109226j 0.0248039+0.00532133j 0.00555276-0.00320379j -0.0176786+0.00283564j -0.00375377-0.000322907j 0.00858013-0.00169561j 0.0621179+0.000516015j 0.000733241+0.00978199j -0.00496819-0.0006543j 
0.00217394+0.000337635j -0.00182586+0.00027149j -0.0355119-0.0012748j 0.0315155+0.000473657j -0.136807-0.000535436j 0.0321228+0.000571546j 0.148608-0.000830421j -0.0738419+0.00403961j 0.019111-0.00367093j -0.0473991-0.00286365j 0.234141-3.13116e-05j 0.0779389-0.000675285j 0.126033+0.0027515j 0.104942+0.000725315j -0.00547966+0.000222163j 0.0804611-0.00156196j 0.0232851-0.000478174j -0.00982786-1.89817e-15j 0.012838+0.00137998j -0.0397115-0.00100504j 0.0211556+0.000478493j -0.0145935-0.00129242j -0.0408214+0.00235066j 0.0390087+0.00105994j -0.063359-0.00249443j 0.0507454+0.00101388j -0.0130382-0.00257747j -0.0242805-0.00391588j 0.0248123-0.00018189j 0.0245826+0.000938424j -0.00286729-0.000447103j -0.0573799-0.00264367j 0.0284809+0.00413067j 0.0268838+0.000341766j -0.0267251-0.00229357j -0.0585852-0.00175359j 0.111974-0.00221529j 0.0318855-0.00634652j 0.0436149-0.00612371j -0.0173553+0.00509432j -0.099222+0.00146076j 0.012914-0.00243672j 0.0654513+0.0056817j -0.0872698-0.0004215j -0.0515219+0.00259808j 0.0162952-0.00875439j 0.0683527+0.000664095j -0.00799911-0.00083034j -0.0131798-0.00191569j 0.0108261+0.000309753j -0.0152132+0.000785229j -0.00170716-0.000744246j 0.0139426+0.000353694j 0.0298428-0.00414919j 0.0291009-0.00316317j -0.0196715+0.00349221j 0.0143445+0.00234668j 0.00768692+0.00243784j -0.0286824+0.00536679j -0.0415643-0.00163193j 0.0173242+0.00406997j -0.0361349+0.00457355j 0.0233838+0.00184963j -0.0187786-0.00475114j -0.00237383+0.000670768j 0.00365327+0.0020161j 0.0331486-0.00265476j 0.0100052+0.00437568j -0.00943368-0.00114227j 
-0.0372644-0.00265906j -0.0222795-0.0041095j 0.0326166-0.00218051j 0.0373941+0.00542638j -0.0758115-0.00147184j -0.0256225+0.000276727j -0.0303582-0.00179415j 0.0987492-0.000815456j -0.0377336+0.00428205j -0.0961612-0.00740325j 0.0623667+0.00271399j -0.0645496+0.00463166j -0.0496232+0.0035178j -0.0019331-0.00198317j 0.00956529-0.000521239j 0.0655321+0.00717189j -0.0346104+0.0024221j 0.012838-0.00137998j -0.041693+4.51895e-15j 0.0163713-0.00120538j 0.0022203-0.000253813j 0.00899784+0.00212896j -0.0844759-0.00100842j 0.0864644-0.000286793j 0.112289-0.000528678j -0.0379937-0.0024391j 0.0444469-0.00290285j 0.0631667+0.00644056j 0.0291716-0.000406307j 0.0363767+9.71308e-05j -0.108485+0.000959748j -0.119593+0.0055676j -0.172608+0.00275307j -0.103093+0.000503143j 0.033403+0.000979303j 0.112681-0.00670712j -0.0332706+0.000242921j 0.151603-0.0025382j 0.0526227-0.00415608j -0.112078+0.0030935j 0.151932-0.00125479j -0.0616075+0.00890237j -0.0732863-0.000601878j 0.0704864+0.000266385j 0.0715859+0.00385275j 0.0233303+0.00373663j -0.0405515+0.00623495j -0.044621-0.000391259j 0.058762-0.00145699j 0.015372+4.15008e-06j 0.0383585-0.00319568j 0.0235696-0.00267417j -0.0446409+0.0048279j -0.0532374+0.00300263j 0.0184659+0.00484405j 0.00302351-0.00394735j -0.0013841-0.000361662j -0.00860942-0.00246528j -0.00164529-0.00525473j 0.0494836-0.00266077j -0.0155338-0.00180006j -0.0284642-0.00908445j -0.0618839-0.00271836j -0.0262854+0.00337225j 0.00615983+8.59244e-06j -0.00587151+0.00799402j -0.0201891-0.00234673j -0.000915587-0.0050882j 0.000264254-0.00480194j 
0.0185871-0.000323806j 0.0147505+0.000960663j -0.0149019+0.00132772j 0.0347807-0.00041549j 0.0865916+0.00402997j -0.0457919-0.00171263j 0.0448142-0.0016719j 0.0350857+0.00221583j 0.0542884-0.000464358j -0.107869-0.00324466j -0.0370993+0.00349126j 0.0183303-0.00217789j 0.0857848-0.00271871j -0.0192925+0.00815422j 0.00694906-0.00244492j 0.0611565+0.000877661j -0.0316017+0.00178053j -0.0397115+0.00100504j 0.0163713+0.00120538j -0.0695379-2.32952e-15j 0.0384035+0.00144909j 0.00481269+0.00222122j 0.0478404-0.00276939j 0.0188547-0.00705223j 0.0489793+0.000922143j 0.00267697+0.00219789j -0.064771-0.00189555j -0.0103088-0.000724446j -0.0213122-0.00299794j 0.0134973-0.00102468j -0.000463093+0.000997498j -0.00496577+0.00262099j 0.0924-0.00460022j 0.0899369-0.00440401j -0.165328-0.00328015j -0.0498769-0.00471972j 0.157312+0.00161657j -0.12777+0.00444577j -0.345696-0.00044961j 0.156252-0.00121963j 0.100184+0.00295739j 0.0929259-0.00419655j -0.100243+0.00355047j -0.0126925+0.00913865j 0.197911+0.000989881j 0.19308-0.00138485j 0.0863064-0.0066116j 0.00100042+0.00164441j 0.00281573+0.00143077j 0.0159974-0.00278724j -0.00505833+0.00165529j -0.016438-0.000573208j -0.00759675+0.000401606j -0.0345881+0.00410087j -0.0509989-0.0020093j 0.0378021-9.95641e-05j -0.00934967-0.00186529j 0.0161014-0.00151079j 0.0468155+0.00185476j 0.00334976+0.000423154j -0.00651831+0.00184601j 0.0461399+0.00352946j 0.0351771+0.00289072j -0.0132241+0.000697757j 0.00728451-0.00048696j -0.00460539-0.00371508j -0.047846-0.00192089j -0.00376685-0.00572291j 0.0101378-0.00356827j 
-0.0398248-0.00198044j 0.0039706-0.000209686j 0.0706792-0.000169919j -0.0340797-0.000853662j 0.0645109+0.0041158j 0.0693415-0.00354743j 0.0166868+0.00408843j 0.0639435+0.00640693j -0.0446253-0.00893712j 0.131852+0.000234622j 0.0659443+0.000931243j 0.0802412+0.00911076j -0.0331083-0.00212555j -0.0544235+0.00459491j 0.0164765+0.00114644j -0.0203323-0.00437389j 0.0369581-0.00509572j 0.0211556-0.000478493j 0.0022203+0.000253813j 0.0384035-0.00144909j -0.0567755-1.5796e-15j 0.0328866+0.00221589j 0.0187501-0.00434325j 0.0177562+0.00465119j 0.0657265-0.00340395j -0.0147075-0.000458112j -0.124391+0.002169j 0.053053+0.0049734j 0.0108431+0.000701446j 0.0119099+0.000384379j -0.0279398+0.000197012j 0.0850999-0.00384641j -0.0578553-0.000291703j 0.0301936-0.000868495j -0.160248+0.00207781j 0.167902+0.000590343j -0.0799853-0.00430925j -0.00106716+0.00261701j -0.0627056+0.00651539j -0.0780832+0.000527402j -0.058745+0.00440412j -0.0772238-0.000894624j 0.00192816-0.00347391j -0.142046-0.00296743j -0.0976372-0.00354434j -0.107291+0.00414008j 0.0145567-0.000584888j -0.00342081+0.000564679j -0.0218041+0.00016578j 0.00949057-0.00156709j 0.00219783-0.000271607j 0.00548463-0.000252973j -0.0106272-0.000149319j -0.0145101+0.00086185j 0.0101376+0.00050221j -0.00696388+7.47205e-05j -0.0137127-0.00335471j -0.0200305-0.000634796j -0.00708224+0.00270482j -0.0154983+0.00117469j 0.00138891+0.00204397j 0.00289763+0.00225063j 0.00145195-0.00146893j -0.00586382-0.00177465j -0.00231857-0.000529987j 0.00700655+9.71399e-05j 0.0258148+0.00114102j -0.00599711+0.0046862j -0.00795096+0.00252681j 
0.0102769-0.000727303j -0.00867594-0.000448155j 0.0245885+0.00196787j 0.0406107-0.00503926j -0.00723583+0.00197164j -0.00617213+9.44833e-05j -0.0931474+0.0019381j 0.0509433+0.0042501j 0.0361036-0.0071039j -0.0219741+0.00656123j 0.0751109-0.00394063j -0.0929782+0.00154297j -0.0241545+0.00264154j 0.0442465+0.00494484j -0.0139918+0.00156936j 0.026104+0.00150742j -0.0326957-0.000698442j -0.0145935+0.00129242j 0.00899784-0.00212896j 0.00481269-0.00222122j 0.0328866-0.00221589j -0.135754+1.87567e-15j -0.0105143-0.00564253j -0.0296223+0.000455002j -0.117595+0.00218516j 0.0320338-0.00347956j 0.100582+0.00239604j 0.0637709-0.000184486j -0.00283481+0.00136486j -0.0454357+0.000188898j 0.109656+0.000494347j 0.0516432-0.00398952j 0.240766-0.00314984j -0.180967+0.00120098j -0.0350385-0.000680438j 0.389626-0.00176768j -0.0110264+0.000916568j -0.077299-0.000352519j 0.150826-0.00190579j -0.0260655-0.000171612j -0.0127678+0.000575248j -0.021354+0.00342099j -0.0882566+0.00244807j 0.0705462+0.00240557j 0.00699473+0.0022626j 0.0131755+7.11008e-05j -0.0396136+0.00275096j 0.0197141-0.00381504j 0.026121+6.32613e-05j -0.0205595-0.000791314j 0.0057719-0.00293084j -0.01385+0.000332188j 0.00427485-0.000233753j 0.0173105+0.00557958j 0.00456394+0.00163545j -0.000452065-0.000570884j 0.0701894-0.00318403j 0.0271486+0.00549007j -0.00988676-0.00322195j 0.0358875-0.00230208j -0.00192211+0.00232566j 0.00198052-0.00428614j -0.0453863+0.000167101j -0.00767-0.0015757j 0.00263266+0.00131576j 0.00349218-0.00276345j -0.0260157-0.00188432j 0.00314045-0.00414739j 0.00932262-0.0028049j 
-0.023725-0.00137444j 0.019532-0.000539341j 0.0496362-0.00272125j 0.0185394+0.00391747j -0.0652214-0.00187899j 0.0626861-0.000754874j -0.0163659+0.000727631j 0.00082767-0.000759076j -0.0282981-0.00103485j 0.0419665+0.00233202j -0.00119828-0.00426163j 0.0262832-0.00285983j 0.0605512+0.00134764j -0.107521-0.00265914j -0.0144908+0.00525757j 0.0243737+0.00242311j 0.0744972+0.000500689j -0.0408214-0.00235066j -0.0844759+0.00100842j 0.0478404+0.00276939j 0.0187501+0.00434325j -0.0105143+0.00564253j 0.0189486-1.9641e-14j 0.091326-0.00163638j -0.0178925-0.00165771j -0.0113801+0.00811129j -0.0281495-0.00507066j -0.054272+0.00588434j -0.0219748-0.00269292j -0.00406281-0.000442483j 0.00833674+0.00324476j 0.155829-0.00156487j -0.161738+0.00326359j -0.288259+0.00215612j -0.333766-0.002587j -0.0979339+0.000260278j 0.106243+2.83051e-05j 0.0871173-0.000213586j -0.185325-0.00146531j -0.00241245-0.00351824j 0.10077+0.00295509j 0.010413-0.00272456j -0.258162-0.0031351j -0.322304-0.00216081j 0.0720919+0.00423695j 0.186521+0.00133283j 0.171534-0.00367363j -0.0482278-0.00304549j -0.0415381+0.00190465j 0.0541419+0.000867393j 0.0112931+0.00141026j 0.0105636+0.000147998j -0.00566058-0.000875783j -0.0377237-0.0036692j -0.0431412-0.00223998j 0.00758245+0.00312359j -0.0139666+0.00217252j -0.000946339+0.00211263j 0.0119603-0.000233052j 0.0389953-0.00139699j -0.0293908-0.000304938j -0.0148562-0.00144514j -0.0119797+0.00394042j -0.0629987+0.00231138j 0.0028794+0.000326511j 0.000684449+0.00920523j 0.0124704-0.00687922j -0.00325036+0.00180424j 2.39048e-05-0.00609963j 
0.0168231+0.00299699j 0.006954+0.00276772j 0.0223956-9.94295e-05j 0.00167829+0.00238114j 0.0269104+0.000899544j 0.0293341-0.00105782j 0.0478646-0.00251042j -0.0906451-0.00087505j 0.0756859+0.00444482j -0.0113966-0.00224487j 0.00500006+0.00437022j -0.0532025-0.00262383j -0.108862+0.000933247j -0.0832432+0.00240922j 0.00552333+0.00289937j -0.0458811-0.00171977j 0.0551531-0.000651465j 0.0390087-0.00105994j 0.0864644+0.000286793j 0.0188547+0.00705223j 0.0177562-0.00465119j -0.0296223-0.000455002j 0.091326+0.00163638j -0.0556232-2.68586e-14j 0.0204419+0.000543442j -0.0212043-0.00199118j -0.0401734+0.00147593j 0.156699-0.00217254j -0.0282337+0.00051557j -0.0480987-0.000201429j 0.00173634+0.00100977j 0.221447+0.000493852j 0.0321357-0.00213198j 0.0481339+0.00279333j 0.220254-0.000202612j -0.2272-0.00162249j -0.161151-0.0014705j -0.0024315+0.00470942j 0.126229+0.00362899j -0.0654354-0.00395783j -0.171382+0.00519834j -0.152466+0.00507334j -0.152425-0.00306636j -0.349244-0.00189332j 0.0167025+0.00266976j -0.0999344+0.00070876j 0.0496542+0.000614684j 0.0473593+0.00287093j 0.0113792-0.000587478j -0.034934-0.00115448j -0.0201639-0.00306255j -0.00718454-0.000193979j 0.0125271+0.000766391j 0.0193823+0.0005997j 0.0416115+0.000358919j 0.00440999-0.00120929j -0.0127068+0.000759744j 0.0214068+0.00308564j 0.00880813+0.00123077j -0.0155192-0.00327198j 0.0601741+0.00510008j -0.0545174+0.00357962j -0.0505905+0.00224573j -0.0544019-0.00936772j -0.00106919+0.00140512j 0.00232168-0.0127968j 0.0415989-0.00429697j 0.00165026+0.00596581j 4.26915e-05-0.00421605j 
-0.0129399-0.00342796j 0.067675+0.00257219j 0.0295243+0.00248829j -0.0653223-0.00439078j 0.0213671+0.00203245j 0.0626971-0.00381181j -0.107857-0.00165282j 0.00182164+0.00272481j -0.0131637-0.00311743j 0.0694234-0.000955972j -0.0188997-0.000303908j 0.0451797+0.00692527j -0.0186471-0.00350863j -0.0517964+0.00320701j 0.0181469-0.00237059j 0.0160838-0.00300178j 0.0303825-0.00588193j -0.063359+0.00249443j 0.112289+0.000528678j 0.0489793-0.000922143j 0.0657265+0.00340395j -0.117595-0.00218516j -0.0178925+0.00165771j 0.0204419-0.000543442j -0.0667034+2.28164e-14j 0.0445195+0.00178114j -0.021402+0.00082647j -0.022522-0.00703645j 0.083875+0.000770626j -0.0225376+0.000426073j -0.120712-0.00192222j -0.256854-0.000554444j 0.175725-0.00135247j -0.184835-0.000441036j -0.00285836-0.00217328j -0.431475-0.00190546j -0.0371378+0.000134695j 0.0371073-0.00135551j 0.0270783-0.00212572j 0.0789777+0.00312339j -0.0534664+0.000870424j -0.075257-0.00708706j 0.0499009+0.000151793j 0.00886883-0.00218844j 0.060511+2.38497e-05j 0.0587523-0.00397588j 0.148059-0.00312511j -0.0233757+0.00126477j -0.0174163+0.000939077j 0.023798-0.00181549j -0.0273351-0.00304555j -0.0330841-0.00148259j 0.0290309+0.00270097j 0.0560998-0.0043294j -0.0485979+0.00160428j -0.00603951+0.00217098j 0.0336536+0.00329706j 0.0463935+0.00123799j 0.0166543+0.000711351j -0.0369831+0.000196603j 0.00648473+0.000902877j 0.0313717+0.00420865j 0.00628513+0.00522835j 0.0298316-0.0084215j 0.000585296+0.00188479j -0.0144969+0.00248937j -0.0276398-0.00429822j -0.00325712-0.00137298j 0.00654333+0.000704233j 
