0.0314332-6.59195e-17j -0.07118+0.00158489j 0.0335103-0.00126055j 0.0340246-0.00118719j -0.0248631+0.00143176j 0.0299676+0.00209503j 0.0140927-0.000755151j 0.0048295+0.00136597j -0.0309489-0.000135992j 0.0158318-0.00190981j -0.0666376+0.000441564j -0.0225404+0.00592773j 0.276346-0.00259865j 0.105097-0.00850392j 0.00646615+0.000315466j 0.104037+0.00599483j 0.120358-0.000916607j 0.00217394-0.000337635j -0.0372644+0.00265906j 0.0185871+0.000323806j -0.0398248+0.00198044j 0.0102769+0.000727303j -0.023725+0.00137444j 0.0168231-0.00299699j -0.0129399+0.00342796j -0.0148057-0.000222715j -0.0859263+0.00060954j 0.0138345+0.000340216j -0.00516728-0.00142929j 0.0131432-0.000656725j 0.00945766+0.00051008j 0.0103211+0.00268239j 0.035875-0.00285842j 0.0397006-0.00201839j 0.00198772+0.00229221j -0.0156434+0.00256772j -0.0962176-0.00112846j -0.027608-0.00220619j 0.0992646-0.00233302j -0.0636953+0.00720839j -0.0678595+0.00208695j 0.0149989+0.00451788j 0.110713+0.00991801j -0.0899908+0.0210254j -0.0507988-0.00132046j -0.120247-0.00245624j 0.0189494+0.00344513j -0.000772003+0.000138516j -0.0449264-0.00283683j 0.00362459+2.56811e-06j -0.00875234-0.00107868j 0.00445589-0.00090437j 0.00863769-3.81911e-05j 0.0153516-0.00316732j 0.0337744-0.00750118j -0.0172556+0.00226146j -0.00128475-0.0054624j 0.00302471-0.00249595j -0.0167284+0.00593851j -0.0386926-0.000277489j 0.026056+0.00194823j -0.0215494+0.00952474j 0.00850019-0.00510702j 0.00914716-0.00861029j -0.0017279+0.00114268j -0.000270526-0.00149818j 0.013857-0.00194572j 0.0344063+0.00765473j -0.0345583-0.00231113j 
0.0153516+0.00316732j -0.019242-0.00198524j 0.00751651+0.00327465j 0.0315932+0.00724358j 0.0028694-0.00557702j -0.0065173+0.00276488j -0.0140897-0.00461216j 0.00886894-0.000243682j -0.0196626-0.00338692j -0.0118108-0.00102056j -0.0144284-0.00321798j -0.0193617+0.00035428j 0.0128567+0.00553543j 0.0133159+0.00278296j 0.0150911-0.00146531j -0.0190936-0.00531208j -0.0223303+0.00229816j 0.0298428+0.00414919j -0.0532374-0.00300263j -0.0345881-0.00410087j -0.0145101-0.00086185j 0.0173105-0.00557958j -0.0377237+0.0036692j 0.0193823-0.0005997j 0.0560998+0.0043294j -0.0198365+0.000392173j -0.0211017-0.00182569j -0.00478986-0.00446404j 0.00574981+0.00477724j -0.000272731+0.00196683j -0.00683943-0.0082252j -0.00172025+0.00420197j -0.0681083-0.00636506j 0.012875-0.00161092j 0.0132941+0.000419833j -0.00240176-0.00422122j -0.0145274+0.000111473j -0.00927541+0.000219547j -0.0263957-0.000534894j -0.00573765+0.00527322j 0.0852577+0.00887786j 0.0109204+0.00316461j 0.0103659+0.00530091j -7.44565e-05+0.00210765j 0.0117904-0.00611967j -0.00851832-0.00130455j -0.023485-0.00472651j -0.0050021+0.000729113j 0.0043662-0.000683045j -0.00744475-0.00125097j 0.00714208+0.000462982j 0.040671+0.000396294j 0.0360502+0.000107779j 0.00421141-3.42955e-15j -0.0378947-0.000597857j 0.0182984-0.000394877j 0.0128591+0.000431583j 3.59768e-05+0.000593865j -0.00648798+0.000823472j -0.0202028+0.000502962j 0.0106562+0.000153095j 0.0131689-0.000529293j -0.00488408+0.00189472j 0.00911354-0.00353857j 0.0025836+0.000239939j -0.00502873-0.00100913j -0.0227179-0.00104216j -0.00209515-0.00346509j -0.000633256+0.00105413j 
0.0337744+0.00750118j -0.0503446+0.00213951j 0.0551708+0.00493484j -0.0136914+0.00470147j -0.0201055+0.000528045j 0.00659124-0.00128876j 0.014863+0.00663708j -0.0266776+0.000520758j 0.0146208-0.00226938j 0.00874252-0.000744694j 0.00777659-0.00347654j 0.0141611-0.00118203j -0.00826162+0.00389531j -0.0133615-0.000472334j -0.071262+0.00147212j -0.0567727-0.00430149j 0.0696475+0.00273016j 0.0291009+0.00316317j 0.0184659-0.00484405j -0.0509989+0.0020093j 0.0101376-0.00050221j 0.00456394-0.00163545j -0.0431412+0.00223998j 0.0416115-0.000358919j -0.0485979-0.00160428j -0.0293981-0.000405352j -0.0302672-0.00254563j 0.07346-0.00559047j -0.00397933-0.00140074j -0.0348921-0.000278592j -0.0176076+0.000178719j 0.0762901-0.00153995j -0.0139881+0.000615708j -0.0336712+0.00116511j -0.0302187-0.00144745j -0.0160166+0.000516521j -0.0107814-0.00327274j 0.0029979-0.00364007j 0.0110085+0.000951806j -0.0488617+0.000388379j -0.0332827-0.00234237j -0.00389474-0.00310853j 0.0190336-0.00203306j 0.0441766+0.00514685j 0.071706+0.00221013j 0.0393798+0.0039117j -0.0389509+0.000474827j -0.0113673+0.000742738j 0.0643849+0.00828411j -0.0435853-0.00367902j 0.0390513+0.00157654j 0.0430734+0.000478315j 0.0635987+0.000502237j -0.0378947+0.000597857j -0.318939-2.88732e-14j 0.172448+0.000143403j 0.117124+0.00143597j -0.026997+0.00108297j -0.0139396-0.000274741j -0.141205+0.00387776j 0.0536092+0.000399137j 0.160674-0.00574359j -0.250127-0.00461035j 0.13739-0.00813774j 0.0191304+0.000857166j -0.0295228-0.00041376j -0.146854-0.00287713j -0.0239542-0.0106437j -0.00538977+0.0044771j 
-0.0172556-0.00226146j 0.0216833+0.00226048j 0.00124892+0.000938492j -0.0122639-0.00712613j 0.0177433+0.0050803j 0.00720903-0.00288604j 0.00443513+0.00495801j 0.00929123+0.000195308j 0.00094011+0.000652614j -0.00217037-0.00224025j 0.00229743-0.00134644j -0.00750133-0.00326797j -0.0148958-0.00123958j -0.0185045-0.00329125j 0.020652+0.00102472j 0.0186067+0.001863j -0.0030617-0.00202444j -0.0196715-0.00349221j 0.00302351+0.00394735j 0.0378021+9.95641e-05j -0.00696388-7.47205e-05j -0.000452065+0.000570884j 0.00758245-0.00312359j 0.00440999+0.00120929j -0.00603951-0.00217098j 0.000326464+0.00424379j 0.00497061+0.00360715j 0.0146656+0.000452186j -0.020883-0.00215475j -0.010858+0.000307254j 0.0133335+0.00153192j 0.0155031-0.00157057j 0.00593728+0.00290779j -0.0269574-4.47205e-05j -0.0121231+0.000811416j 0.00425571-0.00143511j -0.0103024+0.00243735j 0.0278831-6.35332e-05j -0.00778639+0.00117481j 0.0302772+0.000228089j -0.0241345-0.00101192j -0.00482833+0.00163978j -0.0145522+0.000607696j -0.0345465-0.00429678j -0.0472098-0.00124667j -0.0308804+0.000187031j 0.0340142+0.00128828j 0.00240884-0.00167762j -0.0347917-0.00468147j 0.0171968+0.000740978j -0.0147105+0.000319848j 0.0505409-0.000304759j 0.0171829-0.00102103j 0.0182984+0.000394877j 0.172448-0.000143403j -0.0855379+7.01674e-14j -0.0647556-0.00116074j 0.0117945-0.000133691j 0.000607069+0.000677435j 0.0780948-0.00223859j -0.0218918-0.000368312j -0.0871449+0.00273876j 0.12511+0.00147506j -0.0737738+0.00421793j -0.0108637-0.000444949j 0.0168753+0.000844592j 0.0872267+0.00171227j 0.00766663+0.00652007j 0.00127546-0.00218877j 
-0.00128475+0.0054624j -0.000217868+0.00729408j 0.0113798+0.00545621j -0.000625174-0.0048843j 0.0169167+0.00268517j 0.00922938-0.00190106j -0.00452492+0.00079288j 0.000680829-0.00180542j 0.00859499+0.00196444j 0.00519905-0.00290411j 0.00568062+0.00101963j -0.0128263-0.00218291j -0.025785-0.00196905j -0.00332988-0.00159898j 0.0195627+0.0021146j -0.00108977-0.00134497j 0.0114642+0.0038082j 0.0143445-0.00234668j -0.0013841+0.000361662j -0.00934967+0.00186529j -0.0137127+0.00335471j 0.0701894+0.00318403j -0.0139666-0.00217252j -0.0127068-0.000759744j 0.0336536-0.00329706j -0.0427784-0.000691064j -0.0415698-0.00374716j 0.0552756-0.000753303j 0.00335959-0.00122547j -0.0289159-0.000660164j 0.015194+0.00706116j 0.0629687-0.00251208j -0.0425251+0.00419327j 0.0277017+0.00516434j -0.00749032-0.0022652j 0.0120029-0.000505803j -0.0446212+0.00719327j 0.0232812-0.00318863j -0.0427301-0.00185454j 0.00739703-0.00118264j -0.0258113-0.00691656j 0.0015533+0.00182332j -0.00210686+0.0057323j -0.0329657-0.00561298j -0.0269628-0.00221096j -0.0365684-0.00202076j 0.0200187+0.00260382j 0.00501526-0.00191641j -0.0271915-0.00366854j 0.00628534+0.000466086j -0.0129616-5.48275e-05j 0.0471272+0.000216883j 0.0275839+0.000454121j 0.0128591-0.000431583j 0.117124-0.00143597j -0.0647556+0.00116074j -0.0388329-1.06707e-14j 0.0126965-4.11829e-05j -0.0100189+0.000677621j 0.0425258-0.000426998j -0.00779732-4.02429e-05j -0.0596253+0.00182119j 0.0922385-0.000294533j -0.0393545+0.00204175j -0.00798455-0.000389818j 0.0125537+0.000647902j 0.0606513+0.00242581j 0.000693481+0.00323762j 0.00188349-2.552e-06j 
0.00302471+0.00249595j -0.00834158+0.001038j -0.00902415-0.00539039j -0.0170975+0.00395109j 0.00593496+0.00142612j -0.00628993-0.00122719j 0.0164361-0.00382557j -0.00835864+0.00225543j 0.00943418+0.00378895j 0.0153219+0.00769154j 0.0168975+0.00351918j 0.0059905+0.00178378j -0.0252702+0.00103251j 0.00373569-0.000729626j -0.00457697-0.000789023j 0.00373343-9.21309e-05j 0.0336444+0.00364292j 0.00768692-0.00243784j -0.00860942+0.00246528j 0.0161014+0.00151079j -0.0200305+0.000634796j 0.0271486-0.00549007j -0.000946339-0.00211263j 0.0214068-0.00308564j 0.0463935-0.00123799j 0.00850409+0.00433287j -0.0375981-0.000347253j 0.0187885+0.00127888j -0.0158603+0.000216777j -0.00126113+0.000543597j 0.00803819-0.0043627j 0.00405706-0.00370814j -0.0347126+0.0064468j 0.039434-0.00203672j -0.00475873-0.00236858j -0.00115874-0.0042408j -0.0155685+0.00303848j 0.015975+0.00107679j -0.0144579+0.00266638j -0.0427677-0.00309537j -0.0310136-0.00550534j -0.00417547-0.00129286j 0.0115924+0.000652039j 0.00116089-0.000988173j 0.0212799+0.000129579j -0.00991076+0.00113518j 0.00494158+0.00306478j -0.00743581-6.06022e-05j -0.001509+0.00115541j 0.00282949+0.000156971j 0.00232166-0.000428867j -0.00600191+0.000275162j 0.00171645+0.000667648j 3.59768e-05-0.000593865j -0.026997-0.00108297j 0.0117945+0.000133691j 0.0126965+4.11829e-05j 0.000597148+9.55182e-17j -0.00506057+0.000738766j -0.0176838+0.000617201j 0.00306562+4.18163e-05j 0.0185657+0.000359744j -0.0232774-0.00252817j 0.0245385-0.000989051j 0.00111751-6.22737e-05j -0.00198357+0.00102539j -0.00719541+0.000772843j -0.00469956-0.000273067j 0.000596804+0.00122289j 
-0.0167284-0.00593851j 0.0153618-0.00314646j -0.01919-0.00753363j -0.0162758+0.00175111j -0.011292+0.00675994j 0.00203379-0.000610325j 0.0166341+0.00360708j -0.0101664-0.00176524j 0.00138969+0.00389886j 0.00586158-0.000814063j 0.0192718-0.00431856j 0.0148749-1.6276e-05j -0.0132012+0.00138367j -0.00875553-0.00176838j -0.00553107-0.00422985j 0.0193475+0.00212236j 0.0242438-0.00397033j -0.0286824-0.00536679j -0.00164529+0.00525473j 0.0468155-0.00185476j -0.00708224-0.00270482j -0.00988676+0.00322195j 0.0119603+0.000233052j 0.00880813-0.00123077j 0.0166543-0.000711351j 0.0357808+0.0043317j 0.0024824+0.00458305j -0.0316714-0.00278766j -0.00580289+0.004864j -0.0147099+0.00100245j -0.00398532-0.00424637j -0.0409429-0.0021603j -0.0060949-0.00397306j 0.00330264+0.000944354j -0.013483-0.00165056j -0.0109135+0.000546193j 0.0221901-0.0010989j 0.0199803+0.00487458j 0.0171311+0.00235766j -0.0375771-0.00229027j -0.0285416-0.000907496j -0.000557229-0.00136572j 0.00346292-0.00534385j 0.0124889+0.00304763j 0.00496613-0.000434104j 0.00322992+0.00494046j 0.00612583+0.00103734j -0.0094484-7.48468e-05j -0.00217988+0.000689044j -0.00392458-0.000922009j 0.00776577+0.000460979j 0.0642775+0.00233144j 0.0463075+0.00173869j -0.00648798-0.000823472j -0.0139396+0.000274741j 0.000607069-0.000677435j -0.0100189-0.000677621j -0.00506057-0.000738766j -0.00191293+4.41487e-16j 0.0107159+0.000174874j 0.00132345-0.000742097j 0.0100114+0.0010626j -0.0136386-0.000764294j 0.00594044+0.000569139j -0.000184971+8.85498e-05j -0.00136614+0.000399635j 0.000535895-0.000505853j 0.00230549+0.00183668j 0.00219204-0.000898286j 
-0.0386926+0.000277489j 0.00328791-0.000597858j 0.00286056+0.00279817j -0.0284998-0.00601764j -0.012391+0.00337928j 0.0224152-0.000555431j 0.00872736-0.00735865j -0.00428642-0.00306028j 0.00355013-0.000791809j -0.0112266-0.000803757j -0.00472437-0.000777021j 0.0364958+0.00022677j -0.0080527-0.00286594j -0.0311686-0.000906419j -0.0338083+0.00112444j 0.00832001+0.00162393j 0.000572713-0.00398991j -0.0415643+0.00163193j 0.0494836+0.00266077j 0.00334976-0.000423154j -0.0154983-0.00117469j 0.0358875+0.00230208j 0.0389953+0.00139699j -0.0155192+0.00327198j -0.0369831-0.000196603j 0.0385427+0.00153139j 0.00277387+0.000874323j -0.0691183-0.000300222j 0.027685-0.000963008j 0.0137177+0.00123677j -0.0122496+0.00222495j -0.0193446-0.000317845j -0.0228155-0.00148416j 0.050064-0.000231353j -0.0181527+0.00152084j 0.0034306+0.00204063j -0.0377911-0.00952316j -0.0202103-0.000766391j 0.0402561+0.000936584j -0.0388682+0.000640389j -0.0377942-0.000375525j -0.0121769-0.00490474j -0.000636776-0.00607873j 0.0445685+0.00752422j 0.00471076+0.00496929j 0.0180468+0.00419782j -0.0238476-0.000817999j -0.00134662-0.00110453j 0.0104932+0.00506165j -0.00689107-0.000309064j 0.0102023+0.000721216j -0.0486999-0.00244263j -0.0282316-0.00235418j -0.0202028-0.000502962j -0.141205-0.00387776j 0.0780948+0.00223859j 0.0425258+0.000426998j -0.0176838-0.000617201j 0.0107159-0.000174874j -0.0570894-1.91427e-15j 0.00726155-0.000628323j 0.0887825+6.09097e-05j -0.104397-0.00500089j 0.0687889+0.00126332j 0.00647228+0.000123481j -0.0105237-0.000246556j -0.0523728-4.02086e-05j 0.0033361-0.00216782j -0.0118577-0.000444184j 
0.026056-0.00194823j -0.00294654-0.000257071j 0.0126708-0.0140593j -0.0263171+0.00591356j 0.0149409-0.00438942j -0.014892+0.0016054j -0.018844+0.00116814j -0.0166071-0.00636223j -0.0059323-0.00491088j 0.00853242+0.00467223j 0.0133771+0.000109427j -0.0179175+0.00360132j -0.0138987+0.00368869j -0.00175825+0.000440978j -0.00840261-0.00350808j 0.00462154-0.00160046j 0.0205839+0.00109226j 0.0173242-0.00406997j -0.0155338+0.00180006j -0.00651831-0.00184601j 0.00138891-0.00204397j -0.00192211-0.00232566j -0.0293908+0.000304938j 0.0601741-0.00510008j 0.00648473-0.000902877j 0.000157222+0.00835469j -0.0207501+0.0032907j 0.0421699-0.00792673j -0.0135927+0.00474767j 0.0200941+0.00287495j 0.0455331-0.00556686j 0.0051684-0.000652335j -0.00858836-0.00205123j -0.0373206+0.00168392j -0.00509351-0.00162241j -0.00571027-0.00518152j -0.0220238+0.00684688j 0.023851+0.00318033j -0.0131111+0.00487307j 0.0204816-0.00325346j -0.00630215-0.00156177j -0.0149859+0.00357097j 0.00854093+0.000605825j -0.0124651-0.00260077j 0.001501-0.00477276j -0.00936695+0.00297215j 0.0123441+0.00103605j -0.00666834+0.000776104j -0.00224772-0.000152793j 0.0137851+0.00229529j -0.0101216-0.000592695j -0.0655072-0.00269244j -0.0533586-0.00228182j 0.0106562-0.000153095j 0.0536092-0.000399137j -0.0218918+0.000368312j -0.00779732+4.02429e-05j 0.00306562-4.18163e-05j 0.00132345+0.000742097j 0.00726155+0.000628323j -0.00744615-3.17021e-16j -0.01786+0.00106473j 0.0216837-0.000152669j -0.0150359-0.000923696j -0.00266841+0.000169641j 0.00272378+0.000160419j 0.0226293+0.000216399j -0.00326838+0.00179679j 0.00241199+0.000294025j 
-0.0215494-0.00952474j 0.031792-0.000863544j -0.0298382+0.00483318j 0.0293243-0.00622772j -0.0235848-0.00521753j 0.00565156+0.00414904j 0.0284619-0.00399346j 0.00404741+0.00197325j 0.00262584+0.000223756j 0.00210463-0.00244412j 0.0130593-0.00280989j -0.00324767-0.00582015j 0.00766858+0.00484037j 0.00638023+0.00197934j 0.0319994-0.002349j 0.00107251+0.00578604j 0.0248039-0.00532133j -0.0361349-0.00457355j -0.0284642+0.00908445j 0.0461399-0.00352946j 0.00289763-0.00225063j 0.00198052+0.00428614j -0.0148562+0.00144514j -0.0545174-0.00357962j 0.0313717-0.00420865j -0.0148947+0.00235262j 0.0197512+0.0102761j -0.00191607-0.00324074j -0.00318151+0.00164528j -0.003316-0.000871192j 0.0029895-0.00314948j 0.00447342+0.00525614j -0.00879389-0.00412928j -0.00912367-0.00334888j 0.00479125-0.000632111j -0.0121985+0.00158124j 0.068639-0.00158217j 0.03909+0.00435292j -0.00747504+0.00291625j -0.0118207+0.00242244j -0.000385478+0.000751498j 0.0458463+0.00258453j -0.0212613-0.00614055j -0.00434048+0.00205016j -0.0123333-0.00433953j -0.00178851+0.00296425j 0.0196784+0.000555288j 0.0107447+0.000697659j -0.00467255-0.0041321j 0.00807277+0.00135736j -0.0121957-0.000886529j 0.0173962+0.00104384j -0.00367748-0.000816517j 0.0131689+0.000529293j 0.160674+0.00574359j -0.0871449-0.00273876j -0.0596253-0.00182119j 0.0185657-0.000359744j 0.0100114-0.0010626j 0.0887825-6.09097e-05j -0.01786-0.00106473j -0.0622165-3.11817e-16j 0.0949552+0.00472732j -0.0635236+0.00223788j -0.00620172-0.000255493j 0.00895529-0.00173784j 0.044764-0.000492065j 0.00331271+0.00402693j 0.021839-0.00218486j 
0.00850019+0.00510702j 0.0296513+0.0109191j -0.0129481+0.000121802j 0.034644+0.00295964j 0.00883115-0.00317493j -0.00202179-0.00126437j 0.0108874+0.00176673j 0.0125574-0.00304863j -0.016523+0.00154798j -0.00271295+0.000111772j 0.00588472+0.00052308j 0.035199+0.00140415j -0.0203923+0.00258716j -0.0192907-0.000603964j 0.0528502+0.00314983j -0.0319391-0.0100546j 0.00555276+0.00320379j 0.0233838-0.00184963j -0.0618839+0.00271836j 0.0351771-0.00289072j 0.00145195+0.00146893j -0.0453863-0.000167101j -0.0119797-0.00394042j -0.0505905-0.00224573j 0.00628513-0.00522835j -0.0092736+0.00432075j -0.0304758+0.000504785j -0.0539307-0.00165911j -0.000197433+0.000336582j 0.00563124+0.000439812j 0.00125503+0.000872947j -0.0299757-0.00279318j 0.0175575+0.00443952j 0.0235303+0.00271806j 0.00204601-0.00182445j -0.00165049-0.00204415j 0.0344883+0.00478793j -0.0822001+0.00126619j 0.0546646+0.00055696j -0.0970888-0.000497619j 0.0514998-0.00870637j 0.0159753-0.00156855j 0.0299029-0.000680677j -0.0328944-0.00145476j 0.0328012+0.000386659j 0.0352111+0.00161476j -0.0167253+0.0047307j -0.0028712-0.00154345j 0.0664197+0.00541361j -0.0306246-8.91227e-05j 0.0185961+0.00127916j -0.0396859+0.00100689j 0.0126789-0.0016263j -0.00488408-0.00189472j -0.250127+0.00461035j 0.12511-0.00147506j 0.0922385+0.000294533j -0.0232774+0.00252817j -0.0136386+0.000764294j -0.104397+0.00500089j 0.0216837+0.000152669j 0.0949552-0.00472732j -0.162631-6.6711e-16j 0.0858576-0.00501705j 0.00939561+0.000369299j -0.0141913+0.000113147j -0.0642926-0.0020115j -0.00935622-0.00357633j -0.0159136+0.00459679j 
0.00914716+0.00861029j 0.0452414-0.00817994j -0.0314848+0.00170128j 0.0186296-0.00642909j -0.00844738+0.00712814j -0.0125112-0.00704092j 0.000868619-0.00654402j -0.00858492-0.003993j 0.00220065+0.00350492j -0.00955749+0.00558851j -0.00210885+0.00141996j -0.0104547-0.0113712j 0.0118657-0.00132023j 0.0151665+0.00585604j 0.0726706-0.0046947j -0.0444992+0.00514123j -0.0176786-0.00283564j -0.0187786+0.00475114j -0.0262854-0.00337225j -0.0132241-0.000697757j -0.00586382+0.00177465j -0.00767+0.0015757j -0.0629987-0.00231138j -0.0544019+0.00936772j 0.0298316+0.0084215j 0.023351-0.00448141j 0.0284714-0.00362792j 0.000974731+0.011485j -0.00366657-0.00367843j 0.00717747+0.000962683j 0.0259426+0.00647255j -0.0078983-0.00365089j 0.0174009+0.00258394j 0.00556907-3.95916e-05j 0.0217196+0.00426013j -0.00977949+0.0012516j 0.0680127-0.00339241j 0.0133972+0.00108203j -0.0203781-0.00835233j 0.00767452+0.00370031j 0.00490089+0.000112754j 0.033061-0.00307281j -0.0247634+0.000482353j 0.0092675-0.00113155j 0.00377162+0.00431753j 0.00167289-0.00474616j 0.0342442+0.00042563j 0.00352745+8.85487e-05j 0.0145915-0.00344024j 0.00778659+0.001374j -0.00844243-0.00214024j 0.0071871-0.000678084j -0.0114225+0.00122641j 0.00911354+0.00353857j 0.13739+0.00813774j -0.0737738-0.00421793j -0.0393545-0.00204175j 0.0245385+0.000989051j 0.00594044-0.000569139j 0.0687889-0.00126332j -0.0150359+0.000923696j -0.0635236-0.00223788j 0.0858576+0.00501705j -0.0476651+2.1684e-18j -0.00223711-4.1621e-05j 0.00442701+0.00153367j 0.00683512-0.000693786j 0.00329706-0.000201175j 0.0273829-0.00048426j 
-0.0017279-0.00114268j -0.00778693+0.00107206j -0.00285151-0.000165006j 0.000166181+0.000900812j 0.00256665+0.000162032j -0.00476657+0.000549459j 0.000367463+0.000682054j 0.00738046+0.000606416j -0.00465191+5.41407e-05j -0.00241857-0.00049646j 0.00284377+0.000542271j -0.00375338+0.00113305j -0.00188959+0.000320613j 0.0071975-0.000160277j -0.00718084+0.00138032j 0.0103111-0.000751554j -0.00375377+0.000322907j -0.00237383-0.000670768j 0.00615983-8.59244e-06j 0.00728451+0.00048696j -0.00231857+0.000529987j 0.00263266-0.00131576j 0.0028794-0.000326511j -0.00106919-0.00140512j 0.000585296-0.00188479j -0.00108543-0.000550253j 0.00523224+0.00122786j 0.00422758-0.000720595j -0.0146092-0.00355445j 0.0062173+0.00229287j -0.00545719-0.0029912j -0.00218428-0.000208602j -0.00099788-0.000534278j 0.00197778+0.00194724j 0.00227575-0.000307227j 0.00119495+2.04701e-05j -0.000313413+0.000791623j 0.00563032-0.000424145j -0.00602939+6.86352e-05j 0.00472899-0.00131443j 0.000166865+6.32714e-06j -0.000425758+0.000216235j -0.00368131+0.000412644j 0.00423073-0.000761185j -0.000713511-0.000576951j -0.0023751+0.000405474j 0.00146657+3.32018e-05j 0.000895921-2.24924e-05j -0.00626061+0.000106096j 0.00273176+3.35296e-05j -0.00206431+0.000205917j 0.00323725+7.601e-06j 0.00102118-2.88363e-06j 0.0025836-0.000239939j 0.0191304-0.000857166j -0.0108637+0.000444949j -0.00798455+0.000389818j 0.00111751+6.22737e-05j -0.000184971-8.85498e-05j 0.00647228-0.000123481j -0.00266841-0.000169641j -0.00620172+0.000255493j 0.00939561-0.000369299j -0.00223711+4.1621e-05j 0.00191801-4.01155e-18j -1.50471e-05-6.09853e-05j -0.00101584+0.000117088j 3.89263e-05+7.13887e-05j 0.00338305-7.29928e-05j 
-0.000270526+0.00149818j 0.00257336+0.00144978j 0.00635389+0.00305225j 0.00293053-0.00407506j -0.00501312-0.00233631j 0.00308443-0.000671316j 0.0007775-0.00140508j 0.000117207+0.00116541j 0.000246713-0.000756752j -0.00111226+0.000799292j 0.000464273+0.00390599j 0.00407535-0.000652217j 0.00230816-0.000112725j -0.0025809-0.00193229j -0.00146721-0.0017947j -0.0103969+0.00400708j 0.00858013+0.00169561j 0.00365327-0.0020161j -0.00587151-0.00799402j -0.00460539+0.00371508j 0.00700655-9.71399e-05j 0.00349218+0.00276345j 0.000684449-0.00920523j 0.00232168+0.0127968j -0.0144969-0.00248937j -0.0123936-0.00110562j -0.00435121+0.0003009j -0.00712387-0.00489514j 0.000419037-0.00495034j -0.00211756-0.000395653j -0.00314021+0.0035187j 0.000964025-0.0118527j -0.00890283-0.0097433j -0.00152111-0.00863267j -0.00380924-0.00920663j -0.00586002+0.00109273j -0.000898415+0.00040166j -0.00461546+0.00762365j 0.00930669+0.000147199j -0.00751333-0.00244742j 0.00486034+0.00285093j -0.00211672-0.0027759j 0.00803366+0.00271424j -0.00784802+0.00170049j 0.000109306-0.000553836j 0.00334672+0.000293715j -0.00350966+0.00140974j -0.00217287-0.00298972j 0.00613637+0.00012344j -0.00237784+0.00134587j 0.00421446+0.000548698j -0.00273277-5.99454e-05j -0.00114114+0.00015932j -0.00502873+0.00100913j -0.0295228+0.00041376j 0.0168753-0.000844592j 0.0125537-0.000647902j -0.00198357-0.00102539j -0.00136614-0.000399635j -0.0105237+0.000246556j 0.00272378-0.000160419j 0.00895529+0.00173784j -0.0141913-0.000113147j 0.00442701-0.00153367j -1.50471e-05+6.09853e-05j -0.00133857+6.21248e-17j 0.0047461-0.00010212j -0.000469465+0.000318341j -0.00675647+0.000121129j 
0.013857+0.00194572j -0.00223853-0.00948454j 0.020256+0.00258958j 0.0186074-0.0033247j -0.0134789+0.00252365j 0.000471671-7.11168e-05j 0.00482697-0.000987539j -0.0172926+0.000559192j 0.00164387-0.00134795j 0.000261996+0.00255434j 0.000192821-0.00081673j 0.0133221-0.00509519j 0.0128494-0.000579393j -0.00178231+0.00286712j -0.029495-0.00897705j -0.069551+0.00981814j 0.0621179-0.000516015j 0.0331486+0.00265476j -0.0201891+0.00234673j -0.047846+0.00192089j 0.0258148-0.00114102j -0.0260157+0.00188432j 0.0124704+0.00687922j 0.0415989+0.00429697j -0.0276398+0.00429822j -0.0131733-0.00384147j -0.0430974-0.00138252j -0.00085938+0.00613575j 0.0116523-0.000935315j -0.00381614-9.01256e-05j -0.0239381-0.000154081j 0.0317065+0.00494509j -0.0154654-0.00186843j 0.00853164-0.00136855j -0.0119134+0.00317757j -0.00663033+0.00230239j -0.00460214-0.00871535j -0.0386649+0.00127551j 0.0321393-0.00359923j -0.0360426+0.00578834j 0.0194257+0.00116438j -0.0137609-0.00102574j 0.0399693-0.000770336j -0.0470495+0.00480891j 0.0135706-3.15476e-05j 0.0107318-0.00267451j -0.0317545-0.00328539j -0.00777556+0.0019387j 0.030731-0.00314098j -0.0161419+2.92158e-05j 0.0193769-0.00109748j -0.0173458+9.8269e-06j -0.00393503+0.000548409j -0.0227179+0.00104216j -0.146854+0.00287713j 0.0872267-0.00171227j 0.0606513-0.00242581j -0.00719541-0.000772843j 0.000535895+0.000505853j -0.0523728+4.02086e-05j 0.0226293-0.000216399j 0.044764+0.000492065j -0.0642926+0.0020115j 0.00683512+0.000693786j -0.00101584-0.000117088j 0.0047461+0.00010212j 0.0393655+1.12757e-16j -0.002129+0.000622539j -0.0414193-0.000411876j 
