-0.000398747-0.0175981j 0.0101083-0.0159482j -0.010208+0.000518681j -0.0183247-0.0393406j 0.00508459+0.0011069j -0.00265296+0.0144077j -0.00712065+0.0354579j 0.00268865-0.0129187j -0.00139585+0.0201184j -0.00859134-0.00722983j -0.0106438+0.020112j -0.0128497-0.00564333j 0.022127-0.00243281j -0.0112905+0.0058052j 0.0133145+0.0030389j -0.00246558+0.00393468j -0.0100115+0.019134j 0.00576816-0.0187649j 0.00578457+0.00955846j -0.00191404-0.00147055j -0.00306863-0.00185699j -0.00264653-0.00421267j 0.0292054+0.000282779j 0.0148254+0.00842054j -0.0132014+0.00422185j 0.00530103-0.0217851j -0.000340024+0.00383032j -0.00799761-0.00951957j 0.00947872+0.0064083j -0.0210977-0.000285138j 0.00560099+0.0125918j 0.00131092+0.0165194j -0.00270142+0.0012961j 0.00506882+0.00012333j 0.00284162-0.00695083j 0.0143963+0.0184531j -0.00274724-0.0220494j 0.00218126-0.0111619j 0.00279275+0.00330056j 0.000518589-0.014363j 0.00676244-0.0207633j -0.00659903+0.0132726j -0.00926894+0.0218893j 0.0112372+0.000580061j 0.0157901+0.00387177j -0.00213234+0.00424412j -0.00708981-0.015619j 0.0219751+0.00367888j -0.00402955-0.0210275j 0.00711836-0.0188279j 0.0160475+0.00777722j 0.00633921-0.0442105j -0.0147687-0.0182112j -0.0367086+0.00857266j -0.0272369-0.023634j -0.0184558+0.00231263j 0.00142438-0.00608744j 0.0229102+0.0219199j -0.0051816-0.0151276j 0.0104779-0.0120186j -0.00318807-0.0120013j -0.0116675+0.0175919j 0.0140773+0.00288816j -0.0156297-0.00098605j -0.00718268+0.0154049j 0.0255195+0.0113499j -0.00137645+0.00239906j 0.0216412+0.00209192j -0.0208214+0.0358815j 0.012259+0.00629541j -0.0231318+0.00582288j -0.00135365+0.00944004j 0.0173316-0.00269354j 0.0201433-0.0881533j -0.0877089+0.00502257j 0.0320178-0.0692318j 0.0103029-0.0227306j 
0.00199279+0.0144269j -0.00864299-0.0165175j -0.0408004-0.00328607j 0.00834864-0.0439919j -0.00130822-0.0198568j 0.00101574-0.0144614j 0.0369596-0.0169527j 0.0125205+0.0277292j 0.017791+0.0388328j -0.0108341-0.0224681j -0.0402182-0.0250983j 0.0216985+0.0490703j 0.0437899-0.0188228j 0.0124346-0.0184845j -0.055714-0.0225441j 0.0044385+0.01046j -0.00618185+0.0036659j 0.000301341+0.0155206j -0.0392393-0.0502901j 0.0010052-0.0115166j -0.0329933+0.0308599j -0.0366266+0.00196472j 0.00458781-0.0240059j 0.00208405+0.0376024j -0.0425759-0.0067794j -0.00916347-0.0384596j -0.0135684+0.0111913j -0.0169788-0.0344714j -0.00131508+0.0260785j -0.00394131+0.0240731j 0.0402391-0.00938744j -0.00799681+0.0378258j 0.00276781-0.0117323j 0.0207975-0.0411595j 0.000984174-0.024749j -0.00329683+0.0158244j -0.0179745+0.023884j 0.0138715-0.0123774j 0.0329946-0.0125155j -0.014788-0.0334493j -0.00934398-0.0608206j -0.0195691-0.00614894j -0.0151292+0.0608116j -0.0475746-0.0249202j -0.00891976+0.0132646j 0.000714138-0.0204965j 0.0147197-0.0244617j 0.0105565+0.0456845j 0.00667659+0.0207696j 0.0256679-0.0166928j 0.0132414+0.00971999j 0.0110627-0.00388041j -0.00286624-0.0705866j -0.027534-0.0158793j -0.042056-0.00161467j -0.0110856-0.0348711j -0.00696738-0.0429643j -0.00700044+0.0112434j -0.0344714+0.0388896j 0.0156399-0.0191295j 0.0272035-0.0200802j -0.000576849-0.0257799j 0.0116313-0.00847465j 0.0208392-0.0135296j -0.030593+0.0103664j 0.031174+0.00457258j -0.0112333-0.0259543j 0.018875+0.00216047j 0.0143762+0.00846097j 0.0211526-0.00328778j -0.0003016+0.044507j -0.0197751+0.0140308j -0.0269975+0.0111075j 0.0103486-0.0344507j -0.0161866+0.0105131j -0.00208479-0.00218034j 0.0054645+0.0050204j 
0.0100295+0.00623006j -0.00632397+0.00661346j 0.0177207+0.011072j -0.00510723-0.0154797j -0.00878798-0.0313305j 0.00555475-0.0600983j 0.0691391-0.0373813j 0.0294077+0.0236033j 0.0351778+0.0508155j -0.0466745-0.000997995j -0.0282008+0.00176753j 0.0567631+0.00406045j 0.0695935-0.0222786j 0.0682836-0.0126413j 0.0374944+0.020895j 0.0415257-0.0205207j -0.0124815+0.0504905j 0.0239629+0.0984999j 0.000661692+0.0180538j -0.00679406-0.0456419j 0.0855084+0.00149295j -0.0216075-0.0526436j -0.00987916+0.0203987j -0.0291329+0.0390828j -0.0138527-0.0421774j -0.0423789-0.0329041j 0.00567929+0.0260239j -0.0287237-0.00649364j 0.016585+0.0118828j -0.0439144+0.0251718j 0.0625984-0.0170474j -0.0436263-0.0212457j 0.0106998+0.0334399j -0.0206237-0.041319j 0.00091352-0.0227109j -0.0449054+0.0316352j -0.0137045+0.00223693j 0.0329898-0.00528191j 0.00721881-0.0313178j -0.0059209+0.0155451j 0.00501951-0.0379769j -0.0453804-0.0205944j 0.0257288+0.0420789j -0.0451422-0.00902663j -0.0316447-0.0291254j -0.0152563-0.0102378j -0.000150082+0.00991434j -0.0225569-0.0384366j 0.0279047+0.0149327j -0.0189325-0.0199213j 0.0155553+0.00566325j -0.0248977+0.0183431j 0.00180975-0.00112025j 0.0172542+0.0124929j 0.0137337+0.00945216j -0.000178378-0.0118598j -0.0069943-0.000201492j -0.0161518-0.0390996j -0.00461782+0.00809188j 0.0107964+0.00457022j 0.0216861-0.0123635j -0.00987644-0.0192956j -0.0235175-0.0310658j 0.0028259-0.00502837j -0.0294853-0.00811998j -0.0198322-0.00516438j 0.0136382-0.0182347j -0.0110331-0.00709602j -0.0155681+0.0107255j -0.0209529-0.0115419j 0.00205089-0.0154887j 0.000658729+0.00199464j -0.0125689+0.0123454j 0.00170865+0.0139273j 0.019007-0.00526611j 0.0099907+0.00577345j -0.00384683-0.00497836j 
0.0194314+0.027435j -0.00693992+0.0109219j -0.0184099-0.0549383j 0.0529875-0.0185268j 0.0117872-0.00351131j -0.000594589-0.0267477j 0.0260965-0.00680614j -0.0234923+0.0212775j -0.0322304+0.0473047j -0.0129313-0.0363273j -0.0373852-0.0354132j 0.00316529+0.0138199j 0.0104553-0.00186374j 0.014524-0.0210578j 0.0149755-0.0317193j 0.0428091-0.0484943j 0.0213754+0.0139179j 0.0174002+0.0588219j 0.031078-0.00487527j 0.020306-0.0107183j -0.00263408-0.0114895j 0.0156866+0.0404613j -0.0181022+0.0102488j -0.0160907+0.0175438j 0.0330272+0.00819454j -0.0291891-0.0453535j -0.0216149+0.00192121j -0.0316168-0.0245452j 0.0477742-0.0302162j -0.00411561+0.0316155j -0.0178697-0.0388034j -0.0177988+0.0433826j -0.0126406+0.0318759j -0.0308494+0.00190635j -0.0160666-0.0120379j 0.0203529-0.00705625j 0.0017233+0.0137001j 0.0450695-0.0277437j 0.0214793-0.0582064j 0.0168271-0.031089j -0.0127271+0.0129066j -0.0478905-0.0341491j 0.0322403+0.00275997j -0.0337093+0.0402757j -0.00288687+0.00671831j 0.016824-0.0263889j 0.0339374-0.0111346j 0.0494349-0.00304243j -0.0118929+0.0110278j 0.0338871-0.00143683j 0.0096954-0.00830432j 0.00572151+0.00488865j 0.0117239+0.00198612j -0.000348591+0.0220021j -0.0106123-0.00533144j 0.0134069+0.00423096j -0.0143056-0.020317j -0.012664+0.00157344j -0.0175437-0.0138854j 0.0103877+0.000593755j 0.00982575+0.0299638j 0.00364764+0.00710943j -0.0012348-0.0015538j 0.0143652+0.0264363j -0.0155997-0.00860951j 0.00105384-0.00692877j -0.00799422-0.0123912j 0.0143961+0.015318j 0.00148565+0.0305311j 0.0211301+0.0229466j -0.0199032+0.0339764j -0.0236009-0.0280886j -0.0134237-0.00324378j -0.0104876-0.0114253j 0.000852422-0.0127569j -0.00433544+0.00884633j 0.0186176-0.00188463j 
0.00296317+0.00562748j 0.000970168+0.00478634j -0.00461756+0.00522139j -0.00239441-0.00182247j 0.0243626-0.0204939j 0.0298642-0.0238649j 0.0236711+0.0129601j -0.0019443+0.0120875j -0.00665111+0.025074j -0.022959-0.0086152j -0.00523104+0.00147381j 0.00576807+0.00332898j 0.0143812+0.00724609j 0.0189791-0.0124466j 0.00192854-0.0164118j -0.0290671-0.00811772j 0.00103426-0.0358851j 0.00332302+0.00569661j 0.0223195+0.00566652j -0.00534474-0.00812385j 0.0526367+0.00405156j -0.0383051-0.0479245j -0.00277763+0.00522588j 0.00766995-0.00565877j 0.0185408+0.0304368j 0.0183185+0.00592581j -0.00781207+0.0289267j -0.0101532+0.0140058j 0.0302776+0.0265766j -0.0179211-0.00921538j 0.00797924-0.0203247j -0.0234027-0.00709443j -0.00438995+0.021781j -0.0177949-0.0017655j 0.0145053-0.0100736j -0.0295641-0.00515325j -0.0111788+0.00282571j -0.00720572+0.0148563j -0.0135177-0.00361804j -0.0119152-0.0361053j -0.0208388+0.000736999j -0.0358067+0.00455993j -0.00943237-0.00126576j -0.0128841+0.00408179j 0.00730267-0.0166j -0.00036691-0.00685864j 0.0104046+0.0127586j 0.00435617-0.00787079j 0.0461434+0.00885306j -0.00742432+0.00236084j 0.00858918+0.0221649j 0.0146345+0.0141505j -0.0260821+0.0105956j -0.00105647+0.0217055j 0.0204725+0.00100136j 0.0319551-0.0236633j 0.0103347-0.0028309j 0.00088169-0.000127266j -0.0144616-0.003632j -0.00543132+0.00510764j 0.00692845+0.00850041j -0.000704518-0.00259482j -0.00722616-0.0162863j 0.0183598+0.000599233j -0.0206983-0.00462013j -0.00275384+0.00252076j 0.0109482-0.0114367j 0.00894302-0.00382527j 0.00960459+0.0147268j 0.00174426-0.00249064j -0.00928114-0.000129459j -0.0131137-0.0117101j -0.00648748-0.00529032j -0.0125011+0.00103056j 0.00949379+0.00687103j 0.00165041+0.00300572j -0.00218529-0.00687493j 
-0.00490605-0.0043283j -0.00366642-0.0204627j -0.0309761+0.00903459j -0.0155973-0.0144275j -0.0110307+0.0116145j -0.0133386+0.0380051j -0.0369373-0.00360556j 0.000913842-0.0247067j 0.00941176-0.0101285j 0.00933918+0.000419685j 0.0191427+0.0344125j -0.0334511-0.00729187j -0.0145398+0.00593665j 0.021502-0.0248362j 0.0566333-0.0202227j -0.0409111+0.0252636j -0.00493504+0.00876866j 0.0130804-0.0105135j 0.0250489-0.0149549j 0.000621697+0.0164151j 0.0266766+0.00902072j -0.0134174+0.0116486j 0.0102071-0.00410903j 0.016999-0.018144j 0.0164304-0.0240689j 0.0321906-0.0141494j 0.0244815-0.0236318j -0.00208315+0.00979484j -0.00355349+0.0234254j 0.0191882-0.0421463j -0.00682252+0.0277256j 0.00120908-0.0366554j -0.0229715+0.00563308j 0.0370975+0.0279515j 0.0165894+0.0322228j 0.000520072-0.0197712j -0.0203704+0.0139146j -0.0103327+0.00164134j -0.0103627-0.0183929j -0.0169145+0.0189085j -0.0112642+0.00132478j -0.0115793+0.0172289j -0.0259049-0.0168256j 0.0261668+0.00157354j 2.36032e-05-0.00244171j 0.00753871+0.0204471j 0.00987718+0.0230029j 0.0268184-0.0155674j -0.0122152-0.00271613j -0.019103+0.00416961j 0.00680146-0.00887438j -0.00499135-0.0039518j -0.00336835+0.0252768j -0.0157415+0.00184388j -0.0116943-0.0119191j -0.0266376+0.0365004j -0.0147381+0.0111603j 0.0189548-0.00481594j -0.00772513-0.0200367j 0.00739727+0.00233618j -0.0433795-0.0147064j 0.00806819+0.0246025j -0.0296984+0.0170015j -0.00971247+0.00615383j 0.0167781+0.00737827j 0.0115067+0.00913868j -0.0058049+0.0283707j 0.0027973-0.000805789j -0.0214783+0.00337672j -0.00419579-0.00921973j 0.00575765-0.00254224j 0.00961943+0.00976565j 0.0126365-0.0113809j 0.0221695-0.017355j -0.0238856-0.0141223j 0.000413974-0.0124812j -0.00396579+0.0115754j 
-0.0171912-0.021852j -0.00291934-0.0311427j -0.0497447+0.075923j -0.0993985-0.0336836j 0.0267044-0.0193915j 0.0231486+0.0444055j 0.0111217+0.0250908j 0.0256578+0.0127118j 0.0485873+0.00609072j -0.0173529+0.0313382j 0.0268789+0.0452623j -0.0336513+0.0643755j 0.0172144+0.0315707j 0.0201848+0.00368371j 0.031468-0.0195677j -0.0164056+0.0195418j -0.0100668-0.0384948j -0.0796493-0.0660899j -0.00362437-0.0392667j 0.0128429-0.0284296j -0.0434316-0.0527152j -0.00656788+0.022202j 0.0418347+0.00713774j 0.0643171-0.0273541j -0.0335659+0.00983326j 0.0386614-0.00989182j -0.0310345-0.0561815j -0.00979671-0.0112217j -0.0534683+0.0293497j -0.0260387-0.0165256j -0.0102236+0.0256385j 0.0109017-0.00928526j 0.024086-0.010317j -0.0454187+0.0210526j -0.0081443-0.00801624j 0.00118456-0.0181869j 0.00533269-0.0324106j -0.0702367+0.020334j -0.0289563-0.012959j -0.0197866-0.0119251j 0.0086287-0.0202223j -0.000235413-0.00246301j -0.0711655-0.00165896j -0.0326306+0.00204501j 0.0325211-0.0256796j -0.0212847-0.0453407j 0.00893093+0.00912087j 0.0113328+0.0235397j 0.0074494-0.0153891j 0.00895014+0.00822342j 0.00616547-0.00432436j 0.032111-0.0198173j -0.0467251+0.0111859j -0.040464-0.000982148j -0.0207503+0.00538999j 0.00744715-0.0122783j 0.0419548+0.00102496j 0.0123767-0.0149143j -0.0122112-0.0100082j 0.0071176-0.017961j -0.0138094-0.0127155j -0.00310182-0.00150458j -0.0334679-0.000667958j -0.00671021-0.0228896j -0.0214674-0.00900105j 0.0364227+0.045341j 0.00413069+0.0111185j -0.00296813-0.0125647j -0.00922281+0.00180113j -0.0126712-0.0300436j 0.000379695-0.00745275j 0.00463591+0.0426593j -0.00308257-0.0121858j 0.0179977-0.0167206j -0.0220451+0.0163502j 0.00632308-0.0174078j -0.0194971+0.00368392j 
0.000371766+0.00380981j 0.00772411+0.0197596j 0.0294737-0.0355491j 0.0302994+0.0279774j 0.015329+0.0083849j 0.00926208-0.00968852j -0.00698144+0.0269478j -0.0216016+0.00227215j -0.0303797-0.0562472j 0.0291283-0.0110576j 0.00240338-0.0678959j -0.0312059-0.00260835j 0.0200811-0.0196839j -0.0351413+0.0407298j -0.0302762+0.00410398j 0.000780723-0.0364186j 0.0244782-0.00292265j 0.0202768-0.0283156j -0.00799864+0.0450454j 0.00419591+0.0391297j 0.00326478-0.0162759j -0.00660256-0.0181965j -0.0241739-0.00445372j 0.000176074-0.0138668j -0.0302853+0.033609j -0.00481335+0.0369168j -0.0244186+0.0352207j 0.0274218+0.0160813j -0.023776-0.0593431j 0.0187675-0.0256402j -0.0147774+0.0177384j -0.00057948+0.0144593j 0.0183245+0.00264281j 0.0209429+0.0246157j -0.0181325-0.00221542j 0.0247455+0.000946562j -0.0400096+0.0223148j 0.0139068-4.02803e-05j -0.0250194+0.0316752j -0.00776495+0.0115238j 0.00734088+0.015994j 0.00181274+0.0327026j 0.00589628+0.0397008j -0.00678222+0.0121197j 0.0324784+4.96878e-05j -0.00602149+0.0110353j -0.0303427-0.0261047j -0.00488847+0.0234634j 0.000660085-0.0196408j 0.00965849-0.00060623j -0.00883614-0.0076431j 0.0133403+0.00540994j -0.00216392+0.00518455j 0.0187991+0.0022346j 0.0203083+0.00584069j 0.0291955-0.0153114j 0.00530073-0.00187516j -0.000128374-0.0103631j 0.0133542-0.00190648j -0.00560753+0.0180734j 0.00229682+0.00212957j -0.00200622+0.0209491j 0.0265671+0.0195318j -0.00415487-0.0184954j -0.000772992+0.00529728j -0.0296214-0.0102925j 0.0197833+0.00140521j 0.000883659-0.00568704j 0.00384052+0.0112812j -0.00615+0.0194519j -0.0140874-0.00262687j -0.00482411-0.0097492j 0.00379324-0.000313665j -0.00201257+0.00918287j 0.00468868-0.0236342j 0.0043014+0.00615843j 0.00459116-0.00221222j 
0.00308549+0.0120953j -0.0104097-0.00779805j -0.024972-0.000368311j 0.00953502-0.00958833j -0.0132895+0.0130309j -0.01513-0.0042216j 0.00342683-0.0355762j -0.0084831+0.0297613j 0.0291354-0.0196438j 0.00109393+0.0189446j 0.0222517-0.0186426j -0.0241933-0.00654631j -0.00546904+0.0411442j 0.00389606-0.0218151j -0.0359896-0.0390491j 0.00694346+0.00247172j 0.0319678+0.0107163j -0.00885237-0.011546j -0.00820202-0.0282833j 0.0180423+0.0099458j 0.019741-0.0279615j 0.00854548+0.00189961j -0.006335-0.0165583j 0.0129961+0.0342258j -0.0357749+0.0247961j 0.0179515-0.0260505j -0.0160605-0.0174631j 0.022213+0.000445786j -0.0246927+0.00213218j 0.0232871+0.00697236j -0.016541-0.0270141j 0.031624-0.0264442j -0.0083192+0.00310295j 0.0239345+0.00619719j 0.0196164+0.0102147j 0.000238517-0.00729631j 0.0103376-0.0122056j -0.0266952-0.00446424j 0.0361522-0.0060376j 0.0188059+0.0186388j -0.010389+0.0151753j 0.0199567+0.0146282j 0.00306712-0.0185522j 0.0105932+0.0246567j -0.00822681-0.00832461j -0.0115837-0.00561207j -0.00250893+0.0371635j 0.00144196+0.00455502j 0.0187508+0.0297496j 0.000839867+0.0111173j -0.0197801-0.0138312j 0.00320897+0.0208285j 0.0482019+0.0150379j 0.0303329-0.0246018j -0.0065562+0.0219995j 0.00196683+0.0134053j 0.000277696+0.0354876j -0.00230502-0.0182082j -0.00572+0.015906j 0.000141156+0.00202311j -0.0265826+0.0226918j 0.0328884+0.00560208j -0.0198912+0.0432279j -0.00575723+0.0100868j 0.0264157-0.028207j -0.0356063-0.0253022j 0.0144269+0.0299864j -0.0244332-0.0115614j 0.0176707-0.0110313j -0.0183135-0.034186j 0.0215006+0.0119556j 0.0166942+0.000651047j 0.0131061-0.000459766j 0.00103207+0.0291802j 0.0481878-0.00483402j -0.0113315+0.0182098j -0.00299247+0.0105404j 
0.00945408+0.0266971j 0.0111566+0.0146225j -0.0233639-0.082542j 0.0842794-0.000712622j 0.00709977+0.0123809j 0.0082733+0.00832374j -0.0181663+0.0138241j -0.0719617-0.0113725j -0.0345033+0.0129292j -0.0388072-0.0120913j 0.0533317-0.0412432j -0.0315343-0.0353903j -0.0539585+0.0114337j -0.042458+0.00471503j -0.0414713+0.0188067j -0.0286514+0.00747254j 0.0348581-0.0522344j 0.00730645-0.00132125j 0.0191117+0.0563848j -0.0642994+0.108739j 0.0234437+0.0211341j 0.0286523-0.0270853j 0.0291062-0.0226324j 0.0171977-0.0248893j 0.00167618+0.0147672j -0.0647179-0.0154526j -0.00928333+0.0301197j -0.0043977-0.00114187j 0.0234257+0.0104448j 0.00142192+0.00552055j -0.0139858-0.0212377j 0.019979+0.0545564j -0.0121012-0.00305919j 0.00132454-0.0163086j -0.0243873+0.0224807j 0.0037494-0.0443445j -0.00610676+0.0158657j 0.000524456-0.0158521j -0.00959009+0.0170349j -0.000302547-0.0442399j -0.0150887+0.0263543j -0.0233953+0.0283228j 0.0292874-0.000104224j 0.0153486-0.0333743j -0.0375272+0.0194232j 0.00863685+0.0210494j 0.000308025+0.0316213j 0.0211348-0.00161938j 0.0162092-0.0329261j 0.00743209-0.0224838j 0.00428957-0.0328441j -0.0471519-0.0140739j -0.00882207+0.0134006j 0.0115519-0.0192079j -0.0178614+0.0151369j 0.01941+0.00611039j 0.0342255-0.000968248j -0.0331472+0.00157238j 0.0048401+0.0010431j -0.0181633-0.0117899j -0.00713903+0.00343059j -0.0149672+0.0089522j 0.00853396-0.00370018j 0.0086982+0.0230075j 0.00897762+0.00440003j -0.0130806-0.00391582j 0.00955061+0.0117641j -0.00940787+0.0152695j 0.00394096+0.00023132j 0.00867934+0.0120247j 0.00469391+0.0213539j 0.00122504-0.0184226j 0.00700951-0.00419373j 0.0174207-0.00895724j -0.000605767-0.0271871j -0.00548723+0.00369052j 0.0082417+0.0102423j 
0.0267907+0.0469051j -0.0175276+0.00164955j -0.0333232-0.0578843j 0.0847777-0.064083j -0.0354354+0.0122202j -0.0349883-0.076895j 0.0587582-0.0855163j -0.0123824+0.0364898j 0.0462133+0.0657753j -0.0796823-0.00785393j -0.00537167-0.0538281j 0.0265738-0.0183373j 0.0471551-0.00340142j 0.0263201-0.00320314j -0.049299-0.0245839j 0.0968796-0.0429679j 0.0534676+0.080972j 0.0289258+0.0866415j 0.0206852+0.0227891j -0.00702564+0.0592341j 0.0348037+0.019668j 0.072486-0.0286646j 0.0446813-0.000520959j -0.0476602+0.0311038j -0.0424543+0.0181739j -0.0267538-0.0794877j -0.0235165+0.0104302j 0.0112217-0.00906063j 0.0103649-0.00201127j -0.0463212+0.0449291j 0.0217989-0.0368325j 0.00780466-0.0177464j -0.0202737+0.0236496j 0.0260728-0.0466152j 0.00659764-0.0267884j 0.0172278+0.0362692j -0.024585-0.0303038j 0.0584537-0.0296643j 0.0311702-0.00949093j 0.0421571-0.00261528j 0.0325969-0.0250003j -0.0487616+0.00692275j 0.0607431+0.0224925j -0.0147707+0.0263482j -0.00630434+0.00856626j -0.00595472-0.0148464j -0.0174088+0.0315534j 0.0230816-0.0175607j 0.0272361-0.00791939j 0.00141968-0.0176071j -0.0161185-0.0148346j -0.00752848-0.00562615j 0.0393372+0.0202643j 0.0175903-0.0059173j -0.0040044+0.0169604j -0.00361132-0.00761285j -0.0130157+0.0109j -0.0307726-0.0223191j 0.0129341+0.0429661j -0.0224784+0.0285748j -0.0174522-0.00331613j -0.0144771+0.0103647j -0.0163074+0.0100093j 0.0189991-0.00294606j -0.0277009-0.0195438j -0.0493498-0.0458717j 0.0247469-0.00356021j -0.000832079-0.0178152j -0.000837569+0.0241695j -0.0113652-0.00760686j 0.0120101+0.0102424j 0.0173441-0.0350869j 0.00834867+0.0188372j -0.00704711-0.0170249j 0.0254905-0.0120957j 0.000738329+0.0139704j 0.0137564+0.00450431j 
-0.00136198-0.0126464j 0.00246651-0.00185895j 0.0335054-0.00160147j 0.00474194+0.0276908j -0.0189456+0.00236432j -0.0106486-0.00578617j -0.0133125-0.0126847j 0.0375051-0.0374486j -0.0426512-0.00527467j 0.0229561-0.0235003j -0.0168182+0.0409625j 0.0221692-0.0166708j -0.0390896-0.035116j 0.000225582-0.0189773j 0.057734+0.00620367j -0.0361592-0.00770264j 0.00455708-0.0455858j 0.00630221+0.00942739j 0.018594+0.0290883j 0.0122328+0.0185148j -0.00480148+0.0121483j -0.0242036-0.0469164j -0.0197252+0.00775702j -0.0544087+0.0117614j 0.0280422-0.00380124j -0.0299266+0.0136109j 0.0171797+0.0136611j -0.00735505+0.0265915j 0.0323944-0.00605189j 0.00463948-0.0143225j -0.0234714-0.000630661j -0.0309163-0.0218195j 0.00333109+0.0214927j 0.0300305+0.0153489j 0.0300369+0.0134721j -0.0309831-0.0159315j 0.0228874-0.0157398j 0.0209572+0.0105531j 0.0167299+0.0106916j 0.0123864-0.0247639j -0.0312908-0.00523089j 0.0335097+0.00801348j 0.0102953-0.014476j 0.00402002-0.0214157j -0.0118653-0.00305774j 0.0474734+0.0254273j 0.00824531-0.0367041j -0.0255573-0.00237385j 0.00764713+0.00138323j -0.0129953-0.00590861j 0.00067954-0.00470975j -0.035689-0.0029764j 0.00395935-0.00422314j -0.0339935+0.011716j 0.0044587-0.026459j -0.0168122+0.0428291j -0.00580588+0.010046j 0.0123756-0.0178491j 0.00924736-0.0232569j 0.02941+0.00588188j -0.0107885+0.00603985j -0.00260394+0.00576462j 0.0222132-0.00808411j -0.00415454+0.00834436j 0.0271466+0.02248j 0.0122172+0.00690749j -0.00674377-0.00578681j -0.00436174+0.00450958j -0.0188771-0.00911272j 0.0180341+0.00696465j -0.00513489-0.00464716j -0.00894829-0.00158849j -0.0096997-0.00152023j 0.0152241-0.00527292j -0.0110082-0.00946807j 0.00395501-0.00536522j 0.00587497+0.00189631j 
0.0115758+0.0243962j -0.0160772-0.0158745j -0.0463494-0.00371212j 0.0181419-0.0618962j -0.0202806+0.00514282j -0.0177517-0.0151366j 0.0295756-0.0496948j 0.00299018+0.015403j 0.0519721+0.0601565j -0.0596704-0.00657915j -0.012505-0.00392264j 0.0206425+0.0141964j 0.0243706-0.0184898j 0.0220939-0.0123998j 0.00131272-0.00089814j 0.0716947+0.00469478j 0.0127434+0.039739j 0.0219483+0.0410847j -0.00177812-0.00533425j -0.024527+0.0279237j 0.0228424+0.00266961j 0.0338053-0.0278828j 0.043385-0.0132911j -0.00686313+0.00361686j -0.00686069-0.0358097j -0.0270584-0.0535184j -0.0133738-0.00468071j 0.000998646+0.00591222j -0.0118799+0.0284038j -0.0526088+0.0238771j 0.023798+0.00289541j -0.0379522-0.0184043j -0.00011097+0.00692578j 0.0159767-0.0256032j 0.0196584-0.0077673j -0.0109246+0.0135043j -0.0232294-0.00863679j 0.0304234-0.0241591j 0.0156097-0.0108977j -0.0075429+0.00552407j 0.0214351-0.0436821j -0.033927+0.0118166j 0.00682567+0.0253284j -0.0155327-0.00584154j -0.00791089+0.00343974j -0.0069859-0.0223687j -0.0172495+0.0209314j 0.0135428-0.0162307j 0.00653123-0.00929228j -0.00379732-0.00804383j 0.0162308-0.000981273j -0.0233347-0.0116809j -0.0133187+0.0105815j -0.0203887-0.00642519j -0.0377913+0.00118014j -0.0130448-0.0139566j 0.0100786+0.00394402j -0.00454366-0.0038398j -0.00612515+0.021666j -0.00608888+0.00797714j -0.0115514-0.0217107j -0.0154829-0.00258532j -0.0243674-0.0029482j 0.0294507+0.00725824j -0.0269164-0.00299714j -0.00244152-0.0137558j 0.0096504-0.0101006j 0.00499585+0.000929119j -0.0103744+0.0105748j -0.00617071-0.0144569j 0.00439542+0.00260615j 0.00271125-0.0099954j 0.000276357+0.00702026j -7.24106e-05-0.0217339j 0.00241719+0.000966161j -0.00261798+0.000282667j -0.00147801+0.00578301j 
0.013827-0.00186246j 0.022117+0.0392906j 0.0875617-0.0336065j 0.0656615+0.0731261j -0.0276575-0.00103984j -0.0169284-0.0652024j 0.00445726+0.000819582j 0.00964351-0.0196192j -0.0449747-0.046829j 0.0231573+0.0152328j 0.0260275-0.030477j 0.0127842-0.0479768j -0.00670729-0.0255551j -0.0387646+0.0749245j -0.00670562+0.0152349j -0.0492302-0.000723588j 0.0352082-0.0156256j 0.0519256-0.00388428j 0.0152308+0.0416733j 0.0368481+0.0293615j -0.0332642+0.0368357j -0.0204447-0.0286072j -0.0157454+0.028943j -0.0401271+0.0108864j -0.0137988-0.0180533j -0.02616+0.0277451j 0.00766409+0.00930128j 0.00865207+0.0223592j 0.0190115+0.00695048j -0.00726459-0.0487072j -0.00816211+0.0331435j 0.021682+0.0154737j 0.0167496+0.000847668j 0.0257209-0.0199441j -0.00554657+0.00776307j 0.0140442-0.019487j -0.00125544+0.0328679j 0.0188648-0.00923391j -0.0446403-0.0010419j 0.00542113+0.02289j -0.0030224+0.0533457j -0.00853733-0.0379555j 0.0209135-0.0232671j -0.025509-0.00380246j -0.0176448-0.0087454j -0.0340756+0.0395131j 0.0121982+0.006493j -0.0137179+0.0120814j -0.023946+0.00788755j 0.00617303+0.0081842j -0.00302309-0.0314333j -0.0169907-0.000312613j 0.039027+0.00957083j 0.0165617-0.0420815j 0.0194706+0.0069451j -0.0422605+0.0253005j -0.0156188-0.00784075j -0.0148655-0.00137691j 0.00590983+0.0204242j -0.0236346+0.0252455j -0.00406055+0.0313498j -0.0344735-0.0118734j 0.0083379+0.02213j -0.0266799-0.00845533j 0.0530923+0.0182373j -0.0196746-0.0178258j -0.00988922-0.0266283j -0.00276816-0.0114186j -0.00735883-0.00459687j 0.0216976+0.0285291j 0.00833532-0.0264466j 0.0166531-0.0109712j 0.000370824+0.032289j -0.010159+0.01027j -0.00795358-0.00740167j 0.0206068+0.0103314j 0.0172907-0.0119771j 
