-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
-0.000578206-0.00184028j 0.00968547+2.3338e-05j 0.0102493-0.00284271j -0.0126824-0.00353841j 0.0119375+0.00149055j 0.00648077-0.0032012j -0.00762482-0.00120242j 0.0307054+0.00244339j -0.00707135+0.00274258j 0.0130526+0.00218574j 0.00962713+0.00203262j -0.00784449-0.00499363j -0.00772922-0.00104009j 0.00811554-3.55801e-05j 0.00501706-0.000407141j -0.00898906-0.00294405j 0.016866+0.00035945j 0.00651707-0.00126487j -0.00870607-0.00459172j 0.00168395-0.00063028j 0.00116662+0.00078998j 0.00639657+1.03703e-05j -0.0117853+0.000291384j 0.00463537-0.00275336j 0.00414882+0.00196201j 0.00237269-0.00141574j 0.0174236+0.00107167j 0.0112987+0.00210656j 0.00480353-0.000530281j -0.00345717+0.000665672j -0.00885874-0.000345443j 0.00613379+0.000450644j -0.000160082-0.000485383j 0.00304277-0.00130669j 0.0102-0.00248416j 0.0167935+0.00318487j 0.0250298-0.00114915j -0.00806313+0.00317424j 0.025645+0.00384272j 0.0467963+0.00458999j -0.0143171-0.00158431j -0.00733142-0.00022358j -0.0297146+0.00164674j -0.00504858+0.00184847j -0.0120908-0.00349468j 0.0259176+0.001019j -0.011669-0.00328462j 0.000912696-0.00349575j -0.0137222-0.000598254j 0.0186625+0.00423633j 0.00947477+0.000204974j 0.040317-0.00132814j 0.00474371+0.000632224j 0.0175949-0.00294777j 0.0265337+0.000159327j 0.00532277+0.00168076j 0.00481586-0.00332599j -0.0182532-0.0033118j -0.0192413-0.0048116j 0.0133245+0.00124101j 0.000195528+0.00171793j 0.00490643-0.000535897j 0.00679484-0.000683321j 0.00205029+0.000729881j -0.0146139-0.000911288j 0.0187547+0.000624243j 0.00353261+0.000465422j 0.0108985+0.00199379j -0.000682812-0.00198715j -0.0108816-0.00217025j 0.0116364-0.000983128j 0.0121573+0.00113189j 0.0270455-0.000218692j -0.0384639-0.00157731j 0.04723+0.00206555j -0.0539198-0.000335433j 0.0138227+0.00126068j -0.0853207-0.000531004j -0.0209491-0.000209625j 0.0339024+0.000406596j 0.081884-0.000519237j 0.0276501-6.44016e-17j 0.0257264-0.000423567j 0.0237763+0.000287356j -0.049926-0.0001987j -0.0113618+0.00144524j 0.0194457-0.00175414j 0.0761741+0.0019218j -0.0165001+0.00161812j -0.0116532-0.000368687j 0.00313308+0.00196414j -0.00871305+0.00184552j 
-0.0177601-0.00752367j 0.0298999-0.00218155j -0.00398254-0.00202915j 0.0150918-0.00463075j 7.88466e-05-0.00673449j -0.0300725+0.00313926j -0.0115663+0.00116013j -0.00286053-0.00178942j 0.00451065-0.000119689j -0.0105032-0.000826315j 0.0180444+0.000723739j -0.00660378-0.00230451j -0.0254891+0.000544117j -0.00225508-0.00355586j 0.00699192+0.00610578j 0.0172494+0.000874932j 0.00593694+0.00247453j 0.00174127+0.00242777j 0.00160528-0.0029021j 0.00762737+0.00244087j -0.0111107-0.00322812j 0.000715236-0.00163459j -0.0226666-0.00126005j -0.0241562-0.00407361j 0.0163376-0.00133615j 0.00812505+0.00410376j 0.0337866+0.00169986j -0.00154998+0.000812735j -0.0131584-0.00354107j -0.032971+0.00216842j -0.013466+0.00267371j -0.0488368+0.00553406j 0.0291075-0.00216746j 0.0265344-0.00509217j 0.00365419+0.000123361j -0.0393139-0.000697257j -0.0137339+0.00207172j 0.0174014-0.0022569j 0.00470081+5.77153e-05j 0.00242397+0.00150997j 0.0358194+0.00402218j -0.0133267+0.000948167j -0.015831-0.00180938j 0.0106214+0.000902899j -0.0236089+0.00210174j -0.0392118-0.000179153j -0.00208017-5.54503e-05j -0.0214916+0.00434887j -0.0452506+0.00256896j 0.0156143-3.45463e-05j 0.0776775-0.00392574j 0.0151551+0.00362319j -0.012329-0.000325455j -0.0178645+0.00035225j 0.013599-0.00264745j 0.0039668-0.00358504j -0.0126005-0.00193604j -0.0248127-0.000881897j -0.00408602-0.00264073j 0.00784853-0.00230245j -0.00649565+0.00168427j 0.0232171+0.00266042j 0.0161316-0.000264186j -0.0127492+0.00265137j -0.0240172-0.00378146j 0.0236727+0.001133j -0.000845701-0.0008228j 0.00866987+0.00177754j 0.00486166-0.00141945j -0.01184-0.00203798j 0.00380614-0.000109657j 0.00517321+0.000917366j 0.0256113+0.00142907j -0.00534682-0.0018283j 0.0278991-0.00165863j 0.0138708+0.000419795j -0.00203889-0.00138637j -0.0834829-0.00251503j -0.00883759-0.000716381j 0.0357474+0.00134574j 0.0946737+0.0011522j 0.0257264+0.000423567j 0.0190484-3.33457e-15j 0.0310614+0.000393193j -0.0562387-0.00169811j -0.0319799+0.00336731j 0.0259998-0.00160849j 0.0712628+0.000884684j -0.020181+0.00419091j -0.00691397-0.00109469j 0.00952998+0.0026425j -0.0112588+0.00292521j 
-0.00471531+0.000788221j -0.00283162+0.00328575j 0.0122347+0.00653507j 0.0240431-0.0105662j 0.00644952+0.00526527j -0.00940788-0.00202927j -0.0152014+0.00642577j 0.0238206+0.00919607j 0.00163995-0.00189654j -0.019545-0.00212265j -0.00168457+0.0143742j 0.0190091+0.00486568j 0.0155298-0.00263535j 0.00855387-0.00117026j 0.0131524+0.00714388j -0.00798164-2.67682e-05j 0.00767592-0.00403907j 0.0116709-0.000842486j 0.00166815-0.00203534j 0.00737319+0.00517978j 0.00034858+0.00467525j 0.00266682+0.00379017j -0.00628855-0.000569202j 0.0012519+0.00242148j 0.0114447-0.00388812j 0.00107341-0.00458374j -0.00487762+0.002952j -0.0103112+0.00251867j 0.0111491-0.0015418j 0.0324721-0.00399738j 0.00855172-0.00360217j 0.00917733+0.00542372j -0.00226176-0.00813925j 0.027526-0.00336614j 0.0223872+0.00291882j 0.00334941-0.000688588j -0.00692457+0.00206129j -0.0207319-0.000951937j -0.0532817-0.000430067j 0.0390232+0.000533865j 0.0089848+0.000917153j 0.0138447+0.000864976j -0.0248989-0.001288j -0.021424+0.00132619j 0.00100564+0.000290355j 0.0132155+0.00243119j -0.0124468+0.00406422j -0.0041917+0.00723091j -0.00337092-0.000396219j 0.0136798+0.00271743j 0.00408162+0.00135467j 0.00566757+0.00239015j -0.000650069-0.004598j 0.00138008+0.00100836j 0.0103271+0.00214738j 0.0126568-5.00658e-05j 0.0192645-0.00554533j -0.00393719+0.00487061j -0.00279987-0.00581034j 0.0325174-0.00737963j -0.00952458+0.003007j 0.0185-0.00119138j 0.00562245-0.000718452j 0.00185559+0.000263261j -0.0186806+0.00394184j 0.0125157+0.000475495j 0.0085297-0.00016555j 0.00642713+0.00435831j -0.000541629-0.000213215j -0.0235153-0.00440764j 0.0092074+0.000329267j 0.00743888+0.000541556j 0.042894+0.00231872j -0.00475017-0.000700224j 0.0536065+0.00611928j 0.0571925+0.00253882j 0.0301197+0.00515691j -0.0990258-0.00233022j -0.0103509-0.000571053j 0.0386897+0.00161793j 0.0859956-0.000164385j 0.0237763-0.000287356j 0.0310614-0.000393193j 0.0260467-2.2855e-16j -0.0473441+3.28664e-05j -0.012018+0.00135783j 0.0201732-0.00162514j 0.0792502+0.00139298j -0.00692284+0.00080908j -0.00531552-0.00100857j 0.00235842+0.00116043j -0.0114329+0.000890391j 
-0.00792533-0.000170282j -0.00864354-0.00384602j 0.00650576+0.00696665j 0.0267788+0.00166323j 0.0156223+0.00821941j -0.0120261+0.00184797j -0.0382357-0.0050354j -0.00226265+0.0085683j 0.0102277+0.00132867j -0.0154543-0.00117686j -0.0220174+0.000571993j -0.000743552-0.000959513j 0.0145041+0.00578986j -0.0154819+0.0029774j -0.0238526+0.00169308j 0.0337191-0.000631443j -0.00403068+0.00169068j -0.0097361-0.00106176j -0.00884824+0.000950291j -0.0106311-0.00017501j -0.00234079+0.000595552j -0.0212226-0.0014144j -0.00554356+0.000252217j -0.00584022+0.00489269j 0.0130132+0.00140454j 0.0173531-0.00157533j -0.0108806-0.00475508j -0.0011431-0.00123595j 0.00126194-0.000974891j -0.00605621+0.00536491j -0.0305286-0.00240006j -0.0269341-0.00123743j 0.0167143-0.000385294j 0.0380671-0.00315876j 0.00865502+0.00287064j -0.0250665+6.77964e-05j -0.0100476-0.00212278j -0.000382356-0.00325087j -0.0261638-0.00130089j -0.0247476+0.00137269j -0.0270983-0.00451433j 0.0170386-0.00029306j 0.0396511-0.00472907j 0.0273445-0.00191835j -0.00697426+0.00192608j -0.0527009+0.00280518j -0.00950894-0.00255303j -0.0305386-7.61909e-05j -0.0021935+0.00517832j -0.0421452-0.00222186j 0.0320529-0.00538888j -0.0425132-0.00148562j 0.00681313+0.00226066j -0.0155007+0.00347329j -0.0400022-0.00427965j 0.00793925-0.000710851j -0.00477721+0.00478654j -0.012815-0.00390987j 0.00297311-0.00279789j -0.000632994+0.00557415j 0.00708266-0.00355404j -0.0425486+0.000388627j 0.000242332-0.00561582j 0.00485572+0.00268149j 0.0133598-0.00510426j -0.0283759+0.000645077j 0.0111953+0.00319193j -0.0218505-0.00215009j 0.0131647+0.00167669j 0.0228656+0.00355062j -0.0126686-0.000971382j -0.0220209-0.00194982j -0.0693872-0.00256099j 0.0366481+0.00185954j -0.0423098+0.00216918j -0.0206876-0.000122605j 0.00840631+0.00170923j 0.164085-0.00123031j 0.0267722+0.000559049j -0.061186-5.00798e-05j -0.155718+0.000969665j -0.049926+0.0001987j -0.0562387+0.00169811j -0.0473441-3.28664e-05j 0.0916053+3.00186e-14j 0.0259806-0.000297794j -0.0266107+0.00219377j -0.117599+0.000466255j 0.0113709-0.00172741j 0.0207595+0.00347337j -0.00138646-0.00389921j 0.0246772-0.0016585j 
-0.0529143-0.000768124j 0.0118791-0.00137838j -0.000207023-0.00196724j -0.0230299-0.010775j 0.0109672-0.00364122j -0.0302022+0.0105162j -0.0468409+0.00828873j -0.0337203+0.00770981j -0.0378711-0.00650901j -0.00680619+0.0033356j 0.0330009+0.000802872j -0.0216963-0.00149795j -0.0114452-0.00353825j -0.0248142-0.00193076j 0.00680339+0.00203769j 0.0235281-0.000577169j -0.0149632-0.00179541j -0.0264786+0.000938501j -0.0110222-0.00278903j 0.00166069+0.002094j -0.0126326+0.000801511j -0.028239+0.000529409j -0.00554371-0.000865355j -0.00813722-0.00296528j -0.00475485-0.00269393j 0.0193798+0.00225222j 0.0628845+0.00263811j 0.0012001-0.000584786j -0.00395214-0.00292232j 0.0173898+0.000586509j 0.0262673+0.00123674j -0.0429318+0.00238804j 0.0152349-0.00340746j -0.0102264-0.00876726j -0.0505461-0.00425445j -0.043634-6.53924e-05j -0.0130239+0.00322393j 0.00949554-0.000601816j -0.00895073+0.00313925j -0.00517161+0.000324333j -0.0180221-0.00308268j 0.0374774+0.00150885j 0.0545801-0.00120192j 0.00549835+0.00535973j 0.00700729-0.000813773j -0.0180667-0.000314297j -0.0273246+0.00205558j -0.0165618+0.00437473j 0.00824969+0.00500065j 0.0300197+0.00240534j -0.0114121-0.00937065j 0.00731189+0.0065499j 0.0405412+0.00346175j -0.0075334+0.00354649j -0.0158657-0.00135505j -0.0236502-0.00886782j 0.00278912-0.00195478j 0.00418231-0.000960974j 0.0270486-0.00244912j 0.0121801-0.00463017j 0.0283566-0.000264801j 0.00490291+0.00213795j 0.00989527-0.00424171j -0.0121321-0.000300945j 0.0130946-0.00409334j 0.000862839+0.0012961j 0.0266845-0.00326484j 0.0156115-0.000498785j -0.00878113+0.000210457j -0.0123717-0.00280776j -0.00619793-0.000798037j 0.00332272+0.00012362j -0.00462931-0.000985901j 0.0047071-0.000197749j 0.0440902+0.0011142j -0.00230667-0.000263665j 0.0191134+0.000142539j 0.029033+0.00355409j 0.00359231+0.000831496j 0.0011531+0.000266261j -0.0196274-0.00216071j -0.0113618-0.00144524j -0.0319799-0.00336731j -0.012018-0.00135783j 0.0259806+0.000297794j -0.0171896+1.30104e-18j -0.0276871-0.000156073j -0.0262554-0.00447082j 0.00667894+0.00187367j -0.00801461-0.00326813j 0.00440642+0.000420459j 0.0118916+0.00153748j 
-0.00625608-0.00823865j 0.0437805+0.0024732j 0.00281457-0.000899854j 0.047354-0.0011957j -0.0069749+0.0023271j -0.0198052-0.00613022j -0.00043116-0.000392164j -0.0391066+0.00686022j 0.00515832-0.00446623j 5.06047e-05-0.0025627j 0.0195353+0.000324174j 0.00474237-0.000424564j -0.00804789+0.000658353j 0.00406411+0.00233437j 0.0160039-0.000139727j 0.0164037-0.00417j -0.00570002+0.00222921j -0.00770329+0.00365948j 0.000991604-0.000535011j 0.00743885-0.00126836j 0.01816-0.00267623j 0.0157473-0.00206419j -0.0461005+0.000942652j 0.0236144-0.00421563j 0.00520311+0.00294009j 0.010871+0.00108168j 0.00460875+0.00596314j -0.00887021+0.00278335j -0.00504886+0.00215381j -0.0553726+0.01048j 0.00303967+0.00310273j 0.0116085+0.00201518j 0.00977614+0.00611839j 0.0914066+0.0038059j 0.024225-0.00454809j 0.0075819-0.00375222j -0.0452527+0.00108104j 0.0301626+0.000509601j -0.0120267+0.000970187j 0.00631253+0.00465088j 0.0120642+0.00484356j -0.00173623+0.00328067j 0.015464+0.00397385j -0.00563243+5.02998e-05j -0.00965937-0.000431159j -0.022595-0.00181888j 0.0208204-0.00417347j -0.0072574-0.00383206j -0.0231226-0.00193227j -0.022838+0.00466665j 0.0520439+0.000133415j -0.037007+0.00525277j -0.0205779+0.00400603j -0.014458-0.00121191j -0.0303206+0.00239171j 0.021568-0.00271819j -0.0330853+0.00312566j 0.00330355-0.00287457j 0.00301321+0.0040646j 0.00216271+0.00297767j 0.00388444+0.00158525j 0.0348583+0.00525099j 0.00560085+0.00377j -0.0047405-0.0026909j -0.024291-0.00409079j 0.021774+0.00306j -0.0238334-0.00442607j -0.0243288-0.000953803j 0.0231234-0.00259659j 0.0043377-5.97788e-05j 0.00198781-0.000156322j -0.00578377+0.00105146j 0.000267123+0.00272903j -6.67884e-05-0.00117584j -0.0148421+0.00193286j -0.00177068+0.000920583j -0.00545743-0.00203526j -0.0413317-0.00609772j 0.00051134-0.00128766j 0.0109085+0.00135209j 0.0505079+0.0049995j 0.0194457+0.00175414j 0.0259998+0.00160849j 0.0201732+0.00162514j -0.0266107-0.00219377j -0.0276871+0.000156073j -0.00056041-2.94903e-17j 0.00761633+0.00248572j -0.0067493+0.00174365j 0.0113477+0.00221736j 0.00494734+0.00143721j -0.0181344+0.00108123j 
-0.0149651-0.00670993j -0.00397925-0.0124521j -0.0188134-0.0021172j 0.00366538-0.00199891j -0.0270906-0.00422491j -0.0268356+0.00213733j 0.0289821-0.0049061j 0.0215345+0.00539289j 0.000823289+0.00554138j -0.017145-0.000750575j -0.00613118-0.00290831j 0.011092+0.00567757j 0.00721471+0.000662212j 0.0214788+0.00292277j 0.0200396+0.00197143j -0.0418193-0.00387865j 0.0210009+0.000914879j 0.0194251-0.00175206j -0.0037288+0.000682251j 0.0089712+0.00371891j -0.0219965-0.00407652j -0.00130452-0.00429209j 0.00778791+0.00154939j -0.0323087-0.00369983j 0.0389387+0.00462391j 0.0302537-0.000417535j 0.0186173-0.00264761j 0.00166777-0.00109074j -0.0167089-0.00128527j 0.0103771+0.00129496j 0.0556154+0.000166439j 0.0152574+0.000123994j 0.00708677-0.000855878j -0.00623716-0.00417197j -0.0202785+0.00249558j -0.00566362-0.00104777j -0.0196071-0.00570647j 0.0152787-0.0029697j 0.00695779-0.000248529j 0.0386807+0.00235093j 0.0335007-0.00278119j -0.00370239+0.000176599j -0.0349496-0.00334635j -0.00407809-0.00171994j -0.00259904+0.00183312j -0.00268914+0.000211449j 0.0369083-0.00208264j 0.0303182-0.000967243j 0.00511699+0.00359724j 0.0192755-0.00217013j -0.04153-0.0017083j 0.0345355-0.00249411j -0.0123821+0.00256506j -0.000352924+0.000773633j 0.0520797-0.00815878j -0.0238929+0.000959151j 0.0259157+0.000816355j 0.00338421-0.00376823j -0.00266005-0.00361415j 0.014314+0.00444273j -0.0743847-0.000931007j 0.0974593+0.000640192j -0.0390399-0.00161886j -0.00264146+0.00317653j -0.0513022-0.00452083j 0.0449552-0.00109126j 0.0206258+0.00413082j 0.0579112+0.000698502j -0.0197507-0.00480514j 0.00968246-0.000575468j 0.00961034-0.00117027j 0.0259408+0.000659651j 0.0762632-0.00249927j -0.0423945-0.00112404j -0.0456034-0.00207041j 0.0102141+0.000460649j -0.0767676+0.00332751j -0.196012+0.000246066j -0.0338998-0.000217124j 0.0695867+0.000447997j 0.201388-0.00316515j 0.0761741-0.0019218j 0.0712628-0.000884684j 0.0792502-0.00139298j -0.117599-0.000466255j -0.0262554+0.00447082j 0.00761633-0.00248572j 0.121091-5.68122e-17j 0.00193541+0.00251647j 0.0328915-0.00272728j 0.0156315-9.20991e-05j -0.0312325+0.00360723j 
-0.0132189-0.0119455j -0.0405451+0.0034243j 0.000688602+0.00180421j -0.0417149+0.00717782j 0.000301928+0.0034162j 0.00680244-0.00782236j -0.0185129-0.0157037j -0.0213321-0.00539384j 0.0121309-0.00154483j -0.0307715-0.00175356j -0.0103214+0.00512302j 0.0373072-0.00381401j -0.00545231-0.00055285j -0.00320012-0.00366784j -0.00873559+0.00238291j -0.0316538+0.0104248j -0.00155443-0.00216335j -0.0192465-0.00508659j 0.000694891-0.00210237j 0.0130247+0.000201608j -0.0276615-0.00153403j -0.0372177-0.00533866j 0.0653281-0.0046104j -0.0268442+0.000544608j 0.00199977+0.00103451j -0.0310378-0.000552127j 0.0245628+0.0087498j -0.011366+0.00133999j -0.00819822+0.000666588j 0.0112196+0.00642454j 0.00823334-0.00147979j -0.0430805-0.00477491j -0.0267769+0.00651464j -0.0839282+0.00711341j -0.00170052-0.00304986j -0.0238555-0.00735593j 0.00669435-0.00166873j -0.0348005-0.000221882j -0.0113567-0.000951896j 0.00228012-0.00084176j -0.0135205+0.000993599j 0.00488494+0.00419794j -0.0154213+0.00863958j -0.0131449-0.00165482j 0.0121784+0.00115252j 0.020077-0.00120435j -0.0244813-0.00812364j -0.00288987-0.00744668j 0.00857935-0.00370749j 0.00733796+0.00304925j -0.0203837+0.00597292j 0.0116729+0.000608537j 0.0186528+0.00621443j 0.00403393-0.0025257j -0.0147779-0.00437641j -0.000878823+0.00200803j 0.00148536+0.000961702j -0.00720906-0.00321116j -0.00434054+0.00113019j 0.00633218+0.00362426j 0.0232862+0.00933058j -0.0221429+5.5051e-05j 0.000916927+0.00193926j 0.0156654-0.00372168j 0.0130753-0.00121338j -0.022293+0.00186176j 0.0332069-2.94417e-05j 0.0220356-0.00108074j -0.0280451-0.00215862j -0.0075413+0.000372681j -0.0126768-0.00176177j 0.00441197-0.000854989j -0.0184935-0.00351983j 0.00621607+0.00212438j -0.000667485+0.00423793j 0.000535212+0.000139979j -0.00260347+0.00075045j 0.020202+0.00659243j 0.00209371+0.00132873j -0.00486897-0.000979288j -0.0230066-0.00369355j -0.0165001-0.00161812j -0.020181-0.00419091j -0.00692284-0.00080908j 0.0113709+0.00172741j 0.00667894-0.00187367j -0.0067493-0.00174365j 0.00193541-0.00251647j -0.00707083-6.07153e-18j -0.0329526-0.00206231j -0.00810509+0.00193356j 0.0131075+0.00129741j 
0.024909-0.000511575j -0.00319099-0.0102954j 0.0166783-0.00289664j -0.00110986-0.00724061j 0.0476605-0.00571599j -0.0115187+0.00251852j 0.0143251-0.00055916j -0.0306215+0.00343395j -0.0011185+0.00542633j 0.00371282-0.00286082j -0.0170076-0.00229967j -0.00831024+0.00740957j 0.0251522-0.00166579j 0.00456151+0.00318676j -0.03919+0.00285796j 0.00641801-0.00968149j 0.006564+0.00114759j 0.019359-0.00123025j 0.012859+0.000526858j -0.0335152+0.00477742j 0.0237148-0.00581493j 0.0156314-0.00417667j 0.0443081+0.00635283j 0.0508241-0.00596498j -0.0097494+0.00391899j -0.0542724-0.00174483j -0.0327379-0.000254157j 0.0108233-0.00160145j 0.0488834-0.00352171j 0.0123752-0.000397009j -0.0405432+0.00358543j 0.00319769-0.000422946j -0.0270115-0.0037183j -0.0245896-0.00920812j 0.0289609+0.000645105j 0.0285309-0.000351195j 0.0337333-0.00439186j -0.0231765-0.00268765j -0.00202216+0.000519245j -0.019863+0.00352756j -0.0173908-0.00145112j -0.0114966-0.000628022j -0.00200868-0.00643245j -0.0102979-0.00223516j 0.00887651+0.00204193j 0.022274+0.00247594j -0.0226542-0.000607105j -0.0111579+0.00238502j 0.00224087+0.00385164j -0.0109002+0.000737005j 0.00851599-0.00548279j -0.0197342+0.00172132j -0.00144611+0.00131945j -0.00241895+0.00122895j -0.0179668-0.00260395j 0.0124764-0.000633953j -0.00573217+0.000722685j 0.0115042-0.00216481j -0.000134196-0.00328156j -0.0242626+0.00326712j 0.00861451-0.00214392j -0.0420501+0.00257203j -0.00542042-0.00265612j 0.0187437+0.00162256j 0.00724782-0.00218048j -0.0326626+0.000510742j -0.00553587+0.0048781j -0.0211664+0.00376851j 0.017894-0.00453792j 0.00811597-0.00138599j -0.00673171-0.000408022j -0.0118652+0.0017438j -0.0265454+0.000938113j 0.0240605-0.00269408j 0.0146837-0.00304498j -0.00733687+0.000692999j -0.000933174+0.000985781j 0.043042-0.00594006j 0.00817819-0.0012937j -0.0240045+0.00269203j -0.0376561+0.00316799j -0.0116532+0.000368687j -0.00691397+0.00109469j -0.00531552+0.00100857j 0.0207595-0.00347337j -0.00801461+0.00326813j 0.0113477-0.00221736j 0.0328915+0.00272728j -0.0329526+0.00206231j -0.0534872+3.46945e-18j -0.00846208+0.00072115j 0.0162087+0.00127374j 
-0.0394833+0.00776751j -0.0445202+0.00447067j -0.0170109+0.00322027j -0.036067+0.000771653j -0.018342+0.00718613j 0.00455153-0.00171657j 0.0234942+0.00418664j 0.0112707-0.00289948j -0.0211844+0.0035131j 0.00283295-0.000107389j -7.73424e-05-0.00379126j 0.00330016+0.000995873j 0.00471668+0.00285627j 0.00780696+0.00186531j -0.0021412-0.00543136j -0.00755936-0.00436724j 0.00495889+0.00307255j 0.00286057+0.00537305j 0.00426169+0.00209181j 0.00607743-0.00541315j 0.0074131+0.00272511j 0.00315435+0.0041038j 0.00547633+0.0086708j 0.0111086+0.00936071j -0.00262251-0.0010546j 0.0117651-0.00790349j -0.00697818-0.00505164j 0.00304008+0.00121255j 0.0152819+0.00699752j -0.000502313-0.00132242j -0.00700042-0.00576596j 0.00974792-0.000580461j 0.00537862-0.00502769j 0.0197862-0.00422365j 0.0131914+0.00561157j 0.0136293+0.00376535j 0.00787914+0.00246319j 0.00685478-0.00282131j 0.0017889-0.000639187j 0.00230921-0.00353021j 0.0117795-0.00400293j -0.00450949-0.00254748j 0.0106678-0.00209419j -0.00231104-0.00153656j -0.00464355+0.00103183j -0.0102383+0.00359263j 0.00887866-0.0011546j -0.00742555-2.29166e-05j -0.0177918-0.000141604j -0.013699-0.00163515j 0.0408402+0.00183653j -0.0368236-0.00392055j -0.0212517-0.000703894j -0.00938843+0.00116576j -0.00342871+0.000693254j 0.0381944+0.00581534j -0.0199853-0.000302293j 0.00619372+0.00306796j -0.0168619-0.00401223j 0.00471684-0.000390053j 0.0220327+0.00174292j -0.0267629-0.00854498j 0.0287113-0.00272057j 0.0265941+0.00187821j 0.0138232+0.00693436j -0.00828233-0.00290892j -0.0101247+0.00557627j 0.00320925+0.00166437j -0.0111273+0.00181981j -0.00211106+0.00111863j 0.00263581-0.000751199j 0.00430313-0.00114974j 0.0132215-0.00305541j -0.00595195+0.0028494j -0.00121023+0.00160357j 0.00126041-0.00080859j -0.00640426+0.000697313j -0.0186822+0.00665157j -0.00413921+0.0009724j -0.00114598-0.00242922j 0.00565426-0.00551316j 0.00313308-0.00196414j 0.00952998-0.0026425j 0.00235842-0.00116043j -0.00138646+0.00389921j 0.00440642-0.000420459j 0.00494734-0.00143721j 0.0156315+9.20991e-05j -0.00810509-0.00193356j -0.00846208-0.00072115j -0.00455343+8.67362e-19j 0.00134585+0.000802884j 
