-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
0.0141195-0.00361682j 0.045766+0.000393848j -0.122509-0.00340632j -0.05927-0.00635075j -0.103608-2.04658e-05j -0.232392-0.00569413j 0.273824-0.00477473j -0.249649-0.000135403j -0.0856733-0.00020745j -0.0536185-0.000774312j 0.035298+0.00014724j -0.174214-0.00173954j -0.0750969+0.00569837j -0.0178402-0.00169886j 0.0860104-0.00224645j 0.0623982+0.00865523j -0.152488-0.00113402j -0.0212491-0.00069242j -0.0411004-0.00322788j -0.0695804-0.0014462j 0.207827+0.00234818j -0.027201-0.00179806j -0.0568487+0.00426989j -0.273146+3.72209e-14j -0.0119118+0.000721848j -0.0405173+0.00696875j -0.248106-0.00866985j -0.024914-0.00153984j -0.0694858-0.0020809j 0.0193474-0.00527831j 0.0134403-0.00392846j -0.0320558-0.00062788j 0.0502294-0.00119774j 0.0502324-0.00105615j -0.0333829-0.00345319j -0.0473737+0.0013913j 0.0556452+0.00257332j -0.0233757-0.000935212j 0.00708121-0.00154641j 0.0428524-0.00138478j 0.0138464-0.000482157j 0.00336763+0.00192069j -0.0484448+0.000158142j -0.0356869+0.00121624j -0.00945391+0.00108567j 0.0492785+0.00214298j 0.0148741+0.00191723j 0.00401536+0.00260642j -0.056941-0.00254657j 0.00304407+0.000124999j 0.0133607+0.00174118j 0.0852452+0.00165371j 0.0556469+0.000232619j -0.00717678+0.00448728j -0.0248685+0.0072349j -0.0346668+0.00468709j -0.00276862+0.00120997j 0.00636203+2.14688e-05j 0.0723029-0.00613976j -0.0248114+0.00539566j -0.00783892-0.00365064j 0.0887597-0.000897002j -0.0251596-0.00371215j -0.0161544-0.00124077j -0.0771053+0.00624083j 0.0148199+0.00179454j -0.0198227+0.00182694j -0.0303464+0.000912701j 0.0216243-0.0041132j 0.000183987-0.00104353j 0.0032643+0.000625273j -0.00858244+0.000748234j -0.0157152+0.00297095j 0.0132381-0.00247657j 0.00509306-0.000749096j 4.15863e-05+0.000957889j 0.00875621-0.000589592j 0.037822-0.00326501j 0.0130378-0.001323j 0.00278871-0.00224551j 0.00607341-0.00195597j 0.00463537+0.00275336j -0.0241562+0.00407361j 0.0012519-0.00242148j -0.00584022-0.00489269j -0.00813722+0.00296528j 0.0236144+0.00421563j -0.0323087+0.00369983j -0.0268442-0.000544608j 0.0508241+0.00596498j 0.0111086-0.00936071j 0.013351+0.00411574j 
-0.101785-0.00554489j 0.0943327-0.00399954j 0.188778+0.00567947j -0.186257+0.0101013j 0.297744+0.00775436j 0.0358833+0.00187321j -0.240651+0.00729096j 0.0655267+0.00298154j -0.22607-0.0021285j -0.0498328+0.000732784j 0.308825+8.9075e-06j -0.0755727-0.00084267j -0.141773+0.000167444j 0.0866798-0.000439419j 0.4149+0.00063064j 0.11309+0.00205999j 0.0952686+0.000966802j -0.0619899+0.00170476j -0.0238079-0.0039091j 0.178269-0.00174483j 0.0551018-0.00339651j 0.125434-0.00158337j -0.123187+0.00464895j -0.0119118-0.000721848j 0.100891+4.95312e-15j -0.0279477+0.00196124j 0.0571327+0.00152675j 0.0348413-0.0128473j 0.100727+0.00137065j 0.0782636-0.0019846j -0.0208343+0.0050571j -0.0358358-0.00380147j -0.0526095-0.00321657j -0.101171+0.000956305j 0.0209128+0.000713346j 0.0584696+0.00573588j 0.0372188-0.000160133j 0.0115018+0.0001687j 0.017255+0.00241938j -0.023055-0.00143159j 0.0132288+0.00212534j -0.0571304-0.00132019j -0.000124247+0.00318651j 9.12588e-05+0.00150565j -0.0136479-0.000915957j -0.0218706-0.00172997j 0.00183296-0.00122462j -0.0285699+0.000485842j -0.00347242+0.000201423j -0.0660566-0.000325465j -0.00322235+0.000404188j -0.0840633+0.00175267j -0.0928641+0.000805725j -0.0726053+0.00137992j 0.0360227+0.00265731j 0.0164123+0.00112949j -0.00253935-0.00275421j -0.0169485+0.00412872j -0.0118165-0.00288682j -0.0231044-0.00218949j -0.0744068-0.000202913j -0.0274702-0.00252053j -0.0915266-0.00123486j 0.00141593+0.00165338j -0.00641486+0.000210558j -0.0416998-0.00319685j 0.0144261-0.00219389j 0.010972+0.0053525j 0.00891426+0.00171356j 0.0186242-0.000873428j -0.0221416+1.67499e-05j -0.0115908+0.00179156j -0.00188219-0.00489362j 0.0235001+0.000620021j 0.0122287-0.0022949j -0.0065608-0.000247556j -0.0244067+0.00413761j -0.0348037+8.4953e-05j -0.00780747-0.00135354j -0.00345052+0.00113629j 0.0138138+0.000591065j 0.00414882-0.00196201j 0.0163376+0.00133615j 0.0114447+0.00388812j 0.0130132-0.00140454j -0.00475485+0.00269393j 0.00520311-0.00294009j 0.0389387-0.00462391j 0.00199977-0.00103451j -0.0097494-0.00391899j -0.00262251+0.0010546j 0.0111853-0.000624722j 
0.147653+0.000805792j 0.0343965+0.0110038j -0.0825032+0.000437435j -0.0919574-0.00607124j -0.0619551+0.00566432j -0.0335661-0.0012514j 0.324864+0.000569988j 0.0616961+0.00292502j -0.057984+0.00454924j 0.0897279-0.000808284j 0.0414532-0.00184696j -0.0564364+0.00419919j 0.0268654-0.00174905j 0.0472248+0.00101563j -0.0681261+0.000281214j 0.0287627-0.000240324j 0.0843972+0.00283263j 0.0954968-0.000797307j 0.10028-0.00023368j -0.0818324-0.00188821j -0.0199437-0.00647204j 0.389315+0.000793513j 0.0223133-0.000685788j -0.0405173-0.00696875j -0.0279477-0.00196124j -0.154125-1.29681e-14j -0.0316516+0.00285608j -0.0129804-0.00154032j -0.039976+0.002538j 0.0374463-0.00291777j -0.00226436-0.00175741j -0.0768224+0.00128818j 0.0236428-0.00060153j 0.0461489-0.00265727j -0.0272553+0.0040378j -0.0743887+0.00223784j -0.0530911-0.00176558j -0.00137961-0.000160314j -0.0396267-0.000544794j -0.047673-0.000358333j -0.055266-0.00179045j 0.00400585-0.000771582j 0.0071645+0.000820392j -0.00144733-0.00195493j 0.00374826+0.000953928j 0.0237461-0.00229032j -0.0193402+0.00124098j -0.0391265-0.000661173j -0.0191292+0.00192245j -0.018631-0.00249345j 0.00062466-0.00247196j -0.0100606-0.00479191j 0.0501041+0.00345017j 0.0396039+0.0024955j -0.0154738-0.00123713j 0.0340309+0.00109056j 0.0394418+0.000925044j 0.0142407-0.00441j 0.0310512-0.00069262j 0.0527902+0.00242996j 0.030741-0.00317352j -0.0799813-0.00267104j 0.152159-0.00249662j 0.0808709+0.000975879j 0.0438115-0.0021041j -0.00946326-0.00136168j -0.0164159+0.00284238j 0.0314736+0.00169788j -0.0513749+0.000342464j -0.0115443+0.00301008j 0.0113794-0.000983036j 0.0225884-0.00114158j 0.038083-0.000587691j -0.0325636+0.00268378j -0.0261685+0.00546487j 0.00596084+8.93959e-05j -0.00219619-0.00164689j -0.0468845+0.00539511j -0.00672634+0.000339871j 0.016175-0.00254145j 0.0201228-0.00347982j 0.00237269+0.00141574j 0.00812505-0.00410376j 0.00107341+0.00458374j 0.0173531+0.00157533j 0.0193798-0.00225222j 0.010871-0.00108168j 0.0302537+0.000417535j -0.0310378+0.000552127j -0.0542724+0.00174483j 0.0117651+0.00790349j -0.0121128+0.00382053j 
-0.0649171+0.00615079j -0.102832-0.00575345j 0.00191711-0.00757366j 0.238093+0.00534288j 0.0727138-0.00604611j -0.168817-0.00108082j -0.217095-0.00645724j -0.238555+0.00245318j 0.0811058-0.00354429j -0.142478+0.000132941j 0.00250653+0.00176038j 0.192726+0.000108275j -0.0109727-0.00547891j 0.115924+0.00108946j -0.10234+0.00363381j -0.0957562+0.00119919j 0.0320126+0.00357734j -0.10367+0.000583939j 0.116678-0.000546913j 0.104446-0.00674061j -0.124382+0.00112781j -0.11189+0.00376706j 0.028651+0.000926059j -0.248106+0.00866985j 0.0571327-0.00152675j -0.0316516-0.00285608j 0.0365245+4.56341e-15j 0.0747242+0.00669333j 0.0914398+0.000133897j -0.0202539+0.00860462j 0.00113204-0.00434057j 0.0723026-0.002324j -0.0302532+0.00418433j 0.0960508-3.24562e-05j 0.003131-0.00515173j 0.0768275-0.00660934j 0.0899574+6.70369e-05j 0.0139347-0.00159874j 0.0409526+0.000187258j -0.0175032-0.0011371j 0.00905275-0.00165923j -0.00542881+0.00208205j 0.0685365+0.0024816j 0.033133+0.00242026j -0.0221931-0.000397278j 0.00917226-0.00349672j 0.00193831+0.00420969j -0.0145002+0.00222246j -0.013394+0.00154846j 0.0207891+0.000808081j 0.0817668-0.0018229j 0.0327813-0.00306655j -0.0166741-0.00381026j 0.0904561-0.00418765j 0.112227+0.0027786j 0.0180323+0.000698495j 1.0272e-05-0.000842281j 0.0416318+0.00268196j 0.0626807-0.00244266j 0.0046496-0.00351864j 0.0266778-0.00192873j -0.069677-0.00703343j 0.0389293-0.000450193j -0.0402157+0.00355587j 0.117163+0.00551043j 0.0263329-0.000265126j -0.0341659+0.00370014j -0.00889226+0.00266853j 0.0225624+0.00295598j 0.0133764+0.00204683j 0.032148+0.00162173j 0.00308685+2.42042e-06j 0.0398409+0.00438781j -0.0279406-0.000480402j -0.0217581-0.00298141j 0.00328214-0.000598022j 0.0182834+0.00226473j -0.019994+0.000356067j -0.0130762+0.00028869j -0.00582833-0.000722265j -0.0144002-0.00289575j 0.0174236-0.00107167j 0.0337866-0.00169986j -0.00487762-0.002952j -0.0108806+0.00475508j 0.0628845-0.00263811j 0.00460875-0.00596314j 0.0186173+0.00264761j 0.0245628-0.0087498j -0.0327379+0.000254157j -0.00697818+0.00505164j -0.00267764-0.00321518j 
0.0123909-0.00177303j 0.00590718+0.000922466j -0.0293958+0.00398323j 0.0154112+0.000611924j -0.0155409-0.00424941j 0.0309834+0.00288563j -0.0202248-0.00533659j 0.0188781+0.000361803j -0.00867265-0.00214385j -0.00930081-0.00226199j -0.0906287-0.00399927j 0.0526492-0.00481485j -0.0490853-0.00498775j -0.0367492-0.00341372j -0.0780453-0.00323845j 0.00136151-0.00355605j 0.0869722-0.00668543j -0.152077-0.000623757j 0.0203492-0.00269317j -0.092918-0.00225545j 0.0185166-0.00078663j 0.0958025-0.00300734j -0.000360742+0.000709326j -0.024914+0.00153984j 0.0348413+0.0128473j -0.0129804+0.00154032j 0.0747242-0.00669333j 0.0132384-2.61705e-15j 0.0346636+0.00276296j -0.0555594-0.00273162j 0.00441158-0.000891513j 0.049066+0.00171632j -0.0294358-0.00105103j -0.036573+0.000885788j -0.0217571+0.000170131j -0.00459109+0.00288191j 0.0138028+0.00349213j 0.0182496-0.00236857j 0.00189498-0.00144926j -0.00805854+8.52529e-05j 0.00815044+0.000544262j 0.0156893+0.00130203j 0.00495253+2.79169e-05j 0.0438349+0.000365453j -0.00160339-0.000874855j -0.026441+0.000847465j 0.0296536+0.00536686j 0.00993315+0.00563768j -0.0181836-0.00115601j -0.0268552+0.000894478j 0.0232673+0.00181459j 0.0301679+0.00471917j 0.0737319-0.00412092j -0.0553211+0.0029821j 0.120443-0.00196168j 0.0622651-0.00203564j -0.0486703-0.00154613j 0.0469278+0.000804713j -0.0670614-0.0016308j -0.0623374-0.00266835j 0.0043711-0.00094578j -0.0023224-0.00325625j 0.01686-0.00465127j 0.0234391-0.0014179j -0.0150761-0.00145918j -0.0182222-0.000789323j -0.0933709+0.00375115j -0.0277049-0.000109458j -0.0122293+0.0028701j -0.00648064+0.000457919j 0.0178323+0.0031853j 0.00493948+0.00027541j 0.0468067-8.79727e-05j -0.0110518+0.000984718j 0.0257971-0.00499802j 0.0116998-0.00118865j -0.00619688+0.000217465j 0.0291474+0.000730829j 0.000596827-0.000495634j -0.00262638+0.00173658j -0.0104117+0.00093308j 0.0112987-0.00210656j -0.00154998-0.000812735j -0.0103112-0.00251867j -0.0011431+0.00123595j 0.0012001+0.000584786j -0.00887021-0.00278335j 0.00166777+0.00109074j -0.011366-0.00133999j 0.0108233+0.00160145j 0.00304008-0.00121255j -0.00361137+0.00141848j 
0.0143947-0.00066089j 0.0183833+2.62516e-06j -0.0276867+0.000671642j 0.0257039-0.0014996j -0.0148123-0.00151808j -0.0334239-0.00144512j 0.0697147+0.00181847j 0.0209634-0.000549276j 0.0821399-0.00185779j 0.00406498+0.00493248j 0.0445722-0.00200905j -0.131629+0.00403309j 0.223243+0.00278629j -0.0640514-0.000115164j 0.0129142-0.000858057j 0.0720276-0.000615931j 0.120241+0.00518528j 0.0314846+0.00283318j -0.00517552+0.000512903j 0.128532+0.00641521j 0.00254466+0.00371593j -0.0326454-0.00206278j 0.0337274+0.00375248j -0.0694858+0.0020809j 0.100727-0.00137065j -0.039976-0.002538j 0.0914398-0.000133897j 0.0346636-0.00276296j -0.0534567+4.69026e-16j -0.00224012+0.00119095j -0.0264468+0.00224724j -0.00409589-0.00102908j -0.000192843+0.00327929j 0.039703+0.002913j 0.0357594-0.000791388j 0.0318689-0.00465114j 0.0523348-0.00452055j 0.0137991+0.00294483j -0.0133963-0.00110275j -0.0218897-0.00359888j 0.0314601-0.00318009j 0.00967634-0.000950788j 0.010878+0.000167053j 0.00898062-0.000996055j -0.0327698+0.00084594j -0.0457937+0.00360107j 0.0372877+0.000296622j 0.0040747+0.000640102j -0.013095-0.0022379j -0.0124378+0.00431132j 0.104899+0.00135089j -0.0548665-0.0012622j 0.0164784+0.00468028j 0.0254507-0.0001411j 0.0643459+0.00166606j 0.055272+0.00304165j 0.0167666+0.00432304j 0.0314171+0.00901581j -0.053744-0.00248585j 0.00892387-0.00242766j -0.107655-0.000309779j 0.103208+0.00236023j -0.0785463-0.00661639j -0.0103299-0.00241355j -0.114398+0.00188724j -0.0878462-0.00116086j -0.12807+0.00504505j -0.0662104+0.00225653j 0.0112214+0.00135346j 0.0132484-0.000459594j 0.0157574+0.000848247j -0.00550148+3.42713e-05j 0.0121916-0.000712045j -0.00360779-4.30258e-07j 0.00224752-0.000593951j 0.00494034+0.000111116j 0.00853123+0.00191647j 0.0369067+0.00146517j -0.00662011-0.000307798j -0.00290212+1.26761e-05j -0.0102785-0.00136855j 0.00480353+0.000530281j -0.0131584+0.00354107j 0.0111491+0.0015418j 0.00126194+0.000974891j -0.00395214+0.00292232j -0.00504886-0.00215381j -0.0167089+0.00128527j -0.00819822-0.000666588j 0.0488834+0.00352171j 0.0152819-0.00699752j 0.00630561+0.004606j 
0.0218786+0.00145848j 0.0182006+0.00298057j -0.0398413-0.00332656j 0.0162769-0.00219233j -0.035971-0.00136613j 0.115204+0.00488427j -0.00446282+0.00553898j 0.00048446+0.000210747j -0.0758555+0.00310717j -0.0671513-0.00289569j -0.0360087-0.00108882j -0.117285-0.000608019j 0.0888402+1.76038e-05j -0.02777+0.00193866j -0.0425851+0.00299354j 0.0132863+0.00432301j -0.00210109-0.00267018j -0.0645143-0.0013101j 0.0535848-0.002503j -0.206332-0.00478445j -0.0413571-0.00197751j -0.041332+0.00120475j -0.0714333+0.00668689j 0.0193474+0.00527831j 0.0782636+0.0019846j 0.0374463+0.00291777j -0.0202539-0.00860462j -0.0555594+0.00273162j -0.00224012-0.00119095j 0.0287014-2.22392e-15j 0.0511708-0.00187506j -0.0870831+0.00139245j 0.000124689+0.00453605j -0.0122904+0.00137126j 0.0308744-0.00377296j 0.0188089-0.00542372j -0.0120552-0.00134763j -0.0119823+0.00378546j -0.0498451-0.00172425j -0.034691+0.00214092j -0.0349761-0.00020646j -0.0392241+0.00254764j -0.0280707+0.00143343j -0.0218108+3.25331e-05j -0.0151794+0.00186308j -0.0128182+0.00151591j 0.00658551-0.000903776j -0.00258734-0.000887426j -0.0357881-0.00220934j -0.00184726+0.00398463j -0.00631108-0.000530269j -0.150299+0.00583903j -0.00806054+0.00423502j 0.117798-0.00472675j 0.0596008-0.000445559j 0.135244-0.00356926j 0.134961-0.00306934j 0.084335-0.00459707j -0.0346735-0.000925039j 0.160868-0.00673997j -0.131452+0.00592706j -0.0189916-0.000817892j -0.0193585-0.00150011j 0.0515895-0.00141643j -0.0174576-0.00218781j -0.105066+0.00783875j -0.0161347+0.0024892j 0.00055073-0.00183882j -0.00337685-0.006075j 0.017189+0.00354029j 0.0281731-0.00578773j 0.00361922-0.00140604j 0.0250633-0.00779888j -0.0146862+0.00320103j -0.0193806+0.00686948j 0.0144326+0.000192007j 0.0399293+0.00264117j 0.0250051+0.00129945j -0.0062156+0.00100911j 0.0135843-0.0022895j -0.029271-0.00272345j -0.00345717-0.000665672j -0.032971-0.00216842j 0.0324721+0.00399738j -0.00605621-0.00536491j 0.0173898-0.000586509j -0.0553726-0.01048j 0.0103771-0.00129496j 0.0112196-0.00642454j 0.0123752+0.000397009j -0.000502313+0.00132242j -0.00058716-0.00205771j 
-0.0322622+0.000145231j -0.0122309-0.00146701j 0.0210047+0.00451132j -0.00360755+0.00202732j 0.0590433-0.00142995j -0.0127973+0.00031135j -0.085588-0.000860103j -0.088717-6.52172e-05j 0.0433355+0.00324392j -0.0708913+0.00274567j 0.0738781+0.00338117j -0.0665089-0.000411806j 0.112816+0.00752081j -0.0279867-0.00521802j 0.110725-0.00117411j -0.0873-0.00105315j -0.0697752+0.00558454j -0.0511544-0.00207028j -0.0658832-0.00173356j -0.0704078+0.000714775j -0.0686451+0.0044957j 0.0289564+0.00222541j -0.0335361+0.00129063j 0.0134403+0.00392846j -0.0208343-0.0050571j -0.00226436+0.00175741j 0.00113204+0.00434057j 0.00441158+0.000891513j -0.0264468-0.00224724j 0.0511708+0.00187506j 0.0407767-5.84764e-16j -0.00655705-0.00106456j 0.0090544+0.00348764j 0.028487-0.00212528j 0.00720902+0.00106573j 0.0161688-0.00373271j 0.014377+0.00413164j -0.0224446+0.00228778j 0.017889+0.000635874j 0.0150702-0.000731178j 0.0341403+0.000586887j -0.00298668-0.000601812j 0.0527811-0.00085456j -0.117028+0.00194214j 0.0720773-0.00274219j 0.054327+0.000457064j -0.0396416-0.00290595j 0.0544447-0.00190167j 0.0615106-0.0028186j -0.0424938+0.00101366j 0.0254907+0.00348792j -0.060318+0.00531464j 0.0120968-0.00291394j -0.0556591+0.000454274j 0.0236932-0.00221517j 0.0955854-0.00173526j 0.0572512+0.00126725j 0.0427209-0.00257471j 0.0737824-0.0003366j 0.0643398+0.00093093j 0.0408701+0.00332025j 0.0118037-0.00225225j 0.00835954+0.00380008j -0.0329653+0.00063713j 0.066585+0.00076469j 0.0144342-0.000789331j 0.0591583-0.000192138j 0.0233695+0.00274507j -0.00436977+0.000111049j -0.0075346+0.00277972j -0.0123191-0.00165502j 0.0120544-0.00192815j -0.0081135-0.00197775j -0.0088951+0.00137566j -0.0199219+0.00512974j 0.000354357+0.000439337j 0.0139614-0.00277021j -0.0381571+0.00242287j -0.00825888+0.00158159j 0.024891+0.000278302j 0.016395-0.0021111j -0.00885874+0.000345443j -0.013466-0.00267371j 0.00855172+0.00360217j -0.0305286+0.00240006j 0.0262673-0.00123674j 0.00303967-0.00310273j 0.0556154-0.000166439j 0.00823334+0.00147979j -0.0405432-0.00358543j -0.00700042+0.00576596j 0.00530978-0.00282777j 
0.0182832+0.000212429j -0.00015659+0.00118602j 0.0179368-0.0040106j 0.0244874+0.00359958j 0.00289465+0.00396118j -0.00948776+0.000535685j 0.0234991-0.00175485j -0.017771-0.000381275j 0.053799-0.00119053j 0.004719-0.00066958j 0.0536667+0.00546984j 0.0648068+0.00211143j 0.0948587+0.00480952j 0.0141458+0.00143159j 0.0117197+0.00159809j -0.00704487-0.0047519j -0.0385832+0.00544524j 0.0164051+0.00256783j -0.0189919+0.00173779j -0.0551092+0.00901502j -0.0513602+0.0011131j -0.0331743-0.00202572j -0.0858856-0.00156932j -0.0320558+0.00062788j -0.0358358+0.00380147j -0.0768224-0.00128818j 0.0723026+0.002324j 0.049066-0.00171632j -0.00409589+0.00102908j -0.0870831-0.00139245j -0.00655705+0.00106456j 0.0887601+2.39565e-15j -0.0816677+0.000760069j -0.0804802-0.00199473j 0.0428487-0.00166026j -0.0181813+0.00618216j -0.0491575+0.00319575j -0.0401624+0.00715175j 0.0315855-0.00476802j -0.0195939-0.00202635j -0.022332-0.0014885j 0.0411807-0.00257606j 0.0369623-0.00160636j -0.040256-0.00097384j 0.0546718+0.00103965j 0.112971+0.00154156j 0.0630099+0.00402924j 0.0170448+0.00412447j -0.149837-0.000316221j 0.0505016-0.000390432j -0.0482379-0.000824931j -0.0439022-0.00276829j 0.0488576+0.00178059j 0.0406268-0.000692275j 0.00115128-0.00345341j 0.171264-0.00623249j -0.048625-0.005091j 0.185885-0.000926974j -0.245067+0.00468794j -0.0961959-0.000280919j 0.0526878-0.00248527j 0.0605873-0.000494208j 0.121293-0.00206889j 0.21827+0.00115479j -0.121582-0.00383206j -0.0653081-0.00395693j -0.172344+0.00188062j -0.0258039-0.00227229j 0.0117421+0.00423387j 0.0265646-0.00502671j 0.0375219-0.00186311j 0.013804-0.00166604j 0.0779506-0.00297022j 0.00301488-0.00041262j 0.0372975-0.00493451j 0.00363146-0.00174136j -0.0518477+0.000580603j 0.022033+0.00196273j -0.014572+0.00227926j 0.000874443+0.000481881j 0.0121526+0.000263168j 0.00613379-0.000450644j -0.0488368-0.00553406j 0.00917733-0.00542372j -0.0269341+0.00123743j -0.0429318-0.00238804j 0.0116085-0.00201518j 0.0152574-0.000123994j -0.0430805+0.00477491j 0.00319769+0.000422946j 0.00974792+0.000580461j -0.0020204+0.00522166j 
0.0518995+0.00182421j 0.0103805+0.0051338j -0.00239943+0.0037036j 0.0283418-0.000820706j -0.0513872-0.00572597j 0.0502241-0.000859448j 0.0818993+0.00351499j -0.0218474+4.02587e-05j -0.069388-0.00406391j -0.0495805-0.000915106j -0.0575999-0.00195591j -0.0471588-0.00248771j 0.0470986+0.00279517j 0.0932609+0.00174536j -0.095502-0.00574512j 0.000499732-0.00479846j 0.0638727-0.00079941j 0.0770985+0.00121222j -0.0140317+0.00130233j 0.0507738-0.00122686j 0.00704639+0.00085456j -0.0489194-0.00162304j -0.0229679-0.000905395j 0.0502294+0.00119774j -0.0526095+0.00321657j 0.0236428+0.00060153j -0.0302532-0.00418433j -0.0294358+0.00105103j -0.000192843-0.00327929j 0.000124689-0.00453605j 0.0090544-0.00348764j -0.0816677-0.000760069j 0.0681763-9.82287e-16j 0.0162267+0.000199841j 0.0503755-0.000546083j -0.0091353-0.00679844j 0.0346002-0.00509594j -0.0272102-0.00242228j 0.0254595+0.000551153j -0.0281171+0.00233433j -0.015478-0.0010403j -0.0570746+0.0044157j -0.0145778+0.00225754j -0.0301296+0.000461978j -0.0639148+0.000978578j 0.0343982-0.00155572j 0.0400506-0.00280705j -0.0112386+0.000206363j -0.0248239+0.000779429j -0.200697+0.00452497j -0.0395333+0.00448128j 0.0168272-0.0016411j 0.052644-0.000899032j -0.0234979+0.00149396j 0.0276212-0.00257292j 0.0176894-0.00411929j 0.0817284-0.00170465j -0.0866183+0.000302104j 0.10056-0.0013046j 0.0147599+6.46884e-05j -0.0424292+0.00509256j -0.0860857+0.00174572j 0.132446-0.000297496j 0.0698682+0.00232574j 0.0526837-0.00120405j -0.0283598+0.000336654j 0.00476055+0.00202987j 0.000430537+0.0014253j 0.00661255-0.00210206j -0.0031092+0.00556788j 0.0263276-0.00206353j -0.000171413-0.000456695j 0.0291194-0.00384953j -0.013934+0.00301894j -0.0124192+0.00332617j 0.0052703+0.000112996j 0.0386353+0.00171974j -0.0667208-0.000438032j -0.00828451+0.000633773j -0.0219797-0.00185652j -0.0128906-0.00252423j -0.000160082+0.000485383j 0.0291075+0.00216746j -0.00226176+0.00813925j 0.0167143+0.000385294j 0.0152349+0.00340746j 0.00977614-0.00611839j 0.00708677+0.000855878j -0.0267769-0.00651464j -0.0270115+0.0037183j 0.00537862+0.00502769j -0.0129544+0.00292084j 
