0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
0.000444354+0.00410159j -0.00262384-7.29081e-05j -0.0176809+0.0163066j 0.0339175+0.00165971j -0.0235597-0.0226277j -0.0143563+0.00385796j -0.0228654-0.0176477j 0.00788567-0.00720469j 0.0145348-0.0366324j -0.0395381+0.0225334j -0.0403452-0.0385052j -0.00561503-0.01183j 0.0662502+0.0159778j 0.00894178-0.0250617j 0.0195937-0.00733491j 0.0358942+0.00630426j 0.0860821+0.0349876j -0.0104817-0.0304115j 0.0632381+0.125541j 0.0087499+0.03994j -0.0219559+0.00613147j -0.179267-0.0977347j 0.0543505-0.0646998j 0.0566126-0.00259407j 0.0207195-0.0246737j -0.0335584+0.05477j 0.0194779-0.000703833j -0.0471642-0.00198413j -0.0238175+0.0453411j 0.0306272+0.0863639j -0.0394151+0.077736j -0.00981725-0.0513965j 0.0115992+0.0809687j -0.133702-0.0449768j 0.00138949-0.091339j 0.00395367-0.00455339j -0.0136015-0.067496j 0.00788553+0.0130646j -0.0710212+0.00248894j -0.0205803+0.00863631j 0.0381643-0.125904j -0.0313727+0.00549914j 0.152442+0.0388335j -0.0231218-0.0315853j 0.0309019-0.0649503j -0.113195+0.0120139j 0.0258118+0.0644622j -0.0324108-0.00302754j 0.0168166-0.00603712j 0.00726506+0.108046j 0.0722129-0.0502517j -0.0445521+0.0295936j -0.110923-0.124784j 0.0430736-0.0120038j -0.0141148-0.0113038j 0.0568069+0.0136485j 0.0677438+0.0543036j 0.0676396+0.0672165j -0.122913-0.0196041j -0.00452181-0.0287887j 0.0278438-0.0276367j 0.0859487+0.019772j 0.0841491-0.0262974j -0.00541584-0.0904037j -0.0525357-0.0480218j 0.0109623-0.0205066j -0.0513931+0.0976069j -0.0555731-0.00914666j -0.0599265+0.0348166j 0.0207673+0.075898j 0.00920148+0.0682301j 0.0625922-0.0170837j 0.0649372-0.022899j -0.0629312+0.000117726j 0.0686728-0.0559115j 0.018429-0.029704j 0.0134881-0.00411591j 0.0428934-0.0249555j -0.0747912-0.0190373j 0.0506247+0.0656816j -0.0117272+0.0159586j -0.0577767-0.0202872j -0.095016-0.00268044j -0.0524232+0.0371656j 0.0183919+0.038419j 0.0292904+0.0393107j 0.0274372+0.0133785j -0.036904+0.00532303j -0.0206795+0.0226309j -0.0144075+0.00197406j -0.0167079-0.0098435j 0.0163908+0.0128866j -0.0123658+0.00685835j -0.00319424-0.0123701j -0.0252629+0.0242301j 0.000169357+0.00969218j -0.00857398+0.00126695j 
0.00143267-0.00129691j -0.0217055-0.00796935j -0.0102715-0.0590785j 0.0369631+0.00030962j -0.000183732-0.0140974j -0.00247298+0.0197856j 0.029315-0.0275038j 0.0140705-0.0249082j 0.012067-0.03095j -0.0309681+0.00517972j -0.0374608-0.017839j 0.0218652+0.0503434j 0.0117344+0.00134446j 0.026217-0.0359486j 0.0111387+0.0488773j -0.0334845-0.0325086j 0.0480887-0.0276738j -0.0577913+0.0377803j -0.0139255-0.000312939j 0.0343152-0.0248553j -0.0597275-0.0388011j 0.0581509+0.0506064j 0.0443259-0.0035703j 0.0904882+0.0268007j -0.0549588-0.0234651j -0.0111363-0.0218953j -0.0645757+0.0221405j 0.0867598+0.00120465j -0.0150793-0.00542688j -0.00271526-0.0234343j -0.00634704-0.0241183j 0.0263934+0.0146172j 0.0784753+0.0653734j 0.0256977+0.0196162j 0.048183+0.0120749j 0.0520653-0.0116287j 0.0345704-0.00324074j -0.0148853-0.0523338j 0.0330849+0.0504443j -0.0261186-0.00374696j -0.0543761+0.0438095j -0.0231821-0.0612696j -0.0972026-0.0249458j 0.015263-0.00116944j -0.0814034+0.000423258j 0.084818+0.044582j 0.0242905+0.0312318j -0.0174674+0.000329438j 0.0636503-0.0373186j -0.076111-0.0145998j 0.00318399-0.0805897j -0.0106561-0.0150407j 0.00179935+0.078173j -0.0057717-0.00914871j 0.00852324+0.0330062j -0.0699543+0.0177609j 0.0253512+0.010525j 0.0264756+0.0114887j 0.0094462-0.00877421j 0.0457833+0.0647295j -0.0992497+0.00274942j -0.0501912+0.0569624j -0.0303747-0.0182745j 0.05723-0.0699419j 0.0282015-0.0558209j 0.0438605-0.0549621j 0.065313-0.00496095j 0.0148985+0.0167312j 0.0674526-0.0420323j -0.0406197-0.0719242j -0.0281079+0.047542j -0.0105868+0.00421649j -0.0876025+0.0228519j 0.0683179+0.0463176j 0.0202288+0.00342929j -0.0534776+0.0719439j 0.0414564+0.0247988j 0.000893351-0.026355j 0.0455653-0.0134237j -0.00539969-0.0393787j -0.0142814+0.0662459j -0.00486133+0.0363556j 0.0529407-0.0455773j 0.0219139-0.0420727j -0.00034664-0.0185265j -0.0356802-0.0212983j -0.0103373+0.0157419j 0.0215597+0.0316805j -0.00652482-0.00328085j 0.036475-0.043045j 0.0151136-0.0366788j -0.00774145+0.000963454j 0.0123957+0.0171933j 0.043165+0.0367812j 0.0150222+0.0131605j -0.0118089+0.00614185j -0.00721608-0.00365201j 
0.013714-0.00602045j 7.88003e-05-0.0123255j -0.00846826+0.0115523j -0.0063324-0.0246581j -0.013203+0.0025672j 0.0147349+0.0117691j 0.0180708+0.00760868j 0.000549645-0.00967153j 0.0263639+0.0164357j 0.00693583-0.0245858j 0.00203255-0.0182691j 0.0348412+0.0081325j -0.0312135+0.0377237j 0.0153397-0.0115879j 0.0138144-0.0289349j -0.0375198+0.00392773j -0.0102793+0.0367727j 0.0148958-0.0194118j -0.0378753-0.00969956j 0.0470799-0.0346155j -0.0106336-0.0193694j 0.0132985-0.0296553j 0.0485616+0.0345867j 0.0102305+0.0380011j 0.0368019-0.0716794j 0.0114681+0.0119209j 0.0200213+0.0228327j 0.0456673+0.0158987j 0.0112741-0.010733j 0.0572666+0.0268228j 0.0311336-0.00284356j -0.0122246-0.0286632j -0.0119445+0.0716062j -0.019563+0.0459288j 0.0155191+0.069931j -0.0342131-0.0565584j 0.0171146-0.0339767j -0.0253849-0.0295047j 0.0451059+0.0723049j -0.108016+0.0193338j -0.0686135-0.0451716j -0.0165423-0.0206161j -0.00947636+0.103002j -0.0369649-0.00264191j -0.00545018+0.0369092j 0.0597141+0.00157261j -0.0273393-0.013978j 0.0307894-0.0576525j -0.0152094+0.0124808j 0.0260887+0.145615j -0.0066442+0.0481658j 0.0495249-0.0138019j -0.0525879+0.0342457j -0.00604982-0.0861919j -0.0246687+0.0287912j 0.0685377+0.00331717j 0.0411376-0.0325698j -0.0284059+0.00282357j 0.0601655-0.0625254j -0.0210953-0.0122941j -0.0644416+0.0493532j -0.0304654+0.0402054j 0.0524546+0.00906769j 0.00382422-0.0314141j 0.0771496-0.0565906j -0.0478034-0.00711432j 0.0223687-0.0121864j -0.0736721+0.035464j -0.00905124+0.0556702j -0.00194176-0.0639258j -0.0406055-0.0185481j -0.0854058+0.0748431j -0.0417888+0.0282863j -0.0257447-0.0399615j -0.00639135+0.00296008j 0.0379476-0.00326168j -0.0311264+0.0207988j 0.00188124-0.0173777j 0.0557871-0.00232444j -0.0377971-0.0100023j -0.0212526-0.0344085j 0.0242432+0.0247733j -0.00339191+0.00871359j -0.0054142+0.081523j -0.00431813-0.0179528j 0.00922044+0.0354863j 0.0236548-0.046836j 0.0553833-0.0522924j -0.0330269-0.00231141j -0.00607062+0.00515938j -0.0514763-0.0317158j 0.00356896+0.00556534j 0.0216461-0.000104658j 0.0342351-0.0137492j 0.0661289+0.0259705j -0.0133444-0.00588025j 0.018285-0.00186048j 
-0.0046488-0.00418131j -0.000474217-0.000886479j 0.0246704+0.00468486j -0.01271+0.00351383j 0.0106579+0.00679658j 0.00942909+0.0120673j 0.0151995+0.0146879j -0.0059033-0.056819j 0.0234604-0.00287j 0.0250951-0.00173717j 0.0152634-0.030375j 0.0698199+0.0185841j 0.0028773+0.0976453j -0.03361+0.0287814j -0.063442-0.0430273j 0.00799354-0.0485024j -0.0576872+0.0308952j -0.0382883-0.00161561j 0.0195135-0.0160131j 0.00376513+0.00101222j -0.0171962-0.117466j -0.0011195-0.0169786j 0.0549373+0.0466143j 0.0181654-0.00498453j 0.04914+0.0122786j 0.0286828+0.0225931j 0.0236088-0.0088231j 0.00456897+0.00582675j -0.0509876+0.00691522j -0.00737639+0.0298145j -0.00717522+0.0333944j -0.0111287+6.88105e-05j -0.00850948-0.00864762j 0.0133914+0.0766602j 0.0165205+0.0359948j 0.00813456-0.0317522j 0.0466238+0.00481241j -0.0323264-0.0182218j 0.00364235+0.0855031j -0.0630995-0.000306453j -0.0387483+0.0654665j -0.0464001-0.0467194j -0.00640209+0.0435796j -0.0366318+0.0124591j -0.0248669-0.0394518j 0.0518186-0.000971246j -0.04596-0.00995727j -0.0147992-0.0590066j 0.00721706-0.0427242j 0.0262441-0.0459666j -0.00694258+0.00352302j -0.0239778-0.0276039j 0.0146513+0.0332472j -0.0306385-0.0118761j 0.0136845+0.052265j -0.0365406+0.0295491j 0.061968+0.0364847j -0.00416256-0.0339317j 0.016155-0.0227709j 0.00358647-0.00724741j -0.0276305+0.0218218j 0.0363675-0.000129616j 0.0469983+0.0126223j 0.0256711-0.062818j -0.00963499+0.0338492j 0.0607746+0.000202508j 0.0148502+0.0160256j -0.0844727+0.103408j -0.0374628+0.0418272j -0.00507271-0.00201089j -0.0299314+0.0542512j -0.0447916+0.0138173j -0.0820838+0.0354527j 0.046158-0.0514805j -0.0191689+0.00679352j 0.0408244-0.0477032j 0.00444166-0.0334295j -0.0110252+0.0133448j 0.117242+0.043671j 0.0124879+0.0747859j -0.0362088+0.0234147j 0.0227335-0.0203376j 0.0457175+0.00536458j 0.00159042+0.0506019j -0.054569-0.0734357j 0.026208-0.022521j -0.0115691+0.0325669j -0.032268-0.0296274j -0.010365-0.023018j -0.0255181+0.0253557j -0.0245221-0.0267595j 0.0198799-0.0221246j 0.0130691+0.00382234j -0.00971397+0.0138723j 0.0659092+0.00941027j -0.00357839-0.00497823j 0.0163673-0.0023168j 
-0.0023315+0.00166137j 0.00184366+0.00133752j 0.0439535-0.0100542j -0.0128512-0.0153274j -0.00590998-0.00254466j 0.0152072+0.00688523j 0.0343047-0.0251784j -0.00748871+0.0139797j -0.014242+0.0106929j -0.00943787-0.0126164j 0.0368644-0.00231336j 0.0553185+0.00510893j -0.0232537+0.0296646j -0.0106767-0.00355663j -0.0531849+0.0191979j 0.0569954-0.0414776j -0.0444345+0.00542123j 0.00280699+0.016507j -0.0629885-0.0514961j -0.0584675+0.0607383j -0.00844292-0.0297467j -0.00588841+0.00358909j 0.0590333-0.0218063j 0.0331981+0.050663j 0.0765615+0.0016702j 0.0141304-0.040988j -0.001814-0.0523093j 0.00917534-0.0773564j -0.0466776+0.0787213j -0.0403384+0.019388j -0.0248812-0.039157j -0.0440151-0.00653026j 0.0359826-0.0508245j -0.0665093-0.0324775j 0.0639909+0.0643035j 0.00461459-0.0204346j -0.0110581-0.0117705j 0.0655682-0.00463411j 0.00501202+0.0639166j 0.0568441-0.0530244j -0.0364847+0.0235152j 0.0838076-0.0092527j 0.0304455+0.0060848j 0.0674596-0.0332605j 0.0116987-0.0854603j -0.00286093+0.0661597j 0.0113172-0.0117546j -0.00268546+0.0369217j 0.0634529-0.161907j 0.0105393-0.115934j 0.0344121-0.0764092j -0.0497522-0.0518241j 0.0183482-0.0214451j 0.049697-0.0141887j 0.00797667+0.00880778j 0.0218166-0.0147113j 0.0153495+0.0394158j 0.0740539-0.103591j -0.0849478-0.0545639j -0.0856927-0.022306j -0.0286186-0.0573305j 0.0643371-0.0641307j 0.0188507-0.0428452j -0.00820497-0.0414548j 0.00189275+0.0424674j -0.031871+0.0026793j -0.0833377-0.153533j 0.00487159+0.00122079j 0.0338013-0.065155j -0.0906814-0.0106603j 0.0902688-0.0355152j -0.0629303+0.102733j 0.0415396-0.0591887j 0.122009+0.00285888j -0.091152-0.0170738j 0.0503044-0.0494025j 0.0720842+0.0875626j 0.0243573-0.0765277j 0.00697587+0.0897748j -0.0146046+0.0581753j 0.033246+0.057574j -0.00684327+0.039841j 0.00952804-0.0537249j -0.0491477+0.0246501j -0.0601762-0.00217348j -0.0166323-0.049374j -0.0206039+0.0852931j -0.0373736+0.0342232j -0.0490039-0.0568413j -0.00108758+0.016577j -0.0223167+0.0036366j -0.00981815+0.0154073j 0.000988907-0.0196113j -0.0433791+0.0210864j -0.00773225-0.0160346j 0.00494701+0.0153542j -0.017188+0.00193187j 
-0.00367001+0.00937167j 0.00903323+0.000420708j 0.0102201-0.00538065j -0.0174511+0.0260952j -0.016409+0.000639308j 0.00523389+0.017136j 0.0581137+0.00524957j 0.00222192+0.0526182j -0.00767163-0.00510985j -0.0470125+0.00574829j 0.01768-0.024544j -0.00086634-0.0227639j -0.0112156-0.0455962j 0.039718-0.0414064j 0.0145756+0.0107489j -0.0317811-0.100243j -0.0384153+0.00200397j -0.0335336-0.00536307j -0.0718102+0.0305078j 0.0167982-0.0307284j -0.00682908-0.0320192j 0.0116251+0.0337627j 0.0271675-0.0183186j 0.00581354+0.0422313j -0.0418527-0.0287813j -0.00167285+0.0526231j -0.0571126-0.0141885j 0.0680853-0.0101187j 0.0206291-0.0602797j -0.0478522-0.0535935j -0.0133955+0.00793367j 0.00656643+0.0227072j 0.0074636+0.0676831j -0.0138339+0.0282361j -0.0297251-0.0152418j 0.0811696-0.0210372j -0.0354081-0.0561353j 0.025299+0.0184804j 0.0263295-0.0170816j -0.0596906+0.0452596j -0.0553462-0.0246151j -0.0235344-0.0194147j -0.0473076+0.0362615j 0.0167555+0.0183713j -0.0378654+0.0748858j -0.025601+0.0459759j -0.0150798-0.0243004j -0.0296014+0.0988847j 0.00291076-0.0124825j -0.0152157-0.00335739j 0.00462769-0.0656152j 0.00576599-0.0503977j 0.0401632-0.00555215j -0.0274859+0.0121288j -0.0463601+0.0331343j -0.0323854+0.0318403j -0.0151138+0.0216377j -0.0274573-0.0405101j -0.0132868+0.0691764j 0.0517291+0.039008j 0.0741005+0.00171951j -0.0867326+0.0543044j 0.0155508-0.0197759j -0.0451734-0.0192844j -0.0233511-0.0449994j 0.11428-0.0968527j 0.036754+0.0488881j 0.0154814-0.011658j 0.0121957-0.0909203j 0.0373017-0.0449736j 0.0146948+0.0602875j -0.0294462+0.0653549j -0.0968047-0.0233583j 0.0812063-0.0647186j -0.0323955-0.0137511j -0.103299+0.00552438j -0.00369643+0.0949942j -0.0250132+0.0407708j 0.032627+0.0139164j 0.00426953+0.0947165j -0.104995+0.100809j 0.0444945-0.0314207j 0.00925199+0.00927158j -0.00217991+0.0344822j -0.00841308+0.00112754j -0.0043035-0.0545977j 0.0142618+0.0461165j 0.0239393-0.00468552j 0.00981686+0.00303857j -0.0189407+0.0197699j 0.0352305+0.00141322j 0.0189188-0.0288617j 0.011434+0.00249711j 0.00515523+0.0218755j -0.00777749-0.0470017j 0.00413386-0.00039092j -0.00578203+0.000942846j 
-0.00605323-0.00452599j -0.0102663+0.00377545j 0.013276-0.00219501j 0.0386267-0.0179991j -0.000219878-0.00839981j -0.00452322-0.0117208j -0.0193066-0.0372542j -0.00348658-0.0010837j 0.0252007-0.00720858j 0.0210412+0.0511802j -0.0170968+0.00168006j -0.0520856-0.00100116j 0.022596-0.000293279j -0.0074702+0.0114727j -0.0111828+0.0169176j -0.0106474+0.0772867j 0.0424267-0.0290462j 0.0932705+0.00689232j 0.0722548+0.00502453j -0.0124014+0.0364708j 0.0670111+0.0830655j 0.0218518-0.0107883j 0.0270264-0.0301562j -0.0428972-0.0473065j 0.0490937-0.0505118j -0.0462193-0.00862308j 0.0623936+0.0496942j 0.0129847-0.0181095j 0.00825832-0.00142599j 0.0465668+0.0185465j 0.00317744+0.0198139j 0.0377222-0.119889j 0.0296586+0.0652454j -0.0371982+0.00511021j 0.0498212-0.0181369j -0.0128682+0.032097j 0.00882665-8.54928e-05j 0.0859815+0.00494941j 0.0125566-0.0222071j -0.0974462+0.00804657j 0.0283985-0.0546331j 0.0397815+0.055994j 0.0326478+0.0796179j -0.0967249-0.0545132j 0.000770009-0.0193494j -0.05698+0.0185755j -0.00918952+0.0282965j -0.0272888-0.00722986j -0.0156684+0.0363855j 0.0178881+0.117509j -0.0142544+0.0504115j -0.0855328+0.0381898j -0.0423779-0.0436556j 0.0338567-0.126545j -0.0639332-0.0132665j 0.0398014-0.0376007j 0.0729172+0.0492016j 0.0864628+0.0913258j 0.0172438-0.0413648j -0.0232096-0.0329356j -0.029356-0.00266571j 0.0556178+0.0619341j 0.0675816+0.0109762j 0.051542-0.0230744j -0.0377859-0.0571532j 0.0445266-0.0482392j -0.00916857+0.0485812j -0.00632881+0.0241345j -0.0820826+0.0452652j 0.0063668-0.00382251j -0.0369683+0.106212j -0.0415736+0.00967952j -0.0977353-0.0478492j -0.0281006-0.0837823j -0.00648776+0.0300593j 0.00536588+0.0250809j -0.0158578-0.00636136j 0.00819482-0.0545753j 0.0231966+0.0155603j 0.00570021+0.0277299j -0.0118078-0.0629561j 0.0147387+0.0445489j 0.00612955-0.0331255j -0.0425423+0.0648561j 0.0194082-0.0590656j 0.0886983+0.0127103j -0.0557317+0.024313j 0.0886611-0.0910916j 0.010723+0.0183731j 0.0258557+0.0126084j 0.0534119+0.0714196j 0.0113353-0.00716103j 0.0167482-0.0121355j 0.00330681-0.0220185j 0.00125743-0.029515j 0.00573326-0.00140128j 0.00443461+0.00604767j 
0.0140932-0.0114271j -0.0159773-0.00263256j -0.0402887-0.00570654j 0.0238998-0.0142579j 0.00663756+0.0107817j 0.0252039+0.00102857j -0.0306278-0.0220884j -0.00179014-0.0384198j 0.012272+0.00462305j 0.0370592-0.0544982j 0.0088646+0.012994j 0.0569887-0.0140422j 0.000639796+0.0924397j -0.0170179-0.106039j -0.0461703+0.0411395j 0.0462664-0.0139227j -0.0257106+0.0188744j 0.0635012-0.0157779j 0.140664-0.0295978j 0.0314978-0.06331j 0.0275697-0.0166057j -0.035643+0.0890501j 0.0263108-0.0255502j -0.0872544-0.0426167j -0.0451223-0.00282564j 0.013156-0.0733599j 0.0584243-0.0178563j 0.0217568+0.0151611j -0.0268112+0.0243903j -0.0335608+0.0438293j 0.00593123+0.00105776j 0.00170624+0.0147942j -0.0684976-0.0346068j 0.0200119+0.0768972j 0.033278+0.0665717j 0.000689477-0.054381j 0.0128868+0.0414891j -0.103567+0.0368069j 0.0278726+0.00446949j 0.0789274-0.105918j 0.0292933+0.0777964j -0.0155156-0.0488439j 0.0106884+0.0262141j 0.0333955+0.0316663j 0.0321585-0.0274128j -0.0413776+0.0776444j -0.0424093-0.0785667j 0.00912+0.0352679j 0.0541141-0.103355j 0.0897158-0.150511j -0.0264889+0.0294192j -0.000712885-0.0849142j 0.0700454-0.0901164j 0.00976444+0.128065j 0.107042-0.0294528j -0.0504207+0.0240764j 0.0283808-0.0318648j 0.0174256-0.0487434j 0.0665007+0.015246j 0.0409216-0.00835349j -0.0499041+0.0295626j -0.0260521-0.104701j 0.0599981-0.0121312j 0.0305703+0.0389233j -0.0833095-0.0384721j 0.138973-0.0709546j -0.0369992+0.0753026j -0.0504847+0.092111j -0.106344+0.0584452j 0.00447383+0.00228215j 0.00836125+0.00739395j 0.0136893+0.0276199j -0.0455401+0.0530569j 0.05081-0.0512082j 0.0447381-0.0105482j 0.0616793-0.0225764j -0.0119799-0.0692976j 0.0210212+0.0514664j 0.014499+0.0294542j 0.0498167+0.00102046j 0.0337216-0.0150166j 0.0138376-0.0236839j 0.0496931+0.0495455j -0.0739523+0.0672164j -0.0166694+0.0670031j 0.035766+0.0176192j -0.088025+0.0571327j -0.0174318-0.00158356j 0.028864-0.0271566j 0.0672569+0.0394184j 0.0339041+0.00842743j 0.0043214-0.00557373j -0.00410638+0.0132969j -0.0124699+0.00721192j -0.00460478+0.00807862j 0.0145946-0.00294333j -0.00691832+0.0144179j 
0.000328844+0.00785094j 0.0166085-0.000128808j -0.0034326+0.0328736j -0.0340342+0.00296297j -0.000681159+0.00810004j -0.0153768+0.000236603j -0.0151656+0.0136191j 0.000322634+0.00627884j 0.0221341+0.00377209j -0.0201762+0.0214066j 0.0423428+0.0169555j -0.046767-0.00130632j -0.0105745+0.000556605j -0.0287118+0.0061797j -0.0187797-0.0340887j 0.017218+0.0351732j 0.017675-0.0058033j -0.0139824-0.00235676j 0.0300283-0.00527564j -0.0534269+0.0741465j 0.0101803-0.0347998j 0.0396353-0.00885486j 0.0464274-0.0109857j 0.0455351-0.0107498j 0.079002+0.000554616j -0.0211286+0.0171035j 0.0671744+0.00837234j -0.0664366-0.0479368j -0.0442973+0.027014j -0.0553139-0.00319198j -0.0147704-0.0483194j 0.0438003-0.0129614j 0.0046183+0.0197343j -0.0200187+0.00710327j -0.0607136-0.0418j 0.0137326+0.0363984j 0.0167284+0.0219645j 0.023738+0.0320123j -0.021066+0.0187578j -0.0446605-0.054598j -0.0193685-0.0194834j -0.0333577+0.0027397j -0.00334681-0.0349582j -0.0377122+0.000935809j 0.045394-0.0449427j -0.0788912-0.0117615j -0.0290754-0.0619788j -0.030267+0.0046843j 0.049129-0.0368402j -0.0395893-0.0358584j -0.0278119-0.0294185j -0.0859605-0.033955j 0.02676-0.0495475j -0.0218555-0.0409732j 0.0260923+0.0752801j 0.008092-0.0111j 0.0794048-0.00281866j 0.0686684+0.0318195j -0.065356+0.00822593j 0.00613828-0.0704529j 0.0226432-0.0800052j 0.0413782-0.0525j -0.0176549-0.0186798j 0.00651123+0.0103319j -0.0947246+0.0300451j 0.0382507+0.0542662j -0.0296465+0.0208791j 0.0981046-0.00250563j -0.0131561-0.00999314j -0.0718753-0.0207144j 0.0595331+0.0494777j -0.0150287-0.0904633j -0.0648808-0.0126565j 0.0187797-0.108801j -0.0188318-0.0130951j -0.0387766-0.0429336j 0.0163246-0.00558946j -0.0240203-0.0900023j 0.0409885+0.0693007j -0.00549228+0.0649596j -0.0166394+0.0447713j 0.0420912-0.0107474j 0.0832938-0.0425578j -0.056067+0.0108869j -0.0681428-0.0246486j 0.0192781-0.0584282j -0.0590936+0.0372379j 0.000902792+0.00349862j 0.0241147-0.015223j 0.0326057-0.00846184j 0.0154181+0.0249848j -0.00239191+0.00523752j 0.00169676-0.0273146j -0.0475257+0.0184546j 0.0421354-0.035714j 0.0119525-0.000603475j 0.000438592+0.00471956j 
-0.00265684+0.0037416j -0.00301833+0.00177796j -0.0388399-0.0226656j 0.005623+0.0285358j -0.00746438+0.00114375j -0.00222403+0.0123695j -0.0284418+0.00712903j 0.00950044-0.0135889j -0.0219247-0.030258j 0.0151075-0.000176567j -0.0329722-0.00967249j -0.0107589+0.0316141j 0.014328-0.0251987j 0.0453377+0.00563851j 0.0272206+0.028898j -0.0225127+0.0430128j 0.0470088-0.03552j 0.0393331-0.0447642j -0.0381408+0.0194198j -0.0260616+0.0669431j 0.02817+0.0270547j 0.0410296-0.0166641j -0.000531414-0.0128292j 0.0464155-0.035506j 0.0114601+0.0183045j -0.00630126+0.00484378j -0.0226455-0.0145701j -0.00626375+0.00224025j -0.0146315+0.0392286j 0.00562577-0.0427543j -0.00750508-0.0656556j 0.0107106-0.0262213j 0.0551296-0.0450715j 0.0186181-0.00575769j 0.0511296-0.0155809j -0.00322023+0.0231589j -0.00190564-0.00857895j 0.0391173+0.0337202j 0.0545192-0.00405535j 0.0101859-0.0502292j 0.0166669+0.00736099j 0.0307814+0.00639787j 0.0326992-0.0195468j -0.0195115+0.0234291j 0.0115745-0.0500285j -0.0566413+0.0434689j 0.0694649-0.0327226j 0.0583964-0.0128901j 0.0290741-0.00117041j -0.0398191-0.00947418j 0.0279602+0.0328257j -0.0121081+0.0344827j 0.00685792-0.0186447j 0.0681022-0.0709922j -0.0169942-0.0274643j 0.112435-0.0885237j -0.0182175+0.00135744j 0.0320921+0.0663059j -0.0829448+0.0105003j -0.0439446-0.0257087j 0.026476-0.084455j 0.0512855+0.0124691j -0.0635267+0.0458532j -0.0610729+0.0024013j 0.0334137+0.00372397j -0.0306762+0.055563j -0.0376654-0.0702782j 0.153308-0.0800509j 0.0538688-0.0074062j -0.0167649+0.0137345j 0.0779319-0.00292392j 0.0771014-0.104278j 0.03814-0.0286668j -0.0121371+0.0532701j -0.0233993-0.0259799j -0.0937621-0.0180651j 0.0016881+0.0196223j 0.0750672-0.0281116j -0.0608999+0.0629033j -0.0419824-0.0298451j 0.0565643+0.0459859j 0.0421395-0.038024j 0.0140733-0.0269991j -0.0378204-0.0224946j -0.0228962+0.00478825j -0.0356057-0.0301075j -0.0406734+0.0453642j -0.0257045+0.0769203j 0.000275004-0.0557645j 0.0295945+0.0204549j 0.0332369+0.0113529j -0.0363946+0.00918722j -0.0251507-0.00686114j -0.0058582+0.060102j -0.0242553-0.00446093j -0.00710171+0.0108689j -0.02478+0.0147436j 
