0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
-0.0114638+0.00779468j -0.00898458-0.00474765j 0.00222078-0.0208812j 0.0240802-0.00704762j -0.0174268-0.0205615j 0.0236258-0.0497068j 0.0019249-0.0237573j 0.0038198+0.0183501j -0.0218976+0.00267194j -0.0216392+0.0481014j -0.032157+0.0314905j -0.0189372-0.0336155j 0.0350424-0.0415948j -0.036234-0.0161385j 0.00393549+0.0353141j 0.0274159-0.01651j 0.0302893-0.016298j -0.00199673+0.0662301j 0.0497149-0.0156407j -0.0240239+0.00407845j 0.0259756+0.0416073j -0.0328576+0.0158709j 0.00142358-0.0187435j -0.00483749+0.0135152j -0.00487249+0.0137766j 0.00290959-0.0245079j -0.0193982+0.0188724j -0.024678-0.000854282j -0.0161514-0.0154189j -0.0159567+0.0324521j -0.0242743+0.0113269j 0.0128208-0.0174996j -0.00164567+0.033006j -0.0287053-0.0259113j -0.0177586-0.0357183j 0.0120267+0.0118076j -0.00267754-0.00783689j 0.0131696+0.0185441j -0.0319836-0.00876083j -0.00841297-0.0165859j 0.0104354-0.0181584j -0.00438797-0.000278936j 0.00606152+0.00697524j 0.020984-0.000492228j 0.000303515-0.0109233j -0.0120578+0.0174508j 0.0239334-0.00619691j -0.0157248+0.0247268j -0.00286213-0.000131123j -0.0124157-0.000407312j 0.00806617-0.0466903j -0.00904394-0.0188515j -0.0104598-0.028483j 0.0328072+0.0106169j -0.0187102-0.0235094j -0.00847483+0.0204698j -0.00726876+0.0057461j 0.0283029+0.00679477j -0.0105856-0.00469088j 0.012312-0.0112058j 0.0111077+0.00419493j 0.00233574+0.00924209j 0.0230234-0.0195696j 0.00676978-0.0159843j -0.0318434-0.00677141j 0.0282158-0.0201522j -0.000703302+0.0260021j -0.0245711+0.0124099j -0.0130302-0.0132185j 0.0155341-0.00414543j 0.0124237+0.0347344j -0.0164937+0.0327875j 0.0137688-0.0318168j 0.00246517-0.000414181j -0.0142246-0.00620203j -0.0136514+0.0280314j -0.014551+0.00470651j 0.0105084-0.00366951j -0.0224463-0.00355401j -0.0224621-0.00326922j 0.0398227-0.00868725j -0.0315641+0.0204886j -0.0144825-0.00500817j -0.00982613-0.0149373j 0.00700835-0.00683086j -0.00174008+0.0248164j 0.0014811+0.0240772j 0.0170936-0.0114345j -0.00864123+0.010699j -0.00931955-0.00504918j 0.0077607+0.0348683j 0.0224265-0.000607458j -0.00190628+0.00633897j -0.00219588-0.0135832j -0.0305113-0.0189068j -0.00148947+0.00443838j -0.00492373-0.00247948j 
-0.00851153-0.00447034j 0.0285584-0.0146255j 0.0152703+0.0197254j -0.0423492+0.00420616j 0.00540766-0.0343294j 0.0345547+0.0324169j 0.00588191+0.0254371j -0.0331697+0.00963459j 0.0238592+0.00530183j -0.0794603-0.0404148j 0.00301018-0.0330389j 0.015992-0.0195426j -0.0097053+0.0155327j 0.017523-0.0306894j -0.0167947-0.00166446j -0.00788886-0.0184633j 0.00402366+0.0477449j -0.0432311-0.00278709j -0.0333786+0.0488524j 0.0131684+0.00886402j -0.0297393+0.0130603j 0.00636709-0.02649j 0.00226398+0.0122066j -0.0071875-0.00935029j 0.00655882-0.00817128j 0.00998962+0.0271056j -0.00874465-0.00108462j -0.00593976-0.0143608j 0.039442+0.0196132j 0.0430283-0.00748755j 0.0408983+0.0202402j -0.00845636-0.0115244j -0.0340315-0.0411884j -0.0100666-0.000973274j -0.00619469+0.0427455j -0.000528662-0.0195398j -0.00120439-0.019014j -0.00843892-0.00854955j -0.011505+0.0212674j 0.0201385+0.0138608j -0.0158071-0.0340224j 0.0121967+0.0158414j 0.0276963+0.00547222j -0.00437887+0.0295861j 0.0284005-0.00133847j -0.00571633+0.0241377j -0.00976357+0.00789495j 0.0259614-0.0113026j 0.00327015-0.00654095j 0.0343453-0.00143448j 0.0551372-0.00446721j 0.0147848+0.0238428j -0.0110158+0.00671023j 0.0250427-0.013908j -0.00950059-0.00829389j 0.0384802-0.0140417j 0.0202805+0.0196297j -0.0209865-0.0189136j 0.0118522+0.0159381j -0.0308047+0.00374124j -0.011102-0.00804663j -0.0132394-0.0236304j 0.0274589+0.0358819j -0.0367232+0.00665443j 0.00832477+0.012042j -0.0233828-0.0129684j -0.0240668-0.011019j -0.000389058+0.0227969j -0.0130001+0.0242218j 0.00897183+0.0254338j 0.0432577+0.010752j -0.019154+0.0211036j -0.0117321+0.00468073j 0.0106403-0.0294045j 0.00455047-0.0408614j 0.0166314+0.0020675j 0.000596405+0.0235362j 0.0436806-0.0156582j -0.00607097+0.000915123j 0.0164059+0.019568j -0.0194356+0.0408184j 0.03218-0.0338606j -0.0171652-0.0102367j -0.0143086+0.0249001j 0.00980502-0.0060699j -0.0265161+0.00230575j 0.00915577-0.00458624j 0.00947414+0.0415924j -0.0219793-0.00902588j -0.0401476+0.0187781j -0.00545061-0.00168082j 0.000899686-0.0161421j 0.0244447-0.00731989j -0.0212393-0.00698901j -0.00661229-0.0132302j 0.00519926+0.000982942j -0.00384172+0.00156784j 
0.0260897-0.000760421j 0.0120924+0.00377458j -0.067539+0.00412238j 0.0134605-0.0272741j -0.0125462+0.02882j -0.0211615-0.00422686j -0.0281286+0.00585227j 0.0234754+0.000636785j -0.025947+0.0185495j 0.0210091-0.0127392j 0.0274988+0.0448163j 0.0121825-0.000550542j -0.0402113+0.0271727j 0.00476779-0.00141924j -0.00979584-0.0117108j 0.00408873+0.0119009j 0.0105127-0.0295201j -0.0200291+0.0177813j -0.0477259-0.0128962j 0.0078162+0.00555992j 0.00527409-0.0194734j -0.0319223-0.0235969j 0.0132805+0.0319333j 0.0296198+0.0358089j 0.0390814+0.00669441j 0.0218169-0.0110667j -0.0185793-0.00414807j -0.016854-0.00130387j -0.00748385+0.0128485j -0.0241103+0.0250668j -0.00594758-0.00501584j -0.00576157+0.00862491j 0.00977985+0.0167867j 0.00919278-0.00130111j -0.00499927-0.0132803j -0.0014072+0.0194655j 0.00556792+0.00439201j 0.0272898-0.00223845j -0.00778837+0.00110302j -0.00176052+0.0258313j -0.0335101+0.023125j 0.00581855-0.00215302j -0.0169191-0.0196443j 0.0109578-0.0303039j -0.00957616+0.0132887j 0.00827361-0.0127168j 0.00143088-0.00431519j -0.0129627+0.00179805j -0.00519304-0.0184474j -0.0260411+0.00794687j -0.0135367-0.0193686j 0.00804447-0.00226963j 0.00825212-0.000503789j -0.0160113-0.0194836j 0.0127862+0.0156554j 0.00298236+0.0200653j -0.0189849-0.0385233j 0.00749278-0.0218176j -0.0157728+0.00307645j -0.00515204+0.00650443j 0.00116256-0.0152869j -0.00927086-0.00693855j -0.0401368-0.0277498j -0.0137105-0.0115106j 0.0322219-0.0106328j -0.0238429+0.0281532j 0.00824485-0.0270954j -0.00191125-0.0193774j 0.0368325-0.030837j -0.0240848-0.0108363j -0.00787727-0.0424579j 0.0180575+0.0158489j 0.0349783+0.0028019j -0.00839548+0.0214454j -0.0237522+0.00686281j -0.012018-0.0151389j -0.0222794+0.0103169j -0.00853449+0.0101507j -0.0104206+0.00754864j -0.0160386-0.00610114j -0.0160513+0.000990554j -0.00506345-0.00269328j 0.00846634+0.0371466j 0.00403147-0.00886506j -0.013256+0.0293847j 0.000751297-0.037454j 0.0016914+0.0172633j -0.0395915-0.00211177j -0.0155007-0.00850556j 0.0226415+0.0126158j 0.00831717-0.0279698j -0.0101177+0.000479657j -0.0242406+0.00593738j -0.00882719+0.0202089j 0.00456348+0.0122794j -0.00383204-0.0122524j 0.00349424-0.00972217j 
-0.00970512-0.0179486j 0.0206163-0.00560374j 0.00529307+0.0510295j -0.0222339-0.0107873j 0.00326921+0.0345216j -0.0163895+0.000965055j -0.0172145+0.0334697j -0.0314043+0.010005j 0.0278473+0.0323884j 0.0142915+0.0174645j 0.0601773+9.93497e-05j -0.0210229-0.0114795j -0.0212472-0.0205736j -0.0333331+0.0282571j -0.0432757+0.00264635j 0.0273303+0.0334243j -0.0126221+0.025721j -0.0324904+0.0115611j 0.00779139-0.00286174j -0.0042174+0.0177487j 0.0150035-0.000770836j -0.0154475-0.0226118j -0.0219712+0.0459139j -0.02182+0.00535843j 0.0336117+0.0154412j -0.00602562+0.0129926j 0.0110854+0.0182183j -0.0156107-0.0165304j -0.00723982+0.0185147j -0.00869936+0.00987242j 0.000271501+0.00707874j 0.00144338+0.00643214j -0.0173236-0.00238793j 0.0147167-0.00215848j -0.0328322-0.0401773j -0.0221934+0.0352956j -0.00780695+0.0141586j 0.0158685+0.0101306j -0.0428515+0.00142356j 0.00569492+0.0184761j -0.0177331+0.01669j -0.000580725+0.015453j -0.0102674-0.0251551j -0.0124816-0.01288j -0.000322171-0.00362077j 0.00218732-0.026301j -0.0181989-0.00295532j -0.00906725-0.0160886j -0.00630447+0.02139j -0.0111875+0.00279126j -0.0258546+0.0223183j -0.0194312+0.0197031j -0.0107112+0.0021271j -0.0268165-0.00612691j 0.0125731-0.00587898j -0.0257965-0.00135621j -0.00493499-0.00543722j -0.011064-0.0126505j 0.00565423-0.010435j -0.00276512-0.00587338j 0.00227808-0.00859719j 0.02949+0.0174773j -0.0241202-0.00626378j 0.0135878+0.00975583j 0.00289485+0.00896109j -0.00986332+0.0227898j 0.00852067-0.0151339j 0.00365261-0.00807997j 0.0101721-0.00909031j -0.014687+0.0166461j -0.00453081-0.0170078j 0.0128059-0.0111829j -0.00847196-0.00252566j 0.00527618+0.0040388j -0.017636+0.00825237j 0.0357769-0.0205511j -0.0038421+0.00127064j -0.0202516-0.00637934j 0.040986-0.00544638j -0.00311516+0.0013399j -0.0203649-0.00145348j -0.00306125-0.0120542j 0.0208968+0.00513692j 0.00319457+0.00109863j 0.0121246+0.010236j -0.0116057-0.0150929j 0.0204132-0.00556307j 0.00427049+8.73036e-05j 0.00317414-0.000531199j 0.0129987+0.000524721j -0.0121102-0.0292542j -0.010229+0.00109504j -0.000431972+0.0029149j 0.0104554-0.00132782j 0.00871776+0.0191446j -0.00434546-0.00550774j 0.00396705+0.00618255j 
0.0198871-0.0199651j 0.00114944+0.0133641j -0.00578533-0.00451513j -0.00155202-0.0115958j -0.00587222-0.0138897j 0.00966855-0.00478034j 0.00959657-0.0202452j 0.00997149+0.0187442j -0.000374534+0.01831j -0.0333886-0.0050663j -0.0318531+0.000380127j 0.0296584+0.0213267j -0.00251971+0.000905302j -0.0238587-0.0135753j 0.0362685+0.00280325j 0.012482+0.037254j 0.00822719-0.0270611j -0.00589346+0.00624042j -0.0174436-0.0095493j -0.00463484+0.0017095j -0.00766087-0.000520028j -0.00322736+0.0162801j 0.0276134-0.0184101j 0.0337796+0.00877474j 0.00178617-0.0443557j 0.00634808-0.0245331j -0.00588616+0.000466567j -0.020696+0.0067459j 0.0275416+0.000867772j -0.000220453+0.00667694j 0.00757344-0.00905891j -0.00809236+0.00659038j 0.0222594+0.0114657j -0.0137347-0.028727j 0.00780465+0.0113231j 0.0159766-0.00794734j 0.00458603+0.000179937j -0.00218641-0.0227432j 0.00501074+0.0147733j -0.0194945-0.0102835j -0.00938392-0.0311514j 0.00367798-0.00692439j 0.00261958-0.00780066j 0.0213176+0.00994752j 0.01733-0.00594577j 0.00982119-0.000407459j 0.00801325+0.0157665j -0.000835254+0.0175302j 0.000250676+0.00957174j -0.00751217-0.00771689j 0.0213161-0.010969j 0.00763109-0.0140898j -0.00963984+0.00545787j 0.0229769+0.0133902j -0.00802879+0.0228582j 0.000103337+0.00275803j 0.0172121+0.0173993j -0.00295504-7.95679e-05j 0.013883+0.00340285j -0.00153417-0.0165541j 0.00730967-0.0111889j -0.0254781-0.0233846j 0.00942191+0.00582148j 0.00322435-0.00786862j -0.0122077+0.00639406j -0.000698831-0.00642736j 0.00148246+0.00658006j 0.00452924+0.0257672j -0.00652136+0.000232948j -0.0123452-0.0144769j 0.00183131+0.0206301j -0.00834392+9.00214e-05j 0.000204279-0.00923562j -0.00816761+0.0017434j 0.00644588-0.00224449j -0.0223973+0.030296j 0.00376981-0.00976946j 0.0139809-0.0268265j -0.0053516+0.00877977j -0.0205388-0.00713977j 0.00464661+0.00152578j -0.0205361-0.00532582j -0.00449989-0.0193683j 0.013775-0.0195633j -0.0152553-0.0126865j 0.00152656+0.00838685j 0.00996329+0.00138652j 0.0115611-0.00856203j -0.0146198-0.000998181j 0.0122204-0.0351213j 0.00466033+0.020101j -1.43219e-05+0.00709763j -0.00110765-0.0057779j 0.0090746-0.0215447j -0.00107604+0.0020597j 0.00288672+0.000125662j -0.000431038-0.000401105j 
0.0151742-0.0120937j 0.00877753+0.00574552j -0.0420424+0.0156738j -0.0189281+0.0217777j -0.0356658+0.0192553j -0.00745204-0.00639505j -0.0307615+0.0442991j 0.00683366-0.00819525j 0.0131811-0.0375187j -0.000204221+0.0546035j -0.00125858+0.00227092j -0.042887+0.0236992j 0.0112266+0.0101241j -0.00443793-0.0066j 0.0428271-0.00935195j -0.0471609-0.0141559j 0.00941445-0.0444164j 0.0329736+0.00564321j -0.00524444+0.0234075j 0.0162982+0.0118451j 0.0248867+0.00104196j -0.0177364-0.00466176j -0.0022426+0.00342948j 0.00121894-0.00801961j -0.0156792+0.0529193j 0.000507863+0.0266321j -0.0190175+0.00101125j 0.0056748+0.0143845j -0.0184443+0.000282868j 0.0226393+0.0226007j 0.00403498+0.0100166j 0.02605-0.0131849j 0.014059+0.0273566j 0.0245979+0.0094102j 0.00556766-0.00563872j 0.000970145+0.00436559j 0.0237057+0.0160758j -0.00772265-0.0138091j -0.0183124-0.0175793j 0.00578118+0.0153197j 0.0219757-0.00840718j -0.0244575+0.0033384j 0.0130389+0.00428433j -0.0058148-0.00114509j 0.0151834-0.00209397j -0.0100964-0.0107457j 0.00843122-0.00323137j -0.0345073+0.0163563j 0.00314624+0.0245743j -0.000184909-0.000831727j 0.00226419+0.00535868j -0.0197493-0.0237929j 0.0151131-0.0292588j -0.0118501+0.0111375j -0.0340533-0.0175794j -0.00425084+0.00797503j -0.0137318+0.000151566j -0.0179819+0.0417065j -0.00336949+0.0222187j 0.0372425+0.00477132j -0.00467116+0.00216498j -0.018272+0.00556727j -0.00161427-0.00543708j -0.00140514+0.00131403j 0.00898695-0.037418j -0.0251925-0.0192471j 0.0196658+0.0313733j -0.0208429-0.0131126j -0.01187-0.00401095j 0.00767959+0.0021742j 0.00702376+0.00889163j 0.0197551-0.0219964j 0.00927398+0.0111288j -0.011165+0.0115948j 0.000649191+0.00199646j -0.020416-0.0314888j -0.0341722-0.00301939j -0.030915+0.0200045j -0.00728706+0.0214565j -0.0196541+0.0118781j -0.0174537-0.0301301j 0.00574792-0.0366538j -0.0326914+0.0164959j 0.0012182+0.0195335j -0.0106046+0.0290041j 0.0175694+0.0399753j 0.0237898+0.0251422j 0.0226828-0.0292876j -0.0287806+0.0013917j -0.043689+0.0101792j 0.0015484-0.0398845j 0.012812-0.000577475j 0.00265569+0.0120807j 0.027469+0.0150719j -0.0209638+0.0144151j -0.00467148-0.00819683j -0.0105454+0.00547241j 
-0.00834885-0.0146374j 0.000750206-0.00519901j 0.0671821-0.0127756j 0.00151238+0.0306029j 0.0181035-0.0024862j -0.0123429-0.00959488j 0.0457783-0.0230727j 0.0567969+0.0359166j 0.0189111-0.015446j 0.02755+0.0192778j -0.00899617-0.0207295j -0.019571+0.00376132j -0.0150954-0.0533907j 0.0170507+0.0563602j 0.015608+0.013358j 0.0228912+0.0213986j 0.0230386+0.0244582j 0.0132149+0.0140635j 0.000316824-0.0270453j -0.0131835-0.0250224j 0.0305008+0.0073935j 0.0158733+0.0389249j -0.0222264-0.00782976j -0.00748248+0.015082j -0.0171259-0.0218807j -0.0117619-0.0154179j -0.00703877-8.45618e-05j -0.00461288-0.00641899j -0.00694692-0.0271182j -0.0196208-0.0303097j -0.0271467-0.00654029j -0.00150366-0.00472571j 0.012484-0.0314112j 0.00209215-0.00315831j 0.00743958-0.0212841j -0.0059487-0.00196324j -0.00655269+0.00285304j 0.0138046+0.0178707j 0.0183331-0.0222606j -0.0193688-0.00623085j 0.0184465-0.00382635j -0.00154914+0.00557556j 0.0102622+0.00775229j 2.93985e-05+0.00112249j -0.00390073+0.00923755j -0.0201917-0.0100015j 0.0139393-0.0176059j 0.01335+0.0119716j -0.00842485-0.00650104j -0.0074526-0.00168282j -0.00157936+0.00852131j 0.0318547-0.00371614j -0.0160564+0.00357184j 0.0256897+0.00291415j -0.00526009+0.00421487j -0.000955179+0.00538585j -0.0167085+0.0106251j 0.018519+0.0056602j -0.00963604-0.000645171j 0.00255762+0.012478j 0.0395685-0.000744861j 0.00381562+0.021847j -0.025675+0.00975271j 0.00634095-0.000797682j -0.0206018+0.0104466j 0.0422644-0.0113479j -0.0167917+0.00325217j 0.0285782-0.018366j -0.000529921-0.0153553j 0.0025937-0.00884044j 0.0141927+0.00403311j -0.0171851+0.0346865j -0.00721896-0.0268215j -0.0036386-0.000340385j -0.0120552+0.023826j -0.0167939+0.044166j 0.0178634+0.0101888j 0.00694489-0.0136951j 0.00179967-0.0145959j 0.010524+0.012725j 0.0241273+0.0132074j -0.0214273+0.0579365j 0.000861594-0.0271812j 0.00597061-0.00605071j -0.0027622-0.0268972j 0.0185015-0.0252492j -0.00527764-0.0141044j -0.0176861-0.0187371j 0.0206211+0.0312035j -0.00140276-0.0144424j -0.00863115+0.0435033j 0.00274837+0.0108523j -0.00937336-0.0166321j -0.0223837-0.0305331j 0.0210954-0.0433371j 0.0119298+0.0108012j -0.00420006+0.00254234j 
0.0209799+0.0159536j -0.0162187-0.00771644j -0.0283313+0.0127962j 0.00144048+0.0311459j 0.00803739+0.00596633j 0.00123712+0.00744908j 0.0112306+0.035633j 0.0564033-0.02404j -0.0168607-0.0328487j 0.00707622+0.0242691j -0.0323849-0.0163791j 0.00524043+0.0154832j 0.014091-0.00283907j 0.00616003-0.0139466j 0.0368962-0.0313143j -0.0278919-0.0366551j 0.00606478-0.0313107j 0.00913238+0.0220546j -0.00861549+0.0153245j 0.00963739-0.0283965j -0.00766747-0.00539197j 0.0286912-0.01349j -0.0071669+0.0190507j 0.0366575+0.00947744j 0.00485137+0.0593388j 0.0143374+0.0304451j -0.0341848-0.0116534j -0.016486+0.00208176j -0.0183742-0.0109426j -0.0233675-0.00380226j -0.0151713-0.0130157j 0.00807274-0.0150521j 0.00172268+0.000887689j 0.0288865+0.0134591j 0.0024765+0.0210236j 0.0106615+0.00348081j 0.0125609-0.00925698j 0.0104404-0.00164576j 0.00603861-0.00876803j -0.00514705+0.0113064j -0.00593265-0.00913237j -0.00768281+0.00593613j -0.00803807-0.00810829j 0.00393986+0.00114205j -0.00773075+0.015648j 0.00390599-0.0111724j 0.0197478-0.00787279j -0.0286155+0.00743133j -0.00467673+0.011536j -0.00728184+0.000520324j -0.0162844-0.0117315j 0.00747432-0.0156344j 0.00981138-0.0100364j 0.0127919+0.000162008j -0.00435314-0.00265375j 0.0148066+0.0158866j 0.019321-0.0106154j 0.0229072+0.00145634j -0.00686129+0.0143725j 0.0261144+0.00207529j 0.0117508+0.00419372j -0.0222389-0.00859475j -0.0268859+0.0134366j -0.0290532+0.00991441j 0.0192429-0.00507669j 0.0234005-0.00140875j 0.00289708+0.0145297j 0.0313671-0.0253395j 0.00425742+0.011285j -0.0129052-0.00308426j 0.012947-0.00473969j 0.0224648-0.00923155j -0.0386841+0.0195656j -0.0143377-0.0185618j -0.0201815-0.00286896j -0.00162578-0.029j -0.00739364+0.0133654j -0.01047-0.00172066j -0.00103401+0.0197045j -0.00634606+0.00319091j -0.000337627+0.0410188j 0.0211656-0.0156454j 0.0151259+0.0317362j -0.0276263+0.0526976j -0.0231631-0.0329403j 0.0318042+0.00292805j -0.0313999+0.00841431j -0.0150581-0.0197012j 0.0278737-0.00888011j 0.0114224+0.0232433j -0.00865638-0.00554576j 0.0116638-0.00465285j 0.00473183-0.00212697j -0.0223508-0.0096211j 0.0853107-0.0163349j 0.0146249+0.000700331j 0.0133421-0.00819737j 
-0.00371411-0.00526277j 0.00768091-0.0254755j -0.0154124-0.0644032j 0.066011+0.00638294j -0.00211671-0.0346927j 0.0213511+0.00901557j 0.0294994-0.0459347j -0.00710459-0.0763154j -0.0529335-0.0117571j 0.0162775-0.0177019j -0.0495785-0.0349069j 0.0398782+0.0635015j 0.00687023+0.0310028j 0.0480682-0.0292603j -0.00592559-0.0161007j -0.048799-0.00988447j -0.00169508-0.0222723j 0.0217407-0.0500777j -0.0069841-0.000941218j 0.00867327-0.00766148j -0.0248719-0.0211463j 0.013736+0.00375147j 0.0151802-0.0391525j 0.0281707-0.0219305j -0.0126552-0.00142549j 0.00260194-0.00253291j -0.0219595-0.0283987j 0.0254919+0.0178935j -0.0101663-0.0019057j 0.00829148+0.00365122j -0.0041297-0.00710469j -0.00753604+0.0130083j 0.0457655+0.00433346j -0.00517747+0.00642003j 0.0388989+0.0205588j 0.0188615-0.0147057j 0.00995997-0.013288j -0.0214628+0.00788471j 0.0471138+0.0177232j 0.00475664-0.0126022j 0.00209575+0.0236963j -0.00752527-0.0297719j 0.0046135+0.00610984j -0.00512983-0.0107678j -0.0135593-0.00901435j -0.00408651+0.00640301j 0.0124048+0.0144281j 0.0100492+0.00520939j -0.00178599-0.00448748j 0.003282-0.0101219j 0.00595127-0.00130801j 0.00450769+0.0029125j 0.017737+0.0303048j 0.00556914+0.0187412j -0.00080741-0.00137524j 0.00852954-0.00708546j 0.00554516-0.00537707j 0.00990569+8.6306e-05j -0.0180023-0.0138071j 0.000725777+0.00520744j -0.0168554+0.0149046j 0.00886625+0.00773826j -0.000875175+0.00428868j -0.00175699-0.0141457j 0.0180082+0.00738673j -0.000439852+0.0182567j 0.00463129+0.00986659j -0.00437858-0.00221948j 0.00528669+0.00400987j -0.00630287+0.0090382j -0.0134542+0.0177004j 0.0123868-0.0262164j 0.0200598+0.00330231j -0.00525665+0.0276819j 0.0166733-0.0022327j -0.0244243-0.0107703j 0.0124109-0.00337693j 0.0138653+0.0161977j -0.0338412+0.0135008j 0.00739351-0.000287322j 0.00925306-0.00703799j 0.00784692-0.00742699j -0.0175862+0.0232513j 0.0118459-0.00881026j -0.0214031-0.00303687j 0.00898764-0.00387134j -0.0082407-0.00670204j -0.0346661+0.0123457j 0.0132025-0.0274811j 0.0200459+0.0109036j 0.0184608-0.000947442j -0.00413858-0.0154646j -0.00957292+0.0022559j -0.0126361+0.0298755j -0.00122791-0.00518703j -0.0137961+0.00467182j -0.0065159-0.0177815j 
0.0112465+0.0232485j -0.0104498+0.0241031j -0.01024-0.00820276j -0.00372846-0.0332552j -0.0314471-0.0003249j 0.00852585-0.0207741j 0.0041839-0.0435217j -0.0450261+0.00939098j -0.0178689+0.0439632j -0.0637787+0.0143581j -0.0373959+0.0372803j -0.00654781-0.0276921j -0.000606799+0.0010201j -0.0504706-0.017453j 0.00780756+0.00486198j -0.0185531+0.0163396j -0.0213797-0.00313891j -0.0144626+0.030586j -0.0111776-0.00520593j -0.027207+0.0114305j -0.00408683-0.00174028j -0.012878-0.00600262j 0.022113-0.00568515j -0.00468192-0.00137696j 0.000694442-0.0123317j 0.0225048-0.0104775j -0.0230555+0.0095209j -0.00485198+0.00251023j 0.0113461-0.00599107j 0.00915584+0.0112583j 0.0100042+0.0015578j -0.0116982-0.00291419j -0.00392456+0.00369668j -0.00797769-0.0212912j -0.00920458+0.00626891j 0.0106077-0.0112554j -0.00559996-0.000941825j 0.00880293-0.0107351j -0.017603+0.0035047j -0.0103509+0.00823948j -0.00909523-0.0148247j 0.00847143+0.00354334j 0.010208+0.00561455j -0.0129672+0.0239331j 0.0117714-0.00757696j -0.000641513+0.0185792j -0.000825606-0.0030013j -0.0115251+0.0158283j -0.0109793-0.00264046j 0.0127472+0.00544333j 0.0296152-0.0145317j 0.0213623-0.00792824j -0.00123274+0.00149478j 0.0180021+0.0148225j -0.0270378+0.00166336j 0.0186397+0.0105746j 0.00650154+0.0171216j -0.0333824+0.00244294j 0.0107414+0.0189911j 0.00360189-0.00399249j -0.0102011-0.0074897j -0.0335945-0.0137082j 0.0223205-0.00186216j -0.00780701-0.0149779j -0.00512743-0.00748509j -0.0247777-0.00385894j 0.00149093+0.0199591j -0.0299693+0.0181841j -0.0232337-0.00267253j 0.0226287+0.0112935j 0.00800475+0.0364209j -0.0245438+0.00748024j 0.0144091-0.021932j 0.00637868-0.0024975j -0.00111206-0.0173165j -0.0321178+0.0162656j -0.0265036-0.00282205j 0.015909-0.0129121j -0.0291465-0.00625502j -0.013115+0.000730059j 0.00262611-0.00943565j -0.00691469-0.00814688j -0.0415705-0.0203798j 0.0138231-0.00757214j -0.0137495-0.00579614j -0.0178548+0.0214937j 0.0199548+0.0187268j 0.0229909-0.00609998j -0.0508366-0.0199963j -0.0338281-0.00827983j 0.00884503+0.0345415j 0.0144493+0.00295148j 0.000110522+0.00641713j -0.00982609-0.00729253j -0.0561303-0.0212807j -0.000136966-0.00335156j -0.0107193-0.00763588j 
