4.8564e-16+0.0935209j -1.75621e-15-0.0280583j -1.47481e-17+0.00969812j 1.26998e-16+0.038375j -2.62018e-17+0.0198695j 1.28956e-17-0.027623j 5.90756e-17+0.0445049j -4.01239e-17+0.026839j -8.15638e-17-0.0565649j 1.72846e-16-0.0818659j -5.05793e-18-0.0368915j 2.03037e-16-0.0420225j 2.18321e-16+0.0197482j -2.95462e-17-0.0383664j 7.21292e-16+0.0754646j -7.07183e-15-0.014054j -4.38847e-17+0.0307063j -1.68085e-16-0.0265056j 1.94838e-16-0.0173502j -4.26441e-17-0.0133244j 4.00583e-16+0.0337887j -4.31913e-16-0.0427022j 2.36584e-15-0.0256078j -1.77979e-15+0.0303782j 2.25654e-16-0.0133642j 3.39391e-17-0.0167944j 8.36588e-17+0.0111656j 7.78042e-17-0.0628324j 2.45544e-15+0.000432781j -5.54653e-16+0.00688796j -1.97323e-17+0.0147736j -4.1872e-17-0.0153804j 5.93492e-16-0.01892j 1.4249e-16-0.00984151j -3.58664e-16+0.0281715j -4.72347e-17-0.0125923j 1.74966e-17-0.000822026j 6.31268e-17-0.00808584j 1.26104e-16-0.0138849j -1.26987e-16-0.010117j 4.73021e-16+0.00951728j -1.62666e-17+0.0323282j -5.78632e-18-0.0239173j 9.90094e-17+0.00137723j 1.52259e-16+0.0181206j 6.68991e-17+0.00281924j -5.21915e-17-0.0180693j -1.87445e-17-0.0324451j 1.86949e-17+0.0127455j 6.69806e-18-0.0368364j 2.28666e-17+0.0171994j -1.43857e-17+0.00654742j 2.44285e-16+0.0435005j 8.02909e-17+0.0154919j 6.34982e-15+0.0143494j 1.40146e-15+0.0593959j 
-3.28972e-16+0.00221047j 1.06118e-15+0.0350516j -2.99848e-17+0.0213365j -9.43752e-17-0.00906439j 1.66571e-16-0.0269891j 1.06419e-16+0.00803982j -6.6439e-17+0.0224573j -1.25583e-16+0.0044679j -1.4964e-16+0.0386395j 1.71338e-16-0.0160881j 5.15523e-17-0.0170586j 2.60193e-16-0.0110862j 1.01402e-16+0.0226547j -9.07309e-17+0.0238855j -3.22745e-16-0.0307872j 4.03317e-15+0.00935376j -7.33954e-17+0.0168895j 1.60547e-16-0.00605293j 3.7741e-16-0.0142781j 6.38341e-17+0.0301456j 3.36276e-18+0.00117445j 7.81803e-17+0.00461868j 4.71863e-15-0.0445996j 1.91288e-15-0.0386709j -3.92224e-16-0.0121233j 1.69718e-16+0.0352929j 3.1053e-17-0.0109147j 4.34982e-16-0.0178978j 3.6546e-14-0.0105857j 2.30757e-17+0.00120593j -1.538e-17-0.0225746j 1.1436e-16+0.00286185j -5.49473e-16+0.00920888j -2.53621e-16+0.00810277j 1.51352e-16-0.00888129j -1.83205e-16+0.00129653j -3.1595e-16+0.0282676j 2.82134e-15+0.0262852j -9.55014e-16-0.0455266j -1.83012e-16-0.00882842j 1.41574e-15+0.0315178j 4.60508e-17+0.0400888j -1.17288e-16+0.0299326j 1.47966e-18+0.0308409j -1.31429e-17+0.0238173j 6.59546e-18+0.0147718j -3.09419e-16+0.0307288j 2.13238e-16-0.0217891j 1.02074e-16-0.0161018j 1.50867e-16+0.00777042j -1.41034e-17-0.0100158j -2.57208e-16+0.054626j -3.59319e-17+0.00122536j 7.25285e-17+0.00844718j 7.94136e-15+0.0397513j 1.91176e-15-0.0215348j 
-3.03481e-16-0.01281j 4.59821e-16+0.0204366j -1.63168e-16+0.0077734j -7.93891e-17+0.0246068j 4.12002e-16-0.00575992j 5.89998e-17-0.0146146j -3.10912e-16+0.0320743j -2.33963e-16-0.00666163j -5.86226e-16+0.0167832j 4.93488e-16-0.0102736j -4.52836e-16-0.0101708j 6.1157e-16-0.0185789j -2.69342e-17+0.000887907j -4.31012e-17+0.0163149j 1.87706e-16+0.00204531j 2.44521e-15+0.00806281j -5.69205e-16+0.0112236j 2.34674e-16-0.0171138j 3.83672e-16-0.00541938j -4.39566e-16+0.00488189j -4.31466e-16+0.0132942j -4.28242e-16+0.0138355j 1.75848e-15-0.0140075j -1.25432e-15+0.0175993j 2.4928e-16-0.0103723j 3.48364e-17+0.0220939j 3.38807e-16-0.017112j -1.73229e-15+0.0376011j -5.88239e-14+0.01671j 2.02722e-16-0.0131069j -4.61802e-17-0.00908713j 3.86234e-16-0.00837102j -7.41296e-16+0.0204788j -2.81728e-16-0.0111651j 9.49825e-16-0.0349023j 2.69497e-16+0.0197453j -2.17012e-17+0.000974031j 1.29094e-15+0.0181211j -4.60971e-16-0.0219347j 4.84953e-16+0.0188493j -2.98869e-16-0.01137j -1.99549e-16-0.0377521j 8.84369e-17+0.0267792j 1.90797e-17-0.0130588j -4.76996e-16+0.056636j 8.4849e-16-0.0171431j -4.72841e-16+0.0514839j 1.43655e-17+0.0198275j 5.46226e-16-0.017908j 2.50714e-16-0.0290525j -6.29798e-17+0.0272029j -3.03931e-16+0.00747715j -1.12634e-16+0.0270165j -4.63899e-17-0.00627207j -9.61809e-16+0.007869j 2.01238e-16-0.0495495j 
8.2558e-17+0.0230512j -6.32857e-16-0.00851837j 6.70461e-17-0.00263206j -7.10742e-17-0.0175239j 3.35169e-16-0.00387606j -1.72585e-16-0.00195803j -1.88049e-16-0.0270935j -2.131e-16+0.0318878j -3.88653e-16-0.00185017j 2.47669e-16-0.00217206j -6.81929e-16+0.0561204j 7.23502e-16-0.0144244j 1.67195e-16-0.00924729j 1.31071e-17-0.0336681j 4.57035e-16-0.0342255j -1.23e-15-0.00596146j -4.86934e-16+0.0254392j 2.66761e-17+0.00497231j 4.50191e-18+0.00925181j -3.53358e-16+0.0192245j 2.04487e-17+0.0438679j -5.97411e-16+0.0173544j 2.33891e-16-0.00271195j -1.88796e-15+0.0283983j 5.01656e-16-0.0131655j -2.43205e-16-0.028098j 2.02528e-16-0.0139024j 7.77062e-17+0.012617j 6.2368e-15-0.00219974j -8.28837e-16+0.0328599j -3.80872e-16+0.0430933j 2.7006e-16-0.0211538j -1.23993e-16-0.00142745j 9.83933e-17-0.0105648j 8.39221e-16-0.00366702j 5.22671e-16-0.0463276j 4.83625e-16-0.0210887j -1.71962e-17+0.00864532j -7.95539e-17+0.0203769j -4.1655e-16-0.0461277j -4.60913e-16-0.0240016j -3.93181e-16+0.0451519j 1.83932e-16-0.0582673j 1.39237e-16-0.020181j -6.47709e-16-0.00769986j 8.32297e-16-0.0437113j -3.38591e-17-0.0230233j -4.65206e-16-0.00855589j 4.37169e-16-0.0114297j 1.11051e-16+0.0108469j -1.88872e-16-0.0263163j 1.89961e-16-0.0047061j -3.92199e-17-0.00937913j -3.25897e-17+0.0123921j 2.93406e-15+0.00451908j 7.51283e-16+0.0360478j 
3.96798e-16-0.0294479j -8.54353e-16-0.0352824j 7.31276e-17-0.0282452j -3.81318e-16-0.0036696j -5.05595e-16-0.039421j 4.59714e-16+0.0349162j 1.82671e-17+0.044912j -8.96512e-17-0.0102194j 2.06132e-16+0.0257838j -1.9455e-16-0.0266625j -4.32762e-17+0.0506358j 3.04926e-16-0.000555108j -6.98228e-17+0.00168541j 1.31419e-16-0.00500811j -9.18762e-16-0.0129326j 9.93494e-15+0.0281214j -4.3685e-16+0.0203709j 2.15157e-16+0.0402452j -4.83653e-16+0.0124925j 6.59308e-16+0.0441628j -5.07133e-16-0.0495649j 4.82647e-16+0.0445745j -2.77282e-15+0.0298345j 1.64118e-15-0.0353877j -4.52447e-16+0.0122113j 1.67278e-16+0.000958225j -9.64424e-17-0.00262614j -6.71035e-16+0.0185918j -1.72679e-14+0.00471907j -2.02432e-16+0.0161355j -1.58526e-16-0.0141286j 4.93383e-16-0.0114988j -5.59424e-16+0.0127098j -2.12176e-16+0.0337808j 1.02753e-15-0.0358927j 4.12379e-16-0.0145793j 3.52429e-16-0.0574733j -5.67593e-16+0.0207206j 2.99178e-16+0.0729754j -2.29914e-16+0.00169647j -1.12095e-15-0.0316285j 6.61513e-16+0.0182409j -3.00813e-17+0.038084j 1.29072e-16+0.0785939j -6.2205e-16-0.00811206j -2.95141e-16-0.112421j -5.21033e-16-0.0793773j -2.24651e-16+0.098779j -1.05534e-16-0.0523749j 3.29984e-16-0.0240498j 5.67223e-17+0.0280228j 1.97822e-16-0.0702724j -6.97425e-16-0.0327467j -1.66789e-16+0.000451171j -2.06028e-14-0.0886663j -4.11123e-15-0.00244348j 
-6.19412e-17-0.0285913j -1.68482e-15-0.0396385j -1.76546e-16-0.0209081j 1.10517e-15+0.0529386j 1.24028e-15+0.047332j -8.79683e-16-0.0298266j 1.59238e-16+0.0277257j 1.40178e-16+0.00460486j -5.30164e-16-0.0109767j 5.67055e-16+0.0168286j -7.62734e-16-0.0050068j -5.13845e-17-0.0100271j 1.32525e-16+0.0017758j 8.20087e-17-0.000213627j 2.47541e-16+0.0100491j -2.20359e-16+0.00113093j 7.96264e-17+0.0167124j -4.5589e-16+0.00331494j -5.99395e-18+0.0146581j -1.21607e-15-0.0383635j 2.99684e-16-0.00115736j -1.69594e-16+0.00609516j -1.88694e-15+0.0153547j 2.54983e-16+0.00658281j 9.83121e-16+0.0387212j -5.12586e-16-0.0231795j -1.26382e-16-0.0010893j 5.98996e-16+0.0309134j 7.4406e-15-0.00286812j 6.67466e-17-0.000754473j -6.51389e-20-0.00789964j -2.42394e-16-0.0239084j -2.39715e-16+0.0212867j -5.53022e-16+0.0106065j 3.65307e-16-0.023775j 2.51177e-16-0.00513713j -7.16882e-18-0.0401442j -6.89272e-16-0.0131563j -7.73828e-16-0.0182356j 9.2526e-16+0.0214047j -1.87208e-16-0.00698575j -1.55163e-15-0.0803847j -1.3131e-16-0.00628038j -6.86255e-16-2.74497e-05j 3.7653e-16+0.0141075j 6.15873e-16-0.0208817j 2.01109e-15+0.0655692j -2.72439e-17+0.0436224j 4.62295e-16-0.00424595j -5.96886e-16-0.0419956j -3.68633e-19+0.0119047j -5.67329e-17-0.0408092j 1.66934e-15+0.0605972j 3.67635e-16+0.0157217j -1.38658e-14-0.0501764j -3.75366e-15-0.0411785j 
4.91572e-17-0.00381411j -3.42758e-17-0.00265221j -1.65285e-17+2.13608e-05j -1.05964e-17+0.0135555j -3.16698e-17-0.0194534j 5.64955e-17+0.00727558j -8.39042e-17+0.0403969j -1.65971e-18-0.00708235j 6.22588e-17+0.0270917j -7.37781e-17+0.0116703j 1.51261e-16+0.0273076j -1.51125e-16+0.0199659j -1.86612e-17+0.0252687j 1.42175e-17+0.016387j 1.10722e-15+0.00557673j -1.27484e-14-0.0368661j 2.11607e-16-0.0279355j 4.51351e-17+0.00258992j -1.1214e-16+0.0128686j 2.22487e-16+0.0319645j -5.6679e-17-0.000125704j 1.25643e-16+0.0207363j -2.9494e-16+0.00695544j 9.03191e-16-0.0238254j -8.23992e-16-0.0654358j 1.51019e-16+0.011501j 2.79024e-16+0.0407334j -7.70901e-16+0.00721871j -2.64706e-14+0.00795784j 6.45544e-16-0.0448024j 1.28087e-16-0.0302421j -2.26049e-16+0.0578029j -2.1686e-16+0.00762695j 3.39771e-16-0.0174464j 1.02944e-18-0.00566516j -1.07747e-16+0.00394045j 1.38599e-18+0.0222835j 1.80252e-16+0.00111918j 2.89473e-16+0.00143739j -7.33525e-16-0.0462341j -2.1359e-15-0.0622365j -1.46868e-16+0.0237947j -3.50135e-16+0.0397371j -2.35724e-16+0.0428874j -9.84191e-17-0.00562988j -2.50572e-17-0.00318026j -6.03788e-17-0.0670436j -1.53819e-16+0.00484847j -3.04538e-18-0.0353163j 1.49644e-16-0.00667228j -4.5117e-17+0.0109689j -2.4422e-17+0.00533141j -3.44891e-17+0.00509214j 8.40283e-18+0.0162527j -3.79472e-15-0.0147706j -7.3393e-16-0.00760928j 
-1.11385e-16-0.057288j 1.52251e-15+0.0315596j 6.00112e-17+0.00682751j -8.02161e-17-0.0227079j 1.72361e-16-0.0330485j -1.34768e-17-0.000858122j -1.18264e-16+0.00814511j 1.11702e-16-0.0220869j -1.02875e-16+0.0369399j -1.34952e-16+0.0370512j -9.86205e-17+0.0133826j 2.06385e-16-0.00535331j -4.40878e-17-0.0114812j -7.69707e-17+0.00649064j -2.14668e-16-0.0577875j 4.4611e-15+0.00817003j 1.17171e-16-0.0252783j 2.26462e-16+0.0227665j 5.08653e-17-0.00799732j 8.54752e-17+0.0240166j -1.15122e-16-0.0128696j 1.42624e-16+0.0310417j -3.77374e-15+0.0367678j 1.888e-15-0.0366441j -3.99828e-16-0.00580897j -1.70962e-16+0.0169898j 5.11291e-17-0.00587986j -6.38228e-16+0.0286745j -2.86509e-14+0.00791091j -2.15062e-16+0.0116082j -4.36885e-16+0.0215601j -2.75637e-16+0.0524478j -5.45962e-16+0.00668137j -3.94386e-16+0.0703579j 3.24158e-16-0.0219422j -5.60299e-16+0.0352229j 9.71572e-17+0.0014057j -1.03568e-15-0.0172148j 3.98288e-16-0.0166565j 6.27841e-17-0.000866692j -5.77806e-16-0.019781j 1.80892e-16-0.0391955j -1.72231e-16+0.0203579j -2.45682e-16+0.0279297j -1.53137e-16+0.00804827j 1.96875e-16-0.0141438j -1.80248e-16+0.0368326j -3.67325e-16+0.0669508j 1.01809e-16-0.00294243j 1.30215e-16-0.00897709j -1.48245e-16+0.0122253j 6.79021e-17+0.0124167j -8.78359e-17-0.0234009j 6.70098e-17-0.0210782j -4.02366e-15-0.0044755j -5.76461e-16-0.0621173j 
9.58152e-17+0.0038488j -3.32811e-16-0.00686914j -4.17885e-17-0.00778268j 9.375e-17+0.0346743j 6.49003e-18-0.00216691j 2.3276e-18-0.0301026j 6.92365e-17+0.0436863j 2.53787e-17+0.023243j -3.76728e-17-0.00982293j -4.0893e-17+0.0145295j -1.14843e-16-0.00624531j 2.14125e-16-0.0241326j 1.91231e-16+0.0345949j -3.18956e-17-0.00987411j 5.4439e-16+0.00389645j -6.06308e-15-0.017193j 1.50828e-16+0.00309433j -1.11328e-16-0.0121551j 1.71963e-16+0.00126186j -5.83346e-17-0.0119262j 9.27345e-17+0.0189083j -1.86957e-16-0.0119612j 5.00933e-16-0.00684544j -2.56841e-15+0.0454939j 1.48917e-16-0.0171007j 5.53375e-17-0.0157507j 4.40926e-17+4.34355e-05j -8.08779e-16+0.0420315j -3.87998e-14+0.0107814j 2.39832e-16-0.0105564j -8.56562e-17+0.00857794j -2.20059e-16+0.0142323j -2.87527e-16+0.0144492j -7.88952e-17-0.0107006j 1.25579e-16-0.0147139j 4.94735e-17-0.00488319j -1.02325e-16+0.0218913j 1.94889e-16+0.00315013j -1.10434e-16-0.000510416j 2.55203e-16+0.0179894j -1.25797e-15-0.0318618j 5.11453e-17-0.0372143j 8.24891e-17-0.00513528j 2.91405e-17-0.00306841j 2.53745e-16+0.0401184j 1.85496e-16-0.00326752j -1.48156e-16+0.0341788j -7.85379e-18-0.0172816j 1.53832e-17-0.0209493j -1.40813e-18-0.0639218j -5.57369e-18+0.00712857j 2.75968e-17+0.0189676j 1.67406e-16+0.0375231j 8.46524e-17+0.0032091j -2.30018e-15-0.00341126j -4.60325e-16-0.0299057j 
1.13653e-17+0.009347j 7.26972e-16+0.0158562j 3.49304e-16+0.029856j -2.91357e-16-0.0285581j 9.64207e-17+0.00716124j 1.88481e-16+0.0203076j -5.14515e-17-0.00861917j -1.41235e-16-0.0160057j 6.89594e-17+0.00967394j -2.2347e-16-0.0278339j -1.1239e-16-0.0107691j -1.07782e-16+0.0109421j -6.86169e-16-0.0456405j 4.10163e-16+0.0295416j 2.20008e-16+0.0107844j 1.86732e-16+0.0013549j -1.7244e-16+0.00239817j 3.79803e-16+0.0192397j -1.58947e-16-0.0188015j 3.02113e-16+0.0108534j 1.72091e-16+0.0158901j 1.44413e-16+0.02637j -5.96343e-16+0.00600927j -1.72584e-15+0.0325142j -3.64985e-16-0.0312139j 7.9788e-16+0.0437901j -3.94193e-16-0.0413607j -3.30202e-15-0.0141427j -1.6949e-13+0.0506944j -6.65137e-16+0.0056362j 1.65102e-17+0.00272417j -1.29567e-16-0.0207233j 1.259e-16+0.00601078j -4.19869e-16-0.0179191j -1.73719e-16-0.0154281j 3.64747e-16+0.0256247j -4.61878e-17-0.0157329j -1.21278e-15-0.0194327j 6.55498e-16+0.000337097j -4.67964e-16-0.022519j -1.12821e-15-0.0282055j 9.43934e-17+0.0321422j 2.86896e-16+0.0159375j -4.83561e-16-0.0498035j 7.40408e-16+0.0370853j 3.55951e-16+0.0134311j -9.381e-17-0.030541j 3.57232e-16+0.0381335j -1.21325e-16-0.00941804j 4.03783e-16+0.0449025j 3.81202e-16+0.0310259j -1.08804e-17+0.00487504j -2.30187e-16-0.0222745j -5.00818e-17+0.00272138j 5.5107e-15+0.0197673j 1.19869e-15+0.0135342j 
-1.10176e-16+0.017839j 6.61034e-16+0.0217742j -5.67563e-17-0.00703921j 1.03829e-16+0.05964j 1.56451e-17-0.000982795j 8.28632e-17-0.00593472j -5.96266e-17+0.0127069j -7.1452e-17-0.0054417j -1.39736e-16+0.0318213j 2.16965e-16-0.0722342j -1.56295e-16+0.0171468j 5.51324e-16-0.0335767j 9.46892e-17-0.0190792j -9.41064e-18-0.00995931j -7.7381e-16+0.0185588j 9.1012e-15+0.028487j -2.68213e-16+0.0370478j 2.23571e-17-0.0660901j 5.56079e-16-0.0087144j 7.47419e-17+0.0362875j 7.32374e-17+0.0233984j -7.91845e-17+0.0316329j 2.24391e-15-0.0215732j 5.3464e-16-0.0053352j 4.00108e-17+0.00438106j 9.9815e-17+0.00742336j -1.36999e-16+0.00809936j 1.68552e-17+0.0241851j 1.581e-14-0.00503818j 9.54465e-16-0.0299993j 3.69316e-16-0.0211099j 4.31867e-16-0.0560549j -7.90347e-17+0.00677152j -5.61542e-16-0.037558j 9.58041e-16-0.0426174j 3.86887e-16+0.00806633j -1.28082e-17-0.0424131j 5.61278e-15+0.0686546j -2.1338e-15-0.0335726j 5.87101e-17+0.00460328j 1.98884e-16+0.0125521j 3.15069e-16-0.0157511j 5.12704e-17+0.0225703j -2.5183e-17-0.00683552j -7.94674e-17+0.0502135j 1.46137e-16-0.0898423j -2.96162e-16+0.0457408j 6.94997e-17+0.0232503j 2.969e-18-0.0165254j 1.20638e-16-0.0144979j 5.65033e-17+0.0388871j -1.61689e-17-0.0534933j 1.19602e-16+0.053433j 6.38159e-17-0.00783968j -1.18445e-15+0.00123323j -1.64707e-16-0.0292331j 
5.94426e-17+0.0134506j -5.9891e-16-0.0141457j 3.58226e-17+0.00535587j -9.27517e-17-0.00504108j -3.5386e-17+0.0108865j -2.16877e-17+0.0100659j -1.4426e-18+0.0165026j -1.51167e-18+0.0161509j 2.0395e-17-0.00646533j 2.06817e-16-0.00348157j 1.07187e-16-0.0276457j -1.71775e-16+0.00252381j -3.44876e-17+0.00125599j 8.4967e-18+0.0135577j 3.58718e-16+0.000290165j -5.3306e-15-0.0156692j 3.28082e-17-0.00765546j 1.33121e-16+0.0215084j -3.83388e-17-0.0125817j 5.34973e-17-0.0101176j -3.96086e-17-0.00447973j -6.76352e-17-0.00106085j -1.61002e-16+0.000211608j -2.26251e-15+0.0346032j 9.90805e-17-0.0167111j 9.8025e-17+0.0123942j 1.2813e-16-0.0394274j -2.16216e-15-0.0313065j -1.26547e-13+0.0380326j -9.18052e-16+0.0181873j -9.4574e-17+0.0102286j 1.54273e-16-0.00461976j 2.11649e-16-0.00789798j 7.01762e-18+0.0264385j -1.94843e-16-0.000224588j -2.66497e-16+0.0179586j 2.82311e-16-0.0135741j -3.20574e-15-0.0526755j 1.49151e-15-0.00777566j 4.07278e-17-0.00296944j -3.12023e-16-0.0154153j -1.96529e-16+0.0119957j 9.41288e-17-0.0141284j 1.07095e-16-0.0089645j 2.50659e-16+0.0224811j 1.44187e-16+0.0475126j 1.36069e-16+0.00295303j -5.37189e-17+0.0236027j 5.65728e-17-0.000549113j -1.86933e-18-0.00802583j -1.12026e-16+0.0194109j 6.31873e-17+0.0201963j 1.52939e-17+0.00838749j 1.07816e-17+0.0125168j 6.83705e-16+0.00021501j 8.15821e-17+0.0118109j 
1.62461e-16-0.0101276j -5.9882e-16-0.0192439j 2.98334e-17-0.0301174j 8.13718e-17+0.0228994j 2.07922e-18+0.0202156j -1.18409e-16+0.0276823j 4.36011e-18-0.0393266j 2.32386e-17-0.0279943j -2.19569e-17-0.00113487j 1.08588e-16-0.0190028j 9.18525e-17+0.0333747j -1.79868e-16+0.0295508j -1.20253e-16-0.0586003j 1.53276e-16+0.00734017j 6.11828e-16+0.0308353j -5.25573e-15-0.0130024j 2.70521e-16-0.0439698j 4.79532e-17-0.0187573j -8.43242e-18+0.0168793j -2.26925e-18+0.00282159j -2.20762e-16-0.0244889j 1.76056e-16+0.0294635j -5.49239e-15+0.0525622j 2.76342e-16-0.00753096j -1.72195e-16+0.00030545j -2.68669e-18-0.00189749j 1.24494e-16+0.0254542j -4.97951e-16-0.00516372j -2.46108e-14+0.00749749j 4.02937e-16-0.0284438j 1.14853e-16-0.017127j 7.48562e-18-0.00401596j 5.31571e-16-0.0102389j -1.04808e-16-0.0201003j -1.25697e-16+0.00450539j -2.02236e-16+0.0352569j 2.57699e-16-0.0568669j -9.58804e-16-0.00764382j 5.14878e-16+0.0327507j -3.18134e-16-0.0148223j -1.3536e-15-0.0379111j -1.61469e-16-0.0039919j 4.49512e-18+0.0109831j -1.03845e-17-0.0159926j -3.95283e-16-0.0329603j -9.70431e-17-0.0335932j 3.29169e-16-0.0688616j -2.45521e-16+0.0558759j 4.37899e-17+0.00236939j -3.07499e-17+0.0387057j -8.469e-17+0.0383895j 1.82911e-16-0.103531j 1.0485e-17-0.00315677j 1.57256e-18-0.0109513j -1.08352e-14-0.0512071j -2.36827e-15+0.0194769j 
7.70981e-17-0.000375332j -2.99078e-16-0.00796623j 1.03653e-17+0.00967176j -1.83054e-17-0.0166343j -4.94901e-17+0.0540694j -6.70168e-17-0.00518405j 4.39321e-17-0.0690488j 1.46557e-17-0.0132271j 1.25093e-17-0.0227907j -1.31246e-16+0.0130795j 6.9418e-17-0.00816672j -3.97415e-16+0.0296491j -5.60276e-17-0.0194756j -5.12014e-17+0.000595772j -4.70233e-16+0.0034685j 5.79209e-15+0.0173457j -5.78568e-17+0.00906119j -9.42288e-17-0.00244832j -1.83836e-16+0.00630276j -1.39307e-16-0.0423754j 2.76764e-17+0.0120612j -3.60687e-17-0.0163831j 8.60974e-16-0.00884744j 2.10425e-15-0.030449j 2.70836e-16+0.0469229j -2.09712e-16-0.0183456j -4.73799e-17+0.0136424j 1.64453e-15-0.019986j 8.998e-14-0.0263812j 1.13094e-16+0.00631298j 2.06193e-16-0.0032548j 1.74889e-16-0.0324083j 4.87729e-16-0.01749j 2.71889e-16-0.0189247j -3.32681e-16+0.0342285j 1.79573e-16-0.0303653j -4.98595e-17+0.00270123j 5.65161e-16-0.00346058j -1.52396e-16-0.0265029j -1.07535e-16-0.0136412j 1.92921e-15+0.0532797j 4.13452e-17+0.00794354j 1.33084e-16-0.0284939j 1.9639e-16-0.0378055j -1.56683e-16-0.0539723j -1.66449e-16+0.0373399j -1.23097e-17+0.016565j 1.70423e-16-0.0462691j -1.34772e-17+0.0424207j -1.57739e-16+0.0694758j 8.26022e-17-0.0489723j -2.13562e-17-0.00341883j 5.18955e-17-0.00363072j -1.90597e-17+0.014263j 6.26958e-15+0.0201802j 1.32158e-15+0.0322232j 
-1.97115e-17-0.0153087j 8.71598e-18-0.00307799j 5.61342e-17+0.0306915j -1.02929e-16-0.0196365j -9.27895e-18+0.0128616j 5.26394e-18-0.010298j 3.31628e-17+0.0209309j -1.6211e-17-0.0133792j 7.94459e-17+0.0301525j -2.29437e-17+0.00752661j 4.25266e-17+0.0162861j 5.23243e-17-0.000466107j -6.30875e-17-0.00622416j -5.81756e-17-0.0127427j -8.0702e-16-0.019624j 8.1127e-15+0.0223952j -3.90769e-16+0.0433518j 2.80388e-16+0.0416606j -2.02644e-16-0.00909241j 4.20309e-16+0.0228436j 1.22551e-16+0.0269956j 1.82436e-16+0.0403439j -8.5145e-16+0.00883792j 1.34676e-15-0.0297706j -1.47025e-16-0.0110233j -1.44823e-16+0.00053541j -1.92172e-17-0.0187267j -1.23503e-15-0.0121974j -7.58504e-14+0.022657j -7.09176e-16+0.0205943j -2.48731e-16+0.0245343j 2.77504e-16-0.0103206j -2.37964e-17-0.00531834j -1.31972e-16+0.0606687j 8.5675e-16-0.0383523j 1.08844e-16-0.0152025j 4.04947e-16-0.046102j -1.35504e-15-0.0402085j 9.46948e-16-0.0504269j -3.51314e-16-0.043218j 7.2964e-17+0.000210899j 2.81909e-17-0.0331687j 9.49895e-17-0.0151397j 5.01447e-17+0.0192654j -5.50225e-17+0.00798901j -6.68217e-17-0.0193265j -4.85355e-17+0.0454142j 6.49121e-17+0.0807333j -2.7285e-17+0.0180244j -9.82658e-19+0.00139202j -2.42077e-17+0.0069216j -4.32545e-17+0.0192213j 8.95452e-17+0.0126533j 7.2592e-17+0.0181004j -1.14217e-15-0.000823426j -2.38697e-16-0.018794j 
-5.98567e-17-0.0209104j 2.4793e-16+0.00186529j 3.57503e-17+0.00499491j -1.0818e-16-0.0350368j -2.49693e-17-0.0251939j 5.89593e-17+0.00772403j 8.80238e-19+0.00704557j 2.85667e-17-0.0107307j 1.18548e-16-0.00436911j -1.02588e-16+0.0218976j 8.43236e-17+0.00467284j -1.07157e-16+0.0116669j -4.95531e-17+0.0138409j -5.60936e-18+0.0086126j -2.17455e-16-0.0115172j 2.42776e-15+0.00600996j 3.26795e-17-0.00496547j 4.17222e-17+0.0298221j -2.06461e-16+0.0047757j 1.02458e-16+0.00327268j -1.24779e-17-0.0165434j 2.00555e-16-0.00319153j -6.82155e-17+0.00246849j 6.02355e-16-0.010016j -2.49178e-16-0.00314782j 7.40854e-17+0.0104447j -6.59606e-17+0.0046209j 1.64111e-16+0.0250173j 1.1342e-14-0.00380774j 6.29167e-17+0.00234584j -3.43094e-17-0.00641285j -2.68705e-16+0.0231189j -3.31786e-16+0.0113719j 1.19914e-16-0.011656j -2.32476e-16+0.0053732j 6.22626e-17-0.0136305j -3.19529e-16+0.0361316j -1.19444e-16+0.019287j -2.41239e-16+0.0466098j -1.16735e-16+0.00839299j -4.51892e-16-0.0113287j -5.75503e-17+0.0203913j -2.15663e-16+0.0294999j -1.29139e-16+0.0144585j -1.66871e-17-0.0101062j -1.7156e-16-0.0103795j 8.74329e-17-0.0483446j 4.68329e-17-0.0114795j -4.37897e-17-0.0214146j 1.34423e-17+0.00541152j 5.14911e-17-0.0167825j -2.50374e-17+0.0157684j -2.20594e-16-0.0490588j -8.6032e-17-0.00597376j -1.90149e-15-0.00810514j -4.13847e-16+3.02924e-05j 
