4.8564e-16+0.0935209j -1.75621e-15-0.0280583j -1.47481e-17+0.00969812j 1.26998e-16+0.038375j -2.62018e-17+0.0198695j 1.28956e-17-0.027623j 5.90756e-17+0.0445049j -4.01239e-17+0.026839j -8.15638e-17-0.0565649j 1.72846e-16-0.0818659j -5.05793e-18-0.0368915j 2.03037e-16-0.0420225j 2.18321e-16+0.0197482j -2.95462e-17-0.0383664j 7.21292e-16+0.0754646j -7.07183e-15-0.014054j -4.38847e-17+0.0307063j -1.68085e-16-0.0265056j 1.94838e-16-0.0173502j -4.26441e-17-0.0133244j 4.00583e-16+0.0337887j -4.31913e-16-0.0427022j 2.36584e-15-0.0256078j -1.77979e-15+0.0303782j 2.25654e-16-0.0133642j 3.39391e-17-0.0167944j 8.36588e-17+0.0111656j 7.78042e-17-0.0628324j 2.45544e-15+0.000432781j -5.54653e-16+0.00688796j -1.97323e-17+0.0147736j -4.1872e-17-0.0153804j 5.93492e-16-0.01892j 1.4249e-16-0.00984151j -3.58664e-16+0.0281715j -4.72347e-17-0.0125923j 1.74966e-17-0.000822026j 6.31268e-17-0.00808584j 1.26104e-16-0.0138849j -1.26987e-16-0.010117j 4.73021e-16+0.00951728j -1.62666e-17+0.0323282j -5.78632e-18-0.0239173j 9.90094e-17+0.00137723j 1.52259e-16+0.0181206j 6.68991e-17+0.00281924j -5.21915e-17-0.0180693j -1.87445e-17-0.0324451j 1.86949e-17+0.0127455j 6.69806e-18-0.0368364j 2.28666e-17+0.0171994j -1.43857e-17+0.00654742j 2.44285e-16+0.0435005j 8.02909e-17+0.0154919j 6.34982e-15+0.0143494j 1.40146e-15+0.0593959j 
-1.23648e-17+0.0234544j 6.26858e-16+0.0229941j -1.58184e-16-0.00210964j 3.05004e-16+0.098766j -9.42974e-18+0.0135315j -2.12374e-17-0.0486502j 1.04582e-16+0.0343559j 6.48e-17-0.0734299j -3.61738e-16-0.100214j 3.69709e-16-0.172025j -1.42523e-16-0.00947346j 3.71434e-16-0.0428512j 1.58028e-16-0.0248975j -1.47949e-16+0.0874987j -1.09107e-15+0.0869957j 1.30474e-14+0.0454248j 6.28591e-17-0.0270707j -9.13966e-16-0.122803j 1.07852e-17+0.0565399j -6.56895e-16-0.123964j 1.10978e-16+0.0259403j -6.74508e-16-0.0497523j 8.63348e-15-0.0829391j 3.11565e-15-0.0359494j 2.09303e-16+0.0666533j 2.88263e-17+0.0567991j -7.3994e-17-0.0303564j 8.63e-16+0.0494265j 6.58051e-14-0.0208337j -1.48259e-16+0.052934j 3.01975e-16-0.0158009j 1.52428e-16-0.00122512j -6.14606e-16+0.0154692j -1.73728e-16+0.0131695j -1.00647e-15+0.0386405j -5.92045e-16+0.0559713j -1.41876e-16+0.0187222j 1.66107e-15+0.0119442j -7.56666e-16-0.0359863j 9.11797e-16+0.0433305j 5.74467e-16+0.012868j 1.48919e-17+0.00665715j 1.616e-17+0.0439806j 7.10099e-17-0.0353046j 2.40567e-16+0.0414401j 2.53748e-16+0.00328571j -1.38127e-16+0.0332642j -4.72506e-17-0.0211613j 6.35832e-17-0.0190266j -9.46733e-17+0.00731196j 7.53893e-18+0.0265668j 6.54439e-17-0.0416787j 1.98454e-16+0.043534j 6.1931e-17-0.00884234j -3.36094e-16+0.00468931j 2.56387e-17-0.0289161j 
-1.17625e-17-0.0692424j 2.68291e-16-0.00535794j -2.83328e-17+0.00247751j 4.0069e-17+0.0235242j 1.24464e-17+0.0842319j -1.67525e-16+0.0138642j -2.35875e-17-0.061567j 7.04783e-17+0.0075987j -1.54447e-16+0.152226j -1.92863e-16+0.0908824j -2.6213e-16+0.0866769j -1.61227e-16+0.049511j -1.65725e-16-0.0772021j 2.77858e-17+0.00247001j 6.02552e-17-0.0620808j 8.94094e-17-0.00333314j -5.14882e-16+0.0464528j 6.37082e-16+0.0466152j 1.08913e-16-0.0285817j 4.17872e-16+0.0445565j -3.55938e-16+0.0335557j 3.40506e-16+0.0925776j -1.35932e-14+0.129204j -6.70654e-16+0.000716411j 2.9824e-16+0.0124142j -3.96221e-16-0.0645622j 1.94091e-16+0.0560274j -2.2618e-15+0.0263055j -1.14453e-13+0.0337079j 7.46772e-16-0.0558811j 2.45813e-16-0.0190507j 6.45229e-16-0.0413773j -1.08971e-15+0.0544335j -6.13225e-16-0.0132712j 1.89532e-15-0.0735455j 9.28821e-16-0.0428888j 6.14545e-16-0.076606j 1.46914e-15-0.0245298j 5.28155e-16-0.0931072j -8.90705e-16-0.0912952j -2.28069e-15-0.0632804j 8.39264e-17-0.0672256j 3.7805e-16-0.0417815j 2.28235e-16-0.034978j -4.83496e-16-0.0329909j 4.08084e-17-0.0329583j -5.84289e-17+0.0276223j -1.20404e-16+0.0556817j 5.50655e-17-0.0196977j -8.92837e-17+0.0878327j -4.0595e-17-0.0267095j 3.51272e-17-0.0527806j 3.8078e-16+0.0711674j 1.22009e-16+0.0634165j -6.97558e-15-0.0204795j -1.43168e-15-0.0438676j 
-9.92014e-16-0.0611282j 4.88202e-15+0.11472j 4.33955e-17-0.0121865j -2.5537e-18-0.0229571j -1.23634e-16-0.0894367j 2.6198e-16+0.12641j -3.50556e-18-0.124037j -1.46554e-16-0.13087j 2.1312e-16+0.147906j 3.18672e-17-0.114504j 2.1593e-16+0.136569j 8.5797e-18+0.0893612j -1.41446e-16-0.0872351j -8.90188e-17+0.0833415j -5.51498e-15-0.00358895j 6.37678e-14+0.184446j -6.34843e-16+0.00590708j -1.46751e-16-0.0878917j 1.07507e-16+0.00762131j 1.34348e-16+0.0415322j -7.06403e-16-0.0692854j 4.95102e-16+0.0694024j -1.66175e-15+0.0160173j 2.7179e-15-0.0369143j 2.35586e-16+0.0741697j -3.90202e-16+0.0146202j -7.65336e-17-0.0468437j -4.56233e-15+0.0632605j -2.53577e-13+0.0740979j -4.17692e-16+0.0105999j 3.07369e-16-0.0208995j 1.05437e-15-0.101003j 5.15319e-16-0.0525159j -4.65827e-16+0.0811436j 1.15512e-15-0.071898j -3.86759e-17+0.0421951j 5.06378e-16-0.0896487j -1.13111e-15-0.0111358j 3.92128e-17-0.00548116j 8.50169e-16+0.0523363j 1.85852e-15+0.0552819j 2.2024e-16-0.00791667j 1.7914e-16+0.00164026j 1.43053e-16-0.0128227j -2.75392e-16-0.0392061j -3.77144e-16-0.0491134j 2.95871e-16-0.0378769j -1.78386e-17+0.0523613j -2.84326e-17+0.020956j -7.16839e-17+0.139726j 6.66991e-17+0.0270361j 8.35638e-17-0.0794507j -3.44757e-16-0.0737855j -1.43265e-16-0.0532371j 5.16302e-15+0.0251292j 1.0888e-15-0.0157121j 
3.71246e-16+0.0727973j 3.27048e-15+0.0769439j 1.17695e-16+0.0087569j 4.70374e-16+0.0308656j -1.81622e-15-0.157543j 4.94272e-16+0.0344791j 1.4387e-15+0.131246j 1.54685e-16+0.0407991j 1.43282e-15+0.134178j -1.24315e-15-0.14181j 4.88787e-16+0.0279567j 1.23667e-16-0.105256j 7.86235e-16+0.0489501j -6.5796e-16-0.0372583j -2.1906e-15-0.00919219j 2.44845e-14+0.0687111j 3.93248e-16+0.0896669j -2.05354e-17-0.0256636j 1.38348e-16-0.0881581j 1.78918e-15+0.133954j 1.25651e-16-0.0246771j -6.93662e-17-0.0100377j -1.76809e-15+0.0187761j -1.57912e-15+0.0207081j 3.27986e-17-0.0127609j -4.861e-16-0.0141747j -1.52816e-17-0.00246676j -2.06197e-15-0.0470401j -1.14646e-13+0.0349646j -7.2735e-16+0.0349362j 8.35004e-17+0.0246113j 6.61936e-16+0.00943446j -9.58603e-16+0.0233377j 8.93204e-16+0.132142j 4.04927e-16-0.0645823j -1.75264e-16+0.00932598j -1.20272e-17+0.00598061j 2.11016e-15+0.0257406j -1.49781e-15-0.0346977j 9.12513e-16+0.0403888j 3.79128e-16+0.00884515j 6.00366e-16+0.0490963j -4.86493e-16+0.00615504j 1.31901e-15+0.140753j 1.03423e-15+0.080209j -1.28307e-15-0.0897983j -3.60077e-16-0.0137385j 5.73035e-17+0.00572014j -7.40641e-16-0.0668086j -8.74213e-16-0.102861j 4.04873e-16+0.0463238j 6.1923e-16+0.0684944j 1.76148e-16+0.015664j -1.13996e-16-0.0143102j 1.00573e-14+0.045223j 1.87392e-15-0.0205225j 
3.1285e-16+0.0407168j -1.60833e-15-0.0369246j -1.39174e-16+0.0177998j 2.8684e-16+0.0854821j 8.48654e-17+0.167628j -2.5108e-16+0.0170325j -2.68427e-16+0.00665083j -2.89621e-17+0.0118521j -3.68766e-16+0.0448496j 7.08521e-16-0.0473249j 8.08188e-16-0.285348j -1.99054e-15+0.0327893j -5.78616e-19+0.039588j -1.08552e-16-0.0666519j -2.24201e-15+0.0470483j 3.11559e-14+0.0947922j 8.51604e-17+0.00531366j 1.60202e-15-0.00134672j 1.91922e-15-0.273057j -1.1133e-15-0.0442172j -9.71299e-16-0.0902914j 3.18919e-17-0.0486737j -1.79277e-14+0.170803j -1.39046e-15+0.0223508j 1.71539e-15+0.110585j -9.90242e-16-0.0921454j 1.21595e-15+0.115502j -9.2338e-15-0.0947931j -4.95677e-13+0.149456j 1.14998e-15-0.154742j 1.10533e-15-0.0547787j 1.20174e-15-0.070889j 3.47356e-15-0.130369j 7.41948e-17+0.048865j -5.64587e-16+0.0465754j -1.06272e-15+0.0427385j -2.39774e-16+0.0732936j 5.17695e-16-0.0403928j -8.88979e-17-0.141506j 1.85867e-15+0.106367j 2.70719e-15+0.0736194j -1.57583e-16-0.0522926j -4.88748e-16+0.0823549j -3.9457e-16-0.00529836j 4.86348e-16+0.0421632j 6.11376e-17+0.0912623j 1.41728e-16+0.0813652j -1.91133e-16-0.0390585j 7.76173e-17+0.0313396j 1.06278e-16+0.022576j -2.60142e-16+0.0456635j -1.2829e-16-0.0183755j 5.73251e-16+0.119528j 1.18043e-16+0.0396337j 2.34055e-15+0.0110009j 3.99163e-16-0.00567014j 
2.62917e-17-0.00984345j 9.21168e-16+0.0275088j 9.60341e-17-0.0125609j 2.49478e-16+0.0463802j -2.86744e-17+0.0857225j 5.22402e-16-0.142796j 1.74825e-16-0.0644063j -5.42695e-16+0.0754276j 6.64341e-16-0.11955j -1.53734e-16-0.00936312j -2.84726e-16-0.125612j 3.33199e-15-0.213075j 1.14429e-15-0.170215j -6.82907e-17-0.0683469j 2.17802e-15-0.0893252j -1.42458e-14-0.0513587j 6.52132e-16-0.0347539j 1.26721e-16-0.00320564j 7.86325e-16-0.0947731j -1.78234e-16-0.129843j -1.22997e-16+0.0434401j 3.38129e-16-0.114633j -2.0347e-14+0.18394j -7.58641e-16+0.0214809j 1.13843e-15+0.219462j -1.35985e-15-0.0426967j -2.98734e-16+0.0299537j 9.41395e-15-0.0238695j 4.32722e-13-0.128198j -2.72879e-15+0.148643j -1.66137e-15+0.1375j -1.65389e-15+0.0800082j -4.70186e-15+0.128928j -1.23451e-15+0.0888536j -3.22958e-15+0.123387j -1.71903e-15+0.0843011j -1.30969e-15+0.0696169j 3.50202e-15+0.0407021j -2.29716e-15-0.0561967j 1.1953e-15+0.0821506j 6.87901e-16+0.0299524j 2.95731e-16-0.0492153j 9.88575e-16-0.0630434j 1.10489e-15-0.11703j -2.27638e-16+0.0234075j 1.47651e-16-0.0209901j -1.47132e-15+0.17913j 3.04548e-16-0.0346984j 4.52553e-17+0.00383909j 8.07994e-17-0.00239744j 3.38619e-16-0.0472869j 1.64611e-16-0.0474634j 2.64511e-16+0.0299224j 4.06241e-16-0.0452866j 2.97703e-15+0.027925j 1.02865e-15-0.0690213j 
1.69713e-15+0.0953469j -4.6159e-15-0.0664976j 2.3243e-16+0.0269513j 1.43008e-15+0.12513j 1.42945e-15+0.0606885j -4.00462e-16-0.0363818j 1.82067e-15+0.1575j -5.77164e-16-0.0503386j -1.87415e-15-0.0475037j -1.63827e-15-0.231846j -1.20415e-15-0.0100903j 2.6806e-16-0.0630414j -1.91841e-16-0.0699563j 1.11625e-15+0.0821592j 2.54871e-15+0.261478j 2.9025e-15+0.0307522j 5.09565e-16+0.149882j -5.4835e-16-0.00768942j -2.85158e-16+0.0530521j -1.59432e-15-0.0687543j 6.99186e-16+0.0157282j -1.17119e-15-0.0464334j 3.27758e-15-0.0452635j 1.59661e-16+0.00581278j 1.80081e-15+0.0699076j 1.00448e-15+0.0527478j -1.05798e-15-0.0216749j 2.8425e-16-0.104901j 7.65508e-14-0.0211953j -1.81852e-16+0.0457415j -3.37188e-16-0.0909862j -1.01701e-15-0.113618j -1.81917e-15+0.130722j -2.0702e-15-0.0371884j 7.94794e-16-0.0416435j 4.27192e-16-0.00111685j -4.42391e-16-0.120958j 4.85234e-16-0.0125383j 7.36251e-17-0.032878j 1.01831e-15+0.0210314j 1.65544e-15+0.0265512j 1.42715e-17-0.0344589j 7.98476e-16+0.0483858j -1.43123e-16+0.0124893j 6.3501e-16+0.0504786j -2.7017e-16-0.047469j 1.06864e-16-0.0561396j 5.21549e-16+0.0695308j -1.622e-16-0.0290465j -1.09428e-16-0.0213347j 5.82798e-16+0.0831624j -7.96609e-16-0.0805512j 1.65013e-15+0.108251j 1.11846e-15+0.060083j -1.22266e-14-0.0582565j -1.67584e-15+0.0447421j 
-1.137e-15-0.0101166j 3.34796e-15+0.0865871j 3.77987e-18-0.0131783j -4.90513e-17+0.0264971j -3.3279e-16-0.138712j 1.72238e-16+0.0391499j 4.47389e-16+0.0732376j -2.12704e-16+0.0243377j 3.28138e-16+0.218678j 3.5672e-16+0.0359265j -4.12213e-16+0.1378j 1.87486e-15-0.0830343j -3.1424e-16-0.184929j 7.64483e-16+0.0514093j 4.68647e-15+0.0851396j -5.30011e-14-0.146323j -3.55506e-16+0.0213863j 6.41782e-16+0.0643179j -1.50138e-16+0.0312099j 9.76625e-16+0.172589j -2.68228e-16-0.0500321j 4.24649e-16+0.00584623j -2.04962e-14+0.198641j -4.37322e-15+0.0471912j -6.11715e-16-0.0574682j 5.85222e-16+0.0344399j -4.54517e-16+0.0773151j 6.42546e-15-0.150605j 3.1062e-13-0.0892631j 1.60301e-16-0.0103275j -6.02622e-16-0.0505059j -4.31519e-16+0.123868j -5.77682e-15+0.270344j -1.43139e-15+0.0160554j 5.73659e-16-0.0891616j 3.53283e-16+0.11987j 5.63829e-16-0.0949737j -8.72355e-16-0.0201208j 1.07236e-15-0.00737537j 1.91175e-17-0.019042j -4.02679e-15-0.0958951j -2.83013e-16-0.0934743j 4.67335e-16-0.00317197j 2.65497e-16+0.069868j -4.79643e-16-0.0233932j -2.5719e-16-0.0171537j 1.16967e-16-0.124147j 5.86293e-17+0.0798418j -2.48045e-16-0.040326j -1.02871e-16-0.0243669j -2.32646e-17+0.0851483j 1.12546e-16-0.0321298j -3.18437e-16+0.00871622j -5.69002e-17-0.0343133j -2.03153e-15+0.00197299j -7.54839e-16-0.0449277j 
-4.52998e-15-0.149764j -8.17185e-15-0.119631j -2.83736e-15-0.0684078j -9.15763e-16-0.0371849j 1.1773e-15+0.0322279j 3.05982e-15+0.0802765j 3.48523e-15+0.0810499j 3.49846e-15+0.0847103j 1.78062e-15+0.0456433j 6.82365e-15+0.187009j -3.95942e-15-0.130083j 1.29031e-15+0.0650446j 3.57911e-15+0.0960525j 4.57924e-15+0.128046j -3.22713e-15-0.0853167j 3.07244e-16-0.00331975j 1.14937e-15+0.0430065j 6.59933e-15+0.190053j -4.46033e-16+0.0208302j -2.97949e-15-0.0692816j -8.32882e-15-0.211884j -9.29623e-17-0.0272279j 3.01215e-15-0.0374475j 9.29689e-16+0.0362565j 5.10474e-15+0.13737j 9.99186e-16+0.0381797j -4.946e-15-0.134581j 8.13962e-17-0.00774544j 1.8737e-14-0.00583748j 1.04186e-15+0.0442324j -4.15605e-15-0.143124j -2.46758e-15-0.11034j 1.22026e-15+0.110674j -1.09299e-15+0.000704668j -1.19614e-15-0.0518513j -7.50737e-16-0.0371096j -7.31521e-16-0.0182105j -6.90917e-15-0.0275392j 4.61718e-15+0.0973966j 8.31924e-15+0.18268j 5.27883e-15+0.0905781j -1.6924e-15-0.0497461j 1.70349e-15+0.0668911j 3.03734e-15+0.0854285j 1.16975e-15+0.0205104j 4.47356e-15+0.125252j 2.22883e-15+0.0719231j 7.51067e-16+0.0211528j -3.23154e-15-0.0862084j -3.2523e-15-0.0748541j -1.2779e-15-0.0386835j 1.52069e-15+0.0443871j 1.21819e-16-0.0124444j 2.46499e-15+0.0582692j -4.09138e-14-0.137117j -9.9659e-15-0.0716596j 
5.71175e-16+0.0293731j -1.13757e-15-0.0266506j 4.4624e-16+0.0592634j 9.33593e-17-0.10787j 9.97691e-17+0.0650512j -4.20104e-17+0.0260445j 3.21812e-16-0.0371276j -6.4819e-16-0.000789646j 2.5638e-18-0.0740045j -6.3275e-16-0.089938j 7.45375e-16-0.140688j 1.18968e-16-0.0393694j -4.29528e-16-0.108887j 8.43731e-17+0.0331633j -2.07541e-15+0.064391j 3.51368e-14+0.106464j -6.01172e-16+0.16473j -3.65256e-16+0.11128j -3.19773e-16-0.0462125j -1.36725e-16-0.0611982j 1.1095e-15-0.0327896j 1.20692e-16-0.040653j 5.21884e-15-0.0588265j -2.07996e-15+0.0606795j 1.73904e-15+0.165561j 7.31141e-17+0.0832615j -9.51995e-16-0.17269j 1.30463e-15-0.105202j 1.32826e-14-0.00260106j -2.54387e-15+0.136531j 5.0281e-16-0.00782185j 4.13034e-16-0.236012j -1.28019e-15+0.063688j -1.72922e-15-0.0480977j -1.45762e-16-0.0142172j 6.15086e-16-0.0257171j -5.62631e-16-0.0828869j 5.51711e-16+0.0340667j -1.44257e-15+0.0597367j 1.08669e-15+0.119935j 6.29162e-15+0.186744j 5.9891e-17+0.0319943j 2.77976e-16+0.0058645j 1.15605e-16-0.1185j 6.20697e-16+0.0633094j -8.63924e-16-0.00187615j 1.2123e-16+0.0560377j 5.87968e-16+0.0434179j -7.36827e-18+0.0383952j -1.92432e-17+0.078118j 3.30904e-16+0.0047185j -3.89145e-16+3.47437e-05j 8.60284e-17-0.0806182j 6.94821e-18-0.0068625j 8.18812e-15+0.0191488j 1.80195e-15+0.0739944j 
8.5572e-18+0.0819868j -4.58428e-15-0.0986505j -1.0035e-17+0.0143433j 4.35501e-16-0.0600026j 3.02301e-16+0.0261347j -8.57495e-17-0.0991182j 6.60649e-16+0.0410567j -7.42418e-16+0.0542863j 9.66283e-16-0.237493j -1.1109e-15+0.126055j 5.78858e-16-0.0709946j -4.53671e-16-0.000671647j 3.14077e-18+0.146385j 6.62673e-16-0.134368j 5.26397e-15+0.0428898j -5.29148e-14-0.156728j 1.92641e-15-0.0701283j 2.02741e-16+0.0198644j -9.65813e-16+0.0767749j -9.21583e-16-0.00935844j 1.90805e-16+0.0916355j -6.98879e-16-0.0390192j 1.69116e-14-0.144065j -3.35638e-16+0.00329485j 3.87725e-16-0.187766j -1.12044e-16+0.0034363j 2.03342e-16+0.0398772j 4.95061e-15-0.00626516j 2.41681e-13-0.0709612j 1.96264e-15-0.0608106j -4.20534e-16+0.0489391j -2.05202e-15+0.10563j 3.94945e-15-0.108482j 3.81643e-15-0.147557j -2.0237e-15+0.0896261j -2.56029e-16-0.0588297j -8.40645e-16+0.0867589j -1.07015e-15+0.0365087j -2.65334e-16+0.109282j -6.0742e-16-0.079747j -1.41644e-15-0.0281205j -1.69261e-15+0.0253291j -2.81411e-16-0.0078201j 2.60876e-16-0.00519243j -1.19631e-16-0.0180502j -8.7934e-17+0.0180992j -2.22743e-16-0.0329619j 8.83995e-16-0.0595748j -5.65861e-16+0.0770993j -2.45799e-17-0.128947j 3.42061e-17-0.0161012j -5.27175e-16+0.066478j 1.36799e-16-0.0322578j 3.1886e-16-0.0219804j 2.26135e-15-0.00510866j -6.47833e-17+0.0879751j 
1.66101e-16-0.018764j 2.34076e-16+0.0383481j 2.42653e-15-0.0623426j 2.22121e-15-0.0468314j 1.90546e-16-0.00264131j -4.06937e-15+0.107599j 4.71297e-15-0.116969j -6.85507e-15+0.178046j -2.39998e-15+0.0572104j -7.07568e-15+0.160731j 5.58262e-15-0.138162j -9.32211e-16+0.00792199j 1.39859e-15-0.0481924j -8.88954e-16+0.0840492j 1.82747e-14-0.276925j -7.84642e-14-0.285968j 1.29072e-14-0.275117j 1.7996e-16+0.00139842j 4.62761e-15-0.0585954j -4.49404e-15+0.0985286j 2.28725e-15-0.0780412j -1.11559e-15+0.0453961j -3.29809e-15+0.0110708j -1.07484e-15-0.00373533j 3.53681e-15-0.145797j -2.59606e-15+0.142383j 3.127e-16-0.0425716j 8.98291e-15-0.157833j 1.42187e-13-0.0386943j 3.03079e-15-0.049037j 1.33003e-15-0.0585411j -6.85938e-15+0.138434j 5.8817e-16+0.00722018j 2.64168e-15-0.0877612j -8.27623e-15+0.11753j -8.44231e-15+0.177786j -4.2612e-15+0.0866536j 2.90185e-15+0.02347j 4.04143e-16-0.0278665j 2.0275e-15-0.0957453j 1.48557e-15-0.0749585j -1.07774e-14+0.288206j -1.47092e-15+0.0498743j 6.68577e-16-0.0326195j 7.67693e-16+0.0313066j -6.89892e-15+0.213783j 9.88809e-16-0.0183883j 2.15171e-15-0.0610816j 2.37702e-15-0.0862959j -3.1767e-15+0.0961898j -2.86685e-16+0.0116056j -1.24498e-15+0.0383253j 1.27438e-15-0.0280312j 1.76774e-16+0.00463326j 9.90684e-15+0.051597j 2.17904e-15-0.0042577j 
3.85484e-16-0.00774928j 1.05812e-15+0.019736j -1.77549e-15+0.0695515j 8.31631e-16+0.018487j -1.1126e-15+0.0219232j 1.68423e-15-0.0721146j -1.11431e-15+0.092972j 2.88385e-15-0.170727j 2.93935e-15-0.246958j 5.61024e-16-0.142228j 2.11546e-15-0.0959793j -9.30549e-16+0.0112613j 6.21363e-16-0.0455744j -2.21143e-15+0.275139j -1.88614e-15+0.217679j -2.6255e-14-0.06063j -3.6186e-16-0.0869036j -2.75655e-15-0.0655684j -4.68258e-15+0.214894j 1.43677e-15-0.21598j 3.94156e-16+0.0162888j 1.96006e-16-0.0937914j 3.3231e-14-0.278038j 1.17727e-14-0.128076j -2.09758e-15-0.0131785j -1.96063e-15+0.288028j -1.20274e-16-0.109186j 7.16528e-15-0.0131636j 3.88996e-13-0.115012j 4.97394e-16+0.067083j 3.47852e-15-0.142985j -6.70385e-16+0.0663531j -4.74929e-15+0.115493j 3.16705e-15-0.137985j -3.48721e-15+0.0875539j -1.38134e-15+0.12817j -7.06029e-16+0.0801297j -1.38771e-16+0.0187816j -7.69996e-16+0.0112117j -7.01709e-17+0.0326907j -4.08573e-16+0.0523368j 1.36718e-15+0.0425614j -3.54104e-15+0.201163j 4.09863e-16-0.0775487j 1.09373e-15+0.0468846j -7.39739e-16+0.172428j -2.37823e-16-0.0270412j -3.84263e-16-0.0260877j -1.52715e-15+0.00331641j -9.24349e-16+0.0662566j -2.47785e-16+0.0433311j -4.9388e-16+0.0425683j 7.11274e-16-0.0478866j 2.82149e-16-0.0159632j 4.79737e-15+0.0270407j 1.39446e-15-0.0263278j 
-9.61829e-16+0.0497956j 2.76528e-15+0.0620768j 4.9337e-16-0.0505167j -4.52917e-16+0.063006j -5.43596e-16-0.153448j 8.17024e-17+0.0635955j -5.42409e-18+0.0506862j -1.963e-15-0.0206341j -8.46029e-16-0.00629543j 1.12953e-15-0.280167j -2.14106e-16+0.0541514j 1.42261e-15-0.0498036j -6.4863e-16+0.122082j 1.14868e-15+0.0182918j -3.20294e-15-0.142647j 6.05808e-14+0.16563j -4.918e-16-0.0883645j -2.11217e-16-0.163417j 2.91569e-15-0.0535392j -8.72715e-16-0.019651j -1.21917e-15-0.0425099j -5.79348e-16+0.00107816j 6.37236e-15-0.0694225j 3.22316e-15-0.0735008j -5.88558e-16+0.0428233j 1.31568e-15-0.0141697j 5.96593e-16-0.0840679j -7.66135e-15+0.0792214j -3.96157e-13+0.115151j -3.97604e-15+0.140029j -2.43094e-15+0.106902j 1.79185e-15+0.0496932j 3.87737e-15-0.188998j -7.87012e-16+0.308895j -9.0398e-16+0.0533659j -6.10882e-16+0.041463j 1.36522e-16+0.0504092j -4.23373e-15-0.0592401j 1.84751e-15-0.0225058j 1.33089e-15+0.0223775j 1.0172e-15-0.0296906j -1.82565e-15+0.218111j 1.21499e-15-0.0141323j -5.05703e-16+0.15374j -2.75585e-16+0.0453488j 1.43605e-15-0.0587228j -7.4009e-16-0.0285724j 9.25186e-18+0.0134197j 1.25881e-15-0.097034j 8.5212e-16-0.0385812j 6.38896e-16+0.0150437j 2.03498e-16+0.0137015j -1.20305e-15-0.0256687j -9.82875e-16-0.0127573j 5.86701e-16+0.000831057j -2.0169e-16-0.00308846j 
1.06854e-16-0.020381j 1.61844e-15+0.0503679j 4.99155e-16+0.113519j -8.26584e-16-0.209951j 6.73545e-17-0.0690688j -3.77459e-16-0.0233895j 6.06502e-16+0.0384797j 6.51607e-16-0.0483949j 6.05037e-17-0.00879929j -6.50744e-16+0.0537791j -8.49415e-17-0.179601j -9.81502e-16-0.0760686j 6.08504e-16-0.0382259j -1.98832e-15-0.163402j -3.10246e-15-0.0201774j 2.37097e-14+0.0652153j -3.25765e-16+0.055391j 2.63778e-15+0.199364j -1.33056e-15-0.190245j 1.21479e-15+0.128833j 5.45994e-16-0.0627709j 1.18943e-15-0.0210148j -1.58082e-14+0.171053j 5.63394e-15-0.129171j -4.37415e-16+0.0305108j -1.62239e-15+0.0285124j 3.83098e-16+0.0890781j 2.5584e-15-0.130164j 1.14991e-13-0.0313042j 2.67844e-17+0.00481275j 6.75116e-16+0.0776935j -1.11782e-16+0.111493j -1.18782e-15-0.021993j 2.43407e-15+0.120169j -1.29809e-16+0.0343874j -1.46554e-15+0.036139j -6.69088e-16+0.0900698j 7.7689e-16+0.0597349j -2.03498e-15+0.0514949j -4.99462e-16+0.05246j 2.89778e-15+0.10723j 1.18598e-15-0.0359337j -1.32188e-15+0.127988j 7.24427e-16+0.0969517j -3.91368e-16-0.0196904j -2.22774e-15-0.103416j 1.23726e-16-0.0300574j 1.19526e-15+0.124074j -5.53992e-16+0.0856804j -6.50867e-16-0.00849669j -1.05505e-16+0.0218433j -5.84823e-17+0.0763109j -1.02158e-15-0.198262j -5.84169e-17-0.100936j 8.22629e-15+0.0378554j 2.08902e-15-0.00369582j 
