-4.36062e-14-0.0948241j -2.58454e-15+0.0123531j -9.19571e-17-0.00854508j -4.9485e-19-0.0324012j -2.41094e-16-0.0149134j -1.36088e-16-0.0330858j 6.99864e-17+0.047434j 8.97013e-17+0.0143437j 3.61809e-16+0.0708476j 2.71007e-17-0.0681083j 5.28069e-16+0.0669692j 9.57725e-17-0.0266905j -1.79363e-16-0.00598666j -4.87027e-17-0.0322149j -2.01969e-16+0.0276286j 2.99476e-16-0.0491963j -4.97779e-17+0.0486995j -2.89464e-16-0.025646j 7.87408e-17-0.00601396j -1.71996e-16-0.0643685j -3.67929e-16-0.0258803j 1.14312e-16-0.0283665j 1.13282e-17+0.00046905j 1.38672e-16+0.00191526j 3.37763e-17+0.0132536j -1.6895e-19+0.00640521j 3.49375e-16+0.0126577j 8.22623e-17+0.00755977j 1.1425e-16+0.0164566j -8.86248e-17-0.0213058j -2.25601e-16-0.00493019j -1.08414e-17-0.000393021j -2.18341e-16+0.0166142j 3.38367e-17+0.00165174j 3.27426e-17+0.00470522j -9.29215e-17-0.00450664j -9.18741e-17-0.0165087j 2.15785e-14-0.0497371j 1.11427e-13+0.0482557j 8.7625e-14-0.0114504j -3.68282e-16+0.0148718j 5.87857e-16+0.000530097j 3.85825e-17-0.0115084j -2.76539e-16-0.00157123j -3.45255e-18-0.00537945j 1.75122e-16-0.00235108j -2.28847e-16-0.00141345j 6.54908e-17+0.0142397j 2.19899e-17+0.00462415j -4.52302e-18-0.00304306j 9.2223e-17+0.00521946j 1.68336e-16-0.00616929j 7.65536e-17-0.0175181j 2.45069e-17-0.000130397j 1.06973e-16+0.00150877j 1.49371e-17-0.000608614j 1.61318e-17-0.00539561j 9.34321e-17+0.019223j 9.46335e-17-0.0120508j 6.55084e-17+0.0167355j -4.59274e-18-0.0297226j -2.29781e-17-0.00464674j 1.24954e-19+0.0027209j -2.43102e-17-0.0220112j -3.3056e-17+0.00966055j -5.63637e-17+0.0183721j 4.30048e-17+7.23287e-05j -5.06432e-17-0.00493601j -6.70865e-17+0.0261494j 2.10397e-17+0.00971757j -1.33494e-16-0.0297004j -4.90514e-17+0.0172659j -3.91825e-18-0.0120185j 5.48412e-17+0.038815j 1.07649e-16+0.00715481j -1.8332e-15+0.0186503j 2.54159e-14+0.0541601j 
6.49312e-15+0.0154089j 4.61473e-16-0.0200449j 7.69352e-18+0.0118884j -4.53895e-18-0.0163094j -2.74098e-17+0.00340038j 1.19125e-17-0.0147039j 1.50146e-17-0.0145888j -1.55455e-18+0.00647651j 2.87804e-17-0.0122508j -3.88952e-17-0.0078368j -1.23783e-16-0.0180043j 3.20792e-17-0.0123235j -3.00441e-17-0.0077152j 4.0811e-18-0.00375708j 5.45376e-17-0.00275127j -1.20873e-16+0.00873496j 4.24236e-17-0.0212006j -2.44965e-17+0.0244593j 6.76574e-17-0.00584816j 1.92377e-17+0.0086828j -2.03846e-16-0.0115573j -6.44636e-17-0.0151181j -1.94543e-17+0.0247707j -1.6136e-17-0.0014688j 1.40893e-16-0.0239749j 6.00326e-17-0.00594712j -1.76016e-17+0.0322706j 5.09784e-16+0.000627936j 4.40845e-17-0.0102949j 2.47483e-16+0.0141341j 7.52556e-17+0.0175913j -2.14286e-16-0.00878434j -2.14166e-17-0.0140766j 4.31704e-16+0.0191995j -1.62336e-16+0.00762791j -8.02334e-16-0.00891605j -3.46816e-16-0.00849758j 1.99741e-15+0.00729795j 2.42861e-14-0.016435j 2.32012e-14+0.0281201j 6.66319e-16-0.0151048j -5.29858e-15+0.0331518j -5.82897e-16+0.0265927j 4.78507e-16-0.0154412j 1.18423e-16-0.0325403j 3.48266e-16-0.0100074j 8.95547e-17+0.00286265j 3.58728e-17-0.00841115j 2.76642e-16-0.0372097j -1.42587e-15+0.0208466j -8.63934e-17+0.0386688j -2.62167e-16+0.0116141j -1.38021e-16+0.017984j 1.28962e-16-0.0217896j -9.37427e-17-0.0439347j -8.88159e-17-0.00186478j 4.08959e-16-0.0205652j 8.24397e-18+0.0654742j -8.50149e-17-0.00995456j -1.7272e-16-0.00899136j -1.59515e-16+0.0193446j 1.4167e-16+0.0263721j -5.8441e-17+0.00694952j -2.84533e-17+0.0353624j 5.30689e-17-0.00432079j 3.40763e-17-0.00816126j 1.22345e-16-0.0433161j -8.09839e-17-0.019443j -6.33023e-17+0.0629736j 3.51797e-17-0.0233258j -5.68243e-18+0.000723159j 1.40803e-17-0.0357496j -3.47541e-17+0.0234761j 4.36062e-17-0.00699619j 3.14519e-17-0.00265756j 6.54739e-16+0.00884696j -9.90707e-15-0.0201912j 
8.66461e-15+0.0177105j 5.26331e-16+0.0170694j 3.54569e-17+0.0118247j 2.93183e-17+0.0325806j 7.94182e-17-0.00899472j -3.52872e-17+0.0180254j 3.0133e-17-0.0295408j -3.71133e-18+0.0107687j 6.77094e-17+0.0175989j -7.77505e-19+0.0344715j 5.30119e-17-0.00104271j -4.61921e-17+0.0317327j -4.79568e-17+0.0239272j -6.3235e-17+0.0293582j -3.74425e-17-0.0161373j -2.85502e-16+0.0432622j 1.33042e-16-0.0100158j 1.42638e-16-0.0443851j -2.16232e-16-0.018449j -1.06027e-16-0.00233309j -2.15777e-16-0.0130046j 5.92032e-17+0.0318698j -5.83543e-17+0.00350392j -8.69271e-17-0.00126354j -7.28251e-17-0.01665j -5.18231e-18+0.0111138j -3.3861e-16-0.0209238j -1.53134e-16-0.00825515j -3.5889e-16-0.0202329j -6.86964e-16-0.0214042j 2.16728e-16-0.0353938j 4.39121e-16-0.0130149j -2.10138e-16-0.0338398j -2.32679e-16-0.00801724j -2.79685e-17-0.0136531j 2.7906e-16+0.00292685j -1.22957e-16-0.0126749j 1.2017e-14-0.0173312j 5.64751e-14+0.00794381j 4.58247e-14+0.0125861j -3.84595e-16+0.00611131j 4.72809e-15-0.0287713j 8.7557e-17+0.00792762j -3.67387e-16+0.0257354j -4.06312e-16+0.0396648j 1.52622e-15-0.0182608j 2.78613e-16-0.000707779j 7.41902e-17-0.0129293j -1.30221e-16+0.0357159j 8.034e-16-0.00465465j -1.72373e-16-0.0422898j -5.1371e-16+0.0100553j 1.12587e-16+0.0389525j 5.58219e-17+0.0147564j 2.20033e-16+0.0754949j 1.10127e-16+0.0148711j 2.37451e-16-0.0240439j -1.89622e-17-0.00356919j -2.30752e-17+0.0121509j 2.38238e-16+0.0435551j -1.21003e-16+0.00496877j -1.34979e-16-0.0244087j 9.52945e-17+0.0189702j -9.19892e-17-0.0529946j -5.47614e-17-0.00518354j 7.73102e-17-0.0200859j -1.10786e-16+0.0977175j -2.41549e-17-0.0215281j 5.60718e-17+0.0107523j 5.61247e-17-0.00219438j 8.90014e-17+0.038578j -8.37172e-18-0.020568j -1.24899e-16-0.0125893j -2.16701e-17-0.0400009j 2.84734e-17-0.00299419j -7.99962e-16-0.0145728j 1.3543e-14+0.0273237j 
-1.07989e-14-0.0239045j -5.00335e-16-0.0092375j 1.97559e-16-0.00979301j -2.10012e-16+0.0145075j -6.09382e-16+0.02279j 4.54204e-16-0.0193002j -7.45635e-16+0.0279413j -6.39347e-16+0.0329021j -3.65233e-16+0.0177684j 4.88654e-18+0.00406261j -8.04676e-16+0.0510354j 5.74353e-16-0.022678j 1.08734e-15-0.0468682j 4.70617e-16-0.0173238j 1.97e-16-0.0120579j 3.64108e-16-0.0118904j -5.12153e-16+0.0186753j -8.80788e-17-0.00163002j -3.24446e-16+0.0187732j 3.11308e-16-0.0107213j 4.06222e-16-0.0343837j 5.30286e-16-0.0219528j -1.56875e-17+0.00789977j 8.08709e-17-0.000308061j -2.41788e-16+0.0118441j -4.69163e-16+0.0246161j 1.97194e-16+0.0259875j -1.47061e-15+0.0301091j 6.34202e-16-0.0094786j 1.14249e-16-0.00731791j -4.73541e-16+0.0119453j 1.76541e-15-0.0337677j -3.69955e-17-0.00644897j 5.93891e-16-0.0404601j 1.26633e-15-0.0376144j -4.75733e-16-0.00904571j -2.42306e-16+0.0341374j 5.03927e-15-0.0153943j -1.04889e-14+0.0163674j -1.31532e-14-0.0234574j -3.83787e-16+0.00954825j 1.2514e-15-0.00720967j 1.39809e-15-0.0387712j -8.57518e-16+0.0196971j 2.0172e-16-0.00799925j -5.78798e-16+0.00509625j -9.30023e-17+0.00675997j 9.70843e-17-0.00266854j -1.03923e-16+0.00229257j -6.26373e-16+0.0130181j -2.2659e-16-0.00297208j 1.23811e-17-0.00731242j -8.68775e-16+0.0447432j -2.8327e-17+0.00411037j 3.91243e-16-0.0177939j 3.18011e-16-0.0120806j 3.19236e-16-0.0148857j -1.33126e-16+0.00608385j -1.78404e-16+0.00737197j -5.39855e-16+0.0342784j 1.88108e-16-0.0141924j -5.13512e-16+0.0321702j 2.90173e-16-0.0110625j -3.39601e-17-0.00351337j -5.98809e-16+0.0196237j -1.43387e-15+0.053236j 4.65407e-17+0.00130255j -1.13363e-15+0.0777519j -9.98189e-16+0.0458664j 1.84367e-17-0.00307765j 9.06215e-16-0.0382626j 2.88796e-16-0.0140367j 1.71588e-15-0.075583j -6.66039e-17-0.000906944j -3.7528e-17+0.00395007j -6.79564e-16+0.0404954j -3.03422e-15-0.0039815j 
-1.47498e-15-0.00334483j -1.03887e-16+0.00212027j -6.40722e-17-0.0125921j 4.40245e-17+0.016121j -1.30747e-16-0.0445294j -7.37808e-17+0.00120368j -1.0216e-16-0.0489029j 3.45969e-17+0.000870135j 6.72645e-17+0.0216122j 5.82153e-17+0.00659075j 1.85942e-16+0.0140297j 3.12375e-17+0.0296444j -6.50632e-17+0.0030917j -1.67845e-17+0.00851627j -1.16453e-16-0.0103204j 6.92011e-17-0.010638j 7.25571e-17-0.0139007j 1.11434e-16+0.00251586j 5.8634e-17+0.0085467j 5.66619e-19-0.00863723j -1.31649e-16-0.0119983j -3.36058e-17+0.00512278j 1.09872e-16+0.0175563j 3.43412e-17+0.00191125j 1.31234e-16-0.0266129j 1.20421e-16-0.0376433j -2.18033e-17+0.0205343j 3.63731e-16-0.00106607j -2.95566e-17-0.00127895j -2.49539e-16-0.00752915j -1.65558e-16+0.00673132j -8.65213e-17-0.00187868j -4.18985e-17-0.0179537j -1.20468e-16-0.0206895j 2.84133e-16-0.041984j 1.2919e-15+0.015396j -6.40823e-17+0.00404894j 1.95305e-14-0.0365998j 8.37918e-14+0.0268432j 6.51021e-14+0.00130553j 1.16706e-17-0.014647j -1.13586e-15+0.00873202j 2.61688e-16-0.0276361j -2.66503e-16+0.0124418j -2.92388e-16-0.00678976j 1.33305e-15-0.0215918j -1.19222e-17+0.0270146j -3.98478e-16+0.00943463j -4.75968e-17-0.0190597j -7.75156e-16+0.0217717j -4.50249e-16+0.000918396j 2.3954e-16-0.0190213j 2.68443e-16-0.000271366j 6.09793e-17-0.00422311j -1.42636e-16-0.0190909j -6.359e-17+0.000181103j 7.74122e-17-0.0163466j 3.9785e-17+0.024236j 8.64139e-17+0.00532833j 2.20581e-16+0.0255094j -7.03242e-17-0.0679794j 4.06268e-16+0.0154351j -1.44749e-17-0.00179504j -6.19755e-17-0.00840037j -1.55087e-16-0.0400394j 1.39221e-17-0.011721j -4.27264e-17+0.0442079j 6.62527e-16+0.0499588j 1.35234e-16+0.0583626j 9.03542e-17+0.0229598j 2.81856e-16+0.0532645j -1.32021e-16-0.0470196j -4.55088e-17-0.00346583j -2.49237e-17-0.00584408j 1.16053e-16+0.0151564j -7.33476e-16+0.0297209j 1.2578e-14+0.0282601j 
-3.0127e-15-0.00724851j -2.23214e-16+0.00969266j 7.82961e-17+0.0293656j 9.3423e-17-0.023793j 1.36944e-16-0.00341281j 2.1687e-17+0.0107192j 3.06576e-17+0.00347424j -3.03559e-17+0.00449615j -3.11291e-17+0.0172821j 1.13032e-16+0.0143927j -3.49712e-17-0.00103688j 3.54796e-18+0.025284j -4.18495e-17-0.0230084j -3.63606e-17-0.00923102j 8.03986e-18+0.0365046j -8.54888e-17+0.0386172j 2.86871e-17-0.00721465j 2.60541e-17-0.0103388j -1.21412e-16-0.0305475j -4.51366e-17-0.0200645j -3.40726e-16-0.0280424j 1.59892e-16+0.0113798j -4.17511e-17+0.00960094j -3.59573e-17+0.00490317j -2.9284e-17-0.0230726j 5.59923e-17+0.00514537j -1.07137e-16-0.00681755j -5.38127e-16+0.00570221j -2.79285e-16-0.0204919j -1.58511e-16-0.00705583j 1.35691e-16+0.00110686j 6.0617e-16-0.0321592j -2.27382e-16-0.00440145j 1.94968e-16-0.00392762j -3.12658e-17+0.0181625j 9.7033e-16+0.011809j -4.46235e-16-0.0310729j 2.20163e-14-0.0339506j 3.75486e-14+0.0119232j 2.2423e-14-0.00172872j 5.25448e-16-0.0381071j 4.73902e-16-0.00297505j -8.48671e-16+0.0597482j 7.75056e-16-0.0216598j -4.64657e-17-0.0176404j 1.92946e-16-0.00721982j -5.30795e-16-0.0020896j 3.59294e-17+0.0165679j -2.38772e-16-0.0586288j 1.70379e-16-0.0134541j 7.92814e-17+0.0086405j -5.46555e-16+0.0254258j 2.86589e-17+0.0283401j 1.35838e-16-0.00423636j 2.98459e-17-0.0298154j 1.40429e-16+0.0232459j 5.18663e-16-0.0444456j 1.08735e-16+0.060354j 2.83776e-17+0.0272937j -9.23686e-17+0.0114622j 1.16273e-18+0.0325937j -1.34661e-16-0.00104009j 9.15807e-17+0.0155829j 4.93031e-17+0.0232411j 3.55788e-17-0.0145512j -2.46416e-18+0.0113781j -3.99484e-17+0.0365787j -7.6133e-16-0.0702789j 6.95514e-17+0.0927137j -2.22818e-17-0.0227005j -3.55003e-17-0.00107988j -2.23527e-17-0.0117049j -6.84003e-17+0.0221284j -1.4306e-16-0.00713971j -8.92057e-17-0.00394099j -6.81174e-16-0.0135594j 9.79996e-15+0.019605j 
1.78222e-14+0.0394276j 1.19859e-15-0.0129338j 6.43152e-17-0.0156796j -8.45244e-17+0.0431971j -5.87237e-17+0.0371721j 2.24307e-17+0.00703848j -2.38204e-17-0.00942454j 3.19428e-17-0.0025956j 5.96996e-17-0.0131615j 4.52267e-17+0.00995741j -8.92677e-17-0.0197938j 5.21604e-17-0.0012658j 1.16031e-17-0.014598j -5.84828e-17+0.0205426j 4.93994e-17-0.0193263j -5.32117e-17+0.0193109j 1.5952e-18-0.0160458j -9.00534e-18+0.0089855j -5.3048e-17+0.0180902j -4.24606e-17+0.0463013j 1.04689e-17+0.00870709j -7.55581e-17+0.0262945j 2.14666e-18+0.01696j -7.59528e-19+0.00722177j -2.18575e-17-0.00252673j 1.4255e-17+0.0115227j -1.16969e-16+0.0224138j 2.84312e-16+0.00126248j -4.46614e-17-0.0364239j 1.04613e-16+0.0196542j -6.77573e-17+0.0181148j -1.90159e-16+0.00335217j 4.30572e-17-0.0211548j -7.11141e-17-0.0122334j 6.02269e-17-0.00172803j -7.16405e-16-0.00837999j 4.22469e-17+0.0259726j -9.37737e-15+0.0232122j -4.80404e-14-0.0233152j -3.7532e-14+0.00781277j -9.46461e-17+0.0123494j 1.58261e-15-0.0118468j 9.37277e-17+0.00832825j 9.19746e-17+0.0101868j 8.32908e-17-0.00746409j -5.83364e-16+0.00510612j 2.88958e-16+0.0047894j 1.40165e-16-0.0222723j 1.4392e-16-0.0166281j -9.16953e-16+0.0182672j -5.87109e-17+0.0183242j -7.22052e-16+0.0290824j -1.2047e-16+0.0400279j 2.73832e-16-0.0284199j -5.32e-17-0.00965437j 8.56967e-18-0.00416845j 1.57695e-16-0.020995j 7.78027e-17+0.0686919j -1.73254e-16+0.0059258j -2.11627e-16-0.00557611j -6.57216e-17+0.0504718j -3.38883e-16-0.0298573j 5.47701e-17+0.050211j -2.59962e-17+0.0269641j 1.91549e-18-0.0168886j 3.27417e-17+0.0103598j 2.02359e-16-0.0339535j -5.28745e-16-0.0592821j 8.78127e-17+0.0399771j 2.02412e-17-0.0529603j 5.06049e-17+0.0215707j 1.54447e-18-0.029466j 7.06402e-17-0.0157474j 2.38913e-17-0.073075j 1.04767e-16+0.00288653j 4.90056e-16-0.00291531j -7.40075e-15-0.0157561j 
-9.7919e-15-0.0182635j -6.15862e-16-0.0440273j 1.03447e-16+0.0112554j 1.88137e-17+0.0292495j -1.77527e-17+0.0614381j 6.95831e-17-0.00700038j -1.97985e-17-0.0342772j 1.09121e-17-0.0407315j -6.15824e-17+0.0276367j 5.64891e-17-0.00287835j 9.86593e-17+0.0248811j 9.17317e-17-0.0177299j -6.6582e-17+0.0491533j 4.46296e-17-0.0373008j 6.53645e-17+0.0302951j 1.4411e-16-0.00658175j 1.07037e-16-0.00471131j 4.35192e-17-0.00332845j -8.74867e-18-0.01098j 2.84736e-17-0.0380221j 6.2931e-17+0.00508604j 1.30219e-17-0.0522849j 4.94217e-17-0.023899j -8.57473e-17-0.00991546j -1.44361e-16+0.0136505j -1.10624e-16+0.00734902j 3.71135e-16-0.0420199j -1.78967e-15+0.0205785j -2.30255e-16-0.00991649j -3.67455e-16-0.0184098j 6.39499e-17-0.00860495j 4.57849e-16-0.0168471j -3.06713e-16+0.0192029j 2.4015e-16+0.012427j 7.06583e-17-0.00737992j -1.42251e-15-0.0199386j -1.47007e-16-0.0134197j -4.66151e-16-0.00950843j 9.39567e-14+0.025345j 8.51111e-14+0.0109739j -3.71789e-16+0.0165944j 1.30478e-15-0.00595215j -5.06449e-17+0.0103653j 1.0077e-16-0.00583322j -5.08806e-16-0.0307642j 2.23813e-15-0.0369587j -4.54691e-16-0.0146806j 1.19918e-16+0.0238336j -2.06709e-16-0.00655211j 1.02428e-15-0.0276251j 3.20762e-16+0.00488364j 1.45746e-17-0.00537436j -1.51102e-17+0.00184839j -2.09248e-16+0.0103775j -3.06071e-17-0.0180725j 3.19547e-16+0.0350227j 4.30284e-16-0.0364137j 5.7634e-17-0.00443414j -8.47489e-17+0.0931709j 1.31287e-16-0.0329057j -3.16465e-16+0.0423798j 5.61477e-16+0.095392j -9.77487e-18-0.026389j -1.51745e-17-0.0124468j -3.37181e-18-0.0166072j -1.37522e-17-6.99821e-06j 1.5825e-16-0.0340534j -1.68422e-16-0.00991134j 1.79156e-16-0.00998741j -1.90843e-17+0.081246j -3.84282e-17-0.0241042j -8.35068e-17+0.0454959j 3.52445e-17-0.00181063j 1.40583e-16-0.0389887j -5.6391e-16-0.110939j -2.35729e-16+0.0207491j 3.02232e-15+0.00758182j 
9.35223e-16+0.000474687j 5.20462e-17+0.0234172j -1.01131e-16-0.0215323j 3.05539e-17+0.00857716j 2.4123e-18-0.0132349j 2.30723e-17+0.00260245j -1.75631e-17+0.00982987j -6.10247e-17-0.0293658j -2.08792e-17-0.00756199j 7.5823e-17+0.0267568j 5.69643e-17+0.000518167j 2.7543e-17+0.0148727j 1.989e-17-0.00619505j 3.03773e-17-0.0183149j 3.73167e-17-0.00793717j -1.04538e-16-0.00559893j -6.95399e-17+0.0221977j 1.67335e-17-0.0188155j 1.1021e-16+0.0423077j 9.53182e-17-0.00452139j 1.04504e-17+0.00536243j -2.66797e-17+0.0097966j 2.35783e-19-0.0109673j -4.77638e-17-0.00793236j -8.38295e-17+0.0115736j -5.23626e-17-0.031767j -4.77403e-16-0.0294665j 4.93745e-16-0.0213912j -1.62374e-16+0.0241062j 1.04988e-16+0.00642991j 1.01379e-16-0.00809844j -2.07517e-16+0.0134655j 2.37061e-16+0.0171141j -7.47156e-17+0.00471407j 8.25489e-17-0.00561862j -1.75175e-17-0.000199864j -2.05939e-16-0.00707221j 2.23241e-14-0.0207386j -5.73028e-14-0.0195082j -6.29696e-14-0.00618699j 1.39498e-16-0.00392181j -2.54549e-15+0.017311j -1.48214e-16+0.0118395j 1.34371e-16-0.0140761j 1.01927e-16+0.00702018j -1.1002e-15+0.0168836j -7.53164e-16-0.0343829j 1.35905e-16+0.0433316j -1.14088e-16+0.0334019j 3.32168e-16-0.00882145j 1.70432e-16+0.00380109j 4.86803e-16-0.0268279j 1.85857e-16-0.00308204j -2.46899e-16+0.0365288j 1.13797e-16+0.0251448j -8.54092e-17-0.00915441j -2.39385e-16+0.0183204j 9.3399e-17-0.0509164j 1.78378e-16-0.000103702j 2.1296e-16+0.0147046j 2.42036e-16-0.0587328j 1.04006e-16-0.00775852j -7.75754e-18-0.0321153j 6.41521e-17+0.029325j 2.0063e-17+0.0331197j 1.51998e-17-0.0196628j -1.73383e-16+0.0464031j 3.51435e-17+0.00439126j 1.93445e-17-0.0490692j 1.40104e-17+0.0537352j 9.05169e-17+0.0151774j 1.07354e-17+0.00288186j -9.55946e-18-0.0187913j -5.54829e-17+0.0161021j 3.88189e-17+0.0141431j -4.06668e-16-0.010845j 6.42695e-15+0.0126957j 
1.66085e-14+0.0373617j 1.08563e-15-0.0232507j -3.33453e-17-0.0143515j -1.98881e-17+0.0242553j 1.85912e-17-0.00194627j 6.02128e-17+0.0267082j 1.6697e-17-0.0436845j -6.81588e-17-0.0320577j -7.90938e-17-0.0252183j -8.26087e-18-0.0242058j -1.45836e-16-0.0178265j 4.60727e-17+0.0211548j 6.16642e-18+0.0389061j -3.50908e-17+0.035844j 5.38208e-17-0.0108399j -3.91778e-17+0.00345384j 1.0079e-16-0.0281643j 3.64932e-17+0.0149899j -3.06905e-17+0.000453463j 1.76926e-17+0.0316384j 4.73493e-16+0.0406641j -3.84342e-17+0.0119332j 1.32477e-17+0.00469255j 2.16171e-17-0.00696296j 1.684e-16-0.0127434j 3.28864e-17-0.0255068j -2.53426e-16-0.00272788j -2.31652e-16-0.00209373j -2.29155e-16-0.0132849j -1.30918e-16+0.00490804j -7.17001e-17+0.000976349j -6.1797e-16+0.0289177j 1.78785e-16+0.00538027j -4.24764e-17+0.00279483j -8.55925e-17-0.0135012j -1.26309e-15-0.0128992j -2.2731e-16+0.0189187j 1.62402e-14+0.000794939j -1.22028e-13-0.0490942j -1.16943e-13+0.00106068j 3.55594e-16-0.0251569j -1.78144e-15+0.00858294j -2.42598e-16+0.00681995j 1.74856e-16-0.0210652j -1.26424e-16+0.0419568j 2.0869e-15-0.0232065j 9.51469e-18-0.00400412j -3.37875e-17-0.00761842j -2.89999e-17+0.00755598j -5.84758e-16+0.0181567j -2.77025e-16-0.00644291j 2.7794e-16-0.0143883j 2.67317e-16+0.0199694j 6.82058e-17+0.0200956j 2.21919e-17-0.0182172j -1.23686e-16-0.0142238j 4.14306e-16-0.0234855j -1.56087e-17+0.000333802j 3.77164e-17-0.0238865j 1.24634e-17-0.017417j 9.78835e-17-0.0239157j 4.19141e-17-0.00385266j -6.90037e-17+0.06039j -4.09403e-18+0.0228935j 2.00287e-17-0.0116657j 9.81402e-17-0.0241064j 1.38665e-16-0.0137267j -3.13105e-16-0.0343818j 2.73031e-17-0.0355514j 3.77959e-17-0.0122893j 2.19638e-16+0.0752908j -2.92605e-17+0.00034885j -5.40261e-17+0.0432924j -8.66839e-18-0.0404353j 3.87877e-17-0.0059804j 3.28705e-16-0.00474895j -4.84616e-15-0.0104889j 
-6.78562e-15-0.013719j -4.69811e-16-0.0136916j -5.01513e-17-0.0157802j -3.83439e-18-0.00178371j -4.49889e-18+0.00502138j 7.86267e-17+0.0238225j 2.20528e-18+0.0199863j -4.26227e-18-0.0102276j -4.02385e-17-0.0114769j -9.30441e-17-0.0287698j 1.57098e-16+0.0164459j 4.23625e-17+0.0112767j 1.51243e-17+0.0135881j -5.20215e-17+0.0241415j -1.1483e-16+0.0199171j 2.07746e-16-0.0109002j -4.65658e-17+0.0103187j 4.63582e-18-0.00734053j -1.46055e-16-0.0253177j 5.16651e-17+0.00394352j 4.71969e-16+0.0357835j -3.23054e-18+0.0123179j -9.04308e-17-0.0171345j -2.19841e-17+0.000477923j -1.08674e-16+0.023329j -1.65081e-16+0.024108j 2.98474e-16-0.0211181j -8.66103e-16+0.0122004j -1.16984e-17+0.00186563j -6.10561e-17-0.0116888j -1.38351e-16-0.00838127j 1.28443e-16+0.0248671j 2.04374e-16+0.0443686j -4.82711e-16-0.0164759j -1.41831e-17+0.0131223j 4.25326e-16+0.00412545j 5.68616e-16+0.0210908j -4.16457e-15+0.00470472j -1.30591e-13-0.00873036j -1.1874e-13-0.0439684j -2.78168e-16+0.00336431j 6.01056e-15-0.0404045j -5.06543e-17-0.00804729j 5.83884e-17-0.0207928j 8.01385e-17+0.0237783j -5.41771e-16+0.0105351j -1.82323e-16-0.0113788j 2.4425e-16-0.00127684j -3.30899e-16-0.0062897j 1.57456e-15-0.034157j 2.67534e-16-0.0284202j -5.59542e-17+0.0149101j -1.61744e-16-0.0336191j -1.03612e-16+0.00876844j 3.47482e-17-0.0186302j -8.60405e-17-0.0132288j 1.36731e-16-0.00366402j 3.13139e-17-0.0371944j 7.90972e-18-0.0205328j -4.17015e-17-0.0181195j 3.61152e-17+0.0156117j -3.49569e-16-0.0276902j 1.12295e-16+0.0227329j 2.22659e-17-0.0111409j -8.47635e-17-0.0283069j -2.44043e-17+0.0354511j -3.43657e-18-0.0114381j -1.15824e-16-0.0105423j -3.47871e-17-0.0515838j -4.86039e-17-0.0198782j 2.53069e-17+0.00774998j 2.02548e-17+0.0643675j 1.25576e-17+0.00741304j -6.24929e-18+0.00606147j 6.49047e-18-0.00010951j 1.22644e-16+0.00516769j -1.72747e-15-0.00326399j 
-1.02737e-14-0.0217338j -6.89653e-16-0.00673051j 9.67389e-18+0.0166579j -1.10328e-17-0.0370235j -2.51663e-17-0.0372399j -1.83097e-17+0.000680913j 1.30205e-17-0.0223735j -3.66997e-17+0.00379368j 1.17799e-17+0.00458459j -1.13109e-16-0.0360473j 1.96028e-17-0.00472213j 9.82143e-18+0.00481975j -6.0143e-18+0.0247824j -6.27351e-17+0.00113647j -3.43815e-17+0.0233986j 2.39392e-16-0.0197179j -1.53575e-17-0.00915033j -2.26946e-17+0.0213023j 3.14465e-17-0.0279108j 1.69987e-17-0.0188219j -1.19487e-18+0.00170027j -1.38781e-17-0.0166575j -4.60218e-17+0.00666302j -4.21597e-17-0.000846871j 1.02617e-16-0.0175543j -3.57178e-17-0.0129278j 1.27301e-16+0.0147042j 3.2013e-16+0.000648735j 6.01955e-17+0.0149001j -1.41768e-17-0.00933716j -1.02556e-16+0.00113765j -1.37797e-16+0.00297177j 5.49366e-17+0.00571068j 1.44564e-16+0.015628j 1.01288e-17+0.00118184j 5.02648e-16+0.00654084j -3.65053e-16-0.0185354j 7.06133e-15-0.0152152j 4.67357e-14+0.0139665j 3.83756e-14+0.00248591j 3.23307e-16-0.0227957j -3.83595e-15+0.02486j -2.41773e-16-0.000798516j 3.9799e-16-0.0240624j -1.08127e-16-0.00818227j 6.99786e-16-0.012215j -6.97935e-17+0.0194099j -2.65745e-16+0.00377588j -2.21047e-17-0.0402873j -2.45915e-16-0.00314901j -8.6129e-17+0.0154611j 2.61998e-16-0.0024558j -4.64474e-17-0.0410947j -9.76383e-17-0.00818892j -6.89731e-17-0.0570855j -5.1128e-17+0.013541j 2.03745e-16-0.00540752j 7.32968e-17+0.0253757j 1.20308e-16-0.0130237j -5.39673e-17-0.0239117j 2.31117e-17-0.0212427j 2.01312e-16+0.0239875j -6.6529e-17+0.000291587j 6.2549e-18-0.00143768j -2.65482e-17-0.0323545j 7.37224e-17-0.0146525j 2.33622e-17-0.0249445j 6.13218e-17-0.00330667j 4.5067e-19+0.0280228j 5.65882e-17-0.000830171j 1.69694e-17+0.0142196j -2.54213e-17+0.000168633j -2.55887e-17+0.061067j 2.605e-17+0.0329277j -7.15058e-17-0.0011109j -4.29661e-16+0.00562788j 6.46885e-15+0.0139372j 
