-9.85563e-16-0.125946j -5.34404e-16-0.0595019j 1.79026e-17-0.0103108j -8.5133e-18+0.0652539j 7.45743e-16-0.0525277j 4.33699e-17-0.0315145j -1.41551e-17-0.0499778j 2.91754e-17-0.06146j -3.14829e-17+0.0663494j 1.84029e-16-0.0315248j 3.66078e-16-0.0677157j 1.91036e-16+0.0132455j -5.92959e-16+0.0703632j 2.26058e-16-0.0855964j -8.25503e-17-0.0054185j 6.75382e-17+0.0150501j -8.77538e-17-0.0182872j 8.79736e-17-0.0260212j 1.0947e-16+0.0247615j 7.20921e-17-0.0126219j 3.16464e-17+0.0163388j -4.2292e-16+0.0259381j -1.55056e-15+0.0251649j 6.15171e-16-0.0566004j -2.38773e-16-0.031226j 4.13507e-16+0.0360126j 1.56974e-15+0.0426289j 1.04338e-15+0.00626518j -2.51144e-15-0.0171645j 1.13019e-15+0.042703j -1.18157e-14-0.0351092j -4.2697e-16-0.0137775j -2.65942e-17-0.00174643j -1.59098e-17-0.018644j 6.97225e-16+0.016923j -1.82875e-16-0.00525536j 2.15827e-16+0.0322435j 1.12147e-15-0.0567634j -8.73999e-16-0.0250454j 1.11182e-14+0.0650397j 8.65419e-15-0.0286933j -1.08439e-14+0.00701365j -8.80258e-17+0.00197689j -1.16522e-17-0.00704533j -1.23785e-16-0.0212658j 2.81319e-17+0.00521076j 1.32085e-16+0.0107454j -2.45156e-18+0.00516867j 1.3185e-16-0.0096071j 1.846e-16-0.0154941j 2.29464e-16+0.0710861j 1.87986e-16+0.0327258j 1.23969e-15+0.0134465j -5.52182e-17-0.0502709j 4.52027e-17+0.027027j -9.95042e-17-0.00139701j 2.65033e-16+0.0147852j 6.13333e-17+0.00140031j 1.04773e-16-0.0176065j 9.70244e-17+0.0327251j -2.59162e-16-0.025542j -4.2182e-17-0.0194237j -2.17964e-17+0.0331878j -3.72111e-17-0.0270706j -2.09489e-18-0.0187701j -1.46374e-17+0.0503453j -1.85955e-17-0.0103881j 7.76514e-18+0.00136502j 4.67134e-17-0.0494895j 1.27427e-16-0.069902j -8.62969e-17+0.0520947j 6.91671e-17+0.0766536j 
2.96784e-15-0.078867j 3.98119e-16-0.0196178j -1.36987e-17-0.00449152j -3.0586e-15+0.0427182j 1.93664e-15-0.0368424j 1.38063e-15-0.0283302j 2.42391e-15-0.0439615j 2.99056e-15-0.084302j 2.12754e-15-0.0682822j 2.37545e-15-0.0358292j 2.07308e-15-0.0936185j -3.6928e-16+0.0181336j -6.09845e-15+0.0930896j 2.54145e-15-0.0845856j 3.16123e-15-0.0669845j -5.55144e-16+0.0114868j 2.40782e-15-0.0807466j -1.07139e-15+0.0227778j 2.34407e-15-0.0338369j -6.83489e-15+0.172932j 2.81661e-15-0.0593131j -2.95633e-16-0.0070953j -3.83043e-15+0.0835379j -8.30304e-15+0.224183j -6.0941e-16+0.0414431j -6.33606e-15+0.149043j 3.75805e-16-0.0429829j 4.8284e-15+0.0288192j -8.72725e-15-0.161384j 5.59212e-15+0.00193215j 4.36247e-14+0.137663j -2.67904e-16+0.0538214j -1.08509e-15+0.0350659j -7.43987e-16-0.0140959j 5.94394e-16-0.00376817j -3.73011e-15+0.107732j -3.21241e-15+0.0621798j -2.61582e-15+0.0526054j -7.21863e-16-0.0280251j -6.96904e-16+0.0916649j 4.20906e-16-0.0990042j -1.97678e-14+0.0124858j 1.13734e-15+0.0995869j -2.75691e-15+0.0522204j -1.06227e-15+0.0543527j -1.40706e-15+0.0646232j -8.25188e-16+0.00899196j -1.3942e-15+0.00454201j 2.92931e-15-0.0732083j -8.05394e-16+0.00912905j -2.32184e-15+0.0926939j -2.27368e-15+0.123096j 5.3366e-15+0.0968606j 1.03354e-15-0.0125612j -1.12771e-14+0.258221j 2.65169e-15-0.0416038j -3.32833e-16-0.00475379j -1.3343e-15+0.0750503j -4.44602e-15+0.186942j 4.72764e-15-0.0518037j 5.6707e-15-0.208317j -2.16601e-15+0.0266478j -7.24612e-16+0.00182924j -5.57595e-15+0.125685j -2.50365e-15+0.0628341j 5.31802e-16-0.0189322j 1.2738e-15-0.0184124j -1.27326e-15+0.0264939j 3.89107e-15-0.0810143j 3.17568e-15-0.051711j -8.40744e-16+0.00665113j -3.23239e-16+0.00521759j 
-5.84126e-16+0.010574j 7.00117e-16-0.0294378j -1.222e-15+0.048245j 2.57949e-15-0.0949515j -9.28282e-17-0.00244832j 4.4433e-17-0.00793589j 8.78472e-16-0.0294141j 9.54714e-16-0.015198j 6.11613e-16+0.00591774j -4.12801e-15+0.100895j -1.46412e-15+0.00998299j 1.59105e-15-0.0569016j -1.04052e-15+0.0322257j 2.97588e-15-0.1215j 1.427e-15-0.07095j 4.21929e-15-0.129483j 1.15984e-15-0.0536747j 6.26801e-15-0.218882j 3.94451e-15-0.138247j -8.07061e-16+0.00745147j 1.67645e-16-0.0431789j -3.00609e-15+0.131926j -7.81165e-15+0.0918549j 5.41615e-15-0.116594j -4.95125e-15+0.152828j 1.80492e-15-0.0182234j -2.09041e-15+0.0408232j -2.83972e-15-0.0299618j 7.95083e-15+0.136843j -4.4121e-15-0.0510103j 5.35185e-15+0.0168434j -9.07315e-16+0.0480857j 4.25303e-15-0.183797j -3.64689e-15+0.140903j -3.13626e-15-0.0805111j -3.5545e-16+0.000859117j -3.57409e-17+0.00693103j -5.90667e-15+0.13299j 4.84402e-16+0.10289j 7.83487e-15-0.0883357j 1.36958e-15+0.125601j 1.7734e-14-0.0111029j 1.19401e-15+0.0473353j 1.27591e-15-0.0743279j 2.70177e-15-0.0706371j -2.86263e-16+0.0652174j 9.85419e-16-0.0598765j 7.1319e-16-0.02536j -1.64386e-15+0.0731888j 6.16034e-16-0.0122058j -8.85352e-16+0.0806076j 3.29327e-15-0.108301j 7.13977e-15+0.101576j -1.82371e-15+0.0893436j 7.96874e-16-0.0460556j 1.59423e-16+0.0473502j -1.0941e-15+0.0963067j 7.43388e-15-0.226061j -1.96906e-15+0.0889105j 1.91771e-15-0.0742808j -5.71654e-16-0.0236195j 1.75309e-15-0.0657246j 6.80601e-16-0.0282331j -2.51617e-15+0.124813j -5.83475e-16+0.0123013j -1.80761e-15+0.0475672j -7.83682e-16+0.0198159j 7.77543e-16-0.0172689j -2.34329e-15+0.0875378j -2.09681e-16+0.0128871j -1.11386e-15+0.0427488j 4.11113e-16-0.0103458j 
-1.27448e-16-0.0036021j -6.10869e-16+0.0202548j 4.5484e-16-0.0749474j -1.19341e-16+0.0442754j -7.06348e-16-0.00259512j -1.07132e-15+0.0212546j -8.01801e-16+0.186007j 3.54996e-16-0.0340731j 1.02238e-15-0.00853331j -5.94129e-16+0.0419401j -1.02035e-15+0.0467403j 9.71949e-16-0.0332553j 3.17438e-16+0.00842109j 2.31578e-16-0.0966953j 3.04161e-16-0.121049j 7.16696e-16-0.107926j 3.82472e-16-0.0293638j -8.97828e-16+0.0946911j 1.76361e-17+0.00781592j 1.94847e-16-0.0231301j 9.60401e-17+0.0117346j 1.00513e-15-0.105644j 8.78991e-17+0.0576632j -5.98245e-16+0.107171j -2.04079e-15+0.102878j 9.18722e-16+0.0194989j -1.3265e-15-0.0334222j -3.83077e-15-0.0974908j 5.76686e-15+0.00187426j -2.92349e-15-0.0406596j -2.25054e-14-0.0627137j -1.50602e-15-0.00394423j -1.44569e-15+0.00750931j -3.71549e-15+0.180962j -8.29002e-15-0.160244j 9.09947e-17+0.0623166j 1.69109e-15-0.123896j -6.54013e-16+0.0359521j 1.14027e-15+0.0508587j 5.14219e-15-0.0227014j 4.16848e-15+0.0509127j 4.48221e-14-0.0297993j 7.61713e-16-0.0224994j 4.55236e-17-0.111275j 8.94322e-16+0.0397292j 8.93313e-16+0.0174936j 1.35089e-15+0.0613843j 1.35281e-15-0.0246618j 1.52383e-16+0.100171j -2.98043e-16-0.0300919j 8.17091e-16+0.123143j 9.80766e-16-0.023747j 1.01163e-14+0.111165j 1.85915e-15-0.0822265j -1.13068e-15+0.0402248j 4.57014e-17+0.0455315j 2.55327e-15+0.0394773j -6.17005e-16+0.138675j 1.04378e-15+0.024804j 6.76916e-16-0.0314258j -8.41544e-16-0.0351082j -9.98984e-16-0.0196732j -1.32734e-15-0.0400314j 4.62726e-16-0.0557135j -4.85887e-16-0.0121213j 7.00993e-16-0.104249j 8.08677e-16-0.0154653j -1.47939e-16+0.0956174j 3.89947e-17-0.0352191j -2.5668e-16+0.0135857j 2.81697e-16-0.00243078j -7.56777e-18+0.00294767j 
-2.23436e-15-0.0197466j 1.16096e-14+0.104616j 1.00151e-14+0.0652742j -9.24893e-15-0.074272j 3.46777e-15+0.0732305j 6.3403e-15+0.0881427j 1.68617e-15+0.0191988j 2.33035e-15-0.00563915j -1.90007e-15-0.0674936j -4.79923e-16+0.00706893j -9.0959e-15-0.0361054j -7.48594e-15-0.0805652j -2.52297e-15-0.047928j -7.85784e-15-0.040808j -6.22236e-15-0.0587097j -3.9293e-15-0.0673502j -7.44232e-15-0.0565677j 1.12914e-14+0.0853231j -5.96349e-16+0.000130382j -1.72582e-15-0.0278532j -1.25144e-15-0.0256648j -7.17779e-15-0.0716554j -3.90949e-15-0.0239003j 5.47585e-15+0.0743428j 1.623e-14+0.168665j 9.75539e-16+0.00100389j 5.70852e-15+0.0438267j 3.88109e-15-0.00586824j -7.96985e-15-0.0256055j 1.81301e-14+0.111551j 6.1262e-14+0.125575j 3.5992e-16-0.00901488j 1.94726e-14+0.188618j 2.34602e-14+0.22214j 1.44706e-14+0.0774204j -1.68752e-15-0.0245416j -1.71875e-14-0.198961j 6.85373e-15+0.0899421j -5.90254e-15-0.0424573j 9.25865e-14+0.155998j 7.99212e-14+0.151253j -2.99882e-14+0.0227992j -2.93202e-15-0.0169161j 2.99864e-15-0.000715979j -1.43961e-14-0.121637j -2.23213e-14-0.157002j -5.93098e-15-0.0587837j -9.59063e-15-0.116353j -1.58412e-15+0.00268569j 9.97026e-15+0.108976j -8.12819e-15-0.0423069j 1.45391e-15-0.0036444j 2.37395e-14+0.104369j -3.0204e-14-0.265427j 1.65958e-14+0.140137j 2.80347e-15+0.025639j -2.73565e-14-0.188055j 1.75673e-14+0.127818j -1.29525e-14-0.122074j -1.23598e-14-0.0715972j 9.80833e-15+0.0674987j 1.58718e-14+0.125831j 2.16193e-14+0.200054j 7.17377e-15+0.0460095j -1.25076e-15-0.00393354j -7.79967e-15-0.0538512j -1.22204e-14-0.107306j -3.69695e-15-0.0303234j 9.12517e-15+0.0677027j 8.23704e-15+0.0681461j -1.0774e-14-0.0896655j 6.0563e-15+0.0551514j 
-2.73344e-16-0.00690664j 2.81115e-15+0.000347432j 2.42194e-15+0.0954575j -2.17637e-15-0.0373709j 2.75157e-15-0.137666j 1.27211e-15-0.124972j 4.77682e-16+0.0307528j 1.08768e-15+0.122223j -9.73549e-16+0.212519j 1.10839e-16-0.0439038j -1.41102e-15-0.19252j -2.15642e-15+0.0412002j -9.53007e-16+0.0931039j -2.23878e-15-0.131191j -1.8908e-15-0.0182195j -1.1265e-15+0.121063j -2.20863e-15-0.085689j 2.42284e-15+0.0751133j -8.64082e-16-0.0083083j -2.59806e-16+0.0371639j 1.24927e-16+0.0564899j -1.40443e-15-0.023719j 2.74225e-15-0.105272j 4.50327e-16-0.080088j 4.63063e-15-0.132207j -1.092e-15-0.0107765j 7.27006e-16-0.00959131j 5.90193e-15+0.117533j -6.36558e-15-0.0140942j 4.62973e-15+0.0157468j 1.42225e-14+0.0331738j 8.18702e-16-0.0159209j 3.79158e-15-0.0250999j 6.44417e-15+0.0209035j 6.7941e-16-0.00947504j -1.79155e-15-0.0138522j -3.93785e-15+0.18818j 2.55267e-15-0.00718768j -2.62942e-15-0.0618218j 3.61957e-15+0.0221859j 4.27085e-15-0.0257516j -1.04036e-13+0.0696516j -2.32608e-15-0.0112689j 1.19533e-15+0.116167j -3.86602e-15-0.0218839j -6.32977e-15-0.128909j -1.51438e-16+0.0481541j -2.58367e-16+0.131003j 4.40826e-16-0.0405902j 1.74923e-15-0.0790941j -2.89175e-15-0.0937733j 4.63513e-17+0.0318438j 1.24436e-14+0.0838587j -6.97251e-15-0.0258419j 4.97179e-15+0.0254755j 1.14821e-15+0.0165653j -8.46876e-15-0.143313j 3.82606e-15+0.153706j -3.26287e-15+0.0799358j -3.99373e-15-0.122446j 2.00451e-15+0.0469712j 3.85693e-15+0.0512817j 5.38796e-15-0.0317836j 2.14886e-15+0.0849123j 5.14638e-16-0.0502836j -2.59681e-15-0.0957276j -2.81057e-15-0.0200686j -8.08013e-16+0.0102836j 2.17758e-15+0.0623774j 1.80686e-15+0.0398088j -2.59727e-15-0.0311788j 9.46224e-16-0.00839937j 
1.01213e-15+0.00525191j 1.14243e-15+0.00660506j 2.00908e-16-0.00437229j 8.45153e-15+0.0594007j 1.31396e-16+0.00467307j -4.68792e-16+0.000267844j -2.02796e-14-0.12985j 1.10075e-14+0.0678681j -1.58117e-14-0.113768j -1.76979e-14-0.120488j -9.9732e-15-0.061852j -1.02377e-14-0.0703771j 1.74361e-14+0.120865j -1.17358e-14-0.0722295j 1.02225e-14+0.0685731j 7.34688e-15+0.0405171j 1.15593e-14+0.0780769j -5.85197e-15-0.0365375j -2.32889e-14-0.146557j -4.31583e-15-0.0263607j -1.396e-14-0.0926546j 7.30358e-15+0.0402971j -5.78086e-15-0.0396515j -1.00917e-14-0.0558586j 4.26745e-15+0.0276084j 9.20323e-15+0.0733566j -1.96557e-14-0.108834j 3.15103e-14+0.163887j -4.82357e-15+0.00553174j 3.71368e-16-0.0108225j 4.10845e-14+0.0784762j 1.78447e-14+0.123688j -1.3497e-14-0.0783578j 8.09949e-15+0.0564928j -1.94821e-14-0.098281j 5.51044e-16+0.0158964j 9.4724e-15+0.0583252j 6.13413e-16-0.008433j 6.39469e-16+0.00655707j -5.3675e-15+0.0222522j -1.79235e-14-0.0644748j -5.49134e-14+0.0408832j 3.92802e-16+0.00808128j 1.93429e-14+0.117587j -4.29181e-15-0.0236685j 1.01698e-14+0.0647393j -9.27582e-15-0.0565751j 8.3893e-15+0.049592j 2.17742e-15+0.0156177j -1.77672e-15-0.0067535j -3.03676e-15-0.019903j -1.02452e-15-0.00584347j -5.40754e-15-0.0215475j 1.39544e-14+0.08833j 1.63242e-14+0.110709j 1.23625e-14+0.0712963j -1.45423e-14-0.080753j -9.6461e-15-0.0629412j 7.24256e-15+0.042403j -1.9263e-14-0.115362j -2.57028e-14-0.162479j 1.39717e-14+0.0875539j 4.49228e-15+0.0326198j 1.75186e-14+0.108391j 1.65107e-14+0.109126j 6.53978e-17+0.000188337j -7.20213e-15-0.0456315j 4.08061e-15+0.028226j -9.44381e-15-0.0665887j -4.42422e-15-0.0323946j 1.23984e-15+0.00955429j -9.17246e-15-0.0579451j 
-6.38694e-16+0.0102292j 3.86898e-15-0.0516344j 6.79523e-15-0.0799296j -6.98044e-15+0.0771742j 8.28643e-16-0.00621526j 1.39014e-15-0.0184964j 5.95831e-16-0.0160046j -2.01187e-15+0.0203546j -3.2941e-15+0.0506007j -2.7909e-15+0.0310998j 2.04307e-15-0.0177489j -1.09518e-15+0.0200112j 3.32148e-16-0.00649439j 1.81351e-15-0.023037j -8.56175e-15+0.101049j 1.21573e-15-0.00933229j 6.96077e-16-0.00451905j -5.69108e-15+0.0659028j -4.89217e-15+0.0600398j 3.91286e-15-0.0453391j -8.11829e-15+0.106539j 1.28585e-14-0.151359j 1.18198e-14-0.0895089j 7.24018e-15-0.082108j -4.88926e-15+0.0457336j 6.72199e-15-0.0819245j -2.20731e-15+0.0224684j -3.24198e-15+0.0105342j -2.8613e-15+0.0959963j -3.82203e-15+0.0213611j -1.00606e-15-0.00301876j -1.36644e-15+0.0139488j -9.52899e-15+0.102309j -7.11398e-15+0.0778297j 4.25501e-16-0.0103689j 1.60893e-15-0.0192054j 4.59751e-15-0.0613175j 1.50211e-14-0.139397j -1.91736e-16-0.00652889j 2.79432e-14+0.0234812j 1.99844e-14+0.109018j -2.46577e-14+0.0156519j 4.62922e-15-0.105842j 2.47663e-15-0.0249383j 4.51116e-15-0.0555515j 1.06585e-14-0.164505j 2.37745e-15-0.0135381j -1.916e-15+0.0427154j -4.88174e-15+0.0646304j 3.71267e-15-0.0554869j 1.67789e-14-0.216866j 2.41662e-15-0.0264852j 2.85742e-15+0.0949404j 1.19533e-14-0.141456j -6.76917e-16+0.0060997j 1.64394e-15-0.0127615j 1.23197e-14-0.177128j -3.99982e-15+0.0454012j 1.40574e-14-0.189832j 6.27214e-16-0.0338907j -6.18763e-15+0.0829422j -4.89612e-16+0.0121413j -8.08931e-15+0.0984049j 7.70701e-15-0.0849877j -5.28028e-15+0.0725551j -9.65899e-16+0.0208149j 2.66891e-15-0.030298j -3.63885e-15+0.0450898j 4.06283e-15-0.0392071j 2.26543e-15-0.0240605j -4.81046e-15+0.0642793j 3.33412e-15-0.044653j 
3.70385e-16-0.0850627j 6.74341e-16-0.0144942j 3.81228e-16-0.0114495j -6.2985e-16+0.0925121j 2.27651e-15-0.0615413j 6.99609e-16-0.0404239j 3.9176e-16+0.00794189j -5.47526e-17+0.0558293j -1.01518e-15-0.0298626j 1.25247e-15-0.0432016j 2.36081e-15-0.111976j -5.11328e-16-0.0211782j -6.14376e-17+0.0876806j 1.68029e-15+0.0500901j -8.04666e-16+0.0776364j 2.64781e-16-0.0699226j 5.80542e-17+0.0041433j -1.70737e-16+0.064664j -3.06323e-16+0.0686246j 7.22562e-16-0.00086952j -1.98676e-15-0.00341671j -1.42857e-16+0.110744j -3.54876e-16-0.0364098j 1.63231e-15-0.0914152j 3.23532e-16+0.054524j 1.0488e-15+0.071649j 2.77331e-15+0.0669319j -4.83404e-15+0.0257353j 8.63774e-15+0.137393j -6.5247e-15+0.00233214j -2.56291e-14-0.0721765j -6.19967e-16-0.00879319j -7.88298e-16-0.00644425j -5.21078e-17-0.11993j -3.97957e-15-0.0509829j -5.78386e-16+0.0244595j -3.55371e-16+0.0378555j 6.88472e-15-0.260447j -1.75574e-15+0.00679895j 3.09669e-15+0.0914551j 2.44529e-15-0.0932795j 9.4767e-14-0.0633874j 8.76437e-16+0.0319595j -6.99054e-16+0.0687588j 1.59812e-15+0.0187846j 1.38084e-15+0.0631808j -7.52093e-16-0.0370949j 3.50062e-16-0.010647j -8.43463e-16+0.0253206j -9.81287e-16+0.0540549j -2.21627e-16-0.0492222j -1.02272e-15+0.0109687j -1.01231e-14-0.125611j 8.02205e-16+0.00307295j 7.74463e-16+0.00725375j -1.60298e-16-0.178277j 1.14504e-15+0.0615108j -2.61002e-17+0.0104543j 3.81241e-16-0.0468286j -3.12202e-17+0.175068j -1.27241e-15+0.0179604j -9.60599e-16-0.10265j 5.938e-16+0.0244096j -6.18523e-16-0.0888397j 1.30023e-15-0.0881208j -9.08951e-16-0.058799j 9.89979e-16+0.0212216j -8.10936e-16+0.0110571j 1.0198e-15-0.0913793j 3.45168e-16-0.0674025j -7.53856e-16-3.20672e-05j -2.36585e-16+0.0728094j 
-2.5552e-17+0.0736076j 7.42201e-16+0.0557764j 1.86843e-16+0.0424269j 5.44718e-16+0.00855303j -5.56838e-16+0.022677j -7.53887e-17+0.00959844j 4.89399e-16-0.0195658j 2.15133e-16+0.0590881j -4.12657e-16-0.101669j -8.22587e-16+0.081597j -9.67285e-16+0.0903223j -3.76837e-16-0.100104j 8.94136e-16-0.0229708j 4.361e-16+0.100892j 3.67474e-16+0.000129111j 3.11342e-16+0.0465251j -1.6392e-16-0.0532529j 2.12842e-16-0.0573003j 1.76303e-16-0.0404341j -1.68346e-16-0.0211583j -6.45786e-16-0.057288j 1.38773e-15+0.0269965j -5.30981e-16-0.0129708j -5.57912e-16-0.0568361j -5.09322e-16+0.0612018j 1.03025e-15-0.0263821j 3.78044e-16+0.00220344j -4.69546e-15-0.0548429j 1.06331e-14+0.0864459j -6.44911e-15-0.109899j 6.05658e-15+0.0254957j 1.46496e-15-0.0552253j 5.92607e-16-0.0204787j 3.19498e-16-0.126685j 4.73104e-15+0.0962135j 5.05041e-16-0.0466544j 1.15147e-15+0.0119021j -3.18776e-15+0.0628828j -2.75942e-16-0.0281265j -5.31292e-15-0.0318639j -6.771e-15+0.0116573j 7.77521e-15-0.00517155j 3.06319e-15+0.0470155j 5.27594e-17-0.0412213j 3.31445e-16-0.0134018j 1.89738e-15+0.0875516j -2.6317e-15-0.125978j -5.8825e-16+0.0626358j -5.8119e-16-0.0733527j -1.51641e-16+0.0770339j 3.85422e-16-0.0665128j -1.0029e-15-0.120892j -1.13021e-14-0.0913158j 5.22099e-16+0.0513979j -4.37115e-16+0.023415j -1.05847e-15-0.0487606j -4.92332e-16-0.0376763j -1.13946e-16-0.0790454j 1.87195e-15+0.0837073j 2.92035e-15+0.0986353j 8.20733e-16+0.0708779j -5.26814e-16+0.0174135j -3.43904e-16-0.0140735j -9.87899e-16-0.0531656j -1.08762e-15-0.00327957j -5.37394e-16-0.053687j 2.43518e-16+0.054072j -9.27566e-16-0.151787j -6.06953e-16-0.0396831j -2.81066e-16-0.0324781j -5.49255e-16-0.0813844j 6.73638e-16-0.0678456j 
1.5559e-15-0.0356151j 2.2937e-16-0.0181948j -5.67967e-16+0.0460111j 2.53548e-17-0.0432298j 4.25706e-15-0.134688j 8.26369e-16-0.0467374j -1.69376e-15+0.0743405j -9.27176e-17-0.0119092j -8.9688e-16+0.064554j 5.92985e-16-0.0106004j 2.87582e-15-0.0786033j -1.04096e-15+0.0513632j 2.8932e-15-0.149983j 1.04237e-15-0.0978089j -5.3045e-16-0.0143642j 1.19501e-15-0.0221075j 2.16598e-15-0.0906608j -3.54745e-16-0.012669j -1.29455e-15+0.0104513j 6.33754e-16-0.0132266j -1.3445e-15+0.0682416j -1.22941e-15+0.0161972j -2.22216e-15+0.0483392j 1.67981e-15-0.016997j -3.24947e-16-0.0366481j -4.22228e-16+0.0367014j -3.0715e-16+0.0569119j 7.94337e-16-0.00996758j -5.3878e-15-0.0447408j 1.36737e-15+0.0646849j 6.73176e-15+0.0194492j 3.36723e-15-0.0869682j -1.35329e-15+0.0828029j 1.75308e-15-0.0556867j 5.56198e-15+0.148247j 2.41342e-15-0.0758097j 7.11092e-16+0.0164556j -8.04704e-16+0.0719071j 5.14725e-16-0.0984199j 6.67732e-15+0.0653063j 6.56043e-15-0.035777j -1.25193e-13+0.0820248j -3.60592e-16+0.00427791j -4.11478e-16+0.0236637j 2.71759e-15-0.152283j 6.95547e-16-0.0111546j 4.13732e-16-0.051477j 9.82502e-16-0.0827888j -7.77184e-16-0.0226024j -2.84458e-15+0.134714j -7.16927e-16+0.131131j -1.07961e-15+0.0260893j -1.84951e-14-0.231878j 2.0183e-15-0.0537642j 9.9881e-16-0.0511769j 2.67097e-15-0.104375j -6.8397e-16+0.0445788j -1.43697e-15+0.0319002j 3.60986e-16+0.166146j -2.45421e-15+0.168485j -1.64669e-15+0.159968j 1.11834e-16+0.0860896j 1.1867e-15-0.138977j 7.56816e-16+0.0298175j 4.37023e-15-0.197062j 4.81751e-16+0.00505091j 6.83077e-16-0.0354519j 1.9263e-16-0.0263852j 1.02077e-15-0.0292218j 2.13828e-16+0.014939j 6.16065e-16-0.0430126j -1.89953e-15+0.0432419j 
2.39446e-17+0.0977287j -2.04231e-16-0.0837284j -2.28606e-16+0.0124519j 6.27372e-17-0.0649269j 1.38446e-15-0.128941j -3.81901e-16-0.0664294j 1.21335e-16+0.00690147j 1.32353e-18+0.0341913j 9.24326e-16+0.0419766j -2.84485e-16+0.00801364j -8.61221e-16+0.0162852j 1.28195e-16+0.0789579j 1.47743e-15-0.14366j -1.25608e-15+0.0555702j -1.0628e-17-0.0367227j 8.04245e-17-0.0322369j -1.07328e-17-0.0593029j -1.91652e-16+0.00696226j 1.80264e-16+0.0415063j 2.81706e-16+0.0778315j 5.8611e-16+0.0690185j -1.48956e-15-0.0573238j 6.83953e-16+0.0348899j -9.07427e-16+0.154251j -3.74101e-16-0.0259089j -1.01978e-15-0.00451997j -2.99711e-15-0.104793j -4.49998e-15-0.0507637j 4.59818e-15+0.0609412j 2.0158e-16+0.0281984j 1.5225e-14+0.04104j 1.76736e-16+0.0624384j 7.99304e-16+0.0441028j 6.9054e-16-0.0279622j 1.93816e-16+0.00925886j 4.35543e-16+0.0277836j -2.06836e-16-0.00784625j -2.25796e-15+0.0811241j 5.21677e-16-0.0114615j 7.53926e-15-0.0723205j 8.04016e-15+0.119945j 4.55789e-14-0.0293438j -2.16361e-15-0.0447059j 3.58994e-16+0.00505499j -1.18332e-16-0.00149094j -1.91636e-15-0.0573653j 1.82139e-15+0.0465239j 6.96172e-16+0.104579j 4.94826e-16-0.0746626j -4.58507e-17+0.0495572j -5.47262e-16-0.0777708j 1.10023e-15+0.0616037j 1.58327e-14+0.152529j -9.11112e-16-0.0234726j -5.2245e-16+0.135125j -2.56514e-16-0.0433415j 8.86779e-17+0.0318203j 7.44102e-16+0.0432518j -7.39466e-16-0.0927603j -1.58089e-15-0.0404256j 2.76172e-16+0.00358025j 3.35469e-16+0.0353864j -1.23189e-16-0.00901108j 5.22616e-16+0.117436j -1.81373e-16+0.0720817j 4.64424e-16-0.110144j -5.57701e-16+0.0479582j 7.72849e-16+0.0168137j 6.70866e-17+0.0361241j 3.04665e-16-0.0340555j 5.19942e-16+0.0548234j -1.52962e-16-0.069733j 
-1.69708e-16+0.0366099j -2.0839e-16-0.0340563j -1.02112e-16+0.0214743j -1.59456e-16-0.00746854j 6.29959e-16-0.0874206j -3.15507e-16-0.0731891j 3.41944e-16-0.0635139j -3.50332e-16+0.000763306j 7.03489e-16+0.118791j -3.23177e-16+0.0420553j -5.83564e-16-0.0104819j 5.35463e-16+0.0305696j -9.6674e-16-0.0207329j -1.09018e-15-0.122573j 3.1271e-17-0.00498797j -4.53767e-16-0.040934j -4.08384e-16+0.0435269j 2.95052e-16+0.0462027j 1.84219e-16+0.0113558j 1.58302e-16+0.026351j 3.93284e-16+0.0804788j -1.11236e-15+0.0652705j -9.54715e-16+0.0189638j 1.03748e-16-0.0985051j -5.89433e-16-0.0225206j -8.08855e-16-0.0199692j -2.99841e-15-0.0637715j -4.06107e-15-0.0723992j 4.62211e-15+0.0317327j -1.74328e-15-0.0135845j -1.32477e-14-0.0363673j -2.65929e-16-0.00757216j 1.05021e-15+0.0448226j 2.63136e-16+0.0566763j 2.25863e-15+0.0232745j 4.71024e-16+0.0333295j -6.31862e-16-0.000748524j -3.00178e-16+0.0196338j -2.92895e-16+0.0109081j -2.32369e-14-0.109002j -1.82543e-14+0.0257555j -3.80203e-14+0.0255926j -2.04631e-15-0.0488463j 3.86229e-16+0.00579617j -6.39367e-16+0.0509435j -2.04252e-15-0.0887476j 1.32016e-15+0.0638096j 5.43553e-16+0.0519741j 5.23727e-16-0.00138241j -3.60983e-16-0.128844j -1.88041e-16-0.0723763j 3.7517e-16+0.0074005j 6.22439e-16+0.00676905j -7.06112e-16-0.0350958j -2.15526e-17-0.0236846j 4.2934e-16+0.0416109j -3.65469e-16-0.0269851j 6.57811e-16+0.0215123j -8.89582e-17+0.0144043j 3.48732e-16-0.0369733j 1.5415e-15+0.0905833j 5.90208e-16+0.0579692j -2.05464e-16-0.0756533j -2.99614e-16-0.0314724j -4.925e-16+0.0396774j 2.78287e-16+0.0410584j -1.44692e-16+0.0320811j -7.86226e-17-0.0304686j 2.59212e-18+0.0116184j 1.74094e-16-0.000703224j 7.71567e-17+0.0114288j 1.51709e-16-0.0568458j 
