0.000626903-0.0120669j 0.0122013+0.000814812j 0.00127867+0.00224693j -0.00459191+0.00135354j -2.98902e-05-0.0034728j -0.000642677-0.00158847j 0.00217051+0.000712797j -0.00363682+0.00226425j 0.00157249+0.00094283j 0.00204516-0.000942854j -0.00028427+0.00143498j -0.0014256+0.000361427j -0.000550499+0.00101097j 0.00408132+0.0034697j -0.00177827+0.000507224j 0.0009291+0.0016811j -6.87657e-05-0.000373686j 0.000609065-0.000916174j 0.00215981+0.0010893j 0.00207343-0.000189442j -0.00148819-0.00064922j -0.00200174+0.00420513j 0.000202478-0.0018275j 0.000213392+0.00129455j 0.00101059+0.00125917j -0.00249374+0.00178945j -0.000401415-0.000519694j -0.000365186-0.00347651j -0.00021423+0.000931397j 0.000194539-0.000761477j 0.0028466+0.000550219j 0.00138246-0.00195645j -0.00123935+0.000565355j 0.000275557-0.000110034j -0.00278342-0.00438847j 0.00120718-0.00114276j -6.27842e-05-0.00263926j 0.00219055-0.00275513j -0.00236543+0.000440778j 0.00269366+0.000380644j -0.0024474+0.00113297j -0.00136123+0.00263592j 0.00377274-0.00449208j -0.00164968+9.86932e-05j 0.000665008-0.000768227j 0.002609+0.00328133j 0.00396525-0.000394737j -0.00115749-0.000257402j -0.00319209+0.000451251j -0.000103875-0.00291048j 0.00146846-0.0011836j -0.00292861-0.00283167j 0.00344534-0.00232557j -0.000340901-0.00585433j -0.0116792-0.00246693j -0.00233075+0.0122469j 
-0.00503274+0.00153542j -0.000636492-0.0051961j -0.000886803-0.000393337j 0.00182182-0.000475856j 0.00227733+0.00587428j -0.000111097+0.00144608j -0.00920155+0.00272022j -0.00885668-0.00969102j -0.0120729-0.00434983j -0.00154253-0.0023388j 0.000487358+0.0033406j 0.00485023-0.00511342j -0.00658209-0.00728418j 0.000587648+0.0113586j 0.00579647-0.00765132j 0.00456998+0.00233774j -0.00152043-0.00457542j 0.00994463+0.00199382j 0.00732292-0.00158811j 0.00555887-0.00260595j 0.00945147-0.00269559j -0.00392088+0.00525737j -0.00230219+0.00133072j -0.00733529-0.00113787j 0.00196509-0.000176932j -0.0061154+0.000517656j 0.00254619+0.00245013j -0.00189795+0.000176067j -0.00118193+0.00536646j -0.00343259-0.000282402j -0.00132742-0.000185083j 0.00348187-0.00466266j 0.00513874+0.00491897j -0.00690944+0.00163364j -0.00582127+0.00508583j -0.00927901-0.00352569j 0.0032016+0.00167621j -0.000958306+0.00203824j 0.000145229+0.000795612j -0.00323384+0.00501124j -0.00220424+0.00092545j -0.00125267+0.00212813j -0.00105494+0.000289058j 0.00113714-0.0015745j 0.00133426-0.00341307j 0.00103518+0.000208436j -0.00127586-0.00342998j 0.00234176+0.00139541j -0.000312798-0.00448575j 0.00598385-0.00189792j -0.000676491+0.00125632j 0.00271216-0.00469146j -0.00208198+0.00328514j 0.00114261+0.00166114j 0.00190887+0.000335677j 0.000538739-0.00181326j 
0.00237939+0.0113029j -0.0118461+0.00175474j 0.000333628-0.00066505j 0.00273697+0.00544439j -0.0105506+0.00608408j 0.00522077-0.000134752j 0.00301524-0.00420341j 0.00323947+0.00291189j -0.0077853+0.00282064j -0.000720423+0.00558075j 0.00671651+0.00453594j -0.00162288-0.00114327j 0.00338349-0.00108292j -0.00813112-0.00544664j -0.00135328-0.00433172j 0.00117869-0.00325226j 0.0025857+0.00778081j 0.00828538-0.00470019j -0.00350983-0.000910026j -0.00726511+0.00423077j 0.00198925+0.00188638j 0.00304644-0.010443j -0.000656015+0.00549888j 0.00550454+0.0024202j 0.00217053-0.00360587j 0.00932702-0.00821715j 0.00612066-0.00268271j -0.00457091+0.00886252j -0.0006965+0.00195271j 5.17414e-05-0.00665749j -0.0140531-0.00545898j 0.00405582+0.00153943j -0.00132228+0.00801223j 0.00164357-0.00534547j 0.00177775+0.0109127j 0.00305107+0.00826625j 0.00865965+0.00482775j -0.00505957-0.00215994j -0.00561036-0.00497688j -6.04673e-05+0.00544371j -0.000148257-0.00682825j 0.00652082+0.00515115j -0.00345029+0.00443487j -0.00131407+0.00143038j 0.00160497+0.00046107j 0.000778643+0.000131485j -0.00476978-0.000665972j 0.00825356-0.000869708j 0.00405883+0.00667743j -0.00415953+0.00254365j 0.00368953-0.00250603j -0.000133608+0.00771859j -0.00424693-0.00577678j -0.00712998+0.00162382j 0.0138182-0.00451374j -0.00415121-0.0134304j 
-0.00039165+0.000528404j -0.000781797-0.00119488j -0.00251885+0.00116648j 0.000842105-0.00198685j 0.00126009-0.00159642j 0.00581256+0.00449668j -0.00285305+0.00811746j -0.00921088-0.00995198j -0.000909915+0.00386018j -0.000228377-0.00401137j -0.00323399-0.000152615j 0.0102938-0.000682391j 0.000269578-0.00452484j 0.0047035-0.00348082j 0.00898025+0.00355877j 0.00269749+0.00155547j 0.00506105+0.00243925j -0.000995263+0.00047881j 0.000394271-0.00527323j 0.00349893-0.00161418j 0.00351225-0.00283368j 0.000618988-0.00286583j 0.00120011-0.00155112j -0.00147067-0.00499062j 0.00219907-0.00161967j 0.00324626-0.00114225j -0.00212915-0.00155312j 0.00649456-0.00386788j 0.00347003+0.000322975j 0.00197035-0.000529391j -0.000155562-0.00253962j -0.000861889+0.00272416j 0.00763286+0.0029721j 0.00665813+0.0020464j 0.000883875-0.0010515j -0.00157959+0.00152242j 0.00148255+0.000455247j -0.00146817-0.00343746j 0.00374605+0.000759849j 3.98655e-05+0.00693953j -0.00580829+0.0032595j 0.00644566-0.00563208j -0.00133942-0.00352336j 0.00043234+0.00159991j -0.00163408-0.00381522j 0.000630205-0.00843089j -0.000838184-0.0004477j -0.00268856-5.08515e-05j 9.79749e-05-0.00193519j -0.00015644+0.00217872j -0.00408032+0.00116515j 0.00627186-0.00341295j -0.00105225+0.00667621j 0.000221044+0.00275075j 0.0046332+0.00237584j 0.00276043-0.00453477j 
-0.00820226+0.000339336j 0.00102719-0.00765676j -0.00404194-0.0071137j 0.00218893-0.00863816j 0.00531663-0.00189073j 0.00849041+0.00609992j -0.00872639+0.0119144j -0.000436745-0.00793783j 0.00226175+0.000604204j -0.000245068+0.00141486j 0.0053703+0.00474628j 0.00165536+0.000390722j 0.00449051-0.00124113j 0.00286695-0.0039325j -0.00606007+0.00147897j -0.00231919+0.000986692j 0.00365439-0.00903564j -0.00295948-0.00627829j 0.00439407+0.00933414j -0.00136876-0.00531619j -0.00200927-0.000309214j 0.0003691+0.00290506j -0.00454628+0.00406051j -0.00170958-0.00380807j 0.000134595-0.00450639j -0.00263065+0.00333169j 0.00478991-0.000828651j 0.00251454+0.00517638j -0.00111326-0.00394122j -0.000287559-0.00486293j -0.00235203+0.00150443j 0.0103764-0.00334648j 0.0044837-0.00046203j -0.00416389+0.000698459j -0.00609833+0.00594421j 0.00116047-0.0017934j -0.000632229-0.00321593j -0.00171949-0.00148251j -0.00109061+0.000519533j 0.000358641-0.00132323j 0.00020365+0.00210499j -0.00654811+0.000645017j -0.0033177+0.00172834j 0.000564802-0.00148562j -0.004931-0.00250653j -0.0030887+0.00195703j 0.00193955-0.00245399j -0.00431085+0.00294537j -0.000363203-0.0125589j 0.0109915+0.00373609j -0.0052656+0.00376249j 0.0075361-0.00309762j 0.000246617+0.00739388j 0.0046686+5.92299e-05j -0.00127458+0.00071224j 0.000593711+0.00105923j 
-0.00193856+0.00239884j -0.0022434-0.00148148j -0.000530082+9.5354e-05j 0.000370588-0.00378346j 0.00117982+4.38434e-05j -0.00255989+0.00449719j -0.00410581-0.00115717j 0.00169141-0.000754894j 0.00177059-0.00406898j 0.000331167+0.00242777j 0.00152554+0.00182346j -0.00529267-0.000349233j 0.00810881-0.00185543j -0.000124217-0.00161406j -0.000972141+0.00283036j -0.00179061-0.00200979j -0.00206746-0.00399553j 0.000173587-0.00345135j 0.00413127+0.00624798j -0.00396651-0.00590216j -0.0126351-0.00144086j -0.00356959+0.00298947j -0.00449991+0.00543158j 0.00611511+0.00589909j -0.00402139+0.00219243j -0.00316654-0.00535985j 0.00384757+0.00307089j -0.000863924+0.000465668j 0.000215561-0.0011384j 0.00236748-0.00121736j -0.00230828+0.000947406j -0.00167662+0.00115494j -0.00142285+0.00106632j -0.00536787+0.00218866j 0.00413098-0.00127625j -0.00483262-0.00154082j 0.000860742+0.00614567j -0.00366216+0.00688082j -0.000976418+0.00148592j -0.0020383-0.00214102j 0.00518255+0.00240248j -0.00241071-0.00412204j -6.04996e-05-0.000737413j 0.00430035-0.000294279j -0.000800091-0.00229133j 0.002642-0.00298347j 0.000266766-0.00337513j -0.00044406-0.000572567j -0.00198827-0.000319223j 0.00140214-0.00444891j 0.00162625+0.000275222j -0.000799174-0.000265684j -0.00335293+0.00193413j 0.00253051+0.00219661j 0.00319348-0.000616782j -0.000741283-0.00310233j 
0.00293755-0.00201402j 0.00198985+0.00317707j 0.00806968+0.00245497j -0.0063245+0.00966696j -0.0046481-0.0108745j -0.00144669-0.00489258j 0.00443863-0.0010688j 0.000177451-0.00103679j 0.00165833-0.0080499j 0.000150185+0.000367338j -0.000537593+0.00187785j 0.00284728+0.00433053j -0.00764346-0.00155532j -0.00425395-0.000919627j -0.00154428+0.000656003j 0.00209787+0.00184996j 0.00920255-0.00359371j -0.00208164-0.00383515j 0.00104631+0.000792073j -0.00421649-0.00671968j 4.52737e-05-0.00494682j -4.61367e-06+4.39395e-05j 0.00659584+0.00160745j 0.000612541+0.013412j 0.00384207-0.0039539j 0.0021487-0.00902574j -0.000498906-0.00622518j -0.0053077+0.00370732j -0.00334367+0.00687581j 0.0101156-0.00500627j -0.00344295+0.0014224j -0.00109736+0.00261052j -0.0061699+0.00210649j 0.00290344-0.00315531j -0.000530428-0.00295962j -0.00193681-0.00151894j 0.0041591+0.000836031j 0.00198714-0.00251991j -0.00273577+0.00197378j 0.00107779+0.00413764j -0.00284851-0.00121656j 0.00709956+0.000331003j 0.00577819-0.000139647j 0.00379361-0.0026316j 0.00260265-3.27306e-05j 0.0047772-0.00248124j -0.00132085+0.00358658j 0.000707089-0.00173878j -0.000332765+0.00789035j -0.00559572-0.00172008j 0.00236442-0.0044173j -0.00184108+0.00169113j -0.00228017-0.00315202j -0.00416383-0.000182938j -0.00213805-0.00377779j -0.00307656+0.00251354j 
0.000387404-0.0074118j 0.00691411+0.000166749j -0.00323268+0.00416963j -0.00291948-0.00359221j 0.00415188-0.00562229j -0.00150091-0.00158016j -0.00376555+0.00274396j -0.00680896-0.013309j -0.00597126+0.00157392j 0.0014703-0.00430216j 0.00340366+0.00526359j 0.00290409+0.00667034j -0.00568067-0.000628625j 0.0095032+0.00735452j -0.0010695-0.0021424j 0.00129503+2.33062e-05j -0.00047352-0.00723094j 0.00305593-0.00427521j -0.00149186-0.000133813j -0.00335257+0.00723773j -0.00207569+0.00324613j -0.00615564-0.0022855j -0.00697022-0.0028678j -0.0087797-0.00947253j 0.00404446+0.0042419j 0.00551813+0.00320327j 0.00141738-0.00146698j 0.00966123-0.00268049j -0.00104736-0.00267479j -0.0111072-0.000868423j 0.00683079-0.00160568j 0.00185154-0.00476301j 0.00549128-0.000850049j 0.00494895-0.000256121j -0.00305353-0.000843547j 0.00797429-0.00264805j -0.00179984-0.00070722j 0.00149469-0.00276568j -0.00112779-0.000988077j 0.00378045-0.00120263j 0.000543325+0.00670533j -0.00392388-0.000442218j -0.00112802-0.00275725j -0.00550623+0.0049742j -0.00268498+0.000730865j 0.00258797-0.000607045j 0.00167658-0.00609708j -0.00504158+0.000474108j -0.000446229-0.0051265j 0.00307009+0.00259921j -0.0029929-0.000258492j 0.00239813-0.000796209j 0.000633699+0.00401339j 0.00420802-0.0013257j -0.00419926+0.00435952j 0.00398787+0.00446372j 
0.000533418+0.00688841j -0.00773814+0.000449328j 0.00131961+0.0049587j -0.00111269+0.00574932j -0.00869719+0.00232099j 0.0069781-0.0047046j 0.00279602-0.000441042j 0.00244789-0.0040513j 0.00409931-0.00882631j -0.00110366+0.00344217j 0.00559798+0.00284481j 0.00534996+0.0027287j 0.00763388+0.000967825j -0.0125444-0.00973929j -0.00542474-0.00337838j 0.000724999+0.00697636j 0.0022972-0.00364397j 0.00233529+0.00204464j -0.00302318+0.00578321j -0.00215877-0.00328649j -0.0028276+0.00150962j 0.0146546-0.00356097j 0.00654218+0.00296452j -0.00404672+0.0100829j 0.00215506-0.000146652j 0.000254493-0.00053884j 0.00418895+0.00195051j -0.000636602+0.006444j 0.000256242+0.0125352j 0.00676868+0.000476703j 0.00110005-0.0046532j 0.000296255+0.000915446j -0.000688284+0.0100292j 0.00192389-0.00017347j 0.000211898+0.00207334j 0.00152112+0.00146812j 0.00441967-0.00245478j -0.00164097-0.00139643j 0.000390479+0.000494117j 0.00100163-0.00172531j -0.00605238-0.00343666j 0.00343622-0.00152037j 0.00235446+0.00260964j -0.000825854-0.00708906j -0.00284631+0.0064624j -0.000212475+0.0010267j -0.0043802+0.0033894j 0.000677304-0.00251524j 0.00226537+0.00254321j -0.00413347+0.00294904j 0.000281296-0.00392224j 0.0030722+0.00323454j -0.00106187+0.00201256j 0.000751302-0.000401597j 0.00376408-0.00167223j -0.0012715-0.00362407j 
-0.000493958-0.00709621j 0.00723516-0.000618785j -0.00635851-0.00288702j 0.0019356-0.00944241j 0.0107477+0.00308399j 0.00376534+0.00152209j -0.00312936+0.00510795j -0.00104407-0.00320525j -0.00238917+0.0026741j -0.00670907+0.00054279j 0.00173612-0.00211837j -0.00160922+0.00496526j -0.00344861+0.00166946j 0.00872298-0.0010658j 0.00689235-0.00213861j 0.00212465+0.000269388j 0.000203198+0.00261123j 0.000641834-0.00257653j 0.00608167-0.000113685j 0.000605886+0.00689516j 0.00407935-0.00450542j -0.00244558+0.00700508j 0.0028527-0.00241968j 0.00518596-0.00514474j -0.00184391-0.0070332j -0.00881664+0.00177229j 0.00339862+0.000561777j -0.00276816-0.00300144j 0.00481461-0.00931852j -0.00528868+0.000799827j -0.00330567-0.00130247j 0.00273541-0.00694578j 0.00515036-0.00298136j -0.00308784-0.00302131j -0.00719975-0.00105265j 0.00846751+0.00320467j -0.00115819-0.00498159j -0.0017492-0.00210988j -0.00131126-0.00605149j 0.00250709-0.00370022j 0.00111668-0.000476937j -0.00471225+0.0018989j 0.000485414-0.0055102j 0.0028711+0.00303932j -0.00167749-0.00924394j -0.00196486+0.0010267j 0.00129626-0.00537712j 0.000766681-0.00403062j 8.2767e-05-0.0056342j 0.00880319+0.00357776j -0.00491884+0.00487724j -0.00192405-0.00292387j 0.0026738-0.000369734j 0.000725385-0.00386465j -0.00370056+0.00298181j 0.00288701+0.00413659j 
0.00234766-0.00945298j 0.00896793+0.00291j 0.00491732+0.00286803j -0.000803042+0.00246015j -0.000432184-0.0052576j -0.00392138-0.00237624j 0.00459504+0.00136464j -0.00305349+0.00726637j 0.00616818-0.00220354j 0.00474468+0.00246042j -0.00927841-0.00158452j 0.00231906-0.00101021j -0.000543219+0.00225636j 0.00287459+0.00509502j -0.00793002+0.000414572j -0.00155123+0.000579227j 0.00140061+0.00070974j 2.56869e-05-0.00640448j 0.00243565+0.00592231j 0.00425291-0.00382706j -0.00426774-8.05735e-05j -0.00801733+0.00259946j 0.00306527+0.00144517j 0.00127441+0.00236158j 0.00433216+0.00588989j 0.00445934-0.00150277j -0.000268934-0.00573262j 0.000982351-0.00136566j 0.000979014-0.00455551j 0.00110273-0.00732337j 0.00129086+0.00663619j 0.00586983+0.00519989j -0.00855096-0.00366151j 0.00110666+0.000797457j -0.00177492-0.00460305j -0.00234426-0.000227801j 0.00115838+0.00151427j 0.00552296-0.00344816j 0.00250933+0.00135742j -0.00442368-0.00118034j -0.000689459-0.00448354j -0.000498083+0.00492225j 0.00803189-0.00492415j 0.00504112+0.00127156j -0.0014276-0.00312025j -0.000105219+0.00143846j 0.00405421+0.00382222j -0.0013297+0.00746433j -0.00366208+0.0044222j -0.00475624-0.00190934j -0.00147864-0.000211967j -0.00492795-0.00296689j 0.00257987-0.00374398j -0.00405719-0.00177567j -0.00975566+0.00106393j 0.00111133+0.00973435j 
0.00082492+0.00851854j -0.00910085+0.000488474j 0.00642014+0.00267662j -0.000151238+0.0104842j -0.0121558-0.00355243j -0.00184712+0.00120979j 0.00347972-0.00427273j -0.000583864+0.00527622j 0.00275817-0.00571181j 0.00444537+0.00837118j 0.000873065+0.0011154j -0.00121769+0.000921922j -0.000713588-0.00184879j -0.00986054+0.00239505j -0.00506374+0.00749623j -0.00289025+0.00130949j 0.00101806-0.00448419j 0.00231901+0.0010578j -0.0131768-0.00427082j 0.00299352-0.00550664j -0.00242305+0.0047244j 0.00570665-0.00306936j 0.000492226+0.00440902j -0.000279075+0.00251889j -0.00408998+0.00465651j 0.00577758-0.00877891j -0.00121345+0.00967934j -0.00432348+0.000150007j -0.00233485+0.00709437j 0.00134886+0.00202084j 0.00489841+0.00150215j -0.00362304+0.00470204j -0.00192473+0.0010389j -0.00203214+0.000332719j 0.00640698+0.00310569j -0.00232493-0.00196976j 0.00344369+0.00752445j 0.00285935+0.00613596j 0.00608341+0.0054748j 0.000400393-0.00159972j -0.00135944+0.000680237j 0.00699839+0.00467006j -0.00235668+0.00296313j -0.00148313-0.000776393j -0.00242558+0.00575872j 0.000895328+0.0050148j -0.00268025+0.00878895j 0.00211191+3.74306e-05j 0.00401961+0.00702587j -0.00793498-0.000898625j 0.00792458-0.003935j -0.00249717+0.00475374j -0.00192167-0.00533877j -0.00686378+0.00370333j 0.00595252-0.00531585j -0.00470629-0.00624554j 
0.00322657-0.0114109j 0.0108495+0.00317933j -0.00226246+0.00609485j -0.00430058-0.00131053j -0.00271043-0.00101038j 0.000771246-0.00356212j 0.00714738+0.00150424j -0.00412193+0.0059518j -0.00143848+0.00196434j 0.00291452+0.00352878j 0.00192833+0.00298259j -0.000863028+0.00352245j 0.0073904+0.00200916j 0.00468239+0.00370898j -0.0035542+0.000209862j 0.00321427-0.00128211j -0.00183428+0.00259175j 0.00248627-0.00372769j 0.00152053+0.00349356j -0.000653326+0.00280032j -0.00944497+0.00725812j -0.00671247+0.00108785j 0.00123185+0.00371206j 0.00756428-0.000983259j -0.000895961+0.00266272j 0.000790952-0.00387034j 0.00213222-0.00176187j 0.000555528-0.00397429j -0.000860508+0.00233275j -0.0024021-0.00581141j -0.00380513+0.000831062j 0.00460542+0.00238687j -0.00146459+0.00240151j 0.00934184-0.0011223j 0.00349271-0.00529874j 0.00299534+0.00492117j 0.000346431+0.00367565j 0.000222265-0.00516996j -0.00320116-0.00199683j 6.15579e-05+0.000579092j -0.000341694+0.00193273j 0.00376797+0.00405637j 0.00509402-0.00353171j -0.00136051+0.00282267j -0.00134484-0.0041894j 0.00744021+0.000586765j 0.00121537-0.00218375j -0.000376499+0.00263487j -0.00329899+0.00246019j 0.00162398-0.00271148j 0.00300985+0.000542897j -0.0036143+0.000715369j -0.00182378-0.00211259j -0.0062584+0.000631852j -0.00768775-0.000740142j 0.00015802+0.00785595j 
0.00118006-0.0083919j 0.00857985+0.000508907j -0.00336371-0.0013835j -0.00247681-0.00293843j 0.00753503-0.00767115j 0.00424351-0.00398181j 0.00372262+0.00635184j -0.00119639-0.00480234j 0.00268796-0.0017227j -0.00853997-0.00720507j -0.00578837+0.000591624j 0.00609065+0.00138059j -0.00539894+0.00262067j 0.00774006+0.00229163j 0.00374805-0.00182438j 0.00948755+0.00134279j 0.00158814+0.000407426j -0.00634144-0.00165829j 0.000858435-0.00294772j 0.000679292+0.00443551j 0.000397182-0.00292835j -0.0117278+0.00172707j -4.13533e-05-0.00641908j 0.00205054-0.00626715j 0.00138661-0.00231614j -0.00322924+0.000658787j -0.000828868-0.00389038j 0.000949965-0.00455759j 0.0055262-0.00371666j 0.00228791+0.00128189j -0.000221799+0.000283061j 0.00061312+0.00273945j 0.000651871-0.00214613j 0.00521017+0.000690021j 0.00131541-0.00801892j 0.00115905+0.00138996j -0.00513573-0.00091903j -0.00401809-0.0020744j -0.00147244+0.000210129j 0.000328503+0.000204996j 0.000180045+0.00236659j -0.000749878-0.00452955j -0.000393357-0.00251486j 0.00410064+0.00355374j 0.000982847-0.00202675j 0.0026888-0.00271886j 0.00241771-0.00148078j -0.00283468+0.000905517j -0.000545955-0.00376745j 0.000709603+0.000267377j -0.000625591+0.001382j -0.00361995-0.000261848j 0.00226031-0.00020258j 0.00272425+0.000828481j -0.00453004+0.00311693j 0.00238888+0.00401294j 
0.00307368+0.00337473j -0.00413195+0.0029042j 0.00578709+0.00175206j 0.000635774+0.0106013j -0.0103475-0.00545085j -0.00565909-0.00816765j 0.00987517-0.00701782j 0.00158478+0.00505266j 0.00591352-0.00328215j 0.00854978+0.00137671j 0.0045094+0.00247149j 0.000425396+0.00570982j 0.00463786+0.00479652j -0.0104769+0.00208283j -0.00285358-0.00178256j 0.00124611+0.00540819j -0.00014898-0.00127683j -0.00104331+0.00444445j 0.000748342+0.0038724j 0.00278023-0.000350511j -0.00307013-0.00185323j 0.00274819-0.00291239j 0.00476717+0.000115528j -0.0014248+0.0115856j -0.00230842+0.0017165j 0.00117334-0.000293049j -0.000168924+0.000275416j -0.00353124+0.00295699j 0.00153801+0.0013287j 0.00433774+0.00246252j 0.00231901+0.00176142j -0.00478838+0.000878794j -0.00455219+0.00262543j 0.00193978-0.00189998j 0.00597005-0.0010306j 0.00331328+0.00227572j -0.000350725+0.00165028j 0.00207849-0.00285558j 0.00148519-0.000604418j -0.0038448-0.00552601j 0.00536702-0.00689418j 0.00156565-0.00320848j 0.00710527+0.00718206j -0.00256186-0.00606123j -0.0010322+0.00439571j -0.000449486-9.38724e-06j -0.00263499+0.00340877j 0.000417793-0.00162098j 0.000497185+0.00589167j -0.00592866+0.000485904j 0.00152819-0.00211727j -0.00106642+0.00465638j -0.00200728-0.00716423j -0.00499576+0.00105915j 0.000250691-0.00106203j -0.00146702-7.06484e-05j 
0.00230774-0.00471248j 0.00438193+0.0021265j -0.00890601+0.00380999j -0.00674283-0.00527102j -0.00368475-0.00219652j -0.00303015-0.00296649j -0.00241343-0.00253194j -0.00222033+0.00255318j -0.00204812-0.00405423j -0.00669861-0.00927338j 0.00313619-0.00177057j -0.00425494-0.00342088j -0.0081707+0.00127859j 0.00460921+0.00849233j -0.000252499-0.00456843j 0.0041891-0.0054195j 0.00063273-0.00264245j -0.00476533+0.00237285j -0.00227618-0.00148064j 0.000855547+0.00161351j 0.00456898-0.000637846j -7.55079e-05-0.00415603j 0.00340299-0.0006356j -0.00192869+0.000430145j 0.00366969+0.000544194j -0.00559543+0.00368441j 0.00115003+0.000258323j -0.00296663+0.000543059j -0.000423909+0.000761989j -0.000538586+0.00545808j 0.00480807-2.21181e-05j 0.000641065-0.000834466j 0.00166348-0.00188992j 0.0033324-0.00376931j 0.00450825-0.00320813j -0.00680748-0.00342786j -0.000361958+0.000749003j 0.000357704-0.0029218j -0.00398391+0.00144084j 0.00131311+0.000742118j -0.00368596-0.00150978j 0.00108864+0.00435681j -5.67152e-05-0.00296393j 0.00371839-0.00304361j -0.0010359+0.000613821j 0.00248199-3.64953e-05j -0.00049035-0.00260247j -0.000621039-0.000408576j 0.000422421-0.0014804j 0.000987184+0.0029167j -0.000824764-0.00407445j 0.000723065-0.000899106j 0.00360636+0.000897023j -0.00149204-0.00519802j -0.00503164+0.00202771j 0.00329845+0.00545757j 
0.00339337-0.00052994j 0.000128405+0.00355327j 0.00052991-0.000283702j 0.000322079+0.000385865j 0.00329865-0.000432689j -0.00513018-3.71912e-06j -0.00600079-0.00621098j -0.00094741-0.00313492j 0.00298397+0.0056069j -0.00360868-0.0102673j 0.00142805+0.00163065j -0.00417114-0.00397669j 0.0011725-0.000516482j 0.00385911-0.00315154j 0.00466778-0.00459764j 0.0017255+0.00227524j 0.00020046+0.00348161j -0.00182919+0.00468239j 0.00112518-0.00202422j 0.00130395+0.00408501j 0.00229143-0.0037552j -0.00065534-0.00609992j -0.000678688-0.00547411j -0.00259415-0.00572917j 0.00265577+0.000838782j 0.00129764+0.00689158j 0.00312419+0.000175992j 0.00165423-0.000674845j 0.000559481-0.0076996j 0.000108036+0.0029423j 0.00129401-0.000799035j -0.00151209-0.00169958j 0.000386328+0.00368089j 0.000514178+0.00175894j 0.000772554+0.00199187j -0.00275023+0.00539255j 0.000562686-0.000613651j -0.0039011+0.00101207j 0.00093615+0.00133031j 0.00397817+0.000224705j -0.000276238+0.00110304j -0.0035344+0.00204282j -0.00310889-0.00459281j -0.000341899+0.00248049j 0.000663428+0.000819138j -0.000881398-0.00167333j 0.000909947-0.00297916j -0.00248107+0.000677335j 0.00107608-0.00269346j -0.000721958+0.00281915j -0.00430958-0.00288227j 0.00147501-0.0029284j 0.00292309+0.000210857j 0.00134571-0.00421202j 0.00222018+0.00196809j 0.0021152-0.00180069j 
0.00700898-0.0118758j 0.0125434+0.00639075j 0.00449174-0.00171419j -0.00594334+0.0071024j -0.00687823-0.00525526j 0.00152534+0.00103668j 0.0114734-0.00206794j 0.00494278+0.0161906j 0.00444645+0.00369485j 0.00936679+0.00579939j -0.00426093-0.00241292j -0.00650722-0.00121925j 0.00240546+0.00233848j -0.00639728+0.00988545j -0.00967382+0.00231979j -0.0044654+0.00212123j -0.00318259+0.00895154j -0.000365497+0.00123267j -0.00126625-0.00595413j 0.00214295+0.000124688j 0.000361483+0.00261565j -0.00305552+0.000984384j 0.00556739+0.000380653j 0.00952859+0.00486102j -0.000246868+0.000100483j 0.00029698-0.00243579j -0.00592028-0.00298647j -0.0017176-0.00702331j 0.000943404-0.00358314j -0.000206798-0.00123979j -0.000397624+0.0062077j 0.00117814+0.00313734j -0.00530739-0.00168989j 0.00220874-0.00289912j -0.000761464-0.00327324j 0.00915423+0.00568671j -3.82267e-05-0.00235028j 0.00168827-0.000892453j 0.00489155-0.000272823j 0.00121132-0.0053547j 0.00468675-0.00405698j 0.00124218+0.00336887j 0.00707415-0.00200474j 0.000456032+0.00363064j 0.000802759-0.00172178j 0.0010385+0.000823881j -0.000296025+0.00343625j -0.000913151+0.000983299j -0.00078656+0.00813073j -0.00661508-0.00372221j 0.00475329-0.00209472j -0.00899879+0.00359412j 0.00080556-0.0159964j -0.0144322-0.00179499j -0.00590907-0.00325008j -0.00304789+0.0062715j 
