0.000626903-0.0120669j 0.0122013+0.000814812j 0.00127867+0.00224693j -0.00459191+0.00135354j -2.98902e-05-0.0034728j -0.000642677-0.00158847j 0.00217051+0.000712797j -0.00363682+0.00226425j 0.00157249+0.00094283j 0.00204516-0.000942854j -0.00028427+0.00143498j -0.0014256+0.000361427j -0.000550499+0.00101097j 0.00408132+0.0034697j -0.00177827+0.000507224j 0.0009291+0.0016811j -6.87657e-05-0.000373686j 0.000609065-0.000916174j 0.00215981+0.0010893j 0.00207343-0.000189442j -0.00148819-0.00064922j -0.00200174+0.00420513j 0.000202478-0.0018275j 0.000213392+0.00129455j 0.00101059+0.00125917j -0.00249374+0.00178945j -0.000401415-0.000519694j -0.000365186-0.00347651j -0.00021423+0.000931397j 0.000194539-0.000761477j 0.0028466+0.000550219j 0.00138246-0.00195645j -0.00123935+0.000565355j 0.000275557-0.000110034j -0.00278342-0.00438847j 0.00120718-0.00114276j -6.27842e-05-0.00263926j 0.00219055-0.00275513j -0.00236543+0.000440778j 0.00269366+0.000380644j -0.0024474+0.00113297j -0.00136123+0.00263592j 0.00377274-0.00449208j -0.00164968+9.86932e-05j 0.000665008-0.000768227j 0.002609+0.00328133j 0.00396525-0.000394737j -0.00115749-0.000257402j -0.00319209+0.000451251j -0.000103875-0.00291048j 0.00146846-0.0011836j -0.00292861-0.00283167j 0.00344534-0.00232557j -0.000340901-0.00585433j -0.0116792-0.00246693j -0.00233075+0.0122469j 
-0.0053008+0.00486113j -0.00466888-0.00579711j -0.0022355-0.00356585j 0.00554199+0.000670345j -0.0102404-0.00121775j -0.00580597+0.0129909j -0.00692965-0.00696934j 0.00244747+0.00277965j 0.000559379+0.00271762j 0.0105709-0.00068043j -0.00318533+0.00662691j -0.00310587+0.000614092j 0.00396947-0.00301731j 0.00355603+0.00911525j 0.00487168+0.00337337j -0.000892785-0.00190773j 0.00291651-0.00184619j 0.000243439+0.00209431j -0.00217776+0.00288547j -0.000195214-0.00165592j -0.00186746+0.00578949j 0.000555387-0.00934848j -0.00486345+0.00481155j -0.00279425-0.00959824j 0.0016088-0.00932465j 0.000786467+0.00439598j -0.00338742+0.00510036j -0.000399753+0.0027922j 0.00345286+0.000630396j 0.000136619+0.00148346j -0.0141152-0.00594386j 0.00890121-0.00258276j 0.00854143+0.00171748j 0.000327126+0.00659222j 0.0101852+0.00358679j -0.00453121+0.0035499j -0.00461054-0.00447249j -0.010182+0.00276285j -8.99184e-05-0.00157311j -0.00616393-0.00430801j -0.00450822-0.00255547j 0.00306179-0.00705282j -0.00153002+0.0160271j 0.00250982-0.00590277j 0.00892735-0.00170823j -0.00498893-0.00602234j -0.0124745-0.00236625j 0.000160906-0.000460023j -0.0117962-0.00225115j 0.00330026-0.0143963j 0.00856576+0.00261409j 0.00200382+0.00352002j -0.000253903+0.00062665j 0.00175782-0.00237317j 0.00767737-0.00224333j -0.00296303-0.00773041j 
-0.015669-0.0147998j 0.0147934-0.0158988j -0.0344501-0.00375533j 0.00561277-0.0395608j 0.0251806+0.0155345j 0.0178852+0.00596273j -0.0252181+0.00934909j 0.0075323-0.0313479j -0.00813479-0.0105873j -0.00494951-0.017578j -0.0129683+0.00746384j 0.0101877-0.00329366j 0.0063288+0.00738249j 0.0218802+0.00310709j 0.0141643-0.013939j 0.00361478-0.00660343j -0.00474867-0.000139476j 0.00512534-0.00690502j 0.0159677+0.0214732j -0.00536143+0.0127083j -0.00131298-0.000976827j 0.00180057+0.0174452j -0.0088706-0.00442642j -0.0156616-0.0104905j 0.00171502-0.00436915j -0.0127591+0.0213084j 0.00981051-0.00181227j 0.0280387-0.00116534j 0.00187681+0.00857715j -0.00754191+0.00579543j 0.004627-0.0155583j -0.00480046-0.00913068j 0.0161526-0.00667676j 0.0102961-0.00277924j -0.00789527+0.000576988j -0.00322604+0.000881216j 0.00260541-0.0122471j -0.00881973+0.0230129j -0.00901685+0.0044771j 0.0131315+0.00892449j 0.00316105+0.0214439j -0.0214682-0.00346247j -0.0139443+2.63591e-05j -0.000650654-0.00252306j -0.00806131+0.00859525j -0.00617659-0.00275577j 6.91752e-05-0.0109571j -0.00702243+0.000489689j -0.00565063-0.0364785j 0.0351903+0.0120836j -0.0144199+0.0167823j 0.0210147-0.0199404j 0.0173122+0.0315428j 0.0242363-0.0128075j -0.0201408+0.0205181j 0.0213343+0.0205788j 
-0.00809166+0.0247751j -0.0248863-0.007563j 0.00181803-0.00437559j 0.00765166-0.00209822j 0.00214374+0.00855739j 0.00403664+0.00549539j -0.0103119+0.000433944j 0.0064205-0.00973412j -0.00651643-0.00137794j -0.00394034-0.00511703j 0.000394895+0.00369592j 0.000663828-0.00473973j 0.0017635-0.00219306j -0.00524341-0.00667922j 0.00350872-0.00419667j 0.000736288-0.00680096j 0.00324248-0.000896301j -0.00384079+0.000262411j 0.00216281-0.00393581j -0.00660075+0.00885374j 0.00393212-0.00310362j 0.00875539-0.0096773j -0.0122767+0.000575777j -0.00363659-0.0007088j -0.0026376+0.00139466j 0.0099581-0.00494097j 0.0026565-0.00081316j 0.00578037+0.0121565j -0.00381277-0.00486494j -0.00634694+0.00211759j -0.011667-0.0144396j -0.00712933+0.000291681j -0.000790663+0.00671301j 0.0009638-0.00210052j 0.00437268+0.0101775j -0.00159897-0.00219333j 0.00891207+0.00431094j -0.0108926+0.00764344j 0.004682-0.00132306j -0.00651628-0.00290823j -0.00371796+0.00279622j 0.00606545-0.00960307j -0.00311961+0.0136688j 0.00418034-0.00323141j 0.00313781+0.00196774j -0.00217615-0.0102086j -0.0103585+0.00199943j -0.00341213-0.00141242j 0.00837523+0.00168249j 0.00167456+0.0116168j -0.0112557-0.000984805j 0.00335924+0.00135652j -0.00391318+0.0137689j 0.0170686+0.00417583j 0.0253352+0.00132561j 0.000343551-0.0256112j 
-0.0173001+0.0174312j -0.0182695-0.0184159j -0.0240616-0.00443096j 0.0098639-0.0245311j 0.00588452+0.0165914j 0.0186059+0.0107886j -0.0187162+0.00672837j 0.00957892-0.0246457j -0.0115393-0.00580667j -0.0119768-0.00955519j 0.00283386+0.00160952j 0.00831031-0.00410095j 0.00857778-0.00271782j 0.00224841-0.0172022j 0.0134512-0.00848638j -0.00426835-0.014252j 0.000990006+0.00620206j -0.0051449-0.00138009j 0.00368554+0.00134851j -0.0120739+0.00621586j 0.0072744+0.00422802j 0.0168128-0.00572897j -0.00881383+0.00684624j -0.00348037-0.0041118j -0.00258512-0.0109586j 0.00783875+0.00366038j 0.00486404+0.00563877j 0.0222778+0.0120254j 0.000915054-0.00571063j -0.0046193+0.00576373j -0.0101861-0.018747j -0.00750842+0.00436657j 0.0185921-0.0014946j 0.00654465-0.00435069j 0.00478171+0.0144653j -0.00973627-0.00218257j -0.00149855-0.00206209j -0.0114957+0.0241832j 0.00579009+0.0005014j -0.00324961+0.0124848j 0.00461973+0.0117608j -0.00708836-0.0161796j -0.0234479+0.00654j 0.00292178+0.00141532j 0.00305021+0.00659439j 0.00336949-0.0152082j -0.0037026-0.00827071j -0.0102093-0.0126336j 0.0116819-0.0228052j 0.0190536+0.0137646j -0.00811459+0.00604208j 0.0196942-0.00735836j -0.00297334+0.0274944j 0.0240362+0.00701521j 0.0191045+0.0036004j 0.00334065-0.0190196j 
0.00331979+0.00981443j -0.0100024+0.00269j 0.00512135+0.000742836j 0.000911489+0.00796491j -0.00797216+0.00516891j 0.00296904-0.00183401j 0.00571357-0.000947854j 0.00357269+0.00981969j -0.000772666-0.000247094j -0.00196836+0.00153401j 0.00723307-0.00359154j -0.00364469-0.00454071j 0.000605991-0.00602832j -0.0109442-0.00341323j -0.00424528+0.000412594j -0.00102676-0.00690281j 0.00114793+0.00179715j -0.0036374+0.00373135j -0.00431154-0.00737964j -0.00142708-0.00766309j 0.00724005+0.00135515j 0.00650647-0.00344141j 0.00199142+0.00197651j 0.00809924+0.00893994j 0.00181233-0.00194507j 0.0031667-0.00758061j -0.00591883+0.0012337j 7.81241e-05+0.00562389j -0.00380993-0.00329081j 0.00473127+0.00580517j -0.00361529+0.00569837j -0.00175789+0.00584174j -0.0023319-0.00551459j -0.0022997-0.00515891j 0.00988853+0.0079573j 0.00329843+0.00720147j -0.00378765-0.00144807j -0.0038821-0.00566806j 0.00334046+0.00266088j -0.00137305+0.00169977j 0.00896815-0.010055j 0.0017493-0.0089438j -0.00692326+0.00686772j -0.00388007+0.00325361j -0.00176553-0.00156843j -0.00185001-0.00137142j 0.00520692-0.00508133j -0.00228216-0.00485139j 0.00513135-0.000514661j -0.0111634+0.000938541j 0.00694585-0.00829767j 0.00420855+0.0128948j -0.0098399-0.0144327j -0.0143759+0.00394954j 0.0160779-0.0064777j -0.00684236-0.0153329j 
-0.00635077+0.00659233j -0.00574358-0.00642665j -0.00124549-0.00287539j -4.57131e-05+2.80846e-05j 0.000662292-0.00310162j 0.00160625+0.0108193j -0.0146499+0.00403161j -0.00416255-0.0106082j -0.0010667-0.00133087j -0.00673688-0.00560478j -0.0114439+0.00306317j -0.00303808-0.0103731j -2.09921e-05-0.00607544j 0.00474384-0.000307703j 0.00273481+0.00520211j 0.0030121-0.00192783j 0.00696508-0.00685624j -0.000179854-0.00399964j -0.00684564+0.000932981j -0.0090848+0.00803818j -0.000919184+0.00107601j 0.0056449-0.00290666j -0.00813437+0.000588686j 0.000354817-0.00925275j -1.78628e-05-0.00500767j 0.0075013-0.00213475j 0.00411848-0.000791415j 0.00532062+0.00679922j 0.00224846+0.00882232j 0.00123477+0.00114538j -0.00459229-0.0101697j 0.0024687+0.000322416j 0.0111644+0.00360255j -0.0107875-0.00488543j 0.00526567+0.0044352j 0.000133063-7.79243e-05j 0.00607222+0.00533928j -0.00913669+0.00484558j -0.00690984+0.00116441j -0.00150373+0.00151564j -0.00222117-0.00527754j -0.00266967-0.00762502j -0.00933912-0.00146806j -0.000704522-0.00616096j -0.00693106+0.00979389j 0.00654037+0.00401685j 0.0027784-0.00389338j -0.00100974+2.46273e-05j -0.00275013-0.00831303j -0.0035465+0.000148592j -0.00136609-0.00632154j 0.0054983-0.00564695j 0.00584533+0.00427154j 0.0044776-0.00679536j 0.00725334-0.00265526j -0.00259799-0.00727661j 
2.8476e-05+0.0185392j -0.0184025+9.86632e-05j 0.0164907-0.00649921j 0.00834389+0.0164986j -0.00747325+0.00465524j -0.00536235-0.00468905j 0.0111393-0.0123458j 0.01311+0.00734719j -0.00460351-0.00909724j -0.0058071+0.00431369j 0.00421235-0.000960965j 0.00261886+0.0021149j -0.00041004+0.00152224j -0.010221-0.00691309j -0.00221267-0.00178292j -0.00618779+0.00656936j -0.00174126+0.00145703j 0.00465597-0.000492813j -0.00423348-0.0130751j -0.005905+0.00228506j 0.00249443+0.00150629j 0.00544342-0.0071564j -0.00108757+0.00395115j -0.000842361+0.00409949j -0.0121435-0.00470153j 0.00698582-0.011211j 0.00433802+0.0114749j -0.00571992+0.00828411j 0.00200395-0.00426755j -0.00404251+0.00123738j -0.00774644-0.00989307j -0.00331661+0.0013201j 0.00313836+0.0021289j -0.00556104+0.00633073j 0.00422457+0.00470505j -0.00162165+0.0024683j 0.00658097+0.00887369j -0.000784812+0.00587034j 0.00776543-0.00387506j -0.00208921-0.00243307j -0.00275443-0.00671814j 0.0124325+0.000523448j 0.000461165+0.0176849j 0.00567656+0.00330745j 0.00581319-0.00926073j -0.00201854-0.00163387j -0.0209478+0.00555383j 0.00576614-0.01106j 0.0128267+0.0146549j -0.00467625-0.00469032j 0.00920272+0.00309361j -0.0169951+0.00877763j -0.00853537-0.00820696j -0.00304345+0.00928792j 0.0212921-0.0104295j -0.0109382-0.0218424j 
-0.00384738-0.0075138j 0.00736587-0.00353638j -0.014059-0.00226522j 0.00239114-0.0148978j 0.0102492+0.000589224j 0.0134552-9.80227e-05j -0.00509173+0.0193159j -0.0125937-0.0070175j 0.00557745-0.0032149j -0.00571673+0.000341529j -0.0111451-0.00184014j -0.0024337+0.00132776j -0.000938519-0.00263308j 0.0111949+0.0056136j -0.00337081+0.00827613j -0.00440241+1.78348e-05j 0.0053844-0.0141404j -0.00223832-0.00511947j -0.00248599+0.00581178j 0.00591324+0.00634497j -0.0100055-0.00203526j -0.00117814+0.00647118j -0.00291175-0.00442961j 0.0101014-0.00340542j 0.00840196+0.00396084j -0.000733758+0.00935169j 0.00567805-0.00219011j 0.0030334-0.00725408j 0.000230186+0.00139387j -0.00631074+0.00933997j 0.00895278-0.00160053j -6.54923e-05+0.00374708j 0.000473604-0.000727893j 0.00119235-0.00650527j -0.0097106-0.00936875j 0.0125435+0.0046799j 0.000387683+0.00107006j -0.00809484-0.000833267j -0.00466602-0.00638634j -0.000664015-0.0253739j -5.78972e-05+0.00820479j -0.0105421-0.00839422j 0.0100214-0.0197309j 0.00938561-0.00572002j -0.00202972-0.00584707j 0.00549065+0.00373952j 0.00557938-0.00732087j -0.00248117-0.00612139j -0.00480427-0.00190714j 0.00602308+0.00287825j -0.00936154-0.00541456j 0.0040243-0.0134165j 0.00812558+0.007347j 0.0089012-0.00126748j -0.0125126+0.00593111j 0.00595133+0.0112275j 
-0.00922768+0.00313976j -0.00332355-0.0098053j -0.0117086+0.00154737j -0.000206637-0.0107642j -0.00155983-0.0053004j -0.00547147+0.0105051j -0.0119852-0.00335797j -0.00276377-0.0129536j -0.0042098-0.00382806j -0.00883649-0.00447167j 0.00350549+0.00444639j 0.00402537+0.0045153j 0.00150453-0.00749489j 0.0123436-0.00892105j 0.0117316-0.00380966j 0.00239398-0.00137537j 0.00824201-0.00267145j 0.0099385-0.00648853j 0.00397711+0.00551363j -0.00678816+0.00710267j 0.00192633-0.00265264j 0.00411976-0.00287444j -0.00250079+0.00275884j 0.000160546-0.00479109j -0.00102328-0.0128108j 0.0014272+0.00149257j 0.0113978+0.0170077j 0.00345733+0.00473619j 0.00729493+0.000948491j -0.00300436-0.00651905j -0.0107581-0.0021805j 0.00271143-0.00518736j 0.00787627+0.00169011j -0.00246704-0.00423509j 0.013502+0.00874976j -0.00525233+0.00947557j 0.00246476-0.000257298j -0.0107796+0.00896282j 0.00750789-0.00174775j 0.00133835-0.00397981j 0.00742612+0.00416128j -0.0168314-0.00396824j -0.0060485-0.00114266j -0.00082317-0.00259884j -0.00785191+0.0157271j 0.0120932+0.000344844j -0.00284036+0.00111593j -0.00705391-0.00953635j 0.00342624-0.0165552j 0.00626919+0.00274264j -0.000363913+0.002462j 0.0108434-0.00207987j 0.00033183+0.0129766j 0.00937158-0.00229144j 0.00236305+0.000609301j 0.00075891-0.00170539j 
-0.000196137+0.0149792j -0.0155286-0.00132399j 0.0052779+0.00364772j -0.00120294+0.00847917j -0.00824155+0.00024744j -0.00565854+0.00991302j -0.00602942-0.0101893j 0.00881054-0.00251994j -0.00256798-0.00621041j -0.00832723-0.00152286j 0.00254384-0.00209913j -0.00329796-0.00380933j -0.00459339-0.0059958j -0.00218279-0.00592495j 0.00388022+0.00455975j 0.00236381-0.00647468j 0.00275077-0.00525856j -0.00253544-0.00490559j -0.00823934-0.00844308j -0.0127028-0.000782137j 0.00410189-0.00180234j 0.0137355-0.0123117j -0.00583004+0.000137831j 0.0013717-0.00161057j -0.00451697+0.00109595j 0.00634249-0.0131502j 0.00774228+0.00993195j -0.000111871+0.0105827j 0.00178386-0.00493897j -0.000853151+0.00647699j -0.0102942-0.00698174j 0.000698667-0.00608156j -0.00142706-0.00166096j -0.0124332+0.000690596j 0.0136152+0.0179996j -0.00152362+0.000268181j 0.00819985+0.00598938j -0.0113494+0.0125502j -0.00225943+0.00110347j 0.000122256-0.00110099j -0.00122084-0.00982333j 0.00246161-0.00234446j -0.00540173+0.00403364j 0.0094981+0.000745593j -0.0058183+0.000185514j -0.00662997-0.0025838j -0.0100815+0.00667575j 0.002291-0.00890955j 0.00386148+0.00128j -0.01129+0.00727334j -0.00640964-0.0029087j 0.00307176+0.0018034j 0.00144548-0.00208627j -0.0021989-0.00783047j 0.0186277-0.00357133j -0.00368414-0.0171096j 
-0.000601708+0.0109612j -0.0107915-0.000422285j 0.0107906-0.00610795j 0.00730768+0.0135556j -0.0109131+0.00297103j -0.003828-0.00194045j 0.00554115-0.00681375j 0.00445201+0.00562958j -0.00165517-0.00331274j -0.00553195-0.00026951j 0.00513992-0.00345863j 0.00273368-0.00236681j 0.00462777-0.0056089j -0.00210122-0.0148948j 0.00507876+0.00401567j -0.000434019+0.00141858j 0.00360914+0.00448089j -0.00075148+0.000895169j 0.000521762-0.000686125j -0.00117874-0.00331338j 0.00860979-0.00387469j 0.00804114-0.00300013j 0.00155771+0.000706487j 0.00300982+0.000988636j -0.00598657-0.00562047j 0.00336307-0.00135018j 0.00350873+0.00275406j 0.00165458+0.0108911j 0.00298384+0.0016379j 0.0049532+0.00483307j -0.00646261-0.00282952j -0.0024065+0.00448504j 0.00173093-0.00483146j -0.00941684-0.00228243j 0.00792117+0.00526281j -0.00655852+0.00212821j 0.00178153-0.00436863j 0.000751123+0.00111479j -0.00387216-0.000862594j -0.00286129+0.001586j 0.0051106-0.00650762j 0.00696753-0.000258261j -0.00711159+0.0136226j 0.00199324-0.00431208j 0.00460185-0.0021936j -0.00403811+0.00169229j 0.000222259-0.00357755j 0.00544171-0.00298462j 0.00148292+0.000522306j -0.00415628-1.99784e-05j 0.00153944-0.00418165j -0.00130605+0.00381332j -0.00464182-0.00760344j -0.00435238+0.00143452j 0.0156474-0.0106069j -0.0108941-0.0158151j 
-0.00453605+0.0216706j -0.0215377-0.00386675j 0.00532679-0.00339586j 0.00478785+0.00161506j 0.00565642+0.0109209j 0.00605477-0.000291301j -0.00983974+0.000967248j 0.00731942-0.0164178j -0.00648764-0.000775376j -0.0137362-0.00631048j 0.0129739-0.00320979j 0.00404302-0.00032407j -0.000900699-0.00258221j -0.00472705-0.0227077j 0.00793716+0.00318108j 0.00502626-0.00791809j 0.00596325+0.00362698j -0.00360349+3.49238e-05j -1.74635e-05-0.0060952j -0.00984572+0.0055366j 0.00650074-0.00869831j 0.0150296-0.00354784j -0.010886-0.00237034j -0.00478558-0.00328539j -0.00327299+0.0022382j 0.00826147-0.00941088j 0.00630534+0.00640085j 0.0137606+0.0137028j -0.000980239-0.00647441j 0.00186623-0.00661584j -0.00260811-0.0177639j -0.00527781-0.00373213j 0.000114539+0.00434458j -0.0093465-0.00281875j -0.00163653+0.015582j -0.00245129-0.00175268j 0.00988823-0.00204373j -0.00411576+0.0112705j 0.0144194+0.00656147j 0.00742328+0.00589202j -0.00345785-0.000971342j -0.00169492-0.000256184j -0.0177665+0.000855398j 0.000868541+0.00973477j -0.00858863+0.00244006j -0.00105069+0.000574416j -0.000561737-0.00103893j -0.00507323-0.00262786j 0.015989-0.00529916j -0.00227428+0.00944852j -0.00852285-0.0029368j 0.000864933-0.00108229j -0.00605715+0.00985732j 0.0114414+0.00191093j 0.0257578-0.00556529j -0.00553945-0.025198j 
-0.00092328-0.010693j 0.0102038-0.00126544j -0.00827061+0.00362709j -0.00223566-0.0103863j 0.00606083+0.00771664j 0.0126373+0.00486208j -0.0154482+0.00571125j 0.00268985-0.0163596j -0.00335311+0.00773546j 0.00398723-0.0136097j 0.00590565+0.0059685j 0.00322851-0.00930676j 0.00721268+0.00228687j 0.00359284-0.000743858j 0.00212592-0.00234727j 0.00699881-0.0121755j -0.00262444+0.00473351j -0.00711351+0.00331401j 0.00308568+0.00520841j -0.00848258-0.00392171j 0.000239674+0.000984361j 0.00285683-0.00147168j -0.004328-0.00756649j -0.0126104-0.0095365j -0.000658865+0.00551885j -0.00365627+0.00913169j -0.00231615-0.00556555j 0.0186604+0.000931648j 0.00516164+0.00180309j 0.000325727+0.00208396j 0.00273993-0.00784391j 0.00919171-0.00574394j -0.0037145-0.00963677j 0.000768029+0.0038659j -0.00507311+0.0022638j -0.0041041-0.00646758j -0.0077169-0.00221707j -0.00170271+0.00379j -0.0136342-0.00271302j 0.00615541+0.00752123j -0.00288332+0.00538871j -0.00588972-0.000290344j -0.0111929-0.000115883j 0.0118816+0.00509456j 0.00349873-0.00185679j -0.00236683-0.000533514j 0.0031905-0.0029709j -0.00211707-0.00682517j -0.0016061-0.0107451j 0.00574349+0.0116499j -0.0109796+0.0122809j 0.0046464-0.00445787j 0.00601529+0.010263j 0.011589-0.012138j -0.0012984+0.00767418j 0.00660116+0.00292879j 
0.00651476-0.011196j 0.0109731+0.00640758j 0.00230779+0.00523421j -0.00555457+0.00223065j -0.000980037-0.00421522j -0.00650243+0.000164887j -0.00245523-0.00538334j -0.000381829+7.62601e-05j 0.00221218-0.000768209j 0.0015637-0.00402116j -0.00545349-0.00106132j -0.00115597-0.00614318j -0.00168591-0.00203088j 0.0066775+0.00713097j 0.00136198+0.000874734j 0.00689262+0.00136233j -0.00425777+0.000255341j 0.00532613-0.00141819j 0.000235837+0.00777914j -0.00405962+0.00167751j -0.00242897-0.00153407j -0.00907873+0.0089505j 0.00418947-0.00224661j -0.00238421-0.00180571j 0.00626691+0.000463414j -0.0102579-0.00171439j -0.00512219-0.00932389j -0.0023941-0.0036445j 0.00126728+0.00471884j 0.00198293-0.00528105j -0.00600199+0.0066991j -0.00150796-0.00568406j -0.00712182-0.00631834j 0.00333073+0.00277782j -0.00172075-0.000251357j 0.0122302+0.00260594j 0.00150259-0.00387277j 0.00427588-0.00955949j -0.000521389-0.000500774j -0.00263181-0.00502521j 0.0031502+0.0099345j -0.00786781-0.00207479j -0.00434282+0.00301886j -0.00884746-0.000143802j -0.00126906-0.00128267j -0.000277968+0.0068082j 0.00917595+0.000199597j -0.00856625+0.00287878j -0.00956436+0.00884323j -0.00377964-0.0042893j 0.00150852+0.00453993j -0.00288627-0.00748334j 0.00202704+0.00351255j 0.00378611-0.00267508j -0.0043576+0.00471975j 0.004016+0.00480244j 
-0.00525091-0.0131747j 0.0138376-0.00493137j -0.00357194-0.00242038j 0.00196246-0.00478069j 0.000711403+0.00439738j 0.0109203+0.00245j -0.00109593+0.00873989j -0.000669513+0.00291135j -4.14064e-06+0.00301121j 0.00891498-0.00525458j -0.0069281+0.010183j -0.0016049-0.00857133j 0.00778535-0.00399731j 0.0059834+0.00488082j -0.00546732-0.000677661j 0.00381764-0.00238766j 0.00370215+0.00222918j -0.00421743+0.00462068j 0.0103333+0.00389123j -0.000412807+0.00417852j 0.00867347-0.00574447j 0.00165116+0.00720357j -0.0198597+0.00347323j 0.00354317-0.00354411j 0.000109063+0.00117017j -0.00414076+0.00970651j 0.0038156-0.00357213j 0.0103356+0.00583579j -0.00806606+0.00754713j -0.0011737+0.000155993j 0.000715913-0.0111279j 0.00172339+0.00446585j 0.00606843+0.00422673j 0.00770792-0.00564817j -0.00847719-0.00769367j -0.00693976-0.00591531j -0.00366819-0.00497939j 0.00322375-0.0016042j -0.00324666-0.00229391j 0.00293566+0.00282535j -0.00349453+0.0101864j -0.00199588-0.00118792j 0.00061616-0.00237933j -0.000320453+0.000865443j 0.00488017-0.00105734j 0.00604903-0.00399722j -0.00263366-0.00419507j -0.00630382-0.00337771j -0.010994-0.00466603j 0.00264461-0.0104895j -0.00498933-0.00293199j -0.00194804-0.0149259j 0.00531933-0.00218824j 0.000508087-0.00353784j -0.0119635-0.00661393j -0.00673853+0.0111617j 
-0.00490705+0.00395712j -0.00411045-0.00478208j -0.00814708-0.00417277j 0.00537607-0.0067219j -0.000955745+0.00642768j 0.0048359+0.000524615j 1.31224e-06+0.00108143j 0.00214963+0.0051729j -0.00128769+0.00563667j 0.00473896+0.000602839j 0.00524056+0.00616647j -0.00736862+0.000455468j 0.00664824-0.00122427j -0.000116251-0.00222166j -0.00326938-0.00438811j -0.00295191-0.00781209j 0.00532002+0.00364783j -0.00745026+0.00408741j 0.0102957+0.00539854j 0.000751453+0.00344992j 0.00972541-0.00195519j 0.00243903-0.00496142j -0.0102242+0.000860947j 0.00183845+0.00551806j -0.00747081-0.0024999j -0.00485045+0.00627989j 0.00137389+0.00429863j -0.00221496+0.00808282j -0.00415921-0.00285188j 0.000389993-0.00305944j 0.00561802-0.0129293j -0.00185761-0.00131823j 0.00476078-0.00707346j 0.0111875-0.0103445j 0.00745505-0.0102218j -0.00406064-0.009197j 0.00135199+9.77037e-05j 0.00436476-0.00900874j 0.00227219-0.000142138j 0.00480788+0.00341952j -0.0101713-0.00316627j 0.000310283+0.00130779j -0.00673281+0.00845479j -0.000126322+0.00178636j -0.00191593+0.00186075j -0.00293854-0.00632575j -0.0085267+0.00230474j -0.00573354-0.00913661j 0.00991372-0.00495586j 0.00507274+0.00605554j -0.00347321+0.00476166j -0.00443994+0.00101576j 0.00545788+0.00104686j 0.00273211-0.00395304j -0.000635205+0.000357279j 0.000713656+0.000205954j 
0.000547332-0.00405093j 0.0037801+0.000836574j -0.00793041+0.000510799j -0.000490116-0.00852091j -0.00221923+0.000293915j 0.00308262+0.00441293j -0.00281204+0.00107216j -0.00412927+0.00293932j 0.00510038-0.00298197j 0.00417387+8.38967e-05j -0.0119099-0.00249203j 0.00323029-0.00510617j 0.000340974+0.0028275j 0.00203933+0.00872334j -0.00292075+0.00484618j -0.0064245+0.000974783j -0.00052511-0.00365991j -0.000960974-0.000997051j -0.00818196-0.00223708j 0.00499417-0.00167807j -0.0091353+0.00970663j -0.00291684+0.00274059j 0.00527913-0.000550938j -0.00198499-0.0031173j 0.00404226-0.00349588j -0.00278599+0.00585403j -0.00339051-0.00482828j -0.000785436-0.00783477j 0.00550441+0.00140609j 0.00416065+0.00629519j -0.00218843+0.00210781j -0.00170305+0.00245622j 0.0082774+0.000748296j -0.00331502+0.00335991j -0.00582329-0.011176j 0.00312239-4.66553e-05j -0.00393031+0.00130331j -0.000784242-0.00229209j -0.00951443+0.00153016j -0.000640783+0.00529084j -0.00253792+0.00291679j 0.00194625-0.00209603j -0.000754171+0.00113019j -0.00607624-0.00508524j -0.000651292-0.000172259j -0.000950155+0.0057312j 0.00749907-0.00460068j -0.00247771+0.00834838j -0.0107806-0.000518003j -0.00080543-0.00492662j 0.00608663-0.000108483j -0.00137853-0.00336719j -0.00165409+0.00269904j 0.00277083+0.000239948j -0.00468567+0.00384504j 0.00405087+0.00509093j 
-0.0013555-0.0131395j 0.0131567-0.00104612j -0.00936908-0.00171173j 0.00146092-0.0119695j 0.0116405-0.00201287j 0.00315427-0.00254003j -0.00272495+0.00606507j 0.000338744-0.00756064j 0.00123776+0.000902893j 0.00858441+0.00049913j -0.0057888+0.00488701j 0.0018225+0.00874944j 0.000349524+0.0120873j 0.00629407+0.0151539j -0.00293223-0.00155756j 0.000641636+0.00157065j -0.00414495-0.00487473j -0.00129651-0.00467916j 0.00828261+0.0105112j 0.00533898+0.00747784j -0.0105721-0.00446828j -0.0143555+0.00588905j -0.00472774-0.00076206j -0.00381691-0.0036193j 0.000334813+0.00379587j -0.00794228+0.00793679j 0.00774861-0.00572799j 0.000590232-0.0104332j 0.00337569-0.00196489j 0.00470487-0.000271451j 0.008537-0.00655058j 0.00140318-0.00819264j 0.00523688-0.000718018j 0.000728224+0.00207075j -0.00791193-0.00973775j 0.00449834+0.00303557j -0.00392355+0.00390975j 0.000208885+0.00584404j -0.000363593+0.00380714j 0.00750116-0.00123975j 0.000582823-0.00231816j -0.00814797-0.0036134j -8.16856e-05-0.0108871j 0.00155422+0.00313362j -0.00587698-0.000286587j -0.00321061+0.000299525j 0.00666414-0.0032878j 0.00310312+0.011463j -0.00464512-0.00787569j 0.00802213-0.00556151j 0.00150771+0.00318321j -0.00713836+0.000430623j 0.0120678-0.00114578j 0.00412496-0.00490161j -0.0211554+0.00914335j 0.00841273+0.0197523j 
