0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
1.86289e-05-0.00279594j -0.00282893+0.00028396j 0.00196678-0.00044514j -0.000491053+0.000679054j 0.000937207+0.00469492j -0.00069705-0.00115088j 0.00189677-0.00133948j 0.00469036+0.00445455j 0.000622651-0.00409253j -0.00161978-0.000156009j -0.00233347-0.00191576j -0.000110604-2.35031e-06j -0.00157401-0.00192982j -0.0012359-0.000117967j -0.00133637-0.00243259j 0.00147142+0.000943466j 0.00130108-0.0023631j 0.00101259-0.00261932j 0.00294812+0.00199123j 0.00324738+0.00259305j 0.0027964+0.00147526j -0.00116231+0.00383053j 0.00250859+0.00137671j 0.00123459+0.000802491j 0.000420515-0.00364485j -0.000534009-0.00291934j -0.00099546-0.000923911j 0.00396503+0.00129206j -0.00291005+0.00120818j -0.000877017+0.00114887j 0.000638317+0.000321463j 0.000971482-0.00381632j 0.00231712+0.000546723j 0.00326955-0.000989391j -0.00378561+0.000859912j 0.00408611-0.000721138j -0.00212145-7.5395e-07j 0.00174334-0.000422248j -0.00340772+0.00139399j -0.00171812-0.000463035j 0.000928834-0.00184479j -0.00166354-0.00270929j -0.00438182+0.00269129j -0.00244966+0.00250541j 0.00124025-4.09059e-05j -0.000128231+0.000417336j -0.000394413+0.000331942j 0.00295317+0.00517607j -0.00422078-0.00418245j -0.000734043-0.00150686j 0.00238293-0.00261161j -0.0031571-0.00120086j -0.00777858-0.00242349j -0.00309433-0.00380974j -0.00347736+0.00146044j -0.000942526-0.00234322j -0.000124721-0.000635123j -0.00289847+0.0022237j -0.001782-0.00731459j 0.00400804+0.000665235j -0.00167212-0.0045453j -0.00638518-0.00646654j 0.00138933+0.00426724j 0.00757362-0.00299412j -0.00793181+0.00443148j 0.00383319+0.00593205j -0.00502077+0.00668604j -0.000831579+0.00209034j 0.000525841+0.000432776j -0.00266867-0.00233631j 0.000546844-0.00457464j -0.00399802-0.00221656j 
0.000423906+0.000400294j 0.000386595-6.83227e-05j -0.00159792+0.00263247j 0.000901427+0.00110239j -0.000273948+0.000919351j 0.00380119-0.00167385j -0.000552034+0.00216521j -0.000599705-0.00172948j -0.00101529-0.00221942j -0.000256488-0.00272936j -0.000848862-0.000394261j -8.86238e-05-0.000670296j 0.00222899-0.000497829j -0.000541258+0.000895063j -0.00250911-0.000451647j 0.000284244-0.000529134j -0.000775962-0.00353179j 0.00346435+0.00384586j 0.000276516-0.00151173j 0.00228302-2.5933e-05j 0.000349852-0.00137359j -0.000361032-0.00247538j 0.000199888-0.00139051j 0.000265715-0.000527068j 0.00130088-9.02586e-05j 0.00183723+0.00169444j 0.00111464+0.000492516j 0.000982737+0.0054973j 0.00226524+0.00158681j 0.00292652+0.00182693j 0.000836385+0.000248221j -0.0010593+0.00388832j -0.00219327+0.00189005j 0.0027845+0.00263909j 0.00048053+0.000517588j -0.0011792-0.0019273j 0.00142831-0.00281277j -0.00295975+0.00180053j 0.000562985+0.000576646j -0.00223437-0.000292535j 0.00103593-0.00468201j 0.000217694+0.00273416j -0.000805391+0.0011158j 0.000953429+0.00173591j 0.00137626+0.00338709j 0.000454877+0.00212634j -0.00122132+0.00415627j 0.00057317+0.00301532j 0.00216483+6.90354e-06j -0.000922068-0.00111476j -0.00172589-0.00354329j -0.00464822+0.000463552j 0.003963+0.00257653j 0.00110341+0.000891792j 9.41037e-05-0.00183462j -0.001937-0.00330262j 0.00186529+0.00329095j 0.00227232-0.00301735j -0.00829112+0.00358647j -0.00461321+0.00063829j -0.00501335-0.00551396j 0.00366636+0.0110275j 0.00708552+0.00605038j 0.00628485-0.00248579j -0.000296606+0.00560398j 0.0101327-0.0121963j 0.00217009+0.00410637j -0.00241327-0.00500607j 0.00818361-0.00106072j -3.45918e-05-0.00609767j 0.00306148+0.00101474j 0.00138506-0.00227655j 
-0.0343465-0.0133949j -0.0143564+0.0350696j -0.0126277-0.00488808j -0.00324608+0.0110885j 0.00731384-0.00670153j -0.011434-0.0109602j 0.00823359-0.00795557j -0.0117343+0.00617585j 0.0172229+0.00890649j -0.00996109+0.0115858j -0.00524139-0.0162352j -0.00161824+0.00614434j 0.00432867+0.000940349j -0.0167667+0.00459686j 0.0139505-0.0130507j -0.0108813-0.0131763j 0.00419189-0.00343132j 0.00421031+0.0132109j 0.0177467+0.00508594j 0.003714+0.00132462j -0.00199198+0.00391008j -0.00172717+0.0247746j -0.0076867+0.0110891j -0.00366744+0.0188864j -0.00489062+0.0102607j 0.00440317-0.0126559j -0.0121207+0.000434898j -0.0150921-0.00756344j 0.011199+0.00024023j -0.000128605-0.00258246j -0.00120232+0.00895463j 0.000719427+0.00810769j -0.0184032+0.00641852j 0.0100484+0.00836228j 0.0277713+0.00694662j 0.0140314+0.00590697j 0.00302+0.0103477j 0.00689837-0.00056537j 0.0104537+0.000591056j -0.00702892+0.00517506j -0.00092952+0.00647869j -0.0058059+0.00480616j 0.00489028+0.0217466j -0.00507258-0.0102311j -0.00263765+0.0211439j -0.00292973-0.000554514j 0.00128654+0.0108213j 0.0122855-0.022075j 0.000899319+0.010505j -0.00123325+0.00253493j 0.00181575+0.00677254j 0.0135761-0.00748773j -0.0239099-0.00267448j -0.0166479-0.00170119j -0.00234227-0.00442943j 0.00502037-0.001965j -0.00290125-0.000115291j -0.0091323-0.0196798j 0.00534169+0.00640639j -0.0153305-0.00479115j 0.00740649-0.0134328j 0.00255356-0.0226504j 0.0143223-0.00289394j 0.013544-0.00762667j 0.0180204+0.00583342j -0.0103686-0.00361397j 0.00788474-0.00983829j -0.00519804+0.00896535j -0.00140218+0.010121j 0.0168474+0.00391862j 0.0118378+0.0374022j 0.0376012-0.0128809j 
0.00460426+0.000908162j 0.000865056-0.00506608j -0.00323476+0.00458465j 0.0037695+0.00215045j 0.0035152-0.0033683j -0.00389808-0.00741607j 0.00807936-0.00178227j -0.00281417-0.000804614j -0.00356852+0.000632274j 0.00262807-0.00224299j -0.00145569-0.00235665j -0.00218266+0.00257736j -0.002353+9.8782e-05j -0.00255766+0.000327331j -0.000215206-0.00119222j 0.000919484-0.00228286j -0.00264931+0.000935702j 4.92933e-06-0.00136097j 0.00131438-0.00257098j 0.000758906-0.00359519j -0.00111596+0.000313712j -0.000169198+0.00133444j -0.00146904+0.000394921j -0.00122534+0.00400776j 0.00308416-0.00191946j 0.00203468+0.00427483j 0.00400073-0.00278859j -0.00321483-0.00534005j -0.00196351+0.000137465j 0.0032956-0.000225732j 0.00260948+0.00185168j -0.00100066-0.00324822j -0.00361105-0.00587999j -0.00201677-0.000148614j -0.00129942-0.00231031j 0.000758079-0.00760395j -0.000189736+0.000783503j -0.000353823+0.00148715j -0.000208462+0.000597085j 0.00352626+0.000635102j -0.00377962-0.000709972j -0.000511878-0.00427467j 0.00513185+0.000897386j 0.0050304-0.00341314j -0.00142421+0.0027467j 0.00509548+0.00189903j -0.000907321-0.000828728j 0.00631971+0.00324926j 0.00103649+0.00507324j 0.000365669-0.00563175j 0.000791416+0.000573625j -0.00421748-0.00103718j 0.0115593+0.00010818j -0.000438531-0.0017705j 0.00108159-0.0016089j 0.00540822-0.00550313j 0.00124574-0.00141079j -0.00489695+0.00587138j -0.0011536+0.000934864j 0.00177135+0.00169611j -0.000781275-0.000672795j -0.00212065+0.0028484j 0.00183817+0.0017244j 0.0043642-0.00687814j 0.000889402+0.00434029j -0.000430946+0.00193492j 0.00225811+0.00460814j -0.00173093+0.00575039j -0.000642717-0.00110418j -0.00401397-0.00607673j 0.00226811+0.00133406j 0.00189553+0.000262333j 
-0.0452324-0.0123675j -0.0153731+0.0457405j -0.0127556-0.00125551j -2.38922e-05+0.00964723j 0.00849218-0.00726888j -0.0141211-0.0161663j 0.0133735-0.00596295j -0.0110369+0.00892237j 0.0235144+0.0152684j -0.0142216+0.0146424j -0.00362724-0.0189602j -0.00640853+0.00539455j 0.00569155-0.0021908j -0.0159665+0.00298739j 0.0133396-0.0128637j -0.014009-0.0138411j 0.00127864-0.00788665j 0.00749557+0.0171676j 0.0210256+7.3334e-05j 0.00287812+0.00317713j -0.00633552+0.0078634j -0.000741118+0.0282762j -0.00670914+0.0158305j -0.0024222+0.0194867j -0.00666996+0.00600682j 0.00546338-0.0159522j -0.0119721+0.000268404j -0.016805-0.00525213j 0.0118117+0.00135697j -0.000451613-0.00371089j -0.00462337+0.0135013j 0.00655859+0.00667715j -0.0234462+0.0058863j 0.0103028+0.012027j 0.029698+0.00768687j 0.021722+0.0153526j 0.0014859+0.0100789j 0.00551219+0.00366259j 0.00883749+0.00196836j -0.00509627+0.00549452j 0.0010161+0.00629557j -0.00876846+0.0112874j 0.00465386+0.0279289j -0.0041772-0.0044237j -0.000643395+0.0209416j 0.00264717-0.000320844j -0.00186277+0.0166194j 0.020284-0.0245017j -0.0081232+0.0116103j -0.00327384-0.00749252j 0.0149302+0.00150614j 0.0142662-0.00653488j -0.0247646-0.00448416j -0.0100833+0.000840792j -0.00182085+0.000227956j 0.000427872+0.00166817j 0.00444845+0.00189599j -0.00711133-0.0174406j 0.00515292+0.00538416j -0.012787+0.00109223j 0.0069543-0.0154813j 0.00225381-0.0279554j 0.0151926+0.00138129j 0.0230909-0.0055529j 0.0128871+0.0149398j -0.00839666-0.00973718j 0.0176166-0.00893491j 0.00536164+0.00750216j 0.00775824+0.0163907j 0.0162727-0.00193873j 0.0141381+0.0388705j 0.0398151-0.0141208j 
0.0189006+0.00307235j 0.00288008-0.0188323j 0.0249208+0.0116722j 0.0130112-0.034058j -0.047091-0.00406126j 0.0197889+0.0257627j 0.00590295+0.0298495j 0.00324099+0.0400824j -0.0425829-0.0329834j 0.0516974-0.093088j 0.05671+0.0335038j 0.0553447-0.000765252j -0.0174743+0.019784j 0.0809462-0.0297856j -0.0353114+0.0245302j 0.0717692+0.0692652j 0.0273055+0.0241492j -0.0310468-0.0704817j -0.0238652-0.00576301j 0.00153258+0.000748806j 0.00226139-0.0394222j 0.00949396-0.0767546j 0.0298168-0.0448988j 0.023202-0.0522849j 0.0310869-0.0250533j -0.0103203+0.0577362j 0.00459325-0.018506j 0.0464345+0.00830392j -0.0499066-0.0251194j 0.00979041+0.0251276j 0.0347486-0.0107753j -0.00942626+0.012968j 0.0557664-0.000403092j -0.0465624-0.00498158j -0.0733965-0.0098738j -0.0508862-0.0212965j -0.00574633-0.0269628j 0.00586922+0.00764426j -0.0190799-0.0198207j 0.0428749-0.00718352j 0.00225032-0.0163738j 0.0571126+0.0115116j -0.0418019-0.0464267j -0.00143869+0.0173289j -0.00166084-0.054188j -0.00295435-0.0101835j 0.0146926-0.0819957j -0.0377675+0.0639999j 0.00436468-0.00812418j -0.0119644+0.043854j -0.00628772-0.0331673j -0.0516169+0.048212j 0.0482951+0.0182948j 0.0318088-0.0083607j 0.0620838-0.044116j -0.0165575-0.00509546j -0.0539381+0.000381735j 0.0412042+0.0503465j -0.0310207-0.0583406j 0.0375472+0.0191771j -0.0755816+0.029661j -0.00784223+0.0497272j -0.0516354-0.0549429j -0.0242616+0.0320637j -0.00624571+0.0335482j -0.00562961+0.0185073j -0.00495311+0.0279748j -0.0324404+0.00304311j -0.00702006-0.024495j -0.0233113+0.000122133j 0.00077318-0.0228986j -0.0210067+0.00119634j 
-0.000262314+0.00144573j 0.00219545+0.000348015j 0.0030673+0.00298311j 0.00469204-0.00397357j 0.000898984-0.00622672j -0.00130305+0.00157861j 0.00180817+0.00491465j -0.00231852-0.000785922j -0.00315206+0.00205161j -0.00127016+0.000265117j 0.00352647-0.00226109j -0.000964315+0.00194811j -0.00355334+0.00313295j -0.000526089-0.00581275j -0.000758456+0.000404168j -0.00241818-0.000196776j 0.00461135-0.00176309j -0.000975548-0.00108189j 0.000636793+0.00296118j -0.00124994+0.000381257j 0.00316062+0.00121329j 0.0012873+0.00333124j 0.00010604+0.00162833j -0.00134582+0.00188353j 0.00155778-0.000544034j -0.00150896-0.000238523j -0.00591818+0.00167386j -0.00110472+0.000277807j -0.00351223+0.000599907j -0.000730639-0.000661399j -0.000506971-0.0011745j 0.00318911-0.00668172j 0.00164484+0.00155089j 1.86806e-05-0.00768818j 0.00308114-0.00183205j 0.00219163+0.00369447j 0.000578891-0.00235987j -0.000628206+0.0017261j -0.00535225-0.00149622j -0.0005007-0.00293283j 0.00400862+0.00473324j -0.00253617+0.00480486j 0.000532732+0.0010097j -0.00421966-0.00295818j -0.00405578-4.44529e-05j -0.00130574+0.00248108j 0.000591948-0.00352108j -0.00264033+0.000886279j -0.000964312+0.00257699j 0.00283042+0.00261946j 0.00108996+0.000566057j 0.000460814+0.00321522j -0.000248662-0.00549178j 0.00808503-0.002214j -0.000385859+0.000307017j -0.00104605-0.00259226j -0.0025957+0.00296268j 0.00726634+0.00409724j 0.00328525+0.00186877j -0.00471396-0.00294041j 0.00194994-0.00107822j 0.00220874-0.00297342j 0.000997061-0.00245571j -0.00204598+0.00279854j -0.00208527-0.00521852j 0.00186628-0.00133639j 0.00516086-0.00495549j 0.00665-0.00393946j 0.00446069+0.00407271j 0.00173568+0.00428236j 0.000828972-0.00100925j -0.00140489-0.00153425j 
-0.00300728+0.00148676j 0.00161701+0.00188274j 0.00576032+0.00121717j -0.00181522-0.00350244j -0.00391908+0.00185223j 0.00105854+0.0051761j -0.00476142+0.00352131j 0.00179019+0.00104567j 0.00212056+0.000247792j -9.12177e-05-0.0036719j 0.00471039-0.0019907j 0.0010871-0.00568078j 0.00298629+0.00138888j 0.00121704+0.000564323j 0.000242032-0.00131709j 0.000279988+0.00226607j -8.26246e-06-0.00127465j -0.000590504-0.000169522j 0.000720855+0.00644107j -0.000488537+0.00418125j 0.000197723+0.00167959j 2.90097e-05+0.00205934j 0.00370383+0.00136199j 0.00145205+0.00240443j 0.00220577+0.00170211j 0.000227132-0.00437776j -0.00416051+0.00140048j -0.00162013+0.00518622j -0.00146659+0.000722033j -0.000537856+0.00277505j 0.00153855+0.000239937j 0.000180913-0.00169634j 0.000725083+0.00386594j -0.000541331-0.00410696j 0.00431767-3.31899e-05j -0.000933803+0.00232698j 0.000484567-0.000224748j 0.00179298+0.000489897j 0.000151343+0.00100375j 0.00487414+0.00830388j 0.00099603+0.00388657j -0.000520015+0.00269907j 0.00177044-0.00286584j 0.00486411+0.00223053j -0.00205566-0.00586064j -0.00271806+0.000865068j -0.0055357-0.000512798j -0.00231872+0.00486534j -0.000993895+0.00340184j -0.0110476+6.78437e-05j 0.000706566+0.00114525j -0.00103094+0.00713313j -0.00581219-0.00354012j 0.00137459+0.000120303j -0.00361369+0.000660234j -0.00052365+0.00341422j -0.000543851-0.00143047j 0.00346538-0.00967836j -0.00105058-0.00165324j 0.00545173-0.00885394j 0.00242205+0.00138286j 0.0065586-0.00238478j 0.00224584-0.00262979j 0.00236123-0.00712002j -0.00769381+0.00131855j -0.00914495-0.000696263j -4.30381e-06-0.00811962j 0.00714773+0.000650607j 0.00990498+0.0017193j 0.00410611-0.0109704j -0.00624933-0.00351612j -0.00392057+0.00705796j 
0.0372425+0.0157391j 0.0152748-0.0369401j -0.0407423-0.0212169j -0.0309924+0.0622195j 0.0922616+0.02699j -0.0305696-0.0280396j -0.0390408-0.0640434j 0.0129468-0.112974j 0.0692733+0.063909j -0.105693+0.192866j -0.131695-0.0579812j -0.118859+0.00192545j 0.0341034-0.0487448j -0.175984+0.0526345j 0.0763057-0.0406801j -0.146161-0.150153j -0.0579272-0.0358889j 0.0483222+0.147938j 0.0261065+0.0114675j -0.01028+0.00703862j 0.00643939+0.0815955j -0.0268726+0.129232j -0.0724132+0.0843568j -0.0558811+0.0874357j -0.0625655+0.0426656j 0.00582055-0.12735j 0.00637667+0.0405362j -0.0726533-0.0188585j 0.10332+0.0527441j -0.0216088-0.068842j -0.0801841-0.00125908j 0.00960824-0.0291502j -0.0937211-0.00331036j 0.0939653-0.00561961j 0.14519+0.02898j 0.094469+0.0326924j 0.00423729+0.0447466j -0.0189373-0.0160286j 0.0314149+0.0527946j -0.0760887+0.0112738j -0.0302239+0.0416734j -0.117113-0.0341332j 0.0757296+0.0630134j 0.00896449-0.0214803j 0.0158264+0.107895j -0.0146412+0.0162064j -0.034807+0.173889j 0.060055-0.10396j 0.0189083+0.0214994j 0.00542358-0.0850835j 0.0130978+0.0640445j 0.0913978-0.116159j -0.0764518-0.0240335j -0.0617424+0.0272352j -0.133835+0.118323j 0.0413912-0.00782342j 0.132131+0.00218297j -0.0884595-0.0972431j 0.0733332+0.108391j -0.072125-0.0436294j 0.156023-0.0462525j 0.0273083-0.0911744j 0.0909035+0.114077j 0.00622451-0.0653072j -0.0152803-0.100065j 0.041274-0.0539123j 0.0288215-0.0194685j 0.0810894-0.0246341j 0.0280222+0.0509401j 0.0319112-0.0192355j -0.0181569-0.0437892j -0.0439271+0.0186889j 
0.021891+0.00780104j 0.00714574-0.022j 0.00909427-0.00181567j -0.00149017-0.00725881j 0.00438434+0.000303206j -0.00112069+0.000416587j -0.00641405-0.00174681j 0.00204443-0.0190846j 0.0029451+0.00387431j -0.00258421+0.0213848j -0.00921785+0.00182865j -0.0241159+8.82813e-06j 0.00156175-0.00745095j -0.0178868+0.00355394j 0.00214704+0.00317487j -0.0146341-0.0119088j -0.00773538-0.00420353j 0.000728167+0.0116128j -0.00657397-0.00163293j -0.00143181-0.00194561j -0.00229394+0.0155141j -0.0038086-0.00217071j -0.00629894+0.00447019j -0.00800645+0.00322088j -0.00758843+0.000381457j -0.00522078-0.0103697j 0.00541108+0.00403473j -0.00571317-0.00441371j 0.00580101+0.00204229j -0.00744257-0.0140746j -0.0116333+0.00191177j -0.000248621-0.00825101j -0.00202899-0.00458878j 0.00412933-0.00370598j 0.0021125-0.00325565j 0.00178094+0.00909075j -0.00133241+0.00585457j -0.00372503-0.00228083j -0.000716582+0.00857059j -0.00870449-0.00409986j -0.00610884+0.00906659j -0.00673766-0.00768991j 0.00740466-0.00371107j 0.00499511-0.00459698j 0.00925731-0.0072926j 0.000340716+0.00385506j -0.00317108+0.0143927j 0.000468837-0.00255314j 0.00293755+0.000100633j 0.00560025-0.00905961j 0.00211941+0.00477207j 0.0110785-0.0157863j 0.00820047-0.00663733j 0.00750619+0.00662129j -0.0146318+0.0104814j 0.0111938+0.00522413j 0.0194753-0.00116163j -0.00938276+0.00435778j 0.00772912+0.00647307j -0.00176844-0.00329435j 0.0149665+0.00524008j 0.00473535-0.00952822j -0.00082148+0.0178108j -0.00901838-0.0015153j -0.0106423-0.0227738j 0.0158469-0.00188908j 0.00147155+0.0103719j 0.0101523-0.0141853j 0.00813292+0.0013857j -0.00465228-0.00534745j -0.00403853-0.027526j -0.0264404+0.00461653j 
0.000812866-0.00104157j -0.000394143-0.000442583j -0.00347511-0.00201819j -0.00145517+0.00145701j -0.000198599-0.00234278j 0.00144862+0.000793884j 0.00317879+0.000359614j 0.000408277+0.00107002j 0.000842051-0.00117362j 0.00572231+0.00293593j 0.00126343+0.000815944j -0.00371796-0.000470825j 0.00237818-0.002569j 0.0028394-0.000403633j 0.00280421+0.00311737j -0.00143131-0.000491696j 0.00348698+0.00192696j -0.00141209-0.00149164j -0.00127387-0.000245132j -0.00173437-0.00171943j -0.00222218+0.000781162j 0.000466265-0.00120886j 0.00263813+0.00070403j 0.000928824+0.00165931j -0.00467632-0.000470566j -3.963e-05+0.0007461j -0.00275799+0.00393674j 9.34918e-05+0.000500174j 0.00571745-0.00126809j 0.000483684+0.00462945j 0.00126746+0.00131329j -0.00427003-0.00216034j 0.000475041+0.00024212j 0.00462759-0.00442453j 0.00166145-0.000692058j 0.0013341+0.00476116j -0.00314932+0.000441387j -0.00388838+2.91057e-05j -0.00117953-0.00163725j -0.00227564-0.00536927j -0.000269661-0.00498308j -0.00448066+0.00235725j 0.000156024+0.00592032j -0.00312901+0.000652122j 0.00538996+0.00380468j -0.00286099+0.000968313j -0.00126609-0.000602371j -0.000847551+0.00788198j 0.000413983+0.0013504j 0.0080917-0.000748071j -0.00803562+0.00565275j 0.00240307-0.00419901j -0.000743601-0.00578087j 0.00495192+0.00283987j 0.000482683+0.00215714j -0.00892437-0.0016651j 0.00241835+0.00101293j 0.00822324+0.000142326j 0.00114835+0.0030383j -0.00318335+0.00938087j -0.00352463+0.00565013j -0.00333032+0.00190089j 0.000898862-0.00445184j -0.00645166-0.0012798j 0.00525124+0.00267469j -0.00176832-0.00151055j 0.00329218-0.00272894j -0.00784264-0.000239545j 0.000154235+0.00333304j 0.00905127+0.00109059j 0.00237071-0.00136384j -0.00222614-0.00298584j 
-0.0651551-0.0254203j -0.0254639+0.0649494j -0.0240088-0.00942449j -0.00699505+0.021527j 0.00628282-0.0139843j -0.0095577-0.0185228j 0.0281555-0.00371276j -0.0217553+0.0333926j 0.0184849+0.00620952j 0.000856031-0.0149261j 0.00788163-0.0217539j 0.0234382+0.00831599j 0.00285246+0.00267594j 0.0089007+0.00156071j 0.0161177-0.0186417j 0.000959592-0.00391927j 0.0131635+0.000826777j 0.00539685-8.57708e-05j 0.0417441+0.00529437j 0.00568732+0.00352228j -0.00655622-0.00701541j -0.00164971+0.0355741j -0.005555+0.00106266j 0.00111862+0.0164467j 0.0031422+0.00779138j 0.0142472+0.00388207j -0.0258824-0.0165577j -0.0158486-0.00868607j 0.00700144+0.00213588j 0.00410691+0.00484503j 0.0104084+0.0181433j 0.0146144+0.0141113j -0.0267364+0.00778181j 0.0072964+0.0152018j 0.012904+0.00836321j 0.0180638+0.0116825j 0.00253903+0.0106617j 0.0128238+0.00753592j 0.00290042-0.00784534j -0.00682129+0.0153347j 0.0110138-0.00992012j -0.00237608+0.0362807j 0.00373074+0.0350488j -0.00422793-0.00214262j -0.0182195+0.0209552j 0.00204395+0.00289202j 0.0079488-0.0086354j 0.015942-0.0341703j -0.00984329+0.00725215j -0.0103895-0.00192661j 0.0166436-0.00799626j 0.00413319+0.00221608j -0.0293287-0.00115416j -0.0247383-0.00927714j 0.0201867-0.00872465j -0.0130173-0.00401189j -0.00775106+0.00673542j -0.00494593-0.0207651j -0.0141386+4.68026e-05j -0.00927121+0.00639429j -0.0198826+0.000507263j 0.000647886-0.0182072j 0.0076693-0.0205777j 0.0273972-0.00278056j 0.0209574+0.0429158j -0.0344321+0.00820501j 0.00875852-0.0299944j 0.00984592+0.00599198j -0.00664162+0.0227109j 0.0189076+0.00677942j 0.0263919+0.0680101j 0.0691203-0.024918j 
0.0742308+0.0440125j 0.0446816-0.0736581j 0.0267307+0.00542275j 0.00151406-0.0239953j -0.00390145+0.0198821j 0.017999+0.0165731j -0.029291+0.00307522j 0.0294443-0.0430676j -0.0184066-0.00902671j -0.00291838+0.0303851j -0.0187278+0.0268956j -0.041925-0.017935j -0.00292148-0.0104314j -0.0229481+0.00873239j -0.018188+0.0171276j -0.0230845-0.00722634j -0.024362-0.00910648j 0.00321188+0.00833747j -0.0508725-0.00155264j -0.00198149-0.00836836j 0.00605985+0.025469j 0.00435018-0.032052j 0.000915321-0.00127529j -0.0126967-0.00793023j 0.00153008-0.0149889j -0.00903753-0.0105178j 0.0355254+0.0255648j 0.00897456+0.00603842j 0.00489653+0.0064167j -0.00814551-0.0185222j -0.0248389-0.0245218j -0.0101068-0.0353763j 0.0220196-0.0123063j 0.00386227-0.0279126j -0.0181027-0.0149327j -0.0272686-0.00970992j 0.00126632-0.00131585j -0.0233139-0.00178756j -0.00802183+0.0151109j -0.0073942-0.015263j -0.0133069+0.0149819j -0.00486331-0.0462598j 0.00954376-0.041245j 0.0139973-0.00189368j 0.0267575-0.0215922j 0.00320948+0.00452833j -0.021583+0.0240502j -0.0155881+0.0221233j 0.00421263-0.0311166j 0.00926254-0.0143075j -0.0140814+0.0282705j 0.00932077-0.0187322j 0.0383409-0.014134j 0.0243646+0.0127585j -0.0488324+0.0237623j 0.0162667+0.0183331j 0.0325103-0.000508526j 0.00429628+0.0234966j 0.0162657+0.0100065j 0.0113512-0.00680405j 0.0339916+0.00821324j -0.00847398+0.0375424j -0.00451693+0.0393159j -0.0442546-0.00601716j -0.0442678-0.0576436j 0.051342-0.0149042j -0.00382817+0.0342481j -0.00799594-0.0318095j 0.00896005-0.0296977j -0.0375987-0.00206777j -0.0369096-0.0697303j -0.0676269+0.0366245j 
