0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
-0.00433673+0.000883065j 0.000139307+0.00576175j 0.000554866+0.00370268j -0.00303938-0.00586139j -0.00234189+0.00472337j -0.00171789+0.00705388j -0.0080506+0.00162622j -0.00102033-0.00649708j 0.00293627+0.000706428j 0.000356667+0.000411057j 0.00323611-0.00254613j -0.000866847+0.00493173j 0.001097+0.00118333j 0.000838196+0.000276059j -0.00412347+0.00211245j -0.000846649-0.00276469j -0.00304344+0.0038931j -0.00198732+0.00171339j 0.00063924-0.00136206j 0.000327724-0.00314735j 0.000469376-0.00252083j -0.00126257-7.82254e-05j 0.000854749+0.00134261j -0.00317479+0.000908438j -0.00100738-0.00295089j -0.00253571+0.000244845j 0.00197043-0.00456807j 0.00237966-0.00244699j 0.000152036+0.000946933j 0.0019176+0.00435144j 0.000425092+0.000362391j 0.000706624+0.00070534j -0.000169708+0.00268694j 0.00114708+0.00230593j 0.000183487-0.00159786j 0.00186271-0.00332223j 6.89964e-05+0.000754647j 0.00120915+0.00211778j 0.00125286+0.00103373j 0.0025388-0.00410245j -4.07531e-05+0.000185031j -0.000215892+0.0017077j 0.00287342-0.000611314j -0.00150246-5.08949e-05j -0.00113337+0.00120485j 0.00281273+0.000812724j -0.00314964+0.00182161j 0.00266226+0.000467285j -0.00119248+0.000166438j 0.00162617+0.00186216j 3.00385e-05+0.000411929j -0.00111303-0.00215489j 0.00476644+0.000740938j -0.0054327+0.00038462j 0.00292723-0.00218946j 0.0014134+0.00339253j -0.0018532+0.00105229j 8.70383e-05-0.000318964j 0.00155099+0.000334832j -0.00120772+0.00108671j -0.000675977-0.00158367j 0.00195487+0.00194245j 0.000307356-0.000455149j -0.00123625+3.38131e-05j -0.00308313+0.00146316j 0.00188945-0.0025872j -0.00056634-0.000520768j 0.00184569-0.00220716j -0.0028065+0.00273371j 0.0022949+0.00381387j 0.000953731-0.00202786j -0.00128765-0.00066636j 
-0.031276-0.00502445j -0.00662456+0.0324092j -0.01474-0.00470817j 0.00770614+0.00820631j -0.00828925-0.0119674j -0.0028835+0.00312733j 0.013693+0.00354207j -0.00534841+0.0151878j 0.00217164+0.00549153j -0.00389912-0.00461355j 0.00462677-0.0125779j 0.00586135+0.00461215j 0.00193298+0.00431665j -0.00274618-0.00159094j 0.00693886-0.00818696j -0.00475561-0.00131565j 0.00555946+0.00126663j 0.00137227+0.000156852j 0.0104606+0.00132269j 0.00353645-0.00452647j -0.00112114-0.0021042j 0.00267121+0.0124555j -0.00404028+0.0001979j -0.000637158+0.00827127j 0.00368175+0.00207679j 0.00447041+0.00330599j -0.00523303-0.00420353j -0.0043216-0.00456056j 0.00134629-0.00255799j 0.00176752+0.00413156j 0.00368565+0.0056272j 0.00076033+0.00354319j -0.0083788+0.00120094j 0.00346625+0.00779572j 0.00707535+0.00396969j 0.00637075+0.00356099j -0.00113582+0.00338527j 0.00776456+0.00572473j 0.00436282+0.000983325j 0.000639297+0.0021459j 0.00451384+0.0020272j -0.000227855+0.0100543j -0.00264035+0.0102059j -0.00184137-0.00112977j -0.00571493+0.00855869j 0.00152599-0.00151804j 0.00725505+0.00425219j 0.00950394-0.00897054j -0.00686867+0.00561885j 0.00433414-0.000957852j 0.0067465-0.00353688j -0.00135206+0.000972923j -0.0124495-0.00249054j -0.00754173-0.00182385j 0.0100585-0.00776736j -0.00328964+0.000424925j -0.00596911-6.45901e-05j -0.00106177-0.00472596j -9.90024e-05-0.00296812j -0.00116508+0.0029831j -0.00553712-0.00375539j 0.00183099-0.00931661j 0.00614465-0.00808227j 0.01365-5.88242e-06j 0.0103921+0.0117635j -0.0109686-0.00274783j 0.00578271-0.00745679j 0.000940535+0.00804934j -0.00105821+0.006991j 0.00538244-0.000211315j 0.00779534+0.0301957j 0.0308468-0.00707681j 
0.00284717-0.00138547j -0.00183775-0.00198354j 0.00248809+0.00139557j -0.00269872-0.00203493j 0.000509588+0.000277042j -8.15832e-05+0.00323739j -0.00570909+0.00458448j -0.00410103+0.0041307j 0.00349402-0.000991649j -0.000540223+0.00245679j 0.00133735-0.00143157j 0.000713099+0.00172778j 0.000680421-0.00123768j 0.00010361-0.00506805j 0.000104958+0.00076992j -0.00130183-0.00281291j -0.00246335-0.000349012j 0.00214889+0.000457818j 0.00132287-0.000618323j -0.00359647-0.000677089j 0.000571611-0.00115239j 0.000516546+0.000873616j -0.000274846+0.00156047j -0.00132349+0.000128907j -0.000456398-0.000950859j 0.00174782-0.000655219j 0.000282538+0.000982899j -0.000284999+0.00109243j -0.000275271+0.00122221j 0.000318771-0.000771663j 0.0017496-0.000489366j 0.00245423-0.00147076j 0.00126683+0.00132457j -0.00124537-0.000848811j -0.00218234-0.00123756j 0.000451319+0.00153493j 0.00124705-0.001722j 0.00130787-0.000334074j -0.00229489+0.000165364j -0.000390524+0.00129595j 0.00305012+0.000728018j 0.00168702-0.00148969j 0.00134188+0.000148526j -0.00144391-0.00162864j 0.00178635+6.62141e-05j 0.00210324-0.000152128j -0.00290418+3.32674e-05j 0.00166972+0.00145264j 0.00117894-0.000760079j 0.00127698-0.00402771j 0.00134375-0.000956409j -0.00133419-0.00119967j 0.00223339-0.00090115j 0.00173891-0.000344079j -0.00398715+0.000645549j 0.000830272-0.00210789j 0.000369609+0.00219596j 0.00050307-0.000673111j -0.00197583+0.000690856j -0.0028149-0.000136568j -0.00119121-5.5623e-05j 0.00253821+0.000190217j -0.00130548-0.00470796j 0.00207394+0.00248888j 0.00031432+0.00174027j -0.00126963-0.000867349j -0.00329461-0.000395668j -0.00236303-0.00478659j 0.00455655+0.000149828j 0.000616437+0.000485734j 0.00238117+0.00144576j 0.00229903-0.00220999j 
-0.00782297-4.87363e-06j 0.00104902+0.00720823j 0.0087758-0.00825029j -0.0117348-0.00428523j -0.00266362-0.00426078j -0.00602531+0.00392774j -0.00339298-0.00345534j -0.00344814+0.00246795j 0.00237386-0.00049566j 0.000173713-0.00252538j 0.00635799+0.00185992j 0.00106545-0.00654813j -0.00503385+0.00216433j 0.000186812-0.00315516j -0.00347673+0.000995057j 0.00189101+0.00391187j 0.000224668-0.00249963j 0.000740627-0.00276553j 0.00193039+0.00174909j -0.00351809-0.0020286j -0.00426536+0.00233007j 0.00476616-0.00236368j 0.00144335+0.00116208j -0.00230405+0.00176253j 0.00186297-0.000863045j 0.00166536-0.000805895j -0.00445651-0.00135682j -0.00230965-0.00225101j -0.00371983-0.00233977j 0.00268184-0.0018553j -0.000327256+0.000500248j 0.00101585-0.000452375j 0.000533616+0.0014447j 0.000853223-0.00211419j 0.000418756-0.000882788j -0.00373905-0.00058412j 0.00109968+0.00142785j -0.00150198+0.00216476j -0.00172059-0.00219641j -0.00177772+0.00148165j -0.00115656+0.00130553j 0.001125+0.00112291j -0.000452462+0.001907j 0.000938414-0.0010876j 0.00217486+0.000887028j 0.000193004+0.000373628j -0.00027648-0.00124542j 0.000852961+0.00298657j -0.00245781+0.00113919j -0.00145463-0.00126739j 0.00217905+0.00101885j -0.00142706-2.25989e-05j 0.00275455+0.00030391j 0.00215062-0.000745102j 0.00224188-0.00261178j 0.00325597+0.00296034j -0.00210765-0.000204134j 0.000102329+0.00308926j 0.000132773-0.00103818j -0.000724801+0.00114455j -0.00130567-0.00128294j -0.00357602-2.50787e-06j -0.00203651-0.000260486j 0.00269705+0.00065288j -2.93112e-05+0.0053376j -8.67696e-05+0.000780314j 0.000178979-0.000320574j -0.00463923+0.00106083j 0.00154729-0.00456679j -0.000975075-0.00308821j -0.000233422+0.00769194j 0.00729656+0.00078157j 
0.0218762+0.00151636j 0.00248301-0.0235966j 0.00114542+0.000945392j -0.00385804+0.00183871j 0.00211709+0.0114272j 0.00579511+0.00359963j -0.00992371-0.001604j 0.00267512-0.00867863j -0.00459684-0.00365436j 0.00392417+0.00393923j -0.00701852+0.00591117j -0.000363853+0.00266621j 0.00137905+0.000898055j 0.00283599+0.00184946j 0.00145507+0.00258344j -0.000548516-0.000383557j -0.0013499+0.00425172j -0.000919079+0.000140644j -0.00724248-0.00158581j -0.00343997+0.000809334j -0.000627158+0.00173009j -0.00103301-0.00466701j -0.00198465-0.00112801j 0.00139982-0.00357274j -0.00391023+0.00187804j -0.0016714+0.000105579j 0.00559054+0.00366794j 0.00450435+0.00124608j 0.00138919+0.00260522j 0.000830734-0.00141283j -0.00208371-0.00425797j -0.00234817-0.0029654j 0.00600481-0.00176151j 0.000822924-0.00269833j -0.00448602-0.00221448j -0.00243809-0.00432214j -0.00129872-0.00341084j -0.000392487-0.00457418j -0.000884064+0.000118432j -0.000846719-0.00197765j -0.000286024-0.00236466j -0.000845207-0.00482556j 0.00152559-0.00522757j 0.000791454+0.00216601j 0.000937681-0.000377669j -0.00194254+0.000117508j 0.000522095-0.00222884j -0.00581921+0.00480215j 0.00466999-0.00423169j 0.00314987+0.00196225j -0.00421801+0.00191872j 0.000382222-0.00277473j 0.00647385-0.00210587j 0.00233385+0.00410651j -0.0065288+0.00472046j 0.000831303-0.00111906j 0.00568016+0.00162772j -0.000137803+0.0033049j 0.00175552+0.0026373j -0.000153027-0.00245145j 0.00504531+0.00427442j 0.00102568+0.00320132j -0.00142177+0.00455873j -0.00777787+0.000845908j -0.00187644-0.00958822j 0.00754204+0.00185667j -0.00404672+0.00493662j 0.000919676-0.00337224j -0.00260321-0.00390527j -0.00772465+0.00289472j -0.00242762-0.019631j -0.0197558+0.00212667j 
0.0156695+0.00232954j 0.0018462-0.0147374j -0.00237525+0.000885613j 0.00257812-0.0125101j -0.010049+0.00651093j 0.00574831+0.00323971j -0.00545153-0.00206657j 0.00546804-0.0118429j -0.00275275+0.00035246j 0.00362948+0.00747782j 0.000428661+0.00763098j -0.00673908-0.000491758j 0.0023637+0.00128215j 0.000271205+0.00118633j -0.00228308+0.00216719j -0.00181589-0.00160685j -0.00276586-0.000366127j -0.00269532-0.00216307j -0.00949597-0.000286621j -0.00157806-0.00149857j 0.00463083+0.000398168j -0.00129773-0.00573386j -0.00363736+0.00101841j -0.00164689-0.00406549j -0.00326688-0.00023677j -0.00435655+0.000747463j 0.00717727+0.00184161j 0.00604916+0.000815549j -0.000113075+0.000478854j -0.00309269-0.00033097j -0.00191102-0.00346753j -0.00230763-0.00388154j 0.00458781-0.00395382j 0.000819849-0.0036231j -0.0047903-0.00261555j -0.00282358-0.00224598j -0.00424335-0.00394713j -0.000722869-0.00184959j 0.000678802+0.000968703j 0.00331257-0.00232698j -0.000432793+0.00119312j -0.00290369-0.00370461j 0.000720565-0.00603222j 0.00250766-0.000188502j 0.00208552-0.00316919j -0.000500655+0.002207j -0.000843225-0.00361823j -0.00486867+0.00855229j 0.00336706-0.0011522j 0.00327464+0.00325414j -0.00195248+0.000993164j -9.53678e-05-0.00375014j 0.00931906+2.53294e-05j 0.0044847+0.00331731j -0.00628162+0.00374425j 0.00176714-0.00072266j 0.0041371+0.00178557j -0.00116789+0.00486338j 0.00263903+0.00217897j 0.00128026-0.00231544j 0.00424721+0.0021247j 0.00146323+0.00528265j -0.00219426+0.00393551j -0.00646794+0.000773303j -0.00424263-0.0101746j 0.00914769+0.000959851j -0.00313705+0.0088855j -0.00142625-0.00464211j 0.00268245-0.00288615j -0.00757452+0.000982378j -0.00257858-0.0187337j -0.0188146+0.0018557j 
0.00604404+0.000355153j 6.81862e-05-0.00373248j -0.00947546+0.00443295j -0.00765947+0.00419916j -0.00182154+0.00975222j -0.00571266+0.00360667j 4.69638e-05-0.000578132j 0.00149806-0.000878874j -8.10478e-05-0.000168636j 0.00214484-0.00198032j 0.000344746-0.00141461j 0.00554379+0.00364548j 0.00391155-0.00190232j 0.000206285-0.00326437j -0.000340776+0.000880585j 3.43617e-06+0.000293028j -0.000592628+0.00592211j 0.000503025-0.00280691j -0.00508538-0.000185221j 0.00448136-0.00221764j 0.00137289+0.00112815j 0.00178587+0.000511802j -0.000159032-0.00212842j 0.000227313+0.00224145j 0.000543097+0.000793126j -0.000989015+0.00038011j 0.00287438-0.000564463j 0.0018557+2.20138e-05j 0.00297529-0.000394433j 0.000377056-0.000716679j 0.00122895+0.000699715j 0.00121678+0.00123571j 0.00156627+0.00197256j -0.00186226+0.00224521j 0.00199479-0.000457038j -0.000439166-0.00355853j -1.04752e-05+0.00417447j -0.00256302-0.000817796j -0.00110911-0.00282432j 0.000463431-0.000639038j -0.00332603-0.00139712j -0.00134-0.00182511j 0.00320301-0.00119339j 7.784e-05+0.00473267j 0.000440581+0.0041037j 0.000743641-0.0021835j -0.00331933+0.000157582j -0.00106514+9.14913e-05j -0.00201858-0.00288074j -0.000139125-0.00124657j -0.000171617+0.0021293j 0.0043037-0.000200863j 0.00136651-0.00207293j 0.00279553+0.00215082j -3.98854e-06-1.02599e-05j -0.00103765-0.00252337j 0.00138828-0.00074937j -0.00148487+0.002009j -0.00144368+0.000760571j -0.00104739+0.000185838j 0.00180568-0.000204738j -0.00225821-0.00210412j -0.00470966+0.00187406j -0.000696279-0.00212299j -0.00125039-0.00163398j -0.00367783+0.00373998j 0.00122467-0.00119587j -0.00191563+0.000198738j -0.00189099-0.00647375j -0.00148197+0.00344863j -0.00131457+0.00214674j 0.00241548+0.00124468j 
-0.00621187+0.0043257j 0.00460085+0.00700142j -0.0019779+0.00667541j -0.000124127-0.00313829j 0.00360227+0.00831791j 0.00248966+0.00455833j -0.00235897-0.00285762j 0.000233095-0.0100704j -0.000203142+0.00348701j 0.00350506-0.000333891j 0.00162335-0.000110668j 2.2548e-05+0.00155042j 0.00492571-0.00276069j 0.00350747-0.000267663j -0.000129576+0.0017039j 0.00132856+0.000339146j 0.00336352+0.00280859j -0.00406308+0.00279991j -0.00179642+0.00323267j 0.000649728-0.00409019j 0.00290933-0.0029215j -0.000957069-0.000379867j -0.0032163+0.000932594j 0.000614763-0.00248605j 0.00152317+0.000103712j 0.000385205+0.00331223j 0.0014529-0.00478797j 0.00104875-0.000383861j 0.000585633-0.00117157j 0.000446007+0.00404393j -0.000500099+0.00180554j -0.00232357+0.00341477j -0.000350361+0.00159795j 0.00286435+0.000229555j 0.00196895-0.00119078j 0.00140377-0.00120282j -0.000854617+0.00277433j -6.91852e-05-0.000690133j 0.000794856-0.00204666j 0.00184723-0.00183752j 0.000265102+0.000674506j -0.000525736+0.00494517j -0.000427746-0.000264543j 0.00234794-0.000492418j -0.000696722+0.00138433j -0.0018203-0.00103265j 0.00139303+0.000500065j -0.00163107+0.00041382j 0.000156983+0.00246623j 0.000530357+0.00221235j -0.00041803-0.000813735j 0.000849276-0.00256007j -0.00182953+0.00190946j 0.0020904-0.000796697j -0.000952975-0.00196684j -0.00319109+0.00124951j 0.000507823-0.000838715j -0.000596619+0.0034479j 0.00181603-4.13314e-05j 0.00131273-0.000618094j 0.000463255+0.00050178j -0.00179372-0.000775928j -0.000499968+0.003689j -0.00167268-0.00108671j -0.000585302-0.00129123j 0.0023205+0.00396172j 0.00169273-0.00131259j 0.00263774+0.00161426j -0.00123733+0.00325387j 0.00364954+4.3821e-05j -0.0049346+0.000401166j -0.000201775+0.00518764j 
0.00116049-0.0053732j -0.00491365-0.000366863j 0.00946212+0.00696251j -0.000729849-0.00373803j 0.00262257-0.00134405j -0.00209734+0.00515564j 0.000361804+0.00056876j -0.00342069-0.00122611j 0.00241509+0.000197332j -0.000563674-0.00292966j -0.00417272-0.00410305j 0.00559799+0.00322183j -0.00202036-0.00261949j -0.005435-0.000986175j -0.00159514-0.00125768j -0.00334774-0.00311063j 0.00181525+0.00152889j -0.000121058-0.00146081j -0.00130545-0.000467409j 0.000440914-0.005403j -0.000860486-0.00128155j 7.08771e-05+0.000628971j 0.000691053+0.00220216j -0.000849042+0.00135844j -0.00124083-0.00394689j 0.000311364-0.000337012j 0.000346744-0.00476414j 0.000435308-0.00156004j -0.0011594-0.00146066j 0.000323159+0.00130198j 0.00208884+0.000386235j 0.00132018-0.00251438j 0.0014772-0.000933172j 0.000998597+0.00237059j -0.00191995-0.00197817j -0.000660947-0.00192671j 0.00203188-0.000233722j 0.000718979+0.00143107j -0.000722504+0.00282586j 0.00149483-0.00342985j 0.000614933+0.00242826j -0.000643583-0.000239912j 0.00169491-0.00268604j 0.000688954+0.00118612j 0.00147214-3.92139e-05j -0.000318668-0.00057984j -0.00242538+0.0032494j 0.00102136-0.000350464j -0.0023628+0.000217905j -0.000642103-0.00207994j 0.00127391+0.00123094j 0.000303065-0.00176329j 0.00227866-0.00176719j -0.000725206-0.00167627j -0.000520563+0.000430884j -0.000602099+0.00118969j -0.000754398+0.000444973j 0.00277784-0.000577214j -0.000204808+0.000743247j -0.00172301+0.000638164j -0.00143004-0.000740114j 0.00159239+0.00161389j 0.00120777+0.000316943j -0.00143914-0.00175202j -0.000751576+0.00179905j 0.00157169+9.75123e-05j 0.00123735-0.00232048j -0.00222968+0.000490995j -0.00237531-0.00494053j -0.00107731+0.00111835j 0.0061954-0.0013396j -0.000354675-0.00533494j 
-0.023676-0.00352959j -0.0012496+0.0243187j -0.00295823+0.00992108j 0.00585379+0.00259445j -0.00286769-0.00148861j 0.000286527-0.00347621j 0.0110221+0.00123343j -0.00282066+0.00864652j -0.00030999+0.00427561j -0.00413277-0.00651567j 0.00310585-0.00942589j 0.0038495+0.000893897j -0.000610113-6.56717e-06j -0.000985605+0.000315671j 0.00445091-0.00422745j 0.0007795+0.00204339j 0.00245939+0.0017568j 0.00389736-0.000332262j 0.0079727+0.00127697j 0.00298503+0.00146281j -0.00104762+0.000183297j 0.000517821+0.0051483j 0.000778842-0.00114396j 0.000982973+0.00427708j 0.00188672+0.00063431j 0.00336747+0.00352191j -0.00473618-0.0029725j -0.00534139-0.000618653j 0.00133386-0.00244623j 0.000469997+0.00110354j 0.00122935+0.00383567j 0.000137956+0.00248181j -0.00366587+7.42695e-05j 0.00032153+0.00285892j 0.00309234+0.00195651j 0.00277332+0.00188968j 0.000356173+0.00280512j 0.00145326+0.0040158j 0.00231327-0.000437082j -0.0013467+0.0022105j 0.00173329+4.44882e-05j 0.000899518+0.0051965j -0.00118199+0.00531475j -0.00119734-0.000266017j -0.00249493+0.00256863j 0.000635996-0.00228541j 0.00202249+0.00367504j 0.0055577-0.00705705j -0.00389899+0.00271242j -0.000677579-0.000339248j 0.00309836-0.00197241j -0.00170557+0.00346013j -0.00754072-0.00145082j -0.00341016-0.00401452j 0.00726512-0.00410645j -0.00171777-0.000474516j -0.0044157-0.00156409j -0.000401138-0.00284515j -0.00102054-0.00166303j -0.000478917+0.00290712j -0.00607864-0.00288761j -0.000160028-0.00405435j 0.00195674-0.00317286j 0.0061871-0.000920001j 0.00295989+0.00917476j -0.00851941-0.0012636j 0.00503363-0.00562996j -0.000380846+0.00422633j -0.000509886+0.00347686j 0.00742745-0.000799075j 0.00284321+0.0202298j 0.0196641-0.00291926j 
0.0103283-0.0019504j -0.00100206-0.01246j 0.00665883+0.00462546j 0.00430327-0.00610542j 0.00162923+0.00370111j 0.0035305+0.00130727j -0.00942701-0.00335108j 0.00232324-0.0095158j -0.00296882-0.000809084j 0.00141561+0.00421556j -0.00328532+0.00274984j -0.00465572+0.00180902j -0.000616077+0.00133171j 0.000146977+0.00178339j -0.0014903-0.000264215j -0.000125627-0.00189375j -0.00256574-0.000842833j -0.00162652+0.000481485j -0.00108016-0.00136349j -0.00122244+0.000523835j 0.00221204-0.00105605j -0.00311975-0.0034285j -0.00227256+0.00155341j -0.000652349-0.00455553j -0.00183205+0.000472788j -0.0018309-0.000915684j 0.0040742+0.00151409j 0.00340429+0.00141513j -0.00076482+0.00145798j -0.0013448+0.000742175j -0.00209605-0.00205342j -0.00110877-0.00180543j 0.00357111-0.00312133j 0.000850745-0.00300274j -0.00305602-0.00155893j -0.000518127-0.000748797j -0.00014857-0.00431152j 0.000779261-0.00300455j -0.00105012+0.00240984j 0.00170824+0.000564397j 0.00154561+0.000401374j -0.0010055-0.00201542j 0.00028415-0.00270562j 0.00054261-0.00158515j -0.000463581-0.00293359j -0.00324963+0.00255036j 0.000934349-0.00177368j -0.00308474+0.00330737j 0.00406854-0.000818036j 0.00231637+0.00162592j -0.00274296+0.000131227j -0.000835916-0.00209144j 0.00380555+0.00160901j -0.000800996-0.000416222j -0.00370838+0.00492545j 0.00171683+0.00138712j 0.00266432+0.0015489j 0.00193743+0.000684133j 0.00237495+0.00159057j 0.000650516-0.0024574j 0.00245705+0.00265682j 0.0024225+0.00546215j 0.00221048+0.00267098j -0.0040079+0.00057859j -0.000830798-0.00558831j 0.00713162+0.00120328j -0.00355037+0.00387467j 0.00230429-0.00197988j 0.000474537+0.000868778j -0.00382889-0.00082883j -0.000138887-0.0145718j -0.0152709+0.000630418j 
-0.00440489+0.00728929j 0.00627831+0.00349242j -0.00057071-0.00256488j -0.00352005-0.003497j 0.00155785+0.00432165j 0.00376689-0.00313329j -0.00312282+0.00267549j -0.00245057-0.00278137j 0.000132141+0.00406586j 0.000512465+0.000626695j 0.00149572+0.000174291j -0.00020968+0.000278578j 0.0047282-0.000458523j 0.00403826+0.00041663j -0.000617408+0.000391968j 0.00102403+0.00218549j -8.82571e-05+0.00055449j -0.000309096+0.00231833j -0.000258932-0.000332885j -0.000390743+0.000869264j 0.000286033-0.00217083j -0.00108615+0.000755197j -0.000273374+0.001277j -0.000674444-0.0014507j 0.00242202+0.00185701j 0.000356587+0.00139239j -0.000135019-0.000777513j 0.000385999+7.37824e-05j 0.00130565+0.000182083j 0.00146264+0.000958894j -0.000453286+0.000475501j -0.000137609+0.00258045j -0.00198219-0.000434381j -0.000700487-0.00307778j 0.00058247+0.00146811j 0.000451138-6.25198e-05j -0.00271868+0.000920955j -0.00186383-0.00249229j 0.00156493-0.00203172j 0.000917614+0.000586268j 1.61475e-06-0.00262852j 0.00156049+0.00194054j -0.000999238+0.00110456j -0.000952555-0.00054182j -0.00117489+0.00166601j 0.000723352+0.00234643j 0.00116101-0.00340736j -0.000890277+0.000215843j 0.00156574-0.000980922j 0.00110328-0.00135805j -0.00142809+0.000195311j -0.00149664+0.00125897j -0.000995122+0.00196429j 0.000182409+0.00237208j 0.00107112-8.18962e-05j 0.00098046-0.00107178j 0.00135754-0.00122855j -0.0010489-0.000801166j 0.00159761-0.00145189j 0.000756603-0.000234883j 0.00155077+0.000528461j 0.00180641-0.00110635j 0.000475522-0.00150929j 0.000245076+0.000475123j -1.08017e-05-0.00276737j 0.000952404+6.58552e-05j -0.000353208+0.00202114j 0.00267264-0.000875683j 0.00147675+0.00370335j 0.000788202+0.00122441j -0.0037818+0.000449055j 0.000244775+0.0040841j 
0.0181106-0.00246689j -0.00321041-0.0180299j -0.00458872+0.0034647j 0.00139984-0.00019029j 0.00172906+0.004226j -0.00336595+0.00369318j -0.00683274-0.00275763j 0.00534917-0.00880407j -0.00226468-0.0019067j 0.00575686+0.00398185j -0.00273012+0.00219888j -0.00273771+0.00519234j 0.0013562-0.000885296j -0.000757725-0.00103867j 0.000788137-0.000737892j 0.000898213-0.00438025j -0.00231568+0.00254338j -0.00314961-0.00117359j -0.00344866-0.00137522j 0.00177088-0.00155896j 0.00207922-0.00121282j -0.00106342-0.00189449j -0.00250615+0.00104701j -0.000179324-0.0034633j 0.000251558-0.00121247j -0.00193486-0.00121854j 0.00668898+0.000361873j 0.00333743+0.000642229j 0.000275132+0.00123599j -0.0026776+0.00157126j -0.000784357-0.000770974j 2.33738e-05-0.000923399j 0.00304639-0.000387093j 0.000773784+0.000747278j -0.000996412-0.00175167j 0.00110624-0.00151705j -0.000977585-0.000600227j -0.000347695-0.00268757j -0.0010055+0.000787336j 0.00481199-0.00116579j -0.000848802+0.00101931j -0.00252362-0.00297067j 0.00225812-0.00275363j 0.0011575+0.000950205j -6.9315e-05-0.00118946j -0.00129246+0.000527988j -0.00182448-0.00189106j -0.00299857+0.00256292j 0.00180741-0.000518784j 0.00144353+0.000720625j -0.00156729+0.000715351j 0.002587-0.00222744j 0.00388169+0.00161747j 0.000734038+0.000624683j -0.0037701+0.00313655j -0.000645505-0.00063083j 0.00220027+0.00170731j 0.000509578+0.00135328j 0.000432635+0.00183626j 0.000829649-0.00308817j 0.00325433+0.00144602j 0.00189439+0.00364009j -0.000910774+0.0025405j -0.00311831-0.00086671j -0.00161347-0.00611331j 0.00389668+0.00311671j -0.00139885+0.0026912j 0.00184309-0.00173119j 0.000715686-0.000282224j -0.00245139+0.00139117j 0.0003266-0.0148502j -0.0151562-1.43341e-05j 
