0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
0.0211039-0.0161803j 0.0164072+0.0212369j -0.0517123-0.00483462j -0.0047305+0.0552692j 0.00363827+0.0111646j 0.0251717+0.0284956j -0.0337825+0.0287703j -0.0176592-0.00925609j 0.0145664+0.00439581j 0.00210931+0.0119306j 0.0222307+0.0135061j -0.00318298+0.00852332j -0.0419657+0.0229988j -0.00167652+0.00327488j -0.0143426+0.013127j 0.0118972+0.0179032j -0.0159581-0.0237752j 0.00847915+0.0156847j 0.0176653+0.0131116j -0.0232223-0.0330679j -0.0189047+0.0109992j -0.0338272-0.0158503j 0.00625016+0.0209945j 0.00182624+0.010022j 0.0138082-0.019748j 0.00179027+0.010845j 0.0243436-0.0226698j 0.00665799+0.010311j 0.0074913-0.0357362j -0.00295199+0.00482706j -0.00767668+0.000836511j -0.00134209+0.00841763j -0.0126391-0.00833552j 0.0104811-0.0247836j 0.0139433+0.0472403j -0.0117549-0.0155073j -0.0214787-0.0201683j 0.0617448+0.00425605j 0.00648353+0.00293054j 0.0174726+0.00807249j -0.00248488-0.0100418j 0.00249007-0.00713229j 0.00566471-0.0317305j -0.00924905-0.0307673j 0.0158759-0.0132361j -0.00422057-0.00485958j 0.00772487-0.00908888j -0.00635358-0.00609456j -0.00192562-0.0307105j 0.0057394-0.0129628j 0.0396726+0.0218227j 0.0111616-0.00189715j 0.0155756-0.0264538j 0.004982+0.00227868j -0.00141276+0.0307738j -0.0421595+0.0177348j 0.00740907+0.00161715j -0.0105279+0.0263192j 0.0010979+0.0126732j -0.00198765+0.028668j -0.0150412+0.0225301j -0.0232716+0.00959289j 0.00497695-0.00455835j -0.00827994+0.00866096j 0.03013+0.0165116j 0.00724941-0.015852j -0.0423877+0.00857374j 0.018422+0.0223761j -0.0143227-0.0112865j -0.00631901+0.0108072j -0.00919794-0.0287615j 0.0328712-0.00569814j 0.0157718-0.00413911j 0.00505815-0.0481593j 0.0465763-0.00157835j -0.0157486-0.0345075j -0.0337403+0.0153543j 
0.0238605-0.0793482j 0.0787447+0.024599j -0.0328418-0.0337796j -0.0406992+0.0380658j 0.0128274+0.0337098j 0.0313608+0.011493j -0.0216137+0.0146372j 0.00358847-0.0243616j -0.00579059+0.00942927j -0.00346652+0.0113465j -0.000578248+0.0291659j 0.000247422-0.00334686j -0.0446669+0.0119007j 0.0285943-0.0106076j -0.00531385+0.0104144j -0.0181701-0.0061489j -0.0295235-0.0254456j -4.11346e-05+0.019911j -0.0189989+0.00205578j -0.0180346-0.0323653j 0.00382007+0.0100527j -0.0240856+0.00415914j 0.0231571+0.00568936j 0.0128748+0.0304807j -0.00244416+0.00600927j -0.00420468-0.0134267j -0.00229739-0.0416752j 0.0231198-0.00978739j -0.00856169-0.0282652j -0.0424218+0.00398606j -0.00734272+0.0059845j -0.00648577-0.00397215j 0.000917105+0.0162971j -0.00576743-0.0134369j -0.0267056+0.0427367j -0.0397238+0.0344725j -0.0245526-0.0245672j 0.0368954-0.000375515j 0.00453104+0.0453161j 0.0100959-0.00897229j -0.00689955+0.0120665j -0.0454276-0.046995j 0.0229022-0.0148688j -0.0158399+0.00381518j 0.0301597-0.0233757j 0.00798042-0.0245738j 0.02863+0.0102256j -0.0332852-0.00666421j -0.0121903-0.00704134j -0.013181-0.0239481j 0.0271303-0.00314808j 0.0173322-0.0285963j 0.004043-0.0177542j 0.0176761-0.0313244j 0.0109039+0.0337674j -0.00373408+0.0387848j 0.0143744-0.0116896j 0.0101824-0.016969j -0.0379956-0.00452888j -0.0261511+0.00661648j 0.00186602+0.000853607j -0.0137593+0.00721467j -0.00395108+0.0273546j 0.00200635-0.00454329j 0.00179883+0.0305915j -0.0204658+0.00357806j -0.030622-0.00922305j -0.0249098-0.00882695j -0.0307-0.0129298j -0.00780798-0.0176678j 0.00633636-0.020068j 0.0228474+0.0074462j 0.00389334+0.00330282j 0.0502841-0.0415404j 0.0465052+0.0460441j -0.0704859-0.0262993j -0.0261443+0.0715006j 
0.01833-0.0343999j 0.034439+0.0190341j -0.0347536-0.0162707j -0.0181148+0.0387027j 0.00325666+0.00628288j 0.0115127+0.0190343j -0.0243693+0.0169261j -0.0254508-0.0152982j -0.00339817+0.0159784j -0.0066872+0.0312795j 0.0247218+0.0218781j -0.0218557-0.0160211j -0.0474988+0.00175383j 0.0167738-0.0172141j -0.0107778-0.0121602j 0.00198331-0.00194157j 0.00135517-0.0347327j -0.00936274+0.0172997j -0.0154545+0.0102762j -0.0273954-0.0385017j -0.00586398+0.00659758j -0.0298799-0.0151976j 0.0156309+0.0196989j -0.00462932+0.0198378j -0.00865314-0.0195025j 0.00843481+0.0102792j 0.010187-0.0197937j 0.0215023-0.00240889j -0.000718406-0.037193j -0.0185312+0.00111532j -0.0046464+0.00937745j -0.00573831-0.0146621j -0.00583593-0.00331673j 0.0121227-0.0411263j -0.0143498+0.0382471j -0.0152125+0.0133309j -0.0101086-0.0111572j 0.0578631-0.0149151j 0.00327411+0.0120415j 0.0127106-0.0140072j 0.00857787-0.0128742j -0.00614941-0.0188703j 0.0328324-0.0274392j -0.0214647-0.00440993j 0.0105773-0.0162597j -0.00938505-0.0261676j -0.00707172+0.0074327j -0.0109582-0.00647509j -0.0128825-0.00855046j 0.00263283-0.0172286j 0.0329633+0.0118353j 0.00561988-0.0186659j -0.0164712-0.0264642j 0.00290138-0.00105043j 0.00622068+0.0231449j -0.0124914+0.0141528j 0.0212138+0.0111503j 0.001385+0.0243174j -0.0329091+0.00764001j -0.0239525+0.0117687j -0.0196276+0.00355179j -0.0263598+0.0198561j 0.0146425+0.0232968j 0.0230487+0.00886522j 0.0134895+0.0198244j 0.00182944+0.00330906j -0.024476-0.00733596j 0.000564972-0.00714783j -0.0144966-0.0195126j 0.000175009+0.0015972j -0.0204071-0.0209402j 0.028934-0.0145328j 0.00441441-0.0177723j 0.0170921-0.0373546j 0.0344399+0.0173003j -0.0423077-0.0185878j -0.0185257+0.0429619j 
0.0154936+0.00804744j -0.00808489+0.015811j -0.026413-0.0163431j -0.0181908+0.0292955j 0.0219926+0.0284959j 0.0359757-0.0280212j 0.0216316+0.0176337j 0.0186141+0.000899319j 0.00498771-0.0396377j -0.0256196-0.0112736j -0.000217476+0.0105645j 0.0212035+0.0136425j -0.0127959+0.0135952j -0.0135345+0.0255068j -0.0130023+0.0272118j 0.0167736+0.0233185j -0.0454392+0.00838474j 0.0210028+0.0256342j 0.0213016-0.000762786j 0.00639721-0.0128951j -0.0143785+0.0121036j -0.0138028+0.00454422j 0.000606057+0.0095618j 0.0130414-0.00114137j 0.00512297-0.00492206j -0.0138635-0.000612533j 0.0167731-0.0118562j -0.011277+0.00708735j 0.0122171+0.00672658j 0.00377155-0.0179421j -0.00587231-0.0121934j -0.00442309+0.0221899j -0.0033758+0.00234726j 0.00161332-0.0068029j 0.0343927+0.0105938j 0.00152523-0.00777663j -0.0159239-0.0236101j 0.0354796+0.0139169j 0.00241226+0.00837597j 0.00518803+0.00647851j -0.00652257+0.00557289j -0.00136566+0.00594469j -0.00456642-0.0189981j -0.000295651-0.00237769j 0.0245629-0.000994731j -0.00561116+0.0169719j 0.00904811-0.0119217j 0.00568986+0.0101874j 0.0144862-0.0302721j 0.0248769+0.00724763j 1.89822e-05+0.0219135j 0.0126809-0.00861923j 0.00944342-0.0119074j 0.0207406-0.00395549j -0.0119667+0.0218283j -0.0165436+0.00811469j 0.00221439-0.00651524j -0.00837321+0.0102445j 0.0179175+0.00962602j 0.0116818-0.0139723j 0.019698+0.040874j 0.0113418-0.0180123j -0.00278934-0.00299708j -0.0180291-0.0127327j 0.0269311+0.0147571j 0.0063657+0.00304185j -0.00747827+0.0100889j -0.0332137+0.0175368j -0.00239608+0.0479599j -0.016616+0.00882781j -0.0358026+0.000699978j -0.00828922-0.0414201j -0.00572536+0.0155849j 0.0316893-0.0264299j 0.0221416+0.0259247j 0.00601373-0.0130511j -0.012669-0.00624311j 
0.0222704+0.0182452j -0.0181853+0.0224274j -0.0288619+0.0208528j 0.0235051+0.0295265j 0.00645272+0.00364659j 0.018666-0.00216071j 0.00413342+0.013734j 0.00240338+0.00873786j 0.00408266-0.0109976j 0.00450784+0.00362138j 0.0149046+7.83457e-05j 0.0118507+0.00228155j -0.0220069+0.0208363j -0.00393578+0.0115583j -0.000905853+0.0175413j 0.0133806+0.0100227j -0.0031088-0.0148767j 0.00816366-0.00176637j 0.0203363-0.00172977j -0.000811445-0.0062298j -0.00946998-0.000631028j -0.0100457-0.0158013j 0.00464032+0.0153004j -0.00561006-0.00551909j 0.00866991-0.00446272j 0.00545935+0.0134948j 0.0119409-0.00632665j 0.00832988+0.0124081j -0.00120515-0.00954598j 0.00602305-0.00437133j 0.0120921+0.00386045j 0.0034399+0.00830029j -0.0105664-0.0081342j 0.0050198-0.0030471j 0.0216095+0.00773049j 0.0141315-0.0141841j -0.00537961-0.00165541j 0.0293516+0.00322189j -0.00210687-0.00538555j 0.00732344-2.73492e-06j -0.00132613-0.00501539j 0.0123974+0.0127482j 0.00613753-0.00778546j 0.00347964-0.00939367j 0.00789134+0.00276278j -0.0018775-0.00964238j 0.00516344-0.00879378j -0.000638678+0.000359547j 0.00717969-0.0130443j -0.00147961+0.00523172j 0.00604961+0.019335j 0.00162661+0.00495605j 0.00232911-0.00374606j -0.00542487+0.00732381j -0.0218133+0.015425j -0.0116235-0.00214885j -0.00721671+0.00192688j -0.00198072+0.00602984j 0.0147379-0.000441094j -0.00284918+0.0238922j -0.0170391+0.00635031j -0.00462589+0.00832309j -0.00231138+0.00363373j -0.00226657-0.010063j 0.010352+0.0132505j 0.00488773+0.00243307j -0.00844151-0.00481589j -0.00826386+0.00140059j -0.00549552+0.00983576j 0.000845947+0.00609747j -0.00921769-0.0150344j 0.0194614-0.0113287j 0.0107099-0.00759612j -0.0146599-0.0338004j 0.0302212-0.0183765j 0.0311139-0.0167697j -0.0165039-0.0321556j 
0.0279257+0.00493982j -0.00498406+0.0283141j -0.0334394-0.00395077j -0.00518379+0.0353244j 0.00985336+0.0228623j 0.038215-0.0049431j 0.00391114+0.027866j 0.000674155+0.00341969j 0.0113516-0.0252582j -0.0204056+0.0049052j 0.0208051+0.017645j 0.0073775-0.0013135j -0.0410098+0.0138908j -0.000685095+0.0143654j -0.0127284+0.027719j 0.0115965+0.0203074j -0.0289371-0.0170654j 0.0169488+0.0208335j 0.0249969+0.00297107j 0.00502789-0.0283278j -0.0209583+0.00316743j -0.0217873-0.0172606j -0.000155847+0.0229123j 0.00820997-0.00182793j 0.00742717-0.00540401j -0.0067582+0.00710895j 0.0241694-0.0138714j 0.0107017+0.00836298j 0.00253391-0.00869588j -0.00749218-0.0144897j 0.00530232-0.000266329j -0.00268255+0.0180101j -0.00220264-0.00567851j 0.00416354-0.00730769j 0.0227006+0.0293335j -0.00118942-0.00830214j -0.023175-0.0233337j 0.0574624+0.0062092j 0.000378763+0.0205112j 0.00747629+0.000636115j -0.0136433-0.00605698j 0.00940822-0.00328101j 0.0074042-0.0282646j -0.00289625-0.0189022j 0.0187335-0.00828845j -0.0123223-0.00892741j 0.00896957-0.0137179j -0.00265595+0.00995036j 0.007944-0.0327482j 0.00336471-0.00150406j 0.0134149+0.0126358j 0.0167253-0.0171044j 0.00992022-0.0197593j 0.0120458-0.00270626j -0.012568+0.0229936j -0.0198053+0.0213096j 0.00803501-0.00291835j -0.015652+0.0198759j -0.0124905-0.00135599j -0.00443255+0.0148439j 0.0129827+0.0304576j 0.000461446-0.00694185j -0.0011272+0.00900297j -0.0134655-0.0270366j 0.0227216+0.013619j 0.0149008-0.00414797j -0.0217201+0.00385098j -0.013135+0.0103354j -0.0081219+0.0189455j -0.0138796+0.0118524j -0.0313751-0.012115j 0.00609312-0.0251691j 0.00857733-0.00102105j 0.00303019-0.0484028j 0.0432893+0.00067068j 0.00611451-0.0179753j -0.0180565-0.00603676j 
0.00877683-0.0160464j 0.0156638+0.00885608j -0.00534821-0.0175273j -0.0198893+0.00596003j 0.0100927+0.022017j 0.032163-0.0191023j 0.0193597+0.02228j 0.00687763+0.00292686j -0.00140828-0.0292754j -0.0268218+0.00402765j 0.00466091+0.0154308j 0.0141898+0.00296734j -0.0180612+0.00683972j -0.00548656+0.0201724j -0.010852+0.00877701j 0.00872923+0.0159869j -0.0311999+0.00129973j 0.00647397+0.00946292j 0.00469718+0.00350644j 0.00203975-0.00735743j -0.00724694+0.0109048j -0.010537+0.0036627j -0.000260852+0.00352961j 0.0166869+0.00720115j 0.0126664+0.00844349j -0.00652229-0.00629367j 0.00601854-0.0108707j 0.00823631-0.000155049j 0.00609435+0.00545212j -0.0133645-0.0116477j -0.00736725-0.00424265j 0.00262359+0.0106301j 0.00905251-3.91772e-05j -0.00605847+0.00206749j 0.00746136+0.0131667j -0.00204285+0.0101368j -0.0200923-0.0177415j 0.008111+0.00857776j -0.00671641+0.0399865j -0.00212707+0.00683149j -0.0150946+0.00882371j -0.00153141-0.0104845j -0.00431842-0.00396021j 0.00219349-0.0125557j 0.0149717-0.00867044j 0.00172621+0.00263582j 0.0128925-0.00905579j -0.0176244+0.00891512j 0.0123459-0.0176371j 0.00116959-0.0118154j 0.00967263+0.00090536j 0.00774202-0.00987749j 0.00732058-0.0116143j 0.0204045+0.00244659j -0.00637722+0.0102387j -0.00469612+0.00326743j -0.00741089-0.0167904j -0.0116299-0.00492292j 0.00435907-0.00243872j 0.000918949-0.00443364j 0.0250985+0.0090402j -0.000951069-0.0137584j -0.0100956-0.00770008j -0.0108208-0.0202168j -0.00952291+0.006298j 0.0223321-0.0112156j -0.0135168-0.0155595j -0.0273861+0.00292374j -0.00840891+0.0355343j -0.0131952-0.00377781j -0.0221365+0.000102676j -0.0111615-0.0224946j -0.000375841+0.00960142j 0.0186099-0.0200009j 0.0170517+0.0159527j -0.0113438-0.00535177j -0.00588089+0.0115083j 
-0.00611933+0.00121217j -0.00122538-0.00597436j 0.0141371-0.00197017j -0.00200913-0.0142276j -0.00167327-0.000305333j -0.000179166-0.00318632j 0.00182162+0.000124939j -0.00207236-0.00408827j -0.00181144+0.00372988j -0.00203698-0.0068938j -0.0173684+0.00537095j 0.00424796+0.00972487j -0.00223819-0.00135004j -0.00434541+0.00808223j -0.00268246+0.00148805j 0.00138373-0.00212428j -0.0055604+0.00389265j 0.00374571-0.00521935j -0.00427304-0.000102513j -0.000348271-0.00626678j -0.00541127+0.0118248j -0.00725842+0.0123763j 0.0049737-0.00566939j 0.00323933+0.000857253j 0.00676799+0.000894806j -0.00802682+0.00106039j -0.00302176-0.00885033j 0.00779736+0.00464253j 0.00427407-0.000527842j -0.0153067-0.00827561j -0.0157164-0.00897406j -0.00259294-0.00600321j 0.00191184+0.0123871j -0.00520405+0.0103085j 0.00853377+0.00710295j -0.00291896-0.000744468j -0.00971255-0.0132947j -0.000462995-0.000293449j -0.00702307+0.00722607j -0.000982791+0.00473139j -0.00153989+0.00562623j -0.00875479-0.00393046j 0.000911008+0.00177283j 0.00598316-0.0105516j -4.71339e-05-0.00550038j -0.00797371+0.00722748j 0.000181804+0.00148133j 0.00160349-0.00197067j -0.00485686+0.00442608j -0.00148843+0.00432491j -0.00137441-0.00208301j 0.0102692-0.0140278j 0.0163389+0.000942635j 0.000401683-0.00478684j -0.0081938+0.0009871j -1.4735e-05-0.00631946j 0.00463534+0.00909657j -0.00546659-0.00642183j 0.00856632-0.000637126j 0.00389133+0.00471094j 0.0028728-0.00142186j -0.00427912-0.00574626j 0.00356693-0.0140541j 0.00390319-0.0135199j -0.01681+0.00455153j 0.00144059-0.000399143j 0.00253859-0.0027796j 0.00036573-0.00543026j 0.00688458+0.00065018j -0.00982349+0.0107937j -0.00262666+0.00172006j -0.0120651+0.00684987j 0.00433417+0.00776684j -0.00526443+0.00475308j -0.00536797-0.00436088j -0.00624644+0.0112694j 0.0110082+0.00657346j 
-0.00733859-0.0166375j 0.0165141-0.0074061j 0.00692874-0.0175251j -0.0182908-0.0059982j 0.0130793+0.0127358j 0.0145575-0.0268834j 0.0250392+0.00791152j 0.00847203+0.00501443j 0.000580742-0.0172709j -0.0171998-0.00134717j -0.00564322+0.0112711j 0.00790444+0.00794924j -0.00229669+0.00121183j -0.00127045+0.00659063j -0.00246548-0.00194948j -0.00194239+0.00320507j -0.0204941+0.00852447j 0.00205517+0.00975069j -0.00389865-0.00340144j -0.000216373+0.0016262j 0.0041587+0.0027099j 0.00328586+0.00937269j -0.00508347-0.0106919j 0.00602913+0.00570223j -7.65193e-05+0.00990474j -0.00624332-0.0156798j -0.0133318+0.00339878j -0.00984864+0.00121565j -0.00319172+0.0089182j 0.000137493-0.00924115j -0.0119667-0.00496187j -0.0033462+0.0019132j 0.010993+0.00709241j -0.00613488+0.0102026j -0.000943935+0.000524791j -0.00263567+0.00257718j 0.00415132-0.000813557j -0.0145557-0.000550879j 0.000503119+0.0145039j 0.000823752-0.00257822j -0.0135476+0.0119159j 0.00259138+0.00245067j -0.00873769+0.00883819j 0.00525412+0.00492663j 0.00352826-0.0046407j 0.00519381+0.00807255j 0.00278598-0.00654118j 0.00698011+0.00920251j 0.000204507-0.00380862j -0.00208935-0.00153257j -0.00265721-0.00950064j 0.008298+0.00503993j 0.0134863-0.00328281j 0.00391364-0.00788457j 0.010403-0.00675659j -0.000412097+0.00592169j -0.00831296+0.00412265j -0.00535745-0.00553753j 0.00337795-0.00302445j 0.00154932-0.0114339j 0.0237568-0.00199996j 0.00621984-0.0176231j -0.0142977-0.0113116j -0.00692881-0.0168708j -0.0205859-0.00329166j 0.0104991-0.00387587j -0.00374097-0.0201828j -0.0140516+0.00341224j -0.00117438+0.00599083j -0.000124786+0.00389507j -0.0117055+0.00594826j -0.0121273-0.0182644j -0.0118689+0.0232228j 0.0268199+0.00849084j -0.00577635+0.02171j -0.0136087-0.00193471j -0.00157259+0.0132393j 
0.00568381+0.0403547j -0.040062+0.00527696j -0.0125491+0.0264872j 0.0291135+0.0115169j 0.000398214-0.00732033j 0.00208793-0.000561495j 0.00333452+0.00526794j 0.00392385+0.0091573j -0.00118914-0.0253504j 0.000658881+0.00557209j 0.015218-0.0178615j 0.00980425+0.0111608j 0.00597355+0.0102492j -0.0291726+0.0215936j -0.00774499+0.000243645j 0.0251754+0.0225881j 0.00288282+0.0038081j 0.0021913-0.00775768j 0.0283103+0.00999201j 0.000845068+0.00636555j -0.00513532+0.00349532j 0.00921633-0.00835364j -0.0122387+0.00666905j -0.0126412-0.00996495j 0.0129894-0.00989932j 0.00343963+0.0156133j 0.00769361+0.0134643j -0.00596683+0.00769734j 0.00871106+0.00605489j 0.0269956-0.0072869j 0.00430952+0.00565159j -0.0103569+0.00787704j -0.00483657-0.0112324j 0.0108304+0.0107823j 0.036069-0.0148355j 0.0151994-0.0232853j 0.00660844+0.00536445j 0.00876579+0.0108568j -0.00519545-0.0272233j -0.00696202+0.00246179j -0.0135561-0.00607603j 0.0195915+0.0346809j -0.00433816-0.00841772j 0.00192839-0.0118055j -0.00545179+0.0115552j 0.00525163+0.0105302j -0.0207495-0.00132017j 0.00910067+0.0049973j 0.00799895+0.000468247j 0.00192497+0.0171755j -0.00867506+0.00496241j 0.00193218+0.0105665j 0.00513531-0.00448101j -0.0074556+0.0235258j -0.0128286+0.0158855j -0.00489579-0.00277735j -0.00936534+0.0104663j -0.0121266+0.00853125j 0.0306226+0.000420434j 0.00611372+0.0146908j -0.00507126+0.00681898j 0.00892141-0.0146446j 0.00918782-0.00860692j -0.017403-0.0210546j 0.0182109-0.0117816j 0.00816574-0.00240322j 0.000827581+0.0151527j 0.00260672+0.0160574j 0.00856235+0.00734138j -0.00447637+0.00142001j -0.00202483-0.0040988j 0.00859601-0.0119599j -0.00966702-0.00841695j -0.0205852-0.0107014j 0.0108209-0.018479j 0.0466403-0.011683j -0.0109952-0.0470503j 
-0.0066912+0.0541092j -0.0537573-0.0068996j 0.0106609+0.0251067j 0.0304325-0.00954163j 0.00888929-0.0163571j -0.0134543-0.00785738j -0.00185315-0.00911993j 0.00696701-0.00535055j 0.0110088-0.0083847j 0.0034456-0.0209499j -0.000665313-0.011856j 0.00253988+0.00343247j 0.0189203+0.00905264j -0.00625024-0.000947228j 0.00165385+0.00407596j 0.00526683-0.00938658j 0.00983976+0.0041804j 0.0124537+0.0034159j 0.0169791-0.00936156j 0.0110227+0.00497841j -0.00406013-0.00858477j 0.0078083-0.00736038j -0.0132513-0.00200641j -0.0129802-0.0204687j -0.0154821-0.00166026j 0.00451106+0.0138209j 0.00659381+0.00661123j -0.0187053+0.016335j 0.00589823+0.00230328j 0.0131865+0.00348348j 0.016725+0.00416266j -0.0153551+0.00523736j -0.0130362-0.0115274j 0.00392793+0.020088j 0.0196687-0.0159356j 0.0134078-0.0277842j 0.0107147+0.0154934j 0.00634714+0.00684785j -0.00026082-0.0301049j 0.00810001-0.00113872j 0.00395908-0.0179837j 0.0162952+0.0252878j -0.0160008-0.0133605j 0.0103609+0.00216468j -0.0104193+0.0226244j 0.00207336+0.0144247j -0.0111997+0.00601623j 0.0304674+0.00718939j -0.00106854-0.00580988j -0.0024927+0.0177271j -0.0203419+0.00385672j -0.013599+0.0108069j 0.00537561+0.011555j -0.0135294+0.00190872j -0.00795538-0.0159919j -0.00982326-0.00959062j 0.00335142+0.00380261j -0.0124211+0.0129505j 0.00599968-0.00518768j 0.00374205+0.00559785j -0.00949565+0.00436256j 0.0251529-0.0147761j 0.005733+0.00694562j -0.0209052-0.00800425j 0.00338909-0.0102872j -0.00357945-0.000895124j 0.0167391+0.0184716j 0.00969757-0.00270416j 0.00609513+0.00495418j 0.00218791+0.00869962j -0.00139123+0.00581985j -0.00386522-0.00414217j -0.00606418-0.00478613j -0.0299199+0.00679218j -0.00814787-0.0267529j 0.0432253+0.00437991j 0.00492846-0.0435405j 
0.00915359+0.00954367j -0.00940199+0.00925146j -0.00975064-0.00305996j -0.00400558+0.0115028j 0.00892028+0.0146448j 0.0194451-0.00881688j 0.00419805+0.0120135j 0.00479529+0.00110976j 0.00792992-0.0116921j -0.0108918-0.00545816j 0.00954058+0.00441945j -0.00195137-0.00826637j -0.00789668+0.00495307j 0.000430723+0.00096761j -0.00136222+0.00604762j 0.00785863+0.00281365j -0.0146553+0.00225765j 0.01079+0.0134235j 0.00163748+0.000622359j 0.00642204-0.00529432j -0.00170252+0.00241052j -0.00706672-0.00146463j -0.000187558+0.0119427j 0.00565276+0.00311292j -0.00327242+0.00289821j -0.0100458+0.000494824j 0.0159053-0.00654689j 0.00493622+0.0141434j -0.00243223-0.00314503j -0.00697333-0.00961362j -0.00144963-0.000656901j 0.00219379+0.0129941j -0.00192618-0.00048374j -0.00748982-0.00473482j 0.00879607+0.0044718j -0.00561067-0.000731886j -0.00335378-0.0109013j 0.0210746+0.00613755j -0.00238888-0.00807133j -0.000885371-0.00671373j 0.00249697+0.000610184j 0.00548088+0.00335459j -0.00597718-0.0151324j 0.00958066-0.00755684j 0.00966985-0.010082j 0.00149501+0.000754582j 0.00231173-0.00265745j 0.00916012+0.00216185j 0.00445268-0.0102758j 0.0107849+0.0070274j -0.00825096+0.004821j 0.0161403-0.00602051j -0.0082539+0.00118766j -0.00747091-0.00239696j -0.00744772+0.0118064j -0.00299149+0.0152355j 0.00346041+0.00673046j -0.006601-0.00342192j 7.86323e-06-0.00432567j 0.0132786-0.00482323j 0.0081569+0.0111233j -0.00343163+0.00346168j 0.00218415-0.0101881j 9.54891e-05-0.0149566j 0.0116206+0.0112053j -0.00432042-0.0109343j -0.0170371+0.00220987j -0.0128029+0.00824986j 0.00598786+0.00786647j -0.0154185+0.00537082j -0.0099704-0.0131361j 0.00838315-0.0106128j -0.00405819+0.00119693j -0.00147586-0.0163066j 0.0158883-0.00241903j 0.0064377-0.00606589j -0.00586423-0.00660939j 
0.00257125-0.00440857j 0.00423247+0.00270221j -0.00169451+0.00140991j 0.00232431+0.0022587j 0.00393716-0.000481222j 0.00178515-0.00551092j 0.00592149+0.000453622j 0.00115951+0.00112203j 0.00150531+0.00299113j 0.00347087-0.000305147j -0.00501281+0.00223745j -0.00247416+0.00573784j -0.00696328-0.00104881j 0.00366028-0.00811755j 9.27715e-05-0.00149449j -0.00371857-0.00561688j -0.000126368-0.00650975j 0.00401833+0.00652951j 0.000326801-0.00787472j -0.00572075-0.00921025j 0.00268751-0.0054768j 0.00226919-0.00375945j 0.00482999-0.00445888j -0.00742838+0.0107586j -0.00246616-0.000195848j 0.00864117+0.000901041j -0.00548135+0.000998856j -0.00606199+0.00425381j -0.00638168+0.00262802j 0.00106774+0.002923j 0.000820307+0.0011649j -0.0062875-0.000502423j 0.00381915+0.00134438j 0.0098878-0.000555414j 0.00206966-0.0016598j -0.00197938+0.000694812j 0.00489654+0.00165527j 0.00288613-0.00361275j -0.000629425+0.00602978j -4.12564e-05-0.00044317j -0.000854241-0.00272642j -0.0022417+0.00432872j 0.00246299-0.00347543j -0.00291541+0.00508209j -0.000291235+0.000651448j -0.00546523-0.00727139j 0.00113659-0.00363659j -0.00440508-0.00493156j -0.00466188+0.00295058j 0.00217238+0.00858245j -0.00408243-0.00590358j -0.00722125-0.00460244j 0.00553325-0.00824022j 0.00324934-0.00433369j -0.00324754-0.00555674j 0.0018687-0.00375548j 0.00723826-0.00163268j -0.00195923+0.00715958j -0.0108208-0.000375787j -0.00645899-0.00042536j -0.00189927-0.000861874j -0.00256252-0.00284787j -0.00147603+0.00891672j 0.00159936-0.00174102j -0.00979283-0.0010764j 0.00235324-0.000853407j -0.0020374-0.00423353j 0.00627675-0.00106263j 0.00235069-0.00834782j 0.00503117+0.000860498j -0.00181751+0.00293578j -0.000596013-0.00371716j -0.0029568-0.000149419j 0.00650481-0.00394547j 0.00487006+0.00645098j -0.0013217-0.00122554j -0.00111429+0.00151666j 
