0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
0.00942251-0.0036343j 0.00365099+0.00889492j -0.0090819+0.008984j 0.00747103+0.0123201j 0.00352919-0.00569833j -0.00260078+0.00820922j -0.0107023+0.0126713j -0.0164708+0.00305923j 0.00332687+0.00408657j 0.00218279+0.00803117j 0.00914152+0.00269911j -0.00964533+0.00162527j -0.0150892+0.0100818j 0.00274444-0.00714885j -0.00351257+0.00085189j 0.00300378-0.00196089j 0.00619684-0.0116249j 0.00262924+0.00411557j -0.000508876+0.000952716j -0.00719496-0.00659919j -0.00557091+0.00118058j -0.00620106-0.00945435j 0.00530918+0.00586333j -0.00173315+0.00206841j -0.00324069-0.00409859j 0.00734267+0.0120706j 0.00809688-0.00373567j 0.00379498+0.0031124j -0.000513829-0.00870826j -0.00579983+0.00317215j 0.00434223+0.00293591j -0.00240585-0.00683359j -0.00299651-0.00301549j 0.00561835-0.00732771j 0.00315163+0.00161238j -0.00218818-0.000789336j -0.000779527+0.00139282j 0.00835862+0.0045884j -0.00149983+0.000555175j 0.00601541-0.00297942j 0.000501474-0.00635682j 0.00544447-0.00511391j 0.00340187-0.010742j -0.00621367-0.00425405j -0.00186314-0.000823226j -0.000327522-0.00501958j -0.00199178+0.00203375j -0.00251081-0.00213856j 0.000371643-0.00323054j -0.00172493-0.00225271j 0.00524768+0.00252596j 0.000895628-0.00137573j -0.00513002-0.0048929j -0.00195889+0.00177064j -0.00179589+0.00227459j -0.00880453+0.00200132j 0.00615162+0.00292324j -0.00584329+0.00619028j -0.0105045-0.000407938j -0.00558504+0.00396935j -0.00882713+0.00104143j -0.00456535+0.00648805j 0.00454528+0.0104441j 0.00223883+0.00656665j 0.00709154+0.00947073j -0.00438781+0.00157437j -0.00704803+0.000201997j 0.00363475+0.00178775j -0.000972735-0.00968384j -0.000685028+0.000226747j 0.00161684-0.0120635j 0.0158021+0.00430904j 0.00619193-0.00921122j -0.00517685-0.0170149j 0.0168541-0.00492631j 0.00217796-0.00885674j -0.00878226-0.00214153j 
0.00341441+0.0192322j -0.0195124+0.00398962j -0.0106285+0.00485334j 0.013704+0.0080411j -0.00700191-0.0163162j 0.000930284+0.0016314j 0.00940864+0.00426027j 0.00491351+0.00529706j -0.000514277-0.012267j -0.00634547-0.00220376j 0.00250882-0.00493411j 0.00627247+0.00660515j 0.00563145+0.00500684j -0.00238009+0.00674793j -0.00343819+0.00523035j 0.00457117+0.00152339j 0.00113366+0.00285125j -0.00157141+0.00506945j 0.00830848-0.00482975j 0.00158381-0.000630568j -0.00432707-0.000104082j -0.00477897-0.00394341j 0.00199003+0.00855005j 0.00126113-0.00567931j -0.000475131-0.000463654j -0.00251271+0.00670139j 1.23986e-05+0.00845972j -0.0121622-0.000666391j 0.00296472+0.00212401j 0.00897898-0.00244503j 0.00231935+0.00215072j -0.000803082-0.00439004j -0.000739628-0.00282724j 0.00508492-0.00257535j 0.0115898+0.000525634j 0.00750104-0.0103743j 0.00426271+0.000685456j 0.00960584+0.000135785j -0.00192683-0.00954769j 0.00117918+0.00536015j 0.00223423+0.00109389j 0.00651034+0.0103625j 0.00165252-0.0036768j 0.00184944+0.00241882j -0.00246956+0.0066754j -0.00423588+0.00445213j -0.00602765-0.00652071j 0.0110799+0.00316458j 0.0040233-0.00772167j 0.00675739+0.00463862j -0.00301946+0.00614213j -0.000889545+0.00192016j 0.000248285-0.000246852j -0.00430713+0.00721281j -0.006339-0.00134758j -0.0082766-0.00281712j 0.00167804+0.00390857j -0.00598562+0.00838598j 0.00480946+0.00154177j 0.00162097+0.00110923j -0.00320959+0.00928566j 0.00386418-0.00264135j 0.00294818-0.00125447j -0.00422822-0.00282332j 0.00994979-0.000785941j 0.00140538+0.00265812j 0.00629552+0.00527314j -0.00129367+0.00127287j 0.00214731+0.00815631j -0.00306798+0.00862375j -0.00792191-0.00046713j 0.000289554-0.00594246j -0.00111394-0.00121293j -0.0076757-0.00215462j 0.00184229-0.00656691j 0.0178877-0.00195572j -0.00176521-0.018051j 
0.00493048+0.0133985j -0.0135045+0.00481347j -0.00293124+0.00644549j 0.0102676+0.00264213j 0.00488123-0.00775079j -0.00445795+0.000605047j -0.00357562-0.00424406j 0.00945324-0.0021739j 0.0053896-0.00899936j -0.00488207-0.00463821j 0.00212995-0.0077906j -0.00137248+0.00330304j -0.00254457+0.00445321j 0.000998164+0.00965141j 0.00129183+0.00642907j 0.00309144+0.00583064j 0.000643113-0.00358069j 0.000606621+0.00507975j 0.0096405-0.000546072j 0.0019814-0.00184334j 0.00218031-0.00176737j -0.00279943-0.00359266j -0.00324032+0.00463751j -0.0011685-0.00305919j 0.00252673+0.00317542j 0.00345596+0.00397669j 0.0054457-0.00501527j -0.00393235+0.00715635j -0.0026733-0.00267359j 0.00415622+0.00334293j 0.00999782+0.00510703j -0.00173628+0.000578708j 0.000834269-0.00708986j 0.00101521+0.00114714j 0.00756049-0.00520292j 0.00378346-0.00408919j -0.000501041+0.00399843j 0.00522417+9.56845e-05j -0.00245652-0.00330323j 0.00263592+0.000126326j -0.0013392+0.000955625j 0.00151921+0.00831837j -0.00294168-0.0062728j 0.00036834+0.00227419j 0.00542924+0.00299148j 0.0044118-0.000769897j -0.000838212-0.00469861j 0.00222502+0.00230663j 0.00213486-0.00497337j 0.00115134+0.00450608j -0.00241658+0.00406643j -0.00221166+0.00175731j -0.00126153+0.000737106j -0.00380864+0.00299076j -0.00259555+0.00338447j -0.0027283+0.000332194j -0.000950155+0.000245011j -0.0020403-0.00250937j 0.00711786+0.0015348j 0.00214827+0.000972595j -0.000710188+0.00659823j 0.00489577-0.00050311j -0.00164451+0.001295j -0.0049999-0.00495426j 0.00638294+0.00130877j 0.00240031-0.00287167j -0.00164847+0.00408357j -0.000816856-0.000102934j -0.00304727+0.00386284j -0.00116318-0.00227471j -0.00247278-0.00187848j 0.00560153-0.00176647j -0.00146764-0.00800439j -0.00684785-0.00784465j 0.00899698-0.00444017j 0.0146349-0.00339054j -0.0033288-0.0143998j 
0.00840432+0.00191042j -0.00189467+0.00778457j -0.00897117+0.0125122j 0.0104346+0.0132695j -0.001621+0.00237935j -0.00201519+0.0166351j -0.0117166+0.00459056j -0.00443933+0.010198j 0.00269131+0.00696595j 0.00397205+0.00414065j 0.00971272-0.000425174j -0.00793418-0.000584367j -0.00464373+0.00390201j -0.00114859-0.00218114j -0.00119759+0.0063525j 0.00114664-0.00170178j 0.0036992-0.00501783j 0.00172913-0.0031278j 0.000127011-0.00159504j -0.00351636-0.00176551j -0.0027013-0.0054257j 0.000631208-0.0026793j 0.00349617+0.00568454j -0.00427881-0.000680812j 0.00342113-0.0070497j 0.000115601+0.00639726j 0.00412186+0.00119328j 0.0038937+0.000532867j -0.000358522-0.00305381j 0.00481311+0.00284604j 0.00629335-0.00238052j 0.00171036-0.00116075j -0.00750511-0.00218245j 0.00566498-0.00552536j 0.00179095+0.0013905j 0.00292233-0.000698379j -0.000337299+0.00082185j 0.00701583+0.00037637j 0.000732771-0.00430277j 0.00559854-0.000210933j 0.00260084+0.00133397j 0.00531591+0.00240337j 0.00387082-0.000958191j -0.00522212-0.00268787j 0.000854851-0.00126003j -0.00601708-0.00300878j -0.000959598+0.00199321j -0.000686441+0.00275814j -0.000696893-0.00305149j 0.000399494+0.000118837j -5.6979e-05+0.00839172j 0.00193555+0.00128839j -0.00180392-0.000921124j 0.000673452+0.00454424j 0.000804553+0.00341244j -0.00203148+0.00033874j -0.000329563+0.004081j -0.00232005+0.0100061j -0.0017311+0.00301722j -0.00187259+0.00671405j -0.00960727+0.00313794j -0.00382214+0.00451664j 0.00347454+0.00208902j 0.00261423+0.00587923j 0.0121589+0.00429609j 0.00164548+0.00579153j -0.0032459+0.00414599j 0.00755825+0.00439875j 0.00064801-0.0100961j 0.0065327+0.00308611j 2.27566e-05-0.0024746j 0.00860857+0.00478879j 0.00854883-0.00861337j -0.00315211-0.0102334j 0.00897486-0.00289343j 0.00489868-0.00511493j -0.0051008-0.00476378j 
-0.0114515-0.0210653j 0.0221668-0.0114635j 0.00917797-0.0132561j -0.021898-0.015707j -0.00581044+0.0100726j -0.0107477-0.0127438j 0.00111899-0.0156703j -0.00666269-0.00797195j -0.00603127+0.0059075j -0.00121844-0.00220945j -0.0148779+0.00793475j -0.000805834-0.00282795j -0.0026268-0.0116508j 0.00277171-0.00448591j 0.0014326-0.00521609j -0.00440089+0.00251379j -0.00505574-0.00202717j -0.00232752-0.000536326j -0.00483794+0.00358443j -0.00193983+0.00262445j 0.000807238+0.00638992j 0.00148868+0.00454187j 0.000742193-0.00727688j 0.00450738+0.00378423j -0.00210583+0.00158257j 0.00481322-0.00592327j -0.00961232-0.00591613j 0.00470378-0.00847254j -0.00119285-0.000637373j -0.00588902-0.00174837j -0.00929839+0.00218845j 0.00244735+0.00497216j 0.0062687+0.00496741j -0.00618531+0.00233666j -0.00871151+0.00263388j -0.004411+0.00922718j -0.00351486+0.000594989j -0.00978423-0.00516038j -0.00290979+0.0130801j -0.00502284-0.00370296j -0.00252118+0.0011871j -0.00885707-0.0134533j 0.00223422+0.00843722j -0.00453092+0.00478948j 0.000177801-0.004344j 0.00124035-0.00189492j 0.0054129-0.00256697j -0.00714168-0.00420092j -0.0026039+0.00630636j -0.0083153-0.00683884j -0.00103614-0.00979761j 0.00396816-0.00615089j -0.00173284+0.000240046j 0.00662878-0.00620108j 0.00293962-0.00542465j 0.00716077+0.00283802j -0.000535521-0.00298865j 0.00499506-0.00889553j -0.00889459-0.00200702j 0.00118963-0.00535929j 0.012581-0.0052451j -0.00131145+0.000626804j -0.00333332-0.00275914j 0.00615809+0.00123432j -0.0173868-0.00176905j -0.00251715+0.00388121j 0.00323867-0.0120937j -0.00460297-0.00778303j -0.00229245-0.00276244j 0.000935314-0.00442334j 0.00283249+0.00354534j -0.00867122+0.00196709j -0.00422708+0.00973692j 0.00890787+0.0102339j -0.0069568+0.00773863j -0.0203667+0.00486734j 0.00450455+0.0203967j 
-0.00754948+0.0152657j -0.0148727-0.00691695j 0.00967062+0.00453071j 0.00857293-0.0150268j -0.00780127-0.00488535j -0.00217176-0.00984922j 0.0132554-0.0101465j 0.0100637+0.00149867j -0.00167686-0.00335886j -0.00596876-0.00442942j -0.00614584-0.0012003j 0.000680568-0.00148766j 0.00709397-0.00735028j 0.000274631+0.00549473j 0.00379388-0.00442413j -0.00294744-0.0023131j 0.00188013+0.00515791j -0.00502402-0.00310996j -0.00302793+0.000178348j 0.00674862+0.00244493j 0.00385593-0.00108391j 0.00161925+0.00110813j -0.00533781-0.00214419j 0.00205737-0.000758874j 0.000301376+0.00675738j -0.00213788-0.00576148j -0.00523516+0.00484637j -0.00260397-0.000637662j 0.000611799+0.00471607j 0.00267467+0.000594922j -0.000735366+0.00114292j 0.00155808+0.000455199j 0.0037963-0.000253168j -0.00293007+0.00490345j 9.66439e-05-0.00581929j 0.00720192-0.00190593j 0.00221167+0.00330716j -0.00929191-0.00125922j 0.000680026-0.00330764j -0.00476157+0.00117582j -0.000697007+0.000704531j 0.000596723+0.0063557j -0.0063124+0.00446664j 0.00481618+0.0025246j -0.0030608+0.00195152j 0.00409546+0.00131103j -0.00077894-0.00357175j 0.00646687+0.00317104j 0.00139064+0.00348504j 0.0029934+0.00418724j -0.00546465-0.0050098j -0.00366881+0.00413073j 0.00050466+0.00550815j -0.00466806+0.00315207j -0.00228738-0.00557578j 0.00239175-0.00502362j -0.00345311-0.00119288j 0.0023104-0.00240446j 0.00699254+0.00156103j 0.0036982-0.00451061j 0.00325817-0.00277002j 0.00597206-0.00604349j -0.00228689-0.00571173j -0.00280958-0.00398796j -0.00920684-0.00783249j 0.00379776-0.00383455j 0.00584706-0.0011564j 0.00190444-0.00274629j 0.00397547+0.00596771j 0.00271238+0.00253495j -0.00141089+0.00619462j -0.00628718-0.00214489j -0.00494258+0.000762001j -0.00428427+0.0114486j -0.0106968-0.00310674j 0.00609515+0.00876182j 0.00873563-0.00612737j 
-0.0133623-0.0118396j 0.0121595-0.0126763j 0.0103201-0.0101453j -0.00801276-0.0160559j -0.0148131-0.00502354j -0.00697946+0.00640254j -0.00523915-0.010841j -0.000469712-0.00921683j -0.00395737+0.00907871j -0.000172489-0.0020159j -0.0111922+0.000744423j -0.00464152-0.000486814j 0.00490979-0.0093782j 0.00256748-0.0031266j 0.00216976-0.00733741j -0.00857183-0.00333343j 0.00250916+0.00575976j -0.00679452-0.00211323j -0.0117563+0.000879042j -0.00136001-0.00117142j 0.0031092+0.00197975j 0.000686601+0.00600546j -0.00184403-0.00749378j 0.00802686+0.00324817j -6.34377e-05+0.00427827j -0.00307498-0.00889281j -0.00934909+0.00117581j -2.55059e-05-0.00674453j 0.000214853+0.000107075j -0.00614597+0.00303405j -0.00706482-0.000715765j -3.63386e-06-0.00575469j 0.00467981+0.00459002j -0.00560613+0.000433803j -0.00854962+5.31986e-05j -0.00456586+0.00708281j -0.00300767+0.000228568j -0.0123591-0.0047334j 0.000904624+0.00608601j -0.00276376+0.0013582j -4.94657e-06+0.00225495j -0.0060616-0.00658294j -0.00190631+0.00709822j 3.67021e-05+0.00435213j -0.00179799-0.00156417j 0.00258582-0.00139104j -0.000966506+0.00175964j -0.00195644-0.00328522j -0.0056707+0.00734404j -0.00301635-0.00374557j 0.000137114-0.010001j -0.00141878-0.00270931j 0.000113879+0.000671385j 0.00348063-0.0050977j 0.00317723-0.00684807j 0.00711081-0.000343444j 0.000693516-0.00218198j 0.0061928-0.00675752j -0.00490392-0.00257125j -0.000922508-0.00523096j 0.00494772-0.00843981j -0.00204118-0.00075674j -0.00270829-0.00355611j 0.00398675+0.00226056j -0.0145475-0.00778896j -0.00325044-0.00085934j 0.00363804-0.00428835j 0.00279022-0.00296782j 0.00249151-0.00396767j 0.00246435-0.00484829j 0.00860674+0.00422825j -0.00825946+0.0059266j -0.0023079+0.00446794j 0.00162831+0.0152205j -0.0148482+0.00282759j -0.0188482+0.00708387j 0.00673272+0.0187367j 
0.00157174-0.0260153j 0.0269725+0.00105977j -0.0197188-0.00727899j -0.0149044+0.0174828j 0.00282835+0.019513j 0.006722-0.00465393j -0.00325491+0.00280536j 0.000616064-0.000164957j -0.000445995-0.000344263j -0.0070654+0.00642274j 0.00169601+0.011486j -0.00688483+0.00660557j -0.00833117+0.00141652j 0.00632936-0.00501667j -0.000401813-0.00132897j -0.00625984-0.000434376j -0.0142044-0.00335327j -0.00185857+0.00606512j -0.00275551+0.00538685j -0.00993429-0.00734357j -0.000360433+0.00430173j -0.00403948+0.0022858j 0.00653938+0.00310595j 0.00472323+0.00961333j -0.00220023+0.000679154j -0.000401817-0.00138806j -0.00549483-0.00698822j 0.00310228-0.00879147j 0.0011552-0.00646796j -0.00564162+0.00264648j -0.00472626+0.00152058j 0.00196624+0.00439794j -0.000378462+0.00563827j 0.000952803-0.00557606j -0.00545684+0.00695367j -0.00817377+0.00417394j -0.00548259-0.00512135j 0.0058077+0.00130252j -0.0024719+0.00907226j 0.00120628-0.00311006j 0.00156261+0.00279508j -0.00572704-0.0143587j 0.00431442-0.00301062j -0.00352434+0.000222934j 0.00801953-0.00666469j 0.00177185-0.00518857j 0.00680049-0.00133469j -0.00810767-0.00283155j -0.00249105-0.00387497j -0.000771944-0.00536864j 0.00375145+0.00103626j 0.00754898-0.00555463j -0.00145402-0.00535001j 0.00538731-0.00481078j 0.000766719+0.0077381j -0.00571119+0.00884609j 0.00496474-0.00147173j 0.000136688-0.00234053j -0.0106059-0.00424063j 0.0011181-0.00213049j 0.00204865+0.00233279j -0.00409384+0.00137353j -0.00265683+0.00261324j 0.00171367+0.00423553j -0.00221696+0.00632323j -0.00182329+0.00376099j -0.00658054-0.00455445j -0.0037054-0.00219106j -0.00602461-0.00128401j -0.00316911-0.00660722j 0.000481907-0.00494311j 0.0012439+1.43203e-05j -0.00400386+0.00536209j 0.0168739-0.00585094j 0.0102156+0.0153714j -0.018716-0.0105749j -0.0108747+0.0190785j 
0.00994507-0.0105062j 0.0108387+0.0100363j -0.018565+0.0103649j 0.0104366+0.0170471j -0.0056967+0.000866638j 0.0066179+0.0106074j -0.00782379+0.00846179j -0.00523041+0.00307523j 0.00125313+0.00227192j 0.00248642+0.00946512j 0.00890786+0.0030641j -0.00534099+0.00341664j -0.014115+0.00847061j 0.00526477-0.00413774j -0.00197849+0.00316705j -0.00297125-0.000596923j 0.00101961-0.00862514j -0.00125171+0.00279797j -0.0020423+0.00245594j -0.00894153-0.00624894j -0.00170835+0.000344046j -0.00522125-0.00641991j 0.00461732+0.00726242j 0.00274585+0.00463591j 0.00266154-0.00132934j 0.00219828+0.00500741j 0.00100248-0.00357036j 0.00209304-0.00211257j -0.000996335-0.00886955j -0.0033167+0.00477085j 0.00257168+0.00344284j -0.000110803-0.00422098j -0.00338416-0.000332462j 0.00530603-0.00581815j 0.000180848+0.00582654j -0.00223918+0.0013451j -0.0015833-0.000139922j 0.00943567+0.00140159j -0.00049484+0.00294187j 0.00410001+0.00125443j -0.000482885+0.00165954j 0.00142059-0.00333841j 0.00399287-0.00525103j -0.00537692-0.00269471j 0.00224895-0.00433196j -0.000145787-0.00678855j 0.0022806-0.000465758j -0.00481306-0.000932678j 0.000538202-0.00306941j -0.00047604-0.00305356j 0.00545431+0.00508893j 0.00451828-0.00156864j -0.00234265-0.00458116j 0.00104205+0.0029834j -0.00152104+0.00577619j -0.00608234+0.00576075j 0.00371114+0.000861281j -0.00283851+0.0038587j -0.00886763-0.000824295j -0.0048333+0.00528555j -0.00909293+0.00400222j -0.00645297+0.00642806j 0.000772516+0.00661089j 0.00206298+0.00414662j 0.00663777+0.00872148j -0.000940124+0.00148841j -0.00834363-0.00298407j 0.00242123+0.00202437j -0.00118592-0.0108303j 0.00281118-0.00203826j 0.00362156-0.00957009j 0.0134707+0.0069714j 0.00748744-0.00846845j 0.0020722-0.0169256j 0.0170049+0.0032242j -0.003236-0.0128471j -0.0129181+0.00334606j 
0.000837735+0.00998746j -0.00903463+0.00134339j -0.0117136+0.00920971j 0.00987202+0.00601175j -0.0107526+0.00486674j 0.00474475-0.00148458j 0.00321718-0.0040285j 0.00731835+0.00202853j -0.00277293-0.0028837j -0.00506387-0.00214093j -0.000463598+0.00250565j -0.00157182+0.000323094j 0.00127382+0.000242099j 0.00154962+0.00192424j 0.000572519+0.000599195j -0.00318327-0.00259739j -0.00426188+0.00239403j -0.00429171+0.000904162j -0.00110623-0.000836369j -0.000285196-0.0027097j -4.64827e-05-0.000432996j -0.00209494-0.00104863j 0.00133323+0.00442161j 0.00386974+0.00280066j 0.000275377+0.00301273j -0.00312406-0.00184699j -0.0054121+0.00290586j -0.00444468-0.00579407j 0.0019808-0.000638665j 0.00312169+0.00170849j 0.00114835+0.00140701j 0.00343109+0.000594406j -0.00228229+0.000797197j 0.00243904-0.0015817j 0.00249374+0.00251823j 0.00284016-0.0046172j 0.00061866-0.000310718j 0.00315028-0.00183098j 0.000378567-0.004457j -0.00110442+0.0039369j 0.00180541+0.00103999j -8.38436e-05+0.00438522j -0.000389415-0.000217424j 0.00144444+0.00167273j 0.00129428+0.000855256j 0.000353365-0.00146655j 0.000208534-0.00316721j 0.00546752+0.00161623j 0.000389936-0.00262703j 0.00587995+0.00209848j -0.000675604+0.00394763j -0.000211071+0.000748335j 0.000502435+0.00119403j -0.00237495+0.00262092j -0.00322421+0.00310835j -0.00417668+0.000571817j 0.000811075+0.000841844j -0.00031+0.00262339j 0.0018371+0.00130601j 0.00171006-0.000484435j -0.00348033+0.00339437j 0.00224231-0.00216157j -0.00138384-0.00138645j -0.00419245-0.000387718j 0.00200861-0.000506955j 0.00146748+0.000558103j 0.000546549+0.0029591j 0.00153665+0.000842423j 0.000683118+0.00339719j -0.000366013+0.00258943j -0.00353439-0.000441176j -0.000809172-0.00149756j -0.00101674-0.000690254j 0.000721064+0.00135083j -0.000572778+0.00218373j 0.0030452-0.00118341j -0.00133675-0.00295903j 
0.0136743+0.0303795j -0.0310723+0.0139513j -0.00429008+0.0146121j 0.0199909+0.00543282j -0.00285374-0.0101979j 0.00614505+0.00430812j 0.00658433+0.00836283j 0.00432255+0.0078582j 0.0015635-0.010889j 0.00383104-0.00236944j 0.00780051-0.0123865j 0.00756059-0.00170122j 0.00919725+0.00612402j -0.00532574+0.00391471j -0.000410533+0.00616344j 0.00884086+0.00230252j 0.00624981+0.00226858j 0.00527604-0.000425024j 0.0109775-0.00556927j 0.00621245+0.00471435j -0.00411391-0.00585815j 0.00132708-0.00630802j -0.000814702+0.00565393j -0.00619809-0.00882307j 0.000907226-0.00415668j -0.00106841+0.00871947j 0.00987135+0.00800491j -0.00714867+0.0084105j 0.00241823+0.00511378j 0.0100157-0.00291677j 0.00800871-0.000857061j -0.00105696-0.00181022j -0.00336705-0.00601175j 0.00466546+0.00162185j 0.0108862-0.00499552j 0.00758352-0.0100481j 0.00560275+0.00185009j 0.006596+0.00449417j 0.000499752-0.013372j 0.00209538+0.00283223j 0.00172247-0.00298316j 0.0108098+0.0149463j -0.000971054-0.00627488j 0.00454069-0.00183092j -0.00414721+0.00822011j -0.0036537+0.00571402j -0.00800371-0.00215147j 0.00811743+0.00392511j 0.00434489-0.00640341j 0.00288509+0.00686j -0.00525373+0.00635074j -0.00652528+0.00709559j 0.000186939+0.00200551j -0.00781796+0.00775665j -0.00341371+0.000847654j -0.00451359-0.00526839j -0.00265573+0.00253077j -0.0082899+0.0073476j 0.0108743+0.00286149j 0.00113434+0.00578371j -0.00731231+0.00365934j 0.00536313-0.00110802j 0.00544171-0.000118886j -0.00670033-0.00283592j 0.0160119+0.00104572j -0.000387093+0.00156697j 0.00198338+0.0131122j 0.00112941+0.00647947j 0.00150494+0.00696624j -0.00250096+0.00685685j -0.00550522-0.000743166j 0.00364567-0.00501448j 0.00199536-0.00555972j -0.0159124-0.00868763j 0.00654144-0.0156971j 0.0336523+0.00253364j 0.00291135-0.0338237j 
-0.00627437+0.00919216j -0.00880546-0.00585624j 0.0108888+0.004126j 0.00521013-0.0135414j -0.00700844-0.00211165j -0.00405572-0.000785779j 0.000556851-0.00875692j 0.00276013-0.00453163j -0.00403113+0.00145657j -0.00180697-0.00230376j -0.0063888+0.000709476j -4.7784e-05-0.00174876j 0.0022351-0.0048788j -0.000727309+0.00175887j 0.000487456-0.00271717j -0.00209304-0.00196294j 0.00183789+0.00268115j -0.00229611-0.00227432j -0.00448951+0.000584132j 0.00245505+9.74443e-05j 0.00153515+0.00111058j 0.00108391+0.00237278j -0.00324733-0.00293737j 0.00214122-0.000584262j -0.000175545+0.00261054j -0.0015319-0.00427793j -0.0037187+0.00204927j -0.00102213-0.00218716j 0.000310592+0.00217146j -4.35911e-05+0.000506586j -0.00250999-0.000993257j -0.000327006-0.00180993j 0.00175099+0.000922271j -0.00136764+0.00156724j -0.000712748-0.000900692j 0.00238981+0.000933907j 0.00102202+0.00136885j -0.00548856-0.00236434j 0.00203792-0.00061334j -0.00217094+0.00167456j -0.00111317+0.000242634j -0.00162417+0.00280731j -0.00231499+0.00451525j 0.000633498+0.00170738j -0.00274939+0.0008942j -0.000535638+0.00129773j -0.00105069+0.000453891j 0.0029092-1.3018e-05j -0.00075963+0.00394725j 0.00101967+0.000329891j -0.00102758-0.00285944j -0.001951+0.000308359j 0.000758633+0.00171205j -0.000262753-0.000342754j -0.000215466-0.00458482j 0.00327143-0.00282793j -0.000845737-0.000261736j 0.00259397-0.000578158j 0.00203665+0.00189053j -0.000645326-0.0022568j 0.00249271-0.00250566j 0.000623624-0.00180244j -0.000559141-0.00244663j 0.000567999-0.000968686j -0.00593258-0.00408452j 0.000709528-0.00142374j 0.00385985-0.0017041j 0.000856658-0.000980553j 0.00330242+0.00129846j 0.000456155+0.00279065j -0.000738789+0.00325145j -0.00507583-0.000217047j 0.000285215+0.00220534j -0.00267323+0.00938553j -0.0106878-0.00198825j -0.00213638+0.00728585j 0.00721727+0.00195128j 
