-0.000607141+0.00274265j -0.011607-0.00462832j -0.0102599-0.00480262j 0.00489575+0.0007175j 0.0101287+0.00718369j 0.00396726-0.00388662j 0.002813-0.00507063j -0.0060363-0.00484712j 0.00275785+0.00656792j -0.00123407-0.00506256j 0.0068417+0.00824299j -0.0088857-0.000681856j -0.00129684-0.00349413j -0.00519573-0.00251622j -0.00101502-0.00175065j 0.00236168+0.00168206j -0.00470565-0.00142445j -0.000778483-0.00387554j -0.00472021+0.000329833j 0.00205599+0.00142512j 0.00125025-0.000773278j 0.00780738+0.00600013j 0.0012596+0.000989622j -0.00181134-0.0052807j -0.00474526-0.00143264j 0.0103665+0.0111153j -0.00148646+0.00474501j -0.0036932-0.00268471j -0.00534381-0.00605354j -0.00801687-0.0105265j 0.00829899-0.0057592j 0.00231659+0.00851353j -0.0100404+0.000632201j 0.0122711+0.00605534j 0.015306+0.0091197j -0.0124346-0.0105207j -0.00214488+0.015869j 0.0214591+0.00658531j -0.013637-0.003534j 0.00575478+0.0156043j 0.0133674-0.00208052j 0.028725-0.0265723j -0.0102704-0.0184374j 0.0411747+0.0125774j -0.02471-0.0371163j -0.0516132+0.00898925j -0.0422098-0.0154598j 0.00788219-0.0140294j -0.0557952+0.0312294j -0.00907212+0.0412119j 0.06304+0.0449051j -0.0119776-0.00179567j 0.0489643+0.0192413j -0.00381379+0.0160881j -0.0325089-0.0173976j 0.0516419-0.0133338j -0.0043234+0.00189733j 0.00312418-0.0163483j -0.00142371+0.00300518j -0.0140861-0.00025284j 0.00255698+0.0223466j -0.00771197+0.0166423j -0.000957129-0.00678491j 0.0267526-0.00170116j 0.0020817+0.0181098j 0.0160022+0.00333382j -0.0010415-0.00397468j 0.0240251-0.00376041j 0.00683639-0.0084807j 0.0154171+0.010443j -0.00736091-0.00402819j 0.0198917+0.014245j -0.0154501+0.00327935j -0.00646926-0.00100818j -0.0145159-0.00596021j -0.00640818+0.00419842j 0.00437398+0.0197888j -0.0123782-0.00168374j -0.0212864+0.0121386j 0.0219351-0.0129512j -0.000990632+0.0106182j 0.00532242+0.0117138j -0.00657206-0.00696622j 0.00147733+0.00451084j -0.00598023+0.00712494j 0.0036524+0.00373493j -0.0167747+0.0103325j 0.0104863+0.0262729j -0.0129177-0.00492539j -0.00747385+0.0163133j 0.000471077+0.00553984j -0.00999587-0.0272317j 0.00298588-0.00605992j 0.00236773+0.00952834j 0.00203408-0.0338103j 0.0373398+0.00158561j -0.00247164+0.0453502j -0.0489827-0.00958741j 
-0.00265853+0.00304404j -0.00413994-0.00415335j -0.00576168+0.00349692j 0.00772523-0.00687338j 0.0121233-0.0302467j 0.0447438+0.0615544j -0.0351816+0.0295912j -0.0233474-0.0428101j -0.0118853-0.0287061j 0.0481451-0.055834j 0.0111741-0.00589539j -0.0300977-0.00204774j 0.0201278-0.00688705j -0.00367868-0.01475j 0.00481744-0.0561445j 0.00492904-0.0166684j 0.000502456-0.0165336j -0.0504904+0.000967045j -0.0456815-0.00909657j 0.0194728-0.00880726j 0.0285337-0.0307775j -0.0382656+0.00611967j -0.0285109-0.00575808j -0.00515892-0.0297621j 0.0158238+0.0127157j 0.00711769+0.0114885j -0.000929337+0.000727017j -0.00480667-0.0118153j -0.00519554+0.0164447j -0.0109629-0.00864918j -0.00764656-0.0187788j 0.0141499-0.000119959j 0.00790007+0.0101077j -0.00115365-0.0110176j 0.00526044-0.000470006j -0.00642702-0.00624405j -0.000126937+0.0075955j 0.000889708+0.0042371j 0.00104552+0.000512547j 0.0103887+0.0270944j -0.00146278-0.00878317j -0.00966361-0.00746008j 0.00167688-0.011363j -0.00786077-0.0285938j -0.00646822-0.00137739j 0.00477532+0.00584296j 0.000751445+0.0371527j -0.016579-0.0337462j -0.0117659-0.0394863j -0.00759445-0.000410228j -0.0148832-0.00358364j -0.025939+0.010921j 0.0268987+0.00147654j -0.000881301-0.0259181j -0.0053231-0.0269979j -0.00756906+0.00338851j 0.0251507+0.00462797j -0.00670554+0.040801j 0.0308817+0.0411697j -0.00552407-0.0187551j -0.00680914+0.0215638j -0.00638793+0.0195878j -0.0114305+0.0136874j -0.0072992-4.18148e-05j 0.00391151-0.00975017j -0.00878526-0.00544889j -0.00977619+0.00507898j -0.00271833-0.0157537j 0.0174801-0.0238809j -0.012555-0.0125657j -0.0112465+0.0127887j -0.00706969+0.0131224j -0.0234807-0.00577294j -0.00170341-0.0183651j 0.00457047+0.00272423j -0.00438595-0.0196093j -0.0135813-0.00125901j 0.00423913-0.00834768j -0.00414234-0.00465626j -0.00427946+0.000119605j 0.00197266-0.000750076j -0.00216696-0.00623416j -0.0108355+0.0137918j 0.0160741+0.00705631j -0.00420549-2.50192e-05j 0.000481983-0.00185376j -0.00394531+0.00117716j 0.00347533+0.00925541j 0.00480725-0.00227767j 0.00324746-0.00166488j -0.00210026+0.00103044j -0.00306113+0.0020622j -0.00637299-0.00379403j 0.00371041-0.00158716j 0.00386818+0.00420518j -0.00782118-0.00264868j 0.00231507+0.00026949j -0.00368356-0.00289558j 
0.000406771-6.79241e-05j 0.00470143-0.00102623j 0.0135464+0.026851j 0.02449-0.0205284j 0.011338-0.0681401j 0.016177+0.02004j -0.00252462+0.0130574j -0.0141275-0.0569993j -0.0322906-0.0448507j -0.0452264-0.0130335j -0.00361815-0.0259862j 0.0449736-0.0165285j -0.0633661+0.0327921j 0.00287676-0.0142056j 0.0330728-0.0380799j -0.00900039-0.0211371j 0.0358458-0.0122178j 0.0545466-0.00394496j -0.0115891-0.0051527j -0.0180458+0.00999968j -0.04688-0.010956j 0.0250272+0.00591039j -0.00738076-0.012638j 0.00448001-0.00332142j -0.0322981+0.00112826j 0.0320355-0.00327243j 0.0178958-0.0110043j 0.0197966-0.00987834j 0.00877667+0.0125276j 0.000713373+0.000424588j -0.000630152-0.0085327j -0.00913893+0.00406377j 0.0189028-0.00281463j -0.002027-0.0152837j -0.00697057+0.0146405j -0.00382397-0.0112235j -0.00377237+0.00841332j 0.0051856-0.00717787j -0.00435077-0.0221598j -0.000571958+0.0243855j -0.0112909-0.00580534j 0.00569761+0.0160859j 0.00569089+0.00133755j -0.00742038-0.0282902j -0.00641251+0.00525533j 0.0210701-0.00484135j -0.0109519+0.00604878j -0.0212691-0.0348207j 0.00447727-0.047951j -0.0250963+0.0157984j 0.0198728-0.0234764j 0.00301837-0.00539898j 0.0108881-0.0108423j -0.00218961+0.00404203j 0.0118339-0.00654405j 0.00640513-0.0384384j -0.0150137+0.0341703j -0.00115945+0.00582103j 0.0278061+0.012579j 0.000775081-0.0264442j 0.0142335-0.024899j -0.00551823-0.035j -0.00766977+0.00302668j -0.0150375+0.0144942j -0.0124943+0.0437749j -0.00338021+0.0118998j -0.0171544-0.0129434j -0.012356-0.0176779j -0.00430689+0.00952068j -0.00558118+0.0163362j -0.0120507+0.0141671j -0.0169502-0.0196993j -0.0087248+0.0104359j -0.00391692+0.00534187j 0.00483074+0.0088042j -0.00794944+0.0159576j -0.0117647-0.0115062j -0.00794232+0.0181289j -0.0119323-0.00302245j -0.0024331-0.0025108j -0.00474676+0.00636678j 0.00352291+0.00905304j 0.000303546-0.00498237j 0.00905643-0.00929978j -0.00423347-0.00296272j 0.00472141-0.00118969j -0.00162158-0.00547248j -0.00818839+0.000237233j 0.000745433-0.00452088j 0.00499082-0.00192772j -0.00797243+0.00644566j 0.00793794+0.00262692j -0.00951593-8.42048e-05j 0.00448032-0.00696021j -0.00395835+0.00831966j -0.00191245+0.00357628j -0.00479992+0.00214567j 0.0015637+0.000463205j 
0.00224972-0.00122632j -0.00188548-0.00238382j 0.0150925-0.0215188j -0.0283045-0.0382704j -0.0050538-0.0855605j -0.020244-0.00202667j 0.00407933-0.00156062j -0.0425242-0.0217957j 0.0587053-0.0706267j -0.0477366+0.027802j -0.0242536-0.0147128j -0.0538775+0.0101272j 0.0561479-0.00472407j 0.00535161+0.00217457j -0.0149766+0.00905885j -0.0166556+0.0136327j -0.0213262+0.00752567j -0.0155324+0.0108602j 0.059438-0.0279568j 0.0269506-0.0181537j -0.0266672+0.00961476j 0.0175445-0.0212719j -0.017319-0.0086903j -0.0297446+0.0189904j 0.00529258-0.00499316j 0.00437878-0.0139243j -0.00116546+0.002979j 0.00226776+0.0170752j 0.0090156-0.012719j 0.021035+0.00833246j 0.0022496+0.0128858j -0.010492+0.0167961j -0.0179352+0.00378571j -0.0357869-0.0188503j 0.0169075-0.010873j -0.00445555+0.0190946j 0.0082405-0.0137699j -0.0108211-0.0214299j 0.0142893+0.00128803j -0.00909285+0.011379j 2.71942e-06+0.00174142j -0.0161852-0.0037977j 0.0108741+0.00932691j 0.000530157+0.00723135j 0.0420715+0.0123702j -0.00262815-0.0224445j -0.00517094-0.0297857j -0.0121744-0.0486136j 0.0156793-0.0380081j -0.00360331+0.0219005j 0.0315286-0.0130643j -0.0182011+0.0315694j -0.0031968-0.0505008j 0.000610317+0.010312j -0.00207987-0.0378811j -0.00455771-0.00668481j -0.00266441+0.00530185j -0.00615967+0.00187979j 0.00357839+0.00771966j 0.0063806+0.0117327j -0.00626588+0.0144275j -0.0209387-0.0224653j -0.0101998+0.0140485j -0.00569457-0.0283409j -0.0109276-0.0245375j 0.00138107-0.0045449j -0.0173788+0.0177881j -0.00117304+0.00443502j -0.00523887-0.00179779j 0.00777283-0.0174687j -0.00431181+0.00665543j 0.00333193-0.00359751j -0.00913486-0.0101857j -0.00880347+0.0122264j -0.0060493-0.0196099j 0.00687536+0.00555316j 0.0090436+0.00908321j -0.0229128-0.0154763j -0.0168425+0.00489685j 0.00797004-0.00710609j 0.000252472+0.00552606j -0.0056416+0.0126983j 0.00554732-0.0075902j 0.00510603+0.00546996j -0.00158761-0.0117654j 0.000735427-0.00170251j 0.0105495+0.00366135j -0.0118565+0.00732731j 0.00906188+0.00845806j -0.0167536-0.00356838j -0.00763884-0.00193754j -0.00754108-0.00309727j -0.00218526+0.011826j -0.00258245-0.00778039j 0.00709115+0.00815584j -0.00141053+0.00196896j 0.00551039+0.00387707j -0.000994654-0.000548243j 
0.0117518+0.00846004j -0.00615315+0.0113706j -0.045439+0.0774216j 0.0589177+0.0817815j 0.0414411+0.0234727j -0.0268764-0.0190581j 0.0207935+0.0274378j 0.0329909-0.0134536j 0.0557545+0.00554432j -0.0375186-0.00368949j 0.00305811+0.00570575j -0.034561+0.00169301j 0.0163647+0.0151656j -0.00476961-0.00383867j -0.00555369-0.0120991j -0.00294539-0.000744952j -0.0072287-0.00435224j -0.0197224-0.0118415j 0.0137689+0.00790454j 0.0224554+0.00775475j 0.000665753+0.00278069j 0.0209567+0.010804j -0.00385644-0.00800609j -0.00633507+0.0140346j -0.00921056-0.0127945j 0.00435394-0.0061074j -0.0045856-0.00863955j -0.0205608-0.0108425j 0.00981218+0.00824184j -0.00459071-0.00451302j 0.00233098-0.00469488j -0.0168881-0.0186146j -0.00943551-0.00503539j 0.0118788+0.050288j 0.0046409+0.00943746j -0.0070001-0.0229764j -0.00437636+0.0203534j 0.00480496+0.0377107j 0.00728695-0.0443055j -0.00941154-0.0113198j -0.00252832-0.0448404j -0.00809714+0.05247j 0.00772876-0.0315493j -0.0106915-0.0158894j -0.00715524-0.0431436j 0.0243126+0.0524125j 0.00154948+0.000545474j -0.0252773+0.034173j -0.0102654+0.013319j -0.0263247-0.0366486j 0.0420752-0.0281642j -0.031265+0.0275742j 0.0116308-0.000447034j 0.00192768-0.00649283j 0.0201436-0.00331275j -0.0280864+0.0342602j -0.0161593-0.00736847j 0.011725-0.00508365j 0.00914324-0.0116085j 0.0015745+0.017685j -0.00259522+0.00429135j -0.00352588+0.0124701j 0.0137362+0.0111566j 0.00114526-0.00394337j -0.00230182-0.0220309j 4.25063e-05-0.00223595j 0.00140055+0.020472j -0.00966105+0.013056j 0.00558573+0.00806782j -0.00874256-0.0121202j 0.00300716-0.00234143j 0.000409021+0.00570229j -0.00568098-0.00463065j -0.00139007+0.00980042j 0.0125138-0.00227596j 0.00355107+0.00789869j -0.00496902+0.00923517j 0.00534097+0.000185323j -9.77675e-05+0.00898838j -0.00980338-0.00763394j 0.00598604+0.00487286j -0.00482922+0.00752304j -0.00563992-0.00724325j -0.00178619-0.00245908j -0.00440786-0.0081946j -0.00821308+0.00185465j 0.0088867+0.00853158j 0.00925625-3.9874e-06j 0.00073227-0.00117483j 0.0127265+0.00420851j 0.00543661-0.00856037j -0.00398945+0.00422784j -0.00507399-0.00271106j 0.00931525+0.00509333j -0.00388065-0.00506258j 0.00569841+0.000987313j -0.00792307-0.00615315j -0.00747006+0.00498834j 
0.00831915-0.0135807j 0.0121931+0.0106523j 0.0647037+0.0834713j 0.0514636-0.0790794j 0.00294038+0.0459579j -0.010737+0.043867j 0.0371004-0.0351998j 0.0068447+0.0502773j -0.00459829-0.0104608j 0.0087702+0.00392129j 0.00302153+0.0130735j -0.0187485-0.00476703j -0.0228139-0.00748145j 0.000586349-0.00586558j 0.018645+0.00104856j 0.00500507-0.00370122j -0.00119945-0.000123444j 0.00846397+0.0067252j -0.0245601-0.0109134j 0.0114896+0.0072715j 0.00443675+0.00061152j 0.00885586+0.00668704j -0.00337999-0.00370177j 0.0065926-0.00622244j -0.0138494-0.0147665j 0.0030686+0.0134963j 0.00355394+0.00109412j -0.00458232-0.0117161j -0.000328876-0.0144272j -0.00485052-0.0193903j 0.0128728+0.00805199j 0.000778153+0.0165012j 0.00163771-0.0070539j 0.00940078-0.0151708j -0.00517914+0.0191853j 0.00100376-0.00115556j -0.00346336-0.0360158j 0.00140417-0.0621597j -0.00364065-0.044168j -0.00304061+0.0372073j -0.00803597+0.0782075j 0.00175781+0.0517011j 0.00858412+0.038234j 0.00926289-0.0248947j -0.0334172-0.0772162j -0.0292497-0.0389114j 0.00834215+0.051574j -0.00705586+0.0520259j 0.0340237+0.0485563j -0.0473529-0.0107729j -0.0119899-0.024098j 0.00602833-0.00695328j 0.0220378-0.0123693j -9.71016e-06+0.0106704j -0.0060065+0.011696j 0.0130242+0.00319388j 0.0113489-0.00428651j -0.00712345-0.0121623j 0.0330343+0.00743736j -0.00453233+0.0162986j -0.00644006-0.000365875j 0.0259998+0.0142216j -0.00831342-0.00611261j -0.0187411-0.0123578j 0.00852523-0.00263419j 0.00892033+0.00800489j 0.00290717+0.0157337j -0.0109137+0.00227402j -0.00435088+0.00806984j -0.00543402-0.0109858j -0.00472993-0.00284891j 0.00126402-0.00426758j -0.00129693+0.000996406j 0.00534888+0.00165675j 0.00576739+0.00406669j -0.0050197+0.000448366j -0.00882129-0.00327721j 0.0170927+0.00890872j 0.00899624+0.00964706j -0.00891208-0.00355467j -0.00372577-0.000583498j 0.013788+0.010165j 0.00165852+0.00130399j -0.000913577-0.0014873j -0.00363516-0.00528955j -0.000376731+0.00497745j -0.00193109-0.00122109j -0.00670144-0.000776987j -0.00439856-0.00747407j 0.0140778+0.00211723j -0.00509053-0.00652163j 0.0133083+0.00692357j -0.00461234+0.000586473j 0.00285794+0.000940014j -0.00815989-0.00196353j 0.00379175-0.00284761j -0.00907815+0.00435396j 0.00738366+0.00546872j 
-0.00329824+0.000553627j 0.00588968-0.0078096j 0.00337546-0.062634j -0.0184324-0.0109722j -0.0340474-0.0241163j 0.00822754+0.0232179j 0.0959508-0.00690098j 0.0939-0.0573161j 0.00432502+0.0100685j -0.0034787-0.0219982j 0.0194436-0.000966905j -0.0328814+0.00432227j -0.0687994+0.0184343j -0.00355282+0.00262338j 0.0204952-0.0172853j 0.0481354-0.00914775j -0.0176562-0.0144554j 0.00799814+0.00196017j -0.017773+0.019433j -0.0138271+0.00412817j -0.018714-0.0166018j 0.0182503+0.00544065j 0.00299432-0.00351033j -0.000962838-0.0222414j -0.00341833+0.0126703j 0.0103684-0.00430763j 0.0210134-0.00286791j 0.0108367+0.0016868j -0.00183196+0.00902477j 0.000277153+0.0149621j 0.012841-0.00846665j 0.000168278-0.00196701j 0.00306383-0.000797003j 0.0139666-0.0252417j -0.0105538-0.0011387j 0.000419184+0.0038183j 0.0109057+0.0182044j 0.013324+0.00575811j -0.00455584+0.0347228j 0.000704542+0.0023937j -0.0207493-0.0138207j 0.00771284-0.0419054j 0.00211585-0.00487641j -0.00300108+0.00789195j -0.0309799+0.050371j 0.00740123-0.0113212j -0.01002-0.0168049j -0.0319432-0.010576j -0.00152086-0.011319j -0.0254673+0.0286434j -0.0174717-0.00683768j -9.69732e-05+0.0198643j 0.0123424-0.0127285j 0.0118138-0.0338175j 0.00410112-0.0627794j 0.00753571+0.0152904j -0.00263728+0.0228086j 0.00381831-0.0489814j -0.000741663+0.00582749j -0.00065698+0.00629525j 0.00359655+0.0233068j -0.0160503-0.000661083j -0.00332006-0.02648j -0.00953235-0.0317835j 0.00295543-0.0072885j -0.000610414-0.000736342j 0.000286948+0.0115857j -0.00483563+0.00412974j -0.00279568-0.0065088j -0.00648417-0.0155939j 0.0036395-0.0116057j -0.0161807-0.00156796j 0.00789345-0.000623168j -6.50511e-05+0.00994349j -0.00298994-0.000399817j -0.00439368-0.00164175j -0.00419617-0.00371011j -0.00223143+0.0158119j -0.00509216+0.0080826j -1.77221e-05+0.00303322j -0.00656088-0.00361074j 0.00737753-0.00137975j 0.000391624+0.0102404j -0.00569967-0.00668937j -0.00376369-0.00313456j 0.00465982-0.012522j -0.00127658+0.00188525j -0.000908185+0.00552697j -0.00536297-0.0102491j 0.00312586-0.00288173j -0.000926651+0.00932753j 0.0056102+0.000776387j 0.00401034-0.0038593j -0.00167701-0.00479322j -0.00482585+0.00715391j 0.00270874+0.00348705j -0.00377168+0.000627258j 0.00292496-0.00608603j 
-0.00619628-0.00262028j 0.0066794+0.00146449j 0.0057179+0.011013j -0.00620542+0.0114681j -0.0122229-0.00929976j -0.134067+0.0334214j -0.0338758+0.0292434j 0.0569085-0.00683211j -0.0170317-0.00134297j 0.0903241-0.0196193j 0.0022102+0.00341697j 0.0334022-0.0278092j -0.0149515-0.00226173j 0.0115189-0.00506822j 0.0624664-0.0278871j 0.0242086-0.00341638j 0.0285056-0.0184288j 0.0261304-0.00323194j 0.00813257-0.00113916j -0.00393016+0.0088024j 0.0314206-0.00575272j -0.0147171+0.00309797j 0.0153315-0.00349599j 0.0434474-0.0126359j -0.0171069+0.00572888j -0.0239621-0.0028433j 0.00458591-0.00054844j 0.0154183-0.00119759j -0.0234716+0.00445197j 0.000196621-0.00148276j 0.0117748-0.000160979j 0.0162742+0.00235092j 0.00645828-0.0036666j 0.0117004+0.00389843j -0.00637154+0.00447081j 0.00527491-0.000424059j 0.000975099+0.010553j -0.00849421+0.000664599j -0.0272128-0.00645534j -0.00929729-0.00176026j -0.00257539-0.00597619j 0.0259787+0.00913409j 0.0156172+0.000674987j 0.0174639-0.00881618j 0.00425823-0.00230686j -0.0221404+0.0231455j -0.0527037+0.00752037j -0.00748042+0.0167667j 0.0409928-0.0115794j -0.00443044+0.0129228j -0.0283191+0.0172048j -0.00422675+0.00557694j -0.00338112-0.0269621j -0.0108296+0.0115483j -0.00724723+0.00460533j 0.00570158+0.0162933j 0.00776842-0.0227222j -0.0048311+0.00719916j 0.0095558-0.0583303j -0.009713-5.08487e-05j 0.00143865+0.00172704j 0.00563917-0.00154727j -0.00584159+0.0030918j -0.00705547+0.014102j 0.00988347+0.00381377j 0.000321285+0.0182388j -0.00203593-0.00178887j -0.00346768+0.00353179j -0.0179353-0.0278559j 0.000659158+0.0215426j -0.00125991+0.00545748j 0.00372033+0.0180734j 0.0029537+0.0278474j 0.0047309+0.000648554j -0.00181683-0.00209874j -0.00658629+0.00617191j -0.00206299+0.007333j 0.0118457-0.00157964j 0.00204272+0.00502674j 0.00211424+0.00890656j -0.00665636-0.00350547j 0.00184524-0.00104193j 0.00314311+0.0174041j -0.0028979-0.0165436j 0.00506177+0.00953083j -0.00464954+0.000836087j -0.00815977+0.00119777j -0.000815896-0.00544578j -0.000319722-0.00635733j 0.0058515-0.000296138j 0.0014127+0.000892822j 0.00478018+0.00577946j 0.00777354+0.00535636j 0.000359445-0.00593731j -0.00652008-0.00109288j 0.000999226+0.00340193j 0.00181971-0.00177367j 0.00710601+0.00203662j 
-0.00598553-0.00764906j 0.00289753-0.00734677j -0.00837558-0.0233867j 0.00640812-0.0517611j 0.133953-0.0422774j 0.0210811-0.00648168j -0.0612263+0.0112736j 0.0622178-0.0021772j 0.078843+0.00393837j 0.0110672+0.00604715j 0.0311905-0.00682757j 0.0195519-0.00978575j -0.0168223+0.0101829j 0.0247988+0.00560492j 0.0463011+0.0107826j 0.00898811+0.0031413j 0.00477673-0.00125677j -0.00770985+0.00203577j 0.0183758+0.0138746j 0.000888018-0.000303334j 0.00532334+0.00232081j -0.00344286-0.00327656j 0.00819735+0.00427072j -0.00960111+0.00540561j 0.012777+0.00146465j 0.00821855-0.00122665j 0.00756512+0.00254946j 0.00420387+0.00980191j -0.0022214-0.0103698j 0.00133525+0.00463301j 0.00225956+0.0037729j -0.00455854+0.00477677j -0.00827147-0.00439314j 0.00252731-0.0155634j 0.00224505+0.00282549j 0.000894219+0.00643015j -0.00257626-0.00353675j 0.00112703-0.00887699j 0.021979+0.0120418j -0.0250274+0.0100382j 0.0217576+0.0235457j -0.00851335-0.0131394j 0.0031474+0.00152j 0.0214052+0.00727189j -0.00869572+0.00869118j 0.0335807-0.0477214j -0.0205879+0.0252606j 0.0424163+0.0110968j 0.0389668-0.0138895j -0.0252233+0.0464584j 0.0156145-0.0233198j 0.0108674+0.0152288j 0.0111124-0.0110917j 0.00042982-0.0177925j -0.00929566-0.00843616j 0.0109001-0.00667961j 0.0115286+0.0147683j 0.0018732-0.000335761j 0.00131-0.0134805j -0.00739232-0.00686887j -0.000377948-0.00383854j -0.0122791+0.0257572j 0.00510967+0.0253911j -0.00670108+0.0111748j 0.000773464+0.0190366j -0.00265321-0.00543019j 0.00175995+0.0224788j -0.0030072+0.00305214j -0.00559777+0.0084163j -0.00106986-0.00354864j 0.00337214+0.0124113j -0.00583843+0.00198653j 0.0042069+0.0117136j 0.00138726+0.00898056j -0.00412085+0.00112303j 0.000664356+0.00145836j 0.00556323+0.00015999j -0.00593438+0.00914978j -0.00567996+0.00983949j -0.00190859-0.00471315j -0.00304092+0.00201157j 0.00792602+0.00607898j -0.00566229-0.00929644j -0.00518164-0.00769271j -0.00646519+0.000485105j 0.00773247+0.000993535j 0.00534161-0.0053141j -0.00172893+0.010709j -0.00242029-0.00218916j 0.00163664+0.00325426j -0.00890352+0.00773744j -0.00192326-0.00453661j 0.000613434+0.00888068j 0.00933475+0.000430076j -0.00728077+0.00129906j -0.00215416+0.00190146j 0.00124787+0.0046205j -0.00124945-0.0026352j 
-0.0232988+0.111344j -0.102844-0.0357537j -0.0182814-0.0180539j 0.0218199-0.018043j 0.0170562-0.00235712j -0.0399328-0.0255949j -0.0196725-0.00163706j -0.0194413+0.0350817j 0.00502738-0.0179871j 0.00305678-0.0135879j 0.00249603+0.0194212j 0.0259837+0.0617126j -0.00286188+0.0104357j 0.010626+0.0217325j 0.0119758+0.0210887j 0.00128525+0.0461285j 0.01072+0.00761523j -0.00383234-0.0846681j 0.0087636-0.0293278j -0.0101903-0.0683772j 0.000638256-0.0072157j -0.0146951-0.0158917j -0.00398746-0.0486216j -0.00277887-0.03518j 0.0135378+0.0267326j 0.00135353+0.06562j 0.00947722-0.0068825j 0.00601988-0.0350148j -0.00123086+0.0209249j -0.00168335-0.00123834j -0.0130184-0.0163867j 0.0110091-0.0484425j 0.00503427-0.0600645j -0.0127456-0.0224478j 0.00173755+0.0408393j -0.00101629-0.00158023j 0.0148633-0.0335446j -0.00361428-0.0174841j 0.0120452+0.0433238j 0.00926445-0.0349446j 0.00144078+0.00520421j -0.0249478-0.0590986j 0.0182052-0.0330689j 0.000641277+0.0270261j -0.01068+0.0192097j -0.0254772-0.00971383j 0.00344403+0.0261361j -0.03038-0.00763702j 0.00135591-0.0460856j 0.00263471+0.000358339j -0.0115652+0.0124715j -0.000480612+0.00776006j -0.00498745+0.00127376j -0.011643-0.00506974j 0.00210874-0.0101464j 0.0119139+0.00844776j 0.00914238+0.00418349j 0.00798208+0.00713025j 0.00163555-0.0135724j -0.00881141-0.010755j -0.00813954-0.00493892j 0.000254082-0.00284739j -0.00288101-0.00296357j 0.0042158+0.00367776j -0.000519089+0.00168798j -0.000740232-0.00503043j 0.000533384+1.94518e-05j 0.00745045+0.00603633j -0.00637366-0.00374644j -0.00137567+0.002181j 0.000718899+0.00272443j -0.00491144-0.00215296j -0.00412329-0.00107865j -0.00192728-0.00096296j -0.00401748-0.0017137j -0.00639084+0.001206j -0.00872889-0.00149076j -6.37042e-05-0.00467632j -0.000220048-0.00250887j 0.0035794-0.000460864j 0.000301152+0.00296883j -0.000570644-0.00662547j -0.00570614-0.00282801j 0.00356526-0.000941135j -0.00392218-0.00112753j 0.00823996-0.00406934j 0.0049229+0.00907337j 0.00888398+0.00126708j 0.00120613+0.00578028j -0.00206188-0.00415588j -0.0061878+0.00847111j -0.0136554-0.00814824j -0.000395519-0.00610175j 0.00334501-0.00588526j 0.0115117+0.0084146j -0.00753616+0.00787381j 0.00327076-0.00961089j -0.012549-0.00502267j 
0.103515+0.035101j -0.0230888+0.11122j 0.0186184-0.0223673j 0.0185278+0.017815j 0.0377486+0.00641963j 0.0344156-0.0122453j -0.00788726-0.0376634j -0.0187167-0.0193023j 0.00570698-0.009331j -0.00421845+0.026568j 0.017969+0.0477367j 0.00558091+0.00133038j 0.00102373+0.0272014j -0.0045684-0.0573476j -0.0133147-0.0150271j 0.0062783+0.0430719j -0.012944-0.0444571j -0.0147392+4.27193e-05j -0.00430837-0.0343727j -0.00526974+0.0239216j -0.0101377-0.0379803j 0.00478866+0.0839845j -0.0099472+0.0195219j -0.0151604-0.0315199j 0.00915688-0.0638627j 0.0110296-0.00501028j -0.00450124-0.0480081j -0.00695408-0.0254464j 0.0119366+0.0199731j 0.00315124+0.038619j -0.00927049+0.0486008j -0.00972421-0.0567744j -0.0113635-0.0039054j 0.00409623+0.00591315j 0.00647697-0.0405518j -0.00270404+0.0283216j 0.0095731-0.0169677j 0.00925826+0.046064j 0.00474174+0.0251495j -0.0227488+0.0112921j -0.0200197-0.0713632j -0.0126188+0.0129177j -0.00605491-0.0499638j 0.0256341-0.0173053j 0.0142103+0.0136905j -0.00924174+0.010691j -0.0316952-0.00975499j 0.000167653-0.0412121j 0.0144404-0.0106541j 0.00325146-0.0136443j 0.00243689-0.0268852j 0.00445437+0.00315939j -0.000167518+0.00332375j -0.00647251-0.0113493j 0.00828652+0.0140588j -0.0082578-0.00362949j 0.000407504+0.000790004j 0.00158746+0.0118685j -0.00612322-0.00551675j 0.00501261-0.000109655j 0.00252203+0.00117739j -0.00774676-0.00559542j -0.00544814+0.00586912j -0.00773196+0.00208453j -0.00516931-0.00749505j -0.00532749-0.00474317j 0.00082215-0.00341088j -0.00076555-0.00511795j 0.00735556+0.00546954j -0.00567476-0.00506773j 0.00439595-0.000902633j -0.00858638+0.000323424j -0.00193012-0.0025062j -0.00181151+0.00195062j 0.00342126+0.00622995j 0.00970598+0.00656689j -0.000172772+0.00375132j -0.00881316-0.00287798j 0.00256321-0.003751j -0.00597832-0.00550465j 0.00685466+0.00246409j -0.00589704-0.00670279j -7.50568e-05+0.000702318j -0.000792395-0.0017037j -0.00436411+0.00125611j -0.00251439-0.00854111j 0.0163998+0.000314238j -0.00225053-0.004188j 0.00385319+0.000809225j -0.0038276-7.97424e-05j 0.00605912+0.00671363j -0.0054331+0.00805026j -0.0108532-0.0025721j -0.00493642-0.00165526j 0.00681223-0.00870985j 0.00975687+0.00726821j -0.0126091-0.00450931j -0.00344339+0.00939171j 
