-0.000607141+0.00274265j -0.011607-0.00462832j -0.0102599-0.00480262j 0.00489575+0.0007175j 0.0101287+0.00718369j 0.00396726-0.00388662j 0.002813-0.00507063j -0.0060363-0.00484712j 0.00275785+0.00656792j -0.00123407-0.00506256j 0.0068417+0.00824299j -0.0088857-0.000681856j -0.00129684-0.00349413j -0.00519573-0.00251622j -0.00101502-0.00175065j 0.00236168+0.00168206j -0.00470565-0.00142445j -0.000778483-0.00387554j -0.00472021+0.000329833j 0.00205599+0.00142512j 0.00125025-0.000773278j 0.00780738+0.00600013j 0.0012596+0.000989622j -0.00181134-0.0052807j -0.00474526-0.00143264j 0.0103665+0.0111153j -0.00148646+0.00474501j -0.0036932-0.00268471j -0.00534381-0.00605354j -0.00801687-0.0105265j 0.00829899-0.0057592j 0.00231659+0.00851353j -0.0100404+0.000632201j 0.0122711+0.00605534j 0.015306+0.0091197j -0.0124346-0.0105207j -0.00214488+0.015869j 0.0214591+0.00658531j -0.013637-0.003534j 0.00575478+0.0156043j 0.0133674-0.00208052j 0.028725-0.0265723j -0.0102704-0.0184374j 0.0411747+0.0125774j -0.02471-0.0371163j -0.0516132+0.00898925j -0.0422098-0.0154598j 0.00788219-0.0140294j -0.0557952+0.0312294j -0.00907212+0.0412119j 0.06304+0.0449051j -0.0119776-0.00179567j 0.0489643+0.0192413j -0.00381379+0.0160881j -0.0325089-0.0173976j 0.0516419-0.0133338j -0.0043234+0.00189733j 0.00312418-0.0163483j -0.00142371+0.00300518j -0.0140861-0.00025284j 0.00255698+0.0223466j -0.00771197+0.0166423j -0.000957129-0.00678491j 0.0267526-0.00170116j 0.0020817+0.0181098j 0.0160022+0.00333382j -0.0010415-0.00397468j 0.0240251-0.00376041j 0.00683639-0.0084807j 0.0154171+0.010443j -0.00736091-0.00402819j 0.0198917+0.014245j -0.0154501+0.00327935j -0.00646926-0.00100818j -0.0145159-0.00596021j -0.00640818+0.00419842j 0.00437398+0.0197888j -0.0123782-0.00168374j -0.0212864+0.0121386j 0.0219351-0.0129512j -0.000990632+0.0106182j 0.00532242+0.0117138j -0.00657206-0.00696622j 0.00147733+0.00451084j -0.00598023+0.00712494j 0.0036524+0.00373493j -0.0167747+0.0103325j 0.0104863+0.0262729j -0.0129177-0.00492539j -0.00747385+0.0163133j 0.000471077+0.00553984j -0.00999587-0.0272317j 0.00298588-0.00605992j 0.00236773+0.00952834j 0.00203408-0.0338103j 0.0373398+0.00158561j -0.00247164+0.0453502j -0.0489827-0.00958741j 
-0.00325473+0.00646881j -0.00175055-0.00236606j -0.00222209-0.0051666j -0.00120328+0.00701714j 0.00636959+0.0032277j -0.00353064+0.022234j -0.000767563+0.00135995j -0.00414884-0.0145044j 0.00457603+0.0141015j -0.000969668+0.0146494j 0.0106412-0.00488192j -0.0043846-0.0304594j 0.00417007-0.0293055j -0.00728895-0.0069083j -0.000314493+0.0175803j -0.00329572+0.021351j 0.00249294+0.0379812j 0.00446947+0.0147591j -0.00854947+0.0219386j -0.00678153-0.0129074j -0.000615111+0.000983277j 0.00238552-0.00477942j 0.00365331-0.00642751j -0.00202668+0.0110855j -0.00474687+0.00888824j 0.00470217-0.0308582j 0.00620852-0.0079734j 0.000835158-0.0453269j -0.00845235+0.0126136j -0.0113923-0.0318964j 0.0127071-0.01871j 0.0170953-0.00494318j -0.0119901+0.00333631j -0.000537864-0.0443385j 0.0218483-0.00183809j -0.0189792+0.0290595j -0.00372953-0.0493432j 0.0242583-0.0262661j -0.00578051+0.0113069j 0.0077499-0.012897j -0.00845374-0.0590286j -0.0233274+0.0510888j 0.00103177-0.0209219j 0.00429961+0.047566j -0.00472463-0.0229877j 0.0042057+0.00673634j -0.00589529+0.0107579j 0.00418625-0.0044204j 0.00688662-0.0145171j 0.00121542-0.011346j 0.00550593+0.00458914j -0.00113163+0.00124691j -0.00254744+7.44056e-05j 0.010035-0.00547999j -0.00246278-0.00690466j -0.0048015+0.0104092j 0.00725732+0.000885642j 0.0131547+0.00683515j 0.0117417-0.00695486j -0.00518681-0.00605233j 0.00931759-0.00646244j 0.00323695+0.00555582j -0.0110273+0.00279353j 0.00972545+0.0143849j -0.0131347-0.00894199j 0.00193254+0.00134929j 0.00359339-6.7386e-05j 0.0192584+0.0171084j -0.00319224+0.00440488j -0.00508367+0.0076143j -0.0193568+0.00257137j -0.00701538-0.00162926j 0.00858889-0.00406205j 0.0235527-0.0086653j 0.0162883+0.00981514j 0.0298193-0.000720022j -0.0159504-0.00123181j 0.00321446-0.0102191j -0.0173776-0.0163097j -0.00444887-0.00209958j 0.018739+0.00413062j 0.00505235-0.00476405j 0.0276985-0.00885204j 0.00328017+0.0188628j -0.00570265+0.0148374j 0.0572225-0.00311848j 0.00126157+0.0119714j 0.00947393+0.0117489j 0.0370613-0.00640255j 0.0147614-0.0033704j 0.0201853-0.00745324j 0.00137642-0.00836641j -0.024151+0.00882475j 0.0244392-0.00520896j 0.00575193-0.000706225j -0.00540048+0.00636135j 0.00588969-0.00909092j -0.0117784-0.00351898j 
0.00460553-0.00318385j 0.00257705+0.00186043j 0.00168729+0.000702191j 0.00120662-0.00581233j -0.00112781+0.00448141j -0.000223726-0.0183692j 0.00166538+0.004433j -0.00320801-0.00572049j 0.00563511+0.00340083j -0.000677486-0.0254933j -0.00188716+0.0154265j -0.0102181+0.00225197j -0.00373733+0.0102792j 0.000724802-0.0067772j 0.00535949+0.0127182j 0.00226216+0.000858001j 0.00859944+0.000920986j 0.0108455-0.00724893j 0.00477453-0.0129889j -0.0129841+0.00365708j -0.00939074+0.00164265j 0.000602038+0.0207729j 0.00215928+0.0163815j 0.00214865-0.00715483j 0.00301914-0.0139576j -0.00762246+0.0160075j -0.00780644+0.0261706j -0.00761277+0.0113593j -0.0153284-0.0259503j -0.0142872-0.0243844j 0.0106+0.00941682j 0.0209427+0.0115801j -0.0197137-0.0137118j -0.0178723-0.0118285j 0.0139254+0.00944505j -0.00770957-0.00857984j -0.0446981+0.0473253j 0.0546527-0.0282485j -0.00448445-0.0382723j -0.00908852+0.0837113j 0.00674107-0.0133396j 0.00333691-0.0644854j -0.00314687-0.0292392j 0.00999459+0.0191877j -0.00944647+0.00167397j 0.00314657+0.0386624j -0.00235963-0.0119907j -0.00998106+0.00586766j -0.00225842+0.0319888j -0.0161731-0.00678467j -0.00556764+0.0121057j 0.00113874+0.00392499j -0.000308953+0.0121046j 0.0069136+0.0125685j -0.00800441+0.00360127j -0.00109423-0.00694448j -0.00198609-0.0102484j -0.00574183-0.0027582j 0.000137711-0.00297129j 0.00141615-0.0015063j -0.00680203-0.000501966j -0.00611646+0.00911239j 0.00346416+0.00300823j 0.00711728-0.00610037j -0.00392274+9.57741e-05j -0.0206078-0.00118732j 0.0022311-0.00346352j 0.00967215+0.00263332j -0.00407476-0.00774602j 0.00613967+0.00565751j -0.0104233+0.00797448j 0.00811346+0.00970046j 0.00970048-0.0158249j -0.0221376+0.00665462j 0.00324069+0.0159381j -0.00644237-0.00226821j 0.00304934+0.00581935j 0.00164058-0.000286937j -0.0224812-0.000959047j -0.00967402+0.00186733j 0.000596737-0.0167346j -0.0258776+0.00820907j -0.0167313-0.00401982j -0.0205332+0.00873877j 0.0263171+0.0485306j 0.0122976-0.0075407j 0.00172739+0.0152499j -0.0253671+0.0189052j -0.0179382-0.00100307j 0.0330855-0.00236101j 0.0316405+0.00262608j -0.0233036+0.00358365j 0.039316-0.0101478j 0.00626176+0.00287636j -0.00399744-0.00875605j 0.0231893-0.00190455j -0.00165092+0.00368605j 0.00172777-0.00407713j 
0.00379098-0.00116121j 0.00479062+0.00562467j 0.00278697+0.0077435j 0.0150195+0.00548946j 0.011926+0.00314106j -0.00242539-0.00991774j 0.00651702+0.0111196j 0.00652228+0.014875j 0.0129636+0.000444198j -0.00849193-0.0154315j -0.0121782-0.00367789j -0.00286593+0.0018572j -0.0133711-0.00934228j 0.01142+0.0199553j 0.00779718+0.00739177j -0.0089222-0.00523948j -0.0169859-0.0133298j 0.0211648+0.000718466j -0.00576665-0.0106911j 0.00585372-0.00641888j -0.0179372-0.00558972j -0.000452209-0.018489j -0.0215871-0.000483063j -0.0259798-0.0221164j -0.0021395+0.0159054j 0.0344746+0.00364784j -0.0198961-0.0233138j 0.0234101+0.020326j -0.0486986-0.0231285j -0.000503867+0.0209879j -0.01784-0.0039074j 0.0662834+0.022104j -0.0408485-0.00883265j -0.0277047-0.0275105j -0.0213173-0.0159188j 0.0464279+0.0246652j -0.0270646+0.0197742j 0.00120165+0.0223259j -0.0147855+0.0269786j 0.00399293+0.0104454j -0.0431799-0.00661464j 0.00789664+0.0637017j -0.0440316+0.00564897j 0.0128688-0.0305928j -0.017687-0.00883425j 0.0274024+0.00105065j 0.00767195-0.00308473j 0.00564663+0.0151361j 5.92772e-05+0.00551299j -0.010756-0.0120228j 0.00241072-0.0185609j 0.0135321+0.00776982j 0.0187514+0.0111269j 0.00393671+0.00838009j 0.00639301+0.0203077j 0.0119108+0.00604633j -0.00346643-0.00330582j -0.00127496+0.00859229j -0.00624174+0.00782106j -0.00146495-0.000202806j -0.00342218-0.00338491j 0.00476498-0.00283061j 0.00342547-0.00165263j 0.000419907-0.00507799j -0.000242768-0.00799444j 0.00981997+0.00493914j -0.0169211-0.0126964j -0.0119424-0.00845774j 0.0043561-0.00315618j 0.00178422-0.0126807j 0.0132988+0.00216225j 0.00275575+0.00532277j -0.00806481-0.0240558j -0.00142713+0.018203j 0.0039728+0.0286508j -0.00211243+0.00549171j 0.00143913+0.00299894j -0.0254397-0.0251939j 0.0108573+0.00984139j -0.00501748-0.00966883j -0.0340753-0.032131j 0.00122577-0.0103702j 0.0148133-0.0200878j 0.0114395+0.0364083j -0.0326395-0.0171919j -0.000279376-0.0190505j -0.00393243-0.00637595j 0.00148345+0.00267619j -0.0107706-0.0119872j 0.0127793+0.0033098j 0.00747649+0.0132658j 0.031229-0.00181034j -0.0323114-0.00738114j 0.0104485+0.0105653j -0.0109566-0.00302181j 0.0226249+0.0075837j -0.0109129-0.0046035j -0.00853881+0.00309309j 
-0.00582931+0.000207366j 0.00369643-0.00861103j 0.00298698-0.00318188j 0.00107681+0.000726764j 0.00921033-0.00400816j -0.0126463+0.0196209j -0.000150666-0.0156602j 0.000780035-0.00740356j -0.00291686-0.00346301j -0.0170741+0.0343285j 0.00793691-0.00162433j -0.00189469+0.0107516j 0.00400368+0.015631j 9.7689e-05-0.0135213j 0.00483517-0.0291039j -0.00146043+0.00477544j -0.0106098-0.0142803j 0.001716-0.00458362j -0.0181303+0.0138788j -0.00856078+0.0325519j 0.007085-0.0101215j 0.00231159+0.0171618j 0.00257121-0.00229431j -0.00768722+0.0111953j 0.00432483-0.002376j 0.018831+0.0242239j -0.00876547+0.0352994j -0.00351237+0.0285464j -0.0146433-0.0143389j -0.0249318-0.0199364j -0.0108445+0.0107632j 0.0372915+0.0121136j -0.0062382+0.0138485j 0.00637779+0.0374596j -0.0020815-0.00325677j 0.0110472+0.0191037j 0.0369457-0.0415665j 0.00371686-0.0468166j 0.0318342-0.0466226j 0.0303819-0.0871611j -0.00571833-0.0266649j 0.00436048-0.0580063j -0.00688497-0.00752506j -0.000479922+0.00724908j 0.0128779-0.0251887j 0.0139803+0.00708809j -0.000376229+0.028403j 0.00337621-0.0132597j 0.0119552-0.0110766j 0.00401545+0.0169101j 0.002211+0.00358314j 0.000818396-0.00598514j 0.0128297-0.0100477j 0.00377591+0.000877502j 0.0151563-0.0140225j 0.00783862+0.00560243j -0.00181161+0.00765023j 0.00724727-0.00709013j 0.00492331+0.000654483j 0.0111161-0.00375135j -0.00175707+0.00414366j 0.00120301-0.00831747j -0.0114568+0.0173558j -0.00292117+0.00244174j 0.00538639+0.0119762j -0.00379081-0.00349676j 0.00878599+0.000675649j 0.00216327+0.0031369j -0.00561497-0.00856165j 2.97556e-05+0.00136195j 0.00549955+0.00276533j 0.00161192-0.00100102j -0.000522792+0.000945535j 0.0118348-0.0214969j -0.00778974+0.00493382j 0.0115015-0.00957089j -0.00120517+0.0251726j 0.00197687-0.000523607j 0.0123361+0.00354736j -0.020061-0.0115336j 0.0237929-0.0226104j 0.00134465-0.0166766j -0.03821-0.00523566j 0.00853582+0.0102294j -0.0172686-0.00858887j 0.01017+0.0289569j -0.0290119-0.00337824j -0.00470676+0.0150412j -0.0382255+0.0205959j 0.00649039+3.44149e-05j -0.0237035+7.6044e-05j -0.0108043+0.0106696j -0.0113784+0.00775319j 0.0250559-0.0114733j -0.00599212+0.00173505j -0.00394074+0.0063384j 0.00857511+0.00187378j 0.00393655-0.00866618j 
-0.00226792-0.000466667j 0.00387086-0.00426557j 0.00356759-0.00688053j 0.00038705-0.00357625j 0.000317747+0.00717776j -0.00170471-0.00024555j -0.000276598-0.00506368j 0.00190352-0.0155333j 0.00114777+0.0102593j -0.00319706+0.00404372j -0.00011875+0.00884189j 0.00711586-0.0182186j -0.00209841+0.0018043j 0.00395681-0.0236237j 0.000829696-0.00863903j -0.00543007+0.0129225j -0.00711605+0.0118487j -0.0041435+0.0215648j 0.00219275-0.00108911j 0.00706889-0.0342522j 0.00254533-0.0075236j -0.00124385+0.0091614j -0.00176946+0.00856073j -0.00952687+0.0165486j 0.000285253+0.00212718j 0.0156055-0.00168629j 0.00780948-0.00222456j 0.0135832-0.0091925j -0.00650327-0.0187139j 0.0107952-0.0493783j -0.00541827+0.0318169j 0.0071467+0.0439617j -0.00239706-0.0300558j -0.0101922+0.0212006j -0.00775955+0.0308825j 0.0199987-0.0200065j 0.00871972-0.0509685j -0.00391647+0.0647512j 0.00945597-0.017322j 0.00610958-0.0168527j -0.00388445+0.00424885j 0.0117529-0.0449689j -0.00755628+0.00947642j -0.00139267+0.00823507j -0.00305668-0.00661427j 0.0084709+0.00481272j -0.000713796-0.00218645j -0.00247832-0.0108675j 0.00488326+0.00423304j -0.00921236+0.00541687j 0.00126948+0.00623541j 0.00272416-0.00613087j -0.00548126+0.00655646j 0.00747464+0.00432634j 0.00412875-0.00363082j -0.00831013+0.0120018j 0.00114977+0.00228623j 0.000718074-0.00396892j 0.000306253+0.000605014j -0.00751352+0.00028812j 0.000961716+0.000709579j 0.00760368-0.00798657j 0.0132492+0.000995096j 0.00295332-0.00421745j -0.00767283+0.00379723j -0.000681721+0.00648846j 0.00209225-0.000626249j 0.0295154-0.00661174j -0.00646249-0.00488931j 0.00107231+0.000986894j 0.0156211+0.000897923j -0.00377563+0.00566649j -0.0217237-0.00367026j 0.00337053-0.00921872j 0.0283443-0.00600195j 0.00226982-0.00767398j 0.0147776+0.00829824j 0.00246515-0.01613j -0.00955401+0.00768441j -0.000544041+0.00964667j -0.0187625+0.000606118j 0.00975779-0.000281609j -0.0073518-0.00109821j 0.00973317+0.0001927j 0.0507455-0.0106496j 0.0152237+0.00534727j 0.0255586-0.00967693j 0.00896519-0.000168494j -0.0511828+0.0180346j -0.0105784+0.00536392j -0.00250039+0.00055947j 0.00129889+0.0021428j 0.00582272-0.000826414j 0.00274052-0.000142277j -0.00500367+0.00049534j 0.00398667+0.00174085j 0.00464004-0.0019038j 0.00103812-0.00579778j 
0.000841508-0.000568167j 0.00475242-0.00285617j -0.00107467-0.0102749j 4.88694e-05-0.00127111j -0.00238711-0.00470718j 0.00847479+0.00630733j -0.00156078-0.00178477j 0.00223381+0.00699031j 0.00145476+0.0101394j 0.0200524+0.0200739j -0.00887026-0.00446823j -0.0126901+0.000689852j -0.0197854-0.00459303j 0.00918711-0.00579497j 0.0150642-0.00331963j -0.00687525+0.00403099j 0.0095099+0.00364724j 0.0132977+0.00728619j 0.0114561+0.0342133j -0.0159213+0.00714124j -0.013509-0.00820001j -0.0327091+0.00852412j -0.0276042+0.0105767j 0.00436747-0.00594297j -0.00509525-0.0154056j -0.0336279-0.00933423j -0.0352507-0.0039236j -0.00699458-0.00408698j 0.0166479-0.00842668j 0.0637775+0.0253119j -0.0142057+0.00229937j -0.0458197-0.0169113j -0.032268-0.018518j -0.0588448+0.000832524j -0.00714144-0.00768346j 0.00539776-0.00195414j -0.019884-0.0141112j 0.0071784-0.024402j -0.0732102-0.029841j 0.0219532-0.0285655j -0.0132927-0.0103687j -0.00625856-0.026984j -0.0113771+0.00268679j -0.00625893+0.0154181j -0.00549143-0.00363221j -0.00845305-0.00980204j 0.00431853+0.00716293j 0.0130253-0.0104887j -0.00562729-0.000305263j -0.000413646+0.00861102j 1.22438e-05+0.0126268j 0.000625858+0.00457979j -0.0102127-0.0138678j -0.0119979-0.00825533j -0.000894724-0.00599481j -0.00100147-0.0081397j 0.00169273+0.00591866j 0.0162711+0.00796153j 0.00320992+0.0067154j -0.0043856-0.00768051j -0.00673426-0.00309062j -0.00201333+0.0105921j -0.00176247-0.0169127j -0.00572513+0.00402526j -0.00111437+0.00242009j 0.00542599+0.0121937j 0.0109507-0.00667805j -0.00309855-0.0148759j -0.00141489+0.0244971j -0.00396556-0.00611096j -0.00430248-0.0157356j 0.00336953-0.0172599j -0.00513662-0.0170876j 0.00639159+0.00777142j 0.000449431+0.00811928j -0.000642914-0.0082761j -0.0083001-0.0265835j -0.000804039-0.00863097j 0.0132235+0.0255564j 0.00168917+0.0327651j 0.000367088-0.0170239j 0.00234934+0.0227011j -0.00205254-0.0357029j 0.0327029+0.028051j 0.0160593+0.0129383j -0.0097908-0.0103102j -0.00128662+0.0151807j -0.0458016-0.0298438j -0.00280457+0.00603359j 0.0131378+0.019262j -0.000736898-0.00461259j -0.0148774-0.00695099j -0.0205152-0.00752158j 0.00976188-0.000165525j 0.00257667+0.00399374j -0.0153908-0.00372662j -0.00406133-0.00203695j 0.00100589-0.00440111j 
-0.00313651+0.00182263j 0.00159212+0.00218828j 0.00366538+0.00372954j 0.00589377+0.0114629j 0.00261148+0.00808719j -0.00158078-0.00940343j 0.00657347+0.00868847j 0.00752222+0.0119439j 0.00774531+0.00470051j -0.0145687-0.0206984j 0.00285232-0.00559533j 0.0154492+0.0205314j 0.000574498-0.00189504j 0.0176017+0.0133516j 0.00907066+0.00414205j -0.0051122-0.00901932j 0.0114055-0.00376557j -0.0203045-0.00212801j 0.0151633-0.00540158j 0.0199574+0.0247196j -0.00336976-0.00788554j 0.00201836+0.00178431j 0.0271195-0.00375871j -0.0447358-0.0393414j -0.00269392+0.000436038j 0.0148078+0.0230049j 0.0313165+0.0225484j 0.00514985+0.015223j -0.0178949-0.0529149j 0.0195079-0.0132649j 0.0086911-0.0204846j -0.0123112+0.0607626j 0.0529484+0.0155458j -0.0562936-0.0185795j -0.0118823-0.0428017j -0.0243973+0.0201247j -0.0241676-0.022539j 0.0377225-0.000207427j -0.004458+0.000831952j -0.00398847-0.00498871j 0.00291216-0.0264821j 0.025308+0.0274053j -0.00265942-0.0333097j 0.00429855+0.0172069j 0.00233662-0.0200201j 0.00842108+0.0299658j 0.000635107+0.00725487j 0.000624905+0.00389636j 0.0133522+0.0161713j -0.00634651-0.010848j -0.00456314-0.00457229j 0.000545509+0.0134449j 0.0080626+0.0223421j 0.000590553+0.00966578j 0.00369803+0.00144719j 0.00673088+0.00822262j -0.00553163-0.00416566j -0.00227723+0.0113675j -0.0016607-0.0058873j 0.00928189+0.01389j -0.00181256-0.0053943j -0.00751793+0.00304204j -0.00310112-0.00481197j -0.00628327-0.000314384j -0.00533715-0.0122663j 0.00198007-0.00725171j -0.00117551-0.00457586j -0.00998951-0.0181656j -0.014235-0.00425224j 0.00457093+0.0174388j 0.011682-0.00372838j 0.005695+0.0156008j 0.0138819+0.0184193j 0.00721221+0.0112213j 0.0072831-0.00974766j 0.00848296+0.0130453j 0.00580062-0.00792143j -0.0371968-0.0114143j -0.0124915-0.0114588j -0.0162296+0.0162134j -0.00695623+0.0521783j 0.0156388+0.0105404j -0.0276334-0.00933949j 0.0110308+0.0101811j 0.00619012+0.0357707j 0.00740576-0.0216489j -0.0196162+0.0173433j -0.00707576+0.00490793j 0.000483727+0.00577624j 0.0123968+0.000413277j 0.00394266-0.00346103j 0.00893776+0.00499901j 0.000170051+0.00233807j 0.00771663-0.00311686j 0.00459306-0.0107057j 0.0202725+0.00941446j -0.00149044-0.00363189j 0.00191737+0.000924755j 
-0.00320308-0.0044017j 0.00497767-0.000508208j 0.00808196+0.00650377j 0.00657122-0.00281917j 0.0030784-1.99583e-05j -0.00403096+0.00461883j 0.00809206-0.00487671j 0.00831972-0.00797706j 0.000977574-0.00771176j -0.0186548+0.00368466j -0.0034887+0.0204543j 0.0206726+0.0132441j 0.00259226+0.00509641j 0.013496-0.00353787j 0.0136468+0.000315154j 0.000772232+0.0239599j 0.0120855+0.0260376j -0.0115312-0.0276471j -0.00975808+0.0135474j 0.0187007+0.00215549j -0.00945748+0.00689798j 0.00234865-0.0113112j -0.000293649+0.0116802j -0.0465726+0.00567928j 0.0161657+0.014212j -0.0102961-0.0551732j -0.0158269+0.0207407j -0.0144585-0.0194658j -0.0131713+0.0283489j 0.00183635+0.0109435j -0.030305+0.0211693j 0.0477532-0.0369365j 0.0352594+0.0436986j -0.0231269+0.0114565j -0.0334733+0.00435482j 0.0215071-0.0562216j -0.00761017-0.00453871j 0.0108306+0.0287282j 0.00168179-0.00141325j 0.018563-0.014379j -0.000338461+0.039687j 0.0203808+0.00432936j -0.0211438+0.0368457j 0.000138739-0.0267111j 0.00556704+0.0140044j 0.00861659-0.0209353j -0.00751805-0.00508224j 0.00343083+0.0117293j 0.00631259-0.0083542j -0.0148636+0.00551947j -0.00133619-0.0087167j 0.00368612-0.0102809j 0.00275964-0.0030416j 0.0106375+0.00733239j -0.00290389-0.00635185j -0.0112686-0.00692977j -0.000796316+0.00580144j 0.000824731-0.00642613j -0.00214637+0.00308723j 0.00951953+0.0137157j -0.00105495+0.0115231j 0.0136116-0.00814555j -0.0074934+0.0026915j 0.0102618+0.00391282j -0.0122007-0.00845551j -0.00994328+0.00418808j 0.0136404-0.00773108j 0.00922702-0.0121815j 0.00742641-0.00812029j 0.00845001+0.00963246j 0.000302808+0.0192041j 0.00298644-0.00506489j 0.0184688+0.0359335j 0.00611235+0.0166221j -0.0178523+0.0225999j 0.00589266+0.0187366j -0.00576681-0.0123868j 0.00990551-0.0315164j 0.00166743+0.010595j 0.0209229+0.00570457j 0.0360227-0.00936857j 0.0201617-0.00158705j -0.00699924-0.0195622j -0.0148301-0.00553242j 0.0443188+0.00706725j 0.00606515+0.00103344j 0.00773561-0.0138694j -0.0109391-0.0103845j -0.0286733-0.0141798j -0.00240727+0.00600906j -0.0187741+0.0115621j 0.0173598+0.00195354j 0.00473619+0.0057771j -0.00255072+0.00146697j -0.0145891+0.00409087j 0.00211101+0.00452915j -0.00493526+0.00159574j 0.00714959+0.00499702j 
0.00319484+3.43275e-05j 0.00307309+0.00195334j 0.000937914+0.00146037j 0.00848185+0.00170484j 0.00778285-0.000175658j -0.00178379-0.00192888j 0.000479351+0.0050245j 0.00298051+0.00410475j -0.000144296-0.00467184j -0.00723363-0.00845325j -0.000236811+0.0104497j -0.00399233+0.00690946j -0.00828024+7.73788e-05j 0.00953683+0.00146731j -0.0137995-0.0159736j -0.0217566-0.0123371j -0.0231726+0.00195213j 0.0064445-0.00603469j 0.00103376+0.00646026j -0.00651039-0.0149726j 0.0110588+0.0247003j -0.00612974-0.00804728j 0.0200046+0.0474353j 0.0126417+0.0131741j -0.00388849-0.00837938j 0.0527278+0.023682j 0.0378375+0.0315303j 0.0493318+0.0224283j -0.0323512-0.0088669j 0.0168291-0.0012008j 0.0621439+0.0392139j -0.000198613-0.0421203j -0.0255357+0.0238411j -0.0305967-0.0250204j 0.028019+0.0117361j 0.0114664-0.00774964j -0.0188036-0.0112643j 0.000218375+0.0305212j -0.000929463+0.0113692j -0.00755439-0.0178269j -0.0421446-0.000862868j 0.0058502+0.0219956j -0.0128833+0.0148872j 0.00130559-0.0110918j -0.0164184-0.00499855j 0.0131619-0.00639657j 0.00761934-0.00347276j -0.00401298-0.00228308j 0.00253773+0.0060444j -0.00359855+0.000683305j 0.000625736-0.00966407j -0.00782383-0.00170334j 0.012557+0.00184992j -0.00726936-0.00314857j -3.1879e-05+0.00725462j 0.00739582+0.00696609j -0.00211138-0.00545366j 0.00480273+0.000828614j -0.0101232-0.00619447j 0.00651853+0.00391134j -0.00686791-0.0121888j 0.00364205-0.00769438j 0.00547206+0.00786451j -0.00389856-0.033149j 0.00057892+2.02713e-05j -0.00985574+0.00154227j 0.00580519+0.00200686j -0.00943373-0.00919492j 0.0089062+0.0105063j 0.00220578-0.00628485j -0.00729763-0.00399479j 0.00744965+0.00872055j 0.000404166-0.0313406j -0.0149669-0.0409823j -0.0248739-0.0151346j -0.00513094-0.0156893j -0.00435636+0.00920669j 0.00333805+0.00258639j -0.0366277-0.0149316j -0.00309735-0.0111523j 0.0239785+0.00929669j 0.0375602+0.0130636j 0.0491781+0.0369812j -0.0159538+0.0141138j -0.0030607-0.0245046j 0.000223114+0.00483753j 0.0245615+0.00646166j -0.000116546+0.00621372j -0.00408322+0.0045214j 0.0121175+0.0110402j 0.00140136+0.00733151j 0.0191791+0.00108438j -0.0197071-0.00457484j 0.00194243+0.0038232j -0.00106269+0.00103933j 0.00658624+0.00342078j -0.00395344-0.00206008j -0.00617539-0.000788069j 
-0.00476492+0.00229915j 0.00184056-0.00298402j -0.00116485-0.00258162j -0.0015939+0.0103222j 0.00414819+0.0125341j -0.0116309+0.00744057j 0.00732811-0.00309264j 0.000597045-0.00560882j 0.00190536+0.00527224j -0.0199321+0.0161278j 0.0134616+0.00337397j 0.00494777-0.0237583j 0.00689813-0.0410261j 0.00317952+0.00982982j -0.000524129+0.0143638j -0.0012847-0.0183661j -0.00358576+0.00363712j -0.0123637+0.0215698j -0.0191823-0.00229877j 0.012024-0.0027697j 0.0140456-0.00384286j -0.003391-0.0369128j 0.00629945-0.0271588j 0.000603939+1.62415e-05j -0.00101912-0.0129007j 0.0254673-0.00816379j 0.0269506-0.0157972j 0.00773092+0.00486054j -0.0190146-0.00638058j -0.0228198+0.0539337j 0.00268524+0.00121787j 0.0164427-0.0383002j 0.0317243-0.0522476j 0.000812722-0.0476924j -0.0144236-0.00209107j -0.000954127+0.00481004j -0.00916995-0.0124914j 0.03316+0.0161746j 0.0260767-0.0841521j 0.00563505+0.0107187j 0.00421586-0.0313902j 0.00616542-0.0434j -0.0060464-0.0102651j 0.000444389-0.00355678j -0.00087125-0.0191182j 0.00569821+0.0101737j -0.00802367+0.00114639j -0.00204043+0.0197622j 0.0122567+0.00238221j 0.00192232-0.00578153j -0.00245935+0.00294064j 0.00480947-0.00647376j -0.00478764+7.88055e-05j 0.00706398+0.00272373j -0.00159734-0.00806163j -0.000129806+0.0107985j 0.00573275-0.00848166j 0.0138148+0.00531906j -0.00542995-0.00411997j -0.0062026+0.000556789j 0.000573135-0.00624814j 0.00900048-0.00595391j -0.0200262+0.0181388j 0.0125203+0.00264208j -0.00198012+0.0102628j 0.0131577-0.0115047j -0.00887663+0.0139563j -0.0265147+0.00338608j 0.0251639+0.00328579j -0.00553292+0.00730951j -0.0196679+0.00630247j -0.0080499+0.00438847j -0.0273788-0.0011827j -0.00110203-0.00735001j 0.0163638-0.00256482j -0.0201343+0.00310715j -0.0303486+0.0056761j -0.0141564-0.00371192j 0.0202426-0.0102846j 0.0263963+2.13719e-05j -0.0204337+0.0234697j 0.0204548+0.00736381j -0.0402119-0.0118801j 0.0230858-0.024114j 0.015832+0.0110787j -0.0142497+0.0102441j 0.00930399-0.00633857j -0.023284+0.0192713j -0.0202442+0.00537006j 0.0367704-0.00977338j 0.0104607+0.000867318j -0.0134862+0.01394j 0.00534045-0.00330535j 0.0124545-0.00327671j -0.0139553+0.00357201j 0.00206381+0.00141529j 0.00395231-0.00467182j -0.0034811-0.00118173j 
