0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
0.0084225+0.03209j -0.00477692-0.0072761j 0.0244679-0.00143834j 0.0112761-0.00166279j 0.0113271+0.0233376j 0.0371912+0.0117463j -0.0402714-0.0376369j 0.00747903+0.0504258j 0.0861327-0.0150866j 0.0027115+0.0074088j 0.0316078-0.00427927j 0.0359929-0.0115676j -0.0146934-0.0534102j -0.0263036-0.0165685j -0.006885-0.00941847j 0.00946041-0.0178652j 0.0126395+0.0417547j -0.00963705+0.0114644j -0.0119726+0.000949426j -0.0148502-0.012661j -0.00299116+0.0171777j 0.0253847-0.00120236j 0.0273247+0.0132997j -0.031828+0.00844899j -0.0191874-0.00392759j -0.0452451-0.0203257j 0.0269451+0.0142598j 0.0298236+0.0113383j -0.0387558+0.0429076j 0.0231589+0.0305589j -0.0172288-0.00481826j 0.0491296-0.0134279j 0.00323863-0.016876j -0.00350324-0.000253122j 0.00531569-0.0101685j 0.014302+0.0220254j 0.00784384+0.0026986j -0.00274002+0.0149127j -0.0206585+0.000473126j -0.0128291-0.00963303j -0.00870676-0.00830617j -0.00435437+0.0147747j -0.0220032-0.00625517j 0.000708024-0.00202743j -0.0311687-0.00799999j 0.0104761+0.00391858j -0.0182666+0.00301275j 0.00565482+0.0045494j 0.000803131+0.00518678j 0.00194629-0.00574635j -0.00263823+0.0074089j -0.0110757-0.00747058j -0.0184329+0.0106022j -0.0214057-0.0120497j -0.00301294+0.0175039j -0.00497895-0.0148584j 0.00867508-0.014608j 0.00656367-0.0117028j 0.00905307+0.00153035j -0.0138564-0.000856634j 0.00719173+0.00385399j -0.0219691-0.00945055j 0.00286777-0.0114024j 0.00356263+0.00319387j -0.000827925-0.00353285j -0.00272939-0.0108791j 0.00202926-0.0049576j -0.00962867+0.0192399j -0.0104333+0.0244844j -0.00440817-0.0115682j 0.0174139-0.0025299j 0.00715687+0.00300684j -0.00239022-0.0101522j 0.0123979+0.00996327j -0.00930835+0.0103995j 0.00996586+0.00149985j 0.00365643+0.00697993j -0.00240461-0.00676389j 0.00552468-0.00613936j -0.00801497+0.00029044j -0.0172154-0.00192398j 0.00317+0.000975766j 0.00225659+0.00738897j -0.00309238+0.00730137j 0.00776273-0.00059517j -0.00281739-0.00496187j -0.00372442-0.00458299j 0.00220834-0.00802403j 0.00899128-0.0015527j 0.00679824-0.00937687j -0.00728942+0.00362892j -0.00119347-0.0067788j -0.00224295-0.00240242j 9.78276e-05+0.00666983j 0.0107025+0.00146004j 0.015969+0.00155705j 0.0101547+0.00225843j 
-0.0116063+0.0411069j 0.00173533-0.000548468j 0.013904+0.00728317j 0.0119875-0.00224545j 0.0168027+0.0218825j -0.00574857+0.0252546j -0.0241481-0.0212419j 0.0530786+0.0203622j -0.0510052+0.0568487j -0.0103526+0.0115975j 0.00334308+0.0384489j -0.0277274+0.0214822j -0.00707844-0.0250489j 0.017768-0.0465783j -0.0132088+0.00705795j -0.022999-0.0110197j -0.00997403+0.0358649j -0.0182833+0.0100825j -0.00175454+0.00817224j -0.0109429-0.000659506j 0.0240595+0.00813418j -0.00280178+0.00194517j -0.00586984+0.0155952j 0.0126893-0.0160372j 0.0060121-0.00337355j 0.00379566-0.0573343j 0.0256464+0.0220275j 0.0281577+0.0319424j 0.015311-0.042216j 0.012629+0.00294774j -0.00447597+0.0111444j -0.0158729+0.0351067j -0.0161844+0.0214274j 0.00589859-0.019438j 0.0156549+0.00102758j -0.0187897-0.00692933j 0.0316437-0.00278031j 0.00876612+0.025195j 0.0598943-0.0100947j -0.0102814-0.00985355j 0.0156067-0.00916004j 0.0113539+0.0194247j -0.00017519-0.00975693j -0.00250131+0.00188579j -0.0197063-0.00480739j 0.000468097-0.00420638j -0.0244022+0.00693318j -0.00913209-0.0233388j -0.00313713+0.0102242j -0.00516542-0.0102418j 0.00669832-0.0205132j 0.00102254-0.00558109j 0.0123998+0.0195046j -0.000309194+0.00471337j 0.0206308-0.000908659j -0.0287657+0.00826471j 0.000976114+0.00441208j -0.00749388+0.00977696j -0.0010586+0.00994512j -0.0157227-0.015508j -0.00850319+0.0154507j 0.00293235-0.00273745j -0.00968681-0.00143357j 0.00358053-0.00164455j -0.00826412+0.00109528j 0.000125818+0.0039166j -0.00548974+0.0219629j 0.00358405-0.00875095j 0.00936835-0.0149075j 0.015491+0.014944j -0.00957351-0.0102964j -0.0147232+0.013905j 0.0104203+0.00823562j -0.0201866+0.00159743j -0.0132687-0.00582625j -0.0109408-0.00951097j -0.000503152-0.00415029j 0.00539072-0.00292793j 0.00475333+0.00332684j -9.1265e-05-0.000936396j 0.00663108+0.00528405j -0.00885808+0.0060787j 0.00393508-0.000575167j -0.00283387+0.00601302j -0.00244478-0.00763565j 0.005641-0.00687647j 7.73671e-05-0.00603596j 0.00374296-0.000521179j -0.0018048+0.00194587j -0.0164449-0.00694792j -0.00557801-0.00391008j -0.00871437+0.00406161j 9.56812e-05-0.00686788j 0.00751768+0.00626876j -0.017781+0.0049713j -0.0573289+0.000356955j -0.00343449+0.00556763j 
0.0193277-0.0113717j -0.00756046-0.00187235j 0.00205881-0.0149643j 0.00050813-0.0103602j 0.00965801+0.00557901j -0.00283336-0.0113717j -0.0693504+0.0340618j 0.061718-0.0185474j 0.0144281-0.020402j 0.0152757-0.0129384j 0.022193-0.0306424j -0.00628646+0.00800236j -0.0545429+0.00686075j -0.0270118+0.0217699j 0.00172048-0.0102355j 0.0415158-0.00417793j 0.0270226+0.00980719j 0.00527323+0.0101525j -0.0144533-0.0122365j -0.0116186-0.0124198j -0.0378294+0.0188501j -0.0281235+0.0183751j -0.0035661+0.0173288j 0.0139836-0.0158114j -0.0178098+0.000954699j 0.0175469-0.024748j 0.00865391+0.0155693j -0.0199692+0.0347979j 0.00355745-0.0374561j 0.0106077+0.00707924j 0.00234128-0.0315793j -0.00853297+0.0182627j 0.0464955-0.0481635j -0.00327023-0.00951714j 0.000694945-0.0129718j 0.0559185+0.0337214j -0.044258+0.00398159j -0.0186824-0.0158916j -0.120143+0.0216547j -0.000824555+0.00189966j -0.0258121+0.00178217j -0.023329-0.0126846j -0.0168796+0.0123804j 0.00540044-0.0027337j -0.0177257-0.0203425j -0.00107872+0.00108463j 0.0137601-0.0213217j -0.00471815+0.0102128j -0.0035256+0.00254333j 0.0030285+0.00998979j 0.00217708+0.00141566j 0.00806968-0.00733755j -0.0270697+0.00576152j 0.00300675+0.000351966j -0.0149643+0.00515707j -0.00424097-0.00771537j 0.00251099+0.0162629j 0.00247492+0.000968249j -0.00340379+0.00516327j 0.00637241-0.0117759j -0.0127754+0.0046058j 0.00337002-0.0114765j 0.00721769-0.00392511j 0.00755607+0.00679656j -0.00195123-0.00317442j 0.00429173-0.00791732j -0.0052909-0.00214159j -0.00157095-0.0044738j -0.012152-0.00764586j 0.00753486+0.0135401j 0.00944655+0.00369828j -0.00806944+0.00355508j 5.29629e-05-0.00447398j -0.0205535+0.000490678j -0.00890627-0.00344289j 0.00519267-0.00803509j 0.0108231-0.00445816j 0.00684858-0.00307724j 0.000767204+0.00589647j 0.00426401-0.0146923j 0.0005492-0.00924808j -0.000103136-0.00993777j 0.000275263-0.0108524j 0.00788018+0.00369734j -0.00461128+0.00187603j -0.00607925+0.00880786j 0.00134536+0.00639471j -0.000397131-0.0103234j 0.0200883+0.00473194j 0.018709+0.00146025j -0.00930837+0.0129508j 0.00904971-0.0137418j -0.00448628+0.00694346j -0.016964-0.000262858j 0.0498018-0.00482458j 0.106306+0.00123143j 0.00343388-0.00431727j 
0.000785668+0.024676j 0.00744432-0.0444234j -0.0059186+0.0587j 0.00656509-0.0858231j 0.0145043+0.0222152j -0.0286469-0.0326851j -0.0272957-0.0660712j 0.00181089+0.00818998j 0.00492855+0.0255661j 0.0134179+0.0198412j 0.0143772+0.00971494j -0.000727147+0.0270258j -0.00591581-0.0335454j 0.0135204-0.0152045j 0.0230117-0.0352657j 0.00307247-0.0639164j -0.0195959+0.0251693j 0.0295874+0.068623j -0.0211655+0.0208106j -0.00210056-0.0266601j -0.0496916-0.0294555j 0.0225656-0.0134968j -0.0124988-0.0100166j 0.0207682-0.00307781j -0.0233838-0.00563768j 0.0101774-0.0121127j 0.0151842+0.0061644j -0.0132052-0.0212588j -0.0108978-0.00441016j 0.0213448-0.0106834j -0.0102347+0.00589922j 0.00817081-0.00212376j -0.00436422-0.00945628j 0.00875549-0.00448141j 0.00240025-0.00278085j -0.0243368+0.0249503j -0.0108437+0.0252181j -0.00946096+0.0116886j -0.0697744-0.017486j -0.00906982-0.00617954j -0.028254-0.0266326j 0.0171308-0.00536858j 0.00160414+0.0125708j 0.00526776+0.00553848j -0.017791+0.00218421j -0.0167594-0.0135159j 0.0167269+0.0189074j -0.00639869+0.00562718j 0.00536063+0.0128073j -0.0392088-0.00695458j 0.00302185+0.0232534j 0.00745617-0.00148388j 0.00985874-0.0123544j -0.00493139-0.000346267j -0.0141809-0.0139459j 0.00805338+0.0130269j 0.00239828-0.0168279j -0.0072242+0.000675708j -0.00342751+0.0034714j 0.000587082-0.00483027j 0.0139866+0.00261756j -0.0135078-0.00295168j 0.00263789+0.00574567j 0.00368602+0.00160457j -0.0107992+0.000914363j 0.00355652-0.000371691j 0.00989459+0.000378343j 0.00401928-0.000462252j -0.00785916-0.00188655j -0.0186134-0.000795571j -0.00220377-0.00293365j -0.00733651+0.00590168j 0.00468438-0.0105892j 0.000606896-0.00112805j -0.00845376-0.00030766j -0.00229461-0.000453181j -0.00585475+0.00163098j -0.0040962-0.00335498j 0.00244002+0.00905809j -0.000758751-0.00877861j -0.0044005+0.00323883j -0.00700662+0.00549601j -0.0023106+0.000809083j 0.00816238-0.00171654j 0.00242077+0.00252545j -0.00292743+0.00471157j 0.00216798+0.000197183j -0.000950861-0.0035773j -7.3047e-05+0.00553856j 0.00342425-0.00484872j 0.00817377+0.0123236j 7.54431e-07-0.00956287j 0.00659264-0.00106965j -0.00976246+0.00993439j 0.026852-0.00429062j 0.0287327+0.00433378j 0.0359668+0.000537892j 
0.0245549-0.0394715j -0.0175891-0.0236461j 0.00684651-0.00094722j 0.0108119+0.00114404j 0.0340034+9.33705e-05j 0.0304751-0.0285437j -0.00554813-0.0138663j 0.0283609-0.00630101j 0.0181673-0.00407547j 0.0037071-0.00206888j 0.00498986-0.012901j 0.0145374+0.00365631j -0.0214479+0.0246312j -0.0392943+0.0423958j -0.0460495-0.0179548j -0.0424873-0.0272185j 0.0464558-0.0585706j -0.0351214-0.018078j 0.0483555-0.00313595j 0.00862313-0.00587907j -0.060475+0.00688292j 0.0146304+0.0367792j 0.00240729+0.0113969j 0.0112321-0.00388606j -0.018303-0.00463079j -0.0153338-0.00434558j 0.00639391+0.00201955j -0.016584+0.0344355j 0.0111706+0.00634791j -0.0102231+0.0197301j 0.0236341+0.0143837j -0.00204031+0.0121381j 0.00171837+0.0144292j -0.0118827-0.00270415j -0.022185+0.0293181j -0.0463092-0.0240204j 0.0775107+0.0290345j 0.0099439-0.000580249j 0.179805-0.022553j 0.0188535-0.00617719j -0.0135527-0.00428986j 0.0022648-0.000391651j 0.0112845-0.0250254j -0.00134317-0.000936005j 0.0141055-0.0100917j -0.00866635+0.000173392j 0.002727-0.00207704j 0.000301396-0.00495404j -0.00897602+0.00519845j -0.00950342+0.00332726j 0.00174113+0.0195332j -9.30107e-05-0.00793407j -0.0214231-0.0112456j -0.00400137-0.0102442j -0.0236809+0.00472905j 0.0150035-0.0190035j 0.00487147-0.00205819j -0.00361501-0.00549203j 0.00639396+0.013095j 0.00718826-0.0149038j -0.0081782+0.00593383j -0.00644835-0.00767082j 0.00686892-0.00739489j -0.00233642-0.00954819j 0.00161267-0.00263376j 0.00719365-0.0012649j -0.00144967+0.00708984j -0.00179037+0.0138924j -0.00187917-0.00154674j 0.00654925-0.00416009j 0.0101434+0.00437234j -0.000333322-0.00152994j -0.00119998+0.0199302j -0.0063126-0.000505482j 0.00677454-0.0107533j 0.00387469+0.00725257j -0.00967134+0.00894347j 0.00972698-0.00230867j -0.00672859-0.0063349j 0.00784385+0.00632746j -0.00999544+0.00872959j 0.00627528-0.010587j 0.000855669+0.0109198j -0.0150367-0.0188548j 0.00412367-0.00957096j -0.00112466-0.000117056j 2.77783e-06-0.00930318j 0.00682048+0.0221593j 0.000421124-0.0194112j -0.01707+0.000596029j -0.00558971-0.00777408j -0.007301+0.00810841j 0.00373133-0.000377208j 0.0495224-0.00581163j -0.0716238+4.64514e-06j -0.111429+0.00187592j 0.000361802+0.00105176j 
0.0160574-0.0207016j -0.0204982-0.0163571j 0.0194177+0.0368301j -0.075357+0.021916j 0.0382309-0.00120296j -0.00656549-0.00289562j -0.0216956+0.017357j 0.00756902-0.00422274j 0.0090246-0.00764124j 0.00772115-0.00739737j -0.0115355-0.0131423j 0.0120885+0.0133762j 0.00566699-0.00349051j -0.0204922+0.0148291j -0.0755058-0.0356081j 0.00116133-0.0307069j 0.0869882-0.0243415j 0.0458361-0.00479101j -0.0128927+0.0262371j 0.0222541-0.00249167j 0.00161281-0.0124827j 0.0221378+0.00903902j -0.00468286-0.0281822j 0.00959973+0.0115572j 0.0119557-0.0367946j -0.0149891+0.0310267j 0.0327864+0.0132654j -0.0364179+0.000732053j 0.000312775-0.0172626j -0.0119163+0.0158245j 0.0212089-0.034225j 0.000466805-0.00299834j 0.00433703-0.0245352j -0.0316489-0.0320405j 0.0226816+0.0243048j 0.144981-0.00759528j 0.0121883+0.0273448j -0.0748822+0.00836108j 0.0826546+0.0484591j 0.0345693+0.00911166j -0.0200605+0.0064503j -0.0340521+0.0254568j 0.0183557+0.0171033j -0.00545534+0.00214026j -0.0104811+0.00340944j 0.00908604-0.00470623j 0.0131022-0.0148333j -0.000939749+0.00572926j -0.0122721+0.000195191j 0.0237332-0.0275585j -0.0142095-0.00437487j 0.00223607+0.00879835j 0.00924098+0.00723802j 0.00475713+8.35972e-06j -0.00589856-0.00771031j -0.00119636+0.0105992j 0.0199448-0.01603j -0.0181106-0.0071048j -0.00524165-0.0011316j 0.0100763-0.0111648j -0.00725128+0.00246566j -0.00222254-0.00456127j -0.00138117+0.00315376j 0.00249191+0.0010421j 0.00253981-0.00388703j 0.00579144+0.0016006j 0.000630427+0.00403531j 0.00662947-0.0116372j -0.00449371-0.00192945j 0.00186763-0.0132518j 0.00251762-0.00255584j -0.00433786+0.00239103j 0.000158387+0.00603168j -0.00121326-0.00701613j 0.00368423-0.00497528j 0.00383591-0.0118099j 0.00643166-0.0162049j 0.00683023-0.0183776j -0.00469304+0.000118865j 0.0071469+0.00498706j 0.00181545+0.00587903j -0.00290177-0.00635033j 0.00598726+0.00636603j -0.00286318+0.0194537j -0.000941506+0.000784877j -0.0223611+0.00229574j -0.0153014-0.0117371j 0.00514697+0.00430801j 0.0196316-0.00201165j -0.00922615+0.00683464j -0.0170012+0.00418257j 0.00766615+0.00144597j -0.0235464+0.0213904j 0.0302288-0.0205502j -0.0119044-0.00581979j 0.0337184-0.00325074j -0.142588-0.00550797j 
0.00677879+0.0215804j 0.0275329-0.0275506j -0.0486534-0.00684671j 0.0494245+0.00112923j 0.00117517-0.00320428j 0.0502385-0.00456764j 0.0666462-0.0148819j 0.00687787-0.000728864j -0.0260615+0.0108204j -0.0162469+0.0118585j -0.0337477+0.0162937j -0.0280858+0.017402j 0.0335339-0.0293308j -0.0226074-0.0115045j -0.00529139-0.0320801j 0.0744296-0.0256392j 0.0238308+0.0254927j 0.0128996-0.00768587j 0.0584455-0.00522454j -0.0123637-0.00608607j 0.0275083+0.0506957j 0.0209902-0.00562508j 0.00634775-0.0220274j 0.0090253-0.0235917j -0.0192786+0.0187444j 0.0174586+0.00430144j 0.00134367-0.00375557j -0.00380198+0.00678787j -0.0150302-0.000159202j 0.00466706-0.00203898j -0.0184043-0.00523057j -0.00578504-0.00488017j 0.0223654-0.0104994j -0.00951222-0.012963j 0.0258424-0.000180978j 0.110697+0.00511909j 0.00622072+0.0121591j -0.0485829+0.034915j 0.0453633+0.0369302j -0.0155662-0.00574884j -0.0108778+0.0207819j -0.00982479+0.0042079j 0.0243623-0.00697535j 0.00276897-0.00153096j -0.00815864+0.00937019j -0.0207494+0.0144085j 0.00663981-0.0266046j 0.020478-0.00597777j 0.0296585-0.00768395j -0.00414275+0.00880048j 0.0264925-0.00726881j -0.000996942-0.00558973j -0.00301848-0.000187929j -0.0105409+0.00144825j -0.00100287+0.0208625j 0.00349419-0.0173807j -0.00752682-0.0206075j -0.0056828+0.00626858j 0.00625842-0.00217068j -0.0120025-0.00694336j 0.00870505-0.0171618j -0.00625294+0.00582497j 0.00482309+0.00471485j 0.00855871-0.00138002j -0.00495939+0.00926521j -0.000498792+0.00127004j 0.00258794-0.00363352j -0.00170417-0.0123811j -0.00224578+0.00656132j -0.00203743+0.00512863j -0.00184191-0.00402609j -0.0067805+0.0155891j -0.000196681-0.00873719j 0.00446723-0.00987979j 0.00245849-0.000739842j -0.00500885-0.00484473j -9.70354e-05+0.00260836j -0.00540743-0.00410108j 0.00052277+0.00664068j 0.00322134-0.00420243j 0.0108033+0.00783009j -0.000929045+0.00559111j 0.00350263+0.0126147j -0.0046332+0.0140907j -0.00120249+0.000387871j -0.000717529-0.000786584j -0.00638966-0.01093j 0.00326068-0.00314288j 0.0042092+0.00879354j 0.00112127+0.00205863j -0.0184383+0.00522299j 0.00469278+0.00411821j -0.0178338+0.00963121j 0.0139008-0.0108313j 0.0071446-0.00268218j 0.0152946-0.00372484j -0.101401-0.00108485j 
-0.013615-0.00536486j -0.0149395+0.0105315j 0.0338632+0.0014213j 0.0201674+0.00363472j -0.0228702-0.0265433j -0.032552-0.00880596j -0.00072745-0.0250221j -0.0354061+0.00606079j -0.00401688+0.0201664j 0.0175843+0.0197862j 0.0680867+0.0409162j 0.0020758-0.0011421j -0.0680824+0.013472j 0.0508809+0.123406j 0.0656091+0.0154591j -0.0500499+0.0348299j 0.0024066+0.0247332j 0.00200366+0.00490722j 0.00128773+0.00425491j 0.0104998-0.000372424j -0.013942+0.00185301j -0.00384012+0.0210427j 0.00706407-0.00786036j -0.0150719+0.00523554j 0.0406452-0.0215663j 0.0183033+0.00739767j 0.0104424+0.00299755j -0.00246249+0.00116612j -0.0157475-0.00577332j -0.0204529-0.00587206j -0.0511915-0.0200159j -0.0241587-0.0205977j -0.0302605-0.00187473j 0.065741-0.00603904j 0.204045-0.0454164j -0.0409454-0.10205j -0.083341+0.0215789j 0.0573134+0.0460973j -0.0800418-0.0184906j 0.0110621-0.0243329j 0.0291489+0.00459299j 0.0134268+0.0293191j 0.054609-0.0355383j -0.00636947+0.00863645j 0.0046158-0.00536228j -0.019453+0.00690748j -0.0254179-0.00597057j -0.00184969-0.0169288j 0.00411853-0.0159403j 0.0219924-0.0433135j -0.0139759+0.0055661j -0.0105743+0.0027393j -0.00303746-0.00900415j -0.0189601+0.00777506j -0.0025856+0.0103742j -0.0044583-0.00538463j 0.00186443-0.0208982j -0.0204733+0.0164062j -0.0116914+0.0162407j 0.00190323-0.0014323j -0.00454193+0.0133808j -0.000503893+0.00156109j 0.0113861-0.00646032j 0.00587266-0.00524337j 0.00153645-0.00831437j 0.00239946+0.00335348j 0.0024975+0.0103268j -0.00725538+0.00799893j 0.000755354+0.00701938j -0.00439195-0.00584105j -0.00563705+0.00211575j -0.00459865+0.000613667j 0.00210632+0.00138679j 0.0086116+0.0103383j -0.011234-0.00307871j 0.00573517-0.00198452j 0.0181108-0.00064046j 0.00267583+0.00795612j 0.0131849+0.00528751j -0.0133771-0.00142783j -0.0058298+0.0199438j 0.00156673-0.0192182j -0.00672481+0.00671101j -0.00323253+0.000512642j -0.00739378+0.0135212j 0.00217562-0.00246014j 0.0104158+0.0164719j 0.0177547-0.0272163j -0.0214212+0.0176781j 0.00609591+0.0123805j 0.0121392-0.0114181j -0.0522456+0.0238441j -0.0357038-0.024887j -0.0689872-0.0161192j 0.0917631+0.0340847j -0.0725009-0.0139435j -0.05403+0.013981j 
0.00813381-0.0189671j 0.00950729+0.0247882j 0.020558+0.00466511j 0.0208069-0.00505175j 0.0108925-0.0196261j 0.00629455-0.0346439j 0.0198703-0.0135415j -0.00462579-0.0284826j -0.0149363-0.00881715j -0.00565847+0.0118056j 0.00998458+0.045682j -0.00437167+0.0355133j -0.00523469-0.0665868j 0.0329666-0.0224634j 0.0665721-0.106396j -0.0794814+0.10314j -0.0109148-0.100419j -0.0440802+0.00220947j 0.0324222-0.0062802j 0.0171147+0.0214877j -0.0081665-0.00684663j 0.0236981+0.0054019j 0.00554786+0.0164408j 0.00799473+0.000577907j 0.00886373+0.0536146j -0.00929938+0.0117948j 0.00287939+0.0400373j 0.0152172-0.0326111j 0.0128564-0.0131097j -0.000212753+0.0122107j 0.0389938-0.0246765j 0.0145729+0.00286218j 0.0338381-0.0340049j 0.0624048+0.0635673j 0.0765555+0.083703j 0.0192099-0.0226279j -0.000536625+0.024071j -0.00626531+0.0092573j -0.0416408+0.0915178j -0.0102934+0.0105349j -0.00908785+0.0130472j 0.00688326+0.0307565j -0.0178922+0.0444199j -0.00110482-0.0141037j -0.00697199+0.0487077j -0.00952473-0.0267248j 0.0104106-0.0347218j -0.00863193-0.0339281j 0.00256599-0.00508767j -0.00054586+0.0157495j -0.00104295-0.00845678j -0.00172137-0.0118513j -0.005253+0.00141775j -0.0118745-0.0332136j 0.00501317-0.0208718j -0.0043263-0.0144932j 0.00834272-0.00244243j -0.006038-0.0274867j -0.000609208-0.0181337j -0.0048277-0.0141432j 0.00360684-0.0121284j 0.00469115-0.022294j -0.00374913+0.0118297j 0.0128275+0.00373126j -0.00585078-0.00242066j -0.000596838+0.00939898j -0.00155133+0.00740885j 0.00214558-0.00765339j -0.00388113+0.0096312j -0.00817296-0.00239922j -0.00389314-0.00175486j -0.00336022+0.00263374j 0.00788906-0.001417j 0.00734112+0.00276981j -0.0153394+0.00323481j 0.00433529-0.0115322j 0.00974788+0.00472039j 0.00495519+0.000723749j 0.0118271+0.0116596j 0.00364663-0.00144951j 0.0082546-0.000665052j 0.0259125-0.0141915j 0.0134972-0.00210681j -0.00267966+0.0118182j 0.0026225-0.0157799j 0.015264-0.00224794j -0.00844895-0.001109j 0.00948569+0.00213106j 0.00603939-0.0191731j 0.00162988-0.00527797j 0.0419368+0.000234366j 0.0361696+0.0557505j -0.0244586+0.0236489j 0.0388933-0.0433426j 0.0627709-0.0190239j -0.00248172-0.022899j -0.020946-0.0106736j 
0.017639+0.0196397j 0.000383005+0.0224948j -0.0270607+0.0230687j 0.000381523+0.00100633j -0.0067181-0.0229435j -0.00373719-0.010337j -0.0117191-0.0198402j 0.0261696+0.00913851j 0.0011123+0.0132839j -0.0093826+0.0279054j -0.0566341+0.0412167j 0.0463121+0.00684453j -0.0132907+0.0275463j -0.115991+0.134879j 0.00859372-0.0214465j 0.030516+0.109352j -0.0657287+0.0735861j 0.000593082+0.0254026j -0.048743+0.0156148j -0.0356081+0.0335896j -0.0263849+0.0161919j -0.0170017-0.0216236j 0.0323164-0.0235147j 0.00611406-0.0116007j 0.00387354+0.00531639j -0.017619+0.00209396j -0.0101891-0.00704361j -0.00615243+0.00552238j 0.0148865-0.00591123j 0.00623932+0.0190667j 0.0559431-0.0179474j 0.0343115+0.0145966j 0.0263407-0.0054162j 0.0469434+0.00792102j -0.0849212-0.0521373j 0.0156803-0.109872j 0.0542182-0.000544842j -0.0435114+0.0530136j 0.075153+0.0115816j -0.00227634-0.00380909j -0.0247894+0.0144507j -0.0212201+0.0280714j -0.00740586-0.0162396j -0.000476841+0.00183657j 0.00207517+0.0302683j -0.0158323+0.00987068j 0.0293792-0.0164847j -0.00619117-0.0114609j 0.00130046-0.0147019j 0.0174125-0.0196069j 0.012857+0.000162682j -0.00336345+0.0016828j 0.0038349-0.0033858j 0.000637078+0.0104127j -0.0132812+0.00302456j -0.00437229+0.00519134j 0.0145533-0.0124715j -0.00730502+0.0114579j -0.00869456+0.0142698j 0.00122503+0.00222161j 0.00101386+0.00862414j -0.00665877+0.00644257j -0.00333931-0.0045446j 0.00416169-0.0209799j 0.00211868+0.00258815j 0.00705645+0.00705912j 0.009069+0.0077945j 0.00350234+0.0144362j 0.0015691+0.00229449j -0.00436879+0.00604429j 0.0099394+0.00627177j -0.00473465+0.0116958j -0.00137788+0.00496585j -0.00550894-0.00315639j 0.00520561+0.00700235j -0.000685174-0.00378413j 0.0115251-0.0208766j 0.00346135-0.000227086j -0.00158385-0.00976797j 0.00406497+0.00186188j -0.0154502+0.0064199j -0.00629768-0.0186936j 0.00963894+0.00612103j -0.012544-0.0068454j -0.0191207+0.00349893j -0.00368142-0.00603712j 0.0122485-0.00257087j 0.0221139+0.00521029j -0.00748145-0.0161177j -0.00104234+0.00848957j -0.00455091-0.00627146j -0.00900914+0.0283789j -0.0305987-0.0606678j 0.0566967-0.0132113j -0.0863515+0.0262517j 0.0162913-0.0105482j 0.0221134+0.0196058j 
