0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
-0.0188518-0.00305092j 0.00514311-0.00210387j -0.0153612+0.0245551j 0.00912987-0.00304221j -0.0269097+0.0286201j 0.00877455-0.0211689j -0.0121789+0.000140499j 0.0247156+0.00651822j -0.0149585+0.0200727j -0.0365433+0.00727282j 0.01088-0.012311j -0.000897148+0.0419319j 0.0134795-0.0171209j 0.0220375+0.00447631j -0.00397732-0.0289288j 0.0113032-0.0109477j -0.0206704+0.0234173j -0.0233835+0.0116699j 0.033782-0.00612522j -0.0165158+0.0773687j -0.0379902-0.00601728j -0.0960446-0.0154981j -0.0648173-0.0571655j 0.243253-0.0509094j 0.0393157-0.0190345j -0.119932-0.0954714j 0.0163112-0.0199148j 0.0482204-0.0618482j 0.0618907-0.0709035j 0.0405477-0.0492914j -0.04624+0.0432447j 0.0222018+0.0417636j -0.0153114+0.022662j 0.0211057-0.00329601j 0.0304965-0.0373748j 0.0158173-0.0263341j 0.0027521+0.0222552j -0.0107984+0.0230001j 0.0011372+0.00795368j 0.00959969-0.0111299j 0.0129651-0.00301146j 0.00802093-0.00211426j -0.0155913+0.0112754j -0.00531544-0.00385412j 0.00667149+0.0306043j 0.0133652+0.00630903j 0.00875171+0.00671965j 0.0262333+0.00149522j -0.0250318-0.0181778j -0.0431225-0.020802j 0.0076639+0.0145761j 0.00810102+0.00537302j -0.0109863+0.0188409j 0.000849476+0.023801j 0.0244534-0.0426127j 0.0015234-0.0381548j 0.00543115+0.0175116j 0.00110028+0.0242648j 0.00457722-0.0315642j 0.0129906-0.0118059j 0.0202072-0.00573966j -0.00352793+0.00374867j 0.0022596-0.011566j 0.026109+0.0265912j 0.000929712+0.00411827j -0.0130425+0.0235495j -0.00358969+0.0207958j -0.0349554+0.0103637j -0.00547876+0.0164708j -0.00112237-0.00454045j 0.0201181+0.00944194j -0.0400405+0.0270302j -0.00157485+0.0221674j -0.0257431-0.00574561j -0.012078-0.0147502j 0.00181856-0.014074j 0.00078552+0.00867157j -0.0132358+0.00691709j 0.00106779+0.0113234j -0.00343244-0.000263138j -0.00955237-0.00744917j 0.0035672+0.00925904j 0.00577596+0.00723735j 0.00361384+0.00558238j 0.00448709-0.00415896j 0.0236305-0.01924j 0.0129415-0.00747097j 0.0207283+0.00148423j 0.00209411+0.00850197j 0.00627826+0.0107034j 0.0077751-0.00230836j -0.00730544+2.01595e-05j -0.00463624-0.00595407j -0.000794928+0.00162117j -0.00191121+0.00315264j 0.00780946-0.00430201j 0.0020852+0.0051351j 
-0.00460014+0.0194841j -0.0303786-0.0195395j -0.00875066+0.0390082j -0.0358295-0.0112054j -0.00618195+0.0329518j -0.00590157+0.0485165j 0.0036688+0.0262589j -0.0129054+0.0201462j 0.00218285-0.00303594j 0.0185236+0.0400617j 0.00449726+0.0455888j -0.00784003-0.0175413j 0.000534316+0.0154014j 0.011398-0.0113945j -0.033321-0.00155058j -0.0235717-0.0143239j 0.00547697+0.0255988j 0.00847341-0.0389872j -0.0379553-0.0535766j -0.0126869-0.0202124j 0.0132428-0.00370489j -0.00642839-0.0353028j -0.0289225+0.0783254j -0.0268445-0.112463j -0.13405-0.0189916j -0.0847816+0.0971389j -0.0343897+0.108576j -0.0465149+0.0318039j -0.128436+0.0286145j -0.046704+0.149763j -0.0519959+0.0484704j 0.036018-0.0187202j -0.0194983-0.0149391j 0.0209439+0.0364444j 0.0108652+0.0458089j 0.0236865+0.0173742j -0.00536052-0.0219477j 0.00240119+0.015216j 0.0149238-0.000446163j 0.0149084+0.00408793j 0.00303109+0.0369574j -0.00528597-0.0299572j -0.0110085-0.0446682j 0.0170567+0.0115674j -0.0140143-0.0163444j 0.0291929+0.00911559j 0.0135502+0.00826525j -0.00775431+0.00644488j -0.0541151+0.00188058j -0.0631635-0.0160084j -0.0050118-0.0116931j -0.00343522-0.0104512j -0.00173717+0.0215393j 0.00790403+0.0380646j 0.0107562-0.0452316j 0.0116587-0.0248793j -0.0148433-0.0284108j 0.0172149-0.00464323j 0.0144029+0.00438763j -0.0136496-0.0115603j 0.00438146-0.0051619j -0.01322-0.0299696j 0.00601892+0.0041724j -0.00739136+0.0390228j -0.018294+0.00298945j -0.0308625+0.0280681j -0.0307096+0.0256963j 0.00425665+0.00880428j -0.0210523-0.0150725j 0.00326859-0.0217987j -0.00183203+0.0174209j 0.00100167+0.0307396j -0.014041-0.0330576j -0.011715-0.0187473j -0.0188574-0.0204033j -0.0317155-0.0172996j -0.000456705+0.0406881j 0.0166092+0.00138297j 0.0107441+0.0235456j 0.0141604-0.00126334j -0.0127308+0.00369929j -0.00292028+0.0185992j 0.00151326+0.000127642j 0.0329474+0.0115451j -0.014422-0.0127038j -0.00982268-0.00953558j -0.0149301+0.00380769j -0.0116483-0.00159507j 0.011247-0.00181126j 0.0142691-0.00610859j -0.0234749-0.0138992j 0.00657052-0.0100879j -0.0056646-0.00366047j -0.00695249-0.00435444j -0.0141091-0.00663937j -0.00786979+0.00474487j 0.00983093+0.000989586j 
0.020531+0.0174121j -0.0257415+0.000161787j 0.012033-0.0148043j -0.0105851+0.0137843j -0.0152645+0.00673147j -0.00548837+0.0330595j 0.0292319-0.0157651j 0.00918038-0.00337957j 0.0414938-0.0108823j 0.0278797+0.00778551j 0.0255511+0.0144283j 0.0199335-0.0376524j 0.00144107+0.00805123j -0.0285389-0.0178845j 0.0258803+0.00923578j -0.0208089+0.0353747j 0.00502015+0.0130404j 0.00455161-0.0173428j -0.0509573-0.0520312j 0.0610329+0.0143812j -0.0871797-0.0277765j -0.115711+0.0802568j 0.0275101+0.00543626j 0.0687526+0.0492745j -0.106236+0.0817159j 0.100688+0.0753631j -0.037277+0.0204323j -0.095357+0.10973j -0.0398004+0.0637187j 0.0468708-0.0740833j -0.0498582+0.0745693j -0.00983583-0.00197681j -0.028714+0.083182j 0.0187945-0.0296116j 0.0124101+0.021481j 0.0269766-0.0662708j -0.0146447-0.0169039j 0.00515821-0.00713063j -0.0169762+0.0532535j -0.00370308+0.0144656j -0.00350844+0.0113101j -0.00109193-0.0487637j 0.00829317-0.0201418j 0.00141113+0.0068331j 0.0025718-0.0239006j 0.0180717-0.0116916j 0.00306674+0.0390231j 0.00964784-0.0298326j -0.00842983-0.0132082j 0.0110932+0.00609944j -0.00171399-0.00473555j -0.00181815+0.0139064j -0.00400776-0.0209312j 0.0049458+0.00877834j -0.014912+0.00615184j -0.00459488-0.0274082j -0.00758114-0.0185855j -0.0196244+0.00681921j 0.0142566-0.026361j -0.0015496-0.018407j -0.0236149+0.00941338j -0.00310469+0.0056576j -0.0213627+0.0199265j 0.00148302-0.0380541j 0.0143026+0.00412877j -0.00303475-0.00567335j -0.0122302+0.00958891j 0.0226055+0.0161475j -0.00914415-0.00348907j 0.0062108+0.0145234j -0.00295848+0.0456362j 0.0177617+0.00687665j 0.000689647+0.007028j 0.000319328-0.0234623j 0.0102111-0.00254338j 0.00572238-0.00602277j -0.0147551+0.00720056j 0.003247+0.00389807j -0.0185636-0.0110062j -0.00165772+0.00327473j -0.0311943-0.00976183j -0.0357208-0.00408767j -0.0053523+0.00281461j -0.0220126+0.00373221j -0.0114144+0.00283864j -0.0223069-0.0193315j -0.00921737+0.00295463j 0.0142418+0.00735613j -0.00616616+0.00268312j 0.0276503+0.013432j -0.00319369-0.0031554j -0.0137185-0.000412281j -0.00716035+0.00230883j -0.00558421-0.00390654j 0.0171911+0.000522222j 0.00174606-0.000797053j -0.0165307+0.00534592j 
0.00294044+0.00561994j -0.00919578+0.00082282j 0.00339011-0.00858973j -0.0228283-0.0224031j -0.0330657+0.0246595j 0.00542068+0.00571402j 0.0319387-0.0347379j 0.00596412-0.00966089j -0.0325294+0.0397655j -0.00236777+0.000490708j -0.00449021+0.0227064j -0.00786629+0.0191349j 0.0166337-0.00384188j 0.0225234-0.0195546j 0.0102455+0.0139309j -0.0149143+0.0191214j -0.00765137+0.015164j 0.00259564-0.031474j -0.028216-0.0430301j 0.0300375-0.0453833j -0.00737824-0.00942979j -0.0728699+0.0305041j 0.198018+0.00285928j 0.0692404-0.119799j -0.011978+0.0310546j -0.151101-0.0127055j 0.0817088+0.0423278j 0.103559-0.00639524j -0.0507511+0.0249084j 0.0415248+0.0941231j -0.0718534+0.058158j 0.0533166+0.0178188j -0.0110195-0.00390841j -0.0127365+0.065066j -0.00204014+0.0387227j -0.0145093+0.0114043j 0.0134748-0.0116146j 0.0233574-0.00318061j 0.00348523+0.0159105j -0.0251776-0.0177809j 0.0130833+0.0013917j -0.00898847+0.00405036j 0.0113323-0.0321234j -0.00377969+0.00643501j 0.0184275-0.00101342j 0.00731639+0.0159305j 0.0169637+0.00662146j 0.0162343-0.0216275j 0.0423617-0.017622j 0.0840739+0.0473025j 0.0114153-0.0285748j -0.00785479+0.0346162j 0.0228074-0.0328519j 0.0317839+0.0102974j -0.0276377+0.0606574j 0.000239802+0.0222685j 0.0017931+0.0208787j -0.012398+0.0344313j -0.0109924-0.000389506j 0.0364184+0.0160286j 0.00343582+0.0106287j -0.0153947+0.0206054j -0.00692419-0.00376637j -0.00825019-0.104796j 0.0305197-0.00147803j -0.0160784-0.0164019j 0.00950802-0.0292905j 0.0130755-0.0152453j -0.0148695+0.00943157j -0.00945448+0.0239187j 0.02082+0.0251399j -0.0188595-0.0212311j 0.00570967+0.0137125j -0.0470499+0.0162529j -0.0216594+0.0341684j 0.0132019-0.0127345j -0.00464235-0.0233274j 0.020399-0.00680171j -0.000499264-0.0369075j 0.00144599+0.0286585j -0.03981-0.00902508j -0.0113812-0.0293578j 0.0201139-0.0381065j 0.000189807-0.000717797j 0.010231-0.0141372j 0.00592663+0.0136976j -0.0104377+0.00758929j 0.0166241-0.00313056j 0.0270515-0.0277065j 0.0164055-0.00531958j -0.00170369-0.00938985j -0.0111816+0.0043348j 0.000394823+0.01271j 0.00413347-0.00671601j 0.00171113-0.00466494j 0.00619808+0.00182149j -0.000296034+0.00287945j 
0.00864873-0.0121489j -0.00972069-0.0278272j 0.00749609-0.000393697j -0.0297524-0.0488982j -0.0189919-0.0173669j 0.0143018-0.0410464j 0.00956244-0.0187532j -0.0347183+0.0185194j -0.00664258-0.0194216j 0.00662304+0.0189052j -0.0123829+0.00428488j -0.018628+0.00153067j -0.00877768-0.0213023j -0.000983439-0.0170359j 0.00211772-0.0077671j -0.018574-0.0145543j 0.0481597+0.0214013j 0.0167752-0.00374589j -0.0333156+0.0112964j 0.00245779+0.0264367j -0.0553422-0.0297776j -0.116082-0.0375382j 0.0644459+0.02642j -0.0445412+0.112691j 0.0500963-0.0988744j 0.138091-0.0918428j -0.0797523+0.0920843j -0.0588066+0.0626526j 0.0368096-0.0236992j 0.0096141+0.0557964j 0.0453223-0.0431058j -0.0415098+0.0596022j 0.0530224-0.0392071j -0.0106728+0.0140641j -0.00959504+0.00439758j -0.0205945+0.0231113j -0.0220405-0.016022j 0.0312636+0.0113873j 0.0102795+0.00818323j 0.00790445+1.39479e-05j 0.0164759+0.0243825j -0.0283429+0.00168156j 0.0237201+0.00207197j -0.0143655-0.0118374j 0.0281477+0.0216501j -0.0122113-0.00736018j 0.0802168+0.0275375j -0.0249111-0.0182875j 0.0183968-0.0145678j 0.0295929+0.0298414j 0.0115615-0.0163032j 0.000116493+0.0235804j -0.000375774-0.0790168j -0.00620157+0.033435j 0.000842874+0.000584112j -0.000914457-0.0145886j -0.0177753-0.041399j 0.0195645+0.0243469j 0.0115389+0.0343009j -0.0214409+0.00634569j 0.000744002-0.0294328j 0.00111344-0.00439042j 0.000148691+0.0168954j -0.00770521-0.0300798j -0.0049764+0.0183149j 0.0265217+0.0208333j 0.0101815-0.0106438j -0.0120731-0.00817634j 0.0270847+0.00351062j -0.00958886+0.0271028j -0.0162928+0.0154233j 0.0301588+0.00991423j -0.00539236-0.00652186j 0.0208235+0.0123579j 0.00575637+0.0248967j -0.0123613-0.00613153j -0.0181036-0.00697246j -0.0123278-0.0124475j 0.000550739-0.0112279j 0.0023178+0.00601692j 0.0296653+0.00255082j -0.00615409-0.017597j 0.000860924-0.0249813j -0.000340427-0.00656011j 0.00455583-0.00860536j 0.00897358+0.00899206j -0.00728807+0.00150298j -0.00473633-0.000184942j -0.0162244-0.0192226j -0.0245512-0.000942563j 0.0112146-0.0040615j -0.00330354-0.00180954j -0.0048613+0.00591609j -0.00058562-0.00730958j 0.00289862-0.00321162j 0.0115117-0.0052439j -0.00978538-0.00154927j 
-0.00693085+0.00238575j 0.0105007+0.027114j 0.00352368-0.0146511j 0.0208849+0.00116184j 0.0225396-0.00821845j -0.0229172-0.00481818j -0.00103864+0.0147239j 0.032487-0.011041j 0.00459503+0.0013301j -0.00843682-0.00320885j 0.00929048+0.000631995j 0.0209731-0.00742841j 0.010162+0.00952769j -0.00364465-0.00661207j 0.00722362+0.0132782j -0.000977949+0.00743461j -0.0237979-0.00151635j 0.00385236-0.0140661j -0.0272739+0.00711181j 0.0591402-0.0616838j -0.069756+0.0680065j 0.0668079-0.00149099j 0.00829767-0.0576369j 0.045002-0.041713j -0.0885212+0.118045j -0.00813172+0.0789364j 0.0688373-0.117659j 0.0176923-0.0818908j -0.0130124+0.0275347j 0.0325928-0.0869379j -0.0387764+0.0433897j 0.0153957-0.0597148j -0.0544796+0.0641452j -0.00295452-0.0118255j 0.00907135-0.0130464j 0.0130955-0.00768273j 0.016788-0.00465549j -0.000618144-0.00960554j -0.00527481-0.00552897j -0.0183625-0.00447944j 0.0112395+0.0178331j -0.0282663+0.0109138j 0.0241838+0.00331426j -0.00687669-0.0171968j 0.00878743-0.0178298j -0.0411387+0.0132981j 0.0807676-0.0122763j -0.0526318-0.0132278j 0.00437206-0.00118591j -0.0212608-0.0156093j 0.0171372-0.0563427j -0.017169+0.0148292j 0.0193941-0.0882864j -0.0426655+0.00603707j -0.0030069-0.0324302j -0.000542215-0.000974013j -0.0246275-0.0191402j -0.000522229-0.0246839j -0.00990837+0.0265619j -0.0099034+0.0524756j 0.0341346-0.0830732j 0.00415233-0.0186837j 0.0176954+0.00567162j 0.00685122+0.0188298j 0.00503289+0.0612013j -0.00417642-0.00081697j 0.0139723-0.00535735j 0.00406056-0.00180162j -0.0090151-0.0300228j 0.0169144+0.00475751j 0.00672438-0.017246j -0.0318557+0.0088843j 0.00844448-0.00361079j -0.0132309-0.00966715j -0.00187226-0.00890716j 0.0203529+0.0330839j 0.0184034+0.012015j 0.0081549+0.0331792j -0.0113327-0.00726615j -0.00968213-0.0109607j -0.0304259-0.014145j 0.00610524-0.0112369j 0.00598507+0.0126251j -0.0222946-0.00483168j -0.00728333+0.00902646j -0.0120364+0.00609521j 0.00172578-0.0148304j 0.00256567+0.00713326j 0.019324+0.0128653j 0.0302586-0.00453085j -0.00604097+0.00526447j -0.00145683-0.00542732j -0.000605173+0.00207798j 0.00266803+0.00642551j 0.00853675+0.00326627j -0.0122081+0.00107907j 0.00332552+0.00218162j 
-0.0173439-0.0471646j -0.0123713+0.00219551j -0.00157336+0.0420001j -0.0107407+0.0179109j -0.0307373+0.0347049j 0.0107578+0.0186201j -0.0317935+0.0054626j 0.00997054+0.0391788j 0.0209498+0.0166343j 0.0176817+0.0238483j 0.0150887+0.00140207j -0.00576542+0.0287843j -0.0162591-0.0139217j -0.00583136+0.0334591j 0.00236912-0.0432154j -0.0181849-0.00543694j -0.0185636+0.00228876j -0.000144765-0.0490782j -0.0124281-0.0476566j 0.0225967+0.0314616j 0.185531-0.0185711j 0.0713223-0.000583982j 0.0969589-0.0517877j 0.146883+0.185112j 0.00246154+0.0794904j 0.00928564-0.0244867j -0.0517696-0.0323532j 0.0184028-0.013539j -0.0337512+0.193233j -0.0857551+0.007395j -0.0653717+0.0769529j -0.00297083-0.017743j -0.00505045+0.0180096j -0.0170889+0.0240791j -0.00376388-0.0299059j 0.0306315-0.0237979j 0.00210713+0.0178184j 0.0148754+0.045157j -0.0202247+0.0317385j 0.0031162-0.0193306j 0.0256217+0.0329199j -0.00565525-0.0092953j 0.00841069-0.0232468j -0.00560097-0.0121977j -0.0193084+0.00460278j 0.00901756+0.0373275j -0.0159744+0.0179919j 0.00051181+0.00530634j -0.0095636-0.00392589j 0.00116231+0.00158498j -0.00942504+0.0524685j -0.00384459-0.0171497j -0.000501831-0.00704107j 0.0111733-0.0137086j -0.00318649+0.0301114j -0.0200256+0.0073726j 0.0131319+0.000217477j -0.00288621-0.0244616j 0.00967724-0.00268374j -0.0232955-0.0122214j -0.0207587-0.00230558j 0.0257415+0.0100066j -0.0295006-0.0189343j 0.0035503-0.0386639j -0.0103927-0.0142428j -0.0198021-0.00599175j -0.030252-0.0164974j 0.00961043+0.0197754j -0.0158302-0.00226615j -0.0131943-0.00106653j 0.021946-0.00115263j 0.00298328+0.00490822j 0.0117749+0.0114158j -0.00401461+0.00539783j -0.00660282+0.000837522j -0.0257765+0.0110948j -0.00357621-0.016127j -0.000834121+0.0266785j -0.00655332-0.00897424j 0.0245236+0.0138416j -0.00623728+0.00220003j -0.0255575-0.018754j -0.0161196+0.00126538j 0.00586777-0.00289155j -0.0115155-0.00217764j 0.00749835-0.0126073j -0.0109803-0.0173722j 0.00897851-0.00251515j -0.0205338+0.00484373j 0.00981781+0.0134327j -0.0179444-0.00379856j -0.0150016+0.00709881j -0.00761943-0.00671954j -0.0205803-0.0022247j -0.00433955+0.00852287j 0.00691425-0.00487962j -0.0099537+0.00922077j 
0.00265326+0.0132962j -0.013079+0.0128354j -0.0112707+0.0149053j -0.00349788-0.0460691j -0.00781879+0.0190496j -0.00147622-0.019387j 0.0165826-0.0233561j -0.0272221+0.0484089j 0.0227636-0.0138266j -0.0210089+0.0526532j 0.0305755+0.0367105j 0.0174566-0.03488j 0.0172956-0.0185461j -0.0310045-0.0420258j -0.0102009+0.0168042j -0.0204232-0.0168904j 0.019783+0.0202539j 0.0134913+0.0113606j 0.0122978-0.000304618j -0.0315533+0.0184003j 0.0619332-0.0101101j -0.229809-0.0297399j -0.0269122-0.015006j -0.104213+0.0314115j -0.0894968+0.00357023j -0.0536125+0.132726j 0.117917-0.10321j 0.0116152-0.11015j -0.0156886-0.0141702j 0.077284-0.0771925j 0.0350115-0.0215662j 0.0377392-0.0731264j -0.0222484+0.0525384j 0.0103717-0.0267527j -0.0100359-0.000642445j 0.00759819+0.0159303j -0.00298525-0.0205637j 0.0169335+0.0206936j -0.000690413-0.00649286j -0.00243409-0.00563265j 0.0109479+0.00878541j 0.0190829+0.00573109j -0.0133541+0.0180853j -0.0054312+0.0102416j 0.0254907+0.02315j 0.0201279-0.0179474j -0.0449262-0.0101339j 0.0457649+0.0017071j 0.00730172-0.0265849j 0.0309171+0.0242466j -0.000638761+0.0290342j -0.00239733+0.0115263j -0.00529417+0.0265799j 0.00267977+0.003127j -0.00300576+0.048431j -0.000868514+0.0129133j 0.00871034+0.0171372j -0.0224352+0.0191672j -0.0222341-0.0672744j 0.0185941+0.033719j -0.00884588+0.0588926j 0.00594425+0.0113526j 0.0183926+0.0108364j -0.0105689-0.0204905j 0.00648512-0.0124927j 0.0171537-0.0277958j 0.0114862+0.0031845j 0.0262521-0.0176957j -0.0102732+0.0191253j 0.0311705+0.010829j 0.0161753+0.035083j -0.0100516-0.0299431j 0.0256798+0.0169146j -0.00777314-0.0075447j 0.0161343+0.00587768j 0.0244526-0.0159247j 0.0172635-0.00836138j 0.0238464-0.0173332j -0.00863074-0.0228077j -0.0108441+0.00494699j -0.018414-0.00917059j 0.00103604+0.012258j -0.00440569-0.00387932j -0.0217807+0.00581773j -0.00156577+0.00603378j -0.0122666+0.00711929j 0.00459453+0.020252j 0.00509863+0.00298785j 0.0194586-0.00629496j 0.0248378-0.00162927j -0.00321405-0.00308763j 0.0021043-0.000554694j 0.00157003+0.00744794j 0.000377896-0.00135962j 0.0103311-0.000891805j -0.014556+0.00111329j -0.000413389-0.00234731j 
-0.0045962-0.0325564j -0.0754739-0.127626j 0.00342711-0.0164095j 0.0264759-0.0201362j -0.0147391+0.0054942j -0.0161174-0.0192794j -0.0363498-0.0336757j 0.0330386-0.0153569j 0.0202945+0.00516459j -0.00931206+0.013311j -0.011095-0.00207469j 0.0110426-0.0106218j -0.0156599-0.00233624j -0.00597433-0.0268514j 0.011205+0.0122019j -0.0281353+0.0685401j -0.0315502-0.000557784j -0.0105097-0.041951j -0.105913+0.0911107j 0.117784-0.0393702j 0.138551+0.0571078j -0.0244632+0.0738959j -0.0594065-0.0467409j -0.0818454-0.0265186j 0.0395157-0.053831j -0.00532026-0.0810286j 0.0625893-0.0734606j -0.085386+0.0230942j -0.0171769-0.0522154j 0.0201132-0.0233915j 0.019804-0.0134949j -0.0079058+0.0152835j 0.0114641+0.0260472j 0.0178048+0.0222449j 0.00650644-0.0639412j -0.00129915-0.0841128j -0.0143928-0.101601j 0.0137139-0.0541458j -0.0123163+0.0636246j 0.0204433+0.108867j -0.0544198+0.00233769j -0.0358129-0.0568815j -0.00183428-0.0160047j 0.00773303+0.00521247j -0.00748753+0.00378042j 0.0137759+0.0578683j -0.0169269-0.0207289j 0.00501389-0.00957463j -0.013923-0.0232144j 0.0163252-0.0119569j 0.00957454-0.00213169j -0.0186287+0.00788838j -0.00517236+0.0183997j 0.00520336+0.00236672j -0.0108407-0.00448034j 0.00527135+0.00709148j -0.0192955+0.00213089j -0.00785308+0.0145575j 0.0270386-0.00569439j -0.00147301+0.00800793j 0.0146681+0.0160008j 0.00846563+0.00119834j -0.00330175-0.00398961j 0.0109558-0.0175706j -0.00962845-0.00426044j 0.0115686-0.0023972j 0.0310957+0.011443j 0.0119462+0.00165527j 0.00840005+0.0169399j -0.00857433+0.00075695j 0.0082041-0.00241089j 0.00666855-0.00179444j -0.0104764+0.0101395j -0.0200877-0.00615506j 0.00811239-0.00180974j 0.00398866+0.0094142j -0.00307382-0.0208353j -0.0215035-0.00665774j -0.00921294-0.00437556j -0.0244204-0.0127164j 0.0119082+0.00458914j -0.0160558-0.0121156j 0.0129515+0.0186421j -0.00307729-0.00256089j 0.00467735+0.0121736j -0.0208116+0.00215978j 0.0127429-0.00407698j 0.0214274+0.00461867j -0.000271368+0.00491753j 0.00175581+0.00362645j 0.0136596+0.0108564j -0.0103086+0.00490237j -0.0044918+0.000155907j 0.00249212-0.00924841j 0.0106448-0.00812454j 0.00433795-0.000360294j -0.0171233-0.0013422j 
0.0202593+0.0821763j -0.0639583-0.132546j 0.00653776-0.0312048j -0.0203221+0.00666219j 0.0165897-0.00390721j 0.00889818-0.048665j -0.00378927+0.0105995j -0.000734613-0.0273169j 0.0190289-0.0125927j 0.0013996-0.0219152j -6.1933e-05-0.0138032j 0.0388917+0.00607891j -0.0122408+0.00463857j 0.0345118-0.0298168j -0.0302784+0.0318533j 0.0028973+0.030177j 0.0223329-0.0225279j -0.0135038+0.059005j -0.00206715+0.0921247j -0.0528674+0.0178474j -0.0700766+0.073865j 0.0132416-0.109603j 0.0510532-0.00931755j 0.145819+0.124817j 0.05934-0.072658j -0.067219+0.196419j 0.000620983+0.0355949j 0.0924919-0.0186924j 0.0274964+0.056195j 0.0281129+0.0517171j -0.00608308-0.0827547j 0.0404105-0.0406808j 0.0148414-0.00336236j 0.0295461+0.0213928j 0.0188111+0.00563312j -0.0300135-0.0627152j -0.00708257-0.0507699j 0.0128712-0.0937126j 0.0451442-0.000230397j -0.0149692+0.0737841j -0.0629456-0.0734528j -0.00846768-0.0433011j -0.0237212-0.00483039j 0.0339052+0.00358621j -0.0040206+0.0345094j 0.0114115+0.00968698j 0.0181654-0.0102919j -0.00630172+0.0265769j -0.00765944+0.0075937j 0.00775967+0.0140361j -0.000768556+0.0140346j 0.00419905+0.000582999j 0.00314298+0.00767484j 0.0100298+0.0236861j 0.00742252+0.00484534j -0.0106978-0.0108697j 0.00504221-0.0366751j 0.00960122-0.0220492j -0.0241836-0.0168676j 0.0123896+0.00625431j -0.00380972-0.0189899j 0.00308343-0.0148895j 0.00743867+0.0143707j 0.0252091+0.0197067j 0.0143344+0.018639j -0.00885455-0.0158523j -0.0194789-0.00539126j -0.0164269-0.0149764j -0.00241816-0.00413337j 0.0153345-0.00439401j -0.00985718-0.00534544j -0.00455487+0.00747419j 0.0065151-0.0216467j -0.00772033-0.0167756j -0.00696654+0.000217704j 0.00863212-0.00977982j -0.00523459+0.0130262j 0.00420283-0.0206837j 0.00954517+0.00861233j -0.00892366-0.0164534j 0.00467881+0.00133205j 0.029178+0.0120647j 0.00368227+0.00405174j 0.00393606+0.00456611j -0.000905082-0.00352049j 0.0163701+0.00715904j 0.0179939+0.00905081j -0.00445947-0.00197752j 0.00287621-0.00286881j -0.0219057-0.015707j 0.0113348+0.0111506j 0.00989873+0.000760613j 0.00879715+0.00388203j 0.0182085+0.000369953j 0.000770682-0.0163445j 0.00355226+0.0116036j 0.0167265-0.0104827j 
