-0.00368367-0.00618984j -0.00352886+0.000524822j 0.00783313+0.00355895j 0.0137239+0.00349562j 0.0112031+0.00320241j -0.0122638-0.00282529j 0.000651028+0.00923447j 0.0106636-0.0160176j 0.011612-0.00834171j 0.0132521-0.00376388j -0.00119222-0.0167131j -0.0224365+0.00644314j 0.0229149-0.00890519j 0.00948487-0.0130648j 0.0165308-0.0127606j -0.0419163+0.000517723j 0.000133814-0.00564467j 0.0284057-0.0259373j 0.0118885+0.0102689j -0.0107071-0.022399j -0.0031127-0.000454932j -0.0154256+0.00299453j -0.0246798+0.0336519j -0.0190767-0.0447666j 0.0358079+0.00442515j -0.0476778+0.0188465j 0.011053+0.00744333j -0.0826523-0.000268215j 0.0299333-0.0355599j -0.0822909-0.00706297j 0.0813712-0.183627j 0.18474+0.0354957j 0.151327+0.0397368j 0.057951-0.110421j 0.0270469-0.0288275j 0.0219404-0.0174785j -0.0671247+0.0292915j 0.0640932+0.0340454j -0.00252772-0.00469901j -0.00322099+0.0106458j 0.0207703+0.0314024j 0.0199379-0.015357j 0.00413202+0.0188212j -0.0229012+0.00189672j 0.0214736-0.017072j -0.00986151-0.0114801j 0.018632+0.00602357j 0.0366803-0.00980902j 0.00567636+0.00163098j -0.0027467+0.0181683j 0.0241537-0.0063535j 0.0309914-0.00491262j -0.00768967+0.00567598j -0.00974156-0.0206869j 0.00249358+0.00741119j -0.0252618+0.0032603j -0.00457789-0.00617051j 0.00668552+0.0044432j 0.00628996-0.00331684j 0.000711971-0.00885446j 0.0132825-0.00434981j -0.0151768+0.00574282j 0.0151511+0.00546134j 0.0120836+0.000395507j 0.00449031-0.000252465j 0.0155447-0.00906278j 0.0026625+0.00267605j -0.00919718+0.010712j 0.00773656-0.0232287j -0.0603789-0.0170679j 0.14851+0.0405846j 0.178202-0.0609718j 
-0.00528191-0.00977904j 0.0135556+0.00423339j 0.023098-0.0190836j 0.0308943+0.0341159j 0.000103664+0.0616408j -0.0379882-0.0268748j 0.0120675-0.00706383j -0.0384043-0.0137548j -0.101617+0.0507914j -0.0349778+0.0453604j -0.068167+0.0112627j 0.07938-0.0646782j 0.0270596-0.12143j -0.0123875-0.0414446j 0.0112015+0.015731j 0.092593-0.0893975j 0.0100399-0.0206034j -0.113046+0.0772646j -0.0314298-0.018955j 0.068103-0.0251454j 0.0668422+0.0638055j 0.100968-0.168282j 0.0258553-0.0671685j 0.0498459-0.0189202j 0.0362998-0.098279j 0.0589544+0.016359j -0.0913039+0.0441136j -0.0642509-0.0221181j 0.00189195-0.0221883j -0.00078882+0.056675j -0.00611105-0.00826392j 0.0642844-0.0218501j 0.00132861-0.0109067j -0.0146596+0.0345197j -0.00211262+0.030784j 0.00389046+0.00870109j -0.00150835+0.00873052j 0.0133925-0.00307878j -0.0137612-0.00242831j -0.00158837+0.00504937j -0.00275512-0.010948j 0.00826051-0.0135952j 0.0056954-0.00838603j -0.000498907+0.00561704j -0.00666016+0.00827714j 0.00715768-0.00922193j -0.00999612+0.00124926j -0.00814412-0.00130061j 0.0153422+0.0182176j -0.0206241-0.00145527j 0.0322522-0.0016953j -0.00835063+0.00661484j -0.0194863+0.001256j -0.0282309-0.00281898j -0.0131796+0.0107522j 0.0136845-0.00535008j -0.0249014+0.0030563j -0.0231952-0.00560629j 0.00289126-0.00535261j -0.00160701+0.0120059j -0.0165009-0.00426946j 0.136895+0.00132657j 0.00475956-0.00158933j -0.0111708-0.0121947j 0.0162776+0.00398178j 0.0279522+0.00951917j 0.0532428-0.00415339j -0.00173677-0.0124128j -0.00871998+0.00612063j -0.000399142+0.00447749j 0.00173035-0.00773084j -0.00849138+0.00242278j 
-0.00048576-0.00212891j 0.00985118+0.00436501j -0.022784-0.00958776j 0.0190783-0.017152j -0.0061767-0.00868574j -0.0150107+0.0430978j 0.0573321+0.0219689j 0.012366+0.0180303j 0.0251404+0.0884192j -0.0761695-0.0486127j 0.0553891+0.196611j -0.106421-0.0913065j -0.0416816-0.00797669j 0.0765239+0.074545j -0.0695756-0.0478155j 0.024555+0.0221608j 0.00796699+0.0393777j -0.0157291+0.167862j 0.0448534+0.0461691j 0.064762+0.147181j -0.1515-0.15917j -0.159598-0.0979539j 0.000490916+0.106453j -0.00823772-0.0607254j 0.0476729+0.0910959j 0.12006+0.101373j -0.0280254-0.00027925j -0.00961393-0.0283577j -0.0148963+0.00740422j 0.00102859+0.0191597j 0.0028223-0.0133427j 0.0336073-0.00631985j -0.0180272-0.00466639j 0.00950279+0.0103467j -0.00405638+0.0154784j -0.00528787-0.00868313j -0.00260875+0.018184j 0.00437587-0.00667585j 0.00356105+0.00807193j 0.00223095-0.00165428j -0.0162487-0.00942092j -0.0103315-0.0107713j -0.00705083-0.00488637j 0.0104459+0.00778784j 0.00444226+0.00217721j -0.0205363-0.000797992j 0.0238152+0.0189801j -0.030835-0.00165505j 0.00122965+0.00438583j -0.00528154-0.00557j -0.0127374+0.00812716j -0.0222696-0.000431967j 0.0410495-0.00819316j -0.0208662+0.0044288j 0.024107+0.00770813j 0.0466231+0.00391639j 0.00676146-0.00939779j -0.0132844-0.00153018j -0.0455522+0.003706j -0.0434803-0.00618469j -0.058054+0.00622861j 0.00550077+0.000525423j 0.00728455-0.00266095j 0.0402181-0.000502026j 0.0102537-0.000795082j 0.0212706+0.00528163j 0.00529769-0.00821327j 0.0211919+0.0018413j -0.0220874+0.00287349j 0.00844259+0.00350028j -0.00398827-0.00841287j -3.77088e-05-0.00248925j 
-0.00356817+0.0090503j -0.0013966-0.00443156j 0.0022598-0.0143501j 0.00242616-0.00132992j -0.0073368+0.0291115j -0.00808189+0.00194325j 0.0259098-0.0415796j 0.0293618+0.00251918j 0.0540648+0.129374j 0.0141274-0.00299622j 0.0148287-0.100161j -0.0683195-0.0727067j -0.0340039+0.0464252j 0.0498291-0.00528929j -0.0279302-0.124212j -0.0713028-0.012733j -0.0258566-0.203989j 0.0720375-0.0410415j 0.0662327+0.201553j -0.0214558-0.103193j -0.0514346-0.143786j -0.135105-0.0755284j 0.0198545-0.0202602j 0.00753213+0.0902322j -0.0299252-0.186273j 0.0898056+0.0476299j -0.0781658-0.0868204j 0.00511994-0.0636228j -0.0351429-0.0252815j 0.00920752+0.0178909j -0.0119139-0.0104634j -0.00848016+0.017252j -0.000381627+0.00200131j 0.00767505-0.0085257j 0.00165175+0.00173937j 0.000142188+0.00212739j -0.00102752-0.00106723j -0.0050146+0.00538411j 0.00969525+0.0032853j 0.0129048+0.00668261j 0.00407912-0.0103033j 0.00549774+0.0139893j -0.0121544-0.00367205j 0.0107087-0.0177312j -0.00134905+0.00858879j 0.00156387-0.0115198j -0.0160164-0.00507964j 0.0165279+2.82167e-06j 0.00373195+0.00653089j 0.00967409+0.00661939j 0.0266542+0.00421006j -0.0183456-0.00158332j -0.0490666+0.00744231j 0.0710195-0.0115271j 0.0147421+0.0017713j 0.0215735+0.00576374j 0.023245-0.00366136j -0.0439174+0.0100323j 0.0731663-0.0117476j 0.0397228-0.00319731j 0.0414456-0.00329687j -0.00182633+0.00643031j 0.0101895-0.00280248j 0.0315551+0.0021346j -0.0378554-0.0076656j 0.0145104-0.00355635j -0.0277144-0.0189347j -0.021664+0.000398875j 0.0142086+0.0072799j 0.0117907+0.000428729j -0.00838662+0.00340199j 8.30715e-05-0.00349095j 
0.00947282-0.0032889j 0.00143037+0.00587168j -0.0352088+0.0282827j 0.0314004-0.0443716j 0.0821555-0.0736393j -0.0836291+0.0502293j 0.0199116-0.00548942j -0.0597793+0.0309095j -0.03785+0.0115452j 0.00443212-0.0679105j -0.0781524+0.0207453j 0.0754166-0.0137477j -0.0638155+0.164479j 0.00868537+0.0373788j -0.0297107-0.0556958j 0.0973512+0.0689705j -0.023309-0.0855955j -0.0883119+0.00578929j 0.0146042+0.0923115j -0.0999822+0.108826j 0.0734761-0.125517j -0.0354393+0.0708963j 0.0418382+0.00347399j 0.211727-0.167395j 0.126213+0.0563888j -0.03666-0.018172j 0.0412302-0.0838391j -0.0748592+0.0626249j 0.0232223+0.0108427j 0.0112809-0.0256002j -0.00847704+0.0116442j 0.0208497-0.0211489j -0.0117135-0.00970726j -0.0176083-0.0064163j 0.0285174-0.0171043j 0.0137721-0.0186238j 0.0143437-0.000930103j 0.0190974-0.000520821j -0.0102245-0.000370947j 0.00245328-0.0116291j -0.0198118+0.00573927j 0.00594547+0.00104757j -0.0115356+0.0028068j -0.0152134+0.00206365j -0.00231316+0.00454135j 0.00298297+0.00431521j 0.00985218+0.00227233j 0.0363079-0.00138308j -0.00278659-0.000230093j -0.00507376-0.0027681j 0.0583253-0.000145489j 0.0358493-0.00277875j 0.00520711+0.00368767j -0.00232321+0.0184863j -0.00401761-0.00827781j -0.0274971-0.0105372j 0.00123084+0.00113719j 0.0217801+0.00325247j 0.0129047+0.000900474j 0.0109747+0.00303497j 0.00394157+0.0150602j -0.00544997+0.0110366j 0.0206537+0.00190209j 0.0508045-7.17626e-05j 0.0242594-0.00527939j -0.00443995-0.00517454j 0.0409563+0.0168084j 0.033067+0.011837j -0.0208497-0.0134471j -0.0104496-0.00107753j 0.00196952-0.00335124j 0.000110449-0.00240186j 
-0.00708519+0.00266739j 0.00323705-0.0103548j -0.0153991-0.00269877j 0.0303497-0.00811545j 0.0308896-0.014913j -0.049999+0.049147j 0.0123923-0.0238279j 0.0599681+0.0397439j -0.0374975-0.0109911j 0.15423+0.0495568j -0.0272197+0.0330176j -0.00958194-0.0141256j -0.17946+0.019799j 0.0472962-0.0317354j 0.143177+0.0569279j -0.171452-0.0716488j 0.029248+0.0487675j 0.067087+0.0321664j -0.0760182-0.0419605j -0.16808+0.088886j 0.193492+0.077497j -0.187769+0.0255671j -0.0105882-0.0787119j 0.0296915-0.0982945j -0.0299589-0.190267j 0.0608495+0.0619309j -0.00188236+0.00174065j 0.0372287-0.0360017j -0.0185731+0.00122434j 0.0087609-0.00868256j -0.00684749-0.0151988j -0.0269686+0.00953895j -0.00587993-0.00078892j 0.0306106-0.00372427j 0.0117198-0.00193603j -0.00151898+0.00162432j -0.0174084+0.0032118j -0.021267-0.0106626j 0.0151371+0.00467062j -0.00390808-0.00340929j -0.0019684-0.00697216j 0.0168617-0.00902499j -0.011135-0.00359363j 0.0198373+0.00710477j 0.00262176+0.00395326j -0.0139928-0.00253748j 0.00130671-0.00735217j 0.00522041-0.00248739j -0.00815308+0.00712715j -0.020797+0.00388213j -0.0321309+0.00300653j -0.00844238+0.00276706j 0.00349339-0.00625592j -0.0317755-0.00700216j 0.0129176-0.00632385j -0.0174435+0.00142087j -0.0503888-0.00354741j -0.013046-0.00668654j -0.0375144-0.00462505j -0.00904528-0.0081602j -0.0031003+0.000296943j 0.0091348-0.00706306j 0.0147068-0.000823657j 0.0035525+0.0142507j -0.0304656-0.00672706j -0.0327945-0.00683158j -0.0126973+0.00072192j -0.00831131+0.00076449j 0.0122469+0.00212857j -0.000591745-0.00432221j -0.00396051-0.000184726j 0.000592704-0.000471845j 
-0.00781172+0.00319703j -0.00673039-0.00363672j -0.029121+0.000936856j 0.0192417-0.00609055j 0.0800808-0.0309487j -0.0353665-0.000802885j -0.0601534+0.0405461j -0.0311349+0.0809582j 0.064867-0.0396547j 0.0439528+0.0425614j -0.1427+0.0376019j -0.0263993-0.0699415j -0.0105216-0.0541101j -0.0285496+0.101707j -0.0630022+0.0863889j -0.00391476-0.158451j -0.157068+0.0609449j -0.0791661-0.0187977j 0.0283068+0.0130529j -0.0141383-0.0549215j -0.00964979+0.0531877j -0.133164-0.127035j -0.110742+0.0154984j 0.0313444-0.0485868j -0.279767+0.0252801j 0.0326963+0.0280417j -0.0711811-0.023479j -0.0983349+0.0880364j -0.00654224-0.0135951j 0.0427411-0.0627059j -0.0200244+0.0102841j 0.0356478-0.0397574j -0.00801267+0.00349552j -0.00428064+0.0270359j 0.0213582+0.00087139j 0.00388639-0.0108049j 0.0126335-0.00797919j -0.00161685-0.000851325j -0.0122567+0.00992835j -0.0014955-0.00243468j -0.0155045+0.00128711j 0.00723377+0.00860793j -0.00901292-0.00160263j -0.0306015+0.00343508j 0.00578193+0.00638509j 0.00487852+0.00140939j -0.00640213+0.00645277j 0.00017389-0.00185707j 0.0232021+0.00255785j -0.000914952-0.00827824j -0.00379009-0.00549332j 0.0105828+0.00606988j -0.0194857-0.0138697j 0.0210673+0.00768741j -0.000381297-0.00511179j -0.0280965-0.00499168j 0.000116924-0.00277612j -0.0277784-0.000990721j -0.0371171+0.0146648j -0.022582+0.00711772j -0.00356455+0.000287372j -0.0554755-0.0125823j -0.00243588+0.00130085j -0.0110914+0.00144234j 0.0634375+0.00340058j 0.020753+0.00974486j 0.0305571+0.00660298j 0.00873546+0.00188852j -0.025534-0.0139933j -0.0108534-0.00703339j -0.00513238-0.00903346j 0.0142484+0.0120471j 
0.00868344+0.000951937j 0.00384081-0.00678734j -0.0467041-0.0099112j -0.00817968-0.0295699j 0.046951-0.0137077j 0.0978223+0.0665585j -0.0307125-0.0205247j -0.0471634-0.0186385j 0.131189+0.0580146j 0.118721+0.0621064j 0.159837+0.034846j -0.0236874+0.0445471j -0.0411492-0.0371958j -0.0589525+0.0240155j -0.0336557-0.0670737j -0.00911556+0.090305j 0.0610963+0.032326j 0.187182+0.126242j -0.0113865-0.118153j 0.112038-0.0794307j 0.0672386-0.0867737j -0.109316-0.121027j 0.136776+0.0197885j -0.0407514-0.0628954j -0.0327741-0.000630848j 0.0644797-0.028951j -0.0213444-0.00872619j -0.110343+0.0209274j 0.0745812-0.000180644j 0.00720843-0.0225891j -0.0225347+0.00400283j -0.0312178-0.00922796j -0.0105585+0.00409722j -0.0159048-0.00373456j 0.0229746-0.0135546j -0.0116084-0.00528805j 0.0348464-0.0032206j 0.00656509-0.00803763j -0.0215101-0.0149416j -0.0153878-0.00316364j -0.0187339+0.00823469j -0.0125371+0.00247522j 0.0207987+0.0120878j -0.00780887+0.00258714j -0.00523191-0.00486554j 0.0108176+0.0121441j 0.0139538-0.00124106j -0.0201822-0.00238758j 0.0125832+4.13569e-05j -0.00518766-0.0132893j 0.0217662+0.000740684j 0.0237777-0.00163477j 0.0089993+0.00404755j -0.0492805+0.00242593j -0.041147+0.00506753j -0.0467753+0.000293917j -0.040189+0.00460417j 0.088653-0.00189961j 0.0261228-0.0030715j -0.00534036+0.0134066j 0.0140031+0.00967175j -0.0245058-0.0125275j -0.0225294+0.00191607j -0.0321011+0.00285516j -0.00248513+0.011207j 0.0163323-0.000221728j -0.0271076-0.00214631j -0.00749943+0.00499325j 0.0101401-0.000607083j -0.00521625-0.00448856j -0.00969221-0.00422192j 0.00199074-0.00282972j 
0.0128524+0.00376337j 0.0056739+0.0173675j -0.0153489-0.0374155j 0.0279327+0.0440918j 0.0265978+0.137547j -0.0534053-0.098012j -0.0265948-0.0336285j 0.0308372-0.0923041j 0.0342431+0.0376639j 0.0105467+0.00115719j -0.0663183-0.0820154j -0.0759179-0.0361872j -0.0566583-0.144504j 0.0219293-0.126366j 0.00188396-0.0295954j 0.0582505+0.13217j -0.169873-0.138184j -0.106292-0.105086j -0.00156838-0.0663911j -0.0258293+0.0843345j 0.00126102+0.0736102j -0.141629-0.100712j -0.0304851-0.0559199j -0.103836-0.028526j 0.0406848+0.0113018j -0.0652832-0.072576j -0.0463904+0.0109787j 0.0541046-0.0549053j -0.011449+0.0335264j -0.00518883+0.0581952j 0.0206169-0.00501964j -0.0125122-0.0117141j -0.0420946-0.00720178j -0.00420945-0.00693306j 0.000192964+0.0197591j -0.000852563+0.000344926j 0.0011492+0.00172511j 0.00724066+0.0184889j -0.0264329-0.0338609j 0.0146024+0.00350983j 0.00881101+0.014989j 0.0116023-0.00245831j -0.00346644+0.00605512j -0.00293947+0.00618489j 0.00221825-0.00940786j -0.0339751+0.00323814j 0.00614597+0.00497638j -0.00276991-0.00268493j 0.00835918+0.000534932j -0.0484972-0.00725262j 0.0470596+0.00998832j 0.0161696+0.0020822j 0.0191679+0.000747148j 0.0343825-0.00347597j -0.0311575-0.00348726j -0.0298161+0.00362372j 0.000665817-0.00383458j 0.0496549-0.00816461j 0.0327909-0.00148613j -0.0247738-0.00631896j -0.058708+0.00291947j -0.0213838-0.00842419j -0.0387335-0.00205143j -0.00148568+0.0062879j -0.0466621+0.0070608j 0.000557534-0.0136251j -0.0156539-0.00725044j -0.0065769-0.0019252j -0.000188989+0.010489j -0.00461827+0.00498086j 0.00636686+0.00431314j 0.0039821-0.00299238j 
0.0110432-0.0058014j 0.00322787+0.00102357j -0.00688796-0.00624499j -0.0150362+0.0219617j -0.0110616+0.037272j 0.105724-0.00136176j -0.0260764+0.0447177j -0.0181688-0.079999j 0.126898+0.0366352j 0.0347449-0.0592639j 0.0843141+0.0366836j 0.00472109-0.0113356j 0.134771+0.0364122j -0.00591464-0.0985424j -0.070969-0.0582937j -0.00110668-0.0587062j -0.0209458+0.0950206j 0.102461-0.0976384j 0.174987+0.198401j -0.058915+0.0612133j -0.00625085+0.0658139j 0.0190099+0.0504876j 0.158188-0.0618995j 0.0175674+0.0661579j 0.0160416+0.0754614j 0.0158271+0.0226407j -0.0737013-0.00217973j -0.0447932-0.00452048j 0.058095-0.0178826j -0.0291624+0.0280998j -0.00774162-0.0134265j -0.0391839+0.00160879j -0.00178727-0.00164773j -0.0180647+0.0165125j 0.00941488+0.0109367j -0.0184559-0.00237127j 0.012874+0.0106849j 0.0200498+0.0106348j -0.00809639+0.00171109j -0.0110255+0.00737715j -0.0147559+0.00486551j 0.00162368+0.000732565j -0.00733575-0.0112051j -0.0354012+0.00542041j -0.00702656-0.00855683j -0.0104182+0.00326889j 0.0406921+0.00192876j -0.00596728+4.03118e-05j 0.0409421+0.00288181j -0.0208984+0.0086187j -2.50002e-05+7.0838e-05j 0.0401487+0.00849661j -0.000243078-0.00242299j 0.0184893-0.000852487j 0.0163079-0.00629021j -0.0724024+0.000634352j -0.0331363-0.000782225j -0.0584851-0.00572142j -0.0224624-0.0154207j -0.00819297+0.00244908j -0.0253449-0.00125434j 0.0447457-0.000806575j -0.0207886-0.00858271j -0.0290017-0.0102715j -0.0276282+0.0124819j -0.013009+0.00400296j 0.0148149-0.00159773j -0.00205382+0.000543224j 0.0121938+0.00484378j -0.00313507+0.00251565j 0.00477041+0.00299275j -0.00544197-0.000898396j 
0.00296256+0.00393239j -0.00390355-0.00366237j -0.00650312+0.000442339j 0.00191301+0.00103406j 0.0218942+0.000828715j -0.014415+0.0528428j 0.0179662-0.0436272j -0.0543705+0.00092988j 0.10269-0.031141j -0.0831133+0.1195j -0.00118836-0.0131662j 0.0407402+0.0893368j 0.0437572+0.00124264j 0.060419-0.0679434j -0.144426+0.0572439j 0.14339-0.0730587j 0.0129455+0.0840796j 0.0389016+0.0622027j 0.0378966-0.0856393j -0.0832594-0.0775591j -0.126224+0.182496j -0.091637-0.000132966j 0.0361822-0.0846493j 0.0611316-0.081569j 0.127301-0.169979j 0.0346513-0.0568829j -0.0545145+0.0175154j 0.0219984+0.00546136j -0.0159026+0.0378999j 0.0308333-0.0279833j -0.00743672+0.00347844j 0.0334413-0.0360295j -0.00338857+0.0104329j 0.0036571+0.00364211j -0.00392748+0.00427472j -0.0157128+0.00387086j -0.00676657-0.00202677j 0.00137115+0.000201322j -0.0188856-0.000492467j 0.00992447-0.00132555j -0.01359-0.00316346j 0.00097632-0.0053986j 0.000304468+0.00443028j 0.0099657-0.000771393j 0.00371225+0.0111822j 0.0213262+0.00300856j 0.0259902-0.00846383j -0.0304514-0.00495082j 0.0227443+0.0109315j 0.0435123-0.00391137j 0.00339795+0.00211119j 0.0294418+0.00604327j 0.023382-0.00656282j -0.0173861-0.0126572j 0.0404222-0.00540389j -0.00594205-0.00210765j -0.0244499+0.0115375j -0.00470363+0.000759298j 0.0507785+0.0066115j -0.020809-0.00204733j 0.0165903+0.00257323j -0.0222218-0.00163582j 0.0658378-0.000514558j -0.00629244+0.0111006j -0.0114629-0.000878533j -0.0343744-0.00418075j 0.0266055+0.00804445j -0.0337444-0.0103005j 0.00788627+0.00213754j -0.0177766-0.0166642j 0.00101591-0.00146546j 0.00370322+0.00463055j 
0.00399236-0.0082964j 0.00182558+0.00486185j 0.0208364+0.0117848j -0.0332779-0.00618167j -0.0524889-0.0276443j 0.0460923+0.00217808j -0.112056-0.0451725j 0.0966916+0.0320946j 0.0835905+0.00650724j 0.0566643+0.0113982j -0.186502-0.0682833j 0.0114561+0.00984087j 0.087695+0.0154139j 0.0976272+0.0724983j -0.0592922+0.00799615j -0.0281655+0.0359581j -0.134835-0.0396577j 0.0355373+0.0278153j 0.0343406-0.0833103j -0.280321-0.0721788j -0.140815-0.0806386j -0.00986323-0.000837185j 0.172972+0.0723357j 0.0753742+0.0358632j -0.130995+0.0181494j -0.113549-0.0450436j -0.0702063+0.0165085j 0.0168686+0.0139261j 0.00174832-0.00416797j -0.0422548+0.0146994j 0.0402074+0.00529845j -0.0335901+0.00672004j 0.0172855-0.00868654j -0.00634797-0.00690899j -0.0157494-0.00659386j 0.0129451+0.00473786j 0.000997273+0.00742195j -0.00156504-0.00725074j -0.00611976-0.00274446j -0.00891402-0.00449177j -0.00143006-0.00110108j 0.00333286-0.00371947j 0.0163482-0.00207837j 0.0161785+0.00696837j 0.000188616-0.00581465j 0.0126682+0.00453836j -0.0144138-0.00457311j 0.00668158+0.00405344j -0.0209767-0.00893071j 0.0107538+0.0096477j 0.0161371+0.00222041j -0.0227739-0.00579126j 0.0141502-0.000912252j -0.054847+0.00576298j -0.0101082+0.00299539j 0.0351803-0.00405709j -0.0198273+0.000473187j 0.017325-0.00681312j -0.0380666-0.00503422j -0.033064-0.0108606j -0.023042-0.0019782j 0.0309522-0.00139853j -0.00178134-0.00297388j -0.00913613-0.00346076j 0.0057801-0.00226369j -0.00449548-0.00255126j 0.0076864+0.0111814j 0.0125947+0.000339048j 0.00144331-0.00209986j -0.00322538+0.00683893j 0.0104332+0.000461714j -0.00173735+0.000217851j 
0.00541308+0.0159144j -0.011917+0.00438816j 0.00393288-0.00207972j 0.0184025+0.0154578j 0.0160719+0.0410967j -0.00988041+0.00280399j -0.02895-0.020879j -0.0507789-0.0561033j -0.057465+0.0983788j -0.00660361-0.0239441j -0.13924-0.044097j 0.0893869+0.0648155j 0.0637298+0.0820888j -0.0589307-0.00563836j -0.0137145-0.126002j 0.0105795+0.148521j 0.0403969+0.105163j -0.0500404+0.089305j -0.0657417+0.122067j -0.0673419-0.052941j 0.0285486-0.0885184j -0.0661594-0.178024j -0.125808-0.0506882j -0.0488729+0.033938j -0.0324552-0.0282535j -0.125471+0.0514998j 0.0293739-0.0542465j 0.10279+0.000438223j 0.00393882+0.0214041j -0.0219718+0.0203362j 0.0229918-0.031508j -0.0224694+0.0150148j 0.00615862+0.00591418j 0.016384+0.0134935j -2.06887e-05+0.00934711j -0.00227566-0.0131667j -0.00294946+0.0120539j 0.014236-0.001452j -0.0121689-0.00187042j -0.0133611+0.0113148j 0.0103322+0.00203402j 0.00485016+0.00303308j 0.0284057+0.003889j -0.034806-0.0039487j -0.00514424-0.00218779j 0.0587635+0.00428753j 0.0300137+0.00510757j -0.0326779-0.00730392j 0.0343166+0.0121799j 0.0357772+0.00138218j -0.0639072+0.00358308j 0.0663477+0.00912877j -0.00615954-0.00539443j -0.0646675+0.00192673j 0.0104519+0.0044125j -0.0453802-0.00328105j -0.0121682-0.00318486j -0.0150305-0.00818605j 0.00573199-0.0145756j 0.0281771-0.00185386j 0.021978-0.00860369j 0.0222286-0.00265383j -0.0290521-0.00426354j 0.0133941+0.00512293j 1.97806e-05+0.00578854j 0.00680335-0.00688756j -0.0339238-0.00599385j 0.0335052+0.0128504j -0.0177894+0.000438001j 0.0192737+0.00541025j -0.000415379+0.00378731j 0.00179762-0.00529456j 
-0.00457823+0.00422778j 0.00741683-0.00454747j -0.00115091-0.0357011j 0.0564706-0.00109323j 0.0676366+0.0235486j -0.0387628+0.0272996j -0.0127551-0.0287569j 0.00170833+0.0262812j 0.0569672+0.0836276j -0.113074+0.072133j -0.0985202+0.0261322j -0.0604049-0.0721526j 0.227771-0.0290266j -0.0796239+0.00683417j 0.0620331+0.00868293j -0.0937436-0.0707519j 0.0260092-0.0228828j -0.132516+0.0737104j 0.278767-0.0912418j 0.0424368+0.0576835j 0.109389+0.0130796j 0.0931145-0.104003j 0.0707538+0.0841721j 0.116195+0.00977391j 0.102899-0.0576254j -0.0236652+0.0903284j -0.0136361+0.00230084j 0.0356393-0.0638762j 0.00211866+0.00556518j 0.0111622+0.00232158j 0.0025342-0.0193582j -0.0206838-0.00218954j 0.00178428-0.00711281j 0.0165538-0.00471263j 0.02154+0.00709774j 0.0120079+0.00774473j -0.00899896+0.00591609j -0.0148827-0.0137765j -0.00199787-0.00325629j 0.0214147-0.000134195j -0.00273573-0.0111514j 0.0114132-0.009011j -0.0123752-0.00297204j -0.00664294+0.00324768j 0.0393818+0.00210656j 0.0181727-0.00177478j -0.00757549+0.00515194j 0.0157224-0.00133067j -0.0213365+0.00171414j -0.00783696-0.0143537j -0.0379191+0.000771907j -0.00278018+0.00141178j -0.015545-0.00286801j -0.0110361-0.00364576j 0.00296262+0.00686692j -0.00381826+0.00487172j -0.012346-0.00517548j 0.0519643-0.00357022j -0.0231115-0.00474388j 0.00901901-0.00766693j 0.023903-0.00257761j -0.0460171-0.0124478j -0.00211305+0.00116168j -0.00230946+0.0113366j -0.0104231+0.000593694j -0.0200263-0.0103628j -0.0446174-0.0127638j -0.0134079+0.00331402j 0.020048+0.00433377j -0.00953817-0.00895141j -0.00444258-0.00356359j 0.0022742-0.00315082j 
0.00583735+0.00831446j -0.00208861-0.0065041j -0.0472489+0.00697148j 0.0311567+0.0174517j 0.074381+0.0242958j -0.0370665+0.043586j -0.0547027-0.00103008j 0.0486422-0.0451322j 0.0665717+0.019309j 0.0307424-0.0504671j -0.0829856+0.0382459j -0.135245+0.0581401j 0.0411101+0.197065j 0.0147343-0.109413j 0.0546866-0.0221473j -0.0344664+0.0655031j 0.00815427+0.182029j -0.165909-0.0269337j -0.00486326-0.0113308j 0.0824688+0.0869881j 0.0315506+0.0688034j -0.156543+0.180254j 0.0208432+0.0577726j -0.0160814+0.045987j -0.032401+0.0983936j 0.0277531-0.0553577j -0.0550585+0.0667673j 0.0215543+0.00225212j 0.000615923+0.0558639j -0.0142973-0.00551063j -0.00912719-0.0149104j 0.0165447+0.016147j -0.00574314+0.0194506j 0.020316-0.00763887j 0.024213-0.00156461j -0.00461198+0.0052786j 0.0144864+0.00745351j -0.0207361-0.00984495j -0.0301467-0.00492147j -0.00585951-0.00233831j -0.0196455+0.00221054j 0.0130512-0.00372731j 0.00204113+0.00381083j 0.0106869-0.0020253j -0.0201945-0.0029158j 0.0587705+0.00695935j -0.0389869+0.00947017j -0.0547522-0.00157293j 0.00548428-0.00058559j -0.0137891+0.00196481j -0.03534-0.004992j -0.0404057+0.000244758j -0.0412895+0.0130809j 0.0187642-0.00367037j 0.00835286+0.00339576j 0.0235728+0.0080842j -0.0432824+0.0119836j -0.00896729+0.00748424j 0.0449182-0.000401107j 0.0124156+0.00251472j 0.0205143-0.00362431j 0.0493995+0.0141051j 0.0140353-0.00269915j -0.0213506-0.00472067j -0.0106971+0.00525613j 0.00976769+0.00709662j 0.00204422+0.00572807j -0.0125654-0.00365952j 0.00960601+0.00473354j 0.000850264-0.00479378j 0.00237311+0.00848099j -0.00368211-0.00190237j 
