0.00799271-0.00669724j -0.00522217-0.00209415j -0.0111512+0.0190567j -0.00232132-0.00702269j 0.00843282-0.0106966j -0.00466925+0.0257492j -0.0036139+0.0193525j -0.00600978-0.00963506j 0.00220436-0.0247495j -0.000994071+0.0123865j -0.00136655+0.0130728j -0.00436428-0.00420844j -0.00182771-0.00690991j -0.00172401+0.00125093j 0.00481982+0.00669219j 0.00532028-0.00126201j -0.00323579-0.00865345j 0.00901657+0.0162262j -0.00229472-0.00241908j 0.000147909-0.00516648j -0.000767752-0.0046657j -0.00112743-0.00114604j 0.00913121+0.00967578j -0.000613696+0.00567903j 0.00759775+0.00198141j 0.0108028+0.00571357j 0.00393112+0.00241068j -0.00159571-0.000921156j -0.00276123+0.00095354j 0.0127219+0.00309278j -0.0106494+0.0107015j -0.0168251-0.0123818j 0.00141306+0.00512692j 0.00663445-0.00230927j -0.00617568-0.0103601j 0.00101022+0.0026972j -0.0166025-0.00207188j -0.00869937+0.0027518j 0.0118075+0.00687521j -0.00432446+0.000291802j -0.0229313-0.00194607j -0.00100787-0.0017047j 0.00698644+0.00128911j -0.00773031-0.000966179j -0.0024461+0.00469691j -0.0011452+0.00202723j -0.00274889-0.000273737j -0.000392063-0.000322412j 0.00319342-0.000496148j -0.0104817-1.68874e-05j 0.0161891-0.00246784j -0.00474532-3.72703e-05j 0.00352704-0.00110392j 0.00180719-0.00194816j 0.00643483-0.0024141j 0.00434654-0.00406326j -0.0028604-0.000492046j -0.00233462-0.000339457j -0.00820095+0.00184635j -0.00115573+0.00139307j -0.00332662+0.000631966j -0.00591539+0.00170766j 0.0073582-0.00433494j -0.00282828+0.00173776j -0.00553472+0.00196747j -0.00635764+6.03628e-05j 0.0080072-0.00301039j -0.00266906+0.00208563j 0.00911385-0.000940494j -0.0058229+0.00318052j 0.00788714+0.000780983j -0.00636575+0.00389313j 
-0.00183961-0.000575181j -0.00249801+0.00193845j -0.0014672-0.00152252j -0.00135559+0.00312354j 0.00151096-0.00269653j -0.00172009+0.00366391j 0.000815965-0.00236752j 0.000316492+0.00672009j 0.001061+0.0133015j -7.77781e-05-0.000409058j 0.00469119+0.00154331j 0.00605186-0.00895642j 0.00613307-0.00581002j 0.00342475+0.00111856j -0.00228792-0.000552266j 2.7524e-06-0.00472088j -0.00167911-0.014401j 0.00273409+0.00238092j 0.00425334+0.005732j 0.00294247+0.0032482j 0.00349156+0.00911075j -0.00423632-0.00479769j 0.0110739+0.00194987j -0.00648186-0.000104378j 0.00341516+0.00468252j 0.00643822+0.000546864j -0.0135186-0.0062188j 0.00878116+0.000307217j -0.00199299+0.00524508j 0.00139088-0.0030319j -7.64367e-05+0.00221967j 0.000129271-0.00149754j -0.00323139+0.00426891j -0.00278587-0.00725715j -0.000117328-0.00849263j 0.00591406-0.000388007j 0.00154017-0.00883002j 7.54334e-05+0.0123544j 0.000265135-0.0117462j 0.0024072-0.00393929j 0.00242217+0.0078027j 0.00505247+5.46157e-05j -0.00145127+0.00765343j 0.000478369-0.00103742j 0.00413178+0.00181408j -0.00435259-0.00991093j -0.000244419-0.0013732j 0.000161935+0.00239736j 0.00237251+0.00520447j 0.00397513-0.00412288j 0.000728701+0.00837289j 0.00512486+0.0160041j 0.00283169+0.00123231j -0.000490235+0.00119526j 0.000830407-0.00210882j -0.00118133-0.00183438j 0.00690061+0.00794721j -0.00400244+0.00214968j -0.00680611-0.00357427j -0.00745693-0.00656486j 0.00113778-0.00248503j -0.00518078-0.0038311j 0.00554191+0.000779547j 0.00131062+0.00487738j -0.000467756+0.00289603j 0.0175657+0.00555132j 0.00744354+0.0118783j -0.00190177+0.00199779j 0.0032582-9.39743e-05j 0.000548569+7.35102e-05j 0.0028224+0.000878042j 0.00118511-0.00189756j 
-0.00760469-0.00185295j -0.00780885-0.00356833j -0.00702908-0.00317381j 0.00448793+0.001904j -0.00161302+0.0019996j 0.00439875-0.000820771j -0.00119916-0.00121688j 0.000873448-0.00213192j -0.000486849+0.00451637j 0.00140357+0.00414223j 0.00652534+0.0031588j 0.00389242+0.00265991j 0.00534821+0.00701408j -0.00532446+0.00426674j 0.00263007-0.00405076j 0.00184681+0.00670546j -0.00174981-0.0105084j 0.00866997+0.00341275j -0.000119171-0.00227398j 0.00490439+0.00135055j 0.0024198-0.000189875j 0.00635733+0.00476926j -0.00799026+0.00386611j -0.00412049-0.00304648j -0.00200382+0.000493305j -0.00312624+0.00293194j -0.00706037+0.00547485j -0.00185407+0.00578805j -0.0125672+0.0109195j 0.00520262+0.00555522j -0.00203151+0.00605357j -0.00466417+0.00733507j -0.00525966+0.0066549j -0.00108431-0.00189245j -6.01257e-06+0.00529391j -0.000155458-0.0021861j -0.000894076+0.00229708j 0.000563272-0.000680248j 0.0090479+0.00562568j 0.00695826-0.000768683j 0.0050848+0.00201842j -0.000445624+0.00179209j 0.00259081-0.000211179j -0.00289129-0.00136246j -0.00253273+0.00242799j -0.00557592-5.56361e-05j -0.00477588+0.000502508j 0.00850992-0.00309653j 0.00864868+0.00139087j 0.0165617-0.00332451j -0.00839088-0.00503238j -0.0045351-0.00218575j 0.00735946+0.00196606j -0.000275246+0.00106598j 0.00984674+0.00111611j -0.00165565+0.00120222j 0.0131413-0.00172553j 0.000603313-0.00628935j -0.00201813-0.00221509j 0.00423499+0.00128265j 0.00851667-0.00760714j -0.00197046-0.00349578j 0.00311366+0.0022818j -0.00787005+0.00447287j -0.00411925+0.00745095j -0.00223509+0.00192364j -0.00172665+0.000699583j -0.00254389+0.00335952j -0.00189335-0.00209094j -0.00617385-0.00175262j -0.00221558+0.00221746j 0.00460233-0.00549592j 
-0.00125781-0.00291787j -0.000207436+0.00028517j -0.00054453-0.000369631j 0.00134464-0.00229089j -0.00015327+0.00165794j 0.0024775+0.00199117j 0.000409987-0.000309857j -0.000710845-0.000854529j -0.000315972+0.0010604j 0.00381604+0.00197619j 0.00571471+0.00406059j 5.30866e-06+0.0014266j 0.00240741+0.00587798j -0.00420647-0.00137336j 0.00346102-0.000615041j 0.0028288+0.00170184j 0.00179817-0.000248274j 0.00499932+0.00568934j 0.00108217+0.00208886j 0.00700512+0.00378254j 0.00243793+0.00153587j 0.00189313+0.00142704j -0.0106207-0.00272344j -0.00542167-0.00510726j 0.00282838+0.000918954j -0.0061332-0.000839557j 0.00157084+0.00121522j 0.00322793+0.00148566j -0.00395179+0.00531587j -0.00268369+0.00412581j -0.000590372-0.00403287j -0.00202494+0.00538259j -0.000150591+0.0028839j -0.00215193-0.000109573j -0.00165451-0.000947113j 0.00193408+0.000858314j 0.00154243+0.000669472j 0.00023831-0.000462827j 0.00121766+0.00180914j 0.000749946+3.09559e-05j -3.98103e-05+0.000433053j 0.000601968+0.0021939j 0.00235589+0.00548036j 0.000455867-0.0033232j -0.00447328-0.00202719j -0.00551038-0.00481574j -0.00120871-0.0023315j 0.00516379+0.00326785j 0.0035182+0.00450967j 0.00781364+0.00830874j 0.00243964-0.00167421j -0.000382299+0.00274029j 0.00408255+0.00623301j -0.00323076+0.00281912j 0.00215702+0.00561879j -0.00283778-0.00384802j 0.0055255+0.00109734j 0.00403766-5.41131e-05j 0.00176703+0.0015114j -0.00175226+0.00221189j 0.0082198+0.00232994j -0.00362134-0.0013223j 5.86758e-05+0.00123985j -0.00322729-0.00316723j 0.0024773+0.00156426j -0.00182852-0.000809989j 0.000429635+0.000936736j -0.00127146-0.00408107j 0.00579003-0.00376529j 0.00173265+0.00135334j 0.00438513-0.000746552j -0.0021039+0.00107039j 
-0.00215751+0.00292701j 0.000821345+0.000993535j 0.0045897-0.00284211j 0.000375204-0.00188385j 0.00331058+0.000346128j -0.00272751-0.00342222j 0.0019885-0.000735867j -0.00554442+0.00372791j -0.0106459+0.00731054j -0.00769007+0.00511817j -0.00811484+0.00610879j 0.0110993+0.00137144j -0.00174958+0.00593806j -0.00546077+0.0103656j -0.00363435-0.0029014j 0.00303549+0.00226442j 0.00763553-0.0132443j -0.0065258-0.00254853j -0.00918804+0.00601248j -0.00251198-0.00189375j -0.00468246+0.00687588j 0.00297479+0.00325513j 0.0044214+0.0189363j 0.00324562-0.00608527j -0.0014966+0.000384257j 0.00308265+0.0058383j 0.00951401-0.018639j 0.00464754+0.00448276j 0.000259762+0.0064307j 0.0047395+0.000266818j 0.00043123+0.00485376j -0.00177327-0.00139259j -0.000642105-0.00464272j 0.000744633+6.07647e-05j 0.00500494+0.00270197j 0.000421025+0.00276837j 0.00255612+0.00522486j -0.00395534+0.0024229j 0.0053316-0.0107193j -0.000293698-0.0093349j -0.00384922-0.00744645j 0.00116182+0.00300786j -0.00216426-0.0106743j 0.000868011+0.00464521j -0.0030113+0.00828913j 0.00524826+0.0125339j 0.00146601+0.00630652j -0.00511139-0.0136203j -0.00506412-0.0141075j -0.00358019-0.0150902j -0.00554199+0.00320745j -0.00505234+0.00150623j 0.00193595-0.00355055j -0.00244758-0.00659663j -0.00241656-0.00890186j 0.00241027+0.00586834j -0.00850258-0.00870059j 0.00164146-0.00323926j -0.000388549-0.00730027j -0.00122505-0.00509148j -0.00423559-0.00954484j 0.000812222-0.00165917j -0.000714219+0.00246302j 0.00175536+0.00544743j 0.00646571+0.00531667j -0.000865096+0.00977526j -0.00711186+0.00389315j -0.00189193-0.00587319j -0.00233091+0.000636228j -0.00300259-0.00180787j 0.00141338+0.00159899j -0.00350809-0.000199999j 
4.12878e-05-0.000602415j -0.00110941-0.00079314j -0.00215423+0.00143715j -0.00542309-0.00100969j 0.00424882+0.0013286j -0.00288871+0.00423342j 0.000344811+0.00117049j -0.00425968-0.00163187j -0.0101437+0.00145978j 0.00807771+0.000982549j 0.00467641+0.00561902j 0.00371412+0.00569071j 0.0147149+0.00681773j 0.00513448-0.00692278j 0.00596497+0.000779307j 0.0102431+0.00268244j 0.0137921+0.00782988j 0.00326903+0.0160818j -0.000261977+0.00733509j -0.000501954+0.0150573j -0.00868573+0.00570086j 0.00453273-0.00922905j -0.00547358-0.00376174j -0.00805117-0.00313937j -0.00299878+0.00843215j -0.00521143-0.00259751j 0.00128129-0.00638726j 0.00638225+0.0136402j -0.00393619-0.00691306j -0.00289753-0.00376702j 0.0029278+0.000457672j 0.00374636+0.00240209j -0.00202663+0.000669397j 0.00596465-0.00124363j 0.00576345-0.00223009j -0.0010475+0.000284825j -0.000215156+0.000423247j -0.00628041-0.00104994j 0.00253962+0.003341j -0.00366587+0.00757665j -0.00827289+0.00799494j 0.0020503+0.00112528j -0.00616598+0.00210585j 0.00669632-0.00602133j -0.00101744-0.000940051j 0.00631908-0.0066932j 0.00318716-0.00369353j -0.00799009+0.00615273j -0.00450258+0.00565652j -0.00671254+0.0155532j -0.000833026-0.00424439j -0.00756427+0.00344696j -0.00771719+0.00637532j -0.00294514+0.00688655j -0.0071744+0.00980595j -0.000187215-0.00250775j -0.00761567+0.00852037j 0.00069225-0.00590295j 0.00698537-0.00636048j 0.00423262+0.00134278j -0.00378466+0.00958681j 0.00544387-0.00626633j -5.13846e-05+0.00207962j -0.000630467-0.00588445j -0.00085316-0.00695439j -0.0030115+0.00451637j -0.00543433+0.00627271j -0.00130034-0.00263656j -0.00166507+0.00379649j 0.000554997-0.000619529j -0.00248885+0.000955964j 0.0012384-0.00242088j 
-0.000394984+0.000604209j 0.000661379+0.00320022j 0.00379428+0.000597707j 0.00312154-0.00243751j -0.00152071+0.00489739j 0.00748603+0.00181228j 0.00161428-0.00341153j 0.00534876-0.00170282j 0.0065368+0.000217716j -0.00810788+0.0135294j -0.00308408+0.00712731j -0.00702351-0.000477359j -0.00611436+0.0106103j -0.00402565+0.00417857j 0.00344709-0.00197088j 0.00243937+0.0116651j -0.0020733+0.00226439j 0.00144548+0.0130209j 0.00156264+0.00608006j 0.00303111+0.00245872j 0.00465361-1.04071e-05j -0.00605592+0.0142881j 0.00249496-0.00979568j -0.00293864-0.00796083j 0.00271945-0.00559464j -0.00583139-0.0126905j 0.00247077+0.0077352j 0.00955769-0.00236935j -0.00278008+0.00355556j -0.00249882-0.000196526j 0.00237641+0.00250457j -8.41688e-05-0.00084773j 0.00531692-0.00133394j -0.00423034+0.0040656j -0.000577731+0.00673122j -0.00647357+0.00099509j -0.00651635+0.00782078j 0.00395168+0.00354846j -0.00634659-0.00565535j -0.00169513-0.0102412j 0.00123194+0.00298689j 0.00231047-0.00251912j -0.00395118+0.00101947j 0.00592032-0.00694409j -0.000270382+0.00814401j -0.00154028+0.00563303j 0.00424036+0.00257827j -0.00468558+0.00101297j -0.00457288-0.00341068j -0.00544653+0.00127759j 0.00373216+0.00151016j 0.00735666+0.00367411j 0.00056212+0.0107819j -0.00547029-0.00274446j -0.00691795+0.00984077j 0.00148766+0.00190278j -0.00216989-0.00228359j 0.000436693+5.81878e-05j -0.00447476-0.00704351j -0.00439298+0.00391937j -0.00503833+0.00182489j -0.0055291-0.00818761j 0.00283396-0.00118406j -0.000185145-0.00271108j 0.00420874+0.00380335j 0.00103687-0.0109171j 0.00562027-0.000514863j -0.000932743-0.00555701j -0.00201264+0.000226447j -0.00240614-0.00585287j 0.00167934-0.000603029j -0.00184573-0.00332295j 
-0.000940272-0.00144827j -0.000628189-0.000897781j -0.000759086+0.00527896j -0.000206387+0.00317802j -0.00498905+0.00129076j 0.00780314-0.00341637j 0.00513755-8.9233e-05j -0.00177178+0.00106118j -0.0118408-0.000132675j -0.0147577-0.0061176j -0.01164-0.00455596j 0.00289354+0.00101693j -0.000381265-0.0104989j -0.017816+0.000963976j 0.0112302-0.00930809j -0.00248131-0.00467891j 0.019259-0.0115362j -0.00800624+0.0024969j -0.0116115+0.000673798j 0.00116981-0.00936766j -0.00880637+0.00122572j -0.0137499+0.00226852j -0.0111318+0.0133099j 0.00908087-0.00773725j -0.000286023+0.00218874j -0.0012107-9.90462e-06j 0.00595814+0.00473134j 0.00117989+0.00206503j -0.000221727-0.00557092j -0.00220706-0.00125933j -0.00216417-0.00236927j 0.00351196-0.00176211j -0.000938716+0.00612846j -0.000396427-0.0075651j -0.00794777+0.000989548j -0.00254184-0.00309713j -0.00430943+0.00440692j -3.48385e-05-0.00232071j 0.00686886+0.000104789j 0.00650689-0.00197507j 0.00062441+0.00990518j 0.000773086+0.003666j 0.000720713+0.00622222j 0.00290485-0.0049793j -0.00339219-0.000863154j -0.00382992-0.0103129j -0.0024754+0.00160975j 0.00802167+0.00316562j 0.00303856+0.0040929j 0.00600826+0.00427703j 0.00193692+0.00756169j 2.55409e-05+0.00398955j -0.00080979+0.00809018j 0.00399475-0.00224535j 0.000766429+0.00239538j -0.00166749+0.00196749j 7.92515e-05-0.00345717j -0.000312224+0.00230559j 0.00505471-0.00386507j 0.000546564-0.00393404j -7.87752e-05-0.00107867j -0.000222494-0.00752167j 0.00249262+0.00308817j -0.00374574-0.0015574j -0.00468881-0.000441244j -0.000899257-0.00144325j 0.000622718-0.00220369j 0.00570703+0.00459366j 0.00150088-0.00317836j 0.00749252-0.000588776j -0.001531+0.00218493j 0.000811108+0.00110855j 
0.00490688-0.00150497j -0.000570472-0.00156116j -0.00577179-0.000422992j -0.00409119-0.000937762j 3.87823e-07-0.000789801j 0.000497637-0.00623254j -0.000201134-0.00300906j 0.00758055-0.0027834j 0.00195644+0.00172173j 0.00784199+0.00411424j 0.00425618-0.0010003j -0.0038886-0.00355509j 0.0101006-0.00639187j 0.00478465+0.00909463j 0.0047194-0.00959729j 0.00560189-0.00963443j -0.00592775-0.00779251j -0.00292114+0.00720799j 0.0031855+0.0088059j -0.00888331-0.0112706j 0.00196887-0.00569713j 0.00411858+0.00012769j 0.0120933+0.00349907j -0.0075584-0.0080065j -0.00481578-0.00158759j -0.000813428-0.000574969j -0.00899164-0.000980139j -0.00868599-0.00772433j 0.00979255-0.00767052j 0.00241828-0.00539148j 0.000500309-0.00665033j 0.00253653-0.000712352j -0.000239968+0.00533024j 0.000187857+0.00413948j 0.0011503+0.00152629j -0.000552843+0.000855938j 0.00238447+0.00954889j 0.00307702-0.00631919j 0.00167907+0.00131541j -0.00237194-0.00368751j 0.0021336+0.00679765j -0.00289975+0.00743936j -0.00117442+0.0068791j -0.00148184-0.00707331j 0.00514786-0.00290432j 0.0017675-0.0111159j -0.000247405+0.00274887j 0.00291801+0.00067961j -0.00339319+0.000383421j -4.5046e-05+0.0053519j -0.00172274+0.00735858j -0.00229507-0.000767636j 0.00528048+0.00606875j -0.000647139-0.00430742j 0.00316799-0.000860814j 0.00498413+0.00234469j -0.00358578-0.00958729j 0.000541092+0.000503894j -0.00416587+0.00274986j 0.00114834-0.00208055j -0.00715981-0.00178145j -0.00558711-0.00591828j 0.00264872+0.000830751j -0.00156-0.00110897j 0.00422575+0.00292092j -0.00479001-0.00223763j -0.00432015-0.00460909j 0.00209755+0.0035719j -0.000712712+0.00487323j -0.00209174+0.00660481j 0.000808192-0.000926248j 0.0036343+0.00265935j 
0.00313407-0.00031086j -0.0012053-0.00076867j -0.00473986-0.00238091j 0.0025355-0.00218507j 0.00268222+0.000413229j -0.00151571-0.0029066j -0.00193761-0.000805552j 0.00432894-0.00210174j 0.00354024+0.00171105j 0.0108145+0.00360292j 0.0101922+0.00257565j -0.00249656-0.000111993j 0.00736252+0.00314897j 0.0085976+0.00483523j -0.0015502-0.00431617j 0.00112943-0.00190748j -0.0140625-0.00592384j 0.00196939+0.00346303j 0.00356752+0.00286789j -0.00483493-0.00336905j 0.00400588-0.00337219j 0.0117396+0.00149594j 0.00411362+5.85894e-05j -0.00686566-0.00411148j -0.00517512-0.00203477j 9.79652e-05+0.00232499j -0.00806331-0.000662519j -0.00582168-0.000877373j 0.00174052+0.00239826j 0.000572257+0.00295602j -0.00252259-0.00322648j -0.00235252+0.00472667j -0.0056849+0.00309103j -0.00257605+0.00129817j 0.00216777-0.000767165j 0.000821248+0.000379109j 0.00413735+0.0044032j 0.00569901-0.00467783j -0.00493584-0.00215919j -0.00720008-0.00236645j 0.000914363+0.00199015j 0.000683105+0.00347082j -0.00209567+0.00596735j -0.0017026-0.00393257j 0.00601391-0.00274644j 0.00472595-0.00267262j 0.00184584-0.000684476j -0.000696026-0.000438424j -0.0050512+0.000547521j -0.00463766+0.000276214j 0.00289198+0.00270335j 0.00164083+0.000524992j 0.00541419+0.0012718j -0.00282697-0.00089074j 0.00102399-3.10992e-05j 0.00273601+0.000223046j -0.00555629-0.00365495j -0.00161537+0.0020799j -0.00626475+0.00312718j -0.00158635-0.000534635j -0.00529652-0.000537836j -0.00758104+0.00345912j 0.00139169-0.0012222j -0.000749521+0.00226358j 0.00649587+0.000812216j 0.000229831-0.000876324j 0.000683026-0.00402374j -0.00184198+0.0019005j -0.000116916-0.00106832j 0.00102834+0.00230603j -0.00131137+0.00309202j -0.00401961+0.00333469j 
-0.00150601-0.00141557j 0.00151026-0.00189173j 0.00177456-0.00207261j 0.00342147-0.0075063j 0.00408103+0.00784766j -6.31769e-06+0.00324759j 0.00402175-0.00288603j 0.00219693+0.00894917j -0.00567116+0.0025037j -0.00462369+0.00440574j -0.000395703+0.00250108j -0.00386801+4.90022e-05j -0.00274021+0.0208744j 0.00255877+0.012586j 0.00112165+0.000674394j -0.00573145+0.00855277j 0.0055514-0.00114353j -0.00735832+0.00183383j -0.0032801+0.00700676j -0.0052669-0.00679913j -0.0018639+0.00382079j -0.00413855+0.00519706j 0.00842706+0.0202394j 0.00182244-0.0110787j -0.00175448-0.00201415j 0.00809141+0.000274377j -0.000538083-0.00720757j -0.00239941+0.00176313j -8.76779e-05+0.00901832j 0.010227+0.00726625j -0.00979387-0.00450946j 0.00763029-0.00526617j -0.000257607-0.00386305j 0.00191171-0.00054514j 0.00424696-0.00360881j -0.0026321+0.00233533j -0.004896+0.000477685j 0.00420392+0.00169085j -0.00215003+0.00313666j 0.00178799+0.00505327j 0.00523397+0.00246688j -0.00429907+0.000232168j -0.00281008+0.00895717j -0.00347218-0.00174919j 0.00696923-0.0123402j 0.00401124-0.00565597j -0.000313243-0.00631745j -0.000616657+0.00770408j 0.000485357+0.00821665j -0.0050192+0.00980662j -0.00317842-0.00483607j 0.00187736-0.000403688j -0.00448365+0.0033463j 0.00230162-0.00442507j 0.000872277+0.0022485j 0.000936613-0.00838466j 0.0044663+0.00868804j -0.00398542+0.0108369j -0.00563736+0.00751725j -0.00189552-0.00239467j 0.00395403+0.00866821j -4.75087e-05+0.00594658j -0.00482993-0.00164748j 0.00247935-0.00117599j -0.00334683+0.00958189j 0.00250541-0.000606029j 0.00150379-0.00493375j 0.00490616-0.000614477j 0.000757031+0.00419032j 0.00135501+0.00162585j 0.00103999+0.00562255j -9.39788e-05-0.00182611j 
-0.00154633+0.00100028j -0.000123237-0.000606211j -0.00115285-0.00147237j -0.00172819-0.00269548j 0.00675508-0.000221791j -0.00540872-0.00294619j -0.000322665+0.00147124j 0.000129631-0.00582369j -0.00838034-0.0124785j 0.00939751-0.000556108j 0.00186047-0.00216262j -0.00325502+0.0107036j 0.00730899+0.00212383j 0.00373948-0.0110609j 0.00277338+0.00244331j 0.00554003+0.00349202j 0.00827383+0.0118305j -0.00400949-0.00359699j -0.00612515-0.00538914j -0.00198814+0.00304993j -0.00657921-0.00252803j 0.00752459+0.00293237j -0.0122751-0.00615364j 0.000464079+0.00109415j -0.00491403+5.76458e-06j 0.000194619+0.00122446j 0.0165761+0.00141976j -0.00731136+0.0030589j 0.00272668-0.00154183j -0.00119178-0.000292998j 0.000785118+0.0018278j -0.00211669-0.000582411j 0.00259321+0.00042844j -0.00539364+0.00289321j -0.0015072-0.00375353j 0.00356566-0.00118799j -0.00290967-0.0050651j 0.0046141+0.00286547j -0.00347153-0.00500599j 3.06665e-05-0.0025637j 0.00881729+0.00628328j 0.00264944+0.00242125j 0.00921679+0.00709972j -0.00660162-0.0039934j 0.000622315-0.00377818j -0.01224-0.00141989j -0.00375708-0.00173989j 0.00427899-0.00214567j 0.00992018+1.95236e-05j 0.00340748-0.00676445j 0.00560426-0.0017014j 0.0146327+0.00625463j 0.00468344-0.000858609j 0.00134215+0.000506799j 0.00140546-0.00320291j -0.0016184+0.00188188j 0.00522379-0.00205658j 5.33162e-05+0.00240277j -0.00531033+0.000442996j -0.0110739+0.00148725j 0.000305275-0.00463647j -0.00509848+0.0030566j 0.00226103-0.00446377j 0.00482549+0.00237432j 0.00203894+0.00287668j 0.00782526-0.00460997j 0.00978184-0.000538913j 0.00138554-0.000990142j -0.001198-0.00249745j 3.61286e-05-0.00217662j 0.000728688-0.00363803j 0.00205834-0.0016321j 
-0.000394416+0.00327525j 0.00441468+0.00122207j -0.0019709-0.000314109j 0.00888417+0.00026248j 0.0107872-0.00341081j -0.00393686+0.0037689j 0.00563892+0.00144393j 0.0085318-0.00444898j -0.00171537-0.00436058j 0.00958777-0.00856992j 0.00693956-0.00283184j -0.00942925+0.0133666j 0.00193733-0.00552915j 0.00779237-0.0202178j 0.00083677-0.00476568j -0.00426541+0.00570182j -0.000165365+0.003583j -0.00458881-0.000519156j -0.00650598-0.0026079j 0.00165861+0.00739869j 0.000368693+0.00615686j -0.00374151+0.00850979j -0.00236135-0.00155073j 0.00539053+0.00228534j 0.00419466-0.00204656j 0.00204592-0.000725943j 0.00786703+0.00382995j -0.00353555+0.00702626j -0.00524495-0.00215213j -0.00626749+0.00846853j -0.00261781+0.00345596j -0.00135006-0.00552739j 0.00146045+0.00268457j -0.00804426+0.00866532j 0.00586347-0.00687729j 0.00363656-0.00185568j -0.00112616+0.00240861j 0.000788596-0.00480793j 0.00280098-0.00148321j 0.000618601+0.00560336j -0.0084716+0.00724334j -0.00183774+0.00705413j 0.00256205+0.00990246j -0.000937682-0.00859915j -0.00343058-0.0115538j 0.00246899-0.00175607j -0.00130284-0.00321823j -0.00283177-0.00240763j 0.00134335-0.00450187j -0.00137105+0.00318929j -0.00703602-0.0105598j -0.00298431+0.00715239j 0.00407527+0.00356233j 0.00577009+0.00694246j 0.00320336+0.0018677j 0.000798382+0.00717524j -0.00259962-0.00346399j 0.000342824-0.00219785j 0.00223945-0.00286622j 0.000798202-0.00230254j 0.00116482-0.0056396j 0.00388199+0.00246549j -0.00227036-0.000946244j 0.000960189+0.00553603j 0.00268724+0.00500842j -0.00117511+0.00554869j -0.00361927-0.000624206j -0.002393-0.00186963j -0.00248781-0.00489733j -0.00153338-0.00238575j -0.00125407-0.00248711j -0.00241741-0.00030257j 
-0.00107305+0.000540299j 0.00299065-0.000181323j 0.00633115+0.00602206j 0.00321191+0.00106066j 0.00227039+0.00368699j -0.00842973-0.00824116j -0.00615356-0.00347794j -0.00489144-0.00331272j -0.00164525+0.00586628j 0.000683276+0.00505453j -0.00516428+0.00624309j 0.00137503+0.00188418j -0.0145236-0.00724877j 0.00708751+0.00905312j -0.0179579-0.0097028j -0.010674-0.00181588j -0.0153501-0.00972346j 0.0107532+0.00398512j 0.00719078+0.00501218j -0.0146781+0.0054864j -0.00517867+0.00865431j 0.00701353+0.00706111j 0.00683694+0.00409884j -0.0108553+0.00211521j -0.000304653+0.00481578j -0.00398699+0.00561904j 0.00914487-0.000148526j -8.62219e-05+0.00305928j -0.00713797-0.005372j -0.00417851+0.00231318j -0.00216393+5.07589e-05j -0.000217406-0.00349584j 0.00555611-0.000250321j -0.000524341-0.00211449j -0.00325489+0.0011835j -0.00214708+0.000628442j 0.000669781-0.000144554j -0.00428251-0.00333173j 0.000608126+0.00017503j 0.00215734+0.0030115j 0.00392268+0.00482102j 0.000530374-0.00114247j 0.00443228+0.00402342j -0.00241084-0.00364661j -0.00432143-0.00315129j -0.00747844-0.00322301j -0.00114275-0.00165911j 0.00541769+0.00197129j 0.00636736+0.00486395j 0.00449127+0.0044051j 0.00583328-0.00195366j 0.00304822-0.000668449j 0.0013359+0.00303832j 0.00542489+0.00116219j 0.00323077+0.00257344j -0.0026648-0.00147181j 0.000205244+0.00331273j -0.000181794+0.0019232j 0.00302487-0.00224986j 0.00058827-0.000285305j 0.00148268+0.00403025j -3.44058e-05+0.00149528j 0.000520772-0.00167028j -0.00215873-0.000196693j -0.0042599-0.00271109j -0.00147615-0.000145674j 0.000276991-0.00232898j 0.00521184-0.00108452j -9.27357e-05-0.00229398j 0.00557804-0.00404357j -0.00146629+0.000182187j 0.000264653+0.000363148j 
