-0.0313275-0j -0.0387658-0j -0.0226134-0j -0.00390365-0j -0.00455426-0j -0.0027889-0j -0.00398498-0j -0.00164372-0j -0.00246114-0j -0.000355235-0j -0.00278015-0j -0.000401281-0j -0.00226999-0j -0.000327644-0j -0.00229351-0j -0.00198624-0j -0.00033104-0j -0.000286689-0j -0.00163856-0j -0.000236506-0j -0.000523529-0j -7.55649e-05-0j -0.00182867-0j -0.000323267-0j -2.69389e-05-0j -0.00202397-0j -0.000357791-0j -0.00160009-0j -2.98159e-05-0j -0.00106673-0j -0.00161667-0j -0.000282858-0j -0.000188572-0j -0.00186677-0j -2.35715e-05-0j -0.00028579-0j -0.000660003-0j -1.57144e-05-0j -0.00108895-0j -2.38158e-05-0j -0.001155-0j -0.000330001-0j -0.000116673-0j -2.75001e-05-0j -0.000192501-0j -0.000673753-0j -9.72276e-06-0j -0.000204178-0j -1.60417e-05-0j -0.000175765-0j -0.000119104-0j -1.70148e-05-0j -3.10712e-05-0j -9.92532e-06-0j -2.58926e-06-0j 
-4.23961e-06-0j -5.24625e-06-0j -3.06031e-06-0j 0.000101222-0j 0.000118093-0j 7.23167e-05-0j 0.000103331-0j 4.26219e-05-0j -3.33071e-07-0j -0.00131908-0j -3.76244e-07-0j -0.00149005-0j -3.07202e-07-0j -0.00121662-0j -3.10385e-07-0j -2.68801e-07-0j -0.00122923-0j -0.00106455-0j -2.2175e-07-0j -0.000878206-0j -7.08502e-08-0j -0.000280591-0j 3.57268e-05-0j 8.38236e-06-0j 0.00946586-0j 3.95423e-05-0j 9.27757e-06-0j 3.12609e-05-0j 0.0104768-0j 2.08406e-05-0j 3.15849e-05-0j 7.33456e-06-0j 4.88971e-06-0j 3.64711e-05-0j 0.00828263-0j 7.41057e-06-0j 1.28945e-05-0j 0.00552175-0j 2.12748e-05-0j 0.00836846-0j 2.25653e-05-0j 8.55699e-06-0j 3.02535e-06-0j 0.00966307-0j 4.99158e-06-0j 1.31631e-05-0j 0.00341641-0j 5.29437e-06-0j 0.00563679-0j 3.43392e-06-0j 3.08838e-06-0j 0.00597872-0j 8.0568e-07-0j 0.00348759-0j 0.000909823-0j 
-5.19244e-06-0j -6.42531e-06-0j -3.7481e-06-0j 9.28168e-05-0j 0.000108286-0j 6.63116e-05-0j 9.47505e-05-0j 3.90826e-05-0j 7.84077e-05-0j -0.000802125-0j 8.85709e-05-0j -0.000906096-0j 7.23179e-05-0j -0.000739824-0j 7.30673e-05-0j 6.32781e-05-0j -0.000747491-0j -0.000647346-0j 5.22018e-05-0j -0.000534033-0j 1.66787e-05-0j -0.000170626-0j -3.03097e-07-0j -0.00147738-0j 0.00280643-0j -3.35467e-07-0j -0.00163516-0j -2.6521e-07-0j 0.00310615-0j -1.76807e-07-0j -2.67958e-07-0j -0.00129271-0j -0.000861807-0j -3.09412e-07-0j 0.00245563-0j -0.00130611-0j -1.09394e-07-0j 0.00163709-0j -1.8049e-07-0j 0.00248108-0j -1.91439e-07-0j -0.00150816-0j -0.000533216-0j 0.0028649-0j -0.000879761-0j -1.11673e-07-0j 0.0010129-0j -0.000933128-0j 0.00167119-0j -2.91325e-08-0j -0.000544324-0j 0.00177257-0j -0.000142-0j 0.001034-0j 0.000269744-0j 
3.3517e-07-0j 4.14752e-07-0j 2.41939e-07-0j -1.00133e-05-0j -1.16822e-05-0j -7.15388e-06-0j -1.0222e-05-0j -4.21634e-06-0j -2.51743e-06-0j 0.000174411-0j -2.84374e-06-0j 0.000197018-0j -2.32191e-06-0j 0.000160865-0j -2.34597e-06-0j -2.03167e-06-0j 0.000162532-0j 0.000140757-0j -1.67604e-06-0j 0.000116118-0j -5.35503e-07-0j 3.71003e-05-0j 1.95648e-08-0j 7.92775e-05-0j -0.00189069-0j 2.16543e-08-0j 8.77442e-05-0j 1.71192e-08-0j -0.00209262-0j 1.14128e-08-0j 1.72966e-08-0j 6.93679e-05-0j 4.62452e-05-0j 1.99724e-08-0j -0.00165436-0j 7.00867e-05-0j 7.06132e-09-0j -0.00110291-0j 1.16506e-08-0j -0.0016715-0j 1.23573e-08-0j 8.09292e-05-0j 2.86128e-05-0j -0.00193008-0j 4.72087e-05-0j 7.20843e-09-0j -0.000682388-0j 5.00724e-05-0j -0.00112588-0j 1.8805e-09-0j 2.92089e-05-0j -0.00119418-0j 7.61985e-06-0j -0.000696604-0j -0.000181726-0j 
-1.05569e-08-0j -1.30635e-08-0j -7.62035e-09-0j 4.42073e-07-0j 5.15752e-07-0j 3.15832e-07-0j 4.51283e-07-0j 1.86145e-07-0j -8.29367e-10-0j -1.15764e-05-0j -9.36869e-10-0j -1.30769e-05-0j -7.64951e-10-0j -1.06773e-05-0j -7.72878e-10-0j -6.69332e-10-0j -1.07879e-05-0j -9.34262e-06-0j -5.52171e-10-0j -7.70727e-06-0j -1.76421e-10-0j -2.46251e-06-0j -6.16234e-10-0j 3.66087e-08-0j 0.000210184-0j -6.82046e-10-0j 4.05184e-08-0j -5.39205e-10-0j 0.000232631-0j -3.5947e-10-0j -5.44793e-10-0j 3.20326e-08-0j 2.13551e-08-0j -6.29073e-10-0j 0.000183911-0j 3.23646e-08-0j -2.22411e-10-0j 0.000122607-0j -3.66959e-10-0j 0.000185817-0j -3.89219e-10-0j 3.73714e-08-0j 1.32128e-08-0j 0.000214563-0j 2.18e-08-0j -2.27044e-10-0j 7.58593e-05-0j 2.31224e-08-0j 0.000125162-0j -5.92301e-11-0j 1.3488e-08-0j 0.000132754-0j 3.51869e-09-0j 7.74397e-05-0j 2.02021e-05-0j 
0.029515-0j 0.00063279-0j -0.0415027-0j 0.0036778-0j 7.43411e-05-0j 0.00262755-0j -0.00362432-0j -0.00453853-0j 0.00231875-0j 0.000334682-0j 4.53817e-05-0j 6.55028e-06-0j 0.00213865-0j 0.000308688-0j -0.00208594-0j 3.24222e-05-0j -0.00030108-0j 4.67975e-06-0j -0.00300728-0j -0.000434064-0j -0.00193023-0j -0.000278604-0j 0.00172287-0j 0.000304564-0j 2.53803e-05-0j 3.30381e-05-0j 5.84037e-06-0j 0.00150751-0j 4.86698e-07-0j 0.00100501-0j -0.00147036-0j 0.000266493-0j 0.000177662-0j 3.04721e-05-0j 2.22078e-05-0j -0.000259925-0j 0.000621817-0j 1.48052e-05-0j -0.00199857-0j -2.16604e-05-0j -0.00105047-0j 5.38676e-06-0j 0.000109923-0j 4.48896e-07-0j -0.0003533-0j -0.00186032-0j 9.16023e-06-0j -0.000185699-0j -2.94417e-05-0j -0.000810765-0j -0.000328862-0j -1.54749e-05-0j -0.000143324-0j -2.74052e-05-0j -1.19437e-05-0j 
-0.00455426-0j -9.76417e-05-0j 0.006404-0j 0.0267581-0j 0.000540874-0j 0.0191169-0j -0.026369-0j -0.0330204-0j -0.000357791-0j 0.00492165-0j -7.00254e-06-0j 9.63247e-05-0j -0.000330001-0j 0.00453939-0j 0.000321868-0j -5.00286e-06-0j -0.0044275-0j 6.88177e-05-0j 0.000464034-0j -0.00638309-0j 0.000297841-0j -0.004097-0j -0.000265845-0j 0.00221587-0j 0.0005618-0j -5.09789e-06-0j 4.2492e-05-0j -0.000232614-0j 1.07732e-05-0j -0.000155076-0j 0.000226881-0j 0.00193889-0j 0.00129259-0j -4.70195e-06-0j 0.000491575-0j -0.0018911-0j -9.59485e-05-0j 0.000327717-0j 0.000308385-0j -0.000479459-0j 0.000162092-0j 3.91917e-05-0j 0.00079975-0j 9.93645e-06-0j -0.00257046-0j 0.000287054-0j 0.000202764-0j -0.00135107-0j -0.0006517-0j 0.000125104-0j -0.00239266-0j -0.000342542-0j -0.00104276-0j -0.000606621-0j -0.000264377-0j 
-0.00347837-0j -7.45751e-05-0j 0.00489114-0j -0.000433433-0j -8.76119e-06-0j -0.000309659-0j 0.000427131-0j 0.000534871-0j 0.0261257-0j -3.94427e-05-0j 0.000511323-0j -7.71958e-07-0j 0.0240966-0j -3.63792e-05-0j -0.0235026-0j 0.000365307-0j 3.54826e-05-0j -5.51513e-07-0j -0.0338836-0j 5.11549e-05-0j -0.0217482-0j 3.28338e-05-0j -0.000203042-0j 0.00343157-0j -2.9911e-06-0j -3.89358e-06-0j 6.58044e-05-0j -0.000177662-0j -5.73579e-08-0j -0.000118441-0j 0.000173283-0j 0.00300262-0j 0.00200175-0j -3.59117e-06-0j -2.61721e-06-0j -0.00292861-0j -7.32819e-05-0j -1.74481e-06-0j 0.000235533-0j 2.5527e-06-0j 0.000123799-0j 6.06935e-05-0j 0.00123852-0j -5.29029e-08-0j -0.00398069-0j 0.000219241-0j -1.07954e-06-0j -0.0020923-0j 3.46973e-06-0j 9.55495e-05-0j -0.00370534-0j 1.82374e-06-0j -0.00161486-0j 3.22973e-06-0j 1.40758e-06-0j 
0.00050206-0j 1.0764e-05-0j -0.000705975-0j -0.00596216-0j -0.000120516-0j -0.00425957-0j 0.00587547-0j 0.00735751-0j 3.94427e-05-0j 0.0253082-0j 7.71958e-07-0j 0.000495322-0j 3.63792e-05-0j 0.0233425-0j -3.54826e-05-0j 5.51513e-07-0j -0.0227672-0j 0.000353875-0j -5.11549e-05-0j -0.0328232-0j -3.28338e-05-0j -0.0210676-0j 2.93066e-05-0j -0.000493734-0j 0.00588152-0j 5.6199e-07-0j -9.46795e-06-0j 2.56433e-05-0j 0.000112785-0j 1.70955e-05-0j -2.50113e-05-0j -0.000432018-0j -0.000288012-0j 5.18341e-07-0j 0.00514633-0j 0.000421369-0j 1.05773e-05-0j 0.00343089-0j -3.39963e-05-0j -0.00501949-0j -1.78689e-05-0j -8.73258e-06-0j -0.000178198-0j 0.000104025-0j 0.000572742-0j -3.16447e-05-0j 0.00212275-0j 0.000301041-0j -0.00682269-0j -1.37914e-05-0j 0.000533125-0j -0.00358609-0j 0.000232346-0j -0.00635076-0j -0.00276778-0j 
-0.00311115-0j -6.6702e-05-0j 0.00437477-0j -0.000387674-0j -7.83624e-06-0j -0.000276968-0j 0.000382037-0j 0.000478403-0j -0.000244418-0j -3.52786e-05-0j -4.78365e-06-0j -6.9046e-07-0j -0.000225434-0j -3.25386e-05-0j 0.000219877-0j -3.4176e-06-0j 3.17366e-05-0j -4.93289e-07-0j 0.000316995-0j 4.57543e-05-0j 0.000203464-0j 2.93675e-05-0j 0.0262174-0j -3.21038e-05-0j -2.67532e-06-0j 0.00050275-0j -6.15629e-07-0j 0.0229402-0j -5.13024e-08-0j 0.0152935-0j -0.0223748-0j -2.80908e-05-0j -1.87272e-05-0j 0.000463702-0j -2.3409e-06-0j 2.73985e-05-0j 0.00946235-0j -1.5606e-06-0j -0.0304127-0j 2.28321e-06-0j -0.0159853-0j -5.67814e-07-0j -1.15869e-05-0j -4.73178e-08-0j 3.72411e-05-0j -0.028309-0j -9.65573e-07-0j 1.95744e-05-0j 3.10342e-06-0j -0.0123376-0j 3.46651e-05-0j 1.6312e-06-0j 1.51077e-05-0j 2.88876e-06-0j 1.25898e-06-0j 
-0.00213006-0j -4.56677e-05-0j 0.0029952-0j -0.000265422-0j -5.36511e-06-0j -0.000189627-0j 0.000261563-0j 0.00032754-0j -0.000167341-0j -2.41536e-05-0j -3.27514e-06-0j -4.72726e-07-0j -0.000154344-0j -2.22776e-05-0j 0.00015054-0j -2.33987e-06-0j 2.17285e-05-0j -3.37732e-07-0j 0.000217032-0j 3.13259e-05-0j 0.000139302-0j 2.01065e-05-0j -0.000124338-0j -2.198e-05-0j -1.83167e-06-0j -2.38432e-06-0j -4.21493e-07-0j -0.000108795-0j -3.51244e-08-0j -7.25302e-05-0j 0.000106114-0j -1.92325e-05-0j -1.28217e-05-0j -2.19913e-06-0j -1.60271e-06-0j 1.87584e-05-0j -4.48758e-05-0j -1.06847e-06-0j 0.000144234-0j 1.5632e-06-0j 7.58114e-05-0j -3.88756e-07-0j -7.933e-06-0j -3.23963e-08-0j 2.54972e-05-0j 0.000134257-0j -6.61083e-07-0j 1.34017e-05-0j 2.12477e-06-0j 5.85119e-05-0j 2.37336e-05-0j 1.11681e-06-0j 1.03435e-05-0j 1.9778e-06-0j 8.61962e-07-0j 
0.000549979-0j 1.17914e-05-0j -0.000773357-0j -0.00323134-0j -6.53167e-05-0j -0.00230858-0j 0.00318436-0j 0.00398759-0j -0.00413084-0j -0.000594346-0j -8.08472e-05-0j -1.16323e-05-0j -0.00381-0j -0.000548183-0j 0.00371609-0j -5.77601e-05-0j 0.000534672-0j -8.31052e-06-0j 0.00535746-0j 0.000770832-0j 0.00343869-0j 0.000494759-0j 3.21038e-05-0j 0.0255831-0j -6.78438e-05-0j 6.15629e-07-0j 0.000490587-0j 2.80908e-05-0j -1.30099e-06-0j 1.87272e-05-0j -2.73985e-05-0j 0.0223853-0j 0.0149235-0j 5.67814e-07-0j -5.93634e-05-0j -0.0218335-0j 1.15869e-05-0j -3.95756e-05-0j -3.72411e-05-0j 5.79002e-05-0j -1.95744e-05-0j 0.000452484-0j 0.00923345-0j -1.19994e-06-0j -0.029677-0j -3.46651e-05-0j -2.44861e-05-0j -0.0155986-0j 7.87002e-05-0j -1.51077e-05-0j -0.0276242-0j 4.13659e-05-0j -0.0120391-0j 7.32565e-05-0j 3.19266e-05-0j 
-4.58316e-05-0j -9.82613e-07-0j 6.44464e-05-0j 0.000819258-0j 1.65601e-05-0j 0.000585306-0j -0.000807345-0j -0.00101099-0j -3.60061e-06-0j -0.00708004-0j -7.04698e-08-0j -0.000138568-0j -3.32095e-06-0j -0.00653014-0j 3.2391e-06-0j -5.0346e-08-0j 0.00636918-0j -9.89976e-05-0j 4.66978e-06-0j 0.0091824-0j 2.99731e-06-0j 0.00589373-0j -2.67532e-06-0j 6.78438e-05-0j 0.0247713-0j -5.13024e-08-0j 1.30099e-06-0j -2.3409e-06-0j 0.000475019-0j -1.5606e-06-0j 2.28321e-06-0j 5.93634e-05-0j 3.95756e-05-0j -4.73178e-08-0j 0.0216749-0j -5.79002e-05-0j -9.65573e-07-0j 0.0144499-0j 3.10342e-06-0j -0.0211406-0j 1.6312e-06-0j 1.19994e-06-0j 2.44861e-05-0j 0.000438125-0j -7.87002e-05-0j 2.88876e-06-0j 0.00894042-0j -4.13659e-05-0j -0.0287352-0j 1.25898e-06-0j -7.32565e-05-0j -0.0151036-0j -3.19266e-05-0j -0.0267475-0j -0.0116571-0j 
0.00050206-0j 1.0764e-05-0j -0.000705975-0j -0.0029498-0j -5.96257e-05-0j -0.00210744-0j 0.00290691-0j 0.00364015-0j 3.94427e-05-0j -0.000542561-0j 7.71958e-07-0j -1.06188e-05-0j 3.63792e-05-0j -0.000500421-0j -3.54826e-05-0j 5.51513e-07-0j 0.000488086-0j -7.58643e-06-0j -5.11549e-05-0j 0.00070367-0j -3.28338e-05-0j 0.000451652-0j -0.00423081-0j -0.000244277-0j -6.19327e-05-0j -8.11309e-05-0j -4.6843e-06-0j -0.00370196-0j -1.18763e-06-0j -0.00246797-0j 0.00361072-0j -0.000213742-0j -0.000142495-0j -7.48295e-05-0j -5.41911e-05-0j 0.000208474-0j -0.00152698-0j -3.61274e-05-0j 0.00490783-0j 5.28554e-05-0j 0.00257962-0j -4.32048e-06-0j -8.81642e-05-0j -1.09539e-06-0j 0.000283366-0j 0.00456835-0j -2.23527e-05-0j 0.000148941-0j 7.18432e-05-0j 0.00199097-0j 0.000263765-0j 3.77617e-05-0j 0.000114954-0j 6.68737e-05-0j 2.91448e-05-0j 
