0.00955059+0.0055211j 0.0044738-0.00783654j -0.0038673+0.0081374j 0.00716792+0.00496169j -0.000692508-0.00533856j 0.00309413-0.00440128j 0.00906663+0.0049721j 0.00556838-0.00786886j -0.00628847+0.00759531j -0.00425639-0.0016725j 0.0102113-0.00101078j -0.00475598+0.000859304j 0.00205833+0.00338913j 0.011172-0.00443881j -0.00284781+0.00597844j 0.00219592-0.000240218j 0.00335246+0.00126937j 0.00652606+0.00306624j 0.000572864+0.00193886j 0.00116744-0.00364417j 0.0017311+0.000825958j -0.00701966+0.00553627j -0.00505063+0.00465803j 0.00812282-0.00768105j -0.00124503+0.00592457j -0.00529598-0.000513121j 0.00528608-0.00482723j -0.00171223+0.00226338j -0.00205098+0.0035785j 0.00705238-0.00160004j 0.00111925+0.0038084j 0.00322212-0.00472156j -0.00362204+0.000523196j -0.00343009+0.00219188j 0.00144171+0.000148623j -0.000328977-0.00308097j -0.00680333+0.00457609j -0.00574023-0.00203944j 0.000326246-0.00236719j 0.00054779-0.00145588j 0.00090319-0.00806469j -0.00251026+0.00504947j 0.0011508-0.000947246j -0.000269736-0.00712048j -0.000624327+0.00183003j -0.00309877+0.0040109j 0.00265246+0.00268979j -0.00250325+0.000997963j -0.00509863+0.00607784j -0.00286447+0.00195171j 0.00111091-0.00312241j 0.00648624-0.00151867j -0.00250198+0.00282709j 0.00124202-0.00535711j 0.000911777-5.7633e-06j -0.00543229+0.0044691j -0.00626066+0.00521087j -0.0150546-0.000250993j 0.00149535+0.00697095j 0.00140968-0.00174387j 0.0184253+0.00858011j 0.00506403+0.000677231j -0.00546314-0.00435958j 0.0054273-0.00482751j -0.00188203+0.00193995j 0.00266554+0.000181803j -0.0146431-0.0028366j -0.00287671-0.00984284j 0.0130789+0.002494j 0.00624548+0.00469752j -0.00663975-0.00161006j -0.00790384+0.00861491j -0.00390964-0.0125047j 0.0189578-0.00412287j 0.0091012+0.0146307j -0.00543977+0.01062j 0.0304-0.00796131j -0.0133872-0.0516599j 0.0627037-0.00665614j 0.0326586-0.0341216j 0.0190403-6.33944e-08j 0.00212476-0.0118444j 0.00995149+0.00953325j 0.00727697+0.00418176j 0.00261082-0.014031j 0.000273164-0.0152111j -0.0149691+0.000282633j -0.0120051+0.0280035j -0.00298497-0.0462322j -0.0161544+0.0140491j 0.0119561+0.0807099j -0.076471+0.0201818j 
0.00370344+0.00184061j -0.00169729-0.00463096j -0.00503841+0.00705642j -0.00282062-0.000879679j 0.0029813-0.00417135j 0.00493561+0.00552341j 0.000987109+0.00131204j 0.00127556+0.00206027j 0.000564125-0.00233324j 0.000765067+0.0020173j -0.00418389-0.00333874j -0.00549868+0.00512335j -0.0162486-0.00933172j -0.00365654-0.0103389j 0.00453011-0.00990519j -0.00697094-0.0103903j 0.00386918+0.00644462j 0.0117334-0.00181107j 0.0105823+0.00897717j 0.0115112-0.00662612j 0.0115111-0.00495617j -0.00448813-0.00029515j 0.00778424+0.00866361j 0.00189615+0.016013j 0.00711644+0.00831169j 0.00704171-0.0107215j 0.00583878+0.00883562j 0.0151621-0.0147514j 0.0333724+0.0165952j -0.0186613-0.00464442j -0.00462566+0.0205809j -0.0146617-0.00468314j 0.00751664-0.00819911j 0.0167447-0.010747j 0.00815149+0.0167759j -0.0234761+0.0120418j 0.00525347+0.0136145j -0.0245435+0.0154078j 0.0116771+0.0249941j 0.0119221+0.0145935j 0.00611335+0.009849j -0.0123048-0.0148327j 0.02405-0.00343499j 0.016877+0.00631847j 0.00695548+0.0117755j 0.0128319+0.0200903j -0.0139632+0.000527336j -0.000363096+0.00486737j 0.027616+0.00194162j -0.00442996-0.0163338j 0.00809236-0.00137685j 0.00546852+0.0176936j -0.00528834+0.00957618j 0.000491739-0.00866226j -0.00445155+0.0107585j -0.00298317+0.0115982j 0.00472965-0.00598794j -0.0235919-0.00311348j 0.004098-0.00549673j 0.010895+0.00637456j -0.00357444-0.0120727j -0.00561952-0.0134043j 0.0100912+0.0115535j -0.00871608-0.00355672j -0.00989574-0.0132976j 0.0207909-0.00226039j -0.0186862-0.0161908j 0.00552313-0.00748651j 0.00557765-4.71309e-06j -0.00164691-0.0260346j 0.0086323+0.00789525j 0.00321422+0.00861685j -0.00562219-0.00133638j -0.00950256-0.00518575j 0.00106209+0.00733132j -0.00178182+0.00931658j 0.0131099+0.00392323j 0.00601193-0.00426765j 0.002849+0.0131023j -0.00980467-0.00401106j -0.0015632-0.00545194j -0.00773163-0.00369525j 0.00435441+0.00911379j -0.000803574+0.00580815j -0.0016404+0.00233399j 0.00580627-0.00670469j -0.00116471+0.00197816j 0.00142823+0.0030347j -0.000394297-0.00230449j -0.000434884-0.00219004j 0.00232585+0.00675985j 0.000444511-0.00201791j 
-0.00359006+0.00407004j -0.00518734-0.0118978j -0.00521085+0.00038008j -0.00139222+0.00250192j -0.0070761-0.00104663j 0.0044373-0.00160043j -0.00303136-0.00416189j -0.00515731-0.0144046j -0.00177935+0.00016368j 0.00522394+0.000859792j 0.00311612+0.00661631j -0.00332945+0.00632421j -0.0035883-0.00742818j 0.00721661+0.00940749j -0.00225791-0.0100398j -4.27743e-05-0.00483405j 0.0217454+0.0020444j 0.00569954+0.00408879j 0.01502-0.0139877j 0.0128207+0.00240887j 0.00515316-0.00442912j 0.00226701-0.00983592j 0.00967493-0.00424387j -0.00491414+0.0100016j 0.0248328-0.00841712j 0.00313267+0.00175869j -0.0126284+0.0162381j -0.00302661+0.00801845j 0.0114764+0.0144668j -0.0231521-0.0204124j -0.00377015-0.0242905j -0.0175189-0.00751957j 0.000882247+0.00866869j -0.00730707+0.00785077j -0.00209243+0.0107566j 0.0398802-0.00447583j 0.00540339+0.00623935j 0.0150606-0.013748j -0.0033679+0.00513938j 0.00605599+0.0112542j -0.00132716-0.000441727j 0.00100857-0.017859j -0.0118436+0.0101896j 0.00467477-0.00751171j 0.00482843+0.0106897j -0.000247909+0.00984408j -0.013459-0.000557826j -0.010611-0.0156385j 0.0130422-0.00862418j -0.0151823-0.0145907j -0.0185517-0.00184279j -0.00428278-0.0224898j 0.000177959+0.00480387j 0.00565468-0.00769445j -0.00994841+0.0018799j -0.00191895+0.017815j -0.000998245+0.0110048j 0.00669223-0.00413128j -0.00459476+0.00844858j -0.00244856-0.0195683j -0.00354234-0.00811539j -0.000118156+0.0147617j 0.0132844-0.0175881j 0.00416229-0.0298585j 0.0105765+0.0011575j 0.00200304-0.00955515j -0.00256964-0.00289562j -0.00511154+0.0179262j -0.0067457-0.0130435j 0.00817267+0.00811997j 0.00285841-0.00466449j -0.00238006-0.00936281j -0.00102399-0.000905748j 0.00205641-0.00219944j 0.00182595-0.0160502j 0.00428116+0.00249212j -0.00666429+0.0189783j -0.00495336-0.0143918j 0.0109593+0.00978265j -0.0133094+0.00678397j 0.00984244+0.0057489j 0.00335056-0.00415911j 0.00745475-0.0151336j 0.00382869-0.00518804j -0.00656002-0.0104975j 0.000636453+0.00769745j 0.0050451+0.00268725j 0.00446413+0.00224848j 0.00167191+0.00248716j -0.00321776-0.00604276j 0.00403972+0.0072127j -0.000437983-0.00266867j 
0.00385643-0.000472855j 0.000495359+0.00424259j 0.00165486-0.00171347j 0.00214631+0.00387721j 0.00633134+0.00590555j -0.00147541-0.00423224j -0.00114521+0.00199104j 0.0014088+0.00825899j 0.0011762+0.0017077j -0.00263716-0.00157236j -0.0068079-0.0056451j -0.00691242+0.00287197j -0.00532707+0.00380465j -0.00632051-0.0165181j -0.00362313+0.000345174j 0.00877593+0.00815554j 0.0102283-0.00105584j 0.0171649-0.00992837j -0.00990746-0.00809304j 0.00770131-0.00166281j 0.00587895+0.00326655j -0.0114656+2.8399e-05j 0.0106627+0.00404268j -0.0164669+0.0145742j -0.00316646-0.00760581j -0.00766607-0.0293189j -0.0115869+0.0156707j 0.00798822-0.00425597j 0.00179589-0.0163283j 0.00999666+0.00840474j 5.19749e-06+0.00327892j -0.00836803-0.00287189j -0.0305689+0.00260129j 0.0104297+0.0158581j -0.00574179+0.00334455j 0.00500568-0.0095735j -0.0272987+0.0115644j -0.0117405-0.00423535j 0.00099354-0.0131349j 0.030056-0.00181701j -0.00199252+0.0116889j -0.00301257+0.021527j 0.00856282-0.019189j 0.00411733-0.0181134j -0.0115749-0.0189064j 0.000859801-0.00502327j -0.00809184+0.00628448j 0.00196197-0.000751665j 0.00293317-0.0103197j 0.0207148+0.0119681j 0.0158636-0.00317856j -0.00372773-4.27979e-05j -0.0145106+0.00617746j -0.00180512+0.0077962j -0.00377795-0.0109562j 0.00196574-0.0226515j 0.0124455-0.0111007j -0.0287711+0.00201778j -0.00298742+0.00476413j -0.00234194-0.0122559j 0.000268845-0.00355101j -0.00128569-0.0162672j 0.000874509-0.0199355j 0.00398777-0.000239424j -0.00265482+0.0103559j -0.00913902-0.02174j 0.00701162+0.00642763j 0.003367+0.00418948j 0.00735707-0.0111764j 0.0107406+0.0233269j 0.00283727-0.0266433j 0.00268404-0.023587j -0.0060635+0.000213842j -0.00129446+0.0158826j -0.00299723-0.0205677j 0.00371843-0.000112444j -0.00174365+0.00415319j 0.00697885-0.00908989j -0.00154523-0.0236679j 0.00400335+0.00315739j -8.83778e-06+0.0242334j -0.017096+0.000613279j -0.00290686-0.00914967j -0.00259112+0.00181251j 0.00723556-0.00936072j -0.00293011-0.00224719j 0.00034243+0.00192307j 0.000454898-0.0028395j -0.00139658-8.52676e-05j 0.00188847-0.00030265j 0.00109904-0.00197502j 0.000602492+1.27281e-05j 
0.0020163+0.00626378j 0.0018036+0.00545922j -0.00113065-0.00768833j -0.00239698-0.011452j -0.000261096-0.0117705j -0.00686609+0.00148j -0.00416552+0.00664419j 0.000640775-0.00317292j -0.00232813-0.00429413j -0.0116103+0.00136113j 0.00691598-0.00116128j 0.00334806+0.000289013j -0.00657777-0.00134711j -0.0024239-0.00253955j -0.00979497+0.0166548j 0.00140023-0.00151759j 0.00721-0.0138702j 0.0122818+0.00918774j 0.00919932+0.0257118j 0.0226891-0.00257389j -0.000859865-0.00224731j -0.00234026+0.0108208j 0.00606298-0.00548579j -0.00193072-0.00798242j 0.00993327-0.014117j -0.0144544+0.013079j -0.00521228+0.00114183j -0.0109212+0.0135178j 0.0110506+0.00290616j 0.00621726-0.000313723j -0.0074645+0.00994973j 0.00319531-0.0010265j 0.00105834-0.0133361j 0.0196906-0.00405495j -0.00931581-0.0187757j 0.0167917+0.0226643j -0.0206078-0.00514241j -0.0182855-0.00868325j -0.00237493+0.0152919j 0.00540588+0.00331882j -0.000526918-0.00855299j -0.00382472-0.0270222j 0.00659385+0.0120246j 0.0140006-0.0120516j 0.000260618-0.0349366j -0.000812465-0.0310783j -0.0103856-0.00767837j 0.0058543+0.0214474j 0.0087728+0.0097176j 0.00176225-0.00216723j 0.00230673+0.00986661j 0.0018793-0.00974579j 0.00692692-0.00414353j 0.0158911+0.00918982j -0.0178979+0.0296885j 0.000791386+0.0105983j 0.000818935-0.00607643j -0.00685371+0.0312772j 0.00403917-0.00178699j 0.000167511-0.00106576j -0.0111424+0.0359779j -0.0075493+0.0336469j 0.000869849-0.00411405j -0.0141682+0.0370643j -0.00375174+0.0135866j 0.000516298-0.0336827j -0.0111999+0.0293398j 0.013747+0.000380472j 0.000248166-0.0114439j 0.0036038-0.0144728j -0.00636801+0.00137063j -0.00119028+0.0200584j -0.00575479-0.00782134j 0.00137595-0.00453863j -0.00548819+0.00796164j -0.012432+0.00458449j 0.000146696+0.00332603j 0.00199461+0.00972939j -0.00725805+0.0100942j -0.000461639-0.000903118j 0.00832791-0.0138665j -0.00899751+0.000820432j -0.00489296-0.0026481j 0.00251366-0.00509716j 0.00201955-0.00183242j -0.00410167+0.0106515j -0.00360397-0.00511586j 0.000317285+0.00451861j -0.00148388-0.00817563j 0.00238036+0.00109477j -0.00055114-0.00361055j 0.00176548-0.00513569j 
-0.0012744-0.00619689j -0.00289919-0.00255445j -0.00385687+0.00849901j 0.00376163-0.00406507j 0.0122365+0.0212829j 0.00187163+0.00268053j 0.0026737-0.01014j 0.00256088+0.0111923j 0.00784669-0.00253313j -5.34257e-05-0.00774888j -0.00307691+0.00579944j 0.00463968-0.00167008j -0.00343486+0.00631238j -0.0138252-0.00379076j -0.0112054-0.00111111j 0.0035422+0.011506j 0.00390844-0.000430686j -0.0116984+0.016057j 0.000959614+0.00136207j 0.00700667-0.00224825j -0.0141987+0.0019815j 0.0117609-0.0272432j 0.0283569-0.00579665j 0.00767136-0.0058528j 0.00670846+0.00388806j 0.0082186-0.0119072j -0.0206056+0.00152566j -0.00422269-0.0152604j -0.00647258+0.00854693j -0.00734013+0.0259977j 0.00807788+0.0217796j -0.0100625+0.0181193j 0.0109927-0.0276118j -0.0216371+0.00165204j 0.01066-0.00851971j -0.01171-0.0128475j 0.0214196-0.0189218j 0.00569519-0.00792627j -0.0151821+0.00305665j -0.000161737-0.00820089j 0.0104128-0.0201949j 0.00473708+0.00164253j -0.00623712+0.00200405j -0.0180851-0.0154332j 0.00236144+0.0120423j 0.021506-0.00451252j 0.0111283+0.00394236j -0.0131724+0.0148933j 0.0195131-0.00518569j -0.000952668+0.0074854j -0.00581118+0.00732422j -0.00404626+0.00923075j -0.0260718-0.0107296j -0.0042013+0.00433809j -0.00417557+0.0117112j -0.00322368+0.0127994j -0.0052996-0.0173983j 0.0190088+0.0141894j -0.00529717-0.0146513j 0.00447856-0.00347156j 0.00731512+0.0038652j 0.000808537+0.0134585j 0.00290404-0.00371285j 0.000624225+0.00499003j -0.000337075+0.0117073j 0.0378493-0.014616j 0.00189951+0.000404292j -0.0190873+0.00136441j -5.5043e-05-0.0186966j 0.0175244+0.00113372j -0.00333993-0.00527706j -0.00891615-8.08182e-05j 0.0154401-0.00405916j -0.0141918-0.010173j -0.00272458+0.00960703j 0.017111-0.0269189j 0.0150348-4.05846e-05j 9.82618e-05-0.0056887j 0.00481396-0.0117823j -0.00183692-0.00767077j 0.00141679-0.0186363j -0.00474607+0.00394408j -0.00380333-0.00155629j 0.00738255+0.00591213j 0.00385487+0.00100964j -0.00190843+0.00606101j -0.00245856-0.000989776j -0.0115124-0.00092696j 0.0084768-0.00162395j -0.00315039-0.00078244j 0.000718998+0.00106546j 0.0053975+0.00429939j 
-0.00492705+0.00243785j 0.00230617-0.00364458j 0.00171114+0.00152113j -0.00519916+0.00290652j -0.00223215-0.0118461j -0.0170124-0.0158386j -0.00548044+0.000503277j 0.00411569+0.00466688j -0.00548638-0.0229124j 0.00364436+0.0027431j 0.00199199-0.015233j -0.00544202-0.0108818j 0.00241101+0.00207855j -0.00350321+0.000988856j 0.00117821-0.00426396j -0.00165828+0.0146873j -0.00138023+0.0104317j 0.00526902-0.00509426j 0.00814596+0.00749031j -0.012049-0.00758033j 0.00209689-0.00353104j 0.0306977+0.0161951j 0.00844565+0.0123445j -0.0322927-0.0103928j -0.00215864-0.0184111j -0.011048-0.0280374j -0.00238387-0.00142886j 0.0178795+0.0106411j -0.0122145+0.00608151j 0.0124274+0.0218312j -0.0021423+0.023244j 0.0107591+0.00554448j 0.00193588+0.0112913j -0.00202985-0.0143394j -0.0114475+0.00556276j -0.00885298-0.00400922j 0.00140554-0.00135176j 0.00261722-0.0124288j -0.00396184+0.00397113j -0.00433913-0.0120202j 0.000769846-0.00934695j 0.0172143+0.00474807j -0.0154014+0.00879953j -0.0171346-0.00746548j -0.00480241-0.013361j 0.00234207+0.00161293j -0.000164618-0.0216578j -0.011234-0.00346975j 0.0242074-0.00124194j -0.0215189-0.0209229j -0.0123551-0.0129498j 0.00425021+0.0176708j -0.000634564-0.00115825j 0.00695875+0.0234414j -0.00172997-0.00108174j -0.00663661-0.0216097j -0.00724245+0.00556232j -0.00656517-0.00573299j -0.0011269+0.00151279j -0.000181588-0.011896j 0.0140417-0.00262984j 0.00659324+0.00415593j 0.00766111+0.00465469j 0.0125974-0.00261344j 0.0102892+0.00488738j 0.0015192-0.00167633j 0.00194414-0.0022753j -0.00204915+0.00390989j -0.00464948+0.0031297j 0.00976021+7.01282e-05j -0.0023587-0.000162708j -0.00083066+0.00725041j -0.00531523-0.00357652j 0.00826655-0.0111829j -0.0010119-0.00407621j 0.00361624-0.0117208j -0.00661001+0.00658245j 0.00648975+0.00448064j 0.00221865+0.0027843j -0.00794444-0.00703722j -0.00389814-0.00300299j 0.0146037-0.00707853j -0.0138734-0.00246215j 0.00267759-0.00937332j 0.0013919-0.00925592j 0.000230131-0.00540733j 0.000293985-0.00358781j 0.00167267+0.00216369j 0.00319098-0.00190147j 0.00248278-0.00434416j 0.00126949+0.00163558j 0.00359629+0.000871907j 
-0.00120707-0.00104498j -0.00136718-0.0071299j -0.00564244+0.0074585j -0.00213858+0.00384764j 0.00767343+0.00246418j 0.00691873-0.00666527j -0.0092013-0.0112691j 0.011506-0.00350898j 0.00778546+0.00220024j 0.00345725-0.0278603j 0.0105278+0.00331705j -0.00441255+0.010043j 0.00579406+0.0226244j -0.012341-0.0135214j 0.00292168-0.0231428j -0.0102915+0.00243366j 0.0208551-0.00480163j 0.00508351+0.0064454j -0.0027521+0.0152434j -0.00830914-0.000869279j 0.016633-0.00351095j 0.0168678-0.0244586j 0.0157124-0.0103142j -0.0151916+0.00255567j -0.00974401-0.00132448j 0.0202746+0.0130034j 0.0125566+0.00198365j -0.00431188-0.0196462j -0.00971852-0.0243947j -0.0250178-0.0097094j -0.0162329+0.0193897j -0.00821076+0.00491425j 0.0109172+0.00961343j 0.00714967+0.0204804j -0.0259601+0.00420016j -0.00209206+0.00788164j 0.0101217-0.0379685j -0.0126684-0.0182493j -0.0060132-0.0250004j 0.00667097-0.000430724j 0.0197535-0.0090547j 0.00821456+0.00786066j -0.00586135+0.00663991j 0.00642256+0.00583347j -0.00428581+0.00105004j -0.00185817-0.00690982j 0.00172814-0.000609659j -0.0200003+0.00258158j 0.021819+0.000415809j -0.00414756+0.00904946j -0.0143024-0.00488862j -0.000282073-0.00191395j 0.00649514+0.012144j 0.00322236-0.00668421j 0.000325465+0.00255787j -0.00389522+0.00308894j -0.0107232+0.0131407j 0.0126435-0.00136596j -0.00581906+0.00108267j -0.00192026-0.0109415j 0.00543967+0.00427853j -0.00328-0.00213679j -0.00237046-0.0017864j 0.0119756-0.000108375j 0.00675575-0.0179507j 0.00189941+0.00350715j 0.00587363+0.00612589j -0.0119618-0.00898148j -0.00556914-0.00112149j 0.000841751+0.00811823j 0.000454809-0.0046048j -0.0069531+0.00520288j 0.00598771+0.00212766j -0.0148311-0.000710456j 0.00402774+0.00547279j 0.0135053-0.0069767j 0.00602394+0.00258289j 0.00079996-0.00402432j 0.00781533-0.00392475j -0.00188219-0.00445061j 0.00518289-0.0163034j -0.000391836+0.00203171j -0.00221722-0.00243703j 0.0104914-0.000591224j 0.000628723+0.000129907j 0.00117358+0.00518299j -0.00354533+0.00192828j -0.00281747-0.00136016j 0.00517012+0.00058567j 0.000171449-0.00384036j -0.00123128+0.00486464j 0.00507698+0.00206467j 
-0.00341457+0.00764111j -0.00359774-0.00264109j -0.00104438+0.00798138j 0.00241403-0.00848938j -0.00156262-0.00805813j -0.00863785-0.0131033j 0.00304107-0.00297604j 0.00518403-0.000728441j -0.00590714+0.000652086j 0.0186813-0.00941281j 0.00913156-0.00208013j 0.0129372+0.00693644j 0.00856249+0.0128616j 0.00404895+0.0122292j -0.00860533+0.00180868j 0.00394408+0.000923031j -0.0108559-0.0102295j -0.0218535-0.0101665j 0.0270328+0.00395615j 0.00284134-0.0130941j -0.00831639+0.00585238j 0.008494+0.0133409j 0.000656798-0.0219285j -0.0106067+0.00135369j 0.000213043-0.00333732j 0.0247199-0.00692115j -0.0160719-0.0101786j 0.00492741+0.00333853j 0.0021526-0.00650601j 0.0102571+0.0379669j 0.0136742-0.017837j 0.00685121+0.0192318j 0.000201931+0.0220359j -0.00319524-0.00420718j 0.00245755+0.00462535j 0.00100547+0.0155558j -0.00448305-0.00667736j -0.000406642-0.000598996j 0.00153211-0.00326374j 0.000503903-0.00490993j 0.0270448+0.00844299j -0.00582623+0.0089319j 0.0104756-0.00341372j 0.0102016-0.00642388j 0.00943455+0.0111044j 0.00735313+0.020397j 0.00204724-0.0115866j -0.0107493-0.00219017j 0.0185746-0.00466409j 0.00651301-0.0115442j 0.0117089-0.00935375j 0.0054346+0.00353742j -0.014978+0.00520933j -0.0126777+0.0124775j -0.000283348-0.00991385j 0.00520606-0.0082206j -0.000250985+0.0101941j -0.00832908-0.00228471j 0.00977489+0.00955672j 0.00224092-0.0176305j -0.0116594+0.00606436j -0.00601654+6.45513e-05j 0.0028966-0.00415214j -0.00604366+0.0032402j 0.000211463-0.0202392j 0.00935314+0.00547912j 0.00198232+0.00496302j -0.00208884-0.00377254j 0.00317869+0.0120907j 0.00560469+0.00359481j 0.0158263-0.012225j -0.00503242+0.00478444j 0.00403652+0.00668007j -0.0102857+0.0157712j 0.00533788-0.0227351j 0.00694705+8.15684e-05j 0.00938226+0.000497258j -0.00127429-0.00013209j 0.00604997-0.00813838j 0.00384171-0.00714795j 0.0112067+0.00348445j -0.00201788-0.00171101j 0.0104107-0.00668046j 0.000711597+0.00695774j 0.000703576-0.00141994j -0.00574112+0.00370271j -0.00138316+0.000138826j -0.00633356+0.000403695j 0.00616398-0.00592298j -0.0110136+0.00173062j 0.000126111-0.000191333j -0.00104656+0.000541603j 
0.00615297-0.003448j -0.00190088+0.00965904j -0.00393583-0.0127883j 0.00492106-0.00988035j 0.00692886-0.00504256j -0.000102592+0.00617896j -0.00544423-0.000737903j 0.00026034+0.000477677j 0.00706213-0.0125687j -0.00443744-0.00438774j 0.00170672+0.00305635j -0.0191287-0.0110207j 0.00890766+0.00073821j 0.00456715-0.00513054j 0.0127706-0.00106395j -0.0060682+0.0116652j 0.0257116-0.00416649j -0.0145116+0.00741702j -0.000807932+0.0109106j 0.0176646+0.00886249j 0.00399773-0.0204302j 0.0125086+0.00646907j 0.00959173+0.00033876j 0.0119424-0.00163069j 0.000718354-0.0130053j -0.00762114-0.0148142j 0.0305012+0.0136737j 0.00262324-0.00650337j 0.00507457-0.00460009j -0.00447902+0.0287126j 0.0247091-0.00964751j -0.0328613+0.00566613j -0.00151292+0.00289432j -0.00521867+0.00535672j 0.0187463-0.00892969j 0.00978082-0.000667719j 0.0180597+0.00374206j -0.0201589+0.00430199j -0.00216712-0.00555997j 0.00862047+0.003449j 0.00369059-0.0115815j -0.0177238+0.00321911j 0.00921484+0.0205008j 0.0189377+0.00169732j -0.00203176+0.00780226j -0.00760698+0.00208531j -0.0269519-0.00148694j 0.00711977-0.00256013j -0.00457953+0.00543119j -0.0118141+0.00985423j -0.00868978-0.00708063j -0.00640013-0.0105576j 0.0133095+0.00167673j 0.00886581+0.00297997j -0.011661-0.0270237j 0.000999734+0.0019186j -0.00388755-0.012007j 0.00915571+0.00973926j -0.00410645+0.00121437j 0.0033839-0.0139475j -0.0210613+0.00984167j -0.0149106-0.00494781j 0.00101163-0.0189087j -0.011293+0.000870425j 0.00731697-0.0215109j -0.0114524-0.0131864j 0.00558224-0.00264322j 0.0113947-0.00846802j 0.00607879-0.0110003j 0.00478212-0.00367465j 0.00198206-0.0165472j 0.00565038+0.00484517j 0.00732028-0.000369882j -0.00846815+0.01784j 0.00242449-0.0040652j 0.00529164+0.00261863j 0.00609861-0.0174686j 0.00148124+0.00661327j 0.017549-0.0084306j -0.00237497+0.00372876j -0.0017165+0.00374226j -0.00822224-0.0139599j 0.00109231-0.0122983j 0.00520768+0.00407524j -0.00489602-0.00368264j 0.00245593+0.0142686j 0.0109282-0.00781119j 0.00323844-0.00315859j -0.00106198-0.00991803j -0.00914525+0.00649017j 0.00483428-0.00834745j -0.00381673-0.00268088j 
0.00252875+0.00579363j 0.00183881+0.00015951j -0.00159434-0.00969666j -0.00117478-0.00748906j 0.0125386+0.00184761j -0.00292557-0.000833413j -0.0042962-0.00944154j -0.00860187-0.00608919j -7.54714e-05+0.00698614j 0.00177553-0.000471205j -1.71042e-05-0.000828887j -0.0112004+0.0029422j 0.00263415+0.00142429j 0.00715383-0.00221344j -0.00545006+0.0169076j 0.000370201-0.00160866j -0.00982422+0.00228464j 0.00828381-0.00627743j -0.0153074-0.004339j 0.0136804+0.0169092j -0.0124976-0.000575282j -0.0249017+0.00737567j 0.0109698+0.0161616j -0.0138194-0.00495959j -0.00512791-0.013955j 0.0188686-0.00812077j 0.0147705+0.0050028j 0.0143582-0.00599605j 0.0154714-0.00252108j -0.0106635-0.0107096j -0.0251347+0.0286691j 0.00429787+0.00242673j 0.0126652+0.0218179j -0.00229732-0.000842117j 0.0100008-0.00535755j 0.00314669+0.0190976j -0.0111182+0.01598j -0.00108961-0.0275649j -0.0338689+0.00581648j -0.00663028+0.0116857j -0.0265727+0.00209315j 0.00505609-0.00316523j 0.0206851+0.0131594j 0.0168818+0.0126086j -0.00496048+0.00394411j -0.018696+0.00631795j -0.015553-0.00920871j -0.0122246-0.011104j -0.003625+0.00370993j 0.00877339-0.00857939j -0.00268442-0.0130087j -0.0232336+0.00551935j -0.00849829+0.00579211j -0.0161876+0.00378658j 0.000619788+0.00551661j -0.0131886-0.000893306j 0.00959798-0.0022901j -0.00203656-0.00951543j -0.00258526-0.0121854j -0.00632768-0.012656j 0.0139808-0.0019878j 0.0131915+0.0129634j -0.0107753-0.012748j -0.00280864-0.0129974j -0.0183711-0.0140512j 0.00827437+0.00785401j 0.0062684-0.00799895j 0.00793087+0.00372984j 0.00625197-0.0092638j -0.00313092-0.00973041j -0.00432322-0.0113467j 0.0022691+0.00417965j 0.00145517+0.00516714j -0.00193508-0.0129327j 0.00766574+0.000741569j -0.0113001-0.00448187j -0.000937949+0.013084j 0.0043456+0.00522268j -0.0077088+0.00646244j -0.00205774-0.0049592j 0.00698655-0.00543109j -6.53519e-05-0.00416161j 0.000554869-0.00450763j -0.0035197+0.00728763j -0.00321742-0.00343032j 0.0080381+0.0085283j -0.00740687-0.00196344j -0.00269374+0.00370515j 0.00104066-0.00888936j -0.00525289+0.00108028j -0.00295392-2.41483e-05j -0.00136235-0.000961414j 
