0.00132321+0.0117301j -0.0060784-0.00744772j 0.00235457-1.1538e-05j -0.000978552-0.0111005j -0.00130824-0.00348655j 0.00378485+0.00413088j -0.00221697-0.00476761j -0.00101708-0.00954065j -0.00199024-0.00892235j 0.00288604+0.00502733j -0.000723655-0.00125786j -0.00028924-0.00445352j -0.0030077+0.0051421j 0.00395518+0.0102712j -0.000916877-0.0037476j 0.00192842+0.000206484j 0.00477266+0.00980087j -0.00165364-0.00666291j 0.00199155+0.00300079j -0.00368452-0.00851297j -0.0026593-0.00294208j 0.00342321+0.01084j -4.48953e-05-0.00205712j -0.00151286+0.000430023j 0.000910229+0.000694062j -0.00176427-0.00507493j 0.00118263-0.00794642j 0.000284763+0.00228223j -0.000266483-0.00803116j -0.00226-0.000134279j -0.000952458+0.00375587j 0.00394331+0.0048082j 0.000213978+0.0101917j -0.00291325-0.00769275j -0.00109957+0.00701828j 0.000519439-0.0123097j 0.00276894-0.00685632j -0.000378932-0.00053513j -8.79183e-05-0.00235542j -0.000412053+0.00477177j -0.00505302+0.00708172j -0.000463369+0.00093108j -0.00387523+0.00807922j -0.0027096+0.000640337j -0.00220331-0.00190954j 0.00025667+0.00635251j 0.00130661-0.00223104j 0.00574563-0.00674685j 0.00475152-0.00404045j -0.00034474+0.010288j 0.00236508-0.00577499j 0.000456937-0.000177016j -0.00621196+0.00653952j -0.00361668-0.000464312j -0.00420511-0.00230754j -0.00626149+0.0134691j 
-0.00142012+0.00158374j 0.00101716-0.000928436j -0.0015007-0.00020546j -7.38289e-06+9.63796e-05j 0.00200889-0.000643742j 0.00272564-0.00201998j -0.0013442+0.00123356j 0.00064955+0.00129213j -0.000983465+0.00108759j 7.90909e-05+0.00177142j -5.58231e-05-0.00284947j 0.00205686-0.00847851j -0.00986154+0.00513176j 0.00241763-0.00325423j -0.00155149+0.000945218j -0.00488227-0.00164756j 0.00197743+0.00533266j -0.000912846-0.000637495j -0.00163226+0.000492251j 0.00307676-0.00403044j -0.0016863-0.000218626j 0.00151122-0.00149286j -0.00427787-0.000792435j 0.00146063-0.00152581j -0.00397582+0.00799576j -0.00266771+0.00120135j 0.00173446-0.00458335j -0.00410858+0.00085077j 0.00838204-0.00195221j 0.00469934-0.00648709j -0.000939932+0.000116959j -0.00247364-0.00477794j 0.0109675-0.00378535j 0.00289467+0.00200053j -0.000963805-0.00324959j 0.00350308+0.00224426j 0.00204624-0.00275434j -0.00033851-0.00025977j 0.00044042-0.000373589j 0.00239523-0.00445375j -0.00153596-0.00210237j 0.00334318-0.00234531j 0.00252399-0.00326323j 0.00592063+0.000936464j -0.00106407-0.000927106j 0.000648938-0.00297297j 0.00298039-0.00337778j -0.00106082-0.000238272j 0.000521162-0.00141866j 0.0026451+0.00224839j 0.00135788-0.000688181j -0.00177761+8.37535e-06j 9.19141e-05-0.000176558j 0.000370002+0.000826809j -5.84712e-05-0.000827269j 0.00156465-0.000223142j 
-0.000917611+7.42489e-05j 0.000810764-0.000228787j -0.000449601+0.000194044j 0.000566992-0.000409055j 0.00308701-0.00207513j 0.00151445+0.00181787j -0.00342081+0.00153708j 0.00094347-0.000419925j 0.00027553+0.0007675j -0.00143101+0.00239428j -0.00333659+0.000870598j 0.000342976-0.00198292j -0.00491057+0.00555214j 0.000396426-0.00564977j 0.0025555+0.00483351j -0.000353255-0.00109419j 0.00158798+0.00341348j -0.000441109+0.000236245j 0.00349448+0.00169492j 0.00199321-0.00255859j 0.000864931-0.000820587j 0.0015445-0.000691817j -0.00485873-0.00368311j 0.00109376-0.00156795j -0.00626407+0.00329448j 0.00109995+0.00382903j -0.000266946-0.00468506j -0.00234055+0.00311527j 0.00123467-0.000740424j 0.00240542-0.00322778j -0.00064699-0.00458836j 0.0010744-0.00596498j 0.00286061-0.00568999j -0.000890364-0.0052065j -0.00191934-0.00379003j 0.00412956-0.00031671j 0.00048785-0.00506669j -0.000673447-0.0006645j -0.000359587-0.00130984j 0.00359653-0.00338377j 0.000914222-0.00250322j 0.00194844-0.00373823j 3.89683e-05-9.69836e-05j 0.00450729-0.001405j 0.000529858-8.92669e-05j -0.00235918-6.05664e-05j 0.00141448-0.000667964j -0.00015391-0.000290648j -0.000440666-0.000510155j 0.00397378+0.00107974j -0.000650385+0.00157082j -0.00299382-0.000109178j 0.000627832-0.000412602j 0.000317797+0.000746686j -0.000655155-0.000545804j -0.00011505+0.000973537j 
0.0014506+0.000581713j -0.000773652-0.0023658j -0.000822057+0.000883488j -0.00262622+0.00143637j -0.000388572+0.00167962j 0.000842599-0.00148543j 0.0018974-0.00298017j -0.00162458+0.00258276j -0.00660194+0.00107877j -0.00405393+0.000294146j -0.00412023+0.0146932j 0.00528815-0.0046781j -0.000564431+0.0012731j -0.00200365-0.00113812j -0.00129264-0.00606167j -0.0027295+0.000899168j -0.00139301-0.00288099j 0.00180881-0.00624847j -0.00126816-0.00872872j 0.00161589-0.000887839j 0.00136987-0.00580504j 0.00321292-0.00344414j 0.0050377+0.00894094j 0.00239151+0.000701052j -0.00342146+0.00586862j -0.00333415+0.00294131j 0.0077319+0.00475734j -0.00565867+0.00583956j 0.00215811+0.00132542j 0.00572091-0.00433245j -0.00144504+0.000877704j 0.00297999+0.00739572j 0.00376643+0.00113395j -0.00242774+0.00806305j -0.00202691+0.00670036j 0.00143767-0.007023j -0.00316973+0.00786276j 0.0023557+0.00171922j 0.00126103+0.00289037j 0.00670519-0.00188382j 0.00690589-0.000880462j 0.00232573+0.00155252j -0.00244916+0.00415683j -8.67067e-05+0.00334388j 0.00223364+0.000930851j -0.00517103+0.00588854j 0.00592725+0.00120266j 0.00235771-0.00235945j 0.00158847-0.00196227j -0.000899804-0.000395767j -0.000449521+0.000406946j 0.00556105-0.00160415j -0.00382907-0.000602027j 0.00203403-0.0014785j -0.00155457+0.00116711j 0.00206291-0.00299021j 
-0.0020709-0.000631611j 0.000540314-0.00186191j -0.00373098+0.00341629j -0.00281907+0.00132805j 0.00321945-0.00399705j -0.00103546+0.00610284j -0.00116312+0.000105626j 0.00282569-0.00461641j 0.00328063-0.00677265j -0.000528686+0.00695265j -0.0103114+0.00264064j -0.00179189+0.0052519j 0.000353416+0.00227778j -0.00180824-0.0026553j 0.00200588+0.00186028j 0.00751554-0.00844592j -0.00623031+0.0047348j 0.00927067+0.00112614j 0.00923175-0.00636044j -0.00142615+0.00518309j 0.00472948-2.13467e-05j -0.000645488+0.00337686j -0.00793595+0.00329067j -0.000858173-5.09614e-06j -0.00585339-0.000667965j 0.00221174-0.00236646j -0.00175902+0.00285435j -0.00255986+0.00173569j -0.00989397+0.00569853j -0.00293782+0.00308756j 0.000958319-0.00281819j 0.00571334-0.00481233j -0.00830984-0.000456641j -0.00711322-0.00332722j 0.000552389-0.00181881j 0.00174874+0.000199635j -0.00151671-0.0040597j -0.00361375+0.00178983j -0.00366855+0.0023118j 0.00325161+0.00359909j 0.00137754+0.000229962j 0.00375329+0.000497291j -0.00573122+0.000566045j 0.00030811-0.00100409j 0.00226198+0.00147546j -0.00143692-0.00183852j -0.000917751+0.001726j -0.00441502+0.00142264j -0.00205939-0.000283977j 0.00729686-0.00218727j -0.00247143+0.00343662j -0.000836907+0.0028371j -0.000107718-0.00297353j -0.000978733+0.0011059j -0.00200736+0.000230897j -0.000298668+0.00175167j 
-0.00213046+0.00139834j -0.000365585-0.00157j -0.00497771+0.00152277j -0.00167199-0.000530045j -0.00111013+0.00258586j 0.000298744-0.00291567j 0.0088614-0.00957355j 0.0042473+0.00073881j 0.00583469-0.0112474j 0.0036782+0.00422771j 0.00361922-0.00666808j 0.00222972-0.00586118j -0.0051381+0.00129148j -0.000607617-0.00400434j -0.00873717+0.00278419j -0.000636589-0.000906579j -0.00916992+0.00802061j 0.00904381-0.00388974j -0.00533416-0.00298844j -0.00560296+0.00251375j -0.00312221-0.00376903j -0.00141488-0.00239021j -0.00418823+0.00964883j 0.000691747-0.00268526j 0.00230031+0.00415516j -0.00162538-0.00349965j -0.00309501+0.00122273j -0.00582555+0.000135117j 0.00252295-0.00269895j -0.0004438+0.00181028j 0.00445895-0.000462062j -0.00065044+0.000769531j 0.0153147-0.00687262j 0.00184929+0.00706332j 0.00872107-0.00202481j -0.00421516+0.00132275j 0.00347482+0.00183402j -0.00351839+0.00159314j -0.00109614+0.00559078j -0.000371715-0.000622126j -0.010167+0.000540417j 0.00557251+0.0013205j -0.00271885-0.00219499j -0.00439668+0.00371044j -0.00110801-0.00293418j 0.00374363-0.00077864j -0.00423296-0.000255284j -0.00551627+0.00125057j 0.00231979-0.00256354j -0.00171323+0.000964567j -0.000738283-0.00100634j 0.0043715+0.00222317j 0.00235479-0.000767155j -0.00321904+0.000250985j 0.00207888+0.000442755j 0.00368253-0.00144288j 
-0.000314268+0.00104473j 0.00361929+0.000261755j -0.00138905+0.000205938j 0.00150703+0.00275752j -0.00464746+0.00199566j 2.7854e-05-0.00212836j -0.00174462+0.00026017j 0.00435453-0.00306734j -0.00154055+0.00723792j -0.00659243-0.00681514j 0.00815702-0.00109075j -0.00113265+0.00213106j 1.63899e-06-0.00661873j 0.0043232+0.000746033j -0.00497113-0.00240584j 0.00492772+0.00380491j 0.000281038-0.00770614j -0.00699355+0.00136267j -0.00461362+0.00322231j 0.00447815-0.00244582j -0.00293122+0.00206704j 0.000136811-0.00141484j 0.0078322-0.00803564j -0.0033482+0.00163131j 0.000342082-0.00440959j -0.0033714+0.00194823j 0.00185325-0.000929677j 0.00730797-0.00165217j 0.00128433-0.00194624j 0.00163236+0.000837219j 0.000217498+1.20085e-05j -0.0007148+0.00372819j -0.00028723+0.00500397j 0.00153495-0.00261234j 0.000562493+0.00319592j -0.00147851+0.000735134j -0.000780088+0.00268625j 0.0017943-0.00210609j 0.00144068-0.00415166j -0.000874908+0.000591166j 0.000330121-0.00127563j 0.000159459+0.00170498j -0.000613728+0.00132173j 0.000314681+0.00133505j -0.00146923+0.000840336j 0.00177792+0.00188697j 0.00077385-0.000536461j 0.00111692-0.00173346j -0.00127908+0.000272439j -0.0005177+0.00223322j 0.00021668-0.00154417j 0.000442648-0.0028555j -0.00417627+0.00157062j 0.00209718-0.000922858j -0.000434437-0.00098511j 0.00103601+0.000544311j 
0.000550749-0.00132433j 0.00116126-0.000908604j 0.00112576+0.000176378j 0.00184629-0.00167639j 0.0011806-0.00127844j -0.00364231+0.00233138j -0.0025373-0.00363998j 0.0018422+0.00252559j 0.00860365+0.00113343j -0.000534919+0.00628433j 0.00389606+0.0126653j -0.00438077-0.00173631j 0.00391827+0.00408239j -0.00595704-0.00395159j 0.00152281+0.00271442j 0.00317592-0.000398901j -0.000563148+0.00225367j -0.00126647-0.00441374j 0.00565237-0.00311623j -0.00718938-0.00484295j 0.00178534-0.00398607j -0.00115333-0.00732003j -0.00327225+0.00134562j 0.00189656-0.00141948j 0.00113981+0.00883393j 0.00808886+0.00399836j -0.00298534-0.00533994j 0.000219723+0.00631936j -0.0065177-0.00357152j -0.00764893-0.00717394j -0.000135048-0.00149486j 0.00375091-0.00274115j -0.00408656-0.0110581j -0.00326226+0.00060885j 0.000964385+0.00399644j -0.000984419-0.00501282j -0.000885779+0.00253497j -0.00228803-0.0015017j -0.00142431+0.000926485j 0.00369124-0.00773214j 0.000116072-0.00594941j 0.000145633-0.005019j -0.00184612+0.00310679j -0.00149196-0.00217159j 0.00156694-0.00254261j -0.000711872+0.00683392j 0.000510291-0.00358603j -5.19673e-05-0.000760278j 8.19672e-05-0.00204975j 0.00188238-0.00021882j -0.00203112+0.00141229j -0.00100309-0.00202988j 0.00169898+0.00215623j -0.000649676-0.00061393j -5.12046e-06+0.00021891j 0.000272742-0.00140971j 
0.000604395-0.000979954j -0.00410188-0.00222532j -0.000896985-0.00100153j -0.00677481+0.00246571j 0.00407399+0.00328979j 0.00168412-0.00218409j -0.00199588+0.00363275j -0.00639727+0.00200376j -0.00827692+0.00049733j 0.0082796+0.0025824j -0.0054723-0.00540956j -0.000248078-0.00757238j 0.00293774+0.00665081j -0.0083446+0.00609753j 0.00905207-0.00325525j -0.00820749+0.00404146j 0.00571944-0.000461727j 0.00151966+0.00440688j 0.000260368+0.00167259j -0.00445463+0.00640639j -0.00438897+0.00249019j -0.00451357+0.00175541j -6.6416e-05+0.00138599j -0.000665471-0.0016917j 0.00853897-0.00157808j 0.00159796+0.000735615j -2.54951e-05+0.00206034j -0.00251989+0.00193727j 0.00246164-0.00337385j -5.94451e-05-0.00418512j -0.007222+0.00349177j -0.00563212+0.00396824j -0.00516247-0.0021125j 0.00348635+0.00269034j -0.00325237-0.00126445j -0.001324-0.0017787j -0.000367183-0.00282959j 0.00355329+0.00107213j 0.00297492-0.000279752j -0.00911551-0.000113205j 0.00142065+0.00401764j -0.00635669+0.0023707j 0.00395587-0.0018122j 0.00207932-0.000250464j -0.000152174-0.000106752j 0.00363918-0.00336938j 0.000808203+0.000543713j -0.00181692+0.000266025j -0.00169886-0.00117924j -0.0019134-0.000992476j 0.00224367+0.000463458j 0.00185499+0.00131974j -0.00271155-0.00143447j 0.000824525-0.00153844j -0.00200635+0.000642663j -0.00276176-0.0012604j 
-0.00640831-0.00205286j 0.00628817+0.000308261j 0.00645131+0.0011909j -0.000764934-0.000542036j -0.00950711-0.00326861j -0.00853794-0.0035326j -0.00572792-0.0030563j -0.00477574+0.00581917j 0.0117539+0.00261858j 0.0121258-0.00702958j 0.00509454+0.0119963j -0.000882986-0.00610842j -0.000462152-0.000646982j 0.00373411+0.00508677j 0.00965448+0.00443298j -0.00348401+0.00170552j 0.00498345+0.00753327j -0.00167073-0.00849323j -0.00323304-0.00239714j -0.00567231-0.00201519j 0.00380363+0.00498028j -0.000669921-0.00423686j -0.00280639+0.00541204j 0.000329726+0.000516687j 0.00130698+0.000377825j 0.000666649-0.00150513j 0.00182674+0.00406232j -0.000993261+0.00513556j 0.00242933-0.000943004j 0.00201382-0.000337933j 0.000220681+0.00258146j -0.00209015+0.00230482j 0.00344598-0.00128049j -0.00233023-0.000647112j 0.00168298+0.00206019j 0.0025999+0.00296684j 0.00235108+0.00293283j 0.00144834+0.000972891j 0.00196212+0.00291792j 0.000200939+0.00300918j 0.00144652+0.00277876j -0.00294126-0.000208582j 0.00365093+0.00148359j -0.00295801-0.00137123j -0.00286826-0.00345076j 0.000155497-0.00171323j -0.000399235-0.000473716j 0.000152683+0.00240541j 0.00325425+0.00163376j 0.000951449+0.00275382j 0.00128155+0.000458793j 4.64051e-05-0.00154459j -0.0018692-0.00339905j 0.00106278+0.00286312j 0.000857248+0.000300514j 0.00227552+0.00210003j 
-0.00373494-0.00138113j -0.00556674+0.000786717j 0.00353366-0.0046815j -0.00332332-0.00148318j 0.00647894+0.00350126j -0.00227661+0.00222925j -0.00220015-0.000712401j -0.00751361-0.000349112j 0.000748561+0.00862397j 0.00996539+0.00845016j -0.00220894+0.00202624j 0.00237891-0.00114716j -0.000496582-0.0051723j 0.000626425-0.000852414j 0.00458533+0.00502068j -0.00635037-0.00419189j -8.76663e-05-0.00228408j 0.00317107+0.0102619j 0.000372753+0.00423432j 1.72794e-06-0.00345913j 0.00524045-0.00173442j -0.00012169-0.00173755j -0.00133435-0.0112843j 0.0033085+0.00253301j -0.00116298-0.0025477j 0.00249716+0.00211953j 0.00347756-0.00534248j -0.00241748-0.0040178j 0.00209755+0.00153249j -0.00162671-0.00124719j 0.00327192+0.000197992j 0.00307308-0.00131333j 0.0022337+0.00773109j 0.00273786+0.0023197j 0.00107964+0.000974046j -0.00201798-0.00257436j 0.000895102+0.00096778j 8.43126e-05-0.00273859j 0.00275083-0.00176845j 0.00210028-0.00174767j 0.00302213-0.00529821j -0.000246532-0.00015382j 0.00273042+0.00217045j -0.000453243+0.0025435j -0.000652873-0.00177602j -0.00361774-0.000703445j 0.0012424+0.00190984j 0.00126627-0.0027285j 7.15419e-05+0.000795923j -0.00296089+0.0021745j 0.000858608+0.00157259j -0.000317661-0.00137487j -0.000439702+0.00244092j -0.00208471-0.0030599j 0.00280762+0.00204308j -0.00265487+0.000963086j 
-0.00454779+0.00221466j -0.000554239-0.000662258j -0.00215391+0.0012238j -0.00367671+0.00212404j 0.000246536-0.000666758j -0.000865754-0.00114628j -0.00310279-0.00427939j 0.00220882-0.00726109j 0.00182642+0.00437303j 0.00470023+0.00459228j 0.00148181+8.84893e-06j -0.00259448-0.00124282j -0.00122578-0.00305755j 0.000403402-0.00359628j -0.00136384+0.00515519j 0.00291938-0.00474744j -0.00380903-1.4707e-05j 0.00385368+0.00469234j -0.00274454+0.00112257j 0.00132931-0.00378197j -0.000768823-0.000132386j -0.00216314-0.00217482j 0.00114121-0.00538854j -0.00278146+0.0019414j -0.000463908+0.000201636j -0.000798548+0.000389793j 0.000921295-0.00173821j 0.00393091-0.00107048j -0.0023411+0.000169763j -0.00169933-7.91287e-05j 0.00184434-0.000825036j 0.00146048-0.000214854j 0.000423127+0.000800177j 0.00135002+0.00145041j 0.00287114+0.000701719j -0.00397556+0.000753425j -7.22185e-05+0.00196128j -0.00210579-2.2642e-05j 0.00065551-0.000586465j 0.000206379-0.00153521j -0.00350326-0.00129367j 0.00324467-0.000568957j -0.00230184+0.00174781j 0.000833926+0.00213465j -0.00161175-0.000399258j 0.000509882+0.000590922j 0.00043431+0.000387246j -0.00349288-0.000726602j -0.00215501-0.00100499j 0.00260528+0.00103126j 0.00109824+0.000793859j 0.00217952-0.000611016j -0.00398801-6.04375e-06j -0.000915421-0.00126661j 0.00101621+0.000292042j 0.0013546+0.000421048j 
-0.000458329+0.00193572j -0.00140595-0.000741329j 0.00196925-0.00177322j 0.000708199-0.00487609j 0.00388621-0.00201249j -0.00316132-0.00663847j 0.000661224+0.00238219j -0.000953706-0.000398429j -0.00123128+0.0097967j -0.00399749+0.00165159j -0.0101094-0.00149793j -0.00587337-0.00585832j 0.000392523+0.0077377j 0.000288256-0.00195566j 0.000924023+0.000916195j 0.0048541+0.00440356j 0.000596715-0.00625666j -0.000625668+0.00727404j 0.00392974+0.00392565j 0.00322934-0.00916332j 0.00309724+0.00618017j 0.00245504-0.0022936j -0.00193623-0.00088465j 0.000209709+0.00309043j -0.00358162+0.00374463j 0.00188807+0.00237238j -7.03603e-05+0.00061944j 0.000715292-0.00207193j -0.0010142-0.00816238j 0.000558254-0.00685661j -0.0010094+0.00448325j 0.00149154+0.008467j 1.82793e-05-0.00802425j 0.000241499-0.00209418j -0.00695056+0.00312059j 0.00253611-0.00268645j -0.00291799+0.000292544j -0.00116593-0.00123642j -0.00266119-0.000646717j 0.00162511+0.00232202j 0.00169568+0.00248398j 0.00157589+0.00218288j -0.000356368-0.00485896j 0.00423047-0.00404399j -0.00222652+0.00230914j -0.00524337-0.00286561j 0.00425748-0.000103681j 0.00228835-0.00263021j 0.000599979-0.000306351j 0.00278925+0.0014284j 0.00154134-0.00165845j -0.00293175+0.00216432j 0.00123099-1.18529e-05j 0.000535432-0.00132125j 0.00105366+0.000354845j 0.00179541-0.00167901j 
0.00372626-0.00119202j -0.00426639+0.00326285j 0.0063189-0.00432397j 0.00619396-0.00465038j 0.00423545-0.00250294j 0.00131781+0.00318182j 0.00314583+0.00576668j -0.00413328+0.0112563j -0.00290289-0.00627657j 0.00181775-0.00556315j -0.000293681+0.00335722j -0.000170693+0.000755788j 0.0035158+0.0048951j -0.000812575+0.00426707j 0.00394499-0.00459062j -0.00756084+0.00577453j 0.00773807+0.000845922j -0.00373332-0.00646909j 0.00107476-0.00137607j 0.000392034+0.00367011j 0.00252644-0.00332199j 0.00312013+0.00343122j -0.000877701+0.00998134j 0.00583067-0.000861341j 0.000201855+0.00156097j 0.00399104-0.00276131j -0.00133464-0.000460027j -0.00333876+0.00336435j 0.00311207+0.00194739j -0.0013723+0.00173292j 0.00111974+0.00225043j 7.90374e-05-0.00139387j -0.00028557-0.00248891j 0.00159564+0.000375397j -0.00473003-0.00232189j 0.00334946-0.00244659j 0.00108753-0.00206017j 0.000674126-8.71447e-05j -0.000337949+0.00157892j 0.000925208-0.00011613j 0.00282794-0.000788881j -0.00408965-0.000959848j 0.00445919-0.00266244j -0.000152815-0.00228558j -0.000139857-0.000236348j -0.00403979-0.000530262j -0.000169083+0.000500977j 0.00585154+0.00184146j 0.00277899+0.00159043j -0.00376406-0.00247881j 0.000575888-0.000328059j -0.00521345+0.000716614j 0.00782372+0.00179031j -0.0019278+0.000723016j 0.00274061+0.00146839j -0.00192652-0.000285291j 
0.00121244-0.00276848j 0.00200808-0.00230117j -0.00176855-7.16482e-05j -0.000957085+0.00175948j -0.00214891-0.00683864j 0.00403946-0.000451499j 0.00244256+0.0135736j -0.0035678+0.00163452j 0.00683065+0.00407636j -0.000170634+0.00319144j 0.00256839+0.00891188j 0.00253965+0.00121211j -0.00208803+0.00403448j -0.00184523+0.00378592j -0.000604401-0.00468637j -0.00339263-0.00212116j -0.00364855-0.00443519j 0.00361183+0.00181571j 0.00104581-0.0113863j -0.00468803-0.00349038j 0.00130311-0.000262733j 0.000347252-0.000120984j -0.0100703+0.0031668j 0.00320602-0.000273818j 0.00084828+0.00480488j 0.0025169-0.00207801j -0.00192242+0.000598506j -0.00316911+0.000507846j 0.00267543+0.00552276j -0.00294648+0.00144366j -0.00278102+0.00393539j -0.00123054-0.000551357j 0.00165191+0.0111838j -0.00286022-0.00142886j -0.000554809+0.00746772j 0.0030632-0.00416833j -0.0011154+0.00375629j -2.13829e-05+0.00100002j -0.00456775+0.000120624j -0.00281742-0.00318192j 3.54494e-05-0.00523548j -0.00217434+0.00112562j 0.00217001+8.7186e-05j 0.00333362-0.00805338j 0.00195225+0.00112713j 0.000255406+0.00219485j -0.000218113-0.00625044j -0.00155086-0.00285667j -0.00215322+0.00287825j 0.00347187-0.00546463j 0.00108335+0.000126552j -0.00318032+0.00293676j -0.000943072+0.000564218j 0.00206934-0.00225753j -0.00502903+0.00199396j -0.000759265+0.00246786j 
-0.00367652+0.00372365j -0.00398335+0.00167157j 0.00459302+0.00255714j 0.00142436-0.0090369j -0.000394256-0.0117024j 0.00494187-0.00420343j -0.00329572-0.00232421j 0.00253688-0.0113996j -0.00943329+0.00301846j 0.00578502+0.00687284j 0.00191866+0.00136802j -0.0020779+0.00189293j 0.00245955+0.00233172j 0.00156816-0.00219824j -0.000673719+0.00775671j -0.00139668-0.00696791j 0.00496902+0.000270299j -0.00624405+0.00258885j -0.00920167-0.00333823j 0.0099089-0.00771896j -0.00259566+0.00141947j 0.0011784-0.000301129j 0.00881122+0.00324377j -0.00284095+0.000161102j 0.000448888+0.00730008j -0.00397211-0.00353278j -0.000428677+0.00246311j 0.00889336-0.000165864j 0.0036057+0.00707921j 0.00109369+0.00436709j 0.0017858-0.00269701j -0.00240579-0.00447923j -0.00478826-0.000777801j 0.0024919+0.00323475j -0.00347068-0.00162338j -0.000927129-0.000428452j -0.00194186+0.00129098j -0.0019765+0.00526203j 0.00152548+0.00506242j -0.000369239-0.00449128j -0.00573323+0.00225363j 0.000399001-0.00412353j -0.00199738+0.00327372j 0.00416941-0.00124412j -0.00355242-0.000724428j -0.00340699-0.000549464j 0.00199505+0.00114796j 0.00226605+0.000673123j -0.000788105+0.0014085j 0.00273119-0.00346764j 0.00431843+0.00289751j -0.0032794+0.00419971j 0.00433576-0.00474066j -0.00142552+0.00303512j 0.00464405+0.000641501j 0.00255767-0.00201314j 
0.00458724-0.0025329j 0.00261391-0.0041162j 0.00354552-0.000848355j -5.35839e-05-0.00684215j 0.00170874+0.00983614j -0.00066716+0.0049857j -0.00589705-0.00141849j -0.00726159-0.00520876j -0.00183856-0.00671079j -0.00624154+0.0106894j -0.00420172-0.00653381j 0.00961937+0.00382947j -0.00578184-0.00293199j -0.00647693-0.00462879j 0.00346096+0.00638063j -0.00268525-0.0108654j 0.00161028+0.00424284j -0.00410167+0.00384066j 0.00742304+0.00129836j -0.00580733-0.000301147j 0.000883396-0.000608634j -0.000526455-0.00150474j -0.00435541-0.0064901j 0.00295593+0.00296012j -0.000745874+0.0016598j 0.00117681+0.00319855j -0.000770415+0.000825756j -0.00659882-0.00863747j -0.00153274+0.00474742j 0.0023332-0.000501654j -0.00332794-0.00437436j -0.00101565-0.00270728j -0.00419204+0.000872555j -0.00350515+0.00292829j -0.00132238-0.00428785j 0.00511809+0.00109199j 0.000722465-0.000971007j 0.000434867+0.00132045j -1.47311e-05+0.00108475j 0.00203318-0.00345226j 0.00382299+0.00268331j -0.00395786-0.00392788j 0.00140889+0.00495872j -0.000745379+0.00485407j 0.00188173-0.000894022j 0.00260476-0.00157153j 0.000405308+0.00240509j 0.00245611-0.000228114j 0.00174778-0.00106382j -0.00109895+0.000974864j -0.00350247+0.00196717j -0.00170525-0.00102406j 0.00225989-0.000594385j 0.00228843+0.000569782j -0.00233258-0.00234815j -0.000830977-0.00262868j 
-0.00350038+0.0042229j -6.66239e-05-0.00106531j 0.00196794-0.0051629j 2.55825e-05-0.00480175j -0.00220546+0.00149196j -0.00387451+0.0053188j -0.0012276-0.00102551j 0.00628939+0.000914472j 0.00438633-0.00663376j -0.00245604-0.00405093j 0.00763617-0.000522789j -0.00534827+0.00402785j 0.00366492-0.00338832j 0.00448024-0.00382282j 0.00152679-0.00214049j 0.00620911-0.00159199j 0.0026632-0.00246875j -0.00511609+0.00277957j -0.000427991+0.00128244j -0.00088028+0.000385197j 0.00452162-0.00323389j -0.00212615-0.00132617j 0.00491641+0.00105235j 8.86769e-05+0.000208574j -0.00103077+0.000656138j 0.00069194-0.00344533j 0.000917226-0.000313223j 0.00626933-0.000969199j -0.00490158+0.000318607j -0.00337303+0.00170828j 0.00484101-0.0018708j 0.00396397-0.00107092j -0.00488064-0.00267037j -0.00129836+0.00142897j 0.00232494+9.30021e-05j -0.000562777-0.000732602j 0.000382543-0.000783555j -0.00154431-0.000231923j 0.000928805+0.00135441j 0.00383466-0.00110035j -0.000494267-0.00120276j 0.00150245+0.000459892j -0.00199003-0.00161705j -0.00338402+0.00229902j -0.00260846+0.000511006j -0.00218631+0.0013321j 0.0001629+0.00120937j 0.00158377-0.000892177j 0.00235329-0.00193281j 0.00154952+0.000869538j 1.70785e-05-0.000317036j -0.00193318+0.00168016j 0.0016423-0.000942431j -0.000371225+0.000970782j 0.0039308-0.00115238j 0.00202582-0.00150913j 
-0.000967587+0.00273721j -0.00129068+0.00224836j -0.000497437-0.00121887j -0.00136281+0.00340564j 0.00466851+0.000563805j -0.000153802+0.0053471j -0.00717205-0.000530112j -0.00185907+0.00121677j 0.000145396-0.00206373j 0.00544263-0.00394532j -0.00226901+0.00258714j -0.00043396-0.000237044j -0.00212145-0.00238522j -0.00132631+0.000164786j 0.00544145-0.00350078j -0.0026002-0.00104017j 0.00400845+0.0018261j 0.0032473-0.0021719j 0.00477543-8.64134e-05j 0.000731877+0.00328306j 0.00167386-0.00292324j -0.0018913+0.00189763j -0.00344565-0.0010244j 0.000196391+0.000164859j -0.00267526-0.000847054j 0.00147726-0.00110717j -7.75646e-05-0.00178346j -0.0022281+0.000582916j -0.00237432+0.00270306j -0.00119957-0.000275828j -0.00107383-0.00230688j 0.00047761-0.00216625j -0.00280097+0.000519204j 0.00130718+0.00198128j -0.00184296-0.00359506j 0.000556579+0.00197202j -0.000353389-0.00173654j -0.00111318-0.000137265j 0.00200585-0.00228286j 0.00147771-0.00139539j 0.00140285-0.000724231j -0.00118259-0.000905958j 0.000827947+0.00114214j 0.00189079+0.00476068j -0.00163518-0.000363712j -0.000622199-0.000750281j 0.00191943+0.00179407j -0.000111267+0.00132611j -0.000747232-0.000973768j 0.00137323+0.00239293j -6.46659e-05+0.000780984j -0.000363865-0.00325351j -0.000663976+0.00131723j -0.00158101+0.00117314j 0.00136482-0.00161752j -0.000778903+0.000358841j 
