-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
-0.00312607-9.34777e-05j -0.00327368-0.00190668j 0.00258932+0.00203502j 0.00358454-0.00198182j 0.020966+0.00244983j -0.010968-0.000685931j -0.031523+0.00198815j 0.0149889-0.00187476j -0.0183455-0.00143485j -0.0242832+0.0126629j -0.0234865-0.00479765j 0.032012+0.0128118j 0.0311805+0.00852821j 0.0292206-0.00145393j -0.00233598-0.00184503j -0.00623838-0.00153875j -0.0184133+0.00843498j 0.0114529+0.0117236j 0.00497676+0.00972625j 0.0242349-0.00029166j -0.0108433+0.000326476j 0.00778998+0.0104162j -0.00296839-0.0149305j 0.0161215+0.00797133j -0.0228842-0.00860618j 0.00779764+0.00230371j 0.0108058+0.0129747j 0.00133166+0.0030511j -0.00410896-0.00341172j -0.0050598-0.00390952j -0.00100638+0.0087671j 0.00684991+0.0107799j -0.00080485+0.00881787j 0.0104927+0.00827183j 0.00414606-0.00174738j 0.000823377+0.00447649j -0.00498729+0.00443017j 0.00183013+0.00479652j -0.00177883-0.00255018j -0.00335364+0.00379891j 0.0062607-0.00396813j 0.00219923-0.00637016j 0.00869713+0.00878709j 0.0043267+0.000818094j 0.012514+0.00262596j 0.00141816+0.0129189j -0.00270914+0.000588988j -0.00211888+0.000813934j -0.003136-0.000532957j 0.00558515-0.00289302j -0.000415329-0.00283651j -0.00592428-0.00131887j 0.00942343+0.00171573j -0.00449492-0.0019068j -0.00120633+0.00341692j -0.000876657+0.0104308j 0.00274565+0.00238644j 0.0043937-0.00232778j 0.000434326+0.00197543j -0.00533032+0.00669487j 0.0013506-0.00116369j 0.000848133+0.000633555j -6.50592e-05+0.00115612j 0.00164046+0.00160826j 0.00612058-0.00203648j 0.000406152+0.00123119j -0.00301145+0.000114607j -7.23127e-05-0.00101979j 0.0016742-0.00127157j -0.0010028-0.000261752j 
0.0038925-0.00164116j 0.00369079+0.00118303j 0.00398641+0.00518627j 0.0108321-0.00107115j -0.00513015-0.00213107j -0.000959322+0.00250935j 0.0284255-0.0034315j -0.00573375-0.00729456j -0.0303836+0.000249051j -0.00340416-0.00324175j -0.0182881-0.0073665j -0.0478826-0.00804165j -0.000879206+0.0253975j 0.00293851+0.0146852j -0.00254109-0.0235519j -0.00824596-0.00212292j -0.0169178-0.00994899j 0.00081708+0.00944081j 0.0075288+0.00765993j -0.00239919+0.00971104j 0.0148679+0.0140907j -0.00479113+0.0201384j 0.000376369-0.000692364j 0.01248+0.0145398j 0.00617594-0.0143993j 1.94579e-05+0.0164899j -0.0100647+0.00534843j -0.00841499-0.00811188j -0.00701357-0.0104591j -0.000863296-0.00190286j -0.00437057+0.00647162j -0.0034756+0.0289478j -0.000468285+0.00600457j -0.00208674+0.0115147j 0.00699695-0.00540115j -0.0020825+0.00509921j -0.00464937+0.00127776j -0.00139084+0.00300311j 0.00291961-0.00921752j 0.00298025-0.00246998j 0.00114182+0.0100542j 0.00844676-0.0073564j -0.00723969+0.00217254j -0.0112545+0.00762034j -0.00411336+0.00269341j -0.0176143+0.00880291j -0.00259747+0.000825051j -0.00712652-0.00629243j 0.00421209-0.0035653j -0.00412947+0.00414767j -0.0040096-0.00519527j 0.00662939-0.00382131j 0.0025775+0.00279223j 0.010606-0.00971311j -0.0045183+0.00517867j -0.00177505+0.0102151j -0.00506435-0.00230497j -0.00200399+0.00852248j 0.00307387-0.00146933j -0.0112738+0.00162974j -0.000487313-0.00268982j -0.00386606+0.00106703j -0.00403602+0.00242223j 0.00358452+0.00352597j -0.00236405-0.00121345j 5.71273e-06-0.00335378j -0.00679441-0.00357481j 0.00492511-0.0014457j 0.0010334-0.000917077j 0.0042512+0.00258987j 
0.00341132+0.00278776j -0.00710984-0.0003061j -0.00104534-0.00304316j -0.00185252+0.00212095j -0.00327874+0.00657738j -0.0315377-0.00101j -0.0107156+0.00307483j -0.0344625-0.00221979j -0.0139248+0.000746422j 0.000511742+0.0110944j -0.00900858-0.0123364j 0.0138653-0.0188626j -0.0429254+0.00694032j -0.0263567-0.00503969j 0.0305682+0.0039878j 0.00387455+7.72956e-05j -0.0065148+0.0057131j 0.0048877+0.000214225j 0.0163987-0.00234176j -0.0110002-0.00352941j -0.00242494-0.0100696j -0.0121078+0.0159101j -0.0013482-0.00113218j -0.0112256-0.00544352j 0.00237535+0.00402206j -0.0145482+0.0121857j -0.00369813+0.0039922j -0.000809909+0.00683827j 0.00769099+0.00115903j 0.00336125-0.00182234j 0.00157572-0.00462101j -0.0280076+0.0150495j -0.00718846-0.00199262j 0.00895101+0.00823786j 0.00462426-0.00615205j 0.000260755+0.00228383j -0.000184731+0.00173991j -0.00536112+0.00248191j 0.00503626-0.00486097j -0.000641127+0.00653194j -0.00650503+0.00585375j 0.012243-0.00940548j 0.00305336+0.00820993j 0.00250469+0.000995246j 0.00594078+0.00496985j 0.0046193+0.00603997j -0.00756138+0.00633433j 0.00715659-0.00468897j 0.00936009-0.00377987j -0.0068202-0.00387509j 0.00176273-0.00623332j 0.00448014-0.00327413j -0.00673082+0.00299276j 0.00890162-0.00626943j -0.00208559+0.00381032j -0.00805722+0.00801532j 0.00574685+0.00458375j -0.00586748+0.000950591j -0.00102695+0.00286823j 0.00377042-0.00252704j -0.00612376-2.55824e-05j 0.00513405-0.00432502j 0.00247476-0.00584112j 0.00118091-0.00132257j 0.000194248-0.00440112j 0.00329632+0.00198915j 0.00103418-0.000150559j 0.00083648+0.0031402j -0.00214421-0.000337057j -0.00213781+0.000358519j 
0.00197755+0.0010507j 0.00122423-0.00180273j 0.00339383+0.00221446j -0.00901482-0.000506684j -0.0423928+0.0101689j -0.0194604-0.00397679j -0.0058131+0.00461832j 0.026983+0.00205155j 0.00867149+0.0201664j -0.00367227+0.0102663j -0.00781387+0.0248231j -0.0205058+0.007752j 0.0162915+0.0113892j 0.0070436-0.0202999j 0.0035785-0.0107405j -0.00963336+0.0147106j 0.0101521+0.023611j 0.0194257+0.0150957j 0.00582442+0.00262903j -0.000140102-0.00395434j 0.00784638+0.0111873j 0.0059199+0.00824298j 0.00872868-0.00609471j -0.000624719+0.00620196j -0.00312648+0.00334819j 0.00542786+0.00541856j 0.00605463+0.0097294j 0.000335808+0.00702248j 0.000419019-0.00411882j 0.00971015-0.0145339j 0.00711172-0.000433201j 0.0100377+0.0156812j 0.00404012+0.00703292j -0.00240517+0.00900712j -0.00557178-0.00731766j 0.00602718+0.00367479j -0.00192668+0.00103425j -0.00221221-0.00331552j -0.00336615-0.000352429j -0.00222609+0.0024425j 0.000338367+0.000409505j -0.00363354-0.0133226j 0.000612562+0.00679365j 0.00390643-0.00311654j -0.00332365-0.000392291j 0.00166076+0.00882321j -0.0100087+0.00821773j 0.00528147-0.000375232j 0.00363945-0.00402087j -0.00364326-0.00143679j 0.00137439-0.00340563j -0.0027805-0.00335838j -0.00698482-0.0015425j -0.00540522-0.00429294j 0.00215568+0.00150988j 0.0029324+0.00535988j 0.000103293+0.00311663j 0.00105136+0.00316551j 0.000357811+0.00131617j 0.00138638+0.00325717j -0.00356138+0.00466896j 0.00283174+0.00117984j 0.00257547+4.18656e-05j -0.00129308-0.00135714j -0.00732007+3.76948e-05j 0.00151144+0.00306659j 0.00516373+0.00427984j -0.00186211+0.00138784j -0.000208773+0.000119609j 0.00150625-0.000702312j 
-0.000363186+8.79311e-06j 0.00105767+0.00553864j 0.0035079-0.00413914j 0.00027319-0.00186095j -0.0103368+0.00090316j -0.0102903-0.00765296j -0.0185363+0.00384619j 0.0210373+0.00816968j -0.0225677+0.0151953j -0.0216256-0.00532075j -0.0119876-0.0248259j -0.0389529+0.0218999j 0.0129361-0.0114461j -0.00205729+0.000886789j 0.00855506+0.00973811j -0.000837147-0.0159656j -0.000740681+0.000149594j 0.00681777-0.0152546j 0.00323607-0.00050578j 0.00377436-1.71979e-05j -0.00878148-0.00363032j -0.00638795-0.000483689j -0.000146237+0.0084719j 0.0132596-0.0211075j -0.010482+0.00287763j 0.00251251-0.00601209j 0.00391411-0.0152289j -0.00595809-0.00541192j -0.00168333+0.0166225j -0.00734616+0.0290749j 0.00599355-0.00853541j -0.0031212-0.0175159j 0.0114466-0.00973509j -0.00271313-0.0159159j -0.00388805-0.00448237j 0.000722087-0.00471501j -0.000172339+0.0018876j -0.0012832+0.00381959j 0.0109472-0.0111076j 0.00287085-0.01083j -0.0121537+0.00808151j 0.0015979+0.00944095j 0.00129513-0.0113585j 4.40473e-05+0.00835025j 0.00107977+0.00108138j 0.00170611-0.00789236j 0.00342983-0.0101851j 0.00259701+0.0022582j 0.00237506+0.000260125j -0.00414383+0.00488749j -0.00102232+0.0119899j 0.00312569-0.000140342j 0.0028539-0.000857259j 0.00236548+0.00218751j 0.00382168-0.000431585j -0.00121835-0.00529863j 0.00301431-0.000215954j -0.00441301+0.00248401j -0.000428528-0.00106108j 0.000443765-0.00351972j 0.00213742-0.00193351j 0.00780784-0.00073111j 0.00318945+0.00320634j -0.00157311-0.00266846j -0.00324027-0.000201465j -0.00278222-0.000371654j -0.000766534+0.00187639j 0.00243634-0.00300104j -0.00156241+0.00200424j -0.0036728-9.93037e-05j 
-0.00101263-0.00700519j -0.00521945-0.00057684j 0.00410231+0.000728874j 0.00102652+0.00297746j 0.0111122+0.000763748j -0.0255074+0.00219848j -0.0028029-0.00232804j -0.0143008+0.00238596j -0.00566977+0.0144022j -0.00623162-0.0128061j 0.0200542-0.023581j 0.00526281-0.0436601j 0.0152702-0.00996945j -0.00157096-0.0322818j 0.00177129-0.0157497j 0.00818105+0.00130902j -0.0138978-0.00991755j 0.0117075-0.00943605j 0.000628189+0.0107751j -0.00706308+0.0115172j -0.00393409+0.0317819j 0.0118263-0.0146969j 0.00371211+0.0109396j 9.54495e-05+0.0115535j 0.000229537-0.00490875j 0.00887931-0.00897491j -1.74889e-05-0.000242444j 0.00732875-0.0164055j -5.75893e-05-0.006279j -0.000591829-0.0154673j 0.00220443-0.00445832j 0.00859467-0.00608836j -0.00108024+0.0119733j 0.00699135-0.0177376j 0.000638953+0.00767656j 0.00399074-0.0128451j -0.00546225+0.00710903j -0.00181776-0.011561j 0.00569893+0.0141309j -0.000871414-0.00603945j -0.00625554-0.0101712j -0.00120083+0.00335728j -3.17487e-06-0.0111284j 0.00180719-0.00529951j -0.00117416-0.0114459j 0.00350143-0.00575178j -0.00209142+0.00383967j -0.00607079-0.00187694j 0.000151293+0.00769182j 0.00662241-0.0125229j -0.00909146-0.000266856j -0.00299931+0.00806689j 0.00359859-0.00168298j -0.00356054+0.00850868j -0.00460643-0.00174716j 0.00307576-0.0112301j -0.00465172-0.0060919j -6.33079e-05-0.00154046j -0.00167752-0.00106469j 0.00671098-0.00390609j 0.00248364+0.00439516j -0.00193305-0.000207309j -0.00301493-0.00150326j 0.00141389+0.0039553j 0.00115572+0.00188207j 0.00456433-0.00237144j -0.00175161-0.00283497j 0.00492796-0.00350849j -0.00417147-0.00127754j 0.00342323-0.00320637j 
0.00260629+0.0023826j -0.00105274-0.00437566j 0.00764451+0.00522608j -0.00436597-0.000209057j -0.00665782+0.000558441j -0.0183543+0.00824306j -0.00022282+0.00238557j -0.00924413+0.0135357j -0.0343274-0.00919559j 0.00690316-0.0158416j -0.0170562+0.0421505j -0.00810027-0.0226047j 0.0104431-0.0221244j 0.00485784+0.0113087j 0.0045748+0.0180507j -0.00360672-0.00127073j -0.00980596-0.0175463j -0.00596088-0.00173478j 0.00493347-0.00824665j 0.0141977-0.025148j 0.00135704-0.0109774j -0.011801-0.0130963j 0.0025122+0.0108787j 0.00164251-0.0143882j 0.00159994-0.0107051j 0.0114853-0.0192365j 0.0114629-0.00590994j 0.0147276+0.0072479j -0.00288135+0.000226043j 0.00182656+0.00790474j 0.00071864+0.0119956j -0.00364523-0.0187272j 0.00162389-0.00777386j 0.0046594+0.0073931j 0.00840582+0.00740714j -0.00135635+0.00405954j 0.00242514-0.00333826j 0.00361444-0.000586533j 0.00168475+0.00516764j 0.0056615-0.000854726j -0.00379824-0.00333751j -0.000363305+0.00811519j 0.00660525-0.0057643j 0.00311078-0.000866516j 0.00341074-0.00648937j -0.00550064-9.89643e-06j -0.00615761-0.000934478j -0.00163259-0.0018861j 0.00139016+0.00372702j -0.00115251+0.00416488j -0.0051249+0.00203584j 0.00387142-0.000195714j 0.000998012-0.00257856j 0.00102144+0.0016858j 0.00109116-0.00143992j 0.00321689-0.00270842j -0.00250215-0.00509253j -0.000306573-0.00390253j 0.0013073-0.000516777j 0.000782651+0.00633543j -0.00534608+0.0017078j -0.00788716+0.00213042j 4.64966e-05+0.00188913j 0.00885133-0.00639648j 0.00493337+0.00021618j 0.00230715-0.000757581j 0.00167575-0.000269747j 0.00253836+0.000337688j -0.000141574-0.00120745j 0.00225693-3.00332e-05j 
-0.00224625+0.000995744j 0.00220532+0.00246047j 0.00569759+0.00453348j -0.00942205-0.00207562j 0.00695246-0.00202786j 0.00374031-0.00839006j 0.0311405-0.00229853j -0.0234943+0.00923445j 0.0184763-0.0222497j -0.00598732+0.0480371j -0.0128533-0.00843318j -0.0207897-0.0237929j 0.00293528-0.0207627j 0.00589999-0.0195707j 0.00274951+0.000980902j -0.00287302-0.0204782j -0.000915562+0.000521474j -0.00460256-0.0161001j -0.00337178+0.0169949j -0.00383551-0.0160346j -0.00537702+0.0118387j 0.0029195-0.0101563j 0.00895112+0.00660303j -0.00364443-0.012266j -0.0018138+0.0240692j 0.00323337+0.00347355j -0.00331785-0.00267405j -0.010818+0.00579449j -0.0154728-0.00619855j -0.00269805+0.0195218j -0.00106637+0.000576819j 0.00119766-0.0136266j 0.00298754+0.00942504j -0.00683193-0.00608432j 0.00574582+0.00516857j -0.00229594-0.00558798j 0.00166186+0.000928126j 0.00210683-0.00304684j -0.00322573+0.000423903j 0.00261657+0.011102j 0.00184904-0.00708785j 0.000781087-0.00191898j 0.00062065-0.00462208j 0.0012109+0.00171367j -0.00560475-0.00036639j -0.000233765-0.00140507j -0.00168589-0.00842269j -0.00090728-0.000700286j 0.00169129+0.0054079j -0.00192752-0.00376621j -0.0005527+0.00145275j 0.00319346+0.00498241j -0.00326336-0.00394947j -0.00141187+0.010596j 0.00325943-0.00199642j 0.00101161+0.00235617j -0.00235474-0.0041114j 0.00394079-0.00174381j -0.00386117+0.00468915j -0.00699958+0.00674585j -0.00545531-0.00510085j 0.001346-0.000750212j -0.000128511+0.00758208j 0.00615777+0.00183217j -0.00168374-1.84094e-05j -0.00169257-0.00299499j -0.00592133+0.00525459j -0.00431166-0.0017356j -0.00103248+0.00055111j 0.000555042-0.000598687j 
0.00714166+0.000392264j 0.00259462+0.00439638j -0.00841939+0.00175937j 0.0412896-0.00560551j -0.0264581+0.00157435j 0.0145371+0.0116599j -0.0523469-0.0019797j 0.0228798-0.0408515j 0.0198878+0.00117548j 0.0140523+0.00702819j -0.00217203+0.00365251j 0.0202615-0.0151712j -0.00345237-0.0170939j 0.0126276+0.00192107j -0.00498615+0.00388276j -0.00404467-0.00208004j -0.00564522-0.0125696j 0.00280025-0.00284883j -0.00563598+0.00777665j 0.00186241-0.0165254j -0.00293524+0.0104542j 0.00410244-0.00893234j 0.00523383+0.00671553j -0.0018362-0.000142937j -0.00269316+0.0108395j 0.00548018-0.00595136j -0.00289689-0.00834858j 0.00376698-0.00120453j -0.0101056-0.0056357j -0.000731736+0.00654404j 0.00378734+0.000172189j 0.00356606-0.00977902j -0.00102323-5.38954e-06j 0.000519978-0.000401164j 0.00232916+0.00264983j -0.000680396-0.00326698j -0.00135115-0.00263984j 0.00352074-0.00391847j -0.000430251-0.00106336j -0.00116878+0.00515255j 0.00275911+0.000489391j -0.000636308+0.00205924j 0.0039351-0.0043456j 0.000110598-0.00179704j 0.00198465-0.000588476j -0.000798737-0.00535643j 0.00286584+0.000683141j 0.00150243-0.00178949j -0.00520098+0.0043607j -0.00141097+0.00038174j -0.00451702-0.000252241j 0.000516324+0.00225717j 0.000398736-0.00193199j -0.00468973+0.00788227j -0.000551418-0.0035168j -0.000137842-0.00113264j 0.00495799-0.00336124j -0.00191666+0.00184109j -0.00116839+0.00153731j -0.0045709-0.0025494j -0.00198606-0.00290735j -0.00525308-0.000225601j -0.00774203+0.00244367j 0.000577503+0.00141211j -2.11343e-05+0.00139567j 5.07276e-05-0.00158892j -0.00683849-0.00138047j -0.00100593+0.000270033j -0.00165924-0.000234702j 0.00297552+0.00105496j 
-0.00477373-0.00344311j 0.00612065-3.01906e-05j 0.0484278-0.00175979j 0.0107894+0.00974398j -0.0183713+0.0176821j 0.0173435-0.0170545j -0.0359081+0.0284092j -0.0474207-0.0074613j 0.0012344-0.0187577j -0.00353738-0.0197518j -0.0101518+0.000656127j 0.00508274+0.0131131j -0.0102288+0.0115105j 0.0101357-0.00608624j 0.0091124+0.00852995j 0.00369029-0.000271646j 0.00186122+0.00469513j 0.00260977+0.0047391j 0.00633735+0.00308823j -0.00925371+0.00591438j -0.00451984-0.00622257j 0.00184443-0.001157j 0.0097978-0.00750686j 0.0026557+0.00665127j -0.00247774-0.00573111j 0.00395589-0.000284664j 0.000345891+0.00499478j 0.000833851+0.00247079j -0.00590539+0.00249521j 0.00634658-0.00189757j 0.0114155+0.00134842j -0.0110905-0.00134006j 0.00532868+0.00534101j 0.00548408+0.00221203j -0.003481-0.00148907j 0.000651384-0.000152393j -0.0016067-0.00187964j 0.000913358+0.00025329j -0.00017774+0.00403052j -4.35761e-05+0.000823451j 0.00191961-0.00116742j -0.000263717-0.00304676j 0.00455547+0.00265033j 0.00156307-0.000787634j -0.000166721-0.001395j 0.00525552+0.00111164j -0.0060629-0.000226311j 0.00195558+0.00233288j 0.00235355+0.0005407j 0.00368531-0.00104742j 0.00186749+0.00294796j 0.000521745-0.00149686j 0.000611865+0.00256247j 0.00220569+0.002628j 0.00153894+0.00135109j 0.00399402-0.000268363j 0.0024209-0.000858508j -4.4379e-05+0.000461555j -0.000752994+0.00108251j -0.00256446+0.00275656j -0.00172557+0.00445428j 0.00473564+0.00379094j 0.000149591+0.0055043j -0.00212124+0.00214895j 0.00337839+0.00329589j 0.00361189-0.00101981j 0.00194487+0.000906653j 0.00236441-0.00122857j 0.00340165-0.000379495j 0.00102657-0.000776234j 
0.000933694+0.00226435j -0.00037995+0.00257422j -0.00611847+0.00535397j -0.00602048+0.00879442j -0.00961895+0.0127345j -0.0209467-0.00255605j -0.0187887-0.0160228j 0.0305938+0.0261251j 0.0136794-0.0430103j 0.0151093-0.0042898j -0.00470547-0.024212j -0.00595012-0.0187342j 0.00525485+0.0333805j -0.00869831+0.00269449j -0.000618503-0.00276189j 0.000780212+0.00953549j 0.0134189-0.0293259j -0.00319818+0.00390671j 0.000103698+0.011435j 0.00497889+0.0140091j 0.00111325+0.0031811j 0.0066661-0.0054841j -0.00240628-0.0142922j -0.00897191+0.0239771j -0.00763013-0.00487062j 0.0100279+0.00779042j 0.00174707+0.00497974j 0.00119824+0.00400313j 0.00116489-0.00726364j 0.00196621-0.00633756j 0.00646617-0.00154978j 0.000655944-0.000515012j 0.00597541+0.00773062j 0.00528698+0.00904256j 0.00022486+0.00507696j 0.000122918-0.000847871j 0.00789474-0.00561746j 0.00624865-0.000950566j 0.00239785+0.00460102j 0.00328439+0.00477563j 0.000257623+9.31284e-05j -0.00249949+0.0042175j 0.00636718+0.00236384j 0.0019119-0.00480295j -0.00320044+0.00505013j 0.000769819-0.00582855j -0.00368587+0.000809801j -0.00182848-0.00353419j -0.00226413+0.00123319j -0.00311924+0.000201165j 0.00349064+0.00277474j 0.00482597-0.00108877j -0.00445126+0.00606383j -0.00581427+0.00560128j 0.00528435-0.00078493j -0.00145085-0.00299344j -0.000503136+0.001883j 0.00309543+0.000218511j -0.00503991+0.00779691j 0.00431215-0.00348464j -0.000557692+0.00477419j -0.00483521-0.000816162j -0.00226606+0.000642284j 0.00359826+0.000498717j -0.00370806+0.00446459j -7.80168e-05+7.07158e-05j 0.00463784+0.000848508j -0.00024705+0.00379863j -0.00232335+0.00148967j -0.00209162-0.000784928j 
-0.00221299+0.00633123j 0.00811502+0.000796337j 0.00686169-0.00278508j -0.015408+0.0101852j 0.000749074-0.0194458j 0.0275472-0.0117984j 0.0144684+0.0586014j 0.0308391-0.0132089j -0.0109088-0.0202941j -0.00591039+0.00325576j -0.00867439-0.00701765j 0.0101738-0.0458187j -0.0029774-0.00952835j -0.00999139-0.00151464j 0.00374288-0.00845195j -0.00300468-0.00791518j 0.00793633+0.0103892j -0.00119213+0.0119207j 0.00139698+0.00547323j 0.0157462-0.00255505j -0.0113082+0.0240974j 0.00885623-0.00900451j -0.00999554-0.00628282j 0.00222886+0.00474703j 0.00330848+0.0133734j 0.00381631-0.00452189j 0.00803834-0.0141387j 0.00174942-0.00660235j 0.00449939+0.00320959j 0.000753532+0.00945819j 0.000305718-0.0108865j 0.00121925+0.00337477j 0.00746909+0.0019302j -0.00729219-0.0035703j 0.00260313-0.00520895j -0.00619756+0.00685487j 0.000547627+0.000582099j 0.00172656-0.00083274j -0.00141862-0.00165518j -0.00223734-0.00153291j -0.000404936+0.00653496j -0.00414504-0.000613153j -0.00239742-0.00945075j -0.0022968-0.00934749j -0.000113583-0.00645785j 0.00387066-0.016208j -0.00330615-0.000443389j -0.000975545+0.00185467j -0.00562751+0.00235891j 0.00121597-0.00598846j 0.00390371+0.0043179j -0.00192643+0.00069628j 0.00544518-0.00397093j -0.000936383+0.00260698j 6.99344e-05+0.00254081j -0.00300286+0.00157794j 7.2046e-05-0.000946851j -0.000298138-0.00120057j -0.00236247+0.0042239j -0.000788215-0.00764698j 0.00847666+0.00228775j 0.00537216+0.00144421j -0.000456764+0.000206642j -0.00720713-0.000720321j -0.00167003-0.00464282j 7.5459e-05-0.000526655j 0.00530734-0.000317623j 0.00220381+0.00195289j 0.00516834+0.00193949j -0.00505981+0.00388462j 
0.00711744-0.00125961j -0.00372972-0.00908285j 0.00732188-0.00268783j -0.00816349-0.00102798j -0.0285319+0.018066j -0.0295905-0.0334174j 0.028115-0.0110347j 0.00817466-0.0511793j -0.0128788-0.0274924j 0.000521648-0.00668092j 0.00158746-0.00848324j -0.000389038+0.0134764j 0.00356459-0.0120884j 0.00226102-0.0352885j -0.00505123+0.0253705j -0.00532159+0.0078504j 0.00297163-0.0239199j -0.000240317+0.0127218j -0.00106612+0.023364j -0.00575177-0.00616943j -0.0012856+0.00163279j -0.00233796-0.0045454j -0.00655855-0.00101581j 0.00183565-0.0101984j 0.000666848+0.00430339j 0.00101841+0.00401945j -0.00376506-0.00192949j 0.00100298+0.00723971j 0.00147282+0.00431741j 0.0020744-0.00320955j -0.00392933-0.0061475j 0.00294713-0.00751741j -0.00119549-0.0109052j 0.000992025+0.0108891j -0.00443841+0.00422895j 0.00726077+0.00217051j -0.00255388-0.00204158j 0.00397827+0.00169377j 0.00407528+0.00513448j 0.00116109+0.00127711j 0.00415085-0.00646474j -0.00207554+0.00935602j -0.0011489+0.00710308j -0.00689341+0.0015648j -0.00326671+0.00895449j -0.008487+0.00623417j 0.000134765-0.00608845j 0.00274534-0.0007269j -0.000989148+0.00302462j -0.00473028-0.00572675j 0.00434011-0.00969718j -0.00178373+0.00375467j -0.00133396+0.0013054j -0.000933695+0.00142139j 0.00340502-0.00188007j 0.00247362-0.00150568j 0.00334267+0.00853687j -0.00282046-0.00342198j 0.00599776-0.00303336j -0.00273832+3.55902e-05j 0.00100483-0.00515479j -0.00117745+0.00139608j 0.000879896-0.00388435j -6.44639e-05+0.00448219j -0.00392094-1.89188e-05j 0.00205798+0.0064863j 0.00657319-0.00317063j 0.00212532+0.00421561j 0.00281821-0.00347386j 0.00302628+0.0015222j 
-0.00683793-0.00384697j -0.00931343+0.00547435j 0.00606678+0.00536734j -0.000299125-0.00260647j 0.0386059+0.0458956j -0.0274363+0.0365194j -0.00369418+0.0371478j 0.00454468-0.0240984j -0.00132129-0.0083922j -0.00603658+0.00673485j 0.00336872+0.000852197j 0.000189861+0.0029068j 0.00718236-0.0183807j -0.00429591-0.00319679j 0.00331553-0.0109271j -0.0153299+0.00698041j 0.00210615-0.0140132j 0.00719051-0.034422j 0.00611114-0.0123854j 0.00527431+0.00264012j -0.00261024-0.0068487j -0.00336707-0.00193792j 0.000448106-0.00768117j -0.00243262-0.00292524j -0.00860822+0.00339757j -0.00569544-0.0109428j -0.00214671-0.00494478j -0.000298298-0.00508808j 0.00232821-0.00215291j -0.00153804-0.0120867j -0.00179855-0.0119133j -0.00287184-0.00255224j 0.00141989-0.0088801j 0.00938709-0.00247731j 0.00349655+0.0120311j 0.00264167-0.00792267j 0.00129308+0.000427162j -0.000684774+0.000720415j 0.0073315+0.000527398j -0.00104333-0.00177837j -0.000378938+0.00342422j -0.00320481+0.00369983j 0.0051755-0.00433021j 0.000469921-0.00545026j -0.000367502-0.000690056j -0.00203472-0.00416749j -0.00307529+0.00920201j 0.00029087-0.00554823j 0.000235889-0.00174083j -0.0024644+0.00121932j -0.00110865+0.000453544j 0.00261733-0.00132394j 0.000387629+0.00513907j -0.00104018+0.0037015j 0.00239551-0.00370747j -0.00162341-0.00339339j -0.00216687-0.00438671j 0.000562863-0.000747195j -0.00474387+0.00272002j 0.00238154-0.00185816j 0.00336353+0.00455459j -0.000846735-0.00351396j -0.00245456-0.00280303j 0.00291129+0.000410861j 0.00109551+0.00744236j 0.0065965-0.00227178j 0.00295783-0.0044056j 0.00510184-0.00120736j -0.000986133+0.00143714j -0.00245013-0.00135227j 
