-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
0.000130511+0.00188991j -0.00178359-0.00309608j -0.002695+0.00624939j 0.00199099-0.000233536j -0.000425225-0.000154921j 0.00751867-0.000621041j -0.00129472+0.00169126j -9.86328e-05+0.0033187j -0.000424809-0.00924575j 0.00368181+0.00557843j -0.00216192+0.00767338j 0.00528434+6.29391e-06j -0.00694989+0.00652821j -0.00208454-0.0103981j -0.011381-0.017061j 0.00724278-0.00549172j -0.00595931-0.00152667j 0.00234956-0.0002259j 0.0035853+0.00467847j 0.00574589-0.00915783j -0.00344588-0.0136734j -0.00263347+0.00200253j -0.00737952-0.0026338j -0.00727481+0.000982101j 0.00354353+0.0102497j -0.0074979-0.00606762j 0.00713499+0.00781107j -0.000220923+0.00430905j 0.000200031+0.004001j 0.00819889+0.0234174j -0.000666548+0.00340995j 0.00311563+0.0139553j 0.00961811+0.00288597j -0.00186554+0.00619117j -0.00455984+0.0116669j 0.000554943-0.00718611j -0.00568077+0.00363923j 0.00240885+0.0110619j 0.00896756+0.0130687j 0.00206732-0.0155707j 0.00067734+0.00400374j 0.0075549+0.00831803j -0.00400244+0.0127647j 0.000342763+0.000929394j 0.00394537-0.0108084j 0.0036717+0.0112808j -0.00347696+0.0120618j -0.0115546-0.00549394j 0.0147269+0.00275526j 0.00127742-0.00395033j -0.00396457+0.0123134j -0.00482579+0.00303029j -0.00509396-0.00135754j -0.00975754+0.00127355j 0.000194224-0.00552924j 0.00438238-0.00560864j -0.00191506-0.0102157j 0.00860908+0.0100377j 0.00154385+0.00669997j 0.0102415-0.00676849j -0.00549139-0.00872576j 0.00907311-0.00984067j -0.01215+0.00366436j -0.0101057-0.00825443j -0.00882263-0.00541654j 0.00182783+0.00960512j -0.00425206-0.00611354j -0.00503488-0.0105931j 0.00327404+0.000387624j 0.00116264-0.00103586j 
3.37453e-05-0.000872804j 0.0010516+0.000564866j 0.00166986-0.00397328j -0.000372997-0.00845297j 0.000282052-0.00164455j 0.00128516+0.00567846j -0.00179998+0.00474625j -0.0040238-4.91433e-05j 0.00178723-0.00290761j -0.000889648+0.00168093j 0.00286544+0.000680174j -0.00106659+0.014825j 0.00408763+0.00515263j -0.0084974-0.000498359j -0.00398928-0.0117416j 0.0142315+0.0130072j 0.00548489-0.00868346j 0.00131512-0.00336349j 0.000998953+0.00517717j -0.002238-0.0141476j -0.00691596+0.005926j -0.00741759-0.0161113j -0.00769825+0.00961587j -0.0145226-0.00505943j -0.00982882-0.00598042j 0.00244881+0.00808854j -0.00235484+0.00841694j -0.00743364+0.00483296j 0.0011393-0.00455511j 0.00780785-0.0022708j 0.0053611+0.00524431j 0.00802536+0.00527783j -0.00276628-0.00192404j -0.00213523+0.00953331j -0.00385906-0.000731346j -0.00802755-0.00230509j -0.0146923+0.00638092j -0.00390818-0.0014647j -0.00622817-0.000812045j -0.000309276-0.00370098j -0.00581838-0.00178296j -0.0033909-0.000160787j -0.015216-0.0101472j -0.0107895+0.00124555j 0.000204013-0.00393014j 0.000437178-0.000444735j 0.00790877-0.0242399j 0.00110607+0.00698683j 0.00477172+0.00249194j 0.0150243-0.00825867j 0.000203442+0.0118329j -0.00456244+0.00232494j -0.00603951+0.0108081j 0.00972892-0.00678066j 0.00597769+0.0125882j 0.0045367+0.00839374j -0.0149888+0.015488j 0.00563619+0.0144274j 0.00564027-0.00752493j 0.00846168-0.00243788j 0.0245747-0.00455265j -0.00900525+0.0186411j -0.00722449+0.00229383j -0.00669615+0.00261481j 0.0164768+0.00340833j -0.0100701-0.0120679j -0.00617756+0.00153319j 0.000751562+0.00519924j -0.00214131+0.00132839j -0.00284495+0.00303959j 
0.00168078+0.00180057j -0.000173599+0.00163556j 0.000438618+3.77214e-05j 0.000388118+0.00522834j 0.00237551-0.00301164j -0.000739855-0.00319213j -5.1554e-05-0.0019985j 0.00260018-0.00130307j -4.17338e-05+0.000107012j 0.00146388+0.000857049j -0.00346974+0.0046833j 0.000870027-0.00253127j -0.00661957+0.000587566j 0.00290385+0.00563006j -0.00974872+0.0103944j -0.00630522+0.00438618j -0.0144434-0.000606989j -0.00324217+0.00373769j 0.00245943+0.000778346j 0.00519016+0.00397105j -0.00855926+0.00325666j 0.00777058-0.00848548j 0.00150749-0.00619405j -9.01735e-05+0.00213092j -0.00558155+0.00452471j -0.0132765+0.00782145j 0.00977658-0.000542613j 0.0183827-0.00405776j 0.0014262+0.00252816j 0.0122741-0.0107351j -0.00168597-0.0011141j 0.00281443+0.00410522j 0.0119681-0.00176764j -0.00661408+0.00734039j 0.00495863+0.00314033j 0.0120554+0.001527j 0.0114553-0.00520533j 0.00547866+0.0045538j 0.00403029-0.0114307j -0.0143853-0.024079j 0.0205476+0.012075j 0.0146253+0.00677049j 0.0139209-0.0132824j -0.0096333+0.0124111j 0.0237234-0.00259085j 0.0138182-0.000313588j 0.000939862+0.00190858j 0.00608463-0.0207417j 0.0141838-0.00469541j -0.0048357-0.023065j -0.00013704-0.00216587j 0.00272733+0.0130112j -0.0136811+0.0108574j 0.00760577-0.0119957j -0.00477988+0.00688112j 0.000446915-0.0170466j -0.00345995-0.00305242j 0.0147976-0.00267256j -0.000481051-0.003002j 0.00964083-0.00440239j -0.0131503-0.0172883j 0.00444457+0.00800258j -0.00925178-0.0019696j -0.0125495-0.00251874j -0.0019969+0.00494761j -0.0115274-0.00593191j 0.00115709-0.00033349j 0.0052445-0.00100751j 0.000369215-0.0042165j -0.00386321+0.000646509j 
-3.72621e-05+0.00272321j -0.00324208-0.000774637j 8.06917e-05-0.00319527j -0.00198055-0.00129154j 0.00277084-0.0104598j 0.00146088-0.0041254j -0.00222063+0.00239469j -0.000924098-0.00572871j -0.00826314-0.00678264j -0.00211157+0.00919432j 0.00988223+0.000205713j 0.00103711-0.00743445j -0.00386216-0.00654009j 0.00559826+0.000680875j 0.000849956-0.0108989j 0.0115299-0.0035365j 0.014315+0.00100314j -0.000982401-0.000173439j -0.00974714-0.00559149j 0.00107501+0.0152543j 0.00172071-0.00277629j 0.00263917+0.00916843j -0.00697579-0.00884261j -0.00536221+0.00825415j -0.000812556+0.00979949j 0.00115793-0.00858762j -0.00316153-0.0202466j -0.0119912-0.00486542j -0.00826518+6.19867e-06j -0.00573435-0.00396219j -0.0160018-0.000347514j -0.0059922+0.00207429j 0.00537353+0.00555495j 0.00405261+0.00887688j -0.00776261+0.002961j 0.00115111-0.00507468j -0.00997387-0.00388365j -0.00458663-0.00108875j 0.00108362-0.00911119j 0.00140269-0.00417588j -0.015174+0.00128036j -0.000830505+0.000274875j 0.00620462+0.0115041j 0.0189089+0.0116241j -0.0161747+0.00909906j 0.0148465+0.00709384j -0.00162881+0.00379471j -0.00472066+0.0059388j 0.0168692-0.00209372j 0.00204912+0.0146116j -0.0184715-0.00719844j 0.00303036+0.0019929j -0.0106177-0.00555856j 0.0129309+0.00237026j -0.0166797-0.00867233j 0.00754212-0.0130989j 0.00362361-0.00350414j 0.0165475+0.00573522j 0.0248434-0.00600475j 0.0143263+0.00158711j 0.0263788-0.0074869j -0.00329434+0.00486047j -0.00389655-0.000183466j 0.0114851+0.00626995j 0.00193439+0.00502526j -0.00766021-0.0101226j -0.00769881+0.00187008j 0.0100289+0.00900332j 0.00133156-0.00020494j -0.00244722-0.00737318j 
0.000650339+0.0018409j -0.00223468+0.0032859j 0.00279273-0.00182164j 0.00134234-0.00108572j -0.0028711+0.000591798j -0.00206209+0.00169139j -0.00336496+0.00361991j 0.0038831-0.00543078j 0.0030209+0.00464214j -0.0101877+0.00608683j -0.00509187+0.00617958j -0.00485333+0.00185193j 0.00290673+0.00330314j -0.00684787+0.000530561j 0.00259123+0.00554718j -0.00595249-0.00810337j -0.00334495-0.004719j 0.0161884-0.0131385j 0.0107787+0.00228969j 0.0015443+0.00722164j -0.00349318+0.000645429j 0.00368292+0.0114357j 0.00472369+0.00279465j -0.00879765+0.0160316j 0.0102222-0.00127977j -0.0102505+0.00129965j 0.0108663+0.000754888j -0.0179413-0.00990627j -0.00963763-0.00860148j 0.0146754+0.019191j -0.00858582+0.00158532j 0.00900807-0.00361743j -0.00517903-0.0152938j -0.0176987-0.00982172j 0.00431455-0.00281331j 0.0125678+0.00862917j -0.00032139+0.00956012j 0.0125251-0.00963451j 0.00950352-0.00855685j -0.0097887-0.00219392j 0.0110109-0.0176894j 0.0105832+0.0101942j 0.00834902+0.00739446j -8.78974e-05-0.000852369j -0.0120384+0.00101165j -0.00208317-0.0208353j 0.0237305+0.00116194j -0.0017911+0.00305506j -0.0104821-0.0142801j 0.00586886-0.00560524j 0.0105892-0.00636994j -0.00118759+0.00109752j -0.000154229+0.00947975j 0.00760152+0.000748733j -0.0073847+0.0129829j -0.0129951+0.00453942j -0.0160144-0.0106273j -0.0049527-0.000830537j -0.0016254-0.00659911j -0.00387255-0.00799905j -0.0019181+0.012591j 0.00582642+0.00863762j -0.00131739-0.00833539j -0.00795447+0.000248943j 0.00116131+0.00137653j -0.0057037-0.0116994j -0.00311683+0.00371897j 0.00568907+0.0029113j 0.000933504-0.00411771j -0.00626701-0.00173787j 
-0.00411491-0.00257227j 0.00380139-0.00396726j -0.00177356+0.000738963j -0.00014451+0.00231321j -0.00170218-0.00647224j -0.000316737+0.00418471j 0.00361626-0.000270246j -0.00408267+0.00417899j -0.00366013+0.00220416j 0.00863772-0.00879831j -0.00315129-0.00672542j 0.00312828-0.0002888j -0.000379902-0.00499427j 0.00604678-0.00638515j -0.00772119+0.00182108j 0.00815914+0.0120307j -0.00474829+0.000209977j 0.00281248-0.00516574j -0.00270677-0.00155299j 0.00139401-0.0131828j 0.00376849+0.00617181j -0.00215252+0.00916404j -0.00215697-0.00747666j -0.00500253+0.0249126j 0.00157567-0.0109883j -0.00725338+0.00510935j 0.00962524-0.0110005j 0.00648005+0.00474165j 0.00289406+0.0162497j 0.00331728+0.0140908j 0.00544269+0.00527992j 0.000819609-0.00282006j 0.00445704-0.00734997j -0.00566009+0.00834169j -0.000281561-0.00304683j 0.00428037-0.0143427j 0.000966811+0.00289681j -0.013255-8.30987e-05j -0.00735118+0.00746286j -0.000463997-0.0125509j 0.0147018-0.0129862j 0.000819568+0.00401836j 0.000348618-0.0122j -0.00774898+0.0106497j 0.00227885-0.0144704j 0.0168847+0.00439206j 0.00408025-0.00438045j -0.00846691+0.0116491j 0.000389674+0.00101862j 0.00315118-0.000779118j 0.00275436-0.00669588j -0.000836825-0.00366032j 0.00387258+0.0112167j 0.0124259-0.00716919j -0.0189694+0.00754994j -0.0143094+1.02778e-05j 0.006131+0.00053289j -0.00566552+0.00317405j 0.00521166+0.0119234j -0.000324788+0.00654121j 0.0041251-0.000547658j -0.00845846-0.0120485j 0.0113155-0.00536164j 0.0132649+0.000789668j 0.00859057-2.8579e-05j 0.00737479+0.0067167j 0.00704668+0.00140244j -0.00531269-0.00115517j -0.00242124+0.0103526j 0.00696095+0.00208532j 
0.000284916-0.00349534j -0.000827343-0.000345089j 0.00100257+0.000118845j -0.00348031+8.35513e-05j -0.00208251-0.0103581j 0.00462905-0.00215554j 0.00164963+0.00348101j -0.00476162-0.00177916j -0.00385639-0.00567391j -0.00162695-0.00447066j 0.00177315+0.0115513j 0.000411251-0.00254197j -0.00510663-0.0012653j -0.00674708-0.0107524j -0.00764988-0.00731844j 0.0186661-0.0177265j -0.00558961-0.00629202j 0.00484909-0.00260659j -0.00388472-0.00445018j -0.00449885+0.00621582j -0.00581628+6.44446e-05j -0.0042795+0.0083432j -0.00642441-0.00244606j 0.00276724-0.0048365j 0.00123724+0.00495697j -0.00653055+0.00096749j -0.00427115+0.0157516j -0.00904661+0.000736203j 0.00515351-0.0106034j 0.00428569-0.00627583j 0.00832259-0.00857519j -0.000735625-0.0148776j 0.00597897+0.0162142j -0.00819419-0.00391791j 0.00398116-0.00637864j 0.0057465-3.35849e-05j 0.00282135-0.0027151j -0.0148436-0.000117204j -0.00426498-0.00725723j -0.00206094-0.00481896j 0.00405509-0.00481682j -0.00366467+0.0143307j -0.00303044+0.00164345j -0.00262359-0.00327501j 0.00265505+0.00568559j 0.0193282+0.0119775j 0.0138377-0.0103371j -0.00745457-0.00266533j -0.00146634+0.0013576j -0.00818773+0.00569644j -0.00553274+0.0152902j 0.00328723-0.00907546j 0.00631595+0.014681j 0.0102355-0.0178607j -0.000432273+0.00911695j -0.00731805+0.0109257j 0.00442287+0.00251182j -0.0196528-0.00491173j 6.28295e-05+0.00143227j 0.0062684+0.000258838j -0.0160219-0.00267025j -0.00630201+0.00376014j 0.00255065-0.0021586j -0.000275868+0.0026955j 0.0132406+0.00733348j 0.00330613+0.0100903j 0.00284777+0.00116426j -0.00223622-0.00069606j -0.00282699+0.000118558j -0.000380605+0.00078074j 
-0.00299921+0.000544104j 0.00144698-0.0027803j 0.000285428+0.00037877j 0.00458274+0.000810552j -0.00851374+0.00138681j -0.00257183+0.00674953j 0.000358097-0.00158897j -0.00128974+0.00270746j 0.00154681+0.00132051j 0.00278532-0.00344242j -0.00728936-0.0089714j -0.00493047+0.00712079j 0.00908321-0.0121273j -0.00643027+0.0132982j 0.00065501+0.00515694j 0.00384339-0.0109495j -0.00863188-0.000102383j 0.0102338+0.00596005j 0.0019664+0.00228857j -0.00958727-0.00586087j -0.0073497-0.0139467j -0.000239778-0.0097658j 0.00130759-0.00610044j -0.00148012-0.0108573j 0.00214659+0.0130199j -0.00624045-0.00596994j 0.00458824+0.000514211j -0.00440606+0.000188901j -0.012203+0.00347477j 0.00840608-0.0127024j -0.00429332+0.00437848j 0.00223824+0.0180464j -0.00280374+0.0179293j -0.0186514-0.00762736j -0.00674693+0.0141252j 0.0170534+0.0220681j 0.00395365-0.00198067j -0.000302394-0.00170263j 0.00451085-0.000403043j -0.0113849+0.00308697j 0.0102388-0.00267245j 0.0100284+0.00751608j 0.00938489-0.00130258j 0.00217184+0.00820628j -0.00884021-0.0158281j 0.00662472-0.0049156j 0.00141178+0.0138801j -0.000228276+0.0157759j -0.0186715-0.0041615j -0.00114624+0.0126526j 0.00838594-0.00178504j -0.00420948-0.00203981j 0.00792086-0.0017101j 0.00385854+0.00268274j -0.0120064-0.0139349j -0.00854229+0.0136522j 0.00372458-0.00415948j 0.00242781-0.00403084j 0.00524968-0.00252315j -0.00520435+0.00102523j 0.0100031+0.00852086j -0.0056341-0.00851852j 0.00822031-0.00917351j 0.01472+0.00505606j -0.000338264-0.00525159j 0.00879606+0.00129626j 0.00248029+0.00212054j -0.00147154+0.00328357j -5.83012e-06+0.00710098j 0.00459376-0.00147917j 
0.0004314+2.29747e-05j -0.000500601-0.000915324j 0.00191942+0.00411474j 0.00676704-0.00291377j -0.00680242+0.00602486j 0.00353159+0.000829007j -0.0033734+0.00444227j -0.00960061-0.00424168j 0.00367142-0.00554235j 0.00157012+0.00116907j -0.00441636-0.00936666j -0.0128715+0.00359856j -0.00722303+0.0044335j -0.0171058+0.00542703j -0.00461807-0.0100284j -0.0110268-0.0050261j 0.00899694-0.0113098j 0.0126237-0.00583778j -0.0131863+0.0081023j -0.00434287+0.00661437j 0.00277851+0.00716323j -0.00385726+0.01887j 0.00115997-0.00323203j 0.00363733-0.00876668j -0.0139945-0.0109317j 0.0127869-0.00706463j -0.00890835-0.0149661j 0.00245181-0.016885j 0.0022298+0.000456029j -0.00426737+0.0102531j -0.00123696+0.00425701j 0.00632688-0.000497907j -0.0127259+0.00162317j -0.0102069+0.0034793j -0.00647068+0.0146686j -0.00567287+0.00143119j 0.00580217+0.00559585j -0.00701181-0.00404616j -0.0144734-0.00333826j -0.00778734+0.000571728j 0.0013805+0.00793568j -0.0129188+0.0105521j -0.00221622-0.0112544j 0.000200972+0.0102101j 0.00482839-0.0115438j 0.0100454+0.000869099j -0.0090097-0.00304814j 0.0134396+0.00331998j -0.0116421-0.00997889j 0.00239775-0.00563521j 0.000635535+0.00599626j 0.0103261-0.00768894j 0.00376155+0.00649435j 0.022207-0.00327238j -0.0069926+0.000536254j -0.00984173+0.0122065j 0.0181161+0.00709121j -0.00468144+0.0106857j -0.00212229-0.0059975j 0.00255024+0.00849983j 0.0057423-0.0157937j 0.00872266+0.0084198j -0.00160462-0.00548809j -0.0030123-0.0142595j -0.0117471+0.00801183j -0.00289085-0.0018545j -0.000849813-0.00550418j -0.00151957-0.00310035j 8.96078e-05-0.00163001j -0.000923947+0.000732808j 
-0.000122297-0.00163498j -0.000216062+0.00133963j 0.00289104+0.00470632j 0.00191643-0.0011591j -0.00167113+0.00690991j 0.000394706+0.000908632j -0.000845227+0.00561927j -0.00299604-0.0100931j 0.00297458+0.00703575j -0.00919974+0.00537018j 0.00223547+0.00173381j -0.00942783-0.00866505j 0.000288002-0.00849043j 0.00603337-0.00267586j 0.00786666-0.0119275j -0.0104506-0.00371481j 0.000980217+0.0172484j 0.0118472-0.00194009j -0.000254813-0.00601165j 0.00496212-0.00572973j 0.00346674-0.00605782j -0.000878688-0.0182387j -0.00302387+0.00793613j 0.00336181+0.0153413j 0.0101377+0.0095736j -0.00102369+0.00727536j -0.00743853-0.017808j -0.00532097+0.0212753j 0.00170157-0.000583233j 0.00382162-0.0122495j -9.20088e-05+0.0099838j -0.000270784+0.0105889j -0.0125818+0.011424j -0.00644324+0.0054447j 0.011832+0.00414059j -0.0084569+0.00471829j -0.000868539-0.00753152j -0.00339985+0.00260991j -0.00597376-0.00814862j -0.00698303-0.00397411j 0.000223967-0.0151482j -0.00495679-0.0021017j 0.0025493+0.0138861j 0.00762723-0.00120493j 0.000182455+0.00865243j 0.00329321-0.00407223j 0.0113066-0.00916956j -0.00230429+0.00235911j -0.0193658-0.0136118j 0.00635969+0.00830971j -0.00579668+0.00533884j 0.00249451+0.00059704j 0.011205+0.00743991j 0.0173897-0.0113094j 0.00634236+0.00438498j -0.00484172-0.00281562j 0.0168034+0.010016j 0.000426184-0.00675861j -0.00816923-0.00845102j 0.00577693+0.00138132j -0.00334591+0.00189186j 0.00779519+0.0049792j 0.00584517+0.00530283j -0.00771071-0.00953193j -0.00221772+0.00872208j 0.00358392-0.000840711j 0.00140279-0.00256612j -0.00419179-0.00130205j -0.00200451-0.00150088j -0.00161614+0.001705j 
0.000843946-0.00707946j 0.0057531+0.00045115j -0.00376495+0.00502462j 0.000631286+0.00100354j 0.0031956+0.00457414j 0.00442431-0.00480444j -0.00856818+0.00189605j 0.00154301+0.000463255j -0.0050623-0.00354295j 0.00318744+0.00517778j 0.00150028-0.0053319j 0.0111147-0.00474853j -0.00390405+0.00662376j 0.00175722+0.001239j 0.00571481+0.00923477j 0.00545321-0.00863762j -0.00248991+0.0131011j -0.00122067+0.00216079j 0.0216316+0.00569728j 0.0114041-0.00103405j 0.00447792-0.00214343j 0.000212309+0.00625576j -0.00365784+0.00103681j -0.00169174-0.00579926j 0.00846777-0.0148614j 0.00197098-0.0129317j -0.00771071-0.000546664j -0.011922-0.0123454j -0.0041697-0.000170943j 0.0075649+7.39615e-05j -0.00274018+0.0012602j 0.00258287-0.00521049j 0.00223197+0.0100539j 1.51878e-05+0.0107306j 0.000603948-0.00508662j -0.00635666+0.0050975j -0.00522303-0.00879555j -0.00260145-0.00903995j 0.00146127+0.00627792j -0.00289783+0.00602313j -0.00374984+0.00249818j -0.00291633+0.000397034j -0.0095683+0.0010362j -0.00922485+0.00757041j -0.00696262-0.00939041j -0.0060866+0.00325946j 0.0177889+0.00224842j -0.0044683-0.00683548j 0.00356053-0.00410958j 0.0216211-0.00417375j -0.00611738-0.0040552j -0.00452483-0.00583663j -0.0113414+0.0188746j -0.00236102+0.00168368j -0.00580874-0.000872071j -0.00144142-0.0101391j -0.0149465+0.00511127j 0.0181133-0.00270173j -0.00917645+0.000672787j 0.0140957+0.00914046j 0.0158774+0.000534836j -0.0130427-0.00963112j -0.00768431+0.00931151j -0.00954423-0.0105037j 0.0116586-0.0041492j 0.00799036+0.00115817j 0.00314892-0.00410139j -0.00899656-0.0067557j -0.00704902+0.00531601j 0.00566382+0.00735784j 
-0.00155382+0.00178346j -0.000171145+0.000596214j 0.00176529-0.00124309j -0.00102243+0.00154087j 0.0010361-0.00358991j -0.00586174+0.00168622j 0.00626316+0.0016515j -0.00360836+0.0106168j 0.00167547-0.00974868j -0.00334049+0.00102286j 0.00659515-0.0125633j -0.00653246+0.00421339j -0.00980762-0.00429239j 0.0168442+0.00920666j -0.00455074+0.0108346j 0.00819636+0.0120998j 0.0111519+0.00277481j 0.00919136+0.00896329j -0.00391802+0.00235104j 0.0175524+0.00188147j -0.00693445+0.00197137j 0.00202576-0.00729555j -0.0126934+0.000480285j 0.00424761-0.00533074j -0.00150466+0.00415681j -0.00580682-0.00891744j -0.0155274+0.00672824j 0.00161752+0.00394169j -0.00767211+0.000997073j 0.00575252+0.00221471j -0.00449974-0.020722j -0.00190235+0.000558497j -0.00563639-0.00382122j 0.00805974-0.00156767j 0.0060297+0.0100758j -0.00599813-0.00915899j -0.0213256+0.0117332j -0.00926348-0.000915575j -0.00621699+0.01176j 0.0141086-0.00360178j -0.00676648-0.00782755j -0.00415397+0.00188169j 0.00782907-0.0101852j 0.0268929+0.00577792j -0.00594173+0.0132934j 0.0125606-0.00617796j 0.00789586+0.00670278j -0.0250903-0.0148989j -0.00439254+0.00799782j 0.00275194-0.00663101j 0.00245447-0.0117404j 0.00634611+0.00614513j -0.00286651-0.00200383j 0.0173119-0.0026086j 0.00322934+0.00114265j -0.0170031+0.00905529j 0.00179276-0.0029684j -0.00620234+0.00228745j -0.00261227-0.0113222j 0.00511079-0.001713j -0.0227411+0.00525331j 0.00344664+0.00699715j 0.00797303+0.0029533j -0.0104179+0.00344987j 0.00712176+0.00197245j -0.00075508-0.000860931j 0.00175091-0.00170218j 0.00289187-0.00326846j -0.00152907-0.000261617j 0.000371649+0.00243424j 
-0.00158792+0.002427j 6.07893e-05-0.00207906j -0.000276652+0.000382252j 0.000739107+0.00265044j 0.000809982+0.00548041j 0.00792251-0.00592445j 0.00218895-0.00869137j 0.00350046-0.00310069j 0.0079486+0.00232981j 0.00011792-0.0140502j -0.000946752+0.00618143j -0.0020388-0.00403414j 0.00520874-0.000160168j 0.00238619+0.00959216j -0.000741202-0.00926449j 0.0122574-0.000736092j -0.00698701-0.0104023j -0.00505475+0.0114172j 0.00350572-0.00633985j -0.00658297-0.00263162j -0.000790377+0.00715688j 6.12545e-05-0.000399516j -0.0093164+0.00209145j -0.00699666+0.000218328j 0.0115568+0.00215561j 0.00427403-0.0017747j 0.00352769+0.0035072j -0.020867+0.00697496j -0.00911938-0.000333662j 0.00417952+0.0027594j -0.0101318-0.000717217j -0.00701631-0.00421326j 0.0136344-0.00042388j -0.00893329+0.00427042j -0.0161846-0.00410395j 0.00827361-0.0100394j -0.0131702-0.00719465j -0.00212605+0.00485591j 0.0117391-0.00232489j 0.00593746+0.0091083j 0.000132997+0.013682j -0.0072897+0.000477485j 0.00151726-0.00284301j 0.0126049-0.00575424j -0.00790472-0.00114715j 0.0111982-0.00724616j -0.00308669+0.00597676j 0.00178851+0.0138506j -0.0081457+0.0126035j 0.0033309-0.00800279j 0.0153415-0.0178879j -0.00853105+0.0029447j -0.00126852+0.00525591j -0.00719275+0.00771211j -0.0109909+0.011436j -0.0100243-0.00293069j 0.0232669-0.00238371j -0.00441735-0.00547566j 2.93377e-05+0.000248854j -0.00144773-0.00354343j -0.00150292-0.00321855j -0.00488486+0.0119929j -0.00205294-0.00502642j -0.0027836-0.017202j -0.00054633+0.00461294j -0.0166074-0.00989966j 0.00115578+0.000697418j -0.00381785-0.000726838j 0.00428092+0.00311288j -0.00373651-0.00266988j 
0.000622854-0.00321683j 0.00257789-0.00197561j -0.00196751+0.00150837j 0.000531258+0.00253886j -0.00405331-0.00257887j -0.000309727+0.0063915j 0.000159239-0.000424895j 0.00312586-0.00190067j -0.000188696-0.0028439j -0.00705961+0.00182965j 0.00912062+0.00636138j -0.00385901+0.00588824j 0.00221737+0.00742695j 0.0110976-0.00296233j 0.00418969-0.00542747j 0.00313784-0.0030103j -0.000378804-0.0029485j -0.00612879+0.0025593j 0.00672694-0.00309746j -0.0133375+0.00698892j -0.0100713+0.00519176j 0.0246509+0.0128624j 0.00192801+0.000961044j 0.00154738+0.00599616j 0.00941108-0.00548141j -0.027013-0.00988017j 0.00166683+0.00108733j -0.000938927+0.000301977j -0.0114074+0.000900964j 0.00608301-0.00920432j -0.00911261+0.00490141j 0.0100583+0.00547967j 0.0127065-0.00024129j 0.00801378+0.00604813j 3.09582e-06-0.00362805j 0.00439788-0.014982j 0.00968298+0.00106516j 0.0108061+0.0117565j 0.00499094+0.00772671j -0.00390024-0.01221j -0.0161689-0.00154583j 0.0215263+0.00912893j 0.0157274-0.0027029j -0.00162748+0.0183215j 0.00887458+0.0201302j -0.0053183-0.00957325j -0.000707156-0.0201444j 0.00228404-0.0106944j 0.00191664+0.00648658j 0.00724274-0.00195539j -0.00191628+0.014518j -0.000152195+0.0011669j 0.011719+0.0158819j -0.00847387-0.00837164j 0.00669256+0.00595436j 0.00837801+0.00542941j 0.00875352+0.00979367j 0.00552948+0.00786706j 0.00280685-0.0029719j 0.00102162+0.00705717j 0.0161689+0.0048573j 0.0039547+1.99343e-05j 0.00448471-0.00166035j 0.0055752+0.000723658j -0.00595992-0.00324384j -0.00158734-0.00181565j 0.00381154-0.000374486j -0.00120233-0.000534624j -0.00384468+0.00164512j 0.00166502+0.00407929j 
