-0.020388-0.0296084j 0.0187166-0.00169034j -0.0145831-0.0324829j -6.06158e-05+0.00107596j -0.000638639+0.0514886j 0.0171103+0.0219838j -0.0453949+0.0544854j 0.0199249-0.00198403j -0.0176231+0.02446j -0.00857457+0.014188j 0.00141828-0.0520318j 0.045585-0.0203014j -0.00421614-0.00423571j -0.00923806-0.0559954j -0.0186863-0.0363112j -0.0175719-0.00941528j 0.0162026+0.0176858j -0.012864+0.0476979j -0.0491427+0.0284979j -0.0302629+0.01403j -0.00103733+0.0150199j 0.00637069-0.00841035j 0.0203688-0.0165147j -0.0188445-0.000755419j 0.040533-0.00712257j -0.00885078+0.00155364j -0.030877+0.0144176j -0.0618442+0.0180629j 0.059051-0.0369765j 0.0143986-0.00746426j -0.00782983+0.0163875j 0.00263432-0.000411271j -0.0245587+0.000722969j 3.55276e-05+0.00189432j -0.0100312-0.0201121j -0.00298918+0.0112576j -0.0226929+0.0195663j 0.00155034-0.0216135j 0.00385852-0.00328851j 0.0112042+0.00109088j 0.0121631-0.00148305j 0.0037003+0.00595742j 0.00129846-0.00102385j 0.00738984-0.00325966j -0.00125582+0.0107892j -0.00443676-0.00696927j -0.00066664-0.00249913j -0.00241197-0.00939023j 0.00756048+0.00399904j 0.00181221+0.00231552j 0.0116025-0.00256973j 0.00470452-0.000272771j -0.00901681-0.00139038j -0.0109149-0.00310828j -0.0123052-0.000132115j -0.00175945-0.00441464j -0.00450476+0.00443599j -0.00698574+0.0177899j 0.00230286-0.00763056j -0.0054621-0.000994075j -0.0105302+0.00337255j -0.00398875+0.000620449j -0.00236384+0.00762128j -0.00657898+0.00420214j -0.000623528-0.0033437j 0.00420569-0.00645186j 0.00478154-0.00423931j -0.00877963+0.00254747j 0.00450849-0.00351735j -0.00325762+0.0044084j 0.00117042-0.00244964j 0.00123565-0.00120612j 0.00225988+0.000784819j 0.0038028-0.00355833j -0.00379555+0.0036649j 0.00249474+0.00186403j 0.00427796+0.00798561j 0.00167788+0.00394952j 0.00268217-0.00953762j 0.00418004+0.00173326j -7.54481e-05+0.00797243j -0.00727915+0.0206705j 0.00811491-0.0125359j -0.00871091+0.00924566j 0.0115636-0.00503333j -0.024146+0.010921j -0.00401537-0.00914627j -0.00261653+0.00244316j 0.00275836-0.00631787j 0.0143661-0.0172697j 0.0323451-0.0255184j 0.00670133+0.0191085j 0.00991368-0.0109646j 0.0127747+0.00441319j 0.0183172-0.00991246j 
-0.0148847-0.0401839j 0.0145922-0.0177494j -0.0340602-0.0807125j -0.133041-0.0533627j -0.00264088+0.0368766j -0.020737+0.0285589j -0.0843283+0.113547j 0.114819+0.0316774j -0.0355877+0.00515846j 0.123913-0.0076962j -0.0995287-0.0441157j 0.00757508-0.0766691j -0.00717691+0.106729j -0.00647927+0.0526351j 0.14383+0.00213882j -0.0317087-0.153649j 0.070321+0.0473004j 0.0204219-0.00085354j 0.0954297+0.0462321j -0.0922745-0.0671814j 0.00336703+0.0409088j -0.0570364-0.0282456j 0.0192607-0.0332701j 0.0311241-0.010888j -0.00598872+0.00854699j -0.0020012+0.000690427j 0.0161011-0.0140432j 0.053971-0.00156876j -0.0187153+0.00320306j -0.00172737+0.01284j 0.00729647-0.00116738j -0.01657+0.025606j 0.000545574+0.0129165j -0.0131667+0.00783529j -0.0390179-0.0269624j -0.0128307+0.00768018j 0.00446189+0.00505962j -0.0164818+0.00353528j -0.00172164+0.00216925j 0.0147865+0.00956772j -7.12728e-05+0.00700747j -0.00703698-0.0154352j -0.00962757+0.00810339j -0.0041464-0.000333366j -0.00435463+0.0120633j 0.00819186-0.00348907j 0.00839066-0.00316497j -0.017105+0.0107236j 0.00325399+0.0156618j -0.0126258+0.00254177j 0.00528245+0.00389422j -0.00110371+0.0034515j 0.0226013-0.00577479j -0.00265872+0.00665589j -0.00035938-0.00271725j 0.00430827-0.00116057j -0.00182821+0.00109233j 0.00608332-0.00615339j -0.00455974-0.00879785j 0.00255901+0.00375959j -0.00987816-0.00122123j -0.00346356-0.00794478j 0.00505542+0.00375662j -0.000305055+0.000839542j 0.00198117+0.00347816j -0.00608564-1.2134e-05j -0.00186039-0.00644368j -0.00461012+0.00504364j 0.00225969+0.0180262j 0.0125946+0.0065994j -0.000337426+0.00100337j -0.0177929+0.00698078j -0.0131243-0.0233174j -0.00858314-0.0186644j 0.00350106+0.00557566j 0.0148257+0.0137645j -0.00463251+0.0182669j 0.00852354+0.00986961j 0.0033184-0.0165138j 0.00710978+0.0155804j 0.00606999-0.0105422j 0.0066493+0.0165554j 0.00131059-0.00391609j 0.000404478+0.00600728j -0.00122109-0.000251058j 0.0123066+0.00166905j 0.00442428-0.00977586j 0.00763953+0.00583687j -0.00435788-0.00772277j 0.0259374+0.010159j -0.00591412-0.0033826j -0.00526277+0.00279991j 0.00113157-0.00450279j 0.0236784+0.00306603j 0.00149624+0.00035526j 
-0.0416483+0.00952057j 0.0174767+0.0533488j -0.171676+0.0403623j -5.79851e-05+0.00891243j 0.0659717+0.0256499j 0.0227832+0.037811j 0.0737619-0.100236j -0.00440666+0.0915415j -0.0574219-0.0851453j 0.00456557+0.0931699j -0.0281718-0.0653281j -0.110543-0.0153242j 0.029588-0.0579812j 0.0258727+0.00632581j -0.0488773-0.0986839j -0.0384834-0.0511249j 0.0451657+0.0146999j 0.0650928-0.00242507j 0.0771796+0.063764j -0.0191085-0.114462j 0.00351239-0.0313698j -0.0126053-0.0442175j -0.0097037+0.00462635j -0.00103652+0.019519j -0.0144969+0.0202599j 0.0232861-0.00984947j 0.00155454+0.030493j 0.0281793+0.0802338j -0.0534677-0.0105188j -0.0238641-0.0161463j 0.018617+0.0257752j -0.0264385+0.0143137j 0.00580597+0.0153429j -0.000222779-0.023515j -0.00645103-0.0394351j 0.00906684-0.00199815j 0.0274307+0.00215586j -0.0244576-0.0102426j -0.00499795+0.000914799j 0.0227003+0.0120199j -0.00479391+0.0141901j -0.00838012+0.00434887j 0.0041527-0.0106815j -0.00280529+0.00616324j 0.00729503+0.0127686j -0.0121943-0.0126401j 0.0045428-0.0181748j -0.0104223-0.00296493j 0.00496611+0.000846831j 0.00443124-0.0143836j 0.00195204+0.00206332j -0.0138061-0.0121845j -0.00798119+0.00644139j -0.0235848+0.00800482j 0.00190502+0.000362223j -0.00694331-0.00374796j 0.00278901-0.00494686j 0.00806229-0.00334436j -0.0064759-0.000273036j 0.00265818-0.00459218j -0.00197226-0.00866335j -0.00204908-0.000619375j 0.013578-0.007099j -0.000869817-0.00128527j -0.00426531-0.00619153j 0.00903087+0.00475117j -0.00289225+0.00638334j 0.00218917-0.0107382j -0.0124123+0.0021821j -0.00369821+0.00159935j 0.00748383+0.00706398j -0.00174213+0.000816169j -0.0117273+0.000937495j -0.00607226+0.00973519j 0.015637+0.018531j 0.00906222-0.00633669j -0.00632235-0.000361471j -0.012802+0.00170484j 0.0118559-0.00611275j 0.00735157+0.0113625j -0.00658177-0.00783322j 0.0100298-0.0202167j -0.00187643+0.0106321j 0.00473934-0.00956193j -0.00104713+0.00304553j 0.00326857+0.00839933j 0.00546276+0.0059359j -0.00114486-0.00781806j -0.00295571-0.000680623j 0.0157893+0.0155651j -0.0129893-0.00119533j -0.00558149-0.00198373j 0.00239092+0.00800629j 0.0185854+0.0181217j -0.00944257+0.00814728j 
-0.0616483+0.0059895j -0.0161869-0.0251896j -0.182065-0.0752622j -0.0639441-0.0432986j 0.00238858-0.0151374j 0.108213-0.0736599j 0.0052735+0.0128465j -0.0329794+0.00310335j -0.0567431-0.0842331j -0.0329767+0.0538313j 0.104014-0.0190908j -0.0176846-0.213988j 0.0235115+0.120199j 0.0109281+0.24815j -0.00696803+0.14912j -0.0526874+0.0414032j 0.0264149-0.156328j -0.015458-0.104074j -0.134682-0.00190419j -0.0282815-0.0194971j -0.0512955+0.025509j -0.00672061-0.00798123j -0.0127293+0.0130249j -0.0288725+0.00968841j -0.0255755+0.025179j 0.0527693+0.0358337j -0.0487979+0.0281846j -0.118208+0.0565663j 0.0261657-0.0107385j 0.00355299-0.0100235j 0.016055+0.00326997j -0.00422565+0.0208934j -0.00219737-0.00714837j -0.00505293+0.019344j 0.0335131-0.0186549j 0.0277006-0.0242871j -0.0168329-0.0270312j 0.0135731-0.00178119j 0.0100569+0.000324305j -0.0116887+0.00530149j 0.0026813+0.00810635j -0.00314433-0.00881072j -0.0089961-0.00871557j -0.00849255+0.00697792j 0.0152016+0.00291285j -0.00808796+0.0106673j -0.0157858-0.0143352j -0.0221841-0.0171788j 0.0107549+0.00319009j 0.00542427-0.0109318j 0.00069198+0.0223377j -0.0116278+0.0122127j 0.000447696+0.0106194j -0.0196886+0.0100058j 0.0199992-0.0077426j -0.00513197+0.0164978j -0.00262749+0.0158834j -0.00626788-0.0170217j -0.00870911+0.0105119j 0.0119833+0.00227665j 0.0100185-0.0073184j 0.00436137+0.000236774j 0.00303087-0.00613784j -0.000512742-0.010604j 0.00422326+0.0109822j 0.00380699+0.00659163j -0.00174555+0.00644081j 0.00616205+0.000695878j -0.00155597-0.00602175j -0.0102759+0.00104406j -0.00660869-0.00246346j 0.00882811-0.00385335j -0.00319819-0.0119438j -0.016064-0.0102728j -0.0143952+0.0138379j 0.000130669+0.00469844j 0.00731988-9.15002e-05j 0.00326387+0.0124877j -0.00461171+0.00273j -0.0133481+0.0101219j 0.0043866+0.0040794j 0.00348646-0.00179874j -0.000768452-0.00124113j 0.0117591+0.00045584j 0.00676005-0.00332146j -0.00667154-0.00860847j 0.00522554-0.00870657j 0.00753379-0.00856453j -0.00405554+0.00215096j -0.010741-0.0168679j -0.0122656+0.0084681j -0.00241233+0.00331083j 0.00597527+0.00415998j -0.00738133+0.00121847j -0.00505552+0.012648j 
0.0135131-0.0240265j 0.0248383-0.0211681j -0.0632585-0.0456459j 0.136333-0.0148318j 0.0203661+0.0149118j -0.0875308+0.0477055j -0.00273324+0.011548j 0.0380599-0.030597j 0.0635068+0.0445488j 0.091995+0.178477j -0.0294553-0.0672431j 0.0348089+0.122244j -0.0790996+0.0138859j -0.0320231+0.0775614j 0.157075-0.0219818j -0.163735+0.00300792j 0.0228065-0.048215j -0.0582204+0.263593j 0.0697364+0.12832j -0.142891+0.0440297j 0.0132292+0.011176j -0.0129615-0.047608j 0.0127778-0.0129904j 0.0041299+0.0187815j -0.0684016-0.0161669j 0.00300031-0.0152612j 0.00610819-0.016804j -0.0275093+0.05363j 0.00920334-0.0497988j -0.0117216-0.0197474j 0.000663544-0.0080809j -0.00724038-0.0163379j 0.02747+0.00104884j -0.0139495+0.00734595j -0.00240616-0.016307j 0.0194291-0.000854783j 0.000438909+0.0129176j -0.0102045-0.0162418j 0.00891372+0.00655042j 0.00667053+0.0127532j -0.0104875+0.00450019j -0.0139835+0.00677189j -0.0130777-0.00557377j 0.0103161-0.000583727j 0.00566546-0.00352487j 0.0035641-0.013162j 0.0150193+0.000944537j 0.0112454-0.00298418j -0.022157-0.0270939j 0.000319724-0.0208589j -0.00877085+0.00611947j 0.00316468-0.00600376j -0.0100821-0.00691156j -0.029706+0.000870875j -0.014619-0.0114303j 0.0211986-0.0112705j 0.0251648-0.021218j -0.00496358-0.0023591j 0.00224465-0.0110612j 0.00387398+0.00122746j -0.00696511-0.00361748j -0.00545216-0.000597124j 0.00635566+0.0112286j 0.00420324+0.0134093j -0.000491745-0.00501558j -0.00817309-0.00253414j 0.00459352-0.000604209j -0.0110379-0.0112703j -0.0018913+0.00186503j 0.013243+0.00397928j -0.00279693+0.00397525j -0.014439-0.00628733j -0.00430179+0.0162488j -0.00885082+0.0156998j -0.0132171-0.00564727j 0.0148031+0.00445274j -0.00069047+0.0171355j 0.00238024+0.00480433j 0.00499824+0.00106571j 0.00293791+0.00669107j 0.0123592+0.00724959j -0.00330787+0.00653751j 0.00666262-0.0122878j -0.00643085-0.000409981j 0.00208732-0.00721849j 0.0085214+0.00584153j 0.0145191-0.000655349j -0.00588294-0.010454j 0.00134751+0.00308179j 0.00805463-0.00333817j -0.00150456-0.0211144j -0.00572611+0.002615j 0.014077-0.00704522j 0.0147533+0.0110589j 0.00403073-0.0162383j 
0.0194395+0.0178725j -0.0593116-0.022869j 0.112736+0.0975147j -0.0533822+0.0143825j -0.104629-0.0288919j 0.065381-0.00446598j -0.0410255+0.0682421j 0.0902413+0.0914286j 0.120331+0.105517j 0.04463+0.0260817j 0.0763814+0.0171428j -0.0706679-0.10015j -0.0240698+0.1044j 0.0119965+0.111685j 0.217641+0.107278j 0.0129886-0.0498684j 0.114207-0.0121035j -0.105232-0.0678428j -0.0460711-0.079385j -0.0812053-0.00318899j 0.00135876-0.0135187j -0.00271809+0.00924524j 0.0634445-0.0424581j -0.0151769+0.0133794j 0.126141-0.0381905j -0.034403+0.0254411j 0.00744849+0.0121518j 0.0979109-0.0252357j 0.0199835-0.0263593j 0.00659181-0.00519468j -0.0388324-0.00953522j 0.0479011-0.00636814j -0.0368401+0.0351349j 0.0305189-0.00671085j -0.0389956+0.0266524j -0.0540868+0.0273012j -0.0578652+0.010559j 0.0732277+0.00527676j 0.0110638-0.00201474j 0.000450041-0.00698362j 0.0108702-0.000820998j -0.0259519+0.00479853j -0.00955588+0.00512878j 0.0255703-0.0133443j 0.010674+0.00572929j 0.0042277-0.00722557j 0.00928103-0.00309835j -0.000157798+0.0115268j 0.0106661-0.00840687j 0.00347501+0.000788575j 0.00502681-0.0101108j -0.0182082+0.000970494j -0.0102837-0.0107096j 0.0281816+0.00768344j -0.000832074+0.0114369j -0.00508027-0.00575146j -0.0207333-0.00162056j -0.00453623+0.000658974j -0.00794259-0.00138041j -0.00376804-0.00377353j 0.000424789+0.0100742j -0.000408806-0.00272553j -0.0112182-0.000385108j 0.00104969+0.00309313j 0.0126956+0.00136259j 0.00509239-0.00132977j 0.00066271-0.00904406j -0.00707028+0.00446613j 0.00244292+0.0179044j 0.00711557+0.00241992j -0.00368896+0.012353j -0.00515499+0.0123856j -0.00553606-0.00694686j -0.000569942+0.0047821j 0.0139857-0.0042888j -0.00221874-0.0109449j 0.00076298+0.0111499j -0.00428767-0.0104449j -8.51096e-05-0.0206805j -0.00276075-0.0115779j 0.00193423-0.0043031j 0.0109041-0.000177388j -0.00605254-0.000476616j 0.0136013+0.00329518j 0.00142088+0.00373176j -0.00821214-0.00612931j -0.00799763-0.00328917j 0.00318067-0.00241596j -0.00364597+0.00344567j 0.0139958-0.00587833j 0.0355533+0.00035705j 0.00933955-0.00550999j -0.00919942+0.00178922j -0.012151-0.0150055j 0.0326208-0.00602495j 
0.0475328+0.0306314j -0.0393873+0.0677351j 0.107702-0.0492444j -0.0828712+0.151892j -0.0279362+0.0569033j 0.00140019-0.106472j 0.0960492-0.0202646j -0.0934388+0.00579542j -0.167843-0.100591j -0.110508+0.0532903j -0.065969-0.155127j 0.0098823-0.0461717j 0.0448337+0.0158576j -0.0161433+0.10188j -0.00366134-0.0438018j -0.191689+0.140622j 0.0363184-0.0890854j -0.190262-0.0234926j -0.11814+0.0343845j -0.140023+0.035266j 0.031819+0.00930991j -7.29614e-05-0.0139715j 0.010002-0.0086332j -0.0433458+0.0174164j 0.059424-0.0503372j -0.042757+0.0145256j -0.00454417+0.089896j 0.0577152+0.131042j 0.0566851-0.0973554j -0.0188043+0.0118256j -0.0107274+0.0358045j 0.0154171+0.00397488j -0.0221469+0.032176j 0.0120941-0.0179259j -0.0266349-0.00260212j -0.0504797+0.0110233j -0.0310203+0.030209j 0.0421447-0.0140561j 0.0158497-0.0035328j -0.00502115+0.00224625j 0.00678621-0.0106133j -0.00623061-0.00302758j 0.0160564+0.0175022j 0.0131455-0.00780657j -0.000989737+0.0132464j -0.000859721-0.00380127j -0.0103868-0.0105556j 0.00343695+0.000988115j 0.00799415-0.00294364j 0.000892455-0.0100347j 0.0113712-0.016441j -0.00871887+0.00574944j -0.00573536+0.0238499j 0.0089682+0.00869706j -0.00315738+0.00312179j -0.012309+0.00752451j -0.0151196+0.0163393j -0.0143507+0.0110778j 0.00857718+0.00505108j -0.00808144-0.000887275j -0.000175085+0.0022845j -0.00136905+0.00174834j -0.0113059-0.0064537j -0.00816682-0.00695305j -0.00784464-0.0165114j 0.00319284-0.00502292j -0.0117898+0.00173379j 0.00883802-0.00128388j -4.75304e-05-0.0216666j -0.0133242+0.00975094j -0.00413794-0.00816419j 0.0174382-0.0209893j -0.00785915-0.00696667j -0.00478313-0.00866652j -0.00793235-0.0121809j 0.00666814+0.00683952j 0.00281712+0.00651981j 0.00884295-0.0142623j -0.00359033+0.00240868j 0.00155612-0.00250569j -0.00903891-0.00616131j 0.00588677-0.00703385j -0.00224919+0.00192349j 0.00329308-0.00206852j 0.00965227-0.00551671j -0.0150632+0.00581896j -0.00682245+0.00539175j -0.00082987+0.000373213j 0.000678612+0.000650021j 0.00574715+0.0129113j 0.0275753-0.00274784j 0.0045547-0.00952695j 0.000779438+0.00570856j -0.0157+0.00552536j 0.0251746-0.0024948j 
-0.00995503-0.00580008j -0.0270208+0.0105226j 0.0842085-0.000461384j -0.280743+0.00310885j -0.0202236-0.0753996j 0.0163941+0.0228144j -0.0287332-0.032545j 0.0414119-0.00231817j 0.0146238+0.0184622j -0.00393922-0.0564981j -0.057993+0.0543521j -0.095999+0.201737j 0.0347619+0.0656222j 0.0382482+0.0711755j 0.0207387-0.173537j 0.00810195-0.023242j -0.0352895+0.0345022j 0.0122679-0.0113554j 0.133689-0.0216518j -0.0202288+0.00672449j 0.0288722-0.0146282j -0.0195185-0.00318768j 0.00689945-0.0249143j 0.00991302-0.0137421j 0.0518929-0.0288656j -0.00903741+0.024825j 0.0111072-0.0239917j 0.0735847-0.0229123j -0.0175026+0.01202j -0.000650438-0.0178114j -0.00327092+0.00351378j 0.0423795-0.0143981j -0.00666995+0.000517541j 0.00439131-0.028307j -0.024193+0.00297097j -0.0265817+0.0281696j 0.00561993+0.0045746j 0.0169097-0.00362754j -0.00498848+0.00267695j 0.0124824-0.00127338j -0.00024673+0.00147329j 0.000330321-0.00533602j -0.00815907+0.0139108j 0.00152557-0.00547886j 0.00640985-0.00212864j -0.00279125+0.0118631j 4.75141e-05+0.0152073j 2.67293e-05+0.00203466j 0.0147205+0.00695048j 0.00729177+0.0138415j 0.0119286-0.00166126j 0.00493956+0.00258023j -0.00298302+0.000791799j -0.0036841-0.0157367j -0.0151392-0.000343061j -0.00758445-0.00974637j -0.00884803-0.0129882j 0.0059421-0.000972029j 0.00724687-0.0124347j -0.00856094-0.00407169j -0.00824021-0.000131001j 0.000878658-0.00582824j 0.00134759+0.00355706j 0.0069742+0.00207307j 0.00484196+0.00824348j -0.00590556+0.00188641j -0.00438611-0.0115188j 0.00708562+0.00464174j 0.00129048+0.0167476j 0.00360095+0.00511558j -0.0001852+0.00640765j -0.000901091+0.00733279j 0.00910933+0.000119458j 0.00563588+0.0129076j 0.0180647-0.00777952j -0.011058+0.00102155j 0.000435625+5.52043e-06j 0.0107276+0.00551945j -0.00816329+0.00454093j 0.00979238-0.00252751j 0.00241465+0.00338651j 0.00554887-0.000831135j -0.00740174+0.00433887j -3.35905e-05-0.00111138j -0.00716924+0.00819567j 0.0135919-0.0046814j -0.00261577-0.000670709j 0.00644658+0.00719543j -0.00354858-0.00211126j 0.0118347-0.000178719j -0.00607425-0.00889906j -0.000400609-0.00284702j -0.00999614+0.00315611j 0.00717597-0.00234503j 0.000420531-0.0016982j 
0.00524919-0.00858364j 0.0684596-0.0225669j 0.025402+0.000554363j 0.174315-0.00942708j 0.00407257+0.0436956j 0.0130736-0.0228796j -0.0298685+0.0302887j 0.0347459-0.104649j 0.0781723-0.0573413j -0.0112117-0.0157078j 0.043819-0.0407735j 0.00634147-0.022553j -0.119364+0.0256509j -0.13471+0.0583583j -0.078612-0.00546888j 0.0368248-0.0408246j 0.024791-0.12456j 0.0414437-0.0264937j 0.0684678-0.071953j 0.0186086-0.0283611j -0.0378723+0.0107086j 0.0187189+0.0513068j 0.0235168-0.00841264j 0.00949855-0.00853628j -0.00250406+0.0292768j 0.00254267-0.00220272j 0.0577366-0.0507775j 0.118-0.048103j -0.0797749+0.0624273j -0.0259749+0.00206073j 0.0158392-0.0264259j -0.0117444-0.00381241j 0.00313417-0.0151206j -0.0207981+0.0224029j -0.0106788+0.00232387j 0.0116145+0.00185226j 0.022995-0.0160444j -0.0104484+0.0228117j -0.010863-0.00544116j 0.0179908-0.00864968j -0.00376854+0.00458379j -0.00110696+0.018393j -0.0129549+0.00751612j 0.000180058-0.00507908j 0.0109939-0.015868j 0.00968848+0.0159657j -0.008548+0.00538829j -0.0154231+0.00551007j -0.0131328+0.00162468j -0.0190606+0.00259365j 0.0102137+0.014312j 0.00297773+0.0166091j 0.00145789-0.0109702j 0.0063758-0.0089324j 0.0045669-0.00848331j -0.00105898+0.00429847j -0.00463478+0.00161732j 0.00708185+0.00838277j 0.00573147-0.0101249j -0.00410403+0.00272277j -0.00249132+0.00234114j -0.0062616+0.00283034j -0.000253058+0.00142447j -0.00916879+0.0074551j -0.0128697-0.00895821j -0.0152887-0.0118415j 0.00357134-0.00131189j -0.00641672-0.00735592j 0.00102793-0.00924178j 0.000310106+0.00220702j 0.00740254-0.00588463j 0.00172167-0.010518j -0.00205935-0.000221417j 0.00145622-0.00476665j 0.0104146-0.00613785j -0.00543673+0.00287883j 0.0081786+0.00167886j 0.000370923+0.00208091j -0.00299494+0.00211431j 0.0144713+0.00243198j 0.00365648+0.00354629j -0.00349017+0.00924561j 4.51272e-05-0.00298633j -0.00651043+0.00208349j -0.00367341-0.00129998j 0.00275046-0.00273426j 0.00673969-0.0031052j -0.00878724-0.000634416j 0.000621149+0.00294347j 0.00598568-0.00946145j -0.0028434+0.000663606j 0.00658317+0.00112892j 0.00138832-0.00248217j 0.00988852-0.00900291j -0.00308051+0.00101459j 
0.0914588+0.0111783j -0.0254297+0.0413563j 0.0362147-0.0105492j 0.102106-0.0367825j -0.0504969+0.00187956j -0.107688-0.0141386j 0.0202308-0.0831418j -0.130003+0.0696755j -0.0724195-0.122608j 0.241319-0.0727466j -0.00286553-0.050617j 0.245902-0.073322j 0.0358843-0.0305967j 0.0619922+0.00867364j 0.147786-0.0412495j 0.0214498+0.027277j -0.0470878+0.0509224j 0.169686-0.0866228j 0.0162357+0.00344141j 0.000741095-0.0175669j -0.014253-0.0317366j -0.00717335+0.0152134j -0.0266166+0.0279727j 0.0105813+0.0110112j -0.0897862+0.00995363j 0.0284122+0.0320568j 0.000905676+0.00336528j 0.00567307+0.0223065j -0.0164135+0.0190055j -0.0254509+0.0199795j -0.0183738+0.0382556j -0.0332048-0.0155251j 0.0475185-0.0183131j -0.0215128-0.0118307j 0.0493797-0.00477509j 0.0131176-0.00844046j -0.00336123+0.00592945j -0.0293929-0.00303444j -0.00196281+0.00480505j -0.000686948+0.0075743j -0.0129085+0.00451921j -0.015172-0.00569755j -0.0158027-0.00397396j -0.0117494+0.0135287j 0.00968037+0.0112756j -0.000650917+0.000218857j -0.00172327+0.00542592j -0.0160544+0.014765j 0.00780394-0.00587744j -0.0103057+0.00432352j -0.0104103-0.00732104j -0.0129372-0.00712347j 0.0201226-0.0141223j 0.0194122-0.000947606j 0.0245872-0.00971j 0.012828+0.000309957j 0.0218518+0.00535722j 0.00639677+0.00237726j 0.0116247+0.0165107j 0.0106168-0.00981774j 0.000495877-0.0115834j -0.00309829-0.00448715j 0.00321008-0.000315539j -0.0103666+0.00692872j -0.00861901+0.00205082j -0.000871682+0.00184143j 0.00164424+0.00587325j 0.00626059-0.00370375j -0.00731157+0.00326074j -0.0169957+0.00631436j 0.0103634+0.0084642j 0.00867543-0.0014438j -0.0123147+0.00332375j -0.00283469+0.00644535j 0.00951005+0.0114014j -0.00051376+0.00164247j -0.00566978-0.0160721j -0.0052651+0.00577109j 0.00204332+0.00333981j -0.00779419+0.00417901j -0.00564641+0.00457135j -0.0138717-0.0131156j 0.00299806+0.00806118j 0.00185964-0.00959566j -0.00424752+0.00294983j 0.00380476+0.0055488j 0.00431611+0.0053676j -0.000490425-0.00284462j -0.000460205+0.00282286j -0.00199226-0.0130082j -0.00255505-0.00309129j -0.00858601+0.00121579j 0.00469582+0.00401717j 0.0106054+0.00515251j -0.00673664-0.00126218j 
0.048818+0.0116482j 0.0124494-0.00467634j 0.279672+0.0150934j 0.0788425-0.0663308j -0.0988228-0.0114252j -0.0217445-0.0389176j 0.0680078+0.0583486j 0.0437316+0.0709643j 0.209805-0.0406017j -0.0962708+0.0128921j 0.0779469-0.114114j 0.012967-0.0511988j 0.0491129+0.137047j 0.0190798+0.164186j -0.204715-0.0487233j -0.0641829-0.021827j -0.0203117+0.0420885j 0.000189495-0.0598186j 0.131492+0.0851523j 0.0230401-0.0314839j 0.024932+0.0335097j 0.00155256-0.0358334j 0.0121582-0.00819341j -0.0248068+0.00556088j 0.00658964+0.0358656j -0.0234637+0.0228627j -0.000483371+0.0157856j 0.0193606+0.0516814j 0.00101884-0.00430884j 0.00492661+0.00926111j 0.00370197+0.00554564j 0.0296138+0.0024633j 0.00186151-0.0162876j 0.00993122+0.000883638j -0.0156517-0.0295j 0.00481565-0.0149844j -0.00153325-0.0148671j 0.00502022+0.0116855j -0.00483028-0.00476474j 0.00628977+0.00384368j 0.00821862+0.00156232j 0.00471784-0.013793j 0.0277134-0.00108029j -0.00371929+0.00890522j 0.0125251+0.0148553j -0.00261203+0.005702j -0.00260246+0.0040068j -0.00443421+0.0112315j 0.00796019+0.00511995j -0.00631862-0.00350659j 0.00160568+0.00126167j 0.0149726-0.00746726j 0.0140636+0.0176507j 0.00280065-0.00304276j -0.00455875-0.00818445j -0.0048133+0.00396552j -0.00709042-0.00291133j -0.00588266+0.00143335j 0.00031594-0.00481112j -0.00503589+0.00356408j -0.00172012+0.00170274j -0.0103042-0.0119663j 0.00814364-0.00186973j 0.00429931-0.00358613j 0.0180058-0.0243406j -0.0036152-0.0213482j -0.00357274-0.00692056j 0.00622477+0.000917348j 0.0120065+0.00535797j 0.0150242+0.000292206j -0.00880543+0.0107591j -0.00711964+0.00138622j 0.000605621+0.0160671j -0.00284684+0.0158523j 0.00608561+0.00645741j -0.00060194+0.00140918j 0.0015676+0.00402724j 0.0036347-0.0101541j -0.00120535+0.00742838j 0.00109603+0.00688718j 0.00129925-0.00325184j 0.00533536+0.00990855j 0.00324184-0.00222659j -0.0044047+0.00680143j -0.00134949+0.00290391j 0.00821262+0.0059935j -0.00147987-0.00466651j -0.0112596+0.0036158j 0.00353255-0.000243912j 0.00639479+0.011172j 0.0043104+0.00135806j 0.00517818-0.00232591j -0.00473698-0.00294214j 0.00321851+0.0077511j 0.00182682+0.00700116j 
