0.010484+0.00892571j 0.00775641-0.00478946j 0.0080689-0.00641603j -0.00382378-0.00776217j -0.00192013-0.00341039j -0.00678814+0.00022619j -0.000908873+0.0012522j 0.000811922+0.0123755j -0.0038394-0.00300949j -0.00469209+0.00174019j 0.00311401+0.0079059j 0.0141945-0.00357823j 0.00228577-0.0024843j 0.00896513+0.00892385j 0.0145726+9.30522e-05j 0.00122208+0.000840406j -0.0019957-0.00113932j -0.00712462+0.00470994j -0.00998545+0.00234866j -0.0294335+0.0076889j 0.00311401+0.0140003j 0.01337-0.0132005j 0.0173682+0.00553338j 0.0133392-0.00187582j 0.0038185-0.0249464j 0.0017655+0.00274732j 0.000680883-0.00609163j 0.000466644+0.00496713j -0.00974126+0.00145059j 0.00279354-0.00758267j -0.0104353+0.00374062j -0.00437739-0.00142235j -0.00855558-0.00962561j -0.000656705-0.00514767j 0.0132379+0.00791847j 0.00624688+0.00708634j -0.00489643-0.00280786j 0.00215589+0.000916868j 0.0110711-0.00218734j 0.000826744-0.0055727j -1.66256e-05+0.00579504j 0.00291072-0.000540672j -0.00088032+0.00543527j -0.00492278-0.00855436j 0.00168261+0.00120785j 0.000427611+0.00147076j 0.000709824-0.00151536j -0.00697874+0.0133132j 0.00345812+0.00395177j 0.00351689-0.0120137j -0.00364699+0.00744127j 0.000997128-0.0098939j 0.00343305-0.000888974j -0.0126992+0.00340838j 0.00726173+0.00543983j 0.00139599-0.00154578j 0.00360462+0.00882715j 0.0187045-0.00892981j -0.00286704+0.0258848j 0.00925335-0.0211074j 0.0146503-0.0203887j 0.0145282-0.00026713j 0.057798+0.0309312j -0.0100939+0.00875331j -0.00996655+0.0259208j -0.00484844+0.00763504j -0.0172021+0.0135199j 0.00478769-0.00266406j -0.00929467+0.0124189j 0.0219381-0.0392082j -0.000642526-0.00924376j -0.00639311-0.00986024j 0.00717823+0.00196163j -0.00361521-0.00355428j -0.00763312-0.00323913j 0.0113253+0.00710157j 0.00709436-0.00499613j 0.00857782+0.00707184j 0.00226142+0.00351264j 0.00569447-0.00468149j 0.00447111+0.010531j 0.0127422-0.00548292j -0.00938823+0.00540835j -0.00542798-0.00968895j -0.000839983+0.00805351j -0.00181413-0.0150931j -0.010564+0.0206743j -0.0153593+0.0112314j 0.00360986+0.0483096j -0.00221405-0.0221541j -0.000396478-0.0641596j 0.0622785-0.00590083j 
0.00124042+0.00190878j -0.00187184+0.0015315j -0.0119195-0.00533721j -0.00411161-0.0103228j -0.00450696-0.00608479j 0.00128725+0.0118964j 0.0133154-1.93075e-05j -0.000784584-0.00708679j -0.00744159-0.00781232j -0.00649312+0.00193637j 0.0247074-0.00811718j -0.00589071-0.017071j 0.0131173+0.00063299j -0.029324-0.000546097j -0.0335799-0.00333664j -0.0286757+0.00393557j 0.0155907-0.000599776j 0.0336267-0.00246073j 0.00410313+0.00530481j -0.0159783+0.00373759j -0.00612435-2.41273e-05j -0.0127169+0.0110276j -0.000486563-0.00615728j -0.00423842-0.000495279j 0.00278424-0.00641078j -0.0167132+0.000540458j -0.0101444-0.00713392j 0.000170164-0.0191946j -0.0115109+7.96975e-05j 0.00128827+0.00454423j -0.0133585+0.008532j -0.00908285-0.00142921j 0.00809788-0.0126282j 0.00540196-0.0110778j 0.00152687-0.000470139j -0.00737364+0.0154015j 0.0335532+0.00935722j 0.00834351-0.0028438j -0.0174676-0.00363775j 0.00409459+0.0144079j -0.00199742-0.000279443j 0.00530427+0.0227039j 0.00320464-0.00382666j -0.0110051+0.0185791j -0.00579257+0.00414999j -0.00680606-0.000848693j -0.00371124+0.00112492j -0.00388077-0.019284j 0.00213115-0.00834771j 0.00866156+0.016225j -0.0107005+0.00660182j -0.00859254+0.00314246j 0.00934999+0.00879049j -0.0199938-0.0066894j 0.00781979-0.012042j 0.0224313+0.0047752j 0.0192368-0.0107067j -0.0205481+0.01642j 0.000122292-0.00398991j -0.00335378-0.00530953j -0.0133064-0.00300385j 0.0106697+0.00423858j 0.0110992-0.0023714j -0.0113699+0.00240555j -0.0111376+0.0108255j -0.0131338-0.00747473j -0.00666778-0.00845672j 0.00354179-0.0169016j 0.00492823+0.00406442j -0.00216429+0.00288904j 0.0013907-0.0043534j -0.0105452-0.00214978j 0.00519596-0.0115943j 0.000278263+0.000933514j -0.00199493+0.00255085j 0.0143927+0.0118757j 0.00322728-0.0146992j 0.0109406+0.00367733j 0.0148882-0.000741843j -0.00515999+0.00192849j 0.00185931-0.00449974j 0.0056436+0.00668007j -0.000350177-0.00752132j -0.002161+0.000355482j 0.000728988-0.0106715j -0.00455075+0.00242478j -0.00022977-0.00567094j 0.00962076+0.00863104j -0.00115189-0.00840126j 0.0017227-0.00262391j -0.00272869+0.00076956j 0.0082363+0.00155062j 
0.00710113+0.00121454j -0.00359362+0.00348034j 0.000480816+0.00412867j 0.00693642+0.00100956j 0.00694898+0.0012726j 0.000934131-0.000938045j -0.00685162-0.0126074j -0.00119103+0.0083539j 0.0123268+0.0190196j 0.0138418+0.00328127j 0.0022592+0.00578673j 0.00399023+0.0133978j 0.00537418-0.000657694j 0.0114619+0.0023212j -0.0272557+0.00248381j -0.00882809+0.00243981j -0.00152216-0.00253093j 0.0221817-0.000910043j -0.00702245-0.000247153j -0.0313549+0.00423919j 0.00955849+0.00391282j 0.000699181-0.00256794j 0.0153866+0.0141044j 0.010696-0.0020452j 0.009021+0.00200007j -0.0110946+0.0117878j 0.00568535-0.00145493j 0.0110583-0.00858714j 0.00225652+0.00971517j -0.00501838+0.0225085j 0.00184941-0.0055746j 0.00909777+0.0142107j -0.00599492+0.0185345j -0.00185979-0.00717322j -0.0029618+0.00962048j -0.000459107-0.0212132j 0.00190854-0.0215039j 0.00492215-0.00305911j 0.0052582-0.0171989j -1.55871e-05-0.00162039j 0.0138017-0.0146177j 0.00279138-0.0377014j 0.000596915+0.00343011j 0.00866773-0.0203336j 0.00120387+0.00170031j -0.0115029+0.00714677j -0.00176483+0.00210991j 0.014687+0.00447534j -0.00276168-0.0124054j 0.00431509+0.00356644j -0.0155527+0.00931612j 0.0102952-0.0119373j -0.0106669-0.0154278j -0.0113745+0.00548016j 0.0022469-0.00544016j -0.00534168+0.00429821j -0.00478046-0.00794233j -0.0148831+0.0118972j -0.00866911-0.00114208j -0.0136031-0.00189761j -0.0009888-0.00138474j 0.0129824-0.000639277j -0.00377626-0.00398776j -0.00353926+0.0232929j -0.0052059-0.0167789j -0.00871586-0.00861613j -0.00378666+0.014956j 0.00104271+0.00686406j -0.00129436-0.00628361j -0.00747038-0.012167j 0.000117674-0.00733822j -0.000202688-0.00914758j 0.00604593+0.00783495j 0.00029294-0.00429879j -0.00405098+0.0042892j -0.00189489+0.011584j 0.00845698+0.00242627j -0.00827506-0.0131574j -0.00399448-0.000722984j 0.00836563-0.00204858j -0.00466925+0.0079037j -0.00130772-0.00516263j -0.00335156+0.0104569j -0.00452269+0.00744979j -0.0036255+0.00323041j 0.00191449+0.0100505j 0.0015386-0.00444262j -0.00455045+0.00406666j 0.00336969-0.00742159j -0.00806281-0.00062527j 0.00223756+0.00425137j -0.000475581-9.08497e-05j 
-6.00157e-05-0.00515062j 0.00783823-0.000488098j 0.00512824+1.12619e-05j -0.007198+0.0214265j 0.0232611+0.0131733j -0.00478982-0.011105j -0.017948+0.0210897j -0.00857463-0.0285238j -0.0213327+0.0121343j 0.00962265-0.00172685j -0.0136804-0.00360248j 0.00187678+0.0131422j 0.000116734+0.0124218j -0.0327955-0.027622j 0.00255349-0.00939888j 0.00582037-0.0098267j -0.00373168+0.00745548j -0.00387869+0.0104723j 0.0115825-0.0011531j -0.00430864-0.00183562j -0.00522733+9.28239e-05j 0.011611-0.00210213j 0.0126929-0.00307041j 0.0220895+0.00741024j -0.000665804-0.00298561j -0.00300459+0.00991839j 0.00659287-0.00626551j -0.010631+0.0178215j 0.00921575+0.0255249j 3.3818e-06+0.021963j -0.00928531-0.00155591j 0.00487624-0.0156536j -0.00372767+0.00470605j -0.00331697-0.00305935j -0.00699932+0.000130564j -0.00157619+6.94275e-05j -0.00921864+0.00761762j 0.00106039-0.00371893j -0.00958091-0.00853359j -0.00156559+0.0017936j 0.00293294-0.0214564j 0.00259324-0.00727072j -0.00160781-0.0136044j 0.00102691+0.0236717j 0.00239309+0.00253862j -0.0230858-0.00615299j 0.0157575+0.00250139j 0.00838818+0.00825456j 0.00536357+0.00749764j -0.0148846-0.0154503j 0.0125236+0.00702719j 0.0110945-0.00135092j 0.0155732+0.00110655j 0.0192555-0.0111471j -0.00882981+0.0112293j -0.023685-0.00816628j -0.0261175+0.0142127j 0.0155241-0.000295018j 0.0185337+0.0040857j -0.00490614-0.0189637j -0.00202486+0.0155783j -0.00829398+0.00600576j 0.0023554+0.0197968j 0.00439266-0.0153833j 0.00276383+0.00894111j 0.0126992-0.0133774j -0.0134185-0.0140317j 0.00863941-0.00319568j -0.00640235+0.00405899j 0.00221271-0.0154134j -0.000194666+0.016902j 0.00600833+0.0269726j -0.00795236-0.00312046j 0.000776916+0.00116572j 0.00755333+0.00460392j -0.0121738-0.0413303j -0.00630716+0.0214622j -0.00684349-0.0182263j -0.0100275-0.0336609j -0.00362054+0.0167257j -0.000490274-0.0228327j -0.00533738-0.0127526j 0.00503542+0.0242262j 0.00768589+0.00789805j 0.00778324+0.0107388j 0.00264054-0.00751296j -0.000142518+0.00288245j 0.000397443-0.0104377j 0.00341378+0.0210455j 0.00985818-0.0173323j 0.00289271+0.00824724j 0.00392184-0.0055891j 
0.00359624+0.000205981j -0.00898455-0.000894915j -0.00740908-0.00239272j 0.00399798-0.00966228j -0.00281804+0.00115771j -0.000177564+0.00257024j 0.000828889-0.0267714j 0.0114706+0.00843897j 0.0119241-0.0174523j 0.00126162+0.00699635j 0.0210497+0.00470913j 0.0131892+0.00131947j 0.0184311+0.000150854j 0.0158221+0.00634031j -0.00190744-0.00232969j -0.00921189-0.00629368j 0.00346696-0.00395968j 0.0175707-0.000518172j -0.0060674+0.00384391j -0.00403722-0.0173j 0.00952325+0.00201052j 0.00397047-0.0065521j -0.00127009+0.00448481j -0.00622202+0.00508435j 0.00595082-0.0032654j -0.014112-0.0184197j 0.00245074+0.0114682j 0.0171465+0.0153798j -0.00704822-0.0282358j -0.00736183-0.0260833j 0.00734945+0.00427502j 0.0129175-0.00392661j 0.000369514+0.00646133j -0.00197368+0.00747369j -0.00188844+0.0147096j 0.00135664+0.0135082j 0.00734482-0.0014543j 0.000373454-0.00372832j 0.00397411+0.010442j 0.00397785+0.00920397j 0.0111497-0.0283799j 0.00841857-0.020199j -0.00157297-0.023791j 0.0124116+0.0279116j 0.000875986-0.00159541j -0.0138515+0.0116721j -0.00162509-0.000601175j 0.00996784+0.00643585j -0.0094638+0.00244079j 0.0125697-0.0170221j -0.0111069-0.00939537j 0.000771878+0.00559381j -0.00987054-0.0108841j 0.00623166+0.0103158j -0.00185593+0.00320157j 0.00582391-0.00693908j 0.0107884+0.00201736j -0.00314904-0.00536748j -0.0159271+5.475e-05j 0.0025144+0.000924693j -0.00668104+0.0048475j 0.00965458-0.0117821j 0.000411819-0.0123212j 0.000834247-0.0119163j 0.00158939+0.0124753j -0.00142342+0.0149396j 0.00636378+0.00249578j -0.00651886+0.0250858j 0.00226537-0.00175717j -0.00257685+0.0189276j -0.00190685-0.000414021j -0.00736158+0.0012103j 0.00426638-0.00600807j -0.00200228+0.00656581j -0.00664925-0.0135969j 0.0134698+0.00696391j 0.00154665-0.0122583j 0.0142589+0.0149104j 0.00881766+0.0151239j -0.00646988-0.0066333j 0.00218326+0.00692585j 0.0108156+0.00218241j -0.000949267-0.0134093j -0.00443773-0.00278455j 0.00384349-0.0134414j 0.0017364+0.000863462j -0.000121155+0.00388328j 0.00607464+0.00526401j -0.00131602-0.00615438j 0.00347275+0.00671367j -0.00323416-0.00611281j 0.0037638+0.00194511j 
-0.000345906-0.000374723j 0.00432692+0.00221529j 0.0062402+0.0125048j -0.0154925-0.000324749j -0.0152695+0.0146029j -0.00304649+0.00193031j 0.0144214+0.00274039j 0.00174297-0.0326216j 0.0105199+0.000567543j -0.020672-0.000620229j -0.00948583+0.000594835j 0.00648246+0.00836182j -0.0273933+0.00685755j 0.0100027-0.015055j 0.000427478-0.00506115j -0.0116416-0.00700862j 0.0204116+0.0128825j 0.00133017+0.00313118j -0.00427244+0.00303065j 0.0231888+0.00181693j -0.0105687-0.00366455j -0.0153823+0.00417177j -0.0180035+0.0150727j -0.0255861+0.00663428j -0.00553481+0.00766423j -0.00656693+0.0253469j -0.00123098+0.00794057j 0.00441006-0.00154771j 0.00397148+0.00968936j -0.00294349+0.00844285j -0.0111997-0.00786154j -0.00321257-0.00287056j -0.00255549+0.00355423j -0.000676187+0.00563421j 0.00625077-0.00717608j -0.00270233-0.00992754j -0.000475088-0.0198038j -0.00498242-0.00137945j 0.00891031-0.0146057j 0.00475733+0.00873434j -0.0102817-0.0219152j 0.00114155+0.0047561j -0.00505891-0.0131623j 0.00033218+0.0125731j 0.000637071-0.00182516j 0.00596231-0.00720533j -0.00025252+0.00999041j -0.0137257+0.0194557j -0.0013241-0.00583981j 0.00667591-0.0219627j 0.0160361+0.0149218j -0.015291+0.00123137j 0.0055085+0.0136928j -0.0136798+0.0038513j 0.0213136-0.00786154j 0.0232818-0.0180787j 0.0279749-0.00236384j -0.00781955+0.0274615j -0.00114322+0.0153896j 0.00383119-0.0237737j 0.0129186+0.0131089j 0.00305681+0.0100717j 0.0214632+0.00441264j -0.00779046+0.0284957j -0.0136759-0.0239837j -0.00757784-0.0189962j -0.00300779-0.0173913j -0.00329644-0.045794j 0.00673014-0.00502752j -0.00616335-0.0235001j 0.00623218-0.00931647j 0.0048366+0.00635444j 0.0016637+0.00822545j 0.00113556-0.0196192j 0.000221482+0.0122942j -0.0101805+0.00763218j -0.00108611-0.00403169j -0.0144817-0.030091j -0.0112572-0.0256187j 0.00758556+0.00654241j -0.00678863-0.00677047j -0.00514619-0.020961j 0.0107383+0.00592887j 0.00676901+0.0260586j 0.0110595+0.00630053j -0.0102787+0.0195592j -0.00714643+0.00119591j 0.00926612+0.00225865j 0.00228126-0.00786783j -0.00469414-0.0143196j 0.00250522+0.00489545j 7.48869e-05-0.00100141j 
0.000896687-0.000591438j -0.00160437+0.00314566j 0.00224883+0.00506269j -0.00179896-0.00699294j -0.0140353+0.00403917j 0.000850164+0.00173855j 0.0106892+0.00592673j 0.00303095-0.0129094j -0.010523+0.0102018j -0.00525906-0.00801537j 0.013007-0.0184297j 0.0230409-0.00512274j 0.0225934-0.0051439j -0.00966814-0.0067516j 0.0381742-0.00626174j 0.00303835+0.000430064j -0.0125197+0.00471646j 0.00908198+0.00541682j 0.0236065+0.000690629j 0.0093631+0.00174205j 0.00763601-0.00739987j -0.00304523+0.0116116j -0.00925292-0.00382056j -0.00512707-0.00806916j 0.00956625-0.00516636j 0.00857186-0.0104701j 0.000546792-0.0157574j 0.0151983-0.00541738j 0.00182521-0.00422181j -0.00793395+0.0123955j -0.00521953-0.00852602j 0.00376573+0.00587649j 0.0124859+0.021654j -0.00922525+0.000675191j 0.00903302+0.0117437j 0.0105084+9.80917e-05j -0.00498396+0.00689533j 0.00323507-0.00162202j 0.0123389+0.002419j -0.00110579+0.00388243j 0.0399077-0.00773231j 0.00587192-0.0112846j 0.00893561+0.00422939j 0.023088-0.0102567j 0.00662798+0.0010782j -0.00530577-0.00121583j -0.00267859+0.015632j 0.0240623-0.012395j -0.0153761-0.00606105j 0.00596182+0.00925196j 0.0154091+0.0107806j 0.0107555+0.00471006j -0.0396286+0.0352557j 0.0114618+0.0027658j 0.00167624-0.00982573j -0.00948229-0.00460816j 0.00979586+0.00118265j -0.00781526+0.0142606j -0.0110385+0.00343264j -0.00120037-0.00827655j -0.00366051+0.000486199j 0.0216426+0.0114129j 0.00230676+0.00303032j 0.00375875+0.0105458j -0.000750272+0.0104732j -0.00664227-0.00790749j -0.0111555-0.00635445j 0.00870412-0.0148695j -0.00158798-0.0067425j -0.0081447-0.00798043j 0.00171063-0.00409704j -0.00460118+0.00697726j 0.00456304-0.00612662j -0.000476581-0.0112673j -0.00195404+0.014105j 0.000473208-0.000718594j 0.008166+0.00750207j -0.00396422-0.00928971j -0.00290419-0.00889268j -0.00124144+0.00723022j -0.00705713-0.000334661j -0.00791957-0.00550429j 0.00116889+0.00545322j 0.00229684+0.00355738j -0.000426326+0.00174637j -0.00118626+0.00468875j 0.00245968-0.00603107j 0.00574055+0.00694773j 0.0057528-0.00316625j 0.00042383-0.010621j -0.00194735+0.00300412j 0.000640435+0.00165626j 
-0.0016514+0.00433993j 0.00415061+0.0031962j -0.0207727-0.0397175j 0.0206656-0.035633j -0.0124235-0.00888784j -0.00611911-0.0117128j -0.00981518-0.00258267j 0.0264166+0.00881686j 0.00894369-0.00919813j 0.000407445+0.0211096j -0.00328077+0.00598492j 0.00128567+0.00662008j -0.00358267+0.00179263j -0.0178893-0.000632531j 0.0107253+0.00123784j 0.000816793+0.000431351j 0.000169261-0.00159437j -0.00710963-0.00268541j 0.012331-0.0017417j 0.0118176-0.00242888j -0.000506583-0.00849803j -0.00159635-0.00700311j -0.00199625+0.00406856j -0.00297831+0.00769855j 0.0116978+0.000606338j 0.0285237+0.00438358j -0.0191604-0.0116601j -0.0100076+0.00481006j 0.00706396-0.00272535j 0.0119406-0.00380673j 0.017623+0.019457j -0.0327733+0.00192122j -0.00334892-0.0111041j 0.0115846-0.0240648j 0.0142086-0.0113711j 0.00876542+0.00700997j 0.0127155-0.0122572j -0.0124948-0.00171497j 0.00519292+0.0239832j -0.0211062+0.000156016j 0.0203754-0.0118204j -0.0268936-0.00499596j 0.0193347-0.00170728j -0.0204261+0.00827419j -0.00420185-0.00314252j 0.0681191+0.0219681j -0.0248376-0.00956263j -0.00820104+0.00341853j 0.00683795-0.011905j 0.012244+0.0058541j -0.00566263+0.00818261j -0.005533-0.0124325j -0.0371567-0.0195465j -0.00282207-0.00712296j -0.0214094-0.00628316j 0.0144561+0.014878j 0.00548242+0.00430192j -0.00214222+0.000248186j -0.00115285-0.0120642j 0.0105789+0.0100669j 0.00650123-0.00744616j 0.0060505-0.0187011j -0.00493354-0.0101822j -0.00437296+0.0130042j 0.00311633+0.000611657j 0.00035876-0.00345025j 0.00410716+0.022085j 0.000566055+0.0113367j 7.24252e-05+0.000937053j -0.000925392+0.0150995j 0.00053505-0.00905528j -0.00397728-0.0178215j -0.000142849+0.00630854j 0.00194745-0.000951547j 6.65187e-05-0.0142458j 0.00235997+0.0351268j 0.00117893-0.00984757j -0.00629874+0.0178698j 0.00259768+0.0267917j 0.00545223-0.00765455j -0.000111908+0.0137486j -0.0121833+0.0114012j 0.00041382-0.00889492j -0.0015227-0.00680069j -0.010895-0.00497875j -0.00866502+0.000656423j 0.00232655-0.00448533j -0.00880379+0.00379508j 0.000729917-0.00936097j -0.0170426+0.0142427j 0.00232595-0.00599452j -0.0113614+0.00258701j 
0.00415597+0.00335207j -0.000861777+0.0010181j -0.00669364-0.0123672j 0.00516341-0.00315806j -0.00329836-0.00327049j 0.0102923+0.00430702j 0.0420723-0.0059572j -0.0119766-0.00485038j 0.022942-0.0069976j 0.0196333+0.00485496j -0.0184416+0.00559281j 0.00201135+0.00123169j 0.00145083-0.00146081j 0.00454708-0.00163214j 0.00569232-0.00502328j 0.00805172+0.00555274j 0.000618261+0.00459721j -0.0126212+0.00403265j 0.00213874+0.000892866j -0.00542405+0.00728572j -0.0137183-0.00269425j -0.0119865+0.00284378j 0.000585494+0.00684452j 0.0030044-0.00817214j 0.00849224-0.00209042j -0.00976514+0.00404802j 0.00168778+0.0064039j 0.000871363-0.00614082j -0.0191261+0.00128193j 0.00958395+0.00930025j -0.0249913-0.00719283j -0.0219168+0.0358614j -0.00709648+0.00396245j 0.00881819-0.00441626j -0.00119955+0.00612231j -0.0109316+0.000300862j 0.0502539-0.0193156j 0.00418515-0.00560877j -0.0519631+0.00666162j -0.00251076+0.00815498j -0.00243088-0.000550361j -0.0100205+0.00675182j 3.64081e-05-0.00558809j -0.00588917+0.0114066j -0.0045141-0.00118101j 0.00783376+0.00998802j -0.00466855-0.000152468j 0.00716735-0.00392074j 0.0106715-0.000380483j -0.00663168-0.00284695j -0.00794525+0.00524183j -0.00203953+0.00839572j 0.00432604+0.00428704j -0.0210135+0.0103888j -0.00171663-0.00554667j 0.00645409-0.000570101j 0.0167138+0.00983714j -0.00800828-0.0107601j 0.0083472+0.0101595j -0.0100187+0.0113039j -0.00507772+0.0180541j 0.0122986+0.0138886j 0.00545625-0.00766211j -0.0140113-0.0338898j -0.0115951+0.0474396j -0.0133148-0.011559j 0.00689787-0.0170674j -0.00289755-0.00720411j 0.000324983-6.20962e-05j 0.00060852-0.00645784j 0.00291473+0.00588687j 0.0036521+0.00274173j -0.000191344-0.00562817j -0.000533825+0.00171703j -0.00172011+0.0082671j 0.00835297-0.00971035j 0.0025134+0.000765661j -0.000236084-0.00540574j 0.00412632-0.00123704j 0.0001893+0.00136004j 0.00492111-0.00488266j 0.00457387-0.00191335j -0.00367779+0.00453758j -0.0043147+0.00160669j -0.00525035+0.00162596j -0.000893651+0.00399516j 0.0016781-0.00227237j -0.00389586+0.0063047j 0.0016822-0.000738698j -0.00640984-0.00163419j 0.000932712+0.00414737j 0.00315186+0.000196316j 
-2.96901e-05-0.00408546j 0.0163852+0.00347093j 3.12861e-05-0.00332701j -0.0178712-0.000262679j -0.000528258+0.0096399j 0.0268728-0.0223861j -0.0491326-0.00374673j -0.00864621+0.00327458j 0.00105503-0.0140343j 0.0296497-0.00784378j 0.0064173+0.000767349j 0.0204139-0.0184002j -0.0112643-0.00308487j 0.00551018-0.010222j 0.00233064+0.0102325j 0.00963205+0.00664904j -0.0190398-0.0012583j -0.00277827-0.00486928j 0.00151919-0.00218453j -0.00616502+0.000225043j 0.0123692-0.00505766j 0.00347533-0.0158507j -0.00507717+0.00655248j 0.00124758-0.00247234j -0.0101821+0.0127279j 0.0105929-0.0173135j -0.00477631+0.00588187j -0.0315204+0.0112672j 0.00566971-0.0064542j 0.009768-0.00722196j -0.00993464+0.0132192j -0.00326303-0.00496164j -0.00625079+0.00524928j 0.0249686-0.00625068j 0.016369-0.00505526j -0.00720171+0.00759224j -0.00718708-0.011922j -0.0135505+0.00771447j -0.0219975+0.00190526j -0.0034979-0.0057783j 0.00326615+0.00685401j -0.019974+0.0116158j -0.0035007+0.00930864j 0.00345026-0.0132152j 0.00581374-0.00655087j 0.0256648+0.00693666j -0.00844227-0.00205492j -0.0273371+0.0351428j -0.0214856-0.00456322j 0.0325325-0.0119849j -0.00396811+0.0105212j 0.0156068-0.00602986j 0.00807349+0.0106314j 0.0296156-0.019444j -0.000953057-0.0108933j -0.00265523+0.00838175j -0.0323523+0.00589244j 0.000252159-0.0121828j -0.00200755+0.00776484j -0.00581241-0.00197069j 0.0245563+0.0101571j -0.0386007+0.00520005j -0.0117862-0.00433514j 0.011611+0.0116742j 0.00945248+0.0124927j 0.0162491-0.0262722j 0.00668653-0.0387005j -0.00528317-0.077169j -0.00113723-0.0113117j 0.0130221+0.00495027j 0.0033725-0.00673092j 0.00268448-0.00800445j 0.004434+0.0207958j -0.00187824-0.0205746j 0.000342957+0.00240874j -0.00528189+0.0279026j -0.00132169-0.0114539j 0.00133583+0.00113006j -0.00369847+0.00768495j -0.00118891-0.00359018j -0.00381766+0.00402102j -0.000513241-0.00180151j 0.000520353-0.011599j -0.000924168+0.00320341j -0.00248496+0.0118121j -0.00123806+0.00215951j -0.00919306+0.00134281j -0.0012761-0.0145992j -0.00604386-0.00393094j 0.00535301+0.00862203j 0.00269827-0.00333383j -0.00396322-0.00192948j 
-0.0107632-0.00615685j -0.000750196-0.00599317j -0.00834548-0.00739363j -0.00168283+0.00286194j 0.0078098-0.0124322j -0.024593+0.000829617j 0.0268403+0.0114617j -0.0029043+0.0221788j 0.019632-0.00856495j 0.0223573-0.00486523j 0.0380293+0.00314314j 0.0229892+0.00653132j 0.000499752+0.0145558j 0.00632706-0.0141936j -8.11205e-05-0.00763287j -0.00559412+0.00378589j -0.0149295-0.00270316j -0.0051568-0.0145084j 0.00382156-0.00695924j 0.0152548-0.00196921j -0.00127121+0.00796032j -0.0154522-0.0212635j -0.0139545-0.000607209j 0.00574949+0.00481782j 0.0102097+0.0071468j 0.015698-0.0200935j -0.000780033+0.0212104j 0.0112689+0.00520347j -0.0122026+0.0182181j -0.019198+0.0329028j 0.0280594+0.00528092j 0.0133175-0.020434j 0.0139191-0.0148105j -0.0244413-0.00866318j 0.000802229+0.00268958j 0.0295738-0.00450077j -0.0392777+0.00997494j 0.00399468-0.00335169j -0.0148135+0.00873699j -0.00805687-0.00241978j 0.0248022-0.00236329j 0.00892296+0.0186772j 0.00218967-0.000571338j 0.000794384-0.000846715j 0.00455991-0.00191816j 0.0189877+0.00099375j -0.0242047-0.0047507j 0.00569789-0.00772799j 0.0233115-0.00508489j -0.00674425+0.0139074j -0.0300831+0.0028733j -0.0164704+0.00359172j -0.0253932-0.0113729j 0.00962226-0.00240203j 0.0164676-0.00140287j -0.016377+0.00794944j 0.0310759+0.00218185j 0.0231475-0.00934209j -0.0311898+0.00177405j -0.00457507-0.00420998j -0.0164784+0.00825199j 0.0198788-0.0163865j 0.00381526+0.00229099j 0.00719475-0.0114929j 0.00226937+0.0234269j -0.000570959-0.0103555j -0.00433247-0.0139848j 0.00159934-0.00933932j -0.00160169-0.00293544j -0.00613589+0.00582843j -0.00124035+0.00968561j -0.00160475+0.00773677j -0.00179691+0.00614913j -0.00259206-0.00943526j 0.00611227+0.0151166j 0.00282733-0.00760999j -0.0105763+0.0172746j 0.00174213+0.00880064j 0.00409531+0.00523487j -0.00421842+0.00532755j 0.00228078+0.0104112j -0.0153172+0.00138113j 0.00254493+0.00780067j -0.00300324-0.000350033j 0.0081002+0.00169815j -0.000859112-0.00613125j 0.0102702+0.00398769j 0.00408748-0.003107j 0.00494426+0.00507614j -0.00291043-0.000926644j -0.00227821-0.00225191j -0.00285441-0.000944835j 
