0.0102208-0.00646169j -0.00270507-0.0423414j 0.00474319+0.0252405j 0.00995711-0.00148576j -0.00176982-0.0128792j 0.00249731+0.0174402j -0.0126252-0.00667169j -0.00595486-0.0122211j -0.00317801-0.0111161j -0.000793582+0.0114367j -0.00173+0.00510009j 0.00687235+0.00972171j 0.00828514-0.00315679j -0.00340871+0.00475097j -0.0040497-0.0103394j -0.00257852-0.0144099j -0.00205092+0.00105002j -0.00286762+0.00682877j -0.00595836-0.00518715j -0.00299624-0.00153773j -0.00285803+0.00359542j 0.000705636+0.000346816j 0.0018514+0.00161894j 0.00136104-0.00200812j 0.00154018-0.000802779j -0.000806118-0.00845711j 0.00347996-0.00376181j -0.00144563-0.00252873j 0.000275005+0.00710767j 0.00228222-0.0025056j 0.00415828+0.00343744j -0.000295813+0.000475814j -0.00390084-0.00209013j -0.00255719-0.00127228j -0.000777114-1.41552e-05j -0.000173017+0.00357175j 3.17521e-05-0.0031388j -0.00606301-0.00601835j 0.00638751+0.00539348j 0.00809138-0.000853006j 0.00250119-0.000739584j -0.00202208+0.00156381j -0.000294644+0.000342647j 0.00614519+0.00348559j -0.0010292+0.0049614j 0.00581095+0.00574958j -0.00544494-0.000127818j -0.00447916-0.00157676j 0.00844838+0.00716729j -0.0136901-0.012256j 0.00552143+0.00674853j -0.00179536-0.001367j 0.00877618-0.00148075j 0.00506855-0.00586338j 0.00124223-0.00623604j -0.00499018+0.00117071j 0.0119596+0.00722567j -0.0168579-0.0169464j 0.00336189-0.0309346j -0.0493922-0.0234089j 0.0217902+0.0635653j -0.00691535+0.0351854j 0.0253826-0.00416945j 0.0202104+0.0289444j 6.37158e-05-0.0214604j -0.00975121-0.00302823j -0.00262259+0.0382247j 0.00557716+0.0179188j 0.00446531-0.0151899j -0.00352861+0.0253319j 0.0358037-0.0195303j 0.0108803-0.411564j 
0.00404697-0.0727078j -0.00209668-0.0405503j -0.00113492+0.132528j 0.00299695+0.119022j -0.00621581+0.130974j -0.00477191+0.0527693j 0.00977211+0.0399683j -0.00588311-0.136919j -0.00221239-0.0239575j -0.00283179+0.107252j 0.00545499+0.0868921j -0.00597066-0.194754j -0.00100656-0.0325097j 0.000332436-0.207992j -0.0105219-0.121354j 0.00483752+0.0694472j 0.00166287+0.1858j -0.0169726-0.0351724j -0.000264932+0.0199976j -0.0139049-0.0555067j 0.00888874+0.0363975j -0.00702666-0.0315691j 0.00209871-0.0548397j 0.0128504-0.029817j -0.0238464+0.0227659j 0.0160406-0.0591496j -0.000129662+0.00755429j 0.00616924-0.00886534j 0.00666853-0.0459999j -0.00236827+0.0192341j -0.0291096+0.0362653j 0.0117764+0.00969793j -0.00630898+0.0100863j 0.0125189-0.0233732j 0.00380497+0.0219148j -0.00361115+0.0210275j -0.00634583-0.00935058j -0.0102893-0.0216683j 0.00844341+0.0335932j 0.00856494+0.097417j 0.00447619-0.012455j 0.00268714-0.00963299j 0.00955408+0.00906647j -0.0168672+0.0637685j -0.000122523-0.0215738j -0.00371071-0.00391107j 0.00220593+0.00101008j 0.00393539-0.0274854j -0.00243944-0.00423679j -0.00376653-0.028332j 0.00269412-0.00694058j 0.00127769-0.0122267j 0.000423266-0.0313725j 0.00688676-0.0642244j -0.00415306+0.033603j -0.0069655+0.0127391j -0.00161036+0.00709994j -0.0123062+0.0302389j 0.000371114+0.0300816j -0.00388662+0.0200548j 0.00141437-0.0106044j 0.00540791+0.0334007j -0.00342364+0.0402256j 0.000382512+0.0153956j -0.000854279-0.00739837j 0.000201925+0.0483063j -0.00711043-0.0493469j 0.00127484+0.014066j 0.000944626-0.0517334j -0.00253196-0.00300402j 0.00149371+0.0214327j 0.00155973-0.0154147j 
0.00287341-0.0378595j -0.00155682-0.0193489j -0.00489616+0.104348j 0.00114152-0.0339513j 0.00491843+0.0694147j 0.0010884-0.174069j -0.00175574-0.176283j -0.00519948+0.240224j -0.00483264-0.0375511j -0.0102819-0.0964662j -0.00291567-0.117491j 0.00403631+0.0991954j -0.00314666-0.0122042j 0.00257717-0.00781662j 0.00931655-0.0577019j 0.00392854+0.114946j -0.0099932-0.123688j 0.0221106-0.0173536j 0.00632173-0.0158224j 0.00505496+0.106064j 0.0149316+0.0775799j -0.00521062+0.0419232j 0.000193583+0.0519539j -0.017616+0.0836916j -0.00713287+0.016589j -0.011342-0.0093159j 0.0187252+0.0151008j -0.00640495+0.0135548j -0.0227435-0.00871194j 0.0139879-0.0467773j 0.0308628-0.016135j -0.00312463+0.0340545j 0.000949806-0.0257973j 0.0284761-0.0181234j 0.012507+0.0499818j -0.0149091-0.0105919j 0.00191155+0.0390962j -0.0056791-0.0222205j 0.00270611-0.024573j 0.00470507+0.105785j -0.00388256-0.0204307j 0.000323909-0.0500535j -0.00526886+0.0336922j 0.00297366+0.0595049j -0.00356362-0.00948582j 0.000787713+0.0354634j 0.00140936-0.0752237j 5.75585e-06+0.00150273j -0.00435987+0.0233297j -0.00359468-0.055625j -0.0030342-0.0288171j -0.00614863+0.051078j -1.80113e-05-0.0492385j 0.000833512+0.0282414j -0.00310216+0.0741678j -0.00021028+0.055523j -0.00236737+0.0281749j -0.00649234+0.0201147j -0.00523035+0.0157798j -0.00272482+0.0490945j 0.00411173-0.00406839j -0.000902818-0.0149659j -0.000591362-0.0028368j 0.002692-0.00845047j -0.000563858+0.00718415j -0.000600609-0.0149287j 0.00206357-0.0318255j 0.00111811+1.64443e-06j -0.0019832-0.0347743j -0.00576428+0.0257147j 0.00185564+0.0477919j 0.00390955-0.0267953j 
0.00184031-0.0709103j -0.0045918+0.0388415j 0.00271588-0.0280194j -0.00863615-0.0329337j -0.00621023-0.0890549j -0.00124762-0.479171j -0.00566692+0.314418j 0.00790533-0.143651j -0.000543252-0.129381j -0.00909951-0.000386664j -0.00196532-0.0656603j -0.00768512+0.116144j 0.000481274+0.0409552j -0.00825641-0.0663687j -0.00202206+0.0282848j 0.005573+0.0440784j 0.0131171-0.0318651j -0.0110884+0.0433841j -0.00576929-0.0397612j 0.0111917+0.241758j -0.0061976-0.0726472j -0.0154306-0.00667197j 0.0168155-0.0138405j -0.00288274+0.0185992j 0.00332509-0.00428237j -0.00902579+0.0031341j -0.00645627-0.0045001j -0.00795568+0.0114687j 0.0262108-0.000347897j 0.0189446-0.00859758j 0.0017858-0.0272317j 0.0128767-0.00877522j -0.00552173+0.0326585j -0.00714134-0.015651j -0.0247479+0.0461521j 0.00758272+0.0244854j -0.00129783-0.00580757j 0.00982641+0.00395j 0.0020386-0.0325148j 0.00632498+0.0231708j 0.000814619-0.00106461j -0.00168647+0.0176658j -0.000633016-0.0337626j -0.00542646-0.0486451j -0.000242519-0.0321875j -0.0044422+0.0248266j 0.00271104-0.0259508j 0.00183771-0.00805925j -0.0111025+0.0211552j -0.00680903-0.0388945j 0.00147277+0.0292212j 0.00408557-0.0128051j 0.00532758+0.0220575j 0.00707825+0.0437595j 0.00616442+0.00839313j 0.000887998-0.00782955j -0.000619837+0.000858819j -0.00265613-0.0226321j -0.000916204+0.0199763j -0.00629912-0.0221707j 0.000734201+0.00994995j 0.00148956-0.00611386j -0.000923139-0.0115771j -0.00193914-0.00133173j -0.00202555+0.0110696j 0.0023-0.00712257j -0.00311698+0.00714004j -0.00153704+0.00717491j 0.000420544-0.0197441j -0.00195287-0.0190756j 0.00237934+0.0143854j -0.000376443-0.0169663j 
0.00142769-0.00121291j -0.000995901-0.0283595j -0.00100218+0.0114144j 0.00100152+0.0264323j 0.000636611-0.128554j -0.00122803-0.00552028j 0.00526825+0.103567j -0.00099574-0.0113741j 0.00270634-0.0350104j -0.00675737+0.00411242j -0.00149797+0.11501j 0.00984582-0.244819j -0.00505775-0.138076j 0.000175825-0.0258072j -0.00541271-0.0593636j -0.0073629-0.0520073j -0.00914638+0.0397238j -0.00244292+0.00630769j -0.0112897+0.00835626j -0.018892-0.00857464j -0.00416106+0.0275641j -0.0135915+0.0259221j -0.0268626-0.0550322j -0.0250195-0.0523596j 0.00603681-0.0388502j -0.00363905-0.0847288j 0.0169103+0.00123871j -0.0196751+0.0459068j 0.00729798+0.0209154j -0.0243495+0.0140126j -0.00130952-0.0143752j -3.58253e-05-0.0378732j -2.99661e-05+0.0326324j 0.0032164-0.024009j 0.0272849+0.00333964j -0.0114156-0.00017964j 0.025114-0.0235382j 0.0177505-0.00978921j 0.00185896+0.023952j 0.00228289+0.026041j -0.00383259+0.00895631j 0.0124719-0.00260439j -0.00140799+0.0200515j 0.00730183+0.0148625j 0.000890511-0.0188253j 0.00659263-0.00237735j -0.00790887-0.021121j 0.000727293-0.0428245j 0.00978142+0.0158265j -0.00864645-0.0522301j -0.000133692-0.00816565j 0.00272504-0.0225536j -0.00828754+0.0160947j -0.00133947-0.0154912j 0.00449357-0.0256821j 0.0024305+0.0323299j 0.00105239+0.0479384j -0.00320982-0.0272825j 3.00497e-07-0.0104909j 0.00900168-0.0139939j -0.0022768+0.0123076j 0.00142005+0.044343j -9.41877e-06-0.0235039j 0.00352849+0.0144102j 0.00536003+0.0479143j -0.000921688+0.0329545j -0.00577434-0.0816454j -0.00246531-0.0161417j 0.00218108+0.0294116j 0.00252439-0.0280217j -0.00132516+0.00246687j -0.000305869+0.0452438j 
0.000858697-0.0577536j -0.000660809-0.0624182j -0.00304338-0.0880767j -0.00168368+0.0558367j 0.00656556-0.322993j -0.00671858+0.108717j -0.00395233+0.182928j 0.00160787+0.23865j 0.0083958-0.00128444j -0.00437862-0.120916j 0.00739518-0.106593j 0.000957378+0.0857695j 0.000177953-0.125073j 0.00306107-0.00871244j -0.00669138+0.0442537j -0.0190522-0.0805769j 0.00720915-0.0748624j -0.00198916+0.13276j -0.00274431-0.0777334j -0.00396643-0.00238648j 0.00284393+0.0797145j -0.00513681+0.00333257j -0.0071804+0.0211391j 0.0187662+0.0348302j -0.0251187-0.0281652j 0.00241244-0.0013918j 0.0115314+0.0773051j 0.0144666+0.0253308j -0.00980868+0.0560668j -0.00472496-0.0175713j 0.0096725-0.00492858j 0.00810343-0.0487038j -0.0021573+0.0269135j -0.00766734-0.0545627j 0.0125385-0.0315233j 0.00912452-0.00513126j -0.0124221-0.0251828j -0.0102243-0.0174724j -0.014543+0.0614524j -0.000261607+0.00384273j -0.0144828+0.0355346j 0.00304055-0.0150369j -0.00192724+0.0907779j -0.00881329+0.0133271j 0.00596481+0.000316713j 0.0134048-0.00769475j -0.00343615-0.0337136j 0.00624676+0.00635957j 0.00282277+0.0417585j -0.0021324+0.00305487j 0.00479595-0.0121497j -0.00414801-0.0249456j -0.00279178+0.00245277j -0.000925114-0.0159371j -0.00454449-0.059663j 0.000758486+0.0579271j -0.00323144+0.0256822j 0.0060969+0.026159j -0.00854641-0.0319577j -0.00335269-0.0592726j -0.00334028-0.0430993j -0.00211894-0.0255359j 0.000709964-0.019726j 0.000798809-0.00984235j 0.000242801+0.00142835j -0.000475568-0.000342433j -0.00098487-0.0149622j -0.000225062+0.0228198j -0.00180293-0.0205126j -0.00129561+0.0272059j -0.00120787+0.0229704j 0.00152916+0.00867686j 
0.0057434-0.0257813j 0.00245943-0.086312j 0.00671558-0.0194884j -0.00146946+0.202074j -0.0133811+0.400713j -0.010992+0.0521368j -0.00709619+0.224496j 0.00905101-0.200141j 0.00725777-0.00648216j -0.00477436+0.0216213j 0.00589809-0.0395805j 0.0149803+0.195863j 0.00476847-0.0246993j 0.0175347+0.0502147j 0.00460054+0.133054j -0.00285729-0.00904353j 0.0238118+0.181439j -0.00177536-0.0415063j 0.00755065+0.0191863j -0.00914722-0.00971111j -0.0125051-0.0694916j 0.0138448-0.00377928j -0.00229393+0.00443318j -0.00845319+0.00894208j 0.00434312+0.0103063j -0.029814+0.0499262j 0.0175926-0.0111644j -0.00767337-0.0220298j -0.0215724+0.0379455j -0.00996474+0.048942j 0.0186568+0.0607626j -0.00532835-0.0272806j 0.0166331-0.0243532j -0.0273039+0.00590428j 0.00548944-0.0128037j -0.00168438+0.0104864j 0.0155245+0.0476899j -0.00597153-0.0397171j -0.00619662-0.00272757j 0.00451777+0.00798626j -0.0119695+0.0656338j -0.0075768-0.00175102j -0.00237314+0.0391971j -0.00119608-0.0168678j 0.00578963-0.0361656j 0.0205127-0.026767j 0.0218179-0.0630728j 0.00350846+0.0448674j 0.00994077+0.0352362j -0.000932958-0.0427251j 0.000955486-0.000186445j 0.00596764-0.00543933j -0.000850777-0.0214714j -0.00282628-0.00057659j -0.00357745+0.0484964j 0.0086681+0.0146552j 0.00297132+0.00697601j 0.00837158+0.0423385j -0.00779229-0.0312428j -0.00322702+0.0075148j -0.00272138-0.0160797j -0.00351973-0.0141842j 0.00170768+0.017335j -0.00317506-0.00782454j -0.0093113-0.0262395j -8.27393e-05+0.02084j -0.00311403+0.0249761j 0.00258241-0.0402266j 0.00397135+0.0298671j 0.00190397-0.0217001j 0.00152834+0.0206476j 0.00257444-0.00243889j 
-0.00219724+0.0171852j -0.00212328-0.0589918j 0.00738226-0.0682353j -0.00169972+0.0016047j -0.002339-0.275724j -0.00558196-0.0234062j 3.17523e-06-0.0944004j -0.00633598-0.283687j 0.0025839+0.0475315j -0.00330235+0.0412281j -0.00204535-0.0192844j 0.000163941-0.0170266j 0.00145451-0.00458548j 0.00644711-0.10575j 0.0148663+0.0717393j 0.00593992+0.00659524j -0.00564314-0.0302554j 0.0174327-0.0336893j -0.00327666-0.0259333j -0.00156991-0.00894526j 0.00808558-0.0619508j 0.00234755-0.0277013j 0.00579999+0.012076j -0.023697-0.0430094j 0.00264661+0.0567535j -0.0191379+0.00256088j 0.0208438-0.00842319j -0.0200143-0.00562023j -0.00741771-0.00360468j 0.013984-0.00262932j 0.0109127+0.0148261j -0.00156981+0.055925j -0.00707952-0.0229538j 0.0139088-0.0195047j -0.000170235+0.00116026j -0.0152005-0.0105796j 0.00957166+0.00556876j 0.00375586-0.0889719j -0.00372346-0.059156j 0.00812147+0.0528714j -0.00308635-0.0225929j 0.00641457-0.0994669j 0.00300231+0.00913641j 0.00250364+0.007319j -0.00137961-0.0131841j -0.00289204+0.0153737j 0.00915534-0.0387889j -0.000609463+0.0270764j 0.00180378+0.00573081j -0.00153101+0.0618756j -0.00857177-0.0200642j 0.0108498-0.0156819j -0.000321865-0.00409908j 0.00198849+0.00798596j 0.00641679+0.0431779j 0.000179692-0.00619436j 0.00199957-0.0222607j 0.00208614+0.0136144j 0.00415661-0.0442266j -0.00145171+0.0129573j -0.000457788+0.00360555j 0.00496083-0.0193154j 0.000345799-0.0394845j 0.000105788-0.0386843j -0.000228023-0.0883853j 0.000935571+0.0180356j -0.00277859+0.0650768j -0.000548524+0.0592259j 0.00022319-0.0097108j 0.00723754-0.00983846j 0.00249521+0.0170911j -0.0024029-0.0584965j 
-0.000698959-0.0256634j -0.00147914-0.0556877j -0.0023164+0.338547j 0.000377107-0.359251j 0.0021138-0.0162788j 0.000592008+0.0711559j -0.00345597+0.0448186j 0.00794702-0.00438454j 0.00457501+0.13421j -0.00386243+0.05255j 0.00721922-0.0892915j -0.00387369+0.135395j -0.0143977-0.0805258j -0.00608474-0.0371998j 0.00021645-0.126801j -0.0172907-0.081324j 0.0114214+0.00824629j -0.00869392+0.0583733j 0.00223625+0.0106056j -0.00354905-0.0490978j -0.0280549-0.0430026j 0.00980708+0.00310493j -0.00133783+0.0212861j 0.0257218-0.0220075j -0.0026949+0.066872j 0.00486406+0.0382271j 0.00978696-0.0221825j -0.00888466+0.00701092j 0.0203021-0.00263219j -0.0199426+0.129387j 0.00273655-0.0146431j 0.0227848+0.0405896j 0.00866328-0.0105869j -0.0198129+0.0026671j -0.000211804+0.0446943j 0.0059072+0.00804188j -0.00730456-0.0229529j 0.00889583-0.0726168j -0.00648049+0.0263728j 0.00411429+0.000596632j -0.000878262+0.0208679j -0.00393497+0.0366312j -0.00912305-0.0454558j -0.00825244-0.00564817j 0.000888799-0.0579413j 0.00705445+0.0177583j 0.00636125+0.011754j 0.00468752+0.0117983j 0.00547025+0.0551602j -0.0075743+0.0018136j 0.00355052-0.0127123j 0.000233459-0.0286204j 0.00209629-0.017274j -0.000556334-0.0059429j -0.0024768+0.0417069j 0.00315134+0.020871j 0.00224272+0.014495j 0.00533231-0.00788265j -0.0040316+0.00952759j -0.0018+0.0195836j -0.000287561+0.0325117j -7.69601e-05+0.0498265j 0.00184905+0.00907381j -0.00262915-0.0248112j -0.00254057-0.0319633j 0.000606744+0.0145201j 0.000953438-0.00555969j 0.00225268+0.0347041j -0.000945114-0.0161277j 0.00029867-0.00374259j -0.000110282+0.0345846j 0.00135064-0.00866523j 
-0.000141625+0.10719j 0.000918952+0.0205742j 0.00781828-0.0602072j 0.00514557+0.20504j 0.00552829+0.0551947j 0.00121123-0.03822j -0.00487995-0.140659j 0.00479042-0.0158747j 0.000339515+0.0873968j 0.00718201-0.022529j 0.0140388+0.0623067j -0.0234392-0.0791144j 0.0030604-0.0298939j 0.00289615-0.0552598j 0.00165189+0.029843j -0.00842739+0.0741185j 0.0013555+0.012643j -0.00597223-0.0597863j -0.0302708+0.011902j 0.00772601-0.00934783j -0.00590432-0.0386478j 0.0024933+0.0434912j 0.0176391+0.0370734j 0.0248044+0.0213919j -0.0323724-0.0659128j 0.0398001-0.0599959j -0.00926624-0.0236448j -0.00393826-0.0533125j 0.0170303-0.00322553j -0.00526645+0.070296j -0.0126508-0.0341588j 0.0130229-0.0454617j 0.00135984+0.00817755j -0.00634781-0.0437267j -0.00319211+0.0559755j 0.0156113-0.0723631j 0.00217514+0.0507895j -0.0241162+0.0254599j -0.00101325-0.0210519j 0.00604284-0.0377171j 0.00224446-0.0145429j 0.0144968-0.0255956j -0.00371962+0.0377452j -0.00636199-0.00969172j 0.00263848-0.0270162j -0.00508466+0.0257178j 0.0040282-0.10592j 0.00176651-0.00373974j 0.0121516-0.0202791j 0.00365963+0.0567237j 0.00388569-0.00142799j 0.00724241-0.00732404j -0.0114294+0.0146816j -0.00922955+0.00654582j 0.00509593+0.0519253j -0.00520105-0.00322782j -0.00297602-0.0189566j 0.005852+0.0139127j -0.00267989-0.0222997j 0.000116639-0.0469292j -0.00028776-0.0536211j 0.00241884-0.00430978j 0.0018591-0.0705305j -0.0029351-0.0603161j 0.00185798-0.0676776j -0.00223211-0.0218029j -0.000931754+0.00804847j -0.000750044+0.0362706j 0.00118969+0.0250099j 0.00467505+0.0188987j -2.38755e-05+0.0224325j 0.00150361+0.00942074j 
0.00267353+0.00181105j -0.00220589-0.00237861j -0.000591569+0.294821j -0.0055613+0.184651j 0.00196575-0.106371j 0.000235352-0.0450735j -0.00173699+0.147236j 0.00832914+0.123065j -0.00403517+0.0624918j -0.00570623-0.0688424j -0.00685988-0.0249801j 0.0125671-0.0185177j 0.00685984-0.0561681j 0.00847498-0.067665j 0.0154546-0.0517535j -0.00081751-0.085536j 0.00040452-0.00449552j 0.00803603-0.010518j -0.00752763+0.0196071j -0.000800992+0.00530404j 0.00574279+0.0596619j 0.00351596-0.018888j -0.0376692+0.00578365j -0.026569+0.0534208j -0.00476425-0.0202122j -0.0217193-0.00511085j 0.00240734-0.00675404j -0.0266518-0.0480439j -0.0328644-0.0253721j 0.00777028+0.0193574j 0.00839978-0.000370867j 0.00655378-0.0364616j -0.000496374+0.00191933j -0.0108561-0.00699685j -0.00756139-0.00659921j -0.00175865-0.0267116j 0.00693605+0.000427186j -0.00332368+0.0343148j -0.0029108+0.0208176j 0.00176673-0.0484717j -0.000842661-0.00235873j 0.0014725+0.0275395j -0.00120271+0.00280304j 0.00284326-0.0012288j 0.00884807+0.0140717j 0.00574793+0.00765379j -0.00293267+0.0103059j 0.00101882-0.014588j 0.00336937-0.00737683j 0.000347064+0.0494899j 0.00350263-0.0017041j -0.00390908-0.0538395j -0.00960211+0.00547873j -0.00334485-0.0264769j 0.00474115-0.0394183j 0.00414246-0.000843057j -0.00224355+0.0179612j 0.00330792+0.00196566j -0.00494462+0.0271446j 0.000405855-0.0386015j -0.00189543-0.0183365j -0.00121972+0.0377253j -0.00148543-0.00284923j -0.00154072+0.00472523j 0.000749247+0.0428394j -0.000258916+0.0205433j -0.00133117-0.0218135j -0.00472652-0.0224234j 0.00305998-0.000998355j -0.00205536-0.0173882j -0.0016202-0.00157163j 0.000419909+0.0427672j 
-0.00236686-0.103406j 0.00147899+0.0146j 5.62994e-05-0.39403j 0.0101788-0.140149j 0.00347395+0.153664j 0.00954778+0.0477868j -0.00200011-0.141202j 0.00567514+0.0524599j 0.0126326+0.0314416j -0.00407543+0.0646034j 0.00529196+0.18575j 0.00362605+0.0672688j -0.0166377+0.00672659j 0.0193812+0.0564125j -0.00543283+0.0209413j -0.00431939+0.0770585j -0.0019807-0.00363586j 0.0012388+0.0148277j -0.0186218+0.0114788j 0.0109873-0.0129187j -0.00705165+0.0325052j -0.00428476-0.0490032j -0.0355598-0.0014924j 0.00626077+0.023611j -0.00455733+0.0607662j -0.00228741-0.0121094j 0.024575-0.00616851j -0.00956432-0.0518451j -0.0211081+0.044821j -0.00359469+0.0499031j -0.00057494-0.0597919j 0.0329078-0.00365954j -0.0116517+0.0179525j -0.00887146-0.0224473j 0.00877999+0.0394584j 0.00602577-0.0374968j 0.0130025-0.0405176j 0.00995113-0.0379776j -0.00224026+0.0132509j -0.00429618-0.0084119j 0.00424484-0.0359964j -0.00906458+0.00278138j -0.0108931-0.0252915j -0.000527361-0.0018871j -0.000288741-0.0271767j 0.000460876+0.0562791j -0.00662985+0.0222156j 0.00178658-0.0155865j 0.00878172+0.00195711j -0.00396914-0.0066562j -0.00177258-0.016391j -0.000823473-0.015678j 0.00158969-0.0103111j -0.00252502+0.0372516j -0.00394544+0.0309898j 0.00397683+0.00354933j 0.00285538+0.0189526j 0.00262501-0.0385486j -0.00384443+0.0130226j 0.000986006-0.0275892j 0.00199443+0.0335845j -0.00376661+0.0261734j 0.00475874-0.024233j 0.000613059-0.029643j 0.00169866-0.00256221j -0.00092014+3.80191e-05j 0.00569537-0.0104003j 0.00192421+0.0249269j -0.00212137-0.0271569j -0.000804459-0.0239291j 0.00158857+0.0209511j 0.000977801-0.0340694j 
0.00331419+0.000825141j 0.00106226-0.0708137j 0.00195293+0.106335j -0.00674765+0.424001j -0.00046237-0.13981j 0.0157537+0.106257j -0.00858919-0.0120247j 0.0083426+0.111863j -0.00249983-0.0560502j -9.69716e-05-0.0747933j 0.00209488-0.0767072j -0.0165873-0.0788912j -0.0141723+0.0630367j 0.00141803-0.0633575j -0.00543909+0.0252235j 0.00405795-0.00242644j 0.0108525-0.0344319j -0.0177323-0.0185759j -0.00998354-0.0424218j 0.0290886+0.0798742j -0.0162967+0.0563866j -0.00833088-0.0108171j 0.00150182-0.049033j 0.00313598+0.041352j 0.00901927+0.116248j 0.0289051-0.034217j 0.000163745+0.0204628j -0.0038067+0.0104059j 0.020583+0.0101902j -0.00188274+0.00651956j 0.00881395-0.0303236j 0.0289832+0.00413299j 0.00129106+0.0558376j -0.0179624+0.0383805j -0.00884697+0.0406312j -0.00296198+0.0173405j 0.00854536-0.0112483j 0.00946969-0.0532091j 0.00668951-0.0676387j -0.0107876+0.0255983j 0.0103931-0.030025j -0.00972588+0.00648518j -0.00975138+0.00327284j -0.0035097-0.058394j -0.0108297-0.00144195j -0.00613582+0.0084137j -0.00264567+0.0472596j -0.00653627+0.0088737j 0.00440018-0.0154541j -0.00557249-0.0128418j 0.00368009-0.00823704j 0.000162756+0.044221j 0.00459637-0.0380553j -0.00134747+0.0439177j 0.000654416+0.00232932j -0.000456135+0.00258455j 0.00198133+0.0114519j 0.000627696-0.0230752j -0.000209511+0.0163307j 0.000866982+0.0652205j -1.9128e-05+0.0438318j -0.00365014+0.00356113j 0.00189282-0.0225691j 0.0022736+0.0243221j -0.00192616+0.053021j -0.00205661-0.0260084j 0.00442844+0.0327531j -0.00180193-0.041069j 0.000548526-0.0078777j -0.00213942+0.00780764j 0.00228249-0.0190037j -0.00148478-0.0401863j 
0.0031728-0.153074j -0.00700586+0.117308j -0.00667814+0.0726467j 0.00142218-0.0363994j -0.0090488+0.0599772j -0.00804558-0.256601j -0.0196609-0.0851234j 0.000568244-0.0686298j 0.0133922-0.0352572j -0.00749135-0.0642687j 0.0190599+0.0879422j -0.00771044-0.00442958j 0.00604447+0.0142741j 0.012571+0.00425816j -0.00997693-0.0513567j -0.0462758+0.0155045j 0.0227733+0.0437221j 0.00408684+0.0164509j -0.0160807-0.0514009j -0.000373485-0.0651901j -0.0113446+0.0492221j -0.0304044-0.0389369j 0.0103032-0.0738993j 0.0247009+0.0464308j -0.00541057+0.0480607j 0.0244956+0.032144j 0.029453+0.0369636j 0.0114645-0.0448754j -0.0189725+0.0272764j -0.0157221-0.0050203j -0.0129854+0.0360807j 0.00792908-0.0570139j 0.0116031-0.0307961j -0.012974+0.00265936j 0.0128192-0.0685945j 0.00276135-0.0316828j 0.0158303-0.0106289j 0.0145706-0.0423613j -0.0123507+0.0210244j 0.0196573-0.0436546j 6.83246e-05+0.0329131j 0.0140573-0.0284571j 0.00869097+0.00518158j -0.0125046+0.00956513j -0.00190914+0.0318802j 0.0190093-0.00787411j -0.0108311+0.0219681j 0.00334193-0.00836249j 0.012114+0.0347262j -0.00997608+0.0142456j 0.00275145-0.0238213j -0.000339158-0.0357347j -0.00653588+0.0231008j 0.00266267-0.0202344j 0.00507879-0.0527133j 0.00686967+0.0211742j 0.00124397+0.0242924j -0.00515464-0.00459001j -0.00443278+0.0141885j -0.00036171-0.00216583j -0.00284083-0.0327011j 0.00827068-0.00793869j -0.00252171+0.00324872j 0.00676805+0.0244691j 0.00341209+0.0361349j 0.00482078+0.0461337j -0.0117646+0.0152165j -0.00668332-0.057304j 0.00248663+0.0107352j -0.000313747+0.0127927j 0.00306748+0.0208482j 0.00102929-0.0199299j 
-0.0034081+0.0683336j 0.000996143-0.073249j -0.00327631-0.146464j -0.00813225-0.109118j -0.0124677-0.199566j -0.00161594-0.0570169j -0.0175414+0.0257547j 0.00323409+0.0818783j -0.00794966+0.0137604j -0.00113369+0.0514443j -0.0104365+0.0322145j -0.0102935-0.0159267j 0.0189783-0.0225034j 0.0196542-0.0281419j -0.00675451-0.0442545j -0.0171615-0.0858071j 0.0340679+0.0653462j -0.00721156-0.131029j 0.00127657-0.0120431j 0.0180201+0.027256j 0.00560743+0.02507j 0.0096947+0.0948657j 0.0118069-0.0627243j -0.00859888+0.0551388j -0.00260353+0.0219301j 0.0258472-0.0135343j -0.0104747-0.0117127j -0.00678573-0.0267697j -0.0169824-0.0102254j -0.00367114+0.0259241j -0.0050306+0.0718221j -0.00694538-0.038843j 0.00949551-0.0356285j -0.0420699+0.0938185j 0.000308112+0.0247934j -0.00201914+0.016629j -0.00105767+0.00551688j -0.0095005+0.0172318j 0.000484327+0.0399597j 0.00861133+0.0520467j -0.00328181+0.0345871j -0.00334265-0.00672814j 0.00492022+0.0139442j -0.0154472+0.0424212j -0.00422607-0.0230755j 0.00811813-0.0162804j 0.00763834-0.0252959j 0.00131918+0.0382339j 0.0088966-0.0094454j 0.00874117-0.00518668j 0.00655992+0.0220828j -0.000335182+0.0118527j -0.00188227-0.00405957j -0.00530143-0.00679907j -0.00595139+0.0088108j 0.00477661-0.0384017j 0.00172995+0.00261791j 0.00709879+0.040255j -0.00137801-0.00272532j -0.00473935+0.0123726j -0.00845236+0.00756398j 0.00382641+0.00161866j -0.00275928+0.0453474j -0.00118607+0.0049629j -0.00662437+0.0193631j 0.00281657+0.0140893j 0.000750861+0.00790056j -0.00122626-0.0130802j 0.00277119-0.00462308j -0.0010963-0.0799265j -0.00143328+0.0141455j -0.00022249+0.0411859j 
