0.0102208-0.00646169j -0.00270507-0.0423414j 0.00474319+0.0252405j 0.00995711-0.00148576j -0.00176982-0.0128792j 0.00249731+0.0174402j -0.0126252-0.00667169j -0.00595486-0.0122211j -0.00317801-0.0111161j -0.000793582+0.0114367j -0.00173+0.00510009j 0.00687235+0.00972171j 0.00828514-0.00315679j -0.00340871+0.00475097j -0.0040497-0.0103394j -0.00257852-0.0144099j -0.00205092+0.00105002j -0.00286762+0.00682877j -0.00595836-0.00518715j -0.00299624-0.00153773j -0.00285803+0.00359542j 0.000705636+0.000346816j 0.0018514+0.00161894j 0.00136104-0.00200812j 0.00154018-0.000802779j -0.000806118-0.00845711j 0.00347996-0.00376181j -0.00144563-0.00252873j 0.000275005+0.00710767j 0.00228222-0.0025056j 0.00415828+0.00343744j -0.000295813+0.000475814j -0.00390084-0.00209013j -0.00255719-0.00127228j -0.000777114-1.41552e-05j -0.000173017+0.00357175j 3.17521e-05-0.0031388j -0.00606301-0.00601835j 0.00638751+0.00539348j 0.00809138-0.000853006j 0.00250119-0.000739584j -0.00202208+0.00156381j -0.000294644+0.000342647j 0.00614519+0.00348559j -0.0010292+0.0049614j 0.00581095+0.00574958j -0.00544494-0.000127818j -0.00447916-0.00157676j 0.00844838+0.00716729j -0.0136901-0.012256j 0.00552143+0.00674853j -0.00179536-0.001367j 0.00877618-0.00148075j 0.00506855-0.00586338j 0.00124223-0.00623604j -0.00499018+0.00117071j 0.0119596+0.00722567j -0.0168579-0.0169464j 0.00336189-0.0309346j -0.0493922-0.0234089j 0.0217902+0.0635653j -0.00691535+0.0351854j 0.0253826-0.00416945j 0.0202104+0.0289444j 6.37158e-05-0.0214604j -0.00975121-0.00302823j -0.00262259+0.0382247j 0.00557716+0.0179188j 0.00446531-0.0151899j -0.00352861+0.0253319j 0.0358037-0.0195303j 0.0108803-0.411564j 
-0.00188457+0.0475855j 0.00502007+0.00743226j 0.00282422+0.00682487j 0.00270513+0.0080869j 0.00347464-0.00291725j -0.0100129-0.0537071j 0.00395455-0.0254107j 0.00249807+0.0322154j -0.00125171+0.00196994j -0.00467186+0.020333j 0.00252043+0.000280972j 0.00136286+0.0129254j -0.00683747-0.0054852j 0.00567361+0.00280546j -0.00330711-0.0155064j 0.000924084-0.00446194j -0.000490557-0.00383617j 0.00604872-0.00380328j 0.00622615+0.000722152j -0.00771749-0.0128442j -0.00541667-0.00166714j 0.0071298+0.0357168j 0.00464079+0.0146464j 0.00241997+0.0100033j -0.00505214-0.0274732j -0.00369586-0.00508285j -0.00768834+0.0218462j -0.008227-0.0175938j 0.00406269+0.013465j 0.00294316+0.00559513j 0.0171342+0.00999694j 0.00365758-0.0170763j -0.00223632-0.00164179j 0.00221115+0.00917383j -0.000352125-0.00439227j 0.0205159+0.00664436j -0.00045689+0.0127801j 0.0045503+0.0239428j 0.0118819+0.0351183j -0.00808979-0.0417964j 0.00361687+0.0400021j -0.0224159-0.0211633j 0.0188297+0.0658369j -0.0139529+0.0270186j -0.0237434+0.0083604j 0.0240318+0.0218524j 0.0218857-0.0301888j -0.0258097+0.0127987j -0.0333184+0.00499769j 0.0106758-0.0116549j 0.0132981+0.00255106j 0.0217051+0.0693709j -0.0212604-0.0364581j 0.00741434-0.0405221j -0.00793747-0.016575j 0.0178394-0.0118379j -0.00034327+0.0137363j 0.00185725-0.00176965j -0.00389304-0.160798j 0.0121305-0.14137j 0.009579-0.181305j -0.00380495+0.0732688j 0.00557826+0.0485736j -0.00979253+0.0241908j -0.0218829-0.014836j 0.0209539-0.0285353j -0.00426274+0.101403j 0.00741342-0.0274172j 0.0105386-0.0975713j 0.00672536-0.0828637j -0.00931534-0.11814j 0.000596209-0.402983j 
0.000119488-0.0133637j -0.000939465+0.0163651j -0.00369008-0.0256214j -0.00365291+0.0115385j -0.00240203-0.00790162j 0.000221404+0.0218584j -1.93716e-05-0.0261446j 0.00149039-0.0439573j -0.00340503-0.0153401j 0.00335646-0.0309083j -0.00370997+0.00322869j 0.000171382+0.0148345j 0.00855925+0.0167668j -0.000147994-0.0239986j -0.00571265-0.00387547j -0.00590596-0.00334366j 0.00378119+0.00123648j -0.00155743-0.0240921j 0.0099853-0.0375913j -0.000871934-0.0110144j 0.00129016-0.0197024j -0.0027784-0.00849764j -0.0020904-0.0109348j 0.00182818-0.00593089j -0.00945587+0.00888971j 0.000529907+0.00842293j -0.00105692-0.0137101j 0.00146842+0.0146437j -0.000274973-0.0235231j 0.00145162+0.00451733j -0.0090125+0.0208074j -0.00804142-0.0137012j -0.00931777-0.00621045j -0.00435212-0.0142381j -0.00826205-0.015263j -0.0153993-0.00426726j 0.0016853-0.00904307j -0.00847509-0.0340399j -0.015897-0.0096299j 0.0199055+0.0675153j 0.00179727+0.0171072j 0.012071+0.00413364j 0.00538985-0.0311663j -8.85952e-05-0.00279053j -0.00740304+0.00238621j -0.00132718-0.0155369j 0.0101807+0.021248j 0.00354585-0.0512888j 0.000373523+0.00101647j 0.00191049-0.063375j 0.00300264-0.020589j -0.00359777+0.0102752j 0.00800015+0.047404j 0.0027025+0.00498624j -0.007643-0.0137328j -0.000945037+0.0224704j 0.00235979+0.0437948j -0.000788659-0.0484939j -0.00146289+0.0436253j -0.0132066+0.172152j -0.00399373+0.0315472j 0.00688927+0.00599768j -0.0118923+0.101545j 0.00961895+0.146459j -0.00513345-0.010193j -0.0026491-0.10648j 0.00141011-0.0611798j 0.00113617+0.128597j 0.00032508+0.0531309j -0.00760341+0.0179314j -0.00106246-0.503325j 0.00119034-0.267118j 
0.00253523-0.0533374j -0.00316921-0.0210533j -0.00137532-0.018905j -0.000822809-0.0322395j 0.0013927-0.0217738j 0.00154107+0.022561j 0.000131642+0.00673356j 0.00647877-0.0271949j 0.00262871-0.0215187j -0.000598791+0.0139914j -0.000611467+0.010648j 0.0019827+0.0262152j 0.00748731+0.0116351j -0.00229579-0.0269902j -0.00146759-0.0184347j 0.0014501-0.0166054j 0.0010986-0.00026539j -0.00382399+0.00835354j -0.00125686-0.0318115j 0.00508883-0.0173534j 0.0026072-0.00219116j -0.00195688-0.0220743j -0.00509323+0.00355599j 0.00464581+0.00702985j -0.0102972-0.0384921j -0.00868901-0.0169062j -0.00401274-0.0134253j 0.0028748-0.0101763j -0.00177899-0.0127639j 0.00606005-0.00213795j 0.00797904+0.0165638j 0.000159397+0.00611384j 0.00263513+0.0184293j -0.0077127-0.00761325j 0.00713307-0.00362724j -0.00156807+0.0186715j -0.00950593-0.0177943j -0.00865844+0.0216598j -0.00339438+0.035631j 0.0129183-0.0243638j 0.00534041-0.0128427j -0.0032189+0.0294278j -0.0201128-0.0365216j -0.00784314-0.00880453j 0.0298292+0.0298875j -0.0152619+0.0256239j -0.00491153+0.0158377j 0.0105023-0.0440925j 0.000613926+4.53313e-05j -0.00990426+0.0206489j -0.00879896-0.00379626j -0.0165115-0.018217j 0.00469896+0.0237564j -0.00889287+0.00671798j -0.00165411-0.0207379j 4.84346e-05+0.000246337j -0.00346935-0.024477j -0.00556356-0.0156136j -0.00807838+0.180182j -0.00884106+0.0248832j -0.00379029-0.00467134j -0.00183236+0.158215j -0.00965261-0.129925j -0.0121148+0.0349676j 0.00386685-0.0508717j -0.00674195-0.0184055j 0.0081465+0.121996j -0.00364222+0.134259j 0.00335961+0.0793267j -0.00660576+0.0460367j 0.00185457+0.341838j -0.00251814-0.410469j 
-0.00495616-0.053407j -0.00360348+0.045564j 0.00397399+0.0576632j 0.00221397-0.000820263j 0.00380062+0.0309359j 0.00248806-0.0393551j -0.000411452-0.00270611j 0.00523128-0.00927222j 0.00116087+0.00178798j -0.00248552-0.0535392j -0.00398769-0.0236906j -0.00475942-0.0524523j 0.00522315-0.0304278j 0.00831977+0.011067j 0.000490512-0.0411776j 0.00271974+0.0283482j 0.000246227-0.0141397j 0.00254573+0.0165805j 0.000952985+0.0168173j -0.00289263-0.000837692j -0.0126115-0.0356566j 0.0125394+0.0264082j -0.0016392-0.00161297j 0.00354922+0.0196414j 0.00208902+0.0125502j 0.00387905-0.0102265j -0.00578844-0.0508752j -0.00823109+0.00358355j -0.00251697-0.0250025j -0.000301388+0.00579332j 0.00165216-0.00119309j -0.00118663+0.0162641j -0.00697491-0.036448j -0.00198641-0.024366j 0.00889725+0.0442527j -0.00241132-0.00502939j -0.0251623-0.00661795j 0.0103145+0.0240905j -0.0134495-0.0352446j 0.00912454+0.00948072j -0.0214639-0.0305658j -0.0152589-0.014921j 0.0167924-0.0212465j -0.0110721-0.00993509j 0.000244451-0.0406235j -0.0248595+0.00907893j 0.0169448+0.0763097j -0.00755254+0.00303209j 0.0226018-0.037791j -0.00502613+0.0815801j -0.00475684-0.0162217j -0.0228572+0.0645023j 0.0140007+0.0149848j -0.00262329-0.0719259j 0.0134123+0.0901286j -0.00291403-0.042918j -0.00452099-0.120664j 0.0172154-0.155239j 0.00422991-0.0487461j -0.00535742+0.0496183j -0.00606251+0.104775j 0.0115148+0.116685j 0.00683833-0.0025054j -0.00682604+0.0387967j -0.00615336+0.159156j -0.00657578-0.0746622j 0.00978796-0.0808781j -0.00386345-0.119667j -0.00483476+0.277295j -0.00524332-0.239947j -0.00220936+0.0414314j -0.0036768-0.0786217j 
-0.00295777+0.0042215j 0.000131812+0.0297493j 0.000494181+0.0418524j -0.000567105+0.0389493j -0.00450797+0.0446148j 0.00343253-0.0135578j 0.00181401-0.0230941j -0.00837432+0.038466j 0.00518704+0.00588909j 0.0060102-0.0307638j 0.00197604-0.0396192j -0.000461138+0.0142172j -0.00488024+0.00205468j -0.00200152+0.00335245j 0.00436739-0.0190081j 0.00182473+0.0460925j -0.00148878+0.00579588j 0.00494036-0.00948904j 0.00621428+0.0381862j -0.000176418+0.0153129j -0.004897-0.00101499j -0.00310028+0.0315152j 0.00721603+0.0299667j 0.000480533+0.0362895j 0.00829376+0.0113221j -0.00370986+0.00358132j 0.0120601+0.00570577j -0.00414618-0.00247973j 0.00228421-0.0236828j 0.00913528+0.00321472j -0.0231368-0.00331746j -0.00078079-0.000561683j -0.0045285-0.0246751j 0.00209928-0.00799125j 0.0113404+0.0362931j -0.0113441+0.0108393j -0.00725738+0.0408016j 0.0180432+0.0295351j 0.00881122+0.00229025j 0.0108013+0.0101421j 0.0200831+0.00174316j -0.0107216-0.00265717j -0.00541586-0.0229388j -0.0118869+0.000934873j 0.0417451+0.000451024j -0.0148794-0.0159629j -0.0060202-0.0211159j 0.0247456+0.0731062j 0.0109462-0.0570471j -0.00519702-0.008898j -0.0305992+0.0511325j 0.0104982+0.0270942j 0.0101941-0.0964256j 0.00209601-0.0499438j 0.00557312+0.0108204j -0.0109065-0.0324119j 0.00669026-0.173281j 0.00205455+0.0748134j 0.0109821+0.123161j -0.000511951-0.0782418j 0.00563797+0.0945804j 0.0098649-0.0451413j -0.00097848+0.0605218j -0.0131123+0.0233835j 0.0172197-0.143267j -0.00741294-0.126178j -0.00400465-0.0778051j -0.00238228-0.300228j -0.00770273-0.29555j 0.0158506+0.183821j 0.00249727-0.128968j -0.00353746-0.134109j 
-0.00151716+0.0300796j 0.000619644+0.0220496j -0.00111786-0.0653418j -0.00151288-0.00799805j 0.00497862+0.00939743j 0.00605223-0.0553206j 0.00304865+0.062489j 0.000832328+0.0110597j -0.00408205-0.028518j 0.00326861+0.0117186j -0.0020651+0.0341625j -0.00303468+0.000540183j -0.00421332-0.021752j -0.00833426+0.00975478j 0.00303465-0.00102802j 0.00833172+0.0102156j -0.00551282-0.0366547j -0.00233935+0.0360902j -0.00212506+0.00559697j 0.00895445+0.0409746j 0.00931303+0.00869396j -0.0101077-0.0242458j 0.00104116+0.0134559j -0.00233365-0.016165j 0.0111073+0.013935j -0.00244981-0.00241967j -0.00795906-0.0129636j 0.00913189-0.000141819j 0.00132898+0.0171272j 0.00444699-0.013359j -0.0100089-0.0211843j 0.00934096+0.00762309j 0.00503427+0.00609651j 0.00291642-0.0209826j 0.00948746+0.00382397j -0.00493909-0.0169529j -0.00715481-0.00906079j -0.000499622-0.0315421j -0.00430882-0.0350348j -0.00496663-0.028441j 0.0440407+0.0177514j 0.0034518+0.0127465j -0.0321512-0.00626986j 0.0238632+0.0282719j 0.0112997+0.0267922j -0.0129152-0.00365178j -0.0268288+0.0137677j 0.0278147+0.0496506j -0.0138261+0.0820551j 0.00276358-0.00711335j -0.00816188-0.0184905j -0.00314512-0.0264179j 0.00481483+0.0251719j -0.00891764+0.163919j -0.0127153-0.0545607j -0.00646879+0.148773j 0.006354-0.151926j -0.0132589-0.0598212j 0.00632761-0.00665629j 0.00329176-0.0574722j 0.00214712+0.053698j -0.0105237+0.0224539j -0.0127052+0.0833507j -0.00373174+0.0391811j 0.0154298+0.0169044j -0.00337175+0.268432j 0.00906374+0.0123048j 0.01012-0.0327375j 0.000387519+0.0844747j -0.00790338-0.175101j -0.0036573-0.0925378j -0.00277337-0.0530515j 
2.54966e-05-0.0330933j -0.00140671-0.0221184j -0.000753099+0.0735533j 0.00128622+0.00835327j 0.000346163+0.00661255j 0.00180712-0.000554392j 0.00331546-0.00981575j -0.00582196-0.00884452j 0.00133789+0.00416573j -0.00190765-0.0381302j -0.000872906-0.0189658j -0.0073046+0.0044634j -0.00792316-0.0193576j -0.00668738+0.0215134j 0.0043643-0.0311027j 0.0121623+0.00348458j 0.000108916-0.0394467j -0.0060763+0.012407j -0.00301403+0.0233718j 0.00795859-0.00373651j 0.00702175-0.00863559j 0.00108954+0.0119602j 0.0100477+0.0192894j -0.00325652+0.0191429j 0.0131424+0.0312887j 0.000764532-0.0038428j -0.00402527-0.0125986j 0.0123679+0.0101099j 0.00179079+0.0127656j -0.0117496+0.0196006j -0.0137638+0.0055539j 0.0163207+0.0336549j -0.00166868-0.057903j 0.0156844+0.00666528j 0.00400112+0.0315787j -0.00333147-0.0101313j 0.00692121-0.032408j -0.0102214-0.038563j 0.0179014+0.0702473j -0.0275603+0.0251802j 0.00216402+0.00802183j 0.00225961-0.00944265j 0.0105146+0.00063185j 0.0229248+0.0231307j -0.0169336-0.0268524j -0.00378658+0.0283281j 0.00135979-0.0256554j 0.0105333+0.112557j 0.0150022+0.058357j -0.00183756-0.00150996j 0.0134624-0.00727005j -0.00885374-0.00361181j 0.00935421-0.0089626j 0.00100564+0.0109075j -0.00681141+0.172641j -0.0171684+0.209494j 0.000986506+0.121826j -0.0117355+0.0910664j 0.00779864-0.0172444j 0.0167278+0.0470535j -0.00210936-0.0121027j -0.00762933-0.0367329j -0.00153668-0.0998746j 0.00883035+0.0779254j 0.000465515-0.07437j -0.0108964+0.0142623j -0.00171539+0.0675774j 0.00830329-0.203975j -0.0043535+0.26753j -0.00425267+0.218078j 0.00052287+0.0292906j -0.00515672-0.0436734j 
-0.000829148-0.0266989j -0.00177018+0.0212234j -0.00237333-0.0041717j 0.0014101-0.00816124j 0.00178744-0.0319299j 0.00504174-0.0104703j -0.00302527+0.0372304j -0.00293275-0.0610421j 0.000997325+0.0151447j 0.000130588+0.0182338j -0.00439767+0.00862288j 0.000634215+0.00151224j 0.00169837-0.0542596j -0.00162025-0.0327861j 0.00376947-0.00609175j -0.000503244-0.0252899j 0.00139315-0.000632136j -0.00407301+0.0250243j -0.00459789+0.00255967j 0.0013311+0.0321159j 0.00403441-0.00421753j 0.00777449-0.0120097j -0.00600998-0.0103661j -0.00190646-0.0300383j -0.00436173+0.0114177j 0.00784546-0.00927539j 0.00141639-0.0427688j 0.00991344+0.00579772j -0.00286027-0.00320316j -0.0169425-0.00131528j -0.00174319-0.0245999j -0.0138068-0.00748968j -0.0117931+0.00566735j -0.00236563-0.0179249j 0.00712973+0.021146j 0.00863955+0.00277355j 0.00865033-0.00690773j -0.0221631-0.0594117j -0.00701029-0.0450932j -0.0086177-0.0176687j -0.0224959-0.0204844j 0.0222003+0.0049959j -0.0149389-0.0734176j 0.0174837-0.00239246j -0.0244779-0.0593097j 0.00762056-0.0120673j -0.00651949-0.00442157j -0.00379226+0.0274745j 0.00664948+0.0222888j 0.0128928-0.0259771j 0.00676886-0.039365j -0.000598757+0.0832989j 0.00879309+0.0339162j -0.00617298+0.110663j -0.0154168+0.071568j 0.00177406+0.0474288j 0.00144406+0.206977j 0.00886175-0.0739294j -0.00307799+0.00656421j -0.00307767+0.00760315j -0.00828541+0.176121j -0.00490988+0.0721032j 0.00323544+0.0619553j 0.0167005-0.135709j 0.00164799-0.151357j -0.00030897-0.104264j 0.00852958-0.164963j -0.00114807-0.265166j -0.0110835-0.374033j -0.000472441-0.285701j 0.00223831+0.123122j 0.00320338-0.088331j 
-0.000207708-0.00242448j 0.00189526-0.0091996j -0.0022189+0.00672916j 0.00349211-0.00287762j 0.00891466-0.0749506j -0.0117475-0.0220126j 0.00517128-0.0531892j 0.00175009-0.0743871j -0.00559184+0.0338235j -0.00868097-0.0138478j 0.00127108+0.0254097j -0.00766946+0.0284412j -0.00444768-0.00226689j -0.00152597-0.0299424j -0.00977201+0.00454202j 0.000303043-0.0434387j -0.00590795-0.0223629j 0.00713868+0.00189299j -0.00336524-0.0248887j -0.00452294-0.0731483j 0.00595484-0.00922632j -0.00967755-0.0237768j 0.00891257-0.00123806j 0.000186943-0.0324506j -0.00340944-0.0490181j -0.00490495+0.0266586j -0.0169269+0.00346589j -0.00533248+0.010884j 0.00122277+0.0116444j 0.00266002+0.0276955j -0.0171434-0.00571459j 0.020243-0.00601005j 0.014533+0.0241382j 0.0249648+0.00810729j -0.00317856-0.0615992j -0.0143786-0.0448054j -0.00947501+0.00204395j 0.00832736-0.00531517j 0.0217025+0.0435211j 0.00372416-0.020882j -0.00938122+0.0132577j -0.0106371+0.00638261j 0.0221402+0.0546326j -0.004053-0.0201131j 0.00524928-0.00323801j -0.0217718+0.0713192j -0.00321158+0.0044453j 0.0328207+0.0296784j 0.0207009+0.0609838j -0.00753248-0.0263912j -0.00110636-0.0288436j -0.0127779+0.0777879j 0.00524685+0.160467j 0.00922266-0.121577j 0.00978778+0.00871372j -0.0258453+0.137658j -0.0107241-0.0250236j -0.00692158+0.0548958j -0.00127012+0.111431j 0.012596-0.00892265j 0.00320717+0.0259165j 0.011602-0.0893346j -0.00375697+0.0549347j -0.00345316-0.0789046j 0.000994638+0.0179952j -0.0169181-0.0505412j -0.0042884+0.336442j 0.00780455-0.0910748j -0.00722751-0.108041j -0.00571132-0.25602j -0.00755673-0.0614717j 0.00400528+0.0804487j 
0.00129439-0.0513035j -0.00276535-0.0141101j -0.000122011-0.00736047j 0.000323258-0.00511474j -0.00160949+0.0259365j -0.00421141+0.0343644j 0.00125482-0.0162607j -0.00276424+0.0261003j 0.00432391+0.00895915j -0.00157915-0.0325604j 0.00173743-0.0059658j -4.09298e-05+0.0394514j -0.00501181+0.0158766j -0.00187918+0.0318647j 0.00180436+0.00149103j -0.00451613-0.00997851j -0.00213309+0.00362948j -0.00327679+0.00550073j -0.00254428+0.0143506j -0.000443554-0.0807063j 0.00673261+0.0147188j -0.00602269-0.0164347j -0.000220252+0.0284969j -0.00576686+0.0242868j 0.00922946+0.001766j -0.00616519+0.0094785j 0.0168895+0.0328525j 0.00450266-0.000251415j 0.0157413+0.0233417j 0.0122347+0.0393972j 0.0131879-0.00625128j 0.00608781+0.00242863j 0.00095564-0.0294454j -0.0111256-0.00366681j 0.00218821-0.0300633j 0.0193979-0.00939991j 0.0317643+0.00621984j 0.00878325+0.026602j 0.00679101+0.0660705j -0.00428919-0.00971464j 0.0195026+0.0536105j 0.00179116+0.0205584j -0.00784689-0.0227662j 0.0119817+0.00149797j 0.00816374-0.0141076j 0.032653+0.0653016j 0.00522484+0.0216301j -0.0175763+0.0256411j -0.0123776-0.00387066j 0.00344616+0.0503803j -0.00162636-0.0643471j 0.0154894-0.150035j 0.00949619-0.177289j 0.0186494-0.0324819j 0.00613281-0.11282j 0.00405931+0.0349349j 9.89076e-05+0.0665505j 0.00888064+0.195283j -0.0109979+0.0179383j 0.00303589+0.0644917j 0.00700398+0.0526454j -0.0101637+0.106519j -0.00150193+0.10366j 0.00712357+0.0363803j 0.000331363+0.0187401j 0.00785316-0.282641j -0.0134224+0.0211582j 4.94646e-05-0.0805329j -0.00473705+0.185412j -0.000146567-0.338081j -0.00137102+0.00268294j 0.000588924-0.0290865j 
0.00131794+0.0110328j 7.26067e-07-0.0196833j -0.00551211+0.0104924j -0.00240093+0.0421779j -0.000922791-0.000816382j 0.00486815+0.0393463j 0.000362133-0.0236115j 0.000845827-0.0605545j -0.00147298+0.0301336j 0.00242956-0.000307297j -0.00175055-0.07562j 0.00418957+9.95501e-05j 0.00350247+0.00204636j -0.00403455-0.0907356j -0.00355098+0.0415575j 0.00396408-0.00318729j -0.000765351-0.00741701j 0.00378676-0.0252083j 0.00741023-0.0486461j 0.00638216-0.0156467j 0.00635333-0.0233141j -0.0135787-0.0346829j -0.00321874-0.0207493j 0.0060409-0.0244666j -0.00984269-0.043522j -0.00629133+0.0274183j -0.0091+0.00135989j 0.00284087+0.0454084j -0.015333-0.0697358j 4.2506e-05-0.0226967j -0.0162324+0.0134386j -0.00562214-0.0206302j -0.00237544+0.0559596j 0.0153462+0.0345917j 0.000819712-0.0125036j -0.00673262+0.0511001j -0.0210444-0.0362101j -0.0128826+0.0540608j -0.0124455+0.0497305j 0.00643387+0.0123353j 0.0353029+0.0225032j 0.00465349+0.0536674j -0.00673636-0.056972j -0.001664+0.0227394j 0.0139137+0.038116j -0.013807-0.082517j -0.0107708+0.0384065j -0.00246804-0.01069j -0.0131455+0.000208119j 0.00161578-0.040422j -0.011173+0.05799j -0.0105612+0.211723j 0.00353317+0.100592j -0.00343339-0.0574708j 0.000101697-0.104616j -0.00311396-0.0416583j -0.00134366-0.0196946j -0.00614406+0.161546j 0.0031853+0.0538815j -0.0097211+0.0607659j 0.0021891-0.0949684j -0.00129615+0.0540536j -0.00975814+0.0512711j -0.00254589+0.075004j 0.00573707-0.34146j -0.00156495-0.0946542j 0.0059415-0.144203j -0.00520704-0.0528858j 0.000909995+0.235395j -0.0071869-0.156989j -0.000938099+0.02027j -0.000568998+0.102546j 
0.00142629-0.0535483j -0.0018251-0.00939409j 0.000116847+0.0209342j 0.00258846-0.0106275j 0.00418466+0.00388073j -0.000418278+0.0296274j -0.00226117-0.00819259j 0.00460748-0.00524696j 0.00290027-0.0328161j -0.00123151+0.019285j -5.69834e-05+0.00900514j -0.000270119+0.0147918j 0.00326038+0.116836j -0.00526498+0.0241186j 0.000172945-0.0080192j 0.00265706+0.001617j -0.00486945-0.00270011j -0.00116601+0.0055787j -0.0210297-0.00620101j 0.00393518-0.0249926j 0.000280263-0.0352442j -0.00116971+0.000208894j 0.00378745+0.0555518j -0.00515964+0.0359618j 0.0132415-0.0519605j -0.00389239-0.0214229j -0.00725509+0.0344288j -0.00469292-0.0558562j 0.0023999+0.0104507j -0.0158352-0.0128903j 0.0102888-0.00680998j 0.0115343-0.00689998j 0.00114924-0.0520093j -0.00250004-0.0185215j 0.00366517-0.0126589j -0.00845618-0.0719681j -0.0241406-0.0213128j 0.00621246+0.0646173j -0.0142746-0.00139911j -0.0179015-0.0643109j 0.019923-0.0404962j 0.0119229-0.00217694j 0.001991+0.0127688j 0.0146233-0.058953j -0.0120386+0.0724512j -0.00857328-0.0305148j -0.0165191-0.0357828j -0.00778853-0.00441966j -0.00610865+0.00260013j -0.0060172+0.281808j 0.00663319+0.0387372j -0.00147617-0.0704644j -0.0106997+0.0276395j -0.00951967-0.0822093j 0.00707417+0.0952742j -0.0024644+0.00428105j -0.000192658+0.0487424j 0.00620409-0.0523476j 0.00535907-0.0028734j 0.00534267+0.0561771j 0.00475853+0.0654022j -0.00242246-0.17732j 0.00178004+0.0031201j 0.00108499+0.167221j 0.00343361-0.143332j 0.000587361+0.033686j 0.00407232+0.0409948j -0.00464056+0.0570556j 0.00267961-0.189724j 0.000712893-0.0290782j -0.000419873-0.0229714j 0.00103519-0.0317716j 
-6.28554e-05-0.0310878j -0.00115213+0.0309327j -0.00466883+0.00735528j 0.000596466-0.0112636j 0.00109422-0.0682822j 0.000473527+0.0220611j 0.00070063+0.0122108j -0.000652054-0.0959181j -0.00216074+0.0611344j -2.92458e-05-0.0432149j -0.00495425+0.0220537j 0.00101215-0.0101948j 0.00121575+0.00364202j -0.000426208-0.00832242j -0.00410241+0.0238406j -0.0012672-0.0363294j -0.00214734-0.0321742j -0.0030392+0.0437942j 0.00678371-0.00909153j 0.000801683-0.0405396j 0.00499838-0.0209985j -0.00640422-0.0527276j -0.00699226-0.0150572j -0.00218781-0.0623816j 0.00919622+0.0462055j 0.00212366+0.0560003j -0.00319371-0.012729j 0.0102853+0.0103457j -0.00476838+0.0061776j 0.0125145+0.0171986j 0.00202873-0.0552384j -0.00424601+0.0123772j 0.0113665-0.0171742j -0.00904706-0.00734903j 0.00380638-0.0541038j 0.0246044-0.0252645j -0.00851641-0.0729878j 0.00913668+0.0110072j -0.00752378+0.000288027j -0.0144812-0.0824293j 0.0276191-0.00398725j -0.0135843+0.0384426j -0.00137441-0.00637803j 0.0242963+0.013039j 0.00555106-0.0379555j 0.0224536+0.120349j -0.00860688+0.0851045j 0.000981151+0.0102186j -0.0117183+0.0888288j 0.00712506+0.0610939j 0.00607251-0.209502j -0.0027788+0.0620228j 0.00355526+0.00524227j 0.00464421+3.72307e-05j -0.00583547-0.0179505j 0.00442193+0.0884021j 0.00690188-0.080474j -0.00409642-0.117518j -0.0021252-0.158416j 0.00176379-0.0628116j 0.00980314-0.114064j -0.00992867-0.0335495j -0.00631549+0.0214325j 0.00355375-0.234271j 0.000731497-0.111645j -0.00012495-0.278912j -0.0028916+0.031505j 0.00444621+0.127341j -0.00402096-0.0981335j -0.00200999+0.154165j 0.00211181-0.0237983j 0.00235069+0.0385824j 
-0.00208201+0.00165383j -0.00120095+0.0119106j 8.79887e-05-0.0415337j -0.00410237+0.0156597j 0.00205849+0.0432727j -0.000255085+0.0270051j 1.90466e-05+0.0087351j 0.0107292-0.00211445j -0.00291472-0.0113698j -0.00260238+0.0155096j -0.000425642+0.0314518j -0.000867458-0.0218126j 0.00170683+0.0265184j 0.0103376+0.0067489j -0.00322184+0.0127475j -0.0120836-0.0195164j 0.000930589-7.39474e-05j -0.000648345+0.0382207j 0.00198707-0.046231j -0.00463194-0.0199775j -0.00342846-0.00633517j -0.00234078-0.0247201j -0.0196977-0.0024809j 0.00259806-0.0194785j -0.00670491-0.0299076j 0.00748924+0.000832151j 0.00346952+0.00151314j -0.00314066-0.0234435j -0.00312612+0.0119819j 0.0105322-0.0159602j 0.0243521-0.0337j 0.00130628+0.00486591j 0.012932+0.0296419j -0.0141934-0.0192662j -0.0105555-0.0177383j 0.0112927-0.0338507j -0.00228693-0.0342724j 0.00811818+0.0186084j -0.0243743-0.0248432j 0.0086603-0.00351478j -0.012835-0.0890309j -0.00449044-0.0080675j -0.00330717-0.0111927j -0.00425984+0.0697481j -0.00738622-0.00557144j 0.0120727+0.0216223j 0.0010213-0.000922507j -0.0175296-0.108031j -0.00598862+0.0206605j 0.000371948+0.0557984j 0.0084997-0.18789j -0.0127227+0.0449227j -0.00451404+0.0714612j 0.00366851+0.0342414j 0.0109704-0.136867j 0.0156408-0.257111j -0.00530763+0.100309j 0.0070986-0.0705378j -0.00799526+0.00628799j -0.002884-0.0224502j -0.00799814+0.143367j -0.00553077-0.136554j -0.0021502-0.0168254j 0.000732006-0.111605j -0.0127999-0.173422j 0.00738102+0.238029j 0.00278544+0.0705342j -0.0120554-0.475162j 0.000487694+0.139767j -0.00519913+0.0983102j -0.00254942-0.0464742j -0.0049599-0.0193129j 
