0.0120266+0.000294565j -0.0520695-0.0758463j 0.00702636-0.0672341j 0.00421934-0.0401416j 0.0296685-0.048136j 0.00274854-0.0479382j -0.0407897+0.0217858j 0.0379238-0.0150203j -0.0126725+0.00537877j 0.0173961-0.044825j -0.0403161-0.00407253j 0.0384136-0.0141583j 0.00538349-0.0108819j 0.0186182+0.0068193j -0.00783785-0.00226409j -0.00446428+0.0203029j 0.00191537-0.000300782j -0.0128839+0.0100532j 0.010984-0.0084816j 0.0202461-0.000830081j -0.0166905-0.00488509j 0.00684742+0.0169688j -0.00467772+0.00757398j -0.0343747+0.00212987j -0.0260043-0.0190046j -0.00252626-0.0168096j 0.00671111-0.0141394j 0.00809186+0.0106447j -0.00779577+0.0118873j 0.00165684+0.0034188j 0.0188155+0.00473295j 0.0085289-0.0197954j 0.00472798-0.0170592j 0.00734516-0.00695915j -0.00335379+0.00415068j 0.00215504+0.00214564j 0.00699908-0.0147555j -0.0222609-0.00776415j -0.0286902-0.0102684j 0.00231962-0.0196259j 0.0174563-0.0127384j 0.0205837+0.00129957j -0.016323-0.00449651j -0.0168932+0.00414493j 0.00220511-0.00809532j 0.00105272-0.00735945j -0.00304559-0.00362337j 0.00685313+0.000643994j 0.0211705-0.00268173j 0.0305005+0.0386809j 0.00213105+0.00420549j -0.0297975-0.00160053j 0.000812262+0.00910472j 0.0315713+0.00658663j 0.00940101+0.0155936j 0.0101829-0.00562143j 0.0149053+0.0192362j 0.029007-0.00705529j -0.00200835-0.0394669j -0.0360836-0.0423488j 0.0295764+0.00494235j -0.0133192-0.0803388j 0.0455146-0.0956686j -0.0925991+0.00428832j -0.0608706-0.0332894j 0.0243276+0.0719677j 0.0780563-0.0139559j 0.0183707-0.00231782j 0.0259435-0.0573847j 0.0900782+0.0354312j -0.0330429-0.0042827j -0.141822-0.128713j 
0.0183287+0.0147592j 0.0288082-0.00389028j 0.00997449-0.025554j -0.0280322-0.0222589j 0.0087403+0.00996263j -0.0343141-0.0472313j -0.0154735+0.0188305j 0.066968-0.065472j 0.0547576-0.0246546j -0.00703855-0.0203835j 0.0135957+0.0621971j 0.0158452+0.0423006j -0.0506718-0.0417279j -0.0129634+0.0491981j 0.0345798-0.096946j -0.046928+0.0226662j 0.0249701-0.00127344j 0.0506261+0.00641625j 0.0353809-0.0273759j 0.0285941+0.0491986j 0.0736079-0.0125765j 0.00941435-0.0119764j -0.0480831+0.0664863j 0.0243137-0.0366161j 0.0460541-0.0332275j -0.0147685-0.0507813j 0.0299427+0.0792505j -0.0395634+0.0182362j 0.00293348-0.0289528j -0.0217356+0.0286496j -0.0285927-0.0156754j -0.0541434+0.067542j 0.0182648-0.0172902j -0.0453019-0.0111585j -0.0375693+0.0250133j 0.0455551-0.00955234j -0.0550025+0.0124725j -0.000552252+0.041445j -0.0192663+0.0377454j 0.0220934+0.00328921j 0.0399841-0.0156417j 0.0132401+0.0316335j 0.0459928-0.00849679j -0.00953668+0.0806933j -0.0108905-0.0450753j 0.0423611+0.0219414j -0.000312669+0.0488155j -0.0279439+0.0652071j -4.32193e-06+0.0115091j 0.0157143+0.0276484j 0.055258+0.0287529j -0.0217963-0.0208197j 0.0817483-0.0598708j 0.0203857+0.00715194j -0.00900351-0.00694948j 0.000556719+0.00181744j 0.00242676-0.0473687j 0.000497946+0.00235296j -0.00720366-0.00203255j 0.0127013-0.105729j 0.0453124-0.0437875j 0.024499-0.00739263j 0.0461882-0.0198308j 0.0174235-0.00917173j -0.00363602-0.0257906j -0.0126108+0.0487193j 0.0365719-0.0152497j 0.0328917-0.0100599j 0.00226647-0.0205391j -0.00368874+0.00590658j -0.0080825+0.0123268j -0.00656293-0.0120493j 
0.0058987-0.0103661j -0.0370389-0.0625921j 0.0135109-0.0232404j -0.0639478-0.0114914j 0.0248619-0.0858858j -0.0179119-0.0449169j 0.0445568+0.011118j 0.00366233+0.0310451j -0.0887072-0.102078j 0.0995575+0.0165064j 0.0245971+0.0304644j 0.00131063+0.0640558j -0.0146675-0.0382945j -0.0153669+0.00353472j 0.0504652-0.00524677j -0.0864179-0.0151444j -0.0353672-0.0993634j 0.00919714+0.0506203j -0.0262664-0.0320424j 0.120427+0.0789531j 0.0470486+0.108102j -0.0525613-0.0663131j -0.0701896+0.108434j 0.0657735-0.0174332j -0.0156092+0.0453723j -0.0414182-0.0981066j 0.00845211+0.00371207j 0.03248+0.0115981j 0.00783941+0.0244821j -0.0511938+0.00768111j 0.0628631-0.000950815j -0.0614302+0.0589471j 0.0630037-0.0242223j -0.0461068-0.0688144j -0.0767755-0.0101812j 0.0407332-0.0398153j -0.00586459+0.00482486j -0.00778814-0.0703242j -0.0374769+0.0157924j 0.0262484-0.00991157j 0.0118841-0.0644611j 0.00564964+0.027667j 0.0114536+0.0266728j -0.0671062-0.0128146j -0.053036-0.0232987j 0.0741742+0.0338135j -0.00872225+0.0145621j -0.0443+0.0646741j 0.0255178-0.0275616j 0.00185872-0.0387498j -0.00764252+0.0639068j 0.0333687+0.0388142j 0.0120695+0.0461567j -0.0274327-0.00487608j -0.00422315+0.0064146j 0.015193-0.0543986j 0.0627235-0.00154633j 0.011031-0.0176509j -0.00862852+0.0395059j -0.0227878+0.0504646j -0.063936-0.00879723j 0.0320002+0.0201476j -0.0369622-0.00268585j 0.0132505-0.0223865j 0.0137979+9.61403e-05j 0.000734969+0.0127811j -0.0171-0.00641317j 0.0196487-0.0545092j -0.0165997-0.0299456j -0.0263977-0.00954577j 0.0419327-0.0298389j -0.0216898+0.0255153j 
0.0315708-0.00594453j -0.0225949-0.0376325j 0.0611603+0.0405834j -0.0447511-0.0654597j 0.0121974-0.0863242j 0.00719842-0.0324253j -0.0242241-0.0144306j 0.0219491-0.0639685j -0.0992034-0.0765809j 0.0404514+0.070857j -0.0249952-0.0376634j 0.0101041+0.0219158j 0.0348117-0.0966668j -0.0343807-0.0930799j 0.02751-0.0661585j -0.0354116+0.0657156j -0.00448034+0.0766265j 0.00846459-0.0408455j 0.016933-0.0939125j 0.00319855+0.096986j 0.0426519+0.0611012j -0.0415299-0.00622576j 0.101274-0.0307764j -0.0225314-0.0175572j 0.0766808+0.0316601j -0.00412006+0.0294059j 0.00308698+0.0323435j -0.0160292+0.0583947j 0.0938698-0.0533274j 0.040002-0.0506337j 0.0246483+0.0277814j 0.0409834+0.0136243j -0.0644941+0.0295643j -0.0403906+0.0780392j 0.0182776-0.032161j 0.0110769+0.0173356j 0.0160334+0.0240916j 0.0538722+0.0992263j 0.035353+0.100892j -0.0310451-0.051732j 0.00772243-0.0709477j 0.0100426+0.0420486j -0.0536167+0.00237748j 0.0300529+0.00533707j -0.0155362-0.00276789j 0.0111792+0.116285j 0.0446402+0.00121159j -0.0531866+0.00544942j -0.0647102-0.0776283j -0.00273885+0.0315608j 0.00465424-0.0743865j 0.0492211+0.0370876j -0.00407016+0.071625j 0.0500137-0.11279j 0.0221092-0.0949923j -0.0567021-0.0292672j -0.0336695-0.0159894j 0.0540631-0.09204j 0.0520495+0.0142524j -0.0359171+0.0404029j 0.0112441-0.0124802j -0.00839986+0.0411204j -0.0350616+0.018938j -0.0310337+0.0291837j 0.0317466+0.00799707j -0.00465848+0.0235523j -0.0266414-0.0251078j 0.0502452-0.0445039j -0.0412233-0.0234291j 0.00553991-0.00920123j -0.0160331+0.00989813j -0.0097906+0.0115585j 
-0.0322268+0.0399697j 0.0545934-0.0342333j 0.0594271-0.0754065j -0.101349-0.0145007j -0.021884-0.090165j -0.0329691+0.013276j 0.0963029+0.0139353j -0.00171639-0.0341532j 0.0314508+0.020613j 0.00688468+0.0613307j -0.00646038+0.0314904j -0.0590653+0.0555447j -0.0544397-0.0294658j -0.0816564-0.0239148j 0.00144763-0.0419793j -0.0151994+0.0188298j 0.010871-0.120882j 0.035262+0.0561093j 0.0111966+0.0156718j 0.092251-0.0699831j -0.0321091-0.0391515j 0.037102-0.0162849j -0.054923+0.0586596j 0.0616504-0.0202977j -0.016356+0.0288126j 0.0289272-0.0370108j -0.0345864-0.034315j 0.030126-0.0214177j -0.0989485+0.0314877j -0.0654754-0.00576064j 0.090214+0.0177473j -0.0522552+0.0872411j 0.0946031-0.0114381j 0.0668535-0.0692483j -0.0449312-0.0280103j 0.0619932-0.0213607j -0.027298-0.0175447j -0.0486935+0.013177j -0.0574976+0.0261891j -0.0365711+0.041232j -0.00204289-0.027358j 0.0322049-0.00454123j 0.0679977+0.00591798j -0.0657171-0.0129271j -0.0457495-0.0174918j 0.0497595+0.00645241j 0.00192581+0.0262033j 0.0176848+0.0638349j 0.0353466+0.0361147j 0.0735933-0.0237487j 0.00220289+0.0413514j -0.0189128+0.0421017j 0.0216525-0.0263459j -0.0345491-0.000652654j 0.0079264-0.0207421j -0.00209834+0.00593393j 0.0467886-0.0123386j -0.0265527+0.00165864j -0.0335887+0.00802584j -0.0231461-0.0173667j 0.00191817+0.00464735j 0.0105079-0.0173996j -0.0390706+0.0402459j 0.0360612+0.0137547j 0.00455167+0.0364794j -0.00143292-0.0129809j -0.0550052-0.0287593j 0.0333443-0.0785554j -0.0634054+0.0236012j 0.0259927+0.0204235j -0.0139449-0.0392076j 0.00504377-0.0408595j 
-0.00645365-0.0262706j 0.0153531+0.0176837j -0.0332652+0.0384158j 0.0499642+0.0511513j 0.0353141+0.0557817j -0.0338687+0.0877286j 0.0403506+0.0116091j -0.00991895+0.0409726j -0.0713984-0.038387j -0.107109-0.0634519j -0.0593861-0.0229708j 0.0138123-0.0839706j -0.11491+0.010619j 0.0189712+0.0766261j -0.0519505+0.0292318j 0.0584941-0.0558022j 0.010094-0.00722722j 0.0457514-0.0032512j -0.0260099+0.0347473j -0.0314005-0.00528888j -0.0103153+0.00270907j 0.0372193+0.0714704j -0.00978602-0.0644778j 0.0731161-0.020957j -0.0284645+0.0980062j 0.00420538-0.0230501j 0.0524404+0.00624498j -0.0456689+0.0628348j -0.0518828+0.0580414j -0.0332622+0.0469474j -0.00115801+0.0419805j -0.0416958-0.0284157j -0.00294477+0.0472518j -0.00187217-0.0264651j -0.0549929-0.0296911j 0.0586584+0.0100229j 0.0498479+0.0153806j -0.0119576-0.0375754j 0.0116859-0.000102068j -0.0333256-0.0459564j 0.000637758+0.0689805j 0.0283848-0.0562358j 0.0309969-0.0120767j 0.0622133+0.0224049j -0.0168143-0.0381159j 0.0111383+0.0236958j -0.056612-0.044698j 0.0328514-0.0588016j 0.0119669+0.0636073j -0.0139499+0.120628j 0.0205589+0.0783895j -0.0121903-0.021445j -0.0576276-0.067209j -0.0220513-0.0271731j 0.0180548+0.0480306j 0.0156749+0.0401342j 0.0291581-0.004665j 0.0527945-0.00294815j -0.00961975-0.0176771j 0.0276912+0.00705191j 0.0149132+0.00690762j -0.00168249+0.00726849j 0.010331-0.0399313j -0.04248+0.0463165j -0.0443701+0.000675676j 0.0183642-0.00806862j 0.0446467-0.00172399j -0.0168717+0.0511794j 0.0303066+0.0242359j -0.0170832-0.00265534j 0.0166294+0.0171557j 0.0266873+0.00200342j 
-0.0131314-0.0598162j -0.0348277+0.0144628j -0.0311967-0.0509881j 0.000989498+0.0186687j -0.0178018-0.0330721j 0.00191126-0.000397545j 0.0540739-0.0102935j -0.0160814-0.00549489j 0.0520134+0.0899677j -0.043819+0.0012321j -0.0201982-0.0139094j -0.150468+0.0691846j 0.0526857+0.0287054j -0.101045-0.0613427j 0.0585414+0.0181466j 0.0109177+0.0351861j -0.00519477+0.0978051j -0.0239562+0.036565j 0.03507-0.0563403j -0.099737-0.113507j 0.0185584-0.0244786j 0.081119-0.0100837j -0.0685745+0.028544j -0.127063-0.0422622j 0.0299015-0.100033j -0.0182111+0.0414694j -0.00752352-0.0839717j 0.0810681-0.0402101j -0.08775-0.00620497j -0.046417-0.0815091j 0.0454234-0.0695308j 0.025959-0.00913345j 0.00394094+0.0492617j 0.0600919-0.0344263j 0.053946+0.0228437j 0.0350721+0.0553877j 0.0114021+0.063854j 0.0255577+0.0214365j -0.0301253+0.0179509j 0.0330833-0.0109677j -0.0138913+0.0250489j 0.0311309+0.00318933j -0.0282041-0.0091382j -0.0484197-0.036587j 0.000353372-0.00232138j -0.00674396+0.0135741j 0.00137139+0.0113715j 0.0313553-0.0396478j 0.0382868+0.0759793j 0.0210564-0.0683548j -0.0379323-0.0307323j -0.0348757+0.0746566j 0.0239646-0.05272j 0.0138009+0.000147485j -0.0204014-0.0361737j -0.025684+0.0646062j 0.0378992+0.0211394j -0.0554956-0.0231937j -0.0526169+0.00305836j -0.0227508+0.0200083j 0.0144491-0.0224634j -0.00733745-0.0615015j 0.00463747+0.0108212j -0.036574+0.0318534j -0.0273558+0.00579041j -0.0257237-0.00339786j -0.0213406+0.0060019j 4.10608e-05-0.0128265j 0.0214899-0.0315413j -0.000931277-0.02157j 0.0419204-0.0230158j -0.0102291-0.00947107j 
-0.0221267-0.0120481j -0.00513135-0.00103415j 0.0242123+0.00529137j -0.0144799+0.0102323j -0.00891906+0.0342353j -0.0126507-0.0370222j -0.0671395+0.0073062j 0.0346684+0.0636597j 0.00083112+0.123449j -0.017684-0.0126842j -0.0606639+0.0298223j -0.00270722-0.0570812j -0.0205333-0.0604793j 0.00513072+0.0491409j -0.063984-0.0495726j 0.0203365-0.0137101j 0.0210089-0.135047j 0.0170554+0.0153887j -0.102168+0.0475954j 0.00889852-0.00775977j 0.0179954+0.00403356j 0.0198427-0.0724718j -0.000961803+0.0653036j 0.0309268+0.0879902j -0.0915853-0.0203686j 0.0288486+0.040574j 0.0218396+0.0246379j -0.0766214-0.0339879j -0.0319034-0.0259392j -0.0186351+0.0124304j -0.0185635-0.00296001j -0.0231218-0.00683129j 0.0139616-0.0339771j -0.00228663-0.00464368j 0.0315892+0.00435891j -0.0446025-0.00133113j 0.00565099+0.0284505j -0.0314079-0.0415731j 0.0318581+0.0291587j 0.00217965+0.00162625j 0.0129903+0.0232173j 0.0491767+0.0433417j -0.0604817+0.0424767j -0.00136359+0.0924691j -0.000458474+0.0327197j -0.0294385-0.059392j 0.0105618-0.0136516j -0.0637326-0.0205838j -0.0318208-0.00529471j -0.0259425-0.0282158j -0.0519309+0.0136921j 0.0213135-0.0233099j -0.0252652+0.0395832j -0.00732981+0.016039j -0.0502766-0.00940385j 0.0728266-0.075091j -0.00877837-0.000655527j 0.0305547+0.0011378j 0.017896-0.00713726j 0.0437142+0.0225856j -0.024354+0.0148046j 0.0426493+0.0235793j 0.0212709+0.0235089j 0.0212101-0.00304917j 0.0182418+0.00461421j -0.0226838-0.00337106j 0.0306099+0.0303965j 0.0218956-0.0266126j -0.00755142+0.0135074j -0.0124262-0.0164301j 0.018471-0.00958731j 0.0152626-0.00089575j 
-0.0624674-0.0390089j 0.00335699+0.0789104j -0.0270145-0.0495631j 0.0190446-0.00537058j 0.00633538+0.0499965j -0.0144813-0.0191905j 0.00291656+0.00438357j 0.0153835-0.0270407j -0.0581807+0.00888361j -0.0535955-0.0389747j -0.0184643-0.0477928j -0.0474019+0.0177531j 0.00373963-0.0145489j 0.0397848-0.00226418j -0.0304999+0.020588j -0.0229601-0.0612422j -0.0973943+0.00625053j -0.0224008+0.0560217j -0.0536051+0.02455j -0.00757496-0.0551209j 0.0478821+0.0393835j 0.0284978-0.0668166j 0.0190444+0.0373669j -0.0635971-0.0332309j -0.0198349-0.0488241j -0.00115683-0.0545597j 0.0845579+0.023807j -0.0497211+0.00238848j -0.00340799-0.00827762j 0.00432644-0.00314641j 0.0340496+0.048073j -0.00734639+0.0337966j 0.0318704-0.0253325j -0.0332773+0.0691137j -0.0320687+0.109476j -0.0893705+0.0740211j 0.0755888+0.0212143j -0.0254168+0.00687891j -0.0484514-0.022862j 0.0471904+0.00497937j 0.057734+0.0286099j 0.0575868+0.0632686j -0.114055-0.0210227j -0.0516423+0.040513j 0.00369106+0.0374142j -0.0241708+0.0628432j 0.0129558+0.0383779j -0.0162874-0.039179j 0.0385785-0.0450464j 0.0335285-0.0105425j 0.0235546+0.0385488j -0.0149314-0.00249089j -0.0753482-0.0344564j 0.060283-0.0325441j -0.0229215-0.0723072j 0.0379743-0.0766331j -0.0277013+0.00902883j 0.0541397-0.00591295j 0.0269452+0.00250715j 0.0414079+0.0162455j -0.031483-0.0360382j 0.0431482-0.0207314j 0.0330244-0.0206739j 0.0271469+0.0247097j 0.00608881+0.0497314j -0.029921-0.0161978j 0.0303616+0.0402066j 0.0195557-0.00320299j -0.00408233-0.0191908j -0.0182123-0.0177968j 0.0326479-0.0103259j 0.0350548+0.0046772j 
0.0263745+0.0797713j 0.0704149-0.0137921j 0.0458377+0.0442849j 0.0931918+0.0387819j -0.023611-0.0220939j -0.00904058-0.016162j 0.033981-0.0658119j -0.00645653+0.0369823j -0.105517+0.0332247j 0.00504541+0.0406039j -0.0148503+0.0729577j -0.00897971-0.129314j -0.0900757-0.014264j 0.0092023+0.0393081j 0.0217939-0.0442072j 0.0294728-0.0450275j 0.0752543-0.0183323j 0.0171671-0.0217032j -0.035472+0.0322272j -0.0150807+0.00328806j -0.0611123-0.142934j 0.0102282+0.00158639j 0.0782135-0.0253782j 0.0120961+0.0709062j -0.0623261-0.0356173j 0.0137102-0.0663572j -0.00323378-0.00333856j -0.04084-0.000804671j 0.0463039+0.0556323j -0.0340518+0.00519852j -0.010123-0.0137728j 0.00782402+0.0563118j 0.04466-0.034159j 0.040393+0.00196401j -0.0504009-0.0245027j -0.0450202+0.0126683j 0.0405153+0.0164095j -0.0249415-0.00414688j 0.0136832+0.0418567j -0.0692795+0.0335745j -0.00949095+0.0267434j 0.0374671-0.00125567j 0.0399729+0.00766804j 0.00340754+0.042416j -0.0224568+0.0105646j 0.0473067-0.0499546j -0.0411882-0.00784646j -0.0489527-0.0415042j -0.0113109+0.0179348j -0.0146497+0.008261j -0.0230333+0.0279933j -0.02055-0.0235183j -0.033265+0.00821862j -0.0385072-0.0688286j -0.0254264+0.00190594j 0.0198983+0.00816827j -0.00199947-0.0159497j 0.0170412-0.00993592j -0.0205301+0.0295378j 0.0334853-0.0162304j -0.0201294+0.0163904j -0.00148658+0.00167799j 0.000168377+0.0154221j -0.00165973+0.0240405j -0.00788159+0.0377091j -0.00915693-0.01929j 0.0540267-0.0213301j 0.00266651-0.00811692j 0.0210209+0.0108546j 0.00872261-0.00834718j -0.0146091+0.025123j -0.0115641-0.00828292j 
-0.00260344-0.0379571j -0.00290933-0.0141258j -0.0788127-0.113909j -0.0387302-0.00182025j -0.10261-0.0635429j -0.0802355-0.0613726j 0.0299735-0.0279833j 0.0601427-0.0209021j -0.0944786-0.0805063j 0.0433134+0.0105056j 0.11146+0.046324j 0.0174069+0.0768434j 0.0677922-0.015261j 0.0651061+0.0109557j 0.13851+0.0410115j -0.0465384-0.108373j 0.0774523+0.0849565j -0.0637686-0.0291433j -0.0951667-0.0511327j 0.0201113+0.0984936j -0.0254065-0.0278198j 0.092942-0.0785111j 0.0555971+0.0156693j -0.0075965+0.0158968j -0.0765556+0.0367645j -0.00575756-0.1042j 0.00991424-0.0180959j -0.00451376-0.0084027j 0.103201-0.0106018j -0.0512016-0.034761j 0.0783731+0.0372282j 0.00859816-0.0280483j -0.0054653-0.0543272j 0.015383+0.0515699j -0.0752927-0.0303897j -0.0446015-0.0277665j -0.0705738-0.0266554j -0.0278008-0.0159105j -0.0274817-0.00716554j 0.0262375+0.0369141j 0.0223737-0.0118497j 0.0153296+0.0187554j 0.0182213-0.0277453j -0.0313336-0.00252245j 0.0558278-0.0248519j -0.0122203-0.00200564j -0.015915-0.00435808j 0.0420899+0.0369734j 0.065186+0.0412119j 0.0204248-0.0491079j -0.0349501+0.00599746j 0.0436093+0.00704018j -0.0258693-0.0306452j 0.0304635+0.0198745j 0.0180478-0.0196307j -0.0333736+0.0173121j 0.0165735-0.0063518j -0.0365729+0.0211607j 0.0477006+0.010719j 0.00126412-0.0257191j -0.00725102+0.0744706j -0.0778744+0.0331364j -0.03413-0.0533988j -0.0010854+0.0109905j 0.00700482-0.00868705j 0.0303992+0.092902j -0.0232746-0.0290676j 0.00947251+0.0130072j -0.0427763-0.0243879j 0.0357306+0.0148151j 0.021386-0.0285854j -0.011955-0.000310971j 
-0.0123861-0.0540982j -0.0336415+0.0488886j -0.031821-0.0967145j -0.0598722-0.0319957j -0.045827-0.00159831j -0.0114426+0.035384j 0.00298301-0.00181074j -0.0207685-0.043229j 0.00322999+0.0455039j -0.0240296-0.0540239j -0.0235133-0.0804914j 0.0219337+0.0226894j -0.0114106-0.0428347j -0.0379878+0.0149715j -0.0204336+0.00486096j -0.00464415-0.000346856j 0.0788064-0.0189075j 0.0109727+0.0658823j -0.0341015-0.0840959j -0.0324396+0.057235j -0.0808684+0.05358j -0.0437817+0.0619172j -0.0628259-0.0915139j 0.0779114+0.0736946j -0.0152267-0.00494656j -0.0306567-0.00079434j -0.0872435+0.0322238j -0.000637161-0.00777632j 0.0161353+0.017247j -0.0264242+0.0561358j -0.0397122+0.0254308j -0.0647888-0.0399855j -0.0165764+0.0536568j 9.14448e-05-0.0141008j 0.0481962+0.0215145j 0.00546437+0.0634829j -0.0141143-0.0374242j -0.0143826-0.0254295j 0.0280383-0.00710854j 0.033527+0.00670033j -0.049884+0.0488986j 0.00172071-0.0274993j -0.0522864+0.0687851j 0.0289083+0.0365503j -0.0258398+0.0455267j -0.0125782-0.0233184j 0.0180549+0.0164971j -0.0353279-0.00322224j -0.0205075+0.0606799j -0.00752986+0.0298062j -0.00876735+0.0458162j -0.0106276+0.0176261j -0.00482328-0.0361783j 0.0367954-0.0181746j 0.00495503+0.0209175j -0.00850603-0.00504468j 0.0199722-0.00615953j 0.00424118+0.0612161j 0.0289515+0.00541645j -0.0157274-0.00153311j -0.0241216+0.0185845j 0.00332217-0.02385j -0.0240161-0.0422317j -0.00834915-0.0107043j -0.0212387-0.00255933j -0.00681156+0.017733j -0.0337611-0.0177346j 0.0212469+0.00959939j -0.0230998-0.0298024j 0.0232229-0.000784523j 0.00123768+0.0254818j -0.00883035-0.00899j 
0.0122487-0.026827j 0.00874215-0.0133252j -0.0410798+0.0469296j 0.0192873+0.00303896j -0.0485661-0.0145232j 0.0240572-0.0090627j 0.00440905-0.0123101j 0.013666+0.0761913j -0.0627543-0.0576771j 0.0432016+0.0154159j 0.0127237+0.107575j 0.0303537+0.0556944j -0.0112421+0.0377715j 0.0479808+0.0457162j 0.115395-0.0165175j -0.0644705-0.0850899j 0.10602+0.0817953j 0.00326413-0.00284879j -0.00875251-0.0524855j -0.026327+0.0966327j 0.0645597-0.00617357j 0.0315016-0.0549739j 0.0231856+0.0248937j 0.00108713+0.0269517j -0.0605664+0.0429453j -0.01546-0.0473569j 0.00400258-0.0222016j -0.041473-0.0224902j 0.0441179+0.00154236j -0.0363299+0.031176j 0.00550407+0.00629322j -0.00131327-0.0237718j -0.039212-0.0257238j 0.00367021-0.00321284j -0.0389094-0.0476104j -0.00176691-0.00617644j -0.04038+0.00242737j -0.0236832+0.000368131j 0.00289161+0.00994893j 0.00825585-0.0183202j 0.0184665+0.0326402j 0.020264+0.025127j 0.0573827-0.00499949j 0.0212552+0.0544091j 0.0129976-0.0379761j 0.0228597-0.0222691j -0.0241298-0.0519735j 0.0275903+0.0148097j 0.0159607+0.0365328j -0.0022082-0.0387499j -0.00205898+0.0182092j 0.0127863-0.0121756j 0.0236752-0.0132989j -0.0238984+0.0615541j -0.0237506+0.0053255j 0.020289-0.0288401j 0.0158521-0.00449743j -0.00793286-0.0218647j -0.0317368-0.0239805j 0.0196718-0.0172874j 0.00681253+0.0191693j 0.00986828+0.00369093j -0.0190343+0.0277481j 0.0300211+0.0223698j 0.0043907-0.0138541j 0.0307608+0.00471735j -0.0191775+0.0150858j -0.0259598+0.0309818j -0.0140023+0.00770983j 0.00727485-0.00811369j -0.0204536-0.0317404j 0.0301417-0.00978335j 
-0.0659832-0.0438441j -0.0290995+0.0484795j -0.0760403-0.0819272j 0.0418153+0.0829055j -0.0468875-0.0206212j -0.0926424-0.00400975j 0.017462+0.0332625j -0.0193815+0.0216795j 0.0406496+0.0946802j 0.033663+0.0491103j 0.0658803-0.0129008j -0.0695963-0.00750849j 0.0673733-0.0135548j 0.0544979-0.102787j -0.0550873+0.103074j -0.0137742+0.0164732j -0.00196515-0.0577595j -0.0408048-0.00958208j -0.0868506+0.0306961j 0.0969552-0.0466154j -0.1638-0.0414819j 0.0669676+0.0534509j 0.0506833+0.0255001j -0.0573073-0.0408121j -0.0557093-0.0160832j -0.0181963+0.00653364j -0.0880508-0.0301322j 0.0553609+0.0219471j -0.0262135-0.0177791j 0.017527+0.0122932j 0.0202084+0.0259233j 0.0588076-0.00460543j 0.01287+0.0174016j 0.0106064+0.0045228j 0.031301+0.0150453j 0.018793+0.0238557j -0.0278452-0.0438483j -0.0513202-0.0629213j -0.00639108-0.0428473j 0.0204891+0.0134081j -0.0455261+0.000291259j 0.0413458+0.0159996j -0.029875+0.0542698j -0.0273048-0.0636061j 0.0219059+0.0311441j 0.0117797+0.00716149j 0.0078874-0.013458j 0.00888181-0.0406391j 0.0153781-0.0385434j -0.0435858-0.0559403j 0.00162835-0.0398757j 0.0568081+0.00675947j 0.0131511+0.0101343j 0.00931774-0.083217j 0.0557261-0.00891952j 0.0346576-0.000179731j -0.0177781-0.0231392j -0.0127604+0.0366772j 0.0319969-0.0406939j -0.0135726+0.0206613j -0.0353446+9.2905e-05j 0.0249786-0.00358404j 0.0287095-0.0513105j 0.0606534+0.0255185j -0.00467328+0.00673638j 0.00658119+0.00327404j -3.79378e-05+0.0061312j -0.0191158+0.0182932j 0.00170084-0.0191532j -0.00638117-0.00618025j 0.0457787-0.00614537j 0.0122623-0.00869484j 
0.0286709+0.000101419j 0.00918412-0.00890875j -0.0286994+0.00948236j 0.0329891+2.59147e-05j -0.010384-0.0617494j -0.0360405-0.0212502j 0.0358151+0.00560699j -0.00453922-0.0370059j -0.0394559-0.0941558j 0.0619351+0.00148429j -0.00164001-0.00820492j -0.0540104-0.0531235j -0.0671841-0.0783039j -0.0414889-0.0269224j 0.0441429-0.0127234j -0.0498029-0.0521696j -0.0539245-0.0307757j 0.0702859+0.0186282j 0.00433865-0.0278958j 0.0537696+0.0173995j -0.0641897+0.0347662j -0.0190854+0.0398326j 0.013429+0.0522152j 0.0311205-0.049534j -0.0197808-0.00624064j 0.038219-0.031361j 0.0185493+0.0496901j -0.00930134+0.0375081j 0.0280787-0.00319884j -0.0991919+0.003916j 0.0715976-0.00779448j -0.00686857+0.0491343j 0.0303951-0.0198646j -0.00506935+0.0492001j -0.00671422+0.0380198j 0.0671636+0.0132556j -0.0921588-0.0247835j 0.0102379+0.025481j -0.0477771-0.00492172j 0.0378983-0.0342795j 0.0247643-0.0224531j -0.0309799+0.0140266j 0.035165-0.0130592j -0.0350912+0.00929901j -0.0406096-0.00684986j 0.0559571+0.0991122j 0.0297873+0.031087j -0.00995873+0.0303793j 0.0505364-0.0023684j -0.00883727+0.0324704j 0.0250082+0.0407445j 0.00142893+0.0614914j 0.00154208-0.0274494j -0.00523954-0.00481499j 0.0208353+0.0121007j 0.040914-0.0445731j 0.0259182-0.021497j 0.0398531+0.0218754j -0.0169869-0.010353j -0.0276325-0.00219664j -0.00900632+0.0240747j 0.0458401-0.00219675j 0.008371-0.0128739j 0.011364+0.0409933j -0.0165632+0.0074646j -0.00621921+0.0194739j -0.0124776+0.00398745j -0.00440376+0.0168144j 0.00160778-0.0302153j -0.00398827-0.0124884j 0.00169635-0.00256447j -0.00305316-0.0179654j 
