-0.0173035+0.0322803j 0.0157272-0.0512696j -0.00197968+0.0075397j -0.0385265+0.0506935j 0.00815378-0.0240171j -0.0127335+0.0197798j 5.13718e-05+0.0190764j 0.00152221+0.00633667j -0.0129693-0.0105568j -0.00564018+0.0253989j 0.0136757-0.00332985j 0.0219516-0.0147135j -0.0328417+0.00458103j -0.0180599+0.0142609j 0.0358009-0.0159177j -0.00181198-0.0622743j -0.0995941-0.0232999j 0.0288257-0.011492j -0.0107234+0.0226631j 0.00952284-0.0318465j 0.0122859+0.00824902j 0.010977-0.00174364j 0.00759744+0.014712j -0.0222546-0.0144856j 0.00690004+0.00144228j -0.00150395+0.00299004j -0.0173609-0.00210429j -0.00312271+0.000830812j 0.00980526-0.0128284j -0.00750912-0.000936501j -0.000682448+0.0205828j 0.00368392-0.016055j 0.0335282+0.0285618j 0.00489376-0.0486126j 0.0191307-0.0368955j 0.0483722+0.0106338j 0.00518951+0.016325j 0.0221318-0.0113701j -0.0117234-0.0330265j -0.00434627+0.00555747j -0.0154737+0.00260655j -0.00592158-0.0134141j -0.022543+0.0166191j 0.000692864+0.0066161j 0.000277707-0.00882002j -0.00796618+0.00542232j 0.00459587-0.0243557j 0.00619599+0.00163873j 0.000216573+0.0111594j -0.00640616+0.0143047j 0.00169791-0.00550577j 0.00482507-0.00145872j 0.00862246+0.0134586j -0.0121347+0.00959691j 0.00978564+0.00561194j 0.00681253-0.0105463j 0.0063628+0.0115954j -0.0221975-0.0151947j 0.00963021-0.0080045j 0.0121554-0.00351487j -0.0148584+0.00227216j 0.000911044+0.00646672j 0.000106541-0.000908411j -0.00228958-0.0006622j -0.00296537+0.0133396j -2.99459e-05+0.00448699j 0.00107369+0.00554543j -0.00498641+0.00506321j 0.00343103-0.00122029j 0.000872403+0.000152015j 0.00283007+0.000356537j 2.49114e-06-0.00338851j -0.00123329+0.00482167j -0.00185558-0.00137778j -0.0042163+0.00314981j -0.00365205+0.0031558j 0.00359798+0.000416414j 0.00682555+0.00490252j -0.000467686-0.00111876j -0.000120202+0.0014399j 0.00175566-0.00315849j 0.00311619-0.00131727j -0.00708937+0.00246672j -0.00590938+0.00426678j 0.0025139-0.00045028j 0.0039382-0.0140485j -0.0119535+0.000842135j 0.0104884+0.00312141j -0.00479071+0.00874668j 0.00118263-0.00147611j 0.00346514-0.00254982j -0.00401701-0.00133691j -0.0117778+0.00836726j 0.00151521+0.0486167j 0.00963363-0.00755891j 
0.0292694-0.00633025j -0.0209393+0.00361012j 0.00323374-0.00702157j -0.0179684-0.00466506j -0.00510145-0.0453305j 0.0913339+0.154461j 0.0449777+0.0606057j 0.0106293-0.0205253j 0.111743+0.118698j -0.0376397-0.0340351j -0.0506735-0.0238559j 0.00477719+0.0594112j -0.00958104-0.0433351j -0.0229438-0.0384687j 0.119682+0.0789345j 0.0387744+0.0789203j -0.0294715-0.0569436j 0.00423696-0.0457338j -0.00518057+0.0145098j -0.00304014+0.0240595j -0.0355436+0.0288595j -0.0313156-0.0105112j -0.0182876+0.0635913j 0.00799136-0.0138991j 0.0655801+0.0465407j -0.0181233+0.0414461j 0.0414729+0.00746335j -0.0144001+0.00677082j -0.100068-0.0214767j 0.00514172-0.0284201j -0.0417581+0.0184011j -0.00333434-0.0313471j -0.0322483-0.0125522j -0.0342549+0.0239971j -0.00401071-0.0199935j -0.0579553+0.00438294j 0.00602052+0.0098246j 0.00825836+0.00537069j -0.0248546-0.0148918j -0.0216154+0.0048694j 0.0411815+0.00290419j 0.0221008-0.00454824j 0.0235908+0.00681267j -0.0294688-0.0134041j -0.0336992+0.00236641j 0.0135047+0.00736484j -0.0485972-0.0270963j -0.0394505-0.019374j -0.000511135+0.0122311j 0.0348961+0.0048831j 0.0185308+0.0257518j 0.0148038-0.00198603j 0.00779952+2.89958e-06j -0.00156513-0.00210285j 0.00114279+0.0190101j -0.0171157+0.010496j 0.00474884+0.0015638j 0.00752948-0.0100931j -0.0241015-0.0187346j -0.0125622+0.000732874j 0.00418196+0.00195642j 0.0196254+0.00948236j 0.0101989-0.0106007j 0.00134075-0.00187169j -0.00759443-0.0128418j 0.00256584-0.00485746j 0.00170668+0.00138308j 0.0115886-0.00451661j -0.00776208+0.00663277j -0.0218934+0.00759491j -0.0134276-1.37615e-05j -0.0135126+0.00294269j 0.00479336-0.00152071j 0.0151211-0.00510186j 0.00825531-0.00826448j 0.00709597-0.00846206j -0.00148185+0.0034733j -0.0312522-0.00164172j -0.0154184+0.0107892j -0.0188139-0.00327621j 0.012266-0.0131954j 0.00365334+0.0130729j 0.00625918+0.0206967j 0.0035531-0.00398094j -0.0161733-0.00436296j -0.0034557+0.0106864j 0.00418417+0.0159394j -0.00933336-0.018555j -0.00572069-0.0068686j -0.00162066-0.00161987j -0.00529108-0.00465865j 0.00361743+0.0115992j 0.0148098-0.00914415j -0.00111256+0.0110021j -0.00255606+0.00403835j 
-0.0308406-0.0319092j -0.0384613+0.00521932j -0.00523483+0.0139007j 0.0210008+0.00391166j 0.0280903+0.0234872j 0.0651022+0.0166316j 0.0380841-0.00361897j 0.0951804+0.051898j 0.0710383+0.0126149j -0.0415502-0.0105015j -0.0833607-0.0143657j -0.155714-0.0426259j 0.00747517+0.00741498j 0.026826+0.0122906j 0.0764655+0.0936376j 0.0084742-0.00984503j 0.0493644-0.0052446j 0.0356386-0.0204696j 0.0864373-0.00162689j -0.00949735+0.0257811j -0.0101925+0.0144065j 0.0421592-0.00117104j 0.0414524+0.0107594j -0.00544299-0.0273341j 0.0397916+0.00103073j 0.0149497-0.0211054j -0.0462466-0.0248691j 0.0019464-0.0526505j 0.0247459+0.0275628j -0.0681208+0.00331762j 0.0779271+0.0536592j -0.030968+0.0109122j -0.0051597+0.0333012j -0.015679-0.0164242j -0.00760366+0.00196472j -0.00968149+0.0327357j -0.0229999-0.00785243j -0.0223531+0.00118491j 0.0137399-0.0176734j -0.0138686-0.019315j -0.00516222-0.00665631j 0.0455847+0.0275148j 0.0262662+0.00227259j 0.00261075-0.00383698j 0.0402688+0.0233982j 0.00135201-0.00532864j -0.03683-0.0165795j -0.0118741-0.00222328j 0.00381929-0.00412341j -0.00366944-0.00152081j 0.00583619-0.0115638j -0.0237968-0.0211669j -0.0221548+0.00225935j -0.0268356-0.0118943j 0.0319708+0.00317615j -0.00569113-0.0247036j -0.00650924-0.00782145j 0.00139967+0.00144706j 0.017203+0.00325943j 0.00696422+0.00686407j 0.0104196-0.0124741j -0.0234464-0.00985534j -0.00578181+0.0157906j -0.0075261-0.00227673j -0.00129904+0.00452599j -0.00978305+0.00315603j 0.000477523-0.00317784j 0.00215677+0.00430757j 0.00477312+0.00379503j -0.00422114-0.0169293j -0.0119554-0.00493616j 0.00891364-0.00547659j 0.00105096+0.00300317j 0.00136999-0.0105568j 0.0010784-0.0108102j -0.0176845+0.0117006j -0.00579076+0.0153343j -0.0158241-0.00650567j 0.00152135-0.00858617j -0.00303828-0.000913362j -0.011734-0.000671652j -0.00759928+0.00711537j -0.00739392-0.0187309j -0.00217987+0.000834971j 0.00781237+0.00511996j -0.0076959-0.00933773j 0.0128368-0.0149849j 0.0194028-0.00867713j 0.022076+0.00670291j -0.00203164-0.000310146j -0.00097401+0.00537865j 0.0020314-0.0108383j -0.000672295-0.00356767j 0.010309+0.0206022j -0.00572443+0.00227324j 
-0.0105216+0.0217862j 0.0293812-0.00189276j -0.019012+0.00244053j 0.0177623-0.00960216j -0.070463-0.0437014j 0.0211325+0.00129085j -0.0158434-0.0066006j -0.0109582-0.0290623j -0.0183143+0.0250084j 0.0143-0.00886626j 0.0297181+0.0122953j 0.123324+0.0123172j 0.00463492+0.0184973j -0.0100475-0.00504085j -0.0158724-0.0175413j 0.0300591+0.0133209j -0.0603365+0.00588558j -0.0595238-0.00173194j 0.029779-0.00721627j 0.0355224-0.0344983j -0.036121-0.0471258j 0.0974088+0.00836978j -0.0431895-0.0423554j 0.0158436-0.00388462j 0.0765497+0.0445801j 0.0422564+0.0184315j -0.162367+0.00795245j 0.00995877-0.153215j -0.0276554+0.0171928j 0.00795676+0.0104377j 0.0272489-0.017735j -0.00730722+0.0227678j 0.00642283+0.013948j 0.00173935+0.0166297j 0.0447276+0.0141879j -0.00414463-0.0202773j 0.00372344-0.0053696j 0.028305+0.000712078j -0.0144817+0.0259618j -0.0118023-0.0118758j 0.0424562+0.00446479j -0.0286493-0.0217617j -0.0119858+0.0123529j -0.00734339+0.0123346j -0.0461532-0.00760144j 0.0274623+0.00393312j -0.0125112-0.00124255j 0.0161568-0.0102994j 0.00624289+0.00501026j -0.0196393+0.0168836j 0.0220292+0.00111501j 0.0102316+0.0238744j -0.00082479+0.0182235j -0.0105863+0.00452424j 0.00269784-0.0218234j 0.0243389-0.0108788j 0.0167185-0.005877j 0.00962634+0.0155507j 0.0320617-0.0238861j 0.0129067-0.00349279j 0.013052-0.0142516j 0.0179122-0.0143086j 0.0110996+0.00218695j 0.0104996-0.0091566j -0.00300465+0.00874987j -0.00723487+0.000560969j -0.00441553-0.00421262j 0.00188656+0.00569398j 0.00476399-0.00211352j 0.00136271-0.00513651j -0.00989194+0.00347732j 0.0109058-0.00833077j -0.0111644+0.0116602j 0.00921381-0.0205548j 0.00700364-0.020243j -0.0178172+0.029336j -0.0168877+0.0215097j -0.00430233-0.00469033j 0.00780762-0.00559725j 0.00649141+0.00365696j 0.000710082-0.00857446j -0.0124068+0.0114107j 0.00984105-0.00285219j -0.00641041+0.00763995j -0.00103507+0.0147798j 0.0158368-0.0089073j -0.0118238-0.0021993j -0.0241105-0.00717597j -0.0136903+0.00397451j -0.0013467-0.000178673j 0.00142348+0.00214652j -0.00110437-0.00153762j -0.000883639-0.0014654j -0.010677-0.0145556j 0.00483858+0.0117429j 
0.0404372+0.0272219j -0.0238558-0.00242028j 0.00759751+0.0155795j -0.0239096-0.0159127j 0.0530088-0.00301944j -0.0790934-0.0712794j -0.0125303+0.0160139j -0.0329131-0.0701738j 0.0165125-0.0833502j 0.002418-0.00362154j 0.0125148+0.0998516j -0.0395662+0.130344j -0.00885762-0.0551131j 0.0280136+0.00596761j -0.0266327-0.0114096j -0.0295306-0.015727j 0.0562737-0.0201436j 0.046615-0.0373709j 0.0627178-0.0129147j -0.0429759-0.0178689j 0.00578434-0.0142752j -0.030999+0.00431218j -0.0685979-0.0639702j 0.0519036+0.00963485j -0.0324205-0.00563527j 0.0395567-0.00474471j 0.0819504-0.0161103j -0.0394474-0.203178j -0.0641804-0.0172367j -0.0595227+0.00889843j 0.0798149+0.0174597j -0.00802196+0.0591396j -0.0228742+0.0119473j 0.0533736+0.0089606j -0.0882488+0.0211738j -0.081833-0.0211618j 0.00408951+0.0278795j -0.0256056+0.0133864j 0.0276179+0.0395475j 0.0137072-0.00169336j 0.0158768-0.0192551j -0.00911892-0.0140117j -0.00337677-0.012262j 0.00640595+0.000151073j -0.0236744+0.00574874j -0.0144814-0.0124425j 0.0395247-0.00323387j -0.0101991+0.00992426j -0.000491396-0.00522959j 0.0250716-0.00866313j -0.0300918-0.0166219j 0.00567627-0.0108675j 0.00481162+0.00251214j -0.00179095+0.00551782j 0.0117093+0.0106665j -0.0272845-0.0102182j -0.00345518+0.00627686j 0.0267884+0.0122032j -0.016716+0.0357543j -0.0217155+0.00972189j 0.00761391-0.0118494j -0.0014949-0.0118596j 0.00820771+0.0161529j 0.0105429+0.00580961j 0.0267874+0.00486517j 0.00873859-0.00577977j 0.00631168-0.0190817j 0.0137754-0.00651976j -0.00292959-0.00438532j 0.0142357+0.000968055j 0.00589092-0.0021141j 0.00260874+0.00868189j 0.0244631+0.00361904j -0.00103577-0.00591252j 0.0120957-0.00107634j -0.00203143-0.00287582j -0.00135759-0.000602167j -0.00927517-0.0108509j 0.0147237+0.0225328j 0.00251327+0.0095907j -0.0299112-0.0200538j -0.00670488-0.0026212j -0.0216502-0.0185654j 0.00439948-0.00308865j 0.00681985+0.0371539j -0.0193168+0.0257511j 0.00407863-0.0248812j 0.000911191+0.00156862j 0.00227102-0.0141392j 0.000965912+0.000329086j 0.00275727-0.00453073j -0.000466614+0.00431654j 0.00399688+0.00917043j 0.00855948-0.0318353j -0.00386663-0.0047336j 
0.0292585+0.00717278j 0.0112856+0.0200074j 0.0053814+0.0113979j -0.000474452-0.0105462j 0.0449994+0.00815829j -0.0245637-0.0365197j -0.011119-0.0223565j 0.00834877-0.029375j 0.00488236+0.014082j 0.00365296+0.025143j -0.00196788+0.0169304j -0.0282472+0.0733217j -0.000233909-0.0375464j 0.0216969-0.0417519j -0.0100529+0.00386737j 0.00281162-0.0118046j 0.0225053-0.0412879j 0.0110475-0.0244425j 0.0178762+0.00150736j -0.0401039-0.0461261j 0.00684518-0.0231543j 0.00570818-0.032646j -0.0134285+0.00929995j 0.0318344+0.0459628j 0.01756-0.0780734j 0.00843489-0.00929038j -0.107216-0.034082j -0.00574918+0.389444j -0.0848272-0.058297j -0.0198559-0.00378692j 0.0349793+0.057616j -0.00143855-0.0184001j 0.0156119-0.050029j -0.0182129-0.0282127j -0.0335666-0.030929j -0.015989-0.0153391j 0.00624628-0.004564j -0.000695764-0.0174333j 0.0442898+0.0565609j 0.00311859-0.0137125j -0.0261769-0.0296857j 0.00902396-0.0057159j -0.00698628-0.0155446j -0.00758565+0.00132368j -0.0303482+0.00506439j -0.00107833-0.00236353j -0.00237177-0.015253j -0.00423436+0.0103702j 0.00229612+0.0113773j 0.00389127+0.00493352j 0.0118084-0.00341086j -0.00034773-0.00111395j -0.00403966+0.00383895j 0.000575826+0.0106771j 0.00720948+0.00495156j 0.00227383-0.0137447j 0.00778596-0.0118837j 0.0153002+0.0145668j 0.0172569+0.0173479j 0.0010743-0.00905639j 0.000354444-0.0172366j -0.0029248-0.00540349j 0.00947609+0.0187446j -0.0064413-0.00699612j 0.0136717+0.0144459j 0.0128778-0.00128581j 0.000709012+0.0103016j -0.0055118-0.00855689j -0.00462652+0.00748508j 0.00256112-0.00163469j 0.00632387-0.00743497j 0.00527601+0.000625624j 0.00417369+0.00293085j -0.0120571+0.00362116j -0.000496303+0.0139116j -0.00101779-0.00274357j 0.00326195+0.00508981j 0.0109832+0.01151j 0.014681+0.00155753j 0.00273572+0.00210159j -0.0114776-0.00613418j -0.000517783+0.0121549j 0.00193752-0.00167796j 0.00122376-0.00581672j -0.00130934-0.00463917j -0.00111954+0.00062417j 0.0148592-0.00708564j 0.00989482-0.010611j -0.00878285+0.000565486j 0.00030386-0.000150102j 0.00429527+0.00457301j -0.000985677-0.00978472j -0.00673741+0.0174995j 0.00699378-0.0101076j -0.00362183-0.0156679j 
0.0105465+0.00620192j 0.0231403+0.00365906j 0.00999121+0.00352262j 0.0137501+0.00698119j 0.0438833-0.0142646j -0.048385+0.0339478j -0.0319075+0.0628191j 0.0193434-0.00798189j -0.0681279+0.0324955j 0.0198645-0.0282363j 0.00792114-0.0267857j -0.0405794+0.0425407j 0.010844+0.0322013j 0.0159686-0.0116943j -0.0438513+0.0610017j -0.0191692+0.0511362j 0.0409407-0.0201753j 0.0304807-0.0240589j -0.0528853-0.0153013j -0.037871-0.0841138j 0.0291131+0.0265187j -0.0158029+0.0152911j 0.00468454+0.0629881j -3.3816e-05+0.00120165j -0.0384097-0.0315803j -0.0557131-0.0508427j -0.105636-0.0606037j -0.00451799-0.253702j -0.0401759+0.0226611j 0.00531394+0.0111572j -0.00895846+0.0715161j -0.00544724+0.0845146j 0.0417381+0.00181409j -0.0618678-0.0473228j -0.0109901-0.0359826j 0.044492-0.0283528j 0.00176423+0.00324045j 0.000738488-0.0167412j 0.0717403+0.0783749j 0.000950249-0.00024936j -0.0617719-0.0395583j 0.0158767+0.000923322j -0.00966022-0.00108112j -0.0265992+0.0136538j -0.0170135+0.00442349j -0.0249949+0.000419943j -0.0233284-0.0219036j -0.0238009+0.0159416j -0.0074722+0.0292779j 0.0137848-0.0125822j 0.026132-0.0119038j 0.00700611-0.00479897j -0.000217755-0.00117595j -0.00755241+0.00783016j 0.000766052-0.00170066j 0.00439949+0.00029924j 0.00125829+0.00105337j -0.0015131+0.00122928j 0.0077291+0.0267467j 0.000428621-0.0182065j -0.0218266-0.0191978j -0.0162342-0.00191908j 0.0137113+0.0256148j 0.00431172-0.00043379j 0.00522557+0.00191294j 0.00180427+0.00699722j 0.00921854-0.0029511j 0.00256876+0.0092528j 0.00359425-0.00598718j 0.0115544+0.0135327j 0.0100685+0.017062j -0.00118143-0.00905356j -0.0155708-0.00740869j -0.00494225+0.00747308j -0.0104227-0.00510985j -0.0194779-0.00165357j -0.000211375-0.000299909j 0.0115203+0.0104866j -0.00235401-0.0168573j -0.00127876+0.0038835j 0.00696134+0.0178942j 0.00257862-0.015424j 0.0174628+0.00474696j -0.000795706-0.00590048j 0.0158726-0.028943j -0.00803323+0.00198845j 0.00906476+0.000415598j 0.0086209-8.31077e-05j -0.000549292+0.00982287j 0.00225567+0.00184989j 0.0101494+0.0118875j -0.00942224-0.0215974j -0.0200404+0.0168139j 0.0055737+0.00237313j -0.00279626-0.0230277j 
-0.025894+0.00382435j -0.0129892-0.0145854j -0.000552636+0.000457846j 0.0171619-0.0131768j -0.00646818-0.0103361j -0.144564+0.0543826j -0.0781973+0.0197692j -0.0102959-0.00140439j -0.146641+0.0592916j 0.0594269-0.0195384j 0.0423823-0.0157837j -0.045078+0.0247484j 0.0353804-0.0359809j 0.0352711-0.0199038j -0.162122+0.062538j -0.0923758+0.0395261j 0.0764215-0.0348613j 0.0487443-0.0194195j -0.0259438+0.0102876j 0.0399473+0.0217671j -0.0154565-0.0203202j 0.0449142-0.0201948j -0.0409851+0.0101253j 0.0406057-0.0140936j -0.0339251+0.0357451j -0.0407988+0.0317239j 0.0766633+0.0337939j 0.00718879+0.0983224j 0.0952634-0.00639156j -4.54675e-05-0.00752237j -0.0300341-0.00289367j 0.00791401-0.034724j 0.0103467-0.00932849j -0.00862799+0.00940165j 0.0312242+0.00470169j -0.00165256+0.0066031j -0.0100204-0.00181733j 0.013166+0.00278381j -0.0320638-0.0297931j 0.014414-0.0123879j 0.0113446+0.0194991j -0.0159475-2.38729e-05j 0.023965-0.0156085j -0.0257614+0.015922j 0.016392-0.00871673j -0.00388507+0.00418672j -0.00800987+0.0176493j -0.0236879+0.0226433j -0.0399943+0.00912369j 0.0284415-0.00864302j 0.015158-0.0145332j 0.0187928-0.0108564j 0.00509555-0.00122245j -0.0233369+0.000552516j 0.00960058-0.0148098j 0.0040185-0.0064456j 0.00253487-0.00320106j 0.00312742-0.0102009j 0.00112618-0.00835308j -0.00249215+0.00956846j -0.0035376+0.0108197j 0.00822212+0.00160412j 0.0107054-0.0229065j -0.000396096+0.00135916j -0.00666469-0.00653525j -0.00204103-0.00122179j -0.00891295+0.00330354j 0.000492259+0.00122672j -0.00709158+0.00177265j -0.0020204-0.00798777j -0.0139377-0.00592559j -0.00424409+0.00269285j 0.00346198+0.00490744j 0.0128471-0.0117337j 0.0124506+0.00111527j 0.00752468+0.00895411j -0.00392668+0.00759221j -0.0203488+0.00434441j -0.00223613+0.00865145j -0.00346053+0.0068042j 0.00649721-0.0107375j -0.00420708+0.0142903j -0.00754043+0.0136599j -0.00197554+0.00721303j -0.0133243+0.0169878j 0.00788233-0.00471201j -0.00388841-0.00215482j -0.00903975-0.00474834j -0.00390565+0.003294j 0.000791807-0.00204822j -0.00363155-0.00353221j 0.00524926+0.00560725j 0.0032685-0.00644895j -0.0048762+0.0084703j 0.00222569+0.00907085j 
-0.0376375+0.0107959j -0.0128753-0.00976247j -0.0194092+0.00388869j -0.0022479-0.0147346j -0.0722519-0.0210634j -0.00384151-0.0563086j -0.000602927-0.0422788j 0.0116471-0.0237148j 0.0526048-0.033349j -0.00884113+0.0274806j -0.0252752+0.0628396j 0.00795429+0.11894j 0.0418457+0.00505095j 0.0105938-0.00658997j 0.00036304-0.0234085j -0.00117507+0.0122675j -0.0158323-0.00473571j -0.0144999-0.00741878j 0.03468-0.0279047j 0.0411659-0.0540686j 0.00591353-0.0200209j 0.106337+0.000110117j 0.0316844-0.0126583j 0.00752577+0.0214378j 0.0405902-0.0563073j -0.101498-0.0649958j 0.0595061-0.0241903j -0.0607291-0.00641262j -0.123466-0.0407639j -0.00636402+0.0197611j 0.0536506+0.0641381j -0.011699+0.00853758j -0.0649694+0.00444868j -0.0188745-0.0625628j -0.00855542-0.013487j -0.047501-0.0188584j 0.0029881-0.00947133j 0.0042494+0.00326124j 0.0116981+0.0659761j 0.000202121-0.0236498j 0.00221412-0.0426744j 0.00266222+0.02556j -0.0138932+9.81511e-05j -0.00906332+0.00420355j -0.0115774-0.00333227j 0.00462747+0.00165355j -0.0178543-0.0120728j 0.0220457+0.00673039j 0.023243+0.00760649j -0.0174521+0.0026886j 0.0179109-0.0125743j 0.0253365+0.0118528j 0.0253071-0.0172769j 0.0139277-0.00570613j 0.00805351-0.00434834j -0.00518878-0.0115037j -0.00250818-0.000686215j 0.00953513+0.0174061j 0.00690836+0.0230357j -0.00634907-0.0120176j 0.00422466-0.019741j -0.0183363-0.0125949j 0.0416578-0.0073632j -0.002501-0.00101334j 0.0167563+0.0140753j -0.00646548+0.0052548j -0.0212051+0.0203893j -0.013+0.0181679j 0.00199236+0.000237258j 0.00810785-0.0126171j 0.00246425+0.000653242j 0.00337347-0.00481605j -0.00133787-0.00326033j 0.0116616-0.0226688j -0.00296382-0.0022134j -0.00063243-0.00766408j 0.00236459+0.0107627j 0.0113018+0.00234212j -0.00384794+0.0225841j 0.0136554+0.00522705j -0.000913558-0.0115062j -0.0139581+0.00904154j 0.00409923+0.00975402j 0.00340091+0.00503337j 0.00585541+0.0181872j -0.00562588+0.00155946j 0.0149876-0.0115796j 0.00359924-0.0205569j -0.00656523+0.000298274j 0.00139828+0.00450572j 0.00505458+0.00747966j -0.0067238-0.0112433j -0.00133031+0.00744371j 0.0075704+0.000969467j 0.00153423-0.015032j 
0.00777378+0.00458812j 0.0264971-0.000271572j -0.00836819+0.00311184j 0.00215675-0.0108986j 0.0293951+0.0461187j -0.031724+0.112253j -0.0532766+0.0582376j -0.0141556+0.0319553j -0.0436865+0.10363j 0.0221518-0.0654286j 0.0201356-0.0708798j 0.0166367-0.025118j 0.0255606+0.0126518j 0.0236063+0.0109802j -0.0315417+0.0529463j -0.0267645+0.0114615j -0.000341527-0.00393755j 0.00449341+0.0132657j 0.0053421+0.041144j 0.0460491-0.00239164j 0.0150287-0.0225593j 0.00214498-0.0210341j -0.0852968+0.00744985j -0.0852355-0.0407408j -0.00727638+0.0755275j 0.0190298+0.0241589j -0.0629318+0.0129662j -0.0384822-0.151648j -0.171054+0.0454166j -0.0169136-0.0117565j -0.0323013-0.0120976j -0.022448+0.055843j -0.0354196+0.0196249j 0.027849+0.00151238j 0.0163473+0.0189016j -0.0169411-0.000240902j 0.00163755+0.0110737j 0.00563646+0.000716616j -0.0412204-0.0171178j -0.00435479+0.00826328j 0.0314753+0.0100162j 0.00195771+0.00604297j 0.0102686+0.00415036j 0.00293508-0.000172082j 0.0262827+0.00346394j 0.0189202+0.00897226j -0.00276349+0.0303533j -0.0279193-0.00527804j 0.013754+0.00814765j 0.000329116-0.0114994j 0.0148817+0.0143619j -8.16605e-06+0.0122986j -0.0153295-0.0107689j -0.00135978+0.00596279j 0.00790573+0.00276483j -0.00392438+0.0251626j 0.0021792-0.00712782j 0.0121477+0.00583545j -0.00852959+0.00142352j -0.00270168+0.00642532j 0.00174355-0.00378551j 0.00740733-0.0202064j -0.0118701+0.00720748j 0.00161333-0.00684034j 0.0101905+0.0293306j -0.00287043-0.00736433j 0.00679456-0.0140551j 0.00467701-0.00178332j 0.0119758+0.000982944j -0.017473-0.00188023j 0.00115511+0.00905514j -0.00321118+0.00375891j -0.0092523-0.000795307j -0.00148002-0.00486907j -0.0137087-0.0222235j -0.0257787-0.0163423j -0.00115415-0.00233157j -0.0207001-0.00809387j 0.0019077-0.00607072j -0.0171906-0.00761757j 0.00157953+0.00239409j 0.00329366-0.00645146j -0.0193493-0.00752709j -0.00437985+0.00628135j -0.0129278-0.00281917j -0.00255432-0.00495549j -0.0130531-0.0161583j -0.0106998+0.0138039j 0.00427231-0.0050093j -0.00304638+0.000558569j -0.00646426-0.00635371j 0.00231656+0.00755479j 0.00164472-0.00252984j -0.00282916-0.0178925j 0.00457925-0.00280973j 
0.0105934+0.0376745j 0.000709174-0.0437633j -0.00091746+0.0206497j 0.00829102-0.0323732j 0.00122398+0.0299635j 0.020397+0.0441079j 0.0141366+0.0695962j -0.00315295-0.044531j 0.0494032+0.0204531j -0.0235901-0.0530515j 0.00185923+0.00681652j -0.0124136+0.0598j -0.0203977-0.0496107j -0.000889791-0.0117176j 0.0093154+0.037899j 0.022128+0.0615015j -0.011615-0.0186788j -0.0117443-0.00528971j -0.041795-0.0210551j -0.0166241-0.00152282j 0.000654029-0.0844311j 0.109542-0.0173386j 0.00796411-0.0281574j -0.102083-0.0139986j -0.110528+0.071611j 0.0760729+0.0501349j 0.0404918+0.0338393j 0.011418-0.14358j 0.0557583+0.0307588j 0.00945477+0.00619281j 0.0152629+0.0147952j 0.0112919+0.041807j -0.0112022+0.0612231j -0.044528-0.0121417j -0.0634121+0.041421j -0.0094565+0.0149933j -0.00185278+0.0243567j -0.0208731+0.0192697j 0.0186167-0.0352045j -0.0325335+0.0092905j -0.00269358+0.0093456j -0.00487108+0.0035588j -0.0182527+0.0135655j 0.00876579-0.0129964j -0.00356992-3.60528e-05j -0.033454-0.00411935j 0.00945723+0.0179478j -0.0127812-0.0103363j 0.00190633-0.00881979j 0.0112134-0.00329969j 0.00321402+0.00474358j 0.000838942-0.00470707j 0.0167455-0.00336226j -0.00409115+0.0016108j 0.0071437+0.00369085j 0.0215101-0.00378703j 0.00529809-0.00395773j -0.00493247+0.00192269j 0.00370901+0.0183486j 0.00971518-0.00103835j -0.00447066-0.0215507j -0.00179241+0.000148032j 0.0159778-0.0102157j 0.00853803+0.000941381j -0.00340649-0.00419914j -0.0101085-0.000590618j -0.0068464+0.0037244j -0.00337077+0.0217004j -0.00473355-0.000491391j 0.0109274-0.00117771j -0.00853292-0.0106053j 0.00821343-0.00648452j 0.0115899+0.00409723j 0.00286654-0.00596579j 0.0077213+0.00855516j 0.0118342+0.0221085j -0.00281613+0.00591317j 0.00130932-0.0058001j -0.00672662+0.01026j 0.00155803+0.00539254j 0.00550918-0.00496939j 0.00550007+0.00070158j 0.017606+0.0180602j -0.00377776+0.00172321j 0.0104123-0.0195398j 0.00851527-0.0236018j 0.00326284-0.0101673j -0.00667677-0.0436265j -0.0102592+0.00993095j 0.00244285-0.00265283j 0.00117825-0.000611543j 0.00193353-0.0111787j -0.00342718+0.00840332j -0.0106576+0.0400137j -0.00305603-0.00376696j 
