0.000541814-0.00213789j -0.00284786-0.00123979j -0.00082484+0.0039494j 0.00988168+0.0127029j -0.00170972-0.00129744j 0.00648387+0.0135006j 0.00314803+0.0109071j 0.00570489+0.013494j 0.00275322+0.00577502j 0.000375885-0.00230415j 0.00264555+0.0113065j -0.00256316-0.0139359j 0.00135479+0.0121865j 0.00264703-0.0125294j -0.00306237-0.00475005j 0.00191864-0.00366653j 0.000893516-0.00222983j 0.00645618-0.000327929j -0.00272296-0.000455237j -0.0133393-0.000561998j -0.00653539-0.000574705j 0.00520055+0.00145667j -0.0130288-0.00178331j -0.00750441-0.000554733j 0.00655256+0.00211513j 0.00128735+0.00186132j 0.00303151+0.000861302j -0.00056184+0.000552237j -0.0143142-0.00406196j 0.00676121+0.00267489j 0.00698992+0.00175524j 0.00275072-0.00024692j 0.00791246+0.00437597j -0.0111314-0.00660175j -0.00643915-0.00819465j -0.00255694-0.00954075j -0.00821801-0.00139931j 0.00481239+0.00291196j -0.00268126+0.00424309j -0.00364409-0.00220484j 0.00165864-0.00133092j 0.00268244-0.0015628j 0.00257888+0.00338485j 0.00202139+0.00503756j 5.61596e-05+0.00527396j 0.0035087-0.00188898j 0.00420485+0.00093826j 0.00059101-0.000754692j 0.000162052-0.00703034j 0.00569505+0.00188959j 0.00223021-0.00512806j -0.00174896-0.00200393j -0.00660666-0.00218177j -0.00121175+0.000743679j -0.00419913+0.00430686j -0.0039388-0.00078306j 0.00535766+0.00141312j 0.00581451-0.00103163j 0.00293531+0.00128046j 0.000587954-0.000813576j 0.00166041-0.00143033j 0.00201808-0.0012253j 0.0021123+0.0033511j -0.00039062-0.00357608j 0.00179528+0.00135072j 0.00532406+0.00632234j 0.00134466+0.00106365j -0.00227265+0.00080685j -0.00396038+0.00216148j 0.00649096-0.00216717j 0.00277586-0.00350648j -0.00441546+0.000618012j 0.000160311-0.0040487j 0.00102403-0.00319278j -0.000541756-0.000953195j 0.0031368+0.00129125j 0.00452416+0.00490539j -0.00481199-0.000571068j 0.00367265+0.00359827j 1.91366e-05-0.0005424j -0.00332812+0.00364661j -0.00488521-0.00370809j -0.0031664+0.00234642j -0.00224824+0.00376278j 0.00205711+0.00452507j 0.0046263-0.00737532j -6.63118e-05+0.00163465j -0.00289364-0.00497189j 0.00145246-0.00333994j -0.00220762+0.00384357j 0.00312239-0.00231074j -0.00052217-0.000498485j -0.00300896-0.00056091j 0.00155732-0.00586214j 0.00247397-0.00179957j 0.000154771+0.00298524j 0.00167306-0.00225062j 
-0.00171071+0.00596092j -0.00193795-0.00270844j 0.00339948-0.00647227j -0.00595627+0.0101784j 0.000864993-0.00152122j -0.0012488+0.000339655j 0.00223952-0.00150794j -0.0116718+0.00552782j 0.00561801-0.00331113j 0.00913025-0.0138352j 0.0090439-0.00812754j -0.0164499+0.00517036j 0.00126987-0.000605945j 0.0062459+0.000323915j -0.00108369+0.00555538j 0.000613842-0.00262404j -2.59215e-05+0.000157618j 0.00361137-0.00141291j 0.00160278+0.00365205j -0.00218743+1.03897e-05j -0.00190273+0.00183523j 0.000379208-0.00136558j -0.00237713+0.00532028j 0.00200782-0.00316218j 0.000959685-3.55389e-05j 0.00358714+0.00301016j -0.00175392+0.000636221j -0.00356009+0.00492269j -0.000697668+0.00288723j 0.00154334-0.00079129j -0.00389546+0.00304759j 0.00104183+0.00244729j -0.00200148+0.00356469j 0.00153225-0.00293127j 0.00111797+0.00124801j 0.00197161+0.00291405j 2.57279e-05-0.00193601j -0.000976373-0.00176181j 0.00163355+0.00222871j -0.000475406+0.0049522j -0.00124516+0.00219824j -0.00132937-0.00123313j -0.00350387-0.00234573j -0.00154129-0.00222422j -0.00176812+0.00336194j 0.0011026+0.00518857j -0.00167879+0.000212545j -0.00055817-0.00298503j 0.00378702+0.00167808j -0.00286778+0.00170517j 0.000412831+0.000481095j -0.00374752+0.00295672j -6.59287e-05+0.000318443j -0.001854-0.00321893j 0.00207391-0.00143027j -0.00472955-0.00490254j -0.00326305-0.00184837j 0.00238189-0.00147148j 0.000980129+0.00521999j -0.00461991+0.00971301j 0.00028308-0.00363443j 0.00130855-0.00237999j -0.000290117+0.000945302j -0.00071449-0.00283659j -0.000971086+0.00223995j -0.00199352+0.00264473j -0.00182058+0.00314457j 0.00195382-0.0016584j 0.000508938-0.00197256j 0.0025229-0.000367143j -0.00137234+0.00521312j 0.00450355-0.00429119j -0.00198565+0.00148581j 0.00332944+0.00079456j 0.000814473-0.00201321j 0.00456369-0.000756584j -0.00431056+0.000809198j -0.00228689+0.00810923j 0.004833+0.00155339j -0.00166452-0.0012324j -0.00144285-0.00100775j -0.000415113+0.00345606j -0.00194846+0.00383157j 0.000658393-0.00210756j 2.61734e-05-0.00341182j -0.00217506-0.00407271j 0.00393083-0.00420056j -0.0025972+0.000132816j -0.00274752-0.000744673j 0.00319165+0.00140263j 0.00108926-0.00368723j 0.00252747-0.00312402j 0.00125207+0.000318145j 0.000554281-0.00468268j -2.35474e-05-3.64603e-05j -0.00088695+0.000525243j -0.00123638+0.00271535j 
-0.00397944-0.00211386j -0.00129878-0.00472693j -0.00129785-0.00603371j 0.00782112+0.00552344j -0.00099642+0.00687577j 0.0017649+0.00557619j -0.00145425-0.00739972j 0.00122435+0.00590349j -0.00328265+0.00545342j -0.00288628-0.0125801j -0.00481348-0.0102383j 0.0056612+0.00137707j -0.00366673-0.00263075j -0.00284814+0.00173443j -0.0032634+0.0123342j -0.00197519+0.000472672j -0.00421485-0.000254569j -0.00111832-0.000768888j 0.00834773+0.00360341j 0.000167119-0.00110936j 0.0073372+0.00279115j -7.77387e-05+0.00026269j 0.00500496+0.00354095j -0.00458904-0.00223108j -0.00373749-0.00442339j 0.00152986+0.000353395j -0.00669558-0.00421041j 0.0104364+0.00836861j 0.000667217+0.00411074j 0.000677034-0.001071j 0.00711219+0.00749108j 0.00198319+0.00516481j 0.00488637+0.00660241j 0.000758605+0.00388836j -0.00406693-0.00179893j 0.00207115-5.32058e-05j -0.00423451-0.0101379j 0.000579168+0.000406344j 0.00259951-0.00142217j -0.000932292-0.0035952j 0.00277852+0.00191034j 0.00178206-0.000709479j 0.00445847-0.000253399j -0.00154457-0.000740481j 0.00273808+0.00064767j -0.00197723+0.00193506j 0.000495967-0.00218339j -0.00342878-0.00304885j -0.00172013-0.000630005j 0.00233473-0.000895926j 0.000696112-0.00125807j 0.00433458+0.00242528j -0.00181806-0.00122887j 0.00545119+0.00217621j 0.000923974+0.000169342j 0.00222091+0.00175354j 0.00409997+0.00162174j 0.00205224-0.000195877j -0.00712797-0.000934148j 0.00714942+0.0045645j -0.00246293-0.000237351j -0.00562952-0.00280366j 0.00175515+0.000340658j 3.37958e-05-0.00388512j -0.000387589+0.000905139j 0.00323757+0.00234202j 0.00216941-0.00271094j -0.00446118-0.00697265j 0.00198019+0.00079671j -0.000716071-0.00193122j -0.00348887-0.000711249j -0.000803401-0.0042377j 0.00184384+0.00170806j -0.00661356-0.00139097j -0.00352664-0.00374071j -0.00209317+0.00165915j 0.0020166+0.000643412j 0.000916914-0.000588822j -0.00130756-0.00137748j 0.0039851+0.00353006j 0.000797112+0.00362561j 0.00293336+0.00468531j -0.00215664+0.00050655j 0.000441237+0.000124216j -0.00046455+0.00215576j 0.0026519+0.00170206j -0.000349435-0.0036084j -0.000142206-0.000858371j 0.000117304+0.000282695j -0.00667634-0.00227904j -0.00109498-0.00130205j -0.00189047-0.000591421j 0.000184992+0.00613728j 0.000958883+0.00190717j -0.00196614-0.00231516j -0.00475224-0.00259644j 0.00143026-0.00172792j 
0.00751323+0.00636382j -0.00704161+0.00413455j -0.00235636-0.0026598j 0.00204325+0.00455452j -0.00199831-0.00532418j -0.000869846-0.00661781j 0.00260687+0.00113502j 0.00129863+0.00835321j -0.0012886-0.00697202j -0.00740087-0.00128689j -0.00233325-0.000928703j -0.00166506+0.016531j 0.000659005+0.00233558j 0.00312255-0.010394j 0.00406219-0.00630356j 0.00550097+0.000431094j 0.00257556-9.3325e-05j -0.00304444-0.00213431j 0.00621335+5.06247e-05j 0.00252926+0.000666301j -0.00635416-0.00207039j -0.00705669-0.00353077j 0.00950534+0.00245656j -0.00195338-0.00096473j 0.00426181-0.000277983j 0.00444205+0.00645599j 0.00658496+0.00657681j 0.00107644+0.0015395j 0.00192023+0.00279774j -0.00196212+0.000317402j 0.00693113+0.00146844j 0.00630818+0.00202944j 0.00371435+0.004187j -0.00734939-0.0101819j 0.00596112+0.00610216j 0.00229984+0.00431697j 0.00404881+0.00565127j 0.00326688-0.0017012j -0.0022307+0.000842155j 0.00417282+0.00449421j -0.000974259+0.000950173j -0.00232071-0.00223653j 0.00544679+0.000329163j 0.00265157+0.000333476j -0.000587695-0.000439702j 0.0018857+0.000594784j -0.00108126+0.0027326j -0.00301312-2.21605e-05j -0.00364179+0.000469234j 0.00395824+0.00145893j -0.00312208-0.00105413j 0.00605624+0.00276938j -0.000969975+0.00053166j 0.00486493-0.000238648j -0.00433791-0.00172628j 0.00204632-0.000562283j 0.00193231+0.00110851j -0.00306874-0.000831522j 0.00138768+0.00140137j 0.00169496+0.00372001j -0.0045564-0.00282124j 0.00367426+0.000764019j 0.00270246+0.00094404j -0.00257993-0.000370174j -0.00016243-0.00165858j 0.00239254+0.00130219j 0.000989935+0.00495702j 0.00299851+0.00476441j 0.00198778+0.00108212j -0.000755311-0.000788578j 0.00241588+0.00449086j -0.00324262-0.00415051j -0.0015258+0.000511969j -0.00421851-0.00487336j -0.000633736-0.000503107j 0.00139593-0.00112761j -0.00348695-0.000871702j -0.00245685+0.000258901j -0.0037416-0.00338005j 0.0028708+0.00266954j 0.00435159+0.000599062j -0.000330986-0.00117915j -0.000221651+0.00275767j 0.000461921-0.000120572j 0.00064665-0.00172817j 0.00448783+0.0011568j -0.00418076-0.00305947j 0.00202378+0.00358674j -0.000984435-0.00333704j -0.00142284-0.00118054j 0.00140255+0.000416218j 0.000183689-0.00305653j -0.00371316-0.00698037j 0.00421308+0.000106716j -0.00169786-0.000793458j 0.00380029+0.00229982j -0.00469814-0.00126749j 
0.00177368+0.00559812j 0.00127423-3.99838e-06j 0.00284768+0.00544452j 0.00505115-0.00144788j -0.00428896+0.00192892j -0.00467937+0.0022042j 0.00067318+0.000687501j 0.00234648-0.000543151j -0.00654803-0.0010048j 0.000394132-0.000773234j -0.00102586+0.00127574j 0.00841503+0.00154502j -0.00145541+0.00529725j -0.00792353+0.00639562j -0.00548758-8.20267e-05j 0.00254997-0.00818236j -0.00940778+0.000834622j 0.00463947+0.00264817j -0.000797974+0.00509707j -0.00107801+0.0004365j 0.00264819-0.00897075j 0.00341827-0.00552701j -0.00171354+0.00754276j 0.0011835-0.000421702j -0.00548141+0.00251549j -0.00288578-0.00209996j -0.0072442+0.0107038j 0.00207891-0.00230749j 0.00212242-0.00123309j 0.00264567-0.00153354j -0.00132892-0.000463434j -0.001203-0.0041343j 0.000304808-0.000416756j 0.00815459-0.00803593j -0.00467168-0.00466684j -0.003641+0.0086308j -0.00707997+0.00910387j 0.00190459+0.00760636j -0.00824077+0.00271556j -0.00370681+0.00252064j 0.00232185-0.00184217j -0.00410274-0.00147063j 0.0011199-0.00705816j 0.00222712-0.000171298j -0.00261006+0.0027641j -0.000948626+0.00120516j -0.00158412+0.00262207j -0.00493591-0.0028455j -0.000508675+0.00132531j -0.000211931-0.000432196j -0.000638669-0.00064268j 0.00265062-0.000791426j -0.00155267+0.00344383j 0.00503154-0.000422824j -0.00166056+0.00085067j -0.00100527-0.00258775j -0.00289876+0.00192134j 0.00145114+0.00216737j -0.00176742+0.00107396j -0.00353379+0.00187511j -0.00172377-0.00269072j 0.00201124-0.00148629j -0.00179256+0.00139432j -0.00296666+0.00239984j -0.000423925+0.0017718j 0.00113584+0.000273022j -0.00165365+0.0045764j -0.000403303+0.00241872j -0.000314755+0.001396j 0.000975765+0.000137762j 0.00182916+0.000567618j 0.000587803+0.00117866j -0.000206439+0.00352617j -9.45039e-05-0.00305109j 0.000854408-0.000425253j 0.00249155-0.000581958j -0.00125514+0.00233524j -0.00151219+0.00369436j 0.00146843+0.000963571j 0.00240917-0.000568163j 0.00188471-0.00286059j 0.000766041+0.000978278j -0.00330402-0.00071578j 0.00299374-0.000128084j 0.000624883-0.00198255j 0.000798134-0.00392794j -0.000153462-0.000912009j -0.000163734-0.00216835j -0.00186368-0.00132715j 0.00226532-0.0043633j -0.00108023+0.000500504j 7.68593e-05-0.00220505j 0.00265066+0.000465394j 0.00499121+0.00630869j -0.0107861-0.00280023j 0.00212539+0.00777091j 0.00336171+0.00582527j 
-0.00625213-0.000760977j -0.00271948+0.00828982j -0.0073786+0.00328662j -0.000217575+0.00823904j -0.00162988-0.006444j -0.0010098-0.00719994j -0.000916125+0.000341666j -0.000537029+0.00237068j 0.00235982-0.00839696j 0.00158625+0.00267984j -0.00237051-0.000825849j -0.00338675+0.0101202j -0.00789711-0.00277933j -0.00866699-0.010618j -0.00281131-0.00827693j 0.00787028+0.00138263j 0.00447594-0.0108112j -0.00268926+0.00637806j -0.00604374-0.00158951j 0.00122248-0.00184552j 0.00678004+0.00342112j 0.00320739+0.00349204j -0.00487848-0.00210834j -4.13466e-05+0.00230116j -0.000371317-0.00559317j 0.000572378-0.00160755j -0.00737532-0.00717477j 0.00172129+0.000884764j -0.000883094+0.0024685j -0.000879224+0.00393729j 0.00216558-0.00129892j 0.00481853-0.00163725j -0.000904508-0.00120169j 0.00892077+0.00291007j 0.00636488-0.00330549j -0.0118626-0.00129612j -0.00847704-0.00658203j -0.00394056-0.000658146j 0.000607528-0.000785913j -9.96437e-05-0.00384646j 0.000770733+0.00499763j -0.0011729-0.00220101j 0.00436189-0.00184337j 0.000761656+0.0014033j -0.00226035+0.000980623j -9.26399e-05-0.00333762j -0.000275416+0.000775955j 0.00190129-0.00132019j -0.00168384+0.00227922j 0.00182801-0.0021j 0.00134193+0.00183953j 0.00208794+0.000226732j -0.00280214-0.000288592j 0.000615276+0.000776367j -0.000617408+0.00012143j 0.00406237-0.00133931j -0.00122868-0.000417295j -0.00303734+0.00357411j 0.000902371-0.0033193j -0.000914868-0.000207832j 0.00333445+0.00114974j 0.00169766-0.00219824j 0.00128651-0.00183202j -0.00308002+9.01567e-05j -0.00211979-0.000510744j -0.000724569+0.000444332j -0.00452036+0.000867237j -0.0019906-0.00168813j -6.75313e-05-0.000241464j -0.000274568+0.0020258j 0.000101564-0.000239174j -0.0017237+0.00162154j -0.0035516+0.00107103j 0.0031173+0.00126527j -0.000559541+0.00028394j 0.00217341-0.000706674j -0.00423546+0.0015877j -0.00522776-0.000330921j -0.00203211+0.00127019j -0.000482349-0.000520087j 0.00500795+0.00215383j -0.00173021+0.00164295j 0.00205597-0.000853003j -0.00222638+0.000768683j 0.00285539+0.000620066j 0.00601451-0.000809616j -0.0044036-0.000644048j 0.00248294+0.0020808j -0.0003858-0.000251325j 0.00510289+0.00138185j 0.00205668+0.000361443j 0.00733194+0.000437627j -0.000339593+0.000519809j -0.00501548-0.00020526j 0.00372311-0.00537098j -0.00236352-0.000164302j -0.00730065+0.00321673j 
0.00657676+0.00340487j 0.00273299-0.00463675j 0.00211987+0.00175906j 0.000805181-0.00298016j 4.39883e-05+0.000799204j -0.00419195+0.00247637j -2.37863e-05+0.00101936j 0.00208699-0.0057378j 0.00155667+0.00050416j -0.00655062-0.00404344j -0.00290299+0.00107855j -0.00192734-0.00945916j 0.00159191+0.000142954j -0.000263539+0.00659161j -0.00199197-0.00106022j -0.00171406-0.00452089j -0.00269866+0.00312744j 0.00124996+0.00196325j -0.00218028+0.00355254j 0.00288619-0.00440738j 0.00238852-0.000767219j -0.00103629-0.00421625j 7.82357e-05+0.00503274j 0.00104247+0.00248761j 0.00157017-0.00354032j 0.0081029+0.00747926j 0.00258947-0.00379278j 0.000822523+0.00331125j -0.00101378+0.0022343j 0.00151339+0.00411909j -0.00162918-0.00192861j -0.00465113+0.00465909j -0.00605474+0.0061257j -0.0082146+0.000660876j 0.00399494+0.00194249j -0.00182812+0.00551164j -0.00520655-0.00687673j -0.000181785+0.00406892j -0.00326402+0.00183611j -0.00239193+0.000916631j 0.00109711-0.00336862j -0.00558257-0.00270106j -0.00161024+0.0015157j 0.00500226+0.00377817j 0.0029265+0.00257078j 0.00192475+0.000958936j -0.00447193+0.00178079j 0.00135846-0.00185798j 0.000282837+0.00372547j -0.000620576-0.000490883j 0.00317999+0.00152541j -8.28153e-05+0.00224186j 0.00289679+0.00172321j -0.00465123+0.00122592j -0.00489373-0.00642932j 0.00237428-0.00071962j 0.00383962-0.00221106j -0.00586916+0.000370778j 0.00737384-0.000123777j -0.0014173-0.00170771j 0.00460361-0.00125938j 0.0014103+0.00289862j 0.00121998-0.00461476j -0.00236336+0.000155874j 0.00225273-0.00116198j -0.00262512-0.00063492j -0.00192652+0.00227005j -0.00108951+0.00482261j -0.00370905-0.00111585j -0.00226863+0.00237509j 0.00159728+0.000618139j 0.000594825-0.00476275j -0.000572222-0.00205269j 0.0058176+0.00147853j -0.00079423+0.000534428j -0.00742361-0.001952j 0.00714926+0.000888204j -0.00140713-0.000430425j -0.00539603-0.00472985j -0.00260215-0.000415337j 0.000389615+0.000602449j -0.00142638-0.00119188j 0.000877626+0.00163958j -0.00321415+0.00281808j -0.00267522-0.000845341j 8.27522e-05-0.00489563j 0.000235218+0.00121613j 0.0033786-0.00402393j 0.0035955-0.000734659j 0.00211032+0.00237895j 0.00988709+0.000825546j -0.00202176-0.00190169j 0.000442707-0.000626162j -0.00788708+0.00586991j 0.000535641-0.00513589j 0.0101197-0.00158583j -0.00256423+0.00215668j 
-0.00253677+0.00691121j 0.00605535+0.00201783j -0.0051119-0.00176352j -0.000714194+0.00020284j 0.00382273+0.00075038j 0.00137238-0.00746544j -0.00232605-0.000969402j 0.0130232+0.000881293j 0.00537908+0.00411407j 0.0015319-0.011795j -0.00148763-0.00603873j 0.0110638-0.0122635j -0.000385448-0.00511466j -0.00350258-0.0021962j 0.0082773-0.00743994j 0.0039408-0.00627149j -0.0045427-0.00377146j -0.00728896+0.000469567j -0.00201918-0.00160284j 0.00663135+0.00445436j -0.000943629+0.00172219j 0.00337401-0.00257748j -0.00865341+0.00123856j -0.00411671+5.2376e-05j 0.00608255-0.00054961j -0.00613347+0.011804j 0.00690095+0.00326945j -0.00391548+0.00146496j -0.00471603+0.00129202j -0.0065398+0.00287446j 0.000134614-0.00118189j -0.00433285-0.00301702j -0.005144-0.00659402j 0.0017345-0.0107257j 0.00150787+0.00604666j -0.00566157+0.00107585j 0.00505637-0.0106203j -0.00244104+0.00489317j -0.00432219-0.0012135j 0.000175867-0.00206594j 0.00115869-6.81553e-07j 0.00477997-0.00405803j 0.00012577-0.00101557j -0.00672173+0.00296399j -0.00455696-0.00146089j -0.00101933+0.00290724j 0.00161868-4.97014e-05j 0.00145794+0.0005709j -0.00262236+0.00429089j 0.003105+0.000240649j -0.00301599+0.00493642j -0.00329486+0.000599849j -0.000192526+0.00201806j 0.00213829-0.00178117j 0.00498378-0.00214612j 8.89883e-05+0.00145842j 0.00111218-0.000123082j -0.00125025-0.00259603j -0.000951892+0.00481153j -0.0011014+0.000237073j -0.00156721+0.00116915j -0.00169669-0.000786038j 0.000584121+0.00191367j 0.00448923-0.000178876j 0.00273395-6.64744e-05j 0.000494677-0.00212921j -0.000151131+0.00137742j -0.00100262+0.000781629j 0.000117264-0.00259973j -0.00213478-0.00197491j -0.00465138+0.000152513j 0.00316521+0.000458172j 0.000684716+0.0015472j -0.00525446+0.0017087j 0.00224209-0.000723412j 0.000331911-0.00478188j -6.0468e-05+0.00653935j 0.00113842-0.000202357j 0.00293443-0.000220497j -3.95564e-05-0.00185985j -0.00244629+0.00101163j 0.000535773-0.00188108j -0.00313051-0.000122222j -0.000496945-0.00149617j -0.00158039-0.00301434j 0.00482015-0.00137554j 0.00291188-0.00308671j 0.00167266+0.00246029j 0.00164024-0.00236168j -0.00419973-0.00185998j -0.00233771+0.00571405j -0.00169182+0.00244206j -0.00044583+0.00367678j -0.00801678-0.00528393j 0.00354762-0.0070191j 0.00189643+0.00726528j 0.00143453-0.00252012j 
0.00510899-0.00352231j -0.00917929-0.00694818j 0.000285885-0.00626298j -0.00605062-0.00585329j 0.00363769+0.00212346j 0.00391599+0.00452479j 0.00225978-0.00100957j -0.00233706+0.000418568j 0.00255694+0.00754775j -0.0031089+0.00157558j 0.00288148-0.00476746j -0.00391632-0.00346389j 0.00840027-0.00565102j 0.0108749-0.00455352j 0.00916792-0.0016042j 0.00270398-0.00194363j 0.00295179+0.00707948j -0.00167029-0.00318057j -0.00013385-0.000214235j 0.000171403+0.00112222j -0.000679993+0.00296163j -0.000395798+0.00167672j 0.000833867-0.00288635j -0.0023487-0.00165617j 0.000646229+0.00145183j -0.00209005-0.00254412j -0.000311858-0.00233616j 0.000593228+0.00391736j 0.00254578-0.00558598j -0.00190418-0.0044118j 0.00149572+8.06737e-05j 0.00208518-0.00191754j 0.00332393-0.00253089j 0.00286972+0.0101657j -0.00236679-0.00217818j -0.00339475-0.00598535j 0.00416251-0.00653337j -0.00327505+0.00293331j -0.00726354-0.00128831j -2.54453e-05+0.004761j -0.00422079-0.00415869j -0.00379427-0.00328808j 0.00481729-0.000335736j 0.0010682-8.30724e-05j -0.00352948-0.00137112j 0.00321611+0.00195557j -0.00463384+0.0044917j -0.00403982-0.00111931j -0.0036473-0.00155206j 0.00117511+0.00424709j -0.00386938-0.00117789j 0.00236231+0.00197856j -0.000607835+0.00130677j 0.00389128+0.00294029j -0.00338787+0.00203245j -0.000977225+0.000112219j -0.000589394-0.00153603j -0.00387601-0.00300676j 0.00406351+0.00409659j -0.00464012-0.00053929j -0.00383692-0.00125925j 0.00752306+0.00176677j -0.00138818+0.00258016j -0.00486282+0.00237996j -2.35014e-05+0.00253206j 0.000618157-0.000430242j -0.00320612-0.00108384j 0.00340757-0.00107342j -0.00132572+0.00017117j -0.00157476-0.00223879j 0.00761901-0.00257222j -0.0022329+0.00109469j -0.00260411+0.00156175j -0.00238698-0.00227375j 0.00227047-0.000756003j 0.00162496+0.000851314j -0.00571227+0.00136743j -0.000254863+0.000167753j -0.00304766+0.00146276j 0.00490562-0.000352399j -0.000415709-0.00340933j -0.00396229+0.00202632j -0.00043719-0.0022561j 0.000289844+0.000923807j 0.00104999-0.00402989j 0.00418269+0.0014704j 0.0063213-0.00546976j 0.00115548-0.00452112j -0.00203089-0.00185886j 0.00342089-0.00280294j 0.000560653+0.00302727j -0.00667906+0.00570882j -0.00195067+0.00205904j 0.00351809-0.000618198j -0.00140931-0.0025052j 0.00278503+0.00124167j -0.00544228+0.00931454j 
0.00654141-0.00140005j -0.00389461-0.00987027j -0.00639844+0.00652552j -0.00290428+0.00385057j 0.00288452-0.00620012j -0.00541524-0.00411384j -0.00139943+0.000439141j -0.00411433-0.0177616j 0.00634882-0.00734042j -0.0128505+0.003344j -0.00535673+0.000849804j -0.0202807-0.00879358j -0.00801988+0.00134494j -0.00119644-0.00343611j -0.00932991-0.00968459j -0.00784247-0.00452456j -0.00574638+0.00819827j -0.00267514+0.00889987j -0.00013745+0.000767908j 0.00365847-0.00437916j -0.000427116+0.0022459j -0.00220923-0.000975823j 0.00228185+0.0066746j -0.00164867+0.00176673j -0.00260705-0.00521135j 0.00691701+0.000372442j 0.00495618-0.00717606j -0.00018458+0.00547326j 0.00616544+0.0028085j 0.00239105+0.00296437j -0.00130482+0.000870724j -0.00072733-6.74717e-05j 0.000234242+0.000811204j -0.0086914-0.000683198j 0.00195267-0.00409244j -2.70062e-05-1.43469e-05j -0.00518521+0.000744755j 0.00708526+0.00375041j -0.00532747+0.00574764j -0.00168352+0.002502j -0.00284984-0.000399139j 0.00232155-0.00357036j -0.000331954-0.000905374j -0.00156685+0.00115338j -0.00418803+0.00160279j 0.00133776-0.00116881j 0.00327483-0.00455874j 0.000838396-0.00140074j 0.000988121-0.00134452j 0.00418549-0.0026901j -0.000414071+0.000166187j -0.00131328+0.00232602j -0.00160793-0.00268124j 0.000439856+5.68368e-05j 0.00242687-0.000125888j 0.000277028-0.00228887j -0.00498866+0.00212493j -0.000184838+0.00286978j -0.000457115+0.000858474j 0.00126549+0.0016712j -0.00330139-0.000496208j -0.000482223-0.00156059j 0.000879369+0.00487061j 0.00161473-0.0055833j -0.000293637+0.000586114j -0.000840966+0.00153476j 0.00363795-0.00251046j 0.00196309-0.00524102j -0.00276621+0.00294816j -0.0016359-0.000664852j 0.00133757+0.00376118j 0.00064524+0.00364803j 0.00554924+0.00407287j -0.00191093+0.0026777j 0.000518792-0.00259541j 2.94439e-05+0.00317162j 0.00374476-0.00163163j 0.00261805+0.000587487j 0.00481005+0.00249245j -0.00164026-5.36734e-05j -0.00184058+0.000317372j -0.00293002+0.00216945j 0.000236216-0.00142969j 0.00202416-0.00141423j -0.000276655+0.00175052j -0.000504896-0.000337468j -0.00486218-0.00226705j 0.00397712+0.00159708j -0.00114336+0.000791455j -0.00239363-0.00240648j -0.00526233+0.00340967j 0.00318076+0.00575243j 0.0071695+0.00251533j -0.00101001+0.00177466j -0.00783218-0.000386956j 0.0002685+0.000209683j -0.00301327-0.00178881j 
-0.00301757-0.00433143j -0.00944091-0.00131322j -0.00113187-0.00523206j -0.00803417-0.00194981j 0.0010276+0.00242361j 0.00507496+0.00665815j 0.00181893-0.00288066j 0.00116309+0.00426294j 0.00414567+0.000889717j -0.0038358+0.00864367j -0.00206816+0.000703619j -0.00617775+0.00641486j -0.0032062-0.0113387j 0.00477008-0.00858851j 0.000462036-0.00674126j -0.00434746-0.00141354j 0.00134972+0.00612567j -0.000490298-0.00404544j 0.00432119-0.000415017j -0.0027475+0.000511633j 0.000965207-0.00333942j 0.00158494-0.00123764j -0.00394865+0.00120298j 0.0010155+0.00355886j 0.00428708-0.00225208j -0.00154776+0.00226819j -0.00660937+0.00410269j 0.00638759-0.00485819j -0.00880697-0.004532j -0.0014904+0.00392763j -0.00298419-0.00567234j -0.00962983+0.000529472j -0.00366967-4.07065e-05j 0.00201532-0.00128506j 0.000427081+0.00104089j 0.00566265+0.00568791j -0.001124+0.00405214j -0.000881898+0.00458762j -0.00595365-0.00249513j 0.00475674+0.0034114j -0.00595604+0.00300494j -0.00221205+0.00239692j 0.00236513-0.00122899j -0.000284053-0.000994826j 0.000995842-0.00207905j 0.000478948-0.000464896j 0.00386373+0.00183966j -0.00331864+0.00018439j -0.00137799+0.000210584j 0.00382996-0.00021062j 0.00136449+0.00514672j 0.00345885+0.00203151j 0.00129239-0.00155012j 0.00293625-0.00323778j 7.58125e-05-0.00293402j 0.00143867+0.00229512j -0.000519585-0.00637893j -0.00142954+0.00280875j 0.00161981-0.00494752j -0.000428585+0.00219169j -0.000928229+0.00675825j -0.000986828-0.00426045j 0.00186949-0.00193044j 0.000239355+0.00163147j 0.00123666+0.00201149j 0.00210968+0.00188153j 0.00366378+0.000718234j 0.00292428-0.00466457j 0.0024479+0.000295655j -0.00349724+0.0043969j -0.00578606-0.00601979j -0.00054197-0.00083322j 0.00214358-0.00198027j -0.00223734+0.00440237j -0.00262922-0.00301708j -0.00066442-0.00244672j 0.00263794+0.00130001j -0.00253188+0.00089792j -0.000125671-0.000714602j 0.000321514-0.0021271j -0.00389908+0.00569909j 0.00207277+0.00187108j -0.0038629+0.00378241j 0.000212444-0.00201802j -0.00532001+0.00426247j -0.00217911+0.000392601j -0.00268558-0.00382824j -0.00452646-0.00422965j -8.45254e-05-0.00272093j -0.00603865+0.00153044j 0.0060423-0.00694331j 0.00191936+0.0122536j 0.00661098+0.000933522j -0.00018309-0.000753388j -0.00059825-0.00261872j -0.00024877+0.00253754j 0.0101602+0.00302573j 
