0.000541814-0.00213789j -0.00284786-0.00123979j -0.00082484+0.0039494j 0.00988168+0.0127029j -0.00170972-0.00129744j 0.00648387+0.0135006j 0.00314803+0.0109071j 0.00570489+0.013494j 0.00275322+0.00577502j 0.000375885-0.00230415j 0.00264555+0.0113065j -0.00256316-0.0139359j 0.00135479+0.0121865j 0.00264703-0.0125294j -0.00306237-0.00475005j 0.00191864-0.00366653j 0.000893516-0.00222983j 0.00645618-0.000327929j -0.00272296-0.000455237j -0.0133393-0.000561998j -0.00653539-0.000574705j 0.00520055+0.00145667j -0.0130288-0.00178331j -0.00750441-0.000554733j 0.00655256+0.00211513j 0.00128735+0.00186132j 0.00303151+0.000861302j -0.00056184+0.000552237j -0.0143142-0.00406196j 0.00676121+0.00267489j 0.00698992+0.00175524j 0.00275072-0.00024692j 0.00791246+0.00437597j -0.0111314-0.00660175j -0.00643915-0.00819465j -0.00255694-0.00954075j -0.00821801-0.00139931j 0.00481239+0.00291196j -0.00268126+0.00424309j -0.00364409-0.00220484j 0.00165864-0.00133092j 0.00268244-0.0015628j 0.00257888+0.00338485j 0.00202139+0.00503756j 5.61596e-05+0.00527396j 0.0035087-0.00188898j 0.00420485+0.00093826j 0.00059101-0.000754692j 0.000162052-0.00703034j 0.00569505+0.00188959j 0.00223021-0.00512806j -0.00174896-0.00200393j -0.00660666-0.00218177j -0.00121175+0.000743679j -0.00419913+0.00430686j -0.0039388-0.00078306j 0.00535766+0.00141312j 0.00581451-0.00103163j 0.00293531+0.00128046j 0.000587954-0.000813576j 0.00166041-0.00143033j 0.00201808-0.0012253j 0.0021123+0.0033511j -0.00039062-0.00357608j 0.00179528+0.00135072j 0.00532406+0.00632234j 0.00134466+0.00106365j -0.00227265+0.00080685j -0.00396038+0.00216148j 0.00649096-0.00216717j 0.00277586-0.00350648j -0.00441546+0.000618012j 0.000160311-0.0040487j 0.00102403-0.00319278j -0.000541756-0.000953195j 0.0031368+0.00129125j 0.00452416+0.00490539j -0.00481199-0.000571068j 0.00367265+0.00359827j 1.91366e-05-0.0005424j -0.00332812+0.00364661j -0.00488521-0.00370809j -0.0031664+0.00234642j -0.00224824+0.00376278j 0.00205711+0.00452507j 0.0046263-0.00737532j -6.63118e-05+0.00163465j -0.00289364-0.00497189j 0.00145246-0.00333994j -0.00220762+0.00384357j 0.00312239-0.00231074j -0.00052217-0.000498485j -0.00300896-0.00056091j 0.00155732-0.00586214j 0.00247397-0.00179957j 0.000154771+0.00298524j 0.00167306-0.00225062j 
-0.00124044-0.00394244j -0.0040837+0.00182281j -0.00178784+0.00875562j 0.00995196-0.0161357j 0.0130789-0.0121329j -0.00718855+0.00701139j 0.00827707-0.0121783j -0.010689+0.00503093j 0.00233791-0.012107j 0.00695558+0.00147965j -0.00483592-0.00290432j 0.00162896-0.00881301j 0.00457871+0.00786135j 0.00126052-0.00535015j 0.00114317-0.000807706j -0.00311465+0.00486822j 0.00141163+0.00159706j -0.00311903+0.00328561j -0.0052325+0.00804294j -0.00869042+0.00624176j -0.000489107+0.00967207j -0.00404865-0.00161211j 0.000562358+0.00690773j 0.0087575-0.0106228j 0.00157133+0.00191198j 0.00797171-0.00551382j -0.00307126-0.000309163j -0.00406749+0.00334543j 0.00387215-0.00186254j 0.00237394+0.00551232j -0.00312117+0.00625845j 0.000592716-0.00130993j -0.000549366+0.000429738j 0.00115118-0.00257483j 0.00111204-0.00137551j 0.000850257-0.00100157j 0.000320953-0.000660855j 0.00179868-0.00142473j -0.00304178+0.00123914j 0.00261614+0.000949221j 0.000810548+0.00146592j 0.0045748-0.00207141j 0.0028303-0.00270337j 0.00653603-0.0019909j -0.00029858-0.00122766j -0.000731938+0.00380592j -0.00121874-0.00394087j 0.00118936-0.000328349j 0.0017572+0.00497604j -0.00611347+0.00441482j -0.00693171-0.00447684j -0.00457058-0.00484928j 0.00508364-0.00427481j 0.00284453+0.000430155j 0.00293361-0.00102516j -0.00607432+0.00257942j 0.00327866+0.0012117j -0.00448824+0.00711152j 0.00164226-0.00343409j 0.00121669-0.00172356j -0.00318901+0.00677607j -0.00499123+0.00392446j 0.00266068-0.0050125j 0.00332357+0.0033578j -0.00215019+0.0014176j 0.00149588-0.00016361j -0.00318825-0.000714775j -0.00295855+0.00293619j -0.010042+0.000726654j 0.0028764-0.00508632j 0.00189112-0.000634149j -0.00518028-5.42578e-05j -0.000877646+0.00372115j 0.00113026+0.00129713j -0.00166674-0.0046917j 0.000817862+0.0020539j -0.00153823-0.00107767j -0.0048+0.00376844j 0.00063049-0.00357435j 0.00124797+0.00325308j -0.00252249+0.00370197j 0.00128612-3.64907e-05j -0.000857273+0.00356122j 0.00142206+0.00538133j -0.00273207+0.000244774j 0.00169114+2.39754e-05j 0.000274216+0.00114426j -0.00025409+0.000316671j 0.00131507-0.00064803j -0.000703195+0.00138335j 0.000488667-0.000695525j 0.00041164-4.25202e-05j -0.00109725-0.000746334j -0.000663097-0.00256435j 0.000678536+0.000670152j 0.000951456+0.000170398j 0.00033045-8.04169e-05j 
-0.00274784+0.00124943j -0.00383487-0.00105442j 0.0144723-0.00201098j -0.00199481+0.00483781j -0.0101305-0.0017896j 0.000893073-0.00353225j -0.00329473+0.00372006j 0.00438043-0.00646219j -0.000157165-0.000902012j -0.00287096-0.00071199j -0.0053714+0.000604219j 0.00527513-0.000850217j 0.00465871+0.00195938j -4.12553e-05+0.00093826j 0.00796746+0.00193933j -0.00187312-0.00129389j 0.00323062+0.000894487j 0.000295266-0.000182971j 0.00185885-0.00371119j -0.000935078-0.00123406j 0.00714816+0.00100131j -0.000606716-0.0026514j 0.00932507+0.00230228j 0.000858283-0.000249409j 0.0021842-0.000760569j -0.000244724-0.00159217j 0.00119228-6.97715e-06j 0.00767044+0.00139749j -0.00257139+0.00685782j -0.0034207-0.00430333j 0.0124819+0.00821833j -0.00197528-0.00286609j -0.00455879+0.000693396j -0.00502748-9.13647e-06j -0.00146727-0.00676042j -0.00321711-0.00581988j -0.00139803+0.00431215j 0.00016406+0.00473239j -0.00526805-0.000749928j 0.00381393+0.0006303j 0.00101872+0.0017021j 0.00377146+0.00366134j -0.00184174+0.000958968j -0.00278465+0.00361277j -0.00609186+0.000487311j 0.00246555+0.00242342j -0.00453833-0.00352792j -0.000830449+0.00192257j 0.00502088+0.00420158j 0.00301229-0.00300486j 0.00182512-0.00186793j -0.00134779-0.0035806j 0.000830003+0.00150713j -0.00103479-0.00130709j -0.000891094-0.00386252j 0.00252478+0.00542772j 0.00204116+0.000140062j -0.001615+0.00428788j -0.0038339-0.00200236j 0.000141002+0.00268377j -0.00247234-0.00175762j -0.000248903-0.00250145j -0.00156635-0.00111934j -0.00183777+0.00107691j 0.000937327-0.000231764j -0.00440729-0.00587845j 0.00247734-0.00255461j -0.00265734-0.00172071j 0.00636574-0.00151405j -0.00358867-0.000325975j -0.00354017-0.00180837j 0.00112392-0.0033045j -0.00949288-0.00148594j 0.000835638-0.00139217j -0.00194781-0.00205236j -0.00355897-0.000792695j 0.00478065+0.00294715j 0.000620922-0.00236313j 0.00187251-1.54284e-05j 0.00212575+0.0030425j 0.000397867-0.00315348j -0.00580272-0.00383296j -0.000425102+0.000275763j -0.00503515-0.000901626j 0.000376412-0.00110691j -0.00330597-0.00254374j -0.00170185+0.000116797j -0.0010673-0.00188895j -0.000619238-0.00292161j -0.000100403+0.000900458j 0.00105162+0.00405271j -0.000525207-0.000161677j 0.000276037-0.000453798j -0.00503308-0.00356794j 0.00156839-0.00104416j 0.00127888+0.00144869j -0.00223046-0.00127951j 
0.00623027-0.000614424j -0.0011293-0.000950027j -0.00361579-0.0048706j 0.00657567+0.00321838j 0.011575+0.00302451j -0.000981543-0.00160096j 0.00394435+0.00465237j 0.00421278-0.0022071j 0.00390193+0.0061001j 0.00130224-0.00374368j 0.00359249+0.00116869j 0.00762589+0.0046464j -0.00403362+0.00285581j 0.00399832+0.00554751j 0.00302287+0.0035731j -0.00315859-0.00215415j -0.00396324+8.98939e-05j 0.00109371+0.000678793j -0.0011221+0.00229313j -0.00433471-0.00383771j -0.00262209-0.0046016j 0.000991166+0.00066357j -0.0053412-0.00376648j 0.0052206-0.000347786j -0.00148268-0.00203961j 0.00358186+0.00251628j 7.08262e-05+0.000203351j -0.0045726-0.00437237j 0.00370636+0.00132611j -0.00492635+0.000376798j -5.66143e-05-0.00561218j -6.788e-05+0.000436508j -0.00233578+9.09217e-05j 0.00120101+0.00380826j 0.000416947-0.000525887j -0.00102562+0.00358848j 0.000449427+0.00213862j -9.75353e-05-0.000621073j 0.0018215+0.000942809j -0.0036615-0.00270501j 0.00275686+4.9626e-05j 0.000237026-0.00505018j 0.00532063-0.00134878j 0.00157332+0.00165083j -0.000790591+0.000193353j -1.98837e-05-0.0013322j 0.000766412+0.000901396j 0.00200091+0.00285916j -0.00120983-0.00330806j -0.00268691-0.000731882j 0.000941769+0.00381297j -0.000522996+0.000792306j 0.0053308+0.00142896j -0.000231923+0.000124141j -0.000345557-0.000623148j 0.00283885-0.000225467j 0.000253441-0.00194276j -0.00300161-0.00206284j -0.000568948+0.00104216j 0.00211415-0.000683931j -0.00452869+0.00178647j 0.00258961+9.38212e-05j 5.02543e-07+0.00418888j 0.000243539+0.00189886j 0.000853632-0.00100976j -0.00374637+0.005922j -0.00356061-0.00356787j -0.00519047-0.00157895j -0.00162879-5.98257e-05j 0.00427187+0.00385141j 0.000819476-8.27222e-06j -0.0033294+0.00180724j -0.00126407-0.000330373j -0.00263092-0.00269469j -0.000356921+0.00105158j -0.00158677-3.05227e-05j 0.000175813-0.000925075j -0.00201561+0.00244685j 0.00237441-0.000670366j 0.0014076-0.00105385j -0.00229097+2.77574e-06j -0.00258371+1.24678e-05j 0.00143601+0.00159539j -0.00107673-0.00259189j 0.00053266-0.00218853j 4.26785e-05+0.00321547j 0.00153268+0.000175573j -0.00138745+0.000119211j -0.000709684-0.0031457j -2.08448e-05-0.000489482j -0.00167937-0.000413145j -0.00164479-0.00351664j -0.00145309-0.00213037j -0.0022682-5.81423e-05j 0.00126813-0.000383138j -0.00111183+0.000794533j -0.000860513-0.00122841j 
-0.00623261-0.00249653j 0.00467381+0.00160884j 0.00376281+0.00734439j -0.0139839-0.00425364j -0.00103567-0.00818316j 0.00901505+0.00422678j -0.000147756+0.000922268j 0.00529586+0.00247807j -0.00650291-0.00816612j 0.00889725+0.00426442j 0.00612472-3.00792e-05j -0.00337839+0.000745295j 0.000684677+0.00340055j 0.00370708+0.00144401j -0.00242436+0.00127155j 0.00737136+0.00264446j -0.0029619-0.00102571j 0.00112621-0.000439792j 0.00611616+0.00490859j 0.00103488+0.00201484j 0.00259172-0.000606531j -0.00467344+0.0055894j 0.00468445+0.000531113j -0.0112365+0.00163521j 0.0028462+0.000685061j -0.00510043-0.00435953j -0.00190849+0.00171401j -0.000576826+0.00200415j -0.00135578-0.00686263j 0.0113345-0.00146825j -0.000105211-0.00288182j -0.00161562+0.00125838j 0.000278622+0.000878535j -0.000190495-0.000946061j 0.00339245+0.00162382j -0.0012846+0.00196673j -0.0013135-0.00145158j -0.00154555-0.00348126j 0.00212573-0.00352338j 0.000766839+0.0039291j 0.00261286+0.0022156j 1.12757e-05+0.00162626j -0.00271564+0.000948389j -0.000237682-0.000577588j -0.000888232+0.000533805j 0.00513805-0.00154133j -0.0058919-0.00105621j 0.000642295-0.00297019j 0.00686769+0.00318225j -0.000542691+0.00198433j -0.00274723-0.00163329j -0.00128251+0.00043366j 0.000633065-0.0025066j 0.0012982-0.001176j 0.00220036+0.00082855j 0.0028885+0.00264575j -0.000828776-0.00151944j 0.0059918+0.0024838j 0.00108085-0.00189586j -0.000756999+0.00119776j 0.00881079-8.17688e-05j 0.00209295-0.000803138j -0.00366663-0.00292092j 0.00266154-0.00162694j 0.005734+0.0021644j 0.00353948-0.00627414j -0.00164457-0.000324401j 0.00207671-0.00187864j -0.00596181+0.000866417j -0.000269702-0.000531011j -0.00252128+0.00081985j -7.03685e-05-0.00012178j 0.000259967-0.00106433j -0.00482895-0.000258352j -0.00442149+0.00122038j -0.00254436-0.0020367j 0.0019231+0.0020741j 0.00812727+0.00171063j -0.0030326-0.000643935j 0.00254428+0.000528031j 0.00645649+0.00244172j -0.000273222-0.00269261j 0.00107884-0.000273906j 0.00511834+0.00282209j 0.00251403+0.0029072j 0.001744+0.00131904j 0.00260278+0.00330207j 0.00087359-0.00278629j -0.00162837-0.00277597j 0.00110919+0.00185593j -0.00133453-0.0013826j -0.00208295-0.00237673j -0.000686051-0.00224429j 0.000712484-0.00245233j -0.00308046-0.000502232j 0.001828+0.00205716j -0.00265563-0.00127444j 
-0.00179349-0.00211921j -0.00133693-0.000297726j 0.0118902+0.00237391j -0.00900547+0.00018888j -0.0126173-0.00880251j 0.00442852+0.00333493j -0.00101404+0.00505786j 0.00183283-0.000503805j 0.00457913+0.00598126j -0.00410471-0.00508541j 0.00902883-0.00313806j -0.000210658+0.00698439j -0.00925946-0.000502226j 0.00430105+0.00293503j -0.00659176-0.00101397j -0.000415158+0.00119655j -0.00180006-0.000954333j -0.000625587+0.000641383j 0.00512405+0.00286294j -0.00115525-0.000819747j 0.0043749+0.00552797j -0.000145442-0.000331863j 0.00354044-0.00042366j -0.00513105-0.00576226j 0.00204251+0.00764326j -0.00488202+0.00172352j 0.00297196-0.00143099j 0.000565813-0.00626298j -0.00311105-0.00648659j -0.000930958+0.012704j 0.000603676-0.0111061j -0.00171866-0.00195008j 0.000153585-0.0039122j -0.00161893+0.00176462j -0.00300055+0.00681519j -0.00192618+0.00645815j -0.0018046-0.00180551j -0.00296467+0.00134195j -0.00351573-0.00433549j 0.0050091+0.00134015j 0.00240638+0.00053732j -0.000380084+0.000662687j -0.002014-0.00197859j 5.54778e-05+0.0042531j -0.00246551+0.000685005j -0.00302433+0.0020839j -0.00129664-0.00302598j -0.00242529+0.00182606j 0.00250186+0.00161677j 0.00166159-0.00030329j -0.00175736-0.00541173j 0.00164301-0.00594711j -0.00136825-0.000922306j -0.000583351+0.000741395j -0.00114147-0.00207084j 0.00129826+0.00180496j 0.00205658+0.000538163j 0.000353624+0.00914827j -0.0051604-0.000659632j 0.000804666+0.000682909j -0.0020267+0.00433923j 0.0025875-0.00200422j -0.00209779-0.00373845j -0.00160791+0.0020902j 0.000112923-0.00123695j 0.00308681-0.00333914j 0.00475623-0.00209463j -0.0035135+0.00360574j -0.003366-0.0014204j 0.00239994-0.00265344j -0.00150264+0.000494946j -0.000347153-0.00152227j 0.00135787+0.00476197j 0.00486731+0.000800607j 0.00203171-0.00368744j -0.00865217+0.00218789j -0.0078479-7.79214e-05j -0.00453085+0.00316928j 0.00269402-0.00205829j -0.00205317+0.00164374j 0.00400524+0.00616323j 0.000542664-0.00211196j 0.00560033+0.00308431j 0.00483675+0.00663821j 0.000412838+0.00416021j -0.00021044+8.63042e-05j 0.00169818+0.00228394j -0.00244004-0.000418908j 0.00203694-0.00142347j 0.00207197+0.00331194j -0.00382564-0.00432043j 0.000832577+0.00159691j -0.00234004-0.00122265j -0.00142365-0.000689033j 0.00084814+0.000450031j -0.00153262+0.000688329j 0.00103763+0.0013257j 
-0.00205417+0.00140617j -0.00398162-0.00118654j -0.00270693-0.00446684j 0.0153059+0.0147221j 0.00905726+0.0151499j -0.00981132-0.00795901j 0.0166848+0.0085634j -0.00975135-0.00716579j 0.00077426+0.00314003j 0.00850023+0.00546392j -0.0046013+0.000307726j 0.00256182+0.00523686j 0.000346587-0.000981759j 0.00199266+0.0026001j 0.0017449+0.0003194j -0.000917441+9.90666e-05j 0.000534388+0.00132844j -0.00543092-0.00322289j -0.00598522-0.00723448j -0.00420687-0.00516275j 0.000439817+0.000793641j -0.00507853-0.00187835j 0.00610659+0.00337931j -0.00568214+0.00956855j 0.00517406+0.00362378j -0.00345741+0.00255428j -0.0023413-0.00451194j 0.00055253-0.00095635j 0.00466245+0.00209303j 0.00489253+0.00277943j -0.00136458+0.00266181j -0.00210942+0.000760808j 0.0051131+0.00262834j 0.00182802+0.000804787j -0.00127321-0.00166701j -0.00192067-0.00210978j 0.00236758+0.00324314j -4.31351e-05-1.84662e-05j -0.00544388-0.00366561j 0.00279743+0.00326489j -0.000663004+0.000110298j 0.00569654+0.00450785j -0.00244925+0.000303402j 0.00477653+0.000331901j -0.000926507-0.00178691j 0.00134291+0.000772633j -0.00174945-0.00405762j 0.00137778+0.00463259j 0.00347253+0.00255128j -0.00576505-0.00466226j -0.00785303-0.00687041j -0.00256044-0.00200646j 0.000761235+0.00114189j 0.00363224+0.00295547j -0.000221976-0.00411112j 0.00142137+0.000144009j -0.00144444-0.00381958j 0.00657955+0.00103898j 0.000960631-0.00368388j 0.00333231+0.00349739j 0.00113041+0.000848613j -0.00410644-0.0100349j -0.000344971-1.24689e-05j 0.00248637+0.00517987j 0.00102348-0.00174282j -0.00467242-0.00142658j -0.00388741-0.00288464j 0.00191086+0.00238668j -0.00455756-0.0102956j 0.00213768+0.00208403j 0.000612893+0.00186172j -0.00227282-0.00719651j -0.00306651-0.00473059j -0.00284742-0.00206494j -0.00101287-0.00254467j -9.07776e-05+0.00519106j 0.00464663+0.00559597j 0.00412725-0.000204252j -0.00255221-0.0037852j -1.40059e-05+0.00352435j 0.00191439+0.00198352j -0.00253486-0.0011677j -0.00266304-0.00303931j 0.000113568+0.006479j 0.00176173+0.00181364j -0.00117411-0.00194179j 0.00071479+0.0012546j -0.00139494-0.000158378j -0.00020669-0.000705761j 0.00125224+0.00265047j -0.00090081-0.000220173j -0.000751795-1.89923e-05j -7.98315e-05+0.000647436j 0.00137834-0.0019862j -0.00232679+0.00147329j 0.00221342+0.00106766j 0.000706623+0.0022228j 
0.00294528+0.00053293j 0.00141707-0.00159066j -0.00914609-0.00462028j 0.00994568+0.00566493j 0.0150292+0.0107988j -0.00271382-0.0029344j 0.01112+0.00562305j -0.00500775-0.00565365j 0.00237904+4.01071e-05j 0.00685131+0.00540347j 0.00739814+0.000644332j 0.0023046+0.00161006j -0.00635067+0.00143694j 0.00550103+0.00164698j -0.00132079-0.00159104j -0.00108808-0.00192752j -0.00481826-0.00223976j -0.00426878-0.00240463j -0.00312006-0.00198657j -0.0024897-0.000611j -0.00187236-0.00336006j -0.000230924+0.00340042j -0.000235968-0.00199549j 0.00719614+0.00751793j -0.00194309+0.000165512j 0.00577381+0.00425894j 0.00029616+7.68039e-05j -0.000389907+0.000602043j -0.0031386-0.00481075j 0.00135635-0.00218669j 0.00162861-0.00465342j -0.00181202+0.0010549j -0.00785621-0.00406878j -0.00205575-0.00223361j 0.000165704+0.00416769j 8.60299e-05+0.00246303j -0.00157477-0.00443888j 0.00132744-0.000712108j -0.000856141-0.00255546j 0.00166571+0.00118185j -0.000910828-0.00214717j 0.00116234-0.000127993j 0.00138803-0.00114197j 0.00261816-0.000598601j -0.000583066+0.000660232j -0.00158283-0.000527849j -0.00074972-0.000935713j 0.00198436-0.000813192j 0.00164314-0.0026688j -0.0045248-0.00217831j -0.00218094+0.00565605j 0.00182612+0.00435582j 0.000975142+0.00314734j 0.000610633-0.00213733j 0.00014723-0.00414904j -0.00640269-0.00035407j 0.00112565-0.000999433j -0.00294382-0.00654308j -0.00087717-0.00422671j 0.000307837+0.0020351j -0.0020537-0.00837646j -0.00340531-0.00270808j 0.00107479+0.0013266j 0.00195124-0.000527073j 0.00231721+0.000247833j 0.00260429+0.000514715j 0.00164191+0.00426174j -0.00334303-0.0071728j -0.00682362-0.00141949j 0.00256609+0.005103j 0.00270718-0.000142293j -0.000890872-0.000106925j 0.00139372+0.000466142j 0.00354103-7.56754e-05j -0.000724568+0.00237965j -0.00200457-0.00489722j -0.00324007-0.000350422j -0.00147504-0.00259204j -8.59644e-05+0.0056833j 0.00261693-7.65157e-05j 0.00417985+0.00126596j 0.0010542-0.00280274j 0.00245204+0.00377198j 0.00745891+0.00170389j 0.000617128+0.00264665j 0.00386318+0.000417186j 0.00154162+0.00364904j 0.0015282-0.00110503j 0.00236068-0.00175858j 0.000848788+0.000927034j -0.00211674-0.00032863j 0.00147833+0.00203489j -0.00126467-0.000927786j -0.000405736-0.000109401j -0.000470868-0.00113554j -0.00054796-0.000407479j -0.00211863-0.00168481j 
0.00104995+4.23044e-05j -0.0013664+3.40815e-05j -4.12289e-05-0.000466374j -0.000221414+0.000417781j 0.00413604-0.00265671j -0.00164595-0.0019319j 0.00107246-0.000667986j -0.000833215-0.00251703j -0.00336556-0.0015958j 0.0019084-0.00202778j 0.00635681+0.0017248j -0.00303309-0.00245898j -0.00176107-0.000760441j 0.0027002-0.000642604j -0.00182557-0.00354877j -0.00101055-0.00210241j -0.00200253+0.000658603j 0.000983411-0.00099495j -0.000394344+0.00135752j 0.000102025-0.000469637j 0.00402579-0.000579756j -0.00331553-0.00030732j 0.00118346+0.000755055j 0.000672043+0.000775011j 0.00404344-0.0016788j 0.00388425+0.00256429j -0.00280941+0.00208739j -0.00281186-0.000107993j -0.0041881-0.00218439j 0.00810161+0.000637216j -0.000731213-0.000551133j -0.000975119-0.00147009j -0.00538575-0.00519555j 0.000127816-0.000819045j 0.00539791+0.00305866j 0.000578025-0.00154243j -0.00112444-0.00469771j 0.0016681+0.000343851j -0.000124679-0.000382795j -0.000410939-0.000558324j -0.000538035+0.00143383j 0.00118149-0.000609172j 0.000585943-0.000501633j 0.00139785+0.00153214j -0.00120342-0.000611896j 0.000365138+0.000499804j 0.000511151-0.000857518j 0.00180705+0.00216496j -0.0005369-0.000335171j -0.00116627+0.000382779j 0.00299113-0.000709023j 0.000499813-0.00193998j -0.00168262+0.000565083j -0.000622872-0.000400332j -0.00227665+0.00129321j 0.00389854+0.00106549j 0.00041293-0.000380796j 0.00733306-0.000153317j 0.00171284+0.00147501j 0.00219298+0.000921687j 0.0044671+0.00329253j 0.0032527+0.000791894j 0.00118299+0.000231068j 0.000986021+0.000438582j -0.0033699-0.00104034j 0.00612218+0.00215021j -0.00154468-0.00245062j 0.00444117+0.00248507j -0.00323553+1.50304e-05j 0.000192799-0.000867545j -0.00146323-0.000298877j 0.00301669-0.00024939j 0.00855271+0.00150839j -0.00127277-0.00109108j 0.000125638-0.00198477j -0.00243166+0.00350758j -7.06894e-05+0.00303319j 0.00427447+0.00134978j -0.00102428-0.00070062j -0.00444679-0.00205763j 0.00633221+0.00161974j 0.00121281+0.00265036j 0.000802389-0.00197526j 0.00013642-0.00211095j -0.000915479-0.00352647j -0.00175407+0.000197533j 0.00353178+0.00120608j 0.0019193+0.00162158j -0.00176217-0.00268154j 0.00253+0.000772384j -0.00162772+0.00158766j 0.00219815+0.00217481j 0.00184019-0.000147631j 0.000629809+0.000518102j -0.00271188-0.00211013j 0.000240829-0.000298792j -0.00228002-0.0013047j 
-0.000552601+0.00178619j 0.00173268-0.00201704j 7.09906e-05-0.00213719j 0.00481791+0.00202401j -0.005417+0.00832846j 0.00173086-0.00149305j 0.00336197-0.00221241j 0.000550556+0.00131747j 0.0143843+0.000170953j -0.00818314-0.000905409j 0.00515224+0.00231237j 0.0101047+0.000112909j -0.00956344-0.0024234j 0.00482864+0.000507127j -0.000396634-0.00141858j 0.000479803-0.00115398j 0.000926221-0.00160471j -0.000592184-0.000152863j -0.000758273+0.000247871j 0.00585871-0.00195281j -0.00493816-0.00111524j 0.00304824-0.00221404j -0.00117043-0.00114218j 0.0005394-0.00308988j -0.00105874+0.00220424j -0.00333201-0.00264588j -0.000795444-0.00148738j 0.00475982-0.00316582j -0.00514742+0.000776776j 0.00183755+0.00478915j -0.00336941-0.0105094j -0.000439802-2.24927e-05j -0.00122948+0.00461763j -0.002403+0.000524296j 0.00544985+0.00581264j 0.00110911+0.00181125j -0.00283869-0.00218104j 0.00162598+0.000743811j -8.47598e-05+0.000416595j -0.000917179+0.000144676j -0.000277338-0.000666061j 0.000476674+0.000628841j -0.000440842+5.49125e-05j -0.00198319-0.00175628j 0.000284448-0.00277884j -0.00106173-0.0020133j 0.000737737+0.00178969j 0.00104293-0.000815469j -0.00175655+0.00160256j -0.00094149-0.00103755j 0.00375832-0.00280634j -0.000394445-0.000844642j 0.0026261+0.000666168j -0.00152667+0.00386621j -0.00296894-0.00103219j 0.000748983-0.000298406j 0.00143017-0.00105539j -0.000995466+0.000745133j -2.30436e-05-0.0010868j 0.000428677-0.00142789j 0.00119629+0.000292693j 0.00571631-0.00123789j 0.00124293+0.000387132j 0.0017943-0.000438195j -0.000429659+0.000772195j 0.00653444+0.00492155j -0.000298283-0.00160502j -0.00394338+0.00188584j -0.0017083-0.00158201j 0.00243478-0.000676614j -0.000615273-0.00081261j 0.00319225-0.00121593j 0.00599749-0.00129074j -0.00164823+0.00254689j -0.00066293-0.00252958j -0.00498733-0.000599641j -0.00355846+0.00189024j 0.0019697+0.00137155j 0.00227279-0.00205229j -0.00120683-0.00140455j 0.00225463+0.00183484j 0.00162449-0.00140501j 0.0051089+0.00382659j -0.000496319-0.00193146j 0.000932391-0.00276976j 3.85952e-06+0.00080473j 0.00364865+0.0018099j 0.00115359-0.000853143j -0.00518946+0.00288062j 0.00253188-0.000885918j -0.00264337-0.00133869j -0.000311558+0.000300007j -0.000471259-0.000387787j -0.000511359-0.000860686j -0.0016446-0.00108843j -0.00013698+0.000427782j -0.00239211-0.00198102j 
-0.00270665+0.000803633j -0.0014238+0.000749991j -0.000800078+0.00210409j -0.00014692+0.00115843j 0.000540679-0.00535148j -0.00610887+0.000639653j -0.0123823-0.00387568j 0.0134846-0.00310336j -0.00164574+0.00470109j -0.0110162-0.00496065j 0.0137571+0.00150958j 0.000735405-0.00190066j -0.00954013-0.00491554j -0.000140488-0.00180866j -0.00194608-0.00177575j 0.00175157+0.00139631j 0.00466467+0.00178624j -0.00180121+0.00120355j 0.000188222-0.00444767j -0.000652955+0.00683658j 0.00479669-0.0013287j -0.00168147-0.00402023j -0.00209397-0.00351501j -0.00132072-0.0119119j 0.00279958+0.00422843j 0.00767668-0.00329324j 0.00206443-0.00665929j -0.0036849-0.00324857j -0.00171231+0.00463527j -0.00167538+0.0163482j 0.00372863-0.00693442j -0.00121646+8.6193e-05j -0.00861134+0.00249271j -1.49859e-05+0.000891327j -0.00278281+0.00813368j 0.00197077+0.000123567j 0.00047457-0.000918203j -0.000856979-0.00145943j 0.000110639+0.00358886j 0.000927626-0.000348579j -0.00251874-2.23323e-05j 0.000899995+0.000343048j 0.00209092+0.00253463j -0.00133033-0.00118866j -0.00099607+0.00315864j 0.00169938+0.00128453j -0.00222397-0.000530922j -0.00330423+0.00259128j -0.000106349+0.000683326j -0.000195177-0.000883678j -0.000456216-0.0043641j 0.000824141-0.000338333j 0.000385592-0.000868571j 0.000470084+0.000230206j -0.00252216+0.00288148j 0.00165684-0.00107119j 0.000269868-0.000389695j 0.000691725+0.00178612j -0.000341331+0.00375768j -0.000577429-0.00053923j -0.00160273+0.00131507j 0.00320918-0.000249654j -0.00115318-0.000467489j 0.000447178-0.000813581j 0.000825656+0.000714889j -0.000148939-0.00234778j -0.000505171-0.00101586j -0.000136756+0.00315805j -0.00236451-0.00140839j 4.9806e-05-0.00110364j -0.00215994+0.00041119j -0.000710415-0.00193839j 0.000858941+0.00117512j 0.000341181-0.000685156j -0.000782533-0.000664319j -0.00316248+0.00137342j 0.000534482-0.001292j -0.000227569-0.000203636j 0.000681223-0.00101666j -0.000207192+0.00162136j 0.000178034-0.000632517j -0.00156318+0.000782197j 0.00123798-0.00253601j -0.000921283+0.00217336j -0.000450106+0.00110592j -0.00262289+0.00126907j 0.00211236+0.00168975j -0.00194152-0.00022364j -0.000766845+0.00166943j 0.000269085-2.50819e-05j -0.000497523-0.000724293j 0.00091395-0.00173401j 0.000130073-0.000196591j 0.00100672-0.000559803j -0.00128662+0.0020785j 0.00222385-0.00387722j 0.00113149-0.00105966j 
