-0.00774753+0.00594094j -0.00979207-4.9644e-05j 0.00737114-0.0025076j -0.00612511+0.000402227j 4.25824e-05-0.000860115j -0.00765899+0.00397203j -0.00975904+6.30173e-05j 0.00685037-0.00197632j 0.00155153-0.00396138j -0.000682351+0.00134499j 0.00851417-0.001424j -0.00861403+0.00207884j 0.00383041-0.00260695j -0.00779755+0.00405665j -0.00670874+0.00176488j 0.000287108+0.0013247j -0.00558451+0.00351913j 0.00411812-0.000134802j -0.0023329-0.000864861j 0.00969217-0.00379894j 0.00609889+0.00208894j -0.00168144+0.00261197j 0.000436392-0.000846051j 0.00964059-0.00117709j -0.00581184+5.83497e-06j -0.000913176+0.0019689j -0.00952191-0.000692065j -0.00317829+0.00114647j 0.00351432-0.000519667j 0.0114518-0.000109782j 0.0011969+0.00248564j -0.0104551-1.72129e-06j -0.00195611-0.000939303j 0.00718669+0.00129683j -0.002702+0.00255376j 0.00102404-0.00327148j -0.00495514-0.00289868j 0.000379887-0.000248774j -0.00549816+0.00130661j -0.00433446-0.00205889j 0.010183+0.0037579j -0.00117891+7.56135e-05j 0.00436843+0.00342865j -0.00233901+0.000403925j 0.00935414+0.0015244j 0.000535842-0.000748723j -0.00123644+0.00084991j -0.0062195-0.00549816j 0.00437204-0.00203301j -0.00337923+0.00118038j -0.00818435-0.00364091j 0.00393309+0.00181376j 0.0069451+0.00368878j 0.00158884+0.00126186j -0.0114311-0.00143337j 0.00474645+0.00685971j 
-0.00220567+0.00117481j -0.000372027-0.00531415j -0.000734159+0.00483575j 0.000847929+0.00281581j 0.00116499+0.000786767j 0.00248387-0.00139296j -0.00399182+0.00347747j 0.00206511-0.000693481j 0.004612-0.000793803j -0.00329611-0.00158209j 0.00270106+0.00213717j 0.00138181-0.00204512j -0.00427087-0.00152508j 0.00127314-0.00310148j 0.00397413+0.00129152j 0.00127251-0.000930814j -0.00389871+0.000849976j -0.00583369+0.00141426j 0.000505947-0.00348j -0.00199352-0.00125636j -0.00188003+0.00293703j -0.00538755-0.00657176j 0.001654-0.00518253j -0.0057503-0.00442698j -0.00128167-0.00184321j 0.000990929-0.000820308j -0.00133219+0.00222594j 0.000525432+0.00208029j -0.000116779+0.00230199j -0.00217632-0.00141635j 0.00176991-0.00170372j 0.00220466+0.000847479j 0.00329945-0.00152188j 0.00289492-0.00385775j 0.006533+0.00319766j -0.00115071+0.000696595j 0.000949754+0.00538284j 0.00435352+0.00310181j -0.0058624+0.000443447j -0.00047541-0.00288382j 0.00287332-0.00128836j 0.000432039+0.00161758j -6.69854e-05-0.00237379j 0.0013078-0.00225801j 0.00127745-0.000219681j 0.00292191+0.00941075j -6.65735e-05-0.00189926j 0.00349364-0.00808004j -0.000657221+0.00327627j 0.00380999+0.00340317j 0.00185073+9.63352e-05j 0.00402658-0.00752356j -0.000403911+0.00123789j 0.00121361+0.000139832j -0.006443+0.00247123j 0.000780451+0.00189517j 
-0.000627686-0.00117568j -0.00011524-0.00158516j 0.00103282+0.000432284j 0.000335544-0.0023899j 0.00232781-0.00506211j 0.00216139-0.000310328j -0.00629816+0.00244378j 0.00123544-0.000659251j -0.000347871-0.0021538j -0.00172081+0.00200331j 0.000738531-0.000183621j 0.00108882+0.00139283j -0.00432866+0.00373407j -0.0002776-0.0028855j -0.00290958+0.000708846j 0.00232975+0.00357876j -0.00350311-0.00363377j -0.00450926-0.00242463j -0.00121685-0.00376637j 0.00244449-0.000235004j -0.00147941+0.00242066j 0.000568773+0.00484974j -0.000529864+0.000186194j -0.00522192+0.000417218j -0.00212541-0.00415066j 0.00194316+0.00311603j -0.00293146-0.00297807j -0.00244685+0.00310094j 0.00149956+0.0100575j -0.000804704-3.98644e-05j -0.000311857+0.000474283j 0.00248361+0.00350253j -0.00304352-0.00115608j 0.00143732+0.00214616j 0.00155536-0.0015431j 0.00288721-0.00164831j 0.00649193+0.00127777j -0.0024205+0.0118188j -0.00219349-3.68489e-06j -4.03406e-05+0.00239829j -0.00248815+0.00116596j 0.00311839+0.00563451j 0.0022939+0.00081334j 0.00432182+0.00102733j -0.00208846-0.00189671j -0.00111042+0.00561846j 0.00128447+0.000602655j -0.00153773+0.00393775j -0.00295228-0.00311377j 0.00501512+0.00080786j -0.0016691+0.00163864j -0.00238392-0.00455439j 0.00412424-0.00010284j -0.00181596+0.001583j -0.00107912+0.00136515j 0.000253252-0.00153155j 
-0.00161019+0.00460952j 0.00164927-0.000158166j -0.00219924-0.0012704j -0.000514637+0.00038782j -4.16966e-06+0.00243556j 0.00144085+0.000679757j -0.000858074-0.00197395j 0.00164626-0.00382012j 0.0005131+0.000406454j -0.000338825+0.000511568j 0.000514667+0.00163063j 0.000323235-0.00327725j -0.00210941+0.00249352j -0.00131057-0.000484442j 0.00218881-0.00015046j 0.000284857-0.00118707j 0.000510662-0.0026691j -0.000868382+0.00263076j 0.000507301-0.00138776j -0.00088635+0.00298396j 0.000540781-0.00204146j -0.00381042+0.00251974j 0.000324133+0.000874436j -0.00360079-0.00319557j -0.000700473-0.00138019j -0.00320976+0.00230815j 0.000246315-0.000847449j 0.000288379-0.00269396j -0.000135699+0.00225085j 0.000185397+0.000778457j -0.00247434-0.00172352j -2.1933e-05-0.000553827j 0.000221067-0.00044723j -0.00108264-0.00159415j 0.000120054-0.00486429j 0.000907142-0.00590352j 0.00126804-0.00387146j 0.00355839-0.00226141j 0.00127593-0.0031711j -0.000104045-0.00486156j -0.00282982+0.00590023j 0.000181995-0.00206489j -0.00542195+0.00342384j 0.00234972+0.000642663j 0.00323845-0.00709096j 0.000851776-0.00748311j 0.00715432+0.00294245j -0.0101204+0.0060205j 6.14426e-05-0.00248851j -0.00203514+0.00382096j -0.00531387+0.00398016j -0.00594469+0.00447512j -0.0031039+0.000333335j 0.00314703-0.00171788j 0.00367433-0.00256913j 0.0053547-0.000613317j 
0.0039867+0.00146493j -0.000225201-0.0021153j 0.00102319+0.00137906j 0.00073052-0.000720575j 0.000284664+0.00311761j -0.000426577-0.00195399j -0.000278439-0.00318218j -0.00122611-0.000234763j -0.00073223-0.000455224j 0.00018677-0.00213601j -0.00106603+0.00247394j -0.00103897-0.00121259j 0.000870965-0.00232041j -0.00288191+0.00231015j -0.00349638-0.00143632j -0.00150028-0.00100069j 0.00155923+0.000755069j 0.000506166+0.000165918j -0.000219246-0.000459546j -2.08474e-05+0.000612364j 0.00123218+0.00022832j -0.000808309-2.28381e-05j 4.10404e-05-0.00152926j 0.000248376+0.00146137j 0.00163262+0.000421617j 0.000850171+0.00169755j 0.00250051-0.00201598j -0.00434421-0.00147703j -0.0013426-0.00159154j -0.00114213-0.00068457j -0.00223481+0.00250641j -0.00139042+0.00141793j -0.00273363+0.00138128j -0.00470256+0.00413704j 0.00117489-0.000579527j 0.00258452+0.000313898j 0.00147049+0.00211998j -0.0055113+0.000611348j -0.000607714+0.00382741j 0.00294074-0.00266339j -0.00203647+0.00167086j 0.00830527-0.00557282j 0.00381895+0.00227056j -0.00207254-0.00110223j -0.00296909-0.00556578j -0.00615712-0.00197062j 0.00884393-0.00717646j -0.000102918+0.00401075j -0.00425429-0.00180382j -0.00463227+0.000933982j -0.00231182+9.25168e-05j 0.0040449-0.000400535j 0.00189388+4.13205e-05j 0.00363233+9.14443e-05j -0.00298308+0.000157478j 0.00347302-0.0034701j 
0.00170505-0.00387319j 0.000434057+0.000414503j 0.00290951-0.000992401j 0.00250489-0.00483956j 0.00211797-0.00273321j 0.000766212-0.00123435j -0.000465778-0.00183156j -0.00226897+0.00360536j -0.00118661-0.00240123j 0.000667777-0.00164251j -0.00293432+0.000793516j 0.00184742+0.00285321j 0.00140975-0.00299879j 0.00117708+0.000848503j -0.00414043+0.00141582j -0.000441634+0.00223165j 0.00024971+0.00200159j -0.00348829-0.00373479j 0.00169991+0.000784458j 0.0028135-0.00284526j -0.00125972+0.00312947j 0.00407306-0.000220399j 0.00053905-0.00120516j 0.00310893+0.00328084j 0.000950665-0.00223255j 0.00220511-0.00125904j -0.00214102-0.00391317j -0.00166176+0.00237289j 0.00169548+0.00187273j -0.00303217-0.000535705j 0.00177186+0.00292892j 0.000347558+0.00106545j -0.00131583+0.00195259j 0.00361926+0.00889558j 0.0019202+0.000400578j 0.00340143+0.00153263j 0.000755847+0.00039386j -0.00102209+0.0141122j -8.68245e-06+0.00743833j 0.00207285+0.00376196j -0.00292294-0.000646305j 0.0037256-0.00313534j 0.00432143-0.00608636j -0.000799093+0.00165937j -0.00250052-0.000471729j -0.0053042+0.00803739j 0.00224823-0.00785906j 0.00650098+0.00368658j -0.00263592+0.00430415j -0.0037196+0.000964767j -0.0013313-0.000688569j 0.00326132-0.00508006j 0.00815193-0.00187546j -0.000525946+0.00201866j -0.0027738+0.00263524j 0.0013824+0.000173391j 
0.000873017-0.00237652j 0.00129178-0.00109887j -0.00121322+0.00047796j 0.000656292-0.001156j 0.00182845-0.00400202j -0.00048938-0.00115214j -0.00118744+0.0061614j -0.000846644+0.000883073j 0.002-0.00148343j -0.00179546+0.00239417j -0.000259692-0.00381817j -0.00175127+0.00046586j -0.00270324+0.0030251j 0.00311387+0.0020121j -0.000672175-0.000101896j -0.000668313-0.00121049j -0.000736568+0.00360915j -0.00185158+0.00128984j 0.000588849+0.000341936j -0.00123958+3.97485e-05j -0.00400312+0.00388158j -0.00302366+0.00114497j -0.000340617-0.00459093j 0.0069586+0.00502818j 0.00323514+0.00292845j -0.00146011-0.00138803j 0.0042694+0.00249032j 0.000659784+0.00274632j -0.00179859-0.00295752j -0.00104623-0.000465212j 0.00124604-0.00265038j 0.00461954-0.00271322j -0.00132186-0.00150752j 0.0060041-0.0031166j 0.00324539+0.00134939j 0.00279968+0.00619009j 0.00412573-0.000516218j -0.00275792+0.0010028j -0.00335193+0.00650697j -0.00451892+0.0024102j 0.00153902-0.00530964j -0.00182692-0.00134331j 0.00361974-0.00238224j 0.00576514+0.00116903j 0.00203054+0.00540386j 0.00354345-0.0015179j 0.00194964-0.004899j 0.000941362-0.00398041j -0.00154444+0.00349044j 0.00381855-0.00129151j 0.000534035-0.00412571j -0.00164888-0.00146914j 0.00469348+0.000649155j -0.00239204+0.00109459j -0.00339723+0.000428452j -0.00130642+0.00146479j 
0.000618972-0.00441105j -0.000536622+0.00207813j 0.000375806+0.00104448j -0.00216872+0.00308535j -0.00231564+0.000377214j -0.00139514+0.00304682j 0.00263812-0.000868162j -0.00183666+0.00389376j -0.000547336+0.00161579j 0.000553669-0.000928332j 0.000165261-0.00151458j 0.00065481+0.00548766j 0.00527105-0.00417064j 0.00223477-0.00245827j 0.00190016+0.000655061j -0.000886127+0.00119552j 0.000351875-0.000209637j 0.00154448-0.00532664j -0.000189871+0.00321421j -0.000426596-0.00370938j 0.00169511-0.000981721j 0.00258643-0.0059984j 0.00317037+0.00221741j 0.001891-0.00652133j 0.00235013-0.000440345j 9.21909e-05-0.00234089j -0.00158449-0.000743402j 0.00228418+0.00118006j -0.00203693-0.000238996j 0.00235481-0.00342325j 0.00247828+0.00152032j -0.00164759+6.6145e-05j 0.000539278-0.000915979j 0.000597151+0.0017119j 0.00103007+0.00657126j -0.00361734+0.00263744j -0.00445684+0.00417939j 0.000398682+0.00225683j 0.00341535-0.00524421j 0.00218789+0.00522767j 0.00124434-0.00427685j -0.00438008+0.00835727j -4.42385e-05-0.00385992j -0.00458707-0.00106573j 0.00163221+0.0099413j -0.000850672+0.00997858j -0.0132294+0.00553539j 0.0072063-0.00796322j 0.0055132+0.00165981j -0.000590029-0.0040616j 0.00490284-0.00399887j 0.00808018-0.00279026j -0.0016528+0.000183953j -0.00458248+0.00246706j -0.00286476+0.00104835j -0.00608433+0.00342102j 
0.00203168-0.00259725j 0.00160887-0.00118287j 0.000203183-3.89154e-05j 0.000141205-0.000674068j -0.00100852+0.00106859j 0.00124832+4.4769e-05j 2.34693e-05+0.00202277j -0.00191746+0.00177485j -0.000761003+0.00333299j 0.000374662-0.00188398j -0.000363065+0.00228444j 0.00150001+0.00159346j 0.00315061-0.00107535j -0.00381232+0.00421489j -0.0028457+0.00768548j 0.00218211-0.00159685j -0.00316134+0.000839345j -0.0023941-0.00162834j -0.000621191+0.00162423j -0.00208515-0.00174678j 0.000605246-0.000494911j 0.00458807-0.00622507j 0.00389456-0.00111382j 0.00437278-0.00220849j -0.000341185-0.00106355j 0.00353227-0.000671275j -0.00108428-0.0018104j -0.00186008+0.00349296j 0.00190867-0.000457125j -0.000784068-0.000303371j -0.000701596+0.00312398j 0.00382429-3.47788e-05j -0.00098242+0.00618753j 0.000503478+0.00284452j 0.00167764+0.00439714j 0.000240217-0.0012714j 0.00334932-0.00204619j 0.00126641+0.00834001j -0.00121122-0.000850932j 0.0047577-0.00410335j -0.00169466+0.00333183j 0.00943821-0.00684403j 0.00610771-0.00318871j -0.000500764-0.00289043j -0.0011631+0.000710806j -0.0044274+0.0045561j 0.00681687-0.00331498j 0.00383798+0.000896176j -0.00786846+0.00303588j -0.00785451-0.000717311j -0.00245705+0.000686269j 0.000602582-0.000783661j 0.0022964-0.00150054j 0.00454548+0.00166468j -0.00291234-0.000725272j -0.00081378+0.000186705j 
0.000818355-0.00177638j -0.000206073+0.00301091j 0.000768691-0.0057801j -0.00116361-0.00585178j -0.000142112-0.0026061j 0.000958949-0.00188226j 0.0020511-0.000611927j 0.000511646+0.00271963j 0.000758557+0.00128794j 0.000943233-5.43079e-05j 0.00226771+0.00121957j 0.00223123-0.000515592j 0.00226795-0.000708725j -0.00236437+0.000967991j 0.000845791+0.00602754j 0.00335513+0.00068997j -0.00564989+0.00217472j -0.00199297+0.00231798j -0.00139023+0.00247707j -0.000401145-0.00446716j 0.000359251-0.000818016j 0.00264947-0.0033851j 0.00246842+0.00123391j 0.00411429-0.00286736j -0.00436368+0.00163031j 0.00468518-0.0036431j -0.000967193+0.00141195j 0.000753472-0.00340356j 0.00295203-0.000738747j 0.001917+0.00477497j -0.000266754-0.00209917j 0.00674952-0.00278832j 0.00201548-0.00237122j 0.00137744-0.00476195j 0.000869725-0.000899044j -0.00531894-0.000861529j 0.00334066+0.00202986j 0.00179246-0.00352984j -0.00187731+6.39205e-05j 0.00408957-0.00441448j -0.00162352+0.00267363j 0.00573623-0.00203519j 0.00607916+0.00145946j 0.000982546-0.00346563j -0.000229487-0.00248324j -0.000341821+0.00244749j 0.00566668+0.00111906j 0.00527621-0.00270554j -0.000944176-0.000894224j -0.00373891+0.000748713j 0.000944015+0.000843471j -0.00160009+0.00310986j 0.00420872-0.00166711j 0.000450135-0.0003061j 0.00176745-0.00108302j -0.000591076-2.37221e-05j 
-0.000786269-0.00101622j 0.000438346+0.00145878j 0.00343056-0.00354567j 0.00292653-0.00248502j 0.00286667+0.000592989j 0.000479262+0.00220722j -0.00222644+6.28013e-05j -0.000608467+0.00164116j -0.00413722+0.00268262j 0.000116705+8.35804e-05j -0.00713383-0.000149652j 0.000161307+0.000475516j -0.00105478+0.0016097j 0.00488381+0.00147937j -0.00517456+0.00467648j -0.000802707+0.000258172j 0.00471364-0.00232236j -0.00517672-0.00335179j 0.00155747+0.000832293j 0.00523017-0.000832693j 0.00159718+0.00160268j 0.00496992+0.00130926j 0.00118275+0.00419111j 0.00805647-0.000171354j -9.29446e-05-0.0026685j -0.00125202+0.00111377j -0.00127496-1.69529e-05j 0.00465656-0.00318562j -0.00137716+0.000251525j -0.00428291+0.00135878j 0.00510301+0.00172973j 0.00118044+0.00338678j 0.00350871+0.0010019j 0.014896+0.000637667j -0.00244701-0.00231179j 0.00432745-0.00232429j -0.00522389-0.0013915j 0.00825291+0.000265899j 0.0038749-0.00445555j 0.0068209+0.00261955j -0.00152604+0.0042877j -0.00183783+0.00088536j -0.00442799-0.000129183j 0.00827631+0.00337281j 0.00521644+0.00170933j -0.0013568-0.00823672j -0.00319346+0.00603156j 0.00532514+0.00613127j 0.00335568+0.00062454j -0.00274808+0.00152234j -0.00176687+0.000504147j -0.00537072+0.00198399j -0.00105565+0.000752493j 0.00175445-0.000424876j 0.00286188-0.00201305j -0.00124964+0.00126164j 
-0.00135987+0.0015865j 0.000629526+0.000626213j 0.00119952-0.00135164j 0.000735717+0.000590151j -0.000840094+0.000165858j 0.0032276-0.000528345j -0.00252243+0.0034589j -0.00121505-0.00123262j -0.00179101+0.00115384j 2.41876e-05+0.000484863j 0.00262062+0.000242378j 0.00396505-0.00172887j -0.000749521+6.47942e-05j -0.00477047+9.70938e-05j 0.00254691-0.000665013j 0.00269501-0.000231682j -0.00516019+0.000385216j -0.00391805+0.000990945j -0.000919289+0.000827651j 0.000141414+0.000779957j -0.00280494-0.00214411j 0.000485462-0.00249366j 0.00214674-0.00351775j -0.000276715+0.0124653j -0.00677181+0.00206124j 0.00251841+0.000842712j -0.00344086+0.00703854j 0.00726358+0.00333841j 0.0085336-0.00360298j -0.00178128+0.00101722j 0.00225032-0.00381666j 0.00371004+0.00276046j 0.00174849+0.00103937j 0.00741967+0.000477441j -0.000209523+0.00173081j -0.00568616-0.00114224j -0.00335629-0.000252792j 0.0134921-0.00318057j -0.00349721-0.00011318j 0.00142432+0.00145188j 0.00365958-0.00240366j 0.00208241+0.001751j -0.00372725+0.0058906j 0.0019205+0.00656083j 0.00104724+0.0042345j 0.0117958+0.00223291j 0.00227231+0.0070944j 0.00497991+0.0013199j 0.000486073+0.00143285j 0.00148931-0.00253805j 0.00461608+0.00122373j -0.00469303+0.000165881j -0.00230022+0.000903235j 0.000889279+0.000596224j 0.00131589-0.00122318j -0.000340217+0.00169395j 
-0.00249438+0.00133984j -0.00330063-0.000185702j 0.00140508+0.000941339j -8.20331e-05-0.000494134j 0.00310489-0.00391763j 0.00173868-0.00189654j -0.00228338+0.000999609j 0.00330162+0.000715625j -0.00251422-0.00109727j 0.00331538-0.000756218j -0.00159063-0.0028289j -0.00231367-0.00235379j -0.00175771-0.00168923j 0.00117645-0.002283j -0.000122571-0.00324402j 0.000542726+3.59454e-05j 0.00272395+0.00307485j 6.53503e-05+0.0027031j -0.000777382-0.000706597j 0.00637955-0.000729508j 0.00308445+0.00423554j 0.00142691+0.00102541j -0.00500944-0.0034978j -0.00837893+0.0035532j -0.00788457-0.000240459j 0.00271759-0.00229505j -0.00284244-0.00139536j -0.00414205-0.0013336j 0.00581336+0.00110896j 0.000923191+0.00113248j -1.73732e-05+0.00157198j -0.004273-0.00264036j -0.00131121-0.00159481j -0.00517412-0.00440466j -0.00291806-0.00219294j -0.000305093+0.00622398j -0.000398151+0.000473115j -0.00195889-0.00463712j 0.00021931+0.00133249j 0.00156111+0.00364269j 0.0011908-0.00493693j 0.00607366+0.00663394j 0.000667141-0.00194496j -0.00276816-0.00186722j -0.00873193-0.00327117j 0.00088346-0.000293649j -0.00152755+4.59845e-05j 0.00300954-0.00327561j -5.32307e-05-0.0038997j 0.00546306-0.00135817j 0.00651521-0.00039269j 0.00137212-0.00291084j 0.0017383-0.000876639j -0.00251089+0.00194749j -0.000512617+0.00267812j 2.56451e-05-0.000299699j 
-0.000813297-0.00201348j 0.000588192-0.000512721j -0.000147631+6.01217e-05j 0.000380787-0.000388061j -0.000581877-0.00203546j 0.000671269+0.0008994j 0.000621765+0.00502739j -0.000168506-0.000472133j 0.000729333+0.000155634j 0.000985052+0.00290785j 0.000136691-0.00339087j -0.000439347+0.000437473j 0.000851421+0.00480593j -0.00039031+0.00353837j 0.000416328+0.00425388j 0.00111364-0.00314142j -0.00121593+0.00429944j -0.00169489+0.00111501j -0.000328176+0.00134654j -0.000891372+0.00173466j 0.000257831+0.00206047j 0.0014444+0.0015251j -0.00220966-0.000773319j 0.000161698-0.00183712j -0.000777378+0.000854238j 0.00197734-0.00145802j -0.00120329-0.00323391j 3.11643e-05+0.00224922j 0.00328508+0.00190706j 0.000150775-0.000947546j -0.00132683+0.00178405j 0.00146006-0.00700777j -0.00241061+0.00172324j -0.00212332-0.00114381j 0.000165509-0.00296969j 0.00146422-7.79313e-05j 0.00493313-0.0081665j -0.000145443+0.00306192j -0.00182368-0.000330037j -0.00126086-0.00186454j -0.00135693+0.00120014j 0.00373193-0.00457362j 0.00405327-0.00334314j 0.00149568-0.00447842j 0.00063155-0.000349718j 0.00123392-0.00274023j 0.00305725-0.00295805j -0.0031945+0.00392852j -0.00469018+0.00238161j -0.000498675-0.00163991j -0.00180133+0.00202521j -0.00533614+0.00305941j 0.00155585-0.00113746j 0.000909373-1.78209e-06j -9.7961e-05+9.15831e-05j -0.00121821+0.0014428j 
0.00155645+0.00119722j 0.000306098+0.00155046j -0.000698293+0.000642584j 3.37816e-06-0.00166439j -0.000402584-0.00229791j -0.00166887+0.000223925j 0.00193311-0.0025494j -0.000783788-0.000274786j 0.00382515-0.00443019j -0.00258583+0.00232438j 0.00398288-0.00192824j -0.00014284+0.00130523j -0.00165031+0.00101649j 0.000215217-0.00420432j 0.00254387-0.00604488j 0.000322353+0.00230942j -0.00391261-0.00164639j 0.00395958-0.00101391j -0.000480188-0.000919094j -0.00246524+0.000473362j -0.00429964-0.000983748j -0.0047174+0.00479596j -0.00018973+0.00141901j 0.00028311+0.000666106j 0.00328247+0.00111692j -0.00270662+0.00139361j 0.00398224-0.0003128j 0.00222165-0.000160789j -0.00463366+0.00405468j 0.0021225-0.00157666j -0.00178103-0.00221894j 0.00160742+0.00231308j 0.000448108-0.00391629j -0.00337112+0.00428422j 0.00341246-0.000334018j -0.00144445+6.85127e-05j 0.00158255+0.00267962j -0.0051813+0.0043583j -0.00063569+0.0048318j -0.00586271+0.00439355j -0.00134149-0.00216555j -0.00718658+0.004839j -0.00170955+0.000865783j -0.000192994+0.00283069j 0.00260608+0.00140186j 0.000886389+0.00420139j -0.00186228-0.00118443j -0.00692622+0.000128266j 0.00526231-0.00106874j 0.00431208-0.000366871j -0.000408117-0.00129751j 0.00123789+0.00043976j 0.00304939-0.000224191j -0.00373983+0.00107266j 0.000351972-0.000186375j 0.00141095-0.000375937j 
0.00106723-0.0014996j 0.00291726+0.000137627j 0.000254362+0.000216439j 0.000898176+0.00052267j -0.00213576+0.00328419j -0.000402303+0.00123295j -0.000442054-0.00211558j -0.00118121+0.00102845j 0.00147783-0.00416744j 0.000246733+0.00418782j 0.00213688-0.00517635j 0.0015815-0.000690573j 0.00171973-4.73363e-05j -0.00337664+0.00232178j 0.000857793-0.0037521j -0.00154483-0.00382048j 0.000392473+0.00768491j -0.00319557-0.00403314j 0.00112551+0.00132647j -0.00728351+0.00266422j -0.00352172+0.000611182j -0.00260797+0.00148087j 0.00497162-0.00159361j -0.00833098-0.00250481j 0.00596311+0.00314626j -0.00255155-0.000642453j -0.00275246-0.00268032j 4.36832e-06-0.00490447j 0.00554544+0.00324728j -0.00463989-0.00622287j 0.00139851+0.00334282j -0.000678544-0.00688099j -0.00237511-0.00382598j 0.00683964+0.00461801j 0.00179589-0.00382842j -0.00198518+0.00428147j 0.0029056-0.00416268j 0.0077341+0.00256408j -0.00295067-0.000318805j -0.00354304-0.00203394j 0.00292044+0.00327826j -0.000598248-0.000160067j -0.00261894-0.00336715j -0.00232143+0.00029857j 0.00518289-0.00372613j 0.0110535-7.37601e-05j 0.000818812+0.000442776j -0.00380392+0.00367308j 0.00262829-0.00143542j -0.000913449+0.000694791j -0.0013002+0.000116851j -0.00179342-0.000676547j -0.000136583+0.000418592j 8.7941e-05+0.000936028j 0.000496595-0.00112904j 0.000557828+0.000579109j 
1.86509e-05+0.00140877j -0.00102472-0.00222669j -6.25875e-05+0.00301766j 0.0012699+0.00456887j -0.000308318+0.00436491j 0.00022796-0.00216024j 0.000112514-0.000179367j -0.000765174-0.000180743j 0.0012705+0.00174407j -0.000444643-0.00087863j 0.00598976-0.00225843j 0.000639428-0.00481823j -0.00148302-0.00200394j -0.00261767+0.00462013j -0.00210314-0.00377048j 0.0037968-0.001683j -0.00576349+0.00340611j 0.00239345-0.00111904j -0.00163437-0.000690332j 0.00228941+0.00127165j -0.00268022+0.00161809j -0.00142034-0.00127764j -0.00467511-0.00104379j 0.00510762-0.00305629j -0.00318175+0.00190557j 0.00519647-0.00127136j 0.00277914-0.00114924j 0.00698279-0.00341355j -0.00207207-0.000753464j 0.00185171-0.00182623j -0.00690129+0.0037973j 0.00308419+0.000139558j 0.00455641+0.00193819j -0.00177195+0.00424925j 0.00497062+0.000562405j -0.00652204+0.0016976j 0.000222209+0.00401886j 0.00155735-0.00349395j 0.00277414-0.00196177j 0.00284856+0.000340393j -0.00443347-0.00124782j 0.00234332+0.00277462j 0.00652187+0.00255144j 0.00309279+0.000319051j 0.00126101-0.000693348j 0.00593863-0.000844938j 0.00121085-0.000933512j 0.000333242-0.000596434j 0.00031474+0.00104757j -0.00207723+0.000109798j 0.00247934+0.000730007j 0.0013019-0.00205782j -0.00374142+0.00259372j 0.00159321-0.00199538j -0.00106662+0.0012434j 0.00046728-0.000889512j 
0.00131995-0.00052655j 0.0011588-0.000954761j 0.00142496-0.0012545j -0.000846374-0.00446284j -0.00174974-0.004093j 0.0010715+0.00012493j -0.00123645+0.0029535j 3.02562e-06+0.00140925j -0.000703724-0.00178146j 0.000826356+0.00252566j -0.000641517-0.000214562j 8.32277e-05+0.000402111j -0.000759389+0.00415161j -0.00207244-0.00287092j -0.00126979+0.00176217j -0.000699144-0.000112937j 0.000698421+0.00286937j -0.00291339+0.00128749j 0.000897348-0.000672057j -0.000640288-0.0017723j 0.000281845+0.00358162j 0.00189982+0.0017628j -0.00277399-0.00256982j 0.0062282-0.000833901j 0.000358037+0.00103647j 0.0019728+0.00289325j -0.00124336-0.00179039j 0.00195377-0.00394105j 0.00145318+0.000181003j -0.00336169+0.00295661j -0.000469187-0.00419028j 0.00161695-0.00452399j -0.000687756-0.00384271j 0.00677633-0.00921245j -0.000823014-0.00253431j 0.0018298-1.11058e-05j -0.000260262-2.0222e-05j 0.00691513-0.00254889j 0.00325391+0.0025145j 0.00296704+0.00121507j -0.00105358-0.00109743j -0.00142361+0.00168796j -0.00191422+0.00331324j 0.00730007-0.00399659j 0.00253461-0.00207582j 0.00321189-0.00213637j -0.0024541-0.0019975j 0.00396199+0.000175347j 0.00357118-0.00226714j 0.00278259-0.00291278j 3.11459e-05+0.000263065j -0.00336552+0.00245899j 0.00188915-0.00345633j 0.000985641+0.00210057j -0.000191399-0.000320773j 0.000515652-0.00212204j 
