1.31497e-16+0.24459j -4.76838e-16-0.387982j 1.73817e-16+0.0827392j -2.23393e-16-0.227489j -3.19543e-15+0.275724j 8.38844e-17-0.139029j -3.91733e-16-0.249311j 8.43441e-18+0.0253102j 2.47583e-16+0.120023j 1.27186e-19-0.0346182j -6.39617e-17+0.0262649j 2.04315e-16-0.00661206j -1.07022e-16+0.00579352j -4.7533e-17-0.0925493j 1.28319e-17-0.0149528j 1.34071e-17+0.0140148j -5.42312e-17-0.0394386j -1.80422e-16-0.037196j -5.27169e-17-0.0175459j 5.29291e-17+0.0355012j 4.06452e-16+0.013871j 1.55789e-16-0.033575j 6.62127e-16-0.0134878j -1.70309e-16-0.000149531j 1.29157e-16-0.022755j 3.4748e-17+0.0001156j 6.48619e-16+0.0132513j 2.02855e-15+0.0264405j -2.66666e-15-0.0333713j 6.94811e-16-0.0127183j -1.06089e-15-0.00349426j -3.83559e-16+0.0168556j 1.6408e-18+0.032477j -1.46092e-16-0.0208113j -7.25391e-16-0.0105773j -2.51734e-17-0.003306j 3.42185e-16-0.00486283j -6.00797e-16+0.0296118j -1.70588e-16-0.014729j -3.3106e-15-0.00774234j -2.8703e-15-0.00577668j -5.38055e-15+0.0034297j -1.60034e-15-0.0575417j 4.28459e-16-0.0269952j 9.03655e-17+0.0303225j 2.11446e-16+0.0252521j -1.88017e-16-0.00708299j -3.36099e-16-0.0309328j -1.77827e-16-0.0030075j 6.37909e-17+0.0273459j 1.45426e-17-0.0114685j 7.67794e-18-0.0111933j -1.18191e-15-0.0121496j -8.71681e-17-0.0284166j 3.95191e-17+0.00637258j 1.02222e-16+0.00747399j 8.74864e-16+0.0538054j 1.69001e-17-0.0648411j 1.45699e-16-0.0240213j 1.84457e-16+0.0453934j 4.64773e-16+0.0543656j 1.29669e-16-0.0362986j 7.0775e-18+0.0147714j -1.86511e-17-0.00336323j 2.02275e-17+0.0682948j -8.40108e-17-0.0856968j 1.18319e-16+0.037731j 3.64032e-16+0.0862069j 6.28971e-17+0.04032j -5.88951e-17+0.0825791j 7.16426e-17-0.0764268j -2.31944e-16-0.108234j 
-2.33052e-16+0.0145707j -4.07944e-16-0.105054j 9.29194e-17+0.119478j -7.99173e-17-0.0913515j 5.8008e-16-0.0264834j 1.48266e-16+0.0629625j -3.31718e-16-0.173759j -7.96849e-17+0.133487j -5.25926e-17+0.0298306j -9.15844e-16+0.160302j -5.8757e-16+0.0059616j -5.01578e-16-0.000385095j 2.23071e-16-0.115528j -3.77136e-16-0.0462634j 1.83287e-16+0.0918658j -7.09634e-17-0.12395j 1.59268e-16+0.111798j -2.57652e-16-0.0395204j 4.31029e-17+0.0509259j 4.43447e-16+0.223263j -2.88699e-16+0.118236j -1.70498e-15+0.0754387j -4.6382e-15+0.125722j 2.60551e-16+0.0570381j -1.0783e-15-0.0559428j -8.07631e-16-0.082746j -2.1289e-15-0.021724j 2.46324e-15-0.0139212j -1.62428e-15-0.0733334j -1.19135e-15-0.0888804j -2.5015e-14-0.071398j -1.10031e-15+0.0174556j 6.8322e-16-0.164223j 6.81511e-16-0.0574j -4.69367e-15-0.0850978j -6.64748e-16+0.0235927j 5.42398e-16-0.0146257j -1.20239e-15+0.0519091j 7.39781e-16+0.0387283j -1.50412e-14-0.0155981j -1.31695e-14-0.0491949j -3.6409e-14+0.0236325j -1.0943e-15-0.0284843j 2.41106e-16+0.0371609j -1.6012e-16+0.0754963j 1.46685e-16-0.0121768j 5.79026e-16+0.0539798j -8.73543e-16-0.119777j -4.04762e-16+0.0374994j 4.17721e-17+0.0058626j -3.15921e-16-0.0630847j 2.53393e-16+0.0270246j 1.77748e-16+0.000696597j 7.83057e-17-0.0550803j 1.80084e-16+0.00365749j -2.98542e-16-0.0232337j -1.37185e-15-0.0822526j 1.01331e-16-0.11844j 4.05617e-17+0.0446043j 1.18695e-16-0.0510873j -5.74214e-16-0.0846257j -2.10879e-16+0.0461618j -1.32311e-16+0.0383855j -1.02954e-16+0.00102026j 1.09206e-16-0.088305j -5.16577e-17-0.0396635j -9.40357e-17+0.0805527j -4.1416e-17-0.0267965j 2.27408e-17-0.0133944j -3.29053e-17-0.00732316j -3.0534e-17+0.0187259j -7.11935e-17-0.0271467j 
7.45497e-16+0.00246179j 3.20793e-16+0.170239j -2.51359e-18-0.133034j 6.54316e-17+0.0376644j 1.08046e-15-0.0730215j -9.0423e-17-0.00848872j 1.43097e-16+0.182641j 1.64284e-16-0.132689j -2.86602e-16+0.0623612j 7.68337e-16-0.156254j 1.14947e-16+0.0883098j 8.02949e-16+0.0958279j -1.29887e-15+0.235205j 4.4631e-16-0.0302251j -2.52759e-16+0.00232581j -2.83646e-16+0.0636992j -7.42352e-16+0.0540642j 1.92228e-16-0.0327063j 7.66293e-16+0.136214j 2.07456e-16-0.0253227j -2.56905e-16-0.03651j 1.60701e-15-0.0174917j 3.1044e-15-0.131196j 1.06093e-15-0.203567j -1.08081e-15+0.0799401j 1.58526e-15-0.0774971j 6.33517e-16+0.0851786j -7.54733e-16-0.0594418j 1.85968e-15+0.0073671j -1.68427e-15+0.0198052j -3.04803e-14-0.0862061j -3.99472e-16-0.0519664j 8.34332e-16-0.000435999j 8.08009e-16+0.0180182j 3.87465e-15+0.0525887j 1.98076e-16+0.084238j -2.09937e-17+0.0103649j -1.17789e-15+0.0716237j 6.31514e-16+0.0189961j -9.31074e-15+0.0479822j -9.40117e-15-0.0984738j -1.17261e-13+0.0772115j 1.5651e-15+0.0660559j 2.2503e-16+0.0766397j -4.68056e-16-0.101588j 1.80185e-15+0.140942j 3.09703e-17+0.0433224j -6.89778e-16-0.0379172j -2.24764e-16+0.00953292j 8.21047e-17+0.130527j 7.2028e-16+0.136788j 6.61896e-16+0.0796043j 1.80071e-15+0.0136817j -1.9323e-16+0.0602051j -9.09942e-17+0.0364004j -3.24655e-16-0.0405439j -2.0786e-16-0.0145941j 6.00699e-17-0.00418385j -1.43786e-16-0.00757759j -1.26083e-17-0.0224868j 7.97933e-16+0.0843505j 3.05682e-16+0.0112158j 3.59726e-17+0.0668367j 1.58842e-16-0.0555481j 3.02101e-17+0.0387197j -1.46332e-17+0.0415481j -3.88549e-17+0.150064j 1.64481e-16+0.011152j 7.14269e-17-0.065028j -2.63188e-16+0.171623j -1.06024e-16+0.0253867j -4.41401e-17-0.00244164j 
-1.86021e-15-0.301525j -9.65303e-16+0.0915176j 2.40883e-16+0.144954j 7.50131e-17+0.172375j 1.15918e-15-0.0845169j 6.08381e-16+0.349228j -4.01579e-16-0.00507114j -3.65573e-16-0.058655j 1.43647e-16+0.172545j -5.73648e-16+0.09244j -7.20117e-16+0.0826932j -4.70372e-16-0.00911963j 2.19562e-16-0.056356j -2.45398e-17-0.0020881j -3.30558e-16-0.0933298j -2.73204e-16-0.0784362j 2.81075e-16+0.0729745j 1.02533e-15+0.133322j 1.63949e-16+0.0269855j 6.89682e-16+0.147419j -3.69188e-16-0.0764372j 9.23439e-16+0.0586636j -5.87758e-16-0.038565j -8.66319e-16-0.194384j 1.13918e-15+0.0713693j -1.04857e-15+0.0135468j -3.76612e-15-0.07291j 6.79272e-15+0.0925876j -9.8774e-15-0.08664j 3.27873e-15-0.0206873j 9.44195e-15+0.0289702j 1.16079e-15-0.0415299j 1.74409e-16-0.0378302j 7.6148e-16-0.0968922j 5.38933e-15+0.071302j 9.05108e-16+0.136776j -6.79395e-16+0.0125962j -1.34911e-15+0.0612218j 1.28723e-15-0.0230411j -5.05481e-15-0.042194j -2.91557e-15+0.0314869j -1.30227e-13+0.0867429j 9.05041e-16+0.0106763j -1.15427e-16-0.0453978j -3.90708e-16-0.114962j 2.74371e-16+0.0296849j 6.61166e-16+0.0564888j -9.24668e-16-0.0881853j -7.53334e-16-0.0700381j 2.11231e-16-0.0852264j -3.80145e-16+0.00705773j 3.06509e-16+0.0165498j 4.79058e-15+0.0468249j 2.69936e-16-0.0144536j 2.67046e-17-0.101259j -3.19028e-16-0.0421607j 1.84449e-16+0.00410331j 1.44262e-16+0.00863058j -6.76124e-16-0.0678023j -8.49352e-16-0.0288503j -3.51433e-16-0.00663454j -1.55589e-16-0.0697881j -2.7163e-18+0.0874584j -8.80557e-18+0.0460589j -1.08552e-16-0.0645597j -7.00366e-18+0.0415371j 5.80568e-18+0.0647102j 1.381e-16+0.0537051j 5.97475e-17-0.00720524j 4.23809e-17-0.112561j 1.13956e-17-0.0665876j 6.36231e-17+0.0135422j 
-3.27484e-15-0.126744j -3.40184e-15-0.213448j 1.63252e-15+0.117122j -7.14866e-16-0.0652109j -5.00651e-16+0.21564j 5.92802e-16+0.0148155j -4.83716e-16-0.0258565j -3.60137e-16-0.0460846j 9.21482e-16+0.0824491j 6.43703e-16+0.107701j -7.73295e-16-0.084072j -2.15039e-15-0.175002j -1.77748e-16+0.029452j -2.21332e-16-0.00576159j -5.33607e-16-0.0542209j 1.98761e-15+0.18625j 2.21215e-15+0.215934j 9.353e-16+0.0785254j -4.52794e-16-0.0244252j -2.23807e-15-0.235065j -1.07614e-15-0.0104805j 2.72406e-15+0.166793j 1.34944e-15-0.150971j -1.76534e-15-0.113662j 2.20022e-15+0.0504601j -2.58237e-15+0.0189555j -4.68166e-15-0.0981328j 1.09311e-14+0.11915j -2.06715e-14-0.12559j 1.30144e-14+0.178928j 3.23395e-14+0.0881122j 2.52648e-15-0.142374j -4.22826e-16+0.041476j 1.74883e-15+0.0224306j 1.14271e-14+0.173262j -8.32749e-17-0.138601j 4.86059e-16-0.0687391j -2.48975e-15+0.105626j -1.74541e-15-0.113793j 3.50482e-14+0.0325168j 3.06755e-14+0.119499j 8.39846e-14-0.0555816j -4.1674e-15-0.112883j -7.15657e-16-0.0900482j 4.27462e-16+0.017256j -1.90239e-15-0.0720523j -4.52889e-17+0.00229649j 6.81218e-16-0.0117263j 2.20501e-15+0.104982j -1.45958e-16-0.0122055j -2.7698e-17-0.00361209j 1.29965e-15+0.0599219j 1.21534e-15+0.0052082j -1.1717e-15-0.0863677j -3.0317e-16-0.0108814j 7.28953e-17+0.0037341j 6.56823e-16+0.0210439j 1.94854e-17+0.0137989j -4.67465e-16+0.00512212j -5.96579e-16-0.0228841j -8.13138e-16-0.00857726j -1.75029e-15-0.164881j -1.03403e-16-0.0130278j -4.27576e-16-0.0426721j -5.52127e-16-0.0307383j -6.36177e-16-0.0455414j -1.02414e-15-0.105989j -8.07434e-16-0.0533409j -3.22005e-16-0.0183499j 7.64997e-17+0.0140421j 9.12871e-16+0.0830159j 1.73851e-16+0.0199283j 
1.71347e-16+0.0444692j 4.12534e-16-0.0336947j 6.76923e-17-0.0179807j -6.21985e-17-0.0448081j -2.2768e-15+0.142039j 3.01021e-16+0.0925615j 3.18155e-17-0.0472316j 1.30305e-17-0.285782j -1.84846e-16-0.0251549j -6.79467e-16+0.18045j 9.23485e-16-0.173018j -5.13598e-16+0.118359j 1.20803e-15-0.163923j -1.18312e-15+0.153769j 5.02682e-16-0.11027j 1.70001e-16-0.0153079j 9.38097e-16+0.0590079j 2.12977e-16+0.459319j -1.21885e-16-0.222397j -2.36502e-17+0.0751603j 7.78745e-16+0.113489j 2.11657e-15-0.259759j 1.071e-14-0.280683j -1.25744e-15-0.105158j 3.77566e-16+0.27182j 6.58808e-16+0.15329j -2.56584e-15-0.103316j 2.39758e-15-0.0545402j -1.88874e-15-0.1271j -8.64819e-16-0.132983j -3.96134e-14-0.117276j -2.87441e-15+0.0528079j 1.04083e-15-0.106868j 2.04978e-15-0.148619j 9.98816e-16+0.00899541j 1.2782e-15+0.0197394j 4.5911e-16-0.011314j -1.94168e-15+0.0496774j 7.58348e-16+0.0262882j 2.01026e-14+0.0207618j 1.7641e-14+0.070186j -8.9008e-14+0.0590169j -3.85938e-16+0.0319386j 8.71777e-16+0.157938j 1.07893e-16-0.0382888j 6.85296e-16+0.0138008j -7.78803e-18-0.0129313j -4.44078e-16-0.00070673j 5.06173e-18+0.00263369j -1.57691e-16+0.0607467j -5.17534e-16-0.163513j 2.51323e-16+0.106857j -8.80724e-16-0.0162275j -1.31044e-16-0.0855877j -7.30074e-17+0.0391394j 2.41386e-16+0.00963831j 1.41635e-16+0.0239461j -2.30215e-16+0.0715951j 3.90537e-16+0.0976247j 9.09598e-16+0.0375064j -7.35156e-16-0.0452616j -5.19491e-16-0.0655205j 2.52877e-16-0.0626085j 2.97477e-16-0.017228j 1.48128e-18+0.0321982j 1.17413e-16+0.0739698j -5.95775e-17-0.0425646j -4.47409e-17+0.000551698j -1.30573e-16+0.0721774j -1.04553e-16-0.0230888j -2.57485e-17+0.039446j 1.09408e-16+0.000160625j 
2.95741e-16+0.00493537j -7.15338e-16+0.115939j 4.95035e-16-0.0247754j 3.38017e-17-0.0112877j 2.60166e-15-0.115891j -1.30598e-16+0.1086j -9.45089e-16+0.164075j -6.08482e-16+0.00324908j -4.65346e-16-0.0188499j -2.62637e-15+0.184633j -2.30464e-15+0.179788j -2.10445e-15+0.208452j 1.50093e-15-0.127483j 5.55105e-16-0.162574j -1.7263e-15+0.319498j -1.25922e-15+0.187664j -4.91458e-16+0.0938397j 1.44429e-15-0.278363j -1.34133e-15+0.419285j 7.99392e-16+0.129108j -1.41538e-15-0.0392179j 1.67821e-15+0.0344772j 1.21333e-14-0.27607j -4.77419e-15+0.224404j 1.81947e-15+0.082016j -1.3697e-15-0.046683j -4.81837e-15-0.187137j -7.68208e-15-0.0450454j 8.75493e-15+0.181462j -6.43865e-16+0.0787487j 7.42395e-14+0.219379j 3.58513e-15-0.00503555j -9.33145e-16-0.0103389j -2.46227e-15+0.215548j 3.11116e-15+0.0251363j -1.43524e-15+0.0940278j -1.64989e-15+0.0208247j -1.06011e-15+0.0862922j -4.64207e-16-0.0860615j -2.8732e-15+0.137963j -5.63018e-15-0.177745j 1.77081e-13-0.1179j 4.02423e-16+0.0609091j -4.41578e-18+0.134027j -2.25779e-16+0.038793j 9.96159e-16+0.0123306j 1.31855e-15+0.1201j 9.94872e-17-0.0731873j 2.12676e-17+0.0418706j 6.33646e-16-0.0594731j 1.03825e-16-0.06241j 1.14524e-17+0.067064j -1.30843e-15-0.0164459j 3.68228e-16-0.0653696j 6.16243e-16-0.0482j -3.50084e-16+0.0476802j -9.83212e-16-0.0867975j 7.58274e-16-0.095359j 6.31958e-16+0.0513349j 8.28624e-16+0.00880246j -2.03146e-16-0.0380265j 2.56689e-16-0.0857492j -6.83929e-16+0.0861859j -4.38412e-16+0.0417532j 8.38326e-17+0.00125832j -2.44936e-16+0.0415472j 7.09059e-16-0.112422j -1.70011e-16-0.0189524j 1.98321e-17-0.00240083j 3.80615e-16-0.0475993j -3.98416e-17+0.0145286j -4.23182e-16+0.0864773j 
2.14911e-15+0.150605j -2.24343e-15-0.224546j 4.13415e-16+0.0847782j -2.38537e-15-0.217154j 1.22842e-17+0.13312j -1.33973e-15-0.0938053j -3.06672e-15-0.232215j -1.55483e-15-0.15015j 4.45379e-16+0.0302789j -1.3548e-16+0.0945818j -2.31649e-15-0.151379j 2.48211e-15+0.203129j -5.84073e-16+0.176455j -1.96196e-15-0.14312j -3.82379e-17-0.0252261j -2.065e-15-0.136568j 3.48705e-16+0.0756257j 6.03448e-16+0.0741713j 4.19261e-16+0.0110841j 1.30915e-15+0.131198j -3.22e-15-0.0183279j 5.79017e-15+0.386338j -2.47364e-15-0.0638399j -2.30277e-15-0.0502175j 1.07273e-15-0.0464818j 2.04032e-16+0.138536j -1.62789e-15-0.083624j 6.30337e-15+0.0742487j -5.95799e-15-0.127316j -6.02913e-15-0.253075j -3.26364e-14-0.076068j -3.08879e-16-0.140293j 1.50563e-15+0.0386757j -5.60411e-16-0.208768j -8.77486e-16-0.00238839j 9.91768e-16+0.0561486j -5.74753e-16-0.00438361j -8.71229e-16+0.0751834j -3.32621e-16-0.0268127j -1.88136e-15-0.0424315j -1.14961e-15+0.0455735j 8.13418e-14-0.0536675j 2.57525e-15+0.0454329j -4.5945e-16+0.00378255j -7.72455e-16-0.0740316j 3.05713e-15+0.144922j -6.72991e-16-0.0130591j -8.4834e-16-0.0074496j -5.39849e-16-0.0102732j 5.68063e-16+0.0599764j -1.19249e-15-0.0474524j -2.5605e-16-0.0102404j -4.09775e-15-0.0408311j 3.16983e-16+0.0479169j 3.79312e-16+0.0376248j -2.66338e-17-0.00518995j 1.40845e-15+0.056229j -8.96147e-16-0.0925594j -1.4456e-15-0.0374239j -1.54791e-15-0.0463397j -9.77843e-17+0.0162206j 1.12151e-16-0.00491212j 3.78577e-16+0.034142j 1.56015e-16-0.00928817j 3.87665e-17+0.0119834j 8.39791e-17-0.0172028j 9.33558e-16+0.0904899j 1.04233e-15+0.0815524j 1.16699e-16+0.0168743j 6.12678e-16+0.0442655j -6.84762e-16-0.0756545j 3.90292e-17-0.014821j 
-3.7248e-16-0.0668236j 9.18879e-16+0.012919j -8.14615e-16+0.0332808j 1.03262e-15+0.070528j -6.38458e-17-0.0249567j -4.308e-16+0.00940881j 1.51575e-15+0.165407j -1.79121e-16-0.073683j -1.09595e-15-0.105696j -1.06448e-15+0.0900475j -1.32061e-17+0.248621j 2.98894e-16+0.253025j -1.03129e-15+0.269906j 6.71058e-16+0.062063j -6.54426e-16-0.0353709j -7.22397e-16-0.0172725j -5.0788e-16-0.122209j -5.94551e-16-0.202123j 1.71175e-16-0.0944481j 5.30984e-16+0.206763j -8.42875e-17+0.0855302j 1.92465e-15+0.0647668j 9.8696e-15-0.242182j -2.35137e-15+0.13584j 3.64585e-16-0.160356j 3.97815e-16+0.135498j 6.47575e-16-0.102054j -1.9575e-14-0.258267j 2.7826e-14+0.157978j -1.3905e-14-0.265528j -6.52066e-15-0.00224546j 7.27668e-16-0.0476913j 1.20733e-15+0.165963j -1.8845e-15+0.0335462j -6.32721e-15-0.0743054j -1.1009e-15-0.0524941j -1.64348e-16+0.122653j 2.7329e-15-0.142725j -1.71644e-15+0.00843393j 3.08382e-14+0.0275366j 2.90072e-14+0.104352j -9.41181e-14+0.062507j -5.31587e-15-0.117955j 4.59007e-16+0.0198589j -1.02413e-16-0.00930223j -1.89588e-15-0.0576853j 1.34607e-15-0.00493298j 1.03355e-15+0.0651929j -1.48282e-16-0.0810998j 1.57535e-17+0.0252358j 1.77767e-16+0.0618801j -7.12472e-16-0.0556091j -1.31104e-15-0.0141931j 1.32778e-16-0.020439j 2.5132e-17+0.0247065j 9.41367e-16+0.070897j 2.38087e-16+0.0329807j -4.29894e-16-0.00619463j 9.1938e-16+0.0843016j 4.045e-16+0.0275155j 9.14245e-16+0.0797634j 7.20904e-16+0.0132714j 4.98932e-18-0.00478397j -2.17853e-16-0.0706614j -2.85837e-16-0.0226614j -7.52918e-17-0.0183811j -3.25184e-16+0.0162347j 2.25242e-16+0.0997978j 1.34358e-16+0.0749189j -1.97544e-16-0.101197j 1.02272e-16-0.0703361j 1.17138e-16-0.0218885j 
9.79626e-15+0.20053j 7.73404e-15+0.183008j -5.61079e-15-0.162613j 6.28195e-15+0.151449j -2.18427e-16-0.0153055j -1.1842e-14-0.313724j 5.61004e-15+0.136224j 1.39028e-17-0.0160347j 9.0604e-16+0.0545635j -9.34222e-16-0.0158033j 1.70134e-15+0.0447822j 8.40068e-15+0.24629j -8.87862e-15-0.341964j -3.27799e-16+0.046024j -5.41359e-15-0.120648j -2.85583e-16-0.0233002j -2.57855e-15-0.0441356j -8.44089e-15-0.215876j -4.1585e-15-0.106623j -3.45163e-15-0.0887906j -5.10735e-15-0.108287j 1.39663e-14+0.331836j -4.34875e-15-0.0944161j -3.00758e-15-0.0434243j 4.85839e-15+0.107695j -1.0669e-15+0.0282578j -3.58128e-15-0.038992j 1.60213e-14+0.149026j -1.86564e-14-0.191152j -5.42402e-15-0.182466j 6.55822e-15+0.0181595j 5.49525e-16+0.0217598j 6.69553e-15+0.189963j -5.51032e-15-0.143384j 2.10456e-15+0.0165654j 6.23952e-15+0.144309j -7.1614e-15-0.178725j -2.49499e-15-0.0962025j -2.88346e-15-0.0519387j 4.33246e-14+0.0340006j 4.50679e-14+0.153962j 6.20005e-14-0.0419933j -6.09274e-15-0.0898071j -2.83515e-15-0.0793109j 3.84103e-15+0.10726j -7.3869e-15-0.144095j 6.97258e-15+0.132183j 4.62976e-15+0.0802557j 5.4158e-16+0.0104681j 1.24966e-15+0.0235297j -7.16319e-15-0.167169j -2.41853e-15-0.0669498j 1.45732e-14+0.114118j 2.42452e-15+0.0558438j 1.91864e-16-0.00300397j 1.96832e-15+0.0461272j -2.23137e-15-0.0538805j -3.43573e-15-0.0942271j 3.0414e-15+0.0889203j -7.43535e-15-0.18085j -7.07204e-16-0.0170573j 1.08954e-15+0.0181185j -1.1663e-15-0.0229539j -1.37496e-17+0.00998284j -1.1977e-15-0.0343621j 1.2564e-15+0.0351154j -2.60541e-15-0.07244j -2.55993e-15-0.072797j -6.10048e-16-0.0199207j 6.17595e-17+0.0059445j 5.49688e-16+0.0271471j 1.49662e-15+0.0441638j 
-1.4049e-16+0.0752469j -2.77435e-16-0.0533942j 4.10007e-16-0.0529025j -9.924e-16-0.177349j 6.87475e-16-0.0436453j 6.09505e-16-0.103083j -8.394e-16-0.206089j -1.27218e-15+0.0804608j 5.60632e-17+0.163163j 2.29899e-16-0.00706052j -1.93496e-16-0.140613j -1.33369e-16+0.14764j 1.45389e-15-0.0642443j -4.25881e-16+0.00987046j 3.18777e-17+0.15216j -1.14094e-15+0.0283511j 3.68622e-18-0.074237j 4.51777e-16-0.211518j 4.18789e-16-0.00885844j 1.25293e-15+0.036314j -1.6407e-15-0.128895j 8.67825e-16+0.380769j -1.99248e-15-0.0278753j -9.61037e-16+0.117456j 2.03234e-15+0.160387j 5.53979e-16+0.305806j 3.48094e-15-0.00242535j 3.53417e-15-0.00966868j -1.02677e-14-0.177937j 3.76236e-15-0.0429307j -3.73137e-15-0.00606796j 1.83013e-15-0.157526j 7.36292e-16+0.0878826j 8.8568e-16-0.0731504j 6.68723e-15+0.0843961j 2.26939e-15+0.205989j -6.04508e-16-0.117746j 1.01941e-16+0.0300988j 2.31273e-15+0.0727552j -1.93535e-14-0.00424338j -1.45706e-14-0.0702348j -1.84529e-13+0.121882j 5.5869e-15+0.150122j -1.03259e-15+0.00219765j -9.99655e-17+0.0595129j -8.87749e-16-0.130828j -8.21433e-16-0.0769223j -3.03728e-16+0.0578222j 2.36922e-16-0.0668953j 8.01296e-17-0.0753438j 2.55542e-16-0.0277021j 5.09978e-16+0.0297981j 5.56707e-15+0.0548355j 3.69248e-16+0.0368645j -3.4323e-17-0.142061j 6.43997e-16+0.0900926j -2.86921e-16-0.0130307j -3.49085e-16-0.133102j -9.12519e-16-0.187503j -1.43848e-15-0.000568503j -2.24113e-16-0.0691573j 6.12638e-17+0.0183608j 4.28134e-16+0.10311j -1.70892e-16+0.110135j -4.84615e-17+0.00346259j 1.27164e-16-0.0237346j 2.65677e-16-0.0309661j 2.90213e-16+0.0136965j 1.27231e-16+0.00830335j 9.997e-17-0.0650327j -4.4511e-17-0.055204j 1.56748e-16+0.00208822j 
6.71326e-16+0.130029j 6.91585e-16+0.013085j 7.79551e-16-0.162089j -8.82507e-17+0.107908j -1.87886e-15+0.105901j 1.45413e-16-0.116182j -8.08304e-16+0.156199j -1.91064e-15+0.118605j 9.63491e-16-0.236271j -6.48781e-17-0.0394118j -3.26994e-16-0.043129j 5.25622e-16-0.0883184j -1.46047e-15-0.00788794j 6.1165e-16-0.274738j 1.61411e-16-0.0106105j -7.39806e-16+0.0188941j 7.83492e-16-0.139057j -6.13758e-17+0.241715j -7.2163e-16+0.0723749j 1.16946e-15-0.252466j -4.82799e-16-0.0984054j -3.91467e-16+0.0652214j -4.56824e-15+0.124318j 4.37074e-16-0.0192603j 2.34642e-15-0.172177j -5.92115e-15-0.0887857j -3.43733e-15-0.154186j 5.47935e-16+0.19553j -3.02266e-15+0.152898j 1.98025e-15+0.148235j 4.84196e-14+0.126824j -9.11473e-16+0.181557j -4.12183e-16+0.0360907j -8.39358e-16-0.0419757j 3.0176e-15+0.0809606j 6.11241e-16-0.138968j 5.09543e-16+0.0259393j -4.10972e-15+0.0829832j -2.51113e-16-0.133661j 3.80399e-14+0.000691258j 2.91652e-14+0.166093j 4.52798e-13-0.298246j 2.74124e-16+0.0517304j -1.55429e-15-0.00663614j 2.25318e-15-0.130547j -2.98921e-16+0.105508j 4.86406e-16-0.00872037j -4.95805e-16+0.00581057j -8.30219e-16-0.0723606j 7.09289e-16-0.0928136j -5.26052e-16-0.0529697j -1.29787e-15-0.0816893j -6.5349e-15-0.0701496j -1.94951e-16+0.0633137j -7.65168e-16+0.0529974j 3.14524e-16-0.0239725j 2.23428e-16+0.0446205j -9.20041e-16+0.064172j 2.76663e-16-0.0232882j -1.43505e-15+0.0381859j 3.63509e-16-0.0460585j 4.18351e-16-0.0249431j 7.91754e-17+0.00270265j -4.02121e-16+0.0137222j -2.1886e-16+0.0162115j 1.45748e-16-0.0207728j 6.51381e-16-0.112496j -3.57775e-18+0.0311949j -8.45456e-18+0.0156096j 7.25872e-16-0.0916188j 2.71392e-16-0.081866j 2.03666e-16-0.0151341j 
-3.77025e-16-0.0231842j 1.1859e-15-0.00808831j -2.45767e-15+0.0686054j 1.41891e-16+0.00734061j 1.45062e-15-0.0362949j 3.35887e-16+0.013341j 2.0263e-15-0.0419896j -9.89804e-15+0.250411j -6.24055e-15+0.144177j -2.25253e-16+0.0109764j -4.1501e-15+0.073087j -5.72406e-15+0.137809j 3.39821e-15-0.0573504j -9.47721e-15+0.260229j 6.58719e-16-0.0233978j -1.0857e-14+0.244889j 6.02054e-16+0.0121672j 1.22824e-14-0.328513j 7.31097e-15-0.202245j 7.3594e-15-0.217673j 5.01125e-15-0.0905391j 1.0306e-14-0.195343j 2.40524e-14-0.306577j 3.46763e-15-0.11741j 6.61244e-15-0.107548j -1.38734e-14+0.323848j 5.28615e-15-0.223634j -2.97193e-15+0.190554j -1.95761e-15+0.0407629j -5.04569e-15-0.0840768j -9.15496e-14-0.273492j 5.74537e-15-0.22913j 6.22601e-15-0.158675j -2.13916e-15+0.0616736j -8.2657e-15-0.264446j 2.41545e-15-0.0337813j 1.08672e-14-0.281562j -9.81563e-15+0.125121j 3.21269e-15-0.0525386j 8.73724e-14+0.23456j 7.58837e-14+0.150938j -1.6922e-13+0.109952j -8.3101e-16-0.112521j -1.89858e-16+0.0400664j 6.3401e-15-0.222946j -5.14574e-15+0.132012j 2.68117e-15-0.086085j -3.43741e-15+0.155339j -7.50545e-16+0.0906637j -1.01991e-15+0.045541j 2.23894e-15-0.0512098j 1.04468e-15-0.0324064j -1.91155e-15-0.0327428j 1.9033e-15-0.0822333j -5.1973e-15+0.137776j 2.70033e-15-0.0859637j -1.15862e-15+0.0205702j -3.45947e-15+0.100843j -1.29781e-15+0.0792626j -3.91255e-15+0.14486j 2.43695e-15-0.0909213j -1.21721e-15+0.0314922j 4.45454e-15-0.137587j 1.61463e-15-0.0524597j 1.60846e-15-0.0560738j 8.25986e-16-0.0130008j -2.02897e-15+0.069691j -7.54252e-16+0.00509297j 9.80884e-16-0.0368946j -8.88668e-16+0.0409235j -2.38907e-16+0.0326285j 1.09317e-15-0.0259148j 
