5.00278e-15-0.194956j -1.02016e-14-0.35676j 7.08271e-16+0.0600836j 8.14778e-16-0.216648j 1.48409e-15-0.256195j 1.84131e-15-0.0688183j -1.12608e-15+0.213005j -6.59299e-18-0.0236913j 1.89523e-16-0.0455212j 3.78181e-16-0.0546167j 6.1822e-16-0.0650287j 8.58768e-16-0.0686975j 7.3182e-17+0.00869142j 1.79468e-16-0.0522581j 8.381e-16-0.0401442j -4.48185e-15-0.0168956j 2.25696e-16-0.00903454j 1.51231e-16-0.00671278j 4.78515e-17-0.0104321j -2.14164e-16-0.0156187j -1.1952e-16-0.0177983j 3.59135e-17+0.044348j 4.89503e-16-0.00415282j -2.68311e-16+0.00186973j 1.39772e-16+0.00160622j 2.09195e-16-0.0224271j 4.37234e-16-0.0440904j -3.75361e-16-0.0166119j -5.58915e-15+0.00212821j 1.37442e-15-0.0536838j 2.93036e-16-0.00520872j 9.27486e-17-0.00982316j 1.94536e-16-0.00217275j 4.11493e-16-0.0355236j 9.35434e-16-0.0323833j 5.63696e-16-0.0304479j 1.20317e-16-0.00357736j -2.30969e-15-0.0219807j 7.81055e-16+0.0363667j -3.93371e-16-0.0122852j -2.0861e-16-0.00566402j 2.38119e-16-0.0286416j 3.79705e-16-0.0274288j -1.5563e-16+0.000244006j 2.76064e-16-0.0593126j -3.96043e-16+0.0530342j 2.08478e-16-0.000132048j -1.96612e-16+0.0304606j 3.24427e-16-0.0180362j -4.81838e-16+0.0582341j 3.501e-16-0.0699562j 4.14941e-16-0.0215167j 2.39683e-17-0.0729385j 2.54995e-16-0.0234317j -1.06577e-14-0.0241594j -1.5712e-15-0.0968485j 
3.98096e-16-0.23097j -3.27577e-15-0.13871j -3.78243e-17-0.108883j -4.40407e-16-0.104048j 1.31471e-16-0.17923j 2.64061e-16-0.0904516j -1.57482e-17+0.0360087j 2.77013e-16+0.128487j -8.49484e-17-0.0301831j -1.17841e-17+0.136191j -2.56249e-15-0.0294218j 3.81213e-15-0.282541j 2.90104e-16-0.343407j 1.00426e-15+0.169709j 2.35125e-15-0.0678777j -3.11788e-14-0.0938918j -1.3141e-15+0.277014j 5.82926e-16-0.0776049j 1.91344e-15-0.169481j -1.78346e-15-0.250927j -2.70442e-15-0.195188j 1.22394e-15+0.0385214j 9.86629e-15-0.0899164j -5.67569e-15+0.0910445j -9.94234e-16-0.12521j 2.46974e-16-0.000150591j 4.67118e-16-0.0217283j -5.8813e-15+0.183243j -3.08289e-13+0.0880113j -2.11431e-16+0.0347669j -1.33512e-16-0.0650408j 9.84501e-16-0.00505982j -6.64831e-16+0.0109587j -6.55962e-17+0.0354677j 2.22656e-17+0.00172845j -2.59962e-16+0.00130602j 4.99086e-17-0.00818145j 3.42944e-15+0.0368715j -9.92614e-16-0.0532385j -7.75474e-16-0.0530977j 2.5861e-15+0.0784965j 5.93273e-16-0.0195586j -2.09791e-17-0.0328621j 1.57018e-16-0.0579139j -6.82587e-16-0.0870814j -7.31279e-16-0.00282484j 1.31946e-16-0.026973j -2.22958e-16+0.0037928j 2.33924e-17-0.0131685j -3.85456e-17-0.0412798j 2.08099e-16+0.00389278j -4.31452e-18-0.00382211j 4.91986e-19-0.0631368j -1.56512e-16+0.0367064j -2.32602e-15+0.00455204j -5.445e-16-0.0693199j 
3.83634e-15+0.342508j -3.93657e-15-0.0190059j 2.58027e-15+0.179194j 3.85469e-16+0.0976742j 8.82501e-16+0.0443611j 2.65629e-15+0.31042j 1.5425e-15+0.0218565j -5.77545e-16+0.0292774j 3.23389e-16+0.0877022j -1.40394e-15-0.116322j 2.65646e-15+0.338546j 1.50138e-15+0.16103j -1.07124e-15-0.222238j -6.34433e-16-0.0844j 5.09146e-16-0.178005j -2.31104e-14-0.0839702j 1.60943e-15-0.0961939j -2.93673e-15-0.390463j 3.57751e-15-0.0697564j -2.68444e-15-0.120347j -1.80414e-15-0.0566916j -1.06472e-15-0.119465j -1.30195e-14+0.129289j -4.98619e-16+0.0292676j 2.49815e-18+0.00284197j 4.67583e-16+0.0302119j 1.85028e-15+0.136531j -3.32523e-15+0.0701204j -1.55242e-13+0.0453875j 6.7704e-16-0.102731j 7.79292e-16+0.134658j -1.11205e-15-0.0335902j -2.06379e-16+0.0299365j -7.77006e-16-0.171173j -1.51687e-15+0.135874j -3.39207e-16+0.0113222j 6.46265e-18+0.0673827j 5.96664e-15+0.0429984j -2.69037e-15-0.0905894j -2.37331e-16-0.00502805j 2.57792e-15+0.0694566j 6.58175e-17-0.0137059j 2.51441e-16-0.0181646j -2.48246e-16-0.10288j 6.41412e-16+0.0301294j 1.05305e-15+0.0832077j 4.49506e-16+0.153759j 2.22303e-16+0.00955144j -3.04147e-17-0.0172887j -2.90661e-16-0.0749448j -5.22303e-16-0.0464914j 2.67109e-16+0.0349325j -4.47158e-16-0.0616118j 1.94779e-16+0.0539108j -2.00341e-14-0.0824214j -4.3266e-15-0.00655075j 
-2.7586e-15+0.000629786j 8.25089e-15+0.219731j -6.64762e-16-0.263891j 4.01286e-17+0.0272505j -1.70276e-16+0.017542j -8.27848e-16+0.00063883j -3.84383e-16-0.194451j 3.36272e-16+0.283841j 5.66008e-17+0.0653752j -2.86331e-16+0.23284j -1.45291e-16-0.0505757j -3.10513e-15+0.209446j -8.49193e-16-0.0775846j 1.07618e-15+0.204696j 2.39355e-15+0.0827608j -1.61035e-14-0.0428712j 1.46169e-15-0.231961j 3.43847e-15+0.0590888j 1.36539e-15-0.16394j 8.71968e-16+0.110931j -3.21258e-16-0.0214146j 1.37312e-15+0.124654j 3.62749e-15-0.0219305j 8.4715e-15-0.173699j -2.31372e-15-0.150997j -4.69482e-16-0.0427141j -8.02319e-16-0.0289527j 2.45725e-15+0.0533932j 9.94579e-14-0.0309148j -1.35168e-15+0.137957j -9.56314e-16-0.0579616j -1.04106e-15+0.239054j -3.37031e-15+0.12092j 5.11879e-16+0.0157852j -3.61927e-15+0.16026j -1.49448e-15+0.0567095j -1.15095e-15+0.0178268j 3.2813e-15+0.0544207j -1.6298e-15+0.016158j 1.3345e-15+0.083395j -4.81445e-16-0.024074j -1.90313e-16+0.0698674j 2.53791e-16-0.0461456j 5.98089e-16-0.0345172j -1.08132e-15-0.0242823j -4.27167e-16-0.122466j -4.80774e-16+0.0360052j 2.69566e-17-0.0441489j 1.12911e-16-0.023454j 1.4268e-16-0.0804507j 1.7327e-16+0.155839j -5.89395e-17+0.0300706j 3.16317e-16+0.0208238j 6.12987e-17+0.0716253j -3.23478e-15-0.037939j -7.57622e-16+0.108896j 
-4.08056e-16+0.0397444j 2.20902e-15+0.0758983j 4.56002e-16+0.183225j -2.49865e-16-0.388908j -1.18564e-15+0.390279j 5.33231e-16+0.112971j -7.9385e-16+0.412753j 5.83111e-16+0.094322j 7.58492e-16-0.169687j -6.87992e-17+0.0831388j -3.25287e-16+0.0780888j 1.83498e-16-0.00981565j -4.83553e-16-0.0662241j -1.80826e-17+0.202553j 1.92157e-15-0.224804j -3.13635e-14-0.105433j -1.57674e-15+0.286709j -2.4554e-15+0.0369786j -1.64132e-15+0.182379j -1.41197e-15-0.00583629j -1.2856e-15-0.150552j 3.80145e-16-0.0663631j -2.56866e-14+0.243858j -3.20022e-15+0.0250004j -1.77133e-15-0.142579j 1.78271e-15+0.182067j -2.41392e-16+0.0799823j 5.63855e-15+0.0605144j 2.35465e-13-0.071112j -2.00604e-15+0.131572j -3.52121e-17-0.0429129j 9.74811e-16-0.0752598j 3.76463e-15-0.145146j -5.76379e-17+0.0647034j 2.6014e-15-0.128278j 4.80771e-17-0.00441729j 8.35201e-16+0.0554531j -3.20793e-15-0.0119144j 9.22397e-16+0.0784515j -6.58992e-16-0.0128376j 1.9307e-15+0.0591399j 5.93503e-17+0.0380135j -5.47813e-16+0.0345256j -4.68308e-16+0.0838363j 3.48035e-16-0.00762735j -5.05263e-16+0.0189088j 5.95578e-16-0.0669607j 6.51114e-17+0.0220946j 1.13991e-16-0.0445803j 1.12153e-16-0.0884559j -8.19398e-17+0.0369883j 1.36683e-16-0.0214643j -1.75142e-16-0.0156111j 2.23304e-16+0.0429261j 1.46727e-14+0.052982j 3.08391e-15+0.0483748j 
1.3464e-15+0.0542293j -5.61298e-15-0.148704j 5.62569e-16-0.0825413j -3.97285e-16-0.0643465j 9.55301e-16-0.232897j 2.21049e-16+0.182679j 4.20708e-16-0.131401j -6.33386e-16+0.50248j -1.54873e-17+0.13625j -4.31013e-16+0.139384j -1.79896e-15+0.0160385j 5.38661e-15-0.361455j -8.97607e-17-0.325971j 1.00158e-15-0.0201504j 4.82904e-15-0.0946064j -5.44015e-14-0.167799j 5.17202e-16-0.0736865j -9.04307e-16+0.0694048j -2.31706e-15+0.210554j 1.0265e-15-0.0379435j 1.44693e-15+0.227695j -4.87541e-16-0.0989739j -1.78354e-15+0.00940407j 5.11087e-16+0.022272j 8.00707e-16+0.189428j 1.37037e-16+0.136935j -3.91819e-16+0.031682j 3.49225e-15-0.00701439j 1.80023e-13-0.0532723j 1.38433e-15-0.0322306j -4.38247e-16+0.0542331j -5.80067e-16-0.00284282j 2.20128e-15-0.0551449j 9.4499e-16-0.0950749j 1.52075e-15-0.115844j 7.70374e-16+0.0400479j 6.43979e-16+0.0207528j -8.67363e-15-0.0906453j 2.98933e-15+0.100681j 2.23528e-16+0.0667734j 3.89953e-16+0.0194057j 1.95557e-16+0.043601j 1.23609e-16-0.0167867j -6.06993e-17-0.00788014j 1.74443e-16+0.0125882j 1.25876e-16+0.0269668j 3.41168e-16-0.0289182j -1.40113e-16-0.00401961j -2.19299e-16+0.0242745j -1.00269e-16+0.0427993j -2.18918e-17-0.0120496j -9.56461e-17-0.063708j 1.25329e-16-0.0256544j -9.96355e-17+0.0773541j 6.28779e-15+0.0339186j 1.34136e-15-0.0339776j 
-4.81949e-16-0.117509j 1.82477e-15+0.01985j -4.75701e-16+0.329821j 4.21768e-16+0.25757j -1.24739e-16+0.0241997j -2.38604e-16+0.0923653j -7.62311e-17-0.100601j 7.42217e-16-0.250878j 2.001e-16+0.144045j 9.20073e-16-0.050049j 9.11786e-16-0.224145j -1.5708e-15+0.0136922j -1.98617e-16+0.20028j -2.44137e-16+0.307136j -3.79835e-15-0.246056j 4.21306e-14+0.103974j 9.60789e-16-0.0657995j -5.2123e-16+0.110652j -8.00505e-16+0.0636139j -7.93113e-16-0.202565j -1.08469e-15+0.118363j 2.11314e-16+0.216893j -1.56143e-14+0.155328j -9.89406e-15+0.158091j 5.75852e-16+0.0154485j 1.22086e-15+0.052225j -3.89993e-17+0.02957j -8.53567e-16+0.156036j -1.90663e-14+0.00308087j 7.85078e-16-0.0261398j -2.09455e-16-0.158704j -9.24595e-16+0.196433j -3.58623e-15+0.149406j 2.87442e-16-0.0538542j 3.1706e-16-0.0571728j 4.7776e-16-0.0580688j -1.42968e-16+0.0971905j 7.55458e-16-0.0257086j 3.35176e-17-0.0888854j 4.22665e-16+0.00580709j -1.31397e-15-0.0487314j 1.70909e-16+0.0281302j -3.29323e-16-0.0607412j -5.85756e-17-0.0390794j -5.07097e-16-0.0593432j -3.95208e-16-0.0650344j -4.41701e-16+0.151373j 8.03235e-19-0.0252045j 1.62965e-16-0.0464439j -5.79656e-17-0.0103068j -1.07738e-16+0.139878j -2.01692e-16-0.0302904j -2.41162e-16-0.0686655j 1.96824e-17+0.0352877j 1.28159e-14+0.0481723j 2.78536e-15+0.0300437j 
1.25669e-16-0.0499569j -1.94799e-16-0.0120206j -2.12507e-17+0.124742j 2.37867e-16-0.168928j -8.04492e-16+0.0852652j -7.75966e-17+0.234734j -6.84051e-16+0.395693j 2.27632e-16-0.0614105j -2.05237e-16+0.0605914j 1.66869e-15-0.23799j 3.57968e-15-0.335429j -6.86308e-15+0.397805j -1.15959e-15+0.0532422j -8.39288e-16+0.290425j -7.36238e-16+0.0830605j 2.73441e-14+0.0832548j 3.82203e-15-0.589951j 3.20801e-15+0.0292728j 1.75555e-15-0.115253j -1.04519e-16+0.184246j 3.70208e-16+0.0976658j -1.19327e-15+0.180725j -6.98116e-16+0.000718693j -1.35514e-14+0.225651j 2.66715e-15+0.0909124j 5.72613e-16-0.214403j -1.88322e-15-0.0327349j 1.8155e-14-0.0125742j 9.27072e-13-0.274955j 7.90149e-16+0.0898633j -8.14529e-16+0.143617j -1.29166e-15-0.0183165j -2.44379e-15+0.0852795j 2.24115e-16-0.0471677j 6.0156e-16-0.016583j 4.01919e-16+6.45854e-05j 3.63289e-16-0.124865j 3.72958e-15+0.0616793j -1.01323e-15+0.0141276j 6.16542e-16+0.0342852j 6.42597e-16+0.0406903j 9.27924e-17-0.0335538j 2.03698e-16+0.0365651j 3.78268e-16+0.00384189j 3.64614e-16+0.0286569j -4.09654e-16+0.0571532j -7.945e-17-0.0521388j 1.80159e-17+0.0560228j 2.07516e-16-0.0563997j 6.5466e-16-0.00713557j 1.55331e-16-0.0227191j -3.40937e-17+0.0643858j -4.18556e-17-0.00557344j 1.39844e-16-0.0540446j -4.08845e-15-0.0164136j -8.36387e-16-0.00596361j 
5.09691e-16-0.0189473j -4.26732e-15-0.122316j 2.93168e-16-0.0810375j 3.09728e-16+0.0834765j -6.16305e-16-0.175571j -1.98722e-16+0.107159j 1.36144e-15-0.178488j 1.67567e-15-0.240336j -9.47182e-16+0.00527453j 5.70636e-16-0.122087j -2.31109e-16-0.112101j 1.13658e-15-0.100159j 1.51636e-16+0.420281j 1.67906e-16-0.0965799j 7.73522e-15-0.0624645j -8.47602e-14-0.257419j 1.58394e-15-0.0209844j -1.87316e-15-0.106452j -1.28618e-15+0.138349j -1.44173e-15+0.022061j -2.53269e-16-0.0941402j 1.83939e-15-0.191312j -4.50592e-14+0.424796j 2.33568e-15-0.0577488j -2.78036e-15-0.157549j 1.96537e-15+0.417192j 7.85444e-16+0.0293129j -6.58853e-15-0.0528321j -4.0131e-13+0.119669j -2.17666e-15+0.0469462j -1.08275e-15+0.124447j 7.34381e-16-0.160022j 6.28487e-15-0.191016j 1.19047e-15-0.134332j 1.38595e-15-0.145499j -5.22758e-16+0.0653787j 1.58448e-15-0.0140754j -1.23505e-14-0.148559j 4.63898e-15+0.11025j 6.18042e-16+0.121015j 2.40397e-15+0.088575j -8.39254e-16+0.0623402j -8.46294e-17+0.0874395j -2.27367e-16+0.0387754j -5.83629e-16-0.126957j -5.0774e-16+0.0540039j 3.80331e-16-0.0701332j 4.6138e-16-0.0413118j -2.09421e-16-0.0320563j 1.16385e-16+0.0261409j -2.88539e-16+0.144389j 1.77035e-16-0.00787555j -3.41826e-16-0.00804397j 1.41929e-16+0.0166244j -4.84661e-16-0.00587638j -2.84923e-16+0.0141712j 
-3.8017e-16+0.0721319j 2.23127e-16+0.0168343j -4.89665e-16+0.144462j -7.46936e-16+0.0488184j -2.08509e-16+0.289648j -8.24289e-16+0.168536j 1.05056e-15-0.162654j 8.48868e-16-0.195025j -1.22592e-15+0.404523j 2.46945e-15-0.273553j 8.05263e-16-0.20755j 9.69638e-16-0.146528j -1.29536e-15+0.0472151j 2.00657e-16+0.33348j 8.34516e-15+0.130904j -9.91027e-14-0.282362j 1.0783e-15-0.151201j 5.23319e-16+0.332595j -2.38383e-15+0.0317842j 2.02953e-15+0.112869j 2.11181e-15-0.0383792j 9.59278e-16-0.197535j 1.24601e-14-0.111889j 2.5726e-15-0.0144422j -3.54879e-16-0.0144579j -8.64188e-16+0.0962545j 6.70188e-16-0.035502j -1.67603e-14-0.037303j -8.82766e-13+0.262491j -1.47013e-15-0.080689j 3.20868e-16+0.0162807j 5.10949e-16-0.0214061j -9.1552e-16+0.0248818j -4.48131e-16+0.0451038j -7.98791e-16+0.0908482j 1.4474e-16-0.047821j -2.10364e-17-0.0374255j 3.58528e-15+0.0446436j -9.16301e-16-0.00775864j -8.22441e-16-0.0256974j -1.76276e-15-0.0478434j -3.87959e-16+0.0422571j -5.5049e-16+0.0290981j -4.70372e-16+0.0194601j -1.88235e-17+0.079322j 2.01485e-16+0.0252073j -3.3559e-16+0.0394771j -1.7021e-16-0.0162567j -1.98356e-16+0.00939342j -4.5492e-16+0.0687345j -2.52294e-16+0.0142565j -1.04114e-16+0.046308j 2.62615e-16+0.0354981j -6.76251e-19-0.0131293j -6.70277e-15-0.033189j -1.51322e-15+0.0187994j 
1.52911e-19-0.00983651j -1.31278e-15-0.0444391j 1.56384e-16+0.224642j 1.18769e-16+0.282746j 2.79421e-17-0.183815j 5.25112e-16+0.160529j 1.7215e-15-0.0978768j 8.65654e-17+0.140005j -3.6798e-16+0.184372j -4.64632e-16-0.0738568j -4.81866e-16-0.0712111j 2.04234e-16+0.0714122j -1.12656e-15-0.053759j 1.99767e-15-0.14208j 1.07491e-14+0.0912921j -1.08231e-13-0.31291j 4.30544e-15-0.15654j 1.08977e-16-0.0960779j 1.38152e-15-0.208284j -2.95546e-15-0.173325j -2.1596e-15+0.242232j -2.62632e-15-0.040642j 9.10994e-15-0.0871411j 5.42431e-15-0.0880878j -1.07601e-15+0.0414922j 3.37648e-15+0.0875697j -4.47476e-16+0.0743461j 1.00188e-15-0.0134172j 4.71817e-14-0.0132543j -3.87297e-15+0.11512j -3.18515e-16+0.0103381j 1.14884e-15-0.205293j -3.26285e-15+0.0386346j 5.54172e-16-0.00637892j 2.4626e-15-0.0835318j 3.17066e-15-0.332856j 1.00862e-15+0.143468j -1.07921e-14-0.106196j 3.7174e-15+0.0565052j -1.80329e-15-0.117205j 1.3301e-15+0.0528962j 4.25498e-16-0.136714j 4.88258e-17+0.115882j 1.66277e-16+0.0573724j -2.88638e-16-0.0796119j -8.85402e-16+0.0436676j -4.11372e-17-0.0222671j -3.00903e-17+0.209759j 3.94805e-17-0.0367062j -1.78371e-16+0.0556152j 6.54559e-16-0.0276758j 3.43745e-16+0.0561687j -3.0136e-16-0.124039j -4.55595e-16+0.0162935j 1.02431e-14+0.0484295j 2.63346e-15-0.0200657j 
-4.89614e-16-0.0386835j 1.83329e-15+0.0568788j 1.08326e-15+0.0367015j 1.14861e-16-0.0301528j -2.23617e-15+0.0124774j 2.87663e-15-0.00125862j 1.29637e-15+0.280572j 8.25623e-16+0.11333j -9.01996e-16+0.0656992j 4.46775e-16-0.116916j 1.55299e-15-0.211655j -2.67094e-15+0.328939j 2.9355e-15-0.238091j -1.65792e-15+0.20019j -6.78464e-15+0.230037j 8.77359e-14+0.269925j -7.33936e-15+0.204742j -2.49476e-15-0.135626j 1.73399e-15-0.170143j -2.61789e-15-0.293404j 1.75852e-15-0.296396j 2.15057e-15-0.0955514j 8.64783e-15-0.0504587j 1.4119e-14-0.240236j -2.01268e-15-0.075889j 4.20895e-15+0.443621j 3.77788e-15-0.0242791j -2.7201e-14-0.234381j -1.2674e-12+0.381365j -5.24155e-17-0.316822j -1.45186e-15-0.215179j 7.53389e-16+0.0750843j 4.16788e-15-0.193047j 1.49194e-15+0.0262179j -1.14302e-15-0.0765571j -2.17526e-15+0.0374169j 2.98429e-15+0.0364889j -3.51824e-15-0.112806j 3.5737e-15-0.147098j -1.81046e-15-0.0623512j -5.40273e-15-0.154705j -2.21272e-15+0.00970394j -2.02368e-16-0.0255441j 3.69575e-16+0.0348963j 6.01931e-16+0.0676828j 9.52423e-16-0.0476407j 2.4184e-16+0.0646485j 4.71971e-16-0.0489753j 9.72969e-16+0.0724535j 3.56249e-16+0.0509037j -8.86404e-16-0.0232082j -7.19149e-16+0.0188868j -5.33256e-16+0.05041j 2.49559e-16-0.0230875j -1.01261e-16-0.00573699j -4.68221e-16+0.0164854j 
1.12148e-15+0.0308978j -1.00004e-15-0.0205199j -3.16491e-15-0.0741976j -5.42918e-15-0.148703j -5.5412e-16-0.0407347j 2.99797e-15+0.10031j 4.98539e-15+0.101973j -5.46377e-16-0.013213j -2.85047e-15-0.114567j -3.89361e-15-0.0557953j -1.28553e-15+0.0298626j 2.93873e-15+0.100674j 1.32922e-14+0.433857j -9.82688e-16-0.13601j -3.35967e-15+0.104009j 1.6476e-13+0.432642j -1.23545e-14-0.463022j -9.25391e-16-0.0507222j 3.68394e-15+0.250081j 5.9398e-15+0.151638j 1.49421e-14+0.40351j 4.65268e-15+0.1311j -1.80928e-14+0.229868j 5.5811e-16-0.0746j 7.61386e-15+0.232223j 5.16803e-15+0.089666j 3.85214e-15+0.141615j -5.23203e-15-0.107795j 4.08335e-14-0.0083625j -5.50806e-15-0.21237j -8.08514e-15-0.170754j 4.26264e-15+0.0773246j -1.64301e-15-0.0612704j 1.36979e-15+0.0180685j -1.84517e-15-0.0716541j 1.70134e-15+0.0405333j 1.36077e-15+0.0503734j 2.00093e-15+0.000129477j -6.47879e-15-0.0840002j -3.51312e-15-0.0480237j -3.23395e-15-0.0369088j -4.84775e-16-0.0363703j -1.58381e-15-0.0217076j -2.49402e-16+0.0159548j 4.35654e-15+0.0962274j 1.76311e-15+0.0313475j 1.184e-15+0.0337488j -2.02073e-15-0.0290242j 3.92187e-15+0.0906683j -4.12522e-16-0.0113895j -4.00901e-15-0.108622j -2.97953e-15-0.0776483j 4.08407e-16-0.00455427j 1.68523e-15+0.0380784j 1.99353e-15+0.0127825j -8.45042e-16-0.0334617j 
8.36325e-16+0.00794001j -2.04552e-15-0.0515156j 1.21282e-15+0.0190392j -1.16571e-16-0.0776063j 2.43236e-16-0.140218j 8.53389e-16+0.0742432j 7.55194e-16+0.213378j 2.77035e-16+0.102817j 5.19178e-17-0.200967j 5.84609e-16+0.0313525j 1.22407e-15-0.0250351j 4.01406e-16+0.133156j -1.55553e-15-0.0875277j -3.17597e-16-0.157956j -6.28859e-15-0.286437j 5.18598e-14+0.135252j 3.60068e-16+0.115771j -1.80262e-15+0.0443554j -3.70561e-15+0.155574j -5.20376e-15-0.258001j -7.06543e-15-0.348201j -1.48948e-15-0.0385451j -1.33751e-14+0.101558j -1.9402e-14+0.356685j -2.53819e-15+0.0167234j 5.54929e-15+0.459839j -2.08489e-16-0.0469924j 2.13434e-15-0.121919j 8.41936e-14-0.0215934j 1.47956e-15-0.137814j -2.37816e-16+0.143955j -1.66852e-15+0.0546837j 1.19345e-15-0.00886017j 1.32448e-15+0.0397816j 2.43449e-15-0.125217j -1.36534e-15+0.0795321j 1.14658e-15-0.0580881j -9.49599e-15+0.0016508j 6.11518e-15+0.352825j -1.16566e-15+0.00330147j -5.36791e-15-0.11265j 1.75492e-17+0.0500372j 5.06464e-16+0.0487974j 1.81325e-16+0.0801551j 1.79016e-16-0.0107753j -1.04684e-15-0.0205956j -4.94833e-16-0.00663273j 7.8861e-16-0.027484j -7.90789e-16-0.0207927j 3.00176e-16+0.0387106j 4.98633e-17-0.00689898j 1.0142e-15+0.0237723j -1.22347e-16-0.00100215j -2.73864e-16-0.0527387j -1.50988e-14-0.0596355j -2.85992e-15-0.0123721j 
-3.33782e-16+0.0449443j -1.20195e-16+0.0132195j -5.40988e-16-0.126774j 7.16338e-16+0.00962625j -4.74241e-17+0.0348212j 1.19076e-16-0.0391469j 5.14098e-16-0.00520037j -1.28142e-15+0.0505838j 1.1229e-15-0.0772783j 7.48947e-17-0.296851j -9.06817e-16-0.16301j 1.34347e-15-0.126643j 4.72054e-16-0.0270837j 1.99438e-16+0.250879j -9.37392e-15+0.324741j 1.04087e-13+0.334445j -6.0496e-15+0.231821j -8.72245e-16+0.289832j 6.18324e-17-0.118013j 2.2712e-15-0.139659j 3.41687e-15+0.144935j -1.83835e-15+0.147531j 1.70372e-15-0.0106246j -2.00542e-14+0.349843j 3.04085e-15+0.0145598j -2.18225e-15+0.0703007j -4.51692e-16-0.152746j -1.35944e-14+0.186277j -8.05385e-13+0.235075j -6.09627e-15+0.17584j 8.38045e-16+0.0606429j -6.06854e-16-0.115386j -1.18637e-15+0.0422314j -3.37147e-15-0.0710854j 1.94519e-15-0.0636446j 3.27929e-15-0.0773936j 5.75831e-16+0.0307461j -1.16394e-14-0.125085j 3.16491e-15+0.068716j 2.74125e-16-0.0166239j 5.10519e-15+0.0769433j 2.10271e-16+0.0849104j -1.28675e-15+0.0920142j -2.41131e-16+0.0193495j -3.51753e-16-0.0233462j -5.00568e-16+0.0249762j -5.94858e-16-0.0751622j 5.24125e-16+0.0357106j -5.41527e-16-0.00655433j -7.36155e-16-0.0578371j 1.15162e-16+0.053241j -6.38615e-16+0.0229515j -5.7999e-16-0.0551322j 3.92812e-16+0.101451j -3.23261e-15-0.0159223j -9.4178e-16-0.00687133j 
1.15327e-15+0.050467j -1.42523e-15-0.0296994j 3.9626e-16+0.074561j -8.40961e-16-0.0453914j 7.24657e-16-0.176435j 7.07191e-16+0.316512j -4.21763e-16-0.107717j -1.09025e-15+0.192204j 4.6018e-17-0.288003j 1.29312e-15+0.111912j 6.31671e-16+0.00240597j 5.29579e-15-0.24471j 3.04188e-15-0.0478647j -3.51784e-15+0.209503j -9.02251e-16+0.282572j 7.84147e-15+0.0532818j -4.20493e-15+0.0529267j 4.13648e-15-0.0661794j 2.72236e-15-0.340957j -2.42274e-15-0.236141j -5.50056e-15-0.267425j -5.61824e-16+0.369806j 7.13957e-17-0.0172811j -2.66164e-15-0.043635j -2.9825e-15-0.15463j 1.38332e-15+0.0192229j 2.28745e-15+0.142431j 7.25533e-15+0.116287j 3.35741e-13-0.101232j -2.52431e-15+0.0838122j 2.5699e-15-0.307421j 3.67879e-15+0.0803382j 2.63015e-15-0.115074j 3.83792e-15+0.228808j 5.0907e-15-0.0926212j -3.57987e-15-0.130114j 3.16149e-16-0.056534j 1.39525e-14+0.141454j -6.30691e-16-0.127212j -2.12324e-15-0.147951j -4.20623e-15-0.0690669j -1.7228e-16-0.181743j 1.12375e-15+0.0629487j 6.80214e-16-0.0088852j 2.37094e-15+0.0728357j -9.48531e-16+0.104818j -7.13496e-16+0.0710028j 1.82215e-15-0.0359354j 3.85739e-16+0.0586781j -3.60909e-16+0.0503589j -1.11118e-15-0.0686888j 1.11549e-15+0.0122997j -5.94674e-16+0.0241446j 6.86994e-16-0.0674818j -6.55544e-15-0.0220555j -8.53613e-16-0.0104447j 
2.42097e-15-0.081435j 1.29831e-15-0.01741j -6.84098e-17-0.0484146j -1.27135e-15+0.0634374j 4.88907e-15-0.0555834j 1.89963e-15-0.157873j -3.53515e-15+0.0939162j -5.04901e-15+0.0314003j 1.52277e-15+0.0701316j 2.97784e-15-0.105148j 8.76801e-15-0.245502j -3.15633e-16+0.0212094j 6.02239e-15-0.137741j -2.22457e-15+0.0696003j 8.81089e-16-0.0978139j 2.42393e-14+0.0710644j -8.93319e-15+0.175658j 2.23351e-15-0.0531311j -3.12696e-15+0.15876j -1.64657e-15+0.197423j 8.90222e-16+0.112084j -9.27784e-15+0.142794j -2.90844e-14+0.195183j -1.17373e-14+0.106599j 8.68012e-16+0.120178j -2.9612e-15-0.00868548j 2.51878e-16-0.140744j 3.75125e-14-0.361529j 1.24572e-12-0.358715j 2.32861e-16+0.0488126j 6.11484e-15-0.0818078j -1.20839e-15-0.0222143j 8.19751e-15-0.0796518j 4.21027e-15-0.231463j 1.04579e-14-0.209369j -5.15948e-15+0.252045j 3.83901e-15-0.0661124j 3.85914e-15-0.0784605j 7.0745e-15-0.228131j 2.09556e-15+0.0239029j 1.75218e-15+0.00616431j -1.41306e-15+0.0920264j 6.56409e-15-0.163342j 3.94861e-15-0.0901232j 3.98125e-15-0.158251j -6.24838e-15+0.133206j -3.16233e-15+0.0696633j 5.91293e-15-0.162635j 1.98229e-15-0.0475978j -3.27074e-15+0.0490293j 1.08071e-16+0.0393462j 2.63596e-15-0.0880447j -1.43137e-15+0.0408179j 3.79811e-15-0.0712744j 7.2909e-15+0.047148j 3.98408e-15-0.0501701j 
