0.0070354-0.00214165j 0.000160393+0.00924027j 0.0103394-0.00304053j -0.00349075-0.00600275j -0.00456582-0.0004242j 0.00499368+0.000375154j -0.00337719-0.000572023j -0.00562549+0.000427211j 0.00682328+0.00395894j -0.00355439+0.00345055j -0.00727822+0.00303906j 0.00463153+0.00304303j -0.0037982+0.00105897j -0.00179123-0.00108302j -0.00676311-0.00542039j 0.00112864+0.0061273j -0.00553408+0.00284196j 0.00240105+0.00267883j 0.00253804-0.00441028j 0.000185857+0.00172717j 0.00753735-0.00211536j -0.000408992+0.000325091j -0.00788722-0.00304233j 0.00264361+0.00281927j -0.0102885-0.0033258j 0.000593941+0.00450806j 0.00130604+0.00114855j -0.00645357-0.00155548j 0.000961542+0.00409454j -0.00140193+0.00109135j -0.000279738+0.0013919j 0.00105992+0.00160449j -0.00463366-0.00261942j 0.010896+0.00502978j 0.0078771-0.00347095j 0.0103627+0.00658963j 0.0107827+0.00103415j 0.0160609-0.000653447j -0.00443902+0.0053307j -0.00481225+0.0129953j 0.0119148+0.00251208j -0.00530131-0.00109736j 0.0144254+0.0106682j -0.00243281+0.0058715j -0.00054097-0.00614437j 0.000852561+0.00103825j 0.00140454+0.00679766j 0.00372985-0.00747059j 0.00284128-0.00730235j -0.00177018-0.00321369j 0.00658093-0.00755426j -0.00120723+0.00303907j -0.00350836-0.0043698j -0.00253218+0.00102421j -0.00783834+0.010352j 0.00746496+0.00652048j -0.004174+0.00988854j -0.0171109-0.00865273j 0.000257811+0.00286279j -0.013728+0.00231966j -0.0333908+0.00207367j 0.0140926+0.00249584j -0.00673719-0.00030723j -0.00243957-0.00101896j 0.00793326-0.000845637j 0.00579468+6.74779e-05j 0.0857136-0.00416354j -0.0179007+0.00527923j -0.0521341+0.00227021j 0.00976552+0.0478275j 
0.00456683+0.00688817j 0.00116079-0.00682932j -0.0114057-0.00852643j -0.00316554-0.013495j 0.0175971+0.0202061j 0.00972478+7.58103e-05j 0.00928212-0.0108614j 0.00653649+0.0167759j -0.00211819-0.00760754j 0.0048063-0.0177806j 0.00598827-0.0157893j 0.00733301-0.00061761j 0.00529285+0.00105574j -0.000505682-0.0248207j 0.00267874+0.036947j 0.013947+0.00568236j 0.00963025+0.0137041j -0.00312903+0.0129598j -0.000474459+0.0271097j -0.00234764+0.0213594j -0.00277503+0.00327248j -0.00213807-0.00872855j -0.00368993+0.0122937j -0.00197169-0.000474695j 0.00464783+0.0302705j -0.00105715-0.00646444j -0.00526747+0.0022476j 0.00599113+0.00879741j 0.00791806-0.0253882j 0.000409669+0.0211495j -0.000708794+0.0147498j -0.0161587+0.00878774j 0.016317+0.0153092j 0.00220933-0.000956411j -0.0042465-0.000865738j 0.0048303-0.00958571j 0.00583243+0.0101429j 0.00665727-0.00459641j -0.0165776+0.000980246j 0.00591974-0.0111709j -0.0087536+0.0154025j 0.00378424+0.00374219j -0.00747492-0.00456193j -0.00141494-0.00577089j -0.00213595-0.00899763j 0.00523161-0.00337822j 0.0125389-0.0095399j -0.00410587+0.00954833j -0.00311644+0.0142737j -0.011987+0.00768348j -0.00579265+0.00493683j 0.000231077-0.00304436j -0.0100674+0.00578973j -0.00648881+0.00259682j -0.00601748-0.00885784j -0.00723287-0.000481819j 0.00993087-0.0019765j -0.00545457+0.00559427j 0.00358197-0.00858475j -0.00586227+0.0109955j -0.01404+0.00490466j -0.00786927-0.00467406j -0.000720487+0.000769495j -0.00111608+0.000594423j 0.00160641+0.00133842j -0.00522415+0.00130971j 0.0182289+0.0107263j 0.00641527-0.000826021j -0.00309168+0.00171436j 0.008333+0.0053438j 
-0.0010407+0.00357782j -0.0031377+0.00247202j 0.0121777-0.0165411j -0.00349917-0.00410483j -0.00429226+0.0054724j -0.00849906-0.00378725j -0.00883291-0.00450549j -0.0179924-0.00529408j 0.0189844-0.0109429j -0.0183684+0.00670193j -0.00620766+0.0101783j -0.00685155+0.0148033j 0.00582163+0.0180214j -0.00608266-0.00980002j -0.00284732+0.0179777j -0.00608606+0.0144849j -0.00134961-0.0073551j 0.00615131-0.000101764j -0.00343646+0.0239564j 0.00174551+0.00417507j 0.00717119-0.00801885j -0.000568004+0.00451378j -0.00490461+0.00689908j -0.00412036-0.000705621j -0.00262968+0.00562095j -0.00354545-0.00535993j -0.00648857+0.0117287j 0.000667443+0.00231329j -0.00502576+3.74875e-05j -0.00759839-0.000774789j 0.00305903+0.00622796j 0.0185931-0.0136817j -0.00519397+0.00355161j 0.000654453+0.00665629j -0.0173763-0.0014085j 0.00278342-0.0145252j -0.0051025-0.0184415j 0.0148641+0.00980164j 0.0216477-0.000617583j 0.0130217+0.00633592j 0.00234087+0.000770495j -0.00705449-0.0106504j 0.0167786+0.00169975j 0.0217798+0.0116582j 0.0209215+0.0233465j -0.00538816+0.0010976j -0.0120825-0.000248153j -0.0105949-0.00062366j -0.00312271-0.00102347j 0.010255+0.00615126j 0.00590083+0.00288675j -0.00933159+0.00109656j 0.0177874-0.00870631j 0.00742941+0.00204745j 0.0227885+0.014634j 0.00375905+0.00645328j -0.0172462-0.0105191j 0.00495656+0.0115541j 0.0089645-0.0124783j 0.039141-0.00839928j -0.0116978-0.00531038j 0.0332575+0.00857921j -0.00163238-0.00199339j -0.00112024-0.000264052j 0.00434645+0.00248776j 0.0101676+0.00247509j -0.00371804+0.0137112j -0.0094474-0.0137667j 0.00176696+0.0098386j 0.00583224-0.00665185j 
-0.00142886+0.00351074j 0.00167034-0.00510852j 0.00292666+0.0145032j -0.0017237-0.0293553j -0.00252145+0.00852626j -0.0163503-0.0266929j -0.00782634+0.00978001j -0.00135748-0.0128446j 0.0141823-0.00709475j -0.0134489+0.0107995j -0.00452456+0.00762837j -0.0253447+0.00711056j 0.00579712+0.00744127j -0.0163792-0.0137828j -0.00978513+0.0156445j 0.00207646+0.0068452j 0.00420452-0.00716912j 0.00787934-0.00133231j -0.0078421+0.0190441j -0.00184319+0.00860516j -0.00287783-0.00897974j -0.00794799+0.0119179j -0.000440487+0.000726469j 0.00549895-0.00858466j 0.0015353+0.00175761j 0.00934234+0.00314165j -0.00169543-0.0106968j 0.00425239-0.00472249j -0.000751902-0.00415092j 0.00064321+0.0140842j -0.00366448+0.0070788j 0.00603996+0.0181843j 0.00180162+0.00337856j -0.0022432-0.00831553j 0.00435161-0.00930116j 0.0065078+0.0182893j -0.0103782+0.0205935j -0.018653-0.0105775j 0.00258413+0.0159757j 0.00658505-0.00636122j 0.00432984-0.00547471j 0.00474355+0.00703961j 0.012026+0.000670999j -0.00515106-0.00845808j -0.0202184-0.0162085j -0.00503249-0.00193433j -0.00969123-0.00115851j 0.0028932+0.00575235j 0.00187442+0.00112771j 0.0102734+0.000780725j -0.00510813+0.00243795j 0.00992659-0.00157994j 0.00540543+0.000185153j 0.0100864-0.00276567j -0.00266679+0.00214158j 0.0352663+0.000239287j 0.00226293+0.020743j 0.0101814-0.0142532j -0.00174848+0.00728433j -0.0166209-0.0157981j 0.0288287+0.0105609j -0.0104669+0.00793084j 0.00236359+0.000870915j 0.00106154+0.000499539j -0.00460502-0.00245986j -0.000729431-0.000975347j -0.0437055-0.00381365j -0.00317992-0.0129359j -0.00298775+0.0062994j -0.000393372+0.00752946j 
0.000646378-0.0082859j -0.00111376-0.0135543j 0.00802475+0.0441272j 0.000740835+0.00381648j -0.0115557+0.00373554j 0.00212494-0.0242343j 0.0027939+0.0210221j 0.0033768-0.000345556j -0.000886711+0.0260854j -0.00104787+0.00727754j -0.00547689-0.00301601j 0.0026065-0.00716078j -0.011628+0.0125617j 0.0023744-0.00406796j -0.00324341-0.00573309j -0.00359251+0.021617j -0.0034283+0.00278447j 0.00331331+0.0149195j 0.0136191+0.0328685j -0.00628663+0.0107901j 0.00312553+0.00667932j -0.00336037+0.00400533j 0.0057755+0.0167923j 0.011045+0.00757309j -0.00446817+0.0247912j 0.00151829-0.00330748j 0.00726852+0.00611999j 0.00468914-0.00312598j -0.00330473-0.00725756j 0.00494083-0.00121004j 0.00221757-0.00273118j -0.00728756-0.00336817j -0.00478984+0.010696j 0.000993858-0.000302978j 0.0133638-0.00314048j 0.000875813-0.00591669j 0.0101545-0.0106959j 0.00241889+0.0149701j -0.00164044-0.00714667j -0.00505556-0.00139306j 0.00496987-0.00122261j -0.00528067-0.0054109j -0.001298-0.00330848j 0.00211544+0.00300047j 0.00936433+0.0122088j 0.00175684-0.00122625j 0.00160431-0.00444618j 0.00477002+0.00719266j 0.00328315+0.00648504j 0.00106879+0.00268517j 0.00927686+0.00507467j -0.00320492-0.00582257j 4.78581e-05+0.00557704j -0.00404308+0.00192652j -7.88463e-05+0.000506141j -0.00803991+0.00153144j -0.0033502-0.00300621j 0.00343108+0.000305284j -0.00494988-0.00640416j 0.0114567+0.0229858j -0.0130449+0.00523599j -0.00499088-0.000287417j -0.00179838-6.70726e-05j 1.18186e-05+5.56938e-05j 0.00288352+0.00286428j 0.00293055+0.00235439j 0.0227598+0.00882289j 0.00675918+0.00362312j 0.000372488-0.00323915j 0.00659839-0.000509311j 
-0.00350122-0.0079166j -0.00545168+0.00618027j 0.00573369+0.0129745j -0.00983062+0.0175899j 0.0044557-0.0164861j -0.00801895-0.00540578j -0.00300333+0.00990578j -0.00188576-0.00335655j -0.0162061+0.0147837j 0.0181837-0.00607634j 0.0147653-0.00987917j 0.00551089+0.00703843j 0.00577207-0.00719912j -0.00515203-0.0214844j -0.00101292+0.0078977j -0.00081294+0.0282736j 0.000165546-0.0116204j -0.00958584+0.00448321j 0.000266807+0.0208026j -0.00754119+0.0111131j 0.00071359-0.0139881j 0.00900111+0.0137899j -0.00315145-0.0130689j 0.00850543+0.00152327j 0.00324783-0.0146957j -0.00660121+0.00990117j 0.0113058-0.00271878j 0.0146301+0.00285244j 0.0116914+0.0015135j -0.0108261+0.00838372j 0.0223211+0.001794j -0.0072408+0.00470405j 0.00410037+0.000938742j 0.00926912+0.00746845j -0.039917-0.00925238j 0.0134571-0.00410164j 0.00245497+0.00431993j 0.0216814+0.000462121j -0.0240436-0.000398148j 0.0141467+0.00491844j -0.013685-0.018007j 0.0098578+0.00186958j -0.00989601+0.00459644j 6.60682e-05-0.0014411j -0.0104717-0.0030375j 0.00317505-0.000204165j 0.0193333+0.000908911j -0.00960705-0.00282665j -0.00652793-0.00320068j -0.0156784+0.00543749j -0.0188646-0.00493851j 0.00954551-0.00028998j -0.0151028-0.00339672j -0.00942524+0.00367889j -0.0115608+0.00390257j -0.0171358+0.0057138j 0.0151846-0.00108648j -0.0209681+0.0120424j 0.0205513-0.000206492j -0.0138374-0.0294096j -0.00604106-0.0253777j 0.0243927-0.00954744j 0.00046972+0.000760869j 0.00142886+0.0013552j -0.00251983+0.00182576j -0.00848354-0.00215913j -0.000125993-0.00461248j -0.0138671-0.00813345j -0.00585202+0.00376215j -0.00752747-0.00170479j 
0.00368+0.00149933j 4.66786e-05+0.000163605j -0.00355795+0.00365598j -0.00165909+0.0126848j 0.0295285-0.00501172j 0.0144532+0.00214648j 0.00859935+0.0131484j 0.0325486-0.00128541j 0.0144496-0.0101921j 0.0151485-0.00277575j -0.000782509-0.00668192j 0.0274737+0.00719478j -0.0160728+0.00401823j 0.00186005-0.00122232j -0.00524219+0.0100636j -0.0119289+0.0127722j 0.0150529-0.0142744j 0.00476898-0.00739988j -0.0213796+0.0134282j 1.93978e-05-0.0176393j -0.0050701-0.00598043j 0.00507719+0.0157136j -0.00106566-0.00250288j -0.00777441-0.00351026j -0.00811877-0.00746714j 0.00486922-0.000375477j -0.00253124-0.00466839j -0.00515456-0.00110423j -0.00776593-0.00255884j 0.000251541+0.000553486j -0.00548967+0.00329528j 0.0262033-0.0164433j -0.0172295-0.00177966j -0.0120425-0.00712924j -0.00334415+0.00123117j 0.00544819+0.0110978j -0.0023798+0.00448669j -0.0165311+0.00465181j 0.0137916+0.0217367j -0.0172265-0.00946027j 0.0126597-0.0167231j 0.00964801-2.58355e-05j 0.0201769+0.00254371j 0.000602109-0.00266247j -0.0355083+0.0120554j -0.00464471-0.00172481j -0.00436445-0.00939451j 0.00323278+0.00714794j -4.02414e-05-0.00503029j -0.0014266+0.00140958j -0.00178571+0.00916958j -0.000771114-0.000307086j 0.014405+0.00967703j 0.00471965-0.00248529j 0.00664395-0.000223622j -0.0183057+0.0064454j 0.00835174-0.00123531j -0.0100983-0.000442931j 0.0115933+0.00293895j 0.00871475-0.00615427j 0.0104917+0.00143403j 0.0223162+0.0090041j -0.000137783-0.000783664j -0.000142115+0.00107657j -0.000627694+0.00223073j 0.0077342+0.00259985j 0.0113274+0.0118158j 0.00022306+0.0117084j 0.00729311-0.00758698j -0.00293512-0.00234784j 
-0.0012248+0.00331157j 0.00492735-0.000669339j -0.0136762+0.00176657j 0.00722138+0.00553134j 0.0171652-0.0157226j 0.0163987-0.0095862j 0.0127741-0.00710815j 0.0130301-0.0161326j -0.00502031-0.000224275j 0.000691861-0.00626975j 0.00821912-0.00842653j 0.0043126-0.00630046j -0.0192223+0.000735447j 0.00389963+0.0114721j 0.00109189+0.00391126j 0.0024427-0.0024379j -0.00662635+0.00140575j -0.0104223-0.00407051j 0.0186554-0.0177932j -0.0126626-0.00643521j -0.0168741+0.00207881j 0.00211227-0.00734032j 0.0103327+0.00719778j 0.0161796-0.00836242j 0.0374474+0.000179158j 0.00754111-0.00419411j 0.00926246+0.00808937j 0.0354652-0.00944478j 0.013094+0.00556562j -0.00311616-0.00214788j 0.015702+0.00780457j -0.0242953-0.00928315j 0.00572323+0.0028057j 0.0111662-0.00379538j -0.0275847+0.0174876j 0.0225778-0.00527026j 0.00187007+0.000916798j 0.032624+0.0113433j -0.022794+0.00502982j 0.0112956-0.00897816j -0.0052103+0.00016994j -0.0233026-0.00430595j 0.0118541+0.00453893j 0.0195011-0.00204849j 0.0165868+0.00576916j 0.000805561-0.00235027j 0.0141733-0.00621052j 0.0100856+0.0137968j 0.00667819-0.00747727j -0.0108443+0.00374151j 0.00548883+0.0052204j 0.00137233-0.00606105j -0.0025151-0.00386227j -0.0182552+0.000518753j -0.0484274+0.0232299j 0.00652411+0.00736607j 0.0172113+0.0151853j -0.0138959+0.000722554j -0.0302553+0.00571572j 0.0059656-0.0141572j 0.0149603+0.0237911j -0.0114841+0.0062872j 0.00194338-0.00131856j -0.00103537+0.00015364j -0.000181256-0.00339217j -0.017632+0.00102163j -0.00713645+0.009095j 0.00175059+0.00246985j 0.00720546+0.00549088j 0.00273422-0.000329393j 
-0.00256788-0.00166224j -0.00140046+0.00075598j -0.00269841+0.00612849j 0.00317933+0.00669573j 0.00257558+0.00593373j 0.00663405+0.00602019j -0.0109029+0.00371158j 0.00871711+0.00945549j 0.00771421+0.00684905j -0.00898051-0.00171409j 0.00273187-0.00977486j -0.00707373-0.00386519j 0.00443444+0.0023759j 0.014987-0.000622067j 0.0236241-0.00126294j 0.00855689-0.00150815j 0.00111529-0.0200696j 0.000586026-0.00232309j -0.0125026+0.00807906j 0.0104822-0.0128626j -0.0184311-0.0113651j 0.00181043-0.00336376j 0.0343094+0.00106518j -0.0268692-0.000977738j 0.000955333+0.00382045j 0.0126089-0.00810781j -0.0118694+0.00409729j -0.0221055+0.0151292j -0.00670177-0.00469686j 0.00761149-0.0110233j 0.000988002-0.00569284j 0.00631307-0.0237986j 0.0107287+0.00264112j -0.0116933+0.00185036j 0.00324545+0.013864j -0.0229442-0.0194954j -0.0394583+0.0027045j 0.0252189+0.0202506j -0.0146638+0.00803147j 0.00447388-0.00455379j -0.0141475+0.0082906j 0.0240338-0.000415299j -0.0142734-0.00561108j -0.0119516-0.00242733j -0.0115898+0.013262j 0.00271736+0.00215893j 0.00213917-0.00141834j 0.00236628+0.00245534j -0.00399035-0.00703079j 0.00673773-0.00748751j 0.00422855+0.0120894j 0.010917-0.000436737j 0.00739204-0.000898728j 0.00492457-0.0094485j 0.0111439+0.00234042j -0.00316612-0.00565143j -0.00246101+0.0112601j 0.0256567-0.0150972j 0.0258365+0.0179028j 0.00751741-0.00242901j -0.0148233+0.0151052j 0.0110524+0.00886207j 0.00114996-0.00122433j -0.00233126-0.00127911j 0.00269401-0.00426588j 0.00523533+0.00124479j -0.00631456+0.000137553j -0.0022341+0.00744717j 0.00178196+0.00367839j -0.00394149+0.00634149j 
-0.000465245-0.00399243j 0.000874941-0.00103212j -0.0019651+0.00202437j 0.00857182+0.00243552j 0.0165982+0.00421654j 0.00708759+0.00491216j 0.0186143+0.00683387j -0.00662447-0.000742074j 0.00369647-0.00317868j 0.0080916+0.00495345j -0.0105614+0.00892003j 0.017523-0.000883402j 0.00760566+0.000164404j 0.00529328+0.00694947j -0.00371722-0.0143594j 0.00255067+0.00471713j 0.00895472-0.00575781j 0.0107077+0.00240478j -0.0140956-0.00154333j 0.00856648+0.0057082j -0.00719341-0.00589802j 0.0183847-0.0101744j -0.00458138-0.00547329j -0.00363273-0.00516467j 0.0171518-0.00308189j 0.0227427-0.0088549j -0.0337305+0.0149528j 0.0316502-0.00105335j 0.00883155+0.00642651j -0.037155-0.00584336j -0.00375692-0.0184198j -0.0218783-0.00701443j 0.0497063+0.0146353j 0.0420995-0.0026944j -0.00828194-0.00982333j 0.0202772+0.00615045j 0.0361544+0.00738193j -0.00126576-0.0118967j -0.0124073+0.00554938j -0.00899297+0.00351065j 0.00212315-0.00864432j 0.00492165-0.00133183j 0.00241399-0.000464042j -0.00453747-0.00123559j 0.00591779-0.0107162j -0.00987075+0.000546402j -0.0105225+0.00810628j -0.0119729+0.00125481j 0.00127566+0.0018485j 0.00529267-0.00803078j -0.000635616-0.0121713j 0.0250114-0.010447j 0.00308413-0.00186694j -0.00424471+0.00335989j 0.00258003-0.00439214j 0.0148615-0.00781469j 0.00992553-0.00192948j 0.0280814-0.00493538j 0.0250883-0.00700194j 0.0123567+0.00827632j -0.00982907-0.000329899j 0.00878055-0.0019502j -0.00163559+3.7584e-05j -0.000403568-0.000668585j 0.00251048+6.47986e-05j -0.00503672-0.000468949j -0.000210238-0.00320986j 0.000382166-0.00354187j -0.0018794-0.000810522j 0.00195263+0.000706553j 
-0.000501737+0.000691965j -0.00213008-0.000789656j 0.00182985+0.00263766j -0.00244412+0.0102082j 0.0209307-0.00445919j -0.0151565-0.000387536j 0.0094085+0.0025649j -0.0388196-0.00750215j 0.0123437-0.0141396j -0.00392078+0.00146012j 0.00149275-0.00174558j 0.0102003-0.0067745j 0.0137269-0.00501226j -0.00773101-0.00481686j -0.0149854-0.00160301j 0.019129+0.00638081j 0.00623178-0.0113254j -0.0144778-0.00354255j -0.0100688-0.0117627j 0.00156926-0.00805738j 0.0115438-0.00697426j -0.0162456-0.00148796j -0.0160721+0.0087059j -0.0361154+0.00798912j 0.00182723+0.000555584j -0.0028706+0.00239642j 0.00464491+0.000621592j -0.00888383-0.00092589j 0.0111828-0.00463563j 0.0233025+0.000780593j 0.00556823+0.00945183j -0.00744306-0.000961681j -0.0160064+0.0195267j -0.0149547-0.0166581j 0.0281106-0.0105064j -0.0134237-0.00414665j -0.00331746+0.0114356j -0.0224285-0.00072843j -0.00928061+0.0063936j 0.0163101+0.00568134j -0.0041797+0.00315991j -0.0110582+0.000712647j 0.00883332+0.00701793j -0.000333631+0.00599135j -0.0070411-0.00120034j 0.00246642+0.00195051j 0.00921251+0.0027573j 0.00258905-0.0146305j -0.0041496-0.00188951j 0.00421566-0.00164967j -0.00866562+0.0039832j -0.0215379+0.00936547j -0.00387382+0.00125242j 0.00644896-0.00518589j 0.0228558-0.011567j -0.00793575-0.0104887j -0.00365786+0.000325013j -0.00267059+0.0125914j -0.00341648-0.00183861j 0.0105815-0.00122885j -0.00554887-0.00155121j -0.000725397+0.00286692j -0.000265087+0.00065742j -0.00641894+0.00210376j 0.00353329+0.00191396j 0.0072675+0.000550439j 0.0102471+0.00109468j 0.00449765+0.0101987j 0.00694372-0.00255345j -0.000963389-0.0054764j 
0.00219541+0.00340962j 0.00474824+0.00300861j 0.00845603-0.00704352j -0.016982-0.00199425j -0.0122545-0.00266881j -0.0240939-0.00160656j -0.00485893-3.08175e-05j 0.00254807-0.00467585j 0.0050495-0.00791938j 0.0118686-0.00254203j 0.00769483+0.00533322j 0.00214599+0.00634038j 0.0105319+0.00410099j -0.00163714+0.00634477j 0.00186646-0.00218915j -0.00635711+0.00109964j -0.0122995+0.0097084j 0.0108257+0.00803976j 0.00423977+0.00886036j 0.00020756+0.00799286j -0.0124905+0.00431423j 0.00858253-0.00332432j 0.00620404+0.00450314j -0.00475049+0.00370351j -0.0234866-0.00129011j -0.00225006+0.0053894j 0.00931446+0.0090527j -0.0127775-0.00456501j 0.00505237+0.0263851j 0.00291745-0.00181264j 0.00469705+0.00803285j -0.0097896-0.00167311j -0.00793432-0.0052j 0.0112419+0.0133187j -0.00712396-0.00146301j -0.00418077-0.0151191j -0.00960019+0.00846914j 0.019005+0.00906757j -0.000352973+0.0240298j -0.00803821-0.000203396j 0.0145037+0.00206948j -0.0008999+0.00484799j 0.000453635-0.00156232j 0.00262546-0.00114569j 0.00424012-0.00819145j 0.000263659-0.00141729j -0.00544051+0.000522012j 0.00290441+0.00257437j 0.00230357+0.00356333j 0.000517973-0.00046001j -0.0033542-0.00390813j -0.00151763+0.000695929j 0.00221166-0.000939135j 0.00288294+0.00461943j 0.00597849-0.00972564j -0.00928463+0.0030943j -0.000823967-0.0132243j 0.00742102-0.00412862j 0.000956111-0.00757687j 0.00267604+0.0259981j -0.000271528+0.0209737j -0.00366951+0.00762199j -0.000884663+0.00122226j 0.00384321-0.000199191j -0.00214995+0.00315027j 0.000914483+0.003909j 0.00375695+0.017132j 0.0116394+0.0115153j 0.00913869+0.00350052j 0.00852251+0.00904615j 
-0.00551769+0.00252513j 0.00133134+0.00148468j 0.00330624-0.00528006j 0.0067349+0.00976861j -0.0200805-0.00192592j -0.0116859+0.0058566j -0.00252041+0.00461084j -0.000272645-1.99129e-05j -0.0281338-0.00389067j 0.0121357-0.00376896j -0.00867584-4.80708e-05j -0.00805322-0.00582419j -0.000455151-0.00190042j 0.00518697+0.00386235j 0.00775414+0.00395777j -0.00268983-0.000192832j 0.0226605-0.00649505j 0.00787983+0.00894791j -0.0141146+0.0148993j -0.00838496-0.00290904j 0.0123257-0.00456762j -0.0151534-0.00251225j -0.0229708+0.00384441j -0.00131448+0.00174952j 0.00450275+0.0109751j -0.0167438-0.00773115j 0.0194052+0.0178789j -0.00493138+0.00467457j -0.00815575+0.00177256j 0.0132599-0.0098875j -0.0159707-0.0162082j -0.0040078+0.00049295j -0.00302609-0.00654625j 0.00309866+0.00294742j -0.00211919-0.00663405j 0.0222308+0.0141849j 0.0160566+0.0122075j -0.0308083-0.000615073j -0.00532889-0.0104477j -0.00939828-0.006595j 0.00913916+0.00151616j -0.00524818-0.00928352j 0.0062581+0.00716434j -0.00460839+0.000954178j -0.0248154+0.00693513j -0.00502692+0.0007788j -0.0175487-0.00123457j -0.00072223+0.00365156j 0.00625466-0.00963721j -7.91314e-05-0.00304591j -0.0250593-0.00171261j 0.00775978-0.000324253j -0.00243974-0.014228j 0.0114614+0.00166119j 0.0140334+0.0180014j -0.0112209+0.003888j 0.00209132+0.016748j -0.00738014-0.0128223j 0.0054991+0.00824416j 0.0128379-0.0121601j -0.00320638+0.0110054j 0.00351196-0.00448753j 0.000495993-2.02605e-05j -1.0756e-05-0.000272926j -0.000886279-0.00114697j 0.00158885+0.0010655j -0.00405796+0.00740682j -0.000477122+0.00368917j 0.00379892+0.00536182j 0.00105472-0.00120532j 
-0.00492016-0.000123879j -0.000844299+0.00177012j -0.00599307-0.00582167j 0.0116935+0.00136985j 0.00347067+0.00189461j 0.0158169-0.00131062j -0.000867926+0.00356809j 0.00297869-0.00218687j -0.00986756-0.00441037j -0.0032664+0.0137372j -0.00632929+0.00517431j -0.000609565+0.00105703j -0.00580929-0.00205862j 0.00620712-0.00405532j 0.00784003-0.00402173j -0.000307047+0.00153226j 0.0202561+0.00682179j 0.00918842+0.0119901j -0.0132931-0.000497386j -0.00160406+0.00314483j 0.00394753+0.0152428j -0.00600026-0.00732524j -0.00218422+0.0083511j 0.000716021+0.0159886j 0.00533465+0.00469688j 0.00523094+0.015552j 0.00164386-0.0180167j 0.00302149-0.0075641j -0.00305118+0.025318j 0.00205307-0.00944828j -0.00106003+0.00309775j -1.34625e-06+0.00142394j 0.0206034+0.0130182j 0.00779076+0.00360901j -0.010152+0.0114513j 0.0299931-0.00331895j 0.0166845-0.00726666j -0.00665625-0.000882698j -0.0145098+0.00958877j -0.000853593+0.00251027j -0.00785955-0.0208064j 0.00763695+0.014347j -0.00859073-0.00126988j -0.00649124+0.0025911j -0.010633+0.00636005j 0.00228318+0.0025993j -0.00227619-0.00681616j -0.0109867-0.0221516j -0.00342557-0.00389792j -0.00420495-0.000451575j -0.00654566+0.0259087j 0.00855086+0.0303512j -0.000404531+0.00087779j 0.00608558-0.0183164j 0.00108352-0.00828838j -0.00432468+0.0058522j 0.00670753+0.0172095j -0.00640016+0.00623978j 0.00727205+0.0117407j 0.00204937-0.00576535j -0.00742954-0.00313499j 0.00317114-0.000908236j -0.000481986+0.000632911j 0.00321548-0.000828566j -0.00132451-0.000404936j 0.000768988-0.000490465j -0.0058612+0.00351371j -0.00530571-0.00894362j -0.0030446+0.00599188j 0.000444477-0.000493274j 
-0.00177293-0.000546467j 0.00515345+0.00187411j -0.0106351-0.0113324j 0.0122144-0.00309883j 0.010408-0.0113406j 0.0171178+0.000897429j -0.000179177+0.000231134j 0.00672859-0.00613053j -0.00208603+0.00256816j -0.00604131+0.00345449j -0.00166131+0.0101259j 0.00733727+0.00885224j 0.00621928-0.00616892j -0.000240449+0.00111154j 0.00420221-0.0126024j 0.009084-0.00129343j -0.00234119+0.000311143j -0.016706+0.0044725j 0.00039416-0.00924434j 0.00386501+0.0162424j 0.0403862-0.00492271j -0.0183507+0.00108907j 0.00577833+0.0041502j 0.00383988+0.00517898j -0.0075094-0.00146701j 0.00052697-0.0032644j 0.00633475+0.0342869j -0.0312189+0.00290162j -0.00124383+0.00850924j 0.0362636-0.016349j 0.0279514-0.00581921j 0.00687201+0.00438855j -0.0195048-0.0117583j -0.0238387-0.0119491j 0.0253662-0.0247481j 0.00387847-0.00649839j -0.0227732-0.00171705j -0.00375236+0.00305172j -0.0106927-0.00476597j 0.0159302-2.68764e-05j -0.00416556-0.00592814j 0.0106265+0.00271974j -0.00423237-0.0116366j -0.00431288-0.00090495j -0.0159545+0.00144675j 0.00232125-0.00372073j 0.0154786-0.0106838j 0.00560439+0.00440731j -0.00206394+0.0130334j 0.00511335+0.00542739j 0.00525242+0.00868243j 0.00272379+0.00358994j 0.00312353+0.00297198j -0.00961713-0.00163149j -0.0136161+0.00342377j 0.0127366+0.00467765j 0.00518955+0.0143798j 0.00615974+0.000980614j 0.00496855-0.00122058j -0.00804382-0.00434907j 0.00346075-0.00114771j 0.0042712-0.0104298j 0.00152107-0.00150448j 0.000217106-0.00227589j -0.000683816-0.00463048j -1.10787e-05-0.000507465j -0.0101808+0.00574166j -0.00673103-0.0186219j -0.00783521+0.00185035j 0.00445055+0.00335303j 
