-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
-0.013251+0.0128835j -0.00432234-0.0828152j 0.0348267+0.0661554j 0.109704-0.0647017j -0.0348405-0.0203924j 0.0235716+0.0537902j -0.0407164+0.229478j 0.0354337-0.146359j -0.0352357+0.0333222j -0.0178481-0.0150206j 0.0808651+0.00730392j -0.0636256+0.0155014j -0.0190403+0.074882j -0.0279699-0.0182291j 0.0323568+0.0440143j 0.0905036-0.033884j 0.041876-0.0178054j 0.0515717-0.0491159j -0.0654292+0.0777586j 0.00440938+0.0241513j -0.00131169-0.0967057j -0.00071839-0.00946679j 0.0497269+0.00250981j -0.0121818-0.0496217j 0.0587+0.0384621j -0.0168643+0.00783971j 0.0174905-0.0551076j -0.0902756+0.00147259j -0.0401908+0.0104633j 0.0117-0.0410774j 0.0295025-0.0868527j -0.00368173+0.0458087j 0.0558805-0.0420501j -0.0188905-0.0308995j 0.0353656-0.00533026j 0.0176846+0.0173152j -0.0297522+0.0446455j -0.00440351+0.00842685j -0.023931+0.00685805j 0.0332826-0.00434357j 0.00218363-0.0172541j 0.0234357-0.024258j 0.00454545-0.00349665j -0.033472+0.00173269j 0.00944869-0.00624135j -0.0306885-0.0191524j 0.00183084+0.0127j 0.0300023-0.0013402j 0.0168668-0.00830084j 0.0125122+0.00230639j 0.0414644+0.00288715j 0.00175743+0.0055946j -0.0109456-0.0032565j 0.00467326-0.00933654j -0.0358785+0.0013013j -0.00846896+0.00422924j 0.0121142-0.00735539j -0.0104809-0.0143223j 0.0156172+0.0214312j -0.000453027-0.0104335j -0.00778735+0.0080751j -0.010354+0.015393j 0.00603484-0.00195195j 0.00156871+0.0124502j 0.00427519-0.00993233j 0.0099604+0.00790135j -0.0109837-0.00780543j 0.0252256-0.00632839j 0.00149582+0.00456362j -0.00687118+0.00221925j -0.00279162+0.00100918j 0.00121406+0.00285797j -0.0164188+0.00132473j -0.0042373+0.0096725j -0.00239726-0.00432827j -0.0112207-0.0171725j 0.00477686-0.00221447j -0.0031299-0.00573959j 0.0164146+0.0158648j -0.000601098-0.00323892j 0.00558944+0.00402332j 0.00373448+0.00155472j 0.00633955+0.0188861j -0.0129017-0.00352177j 0.00636025+0.00321533j -0.0228564+0.0068468j 0.00180952+0.00890275j 0.0111263-0.00293728j -0.0026468+0.000581363j -0.0145698+0.00800629j -0.0118762+0.00998574j 0.00682487-0.0080164j 0.00895114+0.00350283j 0.00612365-0.0140843j -0.00409638+0.0223244j 
0.0632643+0.040516j -0.0130378+0.0593429j 0.0253827+0.128646j 0.0189343-0.00429007j -0.0169811-0.0985277j -0.0223938+0.156675j -0.0372144+0.0137727j 0.0108242+0.0122837j 0.0617058-0.00461648j -0.0582255-0.0660315j 0.0380332-0.0610407j -0.00863332-0.0210313j -0.0260342-0.0785453j -0.131071-0.0832012j -0.142426-0.0490707j -0.0476713+0.0639057j 0.0527765+0.118029j -0.12624+0.0112949j -0.0762801-0.002389j 0.187049+0.00753246j 0.115143-0.0174491j -0.0114728-0.0541824j -0.0221338+0.127607j 0.0086593-0.0523158j -0.0272548-0.0935855j 0.00542117-0.0895611j -0.0793682+0.0511119j -0.000866029+0.0322613j 0.0534349+0.00440827j 0.0122755+0.119492j 0.0139128+0.0577973j -0.151539-0.0848628j 0.0752615+0.0770331j -0.0152278+0.00181641j -0.031232-0.0219438j -0.0586395-0.0204832j 0.0109509+0.00690056j 0.043695-0.0503908j -0.0187534+0.0190628j -0.0157403+0.0816015j 0.0413006-0.000376621j -0.00662779-0.00918693j 0.00960735+0.000425525j 0.00414458+0.0129646j -0.0204495-0.00528667j -0.0335678+0.0148082j 0.0238675+0.0130891j -0.00112371-0.00287281j -0.0170445-0.0279963j 0.0027708-0.00204922j 0.0119486-0.0136247j 0.044151-0.0122537j 0.00860522+0.00552995j 0.0453077+0.0520072j -0.0108284+0.0046826j -0.00201965+0.0101548j 0.0268479-0.00537042j 0.00496327+0.0155652j -0.00276922-0.00397574j 0.0149833+0.0359255j -0.00320433-0.0291646j -0.017796-0.0533677j -0.0333487+0.0286111j -0.00955797+0.00896437j 0.00880516+0.0174351j 0.00379013-0.00485376j -0.0138088+0.0189684j -0.0109832-0.00112276j -0.00451-0.00207961j 0.00402854-0.0125868j 0.00219381+0.0213081j -0.000990112+0.000925152j -0.00881682-0.00187166j 0.00679539-0.00243701j -0.0123476-0.00406586j -0.0108607+0.00531338j -0.0163296+0.00872867j -0.00144227+0.00797065j -0.0033504-0.0111058j -0.0175923+0.0121126j 0.00593086-0.0113919j -0.00681443+0.00634961j -0.0406488-0.0311284j -0.0216304-0.0101958j -0.0115471+0.00018149j -0.00607366-0.0035397j 0.0189783-0.00278759j 0.00212244+0.00473815j 0.0205403-0.0114986j 0.010328-0.000300914j 0.00568419+0.00344866j -0.00817651+0.0125164j -0.00546097-0.0139236j -0.0247588+0.0768039j 0.0427399-0.0271482j 
-0.0333805+0.0470457j 0.0046652+0.000925947j -0.0923853-0.0192459j 0.0262682+0.0601975j 0.0759971-0.0549966j -0.0197456-0.00511798j -0.0426545-0.0278771j -0.0263006+0.111987j -0.00748406-0.0174177j -0.0520695+0.0483517j -0.0433367+0.0630555j 0.00513841-0.0868016j 0.0680801+0.0455904j -0.0501379-0.0554245j 0.0637748+0.0719423j 0.0229459-0.0196513j -0.0251724+0.0132134j -0.00810138-0.0634727j 0.042304+0.0846778j -0.00635956-0.070552j 0.00403346-0.0874836j 0.0353846+0.0247398j -0.0228095-0.0760676j 0.0602457-0.0289301j -0.0539071+0.0706174j -0.0758862+0.0442752j -0.0174439-0.0549524j 0.0137523-0.0796087j 0.0516303+0.00524024j 0.0547338+0.0344615j 0.0134046-0.0445884j 0.00622401+0.0770296j 0.00177151-0.12213j 0.0299791+0.00942043j 0.0764707-0.0418323j -0.00473913+0.0627814j 0.0622561-9.39527e-05j 0.109589+0.0374931j 0.021773+0.0163407j 0.00808088-0.0342513j -0.000548163-0.054231j 0.00668614-0.00128768j 0.0110492-0.00584947j -0.0631059+0.0233156j 0.0335451-0.0197219j 0.0150147-0.051994j -0.0312356+0.00846537j 0.0100045+0.0184198j 0.0450923+0.0112894j 0.021045+0.0169657j -0.0260099+0.014055j -0.00635923-0.0159485j -0.00980849-0.000166651j -0.0267328-0.024525j -0.02842+0.0082178j -0.011815+0.0104153j 0.0179701+0.0154255j 0.00161053+0.00796097j -0.0166458-0.00236605j 0.0269225+0.012421j -9.60307e-05+0.00843451j -0.0317186+0.000111205j 0.0103173+0.00953955j -0.0249176+0.000140953j -0.00176044-0.0178266j -0.0121365-0.0211024j 0.0127568+0.0120409j -0.00828467-0.00284635j 0.000191445-0.00865158j 0.0091145-0.00796806j 0.0212727+0.0155795j -0.0103356+0.00720529j 0.0111424+0.00297162j 0.0146141+0.0126173j 0.000888552-0.00556588j 0.00863558-0.00134799j 0.00808713-0.00173709j 0.00716236-0.00107867j -0.0123904+0.00448263j 0.00235867+0.0175465j -0.00892302-0.00311348j -0.0180192+0.0139273j -0.0310171+0.0149342j 0.00427541-0.02925j -0.0153441+0.0323221j 0.00600965-0.0187297j -0.0441998-0.00395053j -0.012745-0.00294901j -0.0151019-0.00617776j 0.0298718+0.0015878j 0.0160377+0.012722j -0.0134313+0.00871143j -0.0284644-0.0209283j -0.044025+0.0144604j 0.00302437+0.026463j 
0.0164375-0.0216269j 0.0459733-0.0632295j -0.0255902-0.0518835j 0.0924786-0.0148948j -0.0184747+0.0402912j 0.0571187+0.0140631j 0.0792537-0.0358114j 0.0086328-0.0528703j 0.0310917+0.0144183j 0.0309004-0.104876j 0.0285434-0.00356014j 0.0114614+0.0168374j 0.0620514-0.0337235j -0.0378385-0.0360279j 0.0334412+0.0121162j 0.0855019-0.0418185j 0.0111956-0.0060698j 0.113785-0.00537987j -0.117086+0.023302j -0.0887963-0.0860321j -0.0365822+0.0217161j -0.0302853-0.050828j 0.0581262+0.0316051j -0.0287204-0.0258893j -0.0446353+0.128545j -0.0417626+0.0576431j -0.0651299-0.0234203j -0.0348921-0.0727416j -0.0446008-0.0574045j 0.0237171+0.0362913j -0.0284636+0.00146791j -0.0707954+0.0435626j -0.0643914-0.0413644j 0.0219869-0.0562211j -0.0992023-0.00129397j -0.0206524+0.0240757j 0.0594577+0.0221701j -0.00566165-0.050402j 0.0474059-0.000872167j 0.00751399+0.0192057j 0.0194027+0.033335j -0.0134344-0.00276751j 0.0195493-0.0144841j 0.0094141+0.0555273j -0.0184319+0.0175432j -0.0610571+0.0734289j 0.0289498-0.00642422j 0.0191903-0.0148363j -0.0268714+0.0140569j 0.00997344-0.0147844j -0.00210327+0.0339364j -0.00835669+0.0142404j 0.0211878+0.022025j 0.0337328+0.0869433j -0.0042444+0.107626j 0.00366032-0.00776464j 0.012182-0.0168414j 0.00410086-0.010597j 0.00326075-0.00267994j 0.0283261-0.00848779j -0.0143588+0.0140773j -0.0276386-0.0142801j -0.00574588+0.0143047j -0.00183555+0.0164848j -0.00030706+0.00532764j -0.00200598+0.00398376j 0.000522568+0.00998889j -0.0116181+0.00716701j -0.000289816-0.00421715j 0.0104984-0.00309226j 0.0174706-0.0160448j -0.00423957-0.0108845j -0.00765415-0.00165829j 0.00750833-0.0291528j -0.000642895+0.0063806j -0.00674998-0.00476494j 0.00862632-0.010238j -0.00757212+0.00247013j 0.0175965-0.00466674j 0.0232972-0.00533155j -0.00474453+0.0101884j -0.00351644+0.0082329j 0.00461916+0.0456568j -0.0177901+0.00853115j -0.0197126+0.00596952j 0.0089936+0.0114885j -0.032912-0.00310588j 0.00575566-0.00671485j -0.00294347-0.0125447j 0.0167969-0.00811567j 0.0195997-0.00751217j -0.0112602+0.00744617j -0.0141956-0.0215864j -0.017926+0.00110892j -0.00429504+0.045282j 
-0.0271828-0.0283147j -0.0305825-0.00628809j -0.0462031+0.0414571j 0.106956+0.0576799j 0.0631642-0.0251242j 0.0414233-0.0168379j 0.0366223+0.140535j 0.0450361+0.059655j 0.00840952+0.0648791j -0.0314426+0.00664206j 0.137249+0.103289j -0.109745+0.00638878j -0.0728325+0.0303091j 0.0476436+0.0550592j -0.0545603+0.0830303j 0.0633526+0.0110823j -0.11629+0.0132508j 0.109384-0.108231j 0.0412586-0.0175428j -0.130085-0.0361987j -0.0719258-0.0955232j -0.00954678+0.0248898j -0.048053-0.0315573j -0.0242663+0.0241024j 0.0894237+0.0248445j 0.00827374+0.0420286j -0.0495829+0.0331495j -0.00723489+0.101747j 0.0352427+0.0712748j -0.0991008-0.0603181j -0.00471889-0.111645j -0.173713-0.0569688j 0.0526751+0.0427729j -0.0212241-0.0234003j 0.0685715-0.0462923j -0.0745292-0.0118755j 0.0912866-0.0670627j 0.053924-0.0489958j 0.00655431+0.0111775j -0.0474556+0.0682198j 0.0479515-0.0188559j 0.00331092+0.00875835j 0.00510467+0.00480206j 0.0458413-0.0104656j 0.0470598+0.000781753j 0.060879+0.00669233j -0.0449113+0.0211453j 0.0324288-0.057812j 0.0790354-0.0318442j 0.0044866+0.0153153j 0.0161848-0.0323803j -0.0138089-0.0386852j -0.0238877-0.0193419j -0.0431932-0.0515977j -0.00107484+0.00736893j 0.0267108+0.00232151j 0.0198406-0.0070942j -0.00776826+0.00976462j -0.00415261+0.0171733j 0.0394905-0.011842j -0.0118076-0.00157326j -0.0166553+0.00608898j -0.0148658+0.00701887j -0.0193551+0.00160982j -0.000562372+0.00448238j -0.00566065+0.0083845j -0.00835141-0.0170872j -0.00147253-0.0144053j 0.0100235-0.00464978j 0.00972954-0.0141198j 0.00257207-0.021579j 0.000350644+0.00802836j 0.0034016+0.00827933j 0.011765-0.00613216j 0.0118213-0.0106154j 0.00457245+0.0279322j 0.0154856-0.00916053j -0.00489694+0.0130928j 0.00415716-0.0184115j 0.00587957+0.00411691j -0.00908421+0.000808541j 0.00133386+0.0112817j -0.0105602+0.0250135j -0.0220373+0.0251002j 0.0471139+0.0078114j 0.00568404+0.00798553j 0.0300641+0.0179979j 0.000471895+0.0121545j 0.0119274+0.0247019j 0.00673622-0.00826298j 0.020461-0.00923141j -0.0271309-0.00372108j 0.0110479+0.0127843j -0.0124191+0.000873239j -0.00788666-0.0246793j 
-0.0347573-0.0571328j 0.016376-0.0261543j -0.0618275-0.00522444j 0.0117842-0.00707817j -0.0928045+0.0110966j -0.0199737+0.015796j 0.0694311+0.0530572j 0.0408295-0.0727072j -0.0180632-0.0112588j -0.0654841+0.051242j -0.0425596+0.0308515j -0.0163472+0.01255j -0.00286458+0.00527662j 0.0410091-0.00498957j 0.00143638+0.00380911j -0.111818+0.0142302j -0.0391497+0.0123491j -0.076193+0.0443522j -0.00562093-0.0775983j -0.0103695-0.0776482j 0.077609-0.0323143j 0.00100882+0.0180955j 0.0900039-0.0117439j -0.00312978+0.063508j 0.0698196-0.051479j -0.0112928+0.0766509j -0.0647407+0.0573349j -0.0521792-0.0360111j 0.017561+0.0483204j -0.0594256+0.031283j 0.0463952-0.0501641j -0.0424715+0.0453601j -0.0549361+0.0162989j -0.0384073-0.0105882j -0.112023+0.0897359j 0.0366162-0.00455607j -0.0273309-0.0077576j -0.0802-0.0321875j -0.0104375+0.00962558j 0.0426393-0.0164931j 0.0392774-0.0267228j -0.0103625-0.00881327j 0.015171-0.00194918j 0.0458036-0.0268138j -0.0350998-0.0253636j -0.0635874-0.0213827j 0.0514627+0.0641839j 0.0167417-0.0522989j -0.0143053-0.049787j 0.0222632+0.00221459j 0.0261762-0.00220424j -0.00200652-0.00279336j 0.00177791-0.00404573j 0.0238377-0.0107396j -0.0281566-0.0134265j -0.00726712-0.00686992j 0.000218256+0.00660293j 0.00375529+0.0191224j 0.00268273+0.0186675j -0.00453181+0.00834961j -0.00754544-0.00253466j -0.00390547-0.0182335j 0.00858309-0.00414659j 0.000118338+0.00858509j -0.0186935-0.0111379j -0.0276291-0.00930922j 0.0104666-0.0229796j 0.000549978-0.00168242j -0.0102046+0.00517128j 0.0047642+0.0164458j 0.0209445-0.0106749j 0.0064163+0.000309095j -0.0097745-0.0169768j 0.0124682-0.0191196j -0.0187209-0.0296671j -0.010158-0.0182314j -0.0128499-0.0155119j -0.00158873+0.0170318j 0.000358857-0.0125379j -0.0242286-0.0124686j 0.0159017+0.0145251j 0.00153058-0.0361753j 0.020359-0.00489311j -0.0203321+0.0320201j -0.0276426-0.00999362j 0.018579+0.00264093j 0.00711496-0.000313037j 0.000120808-0.00487481j -0.000124306-0.0135907j -0.0227352-0.00837431j 0.00309515-0.0177919j -0.001734+0.0254459j 0.0212828-0.0090969j 0.0315077-0.0201019j -0.0231875-0.0186041j 
0.00287542-0.0267691j -0.00600856+0.0610815j 0.0791569-0.0239957j 0.0525747-0.01312j -0.0570653+0.00820345j 0.074188+0.0693701j -0.04143-0.0744132j 0.0556261+0.0248297j -0.0444726+0.0348134j 0.0218298+0.0464428j -0.0187138-0.0450637j -0.119795-0.0768881j 0.104907+0.123747j -0.112224+0.100707j 0.125504-0.0237415j 0.229552+0.0261468j -0.000469959-0.0501537j -0.18731+0.163086j -0.264105+0.0894767j -0.0845628-0.0310774j -0.0362071+0.0521209j -0.0158098+0.0348788j 0.000774734-0.00351873j -0.0296537-0.0311184j 0.0380376+0.0146471j 0.0331198+0.00420486j -0.022079+0.0112483j 0.0640015+0.0305099j 0.0946263+0.0282984j 0.0234559+0.0420714j -0.0322065+0.0289914j -0.0377558-0.0355363j 0.0179932-0.00501291j -0.0219193+0.0446875j -0.0970796-0.00358068j -0.0129904-0.10604j -0.0339636+0.0841731j 0.0536447-0.0209069j -0.0168707-0.00895155j 0.0303859-0.08707j -0.0130344-0.00271424j -0.00230059+0.00180548j 0.0141125+0.00960527j -0.00552372+0.024212j 0.0131597-0.00689415j 0.0420342-0.0311272j -0.00876768+0.00679321j -0.00542862+0.011857j 0.011422-0.027419j -0.00174488-0.01696j -0.00943464+0.000798015j 0.0130739+0.0251623j 0.0130667-0.00260005j 0.0171821-0.0325482j 0.00708419-0.0325116j -0.00905129+0.00702392j 0.00677429-0.00965627j 0.00152994+0.00529352j 0.00144827+0.00302237j -0.0191457-0.0292555j 0.0227685+0.0154602j 0.0113659+0.0162667j -0.0127231-0.0150555j 0.0167587+0.00595181j 0.011643+0.00871847j -0.0010911+0.00469316j -0.00608618+0.00206991j -0.00428751-0.00458749j 0.0147447+0.00247833j -0.00177584-0.0122228j -0.0236884+0.00396353j -0.00279646-0.00165432j -0.00631273-0.00282758j -0.0183137+0.00412216j -0.0168137+0.0121773j 0.00132502-0.00475936j -0.0177368+0.00789687j 0.0100533-0.0102182j -0.0129905-0.000987717j 0.0146933-0.0157231j 0.00321724-0.00271179j 0.000217398+0.0135863j -0.00394531-0.000411485j -0.00295226-0.0141101j -0.00118464-0.00289865j -0.0132072+0.0297503j 0.00878065+0.00767552j -0.00152304+0.0102206j 0.00262865+0.0261694j -0.00440293+0.0110594j 0.0323685-0.012836j 0.035303-0.00749569j 0.0190507-0.00755193j -0.00944321-0.0204949j -0.0238737+0.0365402j 
0.0170364+0.024895j 0.00937184+0.050471j -0.0667508-0.0165931j 0.040694+0.166993j 0.00954396-0.0633149j 0.000150759+0.0231524j -0.0800579+0.0672205j -0.0421281-0.0694478j -0.00179268+0.0138932j 0.109715-0.0493229j -0.0245399-0.115963j -0.0438645+0.0195028j -0.0512943-0.0609531j -0.0556122+0.0181113j 0.0716394+0.0370207j -0.0570469+0.0478001j -0.0368106-0.107683j 0.184034+0.0585316j -0.072402-0.0467629j -0.0801726+0.148869j 0.0609679+0.001875j 0.0081521+0.0126262j 0.00385528+0.131246j -0.0433869-0.0442412j -0.0785484+0.0887666j 0.0858284-0.130853j -0.0885902-0.0430115j 0.00629207+0.0078779j 0.082228-0.080223j -0.106739-0.0053667j 0.0635063+0.00174195j 0.034789-0.0347401j -0.0508263-0.0348638j 0.0144978+0.0132729j 0.000594415+0.0531491j -0.00642587+0.0696274j 0.0456281+0.0352721j 0.0465217+0.0832642j 0.0136999-7.07139e-05j -0.0493067+0.0174864j 0.0071116+0.0204011j 0.00171382-0.00584446j 0.00592533+0.00410073j 0.0296614-0.0459051j 0.00847905+0.0277604j 0.033696-0.0199511j 0.01483-0.0744338j -0.0155592+0.0620469j -0.0200079+0.0881144j -0.0270544+0.0216855j 0.0219252+0.0103252j 0.00523749-0.0476075j 0.00745079-0.0624175j 0.0232584-0.165442j 0.00193813-0.114084j 0.0254004+0.0102527j 0.00474188+0.0145916j -0.0135223-0.0107674j -0.0425449-0.00939795j 0.0500828+0.0314324j -0.0156744-0.0059813j -0.0079655-0.0302064j -0.00412341-0.00393815j -0.0270961+0.00740633j -0.00827776-0.0229142j -0.0187952-0.00184127j 0.00190019-0.0168738j -0.00417301+0.02191j -0.00593842+0.00224319j 0.0236693+0.013091j 0.0167565-0.00747917j -0.0138703-0.00634498j -0.00191325-0.0145199j 0.00920829+0.00570217j 0.0096845+0.00442122j -0.0120757-0.00331173j 0.0078937+0.0167499j 0.0139988-0.0109558j 0.000832891+0.0188178j 0.0088341+0.0124933j -0.00572198-0.0180148j -0.00711444-0.0115718j -0.0356162-0.0333383j -0.00857975-0.031143j 0.0157568+0.0305249j -0.010197-0.0352791j -0.0204216+0.00557362j -0.0126985+0.000145497j -0.00155402-9.30096e-05j 0.0246683-0.0119338j -0.0022038-0.0179697j 0.000460729+0.0106985j -0.041464-0.0173284j -0.0123591+0.00799504j 0.0209579+0.00639234j 
-0.00541676+0.0465858j -0.016054+0.00523129j -0.0471762-0.0213942j -0.038118+0.0366563j -0.034818+0.0500385j 0.0929132+0.06513j -0.00137411-0.00706972j 0.141743-0.0269477j -0.0717919-0.0401854j -0.0143547-0.0254014j -0.0114788+0.0730957j -0.0777822-0.0384647j -0.118786+0.0779299j -0.0988058-0.00466365j -0.0156736+0.0488982j -0.124854+0.0471673j 0.106022+0.0128931j -0.175672+0.0501031j -0.0394973-0.0738407j 0.0626825+0.0543656j -0.0658146+0.0164837j 0.0401193+0.039778j 0.00526568-0.0305228j 0.0149018+0.0235722j -0.0284316+0.0671185j -0.0186604-0.0552343j -0.0919899+0.0688j 0.049431+0.0230211j -0.00488543+0.0101039j -0.128119-0.0884945j -0.054214+0.0496194j 0.0851674+0.0785293j -0.032681-0.0576593j 0.0557402-0.0151035j 0.0110808-0.00510394j -0.0353006+0.0853573j 0.0850368-0.0133194j 0.00719949-0.0962409j 0.0511062-0.0374787j -0.0448469+0.0535614j -0.00752139+0.00966918j -0.00666706-0.0144737j -0.00196915-0.00234296j 0.0191958-0.0124423j -0.0394004+0.0291581j -0.00987179+0.0634822j 0.029771-0.0211556j 0.00792554+0.0302613j -0.0122239+0.059804j -0.0164593+0.0207952j 0.0612502+0.0275072j 0.00138679-0.0377648j 0.0272104-0.044742j 0.106346-0.0715894j 0.0788707-0.0168484j 0.00619208+0.00681244j -0.0124752-0.0215243j 0.00257507+0.0114133j -0.0110961-0.0265187j 0.0198358+0.0191595j -0.02625-0.00658857j 0.00304551+0.00626775j 0.00947703+0.0152605j 0.0132766-0.0114706j 0.00538857-0.00302915j 0.0106512-0.00371444j -0.00977219-0.00544707j 0.00995061+0.00559571j 0.00902486+0.0126177j 0.00610839+0.0171761j -0.00231747-0.00132011j -0.00414558-0.0114101j -0.00263575-0.000142676j 0.00349697-0.0108045j 0.0153787+0.00934633j -0.0097006+0.0151898j 0.00805464+0.0237362j -0.0148953+0.00596321j 0.0150037-0.00617906j 0.00698461+0.000702579j -0.0264056-0.00961018j 0.00233681-0.00300933j 0.00472682+0.0150833j 0.00968487+0.0137935j -0.0222579+0.0107355j -0.00453418+0.0159339j -0.0266976+0.00219302j -0.00327538+0.00657693j -0.0157634+0.0167183j -0.00983922-0.00591203j 0.0146609-0.00751226j 0.00980173+0.0147251j -0.0132626-0.000227355j -0.00950894+0.0355346j 0.00311114+0.0110682j 
-0.0199601-0.0234682j 0.0375846+0.0253713j -0.141566+0.064085j -0.00718638+0.0461174j 0.0223919+0.0910358j 0.0237252+0.0186817j -0.114212-0.0083694j -0.0965394-0.0466737j -0.0479579+0.0357279j -0.0200541+0.033278j 0.0460347-0.053443j -0.0247801+0.0196078j -0.0161219-0.0263842j 0.0410794-0.0318011j -0.0128918+0.0230872j -0.134667-0.0538273j 0.0109474+0.0655412j 0.0573214+0.0689732j 0.0744632-0.0775463j -0.0238774-0.0763027j -0.0192385+0.0060625j -0.0593897-0.0607063j 0.00305411+0.0315909j -0.0604558-0.0745972j 0.048149+0.0158241j 0.0221412+0.0285341j -0.0564066+0.0017945j -0.0681489-0.103804j 0.066298-0.0467506j 0.089191-0.0752755j -0.00191528+0.0383492j -0.0776431+0.05487j -0.0535662-0.0274803j -0.0210068+0.00403739j -0.0448655-0.0696618j 0.0413182-0.00916147j -0.0213957-0.00898508j -0.0167009+0.00483093j -0.0347602-0.0101139j 0.00551887+0.05376j -0.0327434-0.0634715j 0.00426702+0.025324j -0.014277-0.00158617j 0.0343581+0.013854j -0.0367548+0.00162548j -0.076496+0.0417646j 0.055815+0.00126639j 0.0511873-0.0520359j 0.00699498-0.0732186j 0.00308109-0.0662045j 0.0834424-0.0309549j -0.0267665+0.00604348j 0.00870514+0.0211834j 0.024765+0.0435616j 0.00735131+0.0380357j 0.0483851-0.00126384j 0.0186941+0.00739668j 0.000431328-5.62477e-06j -0.00184527-0.0136333j 0.0205628-0.0094622j -0.0389298+0.0132612j -0.0105815+0.00309351j 0.0100603+0.00566221j -0.00114181-0.0222128j -0.00311777+0.0167111j -0.00862156+0.00323693j 0.0231457+0.00389268j -0.00651468-0.00537369j -0.0039002+0.0179887j 0.00060935-0.000924057j 0.0134873-0.00326486j -0.00350631+0.0021876j -0.0148716+0.0231764j -0.00823397+0.0189966j -0.0153698+0.00948158j -0.0212916+0.00732852j -0.0130025-0.00250383j 0.00618479+0.015352j 0.00537049+0.00144052j -0.00641227+0.0189597j 0.00567737-0.00537807j -0.0138373-0.00413094j 0.0259958-0.0129792j 0.00140798+0.0228265j 0.00190448+0.0358157j 0.0063052+0.00457745j -0.0135224-0.0102474j -0.00427131+0.0091444j -0.000519318+0.0325749j -0.0169691+0.0256283j 0.000215269+0.00159449j -0.00506265-0.000697162j 0.00951115-0.0120479j 0.0300548-0.0214935j -0.0213459-0.0272828j 
