-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
0.020141+0.115112j -0.0311157-0.0311707j 0.0245356-0.00905614j -0.0202386-0.0180723j 0.0554286+0.0611929j 0.0460989-0.0201689j -0.0924926+0.0342668j 0.051464+0.0727415j -0.0923513-0.0411975j -0.117963+0.0104606j 0.0822283+0.0372398j 0.0301934-0.0472218j -0.0241527+0.0338013j 0.0114084-0.0212101j -0.0211512+0.0463019j -0.0714425+0.0436401j -0.0108474-0.00107161j -0.000705607-0.00167661j 0.00692921+0.081546j -0.0229248+0.0921109j -0.0344995+0.0210228j -0.104319-0.0787849j -0.0814182-0.0554292j -0.0230248-0.0232123j 0.00370279-0.0209259j 0.0594063+0.0355311j 0.14825-0.000396645j 0.0849961-0.010026j 0.044649+0.0323033j -0.038743-0.0128527j 0.0608112-0.00569885j 0.0260888-0.0306976j 0.0278384-0.00827179j 0.0148678+0.0049298j 0.0240754-0.0344097j -0.0245167+0.0232043j 0.0287567+0.000991342j -0.00891991-0.0289373j 0.0129764+0.0450729j -0.00733863-2.89381e-06j -0.00854818+0.0352975j 0.00484503-0.0223863j -0.0132348+0.00522883j 0.053982+0.0424514j 0.0132971+0.0109197j 0.040171+0.0240275j -0.0676805-0.00322824j 0.00984677-0.0574948j 0.0172282-0.0490491j -0.0103087+0.0257577j -0.032691-0.0814834j -0.0465443-0.0373197j -0.0130873+0.0170812j -0.0413899-0.00375554j 0.03229+0.051583j 0.0277649+0.0233262j -0.00412652-0.00199276j 0.00153174-0.00612012j -0.0128801+0.0087328j 0.00728556-0.0123211j -0.0162168-0.0144834j -0.0170114+0.033427j -0.00367743-0.0125804j -0.0216697-0.00712699j 0.0144637+0.0180059j -0.00276321-0.00844151j 0.0197742+0.00189155j -0.0131736-0.0089377j -0.00888478-0.00146752j -0.0168946+0.00568696j 0.0102415-0.0151939j 0.0099351-0.00509249j -0.0171388-0.000566584j -0.00328652+0.00108393j -0.00373654+0.00558609j -0.00438103-0.00123608j 0.0212422-0.00500065j -0.00436772-0.00388586j 0.0155728-0.000437149j 0.0148629+0.00207744j -0.0137505+0.00489152j 0.00275769+0.00143547j -0.00747005+0.00925607j 0.0274371-0.001782j 0.010563+0.0135514j 0.0128569+0.00417566j -0.00222403+0.00261344j -0.00316276+0.00236365j 0.00677215+0.0110278j 0.0112324-0.00918407j 0.0170005+0.010651j -0.00976835-0.00822065j -0.016023-0.0139218j 0.00898297+0.00764693j 0.00790451+0.0210198j 
-0.0680156-0.0667603j 0.0962268-0.023386j 0.0441394+0.0291041j -0.00983194+0.0485871j 0.14149-0.0574011j 0.0992916+0.0328182j -0.0265146-0.0230683j 0.00886728-0.121794j -0.0100383-0.0105018j -0.0293412+0.0195076j 0.0245608-0.011291j -0.0305938+0.000326956j 0.0734352+0.0811486j -0.0509014-0.0096063j 0.00973489+0.0417868j 0.025178+0.0715285j 0.0817566+0.0764687j -0.0168654-0.0523077j 0.0590549+0.0745763j 0.0644988+0.055516j -0.00277882+0.152741j -0.157798+0.0592381j -0.0803348+0.0691654j -0.097002+0.0234804j 0.0536922+0.0181902j 0.00438007+0.0497197j -0.0510536-0.0755282j -0.0286874-0.00670826j 0.0261037-0.0502273j 0.0289908-0.0129131j -0.0157619-0.0261492j -0.0364351-0.0277582j 0.0726558+0.0935227j 0.0125975-0.0347399j -0.0786595-0.00459394j -0.143131-0.0546058j 0.0151449-0.0425877j -0.0792067-0.0169353j -0.0068988-0.0443371j -0.0107518-0.0178318j -0.0253675-0.0152566j 0.0130999-0.00742728j -0.00608494+0.00257864j 0.0158469-0.0781695j -0.00363109+0.0260356j 0.0320784+0.0356308j 0.0439256+0.011046j -0.0752512-0.0236803j -0.0967127-0.013898j -0.0277022-0.00664375j -0.025838-0.000633451j 0.0197617+0.0406072j 0.0240935-0.010606j 0.0462243-0.0124423j 0.0525981-0.0439155j 0.00116805-0.0332258j -0.0184283-0.0069769j 0.000967073-0.0122289j 0.0240487+0.0246184j -0.0728208-0.0399383j 0.0251538+0.0217342j 0.0297047+0.0324774j -0.0115298-0.0459459j 0.0192374+0.011649j 0.0208756+0.0257195j 0.0108491+0.0239094j -0.010396-0.0282471j 0.00906799-0.0137004j 0.0146401+0.0172761j 4.66936e-05-0.0056442j -0.0368035-0.0389981j -0.0132276+0.00300875j -0.00972615+0.00207938j -0.0237286-0.0142713j 0.0012991+0.00944747j -0.00958467-0.000470518j -0.0247581-0.00712153j -0.0114119-0.0118533j -0.00190965+0.00781722j -0.0227184-0.0102966j 0.0213021+0.0128705j -0.0014412-0.00400939j 0.01857+0.0204406j -0.00699025-0.0108128j -0.00705411+5.53091e-05j 0.0123221+0.00793667j 0.00857012+0.0279818j 0.0046021+0.0010054j 0.00860068+0.00789585j -0.015241-0.0134376j 0.00524319+0.00885126j 0.0176799-0.00224119j 0.00366275+0.0127184j -0.0011123-0.0478316j -0.0043365-0.0168885j 
0.0197965-0.0273914j 0.0254047-0.0260726j 0.055387+0.00402985j 0.0210881-0.0050805j 0.0571481-0.00900038j -0.0449893+0.0140111j -0.0380432+0.0567401j -0.0623426+0.0549013j 0.0192808-0.027878j 0.0327707-0.0144394j -0.0193936+0.0346412j 0.00879166+0.0127457j 0.0712212-0.0338257j 0.0185202+0.0542491j 0.0206905-0.043542j 0.0292561-0.036314j -0.00162729-0.0341221j -0.0110875+0.0117195j 0.0295693-0.0740506j 0.0541785-0.0611907j 0.0230122-0.0656965j -0.0730549+0.0640655j 0.0439357+0.00655208j -0.0194952+0.100274j -0.0298802-0.0378237j 0.0246137-0.0407154j -0.0309277-0.0835322j -0.0248302-0.0437473j -0.00623524-0.000804196j 0.120421+0.0278968j 0.00115782+0.00880091j 0.109222-0.00629827j 0.00248968-0.0760502j 0.0231061-0.00316723j 0.0396403-0.0601461j -0.0260825+0.024189j 0.0562823+0.00683705j 0.0596058-0.0153673j 0.0316078-0.00155757j -0.00481051-0.00928362j -0.0247664+0.0117403j 0.00966536-0.00631774j -0.00397832+0.0094292j -0.0362617-0.0164149j -0.0209342-0.0138575j -0.0602407-0.0375489j 0.0375515+0.0184126j -0.0375689+0.00143135j -0.0456871+0.0165893j 0.0234193+0.0445601j -0.0179643-0.0117306j -0.0324695-0.00812503j -0.01668-0.00229558j -0.10629-0.00727738j -0.0420769-0.0324742j 0.0397167+0.00283854j 0.0122111+0.00207696j 0.00726482+0.0204852j 0.0280494+6.0821e-05j -0.00934329+0.00661863j -0.00399649+0.0129583j 0.0351959-0.00171817j 0.0209647+0.00341273j 0.0283815-0.00217802j 0.00485765-0.00129976j -0.00240119+0.00724035j 0.00539838-0.00849304j 0.0123103+0.00467565j -1.03361e-05-0.0020398j -0.0213497-0.00121972j -0.0102849+0.0161848j 0.0129278+0.00185891j 0.00148923+0.0130465j -0.00787056+0.0136051j 0.00775229-0.00124425j 0.0148063+0.002375j 0.0198058+0.00267807j -0.00142083+0.00696262j -0.00466528-0.00279179j 0.0143687+0.0119084j 0.00374621-0.0016574j -0.00783783+0.00651162j -0.0201556+0.00894027j 0.0180994-0.00515433j -0.0138782+0.00821044j -0.00884186+0.00190478j -0.00154207-0.00108651j 0.00897422-0.00585349j 0.00736612-0.0130033j -0.001747+0.0123267j -0.00844467-0.00913004j 0.0012082-0.0011717j 0.0168741+0.0208905j -0.0156184+0.0179619j 0.0215045-0.00693214j 
0.0113721-0.0580352j -0.0715491-0.0116491j 0.102665+0.00604252j -0.0155329-0.0125569j 0.178129+0.0502641j -0.0041901+0.0715714j -0.0942419+0.0349737j -0.0899839+0.0433428j -0.0381304+0.0581903j -0.0313066+0.0535475j 0.0348852-0.0392691j 0.0321955-0.0176304j -0.0129449+0.00744392j 0.0175578-0.00561358j 0.0159558-0.0385969j 0.0197848-0.0300436j 0.0227613+0.0175833j 0.0178179+0.0637541j 0.0165264-0.068203j 0.00207688+0.019465j -0.149853+0.0540489j 0.000682778-0.0172786j -0.0724735-0.00775868j 0.0521417+0.0617285j 0.00711385+0.0759212j -0.0299692-0.0418192j -0.0561595+0.0124743j -0.0360033-0.000716215j -0.0196091-0.00198753j 0.0273593+0.0144655j 0.0130641-0.0294947j -0.0427031-0.00618394j -0.0119254-0.00810608j -0.0224068-0.0162975j 0.0306988-0.0201467j 0.0494967-0.041728j 0.00738461-0.0107173j 0.0179585-0.0606105j 0.0252779+0.00381836j -0.00084142+0.024832j -0.0260187+0.0295833j 0.00822707-0.00548438j -0.0129948+0.0114424j -0.00438649+0.0129862j 0.0340766+0.0148331j 0.0449535+0.0946085j -0.0461596+0.0299207j -0.0181603-0.115038j -0.0139793-0.0477153j -0.0441533+0.0288197j -0.0347399-0.0427946j -0.0195612-0.0124653j 0.0250406-0.0158987j 0.0114373-0.0241789j 0.0574302+0.0167635j -0.00580376-0.000482428j 0.00771497-0.0125475j -0.023544+0.00697444j -0.00231814+0.00695408j -0.00506405+0.00328927j 0.0194149-0.00914387j -0.00732904+0.0312696j 0.00387055+0.000553787j -0.00144303-0.00786511j 0.0373401+0.0358553j 0.0304712+0.00706077j 0.0185784-0.00647496j -0.00799809-0.00881719j 0.00897465+0.00857762j -0.0184226-0.0084579j -0.00614303-0.00958379j 0.00320345+0.0038935j 0.0118977+0.00297534j -0.000386295-0.000503538j 0.00158534-0.00730944j 0.000311926-0.00914118j 0.00695005-0.00870911j 0.000858786-0.00588152j -0.000619051-0.00158432j -0.000709503-0.00187848j 0.00935183-0.000292351j -0.00123721+0.00255723j 0.00397636+0.0173136j 0.0199887-0.00429291j -0.0109394+0.00381764j -0.00987034+0.0199831j -0.00425805+0.00665693j 0.0011262-0.0012021j -0.00563559-0.0015358j -0.00965671+0.00667772j -0.0129443-0.00466481j 0.00212206-0.00263378j 0.0233872+0.0245671j -0.00844652+0.0155465j 0.0200791-0.00617233j 
-0.0425102+0.0456092j 0.156708+0.00374066j 0.0354088+0.0464166j 0.0357322+0.00648006j -0.0302858+0.0763069j -0.125432+0.0332072j -0.116781-0.0544629j -0.01509+0.0264179j -0.0348059-0.0481862j 0.0423309-0.0372914j -0.0423075+0.00523614j 0.039727+0.0353599j -0.0615067+0.039308j 0.0100729+0.0651318j 0.0636298-0.0402412j -0.0101687-0.0203228j -0.0462556-0.0163972j -0.0513207+0.0201058j 0.0794999-0.0265983j -0.0704334-0.0240277j -0.0831059-0.0304871j -0.0246104-0.0766656j -0.0841295+0.019436j -0.137827-0.0447896j -0.0395588+0.00644523j 0.0567912+0.020897j -0.0510673-0.0364734j -0.026169+0.0205541j -0.0069844-0.0706344j -0.0661267-0.0472005j -0.0753268+0.0761751j -0.00571848-0.0690343j -0.00988501+0.0200671j 0.00249254-0.0125412j 0.0409585-0.0307868j 0.0170969-0.0027582j -0.0399268+0.0303392j 0.00726076-0.0367268j 0.00137894+0.0244771j 0.0249411+0.0273317j -0.0527845-0.0112874j 0.0232992+0.00626281j -0.0268171-0.00873028j -0.0380065+0.0127731j 0.0110553+0.0181879j -0.0143073+0.0517687j -0.0148072-0.0310938j 0.0633519+0.0174848j 0.03687-0.000808449j -0.0515858-0.0477397j 0.0727214+0.0243332j 0.0308299-0.0034301j 0.0162755-0.00151893j 0.0613155+0.0244788j 0.0258698+0.0261843j -0.0147895+0.0147792j 0.0148086-0.0183213j -0.016018-0.0108334j -0.00495994+0.0097866j -0.000851339-0.0248144j -0.0124631+0.0158551j 0.0184915+0.00146506j -0.00389727-0.00874756j -0.00244462+0.0117684j -0.0148544-0.00404326j -0.0063231+0.00739218j 0.0111011-0.0170936j 0.00870562+0.0195545j 0.00257918-0.00166187j 0.00183661+0.00907591j 0.00740897-0.00591554j -0.0057922-0.00510424j -0.00305776-0.0233139j -0.00150864-0.0114643j 0.00921958-0.00285214j -0.00612099-0.0143055j 0.0105223-0.000255484j 0.00682629-0.0121936j 0.014493+0.0137213j -0.00088393-0.0080882j 0.00104284+0.00389709j -0.00252112+0.00731922j -0.00640484+0.00730333j 0.0368569-0.0280004j -0.00126241-0.0161119j -0.0225051-0.00463723j -0.0251499-0.0157952j 0.0013249+0.00440158j -0.007451+0.0106962j -0.0118472+0.00161038j -0.0218901-0.0047154j 0.012894+0.00575112j 0.00424076+0.0168028j -0.00807638+0.0201445j 0.0161744+0.0241224j 
0.0483555+0.0170861j 0.00675976-0.0970957j -0.0245228+0.0821828j 0.0760871+0.0478783j -0.227956+0.0742572j -0.0777698-0.0367101j -0.122892-0.125902j -0.0748743-0.166035j -0.0217193+0.00166287j 0.0658673+0.0411994j -0.0841921-0.00712312j 0.0398481+0.0158842j -0.0326135+0.0510662j -0.0204609-0.0288304j 0.0521833+0.0517196j -0.00691291+0.0261283j 0.055099+0.0977361j -0.0418748-0.0439677j 0.0181507+0.0543908j 0.00530253+0.0188482j -0.016164+0.0175008j -0.022882+0.0807024j -0.037165-0.0265905j -0.0373243+0.00505132j 0.00582494-0.00576837j 0.0303715-0.0475295j -0.0578853-0.0403605j 0.0116314+0.0358409j -0.0918927-0.0581138j 0.00415129+0.038598j -0.0431279+0.0518382j 0.0780137+0.0104686j -0.00476037+0.0660455j -0.00788616-0.0124678j -0.0639034+0.028658j 0.0805335+0.0201607j -0.183971-0.0152335j -0.00432235+0.0533099j 0.00650327+0.00912013j -0.0625736-0.0556915j -0.0436606-0.0637071j -0.00884183+0.00322288j -0.0100392-0.0164329j -0.00425869-0.0590864j -0.0370027+0.027798j -0.128941+0.0258812j 0.00728162-0.0274523j 0.0480671-0.0226107j -0.0191309-0.0308046j 0.0169694-0.0440055j -0.016365-0.0315425j -0.0212512+0.0298691j -0.00968849+0.00706315j -0.0496526-0.00949379j -0.0501675-0.022485j -0.0077907-0.0482393j -0.00167844-0.0145102j -0.00978348-0.0269615j 0.0460455+0.00536794j -0.0518529-0.0323593j 0.0146335+0.0387702j 0.0301122+0.00809853j -0.0238259-0.0196446j 0.0252863+0.0155615j 0.010915+0.00249892j 0.0372916+0.0125718j -0.0369686-0.0137886j 0.00795854+0.0118704j 0.0149473+0.00256347j -0.00667282+0.00418633j -0.0262006-0.00385027j -0.00333079-0.00420672j -0.00442603+0.00787698j -0.00438609+0.00710604j -0.0137152-0.00943294j -0.0264517-0.0226386j -0.0160393-0.00777439j -0.0121412-0.0118066j 0.0216792+0.0142848j -0.013263-0.00305331j 0.00690147+0.00460329j 0.00108626-0.0104475j 0.0322094+0.00322883j -0.0259432-0.00271134j 0.0322672+0.00829736j -0.00156721-0.00967815j 0.0103963+0.00935895j -0.00136611-0.00257509j 0.00822356-0.00664594j 0.00887109-0.000395831j 0.0198979+0.00817899j 0.0031407+0.00579194j 0.00307953-0.0122964j -0.00812963-0.0765477j -0.0397939-0.016686j 
0.201444+0.0462478j -0.053449-0.0901547j -0.0304279-0.0640447j -0.0312989+0.00388378j 0.112534-0.0236691j 0.0272659-0.0151692j 0.0212211+0.0144325j 0.0423295+0.0390372j 0.00225288+0.0157261j -0.00375466-0.0179202j 0.0366561+0.00828662j -0.0124972-0.0116481j -0.0379343+0.0282152j -0.0357754+0.00834816j -0.0117668-0.0257325j -0.0448711-0.00968349j -0.00519888+0.000414684j 0.00662172+0.0252928j -0.0139161-0.021837j -0.0421072+0.0265361j 0.0764472-0.0242439j 0.0305412-0.078393j 0.0222115+0.113287j 0.0370318+0.010888j -0.0469484+0.0191756j 0.0836249-0.0195851j 0.0182611-0.0126754j 0.052803+0.00141844j -0.0501462-0.0272123j 0.0407679-0.00861844j 0.0234694+0.0128073j -0.0382501+0.0139331j -0.0944914-0.024395j 0.032201+0.0125332j -0.0479269-0.0183384j 0.100497+0.0150306j 0.0544646-0.00672163j -0.00682696+0.0271843j -0.0137999+0.0242181j -0.0250619-0.0767757j -0.0382812+0.027242j 0.00131915-0.00751028j 0.0118165+0.0101598j 0.0539924+0.0502044j -0.0568114-0.0158086j -0.0351191-0.0353705j 0.0404297+0.000829624j -0.0231337-0.00118802j -0.0366854+0.00190001j 0.020896+0.0227052j 0.00433604-0.00600174j -0.0349575-0.0191522j -0.0163565-0.00277103j -0.0526568-0.0194753j -0.00929903-0.000158731j 0.037734+0.00224559j 0.00513596+0.00635145j 0.0202753-0.00932059j -0.0430403+0.0035438j 0.0736947+0.0230112j -0.00169219+0.0197435j -0.026384-0.000228189j -0.00217764-0.00642408j -0.0338718-0.00872397j -0.00808223-0.000533707j -0.0191349-0.00129312j 0.0179088-0.00307582j -0.0239952-0.00278903j -0.0183033+0.000929261j 0.00620468+0.00648089j 0.0291025-0.00284166j -0.00517058+0.00103957j -0.00510705+0.0020487j 0.0228176-0.00358044j 0.00128242+0.0012094j 0.0125814+0.0172106j -0.0042266-0.00203669j 0.0131605+0.00605364j -0.0114742-0.0133312j 0.00316972+0.00467744j -0.00780466-0.00615028j 0.0100442+0.00866855j -0.0115875+0.00268003j 0.00592436-0.0163595j 0.00665164+0.00720711j 0.00583271-0.00652782j -0.00377526-0.0147944j -0.00708532-0.00366876j -0.010111-0.00338084j 0.0303092+0.00784236j 0.018171+0.00832605j -0.0297417-0.000277811j -0.00528629-0.00499652j -0.000909934-0.0073909j -0.0134642+0.0223232j 
-0.114536+0.0330626j -0.14395-0.0480947j -0.0500136-0.0368351j 0.0139844+0.0612749j -0.0907229-0.143769j 0.0559158-0.0487946j 0.00109855-0.178476j 0.121729-0.0227959j -0.000449947-0.00889393j -0.0360957-0.0195038j -0.0232591-0.0676465j -0.00117957+0.0758363j 0.003241+0.0440017j 0.0126857+0.0952897j -0.0457188-0.0202363j -0.0372626-0.0358261j -0.0132894-0.0259752j 0.0616503-0.0299462j 0.00509726+0.0682836j 0.00641429-0.0491615j -0.0574629-0.0594109j -0.167129-0.0831086j 0.0603573-0.138733j 0.0471066-0.0852487j 0.053653+0.0250875j -0.0017506+0.0265398j 0.0521372+0.0134021j 0.00168323+0.00487499j 0.0388349+0.00506021j 0.0276052+0.019574j 0.0150661-0.0229249j 0.0122442-0.00774171j 0.0324411-0.016708j -0.0100622-0.0122671j 0.0415261-0.0326593j -0.0803907+0.010064j 0.0140838-0.0278276j 0.0262149-0.0601329j 0.034356+0.0154841j -0.095972-0.100255j 0.0920248+0.0120445j -0.0098428-0.0215216j 0.0165263-0.00833085j 0.0881518+0.0582572j -0.0293972+0.0039391j -0.0771349-0.0397242j 0.0349113-0.0238232j -0.0240342+0.0206949j -0.018005-0.00625783j 0.0470716-0.000617569j -0.00525298-0.0055764j -0.00962522-0.0148386j -0.00216451-0.0219393j -0.0252926-0.0339056j -0.0123436-0.0056606j 0.00192796+0.00278906j 0.0217711-0.0213848j 0.00163962-0.0223105j 0.0213063+0.0566012j 0.0237482-0.0754749j 0.0131304+0.0272432j -0.0202452+0.0381363j -0.00705025-0.0341015j -0.011748+0.020982j -0.00420386+0.0139652j -0.0041494+0.0263659j -0.0149748-0.0221662j 0.000530361+0.0114399j -0.0101931+0.0128899j -0.00225968-0.00735944j 0.00303019-0.0323664j 0.0060006-0.00211922j -0.0096895-0.0126987j 0.00102529-0.0235684j -0.00482899-0.00319858j 0.00371451-0.0139816j -0.000660671-0.0103319j -0.00660929-0.0137199j -0.00412456+0.0189064j 0.00701722-0.0176866j 0.000595563+0.00718967j -0.00854593+0.0104872j -0.0116928+0.0272461j -0.0101131-0.0209322j -0.01209+0.025341j -0.0114857+0.043467j 0.00594069+0.0217338j 0.002707-0.0122146j -0.00162119-0.00119164j -0.0182574+0.0197687j -0.0123052+0.0447903j -0.00582239-0.0214946j 0.0473113+0.0184542j -0.0172153-0.00608122j 0.033083+0.0672602j 
0.0024891-0.110486j -0.143605-0.00648569j 0.0578932-0.0124708j 0.0226058+0.0467134j 0.0818401-0.139417j -0.0498-0.0145943j -0.0370278-0.00662154j -0.0309574+0.00222111j -0.0301308-0.00516135j 0.0118311+0.0166448j 0.00568701-0.0283317j -0.00220495+0.00678046j 0.00810433+0.000231518j -0.00601399+0.0145609j 0.0110537-0.0052765j -0.000855906+0.0101986j 0.0266471-0.00850322j -0.041401+0.0145214j 0.0213239-0.0217222j -0.0475361+0.0308656j -0.0601254-0.0368156j 0.0470368+0.0210536j 0.017929+0.0358884j 0.101725+0.0120248j 0.0118245-0.00592275j 0.00970485-0.035025j -4.93464e-05+0.0219092j 0.0201369-0.0283853j -0.0244991+0.0579343j 0.00454365-0.0143693j 0.122571-0.00876695j 0.0584505+0.115027j 0.0481513-0.0153224j -0.0583816+0.017024j 0.0176022-0.00360372j 0.0722064-0.0478098j -0.115816+0.0233695j 0.0085829+0.0166158j -0.0184784+0.010649j -0.00123926-0.0314581j 0.00936183-0.0141921j -0.00579767-0.00400198j -0.00119555-0.00159779j -0.0115277-0.0353799j 0.0263688-0.0125422j 0.0303083-0.0540932j -0.0171209+0.0231396j -0.0234517-0.0147982j -0.00518-0.0366392j -0.00275225+0.00853107j -0.0295802-0.0156478j 0.0148527-0.0138018j 0.0127744-0.0184054j 0.0136588-0.0686627j -0.00673836-0.0424262j -0.0188754+0.00617299j 0.00723626-0.000449603j -0.0105156+0.00263389j -0.00459942+0.0219702j -0.00710373-0.0216939j 0.0342013+0.0147419j 0.0211636+0.0119753j -0.00121185+0.00774673j -0.00938228+0.00359862j 0.00805091+0.00156022j 0.0118994+0.00518134j -0.00338827+0.00178047j -0.0054318+0.000718344j 0.00100752+0.00819877j -0.00363825+0.00371059j -0.00852774-0.0083365j 0.00706065-0.00468007j 0.00631294+0.00618492j -0.00807764-0.00358992j -0.00689639-0.00165985j 0.0032561+0.00909899j -0.00575917-0.00441823j 0.00307449+0.00845275j -0.00985105-0.0126813j -0.00529848+0.00167762j 0.000291852-0.00214289j -0.00607923+0.0056487j 0.00151191+0.00901092j 0.0134082+0.0032357j 0.0302414+0.0123406j -0.00494239-0.00632271j 0.00868824-0.00950623j -0.0016409+0.00193117j -0.000212541+0.0037405j 0.00730102-0.0020464j -0.00816204+0.00110199j -0.00433285+0.00503365j 0.016312+0.00118754j 0.00159185-0.0269123j -0.0480292-0.00913496j 
0.0757291+0.0147627j -0.0490043-0.0930468j -0.0628443-0.0676711j 0.0230515+0.00696077j -0.12435-0.09278j -0.0390079+0.0663717j -0.0202245-0.0051727j 0.00879144+0.0466442j 0.00458273+0.0156817j 0.00468463+0.000497962j -0.0338259-0.0209613j 0.010566+0.0114389j 0.0120717-0.0111164j 0.0268844+0.00786805j -0.0175792-0.0353338j -0.00452392-0.0213412j -0.0137457+0.00494642j 0.00757327+0.0497333j -0.0121063-0.0449762j 0.0277353+0.0314809j -0.00365784-0.00811778j -0.0327829-0.0481943j 0.0391506+0.012031j 0.073013+0.0482061j 0.0242341+0.0386279j 0.0650883+0.0251574j 0.0129468+0.0166989j 0.0627596+0.0134856j -0.120379+0.01057j -0.00772604+0.00880295j -0.0727869+0.0490542j -0.0323183+0.0214025j -0.03073-0.0146797j 0.0350859-0.012677j -0.0392359+0.0117687j 0.0112958+0.0142817j -0.0153811-0.00779139j 0.0366997+0.00390924j 0.0271795+0.00908951j -0.0902548-0.0478969j 0.01904+0.0502498j -0.0155481-0.022647j 0.0172165+0.00672585j 0.0586216+0.0439168j -0.0306702-0.00681119j -0.0585396-0.0279234j -0.00441802-0.0042797j 0.0149472+0.0168947j -0.00577501+0.0130252j 0.0202636+0.0234257j -0.0175842-0.00861366j -0.0321702+0.00328136j -0.0166563+0.00662302j -0.051097+0.0187334j -0.0186086+0.00281439j 0.000291163-0.00629685j 0.00163816-0.00439338j -0.0054973-0.00764062j -9.64157e-05+0.00805363j 0.0151531-0.00944863j 0.0259866+0.013529j 0.00497525+0.00589293j -0.0283595-0.00473188j -0.00885191+0.00954522j -0.0119635+0.0060858j -0.00758436+0.0163307j -0.0107827-0.0137397j -0.00875248+0.00512785j -0.0121904+0.00827571j -0.0023939-0.00777348j -0.00333594-0.014928j 0.0105728+0.00259937j -0.00983091+0.0011495j -0.0042684-0.0056453j 0.00046644-0.00128822j 0.0129193-0.0134969j 0.00901908+0.00123138j -0.00784034-0.0132166j 0.00855278+0.0120088j 0.0111066-0.00177448j -0.00508544+0.00226649j 0.0113498-0.00719961j 0.00999733+0.00901153j -0.0143527-0.0165026j -0.00926435-0.0057574j -0.009574-0.003128j 0.00149894+0.00225423j -0.000130122-0.00343816j -0.00134809-0.00663361j 0.000440435+0.00115903j 0.00608449+0.00607463j -0.0065525-0.0139977j 0.0291577+0.015208j -0.0480124+0.00990407j 0.023543+0.0390799j 
