-0.00571304-0.00119008j -0.0123739+0.00579336j -0.0102457+0.00650356j -0.00231753-0.00210341j -0.00209219-0.00713213j 0.00434653-0.00421952j -0.00625049+0.00628322j -0.00259668+0.0108025j -0.00645687-0.00500245j -0.00574578+0.0103213j 0.00107548+0.0166683j 0.0173438-0.00286784j -0.00359258-0.00476062j 0.0046056+0.00500635j 0.0165443-0.00465998j -0.00380815+0.00181077j -0.00860238+0.00443795j 0.014464-8.68049e-05j -0.015286-0.00839046j -0.0388653+0.0086986j 0.00534493+0.020797j 0.026418-0.0106309j 0.0242065-0.00334106j -0.00595431+0.00140241j -0.00294655+0.0401474j -0.00684609+0.000546506j -0.00912127+0.0113801j 0.00505521-0.00880895j -0.0123619-0.001197j -0.00790137+0.00677358j 0.0137081+0.00188729j -0.000571492-0.00206736j 0.00884722+0.00985804j 0.00668601-0.00728012j -0.0119852-0.0104662j -0.000612397-0.00864963j 0.0136475+0.00668482j 0.000836681+0.0023923j -0.0132397+0.00323829j 0.00260882-0.00696425j 0.00218438-0.00797679j -0.000122239-0.000254828j 0.00220521-0.00812377j -0.00585528-0.0105995j -0.00182742-0.00345829j 0.00264516+0.00399273j 0.00197129-0.00112867j 0.0130306-0.0232472j 0.006628+0.00387196j 0.004977-0.0154516j 0.00670437-0.00865232j -0.00433922+0.0113997j -0.00269702-0.00150961j -0.0129648-0.000101818j -0.00143252+0.00744313j 0.000968103-0.00440784j -0.00866156-0.00732977j -0.0186075+0.0117755j -0.00718581+0.0228313j -0.00512617+0.0103451j -0.0212964+0.013067j -0.0285592-0.0188969j 0.0760504+0.0207495j 0.0260013-0.0154909j 0.0317765-0.022159j 0.0146594-0.00830772j -0.0314246+0.0126293j 0.0100995+0.000862046j 0.0145038-0.00507939j -0.0353882+0.0269732j 0.00365531-0.00679693j -0.0051624-0.00510786j -0.00103665+0.000763943j -0.00163686-0.00426576j 0.0059815-0.00186537j 0.0112883+0.00853145j 0.000966519-0.00423434j 0.0177841+0.00617874j 0.0176382+0.00166857j -0.00485548+0.000587255j -0.00202558+0.0106848j -0.00927186+0.0101279j -0.00103418-0.00768881j -0.00399556+0.0070389j -0.00689347-0.00136963j 0.00890644-0.0183443j 0.000103283-0.00630001j -0.0209052+0.00675498j -0.00125851+0.053509j 0.00800802-0.0104054j -0.00851453+0.0407678j -0.05699+0.0045903j 
-0.0171657+0.000668814j -0.00646973-0.0124892j 0.00895909+0.00809675j 0.024054-0.0109375j -0.00709659-0.000243139j 0.015747+0.0157669j -0.0032731-0.0128172j 0.00314508+0.0215335j 0.000217641-0.00657986j 0.00679274+0.00211023j 0.0276997+0.00635001j 0.00456517+0.016662j -0.0119884+0.0336274j 0.0380493+0.00341256j 0.0127711+0.00199189j -0.00582506-0.00393187j -0.0133377-0.0150157j 0.0199485+0.00812426j -0.00173491+0.0188072j -0.0420753+0.0083056j 0.0134497-0.00789004j 0.0319097-0.000634017j 0.0159976+0.0160673j -0.00690247-0.00776325j -0.0322776-0.00147294j -0.00706683+0.00751553j 0.0202136+0.00200238j -0.00324284+0.0100254j -0.00459832+0.00713271j 0.000138797+0.0132174j 0.018883+0.0280179j 0.0065192-0.00272766j 0.0315738+0.035281j -0.00153908+0.00226986j -0.000234196-0.0353621j -0.000374453-0.00599225j -0.000113293-0.016771j 0.00474138-0.00640463j -0.00999579-0.00581228j 0.00413194+0.00446405j 0.0279531+0.0118958j -0.00921571+0.00595226j 0.00806283-0.00309759j -0.00599293-0.0117928j 0.0137058+0.00130548j -0.0157227+0.0131869j -0.0115207-0.00888356j -0.0299365+0.00104062j 0.00655878+0.00365551j -0.0162732-0.00434414j 0.0751328+0.00647439j 0.0146413+0.0357801j -0.0114785-0.0016567j -0.0208106+0.0140718j 0.0333271+0.022797j 0.00388723+0.0225406j 0.0111716-0.0185361j 0.0304247+0.0128079j -0.0245187+0.000575456j 0.00594162-0.0207642j 0.0354829+0.00408418j -0.00112447-0.00689844j -0.0505504-0.0253402j -0.00262684-0.0130525j -0.00827544+0.0056485j 0.0089482-0.00524783j 0.00547821+0.0268676j -0.00849661-0.00879615j 0.0064731+0.000593085j -0.00697075-0.00474912j -0.000276743-0.00297186j 0.00631529+0.0127592j -0.00123633+0.00966841j -0.00384032-0.00192654j -0.00274269-0.00152966j 0.00258032-0.00388708j 0.00898772+0.009263j -0.0084016-0.0214964j -0.0148708-0.0241523j 0.00468514+0.0159698j -0.00726475-0.0170054j -0.0062423+0.0230894j -0.000474208-0.00606073j -0.0216406+0.000401994j 0.0198107+0.0237073j 0.017325-0.0152487j -0.0035036-0.00608254j 0.0168053+0.00977852j 0.018839-0.00619892j -0.0256856-0.00229378j -0.0208048-0.0123048j 0.00760975+0.00193899j 
-0.0137362+0.00120933j -0.00135246-0.0069123j 0.0140085+0.00753348j -0.0270285-0.0145448j 0.00598619-0.00241533j -0.0100058+0.00625517j 0.00644507+0.00467515j -0.00217154+0.00342923j 0.00942796-0.0210396j -0.00775923+0.00139938j 0.0151697-0.00994002j 0.0109374+0.0228883j 0.0267825+0.0194053j -0.0417591+0.00157066j 0.0269031+0.0004796j 0.00880025+0.00797062j 0.00774288-0.0046637j -0.0193813+0.00638743j -0.0326544+0.00572064j 0.00985269-0.0111576j -0.0238862-0.00708597j 0.0164224+0.0188548j -0.0118441-0.00556701j -0.0307754+0.000530504j -0.0181009+0.00866459j -0.0183442-0.0223009j -0.0111549+0.0201383j -0.00770184+0.00363076j 0.00262776+0.00405684j -0.00130333+0.00157067j -0.00626194+0.0219898j -0.0068261-0.00155575j 0.00174806+0.0217946j 0.00646188+0.00494619j -0.0159042-0.000599368j -0.00854031-0.00942423j -0.00424661-0.0133688j 0.00386525+0.000163643j -0.0164392+0.00132149j -0.000442488-0.003906j -0.00510456+0.0135904j -0.0158889-0.00151198j -0.00427623-0.00386532j -0.0137403-0.0148881j 0.00793044+0.00184206j 0.00130171+0.00668062j -0.00467605-0.0047796j -0.0281667-0.00670268j 0.0056194-0.011953j -0.00502754+0.0179411j 0.0466141+0.0177702j -0.0251621+0.0110664j 0.0157513+0.00444788j -0.0417243-0.0062238j -0.00477259+0.0116618j -0.0164001+0.0166102j 0.0197408-0.0216509j 0.0249762+0.00522506j 0.00439498-0.00616814j 0.0301173+0.0143552j -0.00629544-0.00887244j -0.0118249+0.00707934j 0.00430303-0.0223545j 0.00564884+0.0109946j 0.000221211-0.0128929j 0.0087159+0.00841216j -0.0135891-0.000977863j 0.00420113-0.0130316j 0.00251427-0.00254616j 0.00355186-0.0122514j -0.00233051+0.0257504j -0.000682354+0.00145963j 0.000113855-0.0328097j -0.00651658-0.00184417j 0.00379055-0.00541761j 0.0123723-0.0226992j 0.0107454-0.0122371j 0.00430057-0.0132998j 0.00378121-0.00405725j 0.00650241-0.00864785j 0.00697237+0.0129739j -0.003651-0.0112395j 0.00469687-0.00436115j 0.00281844-0.0306519j 0.00437849-0.00778215j 0.0275368-0.0247438j 0.0100132-0.017473j 0.0276822-0.00561937j 0.0155482+0.0068122j 0.0055836+0.00164439j 0.000513769-0.00284319j -0.0170439+0.00887303j 
0.0071617+0.00263871j -0.00226345-0.00111327j -0.00693286+0.00363954j -0.0199622-0.00776821j -0.0144186-0.00145865j -0.00397943-0.00418955j 0.00669027+0.0117263j -0.029275-0.00685014j -0.00917948-0.012161j 0.00471571-0.000466962j -0.00390912-0.00656578j -0.00506266+0.00305767j 0.0312505-0.00434772j -0.0511654-0.00550943j -0.0102562-0.00648599j 0.0198243-0.00155438j 0.016989+0.00537641j 0.0218081-0.00246116j 0.0197197-0.00436405j -0.0156791+0.00230479j 0.0282987-0.0069028j -0.0221997+0.00887218j -0.0352272-0.00691465j 0.0205652-0.00998265j -0.0306277+0.0045164j -0.0172951-0.0216031j 0.00480717+0.0124338j -0.00329367+0.00669529j 0.00955654-0.00214711j 0.00668014-0.0105897j -0.00845138+0.00143398j -0.00445701-0.00142203j -0.0250007-0.00362373j -0.00227507-0.0104492j 0.00299363+0.000454058j -0.00706036-0.00828075j -0.0108228-0.0122502j 0.00400431-0.00383324j 0.00385954-0.00370314j -0.000970963-0.0116996j -0.0138025-0.00542186j 0.000670502+0.00517461j -0.00414931-0.00409136j 0.00414017+0.000839749j 0.00859229+0.00640064j -0.0104491-6.95146e-05j -0.00494944-0.0140904j -0.0176054-0.00628342j 0.00376499-0.00346752j 0.000777389+0.0123466j 0.0254096+0.00191244j -0.0118892-0.0150023j 0.0143385-0.00651156j -0.00244704-0.00159713j 0.0191087-0.00550259j -0.0100325-0.000102827j 0.00748918-0.0166686j 0.0128647+0.0157905j -0.00934025+0.00573007j 0.0178058-0.0148985j 0.00483982-0.0112647j -0.00821092+0.0126878j 0.0259751+0.00811885j 0.0171229+0.00100153j -0.00576806+0.00893124j 0.00836106+0.00657382j -0.00615828-0.0036453j 0.00950062-0.0400526j 0.00580876+0.000126031j 0.00141275+0.00143828j 6.84533e-05-0.012026j -0.00079339+0.0172507j 0.00767381+0.0146984j 0.00175257-0.0183452j 0.00316915+0.0167532j 0.00642498+0.016133j -0.0107827+0.0213676j 0.00942493+0.0183351j 0.0104139-0.000334023j -0.00987829+0.00963069j 0.011257-0.0271629j -0.00876027+0.0225358j -0.00431266-0.000862607j -0.00719316+0.047937j -0.00433156+0.0297234j 0.00661493+0.00618142j 0.00776639+0.000151383j 0.00773823-0.0055125j 0.0073927-0.00591754j 0.010606+0.000948409j 0.00599098+0.00167373j -0.0107174+0.00518435j 
-0.00245408-0.00503278j -0.0144671+0.00119533j 0.00707775-0.00393076j -0.0161706+0.00613515j 0.0101063-0.00728815j 0.0133694+0.000173626j -0.00508998+0.000954912j 0.014498-0.0268726j -0.00664458-0.00731746j 0.00343492-0.00827722j -0.00989878-0.000675443j 0.0174077+0.00158941j 0.0164487-0.00240998j -0.0230357+0.0119699j 0.00566521+0.00960275j 0.00815583-0.0074952j 0.0175095-0.00152959j 0.00137789+0.00619787j -0.00923597+0.0076944j 0.0311227-0.0098828j -0.00226121+0.0010933j 0.0199105-0.00238753j -0.0053454-0.00593682j 0.00190871-0.0223701j -0.0148584-0.0100496j 0.0174132-0.0287432j 0.00714257+0.00343877j 0.0146471-0.00297173j -0.00310608+0.010173j -0.000528798-0.0064011j 0.0252763-0.0112713j 0.00291767-0.0134655j 0.021805-0.0117278j -0.00787949+0.00230428j 0.0187766-0.0160494j 0.0140136-0.015136j -0.0253431+0.0171844j 0.000746003+0.000534938j 0.0317152-0.0190282j 0.000648443-0.00630383j 0.020803+0.00191979j 0.0112472-0.0175626j 0.00564038-0.00192741j -0.00233288-0.00894519j 0.00399908+0.00717565j 0.000968272-0.0112274j -0.00235798-0.00154374j -0.00659261-0.00521769j 0.0121374-0.00821881j -0.0145519+0.00541897j 0.0205218+0.00680297j 0.0221747-0.0177968j -0.0227106+0.0115651j 0.0332671-0.0276087j 0.0719933-0.0372448j 0.00738742-0.00268306j -0.0139578+0.0186952j -0.0021717-0.00418965j 0.00256434+0.00396693j -0.00566679+0.0120285j 0.0116939-0.00670847j 0.0167279-0.0229122j 0.00670209-0.0277824j -0.00563821+0.00378804j 0.0119437-0.021386j 0.000113039+0.00768991j 0.00273196-0.00777049j -0.0080232+0.0053264j 0.00610105+0.00309867j -0.00726498+0.0130198j 0.0134977-0.0119063j 0.00338807-0.0102433j -0.0097232+0.00539993j -0.000305348-0.000727863j 0.00309049+9.61095e-05j -0.0124718+0.0137239j 0.00401892+0.000896356j 0.0129486-0.00740021j 0.00531977-0.00587999j -0.00783905+0.0105012j -0.00761419-0.00523785j 0.00328529-0.00158796j -0.0178191+0.00404794j 0.00150457-0.0113337j 0.0203322-0.0153532j -0.0120466+0.00908188j -0.000193231-0.00696815j -0.0225446+0.00980023j -0.00444821+0.00727017j -0.00986589+0.0011375j -0.0062888+0.00173521j 0.00552486-0.00556829j 
-0.0010661-0.012968j 0.000305885-0.00203335j -0.00944131-0.00832302j -0.00982896-0.00106441j -0.00840185-0.00618163j 0.00562352-0.0173522j 0.0140789+0.00346206j 0.000256846-0.0171755j -0.0131164+0.0126374j -0.00349076-0.00362149j 0.0103928+0.0125172j 0.00805035+2.45845e-05j 0.00817515+0.000283647j -0.00187836-0.0128257j -0.0120717+0.016239j 0.00552302-0.00203258j -0.0197635-0.00626068j -0.0050034+0.00515591j 0.0152072-0.0130056j -0.0172763-0.0133226j -0.00399496+0.00365689j -0.005171+0.0163759j -0.00890491-0.00621927j 0.00180242-0.00726329j -0.00403083-0.0214132j -0.031323-0.00534541j -0.00302086-0.00455088j 0.00271787-0.0126645j -0.0102395-0.0041024j 0.000490151-0.0118823j 0.0114485-0.00947262j -0.0110192+0.0139268j -0.00256857-0.00214197j -0.00984682+0.00302886j -0.0308938+0.00238925j -0.0150138+0.00176526j -0.0157693+0.002037j 0.00585706+0.00543136j -0.0155635-0.0243477j -0.00447356+0.0132318j -0.00821963+0.0105377j -0.00541726-0.0195559j -0.0181165+0.0069811j -0.0319388+0.000358542j 0.00509549+0.00958311j 0.0261884-0.0207199j -0.0101901+0.00697597j -0.0128645-0.0206072j 0.00353806+0.00515325j 0.00604422+0.00186405j -0.00184099+0.0762687j -0.00573926-0.0387879j 0.0257125-0.00760319j -0.0408883-0.0472009j -0.0207562+0.0145828j 0.00422716-0.0351072j -0.0125448+0.0463973j 0.0164173+0.0497512j 0.00918102-0.0105285j 0.00152844+0.0588458j -0.00769414+0.00354578j -0.0100467+0.0149181j -0.00470451-0.0136261j -0.00726334-0.00547991j -0.00243593+0.00915461j -0.00545068+0.0054985j -0.0043307-0.0236444j 0.00335971+0.00645513j 0.000268915+0.00302222j -0.00949338+0.0135003j -0.000236922+0.017784j 0.00934033-0.00605458j 0.0124341-0.0338738j 0.00189722-0.0177019j 0.013132+0.00213314j -0.0188334+0.0177425j -0.0106849+0.0268106j -0.00466559+0.00678686j -0.0118414+0.011781j -0.00556383+0.0150034j 0.00226024-0.00367499j 0.0101293+0.00936922j 0.00249918+0.00309701j 0.0166986+0.00715161j -0.00853745+0.000283652j -0.00195839+0.0142164j -0.0359443-0.00861329j 0.0106047-0.00763117j 0.0058368+0.00831402j -0.00671903+0.00803576j 0.00783423-0.00185239j 0.0049067-0.00877085j 
-0.00457167-0.00451902j 0.00322252-0.00130538j 0.00921757+0.00394149j 0.000463018+0.00107335j -0.00052846+0.00450986j 0.000233483-0.00375764j 0.00735392-0.00482227j 0.0161019+0.00765497j 0.00179366+0.000528595j -0.00823835-0.000899535j 0.0226547-0.00351224j -0.0219072+0.0108925j 0.0128789-0.0105852j -0.0118996+0.00519754j 0.0065757+0.00998142j 0.00290334-0.00857573j 0.0103472-0.00674033j 0.0064108-0.0212416j -0.0046663-0.0308215j 0.00426993+0.0144915j -0.00161805-0.0231357j -0.00452189+0.0267456j 0.0205655-0.000892565j -0.015937-0.0210953j 0.00326299+0.0233832j 0.000613899+0.00400556j 0.0158692-0.0114629j -0.0231828+0.00784121j -0.0126587-0.000540836j 0.0175586-0.00820219j 0.0135685-0.00232322j 0.00925135-0.00543128j 0.0077518+0.00885772j 0.0036963+0.00391023j -0.0150751-0.0017786j -0.00701409+0.00347526j 0.0027119-0.0089585j 0.00433617-0.00538177j 0.0259119-0.0181795j 0.00970033-0.00692652j -0.0133721+0.0130622j -0.00376191+0.00417524j -0.00850529-0.0011666j 0.00964516-0.00330277j 0.00010123-0.0119464j -0.00188781-0.00905021j -0.0145806+0.00833088j -0.00318021+0.0102878j -0.0127934+0.00569278j 0.015314-0.00940514j -0.000275519+0.00153598j 0.0100048-0.00719958j 0.0134314-0.00787147j -0.000565927-0.00596613j -0.0263094-0.00225565j 0.00614209-0.00196462j -0.0235628+0.024514j -0.00679612+0.0185202j -0.0230408-0.00248247j 0.0200295+0.00104029j -0.000697422-0.000263703j -0.0164707+0.0131459j -0.0111569-0.00584074j -0.000526893+0.0117195j 0.00479221-0.0209198j 0.00189548+0.00756534j -0.0023696-0.00961318j 0.0171245-0.0164298j -0.00376627+0.00506784j -0.000486839-0.00901449j 0.01848-0.0212673j -0.0178352-0.0114598j -0.0295385+0.0368855j 0.0120276+0.0330147j -0.0177653-0.0122209j -0.0159499-0.0180739j -0.0213302-0.0072015j -0.0160319-0.00521361j 0.00376776-0.00535389j -0.00787887-0.00851255j 0.0453257-0.024979j 0.0004066-0.019786j 0.000943211+0.00270502j -0.0586905+0.0208438j -0.0207468-0.0169364j 0.000859989-0.0127879j -0.0200792+0.00654926j 0.00683885+0.00333047j 0.000377577+0.00708875j -0.0110046+0.0027265j -0.000364975-0.00110863j 0.000974844-0.00114821j 
0.00237988-0.00764651j 0.00683066+0.00554041j -0.0145014+0.00721632j 0.0138681+0.00457909j 0.00301917+0.00509034j -0.0144501-0.00806072j -0.0105849+0.00974693j -0.00878381+0.0226171j -0.00393798+0.0171551j 0.00500047-0.00338086j -0.00950724+0.00906218j 0.0133582-0.0133353j -0.0193649-0.00932047j 0.00213015+0.00177371j 0.00908555+0.00573981j -0.0161383-0.00379409j -0.0132401+0.00607617j -0.00293265-0.025791j -0.0128448-0.0237857j -0.00038356+0.0261214j 0.00377329-0.0166918j 0.0149693+0.00394457j -0.0248487+0.0248947j 0.00565961-0.0284007j 0.0100427+0.00781339j 0.0109538+0.00432506j -0.0226103-0.00974925j 0.0166057-0.018087j 0.00420271-0.015273j -0.00697453+0.000185957j -0.0190711-0.0118679j -0.00349081+0.00724517j -0.00789444-0.00239354j 0.00430763+0.000452464j 0.0211784-0.02741j 0.0102218-0.012081j 0.00876507+0.000452925j -0.00570967+0.00371997j -0.0182578+0.00136232j 0.00387133+0.00946052j 0.0339856-0.0190535j -0.00333994-0.00922753j 0.00599973-0.00198673j -0.0130405+0.00336119j 0.00454005+0.00461721j -0.0156494+0.00707785j 0.0107539-0.00494415j 0.00325686-0.0161488j 0.012236-0.0153461j -0.0188313+0.0134156j 0.0190874+0.0150503j -0.000368322-0.00406947j -0.0123975+0.00982801j -0.00233257-0.019441j 0.0217708-0.0219226j -0.0156886+0.00286512j 0.0371142-0.0156302j -0.00288774-0.00316773j 0.00977025-0.000657942j 0.0176365+0.0148919j 0.000364619-0.00750136j 0.0204445-0.0241615j 0.00272221-0.00392489j 0.0124997-0.0065332j -0.0260621+0.0237544j -0.00641947+0.00196425j -0.00543117-0.00605045j 0.0199126+0.0178475j -0.000236449+0.00157333j -0.0127547+0.00373324j 0.010047+0.0099494j -0.00523319-0.0099358j -0.00421708-0.0235972j 0.0169646-0.00848151j -0.0112777-0.00288594j -0.0281964+0.0108989j -0.0122299+0.00238123j 0.00382124-0.00353565j 0.0043239+0.00553456j -0.0231529+0.00455324j -0.00385885+0.0180451j -0.0574217+0.0118731j 0.0015775-0.00022161j -0.0153225-0.0196639j -0.0336846-0.0008155j -0.0246524+0.006417j 0.00882365-0.010868j -0.00830457+0.00527262j 0.0236816-0.00268858j 0.021601-0.00672695j 0.00686933+0.00270892j -0.00364752-0.00278894j 
0.00241067+0.00190408j -0.0101989-0.00408324j 0.0133852+0.0144715j -0.00989389-0.0031257j 0.0130207+0.00572829j 0.0375561+0.00338375j 0.000748259-0.00825157j 0.00916932-0.00586568j -0.00226636-0.00410204j 0.000409458+0.00599477j -0.0200145-0.00211353j 0.0402821-0.00217002j 0.0176953+4.37597e-06j 0.00140604-0.00145867j -0.0180039+0.016611j 0.0162009-0.00516193j 0.0139653+0.0207785j -0.0211281-0.00338965j 0.00500484-0.0216615j 0.000192729+0.0289513j -0.016949-0.0134412j -0.00549411+0.00241164j -0.00436498+0.00397281j -0.00371216-0.0152989j -0.0144118-0.00140069j -0.00533042+0.0150672j -0.00160428+0.0142698j 0.00241191+0.000792905j 0.00903067+0.0109454j 0.000190545+0.00512224j 0.0250714+0.0144428j -0.0353717-0.0104135j 0.0129123+0.00744752j 0.000277577+0.0129521j -0.0050719+0.0317946j -0.00203134+0.0215455j -0.0228546+0.00263582j 0.00242538-0.00095848j 0.0125559+0.0120124j -0.0163248-0.00888127j -0.0251941+0.0136299j 0.0172248+0.00173881j -0.00909968+0.017006j -0.00319076+0.0104208j -0.00584508+0.00162298j 0.0106157-0.00438407j -0.00724395-0.00655494j -0.00508893-0.00622926j -0.00369135-0.0125722j 0.00368765+0.00580824j -0.0137512-0.0059932j 0.0154339+0.0219205j 0.0189203-0.0291973j 0.00808431+0.0402338j 0.0167588+0.0175734j 0.0192314+0.0161012j -0.0264832-0.021016j -0.0145532-0.016392j 0.00588115-0.000196378j -0.0254211-0.00208656j 0.0100114+0.00167499j -0.0211691+0.0244678j -0.00273687+0.00396235j 0.0190823+0.00534703j -0.0161886-0.000698005j 0.00950281-0.00722344j 0.00407902+0.00853362j 0.00295275-0.00769685j 0.00620194-0.00334822j 0.00120694+0.000436729j -0.00836014+0.0209116j -0.00502633+0.0165826j 0.0163187-0.0333972j 0.00898987-0.0207648j 0.00391053-0.0040139j -0.00372083+0.00319758j -0.0234109+0.0102364j -0.0220546-0.000541015j -0.0144085+0.0019166j -0.00536939+0.00454393j -0.00683731+0.0217236j -0.00081327+0.0040347j -0.00259485+0.000830783j -0.00696559-0.0277215j -0.0239223+0.0154715j -0.0250518+0.00078419j -0.00314391+0.0096621j 0.0108499-0.00826789j 0.00985974-0.00306348j -0.0251444+0.00214017j -0.00594667-0.00493477j 0.00369843+0.00123698j 
0.00315461+0.00420558j -0.00397112-0.00109733j 0.00746816-0.000845782j -0.0111857-0.014761j -0.00246523+0.00363415j 0.0116482+0.0128116j 0.00253809-0.00122078j -0.0122034-0.00995489j 0.00230627-0.00406014j -0.000271139-0.00500803j -0.00062198-0.00345355j 0.0137084+0.0216818j -0.00423952+0.0117045j 0.00667293+0.0135007j -0.0226225-0.011432j 0.00674254-0.00463736j -0.0130077-0.0260096j -0.0187884-0.0110899j 0.0178472+0.00571254j -0.00424166-0.00290127j -0.00394026-0.0149259j -0.0125102-0.00358088j 0.00448177+0.00158294j 0.0182618-0.000547719j 0.0057353+0.0223656j -0.00946185-0.01804j 0.000356422-0.0139505j 0.00680715+0.0181795j 0.00641461+0.00991115j -0.00482545-0.00434964j 0.0123829+0.0176709j -0.0231959-0.0246692j -0.00648863-0.00272679j 0.0100139+0.00525826j 0.00940142-0.00922666j 0.0160347-0.000387792j 0.00428782+0.00794659j 0.00106958-0.00485168j -0.0204034-0.0199984j -0.00931508-0.0107053j -0.0154452-0.0329517j 0.00363369-0.00190851j -0.0170783-0.0139428j -0.0173184-0.012121j -0.00329112-0.0139922j 0.0323312+0.0416908j 0.00195506+0.00703154j 0.00267078+0.00589809j 0.00534351+0.00354655j -0.001993-0.00551931j -0.0392577-0.0683741j -0.00130624-0.00891344j 0.00416234+0.0117444j -0.0244923-0.0244278j -0.0032905-0.0392516j 0.00144997-0.00608976j -0.00820061-0.0138916j 0.00113446-0.00818966j 0.0060532+0.0214586j -0.0031102-0.0249863j -0.00435373-0.0185411j -0.006276-0.0182329j -0.00523102-0.0165251j -0.0146247-0.0221294j 0.0125342+0.00218485j 0.00291766-0.0172154j -0.00271612+0.0147329j -0.00975029+0.00295242j -0.00503709-0.0109659j 0.0108401+0.00934894j 0.0166113+0.00967927j -0.00272676+0.0124004j -0.0304833-0.024616j -0.00651059-0.0208712j -0.0063648+0.00579754j 2.66712e-05-0.00226268j 0.0133035+0.0055702j -0.00037884+0.0172495j 0.0113208+0.00332488j 0.00934581+0.0063521j 0.0349163+0.0175864j 0.011769+0.00524828j -0.00357917-0.00773181j -0.0354959-0.019539j 0.00508936+0.00898225j 0.00105016+0.00279594j -0.00414598-0.00108957j -0.00942874-0.00862306j -0.00530309+0.00143233j -0.00314903+0.0037451j -0.0023397+0.00306425j 0.00476215+0.00442772j 
0.00448048+0.00101332j -0.00592197+0.00122112j -0.00994771-0.00201834j -0.00421428+0.00620748j -0.000241347+0.00512086j -0.00257583+0.000631688j -0.00892853-0.0029282j -0.00832336-0.00800361j -0.0204121+0.0143727j -0.00014696+0.00442539j 0.00617558-0.0169649j 0.00615824+0.0218744j -0.0117563-0.00448851j -0.0119212+0.0144208j 0.00850867-0.00633205j 0.00640892+0.000808967j 0.00963009+0.00174331j -0.00398291-0.0160375j 0.0147369-0.0220419j 0.00531297+3.69299e-05j -0.0108043+0.00701415j -0.00639808+0.0150039j -0.01356-0.0271583j 0.00475743+0.00421165j -0.00806423-0.023452j 0.00851843+0.00687099j -0.00443434-0.0228987j 0.0226966+0.0090462j -0.00557601+0.0141594j -0.00905145-0.00477284j -0.00107918-0.0206738j -0.0151505-0.00975408j -0.00637729+0.000698084j 0.0104277-0.0203921j 0.00444451+0.0169691j 0.0110075-0.0104462j 0.0063475-0.0110839j 0.00156005+0.00286657j 0.0124412-0.00962041j 0.00197869+0.00375277j 0.0323536-0.000685159j 0.00523247-0.0100076j 0.00236781-0.000488926j -0.0185432+0.0121414j 0.0142787+0.00241853j -0.00137908-0.00834582j -0.0035228+0.00664741j -0.00453717-0.0278527j -0.00634911+0.00271732j 0.00190723-0.0185389j 0.0173598+0.0173293j 0.011365-0.00159737j -0.0259953-0.00347003j 0.0109083+0.0176949j 0.00760784+0.0795919j 0.010265-0.0117396j 0.00155878+0.0142018j -0.0201095-0.0191983j 0.0361103+0.0190663j -0.00845938+0.00147872j -0.0122646+0.0186117j 0.0133863-0.00221565j -0.00430591+0.0109809j 0.00573408+0.000679135j 0.0148788-0.00496985j -0.0108868-0.0044262j 0.00852987-0.00524833j 0.0123227+0.00263874j 0.000402712+0.00402216j 0.00904149+0.000290334j 0.0100065-0.00108593j -0.00794275-0.000625574j -0.021021+0.00385912j -0.00849725-0.00557655j -0.00468507+0.00514467j 0.0145144+0.0106301j 0.0267605+0.00295963j 0.00961004-0.00434699j 0.0155662-0.00301084j 0.0101715+0.00522811j 0.0298678+0.0083624j 0.00849337+0.00526655j 0.000908977+0.00755196j -0.0456068-0.00985951j 0.0112539-0.00425098j 0.0119856+0.00234688j -0.00207637-0.00211069j -0.0188678+0.00124952j -0.00774477+0.0044701j 0.00855996-0.00122962j -0.000810947-0.000447937j -0.00197586-0.000681436j 
