1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
-0.545551+0.381474j 0.253787-0.860118j 1.75037-0.733183j 0.119131-0.00910861j -0.53208+0.474769j 1.01536-0.623776j 0.643446-0.714085j -0.234056-0.729637j 0.236281-0.350347j -0.0561568+0.539837j -0.013494+0.670811j 1.06012+0.388476j -1.06487-0.118478j 0.232306-0.343329j -0.801987+0.461761j -0.372019-0.0457066j -0.525655+0.138288j 0.684359+1.56146j -0.8283+1.24738j 0.00994165+0.0933555j 0.189539+0.868318j -0.500753-0.4732j 0.966202-0.107678j 0.524869+0.640678j 1.25601-0.494292j 1.34786-0.248455j -0.714941-0.59994j 0.964159+0.0772631j 0.346777-0.121148j -2.15661-1.23687j 1.1755-1.02208j -1.62279+0.475363j -2.00307+0.506983j -1.0192-0.467196j -2.47071+0.682565j -0.382179+1.84544j 0.933771-0.0910595j 2.99449-0.486742j 1.44224-0.760067j 4.17608+0.754342j 1.62199+0.0445487j -5.91206-0.123524j -3.70929-0.106693j -4.61173+0.682557j -1.88119-0.524791j -1.04225+0.673503j 3.51518+0.32804j 2.56807-0.980773j 5.58377-1.09491j 5.09444-0.0237544j 2.51188-1.04303j -1.76319-1.28568j 1.80827-0.170905j -3.01184+0.0756218j 3.7455+0.0729875j 0.707755-0.416465j -3.58137+0.593655j 1.44789+0.869805j 4.15732+0.142037j 1.05735-0.560908j -2.09729-0.472108j 2.09743+0.54279j -0.403992+1.15743j 1.45632+0.0166271j -1.82624-1.38023j 0.482043+1.07347j -0.889738-2.28552j -0.186066+1.12711j -0.362587-1.37329j 
-0.184075-0.002919j -0.779355-0.158802j -0.461627-1.42702j 0.693921+0.64797j 1.08887+0.393112j 0.197999+0.434919j 0.219871-0.439535j -0.865707+0.237912j -1.03345+0.994638j 0.980664-0.766844j 1.06829-0.355146j 0.43323-1.44144j -1.01588+1.34908j 0.00589709+0.159573j 0.669856+0.824064j 0.125489-0.461336j 1.09797+1.59553j 0.863512-0.349784j 0.217191+0.546534j -0.624125+0.358216j 1.09458+0.0577582j -2.68802-0.323149j -0.987511-0.634732j -0.54618-1.2017j -0.254556-0.121556j 1.38175-2.50786j -0.617634+0.318263j 0.605976+1.01833j 0.957553+0.662437j -0.0583944+0.578595j -0.0450542-0.15373j -0.350037+0.583838j 0.223534-1.10547j -1.22316-1.5297j -0.880836+0.662296j -0.532639+0.172446j -0.169433-0.414309j 0.0122511-0.55517j -1.94381+0.332078j -0.830798-1.28625j 0.800049+0.890339j 1.45293+0.139569j 1.03096+0.166935j 1.34017+0.240534j 0.973064+0.228367j 0.458257+0.307513j -0.903549+0.110918j 0.286089+0.427864j -2.25019-0.640653j -1.82934+0.17653j -0.298177+0.705503j 1.03377-0.0453022j 0.463262+0.449275j 0.782127+1.2882j -1.81669+0.413223j 0.070608+0.0877809j 1.55701-0.578975j 0.267395+0.389042j -2.21672+0.439905j -0.205209-1.13252j 1.17935-0.92962j -0.986099+0.509313j 0.764979-1.89119j -1.24637+1.21697j -0.846301-1.2984j 0.884086-0.211121j 1.15842-0.843183j -1.14903-0.144197j -0.472503+0.134256j 
0.587087+0.643994j -0.0992489-0.0634579j -0.529513-0.136318j 0.138362-1.4576j 0.229069+0.631292j -0.575333-0.167894j -1.90719+0.0630834j 0.892756-0.0043751j 0.0599856+0.606375j 0.316227+0.524593j 1.37737+0.550057j 0.292963-1.81415j -0.779501-0.194473j -0.770163-0.0130195j 0.0215367+0.572395j -0.311834-0.744745j -0.289246+0.67633j 0.00454276+0.454696j -0.00571294+1.11478j 0.256745+1.41561j 0.800726+1.36889j -1.05682-0.679081j 1.79141+0.846964j 0.470817-0.0465738j -0.0515434-1.03541j 0.766999-0.508052j -1.42446+2.3454j 1.39261+1.06728j -0.625715-0.51643j 0.97507+0.334897j -0.322452+0.151323j 0.402322-0.702689j 0.33144+1.05954j 2.00751+0.665657j 2.40991-0.234016j 1.37918+0.272952j -0.989829+0.396992j -3.36888-0.942969j -1.05411-1.19012j -3.64896+1.46224j 0.206364-0.489046j 4.613-1.13274j 1.38325-0.350414j 2.34931-0.669131j 1.83422+0.198233j -0.503188-0.37518j -2.04081-0.140014j -1.85261-0.423783j -3.39427+0.0636424j -2.49775-0.300524j -1.64862-0.487105j 3.46402-0.489322j -0.526263+0.438989j 1.92899+1.00792j -2.60053+0.739325j -0.700157+0.0704897j 3.95958+1.75002j -0.429895-0.313372j -1.94768-0.195837j -0.460705+0.405979j 3.45015+1.12908j -0.67153+0.879803j -0.526876+1.03706j -1.63774-1.26268j 1.56718+0.941914j -2.36255+0.556787j -0.99207-0.434798j -1.01302-0.692271j -0.605607+1.63569j 
-0.68423-0.411911j 0.830619+0.187872j 1.15931+1.59872j 0.233452+0.0514182j -0.267962-0.681029j 1.40292+1.32573j 1.2055+0.527688j 0.903708-0.54618j 0.295433+0.840046j -0.547701-0.467352j -0.746327-0.0297068j -0.390064+1.11786j -0.305996-1.05848j 0.576551+0.196689j -0.497746-0.753022j 0.0366084-0.594429j 0.21589-0.276905j -1.75504+0.977474j -1.87016-0.721146j -0.0680913+0.225668j -0.595021+0.336073j -0.374239-0.6173j -0.156128+1.24245j -0.982421+0.406666j 0.76651+1.73888j 0.658497+0.810904j 0.491498-0.6267j 0.516947+1.40831j -0.0317112-0.353157j 1.59408-2.72497j -0.186052-0.11277j 0.866503+0.18427j -0.997814-0.756476j -0.309159-0.585701j -2.87944+0.207982j 1.02464-0.32131j 0.79494-0.108761j 2.38053-0.967354j 0.210678-0.312966j 3.35597-0.376104j 1.03095-0.334511j -3.41129-0.896288j -2.26136-0.239868j -2.87113-0.327575j -2.94063+0.771701j 0.549544-0.137839j 2.88311-0.157389j 3.1224+0.310641j 5.78419-0.579244j 3.06519-0.712979j 3.07409+0.193683j -1.0636-0.21513j 2.02483+0.507135j -2.08208+1.57893j 1.98254+0.53877j 2.59722-0.391069j -4.44858+1.13516j 0.0731786-0.212278j 2.43479-0.194027j 1.10379-0.950736j -2.2-0.0476408j 0.402204+0.606017j -0.592744-0.952944j 0.677306+0.261623j -0.282032-0.121327j 1.32436+0.000748491j 0.232688-0.75955j -1.22293-0.95263j -0.640685+1.84704j 
-1.04116-0.872934j -0.0309274-0.0485878j 1.41742+0.432401j 0.64562-0.123258j 0.310678+0.912421j 0.365284-0.120488j -1.08459+0.603322j 0.147775+1.03792j 0.180387+0.639127j 0.182042+1.03784j -0.334217-1.03902j 0.528107-0.241116j 1.47012+0.00973807j 0.102431-0.343108j 0.75909+0.241811j -0.422114+0.396192j 0.617387-0.856988j 1.22278+0.26728j 0.406062-1.27095j -0.446514+1.28158j -0.133541+0.109461j 0.173969+0.445207j 0.448763-1.4115j -0.277829+0.0911412j -0.72006-0.760967j -0.0745702+0.536804j -0.590155-1.26107j -0.0366882+1.03302j 1.24917+1.19043j 0.164329-1.02149j 0.561912+0.177934j -1.83027-0.990824j -2.12425+1.65158j -0.930822-0.65574j -0.599801-0.0179967j 1.57288-0.893274j 1.1797+0.932812j 1.11365-1.38161j 1.19806+0.649603j 2.85924+0.854617j 0.447428+0.991487j -1.37884+0.409799j -0.73555+0.650555j -1.88285-0.455341j -1.91313-1.19771j 0.746475+0.265026j 2.44632-1.23928j 0.661619+0.298751j 3.52009+0.638377j 2.49121+1.67855j 0.881213+0.727177j -1.9743-0.535112j 0.592066-1.05427j -2.33407+1.07946j 1.72818+0.881551j 1.49103+1.47095j -3.96552-0.87349j 0.107544+1.11133j 3.41775-0.429372j -0.952308+1.03871j -1.17174-0.15785j 0.802061-0.279862j 2.51155-0.717653j 1.51963-0.380848j 0.200093+0.70543j -0.0132553+0.833234j 0.825547-1.43571j -0.648919+0.633434j 0.426999-0.180025j 
0.522763-0.845078j 0.16264-0.437374j 1.182+0.19103j -2.41724+0.864989j 0.491656+0.924829j -0.92891+0.996689j 0.57043+2.78385j 0.140115-1.93656j -0.626445-1.18154j 1.60496+0.786294j 0.697108-0.423935j -0.516041+0.177408j -1.34559-0.975069j -0.367407+0.773463j -0.226941+0.38223j -0.0800971+0.635984j -1.3306+1.22157j 0.48683+0.458616j 0.456292-0.302347j 1.07593-0.803191j 1.07085+0.360788j 0.307667-2.00822j 1.20109-2.72151j 1.26696-1.10531j -1.21644+0.0236225j 2.00178+1.37009j 1.78145+0.749217j -0.166544-0.672553j -0.10672+0.102155j 0.219355-0.67431j 0.251138+0.167757j 0.093415-0.139119j -0.654481+0.0526607j -0.16797+0.0560399j -1.36809-0.320189j 0.314856-0.175737j 0.726218+0.222948j 2.11864+0.043725j 1.3748+0.0760168j 2.88707+0.0959611j 0.148415+0.120085j -3.32125-0.0309201j -1.60091+0.121699j -2.597-0.183129j -2.26104+0.329488j 0.0212438-0.0641006j 2.11992-0.187178j 1.8992-0.0481326j 4.41006-0.0377094j 2.67889-0.0267906j 1.64863-0.0727453j -1.68729+0.240704j 0.467929+0.0277822j -1.837+0.340244j 2.36016+0.104219j 1.18739-0.126255j -3.58928+0.164011j -0.0167901-0.0183246j 2.53053+0.00080602j 0.64937+0.261251j -1.92562+0.212335j 0.693439+0.261581j -0.18199-0.123589j 1.47596+0.13118j -0.199358+0.0811041j 0.688194+0.0843324j 0.134784+0.0338673j 0.228619-0.0780047j 0.162607+0.0538273j 
-0.0663809+0.441483j 0.0528184-0.666705j 0.882049-0.938329j 0.138385+0.105181j -0.964404+0.651607j 0.216309-1.09918j -0.0312334-1.39941j -0.441359-0.36545j -0.136549-0.741229j -0.247054+0.917138j 0.206416+1.50079j 1.81079+0.301178j -0.937484-0.315309j -0.218352-0.532213j -0.89314+0.521084j 0.146065-0.240468j -1.07877+0.277484j 0.310394+1.15985j -0.696413+1.31489j -0.645584-0.116469j -0.511107+0.923146j 0.200113-1.22902j 0.836842+0.69719j 0.657376+0.510377j 1.39222-0.852027j 1.47346+0.459234j -1.41781-0.658383j -0.0597039+0.426755j 0.080969+0.30705j -1.76983-0.146443j 0.554352+1.13936j -0.0747866-1.40979j -0.00302987-0.776312j 0.0399525+0.173026j 0.426283-0.0659346j -2.21229-1.0375j -0.127398-0.164827j -0.672663+0.470674j 0.710701+0.605462j -2.23819-0.158368j -0.664764+1.3563j 1.85325-0.857637j 1.69617-0.994303j 0.732141-1.31289j 1.20821+0.689346j -0.409398-1.4994j -1.7209+0.350627j 0.0476941+0.34007j -1.22512+0.428602j -1.57769+1.47694j 0.0431309+0.376011j 1.25885+1.31758j -0.952143+0.31429j 0.932439-0.59873j -1.01007+0.60572j -0.183282-0.648098j 0.507644+0.680819j -0.842414+0.82103j -1.67692+0.747489j -0.09336+0.591853j 0.765554+1.19878j -1.38065+0.731618j -0.967552-0.921342j -0.231399-0.0783057j 1.39673-0.838373j -1.33607-1.19981j 2.06437-0.52773j -0.555349-0.221515j 1.37969-0.692622j 
1.16208-1.7452j 0.233193+0.132649j -0.487268+2.48573j -0.0152852+1.36278j -1.67447+0.643492j 0.0311297+0.369063j -0.956551-1.36794j -1.56304-0.254177j -0.927602+0.129856j -1.67521+0.592488j 1.58879-0.383118j 0.401488+0.907967j -0.21167+1.86871j 0.395054+0.135737j -0.48012+1.05846j -0.589026-0.754164j 1.15869+0.972887j -0.679363+2.08493j 1.70301+0.771234j -1.81586-0.868179j -0.35055-0.112509j -0.553742-0.0140468j 2.13629+0.662279j -0.0881388-0.336908j 1.27977-0.894183j -0.405411+0.101798j 1.97788-0.811271j -1.12475-0.337857j -0.0594529-0.125218j 1.21203+0.146072j 0.464998+0.000489489j 0.442301-0.279628j -1.15701-0.130797j -0.47604-0.104788j -2.44718+0.0527079j 0.945775+0.212337j 0.893101-0.138934j 2.87596-0.0826433j 1.57364-0.229164j 4.12227-0.174686j 0.206601-0.132946j -4.76596+0.472969j -2.3583+0.460455j -3.59014+0.348773j -3.03284-0.0797677j -0.183643+0.0391532j 3.10209+0.0171474j 2.1168-0.187946j 5.88647-0.15175j 3.59642-0.372012j 2.44431+0.0277106j -2.40121-0.0744638j 0.898234-0.0711011j -2.80349+0.0939994j 3.36602-0.110208j 1.32199+0.143238j -4.90097-0.303581j 0.20476-0.471595j 3.69818-0.0147323j 1.05051-0.0661783j -3.22907+0.0385746j 1.23577-0.063394j 0.11538+0.0316036j 1.81891-0.0190079j -0.71999+0.130575j 1.09442+0.184227j -0.142202+0.136634j 0.386202-0.0362339j -0.0465378+0.223554j 
-0.149924-1.62156j -1.43688+0.48297j -0.277836-0.38232j -0.752227-0.351004j -0.54174+0.293819j 0.646474-0.580961j 0.147379-0.585554j 1.12002-0.39548j 0.466367+0.0259502j 0.270542-1.4705j 1.16664+0.429518j 0.873153+0.89401j 0.473075-0.659956j 0.520699-0.851984j -0.435222-0.085254j 0.0568322+0.0985169j -1.17428+0.857961j 0.0956209-0.542328j -0.426014+0.165173j 0.154586+1.30822j -0.247659-0.355431j -1.17711-0.15239j 0.739993-0.952899j -0.369859+0.783906j -0.357514-0.14196j -0.886311-0.350153j 0.508568-0.88702j -0.737604+0.183052j 0.584275+2.84677j 0.317404+0.193715j -2.31296+0.929294j -0.271095+1.46716j -0.111096+0.105214j 0.739545+0.401092j 0.723915-0.0490429j -0.911186+1.12199j -0.250217-1.15291j -0.63751+0.365969j 0.643397+0.608548j 0.024353-0.151308j -0.11396+0.0148644j -0.924629-1.71874j -2.37175-1.13931j -0.0969613+0.820064j -0.122131-1.98988j 1.10441-0.573074j -0.996701-0.0248282j 1.77304-0.563639j 2.22603+0.500313j 0.862142+0.176602j 1.78531-0.422874j -0.656144+0.0159428j 0.884431+0.169709j -1.03612-0.898862j 0.852118-0.278145j 0.540509-0.315575j 0.259855+1.60846j 1.28755+0.138883j 0.286341-0.151666j -1.19312+0.63279j 0.147809-1.42163j 0.100668+0.121795j 1.3193+0.480814j 1.47089+0.574765j 0.124516+0.529475j 0.619867-0.331108j 1.00669+0.481569j -0.13535-0.136836j -0.0565086-0.12468j 
0.495927+0.13722j 0.243431+0.179585j 0.0381388+0.910029j -0.789652-1.61806j -0.398747+0.583347j -0.794248-0.543367j -2.16899+0.945349j 1.45388+0.0304388j 0.75588-0.311131j -0.287856+1.34357j 0.400441+0.0927918j -0.242397-0.527512j 0.868285-1.05525j -0.628355-0.247042j -0.0832666-0.0874247j -0.578928+0.133153j -0.79802-1.02756j -0.0763817+0.340253j 0.509897+0.0795985j 0.600925+1.03595j -0.0865913+0.811375j 1.47782+0.300113j 2.14973+0.467042j 0.841721+0.790638j -0.296455-1.06378j -1.06143+1.55205j -0.515514+1.23472j 0.565654-0.123049j 0.450681-0.564094j 0.671625+0.171881j -0.344535-0.181912j 0.962687+0.447872j -1.8586-0.852805j -1.96835+1.22833j -0.270329+1.90917j 0.177094+1.59127j -0.601851-0.138078j 1.6151-1.12715j 0.442017+1.55014j -0.418417-0.94459j 0.782289-0.299698j -1.11123+0.961753j -0.650617+0.0223198j -0.125204-0.103371j -0.71303-0.224865j 0.512143+0.00622129j 1.39781+0.247112j 1.53007-0.5891j 0.665829+0.715869j 0.689122+0.487828j 1.21446-0.442765j -0.729172+0.36997j 0.668663-0.569744j -0.709839+0.170559j 0.378655+0.513895j 0.197263-0.130443j -2.23755-0.632772j 0.377235-0.477916j 1.0417+1.61898j -1.19557-0.691263j -2.13628+0.198994j -0.00546599+0.619471j -1.54854-0.757364j 1.79067+1.34955j -2.33253+1.08282j 0.379363-1.76018j -0.0777501-1.02998j 0.129876+0.341566j -0.765466+0.157667j 
1.36142+0.455325j -0.2054+0.482303j -2.012+0.0798779j -1.28929-0.0725984j -0.843418-1.20443j -0.235487-0.232003j 0.604295-0.590808j 0.501106-1.38856j 0.151377-0.561182j -0.668213-1.08031j 0.461999+1.20988j -0.74157+0.514832j -1.08597-0.403616j -0.146237+0.113628j -0.772882-0.496495j 0.492923-0.503047j -0.849384+0.609372j -1.79441-0.352052j -0.537386+1.32247j 0.609407-1.11808j -0.0631374-0.355127j 0.141476-0.34014j -0.0383795+1.74379j 0.0708507+0.147449j 0.740529+0.922059j -0.363564-0.157597j 0.834655+1.54778j 0.506236-1.019j 1.25553-0.705534j 0.00310331+0.849903j 0.128003-0.636383j -1.25162+1.64195j 0.225249+1.74653j -1.56212+0.636457j -0.975019-0.0535513j -0.00681174-0.876236j 1.63904-0.520917j 0.00670217-0.436976j 1.30529+0.345081j 2.77867-0.576319j 1.2393-0.159221j -1.44368-0.653177j -0.464823-0.324137j -2.25939-0.186366j -2.12679-0.461927j 0.731933-0.475713j 0.721175-1.0892j 1.39946+0.631603j 3.1871+0.610784j 3.35255+0.176907j 1.71639+1.08087j -1.9902+0.23392j -0.438233-0.588293j -0.526205+0.892454j 2.47362+0.799577j 1.94184-0.244922j -3.8698+0.323509j 1.50022+0.169456j 1.97753-0.981544j 0.618951+1.31689j -1.74966-0.641617j 0.429092-0.163215j -0.137062-2.45221j 0.802582-0.0602448j -0.171069+0.00817959j 1.18037+0.620188j -1.36067-1.09891j 0.611474+1.07235j -0.321816-0.237891j 
2.87048-0.443517j -0.91394-2.70457j 1.03075-0.279159j 0.781704-1.10199j -0.336382-0.721513j 0.805548+1.18244j 0.808291+0.15596j 0.551898+1.93849j -0.312482+0.590418j 2.1811+0.440122j -0.718636+1.5572j -1.43271+1.23479j 1.15343+0.922243j 1.42972+0.76247j 0.132099-0.392429j -0.336674+0.315376j -0.923004-1.66426j 0.746998-0.0291182j -0.209612-0.864137j -1.89781+0.138904j 0.523915-0.224827j 0.375086-1.56643j 1.44096+1.01755j -1.01609-0.735536j 0.103767-0.56141j 0.749008-0.935241j 1.1073+0.732313j 0.0832795-0.74756j -0.863595+0.410253j -0.245914+0.344249j -0.424427-0.582644j -0.449987+0.0974683j -0.348361+0.154477j -0.228385+0.398091j -0.59663+0.385007j -0.477203-0.258763j 0.435614-0.0162972j 0.620303-0.390777j 0.378226+0.0393979j 1.21302-0.200864j 0.163822-0.116478j -1.08341-0.100776j -0.383272-0.555955j -0.989292-0.0596913j -0.640554+0.160182j 0.0451179+0.0831878j 0.70551-0.0838725j 0.814403+0.156628j 1.79755+0.192078j 1.37532+0.137738j 0.963148+0.139667j -0.802028-0.0340391j 0.397906+0.045349j -0.769544+0.0109394j 0.978531-0.0166448j 0.638559-0.0687567j -1.52713+0.346969j 0.125464+0.09691j 1.01327-0.0118687j 0.085635-0.102569j -0.715354-0.0922646j 0.302386+0.0147544j -0.0211755+0.155519j 0.554382+0.158287j -0.187237+0.100301j 0.386677+0.042567j -0.0572422+0.157173j 0.145045-0.0572948j -0.0465129-4.02122e-05j 
-0.949144-2.26706j -2.00434+1.22675j -0.366113-0.895023j -0.952687-0.551531j -0.509423+0.408111j 0.929594-0.774917j -0.0881104-0.486876j 1.44008-0.595331j 0.542832+0.408959j 0.29006-1.49836j 1.29516+0.416325j 1.15326+1.02163j 0.665141-1.01475j 0.335086-1.18021j -0.158899-0.123596j 0.367338+0.181363j -1.34113+0.652079j 0.106598-0.304579j -0.533626+0.281313j -0.0121849+1.6277j -0.111888-0.442648j -1.25658-0.385185j 0.808952-1.27955j -0.627661+0.798584j -0.417832-0.233847j -0.727487-0.790468j 0.544133-0.961315j -0.831734-0.276178j -2.37909-0.126889j 0.24674+0.221886j -0.00306749-1.99044j -0.888491-0.8868j 0.0957099-0.16145j -0.114317+0.367182j 0.264924+0.875812j -0.471483-0.58042j 0.966428-0.0667489j -0.564971-0.812506j -1.04306+0.0311543j -0.614017-0.486802j -0.279671-0.124496j 2.34678+0.525823j 1.61335-1.43688j -0.435459+0.28121j 2.54542+0.917661j 0.0243457+1.44161j 0.187646-1.22409j -0.469349+1.39107j -2.07304+0.824415j -1.21163-0.291481j -0.722007+1.13166j 0.68754-0.250664j -0.560094+0.631514j 1.56998-0.377084j -0.57604+0.353435j -0.208587+0.360927j -0.723124+0.192793j -0.724233+1.05276j -0.262304-0.135393j -0.205383-1.48932j 1.53375+1.30397j -0.191713-0.114324j -0.848116+1.23894j -1.29121+0.71265j -0.452524+0.00634375j -0.264977+0.522067j -0.626676+0.709224j 0.0192392-0.233449j 0.181395+0.0263443j 
0.0461218-0.138047j -0.177633+0.216925j -0.296806-0.244517j 0.0186167+0.356051j -0.236401+0.15224j -0.625719-0.444735j 0.00347588-0.293104j -0.326176+0.419259j -0.173442-0.576547j 0.0534923+0.301741j -0.299891-0.475743j -0.481638+0.305741j 0.386357-0.142599j 0.0566857-0.459533j 0.11821+0.152847j 0.654237+0.903842j -0.557501-0.154769j 0.87113-0.234162j 0.278212+0.417008j 0.336631-0.448417j -0.116284-0.956112j 0.0740131+0.109876j 0.464246+0.347826j -0.144463-0.121509j 0.00908065+0.8502j 1.02232+0.0799564j -0.933382+0.303907j -0.950482+1.09478j 0.259417-0.333514j 1.23981+0.865154j -0.511314-0.190411j 0.476728-0.0880698j 1.01078-0.12906j 1.31073+0.0672352j 2.11595+0.065547j 0.601343+0.237748j -1.28767-0.044022j -3.55968-0.950843j -2.83335-0.93444j -5.07145+0.215895j -0.136637+1.03729j 7.11813-0.573961j 4.22445-0.55315j 4.6191-0.28259j 2.23521-0.785778j 0.568229+0.568154j -3.33563+0.614797j -1.90069+0.999113j -6.42152+0.282568j -3.63392-1.06118j -3.2667+0.49547j 4.06657+1.44313j -1.40789+0.886095j 2.43283+0.131421j -5.31965-0.231874j -2.16571-0.258877j 6.79461+0.296728j 0.0769007+0.355034j -3.86203+0.041856j -1.44483-0.0250411j 3.82681-1.56657j -2.33645-0.115561j -1.67802+1.17616j -2.7077+0.766725j 0.98538-0.803832j -0.246768+0.82984j -1.63628-1.13383j -3.21189+0.171997j 0.55962+3.26175j 
-0.237174-0.00592789j 0.273852+0.189923j -0.310645+0.53672j 0.704188+0.0807234j 0.139549+0.438704j -0.741848+1.09013j -0.614621+0.0589168j 1.10173+0.288619j -1.31339+0.460132j 0.59278+0.184186j -0.71896+0.496113j 0.552771+0.865005j -0.282733-1.25154j -0.580467-0.362156j 0.136109-0.142025j 1.6643-1.0117j -0.175943+1.00472j -0.194955-1.46234j 0.773437-0.149442j -0.789638-0.487885j -2.05276+0.386814j -0.342811-0.389035j 0.61642-0.500021j -0.368968+0.311431j 1.42452+0.115519j 0.761083-2.01254j 0.0137489+1.95467j 1.98354+2.41321j -0.349383-0.336503j 2.06209-1.7307j 0.110623-0.322362j -0.215867+0.0196914j -1.00183+0.0865574j -0.25205-0.128929j -1.51426+0.243711j 0.162662+0.0214201j 0.722367+0.0221602j 1.71782+0.0303277j 0.823992+0.153804j 3.10779+0.288342j 0.797023+0.0101727j -3.82476-0.442031j -1.74616-0.605218j -2.74402+0.155452j -2.51085+0.235484j 0.117665-0.00168425j 2.48253-0.0769967j 2.12477-0.535455j 4.24958-0.358398j 2.28889-0.503506j 1.91751+0.12615j -0.989813-0.528144j 1.10679+0.00571684j -1.76044+0.464956j 2.32579+0.53351j 0.984695+0.242944j -3.38911-0.682728j 0.410608-0.556237j 2.88843+0.120836j 0.777005-0.0377854j -2.65316-0.0901102j 0.992768+0.500358j 1.10365+0.393553j 1.98052+0.0487127j -1.32425+0.300202j 1.26281-0.582497j -0.635776+1.3978j 1.12857+1.67218j 1.35454-0.687412j 
0.138359+0.253527j -0.272113-0.335617j 0.102717-0.839207j 0.379534+0.45046j -0.778786+0.4109j -0.415596-1.05469j 0.0777693-0.568697j -0.791779-0.334158j 0.127243-0.551422j 0.573583+0.680015j -0.111426-0.114224j 0.44168-0.304923j -0.990154+0.0782878j 0.132725-0.588438j -0.34823+0.547129j -0.0355752+0.178377j 0.168517-0.0977665j 0.343935-0.509493j 0.769198-0.563728j -0.341109+0.182116j -0.466326+0.896168j -0.534913-0.131099j -1.17515+0.251012j 0.176711+0.440829j -1.66636-0.857306j -0.130266-0.631839j -0.261549+0.146869j 0.231656-0.856529j 0.707897-0.178582j -0.107608+1.80445j -0.822645-1.20871j -0.439529+1.14715j 3.0833+0.0028319j 2.14113+0.290849j 7.90597-0.360431j -0.71121+2.14289j -3.47651+0.124733j -10.4325-0.0231806j -6.39577-1.33891j -13.608+1.11293j 0.212719+0.370042j 16.4581+0.279018j 9.49592-0.399094j 13.0435+0.927277j 9.9417-0.946867j -0.391218+1.12146j -10.615+0.387852j -8.66172-0.0541897j -21.8017+0.552108j -14.207-0.0277149j -9.23839+0.61204j 10.0091-1.09879j -3.33581+0.0569594j 9.94012+1.80932j -11.3431+0.342265j -4.88233+0.459494j 17.9725-0.97333j -0.356589-1.20403j -12.2032+0.619449j -3.56972-0.591967j 11.752-0.766425j -3.24601+1.21644j 0.841625-1.74189j -6.9265-0.208607j 1.05475+1.68207j -2.90271+0.752196j -1.38903+1.32013j 0.171466-0.0428031j -1.78457+1.57041j 
-0.0376678-0.115675j -0.0169634+0.207933j -0.392144-0.0580492j -0.0480673+0.474612j -0.186516-0.104441j -0.728126-0.31901j 0.00799529-0.271517j -0.118688+0.776212j -0.403509-0.747606j -0.217837+0.436035j -0.23382-0.519483j -0.610761+0.359935j 0.987197-0.573566j 0.239906-0.207534j 0.0418865-0.0345584j 0.85359+1.31583j -0.893455-0.144716j 0.988741+0.184204j -0.149193+0.713742j 0.429784-0.460374j -0.260955-1.56477j 0.33144-0.675112j 0.425148+0.586308j -0.377387-0.398325j 0.0497842+1.17572j 1.83995+1.03968j -1.69033-0.198715j -2.19632+1.70032j 0.336631-0.0857406j 1.23929+1.62799j 0.174586-0.144954j -0.546857+0.294819j 0.901067+0.148605j 0.0629505+0.373573j 1.60674-0.340412j -0.728924+0.459205j -0.499626+0.00566128j -1.14326+0.492907j -0.0779062-0.100054j -2.19289-0.0401587j -0.45225-0.326833j 2.14707+0.819484j 0.699162+0.506068j 1.99497+0.248241j 2.54955+0.04245j -0.458607+0.0263016j -2.04079-0.173068j -2.20285-0.130157j -3.64838+0.133982j -2.52892+1.04056j -1.47632-0.251095j 0.609749-0.463331j -0.71377-0.419806j 1.93244+0.256528j -1.10916-0.290244j -0.417969+0.14645j 2.33913+0.13152j -0.15486-0.305134j -2.63512+0.555756j -0.133834+0.085805j 2.31347+1.23996j 0.0459565+0.265918j 1.16119-1.00142j -0.927366-0.346427j 0.229103+0.372583j -1.2235-0.00163077j 0.498727+0.509659j 1.22279-0.618765j -1.20875-1.35895j 
