1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
-0.0281412+0.0981281j 0.353311-0.0190668j 0.108803+0.469711j 0.956625-0.228378j -0.0091153+0.266746j -0.908573+0.69482j 0.0458245+0.10019j -0.357903+0.133195j -0.104371+0.36015j 0.463786-0.0140907j -0.13968-0.0176062j 0.1697+0.953099j -0.795971-0.55094j -0.987758-0.064922j 0.381522-0.143609j 1.71213-0.558822j -0.486759+0.944586j 0.820877+0.220573j -0.0477915+0.86043j 0.119501-0.277915j -1.07941-0.689321j -1.1483+0.506112j 0.775824+0.758737j 0.0970307+0.150987j -0.25349-0.279327j 0.44013-1.01488j 0.629854+0.233814j 2.63817-0.0859881j 0.297799+0.0440917j 0.185246-2.09664j -1.74467-0.086355j -0.531918+0.275341j 7.11238-0.112155j 3.00593+0.17041j 14.6253-0.207757j -2.20166+0.2946j -6.3657-0.0131398j -18.6974+0.224647j -10.546-0.0436158j -25.9344-0.121373j -1.9037-0.422966j 30.3638+0.436991j 15.437+0.217229j 23.4247+0.0899338j 19.488+0.111495j -0.232623-0.0724582j -20.0172-0.0946534j -16.0697-0.182861j -39.068+0.478551j -25.3687+0.332971j -16.4909+0.216337j 15.4837-0.552203j -6.91866+0.0627968j 17.3151+0.605779j -20.6768-0.0901953j -10.1914+0.301844j 32.0964+0.00843848j -0.875925+0.218397j -24.0906-0.445779j -6.42202+0.418143j 19.1599+0.454669j -7.07595+0.375229j 0.0889619+0.122577j -12.7031-0.0880277j 4.32459+0.253155j -7.11424+0.24304j -0.18152-0.779328j -1.73921-1.61772j -1.86224+0.0392877j 
-0.0412027+0.208231j -0.415934+0.0399839j -0.646376+0.0933782j -0.576082-0.185781j 0.241847+0.674435j 1.09519-0.12847j -1.04754+0.199415j 1.73167-1.08427j -1.28727+0.461711j 0.0966423-0.435196j -0.530901+0.671985j 0.0670763-0.446433j 1.26608+0.523823j 0.758904-0.278426j -0.215709-0.299146j -1.34891-0.532746j 1.02347-0.555139j -0.70726+0.265875j 0.065191-0.648457j 0.919985+0.359588j 0.718855+0.379067j -0.137246-0.229129j 0.504209-0.0983641j -0.187472-0.601816j -0.36527+0.353831j -0.590794+0.534951j 0.237347+0.46084j -0.576805-0.910456j -1.21943-0.363293j -0.140758-0.130302j 2.99704-0.553412j 1.64866+0.0217466j -17.0334+0.892536j -6.98472-0.383007j -32.0428-0.0257958j 4.90337+0.883577j 14.5329-0.0312847j 41.6969+1.26958j 23.1691+0.288143j 59.1204+0.28125j 5.30129-1.20482j -68.4198+0.694031j -34.9489-0.472543j -51.6097-0.0525688j -42.4014-0.0544066j -1.09655-0.456037j 43.8523-0.310714j 35.0505-0.909399j 86.6422-0.16777j 54.3317+0.553345j 36.532+0.017817j -35.8583-0.924719j 13.916+0.238313j -38.0596+0.291544j 46.3322-1.04596j 22.4988-0.411551j -72.5198-0.192905j 1.12973-0.787138j 50.7399-0.374343j 14.078+1.49416j -42.7553-0.330118j 17.101-1.33241j -0.631762+0.648906j 27.3662+1.33536j -7.07824+0.122333j 16.0915+1.24952j 1.26091+0.615023j 4.79201-0.939305j 1.65632-0.163729j 
-0.123558+0.0852808j 0.595075+0.152799j 0.08621+0.53663j 1.52952-0.0294631j -0.13825+0.338814j -1.4406+0.744606j 0.572717+0.148744j -1.5029+0.210519j 0.356984+0.445887j 0.651038-0.180525j 0.196353+0.425093j 0.463986+0.744201j -1.27934-0.507993j -1.57968-0.231606j 0.565804-0.165819j 1.90842-0.248562j -1.37751+0.618477j 0.412872+0.932413j -0.250637+0.981559j 0.480126-0.0536002j 0.0895764-0.715286j -1.66336-0.0149218j 0.685138+1.17879j -0.185505+0.180122j 0.1293-1.0325j 1.33757-0.590887j 0.196556+0.0471591j 2.89502+0.485744j 0.740847-0.0929512j 0.227724-2.36203j -3.57738+0.0369798j -1.24392-0.145156j 14.7161+0.135676j 6.45606-0.42803j 30.2942+0.229376j -4.1228-0.0564964j -13.5229-0.0333296j -39.7885-0.16175j -22.9753+0.313884j -54.5266-0.101471j -3.78419-0.207497j 63.8658-0.189554j 32.2435-0.311033j 48.7645-0.256525j 39.5174+0.033259j 0.514892-0.329441j -41.3064-0.186126j -32.5662-0.419255j -81.5781-0.532029j -51.8979-0.258454j -34.6395-0.289669j 32.9281-0.215074j -14.7058+0.101172j 37.4039-0.376787j -44.9943-0.267615j -22.705-0.0593434j 68.56-0.136587j -2.16994-0.583906j -48.7229+0.389944j -13.5407+0.0141742j 41.4555+0.144979j -14.5148-0.40546j 1.21066+0.133714j -25.5724+0.31364j 7.117-0.0547314j -16.1293+0.0814785j -1.68341+0.562024j -3.09353+1.04548j -0.188924-1.11629j 
-0.209677+0.136332j -1.52497-0.189509j -1.39861-0.428022j -4.62358+0.00460275j 1.24938+0.43289j 4.08769-0.875221j -4.20286-0.425916j 9.32877+0.0226638j -5.00859-0.562062j -2.1674+0.593846j -1.08117-1.75658j -3.50684-0.661149j 6.85589-0.033461j 5.23727+0.314803j -1.05899+0.157504j -3.76165+0.521525j 3.91403+0.520531j 1.06465+0.185632j -1.12739-0.453488j 0.0447745-0.114776j -2.24937-1.00183j 0.0884615+0.483087j -0.761206+0.333433j 1.763+0.170399j -2.38369+1.37616j -3.58637-1.17134j 2.47436+1.3399j 0.147133-0.468992j -5.55739-0.337845j 1.40378+0.557378j 16.1114-0.82343j 6.15632+0.340423j -72.6093+0.48634j -30.6131+0.574481j -146.941-0.441932j 20.8317+0.797468j 65.544+0.00744803j 191.412+0.820204j 108.904-0.557604j 264.51+0.45962j 19.454+0.606561j -309.378+0.56028j -156.311+0.483649j -235.733+0.395902j -192.854-0.430126j -1.62097+0.77359j 199.996+0.0748238j 159.108+0.157486j 394.393-0.0349364j 251.325+0.192378j 167.336+0.113471j -159.064+0.471789j 69.3682-0.421716j -177.351+0.302199j 214.493+0.412092j 106.574-0.473327j -329.776+0.123518j 9.14006-0.0387108j 236.975-0.281607j 65.7651-0.105852j -198.527-1.14375j 72.1809-0.36516j -3.23009-0.334839j 125.104-0.565476j -36.5667+1.072j 76.0638-0.527912j 8.42674+1.64588j 19.5952-0.912545j 5.59318+0.932568j 
0.0238026+0.0608071j -0.00821886-0.174191j 0.331983+0.0550799j -0.0244282-0.26227j 0.143625-0.160792j 0.700771+0.285409j 0.133227+0.174306j 0.227392-0.452444j 0.325279+0.44156j -0.0522121-0.161912j 0.0627705+0.0571935j 0.441049-0.000354511j -0.360272+0.160201j -0.0225282+0.247897j -0.0990648-0.303029j -0.540084-0.932558j 0.859143+0.200829j 0.269852-0.540611j 0.559454+0.288132j -0.214882+0.00898415j -0.561+0.677193j 0.157726+1.05614j 0.424487-0.20329j 0.0465425-0.12454j -0.457241+0.00743217j -0.935324-0.170531j 0.26289-0.676829j 0.43316-2.37553j -0.131801+0.0809175j -1.73155-0.372673j -0.0568077+0.114607j 0.531492-0.313263j -0.9607-0.148858j -0.192427-0.276083j -1.7861+0.222103j 0.704807-0.184104j 0.583731-0.0609101j 1.71116-0.492096j 0.363681-0.134842j 2.3395-0.0454392j -0.198084+0.250585j -2.17207-0.280979j -1.18047-0.196404j -2.0323-0.330403j -2.32981-0.751154j 0.30257+0.210801j 2.10712+0.130991j 1.96234+0.577462j 4.2295-0.504664j 3.03958+0.107428j 2.02875-0.349013j -1.65483+0.710556j 0.754523-0.0513574j -0.495992+0.0587642j 1.12539-0.440941j 0.937038-0.600013j -2.5591+0.475445j 0.534359-0.553197j 2.18437+1.60478j 1.0986-0.236908j -1.22125+0.416384j 0.95887-0.182938j 0.636802+0.424311j 1.66912+0.79309j -0.819508-0.927279j 0.693567-0.772684j -1.52468+0.205659j -1.48087+1.83348j 1.91414+1.20528j 
0.167859+0.081065j -0.106084-0.0633195j 0.0695424-0.161247j -1.26477+0.258695j -0.137964+0.507068j -0.425615-0.355014j -0.198054-0.0520225j 0.653037+0.336725j -0.464971+0.0561539j -0.844312-0.3596j -0.196494+0.112757j 0.397352-0.0420012j 0.618771-0.358884j 0.491698+0.777211j 0.476407+0.0847145j -0.0565344-0.432001j -0.735812+0.234754j 0.175361+0.0819393j 0.896772-0.387942j -0.507881-0.739798j 0.404882+0.807239j 0.188871-0.568321j 0.301883-0.00722835j 1.63448-0.277432j 0.0901798-0.22162j -0.63447-0.527526j 0.774559-0.685791j -0.587595-0.564214j -0.590126-0.115602j -0.179309+0.439799j 2.2129-0.335695j 0.428398+0.307211j -7.35498+0.537865j -1.673-0.033232j -16.8719-0.938441j 2.99415+1.07798j 6.8513-0.338692j 21.5565-0.655824j 11.9961-0.543219j 27.8401-0.486174j 2.7543+0.621837j -33.6791-0.211939j -16.4529+0.777061j -26.1255-0.768163j -21.3059+0.664544j 0.625128+0.644125j 21.4205-0.00917301j 17.0627-0.44774j 44.4248-1.06256j 27.4971-0.362915j 18.4454+0.274175j -17.1781-1.23502j 7.44962+1.41981j -19.1809+1.20297j 22.8036-0.37053j 10.4927+0.945698j -35.885+1.04966j 0.548278-0.610416j 26.2048-1.10292j 8.10029-1.22436j -20.9954-0.265577j 9.28799-0.462053j 0.220292+1.22043j 12.7933-0.991926j -5.22593+0.0996053j 8.65098-0.770479j 1.95725+0.453514j 1.68143-0.524606j 0.497354+0.322547j 
-0.115091+0.16849j -0.524339-0.0578518j -0.567323-0.286733j -0.249841+0.393554j 0.34571+0.472244j 0.341188-0.170458j -0.183505-0.0137036j 1.00349+0.00255738j -0.956726-0.178776j -0.461551-0.535728j 0.0230749-0.0739048j -0.664185+0.298917j 2.09315+0.685487j -0.471322-0.53447j 0.589455-0.695941j -0.936422-0.189546j 0.647798-0.16666j -0.463374-0.623058j 0.207972+0.249616j -0.957868+0.0287633j -1.19847-0.30987j 0.40296+0.107283j -1.00296+0.832455j -0.755245+0.0250308j 0.845773+0.128766j -1.28243+0.2384j 0.272699-0.320535j -0.360602-0.218801j -0.206824-0.347404j 0.470515+0.170532j 2.01106-0.855364j 1.0185+0.596062j -10.673-0.238082j -5.07205-0.452983j -21.4526-0.249724j 2.6305+0.782496j 9.16991-0.551767j 27.2958+0.227832j 15.0708+0.0534751j 36.8518-0.661662j 2.37012-0.0513673j -42.3236+1.3546j -23.0531-0.746963j -32.4586-0.961038j -28.5009-0.359485j 0.332803-0.928415j 28.3844-0.324149j 21.4859+0.59437j 55.0693+0.346354j 34.3111-0.946687j 25.3314-0.293344j -22.4365-0.323875j 9.93711-0.305612j -25.2344+0.353623j 28.2542+1.01849j 14.5418+1.0102j -47.1051+0.830216j 1.32747-0.860875j 32.5616+1.34384j 9.23649-0.320211j -28.345+0.956675j 9.26556+0.967049j -1.34829-0.450236j 18.1733+1.30543j -6.00556+0.455069j 9.41379-1.08469j 1.74737-0.0524366j 3.28684-0.840699j 0.416673+0.170582j 
-0.303885+0.127963j -0.598647-0.0548908j -0.432759+0.279169j -3.18659-0.234254j 1.16927-0.289757j 3.7523-0.167691j -1.93039-0.0331412j 5.09667+0.0242916j -2.14809+0.246819j -2.12918-0.256823j 0.597074+0.240263j -1.15748-0.915492j 4.65993+0.0957847j 2.52823+0.471833j -0.803737-0.38968j -3.31229+0.166607j 1.83315+0.256264j 0.290422+0.732519j -0.437108+0.00735255j 0.306321-0.45817j -0.340582-1.34351j 0.049499+0.180031j -0.816235-0.492203j -0.00861281+0.351672j -0.760325-1.0212j -0.949139-0.233553j 0.55013+0.312393j 0.326678-0.392377j -3.44577+0.0262318j -1.07908+0.580249j 9.59037-0.0660523j 3.94676+0.174593j -44.1666+0.175265j -18.8443+0.225185j -90.1269-0.277046j 12.7551+0.0803591j 40.2047+0.090091j 117.599+0.54292j 66.8135-0.0543065j 162.269+0.00395136j 11.7259+0.587764j -189.352+0.123321j -95.7102-0.289929j -144.125+0.274617j -118.233-0.307161j -0.714556+0.475144j 122.818+0.397774j 97.523+0.266921j 241.592+0.936146j 154.194+0.0984835j 102.586+0.423845j -97.123+0.355466j 42.5279-0.519981j -109.184-0.361952j 132.012+0.783233j 65.5896-0.457387j -202.169-0.331811j 5.91134+0.777485j 145.049-0.148849j 40.2462-0.128727j -122.573-0.635675j 43.4147+0.64427j -2.21247-0.449308j 76.6949-0.460477j -22.0491+0.252123j 46.9014-1.08964j 5.50227+0.700936j 11.4871-0.667965j 3.45696+0.563987j 
1.17582-0.150914j 2.05139+0.0971884j 2.4632+0.417365j 9.17906-1.07368j -1.73398+0.643235j -8.92917+0.0201006j 6.71732+0.959425j -18.2417-0.119998j 8.71241+0.832948j 4.74446-1.38572j 1.97926+0.583187j 3.37852-0.346385j -12.7955+0.817208j -8.68825+0.0283678j 0.759064+0.663512j 7.51733-0.129372j -6.18085-0.816003j 0.572672+0.217815j 0.570814-0.244087j 1.556-1.53552j 2.33949-0.412317j -1.49486+0.882551j 2.66603-1.69544j -3.29411+0.0436156j 1.7962+1.86942j 5.65422+0.126783j -1.82354+0.201658j -2.0084+0.0414395j 10.0862+0.185926j -0.271736-0.793704j -30.5427+0.393634j -11.2407-0.28783j 132.496+0.995633j 56.7999-0.115666j 269.619-0.379759j -36.8343-0.557624j -119.845-0.0912763j -350.533+0.0579994j -200.786+0.923313j -483.624-0.990517j -36.4014-1.13405j 567.756+0.09854j 289.008-0.222402j 432.784-0.503742j 352.564+0.129735j 2.64679+0.756j -367.956+0.491269j -291.373-0.789913j -724.762+0.669279j -460.121+0.707022j -307.632+0.487827j 292.261+0.0862853j -126.968+1.51579j 327.417-1.22522j -394.808+0.693721j -195.301+0.776427j 604.643-0.552063j -18.8686+0.767374j -433.251+0.710773j -118.813+0.454444j 363.335-0.870368j -134.252-0.84861j 5.86043+0.127806j -228.344+0.386375j 68.5879-1.59084j -135.861+0.123658j -14.212-0.107889j -35.7198-0.315129j -8.75191-0.88895j 
0.837301-0.358285j 1.36188+0.308192j 1.01244+0.285786j 2.66737-0.0898002j -0.854991-0.215687j -3.35779+0.370885j 2.69509-0.287525j -7.60712-0.514883j 3.80956-0.583996j 1.99255+0.197952j 0.658622-0.197708j 2.10337+0.29408j -5.13398+0.706532j -3.75134-0.0930724j 0.974407-0.730222j 2.60847-0.113301j -2.33456+0.228945j -0.0984586+1.13598j 0.125823-0.650686j -0.786838-0.173472j 0.419843-0.893815j -0.691493-0.00747496j 1.06322-0.066674j -1.47118+0.416459j -0.171043+0.598093j 2.49371-0.91971j -0.779854-0.327144j -1.03529+0.630395j 2.94496+0.227914j -0.195579-0.143595j -11.5527+1.28205j -4.05068-0.340149j 53.7726-0.0888573j 23.4332+0.00527512j 107.213+0.842526j -14.6546-0.189484j -48.0361+0.112982j -137.902+0.86467j -78.6708-0.457467j -191.505-0.139778j -14.3791+0.890839j 224.519+0.714731j 114.42-0.129015j 172.094+0.551655j 140.002+0.353732j 0.748787-1.72111j -144.48-0.720737j -115.44+0.707113j -287.402-1.19301j -183.423+0.876967j -121.144+1.29508j 117.188-0.202934j -50.9751-0.556343j 128.981+0.186393j -157.454-0.871357j -77.5831-0.231012j 239.627-0.241305j -8.26824+1.34383j -171.889+1.14009j -48.7483-0.134193j 144.939-0.0850501j -52.8098+0.443123j 2.03057-0.19627j -89.843+0.401555j 26.7227+0.1616j -52.1981+0.520797j -4.90374-0.1258j -14.6219+0.163483j -3.6736-0.93417j 
-0.182054-0.125571j -0.3808+0.243746j -0.666472-0.195032j -0.793974+0.49865j -0.0771097+0.033238j 0.283007-0.647324j -0.51079-0.204925j 1.03105+0.437502j -0.88742-0.523155j -0.460619+0.0188434j -0.0462547+0.193957j -0.921808-0.562228j 1.65301+0.149067j 0.949434-0.457746j -0.118981+0.425801j -0.76+1.28813j -0.396746-0.781975j -1.07356+0.432296j -0.847393-0.647398j 0.186955+0.300784j 1.24887-0.37395j 0.389513-1.77269j -1.37662-0.0221415j -0.229984-0.0181848j 1.09856-0.138717j 0.653468+0.963554j -0.598069+0.792321j -1.49824+3.27797j -0.470645-0.285303j 2.21761+1.33996j 2.66901-0.312666j 0.637986+0.32016j -11.0922-0.0288546j -5.04271+0.237656j -22.5828-0.317533j 2.69906+0.186474j 10.1878+0.0114842j 29.6601+0.312473j 17.3086+0.0598556j 40.8839+0.051661j 3.25361-0.45079j -48.2605+0.190468j -24.6711+0.10576j -36.6611+0.131207j -29.3044+0.43101j -0.499338+0.0379471j 30.7731+0.0108909j 24.0954-0.295252j 60.9587+0.609528j 38.3299-0.0646336j 25.8676+0.180233j -24.8564-0.601664j 10.933+0.0550374j -28.4021+0.448999j 34.0748+0.400914j 16.7491+0.45694j -51.5538-0.0356911j 1.55376+0.286483j 36.0695-1.11794j 9.97956+0.251465j -31.3689-0.0445651j 11.0056+0.372634j -1.04197-0.0917288j 18.8437-0.323836j -5.40803+0.41813j 11.4315+0.379523j 1.93431-0.347931j 3.5923-1.32283j -0.564836-0.145736j 
0.470862-0.305102j 0.373745+0.197007j 0.26274-0.308984j 2.85367-0.0399214j -0.746354+0.126072j -3.59136-0.150534j 1.55184+0.0122432j -4.88625+0.181356j 1.9687-0.439978j 1.9527+0.363981j -0.858422-1.21743j -0.13578+0.853227j -3.86112+0.0923079j -1.96195-0.412873j 0.420512+0.48956j 3.10229+0.371356j -1.13418-0.41898j 0.25419-0.799141j -0.515268-0.189121j -0.368204+0.155698j -0.761538+0.48297j 0.126527+0.300002j 0.523035+0.101434j -0.400951-0.00566276j 0.73613+2.37329j 0.403524+0.0725801j 0.234833+0.100802j -1.07857+1.05718j 3.04622-0.206063j 1.95041-0.524747j -9.46126-0.23639j -3.3667+0.166487j 40.477+0.270384j 17.7562+0.258152j 82.491+0.134712j -11.1979-0.09415j -36.7663-0.042197j -107.323+0.114232j -61.7159-0.203925j -147.811-0.0742245j -11.0774+0.438806j 173.825+0.331937j 89.0666+0.0937848j 132.466+0.259826j 107.533+0.189569j 1.07053+0.189698j -112.436+0.0392769j -88.6343+0.214204j -222.121-0.0392537j -140.839+0.0201285j -93.9881-0.0577047j 90.0463+0.259129j -38.7-0.445718j 100.33-0.13007j -120.58+0.356323j -59.2116-0.278941j 184.998+0.28106j -6.01654+0.480849j -131.834-0.491587j -36.921-0.2435j 110.872-0.275039j -41.3044+0.0204301j 1.16454+0.109221j -70.0726-0.390926j 21.4522+0.242188j -41.2258-0.652421j -3.8759+0.102432j -10.98-0.353345j -2.11486+0.149579j 
-0.231911-0.139166j -0.351437-0.340572j -0.303588-0.505313j -1.86527+0.980861j 0.252468+0.400597j 1.03065+0.541709j -1.20186+0.401953j 3.4932-0.330258j -1.20998+0.0926586j -0.301162+0.301499j -0.446144+0.50397j -0.796534-0.760141j 0.29915+0.92758j 3.05175-1.186j 0.931865+0.856057j -0.728377-1.00227j 0.891987+1.31996j 0.657123-0.512691j -0.598471-0.412433j -0.0806533-0.965801j 1.59328-1.38152j -0.69937-0.0906462j -0.83938-1.40845j 0.892217-2.73663j -0.676273+0.523003j -1.15581-0.820851j 0.620473-0.222218j 0.652416-0.104211j -1.49713+0.283309j 0.209542+0.0596816j 5.2599-0.361605j 1.60737+0.32023j -21.5216-0.40686j -9.4218-0.877844j -45.4381-0.113151j 6.2406-0.48161j 20.184-0.0138628j 58.3473-0.220592j 33.546-0.10194j 80.8012-0.196585j 5.76292-0.631855j -95.7053+1.10865j -47.3321-0.563477j -72.044+0.848208j -58.321-0.72871j 0.750497+0.29583j 61.5079+0.462084j 47.6661-0.497707j 120.427-1.08653j 77.6225-0.963159j 51.5693+1.07715j -49.4184+0.606303j 22.4767+0.148916j -54.4251-0.174891j 65.0547-0.973332j 32.4255+0.289269j -101.251-0.123203j 3.28852+0.263661j 70.7037-0.474917j 20.1811-0.708986j -61.8538-0.355081j 20.8113-1.18498j -0.0931641-1.0844j 37.12+0.759387j -11.8195-0.121252j 23.4174-0.993239j 2.75569-0.0369343j 5.91352+0.247523j 1.25242+0.119029j 
-0.680425+0.251581j -0.900162-0.105568j -0.503451-0.060508j -4.18908-0.837104j 0.00475669-0.655943j 4.29563-1.548j -2.65711+0.478819j 6.46769-0.743842j -3.08214-0.20248j -0.755825-0.473629j -0.655485-0.0485134j -2.06736+0.515773j 4.88565+0.573611j 3.02475-0.969278j -0.260304+1.50349j -2.3442+0.618937j 2.43279-1.29505j 0.305743-0.164762j -0.655801+1.69829j 1.18854-1.1154j -1.47038-0.504065j 1.14783+0.328401j -1.63991-0.132415j 0.997237+1.24935j -0.467586+0.686395j -1.16248-0.769717j 1.99337+1.26851j 1.31948-0.814621j -3.7622+0.185316j -0.515409+0.346063j 12.2512+0.177681j 3.85104-0.0714056j -51.5396+0.110525j -21.9822+0.955494j -104.154-0.935254j 13.4747+0.542572j 46.9428-0.260431j 136.81+0.511792j 78.4412-0.0568637j 188.464-0.660025j 13.3263+0.184531j -220.836+0.481028j -112.921+0.363949j -167.436+0.0812304j -137.16-0.755706j -0.750914+0.77173j 142.917-0.0533218j 112.991-0.363726j 282.265+0.611715j 179.718-0.573825j 119.245+0.701476j -112.992+0.473445j 48.7535-0.276729j -128.085+0.153511j 153.22-1.24273j 74.6587-1.03823j -235.965+0.0915914j 8.14074-0.581934j 168.329-0.0190669j 47.7939+0.339806j -141.541+0.580304j 51.7946+0.531307j -2.76046+0.129561j 89.0154-0.401307j -27.0959-1.16873j 53.7542-0.159315j 5.31558+1.0599j 14.203-0.00327277j 3.06754+0.0522287j 
-0.501994-0.0773699j -1.37012-0.165372j -1.16856-0.547567j -5.92638+0.463686j 1.50653-0.210708j 4.57893-0.433564j -3.83402-0.160352j 10.0035+0.752845j -4.64423-0.694458j -3.10736+0.534467j -0.923705-0.714107j -3.23305-0.314981j 7.45418+0.120701j 5.87874-0.104483j -0.405954+0.609729j -4.42051+0.24787j 3.50428+0.562559j 0.849532-0.456092j -1.01122-0.0853947j -0.908036-0.952847j -1.72968-0.701548j 0.606431+0.268547j -2.26573-0.36799j 1.94867+0.168997j -1.22004+0.197907j -3.41553-1.09483j 2.21+0.0796736j 0.378201+0.0934531j -5.68045+0.0179531j 0.263759+1.08054j 18.1084+0.00538126j 6.47945-0.236767j -77.8573-0.524961j -33.6153-0.61424j -158.322+0.160476j 21.54-0.0422599j 70.5465+0.0566664j 205.66-0.0972589j 117.864+0.105548j 283.872+0.34439j 22.1345-0.191566j -333.684-0.218879j -170.016-0.789062j -253.995-0.0922717j -206.453-0.0155893j -1.4099-0.86941j 215.99-0.202857j 170.766-0.512237j 426.077-0.306214j 270.119-0.56734j 180.486+0.108791j -172.176-0.783384j 73.9293-0.325609j -192.229+0.452287j 231.867-1.58051j 113.727-0.544171j -354.925+0.0478579j 11.8598-0.667756j 252.784-0.889863j 69.6225+0.322551j -213.228+1.27034j 79.6475+0.162722j -3.03677+0.40759j 133.105+0.513333j -40.0853-0.212842j 77.9641-0.153295j 8.11167-0.75624j 20.7534+0.679452j 5.15753-0.396j 
-1.04348-0.302035j -2.29417+0.12817j -2.47895+0.249474j -10.8734+0.304009j 3.24385-0.624415j 9.15229+0.884407j -6.84801+0.327984j 18.4467+0.678202j -8.9687+0.0698046j -5.65702-0.246707j -2.32091+0.801774j -4.38545+0.570245j 14.3126+0.0979642j 9.68486-0.261207j -0.614801+0.269072j -8.44496-0.301704j 6.05306+0.219807j 0.179275-0.390122j -1.86839+0.716425j -0.982175-0.779584j -1.84951-0.032436j 1.68115+0.0936966j -3.17733-0.504789j 3.04246-0.249529j 0.432707-0.510668j -5.92551+0.0343168j 3.61296-1.16856j 1.27018+0.604036j -10.9823-0.424214j -0.801326-0.0869297j 32.8875-0.889638j 12.1782+0.460177j -144.247-0.485989j -61.7264+0.294483j -293.385-0.04127j 40.646+0.788615j 130.508+0.13079j 381.318+0.449485j 218.195-0.760323j 526.594+1.27258j 39.2981+0.37691j -617.986-0.132963j -313.794+0.276499j -470.991+0.552179j -383.438-0.673664j -3.02732+0.25148j 399.776+0.24763j 316.737+0.426288j 788.152-0.283939j 501.069-0.191379j 334.127-0.0659694j -318.614+0.133021j 138.621-0.864264j -355.429+0.814364j 429.228-0.437716j 212.709-0.527857j -657.891-0.0591429j 19.8086-0.912506j 471.418-0.67812j 130.059-0.376936j -395.486-0.292078j 145.623-0.401123j -5.92303-0.518705j 248.565-0.29598j -74.3617+1.68146j 148.817+0.429781j 15.5375+0.881287j 39.0629-0.247273j 9.53971+1.27903j 
-0.134792-0.232543j -0.125231+0.282474j -0.672911+0.565533j -0.0617995+0.533005j 0.462108-0.442999j 0.613634-0.846866j -0.901041+1.29271j 1.05677+0.19819j 0.753872+0.848329j 0.084774+0.723567j 0.0757363-0.627257j -0.122109-0.0763274j 1.13976-1.17402j 0.612908-0.447262j 0.418505+0.147703j -0.933324-0.657684j -0.52203-0.305383j 0.0747752-0.538993j -0.171297+0.0298311j -0.47105-0.0357747j -0.391078-0.394343j -0.477703+0.246604j -0.0725784-0.524385j 0.506501+0.808551j -0.417535+0.0957749j -0.874447+0.772712j -0.190168+0.0523199j -0.0373796+0.0674219j -0.425168+0.0191272j 0.140593-0.113443j 0.863767+0.137748j 1.67536-0.0195159j -6.40979-0.797469j -3.74722+0.240555j -11.7397-1.80044j 2.65137-1.15679j 7.08654+0.891832j 16.3033-0.463422j 10.5283+1.24046j 23.1402+1.54061j 1.62171+0.69268j -26.9036-0.904913j -12.3199+0.668569j -20.5119-0.891251j -16.6594-1.17342j -0.164303-1.34598j 17.1492-1.64517j 13.2931-0.524495j 35.5905+0.290356j 21.8011+0.118552j 14.5839+1.05454j -13.1151-0.0758647j 6.50874-0.557513j -14.9754-0.460519j 18.6987-0.580221j 8.29657+1.19272j -28.6081+0.848841j 1.37874-0.431021j 19.4467+0.325557j 5.6053-0.087812j -17.1429-0.975685j 6.15503+0.320306j 0.239017-0.341621j 11.8696-0.817677j -2.18658+0.556686j 6.06938+0.05275j 0.752358-0.171869j 1.9641-0.0131293j 0.398933+0.0705707j 
