0.168562-0.0816108j 0.308562+0.0569917j -0.41704+0.0677984j 0.75081-0.18147j -0.00286306-0.910457j 0.483335+0.0403717j 1.14313-0.23007j -0.271827+0.509319j 0.720018+0.348979j -0.126323-0.323334j 0.175742+0.0395891j 0.315534-0.619571j 0.40899-0.743213j -0.165428-0.9343j 0.427457-1.02399j -0.90613-0.060638j -0.043208+0.121316j -0.558941-0.0108567j -0.317176+0.341573j 1.47174+0.0460466j 1.4163+0.0654638j -0.0139451+0.657867j -0.349281+0.434333j 0.737149-0.572919j -0.27154+0.174303j -0.647672-0.970226j -0.842592-1.42929j 0.122649-0.772869j 0.055327-0.982086j -0.189202-0.383927j 0.210173-0.391041j 0.019468-0.879493j -1.13025-0.169967j -0.509694-0.901674j 0.123733-1.32924j 0.723684+0.989929j -0.0214289-0.992122j -0.210163+0.120607j -0.374375+0.220749j -0.38068-0.429058j 0.230302-0.699671j -0.948201-0.190832j -0.658551+0.139647j 0.931756-0.394685j -0.257518+0.548387j 0.917262+0.377916j 0.507968+0.849506j 0.624683+0.490157j -0.00997271+0.635327j -0.647101+0.0874588j 0.461632-0.218782j -0.823659-0.605596j 0.45076+0.310463j 0.316883-0.536761j 0.615719-0.245372j -0.688579+0.132481j 0.394118-0.00487369j -0.656889+0.934181j 0.526151+0.508181j 0.433796-0.382271j 0.83125-0.35919j 0.0350789-0.0337405j -0.228364-0.505272j 0.743655-0.214098j 0.00714747-0.13317j -0.217614+0.187203j 0.0556758-0.355417j 0.518984+0.640889j 1.3189-1.14225j 1.4369+1.13916j 
-0.434439+0.634921j -8.50385-1.58632j -30.0961-2.19648j -3.14418+2.78599j -3.22965-0.613985j -64.3-8.24008j 11.328+3.96804j 46.9628+3.07233j -67.8414-11.915j 96.3126+13.4801j -16.0235-4.03407j -133.948-14.4582j 48.8975+0.265353j 3.27058+1.58155j -43.6424-6.16056j -160.263-15.0402j 149.085+12.94j -171.834-17.528j -133.169-11.3833j -8.94667+2.0363j -55.1811-4.42409j -216.433-19.0765j -171.698-15.7954j -95.7583-6.597j -143.003-12.5051j 329.28+25.8248j 47.3325+4.89981j 69.6794+7.38822j -11.7122+1.77274j 175.153+11.4777j 101.274+5.34846j -214.545-15.0277j 205.305+14.0815j -93.5121-8.64072j -202.413-12.334j -2.89288-0.931228j 94.7965+4.43188j -205.29-10.9353j 215.365+11.5558j -102.735-7.67801j -174.123-8.90499j -12.5194-4.59439j 69.1004+0.880494j -48.0514-1.30334j 329.319+15.0455j -143.435-5.63802j 94.1072+4.49149j -172.754-6.29626j 215.997+8.73273j -55.3917-3.45478j 8.34627+1.96996j -133.425-6.172j 172.947+5.54827j -150.693-5.19008j 160.726+5.18757j -44.5447-0.180383j 3.9726-0.711865j -50.665-7.63575j 133.158+2.40756j -16.0145+3.34905j 97.2278-0.920951j -69.9663+1.71117j 49.4793+1.92715j 11.664-2.09251j 65.2108+0.911959j -2.79416-0.00965392j 2.36052+3.2982j 30.1827+1.84702j 9.16607-0.903378j -0.102374+0.703093j 
0.552728-0.26644j 2.6429+1.76466j 11.3818+1.84518j 0.92688-0.912631j 1.16184+0.71589j 21.4178+6.85541j -4.25354-2.83875j -16.067-3.40159j 22.5323+8.49078j -32.424-11.3815j 5.05652+3.0993j 45.8321+12.5318j -17.6907-1.4674j -1.29893-0.305916j 14.7252+4.69762j 54.9847+14.2766j -51.2262-12.1087j 59.4534+14.8949j 44.8715+10.7686j 3.45167-0.714395j 20.1388+4.40191j 74.4938+17.5006j 59.0474+13.8663j 32.7294+7.03447j 49.0048+11.015j -113.574-26.6098j -16.4607-5.60266j -24.1452-5.31631j 3.86925+0.40548j -60.4144-12.4605j -35.7544-7.31223j 74.5223+16.1374j -71.4212-14.9925j 31.5635+6.9827j 71.7827+13.8109j 0.979145+0.753001j -33.2614-6.09132j 71.894+14.0378j -75.8102-13.5356j 35.4884+8.41339j 61.879+11.6475j 3.38679+0.78486j -24.6457-3.86031j 16.1967+2.74164j -115.639-19.7828j 50.1614+8.15687j -33.7558-5.944j 60.8662+8.2955j -76.4547-13.2302j 19.9062+3.76536j -2.74371-1.82968j 45.9728+8.05425j -61.2148-10.376j 53.7044+7.71639j -56.9334-8.82392j 14.8672+2.00751j 0.138234-0.53817j 16.599+3.61374j -47.8857-5.95472j 5.55312-0.29492j -35.0986-4.72152j 26.3682+1.85664j -16.3052-3.07666j -6.52784+1.59802j -23.3698-2.56666j -0.224451-1.0687j -1.5753-1.03747j -11.1673-0.1234j -2.06143-0.35616j -0.743285-0.522545j 
-1.06633+1.35253j -12.8967-2.4657j -45.9872-5.02259j -5.40338+4.46635j -4.53316+0.357758j -96.8894-15.8203j 17.1111+6.93707j 70.8706+6.72926j -102.05-21.705j 143.317+27.5707j -23.0178-7.34864j -202.149-29.413j 76.2746+2.98822j 5.69253+2.34822j -65.9013-12.5405j -244.055-33.1608j 227.347+27.8231j -260.986-32.5764j -201.082-24.2037j -13.3195+1.35831j -84.6086-7.65102j -327.836-39.2113j -259.995-32.2542j -143.679-16.0032j -216.853-26.4709j 497.83+56.7026j 71.0636+9.25871j 104.626+14.4899j -18.6471+1.85946j 268.199+28.6007j 155.738+13.5319j -326.822-33.6432j 312.582+33.1989j -142.68-17.0054j -309.839-29.8173j -5.33712-1.64289j 145.234+12.041j -313.763-27.1195j 328.076+28.8933j -155.409-14.6427j -269.168-23.1344j -17.7642-5.06376j 105.945+7.2576j -72.9105-5.30975j 503.569+39.0152j -218.497-14.6214j 147.278+12.8678j -263.655-17.4736j 331.762+24.1506j -83.4936-8.23027j 11.1142+4.07417j -203.324-16.2357j 264.382+16.5286j -230.52-15.2363j 246.683+14.3067j -69.3472-0.989445j 7.14819-0.44464j -72.7273-11.9359j 206.593+11.1276j -25.2038+2.1943j 149.745-0.0206408j -107.389-0.173647j 72.295+6.11481j 18.2525-3.32005j 99.5093+1.64349j -4.86962-1.13112j 5.29644+3.4077j 46.572+3.58477j 12.801-1.45759j -0.00335023+1.36113j 
-0.279857+0.134672j -0.315947-0.407357j 0.731749+0.464238j -0.00337854-0.393129j -0.23021+0.105333j 1.56637-0.189112j -0.119842+0.466549j -1.2519+0.303631j 1.61501-0.998366j -2.19404-0.2158j 0.392162+0.294363j 3.53343-0.857475j -1.27545+0.338173j -0.898466+0.42082j 0.00853741-0.122591j 4.73854-0.468741j -3.90423+0.758804j 4.5951-0.0399263j 3.71974+0.0226711j -0.0207479-0.586866j 1.82041-0.723795j 5.94077-1.2846j 4.16047-0.825755j 2.00006-0.770176j 3.57493-0.392562j -8.95819+2.17972j -1.35844-0.276935j -1.73623+0.944917j 0.310545-0.231682j -4.11802+1.09505j -3.56135+0.835654j 5.01644-0.523806j -5.62391+1.15208j 2.36782-0.235585j 4.52207-1.79308j -0.298837+0.24337j -2.6746-0.408017j 4.76979-0.376008j -5.72155+0.891855j 2.54629-0.661801j 4.77206-0.992245j -0.475662-0.187676j -1.76601-0.351623j 1.61608+0.510848j -8.61923+1.3192j 4.08277-1.02498j -2.68111+0.68505j 4.076-1.19083j -5.6369+1.64995j 0.868714-0.577252j 0.69169-0.432267j 3.98412+0.297931j -4.6649+1.32031j 3.30757-0.533338j -3.75333+1.05996j 0.74923-0.481904j -0.617597-0.537606j 1.44494-0.286249j -3.2767+0.514242j 0.550163+0.451779j -2.89721+1.01655j 1.5223+0.00446734j -0.791259+0.193433j -1.06387+0.689467j -1.09209+0.695956j -0.562556-0.771995j -0.0247994-0.181716j -1.27767-0.256562j -0.403606-0.060104j 0.150391-0.470253j 
-0.144057+0.237986j -4.37411-0.411325j -14.7119+1.01508j -0.988463+1.6457j -1.39188-0.300344j -32.1832+1.14413j 6.50448+0.782982j 22.6842-1.65378j -34.4662+0.65276j 47.8621-0.488904j -8.32778-0.665785j -66.2784+2.86322j 22.3179-3.25393j 2.43145+0.119241j -22.1904+0.577641j -78.9783+4.66504j 71.8256-5.12772j -84.5011+4.83356j -63.6486+3.78456j -4.40285+1.58687j -25.4983+2.06441j -104.298+7.11221j -82.9163+4.24778j -45.3753+3.76913j -69.1391+5.30192j 158.677-10.1862j 22.8705-1.21654j 33.6791-1.4886j -5.80582+1.34453j 85.48-7.11821j 48.2119-5.27316j -104.131+7.46097j 97.7037-8.05791j -45.9708+2.96995j -97.4623+8.94241j -1.21209-0.465893j 44.5321-4.76757j -97.4084+9.70976j 101.994-9.74244j -48.8955+4.02793j -83.262+8.39605j -6.59647-0.973516j 32.2635-4.22727j -22.9391+3.00819j 154.383-15.8891j -66.4325+8.7459j 43.7782-4.6051j -80.4215+9.45067j 100.932-10.8965j -26.3155+2.45289j 4.25086-0.278035j -62.6924+7.67236j 80.791-10.2517j -70.8381+7.44667j 73.1655-7.91139j -19.7104+3.8982j 1.14293-1.4562j -24.235+0.949154j 60.3005-9.02586j -4.14275+1.73848j 42.9349-7.60304j -30.6696+4.59496j 21.8953-2.23714j 3.59744-2.7j 27.6632-2.72192j -1.63474+0.781957j 1.68459+0.756568j 14.6859-1.32676j 4.17047-0.938452j -0.235248-0.0736489j 
-0.237835+0.0985198j -2.88421-0.284273j -7.68804+1.12069j -0.73139+1.03841j -1.16117-0.380004j -17.7946+1.27477j 3.6405+0.362874j 12.2044-1.24442j -18.8014+0.892333j 26.5385-1.09093j -4.95471-0.240165j -35.3297+2.52869j 11.6664-2.44057j 1.32222+0.383073j -12.2172+0.617257j -42.6549+3.98533j 39.3515-4.31044j -45.7057+4.05695j -34.7726+3.80899j -2.59688+1.60611j -14.133+1.95449j -56.7286+6.65895j -44.8031+4.1861j -25.2656+2.96577j -37.51+4.5663j 85.3561-9.84226j 12.7186-1.51893j 17.7748-1.782j -3.29321+0.905793j 46.2543-6.47067j 25.6791-4.23014j -56.2461+6.59757j 53.702-6.95159j -24.2859+2.82209j -52.9086+6.58458j -0.242461+0.0827899j 23.8808-4.03652j -52.0135+6.72232j 55.1357-7.83212j -26.4956+4.16387j -45.1781+6.70977j -3.90178-0.232091j 17.6783-3.01475j -11.6959+1.72541j 83.697-13.3043j -35.501+6.08486j 24.0768-3.23622j -43.1941+7.59981j 54.8081-9.35193j -13.8761+2.24684j 1.88202-0.39088j -33.728+5.3025j 43.2833-7.78923j -38.0055+6.31357j 39.5413-6.91806j -10.6798+3.09216j 0.770009-1.62065j -13.5712-0.0595203j 31.9114-5.70996j -3.65733+1.18252j 24.0219-7.66945j -16.8524+4.03723j 12.0368-2.07883j 2.62377-2.09571j 16.5568-1.95048j -2.33981+0.683855j 1.96695+1.59414j 7.90312-1.79455j 2.18235-0.359518j 0.567839-0.629224j 
0.0312189+0.118102j -1.98429-0.0791986j -5.63616+0.687865j -0.107121+0.538234j -0.39668+0.0646206j -13.164+0.810276j 2.94131+0.246798j 8.81496-0.78459j -14.3185+0.719201j 20.0083-0.682472j -3.83246-0.222262j -26.3861+1.63517j 8.35706-1.90376j 0.688036-0.0707998j -9.28886-0.0172617j -31.8106+2.52931j 29.0413-2.89007j -33.4638+3.28686j -25.8342+2.11751j -1.28876+0.374454j -10.1024+1.51227j -41.601+4.02577j -33.1348+2.95441j -18.3803+2.23103j -27.7741+2.77956j 63.2805-6.47508j 9.03336-1.00448j 13.7258-0.729048j -1.87667+0.837969j 33.1839-4.38066j 18.529-2.69835j -40.6184+4.93298j 39.0757-4.40793j -17.7643+2.62794j -37.6085+4.69022j -0.410329-0.13447j 17.2086-2.47474j -37.8712+4.96497j 40.3271-5.20812j -18.9114+1.099j -32.2816+5.13743j -1.58819-0.15095j 12.766-2.53654j -8.53618+1.2556j 60.2701-8.7586j -26.2882+4.22362j 17.9725-2.56338j -31.736+4.42188j 39.004-6.0482j -9.62307+1.35926j 2.23719+0.235123j -23.0962+3.42773j 30.818-4.91378j -27.3954+4.19569j 28.576-5.06505j -6.63086+1.58208j 0.51897-0.35554j -9.10506-0.492077j 23.6824-4.32052j -3.40854+1.09312j 16.2881-3.78207j -11.5421+2.62898j 8.75037+0.328966j 1.65014-1.14699j 11.3533-2.51122j -0.846966+0.226266j 0.972108+0.842823j 5.82809-0.657835j 1.54603-0.326411j 0.191796-0.050495j 
0.255451-0.638873j 2.85457+1.5162j 11.205+3.29111j 1.3531-1.43049j 0.745795+0.121491j 23.7575+10.1494j -3.88727-4.07768j -17.0128-4.68253j 24.1823+12.662j -34.1781-16.7299j 5.42985+3.96497j 47.9563+19.2892j -19.0846-3.32192j -1.81668-1.59939j 15.9228+8.25192j 59.4741+21.2992j -55.5958-19.6423j 64.044+23.0135j 49.3066+16.1716j 4.30692-0.571714j 20.2042+5.79511j 79.6444+26.4929j 63.871+21.236j 36.0997+10.8309j 52.7549+17.8264j -121.395-39.5294j -17.8568-6.33396j -25.6682-9.81719j 4.78268+0.114701j -65.0827-19.4055j -38.2478-9.59378j 80.2673+24.1904j -75.271-23.4969j 35.235+12.0966j 75.7386+20.49j 1.4254+0.185377j -34.4936-9.09911j 76.6781+20.5461j -81.2049-22.2274j 38.5481+12.5967j 65.1047+17.9264j 4.24045+1.55328j -26.2248-4.47373j 17.6942+4.0266j -124.185-30.2835j 54.8514+13.4019j -36.4597-9.94096j 64.6845+15.6523j -81.3039-19.8466j 20.0113+5.94796j -2.99365-1.3961j 51.1416+11.5602j -66.578-15.126j 56.3244+13.2487j -60.8269-12.626j 16.3021+2.06769j -1.61571-0.862708j 17.7323+6.41528j -51.0511-10.6438j 6.79229-0.29432j -38.2727-4.47384j 27.914+2.75439j -17.3398-4.33495j -5.14091+1.23769j -24.9306-3.98783j 1.31094+0.841994j -0.34649-1.86433j -11.3245-3.12164j -3.38867-0.0679208j 0.108808-0.664227j 
0.0617998-0.149696j 4.00417+0.474006j 11.9497-0.311134j 0.82481-1.15285j 1.25611-0.214525j 26.9164+0.681121j -5.53597-0.927055j -18.6056+0.345281j 29.3139+1.2948j -40.046-1.29895j 7.20029+0.79401j 54.8259+0.486586j -18.3224+1.70993j -1.6245-0.313162j 18.3694+1.03638j 65.4308+0.687436j -60.272+0.661186j 70.5909-0.473523j 53.4848-0.524822j 2.42053-0.743525j 22.2288-1.11005j 87.4643-1.35819j 69.2004-0.529413j 37.568-1.41243j 57.9731-0.707799j -131.939+2.86023j -19.4371+0.38172j -28.2345+0.108663j 4.15628-0.741042j -69.8397+1.43586j -40.0483+1.56411j 85.7404-2.12732j -81.6884+2.0395j 38.1781-0.583927j 80.0775-2.12549j 1.1004+0.488952j -37.3852+1.74048j 81.1678-3.20808j -84.6964+3.63502j 40.855-1.18976j 69.1941-2.68976j 5.10535+0.584717j -26.5786+1.55238j 18.468-0.977944j -128.92+6.16092j 56.1275-3.8573j -37.4314+0.891733j 67.2716-4.2579j -84.3891+4.45126j 21.289-1.18321j -3.68747-0.322072j 51.0826-2.60547j -67.0936+4.4224j 58.5127-3.58649j -62.3711+4.27267j 16.9175-1.77831j -1.60476+0.400612j 19.8273-0.0324476j -51.3314+3.68126j 5.35969-1.18067j -37.2985+4.48365j 25.6629-3.31336j -18.0997+0.740555j -4.02227+2.01575j -24.8202+3.22962j 1.09354+0.236458j -2.16322-1.44774j -12.1202+0.253498j -3.37848+0.76079j -0.268601-0.0495354j 
-1.24588+0.842584j -15.6744-2.52031j -55.9686-3.34792j -7.02751+4.88389j -5.28588-0.904271j -117.566-12.4353j 20.1121+6.46924j 87.3602+4.16098j -123.261-17.4918j 175.035+21.0538j -28.0542-6.17889j -245.912-20.9768j 92.586+0.68489j 6.7627+2.13548j -79.9769-9.09009j -296.36-23.2332j 277.221+19.5394j -318.252-24.6912j -244.771-15.5747j -16.239+3.30639j -103.454-5.97522j -399.389-27.8448j -316.214-21.6426j -177.07-10.3087j -264.524-18.505j 609.01+39.7193j 87.1261+6.63468j 127.965+10.6227j -24.241+3.14316j 326.647+18.2837j 189.535+8.57413j -398.345-20.6149j 382.686+22.2526j -174.787-11.4663j -379.911-17.7352j -5.04757-0.938188j 175.074+6.02511j -382.424-14.3019j 400.573+17.3877j -189.295-9.21954j -329.719-14.9212j -21.4827-3.84172j 129.443+1.88251j -88.6182-2.16089j 614.717+20.2557j -267.885-7.76026j 178.035+6.16428j -321.219-9.49549j 405.506+10.4916j -105.39-4.60253j 13.4512+3.34717j -249.232-7.40436j 324.343+5.56024j -281.344-8.28647j 302.408+4.26152j -83.4163+2.06286j 6.74014-0.148481j -90.018-8.07098j 251.862+2.25219j -30.9701+3.86585j 182.775-3.83907j -130.087+4.39696j 87.8295+3.30103j 22.9133-2.70583j 121.662+0.931917j -5.25422+0.0473704j 5.42027+4.46976j 56.2506+1.86181j 16.3248-1.77017j -0.191177+0.877701j 
-0.019486+0.129235j -2.89669+0.187265j -8.77233+1.36268j -0.631541+0.692778j -0.201454-0.145701j -19.2481+3.29565j 3.81084-0.429811j 13.3881-2.04519j -20.4191+3.02955j 29.4171-3.99464j -5.26313+0.382278j -39.5497+6.14317j 13.137-3.32796j 0.803111-0.462144j -13.4624+1.30813j -47.7252+7.5262j 43.8119-7.47507j -49.8546+8.73777j -38.8941+6.3816j -2.35647+0.355974j -15.4877+2.87019j -62.2851+10.9688j -49.6174+8.24127j -27.7872+4.8768j -41.6575+7.37986j 96.1931-16.0764j 13.0223-2.90322j 20.2245-2.75359j -3.57021+1.4547j 50.8988-9.22858j 28.6376-5.62917j -61.0416+11.7851j 59.6934-10.3606j -27.2326+6.60697j -58.1163+10.9192j -0.648044-0.345012j 25.7727-4.85945j -57.7468+11.2745j 61.4797-11.5739j -28.2012+3.48094j -50.7784+10.9085j -2.34439+0.223766j 19.4043-4.96023j -12.6467+2.83008j 92.436-17.9956j -40.052+8.65522j 27.7167-5.79604j -48.6859+8.25874j 59.0831-12.8657j -15.4291+3.43925j 3.13632+0.58624j -35.2265+7.26701j 47.1477-10.3795j -42.6552+8.24528j 44.0529-10.353j -9.91656+3.05488j 0.653438-0.307942j -12.9468+0.6517j 36.6633-8.09404j -5.38883+1.59595j 24.6452-5.98378j -17.3688+4.32926j 13.521+0.159142j 2.48068-1.16089j 17.0604-4.14865j -1.06286+0.534296j 1.36676+0.719627j 9.10659-1.47737j 2.3255-0.561419j 0.0871787-0.00560642j 
0.374062-0.28235j 4.82893+1.03286j 17.4932+1.23177j 1.95147-1.7481j 2.00289+0.0510264j 37.6854+6.41051j -7.15737-3.06773j -27.9011-1.96994j 39.827+6.90463j -55.6256-9.91419j 9.08646+2.77407j 77.8056+10.4696j -29.3701-0.448071j -2.29462-0.666524j 26.0959+4.05291j 94.1228+10.4971j -88.0502-8.45602j 100.682+10.7183j 77.0654+8.63214j 4.72417-0.82975j 32.3285+1.89835j 126.768+14.4358j 99.584+10.8593j 56.1467+4.57524j 84.0578+9.06384j -191.822-18.7689j -27.5521-3.57037j -40.8716-5.21334j 7.39287-1.6783j -102.975-7.56366j -59.4819-4.46918j 126.398+9.67731j -120.982-10.7229j 54.3992+5.00813j 118.721+8.42515j 1.29675+0.509289j -55.244-2.61905j 120.188+7.43112j -126.539-9.51677j 59.305+5.19922j 103.071+6.8025j 5.4166+1.2395j -41.1716-1.68804j 28.4462+1.61854j -192.475-10.3427j 84.4961+4.43758j -56.2987-3.2575j 101.531+4.90157j -128.624-6.10046j 32.4712+2.52548j -4.72228-1.10957j 77.3882+3.6099j -101.279-4.19724j 88.311+4.99781j -94.6495-3.08836j 25.4425+0.0643387j -1.99154-0.00247887j 28.4847+4.90416j -79.6437-0.821261j 10.3117-1.13388j -56.7787+0.983312j 40.1992-0.653245j -27.232-3.55557j -7.57647+0.915365j -38.633-0.272669j 1.76867+0.234942j -1.78103-1.53595j -17.5942-1.22024j -5.09623+0.572001j 0.0361137-0.1963j 
1.19523-1.05833j 7.63495+2.47968j 28.3696+4.89149j 3.29411-3.39934j 2.60726+0.910639j 58.0645+15.3479j -9.62316-6.79194j -43.5392-7.35861j 60.2855+20.4196j -86.7125-25.4212j 13.7421+7.49846j 121.428+27.9545j -46.4167-2.33827j -2.87628-1.35527j 38.6978+11.6948j 147.29+30.9605j -137.675-26.9389j 157.983+32.8213j 122.025+24.2526j 8.23286-1.05642j 50.9105+8.83087j 198.682+38.873j 156.351+30.2377j 88.1863+15.4164j 132.116+26.8358j -302.086-56.5552j -43.3176-9.57359j -62.6546-14.5799j 12.9431-0.548393j -161.517-27.7996j -94.7928-13.3814j 199.19+34.4689j -189.712-33.3466j 87.2173+17.3403j 188.043+30.4035j 1.13608+2.35727j -89.2526-12.032j 190.885+27.5622j -200.716-29.6238j 94.1711+16.2537j 163.523+24.6736j 11.0674+3.72856j -65.4474-7.17556j 45.0837+5.2707j -307.25-41.6063j 134.269+17.293j -89.2743-13.1401j 159.701+20.3679j -203.143-26.119j 52.5022+7.18747j -7.74352-3.1718j 125.028+15.4903j -162.146-17.7407j 140.951+17.9572j -151.867-16.9206j 41.9211+1.88455j -3.79115+0.204466j 43.514+10.8472j -126.961-11.449j 17.0845-1.70409j -93.1408-4.22816j 66.911+1.38139j -43.8371-6.71486j -11.9328+2.37912j -61.5439-4.74751j 2.06342+0.424302j -2.21219-3.20988j -28.5374-3.82237j -8.1847+0.236065j 0.0983696-1.0734j 
-0.200948+0.171837j -2.41429-0.612857j -10.129-1.8317j -0.994744+1.46651j -0.677436-0.0900602j -20.7722-4.22396j 3.51095+2.40238j 15.4263+1.94501j -22.2826-5.69067j 30.515+7.29282j -4.70724-2.19785j -43.5623-8.03293j 16.612+0.428743j 1.58595+0.834822j -14.1567-3.24989j -52.2886-8.89631j 49.0923+7.26331j -56.3935-9.49083j -43.3609-6.21248j -3.00848+0.395002j -18.0356-2.92426j -71.1079-10.7618j -56.1985-8.37095j -31.4634-3.53383j -47.5123-7.13777j 107.172+15.4153j 14.4401+2.76897j 23.3304+4.31753j -3.9369+0.648065j 57.5241+6.91329j 33.0753+3.94885j -70.3769-9.09583j 67.2783+9.19433j -31.5251-4.27276j -66.6965-8.5464j -0.320479-0.447105j 31.0439+3.03705j -67.0548-7.06175j 71.3179+8.1689j -32.8381-4.40299j -57.3259-6.97163j -4.93866-0.54189j 22.4818+1.75732j -15.6153-0.767663j 108.472+10.6135j -47.7154-4.21174j 31.4733+3.86045j -57.5995-5.0811j 71.27+6.96055j -18.3503-2.05607j 2.37775+0.821975j -43.6616-3.31672j 56.6112+4.67421j -49.9846-4.79275j 53.1724+3.88967j -14.4651+0.677372j 0.677272-1.19072j -16.9889-2.8668j 44.7945+2.81505j -5.32807+0.944372j 31.5729+0.795632j -23.0986-0.448358j 15.2245+1.08194j 5.00748+0.497669j 21.7219+0.536296j -1.78021+0.863446j 1.11538+1.94107j 11.3169+1.6618j 2.62219-0.924405j -0.236578+0.877498j 
-0.230405-0.697556j -1.60055-0.890698j -9.43742-0.0390187j -0.630495+0.257221j -1.11967-0.611142j -18.2382-0.188788j 2.40169+0.452757j 13.4393-0.540846j -17.6969-0.0213205j 27.4279+0.59055j -4.71196+0.0880138j -37.5498+0.403819j 14.3814-0.109863j 0.706801-1.15361j -12.3125-1.55164j -46.0224+1.09733j 42.7922-0.408034j -50.633+0.213094j -38.6405+1.04904j -1.54935+0.382336j -15.6559+0.779217j -61.6965+0.717855j -48.9835-0.0675282j -26.932-0.0276648j -41.2656+0.22629j 93.636-1.64384j 14.3437-0.103661j 19.1323-0.239326j -3.22878+0.696222j 50.139-0.136193j 28.804-1.52183j -62.4455+0.348373j 59.3287-1.08758j -27.2575+0.531695j -57.623+0.0641294j -1.15272-0.591956j 27.9702-0.69846j -60.2876+0.0685375j 62.5202-0.811003j -29.1811+0.426418j -51.1989+0.790303j -2.6617-1.06417j 21.0168-0.468517j -15.0999+0.806628j 96.195-2.08889j -41.5829+1.60381j 27.2647-0.901225j -49.9374+0.452918j 62.3764-1.77862j -15.8044-0.567499j 2.24469+1.58305j -39.9708+1.65326j 49.6986-1.67384j -44.1271-0.264497j 46.7758-0.983248j -12.4144-0.263219j 1.93247-0.607231j -14.2704+0.582508j 39.4497-0.596668j -5.54846+0.3813j 27.9237-1.56856j -20.9353+0.0295305j 13.4652+0.502344j 3.27154-1.11669j 18.9229+0.637796j 0.500662-0.692753j 1.06311+0.905787j 9.62344-0.63417j 2.95642-0.724673j 0.531214+0.45612j 
-0.445839+0.259993j -7.57827-0.957377j -23.1529+1.26253j -2.06142+2.277j -2.83952-0.131881j -51.7412-0.486473j 10.2163+2.15897j 36.7137-1.88283j -55.2122-1.70458j 76.3302+0.512734j -13.4536-1.38327j -105.076+1.48458j 36.3006-4.56182j 2.98262+0.862556j -34.8529-1.28038j -125.575+2.12464j 116.786-3.92459j -136.627+3.09783j -103.382+3.83935j -5.18149+2.45768j -43.5751+2.78771j -169.022+6.21137j -133.374+4.65356j -74.0796+5.43913j -111.656+4.15203j 256.083-11.9416j 37.4301-1.64453j 54.2401-1.24679j -9.2533+2.17807j 134.518-6.99268j 77.7498-4.87812j -166.004+8.98433j 158.395-8.47404j -73.3463+3.09779j -155.867+9.66822j -1.18437-1.08656j 70.529-5.66906j -156.825+11.3182j 164.884-11.4748j -79.5935+3.04333j -134.466+8.76077j -10.0954-0.536072j 51.0903-6.29366j -35.2197+3.32954j 249.944-20.1348j -109.795+10.1983j 71.8564-4.09101j -130.765+11.2098j 163.387-14.3023j -42.7648+4.52282j 7.77168+0.164423j -99.5231+9.1734j 130.747-13.3453j -114.025+9.79254j 121.44-13.0032j -31.6874+4.40931j 2.07099+0.18475j -39.4815+1.4498j 99.3839-11.1574j -10.6389+3.62962j 73.1617-10.4168j -49.6136+8.67359j 35.4423-2.30541j 8.42343-4.17152j 49.2946-6.84211j -1.50849-0.171844j 3.97983+3.74235j 23.3277-0.900563j 6.99037-1.691j 0.222751-0.171483j 
-0.425708+0.520562j -10.6974-1.47384j -36.3523-0.0616664j -3.45471+3.12579j -3.19503-0.277924j -78.6198-4.08043j 14.6734+3.44924j 56.6472+0.213811j -83.8033-6.80047j 117.852+7.78187j -20.0126-3.20534j -162.616-5.65652j 58.0389-3.55577j 4.67994+1.0246j -54.1801-3.81521j -195.288-5.0223j 181.612+3.15706j -209.364-4.89877j -160.562-1.89816j -9.62883+2.62308j -66.5338+0.105869j -261.422-4.17534j -207.273-2.90783j -115.255-0.284533j -173.518-3.05758j 397.288+4.46592j 57.7388+0.987088j 84.2284+2.6465j -14.837+2.16272j 211.715+0.593709j 121.8-1.42702j -259.452+0.222359j 248.101+1.74082j -114.611-1.31649j -244.881+0.85782j -3.03086-0.380564j 113.376-2.85144j -247.473+4.06312j 258.838-2.98798j -123.078-0.213186j -211.719+1.54345j -14.3139-1.83541j 83.0897-3.78621j -57.0714+1.96941j 395.323-8.67449j -172.432+4.87307j 115.076-2.0656j -205.818+5.38694j 260.342-6.86679j -67.4967+0.0956334j 10.1579+1.66102j -159.419+4.27913j 207.88-7.72681j -179.774+4.45286j 193.414-7.81153j -52.1892+4.26324j 4.18829-0.94443j -59.2229-2.64247j 160.87-7.66196j -19.3492+3.81654j 115.37-9.51988j -81.7364+8.60528j 56.192-0.377418j 13.2479-3.6539j 76.5808-4.79278j -3.50854-0.0035775j 4.19142+3.46105j 36.4635-0.593238j 10.3996-1.57568j 0.52715+0.363503j 
