-0.040967-0.0122127j -0.104027+0.0654976j -0.0705196-0.0308869j 0.00598398-0.0098359j 0.0854603+0.0507691j 0.00317426+0.122903j 0.0823042-0.0323929j -0.105387+0.0655697j 0.0735701-0.121437j 0.0035225+0.0265831j 0.000936018-0.0491756j 0.0632641-0.0120465j 0.00738193+0.0868941j -0.0573918+0.00908291j -0.0455115-0.0543993j -0.0144616+0.00377057j -0.0577645+0.00492149j 0.0117676-0.0307315j -0.0638111+0.0400288j -0.0569756-0.0140624j -0.0115066+0.0431022j 0.0638685-0.0274002j -0.119529-0.0669053j -0.0335569-0.091773j 0.101813+0.0278711j -0.0410475-0.130726j 0.0541352-0.0320204j 0.0519663+0.123699j 0.0192914+0.0794675j -0.0390979-0.0635528j 0.00184717-0.0774517j 0.0402786-0.0294925j 0.00511166+0.0567966j -0.0161471+0.0482904j 0.056441-0.00472634j -0.0433816-0.0223354j -0.0233914-0.00851544j -0.0188643-0.0070823j 0.0508419+0.0185619j -0.00998046+0.0266239j -0.021676+0.0459972j 0.0111128-0.0110481j 0.0552946+0.0762001j -0.0215905+0.0102649j -0.0222172-0.0244034j -0.0154891-0.0356947j 0.0365901+0.0455332j -0.0316593+0.051674j -0.0703838+0.0270433j -0.0841459-0.0617403j -0.018999-0.00424295j -0.0244857+0.019176j 0.0420421+0.131676j 0.0754615-0.0118982j 0.0027346-0.0232127j -0.0838684+0.0677901j 0.0394052+0.053974j -0.0697385+0.0619467j 0.0180406+0.024897j 0.0461646-0.0395853j -0.0650041-0.0705378j -0.111174+0.103749j 0.0511437+0.0113846j -0.0620055+0.035622j 0.0752122-0.00110585j -0.069013+0.0364237j 0.00881299+0.0139019j -0.0537612+0.062152j 0.0379861-0.0582172j 0.0341748-0.0277492j -0.0631484-0.0322462j -0.00454995+0.0283321j 0.0692704-0.034919j -0.0118262-0.00137267j -0.0687655-0.0306222j 0.100635+0.0338277j -0.0442387-0.0193904j 0.0373-0.0641251j -0.0516643-0.0861374j -0.0206954+0.0817542j -0.144561+0.00251776j 0.0990747-0.0605051j 0.0238902+0.0588956j -0.0379506-0.00825934j 0.0737114-0.0267056j -0.0211298+0.00233482j 0.0375166+0.0943894j -0.101045-0.143361j 0.0625279-0.0704497j 0.103068-0.0836883j -0.0300699-0.0487246j 0.0214531-0.00706903j 
-0.00149171-0.00090013j -0.000100163+0.00105072j 0.000610615-0.00226418j 0.000639754+0.00126515j -0.00345185-4.2454e-05j -0.000514947-0.0036031j 0.00365338+0.00503067j -0.00146421+0.00243381j 0.0052385-0.00534722j -0.000285276-0.000149363j 0.00262834-0.00530902j -0.0023508+0.00107255j -0.00145798-0.00192067j -0.00181039+0.00090057j -0.00396762+0.00379455j -0.00196646+0.00188136j 0.000104026+0.00030698j -0.00204398+0.00106309j 0.00218019-0.00293338j 0.000438346+0.00277545j 0.000681935+5.07082e-05j 0.00463314-0.000102915j -0.000876289-0.000892093j -0.00141099+0.00153972j -0.00311137-8.12047e-07j 0.00164693-0.00333418j 0.000371067+0.00191254j -0.0028263-0.00187804j -0.00487161-0.00079989j -0.00299259+0.00169023j 0.00432971+0.004542j 0.00222889-0.00135077j 0.0102934-0.00248031j 0.000411535-0.0019102j -0.00446459-0.00093058j -0.00260003+0.000927116j -0.00143353+0.00168524j -0.000438936+0.00129333j -0.00151121+0.00210175j -0.00213436-0.00331181j -0.00238588+0.000973981j 0.0028369-0.00250594j -0.0040279-0.00255595j 0.000782031-0.00136679j -0.0013869+0.00191146j -0.0034638-0.00203957j -0.00801889-0.00112729j -0.0050913+6.42077e-06j -0.00575935-0.00111684j -0.00061299-0.00341727j -0.00452633+0.00561558j 0.00354282-0.000258469j -0.00211645-0.00234598j -0.00332166-0.00164844j -0.000589487+0.00232017j 0.00172624+0.00011743j -0.00151712+0.000724298j 0.000337422-0.0014967j -0.003345-0.00111337j 0.000690983-0.00209817j -0.00113287-0.000822785j -0.00272428+0.00139576j -0.000917047-0.00377112j 0.00253665+0.00039942j 0.00010357-0.00452125j -0.00205453+0.00149373j -0.000795127-0.00141396j -0.00107863-0.00261638j 0.00258948+0.00075408j 0.000392527-0.00185669j -0.00271224+0.00278063j 0.0049624-0.00199238j 7.17137e-05+0.000753905j -0.00268873-0.00551101j -0.00119343+0.00497487j 0.0022878-0.000855107j -0.00120457-0.000410347j -0.00204427-0.00535814j -0.00469319-0.000465061j 0.00308041+0.00121629j 0.00211336-2.63885e-05j 0.000370791+0.000311139j 0.00303625+0.00047287j -0.000103465+0.00095904j 0.00289499-0.00131703j -0.000153546-9.27875e-05j 0.000397976-0.00080778j -0.000145066+0.00128649j 0.000879856-0.000693076j -0.00281133-2.66613e-05j 0.000501963-0.00149491j 0.00395073-0.0014557j 
0.0014447-0.000671013j 0.00130475+0.00244873j 0.000928307-0.00130023j 0.00140124-0.00143777j -0.000927128+0.000390054j 0.000799359+0.00228457j -0.00350482+0.000620794j 0.00113335+0.000470589j 0.000625355+0.00307012j 0.000815927+0.00486881j 0.00479324-0.00223398j -0.00138526+0.00400403j -0.00170302-0.00198335j -0.00434818+0.00342708j -0.00207041-5.41779e-05j -0.00189318+0.0015551j -0.00100621-0.000722591j -0.000530834+0.00184351j -0.00101906-0.0028536j -0.00207873+0.00248928j -0.000368531-0.000995575j -0.0018494+0.00225342j -0.00106234+0.000559778j 0.00247605+0.00206442j 0.00105437-0.000816612j 0.00148697+0.00163467j -0.00137575+0.00129193j -0.00293986-7.50222e-05j 0.00483756-0.00274589j -0.00479652+0.00417111j 0.0040075+0.00105818j 0.00509433-4.74006e-05j 0.0042868+0.00205528j -0.000501514-0.000429287j -0.000338536+0.00624903j -0.00662636-0.00033698j 0.00158422+0.000768809j -0.000305938-0.000720216j -0.00487616-0.000259529j 0.000679414-0.00221909j -0.00187431-0.00136512j 0.00392574-0.0018241j 0.00143367-0.00379722j 0.00427968+0.00147016j 0.00176126+0.000553974j -0.00220759-0.00304087j -0.00107353+0.00102705j -0.000573279+0.0025896j 0.00252427-0.000708405j 0.00456503-0.00109853j -0.000506243+0.00060944j 0.00464458+1.70092e-05j 0.000193178-5.64251e-05j -0.000285471+0.00162466j -0.0046736+0.00190144j 0.00151029+0.00010276j 0.00155214+0.00315436j -0.000220426+0.000942692j 0.000135766+0.0036733j -0.00192955-0.0051955j 0.000662993+0.00273692j 0.000795195-0.00254872j -0.00429851+0.000377355j 0.00250636-0.00162754j 0.0035384+0.00374541j 0.000466343+0.00178256j -0.00044978-0.00303267j -0.00234812-0.000551471j 0.004394+0.00169255j -0.000657886-0.00117916j 0.000374536+0.00361617j 0.00402288-0.00171357j 0.000202626+0.00236962j -0.00276798+0.000647487j 0.00178753+0.00303691j 0.000646465+1.49874e-05j -0.00113768-0.00484514j 0.00153007-0.000442145j -0.00420504-0.0013531j 0.0029436-0.000217864j 0.00299594-0.00200454j 0.000783815+0.00171836j 0.00142708-0.00344049j -0.000131013-0.00113145j 0.00164539-0.000313104j -0.000897986+0.00114965j 0.000541734+0.00235981j -0.000236107+0.00295068j 0.000957616+0.000664687j -0.00163221-0.000157572j 0.000534698-0.0015108j 0.00162759-0.0010193j 
0.000433649+0.00168813j -6.78835e-07+0.000536776j 0.000941048+0.00132744j -0.000756123+0.00153591j -8.28329e-05+0.000815325j -0.000522048+0.00100145j 0.00180266-0.00120719j -0.0021057+0.00194633j -0.0021859+1.93401e-05j -0.00068338+0.0029632j 0.000720488-0.00129019j -0.000334952-0.00233535j -0.00342566+0.00481351j -0.00224666+0.00159187j -0.00358588-0.000107557j -0.000728521-0.00181643j 0.000379704-0.00304014j 0.00214372+0.00151587j -0.000773117-0.000690462j -0.000467649+0.0033003j -0.000615692+4.99229e-05j 0.00285588-0.000442716j -0.00245855-1.03457e-05j 0.000508259-7.08336e-05j 0.00434555-0.000150001j -0.00261075+0.000642443j -0.00158383+0.00459562j -0.000810068-0.000141319j -1.69031e-05-0.00119405j -0.00294301+0.000541814j -0.00365163-0.00380561j 0.00109694-0.00238081j 0.00284776+0.00238757j -0.00195437+0.0027492j -0.00316592+0.00182021j -0.00328169+0.00134327j -0.00174323+0.00242174j 1.16726e-05+0.000352412j 0.000421377+0.00175468j -0.00358784+0.0029764j -0.0028363+0.00106629j 0.00290856-0.00436165j -0.00226744+0.00132862j 0.000393768-0.0016389j -0.00286941+0.000507758j -0.000729729+0.00262022j -0.00419945-0.00104436j -0.00198445-0.00383746j -0.00440631-0.00117907j 0.000277805-0.00283505j 0.00025995-0.000588758j 0.0017657-0.00270455j -0.00129425-0.000274593j 0.00349453-0.00223348j -0.000621831+0.000813514j 0.00197729+0.00226155j 0.00231139+0.000198417j -0.000542553-0.00193844j -3.61502e-05-0.000635844j -0.000121764-0.00261525j -0.00148137-0.00458754j -0.00783743+0.00184154j -0.000856266+0.00237805j -0.000639761+0.00183534j 0.00294407+0.00241511j -0.0057089+0.00192209j 0.00219062-0.00157275j -0.00290553+0.00537477j 0.000605844+0.00320435j -0.00245004-0.00159618j -3.9118e-05-0.00102251j 0.00420531+0.00144767j 0.000102285-0.000914305j -0.00753641+8.51032e-05j 0.00182208+0.00150296j 0.00287358+0.000358148j -0.00275157-0.00239768j 0.000599358-0.00168421j 0.000724865+0.0012504j -0.000618562+0.000124995j -0.00259014+0.00146778j -0.00112748-5.6069e-05j -0.00021137+0.00165741j -0.000213255-0.000214807j 0.00148779-0.00133402j -0.000513673-4.09899e-05j 0.00388295-0.00128349j -0.000842578-0.000655519j 3.66998e-05-0.00157308j 0.00126301-0.000250655j -0.00183081+0.000366694j -0.000751615+0.000230344j 
0.000844839+0.00262942j -0.00141763-0.0023065j 0.000601577+0.0042436j -0.00140282+0.00247596j 0.00280904+0.00110706j -0.00294715+0.00254465j -0.00131505-0.00480526j -7.76094e-05+0.000358177j -0.0061399-0.00116933j 0.00388769-0.00140614j 0.000765636-0.00110774j 0.0024937-0.00107281j -0.00685021+4.02087e-05j -0.000310406-0.000835219j -0.00143254-0.0022186j 0.00107652-0.000390419j 0.000214651-0.00146927j 0.00152564+0.000578164j -0.00237475+0.00339845j 0.0036007+0.00120977j -8.0082e-05+0.000959033j -0.00293656+0.000724082j 0.00209635-0.00320351j -0.00132556+0.0024064j 0.00214688-0.00212818j -0.00433683+0.00216374j 0.00135793-0.00343633j -0.00173061+0.000744426j 0.0094774+0.00133635j 7.78632e-05-0.00307813j -0.00422928-0.00425188j 0.00182432-3.6065e-05j -0.00204344+0.00327411j -0.000176749+0.000248963j -0.00348595+0.00282738j -0.00136288-0.00199293j -0.000224648-0.000302627j 0.00165908+0.00403261j -0.000152572-0.00184053j 0.000977807-0.000705131j -0.00164234+0.00059459j -0.000302593-0.00165803j -1.67869e-05+0.00200125j 0.000946642-0.00136199j -0.000274373+0.0035734j 0.000346469-0.000180444j -0.00303741+0.0035186j 0.000719163-0.00290554j 0.00130381-0.000918849j 0.00268163+0.00163827j -0.000950966+0.000352256j 0.000485687-0.00476389j -9.24718e-05+0.00439446j 0.000198297-0.000730136j 0.00105564-0.000465576j -6.14725e-05+0.000880031j -0.00185913-0.00319626j 0.00159545-0.00132649j 0.000172986+0.00323112j 0.00229532+0.00227933j -0.00275245+0.0018599j -0.000690637+0.000993861j 0.00329853+0.00270924j -0.00274511+2.49031e-05j -0.00329037+7.29406e-05j -0.00165179-0.00244205j 0.00429473+0.00291295j -0.0026247+0.00213371j -0.00141278+0.00216386j -0.00498637+0.000472011j -0.00355726+0.00174961j -0.000449797+0.00276625j 0.00141127-0.00193458j 0.00108829-0.00190277j 0.000109847-0.00624417j 0.00163268+0.00304175j -0.00225376-0.0023456j -0.00142836-0.00162861j -0.000254423-0.000411502j -0.00035821+0.000546471j -0.00292535+0.000513485j 0.00463782+0.00140088j -0.000340815+0.00328022j 0.000350086+0.00282891j -0.00111871+0.00137482j 0.00124009-0.00229201j -0.000593805+0.000588656j -0.00132933-0.00211277j -0.00128692+0.000300741j -0.00171027+0.00111263j 0.00318305+1.44084e-05j 0.00214027-0.000316938j 
0.000427366-0.00018662j 0.000306154+0.000900658j -0.000423947-0.00027416j 0.000213528-0.000132817j 0.000668931+0.000484524j -0.00171208+3.04471e-05j -0.00258783-0.00270718j -0.00163679+0.000437896j -0.00230331+0.00297013j -0.0038585-0.000573887j -0.00247559+0.00270459j 0.000125809-0.00285728j 0.00322662+0.00130055j -0.00187291+0.00077429j 0.000133731-0.00064039j 0.00192601-0.00147821j 0.00167976+0.000431461j -0.000188037+0.0020703j -0.00170764+0.000237966j 0.00109465-0.00271706j -0.00219902-0.00134862j 0.000572789+0.00383957j -0.00450315-0.000846896j -0.00368904-0.00312874j 0.00358311+0.00203994j 0.00305573+0.000986109j 0.00078657+0.00340872j 0.00283334-0.00241946j -0.000962477-0.00019105j -0.00187-0.00364876j -0.0048084-0.000786971j -0.00191543+0.00499204j -0.00285038-0.00128689j 0.000780659+0.000654151j 0.00265878+0.000165004j 0.00327535+0.00202241j -0.00269024-0.00130639j 0.000936892-0.00256876j -0.000427676-0.000593498j -0.00475001+0.00297061j 0.00186185+0.00221099j 0.00188732+0.000882755j 0.000258503+0.00496486j -0.00326177+0.00434211j -0.00342739+0.000884959j -0.000853647+0.00353759j 8.09122e-05+0.00236924j -0.00144538-0.00353633j -1.86528e-05+0.00275398j -0.00088454-0.00377145j 0.00164315+0.00076519j 0.000278756-0.00137665j 0.000741287-0.00054229j 0.00446979+0.000526013j -0.000136049-0.000610696j 0.000660792-0.0021384j 0.0041799-0.00345625j -0.00202683-0.00129345j -0.00486306-0.00349638j -0.00268768-0.00255624j -0.00208846+0.000817362j -0.000903514-0.00441559j -0.00547658-0.000279801j 0.000634302-0.00196683j 0.000224315+0.000574645j -0.00198423-0.00045354j -0.00109786-0.00101184j 0.00113472+0.00290076j 0.000336146-0.00174314j 0.0091209-1.51674e-06j 0.00425771-0.00642384j -0.000265111+0.000145322j 0.00140745+0.00407481j -0.00378085+0.00162582j 0.00195122+0.00781647j 0.000707419-0.00123094j -0.000182116-0.00107418j 0.00223771+0.000258192j -0.00150169+0.00150502j -0.000941488-0.00285152j -0.000176112+0.0014669j -0.00261924+0.000427409j 0.00155036+0.00181859j 0.00148698+0.000247402j 0.000306036-0.00207033j 0.000520225-0.000660356j -0.000126936+0.00165601j 0.000575406+0.00245586j -0.000610724-0.000822685j -0.00208038-0.000204659j 0.000626434+0.00135468j 0.000838742-8.46044e-05j 
-2.44768e-05+0.000198616j 0.00101374-0.0021842j -0.00149883-0.001084j -0.000501561-0.002092j -0.000567336+1.6989e-05j 0.00116574-0.00175412j -0.000388468+0.00492167j -0.000343683-8.2837e-05j 0.00564637+0.001998j 0.00391905+0.00414842j 0.00158057-0.00157864j -0.00209902+0.000575735j 0.000718369+0.00162887j 0.000256895+0.00126189j -0.000262041+0.00371347j -0.00105727+0.0038256j -0.00123297+0.00242376j -0.00175608-0.00057813j 0.00139612-0.00408176j -0.000483736+0.00258587j -0.00203049-0.000840957j 0.00214959+0.000705879j -0.00101238+0.00260345j 0.00260664+0.0038731j 0.000944487-0.00298794j 0.000142538+0.00297055j 0.00201545-0.00218057j 0.00295488+1.36566e-05j 0.00134514-0.000959148j -0.00203141+0.00459465j 0.00487436+4.26479e-05j 0.00166213-0.0013411j 0.00161044-0.000528578j -0.00171182-0.00188677j 0.00171314+0.00294902j -0.0012941+0.00119345j 0.00200804-0.00542896j -0.000798509+0.00173039j 0.000938248-0.00029272j -0.00254782-0.00261556j -0.00108925-0.00137289j 0.00137871+0.00117286j -0.000340194-0.000153248j -0.00010332-0.000683431j -2.4755e-05-0.00242801j -0.00355307-0.00209019j 0.00166366-0.00144405j 0.00129807+0.00244475j -0.00426637-2.80797e-06j -0.00119094-8.90633e-05j -0.00158471+0.00118851j -0.000362348+0.00195189j -0.0029542-0.0015346j -0.000617764+0.000326192j -0.00228911+0.000505767j 0.00111709-0.00117461j -0.00119077+0.000590055j -0.000404455-0.00201741j 0.00281112+0.0033942j -0.000346356-0.00406247j -0.00261402+0.000366536j -0.00291206+0.00186869j -0.00215674+0.000234802j 0.000601072+0.00395797j -0.00144613+0.00243688j -0.00245216-0.000810071j -0.00203568-0.00220433j -0.00234033-0.000279624j 0.00307077+0.00060431j -0.00483161-0.00040813j 6.35457e-05+0.00443257j -0.00120437-0.00119201j -0.00268401-0.000403242j -0.00339859+0.00099708j -7.10691e-05+0.000148897j 0.00258858+0.000960902j -0.00110431-0.00128157j 2.07745e-05+6.09518e-05j 0.00290721-0.00194979j -5.63733e-07+0.000374048j 0.00215207+0.000391142j -0.00021563+0.000847761j -0.000631788-0.00311857j 0.00166916+0.00170147j 0.00186917-0.00169051j 0.000237745-0.000228231j 0.000790658-0.00135287j -0.00293508+0.000883257j -0.000206663-0.00181432j 0.00140947-0.000367499j 0.000278013-0.00178923j 4.74096e-05+0.000844343j 
-0.000554272-0.000344472j 3.60394e-05+0.00163125j -0.00152547-0.000427693j -0.000410521-0.00107671j -0.00112703-0.000709161j 0.00272598-0.000157761j 0.00669493+0.00172953j -0.00245217-0.00324524j 0.000883277-0.00197574j 0.000474002+0.0014963j 0.0022772-0.00320421j -0.00375003+0.000961177j 0.00104786+0.00199559j -0.00178464+0.00465096j 0.0017478+0.00454173j -0.000586874+0.00421785j -0.000649057-0.000319451j 0.00101705+5.20557e-05j 8.94154e-05-0.00136463j -0.00216672+0.00226935j 0.0017562-0.000971653j 0.00657912-0.00406796j 0.00454627+0.00378182j 0.00295811-0.0008528j -0.00353339-0.000469006j 0.00265883-0.0049253j -0.00183471-0.00139j -0.00196812+0.0012216j -0.00673577-0.0023166j -0.00133671+0.00227596j 0.00450619+0.00707868j -0.00219163-0.00320675j 0.00283485-0.00173955j -0.00150506-0.00107802j -0.00319243-0.00287308j -0.00294967+0.00470902j 0.0016455-0.00499448j -0.0021692-0.00252491j 0.00322788+0.000263206j 0.00334596+0.000772181j -0.0027233+0.000204813j -0.00272076-0.00393258j 0.00264624-0.00157578j 0.00136813-0.0026385j 0.00163344-0.00237708j 0.00122318-0.00443289j 0.000450676-0.00217149j 0.00131881+0.00352203j -0.000866006+7.75889e-05j 0.00231303+0.000238309j -0.000625747-0.00246291j -0.00278985+0.00209236j -0.00373924-0.00127938j 0.000925702+0.00290541j 0.00350259-0.000672263j 0.000863562+0.0021213j 0.00297183+0.00404193j 0.00245555+0.00362056j -0.000246903-0.00234067j -0.00223796-0.000164271j 0.00192511-0.00168016j 0.00166121+0.00133706j 0.00115437-0.00204733j 0.00252451-0.00396368j 0.00208345-0.00278961j 0.00390952+0.0030713j -0.00433188-0.00158212j 0.00157038-0.00386741j -0.000802509+0.000654565j 0.000138514-0.000523387j -0.00171865+0.00105603j -0.000539672-0.00294763j -0.00161688-0.000278768j 0.00426419-0.000602654j 0.000388323+0.000698199j 0.00124552-0.00262103j 0.00158226+0.00164161j -0.00243734+0.00116287j -0.00188177+0.00137399j 0.00217822+0.00296553j 0.00167444-0.00340301j 0.000711572-0.00144066j -0.000287586-0.00279554j -0.00235718-0.00277812j 0.00138664-0.000541359j -0.00208207-0.000654639j -0.00135995-0.000956209j 0.00236558+0.000714717j 0.00201316-0.00143006j -0.000779691+0.000457157j 0.000227279-0.000124667j 0.00065224+0.00177889j 
0.000424968-0.00120306j 0.00111885-0.000226522j -0.000766461-0.000947507j -0.000248903+0.000295107j -0.00134603+0.00274718j -0.00221742+3.03217e-05j -0.00177214+0.00229016j 0.00242342+0.000893109j 0.00244358-0.00095374j -0.00354412+0.000135312j 0.000690251+0.000994915j -0.000465887+0.00151818j 0.0014069-0.0037387j -0.000743838-0.000295221j -0.000457123-1.21824e-05j -0.00118317-0.000852124j -0.00141255+0.000294482j 0.000766481-0.000483605j 0.00184431-0.00228578j -0.000495524+0.000165339j -0.0021798-0.000946745j -0.00411048+0.00185086j -0.00250915+0.00368178j 0.000645214-0.000398797j -0.00147928+0.000268011j -0.00231645+0.00147898j -0.000839929+0.00294236j -0.000748674-0.000667108j -0.00289095+0.00116132j 0.00209228+0.00276455j 0.000565309-0.00137858j 0.000859261-0.00208075j 0.00135187+0.000370903j -9.06724e-05+0.00295351j -0.000101409+0.000472215j -0.00207117-2.98709e-05j 4.91186e-05+0.00179619j 1.23707e-05-0.000876342j -0.00137278-0.00073703j 0.000176553+0.00130364j 0.00121563-0.00223202j -1.70087e-05+0.000360547j -0.00304451-0.000589446j 0.000741862+0.000996843j 0.00137607-0.0018528j -0.000976991-0.00137235j -0.00163544+0.000391962j 0.000929396+0.000415663j -0.00098894+0.00107628j -0.00169828-0.00167491j 0.000980699-0.00052509j 0.00313188+0.00277194j -0.000296316-0.000489563j -0.00158938-0.00149925j -0.00285996+0.000971129j 0.000359355+0.000637412j 0.00207659+0.00400602j 0.00145834+0.00186033j 0.00185769+0.00111819j -0.00245824-0.00435766j -0.00284452-0.000125607j -0.00311926+0.0016674j 0.00248331-0.00149753j -0.000164144+0.000727542j 0.00134052+0.000699401j -0.000229624+0.00109369j 0.000297369-0.000745379j -0.000683061+0.00168674j 0.00293398+0.00132458j -0.000317075+0.000166908j 0.00151411-0.000491233j 0.00338131+4.91702e-05j -0.00266391+0.00107474j -0.00557567+0.000517714j 0.00397539+0.00287428j 0.00209735-0.000290192j 0.00160009-0.00255283j 0.00179869+0.00172929j -0.000180139-0.00256048j -0.00051509-0.00285398j -0.00141483-0.000669666j 0.00121646-0.00149504j 0.000783255-0.00260334j 0.00174462-0.00127449j 1.61179e-05-0.00191441j -0.00120082-0.00116331j 0.00155977-0.00272665j -0.000847193-0.000158438j 0.00118504-0.00272413j 0.00033838+0.000965514j 0.00216782-0.00100058j 0.000320447+0.00190275j 
0.000796344-0.000945719j -0.000441905+0.00210691j 0.000307736+0.0011447j -0.000141048+0.000346924j 0.000835785-0.000539479j 0.00169179+0.00321368j 0.000576237-0.00494102j 0.00201861-0.00162622j -0.0063409+0.00319342j -0.00352709-0.00134318j -0.000595957+0.00242737j -0.000907051+0.00162126j -0.000725787+0.000478384j -0.000693791+0.000589577j 0.00191775-0.00293278j 0.00161417-0.000824706j -0.000399774-0.00127776j 0.00254569+0.000179769j -0.000503661+0.00238151j -0.00114479-0.000967565j 0.00141607-0.000443133j -0.00148386-0.000522068j 0.00215749-0.00160335j -0.000165352-0.00555163j -0.000967935-0.0013419j -0.00218574+0.00029417j -0.00385149+0.00312644j -0.00356385+0.00244962j -0.000289509-0.00194857j 0.00027497-0.00214957j -0.00292002+0.00284896j -0.00190151-0.00192308j 0.000694301+0.00349383j -0.00101233+0.00161661j -0.0021899+0.0014896j -0.00283007+0.0011543j -0.000682074+0.00251455j 0.000165794-0.00191948j 0.00066883+0.00157176j 0.00313516+0.00277561j 1.00095e-05-0.000438239j -0.00275295-0.00307634j 0.00105059+7.26107e-05j 0.000256652+0.000190789j 0.00149616-0.00189904j 0.00181856-0.000607854j -7.62231e-05-0.00037029j 0.000837105-0.000830063j 0.00417809+0.000151018j 0.00142239-0.0016658j 0.00146679-0.00406686j 0.000401729-0.00225815j 0.00137988+0.00153221j -0.000241742-0.000259649j 0.00262768+0.000817154j 0.000544214+0.00174035j 0.00324397+0.000745373j 0.00279885+0.000403794j 0.00207456-0.00127984j -0.00124889+0.00143721j 0.000488981-0.00357463j -0.00105384+0.00197969j 0.00341605+0.00190856j -0.00240789-0.00336559j 0.00228592+0.000765344j -0.00120456+0.00471542j 0.00157453+0.000388986j -0.00121045+0.0021616j -0.00208104+0.00426228j -0.000869936+0.00215242j -0.000765156-0.00100552j -0.000436311+0.00112766j 0.00236188-4.03551e-05j 0.000570358-0.00110135j 0.00292669-0.00206193j 0.00137136-0.000157622j -0.00072735-0.00345683j 0.00090481+0.00253757j -0.00167523+0.00190065j 0.00154997-0.000605907j -0.00387988-0.00130525j 0.00250717-0.000877675j -0.000499992+0.00174196j -0.00156854-0.00294239j 9.17519e-05+0.000453249j -0.00344412-0.00144324j -0.00279984-0.000660441j -0.000176174-0.00107914j 0.000134526-0.00152991j -0.000803262-2.83168e-05j -0.000125783+0.000871267j -0.000329095-6.73726e-05j 
0.00022188-0.00110548j -3.24921e-05-0.00122272j 0.000627399-6.14399e-06j 0.000599692-0.000499079j 0.0010346+0.000334599j -0.000532286+0.000711623j -0.00654111+0.000856847j 0.00202666+0.00282882j 0.0016054+0.00375753j 0.00057949+0.000104544j -0.00118072+0.00224011j 0.00296327-0.0010044j 0.00111776-0.000242603j 0.0011218-0.00276165j -0.00182523-0.00268568j -0.000441142-0.0022297j 0.000703866+0.00106596j 0.000206224+0.000100869j -0.000383405+0.000739602j 0.00138887-0.00246279j -0.00211161+0.00124967j -0.00235952+0.00550083j -0.00492181-0.00224965j -0.00200806+0.00303702j 0.0025529-0.00308656j -0.00208966+0.0045828j 0.00301773+0.00202612j 0.00162244-0.0017067j 0.00602178-0.00124637j -0.0007397-0.00132239j -0.00421559-0.00354682j 0.00235936+0.00149577j -0.00185602+0.00198853j 0.00128235-0.000157528j 0.00498043+0.00275303j 0.0024948-0.00397769j -0.0012193+0.00249603j 0.00189986+0.00240587j -0.00202041+0.000479049j -0.0036695+0.00103906j 0.00164807-0.000785429j 0.00241399+0.00271798j -0.000514837+0.00294672j -0.000806629+0.00282259j -0.00112696+0.00339695j -0.000883178+0.00513331j 0.00193776+0.00018632j -0.000954359-0.00120525j 0.000897154+0.000537865j -0.00245096-0.00120364j 0.00207357+0.00102632j 0.00131697-0.00145819j 0.00253403+0.00101256j 9.01719e-05-0.00215256j -0.0030835+0.000629207j -0.00185054-0.00231516j -0.00252514-0.00329358j -0.003695-0.00249729j -0.000577682+0.00247653j 0.000708889-0.000218248j -0.00313749+0.00209676j -0.00335149-0.00143845j -0.00117169+0.00304132j 3.89526e-05+0.00341592j -0.000174611+0.00342371j -0.0029617+0.000300933j 0.00197103-0.000625051j -0.000532751+0.00456865j 0.000558383-0.000340187j 3.12514e-05-0.000345019j 0.000825231-0.00307343j -0.000137016+0.00204865j 0.000922268+4.92022e-06j -0.00400905+0.00284737j 0.000606267+0.000159885j -0.00016071+0.00219775j -0.00256651-0.000961267j 0.00141603-0.00141758j 0.00326527-0.000228715j -0.00281922-0.00231031j -0.00044219+0.00135205j 0.001573+0.00210048j 0.000275602+0.00173142j 0.00199727+0.00273434j -0.000368823-0.00104052j 0.00169461-0.000825286j 0.00137108-0.000308538j -0.00245804+0.0018001j -0.00200148+0.000724191j -0.0015735+2.59199e-05j 0.0016383-0.000164218j -0.000347659-0.000295301j 
