-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
-0.229649-0.639405j -0.716906+0.71175j -0.37057-1.17545j 0.464179+1.46299j 1.64825+0.130862j 1.95932+0.481979j 0.446778-0.331416j 1.045-0.627132j -1.1445-0.448285j -0.415816+0.517433j 1.39159+0.84106j 0.550115+0.413669j 0.298843+0.326399j -0.604116-0.297105j 0.0908716-0.640065j 0.295528-0.550773j 0.733953+0.316694j -0.0802959+0.453873j -0.704537+0.349103j -0.414808-0.971994j -0.0635328+0.58373j -0.639513+0.392687j -0.262092-0.222298j -1.03598-0.21727j 0.3283-1.09192j -0.322961+0.133565j -0.106734-0.312072j 0.773381+0.168199j 0.0338251-0.361844j 0.458358+0.395208j -0.297932-0.242756j 0.103083+0.154402j -0.971919+0.246211j 0.527251-0.110457j 0.121925+0.348042j 0.132757-0.511118j -0.550768-0.540666j 0.508978+0.454577j 0.189393+0.476841j -0.270282-0.469463j -0.301412+0.421242j -0.174333+0.605173j 0.576293-0.0608482j -0.0592012-0.750348j 0.0109354+0.683451j 0.384852-1.03471j 0.416825-0.219142j 0.952005-0.920511j 0.499498+0.175635j -1.05569+0.0597143j 0.708051+0.402912j 0.0837589+0.131556j 0.27543+0.245693j 0.142538+0.661391j -0.193256+0.427879j -0.574682+0.416384j -0.446479+0.771931j -0.479148+0.0421278j 0.0131944-0.071215j 0.0391824-0.186834j 1.20422+0.675567j -0.0424744-0.0415359j 0.064822+0.0686978j 0.0740537+0.0106698j -0.119977+0.131283j 0.160536+0.109192j 0.288562-0.100864j -0.470741+0.0195943j 0.111156+0.207331j 0.544233+0.515173j -0.212822+0.196761j 0.311514-0.0678461j -0.182252-0.321505j 0.133708+0.0985082j -0.146197-0.0669496j -0.911193-0.516225j -0.120768+1.03559j 0.0288012+0.109193j -0.491936+0.518485j -0.347304-0.195049j -0.113071-0.119939j 0.0712559-0.225103j -0.199832+0.206628j 0.149118+0.0991201j -0.562529-0.0773948j 0.187227-0.00627669j -0.408202+0.087531j -0.444721+0.250183j -0.0569599+0.866188j -0.11685+0.880959j 0.367627+0.614456j 0.487017+0.143152j 0.0854808+0.51929j 0.197537-0.0214851j -0.467466+0.00252671j 
-0.948229-0.549622j -1.17195+0.00665194j 0.579196+0.671504j 0.300105+0.867587j -0.715574+0.0570933j 0.0191977-0.507349j -0.271645-0.0904979j 0.176622-1.59865j 0.391732-0.203708j 0.0902074+0.0914706j -0.236348+0.208042j -0.687272+0.239995j 0.372749-0.748899j -0.926118-0.0126838j 0.449152-0.806723j -0.285178+1.17248j 0.128477-0.301285j 0.436154-0.790933j 0.1039+0.109912j -0.679617-1.09974j -0.182173+0.112211j -0.339493+0.356708j -0.845077+0.364575j 0.0915103-0.558266j -0.920557-0.366928j 0.00703939+0.174012j -0.164097+0.439771j -0.531661+0.236806j 0.905504-0.324115j -0.726086-0.189928j 0.519976+0.781631j 0.52678+0.474712j -0.527142+0.33237j 0.339416-0.286773j -0.749968-0.69782j 0.117405+0.857832j 0.39093+0.765825j -0.218572-0.0317831j -0.0690448-1.01305j -0.395895-0.176878j 0.42395+0.189152j 0.0584519+0.667288j 0.205823-1.45504j 0.58883-0.12668j -0.101737-0.661751j 1.29342+0.447886j -0.196073+0.902616j 0.406682+0.210374j 0.0959372-0.0584387j -0.3458+0.275272j -0.757869+0.211495j -0.451656+0.323254j -0.08285+1.02482j -0.808207+0.361569j -0.376991+0.457885j 0.548199-0.311417j -1.51767-0.117993j -1.00617+0.264063j -0.245751-0.124076j 1.10644-0.36378j -0.531321-1.35827j -0.0824255+0.343938j -0.68299+0.298171j -1.49485+0.353271j 0.117603-0.337891j 0.286459-0.764547j -0.320188-0.132859j 1.37047-0.45001j 0.409224-0.149613j 0.288368+1.17165j -0.0311678-0.138058j -0.361488-0.356715j 1.80499-0.0428908j 0.313938+0.0541353j -0.297337-0.191924j 0.356076+0.145921j 0.0585227-1.23893j -0.121067+0.935392j 0.594639+0.119259j -0.451484+0.492029j 0.144753+0.0037057j -0.796032+0.255998j -0.0640959+0.556055j -0.169149-0.143125j -0.238314-1.17623j 0.573697-0.962197j -0.334459-0.347762j 0.158853+0.526731j -0.606551-0.43076j -0.668869+0.503862j -0.344542-0.902694j -0.488679-0.404445j 0.464012-0.566064j -0.2001-0.0560026j 0.181451+0.445982j 
0.970713-0.44034j -0.155483+1.05306j 0.0317282+0.722681j 0.212868-0.936718j 0.12688-0.456297j 0.270906-0.0125613j -0.0424741-0.235883j -0.331952-0.948372j 0.39848+0.0623644j 0.13349+1.21859j -0.420285+0.192589j 0.200663+0.0821581j -0.0972022-0.000905503j -0.241831-0.44793j 0.0310929+0.0768794j 0.745002-0.6452j -0.58336-0.380951j 0.341264-0.131644j -0.971392-0.0052734j 0.535356+0.0561133j 0.39089-0.398578j -0.0578-0.437929j -0.182914-0.0229035j -0.57289-1.07j -0.502312+0.347026j 0.282094+0.714613j 0.0681139+0.488521j -0.611602-0.358754j 0.64168+0.085894j -0.0893653-0.111515j -0.435575-0.680954j 0.260813+0.231559j -0.400077+0.298553j -0.285368+0.123036j -0.145372+0.242328j -0.0698597-0.194553j 0.188106-0.278607j -0.213878-0.862565j -0.400447+0.705393j 0.385312-0.696353j 0.45554+0.654981j 0.0154322+0.135342j 0.846906-0.389648j -0.0221127-0.417497j -0.773937-0.140833j -0.237906+0.18167j -0.279835+0.940344j -0.157685+0.197524j -0.461618-0.376693j 0.208905+0.067907j -0.44392+0.000973005j 0.350385+0.371145j -0.0176422+0.0409204j 0.36054+0.285089j -0.181187+0.435653j 0.119219-0.0435134j 0.253527-0.609572j -0.498548+0.427633j -0.400745+0.214751j 0.0650775+0.0416528j -0.846063-0.250498j -0.984209-0.144185j -0.510066+0.51143j -0.332414-0.350187j 0.0827521-0.242449j -0.10423-0.028089j -0.156752+0.0759133j 0.976277-0.153496j 0.111273-0.0982386j 0.741804+0.937616j -0.365975+0.268723j 0.0919091+0.418613j 0.419732-0.720167j 0.0310544-0.396228j 0.150362+0.0988829j 0.39006+0.541095j 0.530385-0.719797j 0.0246511+0.876035j -0.138173+0.259544j 0.249961+0.244902j 0.0519197-0.327198j 0.226898-0.348205j -0.177612-0.470744j 0.272974-0.16872j 0.0861015-0.747959j 0.284006-0.285303j -0.0046046+0.0352486j -0.0685519+0.336933j -0.384386+0.303452j -0.240919+0.184928j -0.368196-0.455928j -0.0759421-0.272976j 0.206173-0.248694j -0.231859+0.028539j -0.0105461+0.25974j 
-0.0379618-0.202294j -0.224742+0.782469j 0.435569-0.316243j 0.356039+1.25009j -0.62527+0.721678j -0.0124496+0.716722j -0.278678+0.285338j 0.114232+0.0196529j -0.417016+0.0283661j 0.0508952-0.645348j 0.520282-0.0339719j -0.375518-0.107535j 0.206364+0.0273038j 0.024671+0.0216247j -0.0840519-0.215427j -0.0811928+0.235738j -0.453069-0.586865j 0.821964-0.283952j 1.03281-0.6795j -0.563307-0.344173j -0.725933+0.533504j -0.166018+0.951888j -0.894348+0.0432334j 0.247499+1.0928j 0.158005-0.333459j -0.161118+0.0513907j -0.489125-0.423755j -0.00486649+0.411129j -0.21077+0.0180644j -0.247656+0.194224j 0.160962+0.583838j -0.114577-0.0552762j 0.183351-0.226414j 0.286896+0.044559j 0.17738-0.23652j 0.0909278+0.1077j 0.106456+0.275097j -0.309351-0.641511j -0.356837-0.154394j 1.07716-0.429865j 0.573079+0.203233j 0.220381-0.865139j -0.0513688-0.235447j -0.148455-0.917459j -0.61285-0.30378j -0.159623+0.0825973j 0.356379-1.37243j 0.0925931-0.455553j -0.29265-0.0525256j -0.361628-0.0186301j -0.152533+0.481535j -0.17655-0.138111j -0.300765-0.0128641j 0.530508-0.166087j -0.0359056+0.000554721j 0.523231-0.319801j -0.412728+0.0547629j 0.31756-0.182829j 0.184441+0.536322j 0.0413211+0.474556j 0.833735+0.355641j 0.351865+0.0807146j 0.361978+0.109137j -0.713803-0.425551j -0.0660869-0.0929508j -0.61871-0.0261931j -0.388377-0.0498756j -0.770761-0.0375887j 0.326925-0.456529j -0.742129-0.260479j -0.190761+0.144578j -0.106008-0.0347362j -0.133189+0.0430947j -0.0992179+0.0833227j -0.0573567+0.263256j -0.293247+0.0696013j -0.105662+0.61026j -0.16398-0.44024j -0.201696-0.282728j 0.232426+0.0361389j -0.0162334+0.134237j -0.0124049-0.150758j 0.117862+0.148178j -0.194983+0.115181j -0.163317+0.257632j -0.485072-0.453603j 0.0894606+0.0481091j 0.113044-0.0451724j -0.14606+0.0277537j -0.0441962-0.0518393j -0.0584356-0.143971j 0.027898+0.0592963j 0.0852734-0.04719j 0.0258504-0.105259j -0.0550328-0.114658j 
2.069+0.330296j -1.26349+2.67655j 0.265426+0.637374j 0.533806+0.409642j -1.00917-0.2675j -0.560674+1.07962j -0.743912-0.589507j -0.125075-0.486035j -0.375761+0.276552j -0.083874+0.75336j 0.183135-0.20028j 0.352968-0.167413j 0.0682101+0.737161j 0.545922-0.493145j -0.465596+0.173318j 0.296241+1.06274j 1.51322-0.449291j -0.47729+0.94922j 0.20531+0.647302j 0.233872+0.144819j -0.18723+0.212248j 0.197767-0.455503j 0.792019-0.0684457j 0.271272-0.0735877j -0.0588922-0.213585j -0.234972-0.528134j 0.430931+0.250882j 0.539717-0.0762807j -0.0188649-0.268014j 0.218294-0.240628j 0.438192+0.279949j 0.036574+0.00988514j -0.167933+0.121401j 0.0604167-0.235582j -0.273257-0.342119j 0.00875083+0.287599j -0.122518+0.119853j -1.60832+0.458028j 1.26233-0.85812j -1.15623-1.72847j -1.11861-0.961006j -1.23385-0.1331j -0.795305+0.416362j -1.44573+0.403939j -0.00750599+1.67122j 0.59652-0.554147j 0.31635+0.693277j 0.0152161+0.403916j -0.729156+0.878094j 0.0510485-0.000789737j -0.0575318-0.606605j 0.143161-0.182407j -0.0341937+0.768828j -0.0856431-0.985008j 0.306499+0.0274731j -0.432287-0.406338j 0.452599+0.324206j -0.413803+0.111148j 0.721489-0.026567j 0.665196-0.254848j -0.32931+0.0516892j -0.0415927-0.28939j 0.579759-0.912658j -0.354103+0.820284j -0.202611+0.167069j -0.311446-0.274926j 0.291173+0.440368j -0.0893571-0.0878352j -0.868903+0.0107959j 0.0794403+0.116207j 0.877224+0.20971j 0.358529-0.444145j -0.125049-0.237738j -0.256254+0.492762j 0.381102-0.481441j -0.00993284+0.33198j 0.249088+0.140026j 0.0241271+0.186188j -0.27342-0.234501j -0.226249-0.676472j -0.231653+0.18566j -0.180718+0.139394j -0.844614+0.315879j -0.0446629-0.0606594j 0.0820266+0.0329165j -0.254627-0.154337j 0.0628075-0.530463j 0.123828-0.0590062j 0.326633-0.0723608j -0.386322+0.0739827j -0.118751-0.0143193j -0.15838-0.336245j 0.0498056-0.0201426j -0.0916087+0.222395j -0.0567316+0.0427803j 
-0.292183+0.436254j 0.686988+0.110668j -0.337914-0.0867605j -0.487727+0.384748j -1.73277-1.76215j -0.220924+0.19907j -0.823905-1.04891j 0.0602163+1.79488j -0.251205+0.239008j -0.781743-2.00337j -0.984821-0.726822j 1.72046-0.522613j 1.53228-0.0461463j -0.15995+0.392075j -1.01124+0.205442j -0.13928-0.274041j 0.22166-0.10547j 0.55527-0.0307449j -0.860493-0.176449j -1.55103+0.415695j -0.191502+0.300506j -0.28534-0.851001j 0.332154-0.782287j 0.749294-0.182938j 0.286382-0.160863j 0.364281+0.0871715j 0.843584+0.604447j -0.182146+1.85436j -0.153936+1.13326j -0.619113-0.692895j -0.168083-0.702186j -0.586111-0.431542j -0.227725+1.03061j 1.26271-0.562194j -0.27116+0.18483j 0.304482-0.373952j -0.522058+0.35724j 0.000766342+0.047687j -0.292188-0.00130113j 0.140248-0.134861j -0.161896+0.0341841j -0.449413+0.284468j -0.161791+0.294882j 0.595474-0.452102j -0.0445794+0.0841693j -0.339822+0.682435j 0.513251+0.680396j -0.479957-0.183707j 0.0956786+0.209167j -0.659901-0.794227j -0.250555+0.0562826j 0.156114-0.358815j -0.0675705+0.761977j -0.349485+0.228274j 0.468675-0.424035j 0.187934+0.43382j -0.292856+0.0267811j -0.744362+0.112209j 0.288076+0.169735j 0.469398-0.335345j 0.0391818+0.574482j 0.111454-0.0341191j 0.916025+0.654863j -0.486929-0.777216j 0.281047-0.338531j 0.68129+0.683625j 0.379483-0.496817j 0.0448004+0.202597j 0.291876+0.196919j -0.0179486+0.67638j -0.210399-0.28886j 0.740902-0.435797j -0.0752492-0.0531429j 0.336832-0.514156j -0.725076+0.587299j 0.182975+0.115649j -0.371813+0.202183j 0.197307+0.341629j -0.653452+0.043806j -0.69783-0.703376j 0.193954-0.501096j 0.571777+0.518388j 0.0544125+0.393801j 0.436518+0.591971j 0.000792427-0.371301j 0.226664+0.126706j 0.860339-0.57778j -0.202386-0.104741j 0.077855-0.348144j -0.363258+0.0836664j 0.1101-0.0537795j -0.347846+0.0255415j -0.337446+0.149037j -0.606153+0.248797j -0.00920488-0.139632j 
-0.29215+0.0810666j -0.125528-0.0875398j 0.0696208-0.241464j 0.0542895+0.511124j -0.200415+0.127463j 0.108551+0.114876j 0.0246384+0.153033j 0.0644053+0.0400306j -0.202221+0.00904742j -0.124357-0.394174j 0.143936+0.00952767j -0.19256+0.0975555j 0.179104-0.0886217j -0.022233+0.109555j 0.0409602-0.239652j -0.452537+0.579744j 0.145673-0.257107j 0.37143-0.16864j 0.99723-0.0865934j -0.63299-0.469667j -0.499494+0.405037j -0.306761+0.693942j -0.386096-0.0464075j 0.23249+0.836632j 0.0962833-0.34414j -0.112922-0.240883j -0.16867-0.368533j 0.198043+0.426649j -0.157444-0.182127j -0.318539+0.00557775j 0.396397+0.674709j -0.018172+0.00325523j 0.182162-0.179375j 0.397886-0.218505j -0.058459-0.238652j 0.136433+0.405285j -0.0696762+0.43265j -0.0021066+0.487208j -0.501535-1.28058j 0.274199+0.174103j 0.600905-0.123501j 0.0776003-0.467415j -0.607766-0.708219j -0.209595-0.501217j 0.417497-1.01226j 0.576762+0.285323j 0.284132-1.77114j -0.136919-0.837444j 0.367539-0.0741081j -0.66677+0.130506j -0.122055+0.605171j -0.202264-0.522028j -0.446739+0.49024j 0.689822-0.112096j 0.237163+0.0296575j 1.17819-0.385602j -1.23723+0.741827j 0.150662-0.301501j 0.774668+0.178309j 0.0506769+0.257759j 0.962163-0.606168j 0.918165+0.154179j 0.201796+0.0124223j -0.540566+0.180776j 0.442185-0.0809913j -0.0651327-0.157495j 0.289982-0.21691j -0.501472+0.129026j 0.410293-0.486557j -0.599438-0.0495015j -0.00477743-0.0514164j -0.261771-0.804799j 0.128433+0.488077j 0.310987+0.980371j -0.27546-0.0956629j -0.324273-0.0979904j -0.0342062+0.384843j -0.237541-0.507035j -0.181069-0.21902j 0.054986+0.193368j 0.206474+0.659596j -0.143879+0.581319j 0.371413+1.05728j -0.855765+0.236349j -0.0622039+0.133093j -0.449292-0.335492j -0.294787-0.288971j 0.154667-0.319838j -0.381814-0.418197j 0.11363+0.201701j 0.0632128-0.145214j -0.00798125+0.295015j 0.0132097-0.155162j 0.083429-0.204394j -0.0153881+0.0414199j 
0.0521844+0.574771j 0.942364-0.249999j -0.214768+0.732801j 0.185026-1.53416j -0.397011-0.518875j -1.04899-1.00426j -0.0953874+0.599141j -1.23085+0.0932649j 0.480525+0.781715j 0.60551+0.173474j -0.323146-0.839913j -0.495319-0.291707j -0.571023-0.115122j 0.663899+0.391304j -0.250371+0.49j 0.217491-0.198449j 0.539554+0.262999j 0.194684+0.381584j -0.216265+0.520302j -0.617044-1.52097j -0.415166+0.438558j -0.318242+1.00889j -0.978832+0.0730796j -1.37668+0.108721j -0.329633-1.12481j -0.382386+0.0617005j -0.136579-0.183949j 0.627621-0.15156j 0.467801-0.826686j 0.811012+0.576452j -0.28662+0.207363j 0.260192+0.321905j -0.879869+0.110447j 0.274616+0.0998526j 0.00357716+0.180409j 0.178209-0.186903j -0.320219-0.514041j -0.295914+0.372866j -0.486985+0.290844j 0.556907-0.127227j -0.85136+0.208205j -0.729332-0.207581j 1.16352+0.41449j 0.336698-0.23403j -0.280548+0.015178j 1.92252+0.437998j 0.616988+0.0552473j 0.765909+0.728955j -0.291335+0.326717j -0.707643-1.26716j -0.480458+1.19237j 0.539366+0.350349j -0.796383+1.08809j -0.350326+0.584919j -0.350949+0.0239197j -0.234424-0.270324j -1.58193-0.725331j -0.27259-0.961595j 0.177504-0.118011j -0.562646+0.168972j 0.195324+1.57766j -0.000866954-0.0169987j -0.570497+0.202461j 0.501007+0.439753j 0.00266335+0.0364571j 0.451602+0.907191j 0.619969+0.201143j -0.0187448-0.168896j -0.578372+0.336002j -0.7925+1.69616j 0.0999471+0.0597155j 0.137832-0.019944j -0.0607842-0.414169j -0.0736754+0.196822j 0.377086-0.192551j 0.415992-1.12216j -0.92229+0.424582j -0.471088+0.191529j -1.09012-0.956016j 0.40787+0.0140861j -0.112395-0.060448j 0.758986+0.530588j -0.440858-0.517538j -0.0851038-0.0894026j 0.708499-0.649585j 0.871775+0.410471j -0.469717-0.078998j -0.467286-0.330884j -1.03351+0.120512j -1.21445-0.00137418j -0.525032+0.402435j 0.0729381+0.254611j -0.246702+0.266754j 0.336134+0.102372j -0.32596-0.594402j 
0.373357+1.83998j 0.123785+1.07167j 0.0228538-1.01591j 1.55352-1.19387j 0.845066+0.882183j 0.296963+0.696744j 0.205605+0.656717j -0.676337+0.178485j -0.0283017+0.162043j -1.47528+0.122291j -0.593285-0.123664j 0.502471+0.788848j -0.674678-0.315494j 0.984323+0.398891j -1.04816-0.355107j -0.837958-0.0666439j 0.331459-0.483422j 0.66973+0.6198j 1.19654+0.729486j 0.345344-0.856133j -0.540386+0.197683j -0.837316-0.268095j -0.218346-0.91395j -0.56775+0.528465j 0.266064+0.245157j -0.240409-0.162303j 0.520175-0.327745j -0.144558-0.0971556j 0.227209+0.532482j 0.0331156-0.810789j -0.326679+0.803013j -0.00977405+0.33378j 0.873231-0.128223j 0.552854+0.0724778j 0.467104-0.297924j -0.617962+0.357485j -0.738323+0.0443181j -0.279887-0.917024j -0.116124-0.623775j -0.388425+0.403963j 0.751886+0.360247j 0.289951+0.337269j 0.135948-0.734819j 0.356538+0.393792j 0.274743+1.06246j -0.139867+0.60296j 0.537715-0.897852j 0.296814-0.379578j 0.267844+0.839182j -0.216714+0.0518285j -0.525931+0.37815j 0.290435+0.27892j 0.0948478+0.318638j -0.0906836+0.596005j 0.195015+0.218834j -0.0749017+0.896945j -0.774112-0.142327j 0.449135+0.180149j -0.131979+0.0697578j -0.476048-0.129914j 0.760687-0.363687j 0.577052+0.605604j -0.336674+0.471809j 0.247992+0.165015j -0.0522957-0.0146996j 0.695023+0.14372j -0.0205562+0.055899j -0.156123-0.242569j -0.264909+0.251309j -0.0803895+0.115494j 0.189966-0.274875j 0.725693-0.186461j -0.839127+0.102167j -0.146372-0.0423946j 0.556735-0.151289j 0.250775+0.0262143j 0.337944+0.0771602j 0.411818-0.683423j -0.280377-0.306045j 0.460651+0.24203j -0.525339+0.0586517j 0.316869+0.0374828j -0.350415+0.0964893j 0.287351+0.0359544j 0.168206+0.0997555j -0.0186452-1.06665j -0.0249866-0.0407999j 1.09924-0.0479242j -0.0221915-0.573525j 0.196935-0.182818j -0.0802454-0.566719j -0.169831-0.11411j 0.119406-0.41943j -0.210912-0.237719j -0.212895+0.165053j 
0.51418-0.0692062j -0.0256166-0.162261j -0.692162+0.458813j 1.00854+0.410127j 0.353942-0.0382834j -1.16862+0.294655j 0.284525+0.00312684j -0.0782664-0.637355j -0.375573+0.477648j -0.282318-0.437519j 0.91789-1.22264j -1.3904+0.262862j -0.14402+0.466457j -0.484613-0.43225j 0.154199+1.17814j 0.0716766+0.730456j -0.016978-0.334965j -0.089629-0.753402j -0.367447+0.758863j -0.0498515-0.354135j -0.202185-1.96962j -0.107516-0.095205j 0.151711+0.0745191j -0.488698+0.662111j 0.137332-0.36032j 0.397014-0.547079j 0.547607-0.199426j -0.916362+0.780738j -0.478182-1.64641j -0.811019+0.57199j -0.97551-0.518731j 0.143976-1.67769j -1.48693+1.14106j -1.06853+0.419753j -0.430986-0.47896j 0.466942+0.121523j 1.05318+1.00425j -0.457737-0.163421j 0.302469-0.136475j -0.445924-0.0512685j 0.0647212+0.100648j 0.49169+0.540747j -0.0096265+0.134147j 0.460252+0.0412918j 0.0721902-0.366099j -0.17297+0.0903496j 0.328638-0.548285j 0.00748105-0.555779j -1.52556-0.428455j -0.112247-0.0371343j -0.69156+0.683497j 0.541735+0.0738214j -0.104591-0.293722j 0.236869+0.177547j -0.197113-0.660041j -0.784521-0.657091j -0.143617-0.198952j -0.116922-0.249303j -0.386459+0.354976j -0.304395-0.00822401j 1.51896-0.0777174j 0.288292-0.131113j 0.248699+0.162432j -0.422276-0.303295j -0.348835+0.178843j -0.480429+0.241336j 0.871443+0.00390907j -0.293034+0.318291j 0.233498-0.0250863j -0.0087541-0.737601j -0.426374+0.61907j -1.32036+0.408789j -0.216716+0.321307j -0.236546+0.063742j -1.48738+0.171746j 0.141871+0.48875j -0.288623+1.55253j -0.401209+0.53143j 0.269819-0.972738j -0.534847-0.465416j 0.881567+0.0900597j -0.842781+0.115797j 0.206505+0.321555j -1.25862-0.538006j -0.333274+0.797461j -0.0777384-0.143075j 0.480516-0.322656j -0.938756+0.71193j 0.285726+0.70748j -0.229501+0.198671j -0.464545-0.442901j -0.417047-0.480427j 0.272016+0.294473j 0.485346+0.76366j 0.896924+0.196388j 
0.397597-0.625316j -0.515419-1.08321j -1.69808+0.747561j 0.671581+0.364075j 0.792561-1.3083j 1.09393-0.321307j 0.368846-0.717446j 2.20932-0.66409j 0.0354251+1.09288j -0.703247+0.256615j 0.247138-1.26588j -0.122889-0.487512j 1.1751+0.396218j 0.0500578-0.981825j 0.844785+0.324096j 0.000663743+0.554037j -0.468351-0.257441j 0.420682-0.955972j -0.292402+0.762436j -0.634924-0.931159j -0.343438-0.096026j -0.176873-0.154235j -0.910966+0.174366j -0.34201-1.80863j -1.80782+0.328056j 0.387574+0.500554j 0.231814+1.33915j -0.764427-0.070212j 1.44075+0.385135j -0.467493-0.266584j 0.0924021+0.750163j 0.574411+1.25305j 0.365627+0.702375j 0.433787-0.12087j -0.665093+0.029387j -0.0127232+0.528708j 0.411062+0.0981432j 0.0987644-0.335524j 0.578837-0.0155405j -0.0612442-0.0380769j -0.223416+0.0672356j 0.12374+0.430213j 0.247276+0.475912j 0.332993+0.00453108j -0.324973-0.4277j -0.638114+0.152736j 0.163231-0.709288j 0.102752-0.103953j -0.162378+0.482467j -0.167108-0.178076j 0.401114-0.217734j -0.339464+0.716647j -0.031628-0.252275j -0.685946-0.34975j -0.669142+0.501592j 1.04599+0.498937j 0.114529-0.219593j 0.600546+0.00625082j 0.281449-0.500117j 0.531384-0.672071j 0.516897+0.411506j 0.188246+0.288564j -0.324941-0.0664704j 0.235276-0.11651j 0.981137-0.494086j -0.13841-0.0298568j 0.282646+0.867485j -0.398168-0.0124127j 0.730206-0.544694j -0.762195-0.130749j 0.535561-0.169012j 0.23182-1.14105j -0.0987873+0.141623j 0.130344+0.519242j 0.508682+0.389007j -0.192774-0.0358047j -0.0665852-0.100872j 0.115697-0.548629j 0.0337518+0.249986j 0.0867656+0.233448j -0.0384893+0.467599j 0.190881-0.432616j 0.217086-0.750438j 0.354993+0.539913j -0.0470403-0.132883j 0.11646-0.0252552j 0.215008-0.334437j 0.464346-0.0210593j 0.636941+0.018291j -0.175476-0.485699j 0.297733+0.14107j 0.278485-0.360344j 0.256142+0.137667j 0.167961+0.108852j -0.272287+0.0156927j 
