-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
0.163386-0.592332j 0.224598-0.697994j -0.921364+0.86353j 0.446233-0.136893j -0.427709-0.0311541j -0.814312+1.43179j -0.390506-0.337213j 0.749722+0.867783j -1.59377+0.903949j 0.249187+0.149572j 0.79313-0.0811233j 0.162855+0.942269j -2.13166-0.91892j -2.34785+0.537566j 0.189818+2.33119j 0.0659282-0.623342j -0.00357754+0.731962j -0.765686+1.24364j 0.184883-0.360534j 0.465592-0.0846398j -0.403363+1.56253j 0.164923-0.00544425j -0.846044-0.0142081j -1.08247-0.3704j -0.827517+1.42367j -0.0963597-0.212411j -0.341327-0.800715j -0.114527+0.11415j -0.617246+0.628891j -0.518298+0.270234j 1.73418-0.185256j -0.17435+0.322262j 0.40809+1.34688j 0.843215-0.164931j -0.530934-1.78098j -2.07432-0.265852j 0.589716-2.32357j -0.0275557-0.0716006j -0.0256306-0.218934j -0.242169-0.0509165j 0.1305+0.106245j 0.155883+0.440446j 0.0514193-0.497899j -0.227679-0.0450595j -0.0929608-0.203124j 0.242716+0.0719748j -0.077743-0.180353j -0.0878423+0.0540723j -0.248196-0.136314j -0.069782+0.13553j 0.232298-0.677447j 0.122132-0.306954j 0.265986+0.141697j 0.2322+0.044158j -0.455789-0.0509117j 0.226122+0.141671j 0.166114-0.0809759j 0.169051-0.00544503j 0.418548-0.475137j -0.0280346-0.0617078j -0.0174236+0.0331889j -0.162056+0.269603j 0.0118572-0.165818j 0.0344462-0.347427j -0.0867138+0.0949977j -0.0341282-0.0286951j 0.0257839-0.170374j 0.0725959+0.0912547j 0.046049+0.24021j -0.0927545+0.148615j 0.272685+0.0152418j 0.318742+0.273446j -0.0164936-0.142464j -0.35052+0.406629j -0.00560855+0.366353j -0.428009+0.165623j -0.279148+0.0060513j 0.264762+0.0899567j -0.14192-0.132054j -0.198534-0.531091j 0.181273-0.187188j 0.182918-0.101704j 0.0802964-0.27202j -0.361936+0.0957051j 0.00811435-0.168469j 0.415764+0.112647j 0.355761+0.206873j -0.348965-0.352282j -0.0186821+0.0430225j 0.253946-0.0232588j 0.325687+0.0458317j 0.131188+0.610779j -0.27753-0.273599j 0.895817+0.0333254j -0.487542+0.999787j 
-0.324456+0.43856j 0.147761-0.349323j -0.258432-0.0489391j 0.741392-1.04435j -0.776672+0.248852j -0.0363152+0.392311j -0.181632-0.811161j -1.01842-0.557552j 1.05336-0.511778j -0.588102-0.662116j 0.946194-1.85898j 0.00424386-0.452885j -0.0410128-0.596161j -0.336499+0.515421j -0.113652-0.099244j -0.828902+0.459898j -0.188156+0.642586j -0.324694-0.24651j 1.11469-0.852054j 0.995433-0.0981872j 0.67036+0.186802j -0.0239796+0.37011j -0.399331-1.62494j 0.957892+0.81899j 0.150718+0.12495j -1.27705+0.148751j 1.09233+1.02106j 0.143347-0.422611j 0.565782+1.61813j 0.840047+0.340263j 0.158385+1.85615j -0.579125-1.47267j 1.88747-0.296817j -0.624041-0.143558j 1.16859-0.546749j -0.670136+0.0260894j -0.306+0.182412j -1.53158+0.06887j -0.453827+0.656138j 0.176253-0.64237j 0.164985+0.273729j -0.449793-0.500709j 0.492632+0.0258347j 1.00429+0.461948j 0.183147-0.804925j 1.1124-0.425379j -0.308907+1.11716j 0.34243-0.00351779j -1.1365+0.180369j 0.0598238+0.440394j -0.729198+0.820617j -0.174189+0.754603j 0.289099+0.811302j 0.398634+1.12315j 0.00404417-0.62911j 0.688092+0.219842j -0.034591+0.0188509j -0.920237-0.76769j -0.540795-0.680244j -0.551557-0.450233j -1.35475+0.195982j 0.028517+0.371779j 0.488736+0.178739j 1.2436-0.12451j -0.325724+0.0694793j 0.748338-0.701229j 0.13796-0.181486j -0.163938+0.443144j -0.656523-0.0980778j -0.126494+0.485004j 0.284994-0.277076j -0.127223-0.71957j -0.978722+1.21591j 0.431283+0.474269j -0.0747352+0.344448j -0.272478-0.687815j -1.21278-1.00407j 1.00851+0.547802j 0.310524-0.506029j 0.760435-0.00338491j -0.562652-0.762804j -0.0894753-1.27887j -0.214778+0.539963j 0.63374-0.450413j 2.18879-1.08835j -1.19508+0.472308j -0.120617+0.252571j -0.219491-1.21076j -1.03857+0.147173j -0.708862-1.21148j -0.896012-1.40032j 0.0462073-0.648784j 0.336451-0.658582j -0.16495+0.277848j -0.00499804+0.343975j 
-0.654551-0.0878011j 0.036677+0.476356j 0.586405-0.536402j -0.255987+0.889357j -0.386596-1.05696j 0.243167-0.731973j 0.647281-0.792018j -1.31031+0.585681j -1.28457-1.55187j 0.238289+1.0954j -0.914162+0.101486j -0.0190579+1.98722j 1.0648-1.43716j -0.934889-1.64254j -0.424709-1.15111j -0.843906-0.221718j 0.348392-0.000579215j 0.993938+0.455779j -0.170737+0.375355j 0.865796+0.243348j 1.06197+0.21987j -0.330841+0.575726j 0.144028-0.302616j 0.0542593+0.164732j -0.0733849+0.484246j 0.65736+0.803809j -0.0483213-0.310521j 0.61153-0.143294j 0.412182+0.682284j -0.557824-0.513967j 1.36018-0.816973j -0.285158+0.190316j 0.252068+0.250968j 0.560617-1.53694j 0.418584-0.904737j -0.891356-0.0611988j -1.25111-0.457899j -0.0707103+0.323125j -0.0217115+0.000692206j -0.182111+0.0484156j -0.298641-0.239799j -0.126861+0.428349j 0.0116845+0.872806j 0.632572-0.454166j 0.289482-0.564713j 0.0376386+0.624623j 0.325307-0.0947272j -0.162675-0.370184j -0.980288-0.651453j -0.354016+0.360867j 0.152712+1.16583j 0.716172-0.264359j -0.65187+0.41415j -0.229734+0.469644j -0.467502-1.72953j -0.415121+0.403473j 0.536426+0.220891j -0.22878+0.615692j 0.89208+0.711119j 0.905313-0.316499j -0.312014+0.508167j 0.943944+0.447214j 0.225158+0.00643843j 0.36557+0.286323j -0.290404-0.16092j -0.0359231-0.125101j 0.325737+0.790712j 0.109179+0.0865814j -1.11925-0.463773j 0.035518+0.104017j -0.541213+0.602088j -0.479938+0.885824j -0.101317+0.0214748j -0.847846-0.819094j -0.855075+0.232448j 0.281999+0.0732993j 0.215971+0.526853j 0.183035+0.295849j 0.348867+0.085955j 1.79532-0.614861j 0.0841568+0.227149j 0.657664+0.125265j 0.768633+0.634755j -0.181252-0.848916j 0.339081-0.36292j 0.0013587-0.209744j -0.189188+0.940155j -0.875741+0.0258512j -0.244384-1.56915j 0.0918035-0.0472369j 0.800873+0.252151j -1.8013-0.357885j -0.851136+0.771886j -0.730824+1.67033j 0.463844+0.401993j 
1.05324+0.223222j 0.741709-0.192279j -1.41688-0.748965j 0.435095-0.336378j 0.59751+0.424944j -1.54351-0.250362j -0.218717+0.204523j 0.276224-0.122219j 0.255696-0.569938j -0.679761-1.07163j 0.606564+0.844628j -1.19525-1.85404j 0.782599-0.8384j 0.65526-1.42273j -2.20375+0.802766j 0.69588-0.0507847j -0.262227+0.36088j -0.94747+0.216893j 0.307505-0.66674j -0.507689-0.556057j -0.748244+0.630537j 0.469464-0.614359j -0.556616+0.357809j -0.775261+0.191047j 0.299034+0.508928j -1.0861-1.26047j -0.352932+0.244185j -0.511329+0.0941304j -0.104795-0.0770162j 0.503021+0.652008j -0.458346+0.120316j 0.58234+0.121936j 0.773651+0.394649j -0.169695+1.26552j -1.0612-0.130521j -0.380318+0.55342j 0.811783-1.0035j -0.251083-0.0371934j 0.349557-0.063029j -0.543527-0.00477181j -0.57518+0.229559j 0.656803+0.8559j 0.790799+0.830182j 0.187602-0.568652j 0.368756+0.0259126j -0.677489+0.313045j -0.0908718-0.369887j -0.62857-0.122862j -0.595344-1.12348j -0.269223-0.507172j 0.994448+0.235537j 1.0094-0.631162j -0.179645+0.313805j -0.0886023-0.334493j -0.415373-1.13757j -0.168299+0.33337j -0.0476628+0.377845j 0.316487+0.66928j 0.599898+0.339505j 1.09617+0.335785j -0.323162-0.29856j -0.133092+0.00485647j 0.381089-0.0919618j 0.504581-0.0231831j 0.160889-0.176353j -0.146232-0.0062677j 0.683678+0.779997j -0.207405+0.294995j -0.680101-0.261109j 0.0294353-0.14361j -0.428579+1.44196j -0.99185+0.4886j 0.155001+0.185373j -0.508335-1.3027j -0.584029-0.360821j 0.141293-0.348939j 0.494211-0.61122j -0.277995+0.123806j -0.28338+0.0416099j 1.77274-0.0304389j 0.565043+0.791203j 0.44151-0.0559592j 1.22175+0.308482j -0.697883-0.402219j -0.0155628+0.0389433j 0.173969-0.789386j -1.115+0.667549j 0.425853-0.156948j -0.168495-0.446742j -0.391433+0.395677j 1.4665+0.799408j -1.34482-0.82684j -0.580252+1.30883j -0.253934+2.08842j -0.417297+0.670547j 
-0.852101+0.506079j -0.304477+0.0471199j 0.513455-0.349513j 0.417417+0.131575j 1.42629+0.0171695j 0.0230107+0.447794j -1.27665+0.856174j -0.814222-1.08566j -0.938585-0.322593j 0.0769439-0.147469j -0.0517751+0.699581j -0.590625+0.551806j -0.401657-0.845551j -0.31822+0.331683j 0.354846-0.951596j -1.40554+0.492917j 0.235188+0.331033j 1.07837-0.396435j 0.473881+0.506002j -1.34592-0.4769j -0.213314+0.686889j 0.256653-1.6953j -1.24872+0.825002j 0.593488+1.08699j -0.7859-0.147348j -0.723262-0.310641j 0.448566-1.209j -1.23214-0.356341j -0.487318+0.730113j 0.10293-1.99483j -1.00475+0.425487j 0.215156+0.0686671j -1.07104+0.733453j 0.317106+0.323349j 0.395137-1.10079j -0.630413+0.543477j -1.28161+0.314923j -1.5551+0.219163j -0.694004+0.72793j -0.0137152-0.176574j 0.202063-0.0281338j 1.11928-0.538033j -0.619408+0.847596j -0.0295787-1.27593j 0.861919+0.661922j -0.540248-0.771719j -0.41234-0.414836j -1.23615+1.07536j 0.907185-0.633513j -0.258223-1.29164j -0.0388077-0.680828j 1.00304+0.132837j 1.27334-0.183464j -0.0313023-1.12114j -0.08475-0.0843271j 0.194822+0.679142j -1.28707+0.127261j 0.309933+0.101151j 0.0130577+0.46893j -0.846687+0.457078j -1.12709-0.262985j -0.484948-0.598412j 0.292068-0.95819j 0.0168129-0.971209j -0.56829+0.0143202j -0.511924-0.240292j 0.116169-0.384775j -0.546126+0.416043j 0.00891512+0.356818j -0.172508-0.755817j 0.797825+0.00292833j 0.481867-0.829526j 1.0281+0.670828j 0.0796607-0.852194j -0.186882+0.34207j 1.0071-0.803609j -0.945936-1.36978j -0.828073-0.38903j -1.13565-0.86854j -0.159146-0.151447j 0.501266-0.287628j -0.263983+0.0673212j 0.715882-0.417766j 0.268491+0.887088j -0.371313+0.751256j -0.710527-1.48746j 0.27761-0.258656j 1.45006+0.00183006j -0.0550608+0.690211j 0.37006+0.526268j -1.2244-0.0080774j -0.513851-0.145143j -0.539161-0.488754j -0.255559+0.220266j 0.421323+0.711901j 
-0.542589-0.118688j -0.489568-0.352546j 0.484244+0.842803j 0.323052-0.344868j -0.250793+0.368289j 0.969103+1.2146j -0.575443+0.277996j 1.02783-0.132093j -0.144888+2.13084j 0.539912-0.103503j 0.3506-0.400037j 1.37323+0.360212j -1.96531+1.31985j -0.702045+2.51163j 1.92774+0.6452j -0.239303-0.0951721j 0.112445+0.0928427j 0.295364+0.282339j 0.0110019+0.00881451j -0.0680643-0.241531j 0.271987+0.472857j 0.0622347-0.0877352j -0.16895+0.240084j -0.404806+0.0653376j 0.144451+0.53624j 0.368161-0.0349813j -0.271053-0.0439342j -0.196609+0.207265j -0.0122748+0.644355j -0.0923864+0.442493j 0.276586-0.82674j -0.125959+0.043363j 0.629442+0.428097j -0.0337703-0.446355j -1.09197-0.222164j -0.782161+1.07928j -0.923703-0.855853j -0.179192-0.132234j -0.0460096-0.0409288j -0.200257-0.439318j -0.173415+0.115132j -0.495479+0.764108j 0.482272+0.20188j 0.554455+0.0851903j 0.21902+0.143801j 0.257562+0.507381j -0.00403256-0.347428j 0.0858352-0.445845j 0.359939-1.02396j -0.275731+0.18588j 0.835567-0.264666j 0.680932+0.362867j 0.000550254+0.746156j 0.135142+0.303437j 0.494548-0.810116j -0.341488+0.0791833j 0.493949+0.126154j 1.04848-0.0428278j 0.520117+0.462216j 0.19656+0.562161j -0.0519657+0.531869j 0.495079-0.219018j 0.207694-0.824965j 0.109493-0.47592j 0.031778+0.0756567j -0.147228-0.132459j 0.0275726+0.649381j 0.159234+0.0709507j -0.432248-0.347594j -0.6187+0.5045j -0.592931+0.254973j -0.375851-0.0998096j 0.490587-0.753964j -0.0888401-0.857011j -0.183702-0.164958j -0.669191-0.328807j -0.606377-0.725328j 0.725965-0.820766j 0.60442+0.141695j 0.93454-0.0117101j 0.0809245+0.269356j 0.553358+1.17807j 0.405079-0.319227j -0.0623189-0.479964j 0.261176+0.0867662j -0.391956+0.745333j -0.246444+0.458012j 0.411487-0.480628j 0.227408-0.224209j 0.563739+0.6642j -0.266481+0.258864j -1.07672-0.552118j 0.0191245-1.02253j -0.774252+1.66021j -1.87158-0.15353j 
0.508008+0.603746j -0.426086-0.40524j -0.150215+0.53445j -0.983534-1.52567j -0.171148+1.65749j 0.305891+0.430138j -1.4947-0.402595j -0.829833+1.04567j -0.241172-1.68318j -1.27672+0.427112j -2.34276-2.15191j -0.677498-0.445791j -0.827385-0.381717j 0.36916+0.812264j -0.0447701+0.460402j 0.21661+0.950085j 0.449668-0.0161394j 0.0482835-0.0783677j -0.462434-0.847063j 0.285032-1.31925j 0.320666-0.733719j 0.596759+0.346531j -1.62013-0.0480281j 0.693691-0.961394j -0.103583-0.00278967j 0.430673+0.85837j 0.671836-0.883741j -0.245819-0.577599j 1.43157-0.350984j 0.0843918-0.65438j 1.42634-0.469605j -1.05827+0.794449j -0.301946-1.41921j -0.556489+0.0921929j -0.293096-1.34993j -0.296453+0.611013j -0.047058+0.546316j 0.151191+0.170667j 0.444523+0.149767j 0.0986174+0.391443j 0.237474+0.347267j 0.410223-0.535341j 0.485602-0.810285j 0.0765644+0.192839j -0.00150148+0.483101j -0.455599-0.546189j 0.363242+0.203217j 0.165825-0.361912j -0.26723+0.148957j 0.343726-0.301213j 0.687745-0.0375592j -0.363297-0.343376j 0.577253-0.136018j 0.179018-0.256553j 0.850291+0.0150992j -0.581746-0.253348j 0.136827-0.0602131j -0.0774356+0.337489j -0.658432+0.394205j 0.72752-0.168723j 0.390416+0.151176j -0.172068-0.0785678j 0.269131-0.432077j -0.0225323-0.299861j 0.0811733-0.573385j -0.324388-0.142189j -0.192662-0.394199j -0.00631107+0.0921754j -0.0138846-0.860117j 0.166887+0.0560836j 0.695003+0.407435j -0.210597+0.528665j 0.385137+0.0742717j 0.20719-0.0162522j -0.495043-0.248342j -0.276274-0.0127146j 0.168935+0.466785j -0.208382-0.482413j -0.0338335-0.0111038j 0.876438+0.516311j -0.0799503-0.916848j -0.387214+0.129583j 0.00479104-0.082046j -0.204064+0.225301j -0.587275-0.0749081j 0.578681-0.016937j -1.29089+0.902302j -0.150629+0.484779j 0.444306+0.509839j -0.179084+0.297252j -0.109287+0.617009j -0.1411-0.0522892j 0.161202-0.0525138j 0.714331+0.111643j -0.00459988-0.206955j 
-0.174093-1.0364j -0.224153-0.255391j 0.0981836+0.903816j -0.110874+0.0976098j 0.864926-0.834541j 0.112744+1.04945j 0.852002+0.540756j 0.183886-1.4234j 0.650609-0.18098j -0.709075-0.0331642j 1.05871-0.224378j -1.80468+0.477186j 0.674817+0.534623j 0.119426-0.772783j 1.34186+0.730005j -0.675434-0.0226214j 0.151159-0.235586j 0.731356-0.256418j 0.399326+0.937078j 0.244459+0.619465j 0.365761+0.0698977j -0.366307+0.220147j 0.62687+0.111747j 0.251808+0.074878j -0.600175+0.241705j 0.919182+0.0537433j -0.723321-0.436777j 0.353074-0.167228j -0.175543+0.451444j -0.993227-0.516569j 0.0246198-0.478962j 0.0935063+0.560889j -0.419278+0.938478j 0.0488037-1.25625j 0.575606-0.468806j -0.173181-0.286883j -0.912598+0.722247j -0.323158+0.580078j 0.338129-0.956468j 0.16548+0.809843j 0.0658278+0.745025j 0.716638-1.45021j 0.667476-1.31128j 0.739238+0.0240257j -0.30062+0.727347j -0.517622+0.470072j -0.131259+1.24893j -0.0992239-0.160134j -0.105399+1.46514j -0.448877-0.487396j -0.14123-0.900091j -0.439159+0.120462j -0.0361489+0.215748j -0.203139-0.562351j 0.665054+0.604759j -0.78126-1.21878j 0.0532499+0.484975j 0.192047-0.641149j -2.02077+0.832495j 1.49572+0.0976677j 5.71429e-05-0.702739j -0.800086+0.304798j 0.666782+0.259659j -0.0601841-0.16746j 0.682973-0.983666j 0.259084+0.17444j -0.0838987+0.141637j -0.181427+0.472332j 0.970228-0.858263j -0.236633+0.302866j 1.27151+0.969766j -0.814069+1.76075j -0.23181-0.0857415j 0.487241-1.03098j -0.481222-0.979821j -0.106789-0.229151j 0.261451+0.019447j 0.0753388+0.109959j -0.0757106+0.106084j 1.07061+1.5426j 1.12974+0.305905j 0.0142082-0.00400203j -0.456275+0.0309587j -0.80953+1.3087j 0.65056-0.205227j 0.153359-0.00545217j -1.88449+0.818115j 0.168066+0.104695j 2.27158-0.100461j -1.07586-0.349758j -0.00228566+0.400326j -0.689788-0.6383j 0.93621-0.362265j 1.60424-0.266533j 0.566486-0.212669j 
0.0168182-0.314076j 0.150374-0.342037j -0.457898+0.499564j 0.106125-0.0699503j -0.362109-0.207659j -0.418178+0.646524j -0.20045-0.167774j -0.0768055+0.484997j -0.998113+0.331363j -0.104252+0.428484j 0.460744+0.106845j -0.0962374+0.845821j -0.992657-1.08725j -1.52765-0.0227417j -0.0996833+1.18878j 0.088108+0.389735j -0.00410097-0.467185j 0.273271-0.874086j -0.141112+0.105097j -0.698112+0.28656j 0.404844-1.11599j -0.226812-0.133889j 0.720161+0.144014j 0.733666+0.640362j 0.793099-1.11372j -0.329123-0.00481772j 0.29995+0.68759j 0.136979+0.0905944j 0.782927-0.87045j 0.407401-0.190804j -2.06868-0.266028j 0.391864-0.33619j 0.165353-1.59641j -0.639385-0.0370001j -0.254184+1.80581j 1.96788+0.795656j -0.998645+1.95146j -0.105347+0.0932791j -0.268636-0.0673231j -0.170671+0.162966j 0.485205+0.26198j 0.567032+0.0146358j -0.00843267-1.12798j -0.0212427-0.401166j 0.12175+0.0649837j 0.828731-0.324471j -0.439266+0.0746374j -0.479859-0.0547923j -0.605948+0.222555j 0.244788+0.439307j -0.41917-1.57423j -0.0814938-0.44595j 1.10301-0.0302974j 0.472179-0.143119j -0.603144-0.0575168j -0.142224+0.385867j 0.269458-0.728317j 0.304075-1.43367j 0.184893-0.394111j 0.139366-0.527832j 0.680366+0.174583j -0.0498263-0.680676j -0.973448-0.607472j -0.642963-0.387626j -0.0240949-0.133074j -0.172672+0.258935j 0.615914-0.379266j 0.26282-0.152491j -0.184647+0.638227j 0.650525+0.768853j 0.909193+0.117993j 0.649982+0.416711j -0.832814-0.687125j -0.735432+0.469751j -0.0370577+0.172743j -0.805059+1.05664j -1.39053+0.317642j -0.637858-1.42073j 0.287627-0.798306j -0.526653-1.3275j 0.230764-0.498655j 1.15701-0.246244j -0.83984-0.928284j -0.221088+0.485837j 0.0687528-0.448039j 0.613718+0.750227j 1.02247+0.380271j -0.321093-0.444448j -0.0163866+0.207701j 0.883289-0.469836j -0.378969-0.31377j 0.172921+1.70992j -0.527992-1.08892j 2.33662-0.317058j -0.47836+1.79651j 
0.493883+1.19676j -0.264829-0.254967j -1.03346-0.542683j -0.273677-0.962709j 0.89302-1.67812j 0.826168+0.636602j 0.874719+2.71271j -2.16691+0.477483j -0.147813+0.719986j -0.900089-0.505781j 0.810196-0.276804j -0.663328+0.693944j -1.07768+0.179056j 0.661441+0.364214j -0.876075-0.231341j 0.0620395+1.03832j 0.193647+0.509403j -1.16546-0.772249j 0.0875402-0.560164j -0.91829+1.05342j 0.705221-0.143886j -1.60126-0.242594j 0.29943+1.16002j 0.589344-0.502884j -0.0745315+0.752654j -0.795232+0.917251j -1.21461-0.287469j -0.806812+1.34782j 0.593573+0.792473j -1.16742-0.311069j 0.0600079+1.23939j -0.00218331-0.166174j 0.520972+0.345803j 0.710055+0.236434j -0.304389-0.29277j 0.115156+0.297599j 0.363994+0.343594j -0.289801-0.511837j 0.0674257+0.696882j 0.325898-0.836925j 0.103942+0.440763j -0.553974+0.0625449j 0.937411+0.418859j -0.441143+0.249224j -0.33606+0.330913j -0.717135+0.570158j 0.497087+0.272427j -0.181487+0.250761j 0.00584774+0.304321j -0.453104+0.265242j -0.112657+0.643672j 0.158405-0.0502332j -0.402321-0.931595j -0.205969-0.5086j -0.134528-0.437837j -0.636442+0.25205j 0.477699+0.778518j -0.269566-0.309748j -0.294701-0.429671j -0.513123-0.103606j 0.536586+0.445544j 0.516972+0.122j -0.69032+0.0865832j -0.466292-0.0343974j -0.162739-0.143772j -0.413578-0.0278949j 0.139521-0.138181j 0.254391-0.189361j -0.265326+0.226137j -0.291631+0.0543241j 0.362381-0.0864757j 0.152277-0.556757j 0.10065-0.978212j 0.239677-0.564182j -0.035606+0.328182j -0.648598-0.0911881j -0.203379+1.00296j -0.0610017+0.287611j -0.296852+0.104489j 0.0764645-0.230958j 0.269425-0.300455j 0.852188-0.241414j 0.183993-0.355755j 0.411886+0.414664j -0.0198373-0.165015j -0.053062+0.123508j 0.456011-0.0644848j -0.358137-0.139519j -0.28733+0.226182j -0.180768-0.568779j 0.21298+0.0955953j 0.45128-0.0981466j -0.0369256+0.278029j -0.432924+0.0976247j -0.185254-0.415824j 
-1.1674-0.20793j -0.542999-1.1697j -1.11611+0.084769j -0.730035+1.17802j -0.534895+0.93076j 0.195247-0.541446j 0.486463+0.0749138j 0.294086+0.332262j 0.49552-0.393717j 0.827885-0.840297j -0.785576+0.267957j 0.0545655-0.37135j 0.591647-0.727526j -0.693427+0.193452j 0.709626+0.019847j -1.57957-0.791793j -0.259666+1.76261j -1.54676+0.3595j -0.729397+0.862097j -0.465604-0.319327j -0.0705372-1.96005j -0.288431+0.819732j -0.564392-0.135944j -1.25356-0.182504j 0.439103-0.152158j 0.505592+0.128515j -1.00427+0.106274j -0.787952+0.639415j 0.61119+0.834809j 0.457015+0.260273j -1.3913-0.315268j -0.276995+0.342838j -0.328866-0.870586j -0.067174+0.134155j 1.23181-0.136603j -0.844206-0.512916j -0.324167-0.734376j -1.82425-0.988132j -1.45263+0.0287193j 0.360905-2.01292j 0.774168+1.48699j -0.858576-0.302241j 0.369256-0.389886j -1.39053+0.400824j -0.246369+0.481214j -0.512481+0.621621j 0.0773373-0.719272j -0.10615-0.291857j -0.209337+1.45461j 0.360724-0.0695534j 0.621605+0.831006j 0.846727-1.33189j 0.0252653-1.69846j 0.0226176+0.387977j -0.255079-0.455494j -0.902179-0.31797j 0.71077+0.590467j -0.84829-0.0637758j -0.751036-0.616412j 0.325117+0.575447j 1.08282-0.944015j 1.51623-0.496508j -0.245524-0.085535j -0.366801-0.55608j 0.460259+0.162557j -0.716451-0.722726j -0.172298-0.00411054j 0.0583598-0.362853j 0.806644-0.455079j -0.183204-0.0197049j -0.154136-0.373306j -0.522349+0.233051j 0.165051-1.24015j -0.135319-0.211178j 0.0674087+0.368175j -0.354997-0.216653j 0.0766754+0.615945j -0.116206-0.139836j -1.086-0.847024j 0.53923+0.472127j -0.0779829+0.217136j 1.02363-0.479697j -0.199954+0.213404j -0.0792606+0.0697804j 0.0194054-0.37988j -0.159163-1.7051j -0.0174473+0.0568114j 0.255257+0.0881847j -0.81554-0.0765819j -0.647046+0.0755136j -0.108159-1.03305j 0.0319204-0.336538j 0.512266-0.326421j -0.172231-0.150739j -0.322715+0.117578j 
-0.243833+1.21675j 0.288419+0.951533j 0.701299-1.59067j 0.108023+0.704372j -0.592477-0.431195j 0.475862-1.28034j -0.226088+0.171678j -0.702598+1.65494j -1.69017+0.565708j 1.37971+0.586824j -1.14425+1.21126j 2.32967+0.931935j -0.590937-0.384802j -0.310521+0.580732j -1.12185-1.77876j -0.0569557+0.571331j 0.0644036-0.276341j 0.26671-0.590124j -0.169812+0.195635j -0.0298498+0.309752j 0.447252-0.619158j -0.249319+0.0716609j -0.0309199+0.280374j 0.461944-0.291043j -0.100441-0.0182569j 0.802917+0.423914j 0.0456253-0.554919j -0.0532838+0.035542j 0.450012-0.00373414j -0.855852-0.296674j 0.264615-0.499106j -0.302336-0.00510039j -0.417705+0.169852j -0.364998-0.863582j -0.034637-0.573521j 0.136042+0.199602j -0.436633+1.08404j -0.594757-0.159254j 0.0634696-0.235461j -0.632811+0.163691j 0.208352+0.175508j 1.17798+0.224585j -0.379487-0.632434j 0.0997828+0.433583j -0.508594-0.0339826j -0.346472+0.230024j 0.119796+0.450276j 0.349294+0.102734j -1.10215+0.180219j -0.453588-0.156535j -0.730629-0.282228j -0.0220725-0.205433j 0.0952685-0.153385j 0.318977-0.325861j -0.215573+0.455287j 0.360223-0.481071j 0.0566829+0.310095j -0.479413+0.553486j -1.03486-0.439096j 0.363659+0.597684j -0.563334+0.00514067j -0.0577115+1.20847j 0.218568-0.270443j 0.22577-0.730232j 0.433431+0.0876791j 0.319556-0.261174j -0.0332972-0.0647452j 0.483414+0.601741j 0.346422+0.0407105j 0.141206-0.0842089j 0.118213+0.672359j -0.678256+0.347375j 0.485826+0.67745j 0.398329-0.168207j 0.266754-0.362506j -0.413665+0.728832j -0.775439-0.24455j 0.826742+0.26377j -0.317259+0.523223j 0.260355+0.704351j 0.128895+0.118937j -0.844534+0.386944j 0.386958-0.307857j -0.438+0.0386859j 0.3473-0.658043j -0.0435829-0.0797153j -0.817392-0.256126j -0.704804-0.609802j 0.868986+0.999187j -0.0408891+0.550314j 0.287844-1.05069j 0.166699-1.16803j 0.654016+0.10543j 0.32579+0.157046j 0.415753+1.17133j 
