0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
0.0279462-0.185534j -0.0999548+0.231414j -0.324861+0.307774j -0.18577+0.0488225j 0.426022+0.206406j -0.395886+0.61091j 0.220312+0.545157j -0.648311+0.17671j -0.0235099+0.333444j -0.320527-0.812279j 0.248858+1.35595j 0.558297-0.143381j 0.748047+0.455679j -0.557305+0.128361j 0.641635-0.341292j -0.420297+0.0214529j -0.687146-0.230854j -0.582038+0.805867j -1.32813-0.0328201j 0.0917078-0.0540806j 1.65718-0.204819j 0.378044+0.236004j 0.696443+0.215507j 0.359169-0.701057j 0.735879+0.695153j 0.0592108+0.680742j -0.800295-0.609071j -1.26168+0.620759j 0.0214386-0.0791049j -0.922134+0.35103j -0.338325-0.250842j 0.0749376+0.277368j 0.252808+0.248378j 0.7993-0.183798j 0.496493-0.340653j 0.176553+0.424756j -0.120978-0.0171685j -0.303704+0.334864j -0.599888-0.0901497j -0.327583-0.245119j 0.957058-0.0201289j 0.769861+0.424314j 0.513933-1.06149j 1.31534+0.102536j 0.568626+0.618788j 0.449287-0.0818279j -0.468358-0.0268047j -0.618775-0.661909j -0.917934+0.378808j -1.35481+0.458299j -0.238676+0.530854j 0.659245-1.42751j -0.526714+0.0638088j 1.12083+0.275278j -0.057416-0.507738j -0.406808-0.189348j 0.335196-0.37471j -0.193382-0.304035j -0.961533-0.54366j -0.238099+0.140434j 0.365969+0.181732j 1.11115+0.332788j 0.0226792-0.237268j -0.526571+0.16571j 0.325404-0.0249701j -0.537927-0.543525j 0.879245-0.23496j -0.0306768-0.687873j -0.0525555-0.670991j 
0.0815264+0.0211362j -0.0997673-0.129092j 0.112537-0.370526j -0.202547+0.0682252j -0.257121-0.180086j 0.293951-0.754967j 0.0454138-0.326945j -0.231138-0.0865684j 0.321661-0.513141j -0.0466525+0.361095j 0.143396-0.486404j -0.29181-0.531071j -0.111439+0.269933j 0.502548-0.0179297j -0.391414+0.339943j -0.479944+0.595009j 0.119368-0.356557j -0.184032+0.301501j -0.144213-0.532375j 0.123114+0.337026j 0.245212-0.0281384j -0.157698-0.727929j -1.05813+0.724013j -0.0865673+0.284483j -1.34834-0.0957266j 0.276938+0.597754j -0.0547605-0.490529j -0.340141-0.156244j 0.0496335+0.181621j 1.02982+0.611969j 0.303535+0.176749j -0.349505-0.0699868j 0.0834223-0.00890578j -0.677479-0.0708088j 0.19908+0.158368j -0.561705-0.27999j 0.0686076+0.0768469j -0.0567922+0.379818j 0.668909+0.534495j 0.165555+0.121527j 0.367907-0.457165j -1.09403-0.112088j -0.875643+0.108827j -0.602038+0.0966477j 0.270825+0.87727j -0.513711-0.498545j 0.045624-0.420196j -0.235066-0.599967j 0.0597958-0.0230028j -0.935684+0.0459877j 0.33606-0.0934277j -0.202772-0.779089j 0.535636-0.0402869j -0.636479+0.965462j 0.955264+0.654218j 0.765317+0.785106j -0.970804-0.0402539j 0.251648-0.152848j -0.833771-0.31764j 0.402652+0.26485j -0.409774+1.50555j 0.12072+0.830534j 1.33827-0.440315j 0.215251-0.270854j 0.0194371+0.240484j -0.21392-0.259809j -0.00498485+0.438842j 0.419599-0.431728j -1.29421+0.0224114j 
0.381857-0.311912j 0.139035+0.599018j -0.852953+0.613355j 0.193276-0.141972j 0.484083-1.06226j 1.03224+0.9485j -0.606662-0.628597j -0.200549+0.00971255j -0.0429259-0.072334j 0.923773+0.571823j -0.649028-0.334579j -0.122682+0.372378j -0.689123+0.581215j -0.362058-0.889534j -1.47224+1.06737j -0.753758+0.172588j -0.885677+0.994487j 0.10598+0.0914872j -0.69277-0.913581j -1.09323+0.0139828j 0.0679347-0.955944j 0.938108+0.762544j 0.0689585-0.449777j 0.139608+0.897647j -1.84189+0.312691j -0.254518+0.306798j -0.78662+0.528679j 0.458733+0.221048j -0.37056-0.0198816j -0.789645-0.157798j -0.802862+0.410772j 0.629469+0.0830968j 1.04766-0.425507j -0.0049391+0.164187j 1.73497+0.837481j -0.0657546-0.586778j -0.657169+0.353364j -1.45417+0.302362j -1.10031+0.125143j -1.64948+0.173562j 0.124779+0.290438j 2.52409-0.0781151j 1.70261-0.584054j 2.19679+1.0662j 1.47173+0.0103436j -0.853428+0.489711j -0.80029-0.213868j -1.28954+0.00174027j -2.98267-0.20695j -1.94434+0.294331j -1.25475-0.373109j 1.6584+0.175153j -0.0384907+0.265861j 1.31579-0.183983j -1.4755-1.09585j -0.166088+0.0725043j 2.20169+0.0419222j -0.320849+0.696766j -2.09912+0.0260649j -0.84668+0.0480675j 1.70253+0.114087j -0.517463+0.130696j -0.0850001-0.95101j -0.482777-0.481164j 1.03022+0.473982j -0.0573383+0.587637j -0.349133-0.20864j 0.0494905+0.327513j -0.173667-0.421179j 
0.263063+0.0961511j -0.140722+0.127566j -0.0479117+0.20651j -0.304849-0.864856j 0.432538+0.0788336j -0.210374-0.245317j -0.234552+0.237406j -0.534417+0.17679j 0.452421+0.266926j -0.23941-0.431792j -0.119872-0.321198j -0.247297+0.246563j 0.0734263+0.361605j -0.107581+0.830829j 0.0160525+0.488494j 0.206512-0.287861j -0.100616+0.181435j -0.0702312-0.0845065j 0.239781-0.223518j 0.327398-0.291179j -0.398498+0.094624j -0.246203-0.434742j -0.361644-0.0827827j -0.414673+0.979312j -0.196546-0.0558559j 1.03289-0.212173j 0.359446-0.129569j -0.458117+0.196027j 0.161485+0.013863j -0.510647-0.0595622j 0.0204398-0.201935j 0.0488944+0.0383559j 0.00965675-0.340239j 0.0276741-0.242931j 0.795052+0.273665j -0.290197+0.151569j -0.322224+0.000555515j -1.36988+0.136024j -0.979435-0.200755j -1.20134+0.307083j 0.156336-0.219785j 1.57493-0.0292252j 0.854546-0.24605j 1.30371-0.0154355j 1.01305-0.548932j -0.574484-0.170302j -0.999336+0.0234568j -0.74188+0.0799187j -2.43289+0.0517159j -1.23457+0.0986924j -0.488388-0.119162j 0.727909-0.167875j -0.456906-0.0572239j 1.00135-0.134964j -1.60813-0.104675j -0.749376+0.0458864j 1.62621+0.0068363j -0.185922-0.0131128j -1.54121-0.120755j -0.520523+0.23691j 0.936577+0.132438j -0.732443-0.51818j 0.150147+0.16413j -1.04858+0.0605806j 0.723901+0.311013j -0.833741-0.155104j -0.306595+0.132433j 0.235006-0.0728213j 0.139921+0.142663j 
-0.312425+0.509187j -0.264595+0.200016j 0.00962342-0.454946j -0.205015+0.179942j -0.120212-0.492015j -0.0035828+0.0985428j -0.285862+0.395416j -0.494049-0.50322j -0.219724+0.666193j -0.493781+0.732917j -0.163811+0.656529j -0.392606+0.216313j 0.0281656-0.170655j -0.101993+0.548655j -0.102241+0.493212j 0.26049+0.574144j 0.29833+0.474474j 0.0785506-0.596122j -1.19888-0.359836j -0.353432-0.0107949j -0.265218+0.000406105j -0.259128+0.329933j 0.839225+0.182226j -0.310892-0.0115831j 0.0985575-0.421863j -0.242666-0.00543388j 0.33879-0.291149j -0.122831-0.133926j 1.15555-0.294136j 0.0538628+0.149029j -0.199869+0.0475071j -0.68952+1.0496j 0.394253+0.0361052j 0.0924901+0.0733303j -0.0905465-0.214136j -0.329846-0.514851j 0.205718+1.74689j 1.04147+0.571059j 0.0802988-0.0220753j 0.0672918+0.502947j -0.019742-0.339083j -1.10326-0.545135j -0.0804969+0.108842j 0.374508-0.99126j -0.160079+0.75074j -0.0722562-0.206605j 1.61779-0.388188j 0.927859+0.240248j 0.907265+0.55432j 1.08419-0.343421j -0.464537-0.252427j -0.501787-0.20882j -0.0253684+0.782058j 0.295909-0.279185j -0.162145-0.426054j 1.72615-0.638528j -0.314788+0.210526j 0.356931+1.33798j 0.0446182+0.338993j 0.0480116-0.407412j -0.330095-0.66828j 0.0464459+0.0739433j 0.151175+0.594461j 0.500312+0.525612j -0.425608+0.886055j -0.193283-0.318153j 0.336762+0.454235j -0.0478165-0.53804j 0.014559+0.216478j 
0.36591+0.0854277j 0.679926+0.124262j 0.51124+0.00988313j -1.18805+0.369807j -0.8377+0.132472j 0.00492644+0.950617j -0.190949-0.64264j 0.574623-0.960882j -0.952925-0.66912j -0.244228+0.430192j 0.0812087+0.492768j 0.246995-0.198622j -0.517021-0.659311j -0.112452-0.689722j 0.364008-1.03648j 0.416725+1.63519j 0.599705-0.387824j 0.333618+0.573945j -0.233974+0.445285j -1.08397+1.38508j 0.589134+0.587688j 1.36251+0.731733j -0.125939+0.22812j 0.122788-1.30198j -0.375779+0.422939j -0.553046-1.44879j 0.0618739-0.706336j 0.504227+0.0525486j -0.531483-0.261511j 0.164329+0.20722j 0.31066+0.694712j -0.0785904-0.19452j 0.956169+0.544681j 1.15095+0.055708j 0.230696+0.357181j 0.135194-0.0365085j -0.635638-0.0483819j -0.0506253+0.186686j 0.0810291-0.464138j -1.00059+0.165297j -0.417003+0.0554992j -0.0780297-0.311411j 0.116759+0.259521j 0.214572-0.137503j 0.293628+0.286261j 0.195196-0.338201j -0.0552988+0.166059j -0.106365+0.531678j -0.0279755-0.358505j -0.0987945+0.000330505j 0.151305+0.298209j -0.146921+0.00742352j -0.510289-0.309021j -0.539267+0.443685j 0.471313+0.1046j 0.193899-0.41677j 0.0332028-0.151662j 0.190001+0.27566j 0.803078-0.302745j -0.767105-0.448348j 0.23247+0.609627j 0.350619+0.0666537j -0.0313052-0.451276j -0.196111-0.0663505j -0.868971+0.215764j 0.959102+0.0166142j 0.389076-0.236986j -0.50068+0.592241j -0.209962-0.154619j 
0.69276+0.442575j 0.176663+0.253381j 0.0927333+0.472277j -0.783396-1.61542j 0.28457+0.619069j -0.244176+0.0778038j -0.785315-0.101202j -0.915149-0.703945j -0.0614205+0.53179j -0.427598-0.8822j 0.0671362-0.25595j -0.524161+0.108046j -0.334654+0.323632j -1.02165+1.25914j -0.0485423+0.174105j 1.03038+0.81998j 0.0885183-0.0934299j 0.179656+0.241319j 0.329514+0.153521j 0.199684+0.73959j -0.424553+0.329096j 0.922555-0.541359j -0.704727-0.118922j -1.59025+0.826331j -0.381944+0.165825j 1.81104-0.807098j 0.839497-0.524509j -0.833507+0.103389j -0.0906648-0.427101j -0.881613-0.236319j -0.0878918-0.0897217j 0.173106-0.111691j -0.160648+0.497905j 0.415812-0.146276j 1.42945+0.878978j -0.0222203+0.690969j -0.828882-0.0517066j -1.57751+0.997075j -1.67095-0.0542193j -1.38453+0.265754j -0.247367-0.629879j 1.54152+0.0553046j 0.814078-0.0749758j 1.75989-0.0975011j 0.509427-0.535942j -1.03375+0.202824j -1.0407-0.106371j -0.449782+0.342595j -2.8999+0.150455j -1.4315-0.0964126j -0.556902-0.634553j 0.518879-0.10546j -1.37439-0.177507j 0.71796+0.320894j -2.00834+0.261011j -0.858103-0.129481j 1.86958+0.267726j -0.168036+0.293977j -1.61712-0.0592443j -1.05562+0.555742j 1.6523+0.920123j -1.25186-0.316675j 0.222486-0.254957j -1.16939+0.92227j 0.922676-0.14414j -0.593778+0.539267j 0.0273833+0.297152j -0.125756-0.365552j 0.388742-0.292788j 
0.37076+0.163189j -0.0771247+0.117241j -0.367547-0.202198j -0.0299871+0.0684248j 0.533147+0.184497j -0.239654+0.820262j 0.0595351-0.552249j -0.064819-0.177588j -0.106697-0.0274864j -0.227216+0.515274j 0.287084-0.38635j -0.154522-0.100863j -0.428546-0.225841j 0.271649-0.281539j -0.66534-0.676319j -0.0508705-0.0576968j -0.440255-0.282347j 0.0600338+0.216194j 0.432028-0.232433j -0.303417-0.228966j 0.569989-0.134715j 0.1344+0.575365j 0.171679-0.186136j -0.548967-0.0100998j -0.436402-0.840069j -0.153498-0.30745j -0.333638-0.355346j 0.134527+0.357575j 0.0126291-0.0438657j -0.0902093-0.361307j 0.282755+0.117359j -0.133963-0.199199j 0.192563+0.106726j 0.530784+0.132256j 0.759333-0.254697j -0.321583+0.17224j -0.25679-0.126926j -0.740431+0.0775432j -0.502313-0.147368j -1.34732-0.0336141j 0.061277-0.0615382j 1.05987-0.0150337j 0.527103-0.160942j 1.32541-0.705084j 0.58801-0.0349758j 0.325282+0.244021j -1.2833-0.0981455j -0.675194+0.138072j -1.7017-0.0710001j -0.940553-0.0437197j -0.748691+0.0419878j 0.390478-0.44961j -0.376763-0.246851j 0.66241+0.230398j -1.52187+0.301654j -0.392267-0.133392j 1.50378+0.144636j 0.0890551-0.0373072j -0.727058+0.0618335j -0.31412-0.0575612j 0.882729+0.0677022j -0.0938398-0.107184j -0.361275+0.187484j -1.00557-0.0780252j 0.0124883-0.268263j 0.0151348-0.366141j -0.00101045+0.21762j -0.0233313-0.159319j -0.123687+0.0901036j 
0.138143-0.0819276j -0.189359+0.0282181j -0.351444-0.140245j -0.0871087-0.029413j -0.0406809+0.194825j -0.599448-0.1014j -0.339463+0.199454j -0.0951226-0.193837j -0.284496-0.0901669j 0.508565-0.190654j -1.07477+0.149623j 0.0370415+0.548223j -0.102397+0.436413j 0.0592618-0.480248j 0.295222+0.395681j 0.0822834-0.335999j -0.0698535-0.486315j -0.455147-0.28846j -0.171133-0.848445j 0.0677633-0.147698j 0.154354+0.977587j -0.348211+0.39372j 0.123674+0.715337j 0.625067+0.360449j -0.362972+0.82906j -0.344593-0.118464j 0.0946687-0.55377j -0.465004-0.576845j 0.0859158-0.09601j -0.316604-0.792552j 0.184405-0.469947j -0.293413+0.306839j -0.134206+0.0125528j -0.0291586+1.02538j 0.49663-0.00706702j -0.397368+0.362991j -0.0190147+0.0863741j -0.381329+0.488501j 0.237529-0.341063j 0.133725+0.613013j -0.480031+1.11668j -0.205165+0.0407504j 1.4767+0.585813j -0.0905166+0.808464j -0.278336-0.437461j -0.207812+0.664304j -0.22482+0.379564j 0.419159+0.0957992j -0.581518+0.746425j -0.708986-0.14277j -0.807894+0.320757j 1.33167+0.485785j -0.276725-0.391005j 0.122656+0.698134j 0.86873+0.473854j 0.339649-0.229756j 0.605068-0.812834j 0.242123-0.38705j 0.296276+0.426689j -0.0572807-0.0998108j 0.659217-0.271507j -0.241248+1.59044j 0.294964-0.733487j -0.152029+0.0684302j 0.0730197+0.146464j 0.340775+0.032801j 0.496568+1.10904j 0.54386+0.0587072j 0.917361+0.519888j 
0.393811+0.33434j -0.449006-0.0212842j -0.537633-0.695533j 0.145657+0.168821j 1.0965+0.840832j -0.908373+0.942562j 0.442123-0.541607j -0.311744-0.109238j 0.0745997+0.188712j -0.695003+0.643795j 0.654169-0.568828j -0.276435-0.203849j -0.410462-0.400466j 0.618732+0.0273803j -0.866598-1.54754j 0.102899-0.796319j -0.830609-0.950911j -0.0345885+0.194188j 1.05919-0.424305j 0.327678-0.807302j 1.04395-0.00193298j -0.521211+0.57678j 0.363398-0.111595j -1.17499+0.0900871j -0.00105529-1.78357j -0.230026-0.236929j -0.550013-0.834231j -0.236067+0.52368j 0.298247-0.123941j -0.0546628-0.719587j 0.416567-0.603129j -0.635817+0.137819j -0.0260326+0.629319j 0.618104-0.12852j 0.0570251-0.653888j -0.154279+0.69436j -0.181013-0.325459j -0.699994-0.0188638j -0.442385-0.209948j -1.34087+0.0649118j -0.10132-0.086352j 0.904589+0.314321j 0.473592+0.183216j 0.406383-1.3783j 0.368557+0.0984311j 0.70764-0.339138j -1.631+0.373922j -0.472371-0.00590183j -1.51244+0.207197j -1.01191-0.198426j -0.609022+0.248518j -0.110411-0.335733j -0.919087-0.113995j 1.01094+0.435353j -1.11596+1.23668j -0.77574+0.091411j 1.62092-0.0176027j -0.0895676-0.546514j -0.612174-0.0758852j -0.112601-0.0220497j 0.837901-0.0432547j -0.140504-0.0986674j 0.090279+0.707769j -1.00404+0.686606j -0.519266-0.284858j -0.657037-0.612354j 0.472464+0.257504j -0.214651-0.458276j 0.234419+0.132527j 
-0.0114405+0.386246j -0.0146909+0.342764j -0.0605792+0.242203j 0.0630233-0.788858j -0.366262-0.080403j -0.395085+0.0884397j 0.20098-0.454583j 0.441974-0.0851127j 0.0365782-0.413299j -0.0486537-0.24744j -0.00803099+0.120441j 0.0552518-0.0749253j 0.0357168-0.276828j -0.125606-0.200297j 0.362592-0.0736134j -0.53999+0.611763j 0.245083+0.13128j -0.169039+0.261837j -0.124232+0.128929j -0.72223-0.0086782j -0.226172+0.251244j 0.181467+0.76369j -0.109482-0.167001j 0.123881-0.338861j -0.261149-0.17785j 0.674243-0.0281042j 0.387848+0.00107624j -0.104951+0.113026j -0.126838+0.172257j -0.0905204-0.13832j 0.0945492-0.119975j -0.0704287+0.120251j 0.367561-0.202693j 0.0192552-0.463127j 0.696232-0.0979974j -0.0802614-0.0791602j 0.0373574+0.243334j -0.305266-0.0063799j -0.60108+0.221186j -0.594748+0.262077j -0.119627+0.128771j 0.900655+0.206972j 0.425748-0.0291353j 0.477432-0.139154j 0.587566+0.0235114j 0.0419387+0.300996j -0.529242-0.00992414j -0.292726-0.132157j -1.22267+0.120466j -0.797871-0.0451615j -0.568939-0.334055j 0.482217+0.306987j -0.0706705+0.401989j 0.834341+0.164853j -0.463306-0.0563358j -0.45648-0.0224446j 0.882949+0.136549j 0.186345-0.165329j -0.850346-0.436123j -0.164891+0.403252j 0.967633-0.147289j -0.296135+0.0132251j -0.267657-0.0592596j -0.0118274+0.118978j 0.157189+0.197524j -0.155735-0.40497j -0.047895-0.164842j 0.0909385+0.124787j -0.140726-0.0181816j 
0.881144+0.572592j 0.338673+0.593864j -0.920917-0.0319143j 0.114853+0.345142j -0.886749+0.0721327j 0.284272-0.00145701j 0.728736+0.391979j -0.843925+0.778001j 1.13257+0.36112j 1.33261+0.870228j 1.05097+0.367097j 0.262866+0.73824j -0.51966-0.0069018j 0.849627+0.261498j 0.702806+0.24295j 1.0014-0.462777j 0.737697-0.303616j -0.955948-0.180244j -0.691191+1.96262j -0.0865094+0.614863j -0.0401653+0.378202j 0.646584+0.444819j 0.280328-1.2998j 0.025182+0.593593j -0.734374+0.0258019j -0.0279405+0.360737j -0.430636-0.561259j -0.16564+0.348417j -0.262685-0.941643j 0.175998-0.116151j -0.0123877+0.286521j 1.00474+0.600445j 0.134481-0.291584j 0.192628-0.109549j 0.015927-0.0620249j -0.530511+0.476505j 1.24188-0.114694j -0.0143221-0.645725j -0.145958-0.0314452j -0.0670114+0.0876375j -0.364619+0.023663j 0.0182669+0.47459j 0.247435-0.0611464j -0.322097-0.459216j 0.999823-0.161697j -0.161648-0.0234225j -0.7035-1.04238j -0.0462092-0.592612j -0.291574-0.37342j -0.768737-0.775748j -0.457+0.45556j 0.142047+0.224333j 0.384812-0.0717468j 0.0670159-0.384803j -0.717855+0.351447j -0.830615-1.24093j 0.837078-0.0934098j 0.991353-0.31851j -0.175486+0.166843j -0.417798+0.0425754j -0.228122+0.223734j -0.101092+0.00268241j 0.379639-0.201094j 0.0760958-0.354958j 0.789184+0.153496j -0.319911+0.253489j 0.327551-0.292101j -0.472231+0.0842408j 0.162802-0.0319386j 
0.509957-0.315004j -0.403296-0.183668j -0.0309316-0.386965j 0.148134-0.539062j -0.597791-0.0675972j 0.541756+0.254703j 0.447278+0.50989j -0.0918606+0.505531j -0.488501-0.257312j -0.770875+0.10318j -0.640166+0.546609j -0.354249-0.596954j -0.0960531-0.592645j -0.887372-0.577122j 0.165935+0.139137j 0.169696-0.249382j 0.121689+0.606958j -0.185542+0.893983j 0.467412+0.0551919j 0.319842+0.153727j -0.226859-0.151739j -0.420495+0.299054j -0.323229-0.56065j 0.188522+0.32728j -0.175402+0.0303471j -0.25779-0.0266726j -0.0540978-0.210603j -0.297954-0.124872j -1.1524+0.139322j 0.0400298+0.103263j -0.368786-0.811932j -0.405799+0.373687j -0.195078+0.352047j -0.210922+0.294074j -0.151532+0.233844j -1.4807-0.376945j -0.412229+0.985951j -0.567116-1.39913j -0.175187+0.160629j 1.01868-0.578436j -0.172243-0.332601j 0.579092-0.146094j 0.745332-0.762349j 1.00838-0.682116j 0.426378+1.21713j -0.358874-0.275085j -0.209493+1.0686j -0.376879+0.219525j 0.0954728+0.244435j 1.44872+0.252533j 0.425482-0.577466j 0.00173401+0.0713668j 0.675891-0.674789j -0.472875+0.918049j -0.0633892-0.417284j -0.489162+0.0875474j 0.91777+0.127336j -0.498984-0.63527j -0.278592+0.0550485j -0.551662+0.436432j -0.175957-0.560433j 0.00364506+0.0321683j 0.459913-0.0684693j 0.490475-0.0638289j 0.372367-0.0397217j 0.0512257-0.0661021j 0.295405+0.0141497j -0.0949801+0.118276j 0.0168137-0.148895j 
0.332325-0.782714j 0.441268-0.571251j 0.358984-0.406889j -0.974324+1.57524j 0.329516+0.178289j 1.09952+0.263851j -0.793159+0.702823j -1.0493-0.293378j -0.536243+0.757434j -0.0723094+0.598321j -0.0372224+0.049326j -0.162358+0.15655j -0.443318+0.523256j -0.0272481+0.496862j -0.750318-0.0445593j 1.74642-0.429629j -0.180838-0.293037j 0.686358-0.363661j 0.0878651-0.08194j 1.2136+1.02385j 0.578426-0.269226j 0.544397-1.55422j 0.00497922+0.495709j -0.444637+0.600958j 0.186949+0.849039j -1.66332-0.861059j -0.767803-0.47109j 0.289656-0.147679j -0.444978-0.192191j 0.0201546+0.506578j 0.279704+0.504959j -0.0710057-0.319601j 0.317292+0.490642j 0.759153+0.116467j -0.164497+0.598274j 0.283902+0.0820693j -0.693482+0.240573j 0.680487+0.479732j 0.26361-0.43788j 0.438858-0.0376743j -0.233948-0.196504j -1.55477-0.204414j -0.457926+0.10321j -0.249138-0.0294963j -0.835443+0.258075j -0.517732-0.197851j 0.88969-0.0802983j 0.89717+0.498414j 1.32355-0.406746j 1.21904-0.0981608j 1.06883-0.00542427j -1.02207-0.183828j -0.733854-0.264351j -1.34091+0.727548j 0.735892+0.0280325j 0.618329-0.364387j -1.2653+0.000796014j 0.120986+0.638522j 1.5729-0.0199873j -0.659567-0.0934666j -0.513103+0.762834j 0.30154-0.0716247j 0.10534-0.451277j 0.0470213+0.286641j -0.506762+0.0743186j 1.13516+0.252342j 0.296852-0.0314437j -0.252504+0.351038j -0.0614892-0.223489j 
0.067115-0.162579j 0.0656886+0.0986187j 0.292769+0.0541334j -0.758332+0.120244j 0.188579-0.444152j -0.34835+0.0328329j 0.428006+0.331873j 0.01756+0.797374j 0.608055-0.267553j -0.75989+0.143521j -0.124275+0.134708j 0.191459+0.27541j 0.517111-0.170404j 0.972855+0.505271j 0.601427-0.007137j -0.197541-0.456107j 0.15121+0.114498j -0.141329+0.041233j -0.0791371-0.0258189j -0.0721331-0.566842j -0.0175944+0.410395j -0.670774+0.0541801j -0.0173549+0.314836j 0.945793+0.711238j 0.275613-0.141091j -0.0695421-1.0251j -0.0208307-0.389246j 0.0416409+0.65136j -0.292968-0.0805794j 0.00945008+0.583947j -0.460126+0.179531j -0.00341078-0.34484j -0.025024+1.14526j -0.235818+0.366303j 0.655802-0.419817j 0.617328+0.0151416j 0.073916+0.0570464j 1.07598+0.325425j 0.119437+1.12334j 0.417119-1.12424j -0.55353-0.189761j 0.0619849+0.526334j -0.499201+0.185507j 0.228136-0.151143j -0.836889+1.02133j 0.570098+1.43002j -0.13626-0.495822j 0.0815078-0.646901j 0.492628+0.199598j 0.0206435-0.339828j -0.835271-0.645799j -0.199226+0.275294j 0.0681683+0.570133j -0.00808498+0.266589j -0.0207318+0.600038j 0.0995685+0.217882j 0.204754+0.519779j 0.230877+0.200605j 0.0753285+0.468924j 0.806678+0.28878j 0.578866-0.200477j -0.154401+0.925803j -0.310884-0.280842j 1.02619+0.329396j -0.261334-1.41995j 0.762995+0.645082j 0.396485+0.0608954j -0.68072-0.417899j -0.322307-0.646186j 
-0.0129355-0.483882j 0.196075-0.270638j 0.226069+0.453266j 0.175086-0.102702j 0.220614+0.428521j -0.15993-0.154059j -0.074051-0.491854j 0.492746+0.105589j -0.184345-0.523269j -0.0944867-0.767058j -0.029544-0.490569j 0.255808-0.2854j 0.166446+0.293688j -0.10311-0.365237j -0.0267005-0.286564j -0.523188-0.243563j -0.16132-0.168785j 0.169932+0.450538j 0.940403-0.223969j 0.207746-0.172694j 0.129025-0.0601553j -0.0432015-0.326858j -0.537987+0.163911j 0.210216-0.268365j 0.282506+0.109503j 0.253236-0.0219441j -0.128288+0.229406j 0.194401-0.0493945j 0.302683+0.0211282j -0.12232-0.0126941j -0.123442-0.100095j -0.285888+0.172731j 0.137813+0.0617925j -0.137529+0.0951756j -0.160173+0.11874j -0.00616066-0.182251j 0.163083+0.438155j 0.251313+0.189741j 0.0338495-0.0553331j 0.0417783-0.0188634j 0.0688202-0.0390737j -0.435837-0.112301j 0.0282232+0.039285j 0.13869-0.309462j -0.189725+0.178134j -0.151638-0.127642j 0.532081-0.0566022j 0.246878-0.00032452j 0.571159+0.14474j 0.386691+0.0327428j -0.0930088-0.0759822j -0.228039-0.0944793j 0.0777149+0.34477j -0.0515815-0.12138j 0.0515447-0.272989j 0.646765-0.0688911j -0.169808+0.103904j 0.0564682+0.412662j -0.00931766+0.179362j 0.103939-0.20878j -0.138407-0.270642j 0.035057+0.0424307j 0.11697+0.268943j 0.198384+0.146458j -0.172549+0.241687j -0.0830436-0.0851047j 0.132433+0.170301j 0.0129483-0.216414j -0.0212621+0.0182542j 
