0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
0.55585-0.516634j 0.864679-0.237176j -0.0871999-0.406237j 0.126973+0.21523j -0.101822-0.0233086j -0.00140378-0.34567j 1.09099+0.239969j -1.22704-0.615971j 0.17072+0.452434j 1.53588+0.111401j -0.188918-0.254196j 0.937993+0.520821j -1.14907-0.168496j -1.24801-0.929006j 0.13907+0.807416j 0.141298+0.472255j -0.758593-0.411911j -0.679266-0.0167336j 0.670026-0.572211j 0.304076-0.257172j 0.191266+0.020293j -0.909536-0.315513j -0.129455+0.0793929j -0.175943+0.1805j 0.761154+0.0302522j 0.0949075+0.140033j -0.56064+0.0814047j -0.273482-0.276744j 1.09945+0.197732j 0.0668166+0.23726j -2.92238-0.120293j -0.983961+0.200695j 13.9404-0.445537j 6.0351-0.246587j 28.7178-0.481338j -4.02552-0.0346322j -13.143+0.0349367j -36.8475-0.134589j -21.0495+0.205082j -50.6764+0.0420629j -3.80388-0.157926j 59.7339-0.225229j 30.34+0.0541464j 45.585+0.373122j 37.2153+0.136136j 0.480662-0.0241236j -38.6353-0.087323j -30.1662-0.0396432j -76.3857+0.0548454j -48.1899-0.121627j -32.4544+0.145949j 30.8981-0.0685004j -13.5768-0.336404j 34.4414+0.124333j -41.454-0.0305429j -20.6724-0.0939621j 63.6437+0.0697926j -2.11792+0.053136j -45.543+0.0863807j -12.5816+0.0572053j 37.9099-0.139129j -14.0154+0.0121395j 0.60915+0.0399256j -24.0413-0.0242439j 7.35422-0.169557j -14.683+0.0443917j -1.58455-0.071355j -3.66995-0.117683j -0.824154+0.0979169j 
0.612548-0.710171j 0.414236+0.681352j -0.391711+0.0171442j 1.83788+0.38706j 0.39189-0.503442j -0.328383+0.177023j 0.560956+0.378315j -1.55438-0.204224j 2.24663-0.0458569j -0.263048-0.912233j 0.203255-1.47714j 0.683441-0.258057j -1.51012-1.30001j 0.108266+0.0688093j 0.469098+0.637059j 0.758486+0.0911775j -0.0434201+0.262372j 0.506971+0.507134j 1.22766-0.384756j -0.53454-0.0508703j -0.709622-0.502357j 0.0592586+0.260966j -0.19477+0.6151j 0.760814+0.204357j 0.152727+0.345402j 0.524004+0.476264j -0.409973+0.729315j 0.328576-0.295085j 0.717761-0.177197j -0.161484+0.259399j -2.25643-0.217673j -0.867651+0.812297j 9.5815+0.90688j 4.53953-1.33647j 19.8285-0.209676j -2.74124+0.33946j -8.53966+0.0608474j -26.102-0.128687j -15.3025+0.35383j -36.4409+0.262293j -3.43089-0.628741j 42.7132-1.36017j 21.1652+0.820668j 33.2004+0.91197j 26.4423-0.244836j 0.755056-0.506674j -26.4774-0.907208j -21.3156+0.571176j -54.2085+0.404655j -35.1323+0.195879j -23.7778-0.50025j 22.2717+0.00918126j -9.39468+0.026383j 24.0356-0.714907j -28.5936-0.278207j -14.8324-0.473711j 45.3649-0.120423j -0.938601-0.43603j -33.0661-0.404722j -8.73661-0.199224j 26.8709+0.20409j -10.4927-0.0120657j 0.102282-0.526402j -16.5024-0.0333429j 5.39691-0.0789633j -10.0985+0.0288735j -1.02288-0.345755j -2.7128+0.396685j -0.685701-0.212089j 
0.749654+0.698804j 0.283097-1.51991j -0.52622+0.940104j 0.298552+0.281476j 1.92637+0.139116j 0.190713-0.842486j 0.939906-0.0619199j -0.0856112+1.08466j 0.188424-0.0084706j -0.480758-0.171344j -0.265171-0.0783999j -0.892355-0.149651j -0.232592-1.32498j -0.143577-0.598626j 0.335193+0.292658j 0.681273-0.0571581j -0.0996254+0.518157j -0.661344+0.985877j 0.567835+0.181659j -0.274321+0.451427j -0.400446-0.351635j -0.291474+0.0888424j 0.233795-0.452342j 0.051785+0.452119j -0.159662+0.0150026j 0.0757922-0.0967082j 0.116952+0.0261592j 0.169643-0.385906j -0.13672-1.07445j -0.191022+0.118752j 0.525929-1.11526j -0.421956-1.19524j 1.97572-0.549535j -0.119458-0.297781j 1.5075+0.0699143j 1.50272+0.68165j -0.236103+0.534529j -3.11757+0.744627j -0.928625+0.399671j -2.70431-0.964722j -0.12339+0.874532j 4.07761-0.122011j 2.0795+0.276008j 3.6725+0.0523901j 3.51163+0.17987j 0.0364735-0.342719j -2.40642-0.00337049j -1.71215+0.464024j -4.46257+0.843935j -2.86131-0.0105231j -1.91787-0.123485j 1.93101-0.0961471j -0.25682-0.0993724j 1.50858+0.218184j -2.23957-0.224573j -1.58482-0.372869j 4.34396+0.442288j -0.02667-0.559247j -3.25601-0.182366j -1.222-0.23169j 2.46563-0.253941j -1.11307+0.00248545j 0.114419+0.000269321j -1.16196+0.235421j 0.767275+0.207139j -0.88048+0.0627182j -0.0294348+0.059228j -0.381128+0.0503216j 0.0672048-0.0573316j 
-0.838395+0.434267j -1.29862+0.20246j -0.641232-0.514272j -1.42988-0.29548j 0.50937-1.48495j 0.44076+0.72188j -1.2504-0.771587j 0.935099-0.556754j -0.197265-0.321208j 0.647748+0.579706j -1.83738-0.226872j -0.0041449-0.303444j -0.0402336-0.0314668j 1.15782+0.273795j 0.112968+0.211666j -0.153608-0.493176j 0.781161+0.160405j -0.850077-0.199633j -0.251376+0.49558j -0.584483+0.0813961j -0.27621+0.13621j 0.205634+0.664027j 0.321315-0.275433j 0.0624756+0.372978j -0.392595+0.0116369j -0.283743+0.34274j 0.279205-0.29916j -0.112596+0.236105j 0.0732212+0.589974j -0.0194056-0.0224547j 0.978793-0.485798j -0.199842+0.140606j -5.22499+0.320959j -2.33049+0.24887j -11.5228+0.760338j 1.65094-0.0259906j 5.92271-0.349511j 15.3662+0.501733j 8.39057-0.319402j 20.5435-0.0890568j 2.13371-0.102004j -24.8047+0.219273j -12.4719+0.18106j -18.8397-0.353407j -16.115-0.159335j -0.487028-0.216839j 16.5565-0.383271j 12.6067-0.0687999j 32.3191-0.240716j 20.1288+0.461083j 13.1599-0.0806703j -13.0711+0.0316632j 5.60576+0.401497j -14.3965+0.00198902j 17.3663-0.116856j 8.75937-0.291508j -26.5079-0.000231149j 1.12098+0.0628125j 18.8024+0.0581974j 5.47101-0.313666j -16.1928-0.215804j 5.77304+0.025776j -0.0959778+0.0368526j 10.3554+0.254949j -3.13807+0.356047j 5.91396-0.0077258j 0.726227+0.117387j 1.51439-0.164195j 0.398532+0.024471j 
-0.46948-0.187743j -0.167701-0.221829j -0.0715034-0.185672j -0.127145+0.906394j -0.348818-0.420497j -0.0273916+0.0705351j -0.325406+0.406874j 0.878735+0.540287j 0.118248-0.439325j 0.34971-0.856306j 0.0511893-0.206514j -0.110864-0.617182j 0.20577+0.205213j 0.719146+0.235114j -0.838709-0.578804j 0.0784893+0.115006j 0.364933+0.508829j 0.154253+0.147576j 0.183263+0.482404j 0.200412-0.0775231j -0.560475+0.0875473j -0.310362+0.680669j -0.240326-0.0588807j -0.111522-0.473831j 0.284851-0.109129j -0.142415+0.462662j -0.0780068+0.159368j -0.152627-0.191112j -0.464249+0.347003j 0.287345-0.511185j 1.19541+0.405901j -0.0506129-0.194615j -3.02925+0.0966755j -1.37607+0.381401j -6.61484+0.0352746j 1.76974+0.0223089j 3.30962+0.169229j 10.7194-0.920596j 6.28237+0.564473j 14.1102-0.00493985j 1.04015-0.17129j -15.8334-0.185169j -8.48229+0.592227j -12.9628+1.22332j -9.49271+0.586613j 0.202345-0.524732j 11.2178-0.19594j 8.28531+1.31574j 20.4549-0.800259j 13.228-0.250776j 9.03189+0.711396j -7.4831-0.0618261j 2.87349-0.779286j -9.18068-0.328206j 11.577-0.201225j 5.67508-0.229419j -16.6231+0.445024j 1.18918-0.0157606j 11.6313+0.00300666j 3.08344+0.356142j -10.2308-0.955781j 3.7941-0.0996663j -0.181709+0.194803j 5.77649-0.270445j -1.52373+0.146646j 3.90944-0.709627j 0.539813-0.0253044j 1.42433+0.166146j 0.161244+0.44919j 
0.819491-0.00694517j 0.492349+0.95043j 0.83859-0.235841j 0.677077-0.992998j -0.292064+0.184412j -0.891163+0.575361j 1.18685+0.424266j -0.928872-0.00911991j 0.536565-0.389969j 0.635668+0.365242j 0.679146-0.583954j 0.483138+0.705759j -1.16214+0.421633j -0.408204-0.174533j -0.737537-0.0936476j 0.18169+0.432509j -0.352821+0.478556j 0.122857-0.36444j 0.665668-0.145898j 0.364484+0.268904j 0.22704-0.104616j 0.490511-0.64726j -0.0681314+0.391835j -0.185733-0.190789j 0.201175+0.515915j 0.374572-0.800448j -0.332207-0.27821j 0.289281-0.0129451j 1.25986+0.183703j -0.195594+0.318867j -3.26762+0.0887457j -0.704315+0.160315j 9.85164+0.930686j 4.31512+0.171119j 22.4026-0.723553j -3.2073-0.0700931j -9.69033+1.35734j -29.5781-0.950797j -16.8622+0.0217224j -40.8103+0.58112j -3.49282-0.0869808j 47.2816+0.0127384j 24.4027+0.0933204j 36.633+0.16838j 29.5777-0.0355326j -0.049977-0.556862j -30.8983-0.351616j -24.9169-0.33022j -60.5393-0.528969j -39.1548-0.718723j -25.4074+0.696012j 24.7563+0.0514618j -11.8037-0.0412119j 27.7428-0.722933j -32.669-0.13355j -16.0969+0.482944j 50.9039+0.414728j -0.992045+0.183958j -36.1882+0.110367j -10.2117-0.234013j 30.1145+0.527277j -11.1865-0.031056j 0.488529-0.333786j -19.422-0.373842j 5.63371-0.350159j -11.1259+0.685543j -1.21848+0.171302j -3.15671-0.0837518j -0.662929-0.0953723j 
0.105757+0.603615j 0.251076-0.466556j -0.333087+0.172047j -0.407143-0.71759j 1.15313+0.309041j 0.0411012-0.155811j 1.07302+0.0440725j 0.0807123+0.440181j -0.166832-0.270566j 0.327098+0.306852j -0.613187-0.254517j -0.381312+0.0507099j -0.294751-0.321052j 0.0862618-0.241167j -0.220979+0.0587554j 0.247894+0.314571j -0.0990098+0.663407j -0.879698+0.253152j 0.352056+0.168407j -0.111178+0.217037j -0.032549-0.116812j 0.198233-0.0767173j 0.215534+0.0551924j -0.117964+0.151489j -0.0614991+0.104722j 0.0464857-0.494687j 0.286121-0.286484j 0.0600535-0.183586j -0.0965181-0.842987j -0.214486+0.238286j -0.109102-0.808988j -0.245037-0.65327j 0.300527-0.365515j -0.318113+0.150767j 0.909837-0.52627j 1.0743-0.134338j 0.541763+1.03033j -1.43261+0.278277j -0.348377+0.246115j -1.01379-0.229074j 0.179312+0.68012j 1.70128+0.192989j 1.01047-0.262782j 1.34016-0.563734j 2.06327+0.004381j -0.345278-0.068512j -1.37788+0.380129j -1.01509+0.388003j -1.44196+0.263826j -1.10584-0.624681j -0.13839+0.136526j 0.835634-0.0700829j -0.339552-0.398261j 0.812512-0.123481j -0.763959-0.0728504j -0.680398+0.505354j 1.94638+0.560466j -0.130168-0.615766j -1.20926-0.0280508j -0.725685-0.0670477j 0.744893-0.00933365j -0.405285-0.0184423j 0.215257-0.289755j -0.461278-0.120443j 0.423416-0.383377j -0.133916+0.436855j 0.0377934+0.207756j -0.348441-0.0970571j 0.120436-0.190694j 
-0.930489-0.322008j -1.36718-0.238524j -0.511576-0.103864j -0.874734+0.209649j 0.26475-1.02781j 0.0431085-0.384174j -0.353256-0.302588j 1.28213-0.950019j -0.155237+0.5116j 0.596452-0.487153j -1.13262+0.0376429j 0.387084-0.194295j 0.431089+0.0255215j 0.336047+0.545429j 0.370565+0.0634039j -0.459891+0.469418j 0.183494+0.465038j -0.459418+0.158656j -0.556732-0.248062j -0.275849-0.334792j -0.152099+0.177773j 0.0237567+1.03766j -0.176059+0.365953j 0.358192+0.120613j -0.124071-0.535775j -0.311757+0.454617j 0.527974-0.128291j -0.433763+0.416373j -0.716313+0.510357j 0.0526827-0.0296496j 2.35082+0.162406j 1.07082+0.749013j -10.4938+0.325009j -4.05945-0.215049j -19.8814-0.335434j 2.11387-0.49899j 10.5603-0.693694j 27.8918-0.0841165j 14.724+0.116753j 38.0514+1.57846j 3.22852-0.158108j -44.8335+0.220463j -23.0027-0.327442j -35.2744-0.914583j -28.9356-0.499684j -0.487249+0.454027j 28.671-0.00590697j 22.6187+0.472095j 57.6174-0.253815j 36.2067+0.710529j 24.5034-0.265978j -23.1804-0.178039j 10.3794+0.0583712j -25.6983-1.0311j 31.2949+0.311872j 15.7322+0.949301j -48.3337+0.343147j 1.43939-0.697792j 34.1121-0.0205157j 10.0562-0.127736j -28.8776-0.489417j 10.4674-0.00548695j -0.36063-0.195989j 18.3555+0.155711j -5.639-0.605894j 10.7049-0.143383j 1.06421+0.123532j 2.8941-0.255236j 0.646091-0.149757j 
0.124784-0.231545j 0.605267-0.346227j -0.275147+0.744589j 0.635596+1.28961j -0.717418+0.906532j 0.131565-1.39131j 0.691798+0.976745j -0.461676-0.180756j -0.201383+1.02863j -0.402693-1.17555j 0.925168+1.17421j -0.0273892-0.202325j 0.680556-0.0950078j -1.12563-0.190086j 0.523315+0.0405489j -0.123574+0.850976j -0.485728-0.0892417j 0.277219+0.810882j -0.255164-0.686306j 0.262314-0.225408j 0.150095+0.00780064j -0.311222+0.202079j -0.39852+0.270023j 0.123668-0.128211j 0.220167-0.558515j 0.164719+0.108602j 0.0460129+0.299745j -0.139269+0.144701j -0.943237-0.0468835j 0.088997-0.139931j 1.35424-0.27018j 0.389966-0.602815j -2.0588-0.203903j -1.20873-0.143006j -4.36476-0.0659401j 1.05151-0.0881982j 3.06052+0.0897284j 5.59952+0.384902j 3.33216-0.0260053j 8.78883-0.171047j 1.05307+0.756564j -10.0007+0.514202j -5.04835-0.136246j -7.83819-0.857891j -6.09959-0.549672j -0.258724+0.00652935j 6.14876+0.491418j 4.94965+0.187064j 13.2477+0.485618j 7.95055+0.360323j 5.60834-0.369303j -5.31718-0.229162j 2.61937-0.197548j -5.96917-0.0719573j 6.85754+0.159436j 3.59835+0.542054j -10.7937+0.415077j 0.00616799-0.467203j 7.41218-0.00812802j 2.35432+0.0624482j -6.06938-0.660857j 2.27231-0.00667931j -0.0515925+0.114462j 4.07955+0.376505j -1.46737-0.346539j 2.39253-0.188476j -0.00305647+0.287193j 0.897328-0.100597j 0.125219-0.0528662j 
-0.433536-0.385051j -0.125142-0.246996j 0.200215+0.429052j 0.234062-0.707599j -0.124538-0.788027j 0.0593665-0.167575j 0.119666-0.215979j 0.617842+0.227776j -0.162788-1.00588j -0.706718+0.254745j -0.795526-0.193689j -0.304306-0.143648j -0.604769+0.227122j 0.180956-0.306673j 0.283595-0.219991j -0.0061259-0.193898j 0.444918-0.120062j 0.446184-0.161353j -0.11574-0.543671j 0.00130671+0.308643j -0.509403+0.538256j 0.256944+0.122276j 0.209934+0.257537j 0.233817-0.494126j 0.178477-0.0718765j 0.238831-0.0229113j 0.542385+0.087574j -0.287106-0.213584j -0.763183+0.141904j 0.199843+0.0371115j 0.213412-0.271871j 0.745251+0.136728j -2.18505-0.250595j -2.60511-0.438655j -6.11272+0.0582041j 1.60129-0.607699j 2.64464-0.317673j 7.81898-0.364593j 5.13612+0.198974j 11.0203+0.0361073j 0.437697+0.530943j -13.788-0.440109j -5.68193+0.382345j -8.66426-0.448459j -7.72194-0.304491j -0.572576-0.564763j 7.36089-0.91998j 7.36389-0.410621j 16.413-0.103841j 10.4671+0.389651j 6.35623+0.639233j -6.57743-0.251177j 2.71313-0.349332j -7.83154+0.492027j 8.6536-0.853536j 3.95653+0.4124j -13.1544-0.293957j -0.220631-0.348302j 9.12923+0.893424j 2.41902-0.0714481j -8.13884+0.199471j 2.80936+0.46737j -0.592831+0.173325j 4.99413-0.68851j -1.3926-0.453764j 2.91596-0.114937j -0.113703-0.0245843j 1.31336+0.123457j -0.00997288+0.0989701j 
1.09446-0.460348j -1.58373-0.289352j 1.07837+0.293598j 0.554647+0.0145555j 0.334204-1.55172j -1.04473-0.0359348j 0.0429708-0.674341j 0.57255+0.0816026j 0.216449+0.325392j -0.00261831+0.363625j 0.407133+0.131006j -0.0533798+0.848048j -0.999644-0.236834j -0.820559+0.17774j 0.113918-0.184185j 0.17829-0.500326j 0.154553+0.254344j 0.633037+0.814721j 0.342136-0.111021j 0.352449+0.184278j -0.105747+0.0222405j -0.0266509+0.188818j -0.450395-0.346286j 0.24035+0.248387j -0.0749812+0.176742j -0.0575103-0.0741561j -0.280296-0.213628j -0.0895853-0.0622706j -0.0768338-0.306714j -0.0317057+0.134737j -0.859404-0.680153j -1.03203-0.348078j 2.84685-0.890684j 1.1231+0.267517j 5.84423-0.0442597j -0.0017462-0.36396j -2.55215+0.0788814j -7.75148+0.531971j -4.16835+0.0661215j -10.6521-0.473735j -0.323927+0.168603j 12.7188+0.101903j 6.56405-0.0792756j 9.626-0.171315j 8.0858+0.0469915j -0.0885282-0.0471075j -8.10984+0.244524j -6.39058-0.00247955j -15.6441+0.0593221j -9.82469-0.130254j -6.59462-0.0655583j 6.34081+0.0630656j -2.60886-0.231196j 7.05228+0.36144j -8.63262-0.0581429j -4.46974-0.119519j 13.5875+0.171255j -0.551286-0.157369j -9.5279+0.0352594j -2.91681-0.0381602j 7.81635-0.0725686j -2.94306+0.0252639j 0.241359+0.0136441j -4.85479+0.035475j 1.65192+0.0567452j -3.05479+0.121765j -0.214424+0.0409073j -0.951948-0.0378525j -0.0991315-0.0480768j 
-0.574141-0.863704j 0.560273-1.21855j -0.111603-0.516596j -0.797113-0.450711j 1.19942+0.589275j 0.658016-0.107291j 0.045324-0.302679j 1.25895+0.158264j -0.648372+0.105731j -0.486977+0.56149j -0.33371-1.28317j 0.0975763-0.178374j 1.14096-0.414925j 0.322771+0.171135j -0.212849+0.301425j -0.188696+0.316365j 0.0679828+0.0352598j -0.0756463-0.816403j -0.443002-0.301604j 0.0421889-0.482301j -0.231329-0.137277j -0.848357-0.219926j 0.172707+0.302457j -0.200485-0.190215j 0.274414-0.284432j -0.806661+0.0903226j 0.418783+0.256852j -0.250581-0.4457j -1.40702-0.479828j 0.223846-0.0010177j 2.60596+0.839764j 1.28284-0.510962j -8.27656+0.948094j -3.59439+0.0993323j -17.8423+0.745045j 2.43251+0.248451j 7.78806+1.07093j 21.7582-0.482888j 13.0906-0.362492j 31.1767-0.180422j 1.69813+0.780602j -36.4004-0.0127162j -18.6423+0.169291j -26.8216-0.0236151j -21.6557-0.306337j 0.201581-0.124438j 23.2888+0.40318j 18.2099+0.183594j 45.4147+0.781735j 28.5326-0.103559j 19.8897-0.349339j -18.256-0.192565j 8.14205+0.185249j -20.748-0.163875j 24.9172+0.0603274j 12.2728+0.304561j -38.651-0.214104j 1.31288-0.0120004j 27.4866-0.514926j 7.61649+0.508137j -21.9262+0.202439j 8.44284-0.155449j -0.602604+0.076015j 13.8468+0.104926j -4.36662-0.212948j 9.09917-0.364384j 0.710084-0.173515j 2.49686+0.431989j 0.407666-0.0277317j 
1.05298-0.216695j -0.737675-0.190994j 0.384947+0.162172j -0.657946+0.579467j 0.0941468-1.78705j 0.120426-0.0718928j -0.407218-0.272158j 0.730381-0.189341j -0.506913+0.169221j 0.813662+0.259976j -0.412106+0.549328j -0.0195194+0.814023j -0.719103+0.00330885j -0.2883-0.613011j -0.0550925+0.285371j -0.148203-0.401762j 0.382272-0.168992j -0.00976156+0.588845j 0.50843-0.198865j 0.502426+0.358004j -0.234369+0.140493j -0.308262-0.197472j -0.32228-0.618786j 0.168289+0.246862j 0.30396+0.394248j -0.382997+0.0863611j -0.357297-0.248627j -0.22267-0.266945j -0.0828481-0.0363188j 0.159908+0.169911j -1.30387+0.159203j -1.16678+0.11409j 2.68429+0.470982j 0.964525+0.856769j 4.33293+1.54221j 0.0665401-0.687858j -0.702811+0.0268426j -5.96927+0.33059j -3.4021-0.798988j -9.14626-0.370428j -0.222763+0.313883j 9.19514+0.269032j 5.32199+0.00417615j 7.89851-0.893676j 5.71371-0.697433j -0.82853-0.304509j -6.13929-0.54446j -5.32355-0.171669j -11.5678-0.48687j -8.3608+0.225016j -4.83283+0.142046j 4.87523+0.0760941j -2.28377+0.761183j 5.56054+0.183802j -6.72071-0.4636j -3.48659-0.0959643j 10.2034-0.341224j 0.302473-0.199439j -7.27105+0.0325334j -2.17389+0.218352j 6.52767+0.186986j -2.24416+0.0329718j -0.00838817+0.0587259j -4.03314+0.0231104j 1.34147+0.144223j -1.7454-0.177117j -0.199595-0.0212548j -0.443482+0.227997j -0.2196-0.0340833j 
-0.457677+0.862028j 1.03687+1.78731j -1.10011-0.498445j -0.838589+0.539587j -1.88143+0.142806j 1.24917+0.583264j -0.721724+1.20358j -1.35094-0.668857j -0.302486-0.480029j 1.0227-0.380324j -1.063+1.10085j 0.135483-0.687456j -0.131418+0.680904j 0.586488-0.856197j -0.093186+0.296154j -0.2402-0.00289245j 0.101423-0.624615j -0.91592-0.0586767j 0.387853+0.32789j -0.170619+0.299667j 0.194097+0.214276j 0.51126-0.36567j 0.254406-0.137302j -0.0571816-0.038174j 0.287352+0.283361j 0.379374+0.137428j -0.344515-0.136181j 0.234253+0.131791j 1.31625-0.165033j -0.0258189-0.0483735j -1.14069+0.211108j -0.389807+0.0180514j 5.26009+0.433534j 1.76859+0.286514j 8.91695+0.652371j -0.674214+0.476563j -3.24139-0.0915287j -11.7197+0.300994j -6.63218-0.0831277j -15.8492+0.0122139j -1.11489+0.305819j 18.1133+0.466253j 9.83043+0.0979038j 14.3094-0.499283j 11.1349+0.378464j -0.715334-0.234526j -12.0792-0.604508j -9.77292-0.0827177j -23.0947-0.360592j -14.8279+0.352385j -9.66251+0.513684j 9.33831+0.0506091j -4.06768+0.81659j 10.232+0.0707627j -12.7264-0.353792j -6.49648-0.382862j 19.4747+0.0581473j 0.0343361-0.326895j -13.9207+0.174134j -4.06412-0.377734j 11.8071+0.140899j -4.25859+0.0587591j 0.183925+0.202082j -7.36836+0.162241j 2.25056+0.360787j -4.21208+0.0259077j -0.376647+0.126119j -1.15653-0.0871985j -0.208803+0.0452368j 
-0.134777-1.23835j 0.316866+1.25384j 0.0425571-0.671532j -0.138306+0.0194675j -1.49779+0.202128j 0.506569+0.280582j -0.513783+0.396498j 0.537603-0.76295j -0.196195+0.16869j 0.0383544-0.238548j 0.426795-0.00152822j 0.624464+0.203301j 0.36406+0.649553j -0.00434622+0.179162j -0.0763557+0.0164865j -0.762519+0.145801j 0.257157-0.468584j 0.817657-0.23914j 0.0240244-0.471323j 0.381743-0.336822j -0.00687457+0.180346j 0.0241064-0.223311j -0.56917+0.463001j 0.351251-0.348533j 0.397622-0.0167145j -0.246188+0.150539j -0.219288+0.350122j -0.0564815-0.147444j -0.739424-0.797638j 0.185428+0.0945127j 0.187127+0.557124j 0.00351195+1.1172j -4.74321-0.713409j -1.27592+0.232246j -8.09017+0.0217237j 1.35687-1.29797j 3.80568-0.576964j 11.9562+0.449605j 6.50927-0.00820911j 14.8697+0.526951j 1.35871-0.408521j -17.7363-0.441901j -9.25606-0.749476j -14.1534-0.621384j -10.6011-0.288946j -0.282329+0.831722j 11.2288+0.225099j 9.28951+0.471375j 22.6981-0.217768j 14.7522-0.29358j 10.2782-0.189944j -9.12143+0.0948074j 4.62919-0.140438j -10.0456+0.171723j 12.1525-0.0234435j 5.62743+0.295942j -19.0492-0.506343j 0.2549-0.536784j 13.937+0.103804j 3.33051+0.495294j -11.4487+0.272681j 4.31466+0.0441043j -0.139474-0.225814j 7.36797-0.306208j -1.63759-0.260952j 4.60744-0.102626j 0.639474-0.291603j 0.953037+0.322833j 0.249022-0.16652j 
0.807741+1.08143j 1.74429-1.28338j -0.607422+1.37769j 0.060402+1.01168j 0.879897+1.44478j 0.618118-1.2486j 0.764056+0.639234j -0.511284+0.898766j -0.56603+0.132176j -0.329023-0.797889j 0.536486+0.763515j -0.70652-0.152655j 0.849449-0.262073j -0.131899-1.09022j 0.163693+0.18031j 0.0376183+0.382151j -0.39365-0.184607j -0.604992+0.689169j 0.351047-0.0347812j 0.0258526+0.348973j 0.119028-0.152575j -0.193589-0.554909j 0.162634-0.314071j -0.147792+0.0432862j 0.136236-0.0701203j 0.101152-0.266614j 0.0476163+0.0779528j 0.274634-0.13331j 0.811681-0.469435j -0.0669889+0.0197988j 0.0889163+1.14076j 0.978968+0.800552j -0.612+0.394538j -0.0394884-0.194787j -1.62585-0.363144j -0.744625+0.401509j 0.361984-0.632261j 3.21716-0.728186j 0.949886+0.368345j 4.00606+1.61872j -0.45589-0.650006j -4.63996-0.203749j -2.28635-0.320713j -4.03175-0.064337j -3.63767+0.7756j -0.198115+0.604089j 2.46066-0.350842j 2.02044+0.222775j 4.93357-0.607015j 3.84873+0.448023j 2.61874+0.324808j -2.17633+0.0861874j 1.32765+0.539771j -2.45152-0.471227j 2.92231+0.152409j 1.45006+0.110233j -5.21529-0.453463j 0.318367-0.295454j 3.77928+0.211781j 0.974361-0.0816815j -2.92247+0.321675j 1.17569+0.0219224j -0.133701-0.131964j 1.7979-0.183405j -0.384629+0.00555501j 1.20946-0.0757916j 0.183162-0.196411j 0.202072+0.0221207j 0.0529026+0.0458139j 
