-0.0158516+0.00478458j 0.00316002-0.0158569j -0.0179646-0.00877712j -0.0239528-0.00208923j 0.00784712-0.00993221j -0.00251148-0.0011959j -0.00369479-0.00351151j -0.000131149+0.00231713j -0.000537655-0.00401103j 0.000153848-0.000787066j -0.000489406-0.000948229j -0.000154003+0.000502075j 0.000314471+0.000358937j -0.000648561+0.000342251j 0.000811045-0.00486228j -0.000869429-0.00319206j -0.000312419-0.00106333j 0.00241222+0.000355882j 0.00379735+0.0044878j -4.80907e-05+0.00404718j 0.00479558+0.00203957j 0.000702053+0.00136949j -0.000422687+0.0018419j -0.00060397-0.000263629j 0.000660329-0.000738807j -0.00101016+0.000233535j -0.000322958+5.05018e-05j -0.000297899+0.00220196j 0.000439939-0.000384105j 0.000207124-0.00126917j 0.000517383-0.00105872j -2.66349e-06-0.000297556j 0.000261707-9.16995e-05j -1.42087e-05-0.000117919j 5.89448e-05+0.000931395j 0.000695592+0.000359614j 0.00028075+0.000191489j -0.000300017-0.0002226j -0.000115043+0.000366635j 0.000616396+4.37018e-05j 0.000208693+0.000191234j 0.000274383-0.000183487j 0.000148505+0.000991668j 0.000176286+0.000152981j 0.000920826+0.000620519j -0.000547535-0.000232786j -0.000804901-0.000548442j -0.000180841+0.000450162j -0.000848263+0.00109926j -0.00101962+3.4656e-05j 0.00068456-6.41491e-05j -9.3204e-06+0.000794021j 0.00161457+0.000702724j 0.000583603+0.000221184j -0.000133207-0.000998211j -0.000233886+0.00158297j 0.00080859-0.000829333j -0.00108949+0.000722781j 0.00100082+0.00212877j -1.75618e-05-3.01999e-05j -0.000571466-0.000208972j 0.000239046-0.000121455j 0.000171972-0.000293012j -2.69555e-05-0.000299353j 0.000853612-0.000128334j 0.000172831+0.000443081j -0.000149086+9.13998e-05j -9.38024e-05+0.000233211j -0.000223602+8.98125e-06j -1.64317e-06+4.63575e-05j -0.000273637+2.18649e-05j 0.000100446+0.000247139j -0.000208664-0.000157273j -0.000284615+0.000195128j 0.00010005+0.000452099j -2.01468e-05+0.000388397j -8.93853e-05+0.00056717j -0.000623684-0.000330079j -0.000908193-0.000761648j 0.000384299+0.000866617j -0.000237549+0.00063663j 0.000105422-0.00129929j 0.000484175+0.000283248j -0.000445591+1.67164e-05j 0.000108396+5.43689e-05j 9.59246e-05+0.000502638j -3.20604e-05-0.000174478j -0.000685015-0.000148591j -0.000221935-0.000301361j -0.000299552-0.001034j -0.000392457-0.000217612j 1.93735e-05-0.000293969j 
0.000331946+0.00155358j -0.000512723-0.000598733j 2.78147e-05-0.000713137j 0.000649875-0.00079592j 0.000696489+0.000730351j -0.00160695+0.00248121j 0.00071181+0.00343517j -0.00148732+0.000710173j -0.00019511+0.00130614j 0.00112285+0.00199178j 0.000342877+0.000441859j 0.00101991-0.00491847j 0.00169697+0.00249135j 0.00147573-0.00367006j -0.000775335-0.00132367j -0.00331922-0.000705797j -0.00253029-0.00282077j -0.000518394-0.000683653j 0.00110542+0.00418998j -0.00142061+0.00294952j -0.00325941+0.000957708j 0.00681723+0.00875262j 0.00266778+0.00344679j 0.00148768+0.00482541j 0.000677313-0.000541811j 2.2419e-06-0.00116644j -0.00317665-0.00585141j 0.000954225+0.0010411j -0.00138699-9.15083e-06j -0.00159484-0.0079604j 0.00283115+0.0118037j 0.000232188+0.0028002j 0.00101889+0.00295201j -3.55432e-05-0.00500161j 0.000675593-0.000511803j 2.55726e-05-0.00642555j 0.00134842+0.00296079j 0.00116191+0.00416717j 0.00241988+0.000638407j 0.00153369+0.00187135j -0.000725912-0.00231342j -0.00240108-0.000605685j 0.000384917+0.0059976j 0.00192277+0.000742195j 0.00259-0.000499983j 0.000461325-0.00209248j 0.000374475-0.000128674j 0.00326391-0.00200516j -0.0018247-0.00540561j -0.00119162+0.00211048j -0.0013179+0.00403501j -0.000647632+0.00101008j 0.00222223-0.00216098j 0.000698782+0.00953367j -0.00292848+0.0100069j 0.0056155-0.0025276j 0.00412335+0.00096253j 0.00442113-0.000957257j -0.00375501+0.00014158j 0.00210265-0.00112578j -0.0012649-0.00315387j -0.000364747-0.000886734j 0.000790724-0.000563246j 6.02019e-05+0.00128002j -0.000531289-0.000166255j 0.000122116-0.0023999j -0.00053174+0.000349453j -0.00164182+0.000951019j 0.00360857-0.00272147j -0.000295143-3.23601e-06j 0.00648286-0.00253961j -0.00177572+0.000136758j 0.00604753-0.00150144j 0.00151066+0.000218483j 0.00267579-0.00198484j 0.000631351-0.00133491j -1.20653e-05-0.000284915j -0.0049962+0.000674953j 0.000500795-0.000965632j -0.00420753-0.00451232j 0.00581473-0.00391647j 0.00218538-0.00149461j -0.000966458-0.00136655j 0.00158375-0.0023993j -0.00138705+0.00247519j -0.00187331+0.00155526j -8.26588e-05+1.61693e-05j 0.00218704+0.000114812j -0.00266477+0.00236854j 0.00314318+0.000243378j 0.00193207-0.00424553j 0.00249156+0.000850372j 
-0.00121122-0.00116234j -0.00025537+0.000679193j 0.000763206+0.000891506j 0.00100908+0.000666201j -0.00118905-0.0029931j -0.00181387+0.00036331j 0.00234638+0.00161188j -2.18363e-05+0.00527146j -0.00284511-0.000740275j -0.00240217-0.00209064j 0.000795493+0.001296j 0.0065823-0.0150092j 0.00416962+0.00386585j 0.004219-0.00666853j 0.0027198-0.000675561j -0.00315422+0.00187456j -0.00106102-0.00680057j 0.00457949-0.0114172j -0.000341635+0.00878065j -0.00735309+0.00220921j -0.000662188+0.00109518j -0.00106376-0.00178858j -0.000101423-0.00169753j 0.000870285-0.00169727j -6.58585e-05-0.00409474j -0.000941918-0.00120229j -0.000110174-0.000502059j -0.00252052-0.00511616j 0.000817342+0.00187314j 0.0032359+0.00848234j -0.00142238-0.00101149j 0.00202611+0.00329539j 9.15419e-05-0.00444954j 0.00207473+0.00291668j 0.000803979-0.000626206j 0.000713482-0.00137669j -0.000370008+0.00175575j 4.64838e-05-0.00365901j -0.000761498+0.00313523j 0.00467932-0.00353947j 0.00190117+0.000288437j -0.00124542+0.00174994j -0.00258256+0.000476776j -0.00187737+0.00271614j -0.000274782+0.00506411j 0.000200745-0.00143577j -0.000473547-0.00105931j -4.56889e-05+0.00256425j 0.00172344+0.000282395j 0.00259782-0.000921674j -0.000693252+0.00435613j 7.32007e-05+0.00387444j 0.00171616+0.00282216j -0.000708989+0.00257952j 0.0011667-0.000247608j -0.0048936+0.00457176j 0.00159788-0.00663645j -0.0010148-0.00455062j -0.0001489+0.00143548j -0.000338548-0.00168019j -0.000220357+0.00292882j -8.23194e-05+0.000184873j -0.000642589+0.000723373j 0.000513616-0.00136323j 0.000693307-0.000619063j 7.96649e-05+0.000251955j -7.67687e-05-5.558e-05j -0.000204596+0.000217011j -0.00207804+0.00094036j 0.000577205-0.000245825j -0.00305937+0.00100586j -2.86843e-05+5.24023e-05j -0.00198518-2.1046e-06j -0.000929087-0.000168386j -0.00207413-5.55874e-06j -0.00104529-0.000210439j 0.0011889+0.00147018j 0.000980668+0.00114534j 0.00106284-0.00128986j 0.00210845+0.00249499j -0.00277662+0.000447781j -0.00198221+0.00145336j -1.24817e-05-0.000580007j 0.000346513+0.000816289j 0.00072142-0.000687189j 9.15443e-05-0.00111875j 0.000245728-0.000113985j 0.000101233-0.000791656j 0.00103579+3.34277e-05j -0.00180596+0.0019429j 0.000345226+0.00188129j -0.00155673+0.000245867j 
0.00207537-0.00125205j -0.000699488-0.00104666j -0.000312971+0.000360462j 0.000176946-0.000167163j 0.00138346+0.0025942j 0.00490898-0.00353169j 0.00585371+0.000985021j 0.00663584+0.00135166j -0.00263027-0.00134617j 0.0016799-0.00277854j -0.00508249-0.005947j 0.0115134+5.87425e-05j 0.00126199-0.0114597j 0.0074834-0.00563461j 0.00823722-0.0030187j -0.00193441+0.00206339j -0.00427442+0.00111718j 0.0112484+0.00347583j 0.00541584-4.78412e-05j 0.0115279-0.00106167j -0.00199433-0.00261937j -0.00338921-0.000404095j 0.00118103+0.00162879j -0.00195719+0.00258962j 0.00136826+0.00334712j -0.000388806-0.00413122j 0.00313277+0.0014179j 0.00132569+0.00488994j 0.00203913-0.00159644j -0.0024443-9.91845e-05j 0.000679641-0.0079153j 0.000844985+0.00319462j -0.000810145-0.00180726j -0.000536073-0.0012608j -0.000432451+0.00306371j -0.00166531-0.000176007j 0.000172194-0.00092503j -0.000712148-0.00309951j -0.000298169-0.00802612j 0.000738319+0.00133421j -0.000151719-0.00424698j 0.000270059+0.00253864j 0.00259452+0.00787427j -0.000569239-0.00181886j 0.000255885-4.51296e-05j 0.000493946-0.00196119j -0.000578791-0.00259478j -2.55218e-05+0.00142098j 0.00225779-0.00158801j -0.000136093+0.00775056j 0.000943075+0.000113592j -0.00146378+0.00389869j -7.91953e-05-0.00375941j -0.00168965-0.00112835j -0.0011822-0.00528957j -0.00242161+0.000694436j 0.000942609-0.00232885j 0.000731599+0.005684j -0.00328994+0.00106566j -0.000611219+0.000919895j 0.000829789-0.00293616j -0.00157548+0.00148992j -0.00106543-2.12959e-05j 0.000625098+0.000395869j -0.000163625-0.000190132j -0.0013598+0.00217535j -0.00034616+0.000647164j -0.00047859-0.000343783j 0.000637668-0.000837763j -0.000977317+0.000346733j 0.00144183+0.00113768j -0.000420035-0.000252003j -0.000223584+0.00202214j -0.000259325+0.000880578j -0.0011467+0.000756695j 5.96089e-05+0.00110542j -0.00248165+0.0014919j -0.00266323-0.000436026j -0.000191033+0.00129589j 0.00111604-0.000438637j 0.00107535+0.00195477j 0.00178105-0.00293357j 0.000848573+0.000341391j -0.000272774+0.000812936j -0.000454544-0.000731937j -0.000588623+0.000982566j -5.20019e-05-0.000290794j -0.000904286+0.00173859j -0.000808155-0.000933303j 0.000590678-0.00215768j -0.00011462+5.22708e-05j 0.00059787-0.000525658j 
0.000880312+0.000250409j -0.00192866+0.000545542j 0.00056532-0.000373024j 0.00164495-0.00100501j 0.000724581+0.000750037j -6.04513e-05+0.000399872j -0.00159155-0.00667552j 0.00587636-0.000401286j -0.000838659+0.00238764j 0.00175221+0.00568496j 0.0025513+0.00446906j -0.00407878-0.00177829j 0.00746097+0.00272017j 0.000481458-0.00136044j 0.00202122-0.00165363j -0.00499007-0.00458011j -0.0074712+0.00156934j -0.0104594-0.00982498j 0.00860023-0.00121531j 0.00602479+0.00614766j 0.00267996+0.00530628j 0.0011607-0.000516658j 0.000978784+0.0042728j -0.0014014+0.00128002j -0.00110929-0.00250402j -0.00126743-0.000730386j 0.00248252+0.0116869j -0.00108484+0.00815434j 0.000550047+0.00214481j -0.00109843-0.00390899j 0.00145355+0.00532566j -0.00126479-0.00911722j 0.000291359-0.00429537j -0.00135526-0.00488086j 0.000400412-0.00527319j -0.000367212+0.00324137j -0.00106178-0.00565244j 0.000418268+0.00497589j -0.00192976-0.00535088j -0.00113696-0.00223899j 0.0010866+0.00348407j 0.00151009-0.000445282j -0.00305871-0.00913555j 0.000224393-0.00821989j -0.00141164-0.00349661j -0.00364876+0.00178003j -0.000113563-0.0077021j -0.000486738-0.00118335j -0.00241805+0.00698015j -0.00328395+0.00217973j 0.000384672-0.00494719j 0.00227839+0.00246286j -0.000971925-0.00348814j 0.00113539-0.00251872j -0.00330253-0.00448111j -0.000974469+0.010079j 0.000527958+0.00598768j -0.000875058+0.000446692j -0.000611355+0.00769432j -0.000355792+0.000890466j -0.000378253-0.00205057j 0.00122178-0.00121671j -0.0010962+0.00101232j -0.000339575-0.000625136j 0.000757983+0.00141601j 0.000360415-0.000246959j 0.000225409-0.000778496j 0.000161633+0.00116254j -0.000212858-0.000527374j -0.000501777+0.000233811j 0.000660074-0.000592936j 0.000696393-0.000125036j -0.000637982+0.00122541j -0.00144526+0.00135413j -0.00160146+0.00226655j 0.00133012-0.000542266j 3.95718e-05+0.000518592j -0.00101452+9.89647e-05j 0.000346594-0.000666597j 0.000177514+0.000991795j -0.000746538+0.00248013j 0.000893147-0.00140667j 0.000171668+0.00164596j -0.000512023-0.00130634j -0.000212633+0.000559602j -5.26955e-05+0.000467521j 0.000125391-0.000332703j -0.000395263-0.000418328j -5.98498e-05-0.00104749j 0.000442893-0.00148206j -0.000250236-0.000798494j 0.000298925-2.61838e-05j 
0.000503487+0.00104653j 0.00223934+0.00159637j -0.000387514-0.000567167j 0.00130906-0.00137071j -0.00203654-0.00222528j -0.000586364+0.000179411j 0.00167835-0.00130694j 0.00099727+0.00298545j -0.00650214+0.000422806j 0.00338712+0.000561177j -0.00130983+0.00112419j 0.000684792-0.000820972j -0.012886+0.00212566j -0.00786502-0.00119945j -0.00298094+0.00126581j -0.01254-0.00492731j -0.00318338-0.00248056j 0.00208091+0.00242646j 0.000201092-0.000416425j -0.00552021-0.000782628j -0.00285713+0.000810407j 0.000735219+0.000170573j 0.00139004+0.00282895j -0.000481397+0.00255257j -0.0010493-0.00318845j -0.00484223-0.0112377j -0.0013377+0.00015093j -0.0020033+0.00384681j 2.39531e-05-0.00599896j 0.00073951+0.00368678j -0.00204148+0.00483834j 0.00235692-0.000460162j -0.0015494-0.00537025j -0.000794412-0.00368941j 0.000650311+0.00391212j -0.00200488-0.00115643j 0.000777738+0.00456226j -0.00155928-0.00554448j 0.000868792-0.00339039j 0.00490371+0.0110745j 0.00326562-0.00611461j -0.000915351-7.53799e-05j -0.00284715+0.00593199j -0.000453977+0.000333246j -0.00335036+0.011954j -0.00322183+0.00255085j 0.000537609-0.00373119j -0.000157722+0.00517082j 0.00202271-0.00680285j -0.00163392+0.000306274j 0.00207399-0.00702456j -0.00055561-0.00727695j 0.001016-0.0129889j 0.00170394-0.0076999j -0.00140275-0.00307828j 0.00210801+0.000703703j 0.00134123-0.00240922j -0.0004016-0.00101291j -0.0037675+0.00261171j 0.000610662-0.00224085j -0.001517+0.00076242j -0.000428317-0.000528263j 0.000519156-0.0014785j 0.000895072+0.00110095j 0.00022869-0.00155068j 0.00121406-0.00158896j -0.00170299+0.00146143j 0.00136755-0.000377921j -0.000328557-0.00139305j -0.00321048+0.00128076j 0.00121084+0.000544584j -0.00140003+0.00035695j -0.00286071+0.00100844j 0.00224419+0.000108026j -0.00158832+0.00165223j -0.00365175+0.000599475j 0.00035275-0.00127696j -0.00119462+0.00229897j -0.00246202+0.00234876j 0.00147204-0.000731428j 0.00213659+0.00201516j -0.00202787+0.00223698j -0.000798613+0.000844989j 0.00207025-0.00204604j -0.00142415-0.000243458j -0.000874731+6.62663e-05j -0.00069906-0.000274616j 0.000985555+0.00158482j -0.000438151+0.000539107j -0.000442021+0.00260355j 0.00186036-0.000427177j -0.000539063+0.00145074j 
-0.00180712-0.00148909j -0.000359713+0.000108905j 0.000186064+0.00132187j -0.000381805+0.000872107j -0.00136367-0.00195871j 0.00201515+0.00101922j 0.00526125+0.000916361j 0.000892546-0.00120029j 0.00523628+0.00105448j -0.0050172+0.00026386j 0.00981621+0.00168144j -0.00204555-0.000348804j 0.00173862+0.000273381j -0.00513635-0.000670116j 0.00571168+0.00176643j 0.000453367-0.00171943j 0.00586128+0.00270822j -0.000259051+0.00165579j 0.00160182+0.00121851j 0.0061362+0.00148903j -9.49255e-05+0.000132817j 0.00118054+0.00168914j -5.18903e-05+0.000353026j 0.00169754+0.00542502j -0.00231082-0.00122376j 0.000151763+0.00803704j 0.00319779+0.0161434j -0.00389248-0.00487227j 0.000491502+0.000363063j 0.00156543-0.000935544j -0.00263707+0.000646932j 0.0030162+0.00825008j 0.000517342+0.00228719j 0.00243192+0.00500262j 0.00662892+0.00564628j 0.00137511-0.00435254j 0.00163455-0.00281697j 0.00393253-0.00169441j -0.00242828-0.00505802j 0.0136251+0.00665506j 0.0073253+0.000425882j -0.00273028+0.00011438j -0.00766157+0.00523545j -0.00313761+0.00766341j -0.00219517+0.00338985j -0.00236365+0.00644889j -0.000129974-0.00085172j 0.00208061-0.00478453j -0.00191074+0.00190974j 0.00405355-0.00325832j 0.00826643-0.00868379j 0.00347544-0.0121598j -0.000308601+0.00635238j -0.00313176+0.0070713j 0.00337489-0.00614264j 0.00171355+0.00296977j 0.00070005-0.00016754j 0.000488395+0.00259848j -0.000321774-0.000217552j 0.000678869-0.000464232j -0.00147676-0.000740638j 0.00112672+0.00116672j -0.00265851+0.00299976j 0.00030292-0.00110572j -0.000266206+0.00192562j -0.000728284-0.00186588j 0.00117861-0.00125284j 0.000284674-0.00056568j 0.00153418-0.000522814j -0.00128133+0.000423543j 0.0016374+0.00032453j 0.00096068-0.000565344j 0.000774185+0.000761847j 0.00323509-0.00161271j 0.00120042+0.00075047j 0.000335582-0.00130101j 0.000727172+0.000240073j -0.000167233-0.000789425j 0.00371018-0.00206727j -4.07418e-05-0.000355112j -0.00204951-0.000529927j 8.51089e-05+0.000672593j -0.000317062-0.000577861j 0.00162-6.98951e-05j 0.000305744+0.000773525j -0.00091574-0.00129418j 0.000154997-0.000395151j 0.00139744-0.00239571j 0.000394842-0.000404249j 0.00119333+0.00110547j 0.0017605-0.00107912j 9.19743e-05+0.00104467j 
-0.000682677-8.39164e-05j 4.47476e-05-0.000377361j -8.71724e-05+0.000282402j 0.000876009-0.00150974j -0.000204406+0.000608158j 0.000769132+7.64493e-05j -0.000627929+0.000290494j -0.00293277+0.000351381j -0.00531467+0.00135168j 0.00210184-0.0025909j 0.00634383-0.002117j 0.00926413+0.0032377j -0.00586717-0.00316864j -0.00236387-0.000501253j 0.00309844+0.00172236j -0.0153383-0.000316497j -0.00174355+0.00142344j 0.000383439+0.00284509j 0.00271928-0.000505042j -0.00209686-0.0017942j -0.0015532-0.000929721j -0.000140551+0.000270041j -9.99152e-05-0.000319178j 7.49526e-05-0.0024447j -0.00157192+0.000559253j 0.00197636+0.00451495j -0.000359823-0.00583687j 0.00086293-0.000223757j 0.000351315+0.00307861j -0.00100949-0.0029627j -0.000745393+0.000750956j 0.00200394-0.00160367j -0.000665807+0.00155557j 0.00149885+0.00151037j 0.00658555-0.0043317j 0.00138355+0.00017718j 0.00204704-0.00498002j 0.00717062+0.00545989j -0.00235109+0.00665324j 0.0155034-0.00954986j 0.0091836+0.00264489j -0.00292786-0.00264369j -0.0104031-0.00502998j -0.00433106-0.00639104j -0.00150083-0.00448797j -0.00251156-0.0066816j 0.000200399+0.00556911j 0.0010784+0.000824225j -0.000143277+0.00469146j 0.00152391+0.00106164j 0.00252862+0.00946836j 0.000436269+0.00553502j 3.80295e-05+0.00261108j 0.000237563+0.00212412j 0.00043409+0.00142198j 0.00107895+0.00182029j -0.000513748+0.00303427j -1.08042e-05-0.00261548j 0.000762359-0.00292879j -7.54815e-05-0.000443999j 0.000113977+0.000638446j 5.87167e-05-0.000238672j 0.000202839+0.000779591j -0.000207186+0.000398022j -0.000218591+0.000129034j -0.000244373+0.000247776j 0.000666846-0.000473418j -0.0013692+0.000432543j -0.000491149+0.000995075j 0.00232001-0.00138258j -0.000704745+1.09792e-05j 0.00025474-0.000197306j 0.00152235-0.000851269j -0.00235348+0.00122291j 0.000479598-0.00114443j 0.00178811-0.00145177j 5.26868e-05-0.000420463j -1.50343e-05-0.000965362j 0.00057371-0.000623153j -0.000288184+0.000129398j -0.000364282-0.000411893j -0.000148993+0.000722395j -2.66975e-05-0.000185018j 4.00354e-05+0.000342174j 0.000167368-0.000103894j 0.000181321-0.000480732j 0.000205454+0.000118389j 9.45612e-06-0.000504058j 7.96371e-05-0.000110791j -7.86641e-05+0.000106279j -0.000117066+0.000152175j -2.72376e-05-3.99984e-05j 
-0.000719283-0.000389628j -0.000897596-0.00188713j 0.00146722-0.000323379j 0.00125603-0.00018286j 0.000406358+0.00132497j 0.0017872-0.000285133j -0.0019672-0.00255795j 0.00253582+0.00471547j -0.00261766+0.00415988j 0.00343963-0.000457038j -0.00771449-0.000364171j 0.00447857-0.00420471j -0.00547235-0.0032184j -0.00178507-0.00529591j -0.00381044-0.000891133j -0.00328742+0.00171679j -0.0052723-0.00146761j 0.00607616-0.00611631j 0.0013723+0.00308215j -0.00563611+0.00180383j -0.00356327+0.00108944j -0.000686529-0.000274348j 0.00088038+0.00163835j 1.4486e-05+0.000253697j -0.000993078+0.000320007j 0.00449987+0.012896j -0.000741201+0.00291289j -0.000232183-0.00210567j -0.00225563+0.000126456j 0.00110601-0.00208135j 0.00116436-0.00242048j -0.00147321+0.00393952j 0.00108169+0.00478242j 0.000853264+0.00111799j -0.00212329+0.00493195j 0.00213006+0.000447372j -0.00164078-0.000583447j -0.00198424+0.00227467j 0.000865217+0.00334489j -0.0080389+0.00251768j -0.00612508+0.00132203j 0.00037795-0.00422111j 0.00592489+0.00129938j 0.00185182+0.00381024j 0.00150111-0.00500851j 0.00215412-0.000682205j -0.000901194+0.00589234j -0.00018752-0.00444678j -0.000170782+0.00486246j 0.000467737-0.00697196j -0.00097284-0.00332072j 0.00147076-0.00773986j 0.000536071+0.00313685j -0.0016217+0.00795925j 0.00233795-0.00736533j 0.00137998-0.00372852j -0.000342842+0.000518359j -0.000352219+0.00409273j 0.00107087-0.00316552j -0.000332652+0.000731958j 0.000622895-0.000652919j 0.000850855+0.0003861j -0.00164337+0.00255757j -0.000443074-0.000366538j -5.69449e-05+0.00132334j -0.000661487-0.000230494j 0.00044012-0.000603798j -0.000366324-0.000613241j 0.000982958+0.000391281j 0.000501349-0.000239584j -6.81547e-05+0.00064323j 0.000665224-0.000159171j 0.000632873-0.000206209j 0.000484606-0.000599243j 0.00134112-0.00087064j 0.00119537-0.000483876j 0.00102673-0.000338499j -0.00050764-0.0013536j 0.00126548-0.00193383j 0.000238788-0.000558766j -0.00155138+0.000459435j 0.000531226-0.000937834j 0.000130638-0.000784307j -0.000146567+0.00120573j 0.000522203+1.06109e-05j 4.85517e-05-0.000623797j 0.000214843-0.00036991j -0.000124945-0.000912931j 0.000110652-0.000495979j 0.000259656-0.000413682j 2.23106e-05+2.87418e-05j 0.000101566-4.80354e-05j 
0.00104535+0.00168942j 5.55415e-05-0.000687035j -0.000786763+0.00134218j -0.000580699+0.00183224j 0.000939453+0.000965083j -0.00163507-0.00108728j 0.00467397-0.00172613j 0.00456035+0.00184246j 0.00760112-0.000710318j -0.00761+0.00145076j 0.00235669-0.000659002j 0.00341446-0.00338861j -0.00326487-0.00261508j -0.00553608-0.00230025j 0.00613631-0.00154263j 0.00837386-0.00136771j 0.0112671-0.00120372j 0.00367589-0.00689282j -0.00408651+0.00372186j 0.000757493+0.00407918j 0.000807244+0.00206876j -0.00212075-0.00203777j 0.000849301+0.001796j -0.00229896-0.00125961j 0.00508573+0.00486722j -0.00233532-0.00673555j -0.000368452-0.00861838j 0.000161457+0.00493782j -0.00171548-0.00520472j -0.00107702-0.00190858j 0.000812956-9.16531e-05j 0.000162139-0.00505792j 7.00081e-06-0.00105276j 0.0009506-0.000149808j 0.00348561+0.00039751j -0.0015273+1.44256e-06j 0.00199907+0.00162935j 0.0022434+0.00192626j -0.000836762+0.00557944j 0.0079338+0.000301317j 0.00464197-0.000654813j -0.000708109-0.00387259j -0.00444804-0.00170166j -0.00163334-0.00271877j -0.000475749-0.00347165j -0.00070167-0.00398846j 0.000619144-0.00313369j 0.000678392-0.00320776j 0.00166293-0.00755784j 0.00102534+0.00160894j -0.000173969+0.000785944j 0.00142394+0.00489859j 0.00258729-0.001455j -0.000148093-0.00825515j 0.000855447+3.65301e-05j 0.000794413-0.00392528j 0.0013725+0.000813774j -0.000950251+0.00141841j 0.000452574-0.000457065j -0.000363621-0.000118794j 0.000935643-0.000978836j -0.00141313+4.74748e-05j 0.00167772-0.00300443j -0.000977343+0.000904299j -0.000695503-0.000842074j 0.000289595+0.000600588j -0.000329849+0.000515013j -1.65986e-05+0.000288963j 7.27672e-05-7.3945e-05j -1.85049e-05+0.000142576j 0.000319048+0.000254716j -0.000630072+7.40918e-05j -0.000490536+0.000478229j -0.000870825+0.001228j -0.00149989+0.000909537j -0.000818005+0.000716852j -0.000326485+0.000756332j 0.000468136+0.00029037j -0.00140032+0.00179632j -0.000201087-6.38824e-05j 0.0012381-0.000492306j 0.000294683-0.000604005j -9.24368e-05+0.000304327j -0.000521804-0.000135268j -0.000202501-4.7006e-05j 0.000184938+0.000782147j 7.42867e-05+0.000383605j -0.000399061+0.00155894j -0.000316202+0.000368281j -0.000161678-0.000354922j -0.000393+0.000231928j 0.000124882-0.000269467j 
0.000174896+5.86409e-06j 1.98305e-06+0.00122476j -0.000830961+0.000729133j -1.8125e-05-0.000889925j 9.42499e-05-0.00117907j -1.31465e-05+0.000614798j 0.00158757-0.000100394j 0.00102755-0.00459946j 0.0013108-0.0014353j -0.00211707+0.00183924j 0.00977694+0.00040501j 0.00874291-0.00186509j -0.0088683+0.00688116j -0.00682897+0.0032971j 0.00746968-0.000576479j -0.0101573-0.000481685j 0.00628633+0.000472925j -0.00245023+0.0011866j 0.0013014-0.00277486j 0.00319625+0.00123573j 0.00188522+0.000585299j -0.000655366-0.000901755j 0.00105675+0.00304657j -0.00115573+0.0011072j 0.00093218-0.00148304j -0.000454349-0.00344164j -0.00128566+0.000743879j -0.000190626-0.00143142j -0.00125986+0.00441952j -0.00049357-0.00516079j 6.75387e-05-0.00768004j -0.00161971+0.00604484j -0.000290504-0.0028487j 0.00019249+0.00561456j -0.00613017+0.00939239j -0.000999818+0.00139716j -0.00316637-0.000477685j -0.00690406+0.00518306j 0.00310458+0.00604466j -0.0170035-0.00697116j -0.00964556+0.000870193j 0.00287024-0.0011734j 0.0122586+0.00357201j 0.003179-0.00179674j 0.00166653+0.0032801j 0.00263794-0.00247935j -0.000214263+0.000570266j -0.0022691-0.00118514j 0.00048246-0.00219179j -0.00219593+0.00291359j -0.0020197-0.00213619j -0.00142133+0.00336835j -0.000631541+0.00262307j 0.000286294+0.00105142j -0.00105544-0.00369115j 0.000756058-0.00211787j 0.000126688-0.00153774j -0.000543024+0.00037608j 0.000266628+0.000539223j -3.70252e-05-0.00024685j -0.000125094-0.000490287j -0.000388117+7.80632e-05j 0.000834829-0.000628039j -0.000377235+0.000167683j -3.93295e-05-0.000277111j 0.000120431+0.000903684j 0.000436164-0.000199385j -0.000961067+0.000630926j -0.000804067+0.000498157j 0.00132555-0.000789286j -0.000133146-3.06682e-05j 6.13917e-05-0.000197801j 0.000355312+0.000337637j -0.0018446+0.00136992j -0.00105893+0.000666783j 0.000787888-0.000612222j -0.000486565+0.00114898j 0.000281919+0.000161877j 0.000285248+6.02775e-05j -0.000213406+0.000485967j 0.000243955-0.000124034j -0.000132606-0.000149055j -0.000117893+0.000162045j 0.000179413-0.000206911j -0.00017843+4.02808e-05j -6.51131e-05+0.000209622j 0.000149909+0.000191589j 0.000152737+5.1568e-05j 6.13784e-05+2.84482e-05j 7.96943e-05-7.8156e-05j 0.000102282-6.61161e-05j -8.89933e-06-2.63733e-05j 
