-0.0158516+0.00478458j 0.00316002-0.0158569j -0.0179646-0.00877712j -0.0239528-0.00208923j 0.00784712-0.00993221j -0.00251148-0.0011959j -0.00369479-0.00351151j -0.000131149+0.00231713j -0.000537655-0.00401103j 0.000153848-0.000787066j -0.000489406-0.000948229j -0.000154003+0.000502075j 0.000314471+0.000358937j -0.000648561+0.000342251j 0.000811045-0.00486228j -0.000869429-0.00319206j -0.000312419-0.00106333j 0.00241222+0.000355882j 0.00379735+0.0044878j -4.80907e-05+0.00404718j 0.00479558+0.00203957j 0.000702053+0.00136949j -0.000422687+0.0018419j -0.00060397-0.000263629j 0.000660329-0.000738807j -0.00101016+0.000233535j -0.000322958+5.05018e-05j -0.000297899+0.00220196j 0.000439939-0.000384105j 0.000207124-0.00126917j 0.000517383-0.00105872j -2.66349e-06-0.000297556j 0.000261707-9.16995e-05j -1.42087e-05-0.000117919j 5.89448e-05+0.000931395j 0.000695592+0.000359614j 0.00028075+0.000191489j -0.000300017-0.0002226j -0.000115043+0.000366635j 0.000616396+4.37018e-05j 0.000208693+0.000191234j 0.000274383-0.000183487j 0.000148505+0.000991668j 0.000176286+0.000152981j 0.000920826+0.000620519j -0.000547535-0.000232786j -0.000804901-0.000548442j -0.000180841+0.000450162j -0.000848263+0.00109926j -0.00101962+3.4656e-05j 0.00068456-6.41491e-05j -9.3204e-06+0.000794021j 0.00161457+0.000702724j 0.000583603+0.000221184j -0.000133207-0.000998211j -0.000233886+0.00158297j 0.00080859-0.000829333j -0.00108949+0.000722781j 0.00100082+0.00212877j -1.75618e-05-3.01999e-05j -0.000571466-0.000208972j 0.000239046-0.000121455j 0.000171972-0.000293012j -2.69555e-05-0.000299353j 0.000853612-0.000128334j 0.000172831+0.000443081j -0.000149086+9.13998e-05j -9.38024e-05+0.000233211j -0.000223602+8.98125e-06j -1.64317e-06+4.63575e-05j -0.000273637+2.18649e-05j 0.000100446+0.000247139j -0.000208664-0.000157273j -0.000284615+0.000195128j 0.00010005+0.000452099j -2.01468e-05+0.000388397j -8.93853e-05+0.00056717j -0.000623684-0.000330079j -0.000908193-0.000761648j 0.000384299+0.000866617j -0.000237549+0.00063663j 0.000105422-0.00129929j 0.000484175+0.000283248j -0.000445591+1.67164e-05j 0.000108396+5.43689e-05j 9.59246e-05+0.000502638j -3.20604e-05-0.000174478j -0.000685015-0.000148591j -0.000221935-0.000301361j -0.000299552-0.001034j -0.000392457-0.000217612j 1.93735e-05-0.000293969j 
-0.00190447-0.000206666j -0.00214025+0.000149495j -0.000328457+0.000854646j 1.22398e-07+0.00023488j 0.00152967+0.000283996j -0.00450088+0.00108932j 0.00121955+0.00346557j -0.00243808+0.00139775j 0.00119442-0.0002906j -0.00599193-0.00350566j 0.00537364-0.0035225j 0.012125+0.00148653j -0.00637066-0.00758701j 0.00863888+0.00153134j 0.00752333+0.0014719j -0.000471715+0.00495631j 0.00545267+0.001261j -0.00155657+0.000583862j 0.00222849+0.00237668j -0.00395203-0.00426746j 0.00162275-0.00151632j 0.00244704+0.00416264j -0.0014506-0.00827675j -0.000395119-0.00706598j -0.00215838-0.00130138j -0.00106604+0.000514913j 0.00131739+0.00306601j 0.00146071-0.000944175j -0.000622454-0.00658957j 0.000383844+0.00787817j 0.00141427+0.00955783j -0.00165479-0.004381j 0.00166467-2.79715e-05j -0.000396591-0.00644592j -0.00481609-0.00677512j -1.96565e-05-0.00280251j -0.00306547-0.00669636j -0.00242642-0.00269374j 0.00300711-0.00819373j -0.0069302+0.00755524j -0.00559707-0.0006806j -0.000603916+0.00144058j 0.00355878-0.00108196j 0.00189426-0.00358951j 0.00244006+0.00250757j 0.00113655+0.00866492j -0.00049572+2.30318e-05j -0.00111577-0.000465753j -0.00198675+0.00384919j -0.000110975-0.0060196j -0.00198908+0.00115462j -0.00179912-0.00860537j 0.0010081-0.00154976j -0.000283508+0.000490994j -0.0027995+0.0080235j -0.00508841+0.00611407j 0.000386079+0.00381795j 0.00198598-0.00230012j -8.85615e-05+0.00205557j 0.00081901+0.00124998j -0.000704636+0.00220508j 0.000534873-0.000550488j -0.00080145-0.000357544j 0.00108495-0.00106238j 0.000429282+0.000172574j -2.65335e-05-0.00117657j -0.000572703-8.30666e-05j 0.00130166+0.000161406j 0.000585513-0.000386587j -0.00118216+0.000377357j -0.000518861-0.000535725j -0.000154977+0.000438253j 0.000188532-0.00136687j 0.00222737-0.00186936j 0.00202895-0.000726273j -0.000885427+0.000517258j -0.000162583-0.00150289j 0.000174767-0.000435692j -9.25434e-05-0.00101758j -0.000179956+0.000666736j -0.00105183-0.000631591j 0.000838851+0.000223417j 0.000799909+9.41438e-05j -0.00121259+0.000210368j 0.000778084+0.000166763j 0.000437437-0.000200109j -0.000205659-0.000244555j -0.000680025-0.000847427j 0.000105174-2.15239e-05j -0.000436503-0.000553818j -0.00106123+0.000330465j -4.06445e-05-0.000520899j 
-0.00127903-0.000883175j 0.000252242+0.00158217j 3.59335e-05-6.99185e-05j -5.54892e-05-4.81695e-05j -0.00178272-0.00312913j -0.00564524+0.000451643j -0.00108051+0.00376337j -0.00487601+0.00236239j -0.00227129+0.000611166j -0.00157777-0.00128226j 0.00165205-0.0066285j 0.000382972+0.002937j 0.0138548-0.00891789j 0.0127507-0.00183029j 0.000569665+0.00191031j 0.000613232+0.00421753j -0.00341171-0.000705566j -0.00648185+0.000785013j -0.000771782+0.00112547j -0.00348999-0.00365102j 0.00465752+0.00123519j 0.00389263-0.00150705j 0.00203145+0.00629063j 0.000731095-0.00276589j 0.000165358-0.00745912j -0.00338047-0.00901263j 0.000251774+0.00231019j -0.00282447-0.00109394j 0.00116099+0.00148562j 0.00108962-0.00873105j -0.00199134+0.00386308j -0.000132088+0.00361789j -0.000282418-0.00316593j 0.000804332+8.69415e-05j -0.00152493+0.013059j 0.000962872+0.00376287j 0.000653056+0.00633644j -0.00194213+0.0105147j -0.00034061+0.0104343j 0.00317188-0.0024939j 0.00213024+0.000143494j -0.000311628-0.00517224j -0.000894895-0.001834j -6.05927e-05-0.000791891j 0.000559233+0.00215052j -0.000284435+0.00234748j -0.000969051-0.00645124j 0.00215862-0.0057115j 0.0014588-0.000803183j 0.002032-0.00209084j 0.00246642-0.0148448j 0.000215053+0.000505126j 0.0010368+0.00100716j 0.00145087+0.000158585j 0.00229597-0.00755919j 0.000383322-0.00236075j 0.00174297+0.00186601j -0.000116446-0.00179426j -0.000715891+0.00295991j 0.000451091-0.00206821j 0.000190443-0.000610991j -0.000349992-0.00173397j 0.00094869-0.00136854j -0.00065448+0.000732322j -8.86936e-05-0.000282555j 0.00114897-0.00157175j 3.44886e-05+1.97571e-05j -0.0010694+0.00072228j -0.000671231-0.000784372j 0.00120044-0.000289938j -0.00032754-0.000656273j -0.000314818-0.000421642j 0.000324851+0.000778732j -0.00315231+0.00157731j -0.00246084+0.000146662j 0.000289585-0.00086843j 0.00123356+0.000341236j -0.000108216+0.000828726j -0.000189383+0.000467463j -0.000891058+0.00102089j 0.000497024-0.00063788j -0.000837033+0.00204809j -0.0010024+0.000968557j 0.000657088-0.00244556j -0.000423767+0.00102865j -0.000267667-0.000213916j 0.000153602+0.000314738j 0.000895657-0.000587861j -0.000129429+0.000586252j -0.000110588+0.00176844j 0.000718515-0.000852477j -0.000144919+0.000944618j 
-0.00113765-0.00170838j -0.00210491+0.00288223j 0.000655154-0.000889605j 0.000338274-0.0012076j 0.00069589-0.00342935j -0.0046569+0.00215015j -0.00645387+0.00271335j 0.00540221-0.00275775j 0.00607654-0.000728947j 0.00144066+0.00416655j -0.00907668+0.00113629j 0.0125122+0.00359155j -0.0126228+0.00070303j 0.00819096+0.00154699j -0.000322806+0.000928517j 0.00319656-0.000904646j 0.00150362+0.00311066j -0.00480089+0.00427664j -0.000519331-0.00368959j 0.000255953+0.000347167j 0.00868346+0.000527435j 0.00143905-0.00514012j 0.0055302+0.00710323j -0.00134681+0.0129575j 0.00110453+0.00234139j 0.00226363+0.0063725j -0.000838455+0.00421064j -0.00207308+0.00111254j -0.00108425-0.00151978j 0.000384943+0.00434118j -0.00272962-0.000113567j -0.00138061-0.00413025j -0.000866018-0.00670708j 0.000379658+0.00320993j 0.00240269-0.00533267j 0.00161413-0.00448921j 0.00133511+0.00471845j 0.00223029-0.00710882j -0.00187378+0.00629975j 0.00284614+0.00173013j 0.0024508+0.000113382j -0.000521002-0.00341489j -0.000879508+0.00264878j -0.000754779+0.00437649j -0.00125448-0.00320926j -0.00065868-0.00418682j -0.00107361-0.000113579j 0.000240959+0.00512508j 0.000170495-0.00631571j -0.00206242+0.00461256j 0.000455313+0.00745258j -0.000384789-0.000996931j -0.00181511+0.00263353j 0.000689648+0.00409145j -0.000560998-0.00574113j 0.000822812-0.00180322j 0.00114575-0.00653446j 0.000357516-0.00143701j 0.000719037+0.0023579j 0.000468911-0.0020977j -0.00063824-0.00117565j 0.00144727-0.000747009j -0.00128124+0.00149511j 0.000291563-0.0022276j 0.000923664+0.00044757j 0.00100052-0.000251996j 8.09249e-05-0.000236457j -0.000136412-0.000319208j -0.000132114-0.00113957j -0.00107801+0.000751658j 0.000448856-0.000700394j 0.00040448-0.000373327j -0.00132369+0.00140638j 0.000971328-0.000373985j -0.000883123+0.000810363j -0.000363263-6.87667e-05j 0.00085397+0.00143618j -0.000620755+0.0014995j 0.00103877-0.00150576j -0.000362992+0.00129589j -0.000632093+0.000254919j -0.000258453+0.000171249j -0.000276305+0.0003463j 0.00040584-0.00125181j 9.41595e-05+0.000951643j -0.000327515-0.000371455j -0.000115174-0.00036191j 0.000807703-0.001736j 0.00018626+0.000253433j 8.75258e-05+0.000925943j 0.0004953-0.000684208j -0.000115065+0.000467876j 
-0.00172677+0.00144298j 1.96949e-05-4.02176e-05j 0.000118582+0.000643159j 0.00053282+0.000294932j -0.00187533-0.000418296j -0.00218771+0.00214659j 0.002349-0.00425878j -0.000137052+0.00734314j 0.00029532+0.00539709j -0.00279192+0.00506408j 0.00898032-0.00525259j -0.00690488+0.00226124j 0.00569573-0.0127486j -0.00516939-0.0100606j 0.00164895-0.00345804j -0.00457914-0.00151927j 0.00117464+0.00331472j -0.00679636-7.78157e-05j 0.00323147-0.000276523j -0.00217739+0.00297459j -5.00419e-05+0.00272293j 0.00107722-0.00424899j 0.00100805+0.00465552j -0.000293647+0.00684718j 0.00145041+0.00362735j -0.000984096+0.00498345j -0.00177602-0.00185489j -0.0014158+0.00105052j -0.00175926-0.00263595j 0.000940955+0.00327628j 0.00170544+0.00438389j -0.00191331-0.00296947j 0.000935382-0.000676879j 0.00105922+0.00205619j -0.00414653-0.00660283j 0.00029452-0.00477287j -0.00164448+0.000282339j -0.00298129-0.00637901j 0.00074674+0.00283694j -0.0103709+0.00254155j -0.00576332+0.000172668j 0.0020958-0.00160878j 0.00552021-0.00149801j 0.00161776+0.00255167j 0.00117179-0.000363129j 0.00138929-0.00463703j -0.000668502-0.00178949j -0.00190241+0.00165553j -0.000147896-0.00411718j -0.00239398+0.000879065j -0.00431723+0.00556758j 0.000265606+0.000993088j 0.00109789+0.000427684j -5.80544e-05+0.000944676j -0.000473039-0.00136737j 0.000938447-0.000157722j 0.00164519-0.00347866j -6.16438e-05-0.0022147j 0.000514735+0.000198163j 0.000201432-0.00197334j -0.000374313-0.000636571j 0.000638295+0.000200536j -0.00047961+0.000684493j -0.000279684-0.000379716j 0.00045187+0.000174564j 0.00035594-0.000758843j -8.34632e-05-0.000302433j 0.000180867-0.000161944j 0.000296483-0.000624652j -0.000949945+0.000528919j 0.000627069-0.000109699j 8.43577e-05-0.000216296j -0.000958998+0.000188426j 0.00158444-9.78769e-05j -0.000468303+0.000663221j -0.00076417-0.000470126j 0.000992035+0.000389316j -0.000123496+0.000595245j 0.000678002-0.000594833j 1.16208e-06+0.000156004j -0.000306047-3.9295e-05j -0.000320315+0.000849885j -0.000338519+5.7949e-05j 0.000572375-0.000890656j -3.02914e-05+0.000563263j -0.000413186-0.000392056j 3.07958e-05-0.000127815j 0.000618283-0.000860834j 4.36196e-05+0.000314653j 0.000249241+0.00125229j 0.000711505-0.000584408j -2.90128e-05+0.000671195j 
0.00235472+0.00314263j -0.0015789+0.0014336j 3.77409e-05-0.000807899j 0.00045446-0.000561064j 0.00351399+0.00145256j -0.00138117+0.00589139j -0.00686884-0.00672512j 0.00692405+0.00410365j 0.00725162+0.00623637j 0.00175653+0.00541441j -0.00779295-0.000566571j 0.00777649+0.00346346j -0.0143607-0.00712609j -0.00557609-0.0077946j -0.00285304-0.00364605j 0.00487003-0.00366795j 0.0043478+0.00290839j -0.00223307-0.000103138j -0.00151767-0.0043551j -0.00178534+0.00354254j 0.00260519+0.00370861j 0.000189553+0.00445007j -0.000226509-0.00290518j -0.000175505-0.00744079j -0.00066488-0.00653965j 0.000117454-0.00372513j -0.000286-0.000317278j 0.00122923-0.00368281j -0.00147157+0.00615462j 0.00122694+0.00123116j -0.000586411-0.00851096j 0.00368936+0.00920183j -0.00093314-0.00379292j -0.00183066-0.00368991j 0.004792+0.00817217j -0.00139318-0.000373947j 0.000197456-0.0022142j 0.0014018+0.00748538j 0.00116018-0.0041893j 0.00377245-0.00828166j 0.00128138-0.000382136j -0.00203699+0.00596532j -0.00209517+0.00677464j 0.000110185-0.000528544j -0.00294078+0.00663777j -0.00214317+0.00598615j 0.00192237+0.00657274j -0.000369512+0.00387662j -0.00214649+0.0013751j -0.000756018+0.0013697j 0.00163865+0.000934291j 0.000678456+0.00132295j 0.00129729-0.000739858j 0.000582366+0.00219891j -0.00347414+0.009325j -0.00128649+0.00263465j -0.000349895-0.00108225j -0.000246555-0.00262681j 0.00141243+0.00115129j 0.00012972+0.00113246j -0.00123822+0.00241998j 0.000341483-0.000471559j 0.00101778-0.000911313j 0.000747041+4.41501e-05j 0.000267275-0.00108175j 0.000520856+0.000762756j -0.000137957+0.000164283j -0.000244324+0.00128973j -0.00106533+0.000852732j 0.00114655-0.000691389j -0.000185697-0.000854691j -0.000369394+0.000599502j 0.00142005-0.00172888j -0.00107382+0.000352928j 0.00141307-0.000493902j 0.000642544-0.000106962j -0.000759089-0.000835448j -0.000285426+0.000379665j -0.00124083+5.90542e-05j -0.000266483-1.49861e-05j 0.00112262-0.000528535j -0.000622016-0.000540997j 0.000661595-0.000459888j -0.000665562+0.00099488j 0.00031581-0.000406474j 0.000730857+0.000368499j 1.90977e-06+0.00015003j -0.000402732+0.000779106j -0.000216275+0.000687815j -0.000997599-0.000369168j -0.000942472+0.0008272j -0.000184906-0.000778898j 
-0.000658515-0.000575608j 0.000112719-0.00128413j 0.000176461+0.000425534j 0.000345599+0.000235087j -0.000176998+0.00248287j -0.00607741-0.00289911j -0.00623556-0.00157894j -0.000585152+0.000843603j 0.000247382-0.00104128j -0.00109081+0.000879239j 0.00246259-0.00106057j 0.000926366+0.000682684j 0.00338212-6.54223e-05j 0.00658031-0.00078771j 0.0025354+0.00145472j 0.000519377-6.33509e-05j -0.00191838-0.00141907j -0.0055334+0.00392985j 0.00106299+0.000764315j 0.00471382+0.00786494j -0.0041343-0.00816922j -0.00276449+0.00291081j 0.00214701-0.00088537j -0.00310712-0.00693516j -0.00327513+0.00725604j -0.00158751-0.000356042j 0.00319923-0.0021239j -0.00192416+0.00534384j 0.00048331+0.00142018j 0.00467376-0.00248672j -0.00132644-0.00400398j -0.00149917-0.00367819j -0.00411935+0.00306623j 0.00102334+0.00264513j -0.000103076+0.00274277j -0.000899621+0.0111417j 0.00087112-0.00101957j -0.000156844-0.00342733j -0.00119496-0.00283112j -1.77279e-05+5.6138e-05j 8.04421e-05+0.00144148j 0.000883633+0.00158459j 0.00102357-0.001375j -0.00122816+0.000903021j -0.00263365+0.00261261j -0.000314501-0.00329274j -0.00317878+0.00511306j -0.00239227+0.00343981j -0.00183298-0.00195466j 0.000643295-0.010544j 0.000660549+0.00132132j 0.0029739-0.00189229j 0.00225599-0.000857301j 0.000237262-0.00461057j -0.00386174+0.00166246j 0.00393416+0.00285165j -0.00444778+0.00113004j 0.00304066+0.00469714j -0.00805915-0.00918071j 0.00306767+0.000953754j -0.00482323+0.00393972j -0.00156606+0.0028069j 5.84532e-05+0.00302976j 0.00125975+0.00802723j -1.89619e-05-7.71447e-05j -0.00223733-0.00208992j -0.000301091+0.000413633j -0.000680014-0.000777559j 0.000956313+0.00214069j -0.000573336-0.000473624j 0.00436187+0.00275298j -0.00119133+0.000143138j 0.00423952+0.000705991j 0.000395765-0.000339538j 0.00241126-0.000169643j 0.000293922+0.00114964j 0.00185415-0.00185485j 0.00211876-0.00175085j -0.000645618+0.000906903j 0.00151325-0.00690738j -0.000950463+0.00133738j -0.00286993+0.00409036j -0.00230055-0.0029791j 0.00817932-0.00307148j -0.00414287-0.0012405j -0.00392325+0.000964126j -3.74172e-05+0.00025726j 0.00234133+0.000285867j -0.000552076-0.00138304j 0.00536589+0.00280476j 0.00683101-0.00603637j 0.00165404+0.00463118j 
-3.10336e-05+0.000860362j -3.88303e-05-0.000534394j 0.000311888-0.00012294j 0.000854326-0.000228699j 0.00108104+0.000868884j 0.00023842+0.00139686j -0.000383467-0.00178506j 0.00297555-0.00104245j -0.000447139-0.00118261j 0.00130946+0.00424153j -0.00154362+0.000628554j -0.00228625-0.00122143j 0.00161744-0.00317406j -0.00324199-0.00451712j 0.00112699-0.000429639j 2.04396e-05-0.00174157j -0.00164503+0.00528352j 0.0028357-0.00123064j 0.00235072-0.00367116j 0.00540992-0.00350761j -0.00272759-0.00130768j 0.000125093-0.00230802j -0.000630977-0.00297201j -0.00101636-0.00632553j 0.000586148-0.00224755j 4.20186e-05+0.00297949j -0.00298414-0.00774747j -0.0011824-0.00328759j -0.000870152-0.000973751j 0.00191746+0.00309792j -0.00219182+0.00489529j 0.00072722+0.00151154j 0.00170355+0.000582714j -0.00122858+0.000646593j 0.000383778+0.000651528j -0.00122116+0.000799986j 0.000356259+0.00462558j 0.00199678+0.00130379j 0.00485954+0.00966884j -0.00135881+0.000973302j -0.00208335+0.00463269j -0.00257127-0.00170238j -0.0045022-0.00137954j 0.00307915+0.00375011j 0.00339439+0.0110209j -0.00112936+0.00510441j 0.00501656-0.00315287j 0.00123278+0.00421473j -0.000106635+0.0040599j -0.00245162-0.0012391j 8.22207e-05-0.00162652j -0.0106839+0.0028288j -0.00344431+0.00251689j -0.00946421+0.00539969j -0.00267782-0.00149053j 0.001442+0.00122569j 0.0129013-0.000466775j -0.00666524+0.00187206j -0.00427357+0.00542956j 0.00226071-0.000625545j -0.0035996+0.00265349j -0.000690264+0.000913849j 0.000270026+0.000902096j 0.00259194+0.0047602j 0.000380815+0.00152419j -0.00206411-0.00554108j -0.00036315+9.39793e-05j -0.000610406-0.000460381j 0.00101026+0.000682936j 0.000841318-0.000452531j -0.00128926+0.00149126j -0.000279082+0.000414799j -0.000446419+0.000223817j 0.000650775-0.00105601j 0.00147804+0.000233601j -0.00276281-2.72099e-05j -0.00541147+0.00167077j -0.00211571-0.00251799j 0.00203811-0.000689469j 0.00126426-0.00159866j 5.2646e-05+0.0019674j 0.00744724+0.000394986j 0.00539475-0.000182794j -0.00190574-0.00568002j -0.00244906+0.00259713j -0.0039378+0.00175926j 0.000494387-0.000137667j -0.00132961-0.00138687j -0.00259118-0.00218269j 0.00517453-0.00157688j 0.00117564-0.00623823j 0.00353169+0.00266191j 
0.00259512-0.000427264j 0.000486572+0.000241367j -0.00116756+3.03145e-05j -0.000788352-0.000649356j 0.0013731+0.000824515j 0.000704387-0.00146942j -0.00881831-0.000158169j -0.00121026-0.000307708j 0.00334949-0.000871276j 0.00654631-0.000625391j 0.00653149-0.000397022j 0.00451534+0.00488274j 0.004759+0.000386514j 0.00199101+0.00231903j -0.00208095-0.00089743j -0.00618763-0.000206628j 0.00551493+0.00152964j -0.00715441+0.00172773j -0.00340074-0.0043584j -0.000593869-0.00448955j 0.00550995-0.000837111j -0.00232543-0.00045006j 0.00210937-3.13337e-07j -0.000712806+7.02586e-05j 0.000217755+0.00202338j 0.00317204+1.44799e-05j 0.00156495-0.00352536j 0.00406432+0.000233328j -0.000583847+8.79356e-05j -0.0048077+0.0037099j 0.00556016-0.00436163j -0.00599592+0.00292092j 0.000744532+0.00214052j 0.000451796+0.0010637j -0.000254337-0.00115556j 0.00387987+0.00118592j 0.00185029-0.000291222j 0.00236032-0.0028909j 0.00295935-0.00310421j 0.00327226+0.00499166j 0.00390233-0.00217551j -0.00178616-0.000928296j -0.00776022+0.00456379j -0.00226427-0.000799724j -0.0014045-0.000890733j -0.00022137+0.000304133j -0.00127693-0.00317762j -0.00502664-0.00171021j 0.000639191+0.00128781j -0.00869685+0.00173355j -0.00738906+0.00076156j -0.00335553+0.000197199j -0.00280738+0.00061609j -0.00159742-5.58472e-05j -0.00412677-0.00190389j -0.00746514-0.0110249j 0.00350438+0.00115226j 0.00419035+0.00957111j 0.00109375-0.00752501j 0.000607435+0.0015916j -0.00108714-0.000838895j -0.00144011-0.00184325j -6.451e-05-0.00137739j 0.000223288+0.00353216j 0.00071484+0.000245062j -0.00105209-0.00141285j -0.000696933+0.000598239j 0.00135651-0.00115658j 0.00137361+0.000219949j -0.000195857+0.000326849j -0.00157279+0.000876647j 0.000702115-0.000260832j -0.000697757+0.00195358j -0.000829158-0.000966693j 0.00175604-0.00248355j 0.00130692+0.00144051j -0.00191357-0.00302895j 7.77846e-05-0.00287352j -0.00147072+0.00449796j 0.000431433+7.88838e-05j 0.000637327+0.000137474j -0.000371893-0.000352757j 0.00135082+0.000324415j -0.00157649+0.00235831j 0.000399504-0.000655748j 0.001347-0.00132887j -0.000115851+0.000773735j -0.000590836+0.0021151j -0.000183565-0.000845128j -0.00142842-0.000350984j -0.000949748+0.00196776j -0.00040264-0.000209323j 
0.00167059+0.000169566j -0.000121157-0.00210392j -0.000555197-0.000372172j -0.000568839-0.000198743j 0.00215472+0.00266765j 0.00110971+0.00143297j -0.000178021+0.00134453j -0.000360891+0.000192851j 0.00234016-0.000122414j 0.00338985+0.000516075j 0.000664566-0.00265932j 0.000888392+0.00405353j 0.00465808-0.000530076j 0.000497665-0.000216343j -0.000753978-0.00158965j -0.00441274-0.00100759j -0.00349192+0.00111328j 0.00461028+0.00612189j 0.000702003-0.00146128j 0.00632549-0.000610238j -0.000743937-5.38681e-05j 0.00455197-0.00275303j 0.00201308-0.0017824j 0.00308864-0.00109409j 0.00239721+0.0012725j 0.00300148+0.00315168j -0.000732962+0.000742433j 0.00573111+0.00159924j -0.00280477+0.00207104j -0.00789431-0.000452824j 0.00184745+0.00134044j 0.000347665-0.00296476j 0.00683795+0.00190929j -0.00233421+0.00301247j 0.000152127+0.00136478j -0.000210715+0.00499097j -0.00162822+0.000508241j 0.00316465-0.00639896j -0.0032207+0.00693441j 0.00171279-0.000203205j -0.00251632+0.00152992j -0.00256813+0.00189118j 0.000636352-0.00740588j -0.00401944+0.00346792j -0.00669888+0.00774596j 0.000147823+0.000949551j 0.00677988-0.00123924j 0.000451637-0.00109096j 4.32402e-05+0.0014042j 0.00522346-0.00376723j -0.00489991-0.000176951j -0.00337733-0.00512303j -0.00468883-0.000738451j 0.00254781-0.00559462j -0.002769+0.00884013j -0.00400759-0.00770865j -0.000280915-0.00112836j 0.00180792-0.0101126j -0.00560449+0.00564413j 0.000666933+0.003035j 0.000673286-0.00036706j 0.00194197-0.00137038j 0.00114492-0.00295672j 0.00151548-0.00456673j 0.000929524-0.000314888j 0.00121802+0.00488193j -0.000448726-1.99903e-05j 0.000518135+0.000714009j -0.00498902-0.00234241j -0.000412741+0.000990673j -0.00209828-0.00563202j -0.00148073+0.000680803j 0.000633135-0.00523301j 0.000284455-0.00127699j -0.00147308-0.00131524j -0.00187458-0.000602774j -0.00332745-0.00140043j 0.000915532+0.00463344j 0.0032859-0.0013678j -0.00689982+0.00352331j 0.00131762-0.00632133j 0.00184866+0.000908827j -0.000962109+0.00288605j -0.00114189-0.000850044j 0.000686325+0.000830387j -0.00020658+0.000989432j 0.000237775+0.000422253j 0.00214363-0.00273729j 0.00184552+0.00304807j 0.00135899-0.00178715j -0.00249095+0.000453402j 0.000538176-0.00333732j 
0.000140306-9.37828e-05j 3.16881e-05-0.000384409j 0.000103304+0.000137129j 0.000511768+0.000357109j 0.00105229+0.0018691j -0.000115862+0.000606128j -0.00210463+4.37499e-05j 0.00259918+0.00110784j 0.00129672-0.0003141j -0.000719299+0.00184281j 0.000783635+0.00103238j 0.00247329-0.00112975j 0.00349877+0.00146204j 0.00252346-0.00243724j 0.00186185+0.00053711j 0.000278739-0.000484667j -0.00225392+0.0018037j 0.00226295-0.00259653j 0.000449301+0.000429393j 0.0036389-0.000771393j 0.00265667+0.00416237j -0.00160999+0.00335265j 0.000821642-0.000187659j 0.00127482+0.00308499j 0.00153872+0.00195361j -0.0023262-0.00127671j 0.0030228-0.00330428j 0.00227179+0.00270334j -0.000660833-0.00370607j 0.00104183-0.00013775j -0.00214932-0.00380355j -0.00370467+0.00444174j -0.0029165+0.00107044j 0.00142445-0.00337461j 0.00185331-0.000478646j 0.00332577-0.00406287j 0.000172037+0.00044697j 0.000684321+0.00845653j 0.00266573+0.00342321j -0.00229567+2.20116e-05j -0.000134624-0.00446756j 0.0016525-0.00636855j -0.00597707-0.000556001j 0.00213824+0.00495413j 0.00289291+0.00601196j 0.000118553-0.00156597j -0.00165398+0.0125968j -0.00364885+0.00556245j 0.00148866+0.000604557j -0.00541586+0.00138243j -0.00189962-0.000735391j -0.00412422-0.0143382j 0.00295222-0.00425508j -0.0039613-0.00668871j 0.00622679-0.00297347j 0.00556745-0.00133661j -0.00494089+0.0134935j 0.00135316-0.00616172j -0.000618889+0.00065681j -0.000699677-0.000851321j 0.00347211+0.000441166j -0.000758768-0.0012441j 0.00024493-0.00182343j -0.000258651-0.00157994j -0.00171667+0.000903101j -0.000454301+0.00011467j 5.20887e-05+0.000196326j 0.000700192-0.00116374j 0.00209834+0.00136631j 0.000216683+0.000503894j -0.000600917+0.00131554j 0.000614506+0.000211035j -0.00222138+0.00121311j -0.000193619+0.000386601j 0.000392416+0.00207293j -0.000499739+2.65933e-05j -0.00161844-0.00396782j 0.00323028-0.00404677j -0.000695741+0.000366197j 0.000203017+0.000732702j -0.00201065+0.00281579j 0.00184433+0.00442278j -0.00109495+0.0037656j -0.000362483-0.00127487j 0.000576566-0.000512759j 0.000931896-0.00152063j 7.20353e-05+3.80502e-05j -0.00103201-0.0010236j 0.00127739-0.00227828j -0.000396706+0.000179986j -0.000777158+0.00132316j -0.000803331+0.000204993j 
