-0.10331+0.086397j 0.0860519+0.0995823j 0.0906617+0.198345j 0.206346-0.0729318j 0.127236-0.147228j -0.153897-0.202526j 0.0850937-0.130741j 0.0385912+0.00918102j -0.0790881+0.0623931j -0.0268382-0.00546498j 0.0881512+0.0434177j 0.155294-0.00549924j -0.0574408-0.251284j -0.161953+0.0308811j -0.112761+0.011843j 0.126434-0.000267351j -0.0508725-0.0973509j -0.0562681+0.109863j 0.131408+0.00488745j -0.0580248-0.0342639j 0.0556716-0.014j 0.019126-0.0121724j -0.0505104-0.046068j 0.0313656-0.0290233j -0.0638704+0.0591282j 0.00852243-0.022771j -0.0226327-0.0195014j -0.0197486+0.0455342j -0.0370354+0.0493339j 0.0169656-0.0245158j 0.00588261-0.0194203j -0.0248207+0.0948103j 0.00911437-0.0739482j 0.0129628-0.113381j -0.0410932-0.104879j -0.0690342-0.0209369j -0.0799483-0.0501783j 0.0390745+0.0964511j -0.056653+0.0838757j -0.0806622-0.0336799j 0.0225528-0.0761105j -0.0552639+0.0397417j 0.0628194-0.0269758j -0.0284146-0.0497517j -0.0816423-0.000797921j -0.0330309+0.000394608j 0.0633561-0.0252458j 0.00305764+0.0262478j 0.0189204-0.0212597j 0.0477802-0.0181993j 0.0982261+0.0388246j 0.0498812-0.0357083j 0.111775-0.0786835j 0.0618643+0.00874569j -0.0301457+0.048882j 0.0868028-0.0506168j 0.0791524-0.0495417j -0.0345574-0.0360243j 0.0141562-0.0314967j 0.0426516+0.0266048j 0.0294431+0.0644788j 0.0307174+0.0939994j -0.00644619-0.0747904j -0.00219521-0.100107j -0.0367866-0.0746576j 0.0997478-0.0304746j -0.0866525-0.0878604j 0.112236-0.018716j -0.0887324+0.0594728j 0.0903709+0.0252491j -0.114309-0.0856591j -0.0290804+0.151616j -0.0777127+0.0443203j 0.184589-0.147572j -0.146104-0.177196j -0.049775-0.119638j 0.118819-0.0501368j 
4.70987e-05-0.00046566j -0.000124476+1.92881e-05j -0.000773323-0.00197255j -0.00282547+0.000530661j -0.00181706-6.18406e-05j -9.15295e-05+0.00119664j 0.000911687-0.00135946j 0.000284+0.00090487j 0.00101141+0.000403947j -0.000947561+0.00187961j 0.00130198+0.00185994j -6.01509e-05+0.00575412j 0.00315673+5.98046e-05j -0.00120081+0.00172165j -0.00278299-0.00336782j 0.00258906+0.0033272j 0.00218465+0.00158752j 0.00160903+0.00178152j 0.00456631+0.00390505j -0.0027184-0.000251334j 0.00559585-0.000896685j -0.00153005-0.00338178j 0.00113717+0.000834906j -0.0056216+0.000278855j 0.00938783+0.00449483j -0.00509574-0.000272666j -0.000424344+0.00563878j 0.00763835+0.000342555j 0.00346817-0.00303538j -0.000106738-0.00675819j 0.00372437+0.00887885j -0.00114544-0.00312772j -0.00333139+0.00266299j 0.0157068-0.00277238j 0.00385844+0.00730986j -0.00589365-0.00670316j -0.00088217-0.00134004j -0.0074918+0.00223063j 0.00612505+0.000882943j 0.00216683-0.003701j -0.004954-0.0099782j -0.00162493-0.00168264j 0.000841366-0.00614799j -0.00648622+0.0114604j -0.00170852+0.0099818j 0.00313515-0.0030273j -0.00196076-0.00049723j -0.0105774-0.00177033j 0.00620419+0.00367664j -0.00324909+0.00552797j 0.000744194+0.002458j -0.00200657-0.000404435j -0.0120959-0.000470947j 0.00237357+0.00465274j 0.00252173+0.00329229j 3.95513e-05+0.00547114j -0.000198574-0.00806493j -0.00565029-0.00227511j -0.00127888-0.00429895j 0.0014691-0.0130346j -0.00386057-0.00353226j 0.000967716+0.00492995j 0.00587278+0.002492j -0.00194462+0.00753156j -0.00109772-0.00169596j 0.00145816-0.00137215j -0.000785183-0.00680099j 0.00758492+0.00390176j -0.00399535+0.0055666j -0.00268988+0.000714257j -0.00109448+0.0039777j -0.00140256+0.00052173j -0.00174153-0.00325742j -0.00194004-0.00146662j -0.00239239+0.00169172j 0.000478253-0.00099859j 0.000717474+0.000346039j 
-0.00209022-0.000656409j -0.00117208+0.00220425j -0.00129471-0.00137139j -0.000712254+0.00090071j 0.00218211+0.00115801j 0.000123856-0.000160021j -0.00101558+4.80987e-05j 0.000744506+0.000214266j 0.00122909+0.00290265j -0.000832236-0.000866051j -0.000212036-0.00203452j -0.000720049-1.81076e-05j 0.00358313+0.000784626j 0.00110231-0.00111258j -0.00283367-0.00295681j 0.00212157-0.00311161j 0.00213411-0.00268977j -0.00095189-0.00193023j 0.000506011+0.00105947j -0.000693608-0.000214164j -0.00149957-0.00136869j 0.000153035-0.0002051j 0.00329073+0.00317791j -0.00101009-0.000446078j 0.00225477-0.000487355j -0.00389929-0.000943069j 0.00409114-0.00507104j -0.000230313+4.0937e-06j 0.000110128+0.00631217j 0.0071737-0.00189707j 0.00131916-0.00533459j 0.0043741-0.00257631j 0.00228443+0.00255221j -0.00189435-0.00146171j -0.00346282+0.00112962j -0.00175277-0.00406416j 0.00162553-0.000713941j -0.000849388-0.00226278j 0.00550403+0.000900719j 0.00250725-0.00503714j -0.00369986+0.00358792j 0.000140875-0.00167946j 0.00361575+0.000701557j 0.00292119+0.00287701j -0.00133983+0.000720274j -0.00286183+0.00118381j 0.00524319-0.00145904j 0.00504028-6.82538e-05j -0.000592726-0.00291494j -0.000131398+0.000820028j 0.00368589+0.00303043j -0.00602967-0.00221012j -0.000417819-0.00299708j 0.00485883-0.00132901j 0.00282266+0.00472093j 0.000855134+0.00277717j -0.00314823+0.00289717j -0.00413607-0.000760923j 0.00615871-0.00580408j -3.73599e-05-0.00429233j 0.00276826+0.0026467j -0.00459471+0.00263174j 0.000391167-3.25734e-05j -0.00651447+0.00127925j 0.00200673+0.00580796j -0.00187334-0.00282534j 0.00148358+0.000998306j 0.00135037-0.00173361j -0.00460637+0.00213251j 0.000770487+0.00137747j -0.000498662+0.00163473j 0.00124733-0.000446304j 0.00370339-0.00355238j -0.00294299-0.000451453j 0.000792891+0.00138607j 0.0022968-0.000189496j 0.000651012+0.00219996j 
-0.000294608-0.0013535j -0.0015091+0.00168371j 0.000337478-0.0023368j -0.00140564+9.89833e-05j 0.00302228+0.000475942j 0.000398201+0.00141865j -0.00380649+0.00156775j 3.60255e-05-0.00405789j 0.0031167+0.00155201j -0.0023561-0.00636641j -0.00289595-0.00376158j 0.00102414-0.00246813j 0.00169992-0.00210187j -3.80832e-05-0.00617856j -0.000565721-0.00868403j -0.00296897-0.00570749j -0.00249284-0.00289441j -0.0052191+0.00143637j 0.00140462+0.00219736j -0.00333628-0.00353346j -0.00207127-0.00901133j -0.00312364+0.00303903j 0.00296756+0.00755508j -0.00699495+0.000245569j 0.00326755-0.00526102j -0.00791724-0.00442623j -0.00393619-0.00997587j 0.000935418-0.00438774j -0.00616166+0.00180692j 0.00270533-0.00413795j 0.00481378-0.00134636j -0.00038358-0.00463929j 0.00392312+0.00302884j 0.00233174+0.000113044j -0.00206232-0.0042526j -0.00452222-0.00476952j 0.00149402+0.00534048j 9.78548e-05+0.000789239j -0.00114753+0.000695037j -0.00567636+0.00239521j -0.00668073+0.000751263j -0.000275051+0.00220076j 0.0057273-0.00445548j -0.00166453+0.0022114j 0.00263042+0.00493688j -0.000516652+0.00295222j 0.00485011-0.00396557j 0.00277558-0.00158286j 0.00218152-0.000371459j -0.00317099+0.00387732j -0.00973101-0.00626395j 0.00196981+0.000682562j -0.00443837+0.00249492j -0.00362972+0.00491623j -0.0026577+0.0051488j 0.00445774+0.000811123j -0.00390692-0.00243263j -0.0038367+0.00431149j 0.00507797-0.00159036j 0.00422637+0.00144972j -0.0033024+0.00407563j 0.00194611+0.00089603j 0.00348346+0.00339256j -0.00793177+0.00191786j 0.00379234+0.0055199j 0.00521761+0.00294807j 0.000416234-0.00165779j -0.00718047+0.00165249j -0.00202999+0.00278007j -0.00190287+0.00439167j 0.000648459-0.000432193j 0.00281381+0.000633001j 0.000302954+0.000109219j -0.000888194+7.48065e-05j -4.94201e-05+0.00143091j 0.000819464+0.000941805j -0.000869823+0.000340701j 
0.00107762-0.00105613j -0.00105363-0.000590791j 0.00142151-0.0011116j -0.00228549-0.00133785j -0.00209571+0.000264858j -0.000323218+0.00429848j -0.000760285-0.000420862j -0.000682182+0.000489838j -0.00221429+0.00146999j 0.00119334+0.00328227j -0.000615557+0.000151609j 0.000626257+0.000923341j -0.000919214-0.00378575j -0.00273406+0.00510779j -0.00259493+0.000582333j -0.00161715-0.00959163j -0.00363421+0.00702538j 0.00389374+0.00236713j -0.000577518-0.00210271j -0.00399481-0.00238427j 0.0028411+0.00227103j -0.00345562+0.00456994j -0.00300046-0.0081318j 0.00369419+0.00463421j 0.00221651+0.00600912j 0.00581216+0.00390526j -0.00153445+0.00619432j 0.00333494+0.000698938j 0.000814544-0.00588772j -0.00529992+0.0109438j -0.00209271+0.0168329j -0.00594293-0.00580757j -0.00694592+0.00452056j 0.00620671-0.00390003j -0.00126895-0.0094349j 0.00516531-0.00435776j 0.00178006-0.00021732j -0.0116967+0.00272914j 0.00266057+0.000595942j 0.00212268+0.00660951j -0.00272588-0.00178923j -0.000280762-0.00301267j -0.00301617-0.00628638j -0.0080497-0.00230706j 0.00157683-0.00155659j 0.00901414+0.00443224j -0.00737909+0.00681622j -0.0105776-0.00336498j 0.00610992+0.00261522j -0.00324511+0.00553603j 0.0050491+0.00400259j 0.00854009+0.000115478j 0.00103541+0.00137543j -0.00922064+0.00418669j -0.00125176-0.00445963j 0.00286952-0.000474524j 0.00235859+0.00741581j 0.00339791+0.00139371j -0.00618799-0.00029154j 0.00377094-0.00616476j -0.00696106-0.00239934j 0.000371563+0.00731715j -0.000635068-0.00870442j 0.00956796-0.00017821j -0.00318638-0.00201013j 0.0034772+0.000671193j 0.000310867-0.00456566j 0.00281635-0.000184175j 0.00370508-0.00151877j 0.00302059-0.00277223j -0.00170164+0.00108735j -0.000806009-0.00166841j -0.00589282-0.00301518j -0.00223036+0.000866512j -0.00198343+2.1411e-05j -6.66867e-06+0.000632152j -0.000879884-0.000558852j 
-0.000579832+0.00142301j 0.000420896+0.000211595j -0.000110779-0.00233926j -0.000277661+0.000753603j -0.000356106+0.00131011j -0.00132587+0.00276928j -0.00289236-0.000133544j -0.00219307+0.00367969j 0.00347998+0.00832444j 0.00057331-0.00171342j 0.000176455-0.00456451j -0.00191754-0.006009j -0.00309285+0.00068083j -0.000716239-0.00526424j -0.000376975+0.00387033j 0.00548283-0.0168988j -0.00233885+0.00454795j 0.000852902-0.00387714j -0.00286478-0.00159102j -0.00722112+0.0034862j -0.000429313-0.00155481j 0.000901473+0.0155597j 0.00423001-0.00339425j 0.00327771+0.00427017j 0.00120943+0.00247762j 0.00746935-0.00468257j -0.00946867-0.00144441j 0.00231371+0.000888278j -0.00300859+0.00916214j 0.000860907+0.00753632j 0.004507+0.00805268j -0.000141777-0.00673483j 0.00201752+0.00715893j -0.000190373+0.00121174j -0.00688597-0.0104437j -0.0025395-0.00140098j -0.00352734-0.00386168j -0.012014+0.00352267j 0.0017062+0.000218634j -0.0012114+0.000952133j 0.00176666+0.00414352j 0.00198123+0.00236538j -0.00182793-0.00529984j 0.000954341-0.00748688j -0.00119912+0.000300412j 0.0114523+0.00452581j 0.00931484+0.00415039j -0.00456768-0.00296741j -0.00059974+0.00142003j -0.00130287+0.0145063j -0.0062309+0.000248783j 0.00350446-0.00445331j -0.000219387+0.00720025j -0.00987378+0.0012759j -0.00746134+0.00157852j 0.0011232+0.00252709j -0.00349031+0.00769653j 0.0046203-0.00320529j -0.00347065+0.00620782j 0.00931047-0.00169742j -0.00478168-0.000296466j -0.00199056+0.00127997j -0.0019697-0.00516202j 0.00725968+0.001401j 0.0013323-0.000490385j 0.00379555-0.00186381j -0.00407821-0.00464162j -0.00129376+0.00132873j 0.00186176-0.00147839j -0.00187493+0.00352204j -0.00286567-0.00586659j 0.000578451+0.00718611j 0.00670675+0.00291808j 0.00223216-0.000846715j 0.00358769-0.000129715j -0.001242+0.00181226j -0.000985129-0.000540013j 
-0.000323461+0.000454951j 0.000496789-0.000258436j -0.00068966+0.000314288j 0.000600882+0.000966648j -0.000824961-0.000719536j -0.00201494-0.00202312j 0.00283569+0.000102011j -0.00265358+0.00307279j -0.000172078+0.00328095j -0.00220762-0.00144809j 0.00218224-0.00038605j 0.000291172+0.00243195j -0.00372678+0.000498927j 0.00195051-0.00548024j 0.0029117+0.00419056j 0.00678829+0.0048009j 0.00249779-0.00349498j -0.00327102-0.000544067j 0.00375712+0.00053209j 0.00291232+0.00283439j -0.00351467-0.00456916j 0.00390799+0.00248358j 9.049e-05+0.00616143j -0.00362213-0.00475554j 0.00406476-0.00281445j 0.000163464-0.00727346j -0.0108337+0.00454877j -0.000845919-0.000367902j 0.00297828+0.000733961j -0.00214121-0.00641757j 0.0106083-0.000947822j 0.000314175+0.00110559j 0.00606956-0.00802556j 0.00203529+0.00458284j 0.00731785+0.00161538j -0.00813469+0.00237015j -0.00313658-0.00832983j 0.00314862+0.0016781j -0.00355189-0.00335412j -0.00173551-0.00113681j 0.00205969+0.0012954j 0.00571943+0.00155621j -0.005172-0.00408929j -0.000278985+0.00327372j -0.00485021+0.00481615j -0.00252727-0.00142689j 0.00753453-0.00463561j 0.00153253+0.00393649j -0.00041046+0.00249203j -0.00146908-0.00529402j -0.0104733-0.00217835j -0.0015591+0.000724656j -0.0019415+0.0084219j 0.000699024-0.00385944j -0.00292062-0.00101597j -0.0103282+0.00301692j 2.57469e-05-0.0103003j 0.00370303-0.00125551j 0.000113505+0.00522347j -0.000377809-0.00331806j -0.00182808-0.0077153j -0.00533377-0.00312535j -0.00403308+0.0105319j -0.0025962+0.00264396j 0.002687-0.00462614j 0.00414108-0.00232169j -0.0049433-0.00532035j 0.00103336+9.1895e-05j 0.00264347+0.00304877j -0.00312539+0.00238854j -0.000448094-0.000988644j 0.000674232+0.00537208j 8.37108e-05+0.00342624j 0.00326564-0.00190418j -0.000270825-0.00107905j -0.000305804+0.000394474j -0.000366788+0.000229959j 
0.000535617+0.00274337j 0.00287503-0.000836252j 0.000660689+0.000187548j 0.00150589-0.000353309j 0.00110895+0.00100842j 0.00236753-0.00240356j -0.0018751+0.000673631j 0.00187837-0.00257062j 0.00385701-0.00711172j 0.00187459-0.0032574j 0.000987702+0.00119874j 0.00131257-0.00477465j 0.00231979+0.00388661j -0.00110591+0.000550537j -0.001922-0.00439915j -0.0035273-1.01185e-05j -0.00382066+0.00313333j 0.00392231+0.000939737j -0.00354556+0.00760044j -0.00779853+0.0026096j 0.00787274+0.00191698j -0.00026523+0.000145222j 0.00558613+0.00108659j -0.000335457+0.00307888j -0.00255787+0.000952762j -0.0036224+0.00059327j 0.00447128-0.00586967j 0.00473297+0.000100982j -0.00509672+0.00456789j -0.00228209-0.00250137j -0.00117913-0.00404926j -0.000411992+0.00378585j -0.00468029+0.00363265j 0.00403451+0.00126944j -0.00617329+0.00650853j 0.00130913+0.00189563j -0.00143028+0.00542602j -0.00313869+0.0037707j -0.00432786+0.00350084j -0.00297918-0.000135903j 0.00521683-0.00471728j -0.00500268+0.00464825j 0.0042112+0.00277316j 0.00228762-0.00435521j 0.00546113+0.000592704j 0.00870724-0.0044088j -0.00317792+0.00327475j -0.00427338-0.00211215j -0.00222552+0.00286491j -0.00160523+0.0134655j -0.00435918-0.00833694j -0.000477402-0.00104323j -0.00617143-0.0040813j -0.00232159+0.00812512j -0.00114328+0.00480394j 0.00541116-0.00256748j -0.00383478-0.00188534j -0.00206597-0.00192663j -0.0024016+0.00387068j 0.00374834+0.00599339j -8.78912e-05+0.00662751j 0.0142076-0.00779081j 0.00955763+0.00136903j 0.00259124+0.00225796j -0.00418073+0.00241413j -0.0021148+0.0035607j -0.00190851+0.00385016j -0.0016953+0.00223725j -0.00229194+0.000580256j -0.00373718+0.00423254j -0.000409268-0.00410401j -0.00175841+0.00546292j 0.00373392+0.00386724j 0.00234228-0.000614306j 0.00230107+0.00125641j -0.00255301-0.000798892j 0.000929724-0.00191311j 
-0.000489192+0.000221606j 0.000237274-0.000226288j -0.000876348+0.000861716j 0.000327709-0.00024971j -0.00274402+0.00138995j 0.00279226-0.000381737j 0.00185664+0.00343685j -0.00214457+0.0015637j -0.00275247-0.00490187j 0.00225794-0.000347774j 0.00356607+0.00163988j 0.00605985+0.00395716j -0.000224327+0.000288019j -0.00349298+0.0106728j 0.000381644-0.00434823j 0.00353059+0.00096982j 0.00528594-0.00260093j 0.00243095+0.00290284j 0.00202847+0.00450651j -0.00189762-0.00238462j 0.00990157-0.00134546j 0.00133377+0.00251801j 0.00232244+0.00308804j 0.00297381+0.00191265j -0.00116345+0.00377992j -0.00858263+0.00441481j 0.00549725+0.00350481j 0.0111971-0.000980566j -0.00459039+0.00014479j -0.00125168-0.00313109j 0.00822794+0.000958054j 0.00700106-0.00180152j -0.00440781-0.00163461j 0.00465076-0.000545324j 0.005149+0.00394529j 0.00824354-0.00796415j 0.00698994+0.00299837j -0.00178294+0.00403893j -0.000938891-0.00383878j -0.000825947+0.00430421j 0.000543895+0.00035375j -0.000288617-0.000833263j 0.00504142-0.00251502j -0.00284346+0.00145245j 0.00392896-0.00023287j 0.0020831-0.00457771j -0.0130552+4.30414e-05j -0.00570591+0.00652355j 0.0011184+3.23473e-06j -0.00834352+0.00334728j -0.00239883-0.00254207j 0.0058264+0.00701223j -0.00592804-0.00810406j 0.00396592+0.00546411j 0.00926009-0.0018699j -0.00314503-0.011108j -0.00615066-0.000778351j -0.0029041-0.000334408j 0.000895276+0.000798133j -0.00345476-0.00180426j -0.000191526+0.00285532j 0.00786029+0.000952512j 0.00474498+0.00753978j 0.00122212-0.00450883j -0.0114171+0.0016828j 0.00309165+0.000931534j 0.00232265-0.00339916j 0.0109135-0.00120322j -0.000550602+0.000651302j 0.00277117-0.0010047j -0.00267977+0.00027089j -0.00236379+0.000807475j -0.00218651-0.00204932j -0.000558962+0.000109261j -0.000158506-0.000760277j -0.000666782-0.000106667j 0.000111571-0.000552662j 
-0.000692788-0.000377654j -0.00050962+0.000941131j -0.000363183-0.00170337j -0.00118881+0.000525834j 0.00145595-0.000792448j -0.000952823-0.000126914j -0.000970422-2.81444e-05j 0.00031551-0.00186671j 0.00132852-0.000700754j 0.000183129+0.000252191j -0.00107242+0.00129908j -0.000563226-0.00291443j 0.000450827-0.00162814j -0.000158159-0.00227588j -0.00257903+0.000162326j -0.00177728-0.002018j -0.00130625+0.00230964j 4.40439e-05-0.000519483j -0.000414397+0.00256501j -0.00084625+0.00222225j -0.00144798+0.0011772j -0.000670107-0.00153299j 0.000448927+0.000464095j -3.64597e-05-0.00190644j 0.00155165-0.00163153j -0.000699-0.000446351j 0.000403715-0.00138352j -0.0011961+0.00167687j 0.00169039-0.00137361j -0.000759687+0.00272523j -0.00130355+0.00117971j -0.00277379+0.0027759j -0.0016-0.00143987j 0.00126107-0.00075464j -0.00207342+0.00103041j 0.000245456+0.00185033j -0.00161595-0.00156411j -0.00137945-0.000119407j 0.00187008-0.000108825j 0.00124843+0.00108099j -0.000646668+0.00200733j 0.00052872-0.00235969j -0.00145885-0.000355058j -0.00233548-0.000955406j -0.000633501-8.16002e-05j 0.00197157-0.0016163j 0.00240984+0.00314823j 0.00133318-0.00239437j 0.000322642+0.000993307j 3.42469e-05-0.000835657j 0.00277301-0.00112421j -0.00136898-0.000424821j 0.00343089+0.0012835j -0.000527347+0.00137056j -0.00194227+0.00174919j 0.000234721+0.00252047j 0.000197559+0.000555387j 0.00190723+0.00243122j -0.00122577-0.00230694j -0.000722836-0.00250874j -0.00132864+0.000323617j -0.00264001-0.000515798j -0.000230729-0.00340546j 0.000498467-0.00109588j 0.00238145+7.22587e-05j -0.000873474+0.00114339j -0.00115969+0.00234134j -0.00108503-0.00322545j 0.000948337+0.000537519j -0.000150194+0.000772953j -5.99546e-05+0.000253495j -1.07282e-05+0.000736176j -0.000855436-0.00246379j -0.000727258-0.00107348j -0.001128-0.00012702j 0.000650388-4.42265e-05j 0.000131875+0.00048257j 
9.82568e-05+0.000662058j 0.000770433+0.000434535j 0.00304243+6.61582e-05j -0.000492423-0.00275418j 0.00362592-0.000151567j 0.00117805-0.00251972j 0.000753953+0.00370608j 0.000405851-0.000293417j -0.000645226-0.000940299j 0.00361026-0.00130749j -0.0038814-0.00329435j 0.00246042+0.00148419j -0.0060159+0.00326457j -0.000555529+0.00697618j 0.0075528-0.000633329j -0.00335783+0.0016426j 0.000810743-0.00896196j -0.00342572+0.00378212j 0.00021655-0.00388485j 0.00403551-0.00516174j -0.00584564-0.00632055j -0.000136531+0.00418689j -0.00893999+0.00461047j 0.00773869+0.00282621j -0.0093158+0.00221556j 0.00403871+0.00359812j 0.000264899+0.000816948j -0.000520304+0.00211124j -0.00647139-0.0028326j 0.00433089-6.01971e-06j -0.00220806-0.00305513j 0.00349699-0.000872309j 0.0037342-0.00128181j -0.00995854+0.00241794j 0.00487154-0.00863644j 0.000793148-0.00397196j 0.00482786-0.00196749j 0.00836134-0.00411252j -0.00472754+0.000271838j -0.00112667-0.000972045j 0.00835497+0.00237138j 0.00428387+0.00186321j -0.00313401+0.00458174j 0.00299687-0.00627088j -0.00523024-0.00751527j -0.00513985+0.00674729j -0.00590569-0.00621113j 0.00500377+0.00487178j -0.0038425-0.00497054j -0.00368909-0.00769759j -0.00856048+0.00433628j 0.00413125+0.00815954j 0.00478599-0.00449997j 0.00150714-0.00454269j 0.00400098-0.00376293j -0.0014267-0.00445976j 0.00452344+0.0025077j -5.1213e-05-0.00333928j 0.00255083+0.00510148j 0.00391588+0.00979022j -0.000972891-0.0045432j -0.00405211-0.000868228j -0.00167707+0.00241736j -0.00407212-0.00422644j -0.00140419+0.00319905j 0.00268039-0.0020473j -0.000175354+0.00135954j -0.00610031+7.27107e-05j -0.000892305-0.00638544j 0.0016178-0.00235061j 0.00100089-0.00212345j -0.0023995-0.00583086j 0.000768351-0.00154584j -0.000478611-0.000564094j -0.00205012-0.000474603j -8.47041e-05-0.000125792j -4.71155e-05-0.00050668j 
0.00134625+0.000631876j 0.000609297-0.000552638j 0.00306327-0.000527805j -0.000128062-0.0021991j 0.00352485-0.000290831j 0.000822538-0.000203597j -0.000821791+0.00255749j 0.0044243-0.00148332j 0.00551177-0.000115155j 0.00666366-0.0021561j -0.00526508-0.00272651j 0.0041554+0.00160179j -0.00309281+0.00477077j -0.00505288+0.00665469j 0.00462459+0.000438941j -0.00627282+0.000126994j 0.00214191-0.00285272j 0.00276523+0.00298658j 0.00221094+0.00189403j -0.00333867+0.00387609j -0.0037942-0.00646907j -0.000278631+0.00419924j -0.0106174+0.00335821j 0.00833665+0.00879339j -0.000275566+0.00780761j 0.00679929+0.00546791j 0.000898432+0.00743239j 0.00786407+0.00371467j -0.00145621-0.00541808j 0.000703421+0.00114603j 0.000151978+0.00844374j -0.000690438+0.0018689j -0.00228008+0.0033423j 0.00605622-0.00762869j 0.00646044-0.000334514j -0.00969184-0.00475899j -0.00172057-0.00726894j -0.00384275+0.00324644j 0.00309057+0.00102865j 0.00461825-0.00883548j 0.00647177-0.00481017j 0.00297033+0.00207362j -0.0100744+0.00381197j 0.00114914+0.000573927j -0.00766736-0.0024208j 0.00374168-0.000767148j -0.00640182-0.00279081j -0.0102968+0.00518091j 0.001604-0.00109141j -0.00293835+0.00630656j -0.00842787+0.00754472j -0.00373664+0.00776207j -0.00350571-6.07737e-05j 0.00493862-0.000377623j 0.0070349+0.00563602j 0.00249229+0.00476301j 0.00377152+0.00151661j -0.00343839-0.0109199j -0.00568933+0.00500568j 0.00512159-0.00559683j -0.0101007-0.00805734j -0.000314686-0.00498012j 0.00601948-0.00489779j 0.000275731+0.00236654j 0.00241105+0.00505368j -0.000406653-0.00299646j -0.00612798-0.00198962j 0.00455208-0.000351845j -0.00426651+0.0026721j -0.00209058+0.00117808j -0.00304455+0.00242256j 9.72609e-05+0.00261486j -0.000325858-0.0027966j -0.000579395-0.000547762j -0.000540611+0.000170726j -0.000522259+0.000247848j -0.000177552-0.000839406j 
-0.000697314-1.76147e-05j 0.000506317+0.000701662j -0.000446121+0.000208993j -0.000420202-0.000384453j -0.0064327-0.0020868j -0.000384249+0.00410226j -0.000594223-0.00216657j 0.00147276-0.00168775j -0.0034674-0.00172194j -0.00613588-0.00285428j -0.00144465-0.00399374j 0.0039651-0.002404j -0.00579255-0.00577525j 0.0045497+0.00589595j -0.00408974-0.00130311j -0.00932759-0.00467764j 0.000268883+0.00942556j -0.0109725+0.00430743j -0.00120961+0.0099966j -0.00648358-0.00360495j 0.00219878+0.00205673j -0.00388312-0.00269832j -0.0129036+0.000214052j 0.00975992+0.00526716j 0.002655-0.00443325j -0.00237967+0.00815654j 0.00494161+0.000413749j 0.0041505+0.00330782j 0.00183098-0.00092541j 0.00343036+0.0114722j -0.00464038+0.00277749j -0.0012897+0.00727484j 0.00145009-0.00238755j 0.00359512-0.00366139j -0.00764201-0.0108049j 0.00592796-0.00112342j 0.0153678+0.00132406j -0.0097846+0.00226466j 0.00149299+0.0012447j 0.000749895+0.0108184j 0.00570937-0.00177679j -0.00375095-0.00582843j -0.00228877-0.0046383j -0.00251947-0.0049452j 0.000651244-0.00189427j 0.00909351-0.00222103j 0.00606308+0.0185119j 0.0155083-0.00182049j 0.0052957+0.00577121j 0.00529077+0.0142973j 0.00778926-0.00624071j 0.000772961+0.0100633j 0.00951255+0.00196627j -0.0123315+0.0124246j 0.00238217+0.00378281j 0.00497319-0.00645982j -0.00453355-8.17107e-05j 0.000911385+0.00335018j -0.0023038-0.00125054j -0.000544867+0.00502063j 0.000884874-0.000326276j -0.00172935-0.00495601j -0.00211196+0.000327027j -0.000688661-0.00820415j -0.00366842+0.00424164j 0.00546103+0.00065308j 0.000186382+0.00176687j -0.00224109-0.00315968j 0.000291265-0.00209097j 0.0026711+0.000790321j 0.000909555-0.000730164j -0.0017628-0.000652454j -0.00491658-0.00122225j -0.00217166-0.000816846j -0.00237467+0.00150062j 0.000215232-0.000792503j 0.000438457+1.33668e-05j 
