0.159426-0.0984514j 0.0978078+0.161848j -0.119847+0.238219j 0.264105+0.180464j -0.135606-0.0992443j -0.234437+0.10136j 0.0784492+0.0335037j 0.0898002-0.119133j -0.108934-0.0229276j -0.046455+0.0750084j -0.0349808+0.15105j -0.101163+0.0251057j 0.0473931-0.10328j 0.0676978-0.144583j 0.0560986+0.021602j 0.113623-0.0685596j 0.0193787-0.0915929j 0.116569+0.0584044j -0.0189123-0.0146966j 0.00603053-0.157478j -0.00259992-0.131481j -0.0380152-0.115853j 0.0666382+0.126979j -0.0278863+0.18927j 0.0953063+0.0239894j 0.228591+0.130965j 0.034904+0.0875667j -0.225864-0.0261541j 0.181126-0.170197j -0.0083291-0.145902j -0.0400254+0.168086j -0.175087-0.0718229j -0.0396443+0.162589j -0.161236-0.0567994j -0.0741086-0.041736j 0.0842325-0.0240131j 0.076245-0.0431913j 0.0176326-0.075084j 0.0293224-0.0363658j 0.0107497-0.0196343j -0.00676118-0.0616758j -0.0278983+0.0284463j 0.017421+0.0212255j -0.00835284+0.0243012j -0.019075-0.0381345j -0.00631186-0.0268961j -0.00324135-0.0032502j 0.0214842-0.0134575j 0.00150768+0.00382672j -0.0269889-0.0216418j 0.0159352+0.00434391j -0.0213107+0.00216546j -0.00633077+0.00742736j 0.010238+0.02836j 0.00895947+0.0137679j 0.021475+0.00489148j 0.00635533-0.00122169j 0.00482889-0.00465436j -0.00224762-0.00502563j 0.00438932-0.00161256j -0.0150522+0.0104878j -0.00542805-0.0277212j 0.0193007+0.000309664j -0.0146229-0.00672469j -0.0155254-0.00474549j -0.000481793-0.0131964j 0.022556+0.00821178j -0.0194909+0.01707j 0.0107341+0.0307153j -0.0280526+0.00887954j 0.00232927+0.0405154j -0.0403327+0.00217979j 
0.000147981-0.000573415j 0.000746395-0.000264745j 0.00234953-0.00113814j -0.00314337-0.00111881j -0.00259619+0.00303999j -0.00820904-0.00296853j -0.000887177+0.00341365j -0.000511622-0.00187732j 0.00305698-0.00353177j 0.00694799-0.00479741j 0.00637194+0.00879052j -0.0031374-0.00320232j -0.00285953+0.00196152j 0.00451743-0.000680354j 0.0054106+0.00347563j -0.00116781-0.00305872j 0.00863387+0.00349603j 0.00210695-0.00322385j -0.00115791-0.000331579j 0.000980678-0.00324565j 0.00264472-0.00107981j -0.00115488-0.0120596j -0.000376414+0.00413626j 0.00313366-0.00811652j -0.00432882-0.00222328j -0.00309516-0.00470222j -0.00104336+0.00451374j 0.0015839+0.00345344j -0.000464735+0.00163743j -0.00527647-0.000397547j -0.00312228-0.00345675j -0.000822523-0.00319032j 0.003103-0.00307729j 0.00268196+0.00430811j -0.00107367+0.00613081j -0.00109103+0.00206891j 0.00491153-0.00316602j 0.0014989-0.00376193j -0.00551019-0.00614231j -0.0101247+0.000949611j 8.42914e-05-0.00947217j 0.00188575-0.00697093j 0.00870304+0.00443565j -0.0102595-0.00173273j 0.00379858+0.00234567j -0.00281399+0.00248884j -0.0016012-0.00996555j 0.00390168-0.00527167j 0.00323182-0.00434024j -0.000765664-0.00608512j 0.00230331-0.00865875j -0.00225455-0.00181873j -0.0099406-0.0097827j 0.00819353+0.00786133j 0.00686012-0.00755108j -0.00213112+0.00755267j 0.000738661-0.00112389j 0.00756504-0.00093627j 0.00471618+0.00683238j 0.0015451-0.00853119j -0.00557579-0.00551634j 0.0156974-0.00982569j 0.000136223+0.00564557j -0.00237279-0.00758092j -0.00547541+0.00502329j 0.000670252-0.000943604j 0.00129239+0.00333753j 0.0026789-0.00945327j -0.00112507-0.00218582j 7.42353e-05+0.00384131j -0.00267879-0.000901486j 0.00100343-0.00294273j 
0.00232153+8.23311e-05j 2.83863e-05+0.000379091j -0.00115987-0.000596089j -0.00184985-0.00264239j -0.00142578-0.00765683j 0.00449306-0.00406387j -0.00358727-0.00388082j 0.00159472+0.00262592j 0.00237372+0.00343393j 0.00310828+0.0108203j 0.00326608+0.00525932j 0.00496085+0.00252098j 0.00511343-0.00383315j 0.0012049+0.00331712j -0.00872414-0.00598286j 0.00402732+0.00245014j -0.00863537+0.00365301j 0.00239638+0.00565211j 0.00105787-0.00148443j 0.00388971+0.0033547j 0.00392798+0.00599353j 0.0010108+0.00297244j -0.0044251-0.00329294j 0.00524335+0.00890073j 0.00333521+0.000712234j 0.000662742-0.00570974j 0.00677993+0.00327176j -0.00211694-0.0025994j 0.00552894+0.00321227j 0.00195803-0.00212394j 0.000798518-0.00169407j -0.000324247-0.00195626j -0.000924491+0.000997903j -2.0643e-05+0.00150618j -0.00352461-0.00372351j -0.00797342-0.00499047j -0.00184174+0.00310144j -0.00368338-0.00675972j 0.00485302-0.00343209j -0.00218029-0.00585401j 0.00107309+0.000992808j 0.00355698+8.22103e-05j 0.00361153+0.00359631j 0.00584525-0.00289763j -0.000484214+0.0054399j 0.00101632+0.00387806j -0.00222604+0.00306812j -0.00126992-0.0124303j 0.00683731-0.00101629j -0.0158501-0.00240542j -0.000253054+0.00108342j 0.00211256+0.00273847j 0.00198188-0.00246066j 0.00558982-0.00231348j -0.00183131-0.0072948j 0.00525024-0.000186119j -0.00724272+0.00252099j -0.00188593+0.0063058j -0.000538705-0.00300274j -0.00704691+0.0026769j 0.00368123+0.00518763j 0.00217483+0.0067277j -0.00873125+0.00219232j 0.00701483-0.00629771j -0.00225578+0.00370298j -0.00414644+0.00195852j 0.00582857-0.000431166j -0.00856325-0.00516075j -0.00368162+0.00239151j 0.000878376+0.00248509j -0.00121288+0.00144296j -0.00237616-0.00137218j 
0.000199583+0.000122647j -0.00241671-0.000594807j -0.0048038-0.00129966j 0.00165151+0.00230385j -0.00720166-0.00504749j 0.00907048+0.00450174j -0.000358385+0.00131702j 0.00228361-0.00207875j -0.00103185-0.00172249j -0.00176399+0.00520963j -0.000797597-0.00581064j 0.00459222+0.000155721j -0.000396993+0.00474128j -0.00355008-0.00574013j 0.00239619-0.000629677j -0.00663606-0.00660197j -0.00490668-0.00313433j -0.00453717+0.00224883j 0.0108865+0.00642318j -0.0035421+0.00328639j 0.0104695+0.00395819j 0.0115229+0.0107787j 0.00317619-0.00135617j 0.00453829-0.000375362j 0.000284093+0.00229772j -0.00230768+0.00724807j -0.00368095-0.00920948j -0.00397162+0.00238594j 0.00075512+0.00045392j -0.00385505+0.000574901j -0.00496029+0.000247044j -0.00716083-0.00155687j -0.00123303-0.000723678j -0.0029797-0.000238199j -0.0028566+0.00146444j -0.00391873-0.00542408j -0.00257234-0.00102024j -0.0055049+0.00243304j 0.00367517+0.00146492j 0.00640791-0.00519752j 0.00160088-0.00172325j -0.00213398+0.00518279j 0.00203972-0.00251582j 0.000743164+0.0037052j -0.00336061-0.00228124j -0.00108423+0.00591895j -0.000978047+0.000522792j 0.00568916-0.00485055j 0.000952085-0.00396015j -0.000751873-0.0131077j -0.00634188-0.00345648j -0.00397223+0.000584545j 0.0021635-0.00153092j -0.000221374+0.00437936j 0.00139423+0.000892786j 0.00858182+0.00388154j -0.00524331-0.00985053j -0.0019132-0.000929673j 0.000303986-0.000329082j -0.0031447-0.00175167j -0.00926169+0.00223611j 0.000260932+0.0017098j 0.00171288-0.00622069j 0.00990893+0.00374709j -0.00360601-0.00333959j -0.000744383-0.00261354j -0.0015081+0.00222307j 0.00112169-0.00427644j -0.00257854-0.00216516j 0.00101099-0.000715452j -0.00214927+0.000531557j 0.000315701-0.00174736j 
-8.5656e-05-0.00123976j -0.000347932-0.000154759j -0.000115419-0.00189978j -0.0024844-0.00194097j -0.000908796-0.00259254j 0.00354652-0.00344775j 0.000901493-0.00216137j 0.000805598+0.00160596j -0.00667123-0.00216613j 0.000376545-0.00548143j -0.00749886+0.00946062j -0.000900631+0.00554909j -0.000130004-0.0046216j -0.00263901-0.0029018j 0.000988918-0.000937677j -0.00477555+0.00444525j 0.00748692-0.000837664j -2.05929e-05+0.00291086j -0.00344569+0.00552652j -0.00471311-0.00527409j -0.00306495+0.00807611j 0.00343327-0.00435465j 0.00884221+1.84281e-05j -0.00260092+0.0018275j -0.00322078-0.00184334j 0.00402736-0.00936639j -0.00842227+0.00352991j -0.000129843-0.00424547j -0.00404796+0.00147218j 0.000579455+0.00347836j -0.00316514-0.0011219j -4.90543e-05-0.000795765j -0.00136534+0.000838108j -0.000606057-0.00184138j -0.000600043+0.00182655j -0.0006303+0.00137279j 0.000557121-0.000713133j -0.00832814+0.000404484j 0.00417332-0.00318916j 0.00503245+0.00197752j 0.00206266-0.000233158j -0.0026337+0.00489756j 0.00470247-0.000434572j 0.00453735-0.00230546j 0.00182659-0.00222796j -0.0014992+0.00376923j -0.00250179+0.00569751j 0.00115636+0.000401076j 0.00227744-0.00144466j 0.00285331-0.0056955j -0.00283059-0.0025477j -0.0021974-0.00456316j 0.00221531-0.000747606j -0.00016435-0.00103087j -2.24724e-05-8.38201e-05j 0.00676696+0.00641925j 0.0021745-0.00339262j 0.000653514+0.00188041j -0.00358933-0.000432813j -0.00273784-0.00185758j -0.00700757+0.000134587j 0.00322004+0.00307313j 0.00335632-0.0040291j 0.00138978+0.0021908j -0.00272366-0.00129856j 0.00143349-0.00119552j -0.00288501-5.60938e-05j -0.00433222+0.000627908j -0.00371487-0.00160708j 0.00545754-0.00262478j 0.000291998+0.000354801j -0.000278622+0.000915194j 
0.00228992-0.000346766j -0.000133984+0.00114189j -0.00142358-0.000622616j -0.00124731+0.00072531j 0.0085423+0.000198735j 0.00156712-0.00244236j -0.00297919-0.00213401j 0.00619551-0.00339626j -0.00821423+0.00264139j 0.00452901-0.0114541j -0.000884035+0.000313642j 0.00697235+0.00324653j 0.00246654-0.00749467j -0.00934613+0.00380467j -0.00737039-0.00700082j -0.0099277+0.00474788j 0.00780806-0.0020696j 0.0069394-0.00278646j 0.00516956-0.00296961j -0.00164458+0.000200357j 0.00610793+0.00455669j -0.0061039-0.00659791j 0.00376803+0.00360724j 0.00455963+0.00777955j 0.00168969-0.00628185j -0.00154723-0.00568258j 0.00180198+0.00203173j -0.00432566-0.00440868j 0.00278199+0.000859312j 0.000152388+0.0032449j -0.00358981-0.00127582j -0.00177037-0.000527976j -0.00263837-0.000903722j -0.00209536-0.0043333j -0.00407654-0.00376207j 0.00120946-0.00394284j 0.000805748-0.00319681j 0.00153475-0.00320047j 0.00223591+0.00284565j 0.000893029-0.00139492j -0.000846506+0.00185369j 0.00120255-0.00125078j -0.000608868+8.80071e-06j -0.00088878+0.00280145j -0.00223987-0.00258097j -0.00286469+0.00240384j 2.04287e-05-0.000502021j -0.00122007-0.00269833j 0.0024972-0.00097712j 0.000834322+0.00364392j 0.000398205+0.0014074j 0.00577937+0.00563237j 0.00183268+0.000297074j -0.000760838-0.000642549j -0.00544622-0.0014911j -0.00447188+0.00185808j -0.00376247-0.00118936j -0.00449837-0.00264955j 0.00285467-0.00463709j -0.00099245+0.00340223j 0.000431048-0.00115457j -0.00338861+0.00465103j 0.00198489-0.00104615j 0.0025759+0.000791055j 0.00210603-0.0038782j 0.00052242+0.00164691j -0.00290546+0.00130981j 0.00537843-0.000303323j 0.00175045-0.0020104j -0.00332468+0.0019265j -0.000317198+0.00292038j -0.0021692-0.000521512j 
0.00111872-0.00172324j 0.0015606+0.00150315j -0.000255143+0.00175087j 0.00122016-0.00147327j -0.000725547+0.00670353j -0.0017355-0.00227416j -0.00472004+0.00255931j 0.00151825-0.00226133j -0.00111728-0.000238576j 0.0102537-0.00291255j 0.00389987-0.00246905j 0.000975433-0.00713149j -0.00131377-0.00482873j 0.00236766+0.00372768j -0.000101698+0.0104068j 0.00911945-0.00229621j 0.00473138+0.00916855j 0.00296335+0.000570031j -0.00224841-0.00178796j -0.00133841-0.00560323j -0.00452159-0.00714524j -6.91462e-05-0.0117658j -0.0027703+0.00101558j 0.00208436+0.000248641j 0.00382496-7.70816e-05j -0.004908-0.00467843j 0.00845903-0.00227212j 0.00575436-0.00107963j 0.00662268+0.000333801j -0.0025425+0.00153911j 0.00160765-0.00376097j 0.0024555+0.00418328j -0.00402757+0.000481551j 8.81797e-05-0.00141271j 0.00673472-0.00105108j -0.00274911-0.00288299j -0.00500305+0.00193706j 0.00303654-0.00158504j 5.4042e-05+0.00581009j -0.00328324-2.49587e-05j -0.00816434+0.00911365j -0.00191612+0.0012754j -0.00440186+0.0064239j 0.00361923-0.00334769j 0.00760447-0.00443548j 0.0067424-0.0122778j 0.00178929-0.00135054j 0.00599054+0.0106483j 0.000451555+0.0110031j 0.00401158+0.00208743j -0.00175028+0.0067354j -0.0014205-0.00362014j 0.00579898-0.00324886j 0.00225517-0.00477311j 0.0137911+0.0011107j 0.00907042-0.00631257j 0.00544745+0.000255664j 0.00363786+0.00527158j -0.00246861+0.00807452j -0.000434448-0.00465451j 0.00657638+0.00777601j -0.00563758-0.00200864j -0.00316863+0.00103397j 0.00278618+0.00067447j 0.000628269+0.00298434j -0.00567142-0.000434857j 0.00630654-0.000979483j -0.0122752-0.00382008j -0.00141531+0.00216294j 0.00289749+0.00307094j 0.00322408-0.00227986j 0.00163414+0.00264991j 
-0.00144508+0.000300589j -0.00088128-0.00227401j -0.00122554+0.000429252j 0.00176291-0.000286514j -0.00349675-0.00660443j 0.0102101+0.00186292j 0.00330284-0.00103662j -0.00824973+0.00119582j -0.00393355+0.00403625j -0.0121857+0.00406047j -0.00532744+0.00852256j -0.00489297+0.00537441j -0.00218738+0.00453824j 0.00310718-0.00325798j 0.00500201+0.0014265j 0.00113431+0.00487036j -0.00203557-0.00612616j -0.00829015+0.0082146j 0.000562885+0.00859408j -0.00833582+0.00317887j -0.00852661+0.00518676j 0.0023841+0.00397108j 0.00505906-0.0105585j -0.00823966+0.0023891j 0.00176017+0.00734594j 0.00126731-0.00175433j -0.00258379+0.00154212j -0.000911121-0.00316136j 0.00468908-2.20366e-05j 0.00330978+0.00367946j 0.00088519-0.00068019j 0.00429506+0.00257519j -0.00221913-0.0002897j -0.000327992+0.0012935j 0.00379335-0.00181563j -0.00577186+0.00105053j -0.000914951+0.00045058j 0.00485608-0.0042672j -0.00369605-0.0017104j -0.0113981-0.000244516j -0.00375153+0.00139662j 0.00398852-0.0108155j -0.00293401+0.00307379j -0.000813383-0.00463233j 0.004058+0.00224352j 0.00641771-0.0012627j 0.00515323-0.00446483j 0.001751+0.00419461j -0.00236741+0.00630907j -0.00114924+0.00561131j 0.00393538+0.00260685j 0.00441929-0.00380855j -0.00599391-0.000350013j 0.00046325-0.00146188j 0.00419645+0.00376488j -0.00433333-0.00904451j 0.00532293+0.00452514j -0.00157059+0.00155028j -0.00251653+0.00326931j 0.00625744-0.00388975j 0.0111128+0.00343739j 0.000370506-0.00765269j -0.00232024+0.00640882j -0.00387741-0.00613321j -0.000349456+0.00539571j -0.00523764+0.00429046j 0.00397055-0.00104315j -0.00686137-0.00601717j 0.00105452+0.00107193j 0.00081239+0.00614664j 0.00160838-0.00363986j 0.00305626+0.000396497j 
-0.00119179-4.69559e-05j -0.000304457-0.000138839j 0.00255773+0.00171416j 0.00234653-0.0082563j -0.0064285-0.0070541j -0.000969649-0.00780752j -0.00247892+0.00326744j -0.00963748-0.000218418j 0.0106985+0.00117139j -0.00495823+0.00894507j 0.000171408+0.0228504j -0.00754691-0.00653256j -0.00552266+0.00526599j 0.0132418+0.000442084j 0.0101088+0.00917102j 0.00302202+0.00105526j -0.000356372+0.00414233j -0.00740191-0.00106336j -0.00568509-0.000998029j 0.00110893+0.00404234j -0.00248436+0.000809267j 3.61302e-05-0.00439211j -0.00509567-0.00164776j 0.00352353-0.0114114j -0.005733-0.00159638j -0.00225386-0.00648528j -0.00135287+0.00333927j 0.00326793+0.002265j -0.00207729+0.00206081j -0.000353286+0.00156487j -0.00120579-0.000545954j 0.0007705-0.000860033j -0.00216024-0.00224224j -0.000144195+0.000799883j 0.000800441-0.00800453j -0.00107351+0.00125314j -0.000389072+0.00184705j -0.00111979-0.00200823j -0.00251553+0.000452763j 0.00193292-0.000222725j 0.00213927+0.00218441j 0.000384455-0.00344043j -0.00776556-0.00389046j 0.00405305+0.00327229j -0.00391843+0.0071075j 0.000197289+0.00170645j 3.24694e-05+0.000631056j -0.00262984-0.00176559j -0.00555846+0.00614088j -0.00517851+0.00388956j 0.00418363+0.00430245j 0.00327408+0.00251673j -0.00394577+0.00923584j -0.00554665-0.00197833j -0.00662802+0.00441055j -0.00977815-0.00676365j 0.0023598+0.00565177j -0.00552942+0.000612103j -0.00209025-0.00518535j -2.75661e-05+0.00301632j 0.0100631+0.00180001j -0.00599102+0.0037535j -0.00175887+0.00151694j -0.00452496-0.0023547j 0.0025353+0.00090415j -0.00146366+0.00284543j -0.000333233-0.00343374j 0.00273717+0.0034797j 0.00320774-0.000940894j -0.00049765+0.00124471j 0.000214053+0.00177324j -0.00187437+8.8877e-06j 
0.000331013+0.00082596j -0.00124028+0.00137141j -0.00081166+0.00213165j -0.000688895-0.00317072j -0.0051582-0.00988033j -0.00127814-0.00823763j -0.00238013+0.00314079j -0.00830351-0.00039029j 0.0105071+0.00020955j 0.00271353+0.00248491j 0.00580238+0.00456061j -0.00337497-0.0012909j 0.000601923+8.44542e-05j 0.00988081-0.000468264j 0.00181073-0.00249004j -0.0021378-0.00285911j 0.00239056+0.00279913j 0.00096822-0.00154664j -0.00353073-0.00734265j 0.00932336+0.00523623j 0.00312952+0.00534306j -0.00869936+0.00286714j -0.00727153+0.00831517j 0.0114772-0.00669551j -0.00252197-0.00840369j -0.000263714+0.000822644j -0.00115213-0.00443097j -0.00576752+0.00648168j -0.00193163-0.0027252j 0.00351556-0.0012089j -0.00202253+0.00280658j 0.000680275-0.00124173j -0.000132276-0.00275241j 0.000184365+0.00569115j -0.00206748-0.00673343j -0.00342006-0.000914776j -0.00124348-0.000609873j -0.00454044-0.00143222j 2.25984e-05-0.00414112j 0.00583367-0.00206188j 0.00463122-0.00613003j -0.000795555-0.00202662j -0.00165879-0.00135931j 0.00121979+0.000786301j -0.0011697+0.00554076j -0.000174586+0.0074483j 0.000349162-0.0020224j 0.00547516-0.00472339j 0.000210712+0.00331501j -0.00817116-0.0167757j 0.00160663-0.00542796j -0.00852707-0.00321062j -0.00558684+0.00171365j 0.00141516+0.00917549j 0.00485768+0.000565536j 0.00240861+0.00341374j 0.000531552-0.006864j -0.00209341-0.000638933j 0.000527024-8.32452e-05j -0.0027834-0.00666561j -0.00528069-0.000547775j 0.00283609-0.00216457j -0.00421886-0.00220951j 0.00381575+0.000483353j -0.00443083+0.00251352j -0.00139822+0.000385787j 0.00289648+0.00051422j -0.000796335-0.00531357j -0.00350173-5.94361e-05j 0.00215174+0.000115955j -0.00147133-0.00175593j 0.00124731-0.00192191j 
-0.000726726-0.000816216j 0.0014301+0.00150498j 0.000556003+0.000645021j -0.00187719+0.00153335j -0.00703956+0.00472487j -0.000783223-0.00464096j 0.00193638+0.00021096j 0.000685476+0.00683086j -0.00639645+0.000157754j -0.00169663-0.0061739j -0.000602834-0.00333614j 0.00474902+0.00465624j -0.000258734-0.00483318j -0.00717944-0.00371627j -0.00492172-0.000569569j 0.000523338+0.00540658j 0.000912585-0.00640653j 0.00515179+0.00303735j -0.000615175+0.00363227j -0.00291952-0.00586892j 0.00472214+0.000942112j 0.00428281+0.004367j 0.00747518-0.00451687j -0.00293157+0.000190704j -0.00283549+0.000461742j -0.00096888-0.00211959j -0.00809025+0.0020266j -0.00134027+0.00339684j -0.00131132-0.00195835j 0.00164386-0.00591518j -1.01785e-05+0.000282j 0.00523657-0.00304186j -0.00333448+0.000445067j -0.00308509+0.00107429j -0.00132361+0.00515403j 0.0025616+0.00384719j 0.00367944+0.000950612j 0.00792239-0.00243615j -0.00446072+0.00113921j -0.00935762-0.00314588j -0.00246136-0.000541528j 0.00235471+0.00182136j 0.00114185+0.010887j -0.00422839+0.000123484j -0.00102291-0.000865734j -0.00273294-0.00634427j -0.00486994-0.00712977j 0.00793814-0.00194881j 0.00479673+0.00159991j 0.00321088+0.00579353j 0.000977399+0.000970144j 0.00570983+0.00712412j 0.00121087-0.00121184j 0.00423957+0.00252664j 0.0054905-0.00840112j -0.012347+7.80062e-05j -0.0023766+0.00107291j 0.000715102+0.00314414j 0.0020728+0.00258135j 0.000382126-0.00338138j 0.00256683-0.00120067j 0.00339365+0.000595489j -0.00487738+0.00258104j -0.00103872-0.00459242j -0.00182738-0.000861251j -9.42097e-05-0.00124119j 0.00133881+0.00104618j 0.00853271-0.00471809j 0.00359926-0.00131745j -0.00209434+0.00449553j -0.00165025+6.80906e-05j -0.000302596-0.00247758j 
0.000231322+2.56113e-05j -0.000295247-0.000412283j -0.00104719+8.71646e-05j 8.59939e-05-0.000214361j 0.00195425-0.00109053j -0.000111202-0.00303074j 0.000111218-0.00157216j 9.21972e-05-0.000689297j -0.0050184+0.0019731j -0.00177777-0.00405069j -0.00145169+0.0130878j 0.000117497+0.0039477j -0.00112933-0.00262491j -0.00298524+0.000243301j 0.000959098-0.00294363j -0.00522568+0.00432909j 0.00607693-0.00307176j 0.00093786-6.86302e-05j 0.000422456+0.0037718j -0.00421351+0.000680192j -0.000307415+0.00758852j -0.00318611-0.00722277j 0.00537675-0.00128778j -0.00152732+0.00231817j -0.00270308-0.00168308j -0.000504077-0.0094333j -0.00451016+0.00792355j -0.00138376-0.00463286j -0.000876379+0.00289701j 0.00118905+0.0034915j -0.000585058-0.000678414j -0.000498293+0.000289446j -0.00258791-0.00162833j 0.00230464-0.00210637j 0.00153037-0.00404048j -9.5129e-05+0.000424257j -0.000245446+0.00266184j 0.000852156-0.000128454j 0.00741696-0.00019249j 0.00394129+0.00374806j -0.00193279+0.0009238j -0.00267335+0.00877603j -0.00379212-0.000561572j 0.00617245+0.00195773j 0.000723236+0.00118411j -0.00319764-0.00457357j -0.00332269+0.00458645j -0.00357873+0.00441436j -0.00242281+0.0039522j 0.00181581-0.00400013j -0.00302354+0.00268486j -0.00416257+0.00297669j 0.00344108+0.0033354j 0.0001572-0.00148771j 0.00274064-0.0019147j 0.00140303+0.000331414j 0.0012612+0.00582031j -0.00194035+0.00122548j -0.00144636-0.000610227j -0.00406322+0.000124349j -0.00383062+0.00138546j -0.00548173+0.00185856j -0.00349227-0.0037115j -0.00182087+0.00374389j 0.00105341+1.93056e-05j -0.00209077-0.0050806j 0.00584675-0.00185288j 0.00186468+0.00259223j -0.00226141-0.00263085j 0.000987178-0.00176247j 0.000251303+0.00133661j -0.00120971+0.000159274j 
0.000906081-0.00013058j 0.000617754+0.00071111j 0.000100821-0.00323639j -0.00423647-0.000730709j 0.00526395+0.00455387j -0.00543755+0.00286225j 0.000340588-0.000891j 0.0055296-0.000876581j -0.00256149-0.00350796j 0.00758268-0.00294284j 0.00333868-0.00157886j 2.49841e-06-0.000852743j 0.00291757-0.00190485j -0.00376691+0.000744836j -0.00176538-0.00156629j -0.00077797+0.000686491j 0.00283458+0.0043448j 0.00262173-0.000609177j 0.000177328-0.00344359j 0.00183446-0.00301364j -0.000740084-0.00502556j -0.00101226-0.00929651j -0.000463789+0.00302052j -0.00154837+0.00456816j 0.00190365-0.00078075j 0.00177022-0.00236928j 0.0064901+0.00337783j 0.00118991-0.00391746j -0.000195365+0.00042324j -0.00212081+0.00342098j -0.00232768-0.000707775j -0.00291614-0.000445878j 0.00690233+0.00327666j -0.00216109+0.00313908j 0.000389091-0.00292153j -0.00052859+0.000577043j 0.00782046+0.00211834j -0.0040547-0.00235296j -0.00108092-0.00741307j -0.00176195+0.0017066j 0.0119294-0.00359752j 0.00683852-0.00987654j 0.00319805-0.00810827j -0.000878839-0.0027468j -0.00524747+0.00657996j -0.00450847+0.0116897j 0.00519266+0.00257183j -0.00595287-0.00917285j -0.00191904-0.00469435j -0.00781842-0.00184152j 0.0074402-0.00258066j 0.0025119-0.00422308j -0.0132194-0.00100837j -0.00617348+0.00253673j -0.012645+0.00233473j -0.00593865-0.00372379j 0.00429836+0.00362117j 0.00237973-0.00329031j 0.00139957-0.00364903j 0.00385413+0.00495599j 0.00454932-0.00613195j 0.0105809-0.000365612j 0.0023036+0.00698061j -0.00552006-0.00687469j -0.00145712+0.00109455j 0.000729167+0.00506511j -0.00577155-0.00228299j 0.00243228+0.00637621j 0.00290939+0.000201876j -0.000907347-0.000284038j -0.00159533+0.00202207j -0.00166865-0.00106058j 
0.000556073-0.00046675j 0.000553023+0.00108291j 0.000757481+0.000482371j -0.000443476+0.000375069j 0.00236658+0.0021002j -0.00338418-0.000776256j 0.00095753-0.000783066j 0.00184165-0.00125499j 0.00136966+0.00504148j -0.00352053+0.00286924j 0.00300786+0.00101853j 0.00225489-0.00293712j 0.000528389+0.00156315j -0.00194592+0.00550862j -0.000575861-0.000718177j 0.00327+0.00444477j -0.0056872-0.0010695j 0.00167019-0.000808013j 0.00262072-0.00636625j 0.000979714+0.00440016j 0.000808341-0.00675172j -0.0014116-0.00554099j -0.00498081-0.00442213j -0.000437434-0.000523823j 0.000597627+0.00107864j 0.000911292+0.00220182j 0.00147845+0.00319438j 0.00118563-0.000912731j -0.000521134-0.0016038j 0.00122029+0.00108052j 0.00119946+0.00358433j -0.000860136+0.00304606j 0.00204735+0.00129378j 0.00145025+0.00236894j 3.17985e-05+0.00847364j -0.00388184+0.00627458j -0.00318005+0.00376534j -0.00394317+0.0029188j 0.00314965+0.00444532j -0.00615546+0.00532954j 0.00132748-0.00105869j -0.0167761+0.000914254j -0.00220338+0.00321361j 0.00070975+0.00466349j -0.000112216+0.0022755j 0.00870363-0.00912543j -0.00746192-0.00426641j -0.0047338-0.00299462j 0.000817895+0.00111758j 0.000978522+0.004762j -0.000762358-0.00161769j -0.00326239-0.00332545j -0.00250104+0.00732562j 0.00725921+0.0016056j 0.00886684-0.00249722j -0.00495277-0.00127734j -0.00680879+0.00361917j -0.00554601+0.00387848j -0.00105126-0.00272734j -0.00475258-0.00685885j -0.00432194-0.00533283j -0.0011044+0.00246711j 0.00403645-0.00841271j -0.00279182-0.00815634j -0.00278974-0.00197307j 0.0081045-0.00332718j 0.00377659+0.0049986j -0.00385325+0.0114853j 0.000741241-0.0058669j 0.0075807-0.00286597j -0.00140409+0.0013593j -0.00151012-0.000955573j 
