0.0172166-0.00652415j -0.00688599-0.0106353j 0.0128778+0.0324166j 0.0341581-0.0148514j -0.0167983-0.00902117j -0.0614162+0.0183851j 0.0274596-0.0161005j -0.0207124-0.00989874j -0.0290552-0.0487581j -0.0284925+0.0310135j -0.00249248-0.00875729j 0.0286748-0.0324933j -0.0129593+0.0256342j -0.0281977+0.028446j 0.0331738+0.000911149j 0.000423144-0.0521732j -0.013214-0.0737301j 0.0318756+0.144302j -0.0572859+0.00895388j 0.0207199+0.0474267j -0.153232+0.016528j -0.0138219+0.00918673j 0.0143745-0.0391821j -0.016268+0.111689j -0.0415075-0.0397042j -0.0233873-0.0237673j 0.00586114+0.0376912j 0.0026907-0.040198j 0.0168292-0.0264701j -0.011978-0.00545147j 0.00734564-0.00317205j -0.059836-0.023375j 0.0271377-0.0462984j -0.0163496+0.00800963j -0.028014+0.00766324j -0.0242423+0.0055715j 0.0210989+0.0117005j -0.0228633+0.0232821j -0.00850268-0.00756521j 0.00937911+0.0098895j 0.0363706-0.00493627j 0.0127838-0.0246134j -0.00387439-0.0376816j 0.0339076-0.0482224j -0.048828-0.0302161j 0.0141942+0.00650088j -0.0154637-0.025203j 0.0118079+0.0123798j -0.0154098-0.00254681j -0.0266677-0.00375844j 0.0294215-0.0319128j 0.000618004-0.00646922j -0.0149763+0.0479253j 0.032955-0.00789555j -0.0269165+0.0112442j 0.000205783-0.00919532j 0.00244647-0.0206997j -0.00876061+0.00337042j -0.00339109-0.00225191j 0.00629651-0.0195839j 0.0205264+0.00405004j -0.00423465+0.000895985j -0.00438278-0.0193794j -0.00584139-0.0154717j 0.0291699+0.000510377j -5.76755e-05+0.00163616j 0.00576276-0.00768189j -0.0135958+0.00561496j -0.00267896+0.00941377j 0.00665471-0.0102734j 0.00623731+0.00676482j 0.00664946+0.00958576j 0.00813155-0.00148821j 0.00923433+0.00804982j 0.00945557-0.0142654j -0.0107062+0.00262614j -0.000475289+0.00510355j -0.0202311+0.0101864j 0.00638672-0.00419003j 0.00272245-0.00187859j -0.00664396-0.00812804j 0.00104145+0.00686892j 0.00259686+0.0066224j 0.00455969+0.00752542j 0.00198817+0.00705603j 0.00112368-0.0171429j 0.0260022-0.0179704j -0.0234393+0.00432457j -0.00999353+0.024623j -0.0269587+0.0276998j 0.00208583+0.0320247j 0.0223993+0.0272954j -0.016869+0.013514j 0.00455031-0.0721645j 0.0604226-0.00764788j 
-0.00776279-0.00262396j 0.00282792-0.0243793j 0.0116337+0.0164671j 0.00369913-0.00492571j -0.0145096+0.0199075j 0.00297044+0.0357783j 0.00536112-0.00582576j 0.0280303+0.0020449j -0.00558636+0.0185511j -0.00226527-0.00167226j 0.00346253-0.017092j -0.0171304-0.0197571j 0.00863175+0.0420246j 0.0517406+0.0206282j -0.0478487-0.0117752j -0.00196579+0.0189041j -0.0129672-0.00719827j 0.00289268+0.0730241j 0.0288162+0.0163512j 0.00503006+0.0302102j 0.011324-0.0296377j 0.00460309-0.010294j -0.00940084-0.0141595j -0.00668841-0.0046642j -0.0308112+0.00433262j 0.00660442-0.0158132j 0.000939245-0.000863461j -0.0170859-0.0107916j -0.00430351+0.0172646j -0.0188208-0.00526351j 0.00460174-0.0271243j 0.028682-0.0295402j -0.00720987+0.00436132j -0.0114286+0.00159345j -0.000980321-0.00302684j 0.0304786-0.00676922j 0.00387386+0.00540693j 0.00695887-0.00320452j -0.00334396-0.00965112j 0.00766154-0.0147935j -0.0211899-0.00458251j 0.0125698+0.00640331j 0.0132454-0.00242045j 0.00303885-0.0133179j 0.0152545-0.0210433j -0.012334+0.0188225j 0.00556866-0.00932851j 0.000292403+8.43885e-05j -0.00276072-0.00750086j 0.00585829+0.00426251j 0.00598006-0.00961751j -0.00159081-0.00732669j 0.000874647+0.0081066j -0.00426393-0.00577901j 0.0136343-0.0069j -0.00523141-0.00382302j 0.0131915-0.0196212j 0.00152375+0.0103311j 0.00152797+0.00861245j 0.00481666-0.0202391j -0.00142964-0.00546273j 0.00673791+0.000234575j 0.00320241-0.00580026j -0.00074071-0.00435289j -0.0169592+0.00436057j 0.000250958+0.00172239j 0.00249003-0.000850433j 0.000950617+0.000154357j 0.00663207+0.00424766j -0.00127243-0.00735977j -0.00493984-0.00398936j -0.00343872+0.00942882j -0.00254257+0.00323088j 0.00229034+0.00380702j -0.0056622-0.00172998j -0.00280307+0.00167818j -0.00357699-0.00114563j -0.00446974-0.00849454j -0.00168464+0.00362506j -0.00269781-0.00594863j -0.00461043-0.0121724j 0.000388445+0.00260409j 0.00427179-0.0059774j 0.00193047+0.0071572j 0.00010683+0.00510514j -0.00521744-0.00487003j -0.0016917-0.0107195j 0.00383151-0.00609414j 0.00588821+0.0110405j -0.00578752+0.00528068j 0.0101184+0.023748j -0.00546292+0.0216991j 0.00217554-0.00634554j 0.021385-0.0330425j -0.00431664-0.0031229j 
-0.00489588-0.0259727j -0.000553438-0.00602424j 0.0121738-0.00359411j -0.00502218-0.00717793j -0.00123075+0.0446283j 0.0561719+0.0533671j -0.0318403-0.0279588j 0.0217281+0.0362993j 0.0112466+0.0403232j 0.0166138+0.0327559j 0.0169097+0.0312227j 0.00967654-0.0123499j -0.0117434+0.0117812j 0.00902788+0.0710608j -0.0166657-0.0681236j 0.0126969+0.0160417j 0.0309579-0.00907634j 0.00360071+0.0525743j 0.0223316+0.0649574j -0.0072571+0.0374676j 0.0196235+0.0630578j -0.00740985-0.020131j -0.0196999-0.0480488j -0.0462037-0.029841j -0.00545112-0.00281478j 0.0220197+0.0171468j -0.0223527-0.021085j 0.00514249-0.0366798j 0.0301714+0.0270575j 0.000510319+0.0251807j 0.0089327-0.0395736j 0.00286996+0.00951467j 0.0351372+0.00354204j 0.00490022+0.00491838j 0.0109787+0.00930778j -0.00738448+0.0332225j 0.00367027+0.00678987j 0.000594599+0.0138039j -0.020324-0.0168062j 0.00678274-0.0342207j -0.020322-0.00432998j 0.00652871+0.0162873j 0.0217599+0.0207768j -0.00866661-0.0194034j -0.0198598+0.00538402j 0.00278403-0.00501079j -0.00163733-0.0159191j -0.0129684-0.0111634j 0.00885358-0.00367871j 0.00425019+0.0207573j 0.0049343+0.00344746j 0.00177606+0.000630578j -0.00147016-0.0037307j 0.0105205-0.00660808j -0.00653756+0.00305914j 0.00850424-0.00116598j -0.0110034-0.0129081j -0.00351091+0.0118683j 0.00297513-0.0143825j 0.00216744-0.00998953j 0.00429165-0.00813944j 0.00165254-0.00404652j -0.0044438+0.00570017j 0.00721089-0.00593394j -0.00990601-0.00127724j 0.0036935-0.000101908j -0.00399463-0.00163178j 0.00811008+0.00475357j -0.00490629+7.87408e-05j 0.00994335+0.00151251j -0.000962034-7.16999e-05j 0.00210295+0.0113722j 0.00895129+0.0111428j -0.000596343+0.0131874j 0.00375143-0.0004093j -0.00568885+0.00322113j -0.000139382+0.0144667j -0.00346538-0.00514872j -0.00883862+0.000575815j 0.00178231-0.0133915j -0.00226183-0.00451404j 0.0103054+0.0202489j -0.0111349-0.029715j 0.00440462-0.00512304j -0.00757141-0.0179413j -0.00188888+0.0151567j 0.00505777+0.00674049j 0.00858019-0.0129094j 0.00347287+0.0121956j -0.00883081+0.00968422j 0.00169077+0.000592749j -0.0169789-0.0161577j 0.00623677-0.042596j 0.00105555-0.000854105j -0.00468877-0.0144853j 
0.0206425-0.00561763j 0.00336856-0.00403399j 0.0061376+0.00659995j 0.0404631-0.0171972j -0.0473925-0.0225544j -0.0860695+0.0363198j 0.0430552-0.0184255j -0.0192571-0.00489014j -0.0107228-0.0390188j -0.0233564+0.024819j -0.0133955-0.0172804j 0.0377347+0.00261047j -0.0289192-0.00754405j -0.0428247-0.0113803j 0.0296496+0.00630981j 0.0152691-0.0660002j -0.0139958-0.0373347j -0.06205-0.0201019j -0.0414959+0.0161952j -0.0128943+0.00782014j -0.0452192+0.127109j -0.0278699-0.0265498j 0.0204328-0.0414218j -0.0629473+0.0392719j 0.0350944+0.0157768j -0.00596071+0.00363864j -0.00434415+0.0161108j 0.00658918-0.0357158j 0.0234339+0.00346391j -0.00593521+0.0034425j 0.0025449-0.0211978j -0.0402972-0.00960932j 0.0460582+0.000615975j -0.010525-0.000842866j -0.00284532-0.000729092j -0.0206336+0.0224897j -0.0179961+0.0332355j -0.0135994+0.0141216j -0.0181551+0.00698897j 0.00493504-0.0178431j -0.00870934-0.0197674j -0.000554786-0.00935735j 0.00906686-0.00778598j 0.0134417-0.00996878j -0.0228415+0.0100547j -0.00276839-0.0022387j -0.00394945+0.0109609j 0.0029424+0.00130924j -0.000973804+0.00273844j -0.00204651-0.00173004j 0.0236454-0.016569j 0.00415173-0.00427262j -0.0110929+0.0108682j 0.0247845-0.00508772j -0.0100192+0.00978871j -0.00638248+0.0135173j 0.00541611-0.0106221j 0.00260046-0.00852232j 0.00336338-0.000850333j -0.00490348+0.0126482j 0.0119804+0.00240903j 0.00221313+0.000567601j 0.00987567+0.00628545j 0.00312654-0.00111958j 0.0228644-0.0129229j -0.0108535-0.00111778j 0.00968502-0.0051436j -0.00791487+0.00526845j -0.0170229-0.00360572j 0.00634953+0.00853775j 0.00279326+0.0126596j -0.0143079-0.0119335j -0.00011169-0.00522464j -0.00764807+0.00362598j 0.0125779+0.00792726j 0.00679958+0.00288197j 0.00514617+0.00292099j -0.00290371+0.00016522j 0.00151953+0.00749324j 0.0049266+0.00353117j 0.0118554+0.0227572j -0.000705527+0.00367685j -0.00122886-0.0159422j -0.000763702-0.00128409j 0.00333955-0.00676304j -0.00203555-0.0066717j 0.0036838-0.00162567j -0.0132721+0.0181106j -0.0013717+8.4881e-05j -0.0189908+0.010487j -0.00677135+0.0043097j 0.00146488-0.00684506j -0.00132222-0.0067789j -0.00144733+0.00211925j 0.0280249-0.0077914j 
0.0194846-0.00662978j 0.0121118+0.00533725j 0.0274111-0.0338664j 0.0752276+0.0168053j -0.043496+0.0555697j -0.149517+0.0178232j 0.067941+0.0053463j 0.00630655+0.0106949j -0.0561268+0.0390148j -0.0739347+0.00714766j -0.0283791+0.00851423j 0.0192475-0.00402549j -0.0330678-0.00597801j 0.0173153+0.0251717j -0.012375-0.021794j -0.00347714+0.0307244j -0.0242972+0.0352426j 0.0143926-0.0130508j -0.0296699+0.0505637j 0.0049611+0.00660888j -0.148361-0.00912994j 0.0144831+0.00489982j 0.0257164+0.0166299j -0.0184259-0.0270654j -0.0315292-0.0302114j -0.0207968-0.0027096j 0.00198741-0.0162459j 0.00846102+0.0110123j -0.0309939-0.0182681j -0.0145882+0.0103871j 0.0184449+0.0121608j -0.0496082+0.0381943j -0.0124289+0.0090545j -0.0127446+0.00811319j -0.0248086+0.0112164j -0.0153361+0.0171301j 0.00602419-0.0277133j -0.0147933-0.00905616j 0.0156234-0.0120105j -0.0157261+0.0167026j -0.00209398+0.00823494j 0.00535173+0.0175706j 0.0099641+0.00719511j 0.0109505+0.0054539j -0.0206819+0.00348517j 0.0113162-0.00292911j 0.00833832+0.0113958j 0.0064471-0.00730383j -0.00416134-0.00974349j -0.0138369+0.0105476j 0.00549613+0.00262564j 0.00655893+0.0202326j 0.00713079-0.00870287j 0.00437347+0.00659361j -0.00540399-0.00526055j -0.0214975+0.000527454j 0.0067473-0.0130588j -0.00456076+0.00924627j -0.000102854-0.00479691j 0.00286153-0.00793577j -9.51225e-05+0.00993467j -0.0076875+0.00450828j -0.00765067+0.00975805j 0.00102437+0.000995593j 0.00813358-0.0119292j 0.00428779+0.00299542j 0.00812548+0.000166354j -0.00996621-0.00570564j 0.00817386-0.00101447j 0.0138243-0.00362433j -0.00368471-0.00566757j -0.00682274+0.00372124j 0.00751747-0.00173609j -0.0150234+0.00756524j -0.00667342-0.00598269j -0.0043866-0.00139973j 0.00982786-0.000400347j -0.00979345-0.00494568j -0.00754889+0.00639043j -0.0108888-0.000848091j -0.0101379-0.0148241j 0.00211745+0.00326907j 0.00846175+0.00923004j 0.00210716+0.00181462j 6.2587e-05-0.01261j -0.000500545+0.00381022j 0.00507757+0.013464j -0.00930714-0.00171765j -0.0228266-0.0050541j -0.00215915-0.00712743j 0.0133564-0.0156285j 0.0238868-0.0248293j 0.0276904+0.00463381j -0.00552349+0.01357j 0.00993798+0.00554428j 
-0.000643131+0.00423669j 0.0018805+0.00248235j 0.00130152-0.0122135j -0.00526984-0.0134864j -0.00858253-0.023772j 0.0410482+0.0634057j -0.0242079-0.0194183j 0.0308183+0.0327543j 0.0212404+0.0244619j 0.0113479+0.0164651j -0.0107365-0.0322613j 0.00684752+0.0208458j 0.00933776+0.0172238j 0.0126835-0.0104192j -0.018382+0.0142621j 0.0161222+0.0154653j 0.0217908+0.074872j 0.0212396+0.0518498j -0.00183188-0.0275368j -0.000992429-0.00714055j 9.43613e-05+0.0392644j 0.00838834-0.00711886j 0.000436409+0.00778713j -0.0133967+0.0123703j -0.00242692+0.00650282j 0.00639958+0.00979889j 0.0116596+0.00384325j 0.0083918+0.0187809j -0.0201845-0.022402j -0.00711806-0.00672616j -0.00537941-0.00489248j 0.00345506-0.0446643j -0.00212793-0.0137279j 0.00798161-0.00118367j -0.002453-0.00765423j 0.00910733-0.00743565j -0.00303745-0.00177473j -0.00949218-0.0237083j 0.000699934+0.00892675j 0.000462016-0.0117378j -0.00504796+0.0155449j 0.0146859+0.00196865j -0.00973096-0.0170404j -0.00203834-0.0133267j 0.00912896+0.00165957j 0.00406795+0.0101661j 0.0131853+0.016065j 0.0122047-0.0101318j 0.00423612+0.0138363j 0.0227228+0.00932307j 0.0129469-0.00700482j -0.00532042-0.0101501j -0.000949912-0.00989842j -0.00903182+0.00285159j -9.88689e-05-0.003871j -0.00602779-0.00328107j -0.0104548-0.0010794j 0.000522895-0.00805399j -0.0139755-0.00864459j -0.00260171-0.00722338j -0.00891689-0.00761313j 0.00683028+0.00180925j -0.000361063-0.0058725j -0.00402236+0.00183367j -0.0100845-7.63283e-05j 0.00341703-0.00513714j -0.00808586+0.00766982j 0.00301998+0.00977458j -0.00851933-0.00125221j 0.00357154+0.00372273j 0.00529196-0.00420616j -0.000745552+0.00110122j 0.00664574-0.00139505j -0.00147949+0.00145477j -0.00541088-0.00970223j -0.00158279+0.00101435j 0.00526147+0.00775641j -0.0109174-0.00615316j -0.00738672-0.0104113j -0.00239575-0.0200758j 0.00552619+0.00775512j 0.00153417+0.00125272j 0.00935589-0.0103678j -0.00745757+0.00122824j -0.00605266+0.00740423j -0.00495803-0.00514343j 0.00656852+0.00139364j 0.00302112-0.00847771j 0.000861125-0.00740007j -0.00133674+0.00211815j -0.00286419-0.00672983j -0.00600925-0.00279179j -0.0020857+0.00141968j 0.00506551+0.00946812j -0.00696824-0.00366998j 
-0.00655147+0.00315752j 0.00588151+0.00954784j -0.0151019-0.0212026j 0.00578214-0.0020216j 0.0320693+0.0296025j -0.0232965-0.0462705j 0.0107723+0.037122j 0.00618145-0.0164089j 0.035274+0.0280017j 0.0072759-0.00469702j 0.000166852-0.00044989j -0.0259433-0.0451591j 0.0186096+0.029443j 0.0238912+0.000937794j -0.0325159-0.0118141j 0.00723848-0.0003135j -0.000514791-0.0288185j -0.00674331-0.0267485j 0.00444114+0.00782177j 0.0102186-0.00155418j -0.00403057+0.0285189j 0.0028774+0.00705747j -0.00972273-0.00131829j -0.0146765+0.0199608j 0.0083018-0.00466715j 0.0162858-0.000595073j 0.0168414-0.00142638j 0.00566097-0.000697962j -0.00345617-0.030315j -0.00937449-0.000653454j 0.00214894-0.000129847j 0.0311154-0.0237315j -0.00153224-0.0181283j 0.0209636+0.00039259j 0.0111263-0.000597768j -0.00422768-0.0130849j -0.0259366+0.0150408j -0.000635417-0.0081339j -0.0136272+0.00478313j 0.00616282-0.011966j -0.0124199-0.0102597j 0.0145523-0.00201903j 0.00468898-0.00950813j -0.0059066+0.003611j 0.0102178+0.00968965j 0.00208024-0.00691796j -0.00384648+0.0230526j -0.008744+0.00537171j 0.00219776-0.00751426j -0.00210958-0.009468j -0.00485796-0.0159263j -0.000790065+0.00354589j -0.00692643+0.00280906j -0.0197568-0.0127937j -0.00544633+0.00381634j -0.00429274-0.00335254j -0.0079944+0.0011401j 0.0110922-0.00496007j -0.00462748+0.0157275j -0.00666004+0.0122431j -0.00485538+0.0050558j -0.00228428+0.00478575j 0.00292096-0.00115779j 0.00368848-0.000417223j -0.00591347-0.00123534j 0.00358938+0.00861486j -0.000717337+0.00165688j 0.000627594-9.27567e-05j -0.0085815-0.00106139j 0.00507868+0.00552034j 0.0139486-0.0111971j 0.00583125+0.00319218j -0.00447976+0.000795613j 0.000990355-0.00779348j -0.00815109-0.0138338j -0.00609586-0.00231566j -0.0106495+0.00233102j 0.00426328+0.00767582j 0.000633483+0.00355155j -0.00189415+0.0059338j -0.00413366-0.00036472j -0.000119136-0.00499334j -0.00252718-0.00236534j 0.00101621+0.00292493j 0.00183042+0.00610167j -0.00337702-0.00123032j -0.00256334-0.000769659j 0.000114192+0.00827261j -0.0102472-0.0108448j -0.00246968+0.00496778j -0.00588477+0.00309027j -0.0128034-0.0109581j -0.00343697+0.0124573j -0.0008472+0.00678804j -0.00997687+0.000880924j 
-0.00185798-0.00753067j 0.00336012+0.00693573j 0.00763875-0.000155223j -0.0116491-0.0302557j -0.0151925-0.00467574j -0.00337584+0.0373086j -0.00796573-0.0445287j -0.0102668-0.00714822j -0.0220421-0.0069725j 0.00839924+0.0410362j 0.031991+0.000224446j -0.0025161-0.0406572j -0.0188302+0.00639849j 0.0184266+0.00659663j 0.015569-0.00563065j 0.0107148-0.00317287j -0.0483084+0.0212811j 0.0100647-0.0300989j 0.00829234-0.0202454j 0.0134064-0.0156292j -0.0200002+0.0186841j -0.00436925+0.0114755j 0.00877399+0.0152466j 0.0214283+0.00166926j -0.00314261+0.00626283j -0.00126242+0.0159146j 0.00243133-0.0327831j -0.00175635+0.000894283j 0.00328054-0.0118471j 0.00662794+0.0187337j 0.0131837+0.00752208j 0.0175374+0.0177367j -0.00454257-0.00993213j -0.00196202-0.0213072j 0.00115326+0.00894132j 0.00293426+0.0116485j -0.00454897+0.0107658j 0.00179045+0.00911551j -0.00752846+0.016229j -0.00307528+0.0202979j -0.00706369-0.0154879j 0.00137795-0.00919349j -0.00547905+0.00921154j -0.000204791-0.00330729j 0.0139028+0.0187112j 0.00609207-0.0134919j 0.00197143+0.00167211j 0.00645134-0.00825614j -0.0060587+0.00730015j -0.00664954+0.00464343j -0.00412115-0.0130921j -0.0068466+0.00270669j 0.017266-0.00201582j -0.00200984+0.00272937j 0.0114817+0.0196413j -0.002264-0.00373887j -0.000425651+0.00101983j -0.00522095-0.00877695j 0.00173168+0.00688251j 0.00390248+0.00421205j 0.00716255-0.00494792j 0.00116052-0.00109664j -0.00488725+0.00391534j -0.00676271+0.00227874j 0.00709625-0.00818928j 0.00492931-0.00487513j 0.00416471-0.00332593j -0.00314974+0.00268138j -0.00103659+0.0174421j 0.00121949-0.00691331j -0.00998472-0.012391j -0.00359345-0.00725444j -0.0106584+0.00399781j 0.00466298-0.00393468j -0.0152538+0.0116331j 0.00510899+0.0057323j 0.00357314+0.00701105j 0.00813903+0.00245536j -0.00196495-0.0108923j 0.00718365+0.00687561j -0.0025342-0.0012171j 0.00206978-0.00634028j -0.000824199-0.00726808j 0.00213859+0.00165738j -0.000516792+0.00771764j 4.10746e-06+0.00475846j -0.00177412-0.0138521j 0.000887938+0.00861454j -0.00917715-0.00210527j 0.00212715+0.0117007j 0.000816045-0.00163696j -0.00562859-0.01005j -0.00259354+0.0054704j 0.000862231+0.00443543j -0.00104845-0.0105337j 
0.0046025+0.010647j 0.00156915-0.00714949j -0.0284869-0.00323802j 0.0128734+0.0292037j 0.0352646-0.00118216j -0.00886292-0.0269225j 0.013316+0.0510372j 0.0117977-0.00603087j 0.0535714+0.00889941j -0.0239119-0.0392013j 0.0198604-0.0191706j 0.0278055+0.026667j -0.0260869+0.0127704j 0.00780634-0.00447586j -0.005625+0.0133185j 0.0679161-0.00780843j 0.0579785-0.0152503j -0.04952+0.047918j 0.0163622+0.0201686j -0.0354338+0.0233755j -0.00628618+0.012349j 0.0195741-0.00511466j 0.0233682-0.010724j -0.0657006+0.0263195j 0.0145296+0.000990163j 0.0109655-0.042532j -0.00750427+0.00373058j 0.0225906+0.00344673j 0.00394111+0.00785359j 0.000729928+0.0170613j -0.00692996-0.00670715j 0.0300843-0.0307875j 0.00644264+0.00655106j 0.00277822-0.0269982j -0.00286738-0.0134072j -0.00162694-0.00465213j -0.0151195-0.00292004j -0.00257593+0.00572334j 0.00399516+0.00560801j 0.00900934-0.0166351j 0.0148974+0.0183165j 0.00924419+0.00315903j 0.0114189-0.00916042j 0.010417+0.00970879j 0.000755-0.0200962j -0.0112017+0.0221558j 0.0145933+0.00189369j -0.00412142+0.00263382j 0.00279902-0.00905362j 0.00650667-0.00326431j 0.012946-0.00407532j 0.00527902-0.00538756j -0.0260547+0.00490261j -0.00342613-0.00212814j -0.0132819-0.0064847j 0.0109895+0.00883408j 0.00264721-0.0145032j 0.00532468+0.0118663j -0.00142334-0.00746942j 0.00876898-0.000644767j -0.00713395+0.000339195j -0.00157579-0.00293956j 0.00360893-0.0025949j 0.0102915-0.00568734j -0.000629663+0.0118479j 0.00760173-0.00242617j 0.00543756-0.00599204j 0.00399397+0.00261823j -0.00819393+0.0106679j 0.00518613-0.00188662j -0.00944355-0.0154493j 0.00134961-0.00117052j -0.00130329+0.00516137j 0.0118056+0.0048311j -0.000260059-0.00161613j -0.00908649+0.00326323j 0.00921192+0.00284814j -0.00742117-0.000207527j -0.00457627+0.00897405j 0.0109028-0.0127603j -0.0103643+0.00894537j 0.000574674+0.00556536j -0.000803036+0.0065713j 7.29802e-05-0.000184016j 0.00408667-0.00419798j 0.001099-0.00822369j 0.000999959+0.0173233j -0.0081133-0.00683257j 0.00494616+0.00121584j -0.00918499-0.00723546j -0.00844024+0.0015601j -0.00671643+0.00828869j 0.00693965-0.00476189j 0.00944797+0.00114029j 0.00733667+0.00451561j 
0.000773504-0.0196048j 0.0290927+0.00746161j -0.0688081-0.0157356j -0.00430276-0.0468814j 0.0527383+0.000282611j -0.0220912+0.0472549j -0.0060016-0.0260818j 0.0178338+0.0162595j 0.0643508-0.00247182j -0.0232754+0.016889j 0.013575+0.00327747j 0.00606416-0.0197611j -0.0265895-0.0079087j -0.0186295+0.0209474j -0.0199872+0.00653682j 0.0704993+0.00707679j 0.102592-0.0170885j -0.15038+0.0641404j 0.0106304+0.0291195j -0.0709072+0.0266544j 0.0276637+0.0535571j 0.0423051-0.000435765j 0.051463+0.000543958j -0.0852276+0.0754712j 0.0445912-0.0213106j 0.0359182-0.0106553j -0.0371615+0.00739132j 0.0451946+0.00261155j -0.0456139-0.023619j 0.0222203+0.00145584j -0.00179268-0.00642637j 0.0396178+0.00635209j -0.0274852-0.0351511j 0.00427469+0.0112896j 0.00767138-0.017321j 0.00331675+0.0129908j -0.0214289+0.0207206j -0.00855148+0.0020095j 0.030916+0.0112719j 0.0296838-0.0303192j 0.0174442-0.0202722j 0.0115116-0.00236571j 0.00995283-0.00701636j 0.0235772-0.0131551j 0.0469829+0.0346705j -0.0195386-0.00280863j 0.0422313+0.0100525j -0.011908-0.017635j 0.011949+0.01761j 0.0101555+0.0176809j -0.00525-0.0155689j 0.00946725+0.00493608j -0.0175443+0.00509033j -0.0126802-0.0163479j 0.0011772+0.016451j -0.00421638-0.00305987j 0.0189724-0.00428873j 0.00991974-0.0117567j -0.0109175+0.00946087j 0.00859813+0.00357258j -0.0171735-0.0148977j -0.00352003-0.00562208j 0.0145818-0.00464951j 0.00396818+0.0147893j -0.0176509-0.0176873j 0.00172571-0.00952944j 0.0019651-0.00575613j -0.00420645+0.0136219j 0.00260291-0.00256938j -0.00253647-0.00615892j -0.0111337-0.00397925j -0.00874887+0.00302631j -0.00914199-0.00427329j 0.00251542-0.0259226j 0.0132304-0.00605078j -0.00100953+0.01079j 0.00179859+0.000339567j -0.0203816+0.01115j 0.000958094-0.0037304j 0.0174894-0.0177625j -0.00482499+0.000352634j -0.00941099+0.00151601j 0.0165908+0.00820473j -0.00179882-0.0019909j 0.00907598+0.00132475j 0.000989873-0.00305987j -0.0124477-0.00560775j -0.00683104-0.00897612j -0.0019325+0.0160069j -0.00213701+0.0317707j -0.0198942+0.00427338j -0.0322289-0.0155467j 0.000256466+6.67088e-05j 0.0386947+0.0116121j 0.0233589-0.0484704j 
0.00440215-0.00913649j 0.00756754-0.00955281j -0.0153065+0.0332324j -0.00121902-0.0083816j -0.0018791-0.0236011j -0.008828+0.0370405j -0.0180784-0.0351874j -0.00986363+0.0171428j 0.00836891-0.0320542j 0.00851777+0.0529122j -0.00495468-0.0120618j 0.00467953-0.0382394j -0.0122611+6.54112e-05j -0.0417578+0.0123327j 0.0271972-0.0412905j 0.00104595-0.0274904j 0.0470994+0.00116362j -0.0684132+0.00889266j -0.0495226-0.0211807j -0.0349103+0.0121775j -0.00795362-0.0341802j -0.0207503-0.0132572j 0.00260113-0.017415j -0.0379581-0.00479186j 0.0209615+0.00375281j 0.0275979-0.0009832j -0.0121918-0.0140355j 0.0168705-0.0214136j 0.0205658+0.00922463j -0.0168134-0.00748197j -0.00614738-0.00679385j 0.0180566-0.00586788j 0.0101665-0.00243207j 0.0247178+0.00979671j -0.00883072-0.000858877j -0.00472627+0.00655417j 0.0143226-0.00413776j -0.0117994+0.013836j 0.00681549-0.0139177j -0.0129614-0.00797245j 0.0089226-0.00457653j 0.00303302+0.0107204j 0.00346289+0.0102755j 0.0227703-0.00636124j 0.0090482-0.00374561j -0.00247091-0.00283467j 0.00549392-0.0180735j 0.0052309+0.00180528j 0.00346285+0.00172863j -0.00294225+0.00348253j 0.0123084+0.0107273j 0.000898115+0.0021543j -0.00127418+0.0080894j 0.0161555+0.0036144j -0.00472729+0.00133928j -0.000650361+0.00302178j 0.0223644-0.00537837j -0.00888673-0.00113129j 0.00495296-0.00816571j 0.00818004+0.00482829j 0.00287187-0.00148657j 0.00500829-0.000856949j -0.0042304+0.00185596j 0.00316725-0.00092111j 0.00547976+0.00546606j -0.000272137+0.000755847j 0.0122053+0.00608184j -0.00641043-0.00171425j -0.0196642-0.00691031j 0.010479-0.00243702j 0.0072197-0.00376228j -0.000360434+0.00355402j -0.00862353-0.00406715j -0.00713109+0.013387j 0.0128795-0.00637821j -0.00105096+0.0101935j -0.00119116+0.0100048j -0.00924652+0.00151515j 0.00871281-0.0038025j 0.0172081+0.0136428j -0.00190705-0.00749548j 0.00189259+0.0085945j -0.000196428+0.00389609j 0.00092424-0.00323643j 0.00107463-0.0116411j 0.00684179-0.000330765j -0.00730267+0.00426211j -0.0103123-0.00412141j 0.00572713+0.0186684j -0.00188783+0.00395624j -0.00213351+0.00175582j 0.00422912-0.00327697j -0.00163126-0.0160712j 0.0122951-0.00703718j 0.0215512-0.0189044j 
