0.0172166-0.00652415j -0.00688599-0.0106353j 0.0128778+0.0324166j 0.0341581-0.0148514j -0.0167983-0.00902117j -0.0614162+0.0183851j 0.0274596-0.0161005j -0.0207124-0.00989874j -0.0290552-0.0487581j -0.0284925+0.0310135j -0.00249248-0.00875729j 0.0286748-0.0324933j -0.0129593+0.0256342j -0.0281977+0.028446j 0.0331738+0.000911149j 0.000423144-0.0521732j -0.013214-0.0737301j 0.0318756+0.144302j -0.0572859+0.00895388j 0.0207199+0.0474267j -0.153232+0.016528j -0.0138219+0.00918673j 0.0143745-0.0391821j -0.016268+0.111689j -0.0415075-0.0397042j -0.0233873-0.0237673j 0.00586114+0.0376912j 0.0026907-0.040198j 0.0168292-0.0264701j -0.011978-0.00545147j 0.00734564-0.00317205j -0.059836-0.023375j 0.0271377-0.0462984j -0.0163496+0.00800963j -0.028014+0.00766324j -0.0242423+0.0055715j 0.0210989+0.0117005j -0.0228633+0.0232821j -0.00850268-0.00756521j 0.00937911+0.0098895j 0.0363706-0.00493627j 0.0127838-0.0246134j -0.00387439-0.0376816j 0.0339076-0.0482224j -0.048828-0.0302161j 0.0141942+0.00650088j -0.0154637-0.025203j 0.0118079+0.0123798j -0.0154098-0.00254681j -0.0266677-0.00375844j 0.0294215-0.0319128j 0.000618004-0.00646922j -0.0149763+0.0479253j 0.032955-0.00789555j -0.0269165+0.0112442j 0.000205783-0.00919532j 0.00244647-0.0206997j -0.00876061+0.00337042j -0.00339109-0.00225191j 0.00629651-0.0195839j 0.0205264+0.00405004j -0.00423465+0.000895985j -0.00438278-0.0193794j -0.00584139-0.0154717j 0.0291699+0.000510377j -5.76755e-05+0.00163616j 0.00576276-0.00768189j -0.0135958+0.00561496j -0.00267896+0.00941377j 0.00665471-0.0102734j 0.00623731+0.00676482j 0.00664946+0.00958576j 0.00813155-0.00148821j 0.00923433+0.00804982j 0.00945557-0.0142654j -0.0107062+0.00262614j -0.000475289+0.00510355j -0.0202311+0.0101864j 0.00638672-0.00419003j 0.00272245-0.00187859j -0.00664396-0.00812804j 0.00104145+0.00686892j 0.00259686+0.0066224j 0.00455969+0.00752542j 0.00198817+0.00705603j 0.00112368-0.0171429j 0.0260022-0.0179704j -0.0234393+0.00432457j -0.00999353+0.024623j -0.0269587+0.0276998j 0.00208583+0.0320247j 0.0223993+0.0272954j -0.016869+0.013514j 0.00455031-0.0721645j 0.0604226-0.00764788j 
-0.00212181-0.0127802j -0.00528994+0.000667649j 0.00904306+0.00901883j -0.0135869+0.0132276j 0.0070659+0.0147858j 0.00208383+0.0127942j -0.030147-0.0114708j -0.0710685+0.0173701j 0.00417254+0.00332628j -0.0352977-0.00169699j -6.52536e-05-0.00531709j -0.00347001+0.0251016j -0.0300502-8.42767e-05j 0.0367235+0.116856j 0.110291-0.0428748j -0.016247+0.0536479j -0.0647806+0.0488684j -0.0962404+0.0337348j 0.0942395-0.0133454j 0.00884183+0.00569055j -0.000860932-0.0351623j -0.0342498+0.0208169j -0.0140458-0.000648701j -0.0156835-0.00868804j 0.0340496-0.0253242j 1.21811e-05+0.00181565j -0.00515997-0.0126141j 0.00684854-0.0124131j 0.00898881-0.0248142j -0.0091167+0.0155218j -0.00578049+0.00912922j -0.0024046+0.0078813j 0.0343369-0.00807466j -0.0109766+0.0271157j -0.00592325-0.0117517j 0.000532494+0.00655607j 0.00797376-0.0112242j 0.00663644-0.000941272j -0.00931281+0.00246701j -0.0114738+0.0140156j -0.0179623+0.00285523j -0.0257778+0.0154264j 0.0109752+0.0164468j 0.00114448-0.00310383j -0.00520648-0.000923879j 0.0114634-0.0234743j -0.012535+0.00645153j 0.0077847+0.0399456j -0.00687514+0.0212307j -0.0119855-0.00293256j -0.000858531-0.0522626j 0.00902625-0.0383199j 0.00199775-0.0322326j -0.00535109+0.00579235j 0.00427949-0.0129587j 0.00307866-0.00458968j 0.0150219-0.00330499j 0.00636647-0.0166823j 0.0283384-0.00374111j 0.0103698-0.029178j 0.0230927-0.00427856j 0.00742234+0.00252914j -0.01316-0.00363273j -0.00759347-0.0321214j 0.00269389-0.00869024j -6.91684e-05-0.0023024j 0.00514689-0.0235143j -0.0078664-0.0080021j 0.00961396-0.00764845j -0.00615967+0.0136044j 0.0124686-0.00392013j -0.0058649+0.000334391j -0.00276573+0.00384028j -0.0129171+0.00820569j 0.000767951-0.00747447j 0.00420903+0.00543204j 0.00658288-0.000435003j 0.0029823-0.0190421j 0.00164977-0.0216293j -0.000175685-0.008227j 0.000610673-0.00185829j 0.00302015+0.00424471j 0.00170326-0.00115718j -0.0021891+0.00409221j -0.0109722-0.00335109j -0.000816192+0.00390986j -0.00182327+0.00781046j 0.0108074-0.0135775j -0.00192312-0.00298158j -0.00330523-0.00324609j -0.000450353+0.0012869j -0.00287509-0.013506j 0.010624-0.0069926j -0.00253017-0.00330052j -0.000780137-0.00429713j 
-0.00114437-0.0112112j -0.00835315-0.00930311j -0.0411688-0.0286059j 0.0210699+0.000266871j 0.00643686+0.0354677j -0.0330827-0.00331474j 0.0485973-0.025748j -0.0733689-0.0677219j 0.0037624+0.0606072j 0.0015662-0.0476246j -0.0239963+0.0291629j 0.124515+0.0111259j -0.00541031-0.0302749j 0.123007+0.105606j 0.0805526-0.0202486j 0.0498882-0.0713538j -0.0680288-0.015926j 0.031121+0.0116201j 0.0119781-0.0405531j 0.0243038-0.00542604j 0.0535385-0.0511671j 0.00288376+0.0159849j 0.0214572+0.0130407j 0.0139412-0.024978j -0.00979437+0.0122717j -0.00737516+0.00832544j 0.0109975+0.0123667j -0.000941764-0.000804808j 0.00566187+0.0240675j 0.000571275+0.0097298j -0.0165444-0.0127029j 0.0106+0.00136804j 0.0282949-0.0110681j -0.00119624-0.00114882j -0.0155929+0.00880166j -0.00238944-0.0106707j -0.0262468+0.0135577j -0.00200698+0.0156031j 0.0133056-0.00165114j -0.0153493+0.015428j -0.0105509+0.00670598j 0.00159556-0.00842222j 0.00220452-0.00221927j 0.0108725-0.0124661j -0.00924692-0.00101806j 0.0068627+0.029769j -0.00406206-0.0039995j -0.0063949-0.0186099j -0.00121273-0.0164462j -0.00224334+0.0141856j -0.00318735+0.0440244j -0.00433851+0.0282565j 0.00360298+0.0295694j 0.00948052-0.00997412j 0.000990762+0.00448221j -0.00532999-0.000539235j 0.00664473-0.00454547j 0.012266+0.00185237j 0.00485925-0.00984556j 0.00386599+0.0213803j 0.00848753-0.00496221j -0.00815977+0.0182618j -0.00103811+0.00681952j 0.0104244+0.0128989j 0.00703805+0.0204953j 0.00819599+0.0134478j -0.0147104-0.00390457j 0.00336489-0.00806849j 0.00801401+0.023652j 0.00485458-0.00223746j 0.0127723+0.0195861j -0.00821662+0.0169587j -0.0067789-0.0148155j 0.00574671+0.0202518j -0.00545236+0.0125655j 0.00577448+0.00513424j -0.000488674-0.0108368j -0.00231288-0.00399655j 0.00352361-0.00736076j 0.00494827+0.00766176j 0.00193675-0.00953585j 0.00808028-0.00144647j 0.00288287-0.00950732j 0.00263675-0.0113129j 0.00392067+0.00882394j -0.00144679-0.00516519j 0.0135364+0.00238125j 0.00406505-0.000960755j 0.0097737-0.00811454j -0.00874853-0.0049125j 0.00457895+0.00954849j -0.00442222-0.00090063j -0.000357116-0.00410079j -0.00553838-0.008484j -0.00194401+0.00325983j 
0.00718519-0.00530136j -0.000836928+0.00237216j 0.00133186-0.0142472j -0.0106865+0.00495603j -0.000437375+0.0499569j -0.0107127-0.0449941j -0.00339531+0.0391463j 2.25737e-05+0.00610673j 0.044737+0.0324587j -0.0737603-0.0267233j 0.053857+0.0797103j -0.0218821+0.0107562j -0.0404291-0.0249958j -0.145008+0.163976j 0.0101241-0.0458254j -0.0370096+0.0153229j -0.0385895+0.0619827j -0.0210722+0.0473756j 0.0800943-0.0171172j -0.00251266+0.0150103j -0.00179003-0.0186003j -0.0206869+0.0293717j 0.0264242-0.00900713j -0.026609+0.00197194j 0.0224235-0.0241017j -0.0199693+0.0196508j 0.00677557+0.0104275j 0.0172976+0.00752745j -0.0200312-0.00605186j 0.00250939-0.0209894j 0.00591513-0.00662772j 0.0102558+0.0188069j 0.0110962-0.0368545j -0.0114126-0.0196196j 0.0128993+0.0180038j 0.00393526-0.0141691j -0.00621052-0.00101108j -0.00708774+0.0209363j 0.00562878-0.00630402j 0.00448778+0.00655805j -0.0103623-0.00560365j -0.011985+0.00473523j -0.00269362-0.0119069j -0.00737599-0.00948629j 0.00656665+0.00469063j 0.000577089+0.0174982j 0.0166058+0.000397099j 0.00645122-0.0312178j 0.00413881-0.0204874j 0.000836259+0.0159974j 0.000593942+0.0330119j 0.00466309+0.0176718j -0.0026193+0.0220136j -0.0112714-0.00536803j 0.00704796+0.00282233j 0.000519789-0.0106424j 0.00262481-0.0152132j 0.0127763+0.0109619j 0.0213746-0.00502047j 0.00705826+0.00757957j 0.0167749-0.00778114j 0.00506817+0.0161209j -0.00307252+0.00528545j -0.00896322+0.0175173j 3.1883e-07-0.00355516j -0.00127354+0.0082996j 0.0236959-0.00987907j -0.0127496+0.00323816j 0.00557207+0.0012478j -0.010032-0.0200416j -0.000544166-5.13039e-05j 0.00751043-0.000426856j -0.00381369+0.00615997j -0.0179109+0.00103695j -0.00268671-0.0158483j -0.00194783+0.00254923j 0.00624782+0.00559702j 0.00342933-0.013181j -0.00922822-0.0132939j -0.000727704-0.0187728j 0.0061702-0.00896261j -0.00653859+0.00311666j 0.00371155-0.00340243j -0.00709589+0.011911j -0.0106506-0.00145362j 0.00148168+0.00224438j 0.000624755+0.0112908j 0.0147279-0.00188314j -0.00416099-0.0108044j -0.0070699+0.00187327j -0.00710325+0.00445274j -0.0060662-0.00938296j 0.00933152+0.00378255j 0.00523136+0.00015888j -0.00274829-0.00797472j 
-0.0168572-0.00721508j 0.00989293+0.00373875j 0.017279-0.0116828j 0.0365068-0.0316363j 0.0543605+0.0090639j -0.10813+0.0655031j 0.0802463-0.080209j 0.037036-0.0251402j -0.0445492+0.0790241j 0.0101272-0.0159902j 0.0958004-0.0221147j -0.00961384-0.0662186j -0.0066683-0.0348719j 0.127458-0.161309j 0.0346641-0.0357959j 0.0930116-0.0804877j 0.0544751-0.0202031j 0.0143313-0.0944152j 0.0647604-0.0425504j 0.0466601-0.051543j 0.0834779-0.0995123j -0.0251704+0.0033968j -0.0507318+0.0236559j -0.00916243-0.0428583j -0.0184199+0.0651974j 0.0239367-0.00630216j -0.00576706-0.00884455j -0.0102357+0.0152933j 0.0277775-0.0196961j 0.0133939-0.00513488j -0.00856781-0.0128513j -0.00846715+0.0308719j 0.0219872-0.00127503j 0.0118963-0.019416j 0.000716127+0.00738916j 0.0135375-0.0217891j 0.0153807-0.0148294j -0.00308992-0.00736277j -0.0227905+0.00487932j -0.00314313+0.0274157j -0.0257038+0.0153305j 0.0222552-0.0169593j 0.0216452+0.00808546j -0.00401807+0.0121482j -0.0191283+0.00584085j 0.0219317+0.000796775j -0.00566914+0.0118414j -0.00437594+0.006779j 0.0109112-0.0066776j 0.0102162-0.0168807j -0.00425561-0.00464793j -0.00214495+0.00394462j 0.00106477+0.00460554j -0.0191194-0.00758862j -0.00241962+0.00470275j 0.00823954-0.00681712j 2.37092e-05+0.017174j -0.00227934-0.00141575j -0.00839488-0.00549987j -0.0164409+0.0062611j 0.00265858+0.00252974j -0.00715078-0.00349866j 0.00679496+0.00395756j 0.0316791-0.00376526j 0.00201752+0.0159601j 0.0156097+0.00794137j -0.0132519+9.78281e-05j 0.00292138-0.00556761j 0.00177756-0.00249221j -0.00115645+0.00409969j -0.0199974+0.0172322j 0.00121893+0.00747227j 0.0176712-0.00124794j -0.00508373+0.0127971j -0.00196297+0.0251437j -0.00882028-0.000544352j -0.013994-0.00248072j 0.00706088-0.0117314j 0.0143968+0.00757949j 0.0106332+0.0221693j -0.00717592+0.00183423j -0.00123316-0.0136496j -0.00882959+0.00283497j -0.00121874+0.0295596j -0.0131255+0.00865698j -0.0143668+0.00573667j 0.00701568-0.0143192j -0.0188668-0.00174029j -0.00131119-0.0104981j 0.000160037-0.00916133j 0.00486784-0.00288712j -0.0161724-0.00270937j -0.0101034+0.00102233j -0.00394582-0.000490248j -0.0140891+0.0089207j 
-0.00217734-0.0136352j -0.0203799-0.0191723j -0.00259484+0.0251903j -0.0262956+0.0199449j -0.0317954-0.000177914j 0.0577746+0.00858724j 0.00316265+0.00129675j -0.0755054-0.0423263j -0.0220706-0.0224377j 0.0647751+0.0139293j -0.00827188-0.0116033j 0.0437907+0.0697098j 0.00306253+0.0323395j 0.153213+0.0594612j 0.0804186+0.0239944j 0.0479368-0.00522117j -0.0328834-0.0415022j -0.00217496-0.0163899j -0.0655347+0.0310561j 0.0103738+0.0183233j -0.0384475+0.0410809j -0.0152052-0.0522198j 0.0135706-0.0373583j 0.00693555-0.0260133j -0.017687+0.00553191j 0.00286543-0.00610161j 0.0144013+0.0104267j -0.0181609-0.0414875j 0.0242035+0.0223953j -0.0148805-0.00985195j -0.0234306-0.0137535j -0.0265426-0.0219476j 0.0473677+0.042017j 0.000770891-0.0245171j -0.0176218-0.0208037j -0.00598255-0.0118438j 0.00711094+0.011861j 0.00182949-0.0032757j -0.000293646-0.00753064j -0.00298565-0.016285j 0.0116697-0.0263709j 0.000941779+0.00198758j -0.0139414+0.018756j 0.0185526-0.00531367j -0.0179921-0.00591083j 0.00417916-0.00853885j -0.0302939-0.0130419j -0.00754163+0.0268093j -0.0103301+0.00661547j -0.0119913+0.00187358j 0.00359263-0.00800316j -0.00807915-0.00448826j 0.011718+0.00208081j 0.0243208+0.00637392j -0.00909445-0.0116638j -0.00246734+0.0115112j -0.0133754-0.0037339j -0.00107342-0.00652098j -0.00874817-0.0194869j -0.00650392-0.0118979j 0.00546294+0.0087334j -0.0155648-0.00753171j 0.00451649+0.00937337j -0.00826824-0.0214093j 0.0124797+0.0166731j 0.00861534+0.00347665j -0.00403887-0.00448231j -0.00197946-0.0102411j -0.00554567-0.00731895j -0.00850557-0.00374385j 0.0024804+0.0151727j 0.0125667-0.0141534j 0.00126216+0.0112077j 0.00998142+0.0221236j 0.00796789+0.00606758j 0.00064595-0.00139584j 0.00383204-0.00453015j -0.00694814+0.000847709j -0.00646382+0.0128102j 0.00682232+0.00420991j 0.00769443+0.00639789j -0.0103401+0.00612804j -0.013611-0.010263j 0.00316542+0.0175883j -0.00914991-0.00763498j -0.0122361+0.00312264j 0.00168646-0.0101554j -0.0109457+0.00129571j 0.00500797+0.00589946j -0.00318436-0.00413125j 0.00842811+0.00468044j 0.0169907-0.0010027j -0.00367095-0.0198577j -0.0120345-0.0115267j 0.0131988+0.00863538j 
-0.00176261+0.0193776j 0.00252058+0.0141938j 0.040321+0.0881367j 0.0137198+0.0304232j -0.0326945-0.227244j 0.0178206-0.0158089j -0.00580608-0.0146482j 0.0422006+0.0856771j -0.067758-0.118249j -0.0468218-0.0156703j -0.0477738-0.00641294j -0.0586235+0.113679j 0.0310754-0.00266534j -0.0863081-0.0450757j -0.00472202+0.0204517j -0.0372507-0.0323813j -0.0382396-0.00727858j 0.0933962+0.054033j 0.0234187-0.108707j 0.0516382-0.0174395j -0.0894712+0.0304159j -0.0256373-0.0244193j -0.0231768+0.0414977j 0.0541001-0.0352694j -0.0209859+0.0362245j -0.0266973+0.00505546j 0.026395+0.020441j -0.0371457+0.00369263j -0.00584775+0.0140229j -0.00951712+0.00171376j 0.00284129+0.0106176j -0.0565065-0.0365414j -0.0129478+0.0200759j -0.0146495-0.0119942j -0.017427-0.0080056j -0.00369007-0.0311847j 0.0535047+0.0166148j 0.00163779-0.013064j -0.00267942-0.00760496j -0.0208434-0.0215285j -0.00383136-0.00864941j -0.00378957+0.000543702j -0.00756528+0.0100693j -0.000853098+0.00877764j 3.05134e-06+0.00414837j 0.0158345+0.0262624j 0.00751891+0.00859144j 0.00825572+0.000334371j -0.0032727+0.00160686j -0.0128545-0.00270187j -0.0121679-0.00198878j -0.00645507-0.00569644j -0.0109641-0.00656257j 0.000345452+0.00602547j -0.00574906+0.0024994j -0.00156385-0.00496843j -0.000320673-4.44144e-05j 0.0045804-0.00585099j 0.00352886+0.00720412j 0.00820056+0.00821062j 0.00445272+0.00217924j 0.021032+0.00742578j -0.0092+0.00196873j 0.00405176+0.0163935j 0.00685745+0.0145353j 0.00397177+0.00548559j 0.00873225-0.00456176j -0.0083755-0.0125461j 0.0112275+0.00279625j -0.00397063-0.00225804j 0.00937995+0.0122382j -0.0024644+0.00158538j 0.00276035+0.00485924j -0.000684172-0.00567073j 0.010599+8.15525e-05j -0.0132758+0.000165688j -0.00108791+0.00925431j -0.00901891-0.000300602j 0.000130952-0.00880741j 0.0167438-0.00737325j 0.00515923+0.00513161j 0.00802866-0.00477211j 0.00779727+0.0193558j 0.00956601-0.00287215j 0.0139175+0.00469358j -0.0236478-0.000732147j 0.00412568+0.0125093j 0.0144782-0.0161789j 0.00916389+0.00298314j 0.00754338-0.00156334j 0.0428626+0.0030574j 0.0101458+0.00401613j 0.00981636-0.00555344j -0.00996796+0.00910247j 0.0142528-0.00392658j 
0.0273409+0.0119468j 0.00349571+0.00313216j -0.0154109+0.00590436j 0.0012047-0.0347777j -0.099384-0.0905563j -0.0109186+0.038459j -0.0203929-0.0477495j -0.0224027+0.00483361j -0.00823707-0.0428516j -0.0327273-0.0511474j 0.048796-0.0802947j 0.236772-0.0487186j -0.110496+0.0121958j 0.0865264+0.0664264j 0.0686122-0.0118364j 0.00923218-0.0198107j -0.0567826-0.0390098j 0.0959493+0.0350322j -0.0322662-0.0345376j -0.000704049+0.0164773j 0.0493766-0.09585j 0.0555513-0.0102326j 0.0533266+0.00816705j 0.0378086+0.0593858j -0.00642487-0.0163929j -0.00683-0.0217187j 0.0140096+0.0119782j 0.0230428-0.010653j -0.027104-0.0587507j -0.0106199-0.00305312j 0.0252307+0.0105032j -0.0505261-0.0276899j -0.0420955-0.0476976j 0.00315744-0.00136452j -0.0200646+0.00482454j -0.0167527+0.0202648j -0.00487437+0.0314665j 0.00148965-0.0076372j 0.0397034+0.0013175j -0.0153343-0.0158015j 0.00437625-0.000396355j -0.0121727-0.00960676j -0.0289488-0.00698993j -0.00212009+0.00958797j 0.0171041-0.0037118j -0.00580619-0.000934681j 0.0351018-0.00169754j -0.00613659+0.0162134j 0.0141982-0.0108266j 0.00875004-0.00766771j -0.00489721-0.000133022j -0.017828+0.00576701j 0.0319904-0.00961566j 0.0113303+0.00956699j 0.00354529-3.84378e-05j -0.00136138-0.00267723j 0.0232014+0.0169308j -0.00423993-0.0378548j 0.00660743+0.0127769j -0.00415445-0.000831731j -0.00430085-0.00849407j -0.0277463+0.00120035j 0.00386905-0.00215427j 0.0159553+0.00778545j -0.01695-0.0236728j -0.000138852-0.0175907j 0.00824229-0.0041828j 0.00287017+0.0147961j 0.000726717-0.00244642j -0.00322682+0.00315082j -0.00160153-0.0112849j -0.00243352-0.0042594j -0.00955475+0.00753684j 0.00522138-0.00826179j -0.00645146-0.011102j -0.00347303+0.00447531j -0.00435353+0.000745839j 0.00408709+0.015278j -0.0142388-1.12484e-05j -0.0125156-0.0100018j 0.017123-0.000348921j -0.0103217-0.00903844j 0.0220153+0.0202783j -0.000166387+0.00868275j 0.00544082+0.00228918j -0.0140471+0.0019763j -0.0123515+0.00143176j 0.00319549-0.00675188j -0.000336707+0.00356645j 0.00312863+0.00150128j 0.00670352+0.00535336j 0.0199454+0.00690526j 0.0154284+0.0193704j 0.000422614+0.00254111j 0.00875649-0.00585882j 
0.00327969+0.0228627j -0.00311497+0.0008524j -0.0163827-0.0186843j -0.0301765-0.0103986j 0.0138981-0.0307459j 0.0474235-0.0231695j -0.0394219+0.0260339j -0.0651104+0.0234087j 0.0612877+0.0429668j -0.0319683-0.0109347j -0.0112875+0.117929j 0.0676174+0.080013j -0.058214-0.0643973j 0.184606-0.0595329j -0.00189402+0.00438949j -0.0394189+0.0423801j -0.101497+0.0135798j -0.0421226+0.0482494j 0.0442164-0.015916j 0.00587347-0.00616312j -0.0342373+0.064792j 0.0344323+0.0236462j 0.000169306+0.034574j 0.0203089-0.0458974j -0.00465821-0.00412307j -0.00972665+0.00645943j 0.0105478+0.00601647j 0.0112278+0.0334272j -0.0187959+0.0405249j 0.00769498+0.0152337j -0.0177307+0.00675593j -0.0200669-0.0199834j -0.0325365+0.00268443j 0.000230734+0.0127974j 0.0055276-0.0077442j -0.00445533+0.0132405j -0.00915809-0.0247288j 0.00482147+0.0198783j -0.000153957-0.00094448j 0.00698964+0.01138j 0.016791+0.00986117j -0.0258451+0.00610433j 0.00776455-0.00412095j 0.00757496-0.000597312j 0.0307365-0.01106j 0.00826237+0.0136681j -0.011518-0.0117738j 0.00857084-0.0135196j 6.73487e-05+0.0273499j -0.008109+0.00944319j 0.00139458+0.00667667j 0.00877716+0.00318267j -0.0148047-0.0062078j -0.00500197+0.0157047j -0.00595576+0.0108382j -0.0109031+0.0112896j 0.001451+0.00272679j 0.00527809-0.018838j 0.00482199-0.00221586j 0.00915126-0.0147491j 0.00333151-0.00590966j -0.00982259+0.0074189j 0.00871738-0.00777564j -0.00226782+0.00122893j -0.00511016+0.00575832j 0.00507735-0.00210268j 0.0014769-0.00356902j -0.00136351+0.0115367j -0.000759989-0.0183312j -0.00721456+0.000257842j -0.0015028-0.010832j 0.00967826-0.0114547j -0.00466447-0.0105771j -0.00184421-0.0108183j 0.00561266-0.00587434j 0.00108665-0.0118499j 0.00163313+0.00807132j -0.00773369-0.00889731j 0.00617143-0.00833634j 0.00596707-0.00206969j -0.0024375+0.00499237j 0.00279247-0.00325703j -0.0019165-0.00360142j 0.00443565+0.00436943j 0.000795576-0.00760346j -0.009029-0.00218322j -0.00313139+0.0104713j -0.0115189+0.00540543j 0.00117039-0.00147511j 0.00394223-0.00302428j 0.00202972-0.00656419j -0.0122998+0.00714611j -0.00402163+0.00154011j 0.00270428+0.00780571j -0.00798817+0.00668374j 
-0.0107001-0.025686j -0.01549+0.00284328j -0.0142269+0.0592255j -0.0218942+0.0069158j 0.025934-0.0280508j -0.00588925+0.0612202j 0.0582494-0.0689114j 0.0417178-0.00153482j -0.0444083-0.059787j 0.0371566-0.00373385j 0.0659429-0.10135j 0.0253864-0.0276406j -0.0596123+0.0385346j -0.20277+0.185338j -0.0121498-0.0510091j 0.0874595-0.0301942j -0.0137771+0.00549023j 0.0783282-0.110842j -0.00373917+0.0133501j 0.0398342-0.0204322j -0.0129487-0.0351824j 0.00214609+0.012513j 0.0130858-0.0272605j 0.0245737-0.0180286j -0.0211735+0.00973711j -0.0404888+0.0398874j 0.0117728-0.0106145j -0.00215246-0.0292648j 0.0566103-0.0141545j 0.00868836+0.00900212j 0.00625454-0.0143395j 0.0534985-0.0685515j 0.0237187-0.0148558j -0.00375714+0.0226887j 0.00324215-0.00611488j 0.0103627+0.00630715j -0.0155977-0.00610804j 0.010201-0.0119324j -0.0219368-0.0168257j 0.0168642+0.0167471j -0.00299674-0.0134238j 0.0287795+0.00173016j 0.00167313+0.0198316j 0.00797063-0.00152742j -0.010101+0.00403827j 0.00324843+0.00396041j 0.00743639-0.00900767j 0.00137472+0.0126672j 0.00464082+0.00302361j 0.00961858+0.00511174j 0.00756295-0.00148923j -0.00630654+0.000577545j 0.00814563+0.0178249j 0.00577164-0.00807181j 0.00847906-0.00155944j 0.0072604-0.00881867j 0.00644366-0.00773671j -0.00157017+0.00543894j -0.00636519-0.00578225j -0.0116125+0.000767857j -0.000726282+0.000749772j 0.00329241-0.00612717j -0.00285312+0.00329146j 0.0149192-0.0295629j 0.0047138-0.0180005j 0.00608298-0.00456791j -0.00884237-0.011719j -0.00042779+0.00185382j -0.00448738-0.0134104j 0.00719075+0.00456052j -0.00742843-0.00289016j 0.0110358-0.0067836j 0.00924364+0.0198116j -0.000406313+0.0117582j 0.00314022+0.00324507j -0.00737191+0.0086486j -0.0109836+0.000562859j -0.00143399-0.0105432j 0.00530363+0.0107097j 0.00614894-0.00713242j -0.00536805-0.0190055j 0.00253863-0.00353662j -0.00510403-0.00620516j 0.00297846+0.00487692j 0.00399037+0.0124221j 0.00750495-0.00822443j 0.00532113-0.00556981j -0.00379832+0.00657166j 0.0175586-0.0271963j -0.00759653+0.0104197j 0.00327479+0.0156728j 0.00119752-0.0165804j -0.00833533+0.00627472j -0.00356054-0.000609131j 0.00075162-0.0127194j 
-0.00357848+0.00476827j 0.00583+0.015587j -0.031421-0.0230519j -0.0130615-0.00590381j 0.0629219+0.01302j -0.0469875+0.0179954j -0.0250466-0.044771j -0.0190506-0.0237849j 0.00370215+0.050678j -0.107827+0.000804687j 0.103979-0.0219452j 0.0404519+0.0705665j -0.113412-0.0041651j 0.00159651+0.0866901j 0.00477576+0.0158092j -0.0658422+0.0604469j -0.0486934+0.0314949j 0.0492961-0.0344417j 0.0842094+0.00880288j 0.0147141-0.000358628j 0.0298973-0.0221612j 0.0316234+0.00590887j 0.00278823+0.00679412j 0.0530122-0.0536406j 0.0147391+0.00136832j -0.00953602+0.0287599j 0.00393043-0.0336723j 0.00314217+0.022188j -0.00958935+0.00506076j 0.0172629-0.01034j -0.0173852+0.0151015j 0.0476529-0.00374193j -0.0481226+0.0366839j 0.00597037-0.0100662j -0.000462744+0.00836727j 0.0272853-0.025436j 0.0278504-0.0306312j 0.00399965+0.0104534j 0.00622707-0.0225159j -0.00534249-0.0128162j 0.0253374-0.0178399j -0.0146204+0.00237986j -0.0240141+0.00654174j 0.020403-0.0019249j 0.00946338-0.0057979j 0.00893466-0.00988446j 0.0137925-0.00684296j 0.0162339+0.00431082j -0.0120969-0.0103212j 0.00845024+0.00234339j -0.000797374+0.0135167j 0.0201645-0.00369142j -0.0233741-0.0121338j -0.0153028+0.0176929j 0.0048067-0.017468j 0.00399687+0.00848711j 0.00178866-0.00100521j 0.0109091-0.0219713j -0.00137556+0.0158608j 0.00184404-0.0131573j 0.0153067-0.00828524j -0.0155314+0.00229509j -0.00521359+0.00221275j 0.00610317+0.00703834j 0.00629267-0.00588608j -0.0025492-0.0164024j 0.00283891+3.91273e-05j -0.000135989+0.00795046j -0.00794211-0.00905633j 0.0173994+0.0119453j -0.0052842-0.0147591j 0.00217086+0.000464111j 0.0173111-2.23462e-06j 0.00844201-0.00189858j 0.0174031+0.0104552j -0.0218633-0.00556623j -0.00121891-0.0113219j -0.010427+0.00236171j 0.0211142+3.75415e-05j 0.0220205-0.00503723j -0.00678255-0.0137602j 0.00311701-0.0054058j -0.00437731+0.0116287j 0.00294657+0.00586495j 0.00139638+0.0119398j 0.000488564-0.0094219j -0.00258389+0.00876933j -0.000514214-0.00552676j 0.000785131-0.0063169j 0.02633+0.0109439j 0.00493927-0.00876285j 0.0014421+0.00142699j -0.0137414+0.0105214j 0.00581764+0.0200303j 0.00593839-0.00370312j 
