0.0119728-0.00609632j 0.00562249+0.00463796j 0.00586124-0.00502784j -0.00831242-0.000423244j 0.004584-0.0014038j 0.00142163+0.00328261j 0.00699943-0.0064204j -0.00544224-0.00250273j -0.00666764-0.00157405j -0.000179657+0.00350824j -0.00274734-0.00233342j 0.00175441-0.00688698j -0.00402024-0.00313614j 0.00102437+0.00541379j -0.00284245+0.00132664j 0.004217-0.00365254j -0.000960059-0.00301318j 0.00306013-0.00321j -0.00208844-0.00353043j -0.0023345-0.00160662j 0.00625156+0.000179909j -0.00219416-0.00544629j 0.000163518+0.00447707j -0.00304191-0.000514546j 0.00311137+0.00196381j -0.00282023-7.99426e-05j 0.00197913+0.00125543j 0.00124995-0.000797336j -0.00130467+0.00181918j -0.000706859+0.00190305j -0.0017123+0.00147319j -0.00403773-0.00256725j 0.00250477+0.000731276j 0.00231272-0.00227357j -0.00060469-0.00090501j 0.00079977-0.000746455j 0.00338952-0.000371705j 0.00176605-0.0024548j 0.00270981-0.00317394j -0.00625942+0.000303339j -0.00146271-0.00235235j -0.00309671-0.000688215j -0.00411055+0.00340693j 0.003926-0.00420036j 0.00192829-0.00215297j 0.00448073-0.00446381j -0.00621582+0.00458084j -0.000415218+0.00668523j 0.00397007-0.00812594j 0.00601851-0.00500508j 0.00194939+0.00192212j 0.0060282-0.00716149j -0.0043779-0.00140222j -0.00145873+0.0102958j 0.00641303+0.00304054j 0.0112931-0.00577694j -0.00379925+0.00772742j 0.0069777-0.0025722j -0.00864527+0.014231j -0.00256428-0.0106288j 0.0192092+0.0118169j 0.00626592-0.0140725j 0.00446233+0.00365535j -0.0015314+0.00945086j 0.00649541-0.0138966j 0.0238587+0.015541j 0.0121274-0.0133769j 0.0277194-0.000657781j -0.0481977+0.0126483j 0.0200517+0.0494939j 
-0.00104455-0.000330362j -7.75794e-05+0.00285557j -0.00117281-0.00096158j 0.000726854+0.00207357j -0.00103793+0.00132656j -0.00244591-0.00145029j 0.00172084-0.00214903j 0.000819935+0.00195465j -0.00257783-0.000857977j 0.00103701+0.00828229j 0.000784555-0.000110921j -0.0022387-0.00122308j -0.000278189-0.00296774j 0.00262142+0.00194115j 0.00149798+0.000766515j 0.000124243+0.00107823j -0.000380325-0.00100248j -0.00106671+0.00283632j -0.00423059+0.00610873j -0.00316929-0.00449435j -0.00224966+0.0105565j -0.00234455+0.00431531j -0.00213193+0.000993601j -0.000206884+0.00153037j 0.00360445-0.00329575j 0.00348237-0.00713815j -0.00206685-0.00329205j -0.000652327-0.00259969j 0.00294556+0.0039237j 0.00431549+0.00381403j -0.00375085-0.00886471j 0.00164297+0.000203111j -0.00686297+0.00863402j -0.00359136+0.00415605j 0.00437571-0.00797019j -0.0140878-0.000320904j 0.0110762+0.0214664j -0.00104427-0.00454263j -0.0142485-0.0059856j -0.00414932-0.0273499j -0.0045973+0.000489471j 0.00546329+0.00976275j 0.00404292+0.0200044j 0.0065188-0.00346892j 0.028954+0.0187748j -0.00806203+0.00137194j 0.00482688+0.00132725j -0.0250454-0.000608068j -0.00585468+0.0105569j 0.00360665+0.016118j -0.00326081-0.0200886j -0.00558936+0.0353784j 0.00106966+0.0219339j -0.000276674+0.0151161j -0.0269865-0.000902416j -0.00601805-0.0197215j -0.00382461-0.00475207j -0.00220839+0.0205474j -0.000203464+0.024227j 0.00379439-0.0187697j -0.00286018+0.00825902j -0.0032682-0.0130664j -0.00201262+0.00282246j 0.00156567-0.0053205j 0.000439008+0.000172789j 0.00148248+0.00355777j 0.00191705-0.00257515j -0.00111858+0.00272414j 0.00116344-0.000695506j -0.000728461+0.00215767j 
-0.00239646-0.00150731j -0.00150486+0.000600194j -8.24449e-05+0.000695959j -0.00157406-0.00118848j 0.00218392-0.00239622j 0.00101005-0.00333197j 0.00281095+0.00211989j -0.00132094-0.000988239j -0.000436909-0.00413536j -0.00464787-0.00369959j -0.00103044-0.00158633j 0.00133351+0.000940126j -0.000355878+0.00198085j -0.0004977+0.00144695j 0.00324245+0.00090775j -0.000285708-0.00275662j 0.000965708+0.00188432j 0.00218808-0.00309773j -0.00261132-0.00363674j -0.000759805+0.00223417j -0.000560202-0.00769392j 0.00198676+0.000465637j -0.0011564-0.00313285j 0.000246382-0.000155328j 0.00340166+0.0087728j -0.00491151-0.00204483j 0.00408364+0.00325076j -0.00904975-0.00231415j 0.00601679-0.00275887j 0.00252635+0.00350713j 0.000609819+0.00274387j -0.00347213-0.00775039j 0.00151705+0.000517938j 0.000393367-0.0104207j -0.00466979-0.00776342j 0.00803602-0.014872j -0.00188982-0.0024029j 0.0080754+0.00111522j -0.00628896-0.000441355j 0.0127548-0.0172614j 0.0128863+0.00298385j -0.00841522-0.00430607j -0.00744926+0.0143447j 0.000689669+0.0332298j -0.00389583-0.00646516j 0.0155522-0.00646334j 0.00495786+0.0403361j -0.000481181+0.0340662j -0.0219341+0.0132777j 0.00712103+0.028012j 0.0160478-0.00898121j 0.00193903+0.00453247j -0.00106888-0.00836636j 0.00298827-0.0139294j 0.00320861-0.0288056j 0.00356494-0.0114182j 0.0101038-0.00589887j 0.00468417+0.0187694j 0.00437948-0.0227596j 0.0039399-0.00822409j 0.00137995+0.00550146j 0.00194616-0.000540983j -0.00342145-0.00916006j -0.00241022-0.000833331j 0.00125293+0.00729511j -0.00224529-0.000463921j 0.000977591+0.00587039j -0.000267356-0.00316416j 0.000879873+0.0018086j 0.000335543+0.00140608j 
0.00107939-0.000431689j -0.000931979+0.000283307j 0.00118997+0.00157413j -0.00177359+0.00182623j -0.00154639+0.0034904j -0.0023526-0.00051203j 0.000311102-0.00107054j 0.000350677+0.00123429j -0.00239154+0.00335975j 0.000698785-0.00280672j 0.00153961-0.00145962j -0.00149357+0.00253724j -0.00245755+0.00191561j -0.00141504+0.0027263j 0.00204426+0.00143489j 0.00716878-0.00266642j -0.00144844+0.000517154j 0.000491568+0.00342112j -0.00290376-0.000735784j -0.00739284+0.00520418j -0.00640981+0.00140303j -0.00699603-0.00055101j -0.00615046+0.00507717j -0.0017698+0.00143677j 0.00728749+0.000403521j 0.00849584-0.00500255j 0.00216219+0.00236301j 0.00277096+0.00470025j -0.00695139+0.00642975j 0.0121087-0.0037068j -0.00663362-0.00265109j 0.0212879-0.0038425j -0.0118581+0.0115086j -0.00410232+0.00757799j 0.00428055-0.00183278j 0.00852862-0.000274883j -0.000400293+0.00113003j -0.00949909+0.0212561j -0.0184169+0.00918893j -0.00603596+0.0113057j -0.0159219+0.00088912j 0.00419477+0.0219616j -0.0170294-0.0119226j 0.012607+0.0156591j 0.0190586-0.0342869j -0.00813147+0.0118341j -0.018331+0.00549671j -0.0212359+0.0231279j 0.00522631+0.0215445j -0.0129414+0.00550515j 0.00180217+0.0261745j 0.00404448-0.00102839j -0.00513269-0.0291432j 1.10393e-05-0.0150677j -0.0208217+0.0101556j -0.008025-0.00397756j 0.00398787+0.0013745j 0.0020736-0.010998j 0.00555864-0.00287514j 0.00164712+0.0089652j 0.000176743-0.00487485j -0.00536677+0.00450002j -0.00149062-0.00238989j 0.00182989+0.00238397j -0.00293556-0.00196988j 0.00163078-0.000180602j 0.00196627+0.00186571j -0.00011398-0.00108883j 0.000213595-0.000615518j -0.00129339-0.00122483j 
-0.000745305-0.00203216j -0.00132701-0.000452382j 0.00137039-0.00125721j -0.000554273+0.00211597j -0.000130262+0.0012265j -0.000259354+0.000539221j -0.00122327-0.000461034j -0.00154996-0.000269868j -0.00190053+0.00235156j -0.000101014-0.00311572j -0.00334836+0.000405923j 0.00204487-0.00155314j -0.0011998+0.00488819j 0.00048684+0.00224144j 0.00241901+0.00153981j 0.00267765-0.00940648j -6.16171e-05+0.00148355j -0.00295627-0.00460869j 0.000403872-0.00957703j -0.00328158+0.00608176j -0.00674496+0.00377734j -0.0033725+0.00300747j -0.00430765+0.0033032j -0.000552884-0.00306445j 0.00590616+0.00485595j 0.00293931-0.00819174j 0.00743691-3.85381e-05j -0.00447155-0.00459583j -0.00393332+0.00675432j 0.00926419+0.00148075j 0.0121993-0.00355649j 0.00401109-0.018955j 0.00305103-0.00367267j -0.0146964-0.0086398j -0.00907605-0.00557185j 0.0241263-0.00617705j 0.0105766+0.00125672j 0.0108814-0.00166623j -4.85096e-05+0.000573462j -0.00114608-0.00239802j -0.0137196+0.00700319j -0.00700314-0.0280562j -0.0153474-0.00654916j 0.0256326+0.00306599j -0.0111507+0.0337767j -0.0154993+0.00181572j 0.0031811+0.0112013j -0.0270062-0.0312456j -0.00160086-0.0261665j -0.002833+0.00397016j 0.00676212-0.0318307j -0.001236+0.0114575j -0.0187376-0.00682761j -0.0110046+0.0172561j 0.00115276-0.000828169j 0.00986093-0.00840698j 0.00333665+0.0148681j 0.000778782+8.67194e-05j 0.00328652-0.0183882j -0.00343174-0.00954617j -0.000371541+0.00506008j 7.96136e-05+0.00240924j -0.001395-0.00146273j -0.000143371+0.00099969j -0.00151449+0.000774822j -0.00047956-0.00332213j 0.00124514+0.000503505j -0.00152731-0.000646412j -8.05219e-05+0.00262785j -0.000786931+0.000953727j 
-7.53257e-05-0.000810715j -0.00110752+0.00119832j 0.000123748+0.00223152j 0.000177289-0.000775264j -1.2421e-05+0.00093941j -0.000201659+0.00202062j 0.000309256-0.000948108j 0.00135525-0.00262943j 0.000584654-0.00335023j -0.00073311+0.00138025j 0.00268302-0.00109977j -0.00286451+0.00475609j 0.00130452-0.00216743j -0.00264779-0.00257454j 0.00129903-0.00796565j -0.000628235+0.00107545j -0.000565977+0.000141809j 0.00196182+0.0029975j -0.00346416+0.00692549j -0.000760933-0.00170948j 0.00251896-0.00259892j 0.000882778+0.00336281j -0.00154862-0.00232147j -0.00382024+0.00602765j 0.00107564-0.0003339j -0.000936522+0.000962674j -0.00311492+0.00730199j -0.00275563+3.55574e-06j 0.00316122-0.0118025j 0.00354394-0.000144187j -0.0263202+0.00300244j 0.00579177+0.00677298j -0.0157655+0.015653j -0.00216828-0.0163264j 0.019454-0.00891522j -0.0102349-0.0118612j -0.013123-0.0154775j -0.0252146-0.0076475j -0.0162914+0.0113477j -0.00163565-0.0076172j 0.00236378+0.00992925j -0.0205787-0.0219619j -0.0156536-0.0022661j -0.019446-0.0158998j 0.0476601+0.00509349j 0.00817755+0.00306319j -0.014774+0.010547j 0.00523913-0.00326128j -0.00689569-0.0150334j -0.00698082-0.00440267j 0.00395454-0.03545j 0.0133003+0.00912409j 0.0106811+0.00456122j 0.00313403-0.000598261j -0.00615723-0.00581887j -0.0147398+0.0241115j -0.000864564+0.00479537j 0.00208996+0.000362915j 0.000647536-0.00307068j 0.00277401+0.00353038j 0.00303536-0.00346037j -0.00151701+0.00375991j -9.71326e-05-0.000149404j -0.000199633+0.00429519j -0.000233706+0.000461144j 0.00115725-0.00197403j 0.000434758+0.000673466j 0.00162935-0.00240193j 0.00117452+1.62576e-05j -0.000994792+0.000102748j 
-0.000452802-0.000644688j -0.000489205-0.000210209j -0.00228854-0.00191096j -0.000412373-0.00186589j -9.82253e-05-0.000733094j -0.000944072-0.00111738j 0.00217327+0.000613545j 0.000755632+0.000240009j 4.73709e-05-0.000518575j -0.000850221-0.000357081j 0.0012039+0.000821127j -0.00244182-0.00500403j 0.000523941-0.000676587j -0.000557236-0.000970951j -0.000318541-0.00208278j 0.00214176+0.00667264j -0.000230697+0.00153013j -0.000692308-0.000762631j -0.00272969-0.00034902j -0.00175496-0.00430569j 0.00394108+0.00407357j -0.000446297-0.00269019j -0.00139756-0.00525825j -0.00199675-0.00528154j -0.0014095+0.00336467j -0.00267341-0.00165209j -0.00118733+0.00542995j -0.00570958-0.0100795j 0.00187043+0.00258507j -0.00152721+0.00759433j 0.000236604+0.00261767j -0.00231523-0.00146038j -0.0097792+0.00192484j 0.00787129+0.00524648j -0.00622218-0.0311683j -0.0048094-0.00528675j 0.00613818+0.01547j 0.000380841+0.0185334j -0.00217195-0.0018517j 0.00557293+0.0239018j 0.000944366+0.0327899j 0.00336796+0.00650861j -0.00990102-0.0177884j -0.0079644-0.000584195j 0.00380841-0.0276059j 0.00270282+0.0358471j -0.00726294+0.00996403j -0.00668736-0.0113286j -0.0113592-0.0319109j 0.00629025+0.0283611j 0.0143803+0.038761j -0.00715698+0.00632343j 0.00560971+0.00640471j 0.00352504+0.0241348j -0.00721676-0.00691216j 0.000209857-0.000284678j 0.00119429-0.00671516j 0.00482475+0.00188852j 0.000677281+0.000666098j 0.00213991-0.000821919j -0.000483899+0.00247789j -0.00174673-0.00766466j -0.00136305-0.00154849j -0.000305652+0.000662676j 0.00030374-0.000284301j 0.000333378+0.00430918j -0.00012741+0.0023215j 0.000149675+0.00262927j -1.52623e-05+0.00110544j -8.47318e-06+0.000534673j 
0.000131911+0.000829281j 0.000331724+0.000448028j 0.00043437+0.000273674j -0.000936139+8.30443e-05j -0.00182884-8.41213e-05j 0.000211778+0.000965756j 0.000946738+0.0021143j -0.00113342+0.00135879j -0.0026215+0.000816539j 0.0011266-0.000334058j 0.00186719+0.00579619j -0.0019097-0.00382834j -0.0010267-0.000727462j -0.000528809-0.0029384j -0.00229026+0.000237408j 0.00352571+0.00317486j 0.00159504+0.000503019j 0.000430879+0.00380434j 0.00156119-0.00124046j -0.00410503-0.00407428j -0.00122499+0.00486429j -0.00189122-0.000620701j -0.00248095+0.00106168j -0.00203271+0.00210844j 0.00219425+0.000466337j 0.00619449-0.00809727j 0.00809774+0.00366157j -0.00163539-0.00290907j -0.00577288-0.00635211j 0.00257752+2.62545e-05j 0.0120686-0.0158177j 0.00316839+0.00936505j 0.0232016-0.000543212j -0.00192794+0.0114175j -0.0084261-0.00097879j -0.00847525+0.026227j -0.00680155-0.0321701j 0.00496733-0.0194369j 0.0287296+0.00170479j -0.00561792-0.0275426j 0.00665732+0.0258777j 0.0130814-0.00543906j 0.0180677-0.00384737j 0.0168933-0.0227307j -0.0291486+0.0126844j -0.00351522+0.03051j 0.00688847+0.00808517j -0.0100683+0.0404868j -0.0130219-0.00676959j 0.00248295+0.00617698j 0.00732997-0.000205899j -0.000524645+0.00305694j 0.00355075+0.0111302j -0.003246-0.00113106j -0.00608622-0.017131j -0.000427894+0.019307j 0.00156253-0.00773086j 0.00260368+0.00232072j 0.00118427+0.00698243j -0.00036328+0.00664916j -0.000578787-0.00341202j -0.00217785-0.00115269j 7.87303e-05+0.00103328j 0.00087476+0.00447386j -0.00186504-0.000126007j -0.000548227+0.0021758j 0.000376775+0.000717166j -0.000628055-0.00168992j 4.00518e-05-0.00105866j 0.000246775-0.000237194j 
0.000823934+0.0012874j -0.000877151-0.00134365j -0.00113673+0.00116325j 0.00104061+0.00140166j -0.00305559-0.00265951j -0.0033157-0.00182452j -0.0034777-0.00547593j 0.00112936+0.00136763j 0.000439529-0.000697614j 0.00202771+0.00577259j 0.00188988+0.00117493j -0.00662524-0.00549917j 0.00167432+4.48231e-06j 0.00103174-0.00323652j -0.00443201-0.00324142j -0.000463179+0.006069j 0.00078735+0.00282273j -0.00398627-0.00988297j -0.00184122+0.00866591j 0.00281465-0.00319421j 0.00319981-0.00384597j -0.00641899-0.00280909j 0.00428392-0.00998377j -0.0097251-0.00498062j -0.0036825+0.00225511j 0.00777163+0.0046347j -0.00187774+0.00629448j -0.00233929-0.00170047j -0.00584926-0.0180732j -0.00933794+0.00954919j -0.00550894-0.00656272j -0.0117644+0.0133757j -0.00148158-0.012197j -0.00953637-0.0154017j -0.00880755-0.019781j -0.000217303+0.00990501j 0.000754115-0.00193031j -0.01354-0.0114898j 0.0160132+0.000302198j -0.00415434-0.0149964j -0.00119493-0.0211124j -0.000995217-0.0122861j -0.00740953-0.0225918j 0.0129201+0.017774j -0.00798218+0.00405719j -0.00225618-0.0319969j 0.00902555-0.000201717j 0.000199912+0.00207183j 0.00432461-0.020757j -0.00930073+0.00433823j 0.0105252-0.00379773j -0.0107694+0.0169377j 0.0124041-0.0222914j 0.007079+0.0087999j 0.000117887-0.0203791j -0.0024417+0.00206576j 0.00108043+0.00460105j 0.000632763-0.00654468j -0.00287175+0.000931813j -0.00331064+0.00122944j -0.00136989+0.0103235j -0.00357301-0.00276776j 0.000253585+0.00771391j 0.00189567+0.00323796j 0.000237727-0.0106418j 0.00158886+0.00226651j 0.00075649-0.00231624j 0.000513318+0.00287296j -5.36712e-05+0.00206869j 0.000377983-0.00226513j 
0.00135872+0.0010483j 0.00182006+2.4814e-05j 7.4534e-05-0.000874708j 0.00233732+0.000748334j 0.000246832+0.000922664j 0.000392217+0.000441301j -0.00349728-0.00147259j 0.000681232-0.000472282j 0.00224177+0.00199281j 0.0026132+0.00121964j -0.00215658+0.00232016j 0.000542026-0.00120112j 0.00186579+0.00346745j 0.000348609+0.000714779j -0.00269329-0.00814038j -0.0022694-0.00267923j 0.00175091+0.0019921j -0.00381056-0.00523644j 0.0107335+0.00220017j 0.00533225+0.00971317j 0.000675187+0.00436261j 0.000227636+0.0020828j 0.00140263+0.00407046j 0.00224022-0.00350833j -0.00419991-0.00914588j -0.00891207-0.00240828j 0.00275203+0.00280316j 0.000969145+0.00570764j -0.00329223-0.0027059j -0.003945-0.0136843j 0.000850938+0.0194583j -0.00876577-0.0231141j 0.00414338+0.0194208j -0.00368976+0.00708601j -0.012024-0.0177449j -0.0188909-0.0023694j 0.0082673+0.00105797j 0.000553939+0.0153709j 0.0156338+0.036453j -0.00693553-0.0122891j -0.0040078+0.00758979j 0.00119835+0.0113311j -0.00816093+0.0243536j 0.000409587+0.0109968j -0.00892304-0.0433885j 0.00573364-0.0137297j 0.00912568+0.0168221j -0.00867633+0.0305515j 0.0131011-0.011855j 0.00494701+0.0180714j -0.00570798-0.00313463j 0.0123434-0.0104001j -0.00365157-0.00429924j -0.000436047+0.0037835j 0.00567151+0.0153091j 0.00618934+0.0108199j -0.00463628+0.000239722j -0.00427186-0.00395495j -0.00314887-0.000729026j -0.00566187-5.78561e-06j -0.000197252+0.00367774j 0.0015547+0.00378461j 0.00231303+0.00761149j 0.000188447-0.00187843j 0.00124186-0.00568392j 0.000324813-0.00116271j -0.00166175-0.00590942j 0.000101143+0.00306119j -0.000649656-0.00114335j 5.81568e-05+0.000420965j 
0.00157292-0.00170512j 0.000431116-0.00270504j -0.000291794-0.000142356j -0.00135694-0.000702608j -0.00098935-0.00206056j -0.00107242+0.00355245j 0.00143216-0.000260185j 0.000409808-0.000197728j 9.80069e-05-0.00174534j -0.000398992-0.00169732j 0.00160487+0.0016957j 0.00213367-0.0097663j 0.00338558-0.00279968j -0.00117625-0.000818153j -0.00551862+0.00411121j 0.00146638-0.00432688j -0.00053298-0.00107291j -0.00741686+0.00965968j -0.0043304-0.00752062j -8.07463e-05-0.00434072j -0.00387167+0.0103359j 0.00123647-0.00205137j -0.00759595+0.00618227j 0.00967349-0.0161593j 0.000768585-0.00194726j -0.00526869+0.012365j -0.000110628+0.00211245j 0.0066934-0.00154151j -0.0136261+0.0133949j 0.00684792+0.00194619j 0.0121206-0.00227497j 0.00128798+0.00136971j -0.0300871+0.0228272j 0.00502152+0.00391457j -0.0196998+0.0210575j -0.027612-0.0128814j 0.00630571-0.0136403j -0.00886783-0.000258865j -0.0319305+0.0134715j -0.0209711-0.00608081j -0.00174417+0.0103297j -0.0152817+0.00707516j -0.0167789+0.00454302j -0.0121819+0.0179696j 0.0121447+0.0158575j -0.013886-1.90843e-06j 0.0017116+0.00115003j -0.0055752+0.00824477j -0.00353535-0.011117j 0.0245161-0.012986j -0.0104684+0.00281679j -0.00575146-0.00484884j -0.00347244+0.00389465j 0.000953689+0.00616331j -0.00525114-0.0139759j 0.00371066-0.00393824j -0.00197356-0.000648412j -0.00279037+0.000657791j -0.000801238+0.0042936j 0.0016843+0.00362747j -0.00437974-0.000723952j 0.00173269-0.00450299j 0.00116531+0.00116774j -0.00159061+0.00423245j -0.00240287-0.00273166j 0.000749422+0.00234078j -0.000310747+0.00133142j 0.000581861-0.000563814j -0.00199573+0.00108048j -0.000836384-0.000615758j 
-0.000695625+4.63554e-05j -0.000578966+0.00124154j 0.00099083+0.00210674j -0.00287363-0.000407378j -0.000130636-0.00174124j -0.000347106-0.000349251j 0.000675252+0.00397927j -0.00215783-0.000109873j -0.000967226-0.00422368j -0.000508402-9.05856e-05j -0.00212268+0.00103693j 0.00511736+0.000347387j -0.00148025+3.84954e-05j -0.000267787+0.000916812j 0.00239168-0.00253535j 0.00354217+0.00410655j 0.000702709-0.00135948j 0.00142841-0.00119364j 0.00242373-0.00234928j 0.00118256-0.00923421j -0.00706555-0.00939811j -0.000602247-0.00496621j -0.0021722-0.00992709j 0.00081535+0.00392619j 0.0054248+0.0064122j 0.00294488+0.0108366j 0.00869677+0.00240987j -0.0118532+0.0179401j -0.016144+0.00234256j 0.00132061+0.00967207j 0.00779394+0.0252292j 0.0101257+0.0157175j 0.0129913+0.0108234j -0.0217479+0.00306373j -0.000198474-0.0114086j -0.0172969+0.0167511j 0.0191127-0.00579151j -0.00185272+0.017809j -0.00392251+0.00907313j 0.0152757-0.0119164j 5.71956e-05-0.00382104j 0.01585+0.00919995j -0.0086217+0.0247149j -0.00123897+0.0231491j -0.0235261-0.0234457j -0.0156698-0.00314268j -0.0105756+0.00961898j -0.00146482-0.0280574j -0.00623466+0.00514956j 0.000393161+0.000298916j -0.00389799-0.00172271j 0.00452765-0.00942183j 0.00349285-0.00804368j -0.00667946-0.0127454j -0.00323153-0.00935734j -0.000148122+0.00632421j 0.00417496-0.000536162j 0.000727052+0.000483058j -0.00142165+0.00320323j 0.000710916-0.0028222j -0.000903817-0.00831138j 0.000238244-0.00158061j -0.00217619-0.00402176j -0.00145249+0.00243485j -0.00182819+0.00185151j -0.00144999-0.000129589j 0.00156008+0.00379858j 0.000622031-0.00460883j 0.000472164-0.00121265j 7.07118e-05-8.73798e-05j 
-0.00115427-0.00121551j 0.00010862+0.000716431j 0.000690818+0.00159916j -0.00044976+0.00163446j -0.000327411+0.0017603j -0.000706998+0.00477841j 0.00210022-0.00394649j 0.000352267-0.00164639j -0.00222578-0.00382774j -0.00329321+0.00477732j 0.00247981-0.00886514j -0.000899599+1.6716e-05j 0.00178494-0.0092087j 0.00431587+0.00207105j -0.00440576+0.00591512j -0.000728179-0.00436124j -0.00235061+0.003928j 0.00479876+0.0131653j -0.0138638+0.0203109j 0.000574773-0.0128266j -0.00260639+0.0111922j -0.000641937+0.00571607j 0.00312846+0.0032382j 0.0024196+0.00505443j -0.000598672-0.00546167j 0.0076181-0.00452244j -0.010494-0.00264114j 0.019629-0.00891696j 0.0165217+0.0101301j -0.00520975+0.000716448j 0.0180679-0.00260901j -0.00522698+0.0119551j 0.0166005+0.0279325j 0.0059496-0.004827j 0.0133466-0.000604105j 0.00422916+0.00804112j -0.00786601-0.00723118j 0.0242169+0.00533445j 0.00105456+0.0310357j -0.00155646+0.0243177j 0.00851647-0.00551496j 0.0102833-0.00170715j 0.0336168+0.00543519j 0.00877119+0.00853113j 0.00557267-0.0249117j -0.00108718+0.00650143j 0.0103113+0.02087j -0.000907713-0.00344261j -0.00867339+0.00450538j 0.00338919-0.016918j -0.00711514+0.0085227j -0.0214401+0.00668645j -0.00520689-0.000434547j 6.47441e-05-0.00664278j 0.000343453+0.0104129j -0.0110252+0.00734591j -0.000110634+0.00158164j -0.00441953+0.00651384j 0.00287655-0.00250643j 0.00562574-0.00393269j -0.00297775+0.00350555j 0.00164022+0.000781054j 0.000976419-0.00230765j 0.000168292-0.000277801j -0.000965345+0.00484024j 0.00202961-0.00240523j 0.00116511-1.89442e-05j -0.000698783-0.00260051j 0.000315117+0.000135331j -0.000303215+0.00186569j 
-0.000584672-0.00020207j -0.00021935-0.000639282j 0.000865275-0.000401092j 0.000181801-0.00253501j -0.000168195-0.00126484j 0.0023124-0.00135388j 0.000325575-0.000991285j -0.000776155-0.00142962j -0.00343765+0.00227006j 0.0020391-0.00296801j -0.0023484-0.00270019j -0.00136818+0.00784214j -0.00433672-0.000306972j -0.00194294-0.00063036j -2.01638e-05+0.00599355j 0.000347366+0.00295894j 0.000874009-0.00128128j 0.00214549+0.000723538j 0.00464108-0.00215043j -0.00950654+0.00975995j 0.0039266-0.00887362j 0.00179728-0.000855196j -0.00327855+0.00999301j -0.00479889-0.00134805j 0.000331832+0.00850414j 0.00982685-0.00313754j 0.00248294+0.0222143j 0.0123514-0.0329434j 0.00834954-0.0269439j 0.0125371-0.00131979j 0.0108537+0.00475479j 0.0154076-0.00603078j 0.00498599+0.0232001j 0.009176-0.0266217j -0.000224901+0.00540411j -0.0176987-0.00175693j -0.0154939+0.0223172j 0.00415637+0.00141475j 0.0129565+0.00404013j 0.00535405+0.00578909j -0.00737448+0.0104036j -0.0266644+0.030244j 0.0177408-0.0163242j 0.0136587+0.0148242j 0.000229439-0.0280915j -0.00560783-0.0020093j 0.00973746-0.00988994j -0.0104039-0.00630602j -0.00586065+0.00235841j -0.00645325-0.00527332j 0.00868659-0.00165635j 0.00635241+0.00295948j -0.00138479+0.000654148j -0.0048629-0.00502234j 0.000470217-0.00421069j 0.00254741+0.00420592j 0.00235029+0.00100326j 0.00358972-0.00010154j 0.00546196-0.000611491j -0.00113211-0.00293636j 0.002716-0.00214095j -0.00106534-0.00207237j 0.000801531-0.00277271j 0.00072189+0.000998468j 0.00112069-0.000534995j -0.000992235-0.000751617j -0.00169061+0.00208914j -0.000960558-0.00158884j 9.86525e-05+0.000292073j 0.000210234+0.000141229j 
0.000480116-0.00196192j -0.000925713+0.00196959j -4.9031e-05+0.00133177j 7.48206e-05-0.00163046j -9.82161e-05-2.87279e-05j -0.000555652-0.000993361j 0.000674293+0.00202698j 0.00229609-0.000409829j 0.00248685-0.00450835j -0.000664332+0.00164051j 0.00037685+0.00272629j -0.000484986+0.00145544j 0.00326669+0.00227024j -0.00137494+0.0016589j 0.00102743-0.0174901j 0.000169306-0.00297952j 0.00293609-0.00623811j -0.00599293+0.00908415j 6.89063e-05-0.0129345j 0.00640577-0.0084212j -0.0070289+0.0131532j 0.000824816-0.00265642j -0.00809064+0.0110579j -0.0109327+0.00507918j 0.00388452-0.0112948j -0.0023043-0.00485702j 0.0132555-0.0138502j 0.00700994+0.0268386j 0.0130462-0.0243596j 0.0111374-0.0124533j 0.000288159-0.0127632j -0.0117796+0.0221273j 0.00152965-0.0108833j 0.00624741+0.000667685j 0.0213574-0.0240575j 0.0257463+0.0254926j 0.000948779+0.00423313j 0.0166687-0.0207109j 0.0162534-0.0185468j -0.00599824+0.0077002j 0.000155397+0.0124468j 0.0097186-0.0119383j 0.0162476+0.000282723j 0.00778773+0.00880638j -0.00382333+0.0108261j 0.00137899-0.00303468j -0.0196149+0.0159433j -0.0075233+0.0072468j 0.00224714-0.00695588j 0.00645126-0.000336304j 0.00572433-0.00521081j 0.0054105-0.0163787j -0.000290709+0.00123596j -0.000356516+0.00226257j -0.0041423-0.00192794j -0.00499501-0.00139836j -0.00140175+0.00374397j 0.000218628-0.00317997j -0.0039919+0.00353824j 0.000375977+0.00273208j 0.00165502-0.00363239j -0.0023461+0.000359454j -0.000501382+0.00107504j 0.000237727+0.00139964j -0.000196233-0.00196407j 3.24987e-05+0.00126987j -0.000376549+0.000755342j 0.001554-0.000962335j 0.000901958-0.000158872j -0.00164382+0.000740234j 
