-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
0.00506306-0.0161124j -0.00950737+0.00811564j -0.0252129-0.0398571j 0.0145543+0.0439768j 0.0930574+0.0664227j 0.0417208-0.0019347j -0.0112247-0.0351084j -0.0517972+0.00334336j -0.00116192-0.0456954j -0.0278923-0.0214741j 0.025865+0.00284855j 0.0176053+0.0276247j -0.020509+0.00552143j 0.00103332-0.00771499j -0.0131744+0.00518171j 0.0101422+0.00406806j -0.0095774-0.00395285j -0.0201934-0.0127248j 0.015231+0.00187754j 0.0145179-0.00932827j -0.00547025+0.00743653j 0.00952748-0.00647643j -0.00650975-0.00446234j 0.00359703+0.00037139j 0.0127488+0.00832993j -0.00697012+0.00474961j -0.00145511-0.000208949j 0.00242053-0.0054433j -0.00409105-0.000849801j -0.00839922+0.0131909j -0.00141817-0.00286196j -2.56799e-05+0.0178459j -0.00509515-0.0178968j 0.0235797+0.00744564j 0.00758387-0.000537147j 0.00570223-0.0071925j -0.0174148+0.00920102j -0.00509244+0.00474152j -0.0118281-0.0050509j 0.0107423-0.00511331j 0.0136041-0.00192863j -0.0120883-0.00247426j -0.00632361-0.00186303j 0.0243984+0.000974366j 0.000346415-0.0123805j -0.000210682-0.00273333j -0.011789+0.00132082j 0.00104631-0.00284642j 0.00717703+0.00315379j -0.0069573-0.00178458j -0.00148817+0.00215367j -0.00343787+0.000355678j -0.00431595-0.0034541j 0.00548072+0.00319364j 0.0010827-0.00476329j 0.00126147-0.00214641j -0.00351339+0.000348376j 0.000256649-0.00149716j 0.0108739+0.00141864j 0.00850152+0.00244526j 0.00349957-0.00252796j 0.00107427+0.000727899j 0.00396461-0.00297486j -0.00942418-0.00113676j 0.000550098-0.00134111j 0.0016854+0.00633839j -0.00275542+0.00148023j -0.000640462-0.00320828j -0.00293228-0.00236989j 
0.00419745+0.0158726j 0.0243425-0.0132944j -0.0499755-0.0286238j 0.0284498+0.0110403j -0.0380348+0.0211975j 0.0283655+0.00446486j -0.0109127-0.0491606j -0.00158848-0.0121235j 0.0389277-0.0128537j 0.026787-0.019125j 0.00677264-0.00818531j -0.00517034+0.00821731j -0.0142389-0.0145734j 0.00295264+0.000336085j 0.000523132+0.00121481j -0.00787066+0.00363156j -0.0105531-0.000378123j 0.0100378-0.00411995j 0.00371611+0.00534494j 0.00498475+0.0022184j -0.0111901-0.000668251j 0.00792602+0.000995226j 0.00294509-0.000688138j 0.00352383+0.00158828j -0.00563733+0.00104922j -0.00433181-0.00398096j 0.0067126+0.0015558j -0.00512872+0.00274207j -0.00288474-0.0025854j 0.0186075-0.0146558j -0.0110373+0.00424215j 0.0157823+0.00930374j -0.0214749+0.00752245j -0.00387354+0.00534647j -0.00754785+0.000712982j 0.00293599+0.00400357j -0.0412137-0.00735157j 0.0372687-0.00368715j -0.0217573-0.00438175j -0.00157048-0.00295786j 0.0103046-0.0120471j 0.0194105+0.00166655j -0.0175056-0.000163359j 0.0226283-0.00836164j 0.00757069-0.00349272j 0.00571046+0.00552249j 0.0160995+0.00179423j -0.00440265-0.0041732j -0.00821422-0.000530418j 0.0175659+0.00643206j -0.00205785-0.00264552j -0.00554914+0.00314159j -0.00609022+0.00179875j 0.000219372+0.0032955j -0.00732268-0.000397736j -0.00703518-0.00474116j -0.0039391-0.00219284j 0.00352439-0.000860823j -0.0113701-0.0038869j 0.00603208+0.0033627j 0.00229119-0.0029958j 0.00523237-0.000777766j -0.000479868-0.00126206j 0.00261149+0.000474391j 0.00165839-0.00222832j -0.00443338+0.000961793j 0.00431288+0.00249834j 0.000121366-0.000406775j -0.00154664-0.00375508j 
-0.0576802+0.0274445j -0.0133456+0.093628j -0.0155819-0.0177444j -0.070584-0.0190142j 0.00449137+0.00552727j -0.00270662+0.00442401j 0.011461-0.011551j 0.00465405+0.00649204j 0.0128613-0.00861743j 0.00596992+0.00211405j -0.00291905-0.00564025j -0.00624089+0.00825704j -0.0050688-0.00673606j -0.00166315+0.00369298j 0.00431983-0.00141678j -0.00259613-0.00192545j 0.0020094-0.00379675j 0.000214207-0.00159774j -0.00230705+0.0055047j 0.00319513+0.00467218j -0.0004954-0.00370317j 0.000454531+0.0057876j -0.00265952+0.00104904j -0.0024093+0.00390442j -0.000180028-0.00340196j 0.00144646-0.00343044j -0.00698586+0.00741598j 0.00664236-0.0124756j 0.00217846-0.00701999j -0.00514096+0.00571732j 0.032559-0.0606218j 0.0441392-0.00386216j 0.00556732-0.00239632j -0.000838334-0.000507867j -0.0227566-0.00545706j 0.001881+0.00223328j 0.00620002-0.00401762j 0.0043806-0.00480536j -0.0146399-0.000684275j -0.0134639-0.00264434j -0.00262267-0.00773139j 0.019441+0.00582096j -0.0029855-0.000299211j 0.00661558-0.00277336j 0.0134588-0.00128211j -0.00294062+0.00315675j 0.00429611+0.000196591j 0.000130633-0.00375542j 0.00590758+0.000498101j 0.00530684+0.00230644j -0.00251606-0.00174257j 0.000609988+0.000797548j -0.00153495-0.0018128j 0.00192056+0.00242005j -0.00591601-0.000490388j -0.00122041-0.00185429j -0.000197042-0.000837591j -0.00468747+0.000661015j -0.00214465+0.00119484j 0.0044866+0.00110282j 0.000254065-0.00267676j 0.000861874+0.00253407j -0.00441762-0.00181567j 0.000866231-0.00433046j -0.00136187+0.0010507j 0.00289812+0.000913176j -0.00100577+0.00549103j 0.0044229-0.00605113j 0.0041649+0.00117018j 
-0.0121314+0.101483j 0.0581464-0.0265114j -0.039393-0.0178605j -0.00905784-0.00434754j 0.0211554+0.0482214j -0.0158358-0.0117651j -0.0202595+0.0118539j 0.000987354+0.00823114j -0.0172529-0.0104352j -0.0134853+0.00421225j -0.0103247+0.00527971j 0.00262213-0.00010325j 0.00379806+0.00876304j -0.00601684-0.00249665j 0.00103589+0.00212931j 0.00749476-0.000259361j 0.00680353-0.000500214j 0.00222764-0.00415214j 0.00275554-0.00241038j -0.000900099+0.00148874j 0.00194398+0.0023467j -0.00720157-0.000909326j 0.00656069-0.00461138j -0.00368577-0.00176367j -0.00421087+0.00339952j 0.010887-0.00521546j -0.00286085-0.00099005j -0.00127367+0.00324148j 0.00714578-0.0127587j 0.0229251-0.066763j 0.00899842-0.00804242j -0.00469758-0.00213939j -0.0435734+0.00696438j 0.0175716+0.010349j -0.00907651+0.00208803j 0.0171686-0.00330944j 0.00137456-0.00125742j -0.00893358+0.00352889j 0.0142372+0.00729558j 0.0103209+0.00311961j -0.0123506+0.00437857j -0.0112051-0.00267763j 0.0198278+0.0032227j -0.00349491+0.00194086j -0.011546+0.00579823j 0.000451123+0.00126615j -0.00302652+0.000870694j 0.000580201+0.00209774j -0.00509606-0.000703524j 0.00668226+0.00279992j 0.00342276-0.00111535j 0.00129886-0.00163373j 0.0013927-0.00155135j -0.00296327-0.00612015j 0.00523016+0.00307553j 0.00149665+0.00182809j 0.00271301-0.000525135j 0.00228411+0.00632169j 0.00348904-0.00230769j -0.0063246-0.00297661j -0.00264569+0.00128956j -0.000278951-0.000578352j -0.000897861+0.00582139j -0.00248753-0.00020215j 0.00064619-0.000393405j 0.0044696-0.00285119j 0.00400397-0.000424266j -0.0076645-0.00172921j 0.00605107-0.00406061j 
0.00179339-0.00536198j 0.00343418-0.0220608j -0.0233036-0.0164493j -0.0473595-0.0178102j -0.0111959-0.0160414j 0.054677-0.0729872j -0.0257184+0.0139651j -0.00166679+0.0304807j 0.00709578-0.0206127j 0.0243217-0.00578845j -0.00233477-0.0108593j 0.0229667-0.0157431j -0.025374+0.0185464j 0.00278038+0.00319198j 0.00149266+0.00117679j -0.00511765+0.00249967j -0.00758573+0.00553281j -0.00230555+0.00451559j 0.00938956-0.00549114j 0.00353953-0.00124369j -0.000270811+0.00336686j 0.00638088-0.00404931j 0.00480067+0.00125164j -0.00174915-0.00275573j -0.0011258-0.00201195j -0.000213046+0.00234312j 0.00448049-0.00183438j -0.00243229+0.000990846j 0.00317197+0.00206951j 0.0053999+0.00131955j 0.0128208+0.0126365j 0.00454043-0.00183042j 0.00898451+0.00614989j 0.00842215-0.00504743j -0.00224915-0.00837582j 0.0467866-0.00814794j -0.00785114+0.00795299j 0.00636505+0.00750806j 0.0339754-0.0145449j 0.0272212-0.00836233j 0.0327067-0.00198326j -0.013044-0.0058774j -0.0287837-0.00220942j -0.00343154+0.00199839j -0.0184235-0.0160478j -0.00947932-0.00436806j 0.0131039-0.000947293j -0.0227978-0.00101389j -0.0111531-0.00138958j -0.0216813-0.00943341j 0.00848865+0.00349935j -0.0125661+0.000564493j -0.0131124-0.000915107j 0.0118651+0.00327304j 0.00210336-0.00298293j -0.00928929-0.000910792j -0.00203504+0.00126779j 0.00615945-0.00318586j 0.00943408+0.0031038j 0.0057861+0.000451868j 0.000425164-0.000727628j 0.0060541+0.000862543j -0.00346589-0.00328183j -0.00258693-0.000408884j 0.00712691+0.00176825j -0.00424404-0.000594042j 0.00526898+0.00166621j -0.00369676-0.00282651j -0.00129527+0.00139654j 
-0.033544-0.00789319j -0.011599+0.0717183j -0.00425185+0.00177135j 0.0533142+0.0354994j -0.0346226+0.0392345j -0.0192543-0.0255617j -0.042789+0.0228208j 0.000679122-0.00716498j -0.00404128-0.0031985j -0.0166251-0.00907656j -0.0124254+0.00776001j -0.00272769-0.0144969j 0.00608277+0.0096125j -0.00210936-0.00359087j 0.00473036+0.00190261j 0.00189658+0.00384224j 0.0131544-0.000726009j 0.00183138+0.00356634j -0.00696869-6.91154e-05j -0.00161413-0.00279205j 0.00927284-0.00406126j -0.00668211-0.0019325j -0.00163506+0.00379935j -0.00497785+0.00176173j -0.000797477-0.00169785j 0.001676+0.00399225j -0.00211609+0.0030893j 0.00285032-0.0112063j -0.00171045+0.0025126j -0.0106895+0.0243116j -0.000569209-0.0378396j 0.0193628+0.00553124j -0.02209-0.0126167j 0.0107791-0.00389026j -0.0469466+0.00651814j 0.00784614-0.0142583j -0.0244541-0.00280539j -0.00343026+0.00102641j 0.0223075-0.0016522j 0.0257125-0.00137139j 0.0190891+0.00751663j -0.0321282-0.00682325j 0.010933+0.00460839j 0.00306849-0.00221644j -0.0243885+0.0023434j -0.00906612-0.000554381j 0.00787744+0.0027816j -0.00650371-0.000934322j -0.0175254-0.00324677j -0.00221972+0.00215298j 0.0100826+0.00338608j -0.00162996-0.000377706j 0.00247207+0.000215206j 0.00451192-0.00337309j -0.000407372+0.00135653j -0.00528196+7.31524e-05j 0.00475519+0.00049309j -0.005765+0.00292408j 0.00187952+0.000558144j -0.00213352-0.00200564j 0.00181601+0.00159584j 0.000844327+2.93978e-06j -0.00686199+0.000136819j 0.00887747+0.000963161j 0.000538331-0.000385507j 0.00570135+0.00233981j 0.000403464+0.00267095j -3.13341e-05-0.003335j 0.00482073+0.00331404j 
0.0102476-0.0637918j -0.0322397-0.0184695j -0.0760941-0.0782543j -0.070947-0.00504308j 0.0387952+0.0472147j -0.0568125-0.0124608j 0.0075317+0.0096812j 0.0358405+0.00177002j -0.0229483-0.00461816j 0.00369967+0.000185109j -0.0037421+0.00271687j -0.00569747-0.00366653j 0.0174528+0.000470032j 0.00578225-0.00639845j -0.000420955+0.00522361j -0.0028317+0.00234336j 0.00443849+0.000419181j -0.00187106-0.00262714j -0.00440562-0.00011234j 0.00236341+0.000356924j 0.00188626+0.0008622j -2.84287e-05-0.00397297j -0.00170745+0.000616035j 0.000195918-0.00400139j -0.00371244+0.00150096j 0.00184723+0.00546494j -0.000387079-0.00583051j -0.00323318+0.00391972j -0.000939947+0.0105031j 0.000888506+0.0335193j -0.000741645+0.0302273j 0.0367534+0.0209446j 0.0273456+0.00666504j -0.0205247+0.00245204j -0.0207376+0.0100176j -0.010813+0.00481927j 0.00804734-0.0111929j -0.00363387-0.00268254j 0.00797023-0.00266041j 0.0204663+0.00304053j -0.0149971+0.000349764j -0.00911702+0.000963313j 0.0250199+0.00475256j 0.00410311-0.00141937j -0.0160032+0.00547684j -0.00146232-0.000196959j 0.00463648+0.00191716j 0.00652542+8.53978e-05j -0.00402138-0.000308495j 0.0134369+0.00411764j -0.0012483+0.000271708j 0.00259498+0.000176333j 0.0017719+0.000813674j -0.0069599-0.000917721j -0.00204188+0.00119396j -0.0019493-0.000654354j 0.00384891+0.000452084j -0.00435399-0.00134687j -0.0120493-0.00188194j -0.00254769+0.00124448j -0.00246811-0.000836416j -0.00204355-0.00224181j -0.00044677-0.000986887j 0.00850654+0.00134735j -0.005664-0.00319272j 0.0029819+0.00390616j -0.00268124-0.00186752j 0.00320313+0.00156888j 0.00097624+0.00340771j 
-0.0117898-0.0130168j 0.00488805+0.0300893j -0.0883787-0.0395587j 0.053534+0.0333127j 0.0598914-0.0368913j -0.0107979-0.0024301j -0.0374236-0.0256813j 0.0119184+0.017017j -0.0223222+0.0115478j -0.0136358+0.0136598j 0.00358358-0.00858059j 0.0196206+0.00182067j 0.00765905-0.0032409j -0.000751445-0.00180157j 0.00125601+0.00420675j 0.00233266-0.00250987j 0.00368522+0.00253465j -0.0107496+0.00157255j -0.00277178-0.0026091j 0.000371431-0.00271332j 0.0100855+0.00438805j -0.00554594-0.0038073j -0.00180533+0.00150237j -0.00668301-0.00376827j 0.00822481+0.00163263j 0.00174337+0.00671873j -0.00118705-0.00171391j -0.00394372-0.00751327j -0.000624663+0.00438652j 0.00589742+0.0160787j -0.00745652-0.0137453j 0.0173813+0.0179807j -0.0327506+0.00183477j -0.0182417+0.0174403j 0.0132569+0.00260196j 0.022212-0.00559977j 0.0344847-0.00179469j -0.0234513-0.00666412j 0.00900447+0.0126539j 0.00315431+0.00334211j -0.0032881+0.00566609j 0.0149471+0.00417776j -0.0180426+0.00212952j -0.0207122+0.00551962j 0.0117029+0.00947433j 0.00937572-0.0053855j -0.00916241+0.0013039j 0.0011615-0.000102324j 0.00190987-0.000201433j -0.0100573-0.0028716j 0.0026904-8.90846e-06j -0.0013965-0.00229048j 0.0042847-0.00272932j 0.00254734-0.00352893j 0.0104988-0.00080372j 0.00472958+0.00407924j -0.00313678+0.00089692j 0.00321054+0.00251461j 0.0102559+0.00184474j 0.00038427-0.00356937j -0.000725971+0.00174875j -0.0104516-1.63253e-05j -0.0013248+0.00108805j -0.00481411-0.00148904j 0.000306107+0.00213177j 0.00384296-0.00192311j -0.00553054-0.00176585j -0.00372866-0.0031237j 0.00271217+0.00177827j 
-0.020702+0.0208087j 0.0979608+0.0464636j 0.0555244+0.0046684j 0.0209123+0.0754225j -0.0116436+0.00221881j 0.0013113+0.0175136j 0.0198008-0.018197j -0.011073-0.0174969j 0.0065782+0.00515586j 0.00182438-0.0076177j 0.00315307+0.006268j -0.00491372+0.00394547j -0.002411-0.00487352j 0.000882829-0.00330096j -0.00356076-0.000358046j 0.000450151+0.00249143j -0.00514903-0.00404622j 0.0021919+0.00165329j 0.00317631+0.00321933j -0.000692801-0.0028962j -0.00699364-0.0034503j 0.00447253-0.000781895j 0.00219489+0.00162433j 0.00724584+0.00273773j -0.00211769-0.0002215j -0.00256306-9.95227e-05j 0.00691613+0.00325742j -0.0165212-0.00490103j -0.0017103-0.00294528j 0.0339859+0.00550466j -0.0642086-0.0191222j 0.0124182+0.00221423j 0.0172974-0.0014582j -0.0405161+0.000732203j -0.0168293+0.00611069j 0.0168872+0.00800591j 0.00180838-0.0132677j -0.0131849-0.00132642j 0.00830586-0.00396093j 0.025418+0.00395767j -0.00474386-0.00500665j 0.000142875+0.00327386j 0.00737167+0.00254567j 0.00351485-0.00364559j -0.00142799+0.00177844j 0.0032445+0.00215345j 0.00216872+0.00150062j 0.00224659-0.00255384j -0.00102921+0.00042871j 0.00451633+0.00213833j -0.0045926-0.00063066j 0.0016485+0.00124438j -0.00275815-0.000601952j -0.00507982-0.000496143j -0.00603844+0.000131077j -0.00211443-0.00226463j -1.38998e-05-0.00105045j 0.000367535+0.00191776j -0.00788215-0.0013647j 0.000865095+0.000932522j 0.00124775-0.00243819j 0.00704988+0.00082554j 0.00168922+0.000760139j 0.00269948-0.00109995j -0.00156454-0.00225134j -0.000186126+0.00180366j 0.00197821+0.00203795j 0.000461716-0.00284621j -0.001941-0.00355773j 
-0.114373-0.0471985j -0.0150588+0.0206847j -0.0228629-0.0719877j 0.0393327-0.0180105j -0.0148036+0.0177653j 0.0125896-0.00880955j -0.000830612-0.0166845j -0.012909+0.0108085j 0.0108806-0.00456809j -0.00477559+0.00229597j 4.06014e-05-0.00505332j -0.000448314+0.00323576j -0.00698231-0.00277285j -0.00416185-0.00312535j 0.000678327+0.00411894j 0.00264632+0.000785788j -0.000738208+0.00203202j 0.00374192-0.00230426j 0.00131278+6.6418e-05j -0.00386764+0.000472963j -0.002406+0.00268813j -0.00344224-0.00328632j 0.00634609+0.000241412j -0.000391794-0.00353374j -0.00144077+0.00101934j 0.0077711+0.00389985j 5.54612e-05-0.00349765j -0.00156819-0.000966761j 0.0198799+0.00463819j 0.0807628+0.0198375j 0.0291748+0.0129418j -0.0178809+0.00817267j 0.0246744+0.00404196j 0.00997892-0.00183308j 0.0213031-0.00392493j -0.0165437+0.0114251j 0.0234142+0.00264203j 0.0070892+0.00362628j 0.000633416-0.00334907j -0.00709187-0.00220295j -0.0156448-0.00596458j 0.00927921+0.00205346j 0.00957197-0.000666189j 0.00570927+0.00211871j -0.0049452-0.0028334j -0.00585694-0.000936758j 0.00347644-0.000857375j 0.000296066-0.000892269j 0.00708149+0.00164759j 0.00149806-0.000480951j -0.00373065+0.000494167j 0.00115024-0.00025411j -0.00638336-0.00121748j -0.00144261+0.00189941j -0.00579111+0.000166895j -0.000910871+0.000250766j 0.00137431+0.000935286j -0.00114119-0.00170804j -0.00407005+0.00118161j -4.32649e-05+0.000345311j -0.00658126-0.00289962j -0.000841031-0.00169546j -0.0012604-0.00223369j -0.0025978-0.00266819j -0.00265007-0.000790894j 0.00216646+0.00232791j -4.11073e-05+0.000545195j -0.000441957-0.00346505j 0.000740868+0.00308343j 
-0.00560421-0.0200955j -0.104193-0.0219358j 0.041114+0.0135162j -0.0426695+0.058712j -0.010605-0.00875071j -0.00426811+0.00706545j 0.0160799-0.0163591j -0.00992027-0.0161921j 0.00337637+0.0048939j 0.000692579-0.0104992j 0.000904628+0.00431995j -0.00386082+0.00113442j -0.000923677-0.00243433j -0.000415236-0.00239995j -0.001186+0.000299438j 0.000899468+0.00175306j -0.000755356-0.000283707j 0.00176583-0.000235084j -0.000406627-0.000723106j 0.000176538-0.00210831j -0.0019712-0.000192968j -0.000346173-0.000756976j -0.000933533-0.00202771j 0.000329281+0.00211035j 0.000551131+0.00128236j -0.000316857-0.00456838j -0.00646975+0.00303368j 0.016417+0.00168794j 0.00543937-0.00359608j 0.000154069-0.00990108j 0.0739341+0.00569416j 0.00300084-0.0133185j -0.0299142+0.0124648j -0.0287284+0.0130175j -0.0251934-0.00749691j 0.0372517+0.00854604j -0.00569996-0.00829268j -0.0105332-0.00178676j 0.0114638-0.00499832j 0.021796+0.000469457j -0.00657813-0.00492378j 0.00362562+0.00270248j 0.00245214+0.00149818j 0.00157812-0.00312607j 0.00377358-0.00197519j 0.00598962+0.00143874j 0.000334457+0.00104186j -8.81604e-05-0.00274777j -0.00345117+0.000469989j 0.00842864+0.000288239j -0.00349762+0.000361478j -0.000842765+0.00177324j -0.00245897+0.000113246j -0.00433824+0.00243843j -0.00112657-0.000682839j -0.000633081-0.00292247j -0.00181161-0.000420459j 0.0047614-0.000976133j -0.00406891-0.000212063j 0.000114435+0.00204673j 0.00352761-0.0027715j 0.00771681-0.000761385j 0.00513598-0.00182052j 0.000347851+0.0001879j 0.000363177-0.00259883j -0.00411348+0.00320757j 0.00165388+0.00065781j 0.00388049+0.000113453j -0.00485992-0.00259184j 
0.0781285+0.0181562j -0.00279988-0.0174651j 0.0815319-0.0785828j 0.0491809-0.00163705j -0.0119956+0.0394851j 0.0179704-0.0147881j 0.00891924-0.021782j -0.0211999+0.0108172j 0.0152981-0.00890524j -0.00541221-5.90169e-05j 0.00192304-0.000310989j -0.00219757+0.00625122j -0.00663359-0.000344619j -0.00167287-0.00101292j -0.00205261+0.00130381j 0.00102407+0.000783158j -0.00387508-0.000794743j 0.00380374-0.00339403j 0.00043858+0.00189753j -0.00132676+0.00106519j -0.00528127-7.71848e-05j 0.00182246-0.000338945j 0.000129327+0.000390363j 0.00382868+0.000403809j -0.000113712+0.000330371j -0.00848902+0.00171081j 0.00377834+0.00229851j 0.00336132-0.00460183j -0.0110363-0.00176341j -0.0595098-0.00460283j 0.00345444-0.00869584j 0.015863-0.00987713j 0.040188-0.0150652j 0.00645272-0.0164626j -0.00858218-0.0165573j -0.0174767+0.00192348j 0.0366325+0.00618394j -0.0085034+0.00856377j 0.00732823-0.0123053j -0.00738067-0.000365048j -0.0120578-0.0100824j 0.0140114+0.000660525j 0.0185955-0.00416819j 0.010312+0.000650617j -0.00229032-0.00841597j -0.0151184+0.00116819j 0.00977799-0.00239665j -0.00243192-0.00057053j 0.00701195+0.00205508j -0.00367862+0.00164567j -0.00523013+0.0023034j 0.00293296-0.000361199j -0.0119336+0.000172516j 0.000242703+0.00201539j -0.0163493+0.00115359j -0.00451092+0.000270573j 0.00238925+0.00147349j -0.00284602-0.00273634j -0.00449414-1.00477e-05j 0.00194472+0.000275437j -0.00525682-0.00470337j 0.00910921-0.00415715j -0.00255863-0.00264097j -0.00442296-0.00163133j -0.000622427-0.0032375j 0.00124657+0.0036511j 0.00532162+0.000342059j -0.00378383-0.00414524j -0.00407362-4.2646e-05j 
-0.0902213-0.0062132j 0.0250937-0.114599j -0.00644223-0.00117809j 0.0132623-0.030568j -0.012184-0.00584728j -0.0135552-0.00745847j -0.002367+0.00168587j -0.00143161+0.00307125j 0.00345442-0.00262883j -0.0050383+0.000229483j -0.00287245+0.0001048j -0.00498304-0.00127348j 0.000388607+0.00257248j -0.00274909+0.000422261j 0.00277817+0.00163238j 0.000999076-0.000986356j 0.00253294+0.00279459j -0.00013806-0.00157138j -0.00334303-0.00420315j -0.00364715-0.00106954j 0.00113707+0.00406137j -0.00339315-0.00258207j -0.00269704-0.00343096j 0.000343981-0.00259527j 0.00150305+0.00215921j 0.00390493-0.00168863j -0.00501109-0.00471988j -0.000711751+0.0112519j -9.69957e-05+0.00154873j -0.00885118+0.000952968j -0.0112318+0.0271829j 0.0478153+0.00206325j 0.0061867-0.0125735j 0.00785938-0.000254543j -0.0409411+0.000201437j -0.0101979-0.00742076j 0.00389552+0.00620409j -0.0070216+0.00342907j -0.00664381+0.000960283j -0.00918999+0.00426351j 0.00872988+0.00178716j -0.00222189-0.00210259j 0.00174708-0.0028742j -0.00143763+8.08886e-05j 0.00260864+0.000331246j -0.00645886-0.000862742j 0.000804299-0.000625j -0.000195457+0.00443977j 0.00153072+0.000186616j -0.00224734-0.0010246j 0.00435013-0.00167907j 0.00183182-0.000563554j 0.00503942+0.00149135j 0.00451863+0.000581229j -0.00132979-0.000624084j 0.000813517-0.000258824j 0.00244622-0.000261716j -0.00950362-0.00253827j 0.00307773-0.00235903j 0.00190228+0.00202328j -0.000249833+0.00184838j -0.00631998-0.000318208j -0.00732817+0.000124927j 0.00352634+0.00439298j -0.00351715-0.000162068j 0.00704283-0.00085965j -0.00507854-0.0051749j 0.00457168+0.00778275j 0.0055744-0.00156592j 
-0.027474+0.111792j -0.0921996-0.00531653j -0.0195698+0.039124j -0.00710685-0.00520518j 0.0131306+0.00959654j -0.00912627-0.00141454j 0.00665004+0.00456179j 0.00264477+2.88113e-05j -0.00314546-0.00385189j -0.00219507+0.00235176j 0.00468384+0.00144753j 0.00216067+0.000632515j 0.0018782+0.00162168j 0.00229726+0.00214803j -0.00127772-0.00254765j -7.44247e-05-0.000478437j -0.000267918-0.00205473j -0.00558237-0.00113889j -0.00169501+0.000948424j 0.0012207+0.00156134j 0.00343505-0.00170356j 0.000547561+0.00321795j -0.003626-0.00217773j -0.00173225+0.00285181j 0.0082522-5.48518e-05j -0.00392307-0.00655601j -0.00224481+0.00376957j 0.000437002+0.000510274j 0.00141281-0.010606j 0.0145018-0.030401j -0.00978916+0.00184292j -0.00114882+0.0129711j 0.0446485+0.000667299j -0.032207-0.000905965j 0.00840676+0.00699934j -0.0246283-0.00274795j -0.00015127-0.00470312j -0.000507923+0.00292877j -0.00676818+0.0049435j 0.0108913+0.00016814j 0.00433012-0.00270286j -0.00554942-0.000110599j -0.00707173+0.00125061j -0.0015111-3.04808e-05j 0.00144111-0.000213237j 0.00425679+0.00323542j -0.00427117+0.000746247j 0.00613299-0.000809923j -0.000485796-0.000343996j 0.000981476-0.000560369j -0.000580906-0.0029217j -0.0011941+0.000674821j 0.00606595-0.00190811j 0.00023238-0.00257926j 0.00381303+0.000580823j 0.00205621-0.00165265j -0.00161922-0.00145546j -0.00269915+0.00558828j -0.00351859-0.00199383j 0.00278611-0.0020233j 0.00279143-0.000399878j -0.00630029+0.0023274j 0.00362347+0.0049424j 0.00514882-0.00019673j -0.00227763+0.000464129j -0.00371597-0.00433463j -0.00806665+0.000746765j 0.00746094-0.000804016j -0.00510644-0.00668221j 
