-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
-0.0023754+0.00215947j -0.00245166+0.00266931j -0.00454949+0.00107767j -0.00434106+0.00174373j -0.00417211-0.00525355j 0.00781177+0.013379j 0.00533982+0.000913415j -0.0023721+0.000293384j 0.00211962+0.00549528j 0.0109668+0.00599125j 0.00442654+0.00789552j 0.00330412-0.00507504j -0.0028829+0.00193268j -0.00212133-0.00585216j -0.00121952+0.0173375j -0.0043646-0.0379544j 0.000425972+0.0208158j 0.00619191+0.00380426j 0.0242505+0.0352965j 0.027155-0.0324014j 0.00798613-0.00566705j 0.0211564+0.0313232j -0.000517168-0.00209583j 0.00288553-0.0404745j 0.00720578-0.0143019j -0.00431221-0.00741222j 0.0008228+0.00400031j 0.000474427+2.86729e-05j -0.000561427-0.000604689j -0.00147111+0.00190296j 0.00459274-0.00737188j -0.00232403-0.0014977j -0.00299026-0.00679669j 0.0042343-5.69855e-05j -0.00136466-0.00522563j 0.00632423-0.0055355j 0.00296674+0.00278124j 0.00561159-0.00223684j -0.00166018+0.00298227j 0.00678024-0.00261296j -0.00178942-0.00331425j -0.00271518+0.00269501j 0.00462274+0.00153615j 0.00254289+0.00383356j -0.00660067-0.00568668j -0.012684+0.00724348j 0.00499455-0.00186315j 0.00918886-0.00675628j -0.0350228+0.0119401j 0.00304874+0.00559841j -0.0125853+0.00953555j 0.00999753+0.0145619j -0.00773956+0.0081797j -0.0178563-0.00747903j 0.011498+0.00131711j 0.0217457+0.0075442j -0.0269095-0.000149314j -0.0107794+0.00137414j 0.0172884+0.00554021j 0.0140047+0.000994735j -0.0264345+0.00174666j -0.00376325+0.0108807j -0.00901017+0.00561507j 0.0154026+0.0108641j 0.00601966+0.00272569j -0.00131138-0.00600921j -0.00264397+0.00215172j -4.70522e-05+1.15613e-05j 0.00367741-8.73529e-05j 
-0.00454718-0.00409677j -0.000507672+0.00321705j 0.00429541-0.000875803j -0.00130506-0.00545678j -0.000772146-0.00545414j -0.00828301-0.0127127j -0.00444585+0.00304291j 0.00102718-0.00309925j -0.0050032-0.00257909j -0.00747454-0.00852483j 0.0121021-0.0163365j -0.0155606-0.0152513j 0.0217831-0.00441237j -0.0180635+0.00588209j 0.0195783-0.0106178j 0.0380022+0.00675455j -0.0106136+0.0149887j 0.0176138-0.00715328j 0.00297304+0.0286893j -0.0184079-0.0255293j 0.0327112-0.0371445j 0.00653968+0.00295569j 0.00368859-0.0416807j 0.000946552+0.00350224j -0.00315681-0.00448704j 0.00165496-0.00374552j 0.00104504-0.00543211j -0.0022069+0.0031337j 0.000346132-0.00202555j -0.00142305+0.00565229j -0.00302259-0.000441219j 0.000678673+0.00104111j -0.00152576+0.00422871j -0.00161551-0.00254632j -0.00247137+0.00269936j -0.00987564+0.00566505j 0.000404743-0.00152665j -0.00133551+0.00439963j -0.000759719-0.00176687j -0.00700715+0.0175555j 0.0122564+0.00133689j -0.0117196-0.00575279j -0.00683286+0.0129897j 0.00495697+0.00105589j 0.00266104-0.00310707j 0.00241564+0.00523586j -0.0094275+0.0177552j -0.00784959+0.0104258j -0.00522014+0.0057406j 0.00555846-0.00285291j 0.0167429+0.00213223j -0.00904905-0.0128876j -0.0325275-0.011331j -0.00581732+0.0214597j -0.0141123+0.0109725j -0.0167118+0.00371545j -0.0107029+0.00802736j -0.0106656+0.00115153j 0.00650593+0.00113938j 0.0156419+0.0010953j 0.00652691-0.00791056j -0.00645012+0.0044982j 0.00958621+0.0141109j 0.00464585+0.0030218j -0.00693485-0.00773154j 0.000861402-0.000802121j 0.000498903-0.00238603j 0.00343881+0.00281184j 0.000891488+0.00218016j 
-0.00277661-0.00298947j 0.000307012+0.00311393j -0.00495934+0.00801467j -0.00264856-0.000895555j -0.00781297-0.00215037j 0.00143019-0.0148689j 0.00557921+0.000425554j 0.00369568-0.00508836j 0.00769094+0.00375327j 0.0156569-0.00971539j -0.0240056+0.010802j -0.00563675-0.0319249j -0.00738782+0.0124394j 0.0139407-0.00688976j -0.0111492+0.00868314j -0.00844682+0.0267474j 0.0232268-0.0171328j 0.00351971+0.0177714j 0.00342919-0.00151065j 0.0308781-0.0151878j -0.019749-0.00870958j -0.0192022-0.00779408j 0.00384137-0.0211867j -0.000280286+0.00857455j 0.00258043+0.000947927j -0.00353671-0.0036854j 0.000255714-0.00341006j -0.00238128+0.00407336j 0.000221244-0.00110692j -0.00162162+0.00474754j -0.00186027-0.00239765j 0.00285038-0.00733358j 0.00448733-0.00741664j -0.00648369+0.00379296j -0.00600809+0.00854179j -0.00217973+0.000918346j 0.0021714+0.00386104j 0.00314473-0.00776527j -0.00360419+0.0082677j 0.00466723-0.00752645j 0.00889526-0.00731966j -0.0101128+0.0116973j 0.00471538-0.0141869j 0.00786689+0.00307129j 0.00814248+0.00618491j 0.00268587+0.01388j 0.00286063-0.0275501j 0.0113576-0.0145557j 0.00126395+0.0125318j -0.00943036+0.0125487j 0.000423395+0.012278j -0.0205855+0.00086357j -0.0222567+0.00238097j 0.017354+0.00144652j 0.00231679-0.0162827j -0.000327009-0.00597165j 0.0105185+0.000256414j 0.00419083-0.00217981j -0.000271568+0.000401178j -0.00784889-0.00077597j -0.0212731+0.0144675j -0.00645749-0.000266205j 0.00953061+0.00949395j -0.00311536-0.000298476j -0.0116884-0.00110068j 0.00561368-0.00353718j -0.00778782-0.00184618j 0.000408689+0.00136967j 0.000699528+0.00216912j 
-0.00177377-0.00455563j -0.00362656-0.00437184j -0.00209849-0.00229018j -0.00272354-0.00431583j -0.0015395-0.00132364j -0.00114436+0.00313429j -0.00328627+0.00281167j 0.00544096+0.0036653j -0.00652484-0.00617257j 0.00315185+0.0109973j 0.0210237+0.0242835j -0.00177798-0.00547086j 0.0216568+0.0117919j -0.0051256-0.0185308j 0.0082391+0.0255624j 0.0184047+0.0387385j -0.00630303-0.0304047j 0.00627121+0.0215726j -0.00428136+0.0179539j 0.0159012+0.00164616j 0.0278067+0.0441825j 0.0117561+0.0383386j -0.000818539-0.0053304j -0.00220017+0.00707688j -0.000585408-0.00884643j -0.000510375-0.00747608j 0.000450085+0.00588888j -0.000444166+0.000307339j 0.00150107-0.00161292j 0.00429104+0.00105157j -0.00201731+0.00583905j 0.00147534+0.000828907j -0.00630596+0.00298747j 0.00412185+0.00174225j -0.00143094-0.00186066j -0.000175+0.00333635j 0.0039891-0.000828154j 0.00672287-0.00139683j 0.00716316+0.000234171j 0.0168925-0.000127522j -0.000461781-0.00347197j -0.00759415+0.00120381j 0.0203047+0.00965861j 0.00967564-0.000163583j -0.0151034-0.00141948j 0.00595934+0.00354295j 0.0216199+0.00495413j 0.00426244+0.00473734j 0.00636458+0.00140833j 0.000215883-0.00281051j 0.0141133+0.00187962j 0.00288511+0.00491278j 0.00345958+0.00707953j 0.0206797+0.0145875j 0.0171022+0.00137814j 0.00565144+0.00687562j 0.0152364+0.0153939j 0.00480588+0.00623031j 0.000736416-0.00241125j -0.00505931-0.0074024j -0.00190217-0.00668538j 0.010807+0.0109749j 0.00560519+0.00441702j 0.0057824+0.00360499j 0.00176291+0.000486457j -0.00472372-0.00408526j 0.00194044+0.000169688j 0.00119202+0.00295468j -0.00206414-0.000934244j 
-0.00136444-0.00328168j -0.00451173+0.00164396j -0.00529949-0.00917168j -0.000941402-0.00349061j -1.1664e-07-0.00782574j 0.00275782+0.00681175j -0.00197011+0.00680784j -0.00645682+0.0181467j -0.0318959+0.031089j 0.00601161+0.0191555j -0.00282739-0.0225381j -0.00150871+0.0150161j -0.0171413+0.00564085j 0.0239279-0.00969763j 0.00892589-0.0233308j 0.000971808-0.000654064j 0.024382+0.00138557j -0.0164572+0.0111395j 0.0308889+0.00142201j 0.00762719+0.0344969j 0.00584839-0.0151172j -0.000183794+0.0015932j -0.00536372-0.00125353j 0.00479607+0.00102805j 0.00104726+0.00249238j 0.00104028-0.0115975j 0.000844109+0.00499199j -0.00240366+0.00112222j 0.000172317-3.41949e-05j -0.00200432+0.00564097j -0.000657091+0.000610475j -0.000742418+0.00276635j -0.012293+0.00136381j 0.00864493-0.00190451j 0.0058849-0.00890885j -0.00352621-0.00276579j 0.0128625-0.0127821j -0.00478194+0.0105803j 0.00974052+0.00887618j -0.00323001-0.00335609j -0.000645201-0.00924764j 0.010515-0.00857972j -0.000552959-0.00878043j -0.00828932+0.0129615j -0.00612823+0.00648979j 0.0123159-0.000423871j -0.016116-0.00308318j -0.0144132-0.00839149j 0.0166066+0.00956516j 0.0101577+0.0104053j 0.00843861+0.0123298j -0.00728091+0.0211569j 0.00769884+0.00339296j 0.0115867-0.00578991j -0.0171058-0.006429j 0.00732813-0.0176677j -0.000528876+0.00390089j -0.00413732-0.00330156j -0.014845+0.00645312j 0.0024218-0.00216118j 0.0103097+0.0104568j 0.000311702+0.00639795j 8.46266e-05+0.00438307j 0.00348812-0.000630285j 0.00225018+0.00369641j -0.00547043-0.00729851j 0.000780399+0.000828429j 0.0040724+0.0015552j -0.0010529+0.000602476j 
0.00315251-0.00152347j 0.00288398-0.000668874j 0.00208771+0.00359244j 0.00327616+0.000125062j -0.00128088+0.00891913j 0.00298049-0.0156272j -0.00854715+0.00432788j 0.000690103+0.00902389j -0.00750578+0.0217522j -0.00712889-0.0349311j 0.00764201-0.00562271j -0.0254234+0.0245932j 0.00419264+0.021341j 0.0112965-0.0391853j 0.0182313-0.0232631j 0.00902389+0.0021135j 0.0104158-0.0228578j 0.0172734-0.00658468j 0.0149833-0.0305078j -0.0134075-0.0182415j 0.00370689+0.00014136j -0.00603284+0.00682261j 0.000606204+0.00384742j -0.000115694-0.00514273j -0.00195492+0.000603926j 0.00192268+0.00712482j -0.00117626-0.00327874j -0.000105913+0.000335371j 0.000305594+0.0010618j -0.000843925-0.000855514j -0.00457661+0.0050088j 0.00376222-0.00223797j 0.00610182+0.00104031j -0.00632926+0.00461248j 0.0069212+0.000600052j -0.000182418+0.00991998j -0.00184136-0.00463125j -0.00373631+0.0110995j -0.0150798+0.0102772j 0.00588655+0.00287579j 0.00204217-0.00240324j 0.00616635-0.0126993j 0.00866224-0.0057303j -0.0256003+0.0082848j -0.0133513+0.0157436j -0.0206141+0.00405537j 0.0220184-0.00204738j 0.00407788+0.00850601j -0.013542-0.00443002j -0.0126761-0.00495391j -0.0167773+0.0021111j -0.0238512-0.00328871j -0.0005925-0.0102221j 0.00676005+0.00843817j -0.00017818+0.00695575j 0.0212128-0.00490466j -0.0164551+0.00478827j 0.0123905-0.000891139j -0.0113721+0.00219087j 0.0104265-0.00124597j -0.004139-0.011756j -0.000162519-0.00317591j -0.00139252-0.00413568j -0.00559447+0.00248731j -0.0012158-0.00138468j 0.00146404+0.00614577j -0.00098163+5.36938e-05j -0.000435965-0.000985889j -0.0037211-0.000108027j 
-0.00319809+0.004486j -0.00247702+0.00744699j 0.00997726+0.00104285j 0.000889225+0.00310141j 0.0096696-0.00863231j -0.00522421+0.0292335j 0.00105368-0.0142526j -0.0258166+0.00505956j -0.00461101+0.0258144j -0.0247256+0.0031139j 0.0075826+0.0168323j 0.00404079-0.0024353j -0.0212619+0.0280051j -0.0128599+0.00531996j -0.00367972-0.00361697j -0.0103411+0.0239974j -0.0170292+0.00209813j -0.0171091+0.0150913j 0.00630243-0.00925659j -0.0161756-0.0118743j -0.0108721+0.0142223j 0.00291782+0.00223086j -0.003925-0.00215763j 0.00587305-0.0047816j -0.00458551-0.00135393j -0.000622656+0.00674997j 0.00212112-0.00478004j 0.00164437-0.0029952j -0.00136864+2.32883e-05j -0.00564355+0.00517571j 0.00653414-0.0125913j -0.00516591+0.00347521j -0.000822527+0.00054013j 0.00684337-0.0146891j -0.000482561-0.0110913j 0.00879891-0.0166257j 0.00393813-0.000939675j -0.0010658+0.0099759j -0.00831436-0.00429289j 0.000986962-0.00120006j 0.00736457-0.0046813j -0.00861115-0.00122987j 0.0156671-0.00491885j -0.0197791+0.000984468j 0.00691323-0.00287419j 0.0224259-0.026158j 0.00359783+0.0175174j 0.0163941+0.00278766j -0.00665698-0.00684794j -0.00246025-0.00100107j -0.00985606-0.0087549j -0.0167602+0.000172615j -0.0134245+0.00317658j 0.012234-0.0125879j 0.00988532+0.00699036j 0.00132566+0.00652249j 0.0119594-0.00936145j -0.0126502+0.0101037j -0.0150977+0.00199982j 0.00292942+0.00225848j -0.00436239-0.00615532j -0.000350004-0.00348224j -0.0119425+0.00372176j 0.0144678-0.00447693j 0.000977445-0.00457196j 0.00471877+0.0029803j 0.00138812+0.00122267j 0.00228504-0.00103719j 0.00613815-0.000643209j 
-0.0043311-0.00249777j -0.000414881+0.00132263j -0.00119553-0.000988888j -0.00356989-0.00270989j -0.000988994-0.0023276j -0.00744704-0.00910759j 0.00767778+0.00167388j 0.0158014+0.00115624j 0.034423+0.0293185j -0.00904323+0.0235805j -0.0204696-4.17727e-05j 0.031777+0.0160849j 0.0195725+0.0182217j -0.0333908-0.0346117j -0.0322897-0.015436j 0.00341826-0.00405398j -0.0135852-0.019145j -0.00289036+0.00259087j -0.0241625-0.0263358j 0.0106445+0.0127577j -0.00661629-0.00680853j 0.00454321+0.00293477j 0.00256723+0.00129141j -0.00340898+0.0011389j 0.00347682+0.00216147j -0.00144753-0.00484927j -0.000610282-0.000291255j -0.0011454+0.00197814j 0.000901289-0.00263199j 0.000704002+0.00207795j -0.000947228-0.00177972j -0.00079997+0.000563242j -0.00141645-0.000304569j -0.000490669-0.000183586j 0.00163728+0.00978197j -0.00497158-0.00112437j 0.0109885+0.00403249j -0.0103995-0.00307267j 0.0023124-0.00859315j 0.00548371-0.00150519j 0.0162871-0.000707287j 0.0223538+0.0113618j 0.00242796+0.00249574j -0.00983628-0.0234394j -0.0197093-0.0128304j 0.00549133-0.00725124j -0.00140536+0.00470245j -0.0126106-0.0114566j 0.0118634+0.00349085j -0.00054038-0.000339715j -0.0042404-0.00682026j -0.00812385-0.0192536j 0.00823437+0.00666406j 0.000888843+0.0093317j -0.00407775-0.0106343j 0.0104984+0.0172599j -0.000693294-0.00971353j -0.00336098+0.00354733j -0.00486979-0.0156674j -0.00171066+0.00557145j 0.00430937+0.00727482j 0.00107049+0.00160697j 0.000491502+0.00146412j -0.000960169-0.000759779j -0.000588019-7.91137e-05j -0.000922096-0.00382041j -0.000108162-0.00197297j 0.000244814+0.00223959j 0.00165207+0.00155864j 
0.0038989+0.00502304j 0.00764247+0.000827791j -0.00527942-0.00676175j -0.00117469+0.00759634j -0.00793486+0.0104957j 0.0197582+0.0136249j -0.00543081+0.0121035j 0.00685796+0.0474778j 0.0271266+0.0199279j 0.0114628-0.000985935j 0.00954953-0.0236948j -0.00233212+0.00626627j 0.0220538-0.00857865j -0.00520421+0.0324532j -0.0107111-0.00245751j 0.00878024+0.00306174j 0.00296276+0.00771413j 0.0137043+0.0202391j -0.00551104-0.015956j 0.005889+0.0057058j 0.00396259+0.00642187j 0.000191344-0.00434153j 0.00187107+0.0120335j -0.00354361-0.0103809j 0.00221541+0.00268744j 0.00338068+0.000967046j -0.00242566+0.000223699j -0.000319973+0.00174383j -0.0018271+0.00213601j -0.000396681-0.00762635j -0.000895564-0.000492368j -0.00409393+0.0036025j 0.00333499-0.00531003j 0.00556017+0.00911728j 0.0115043-0.00583145j 0.012629+0.00569437j 0.0072682-0.00401855j 0.00676884-0.00414695j -0.00931197+0.00616035j -0.0107814+0.00641617j -0.00606779+0.00900372j -0.0127379+6.03471e-05j 0.0239365+0.00865143j -0.00568806-0.0137121j 0.0206314-0.00324027j 0.0154265+0.0190911j -0.0217068-0.000902762j 0.00619161+0.00589864j -0.0251992-0.00238031j 0.00416326+0.00227413j 0.000636232-0.00344096j -0.00553652-0.00958072j -0.00837145-0.003853j 0.0105356+0.00943275j -0.00309402+0.00229396j 0.00544122+0.0040349j -0.000131592+0.00790588j -0.00258757-0.0117686j 0.000101704-0.0119441j 0.00201015+0.00106303j 0.000643289-0.000938529j -0.00189506-0.000878127j -0.00506197-0.0122914j -0.00356221+0.00532945j 0.00612446+0.00446674j -0.00464412+0.000904158j 0.000672166-1.81825e-05j -0.0029013-0.00287529j -0.000534901+0.00143617j 
0.00387086+0.00556807j 0.00561213+0.00587961j -0.0015339+0.000709187j 0.00249412+0.00359336j -0.00583809-0.00907532j 0.0284941-0.00706381j -0.00644465-0.0371119j 0.00712992-0.0191817j 0.0171279-5.13528e-06j 0.0141992+0.0425701j 0.000864067+0.0272819j -0.00219206-0.0133843j -0.00458752+0.0408974j 0.0279776-0.0215803j 0.00263326+0.0140581j 0.0150193-0.00162379j -0.000373007+0.0188042j 0.0152136+0.0124771j -0.00117761+0.00325493j -0.00166688+0.000731637j 0.005926+0.00903039j -0.000858097-0.00540816j 0.0014689+0.00623336j -0.00144304-0.00474642j 0.000551059-0.000518821j 0.00195211+0.00569141j -0.000302448-0.00284248j -0.000684037+0.00133605j -0.00234327+0.00340485j -0.00528495-0.00154685j 0.000563028-0.00488079j 0.000317967-0.00180169j 0.00581159-0.00372385j -0.00154332-0.00148348j -0.0149333+0.011263j 0.0113158-0.005401j -0.00383646+0.00754295j -0.00781446+0.000757689j 0.0212572-0.0117951j 0.0168135-0.0105172j 0.0149553-0.0037564j 0.0186785-0.0115392j -0.00703163+0.0158595j 0.00115926-0.00397124j -0.000874993+0.0206813j 0.0268082+0.0185116j -0.00367149-0.0110474j 0.000165943+0.0127323j 0.027016-0.00341051j -0.00441384+0.00262435j -0.00073957-0.0026451j 0.00205787-0.00629453j 0.00661297-0.00789371j -0.00211603+0.00495559j 0.00608059+0.00634507j -0.00400303-0.00332628j 0.00676947+0.0103733j -0.00734716-0.00931349j 0.00355106-0.00254879j -0.00472391+0.000190417j -0.0021452-0.00354804j -0.000103659-0.000429715j -0.00155026-0.00900912j -0.00029094+0.00383644j -0.000559954+0.00347604j 0.00206678+0.00287203j -0.00200633+0.00151467j -0.000191712-0.00365631j 0.000301916+0.00111065j 
-0.00258888+0.00776554j 0.000557113+0.00328205j 0.00567829+0.0171508j -0.0034571+0.0219307j -0.00828028+0.0143482j 0.00776149-0.0253077j 0.01888+0.0163688j -0.0156297+0.0261661j -0.00213703+0.00488627j -0.0178923+0.0226109j 0.00493386-0.0269913j -0.0155823+0.0160437j -0.00401641-0.0185447j 0.0186725-0.0229091j -0.00158931+0.00832117j -0.00718831+0.00481181j 0.00408457-0.00764926j -0.00246644-0.00982131j 1.77311e-05+5.46326e-05j 0.00544056-0.0209874j -0.0091657+0.00224623j 0.000974495-0.00933439j 0.00252231-0.00798934j 0.00102916+0.00232227j -0.00731942+0.00609295j -0.00244736+0.00235851j 0.00434823-0.00367251j 0.00157476-0.00225884j -0.00156609-0.000432272j -0.000786572-0.00221826j 0.00832624-0.0107351j -0.0105955-0.00627117j 0.0180711-0.0192226j -0.0131082+0.00910122j 3.66836e-05+0.00345775j -0.0121823+0.00936733j 0.00489794-0.00604874j 0.0206077-0.00941752j 0.0202239-0.0146979j 0.00334434-0.0045478j 0.0111184-0.00165114j -0.00704146-0.00911576j 0.00778021-0.0139605j -0.0030332-0.0050968j 0.00668892+0.00682319j -0.00411182-0.00727713j -0.00122704-0.00318547j -0.0178229+0.00890109j 0.00529123-0.0133062j 0.0111736-0.00686868j 0.016602-0.000434258j 0.00198199-0.00154946j 0.010918-0.00299089j 0.00630703-0.00639261j -0.000309932+0.00195355j 0.00249381+0.000736481j -0.00234425-0.00362599j 0.00105908+0.00732973j 0.00376985+0.00219369j -0.00474897-0.00120718j -0.0134879+0.000676895j -0.013068-8.64118e-05j -0.00256136+0.00438901j -0.00612253-0.00172301j -0.000630692-0.00334902j 0.0018745+0.000869785j -0.00547696+0.000716619j -0.000447415-0.0011154j 0.00624263-0.000464964j 
0.00566504+0.00205559j 0.000350461-0.0139711j -0.0010007+0.00255944j 0.00500448-0.0118862j 0.0144233+0.0435342j -0.0246269-0.0095994j 0.0231373-0.0433898j 0.0316867-0.00470926j -0.00930434+0.0203318j -0.000564467+0.0145479j -0.0265987+0.0165191j 0.00159338+0.0203572j -0.0174104-0.00542319j -0.00464432+0.00318384j 0.00474279-0.00709811j 0.00166844+0.00224113j -0.00779953-0.00658503j -0.00408915+0.000991259j -0.000664838+0.00134925j -0.00668605-0.00903693j 0.00269589-0.00190033j -0.00417669+0.00196848j -0.0033268-0.00119028j -0.00236421+0.006285j 0.0038665-0.00028139j -0.000785202+0.00121429j -0.000284182+0.00143386j 0.00201854+0.00010675j -0.000388344+0.00190375j 0.00932258-0.0122328j 0.00122951+0.0112373j 0.00818666-0.00590786j 0.00183748+0.0165544j -0.0176974+0.0166004j -0.00441674+0.00894748j 0.0123763-0.0168552j 0.00824404+0.00568694j 0.0218615+0.00977076j -0.00904842+0.00568091j -0.0104717-0.00666163j 0.0236597-0.00444776j -0.0102392-0.00688906j 0.0255059+0.00556699j -0.00609883+0.00378386j 0.00470257-0.00273311j 0.00690738-0.0109758j 0.00285383-0.00222123j -0.00558183-0.00994498j 0.00649457-0.00447692j -0.0180471+0.00383163j -0.0092862+0.0105563j -0.00115849+0.00291189j -0.0116537+0.0048981j -0.00571432+0.00488781j -6.68839e-05+0.000728898j -0.000361092+0.00204115j 0.000680263-0.00337647j 0.0048235+0.00282687j 0.000414808+0.00345043j -0.000172845-0.000835872j -0.000383874-0.00649447j 0.00833604-0.00675956j 0.00287667+0.000995436j -0.00599978-0.00391859j 0.000771368-0.00127108j -3.0057e-05+0.0012033j 0.0038768-0.00190249j -0.00424369-0.00033299j -0.00234744-0.00219324j 
0.00207213+0.00233475j 0.00645564-0.00258057j 0.00231949+0.00157648j -0.00496018+0.00155427j -0.0154461+0.0160128j -0.0170506-0.0164566j -0.028662-0.0114323j -0.0422341-0.00514645j -0.00980083+0.00439528j 0.0390776+0.00771949j 0.0332424+0.0132847j -0.0174325-0.00257055j 0.0383937+0.0124855j -0.0388986-0.0174701j 0.0141222+0.0026548j -0.00595241-0.00284393j 0.00766097+0.00626807j -0.000863385-0.000712824j 0.00752675+0.00584883j 0.00188109-0.00565656j 0.00240262+0.0018369j -0.00380797+0.000165044j 0.0011522-0.00200839j 0.000194557+0.00124958j -0.00037788-0.000735757j 0.00156325+0.00412549j -0.00204572-0.00289246j 0.000477835+0.00156674j -0.000606983-0.000530949j 0.00334768-0.00743193j -0.00164572+0.00240753j 0.000794269+0.00215494j 0.00902205+0.00139887j -0.00761834+0.00473084j -0.00890161-0.00894388j 0.00485929+0.000913774j 0.000319454-0.00371612j 0.00423716-0.0156513j 0.0148044+0.0220231j 0.00326286+0.0174388j 0.012724+0.0139374j 0.00739295+0.0258079j -0.00252389-0.0227107j -0.00447331+0.00397327j -0.00291285-0.0156779j 0.0051415+0.0106609j 0.00785844+0.00762864j -0.00315242-0.0045683j 0.00140036+0.0347654j -0.00511947-0.00615006j 0.00557432+0.00159653j 0.00257072+0.00545716j -0.00209406+0.0132472j 0.000826083-0.00679854j -0.000372661+0.00659751j -0.000211355-0.00587358j -0.00194766+0.00624645j 0.00556864-0.00474571j 0.00155713+0.00338066j 0.00114578-0.00687606j -0.00194724-0.00364137j -0.00140399-0.00107811j -7.28769e-05-3.77979e-05j -0.00343029+0.00318758j 0.00198706-0.00403655j -0.00199946+0.00441832j 0.00181412-0.000846434j -0.00338176-0.00116622j -0.000276359+0.000777447j 
0.00507197+0.00169206j 0.00176174+0.010058j 0.0134911+0.00556225j 0.0264545+0.0245877j 0.0173812-0.00423049j -0.0170871-0.0083043j 0.00461282+0.0100917j 0.0133447+0.0167594j 0.0149204-0.0139301j 0.0349798-0.00524888j -0.0129355-0.0177404j 0.0157764+0.00410052j -0.0154345-0.0113448j -0.0278158-0.0113705j 0.00923453+0.00731918j 0.00293034+0.006417j -0.00904098-0.00548445j -0.00511984-0.00314963j 0.00354091+3.81054e-05j -0.0214364-0.00790788j -0.00123538+0.00661092j -0.00559238-0.00488542j -0.00770926-0.00361475j 0.00575336-0.00143534j 0.00509035+0.0117555j 0.00487148+0.00214965j -0.00184481-0.00639455j -0.000602473+0.00160523j -0.00192135+0.00535145j -0.00957587+0.00736476j -0.000460355-0.00436923j -0.00616765-0.00539956j 0.00856697-0.00205321j 0.00360878-0.018528j 0.00550729-0.00179365j -0.0127098-0.00956517j -0.0155598+0.00381779j 0.00953078+0.0198227j 0.00968248+0.0246733j 0.0047292+0.00578982j -0.00523659+0.0206994j -0.00230044-0.00419374j -0.00274321+0.00637328j 0.00766709-0.00360746j -0.00227065+0.00727492j -0.0032495+0.00475813j 0.00275513-0.00210441j -0.00380157-0.0160252j 0.00251328+0.00769069j 0.0124235+0.00754332j 0.000608117+0.011355j 0.00195991+0.00228501j 0.00271572+0.00596223j 0.00418399+0.00522582j 0.00511406+2.84686e-05j -0.000231431+0.00205819j 0.00137148-0.00175773j -0.00513222-5.88729e-05j -0.00196061+0.00283926j 0.00292719-0.00210041j -0.00156604-0.0128569j -0.00518381-0.00774242j -0.00274423-0.00411501j 0.00439436-0.00789204j -0.00224125+0.000722367j 0.00356689+0.00534837j -0.00273674-6.5184e-05j 0.00264263-0.0038899j -0.00221378-9.70429e-05j 
